,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Marine,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Coal-derived gas,Fossil Oil shale,Fossil Peat,Other,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.6679545058464333,451.4956402457376,129.29654280151306,43.14197868846529,99.34719588824429,7.256318457548856,0.24834317957385493,0.0,0.6601811073383688,0.0,1.8499797714399986,21.957199119813925,38.336988671215806,40.22823890852011,3.0083350809572433,9.581027590927388,4.108561417194562,0.0,0.0,3.992031565663427,NO_2,2026-04-23
2026-01-01 01:00:00+00:00,0.6981102028440285,550.2518587383404,147.53977827923427,50.25392875464321,91.43255998339124,9.420363332046591,0.33470615510104434,0.0,0.8646760265422232,0.0,4.807472925848279,26.83065253417768,49.01803896930433,47.036716479079196,3.9131589718704003,10.12426112480017,5.4871773832524,0.0,0.0,5.44489988952467,NO_2,2026-04-23
2026-01-01 02:00:00+00:00,0.799659388291501,811.8656334054109,179.75372522430004,69.9946369450452,90.90389281097875,16.058304498406144,0.5840512285744258,0.0,1.453180495239878,0.0,9.675194576955153,38.759544257655314,78.01664120826436,75.83060901308342,6.567569278381066,13.1599863297741,10.01801478697396,0.0,0.0,10.83978455266545,NO_2,2026-04-23
2026-01-01 03:00:00+00:00,0.774396187644248,1096.994460045912,215.93491174058315,95.71083421091048,118.3933438362431,22.603653146698765,0.8275371608226119,0.0,2.034449384419084,0.0,18.346843181784607,54.46174156552918,107.29912598525722,107.32652610585934,9.2733568289668,18.38455354978604,14.390331243214789,0.0,0.0,23.730685576369005,NO_2,2026-04-23
2026-01-01 04:00:00+00:00,0.6374914370305484,1216.9071044442485,200.59710634019086,106.33782565205973,165.8338571612383,25.435172064594802,0.9127381650273233,0.0,2.1681693867489673,0.002083537717118869,23.809108014916582,59.98180216677835,113.98182841352464,125.02143078408756,10.191087391887358,19.493213877209325,14.927417278260043,0.0,0.0,33.51433563448009,NO_2,2026-04-23
2026-01-01 05:00:00+00:00,0.4689103438627219,1169.1049768636033,124.68921053192054,99.52243102957847,130.4542473456949,23.620290009890148,0.8651115985556327,0.0,2.0172580564699123,0.0025742083976233753,18.347024325343014,61.32593389174419,106.97560380224915,117.695403649011,11.447390900625587,16.33368030652313,14.77415466844429,0.0,0.0,17.063051968086576,NO_2,2026-04-23
2026-01-01 06:00:00+00:00,0.397038437065034,1206.4117252249375,107.57608974404097,107.09618795123977,108.94899441938715,25.00368095138133,0.9202173981246479,0.0,2.118690810704575,0.003839224021253343,18.8079848089408,62.930622363701445,110.69136403086988,129.9741979280772,10.217982139817456,17.272123514657334,16.03782978295774,0.0,0.0,28.473600520075482,NO_2,2026-04-23
2026-01-01 07:00:00+00:00,12.12202885826932,1257.865622971047,103.602241743842,110.17759528348654,128.30517489457367,25.24365017199515,0.9526959600337221,0.0,2.278317492095121,0.0,1.2526260814005357,66.13847119694327,119.24302771989682,124.07912568823399,10.847989675776866,17.66284541492338,16.833203136093818,0.0,0.0,20.137924711389246,NO_2,2026-04-23
2026-01-01 08:00:00+00:00,70.8252460966828,1106.440484240464,120.0962318064254,96.14541983582832,126.75743755876204,22.25545378503832,0.7432616751901594,0.0,1.9849873839994723,0.05414601980309914,1.7042553547118,61.89138526319152,108.26077768881967,108.25593544410424,9.45577468635467,15.915085685322339,13.75511133630652,0.0,0.0,21.62031438899571,NO_2,2026-04-23
2026-01-01 09:00:00+00:00,145.38499144731483,1175.8678425044493,155.35210871560113,100.96998997275882,129.71239185627326,24.228579603056264,0.7699000440217656,0.0,2.0611222282971053,0.0,2.360636697875617,65.6306585348998,110.63846516860521,116.05682098521282,9.866320946680844,17.56770157753941,14.15330732214221,0.0,0.0,29.711124181035224,NO_2,2026-04-23
