,BA_HR,HR_BA,BA_ME,ME_BA,BA_RS,RS_BA,BA_HR_net_export,BA_ME_net_export,BA_RS_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.0,1088.0,629.268,0.0,138.2234,0.0,-1088.0,629.268,138.2234,-320.5086,None,BA,2026-04-23
2026-01-01 01:00:00+00:00,0.0,1066.0,659.149225,0.0,123.456,0.0,-1066.0,659.149225,123.456,-283.394775,None,BA,2026-04-23
2026-01-01 02:00:00+00:00,0.0,1026.0,680.018725,0.0,86.2019,0.0,-1026.0,680.018725,86.2019,-259.77937499999996,None,BA,2026-04-23
2026-01-01 03:00:00+00:00,0.0,1047.0,731.511725,0.0,79.685,0.0,-1047.0,731.511725,79.685,-235.80327500000004,None,BA,2026-04-23
2026-01-01 04:00:00+00:00,0.0,1004.0,700.21165,0.0,60.1187,0.0,-1004.0,700.21165,60.1187,-243.66965000000005,None,BA,2026-04-23
2026-01-01 05:00:00+00:00,0.0,1025.0,713.089975,0.0,15.1839,0.0,-1025.0,713.089975,15.1839,-296.726125,None,BA,2026-04-23
2026-01-01 06:00:00+00:00,0.0,662.0,437.611125,0.0,0.0,123.4323,-662.0,437.611125,-123.4323,-347.821175,None,BA,2026-04-23
2026-01-01 07:00:00+00:00,21.0,0.0,77.0534,148.231425,0.0,246.0783,21.0,-71.178025,-246.0783,-296.256325,None,BA,2026-04-23
2026-01-01 08:00:00+00:00,364.0,0.0,24.662,350.130075,0.0,319.7954,364.0,-325.468075,-319.7954,-281.26347499999997,None,BA,2026-04-23
2026-01-01 09:00:00+00:00,220.0,0.0,36.8158,193.968,0.0,288.4229,220.0,-157.1522,-288.4229,-225.57510000000002,None,BA,2026-04-23
2026-01-01 10:00:00+00:00,27.0,0.0,73.63865,58.03,0.0,217.8711,27.0,15.608649999999997,-217.8711,-175.26245,None,BA,2026-04-23
2026-01-01 11:00:00+00:00,87.0,0.0,68.22055,62.01,0.0,230.6362,87.0,6.210550000000005,-230.6362,-137.42565,None,BA,2026-04-23
2026-01-01 12:00:00+00:00,0.0,209.0,203.482775,23.166,0.0,183.2963,-209.0,180.316775,-183.2963,-211.979525,None,BA,2026-04-23
2026-01-01 13:00:00+00:00,0.0,646.0,451.91785,3.498,0.0,100.5926,-646.0,448.41985,-100.5926,-298.17275,None,BA,2026-04-23
2026-01-01 14:00:00+00:00,0.0,1217.0,908.53625,0.0,45.3748,0.0,-1217.0,908.53625,45.3748,-263.08895,None,BA,2026-04-23
2026-01-01 15:00:00+00:00,0.0,1045.0,787.418025,0.0,14.3197,0.0,-1045.0,787.418025,14.3197,-243.26227500000005,None,BA,2026-04-23
2026-01-01 16:00:00+00:00,0.0,1012.0,763.7004,0.0,13.4384,0.0,-1012.0,763.7004,13.4384,-234.86120000000005,None,BA,2026-04-23
2026-01-01 17:00:00+00:00,0.0,1038.0,803.48885,0.0,24.6505,0.0,-1038.0,803.48885,24.6505,-209.86065000000005,None,BA,2026-04-23
2026-01-01 18:00:00+00:00,0.0,996.0,788.60535,0.0,10.146,0.0,-996.0,788.60535,10.146,-197.24864999999994,None,BA,2026-04-23
2026-01-01 19:00:00+00:00,0.0,1134.0,855.725175,0.0,92.5659,0.0,-1134.0,855.725175,92.5659,-185.70892499999997,None,BA,2026-04-23
2026-01-01 20:00:00+00:00,0.0,1150.0,863.60785,0.0,97.1329,0.0,-1150.0,863.60785,97.1329,-189.25925,None,BA,2026-04-23
2026-01-01 21:00:00+00:00,0.0,1058.0,789.600475,0.0,34.6926,0.0,-1058.0,789.600475,34.6926,-233.70692500000004,None,BA,2026-04-23
2026-01-01 22:00:00+00:00,0.0,1161.0,870.41945,0.0,54.7602,0.0,-1161.0,870.41945,54.7602,-235.82035000000002,None,BA,2026-04-23
2026-01-01 23:00:00+00:00,0.0,1076.0,856.214825,0.0,97.7581,0.0,-1076.0,856.214825,97.7581,-122.02707499999998,None,BA,2026-04-23
2026-01-02 00:00:00+00:00,0.0,1084.0,855.685,0.0,81.1924,0.0,-1084.0,855.685,81.1924,-147.12260000000003,None,BA,2026-04-23
2026-01-02 01:00:00+00:00,0.0,1035.0,843.647775,0.0,77.1873,0.0,-1035.0,843.647775,77.1873,-114.16492499999998,None,BA,2026-04-23
2026-01-02 02:00:00+00:00,0.0,975.0,811.987075,0.0,66.4404,0.0,-975.0,811.987075,66.4404,-96.572525,None,BA,2026-04-23
2026-01-02 03:00:00+00:00,0.0,904.0,759.3478,0.0,45.2168,0.0,-904.0,759.3478,45.2168,-99.43539999999999,None,BA,2026-04-23
2026-01-02 04:00:00+00:00,0.0,842.0,761.48595,0.0,28.3218,0.0,-842.0,761.48595,28.3218,-52.19225,None,BA,2026-04-23
2026-01-02 05:00:00+00:00,0.0,887.0,743.332975,0.0,3.8411,0.0,-887.0,743.332975,3.8411,-139.82592499999996,None,BA,2026-04-23
2026-01-02 06:00:00+00:00,0.0,699.0,598.40305,0.0,0.0,58.9997,-699.0,598.40305,-58.9997,-159.59664999999998,None,BA,2026-04-23
2026-01-02 07:00:00+00:00,0.0,144.0,233.886775,20.988,0.0,174.2427,-144.0,212.898775,-174.2427,-105.34392500000001,None,BA,2026-04-23
2026-01-02 08:00:00+00:00,102.0,0.0,79.829,66.26805,0.0,213.1873,102.0,13.560949999999991,-213.1873,-97.62635,None,BA,2026-04-23
2026-01-02 09:00:00+00:00,249.0,0.0,33.605,148.799875,0.0,259.3142,249.0,-115.194875,-259.3142,-125.50907500000002,None,BA,2026-04-23
2026-01-02 10:00:00+00:00,322.0,0.0,32.384,213.18315,0.0,238.9567,322.0,-180.79915,-238.9567,-97.75585000000001,None,BA,2026-04-23
2026-01-02 11:00:00+00:00,140.0,0.0,47.357,92.92005,0.0,175.1737,140.0,-45.563050000000004,-175.1737,-80.73675,None,BA,2026-04-23
2026-01-02 12:00:00+00:00,0.0,23.0,98.874,45.99015,0.0,117.7556,-23.0,52.883849999999995,-117.7556,-87.87175,None,BA,2026-04-23
2026-01-02 13:00:00+00:00,0.0,411.0,329.94255,2.343,0.0,18.4946,-411.0,327.59954999999997,-18.4946,-101.89505000000003,None,BA,2026-04-23
2026-01-02 14:00:00+00:00,0.0,735.0,583.47975,0.462,55.1515,0.0,-735.0,583.01775,55.1515,-96.83075000000002,None,BA,2026-04-23
2026-01-02 15:00:00+00:00,0.0,762.0,602.42965,0.33,66.9471,0.0,-762.0,602.09965,66.9471,-92.95325,None,BA,2026-04-23
2026-01-02 16:00:00+00:00,0.0,622.0,540.413325,10.164,6.9169,0.0,-622.0,530.249325,6.9169,-84.833775,None,BA,2026-04-23
2026-01-02 17:00:00+00:00,0.0,505.0,487.115075,24.684,0.0,39.637,-505.0,462.43107499999996,-39.637,-82.20592500000004,None,BA,2026-04-23
2026-01-02 18:00:00+00:00,0.0,604.0,533.2368,7.062,0.0,17.2398,-604.0,526.1748,-17.2398,-95.065,None,BA,2026-04-23
2026-01-02 19:00:00+00:00,0.0,643.0,554.34195,1.65,7.7985,0.0,-643.0,552.69195,7.7985,-82.50954999999998,None,BA,2026-04-23
2026-01-02 20:00:00+00:00,0.0,561.0,476.910775,5.28,0.0,14.0691,-561.0,471.630775,-14.0691,-103.43832499999998,None,BA,2026-04-23
2026-01-02 21:00:00+00:00,0.0,450.0,413.038325,0.0,0.0,55.2202,-450.0,413.038325,-55.2202,-92.18187500000002,None,BA,2026-04-23
2026-01-02 22:00:00+00:00,0.0,374.0,385.901125,0.066,0.0,136.433,-374.0,385.835125,-136.433,-124.59787499999999,None,BA,2026-04-23
2026-01-02 23:00:00+00:00,0.0,126.0,184.409475,2.706,0.0,189.8164,-126.0,181.703475,-189.8164,-134.112925,None,BA,2026-04-23
2026-01-03 00:00:00+00:00,0.0,47.0,151.674775,4.62,0.0,192.6917,-47.0,147.054775,-192.6917,-92.63692499999999,None,BA,2026-04-23
2026-01-03 01:00:00+00:00,50.0,0.0,114.19025,10.23,0.0,220.7282,50.0,103.96025,-220.7282,-66.76794999999998,None,BA,2026-04-23
2026-01-03 02:00:00+00:00,140.0,0.0,84.37755,18.976,0.0,232.5178,140.0,65.40155,-232.5178,-27.116250000000008,None,BA,2026-04-23
2026-01-03 03:00:00+00:00,217.0,0.0,47.43955,49.85,0.0,272.5434,217.0,-2.4104500000000044,-272.5434,-57.95385000000002,None,BA,2026-04-23
2026-01-03 04:00:00+00:00,227.0,0.0,49.136,51.223,0.0,300.9964,227.0,-2.086999999999996,-300.9964,-76.08339999999998,None,BA,2026-04-23
2026-01-03 05:00:00+00:00,149.0,0.0,91.987075,28.791225,0.0,287.457,149.0,63.19585000000001,-287.457,-75.26114999999999,None,BA,2026-04-23
2026-01-03 06:00:00+00:00,73.0,0.0,84.048,32.140275,0.0,215.5561,73.0,51.907725,-215.5561,-90.64837499999999,None,BA,2026-04-23
2026-01-03 07:00:00+00:00,303.0,0.0,23.527,201.7113,0.0,274.826,303.0,-178.1843,-274.826,-150.01030000000003,None,BA,2026-04-23
2026-01-03 08:00:00+00:00,443.0,0.0,18.491,333.65255,0.0,311.3079,443.0,-315.16155000000003,-311.3079,-183.46945000000005,None,BA,2026-04-23
2026-01-03 09:00:00+00:00,284.0,0.0,23.397,259.7504,0.0,278.1539,284.0,-236.35340000000002,-278.1539,-230.50730000000004,None,BA,2026-04-23
2026-01-03 10:00:00+00:00,99.0,0.0,37.246,146.3967,0.0,253.9854,99.0,-109.1507,-253.9854,-264.1361,None,BA,2026-04-23
2026-01-03 11:00:00+00:00,14.0,0.0,62.381725,96.498,0.0,234.7607,14.0,-34.116275,-234.7607,-254.87697500000002,None,BA,2026-04-23
2026-01-03 12:00:00+00:00,0.0,136.0,111.531175,68.088,0.0,181.5352,-136.0,43.44317500000001,-181.5352,-274.092025,None,BA,2026-04-23
2026-01-03 13:00:00+00:00,0.0,421.0,239.47905,31.614,0.0,65.9381,-421.0,207.86505,-65.9381,-279.07305,None,BA,2026-04-23
2026-01-03 14:00:00+00:00,0.0,554.0,327.92035,28.842,0.0,16.168,-554.0,299.07835,-16.168,-271.08965,None,BA,2026-04-23
2026-01-03 15:00:00+00:00,0.0,306.0,272.776125,96.888,18.0984,0.0,-306.0,175.88812499999997,18.0984,-112.01347500000003,None,BA,2026-04-23
2026-01-03 16:00:00+00:00,0.0,172.0,240.58345,124.872,0.0,25.4216,-172.0,115.71145,-25.4216,-81.71015,None,BA,2026-04-23
2026-01-03 17:00:00+00:00,0.0,164.0,250.33495,121.572,0.0,43.5185,-164.0,128.76295,-43.5185,-78.75555000000001,None,BA,2026-04-23
2026-01-03 18:00:00+00:00,0.0,242.0,290.052675,107.052,0.0,23.0481,-242.0,183.000675,-23.0481,-82.047425,None,BA,2026-04-23
2026-01-03 19:00:00+00:00,0.0,447.0,401.456625,70.356,20.3218,0.0,-447.0,331.100625,20.3218,-95.57757500000002,None,BA,2026-04-23
2026-01-03 20:00:00+00:00,0.0,499.0,385.5951,58.146,0.0,19.4336,-499.0,327.4491,-19.4336,-190.98450000000003,None,BA,2026-04-23
2026-01-03 21:00:00+00:00,0.0,604.0,444.71865,5.94,0.0,20.8719,-604.0,438.77865,-20.8719,-186.09324999999998,None,BA,2026-04-23
2026-01-03 22:00:00+00:00,0.0,540.0,441.092225,0.0,0.0,96.3874,-540.0,441.092225,-96.3874,-195.29517500000003,None,BA,2026-04-23
2026-01-03 23:00:00+00:00,0.0,350.0,340.8468,0.396,0.0,98.3255,-350.0,340.45079999999996,-98.3255,-107.87470000000005,None,BA,2026-04-23
2026-01-04 00:00:00+00:00,0.0,288.0,328.983125,0.0,0.0,104.9331,-288.0,328.983125,-104.9331,-63.94997500000002,None,BA,2026-04-23
2026-01-04 01:00:00+00:00,0.0,97.0,217.882,10.802,0.0,163.1701,-97.0,207.08,-163.1701,-53.09009999999998,None,BA,2026-04-23
2026-01-04 02:00:00+00:00,75.0,0.0,139.878,32.379475,0.0,215.9428,75.0,107.49852499999999,-215.9428,-33.44427500000003,None,BA,2026-04-23
2026-01-04 03:00:00+00:00,126.0,0.0,115.228,41.38685,0.0,239.309,126.0,73.84115,-239.309,-39.46785,None,BA,2026-04-23
2026-01-04 04:00:00+00:00,20.0,0.0,176.052,31.086575,0.0,225.0336,20.0,144.96542499999998,-225.0336,-60.068175000000025,None,BA,2026-04-23
2026-01-04 05:00:00+00:00,19.0,0.0,148.498,42.721525,0.0,272.6672,19.0,105.77647499999999,-272.6672,-147.89072499999997,None,BA,2026-04-23
2026-01-04 06:00:00+00:00,0.0,106.0,194.638,37.577475,0.0,222.9623,-106.0,157.060525,-222.9623,-171.901775,None,BA,2026-04-23
2026-01-04 07:00:00+00:00,66.0,0.0,58.779,129.132225,0.0,155.0952,66.0,-70.35322500000001,-155.0952,-159.44842500000001,None,BA,2026-04-23
2026-01-04 08:00:00+00:00,96.0,0.0,28.921,151.58115,0.0,172.8223,96.0,-122.66015000000002,-172.8223,-199.48245000000003,None,BA,2026-04-23
2026-01-04 09:00:00+00:00,30.0,0.0,35.614,128.874825,0.0,154.722,30.0,-93.26082499999998,-154.722,-217.982825,None,BA,2026-04-23
2026-01-04 10:00:00+00:00,0.0,137.0,153.738,67.3672,0.0,151.9988,-137.0,86.3708,-151.9988,-202.628,None,BA,2026-04-23
2026-01-04 11:00:00+00:00,0.0,312.0,230.264175,27.27615,0.0,56.7203,-312.0,202.988025,-56.7203,-165.73227500000002,None,BA,2026-04-23
2026-01-04 12:00:00+00:00,0.0,400.0,246.018275,33.902,30.8378,0.0,-400.0,212.11627499999997,30.8378,-157.045925,None,BA,2026-04-23
2026-01-04 13:00:00+00:00,0.0,529.0,298.449675,38.478,133.2175,0.0,-529.0,259.971675,133.2175,-135.810825,None,BA,2026-04-23
2026-01-04 14:00:00+00:00,0.0,629.0,370.5406,29.898,144.3046,0.0,-629.0,340.64259999999996,144.3046,-144.05280000000005,None,BA,2026-04-23
2026-01-04 15:00:00+00:00,0.0,529.0,276.766,40.468925,158.604,0.0,-529.0,236.297075,158.604,-134.09892499999998,None,BA,2026-04-23
2026-01-04 16:00:00+00:00,0.0,353.0,195.945,76.279125,96.2758,0.0,-353.0,119.665875,96.2758,-137.058325,None,BA,2026-04-23
2026-01-04 17:00:00+00:00,0.0,302.0,166.846,82.57055,6.0924,0.0,-302.0,84.27545,6.0924,-211.63215,None,BA,2026-04-23
2026-01-04 18:00:00+00:00,0.0,180.0,173.359,71.10175,0.0,82.066,-180.0,102.25725000000001,-82.066,-159.80874999999997,None,BA,2026-04-23
2026-01-04 19:00:00+00:00,0.0,186.0,220.71,61.2506,0.0,63.083,-186.0,159.45940000000002,-63.083,-89.62359999999998,None,BA,2026-04-23
2026-01-04 20:00:00+00:00,0.0,217.0,216.392,76.5695,0.0,35.766,-217.0,139.8225,-35.766,-112.9435,None,BA,2026-04-23
2026-01-04 21:00:00+00:00,0.0,264.0,164.773,77.197725,93.9223,0.0,-264.0,87.57527499999999,93.9223,-82.50242500000002,None,BA,2026-04-23
2026-01-04 22:00:00+00:00,0.0,19.0,60.513,130.7038,40.2842,0.0,-19.0,-70.1908,40.2842,-48.9066,None,BA,2026-04-23
2026-01-04 23:00:00+00:00,0.0,82.0,105.365,121.92675,46.9235,0.0,-82.0,-16.561750000000004,46.9235,-51.638250000000006,None,BA,2026-04-23
2026-01-05 00:00:00+00:00,68.0,0.0,56.907,152.44605,0.0,15.9612,68.0,-95.53905000000002,-15.9612,-43.500250000000015,None,BA,2026-04-23
2026-01-05 01:00:00+00:00,61.0,0.0,66.786,144.940475,0.0,13.2863,61.0,-78.15447499999999,-13.2863,-30.44077499999999,None,BA,2026-04-23
2026-01-05 02:00:00+00:00,117.0,0.0,65.622,158.804175,0.0,24.9447,117.0,-93.18217499999999,-24.9447,-1.1268749999999876,None,BA,2026-04-23
2026-01-05 03:00:00+00:00,155.0,0.0,51.279,173.8107,0.0,42.9504,155.0,-122.5317,-42.9504,-10.482100000000003,None,BA,2026-04-23
2026-01-05 04:00:00+00:00,58.0,0.0,73.459,168.51135,12.1808,0.0,58.0,-95.05234999999999,12.1808,-24.871549999999992,None,BA,2026-04-23
2026-01-05 05:00:00+00:00,26.0,0.0,31.561,220.059875,58.667,0.0,26.0,-188.498875,58.667,-103.831875,None,BA,2026-04-23
2026-01-05 06:00:00+00:00,0.0,83.0,37.775,207.220875,172.0939,0.0,-83.0,-169.445875,172.0939,-80.35197500000001,None,BA,2026-04-23
2026-01-05 07:00:00+00:00,116.0,0.0,28.281,327.174775,90.6869,0.0,116.0,-298.893775,90.6869,-92.20687500000001,None,BA,2026-04-23
2026-01-05 08:00:00+00:00,66.0,0.0,34.287,243.179125,116.8025,0.0,66.0,-208.892125,116.8025,-26.089624999999998,None,BA,2026-04-23
2026-01-05 09:00:00+00:00,0.0,90.0,39.226,152.70175,170.0935,0.0,-90.0,-113.47575,170.0935,-33.38225,None,BA,2026-04-23
2026-01-05 10:00:00+00:00,0.0,144.0,82.616,42.931325,191.4266,0.0,-144.0,39.684675,191.4266,87.111275,None,BA,2026-04-23
2026-01-05 11:00:00+00:00,0.0,234.0,72.888,29.3257,199.4024,0.0,-234.0,43.56230000000001,199.4024,8.964699999999993,None,BA,2026-04-23
2026-01-05 12:00:00+00:00,0.0,256.0,94.204,19.217375,189.1192,0.0,-256.0,74.98662499999999,189.1192,8.10582500000001,None,BA,2026-04-23
2026-01-05 13:00:00+00:00,0.0,112.0,48.858,127.69715,172.7265,0.0,-112.0,-78.83914999999999,172.7265,-18.112650000000002,None,BA,2026-04-23
2026-01-05 14:00:00+00:00,0.0,81.0,44.891,174.55065,196.3328,0.0,-81.0,-129.65965,196.3328,-14.326850000000007,None,BA,2026-04-23
2026-01-05 15:00:00+00:00,0.0,42.0,63.651,205.539725,153.32,0.0,-42.0,-141.888725,153.32,-30.568725,None,BA,2026-04-23
2026-01-05 16:00:00+00:00,137.0,0.0,35.574,277.6299,57.2656,0.0,137.0,-242.0559,57.2656,-47.79030000000001,None,BA,2026-04-23
2026-01-05 17:00:00+00:00,84.0,0.0,38.73,234.172775,66.8785,0.0,84.0,-195.442775,66.8785,-44.56427500000001,None,BA,2026-04-23
2026-01-05 18:00:00+00:00,0.0,96.0,62.005,182.438025,156.0478,0.0,-96.0,-120.43302500000001,156.0478,-60.38522500000002,None,BA,2026-04-23
2026-01-05 19:00:00+00:00,0.0,216.0,104.405,110.966325,169.5025,0.0,-216.0,-6.5613249999999965,169.5025,-53.05882500000001,None,BA,2026-04-23
2026-01-05 20:00:00+00:00,0.0,67.0,68.195,133.093325,95.5015,0.0,-67.0,-64.898325,95.5015,-36.39682500000001,None,BA,2026-04-23
2026-01-05 21:00:00+00:00,0.0,18.0,91.053,119.0273,54.6928,0.0,-18.0,-27.9743,54.6928,8.718499999999999,None,BA,2026-04-23
2026-01-05 22:00:00+00:00,206.0,0.0,35.996,200.97765,0.0,3.596,206.0,-164.98165,-3.596,37.422349999999994,None,BA,2026-04-23
2026-01-05 23:00:00+00:00,480.0,0.0,33.277,222.15005,0.0,36.4024,480.0,-188.87304999999998,-36.4024,254.72455000000002,None,BA,2026-04-23
2026-01-06 00:00:00+00:00,519.0,0.0,31.449,249.952475,0.0,27.5078,519.0,-218.50347499999998,-27.5078,272.98872500000004,None,BA,2026-04-23
2026-01-06 01:00:00+00:00,567.0,0.0,29.348,265.903875,0.0,53.0349,567.0,-236.55587500000001,-53.0349,277.409225,None,BA,2026-04-23
2026-01-06 02:00:00+00:00,530.0,0.0,33.228,262.5055,0.0,31.9346,530.0,-229.27749999999997,-31.9346,268.78790000000004,None,BA,2026-04-23
2026-01-06 03:00:00+00:00,547.0,0.0,25.74,377.964725,49.7354,0.0,547.0,-352.224725,49.7354,244.51067500000002,None,BA,2026-04-23
2026-01-06 04:00:00+00:00,343.0,0.0,31.021,264.7902,84.954,0.0,343.0,-233.7692,84.954,194.1848,None,BA,2026-04-23
2026-01-06 05:00:00+00:00,243.0,0.0,30.844,253.43155,127.0895,0.0,243.0,-222.58755,127.0895,147.50195000000002,None,BA,2026-04-23
2026-01-06 06:00:00+00:00,356.0,0.0,30.8,295.064475,90.4575,0.0,356.0,-264.264475,90.4575,182.19302499999998,None,BA,2026-04-23
2026-01-06 07:00:00+00:00,523.0,0.0,30.602,382.68435,3.8387,0.0,523.0,-352.08235,3.8387,174.75634999999997,None,BA,2026-04-23
2026-01-06 08:00:00+00:00,485.0,0.0,30.569,382.28365,29.976,0.0,485.0,-351.71465,29.976,163.26135,None,BA,2026-04-23
2026-01-06 09:00:00+00:00,435.0,0.0,34.276,330.363475,68.3432,0.0,435.0,-296.087475,68.3432,207.255725,None,BA,2026-04-23
2026-01-06 10:00:00+00:00,350.0,0.0,36.62,269.064175,109.1561,0.0,350.0,-232.44417499999997,109.1561,226.711925,None,BA,2026-04-23
2026-01-06 11:00:00+00:00,317.0,0.0,40.809,257.512975,128.3402,0.0,317.0,-216.70397499999999,128.3402,228.63622500000002,None,BA,2026-04-23
2026-01-06 12:00:00+00:00,187.0,0.0,47.747,250.153675,157.0993,0.0,187.0,-202.406675,157.0993,141.692625,None,BA,2026-04-23
2026-01-06 13:00:00+00:00,120.0,0.0,70.589,234.049475,164.5804,0.0,120.0,-163.460475,164.5804,121.119925,None,BA,2026-04-23
2026-01-06 14:00:00+00:00,134.0,0.0,107.671,206.759075,158.5423,0.0,134.0,-99.08807499999999,158.5423,193.454225,None,BA,2026-04-23
2026-01-06 15:00:00+00:00,97.0,0.0,99.162,211.77075,169.0102,0.0,97.0,-112.60874999999999,169.0102,153.40145,None,BA,2026-04-23
2026-01-06 16:00:00+00:00,255.0,0.0,57.143,254.08725,93.9883,0.0,255.0,-196.94425,93.9883,152.04404999999997,None,BA,2026-04-23
2026-01-06 17:00:00+00:00,294.0,0.0,46.39,233.9534,105.377,0.0,294.0,-187.5634,105.377,211.8136,None,BA,2026-04-23
2026-01-06 18:00:00+00:00,272.0,0.0,83.129,220.701475,115.2922,0.0,272.0,-137.572475,115.2922,249.71972499999998,None,BA,2026-04-23
2026-01-06 19:00:00+00:00,293.0,0.0,93.413,169.613375,132.6653,0.0,293.0,-76.200375,132.6653,349.464925,None,BA,2026-04-23
2026-01-06 20:00:00+00:00,361.0,0.0,36.555,133.435525,88.0779,0.0,361.0,-96.880525,88.0779,352.19737499999997,None,BA,2026-04-23
2026-01-06 21:00:00+00:00,386.0,0.0,42.929,152.6615,86.5629,0.0,386.0,-109.73249999999999,86.5629,362.83040000000005,None,BA,2026-04-23
2026-01-06 22:00:00+00:00,555.0,0.0,27.5,222.967925,18.0864,0.0,555.0,-195.467925,18.0864,377.618475,None,BA,2026-04-23
2026-01-06 23:00:00+00:00,483.0,0.0,130.553,158.377475,57.7145,0.0,483.0,-27.824475000000007,57.7145,512.890025,None,BA,2026-04-23
2026-01-07 00:00:00+00:00,612.0,0.0,99.817,190.44375,30.655,0.0,612.0,-90.62675,30.655,552.02825,None,BA,2026-04-23
2026-01-07 01:00:00+00:00,542.0,0.0,79.868,215.720775,136.5505,0.0,542.0,-135.852775,136.5505,542.697725,None,BA,2026-04-23
2026-01-07 02:00:00+00:00,461.0,0.0,107.169,198.20095,154.3143,0.0,461.0,-91.03195000000001,154.3143,524.28235,None,BA,2026-04-23
2026-01-07 03:00:00+00:00,408.0,0.0,135.476,180.7606,161.9145,0.0,408.0,-45.28460000000001,161.9145,524.6299,None,BA,2026-04-23
2026-01-07 04:00:00+00:00,459.0,0.0,107.243,207.08125,118.1738,0.0,459.0,-99.83825000000002,118.1738,477.33555,None,BA,2026-04-23
2026-01-07 05:00:00+00:00,445.0,0.0,27.109,262.8016,96.1654,0.0,445.0,-235.6926,96.1654,305.4728,None,BA,2026-04-23
2026-01-07 06:00:00+00:00,435.0,0.0,22.99,289.77325,48.2726,0.0,435.0,-266.78325,48.2726,216.48935,None,BA,2026-04-23
2026-01-07 07:00:00+00:00,668.0,0.0,20.911,406.567875,0.0,68.0389,668.0,-385.656875,-68.0389,214.30422499999997,None,BA,2026-04-23
2026-01-07 08:00:00+00:00,620.0,0.0,21.362,384.864225,0.0,29.6232,620.0,-363.50222499999995,-29.6232,226.87457500000005,None,BA,2026-04-23
2026-01-07 09:00:00+00:00,657.0,0.0,23.375,402.087825,0.0,50.9454,657.0,-378.712825,-50.9454,227.34177499999998,None,BA,2026-04-23
2026-01-07 10:00:00+00:00,515.0,0.0,27.808,308.731075,0.0,3.2792,515.0,-280.923075,-3.2792,230.797725,None,BA,2026-04-23
2026-01-07 11:00:00+00:00,506.0,0.0,26.532,275.589125,5.9352,0.0,506.0,-249.057125,5.9352,262.87807499999997,None,BA,2026-04-23
2026-01-07 12:00:00+00:00,425.0,0.0,28.6,271.38625,18.221,0.0,425.0,-242.78625000000002,18.221,200.43474999999998,None,BA,2026-04-23
2026-01-07 13:00:00+00:00,413.0,0.0,32.078,224.2236,44.8886,0.0,413.0,-192.1456,44.8886,265.743,None,BA,2026-04-23
2026-01-07 14:00:00+00:00,408.0,0.0,37.601,215.23695,59.9808,0.0,408.0,-177.63595,59.9808,290.34485,None,BA,2026-04-23
2026-01-07 15:00:00+00:00,600.0,0.0,28.281,373.45945,0.0,2.2179,600.0,-345.17845,-2.2179,252.60365000000002,None,BA,2026-04-23
2026-01-07 16:00:00+00:00,565.0,0.0,29.612,353.2267,0.0,9.2002,565.0,-323.61469999999997,-9.2002,232.18510000000003,None,BA,2026-04-23
2026-01-07 17:00:00+00:00,519.0,0.0,31.02,325.693925,17.8442,0.0,519.0,-294.673925,17.8442,242.170275,None,BA,2026-04-23
2026-01-07 18:00:00+00:00,451.0,0.0,32.22,299.3066,28.5455,0.0,451.0,-267.0866,28.5455,212.45890000000003,None,BA,2026-04-23
2026-01-07 19:00:00+00:00,356.0,0.0,35.957,216.850225,31.465,0.0,356.0,-180.893225,31.465,206.571775,None,BA,2026-04-23
2026-01-07 20:00:00+00:00,399.0,0.0,37.839,213.901475,0.0,1.7629,399.0,-176.062475,-1.7629,221.174625,None,BA,2026-04-23
2026-01-07 21:00:00+00:00,215.0,0.0,131.565,151.064425,71.334,0.0,215.0,-19.499425000000002,71.334,266.834575,None,BA,2026-04-23
2026-01-07 22:00:00+00:00,426.0,0.0,101.689,209.7705,0.0,4.4144,426.0,-108.0815,-4.4144,313.5041,None,BA,2026-04-23
2026-01-07 23:00:00+00:00,424.0,0.0,119.423,154.70575,58.1747,0.0,424.0,-35.28274999999999,58.1747,446.89195000000007,None,BA,2026-04-23
2026-01-08 00:00:00+00:00,577.0,0.0,58.545,193.4146,16.9106,0.0,577.0,-134.8696,16.9106,459.041,None,BA,2026-04-23
2026-01-08 01:00:00+00:00,639.0,0.0,48.554,205.791025,0.0,3.0055,639.0,-157.237025,-3.0055,478.757475,None,BA,2026-04-23
2026-01-08 02:00:00+00:00,726.0,0.0,34.454,235.01525,0.0,37.4251,726.0,-200.56125,-37.4251,488.01365000000004,None,BA,2026-04-23
2026-01-08 03:00:00+00:00,610.0,0.0,51.816,189.0436,7.2038,0.0,610.0,-137.2276,7.2038,479.9762,None,BA,2026-04-23
2026-01-08 04:00:00+00:00,544.0,0.0,65.246,184.5799,21.9884,0.0,544.0,-119.33390000000001,21.9884,446.6545,None,BA,2026-04-23
2026-01-08 05:00:00+00:00,484.0,0.0,29.557,232.807725,14.5179,0.0,484.0,-203.25072500000002,14.5179,295.267175,None,BA,2026-04-23
2026-01-08 06:00:00+00:00,451.0,0.0,32.205,279.80575,81.9506,0.0,451.0,-247.60075,81.9506,285.34985,None,BA,2026-04-23
2026-01-08 07:00:00+00:00,545.0,0.0,28.644,408.72805,48.8084,0.0,545.0,-380.08405,48.8084,213.72435000000002,None,BA,2026-04-23
