,DK_1_DE_LU,DE_LU_DK_1,DK_1_DK_2,DK_2_DK_1,DK_1_NO_2,NO_2_DK_1,DK_1_SE_3,SE_3_DK_1,DK_1_NL,NL_DK_1,DK_1_GB,GB_DK_1,DK_1_DE_LU_net_export,DK_1_DK_2_net_export,DK_1_NO_2_net_export,DK_1_SE_3_net_export,DK_1_NL_net_export,DK_1_GB_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,4.32,362.24,0.0,589.5525,1553.988317,0.0,0.0,472.5325,699.7,0.0,1011.3199999999999,0.0,-357.92,-589.5525,1553.988317,-472.5325,699.7,1011.3199999999999,1845.003317,None,DK_1,2026-04-23
2026-01-01 01:00:00+00:00,0.0,848.1600000000001,0.0,599.3,1604.33086775,0.0,0.0,325.3425,699.9375,0.0,1000.4,0.0,-848.1600000000001,-599.3,1604.33086775,-325.3425,699.9375,1000.4,1531.8658677499998,None,DK_1,2026-04-23
2026-01-01 02:00:00+00:00,0.0,1547.76,0.0,458.1475,1604.67520875,0.0,0.0,385.14,700.03,0.0,1000.4,0.0,-1547.76,-458.1475,1604.67520875,-385.14,700.03,1000.4,914.0577087499998,None,DK_1,2026-04-23
2026-01-01 03:00:00+00:00,0.0,1738.8,0.0,307.1225,1604.47340425,0.0,0.0,682.2175,699.75,0.0,999.8225,0.0,-1738.8,-307.1225,1604.47340425,-682.2175,699.75,999.8225,575.90590425,None,DK_1,2026-04-23
2026-01-01 04:00:00+00:00,0.0,1677.52,0.0,563.7425000000001,1604.01180725,0.0,0.0,699.86,698.24,0.0,976.875,0.0,-1677.52,-563.7425000000001,1604.01180725,-699.86,698.24,976.875,338.00430725,None,DK_1,2026-04-23
2026-01-01 05:00:00+00:00,0.0,1790.96,0.0,589.3824999999999,1604.8347765,0.0,0.0,702.3725,682.6825,0.0,998.47,0.0,-1790.96,-589.3824999999999,1604.8347765,-702.3725,682.6825,998.47,203.27227650000043,None,DK_1,2026-04-23
2026-01-01 06:00:00+00:00,0.0,2233.2,0.0,412.28,1604.7158805,0.0,0.0,648.86,700.045,0.0,982.955,0.0,-2233.2,-412.28,1604.7158805,-648.86,700.045,982.955,-6.624119499999779,None,DK_1,2026-04-23
2026-01-01 07:00:00+00:00,0.0,2075.2,0.0,574.5125,1605.0828207499999,0.0,0.0,652.72,700.085,0.0,998.9525,0.0,-2075.2,-574.5125,1605.0828207499999,-652.72,700.085,998.9525,1.6878207500002418,None,DK_1,2026-04-23
2026-01-01 08:00:00+00:00,0.0,2188.3199999999997,0.0,417.0025,1604.9979935000001,0.0,0.0,682.5475,698.3775,0.0,999.38,0.0,-2188.3199999999997,-417.0025,1604.9979935000001,-682.5475,698.3775,999.38,14.88549350000028,None,DK_1,2026-04-23
2026-01-01 09:00:00+00:00,0.0,2342.16,0.0,195.21,1605.2953715,0.0,0.0,701.8575,696.175,0.0,999.38,0.0,-2342.16,-195.21,1605.2953715,-701.8575,696.175,999.38,61.622871500000315,None,DK_1,2026-04-23
2026-01-01 10:00:00+00:00,0.0,2318.56,0.0,270.45500000000004,1605.208848,0.0,0.0,664.455,699.8525,0.0,999.38,0.0,-2318.56,-270.45500000000004,1605.208848,-664.455,699.8525,999.38,50.97134799999992,None,DK_1,2026-04-23
2026-01-01 11:00:00+00:00,0.0,2200.96,0.0,448.58,1605.02378925,0.0,0.0,653.815,699.8199999999999,0.0,999.38,0.0,-2200.96,-448.58,1605.02378925,-653.815,699.8199999999999,999.38,0.8687892499998497,None,DK_1,2026-04-23
2026-01-01 12:00:00+00:00,0.0,2242.4,0.0,296.63,1605.0542325,0.0,0.0,683.3425,699.77,0.0,999.38,0.0,-2242.4,-296.63,1605.0542325,-683.3425,699.77,999.38,81.8317324999997,None,DK_1,2026-04-23
2026-01-01 13:00:00+00:00,0.0,1889.6,0.0,148.5675,1047.01614075,0.0,0.0,565.955,700.0025,0.0,999.38,0.0,-1889.6,-148.5675,1047.01614075,-565.955,700.0025,999.38,142.27614075000008,None,DK_1,2026-04-23
2026-01-01 14:00:00+00:00,0.0,2093.84,0.0,238.875,822.359983,0.0,0.0,77.2475,700.23,0.0,999.38,0.0,-2093.84,-238.875,822.359983,-77.2475,700.23,999.38,112.00748299999998,None,DK_1,2026-04-23
2026-01-01 15:00:00+00:00,0.0,1738.8,0.0,295.6375,790.93353125,0.0,102.70333875,17.125,699.85,0.0,999.38,0.0,-1738.8,-295.6375,790.93353125,85.57833875,699.85,999.38,541.3043700000001,None,DK_1,2026-04-23
2026-01-01 16:00:00+00:00,0.0,1707.2,0.0,450.8825,790.7836,0.0,0.0,36.155,699.85,0.0,999.38,0.0,-1707.2,-450.8825,790.7836,-36.155,699.85,999.38,295.77610000000004,None,DK_1,2026-04-23
2026-01-01 17:00:00+00:00,0.0,1209.84,0.0,462.385,790.7470995,0.0,0.0,61.6575,699.85,0.0,999.38,0.0,-1209.84,-462.385,790.7470995,-61.6575,699.85,999.38,756.0945995000001,None,DK_1,2026-04-23
2026-01-01 18:00:00+00:00,0.0,1139.04,0.0,160.7575,790.9299747499999,0.0,0.0,202.125,699.9125,0.0,999.38,0.0,-1139.04,-160.7575,790.9299747499999,-202.125,699.9125,999.38,988.29997475,None,DK_1,2026-04-23
2026-01-01 19:00:00+00:00,0.0,609.6800000000001,0.0,158.3275,790.19317025,0.0,0.0,458.595,700.1800000000001,0.0,999.38,0.0,-609.6800000000001,-158.3275,790.19317025,-458.595,700.1800000000001,999.38,1263.15067025,None,DK_1,2026-04-23
2026-01-01 20:00:00+00:00,0.0,748.88,0.0,209.79,764.1877657499999,0.0,0.0,684.08,700.0975,0.0,999.38,0.0,-748.88,-209.79,764.1877657499999,-684.08,700.0975,999.38,820.9152657499999,None,DK_1,2026-04-23
2026-01-01 21:00:00+00:00,0.0,842.4,0.0,258.54,760.58969225,0.0,0.0,643.1875,700.0925,0.0,999.38,0.0,-842.4,-258.54,760.58969225,-643.1875,700.0925,999.38,715.9346922499999,None,DK_1,2026-04-23
2026-01-01 22:00:00+00:00,0.0,869.12,0.0,221.8825,760.5581745,0.0,0.0,642.0,699.9725,0.0,999.38,0.0,-869.12,-221.8825,760.5581745,-642.0,699.9725,999.38,726.9081744999999,None,DK_1,2026-04-23
2026-01-01 23:00:00+00:00,0.0,1504.88,0.0,320.3525,757.7261665,0.0,0.0,582.44,699.1375,0.0,994.9775,0.0,-1504.88,-320.3525,757.7261665,-582.44,699.1375,994.9775,44.16866649999997,None,DK_1,2026-04-23
2026-01-02 00:00:00+00:00,0.0,1342.16,0.0,240.48250000000002,765.0728825,0.0,0.0,632.905,699.905,0.0,808.92,0.0,-1342.16,-240.48250000000002,765.0728825,-632.905,699.905,808.92,58.35038249999991,None,DK_1,2026-04-23
2026-01-02 01:00:00+00:00,0.0,1940.32,0.0,452.2975,1335.8745087500001,0.0,0.0,695.1575,682.565,0.0,768.9100000000001,0.0,-1940.32,-452.2975,1335.8745087500001,-695.1575,682.565,768.9100000000001,-300.4254912499996,None,DK_1,2026-04-23
2026-01-02 02:00:00+00:00,0.0,2109.36,0.0,599.575,1424.75459675,0.0,0.0,711.0,253.5275,0.0,917.8725000000001,0.0,-2109.36,-599.575,1424.75459675,-711.0,253.5275,917.8725000000001,-823.7804032500004,None,DK_1,2026-04-23
2026-01-02 03:00:00+00:00,0.0,1677.92,0.0,598.045,1539.5740135,0.0,0.0,586.08,2.83,66.4275,673.83,0.0,-1677.92,-598.045,1539.5740135,-586.08,-63.5975,673.83,-712.2384865,None,DK_1,2026-04-23
2026-01-02 04:00:00+00:00,0.0,1688.0,0.0,413.89250000000004,1541.72669575,0.0,0.0,553.0175,319.5575,0.0,360.12,0.0,-1688.0,-413.89250000000004,1541.72669575,-553.0175,319.5575,360.12,-433.50580424999976,None,DK_1,2026-04-23
2026-01-02 05:00:00+00:00,0.0,1250.4,0.0,367.8275,1549.8347525,0.0,0.0,610.2025,97.5975,31.7025,287.85,0.0,-1250.4,-367.8275,1549.8347525,-610.2025,65.895,287.85,-324.8502475,None,DK_1,2026-04-23
2026-01-02 06:00:00+00:00,0.0,978.08,0.0,552.85,1511.6176209999999,0.0,0.0,674.78,67.015,5.68,383.765,0.0,-978.08,-552.85,1511.6176209999999,-674.78,61.335,383.765,-248.99237900000014,None,DK_1,2026-04-23
2026-01-02 07:00:00+00:00,0.0,1151.8400000000001,0.0,591.85,1367.91159225,0.0,0.0,679.3125,11.575000000000001,28.2925,978.7650000000001,0.0,-1151.8400000000001,-591.85,1367.91159225,-679.3125,-16.7175,978.7650000000001,-93.04340774999991,None,DK_1,2026-04-23
2026-01-02 08:00:00+00:00,0.0,1468.88,0.0,591.245,1385.9262375,0.0,0.0,709.545,354.08,0.0,999.215,0.0,-1468.88,-591.245,1385.9262375,-709.545,354.08,999.215,-30.448762499999816,None,DK_1,2026-04-23
2026-01-02 09:00:00+00:00,0.0,1546.72,0.0,484.5025,1113.4647487500001,0.61,0.0,622.02,411.475,0.0,999.34,0.0,-1546.72,-484.5025,1112.8547487500002,-622.02,411.475,999.34,-129.5727512499999,None,DK_1,2026-04-23
2026-01-02 10:00:00+00:00,0.0,1284.0,0.0,362.82,1394.559595,0.11,0.0,475.4675,107.5875,17.96,999.34,0.0,-1284.0,-362.82,1394.449595,-475.4675,89.6275,999.34,361.1295950000002,None,DK_1,2026-04-23
2026-01-02 11:00:00+00:00,0.0,708.72,0.0,467.15000000000003,1320.8853732500002,0.1725,0.0,172.9675,0.0,398.445,999.34,0.0,-708.72,-467.15000000000003,1320.7128732500003,-172.9675,-398.445,999.34,572.7703732500001,None,DK_1,2026-04-23
2026-01-02 12:00:00+00:00,0.0,583.6,0.0,550.225,1224.8327995,0.4225,0.0,397.735,170.2425,0.0,999.1825,0.0,-583.6,-550.225,1224.4102995,-397.735,170.2425,999.1825,862.2752995000001,None,DK_1,2026-04-23
2026-01-02 13:00:00+00:00,0.0,609.9200000000001,0.0,597.835,917.53649875,0.6725,0.0,179.53,652.2625,0.0,990.6725,0.0,-609.9200000000001,-597.835,916.86399875,-179.53,652.2625,990.6725,1172.51399875,None,DK_1,2026-04-23
2026-01-02 14:00:00+00:00,15.520000000000001,227.6,0.0,235.51,323.51670075,7.275,0.5,3.0,412.09749999999997,0.0,999.115,0.0,-212.07999999999998,-235.51,316.24170075,-2.5,412.09749999999997,999.115,1277.36420075,None,DK_1,2026-04-23
2026-01-02 15:00:00+00:00,64.96,92.56,4.3275,84.6725,0.0,214.62,0.515625,3.0,607.8275,0.0,1005.25,0.0,-27.60000000000001,-80.345,-214.62,-2.484375,607.8275,1005.25,1288.028125,None,DK_1,2026-04-23
2026-01-02 16:00:00+00:00,0.0,475.59999999999997,272.525,0.0,0.0,538.015,0.0,20.42,659.1700000000001,0.0,1254.405,0.0,-475.59999999999997,272.525,-538.015,-20.42,659.1700000000001,1254.405,1152.065,None,DK_1,2026-04-23
2026-01-02 17:00:00+00:00,147.76,77.92,257.7,0.0,0.0,1095.1475,0.53125,3.0,409.4125,0.0,1450.915,0.0,69.83999999999999,257.7,-1095.1475,-2.46875,409.4125,1450.915,1090.2512499999998,None,DK_1,2026-04-23
2026-01-02 18:00:00+00:00,111.44,67.12,230.29500000000002,0.0,0.0,1193.2675,0.296875,6.28,454.665,0.0,1455.73,0.0,44.31999999999999,230.29500000000002,-1193.2675,-5.983125,454.665,1455.73,985.7593750000001,None,DK_1,2026-04-23
2026-01-02 19:00:00+00:00,113.92,41.68,70.2625,0.0,0.0,902.1225,0.0,206.265,351.275,0.0,1455.73,0.0,72.24000000000001,70.2625,-902.1225,-206.265,351.275,1455.73,841.1200000000001,None,DK_1,2026-04-23
2026-01-02 20:00:00+00:00,165.52,15.6,40.832499999999996,27.8475,0.0,849.36,0.0,656.6075,528.4625,0.0,1455.73,0.0,149.92000000000002,12.984999999999996,-849.36,-656.6075,528.4625,1455.73,641.13,None,DK_1,2026-04-23
2026-01-02 21:00:00+00:00,56.32,34.08,0.0,338.3025,0.0,745.8175,0.0,511.4075,606.255,0.0,1455.08,0.0,22.240000000000002,-338.3025,-745.8175,-511.4075,606.255,1455.08,488.0474999999998,None,DK_1,2026-04-23
2026-01-02 22:00:00+00:00,152.72,21.52,0.0,459.4075,0.0,614.265,0.0,590.22,577.6375,0.0,1413.7325,0.0,131.2,-459.4075,-614.265,-590.22,577.6375,1413.7325,458.6775,None,DK_1,2026-04-23
2026-01-02 23:00:00+00:00,31.12,290.4,0.0,382.65250000000003,0.0,283.9925,0.0,526.235,698.3375,0.0,935.4625,0.0,-259.28,-382.65250000000003,-283.9925,-526.235,698.3375,935.4625,181.6400000000001,None,DK_1,2026-04-23
2026-01-03 00:00:00+00:00,0.0,939.04,0.0,483.50249999999994,172.6568315,1.3875,0.0,586.3275,700.18,0.0,1127.165,0.0,-939.04,-483.50249999999994,171.26933150000002,-586.3275,700.18,1127.165,-10.255668499999956,None,DK_1,2026-04-23
2026-01-03 01:00:00+00:00,0.0,1043.12,0.0,583.0625,179.30338125,0.0,0.0,653.345,693.0450000000001,0.0,1243.0974999999999,0.0,-1043.12,-583.0625,179.30338125,-653.345,693.0450000000001,1243.0974999999999,-164.08161874999996,None,DK_1,2026-04-23
2026-01-03 02:00:00+00:00,0.0,813.2,0.0,484.73,337.8177695,0.0,0.0,604.265,690.3525,0.0,870.9875,0.0,-813.2,-484.73,337.8177695,-604.265,690.3525,870.9875,-3.0372305000003053,None,DK_1,2026-04-23
2026-01-03 03:00:00+00:00,0.0,529.76,0.0,491.3325,327.3370725,0.0,0.0,640.925,462.945,0.0,701.0275,0.0,-529.76,-491.3325,327.3370725,-640.925,462.945,701.0275,-170.70792749999998,None,DK_1,2026-04-23
2026-01-03 04:00:00+00:00,268.88,17.92,0.0,521.08,7.46019875,205.8625,0.0,696.4825,451.4775,0.0,536.015,0.0,250.95999999999998,-521.08,-198.40230125000002,-696.4825,451.4775,536.015,-177.51230125000018,None,DK_1,2026-04-23
2026-01-03 05:00:00+00:00,302.32,0.0,0.0,596.9025,0.0,615.4325,0.0,550.5775,515.8075,0.0,394.69,0.0,302.32,-596.9025,-615.4325,-550.5775,515.8075,394.69,-550.0950000000003,None,DK_1,2026-04-23
2026-01-03 06:00:00+00:00,802.5600000000001,0.0,0.0,600.015,0.0,1060.955,0.0,638.935,420.125,0.0,251.74,0.0,802.5600000000001,-600.015,-1060.955,-638.935,420.125,251.74,-825.4799999999998,None,DK_1,2026-04-23
2026-01-03 07:00:00+00:00,1954.3200000000002,0.0,0.0,580.865,0.0,1446.3,0.0,714.375,0.545,396.8825,60.317499999999995,0.0,1954.3200000000002,-580.865,-1446.3,-714.375,-396.3375,60.317499999999995,-1123.2399999999998,None,DK_1,2026-04-23
2026-01-03 08:00:00+00:00,1009.44,0.0,0.0,566.4325,0.0,1416.1625,0.0,713.875,357.8375,0.0,159.475,0.0,1009.44,-566.4325,-1416.1625,-713.875,357.8375,159.475,-1169.7174999999997,None,DK_1,2026-04-23
2026-01-03 09:00:00+00:00,437.6,0.0,0.0,487.985,0.0,1587.545,0.0,616.9875,691.7025,0.0,396.5575,0.0,437.6,-487.985,-1587.545,-616.9875,691.7025,396.5575,-1166.6575000000003,None,DK_1,2026-04-23
2026-01-03 10:00:00+00:00,239.76000000000002,0.0,0.0,443.42,0.0,1447.1775,0.0,694.5775,620.035,0.0,503.96,0.0,239.76000000000002,-443.42,-1447.1775,-694.5775,620.035,503.96,-1221.42,None,DK_1,2026-04-23
2026-01-03 11:00:00+00:00,180.8,0.0,0.0,485.4325,0.0,1410.5974999999999,0.0,696.11,683.2275,0.0,395.0425,0.0,180.8,-485.4325,-1410.5974999999999,-696.11,683.2275,395.0425,-1333.0699999999997,None,DK_1,2026-04-23
2026-01-03 12:00:00+00:00,0.0,83.44,0.0,352.28499999999997,0.0,1319.5275,0.0,614.55,700.32,0.0,388.8775,0.0,-83.44,-352.28499999999997,-1319.5275,-614.55,700.32,388.8775,-1280.6049999999996,None,DK_1,2026-04-23
2026-01-03 13:00:00+00:00,302.4,0.56,0.0,204.04250000000002,0.0,1526.3525,0.0,668.9075,667.545,0.0,325.0025,0.0,301.84,-204.04250000000002,-1526.3525,-668.9075,667.545,325.0025,-1104.915,None,DK_1,2026-04-23
2026-01-03 14:00:00+00:00,637.12,0.8,0.0,192.735,0.0,1367.075,0.0,553.0450000000001,369.83,0.0,153.54500000000002,0.0,636.32,-192.735,-1367.075,-553.0450000000001,369.83,153.54500000000002,-953.1600000000001,None,DK_1,2026-04-23
