,RS_BA,BA_RS,RS_BG,BG_RS,RS_HR,HR_RS,RS_HU,HU_RS,RS_ME,ME_RS,RS_MK,MK_RS,RS_RO,RO_RS,RS_BA_net_export,RS_BG_net_export,RS_HR_net_export,RS_HU_net_export,RS_ME_net_export,RS_MK_net_export,RS_RO_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.0,138.2234,0.0,21.0698,0.0,433.0,0.0,534.249,52.3098,0.0,42.548,0.0,0.0,84.8261,-138.2234,-21.0698,-433.0,-534.249,52.3098,42.548,-84.8261,-1116.5105,None,RS,2026-04-23
2026-01-01 01:00:00+00:00,0.0,123.456,8.0495,0.0,0.0,414.0,0.0,520.5865,92.6183,0.0,28.0334,0.0,0.0,77.7393,-123.456,8.0495,-414.0,-520.5865,92.6183,28.0334,-77.7393,-1007.0805999999999,None,RS,2026-04-23
2026-01-01 02:00:00+00:00,0.0,86.2019,22.9367,0.0,0.0,380.0,0.0,488.8285,104.6949,0.0,11.8545,0.0,0.0,76.7973,-86.2019,22.9367,-380.0,-488.8285,104.6949,11.8545,-76.7973,-892.3416,None,RS,2026-04-23
2026-01-01 03:00:00+00:00,0.0,79.685,57.6935,0.0,0.0,367.0,0.0,457.65375,116.5298,0.0,0.0,1.9111,0.0,49.8548,-79.685,57.6935,-367.0,-457.65375,116.5298,-1.9111,-49.8548,-781.88135,None,RS,2026-04-23
2026-01-01 04:00:00+00:00,0.0,60.1187,62.7164,0.0,0.0,329.0,0.0,417.93325,98.2646,0.0,0.0,10.625,0.0,0.7243,-60.1187,62.7164,-329.0,-417.93325,98.2646,-10.625,-0.7243,-657.42025,None,RS,2026-04-23
2026-01-01 05:00:00+00:00,0.0,15.1839,80.1586,0.0,0.0,314.0,0.0,437.80075,118.2546,0.0,0.0,19.0398,0.0,63.542,-15.1839,80.1586,-314.0,-437.80075,118.2546,-19.0398,-63.542,-651.1532500000001,None,RS,2026-04-23
2026-01-01 06:00:00+00:00,123.4323,0.0,0.0,90.2217,0.0,160.0,0.0,313.56575,0.0,60.5868,16.9718,0.0,0.0,92.8536,123.4323,-90.2217,-160.0,-313.56575,-60.5868,16.9718,-92.8536,-576.82375,None,RS,2026-04-23
2026-01-01 07:00:00+00:00,246.0783,0.0,0.0,544.6577,156.0,0.0,69.36025,44.15625,0.0,400.4754,147.706,0.0,0.0,187.734,246.0783,-544.6577,156.0,25.203999999999994,-400.4754,147.706,-187.734,-557.8788,None,RS,2026-04-23
2026-01-01 08:00:00+00:00,319.7954,0.0,0.0,729.3231,272.0,0.0,112.6275,0.00075,0.0,579.3313,209.553,0.0,0.0,249.9553,319.7954,-729.3231,272.0,112.62675,-579.3313,209.553,-249.9553,-644.63455,None,RS,2026-04-23
2026-01-01 09:00:00+00:00,288.4229,0.0,0.0,678.0519,185.0,0.0,6.39575,13.19175,0.0,486.9381,193.2428,0.0,0.0,319.174,288.4229,-678.0519,185.0,-6.796000000000001,-486.9381,193.2428,-319.174,-824.2943,None,RS,2026-04-23
2026-01-01 10:00:00+00:00,217.8711,0.0,0.0,528.8254,66.0,0.0,0.0,105.504,0.0,397.2625,186.703,0.0,0.0,320.2515,217.8711,-528.8254,66.0,-105.504,-397.2625,186.703,-320.2515,-881.2692999999999,None,RS,2026-04-23
2026-01-01 11:00:00+00:00,230.6362,0.0,0.0,527.7961,72.0,0.0,0.0,141.0555,0.0,376.2987,185.985,0.0,0.0,339.694,230.6362,-527.7961,72.0,-141.0555,-376.2987,185.985,-339.694,-896.2230999999999,None,RS,2026-04-23
2026-01-01 12:00:00+00:00,183.2963,0.0,0.0,444.3567,0.0,14.0,0.0,194.268,0.0,267.9632,136.0823,0.0,0.0,327.1762,183.2963,-444.3567,-14.0,-194.268,-267.9632,136.0823,-327.1762,-928.3855,None,RS,2026-04-23
2026-01-01 13:00:00+00:00,100.5926,0.0,0.0,211.4708,0.0,160.0,0.0,312.26925,0.0,91.4893,82.8362,0.0,0.0,276.5415,100.5926,-211.4708,-160.0,-312.26925,-91.4893,82.8362,-276.5415,-868.34205,None,RS,2026-04-23
2026-01-01 14:00:00+00:00,0.0,45.3748,22.248,0.0,0.0,306.0,0.0,355.44725,151.0748,0.0,0.0,13.965,0.0,37.0587,-45.3748,22.248,-306.0,-355.44725,151.0748,-13.965,-37.0587,-584.52295,None,RS,2026-04-23
2026-01-01 15:00:00+00:00,0.0,14.3197,1.5337,0.0,0.0,218.0,0.0,254.47,189.432,0.0,0.0,26.3017,0.0,92.3795,-14.3197,1.5337,-218.0,-254.47,189.432,-26.3017,-92.3795,-414.50519999999995,None,RS,2026-04-23
2026-01-01 16:00:00+00:00,0.0,13.4384,0.0,58.2755,0.0,190.0,0.0,205.40375,183.4226,0.0,0.0,23.0686,0.0,7.3948,-13.4384,-58.2755,-190.0,-205.40375,183.4226,-23.0686,-7.3948,-314.15844999999996,None,RS,2026-04-23
2026-01-01 17:00:00+00:00,0.0,24.6505,0.0,41.7675,0.0,186.0,0.0,192.61025,191.4142,0.0,0.0,31.1999,0.0,15.5165,-24.6505,-41.7675,-186.0,-192.61025,191.4142,-31.1999,-15.5165,-300.33045000000004,None,RS,2026-04-23
2026-01-01 18:00:00+00:00,0.0,10.146,1.8133,0.0,0.0,165.0,0.0,187.6355,197.5555,0.0,0.0,32.1707,0.0,101.3428,-10.146,1.8133,-165.0,-187.6355,197.5555,-32.1707,-101.3428,-296.92620000000005,None,RS,2026-04-23
2026-01-01 19:00:00+00:00,0.0,92.5659,18.1037,0.0,0.0,218.0,0.0,280.99675,147.1749,0.0,0.0,20.0205,0.0,161.3433,-92.5659,18.1037,-218.0,-280.99675,147.1749,-20.0205,-161.3433,-607.64785,None,RS,2026-04-23
2026-01-01 20:00:00+00:00,0.0,97.1329,0.0,2.0157,0.0,232.0,0.0,310.918,166.6057,0.0,0.0,15.9198,0.0,218.9615,-97.1329,-2.0157,-232.0,-310.918,166.6057,-15.9198,-218.9615,-710.3422,None,RS,2026-04-23
2026-01-01 21:00:00+00:00,0.0,34.6926,0.0,98.8258,0.0,195.0,0.0,293.5165,136.8538,0.0,0.3131,0.0,0.0,270.9235,-34.6926,-98.8258,-195.0,-293.5165,136.8538,0.3131,-270.9235,-755.7915,None,RS,2026-04-23
2026-01-01 22:00:00+00:00,0.0,54.7602,0.0,140.8096,0.0,248.0,0.0,373.4715,196.9537,0.0,2.9209,0.0,0.0,323.6513,-54.7602,-140.8096,-248.0,-373.4715,196.9537,2.9209,-323.6513,-940.818,None,RS,2026-04-23
2026-01-01 23:00:00+00:00,0.0,97.7581,0.0,93.5682,0.0,279.0,0.0,390.77175,219.6363,0.0,0.0,20.4105,0.0,299.1255,-97.7581,-93.5682,-279.0,-390.77175,219.6363,-20.4105,-299.1255,-960.99775,None,RS,2026-04-23
2026-01-02 00:00:00+00:00,0.0,81.1924,0.0,37.307,0.0,257.0,0.0,365.68875,233.918,0.0,0.0,35.2147,0.0,259.3295,-81.1924,-37.307,-257.0,-365.68875,233.918,-35.2147,-259.3295,-801.8143500000001,None,RS,2026-04-23
2026-01-02 01:00:00+00:00,0.0,77.1873,28.2649,0.0,0.0,246.0,0.0,301.97475,233.0191,0.0,0.0,77.936,0.0,87.7717,-77.1873,28.2649,-246.0,-301.97475,233.0191,-77.936,-87.7717,-529.5857500000001,None,RS,2026-04-23
2026-01-02 02:00:00+00:00,0.0,66.4404,74.0983,0.0,0.0,220.0,0.0,273.02025,224.4796,0.0,0.0,98.566,0.0,103.5872,-66.4404,74.0983,-220.0,-273.02025,224.4796,-98.566,-103.5872,-463.03595,None,RS,2026-04-23
2026-01-02 03:00:00+00:00,0.0,45.2168,62.0526,0.0,0.0,182.0,0.0,225.514,190.579,0.0,0.0,96.7378,0.0,104.3956,-45.2168,62.0526,-182.0,-225.514,190.579,-96.7378,-104.3956,-401.2326,None,RS,2026-04-23
2026-01-02 04:00:00+00:00,0.0,28.3218,25.1191,0.0,0.0,164.0,0.0,201.1095,187.6746,0.0,0.0,102.8887,0.0,203.2743,-28.3218,25.1191,-164.0,-201.1095,187.6746,-102.8887,-203.2743,-486.80060000000003,None,RS,2026-04-23
2026-01-02 05:00:00+00:00,0.0,3.8411,45.9866,0.0,0.0,172.0,0.0,242.24225,168.3051,0.0,0.0,87.0075,0.0,166.7082,-3.8411,45.9866,-172.0,-242.24225,168.3051,-87.0075,-166.7082,-457.5073500000001,None,RS,2026-04-23
2026-01-02 06:00:00+00:00,58.9997,0.0,2.9502,0.0,0.0,101.0,0.0,153.37875,38.4179,0.0,0.0,64.1002,0.0,103.4108,58.9997,2.9502,-101.0,-153.37875,38.4179,-64.1002,-103.4108,-321.52195,None,RS,2026-04-23
2026-01-02 07:00:00+00:00,174.2427,0.0,0.0,428.6679,156.0,0.0,94.63,0.70575,0.0,221.5909,55.8815,0.0,0.0,105.6688,174.2427,-428.6679,156.0,93.92425,-221.5909,55.8815,-105.6688,-275.87915,None,RS,2026-04-23
2026-01-02 08:00:00+00:00,213.1873,0.0,0.0,655.1275,247.0,0.0,215.428,0.0,0.0,351.8385,127.4537,0.0,0.0,195.0478,213.1873,-655.1275,247.0,215.428,-351.8385,127.4537,-195.0478,-398.9448000000001,None,RS,2026-04-23
2026-01-02 09:00:00+00:00,259.3142,0.0,0.0,707.5403,276.0,0.0,185.378,0.0,0.0,393.7283,173.6987,0.0,0.0,208.179,259.3142,-707.5403,276.0,185.378,-393.7283,173.6987,-208.179,-415.0567,None,RS,2026-04-23
2026-01-02 10:00:00+00:00,238.9567,0.0,0.0,627.6858,285.0,0.0,207.71175,0.0,0.0,424.7525,174.7878,0.0,0.0,149.9385,238.9567,-627.6858,285.0,207.71175,-424.7525,174.7878,-149.9385,-295.92054999999993,None,RS,2026-04-23
2026-01-02 11:00:00+00:00,175.1737,0.0,0.0,572.0227,223.0,0.0,187.318,0.0,0.0,371.276,160.5998,0.0,0.0,82.365,175.1737,-572.0227,223.0,187.318,-371.276,160.5998,-82.365,-279.5722,None,RS,2026-04-23
2026-01-02 12:00:00+00:00,117.7556,0.0,0.0,449.8778,164.0,0.0,188.71625,0.0,0.0,303.2078,85.1852,0.0,0.0,3.7099,117.7556,-449.8778,164.0,188.71625,-303.2078,85.1852,-3.7099,-201.13844999999998,None,RS,2026-04-23
2026-01-02 13:00:00+00:00,18.4946,0.0,0.0,220.9246,17.0,0.0,86.569,0.0,0.0,144.1647,14.226,0.0,32.5715,0.0,18.4946,-220.9246,17.0,86.569,-144.1647,14.226,32.5715,-196.22820000000002,None,RS,2026-04-23
2026-01-02 14:00:00+00:00,0.0,55.1515,14.404,0.0,0.0,86.0,11.187,32.84975,98.6002,0.0,0.0,57.3628,63.1078,0.0,-55.1515,14.404,-86.0,-21.662750000000003,98.6002,-57.3628,63.1078,-44.065050000000014,None,RS,2026-04-23
2026-01-02 15:00:00+00:00,0.0,66.9471,0.0,22.974,0.0,72.0,8.06825,14.4635,130.2302,0.0,0.0,40.899,42.4831,0.0,-66.9471,-22.974,-72.0,-6.395249999999999,130.2302,-40.899,42.4831,-36.50205000000003,None,RS,2026-04-23
2026-01-02 16:00:00+00:00,0.0,6.9169,0.0,118.3809,0.0,23.0,33.24575,2.3145,129.811,0.0,0.0,38.6342,9.0586,0.0,-6.9169,-118.3809,-23.0,30.931250000000002,129.811,-38.6342,9.0586,-17.131149999999984,None,RS,2026-04-23
2026-01-02 17:00:00+00:00,39.637,0.0,0.0,132.1865,3.0,0.0,58.52,0.0015,116.0796,0.0,0.0,25.6828,0.0,57.3386,39.637,-132.1865,3.0,58.5185,116.0796,-25.6828,-57.3386,2.0272000000000077,None,RS,2026-04-23
2026-01-02 18:00:00+00:00,17.2398,0.0,0.0,96.5233,0.0,28.0,17.67325,10.875,107.7593,0.0,0.0,29.945,0.0,75.0374,17.2398,-96.5233,-28.0,6.7982499999999995,107.7593,-29.945,-75.0374,-97.70835000000002,None,RS,2026-04-23
2026-01-02 19:00:00+00:00,0.0,7.7985,0.0,30.7683,0.0,55.0,0.4895,47.14175,113.072,0.0,0.0,10.3714,0.0,56.3266,-7.7985,-30.7683,-55.0,-46.65225,113.072,-10.3714,-56.3266,-93.84505000000001,None,RS,2026-04-23
2026-01-02 20:00:00+00:00,14.0691,0.0,0.0,64.4121,0.0,45.0,1.314,37.48475,0.0,8.9624,23.458,0.0,49.6752,0.0,14.0691,-64.4121,-45.0,-36.17075,-8.9624,23.458,49.6752,-67.34295,None,RS,2026-04-23
2026-01-02 21:00:00+00:00,55.2202,0.0,0.0,232.8929,0.0,1.0,4.45,17.27525,0.0,124.194,136.9835,0.0,1.6132,0.0,55.2202,-232.8929,-1.0,-12.82525,-124.194,136.9835,1.6132,-177.09525000000002,None,RS,2026-04-23
2026-01-02 22:00:00+00:00,136.433,0.0,0.0,356.2926,0.0,44.0,0.0205,105.811,0.0,157.9393,171.2495,0.0,0.0,254.5682,136.433,-356.2926,-44.0,-105.79050000000001,-157.9393,171.2495,-254.5682,-610.9081000000001,None,RS,2026-04-23
2026-01-02 23:00:00+00:00,189.8164,0.0,0.0,519.3611,30.0,0.0,5.63125,31.759,0.0,282.5223,211.6333,0.0,0.0,255.3678,189.8164,-519.3611,30.0,-26.12775,-282.5223,211.6333,-255.3678,-651.9292499999999,None,RS,2026-04-23
2026-01-03 00:00:00+00:00,192.6917,0.0,0.0,444.814,61.0,0.0,31.35875,0.33625,0.0,290.3442,169.5822,0.0,0.0,210.051,192.6917,-444.814,61.0,31.0225,-290.3442,169.5822,-210.051,-490.9128,None,RS,2026-04-23
2026-01-03 01:00:00+00:00,220.7282,0.0,0.0,343.8334,98.0,0.0,51.62325,0.12275,0.0,294.4993,148.9815,0.0,0.0,206.253,220.7282,-343.8334,98.0,51.500499999999995,-294.4993,148.9815,-206.253,-325.3755,None,RS,2026-04-23
2026-01-03 02:00:00+00:00,232.5178,0.0,0.0,300.0056,127.0,0.0,90.22125,0.0,0.0,303.6714,138.4735,0.0,0.0,191.0938,232.5178,-300.0056,127.0,90.22125,-303.6714,138.4735,-191.0938,-206.55825000000002,None,RS,2026-04-23
2026-01-03 03:00:00+00:00,272.5434,0.0,0.0,313.4522,169.0,0.0,145.1165,0.0,0.0,331.0954,158.7443,0.0,0.0,176.7473,272.5434,-313.4522,169.0,145.1165,-331.0954,158.7443,-176.7473,-75.89069999999992,None,RS,2026-04-23
2026-01-03 04:00:00+00:00,300.9964,0.0,0.0,317.057,162.0,0.0,130.19825,0.0,0.0,308.2176,142.8578,0.0,0.0,190.5472,300.9964,-317.057,162.0,130.19825,-308.2176,142.8578,-190.5472,-79.76935,None,RS,2026-04-23
2026-01-03 05:00:00+00:00,287.457,0.0,0.0,269.2178,120.0,0.0,54.8285,0.01525,0.0,238.1167,103.4575,0.0,0.0,223.7428,287.457,-269.2178,120.0,54.81325,-238.1167,103.4575,-223.7428,-165.34955000000002,None,RS,2026-04-23
2026-01-03 06:00:00+00:00,215.5561,0.0,0.0,264.4015,108.0,0.0,48.807,0.095,0.0,257.2467,98.3365,0.0,0.0,121.629,215.5561,-264.4015,108.0,48.712,-257.2467,98.3365,-121.629,-172.6726,None,RS,2026-04-23
2026-01-03 07:00:00+00:00,274.826,0.0,0.0,601.773,185.0,0.0,75.035,0.28675,0.0,356.7307,237.7407,0.0,0.0,56.4168,274.826,-601.773,185.0,74.74825,-356.7307,237.7407,-56.4168,-242.60555000000002,None,RS,2026-04-23
2026-01-03 08:00:00+00:00,311.3079,0.0,0.0,782.5427,241.0,0.0,115.0255,0.0,0.0,417.2603,343.0858,0.0,0.0,128.3913,311.3079,-782.5427,241.0,115.0255,-417.2603,343.0858,-128.3913,-317.7750999999999,None,RS,2026-04-23
2026-01-03 09:00:00+00:00,278.1539,0.0,0.0,795.2083,174.0,0.0,10.56225,16.12,0.0,340.55,360.05,0.0,0.0,160.3048,278.1539,-795.2083,174.0,-5.55775,-340.55,360.05,-160.3048,-489.41695,None,RS,2026-04-23
2026-01-03 10:00:00+00:00,253.9854,0.0,0.0,661.9779,66.0,0.0,0.0,148.2355,0.0,226.1507,292.225,0.0,0.0,225.5718,253.9854,-661.9779,66.0,-148.2355,-226.1507,292.225,-225.5718,-649.7255,None,RS,2026-04-23
2026-01-03 11:00:00+00:00,234.7607,0.0,0.0,556.8397,25.0,0.0,0.0,203.13075,0.0,163.8733,252.9455,0.0,0.0,322.0438,234.7607,-556.8397,25.0,-203.13075,-163.8733,252.9455,-322.0438,-733.1813499999998,None,RS,2026-04-23
2026-01-03 12:00:00+00:00,181.5352,0.0,0.0,483.567,0.0,31.0,0.0,241.348,0.0,116.1249,215.6165,0.0,0.0,322.9883,181.5352,-483.567,-31.0,-241.348,-116.1249,215.6165,-322.9883,-797.8765,None,RS,2026-04-23
2026-01-03 13:00:00+00:00,65.9381,0.0,0.0,316.2924,0.0,118.0,0.0,245.40675,0.0,23.5004,166.19,0.0,0.0,157.5115,65.9381,-316.2924,-118.0,-245.40675,-23.5004,166.19,-157.5115,-628.58295,None,RS,2026-04-23
2026-01-03 14:00:00+00:00,16.168,0.0,0.0,200.7978,0.0,135.0,0.0,170.1235,29.5136,0.0,148.7813,0.0,47.6432,0.0,16.168,-200.7978,-135.0,-170.1235,29.5136,148.7813,47.6432,-263.8152,None,RS,2026-04-23
2026-01-03 15:00:00+00:00,0.0,18.0984,0.0,250.1624,0.0,27.0,10.80925,9.60075,25.5077,0.0,152.6348,0.0,293.196,0.0,-18.0984,-250.1624,-27.0,1.2085000000000008,25.5077,152.6348,293.196,177.28620000000004,None,RS,2026-04-23
2026-01-03 16:00:00+00:00,25.4216,0.0,0.0,346.5986,38.0,0.0,76.212,0.48275,0.0,22.7428,210.0447,0.0,265.9418,0.0,25.4216,-346.5986,38.0,75.72925000000001,-22.7428,210.0447,265.9418,245.79595000000006,None,RS,2026-04-23
2026-01-03 17:00:00+00:00,43.5185,0.0,0.0,326.3697,46.0,0.0,88.9605,0.0,0.0,6.4597,204.2335,0.0,199.6238,0.0,43.5185,-326.3697,46.0,88.9605,-6.4597,204.2335,199.6238,249.50689999999997,None,RS,2026-04-23
2026-01-03 18:00:00+00:00,23.0481,0.0,0.0,301.155,22.0,0.0,68.604,0.0,20.4146,0.0,182.621,0.0,170.7248,0.0,23.0481,-301.155,22.0,68.604,20.4146,182.621,170.7248,186.2575,None,RS,2026-04-23
2026-01-03 19:00:00+00:00,0.0,20.3218,0.0,106.7225,0.0,62.0,3.4995,27.48125,99.9186,0.0,143.8805,0.0,106.7757,0.0,-20.3218,-106.7225,-62.0,-23.981749999999998,99.9186,143.8805,106.7757,137.54875,None,RS,2026-04-23
2026-01-03 20:00:00+00:00,19.4336,0.0,0.0,47.2856,0.0,77.0,0.10375,48.22275,147.9508,0.0,139.0583,0.0,62.0231,0.0,19.4336,-47.2856,-77.0,-48.119,147.9508,139.0583,62.0231,196.06119999999999,None,RS,2026-04-23
2026-01-03 21:00:00+00:00,20.8719,0.0,0.0,118.3148,0.0,112.0,0.0,111.6655,140.9463,0.0,169.4005,0.0,0.0,1.5409,20.8719,-118.3148,-112.0,-111.6655,140.9463,169.4005,-1.5409,-12.302500000000016,None,RS,2026-04-23
2026-01-03 22:00:00+00:00,96.3874,0.0,0.0,201.3838,0.0,116.0,0.0,169.47875,0.0,6.5575,201.8558,0.0,0.0,94.883,96.3874,-201.3838,-116.0,-169.47875,-6.5575,201.8558,-94.883,-290.05985,None,RS,2026-04-23
2026-01-03 23:00:00+00:00,98.3255,0.0,0.0,241.8884,0.0,153.0,0.0,246.10025,0.0,100.6138,182.7695,0.0,0.0,42.2774,98.3255,-241.8884,-153.0,-246.10025,-100.6138,182.7695,-42.2774,-502.78484999999995,None,RS,2026-04-23
2026-01-04 00:00:00+00:00,104.9331,0.0,0.0,160.094,0.0,165.0,0.0,269.56475,0.0,96.8995,154.2912,0.0,0.0,32.7333,104.9331,-160.094,-165.0,-269.56475,-96.8995,154.2912,-32.7333,-465.06724999999994,None,RS,2026-04-23
2026-01-04 01:00:00+00:00,163.1701,0.0,0.0,114.3577,0.0,63.0,0.0,113.74275,0.0,87.0035,148.703,0.0,11.5306,0.0,163.1701,-114.3577,-63.0,-113.74275,-87.0035,148.703,11.5306,-54.700250000000004,None,RS,2026-04-23
2026-01-04 02:00:00+00:00,215.9428,0.0,0.0,142.1136,21.0,0.0,1.62575,28.55275,0.0,163.935,162.8683,0.0,0.0,8.0126,215.9428,-142.1136,21.0,-26.927,-163.935,162.8683,-8.0126,58.822900000000025,None,RS,2026-04-23
2026-01-04 03:00:00+00:00,239.309,0.0,0.0,163.1143,49.0,0.0,14.716,2.89625,0.0,237.8327,157.8735,0.0,10.3238,0.0,239.309,-163.1143,49.0,11.819749999999999,-237.8327,157.8735,10.3238,67.37905000000003,None,RS,2026-04-23
2026-01-04 04:00:00+00:00,225.0336,0.0,0.0,213.3064,33.0,0.0,9.0055,20.75175,0.0,234.3912,117.379,0.0,0.0,35.2097,225.0336,-213.3064,33.0,-11.746250000000002,-234.3912,117.379,-35.2097,-119.24094999999998,None,RS,2026-04-23
2026-01-04 05:00:00+00:00,272.6672,0.0,0.0,290.8556,53.0,0.0,5.95025,14.5685,0.0,243.3797,115.9945,0.0,0.0,89.3995,272.6672,-290.8556,53.0,-8.61825,-243.3797,115.9945,-89.3995,-190.59135,None,RS,2026-04-23
2026-01-04 06:00:00+00:00,222.9623,0.0,0.0,286.2899,54.0,0.0,15.6785,14.9745,0.0,252.0185,112.083,0.0,0.0,32.3634,222.9623,-286.2899,54.0,0.7039999999999988,-252.0185,112.083,-32.3634,-180.92249999999996,None,RS,2026-04-23
2026-01-04 07:00:00+00:00,155.0952,0.0,0.0,491.2348,179.0,0.0,167.864,0.0,0.0,413.2153,219.8917,0.0,20.2886,0.0,155.0952,-491.2348,179.0,167.864,-413.2153,219.8917,20.2886,-162.31060000000002,None,RS,2026-04-23
2026-01-04 08:00:00+00:00,172.8223,0.0,0.0,555.6179,190.0,0.0,163.18125,0.0,0.0,349.1662,268.1173,0.0,0.0,51.8842,172.8223,-555.6179,190.0,163.18125,-349.1662,268.1173,-51.8842,-162.54744999999994,None,RS,2026-04-23
2026-01-04 09:00:00+00:00,154.722,0.0,0.0,486.8757,138.0,0.0,76.56675,0.051,0.0,334.7872,247.5978,0.0,0.0,83.0114,154.722,-486.8757,138.0,76.51575,-334.7872,247.5978,-83.0114,-287.8387499999999,None,RS,2026-04-23
2026-01-04 10:00:00+00:00,151.9988,0.0,0.0,299.8853,4.0,0.0,0.318,95.7305,0.0,285.9935,182.4232,0.0,0.0,60.6472,151.9988,-299.8853,4.0,-95.41250000000001,-285.9935,182.4232,-60.6472,-403.5165,None,RS,2026-04-23
2026-01-04 11:00:00+00:00,56.7203,0.0,0.0,239.9775,0.0,86.0,0.0,184.468,0.0,184.744,146.2015,0.0,8.4833,0.0,56.7203,-239.9775,-86.0,-184.468,-184.744,146.2015,8.4833,-483.7844,None,RS,2026-04-23
2026-01-04 12:00:00+00:00,0.0,30.8378,0.0,178.197,0.0,86.0,0.0,147.63225,0.0,132.2368,157.9147,0.0,28.5304,0.0,-30.8378,-178.197,-86.0,-147.63225,-132.2368,157.9147,28.5304,-388.45875,None,RS,2026-04-23
2026-01-04 13:00:00+00:00,0.0,133.2175,0.0,93.6837,0.0,102.0,0.0,96.42725,0.0,76.3919,114.6565,0.0,60.663,0.0,-133.2175,-93.6837,-102.0,-96.42725,-76.3919,114.6565,60.663,-326.40085000000005,None,RS,2026-04-23
2026-01-04 14:00:00+00:00,0.0,144.3046,0.0,18.398,0.0,65.0,29.324,2.8115,35.8605,0.0,69.8285,0.0,183.5255,0.0,-144.3046,-18.398,-65.0,26.512500000000003,35.8605,69.8285,183.5255,88.02440000000003,None,RS,2026-04-23
2026-01-04 15:00:00+00:00,0.0,158.604,0.0,32.5932,0.0,3.0,81.0655,0.0,8.4387,0.0,76.5067,0.0,213.6493,0.0,-158.604,-32.5932,-3.0,81.0655,8.4387,76.5067,213.6493,185.463,None,RS,2026-04-23
2026-01-04 16:00:00+00:00,0.0,96.2758,0.0,161.2354,80.0,0.0,138.23175,0.0,0.0,105.2623,121.4105,0.0,225.7405,0.0,-96.2758,-161.2354,80.0,138.23175,-105.2623,121.4105,225.7405,202.60924999999997,None,RS,2026-04-23
2026-01-04 17:00:00+00:00,0.0,6.0924,0.0,203.0057,81.0,0.0,139.61775,0.0,0.0,135.6617,136.7107,0.0,205.112,0.0,-6.0924,-203.0057,81.0,139.61775,-135.6617,136.7107,205.112,217.68065,None,RS,2026-04-23
2026-01-04 18:00:00+00:00,82.066,0.0,0.0,230.8769,68.0,0.0,114.94425,0.0,0.0,180.6708,155.5895,0.0,218.6755,0.0,82.066,-230.8769,68.0,114.94425,-180.6708,155.5895,218.6755,227.72754999999995,None,RS,2026-04-23
2026-01-04 19:00:00+00:00,63.083,0.0,0.0,127.452,19.0,0.0,58.34675,0.0,0.0,127.3646,121.469,0.0,188.5453,0.0,63.083,-127.452,19.0,58.34675,-127.3646,121.469,188.5453,195.62745,None,RS,2026-04-23
2026-01-04 20:00:00+00:00,35.766,0.0,0.0,203.692,0.0,18.0,18.47175,1.57325,0.0,150.0194,103.917,0.0,19.3092,0.0,35.766,-203.692,-18.0,16.8985,-150.0194,103.917,19.3092,-195.82070000000004,None,RS,2026-04-23
2026-01-04 21:00:00+00:00,0.0,93.9223,0.0,256.8868,0.0,30.0,6.72725,17.885,0.0,110.5732,92.48,0.0,0.0,16.1833,-93.9223,-256.8868,-30.0,-11.157750000000002,-110.5732,92.48,-16.1833,-426.24334999999996,None,RS,2026-04-23
2026-01-04 22:00:00+00:00,0.0,40.2842,0.0,322.5171,0.0,16.0,5.572,24.564,0.0,125.315,119.5638,0.0,0.0,68.3781,-40.2842,-322.5171,-16.0,-18.992,-125.315,119.5638,-68.3781,-471.9226000000001,None,RS,2026-04-23
2026-01-04 23:00:00+00:00,0.0,46.9235,0.0,179.7091,0.0,69.0,0.011,87.40525,0.0,50.2205,0.0,65.3977,0.0,15.0585,-46.9235,-179.7091,-69.0,-87.39425,-50.2205,-65.3977,-15.0585,-513.7035500000001,None,RS,2026-04-23
2026-01-05 00:00:00+00:00,15.9612,0.0,0.0,165.0036,0.0,11.0,14.10475,10.22375,0.0,121.7947,0.0,63.9043,45.8256,0.0,15.9612,-165.0036,-11.0,3.8809999999999985,-121.7947,-63.9043,45.8256,-296.03479999999996,None,RS,2026-04-23
2026-01-05 01:00:00+00:00,13.2863,0.0,0.0,19.5628,0.0,23.0,16.12575,11.24525,0.0,71.2206,0.0,114.8975,92.8073,0.0,13.2863,-19.5628,-23.0,4.8805,-71.2206,-114.8975,92.8073,-117.70679999999999,None,RS,2026-04-23
2026-01-05 02:00:00+00:00,24.9447,0.0,15.4175,0.0,4.0,0.0,58.24075,0.04,0.0,65.3265,0.0,144.4239,84.924,0.0,24.9447,15.4175,4.0,58.20075,-65.3265,-144.4239,84.924,-22.26344999999999,None,RS,2026-04-23
2026-01-05 03:00:00+00:00,42.9504,0.0,0.0,23.7324,35.0,0.0,114.18825,0.0,0.0,104.3726,0.0,134.9336,84.9413,0.0,42.9504,-23.7324,35.0,114.18825,-104.3726,-134.9336,84.9413,14.04134999999998,None,RS,2026-04-23
2026-01-05 04:00:00+00:00,0.0,12.1808,7.3588,0.0,35.0,0.0,147.846,0.0,0.0,79.8885,0.0,160.6829,169.9685,0.0,-12.1808,7.3588,35.0,147.846,-79.8885,-160.6829,169.9685,107.42110000000002,None,RS,2026-04-23
2026-01-05 05:00:00+00:00,0.0,58.667,86.6043,0.0,74.0,0.0,209.8485,0.0,58.3081,0.0,0.0,153.9413,141.1213,0.0,-58.667,86.6043,74.0,209.8485,58.3081,-153.9413,141.1213,357.2739,None,RS,2026-04-23
