,RS_BA,BA_RS,RS_BG,BG_RS,RS_HR,HR_RS,RS_HU,HU_RS,RS_ME,ME_RS,RS_MK,MK_RS,RS_RO,RO_RS,RS_BA_net_export,RS_BG_net_export,RS_HR_net_export,RS_HU_net_export,RS_ME_net_export,RS_MK_net_export,RS_RO_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-16 13:00:00+00:00,0.0,263.2578,231.5947,0.0,0.0,52.0,78.842,0.0,0.0,56.0822,0.0,215.9427,484.521,0.0,-263.2578,231.5947,-52.0,78.842,-56.0822,-215.9427,484.521,207.675,None,RS,2026-04-23
2026-01-16 14:00:00+00:00,0.0,269.1581,169.8216,0.0,0.0,45.0,122.9515,0.0,0.0,63.2971,0.0,224.0652,499.869,0.0,-269.1581,169.8216,-45.0,122.9515,-63.2971,-224.0652,499.869,191.12170000000003,None,RS,2026-04-23
2026-01-16 15:00:00+00:00,0.0,229.9445,21.3164,0.0,5.0,0.0,180.2555,0.0,0.0,58.6947,0.0,189.6192,442.0598,0.0,-229.9445,21.3164,5.0,180.2555,-58.6947,-189.6192,442.0598,170.37329999999997,None,RS,2026-04-23
2026-01-16 16:00:00+00:00,0.0,223.9035,0.0,60.6397,0.0,1.0,148.861,0.0,0.0,6.8304,0.0,179.3284,410.2595,0.0,-223.9035,-60.6397,-1.0,148.861,-6.8304,-179.3284,410.2595,87.4185,None,RS,2026-04-23
2026-01-16 17:00:00+00:00,0.0,209.7169,0.0,64.1737,11.0,0.0,134.86625,0.0,0.0,33.5313,0.0,166.1113,433.3007,0.0,-209.7169,-64.1737,11.0,134.86625,-33.5313,-166.1113,433.3007,105.63374999999996,None,RS,2026-04-23
2026-01-16 18:00:00+00:00,0.0,215.1803,0.0,14.3597,4.0,0.0,116.916,0.0,0.0,38.367,0.0,146.0621,456.8463,0.0,-215.1803,-14.3597,4.0,116.916,-38.367,-146.0621,456.8463,163.7932,None,RS,2026-04-23
2026-01-16 19:00:00+00:00,0.0,198.0334,0.0,0.6644,40.0,0.0,144.95125,0.0,0.0,88.0074,0.0,112.7547,442.9048,0.0,-198.0334,-0.6644,40.0,144.95125,-88.0074,-112.7547,442.9048,228.39615,None,RS,2026-04-23
2026-01-16 20:00:00+00:00,0.0,160.9535,29.4768,0.0,16.0,0.0,86.59525,0.0,0.0,57.3202,0.0,99.097,377.5867,0.0,-160.9535,29.4768,16.0,86.59525,-57.3202,-99.097,377.5867,192.28805,None,RS,2026-04-23
2026-01-16 21:00:00+00:00,0.0,91.8646,0.0,28.1406,36.0,0.0,45.31025,0.02775,0.0,70.5264,0.0,60.3679,317.2023,0.0,-91.8646,-28.1406,36.0,45.282500000000006,-70.5264,-60.3679,317.2023,147.5853,None,RS,2026-04-23
2026-01-16 22:00:00+00:00,0.0,124.7871,15.3833,0.0,48.0,0.0,33.78175,0.9555,0.0,52.2896,0.0,108.1687,410.3662,0.0,-124.7871,15.3833,48.0,32.82625,-52.2896,-108.1687,410.3662,221.33035,None,RS,2026-04-23
2026-01-16 23:00:00+00:00,0.0,55.2554,0.0,53.5513,41.0,0.0,2.555,28.06625,0.0,75.3928,0.0,112.6716,379.3142,0.0,-55.2554,-53.5513,41.0,-25.51125,-75.3928,-112.6716,379.3142,97.93185,None,RS,2026-04-23
2026-01-17 00:00:00+00:00,0.0,32.2929,1.5398,0.0,36.0,0.0,5.96875,7.84925,0.0,66.3701,0.0,145.3874,305.5245,0.0,-32.2929,1.5398,36.0,-1.8804999999999996,-66.3701,-145.3874,305.5245,97.1334,None,RS,2026-04-23
2026-01-17 01:00:00+00:00,0.0,53.4193,145.9528,0.0,2.0,0.0,13.50175,3.77825,0.0,44.2488,0.0,197.8285,282.1132,0.0,-53.4193,145.9528,2.0,9.7235,-44.2488,-197.8285,282.1132,144.29290000000003,None,RS,2026-04-23
2026-01-17 02:00:00+00:00,0.0,75.0394,205.7813,0.0,0.0,7.0,30.3875,0.151,0.0,83.9983,0.0,210.4944,287.1833,0.0,-75.0394,205.7813,-7.0,30.2365,-83.9983,-210.4944,287.1833,146.66899999999995,None,RS,2026-04-23
2026-01-17 03:00:00+00:00,0.0,77.0253,221.4716,0.0,0.0,24.0,17.3905,1.30325,0.0,114.27,0.0,212.8829,322.9585,0.0,-77.0253,221.4716,-24.0,16.08725,-114.27,-212.8829,322.9585,132.33915000000002,None,RS,2026-04-23
2026-01-17 04:00:00+00:00,0.0,54.7604,192.6553,0.0,0.0,6.0,37.76175,0.15975,0.0,137.1387,0.0,211.5312,341.183,0.0,-54.7604,192.6553,-6.0,37.602,-137.1387,-211.5312,341.183,162.01,None,RS,2026-04-23
2026-01-17 05:00:00+00:00,0.0,155.7538,176.8004,0.0,0.0,42.0,40.56525,1.91775,0.0,85.9749,0.0,205.8759,428.1912,0.0,-155.7538,176.8004,-42.0,38.6475,-85.9749,-205.8759,428.1912,154.03449999999998,None,RS,2026-04-23
2026-01-17 06:00:00+00:00,0.0,116.6936,74.0089,0.0,36.0,0.0,99.78775,0.0,0.0,55.5608,0.0,154.4334,308.4223,0.0,-116.6936,74.0089,36.0,99.78775,-55.5608,-154.4334,308.4223,191.53115,None,RS,2026-04-23
2026-01-17 07:00:00+00:00,0.0,31.8734,0.0,103.1112,153.0,0.0,141.34625,0.0,0.0,129.578,0.0,111.8668,289.4743,0.0,-31.8734,-103.1112,153.0,141.34625,-129.578,-111.8668,289.4743,207.39115000000004,None,RS,2026-04-23
2026-01-17 08:00:00+00:00,94.2656,0.0,0.0,196.2302,208.0,0.0,148.0945,0.0,0.0,204.7416,0.0,54.424,262.7295,0.0,94.2656,-196.2302,208.0,148.0945,-204.7416,-54.424,262.7295,257.6938,None,RS,2026-04-23
2026-01-17 09:00:00+00:00,146.4664,0.0,0.0,257.444,247.0,0.0,109.16675,0.0,0.0,192.1622,0.0,23.6828,152.8177,0.0,146.4664,-257.444,247.0,109.16675,-192.1622,-23.6828,152.8177,182.16184999999996,None,RS,2026-04-23
2026-01-17 10:00:00+00:00,165.3095,0.0,0.0,289.0268,252.0,0.0,93.62675,0.0,0.0,194.4988,0.0,20.277,92.5855,0.0,165.3095,-289.0268,252.0,93.62675,-194.4988,-20.277,92.5855,99.71915000000006,None,RS,2026-04-23
2026-01-17 11:00:00+00:00,181.9122,0.0,0.0,307.4266,276.0,0.0,95.04,0.0,0.0,208.1399,0.0,35.1548,96.2274,0.0,181.9122,-307.4266,276.0,95.04,-208.1399,-35.1548,96.2274,98.45829999999998,None,RS,2026-04-23
2026-01-17 12:00:00+00:00,157.7214,0.0,0.0,268.0039,248.0,0.0,107.998,0.0,0.0,191.6996,0.0,47.0683,146.007,0.0,157.7214,-268.0039,248.0,107.998,-191.6996,-47.0683,146.007,152.95460000000003,None,RS,2026-04-23
2026-01-17 13:00:00+00:00,76.279,0.0,0.0,193.8473,162.0,0.0,115.88825,0.0,0.0,162.8989,0.0,80.2137,309.7248,0.0,76.279,-193.8473,162.0,115.88825,-162.8989,-80.2137,309.7248,226.93215000000004,None,RS,2026-04-23
2026-01-17 14:00:00+00:00,0.0,96.2339,0.0,1.2956,8.0,0.0,98.2265,0.0,0.0,46.3367,0.0,123.198,494.4465,0.0,-96.2339,-1.2956,8.0,98.2265,-46.3367,-123.198,494.4465,333.60880000000003,None,RS,2026-04-23
2026-01-17 15:00:00+00:00,0.0,204.4388,15.799,0.0,0.0,41.0,150.014,0.0,0.0,12.3068,0.0,127.9187,677.6955,0.0,-204.4388,15.799,-41.0,150.014,-12.3068,-127.9187,677.6955,457.84420000000006,None,RS,2026-04-23
2026-01-17 16:00:00+00:00,0.0,138.7544,0.0,58.5827,30.0,0.0,170.2285,0.0,0.0,38.0629,0.0,108.095,590.8698,0.0,-138.7544,-58.5827,30.0,170.2285,-38.0629,-108.095,590.8698,447.60330000000005,None,RS,2026-04-23
2026-01-17 17:00:00+00:00,0.0,93.4519,0.0,85.7131,68.0,0.0,172.51725,0.0,0.0,62.0254,0.0,92.9382,514.785,0.0,-93.4519,-85.7131,68.0,172.51725,-62.0254,-92.9382,514.785,421.17364999999995,None,RS,2026-04-23
2026-01-17 18:00:00+00:00,0.0,52.916,0.0,101.6189,84.0,0.0,160.13075,0.0,0.0,91.7208,0.0,79.2118,446.7615,0.0,-52.916,-101.6189,84.0,160.13075,-91.7208,-79.2118,446.7615,365.42475,None,RS,2026-04-23
2026-01-17 19:00:00+00:00,3.3296,0.0,0.0,80.0085,70.0,0.0,145.247,0.0,0.0,92.0134,0.0,66.4873,347.0653,0.0,3.3296,-80.0085,70.0,145.247,-92.0134,-66.4873,347.0653,327.1327,None,RS,2026-04-23
2026-01-17 20:00:00+00:00,0.0,14.5494,0.0,57.4414,57.0,0.0,80.03125,0.0,0.0,70.0052,0.0,36.4668,309.8545,0.0,-14.5494,-57.4414,57.0,80.03125,-70.0052,-36.4668,309.8545,268.42294999999996,None,RS,2026-04-23
2026-01-17 21:00:00+00:00,15.8443,0.0,0.0,124.7869,127.0,0.0,88.28275,0.0,0.0,95.0747,0.0,25.8247,218.1015,0.0,15.8443,-124.7869,127.0,88.28275,-95.0747,-25.8247,218.1015,203.54224999999997,None,RS,2026-04-23
2026-01-17 22:00:00+00:00,59.0713,0.0,0.0,161.1238,195.0,0.0,114.036,0.0,0.0,129.9884,0.0,64.0945,84.2578,0.0,59.0713,-161.1238,195.0,114.036,-129.9884,-64.0945,84.2578,97.15840000000001,None,RS,2026-04-23
2026-01-17 23:00:00+00:00,11.637,0.0,0.0,160.5985,170.0,0.0,79.6995,0.0,0.0,124.0044,0.0,76.6608,43.7965,0.0,11.637,-160.5985,170.0,79.6995,-124.0044,-76.6608,43.7965,-56.1307,None,RS,2026-04-23
2026-01-18 00:00:00+00:00,34.7247,0.0,0.0,142.4981,174.0,0.0,109.8875,0.0,0.0,218.2181,0.0,93.2937,36.6761,0.0,34.7247,-142.4981,174.0,109.8875,-218.2181,-93.2937,36.6761,-98.7216,None,RS,2026-04-23
2026-01-18 01:00:00+00:00,23.7955,0.0,0.0,87.713,177.0,0.0,163.682,0.0,0.0,294.7085,0.0,125.0662,122.536,0.0,23.7955,-87.713,177.0,163.682,-294.7085,-125.0662,122.536,-20.474199999999996,None,RS,2026-04-23
2026-01-18 02:00:00+00:00,0.0,32.384,73.6106,0.0,87.0,0.0,115.97625,0.0,0.0,220.2605,0.0,166.3177,156.6438,0.0,-32.384,73.6106,87.0,115.97625,-220.2605,-166.3177,156.6438,14.268450000000001,None,RS,2026-04-23
2026-01-18 03:00:00+00:00,0.0,51.2763,114.3673,0.0,59.0,0.0,97.44175,0.0,0.0,252.1307,0.0,165.2552,177.582,0.0,-51.2763,114.3673,59.0,97.44175,-252.1307,-165.2552,177.582,-20.271149999999977,None,RS,2026-04-23
2026-01-18 04:00:00+00:00,0.0,72.8566,134.8722,0.0,20.0,0.0,75.552,0.0,0.0,286.0989,0.0,165.8537,240.8618,0.0,-72.8566,134.8722,20.0,75.552,-286.0989,-165.8537,240.8618,-53.5232,None,RS,2026-04-23
2026-01-18 05:00:00+00:00,0.0,62.7682,120.7742,0.0,18.0,0.0,81.3475,0.0,0.0,160.8964,0.0,172.3443,227.2663,0.0,-62.7682,120.7742,18.0,81.3475,-160.8964,-172.3443,227.2663,51.379099999999994,None,RS,2026-04-23
2026-01-18 06:00:00+00:00,0.0,54.1397,18.7624,0.0,44.0,0.0,95.031,0.0,0.0,194.84,0.0,108.1416,249.976,0.0,-54.1397,18.7624,44.0,95.031,-194.84,-108.1416,249.976,50.6481,None,RS,2026-04-23
2026-01-18 07:00:00+00:00,14.9833,0.0,0.0,108.8871,158.0,0.0,123.745,0.0,0.0,250.8886,0.0,69.7775,205.422,0.0,14.9833,-108.8871,158.0,123.745,-250.8886,-69.7775,205.422,72.59710000000001,None,RS,2026-04-23
2026-01-18 08:00:00+00:00,38.1253,0.0,0.0,236.2877,207.0,0.0,86.05675,0.0,0.0,217.8653,5.5143,0.0,284.3307,0.0,38.1253,-236.2877,207.0,86.05675,-217.8653,5.5143,284.3307,166.87405,None,RS,2026-04-23
2026-01-18 09:00:00+00:00,89.7168,0.0,0.0,331.6445,283.0,0.0,87.1815,0.0,0.0,199.8997,0.0103,0.0,261.3417,0.0,89.7168,-331.6445,283.0,87.1815,-199.8997,0.0103,261.3417,189.70610000000002,None,RS,2026-04-23
2026-01-18 10:00:00+00:00,86.0601,0.0,0.0,345.4943,267.0,0.0,88.0145,0.0,0.0,175.7343,0.746,0.0,262.2465,0.0,86.0601,-345.4943,267.0,88.0145,-175.7343,0.746,262.2465,182.8385,None,RS,2026-04-23
2026-01-18 11:00:00+00:00,104.3244,0.0,0.0,320.8667,297.0,0.0,129.8085,0.0,0.0,206.9571,5.1785,0.0,212.979,0.0,104.3244,-320.8667,297.0,129.8085,-206.9571,5.1785,212.979,221.46660000000003,None,RS,2026-04-23
2026-01-18 12:00:00+00:00,66.3794,0.0,0.0,255.1477,254.0,0.0,154.39925,0.0,0.0,187.3276,0.0,24.3618,235.966,0.0,66.3794,-255.1477,254.0,154.39925,-187.3276,-24.3618,235.966,243.90755000000004,None,RS,2026-04-23
2026-01-18 13:00:00+00:00,0.0,39.2374,0.0,72.7962,105.0,0.0,97.70575,0.0,0.0,85.717,0.0,59.4192,352.4148,0.0,-39.2374,-72.7962,105.0,97.70575,-85.717,-59.4192,352.4148,297.95075,None,RS,2026-04-23
2026-01-18 14:00:00+00:00,0.0,120.3586,76.6129,0.0,12.0,0.0,82.31475,0.0,29.7085,0.0,0.0,72.2382,281.3618,0.0,-120.3586,76.6129,12.0,82.31475,29.7085,-72.2382,281.3618,289.40115000000003,None,RS,2026-04-23
2026-01-18 15:00:00+00:00,0.0,225.625,83.5496,0.0,0.0,36.0,134.13575,0.0,41.1694,0.0,0.0,79.9543,423.052,0.0,-225.625,83.5496,-36.0,134.13575,41.1694,-79.9543,423.052,340.32745,None,RS,2026-04-23
2026-01-18 16:00:00+00:00,0.0,166.5482,0.0,79.356,54.0,0.0,164.07025,0.0,0.0,2.2847,0.0,56.8143,461.4102,0.0,-166.5482,-79.356,54.0,164.07025,-2.2847,-56.8143,461.4102,374.47724999999997,None,RS,2026-04-23
2026-01-18 17:00:00+00:00,0.0,184.2487,0.0,21.6854,51.0,0.0,172.58375,0.0,37.7187,0.0,0.0,68.8687,398.294,0.0,-184.2487,-21.6854,51.0,172.58375,37.7187,-68.8687,398.294,384.79364999999996,None,RS,2026-04-23
2026-01-18 18:00:00+00:00,0.0,155.3678,0.0,77.7305,70.0,0.0,146.09475,0.0,11.1713,0.0,0.0,56.3355,330.7125,0.0,-155.3678,-77.7305,70.0,146.09475,11.1713,-56.3355,330.7125,268.54474999999996,None,RS,2026-04-23
2026-01-18 19:00:00+00:00,0.0,151.5226,0.0,14.9392,35.0,0.0,73.66275,0.0,39.911,0.0,0.0,32.173,302.5168,0.0,-151.5226,-14.9392,35.0,73.66275,39.911,-32.173,302.5168,252.45574999999997,None,RS,2026-04-23
2026-01-18 20:00:00+00:00,0.0,142.9184,0.0,12.5243,28.0,0.0,39.8755,0.20025,61.6159,0.0,13.9425,0.0,265.346,0.0,-142.9184,-12.5243,28.0,39.675250000000005,61.6159,13.9425,265.346,253.13695,None,RS,2026-04-23
2026-01-18 21:00:00+00:00,0.0,113.1348,0.0,136.6273,24.0,0.0,3.05275,35.14775,20.1697,0.0,55.8627,0.0,318.5913,0.0,-113.1348,-136.6273,24.0,-32.095,20.1697,55.8627,318.5913,136.76660000000004,None,RS,2026-04-23
2026-01-18 22:00:00+00:00,0.0,82.7336,0.0,122.5569,45.0,0.0,3.93875,24.62575,58.7991,0.0,11.1842,0.0,292.5045,0.0,-82.7336,-122.5569,45.0,-20.687,58.7991,11.1842,292.5045,181.5103,None,RS,2026-04-23
2026-01-18 23:00:00+00:00,0.0,78.2453,0.0,15.4117,21.0,0.0,3.0405,35.8815,68.1705,0.0,0.0,18.8053,234.0325,0.0,-78.2453,-15.4117,21.0,-32.841,68.1705,-18.8053,234.0325,177.8997,None,RS,2026-04-23
2026-01-19 00:00:00+00:00,0.0,45.9948,55.3191,0.0,43.0,0.0,15.17275,11.6635,0.0,8.1015,0.0,32.2659,165.695,0.0,-45.9948,55.3191,43.0,3.5092499999999998,-8.1015,-32.2659,165.695,181.16115,None,RS,2026-04-23
2026-01-19 01:00:00+00:00,0.0,38.3325,107.57,0.0,29.0,0.0,29.6585,6.1075,14.6628,0.0,0.0,42.9927,111.2607,0.0,-38.3325,107.57,29.0,23.551000000000002,14.6628,-42.9927,111.2607,204.71929999999998,None,RS,2026-04-23
2026-01-19 02:00:00+00:00,0.0,45.2132,164.2338,0.0,23.0,0.0,43.3125,0.04775,12.3834,0.0,0.0,65.7116,96.4506,0.0,-45.2132,164.2338,23.0,43.26475,12.3834,-65.7116,96.4506,228.40774999999996,None,RS,2026-04-23
2026-01-19 03:00:00+00:00,0.0,39.6274,153.3823,0.0,18.0,0.0,57.44875,0.00425,0.0,1.5818,0.0,74.6236,131.6657,0.0,-39.6274,153.3823,18.0,57.4445,-1.5818,-74.6236,131.6657,244.6597,None,RS,2026-04-23
2026-01-19 04:00:00+00:00,0.0,53.1586,160.7477,0.0,35.0,0.0,91.41325,0.00075,18.86,0.0,0.0,106.5447,149.2201,0.0,-53.1586,160.7477,35.0,91.41250000000001,18.86,-106.5447,149.2201,295.53700000000003,None,RS,2026-04-23
2026-01-19 05:00:00+00:00,0.0,267.8889,207.8419,0.0,0.0,60.0,63.54175,0.01675,70.0728,0.0,0.0,151.1688,410.236,0.0,-267.8889,207.8419,-60.0,63.525,70.0728,-151.1688,410.236,272.61800000000005,None,RS,2026-04-23
2026-01-19 06:00:00+00:00,0.0,204.5211,59.0631,0.0,23.0,0.0,145.7765,0.0,0.0,3.6858,0.0,110.0077,636.6815,0.0,-204.5211,59.0631,23.0,145.7765,-3.6858,-110.0077,636.6815,546.3065,None,RS,2026-04-23
2026-01-19 07:00:00+00:00,0.0,37.7888,0.0,115.8536,162.0,0.0,186.55675,0.0,0.0,108.0683,0.0,18.3055,637.3725,0.0,-37.7888,-115.8536,162.0,186.55675,-108.0683,-18.3055,637.3725,705.9130499999999,None,RS,2026-04-23
2026-01-19 08:00:00+00:00,0.0,85.1035,0.0,204.4467,381.0,0.0,214.9155,0.0,0.0,145.1472,36.5693,0.0,546.7323,0.0,-85.1035,-204.4467,381.0,214.9155,-145.1472,36.5693,546.7323,744.5197000000001,None,RS,2026-04-23
2026-01-19 09:00:00+00:00,0.0,59.9797,0.0,228.0997,406.0,0.0,194.85625,0.0,0.0,152.6472,41.898,0.0,482.576,0.0,-59.9797,-228.0997,406.0,194.85625,-152.6472,41.898,482.576,684.60365,None,RS,2026-04-23
2026-01-19 10:00:00+00:00,0.0,15.7472,0.0,197.4288,332.0,0.0,115.04575,0.0,0.0,110.2277,26.284,0.0,500.7827,0.0,-15.7472,-197.4288,332.0,115.04575,-110.2277,26.284,500.7827,650.70875,None,RS,2026-04-23
2026-01-19 11:00:00+00:00,0.0,41.7955,0.0,137.0363,283.0,0.0,96.125,0.0,0.0,89.8568,8.6897,0.0,543.587,0.0,-41.7955,-137.0363,283.0,96.125,-89.8568,8.6897,543.587,662.7130999999999,None,RS,2026-04-23
2026-01-19 12:00:00+00:00,0.0,65.5798,0.0,50.6661,198.0,0.0,60.658,0.0,0.0,36.2841,0.0,22.3222,530.1565,0.0,-65.5798,-50.6661,198.0,60.658,-36.2841,-22.3222,530.1565,613.9623,None,RS,2026-04-23
2026-01-19 13:00:00+00:00,0.0,78.7059,63.0312,0.0,134.0,0.0,72.65275,0.00075,34.9352,0.0,0.0,72.9777,459.73,0.0,-78.7059,63.0312,134.0,72.652,34.9352,-72.9777,459.73,612.6648,None,RS,2026-04-23
2026-01-19 14:00:00+00:00,0.0,238.4788,224.3966,0.0,0.0,10.0,79.09325,0.0,202.1666,0.0,0.0,113.5992,435.6395,0.0,-238.4788,224.3966,-10.0,79.09325,202.1666,-113.5992,435.6395,579.21795,None,RS,2026-04-23
2026-01-19 15:00:00+00:00,0.0,298.0828,127.0843,0.0,17.0,0.0,135.67575,0.0,239.8315,0.0,0.0,102.9174,478.183,0.0,-298.0828,127.0843,17.0,135.67575,239.8315,-102.9174,478.183,596.7743499999999,None,RS,2026-04-23
2026-01-19 16:00:00+00:00,0.0,284.4178,70.023,0.0,42.0,0.0,124.2595,0.0,233.2576,0.0,0.0,84.8923,529.4185,0.0,-284.4178,70.023,42.0,124.2595,233.2576,-84.8923,529.4185,629.6485,None,RS,2026-04-23
2026-01-19 17:00:00+00:00,0.0,263.1939,86.1288,0.0,43.0,0.0,105.01425,0.0,218.5623,0.0,0.0,83.188,539.622,0.0,-263.1939,86.1288,43.0,105.01425,218.5623,-83.188,539.622,645.9454499999999,None,RS,2026-04-23
2026-01-19 18:00:00+00:00,0.0,235.5788,109.3272,0.0,3.0,0.0,54.88775,0.0,232.8086,0.0,0.0,75.9582,541.2825,0.0,-235.5788,109.3272,3.0,54.88775,232.8086,-75.9582,541.2825,629.76905,None,RS,2026-04-23
2026-01-19 19:00:00+00:00,0.0,222.4885,104.6028,0.0,35.0,0.0,83.07425,0.0,221.0462,0.0,0.0,62.052,504.904,0.0,-222.4885,104.6028,35.0,83.07425,221.0462,-62.052,504.904,664.08675,None,RS,2026-04-23
2026-01-19 20:00:00+00:00,0.0,163.5953,147.5608,0.0,16.0,0.0,38.94125,2.164,226.1466,0.0,0.0,38.1073,343.3997,0.0,-163.5953,147.5608,16.0,36.777249999999995,226.1466,-38.1073,343.3997,568.18175,None,RS,2026-04-23
2026-01-19 21:00:00+00:00,0.0,118.6422,146.2983,0.0,0.0,6.0,1.88025,22.609,236.6441,0.0,0.0,77.5983,275.1585,0.0,-118.6422,146.2983,-6.0,-20.72875,236.6441,-77.5983,275.1585,435.13165000000004,None,RS,2026-04-23
2026-01-19 22:00:00+00:00,0.0,149.1115,105.9581,0.0,0.0,20.0,0.15475,41.33525,251.7822,0.0,0.0,59.7342,309.405,0.0,-149.1115,105.9581,-20.0,-41.1805,251.7822,-59.7342,309.405,397.11909999999995,None,RS,2026-04-23
2026-01-19 23:00:00+00:00,0.0,89.8096,134.4619,0.0,0.0,150.0,0.0,143.8495,241.6168,0.0,0.0,73.2194,232.6628,0.0,-89.8096,134.4619,-150.0,-143.8495,241.6168,-73.2194,232.6628,151.863,None,RS,2026-04-23
2026-01-20 00:00:00+00:00,0.0,104.51,277.9234,0.0,0.0,195.0,0.0,146.54075,262.8168,0.0,0.0,127.3013,156.9243,0.0,-104.51,277.9234,-195.0,-146.54075,262.8168,-127.3013,156.9243,124.31245000000001,None,RS,2026-04-23
2026-01-20 01:00:00+00:00,0.0,66.2364,337.0071,0.0,0.0,228.0,0.0,143.48475,180.0574,0.0,0.0,121.9624,147.1977,0.0,-66.2364,337.0071,-228.0,-143.48475,180.0574,-121.9624,147.1977,104.57864999999998,None,RS,2026-04-23
2026-01-20 02:00:00+00:00,0.0,66.7374,370.0678,0.0,0.0,238.0,0.0,130.926,187.9787,0.0,0.0,139.0541,143.8675,0.0,-66.7374,370.0678,-238.0,-130.926,187.9787,-139.0541,143.8675,127.19650000000001,None,RS,2026-04-23
2026-01-20 03:00:00+00:00,0.0,76.0757,305.6584,0.0,0.0,251.0,0.0,119.817,123.4859,0.0,0.0,134.8381,264.421,0.0,-76.0757,305.6584,-251.0,-119.817,123.4859,-134.8381,264.421,111.83449999999999,None,RS,2026-04-23
2026-01-20 04:00:00+00:00,0.0,197.2344,281.629,0.0,0.0,257.0,0.0,100.8825,102.7987,0.0,0.0,160.8751,469.593,0.0,-197.2344,281.629,-257.0,-100.8825,102.7987,-160.8751,469.593,138.02870000000001,None,RS,2026-04-23
2026-01-20 05:00:00+00:00,0.0,314.4699,264.3791,0.0,0.0,115.0,25.958,1.1445,89.4895,0.0,0.0,155.7857,576.293,0.0,-314.4699,264.3791,-115.0,24.813499999999998,89.4895,-155.7857,576.293,369.71950000000004,None,RS,2026-04-23
2026-01-20 06:00:00+00:00,0.0,294.6256,89.663,0.0,1.0,0.0,99.46825,0.0,46.34,0.0,0.0,158.3507,656.9585,0.0,-294.6256,89.663,1.0,99.46825,46.34,-158.3507,656.9585,440.45345,None,RS,2026-04-23
2026-01-20 07:00:00+00:00,0.0,183.2844,0.0,225.8472,338.0,0.0,277.447,0.0,0.0,194.4366,0.0,110.8937,753.0173,0.0,-183.2844,-225.8472,338.0,277.447,-194.4366,-110.8937,753.0173,654.0024,None,RS,2026-04-23
2026-01-20 08:00:00+00:00,0.0,91.7625,0.0,329.4468,496.0,0.0,314.38775,0.0,0.0,216.5317,0.0,90.9798,606.8645,0.0,-91.7625,-329.4468,496.0,314.38775,-216.5317,-90.9798,606.8645,688.5314500000001,None,RS,2026-04-23
2026-01-20 09:00:00+00:00,23.8991,0.0,0.0,328.3364,481.0,0.0,221.0105,0.0,0.0,139.5843,0.0,42.232,398.94,0.0,23.8991,-328.3364,481.0,221.0105,-139.5843,-42.232,398.94,614.6968999999999,None,RS,2026-04-23
2026-01-20 10:00:00+00:00,34.0276,0.0,0.0,317.8468,458.0,0.0,202.42775,0.0,0.0,147.9786,0.0,39.4403,413.8053,0.0,34.0276,-317.8468,458.0,202.42775,-147.9786,-39.4403,413.8053,602.99495,None,RS,2026-04-23
2026-01-20 11:00:00+00:00,37.4378,0.0,0.0,284.7433,413.0,0.0,163.3335,0.0,0.0,127.2398,0.0,35.8947,370.2485,0.0,37.4378,-284.7433,413.0,163.3335,-127.2398,-35.8947,370.2485,536.142,None,RS,2026-04-23
2026-01-20 12:00:00+00:00,0.0,1.2932,0.0,218.2197,343.0,0.0,182.69375,0.0,0.0,88.4301,0.0,50.4272,348.676,0.0,-1.2932,-218.2197,343.0,182.69375,-88.4301,-50.4272,348.676,515.99955,None,RS,2026-04-23
2026-01-20 13:00:00+00:00,0.0,101.4731,0.0,64.5819,238.0,0.0,210.88875,0.0,0.0,18.0395,0.0,105.8993,359.3992,0.0,-101.4731,-64.5819,238.0,210.88875,-18.0395,-105.8993,359.3992,518.2941500000001,None,RS,2026-04-23
2026-01-20 14:00:00+00:00,0.0,259.7788,192.5094,0.0,1.0,0.0,153.9455,0.0,159.5684,0.0,0.0,152.3723,371.2332,0.0,-259.7788,192.5094,1.0,153.9455,159.5684,-152.3723,371.2332,466.10540000000003,None,RS,2026-04-23
2026-01-20 15:00:00+00:00,0.0,300.9664,185.3664,0.0,0.0,34.0,123.569,0.0,186.2621,0.0,0.0,148.6881,594.3842,0.0,-300.9664,185.3664,-34.0,123.569,186.2621,-148.6881,594.3842,605.9272,None,RS,2026-04-23
2026-01-20 16:00:00+00:00,0.0,260.6717,77.629,0.0,48.0,0.0,156.64575,0.0,133.8295,0.0,0.0,128.1705,731.5677,0.0,-260.6717,77.629,48.0,156.64575,133.8295,-128.1705,731.5677,758.82975,None,RS,2026-04-23
2026-01-20 17:00:00+00:00,0.0,261.8324,124.6467,0.0,33.0,0.0,132.947,0.0,131.976,0.0,0.0,122.3285,685.5345,0.0,-261.8324,124.6467,33.0,132.947,131.976,-122.3285,685.5345,723.9433,None,RS,2026-04-23
2026-01-20 18:00:00+00:00,0.0,251.2747,149.0238,0.0,37.0,0.0,125.3265,0.0,133.9102,0.0,0.0,134.5979,590.894,0.0,-251.2747,149.0238,37.0,125.3265,133.9102,-134.5979,590.894,650.2819,None,RS,2026-04-23
2026-01-20 19:00:00+00:00,0.0,207.3959,190.4881,0.0,9.0,0.0,104.36975,0.0,139.6682,0.0,0.0,140.6483,475.7435,0.0,-207.3959,190.4881,9.0,104.36975,139.6682,-140.6483,475.7435,571.2253499999999,None,RS,2026-04-23
