,NO_5_NO_1,NO_1_NO_5,NO_5_NO_2,NO_2_NO_5,NO_5_NO_3,NO_3_NO_5,NO_5_NO_1_net_export,NO_5_NO_2_net_export,NO_5_NO_3_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-03 07:00:00+00:00,2226.3128955,0.0,616.977582,0.0,0.0,347.42931675,2226.3128955,616.977582,-347.42931675,2495.86116075,None,NO_5,2026-04-23
2026-01-03 08:00:00+00:00,2251.91055925,0.0,545.882444,0.0,0.0,306.27616,2251.91055925,545.882444,-306.27616,2491.51684325,None,NO_5,2026-04-23
2026-01-03 09:00:00+00:00,2388.5432014999997,0.0,561.56700375,0.0,0.0,196.84289725,2388.5432014999997,561.56700375,-196.84289725,2753.2673079999995,None,NO_5,2026-04-23
2026-01-03 10:00:00+00:00,2490.85297125,0.0,558.61871025,0.0,0.0,189.653393,2490.85297125,558.61871025,-189.653393,2859.8182885,None,NO_5,2026-04-23
2026-01-03 11:00:00+00:00,2480.270231,0.0,527.2831445,0.0,0.0,146.37196375,2480.270231,527.2831445,-146.37196375,2861.1814117500003,None,NO_5,2026-04-23
2026-01-03 12:00:00+00:00,2445.1139697500003,0.0,497.08464475,0.0,0.0,150.63115625,2445.1139697500003,497.08464475,-150.63115625,2791.56745825,None,NO_5,2026-04-23
2026-01-03 13:00:00+00:00,2526.39427475,0.0,545.5247855,0.0,0.0,143.5721125,2526.39427475,545.5247855,-143.5721125,2928.3469477500003,None,NO_5,2026-04-23
2026-01-03 14:00:00+00:00,2432.1268475,0.0,489.26899075,0.0,0.0,169.391639,2432.1268475,489.26899075,-169.391639,2752.00419925,None,NO_5,2026-04-23
2026-01-03 15:00:00+00:00,2359.3695875,0.0,456.29301275,0.0,0.0,194.51784625,2359.3695875,456.29301275,-194.51784625,2621.144754,None,NO_5,2026-04-23
2026-01-03 16:00:00+00:00,2312.6026845,0.0,482.387108,0.0,0.0,212.7232115,2312.6026845,482.387108,-212.7232115,2582.266581,None,NO_5,2026-04-23
2026-01-03 17:00:00+00:00,2368.54362675,0.0,512.4249675,0.0,0.0,227.747728,2368.54362675,512.4249675,-227.747728,2653.22086625,None,NO_5,2026-04-23
2026-01-03 18:00:00+00:00,2412.6408345,0.0,559.7633395,0.0,0.0,249.1477835,2412.6408345,559.7633395,-249.1477835,2723.2563905,None,NO_5,2026-04-23
2026-01-03 19:00:00+00:00,2380.97924875,0.0,572.5262325,0.0,0.0,253.04650375,2380.97924875,572.5262325,-253.04650375,2700.4589775,None,NO_5,2026-04-23
2026-01-03 20:00:00+00:00,2497.21633575,0.0,626.28859225,0.0,0.0,266.72485700000004,2497.21633575,626.28859225,-266.72485700000004,2856.7800709999997,None,NO_5,2026-04-23
2026-01-03 21:00:00+00:00,2338.64035575,0.0,616.1856215,0.0,0.0,258.32080825,2338.64035575,616.1856215,-258.32080825,2696.5051689999996,None,NO_5,2026-04-23
2026-01-03 22:00:00+00:00,2281.227237,0.0,600.4740025,0.0,0.0,196.54581224999998,2281.227237,600.4740025,-196.54581224999998,2685.1554272500002,None,NO_5,2026-04-23
2026-01-03 23:00:00+00:00,2460.09513175,0.0,565.35818375,0.0,0.0,259.9005615,2460.09513175,565.35818375,-259.9005615,2765.552754,None,NO_5,2026-04-23
2026-01-04 00:00:00+00:00,2410.0383365000002,0.0,544.1464015,0.0,0.0,286.051292,2410.0383365000002,544.1464015,-286.051292,2668.1334460000003,None,NO_5,2026-04-23
2026-01-04 01:00:00+00:00,2400.34866675,0.0,542.70227675,0.0,0.0,277.31208725,2400.34866675,542.70227675,-277.31208725,2665.7388562500005,None,NO_5,2026-04-23
2026-01-04 02:00:00+00:00,2315.83038475,0.0,494.93393325,0.0,0.0,284.19666425,2315.83038475,494.93393325,-284.19666425,2526.56765375,None,NO_5,2026-04-23
2026-01-04 03:00:00+00:00,2216.23748975,0.0,437.72229200000004,0.0,0.0,320.155575,2216.23748975,437.72229200000004,-320.155575,2333.80420675,None,NO_5,2026-04-23
2026-01-04 04:00:00+00:00,2196.254424,0.0,446.67846399999996,0.0,0.0,297.92529275000004,2196.254424,446.67846399999996,-297.92529275000004,2345.00759525,None,NO_5,2026-04-23
2026-01-04 05:00:00+00:00,2118.37570175,0.0,406.13515825,0.0,0.0,335.2683135,2118.37570175,406.13515825,-335.2683135,2189.2425465000006,None,NO_5,2026-04-23
2026-01-04 06:00:00+00:00,2258.1324895,0.0,402.0775165,0.0,0.0,325.64344475,2258.1324895,402.0775165,-325.64344475,2334.5665612499997,None,NO_5,2026-04-23
2026-01-04 07:00:00+00:00,2182.4718655,0.0,346.32205550000003,0.0,0.0,297.24969550000003,2182.4718655,346.32205550000003,-297.24969550000003,2231.5442255000003,None,NO_5,2026-04-23
2026-01-04 08:00:00+00:00,2389.1470062500002,0.0,349.03891325,0.0,0.0,160.66058425,2389.1470062500002,349.03891325,-160.66058425,2577.5253352500004,None,NO_5,2026-04-23
2026-01-04 09:00:00+00:00,2335.4299405,0.0,383.9753025,0.0,0.0,190.26812475,2335.4299405,383.9753025,-190.26812475,2529.13711825,None,NO_5,2026-04-23
2026-01-04 10:00:00+00:00,2308.7094562499997,0.0,294.428846,0.0,0.0,154.16824624999998,2308.7094562499997,294.428846,-154.16824624999998,2448.9700559999997,None,NO_5,2026-04-23
2026-01-04 11:00:00+00:00,2297.32715425,0.0,259.15439325,0.0,0.0,148.2286265,2297.32715425,259.15439325,-148.2286265,2408.2529210000002,None,NO_5,2026-04-23
2026-01-04 12:00:00+00:00,2130.381467,0.0,208.51785875000002,0.0,0.0,112.20463975,2130.381467,208.51785875000002,-112.20463975,2226.6946860000003,None,NO_5,2026-04-23
2026-01-04 13:00:00+00:00,2147.01941025,0.0,187.78841649999998,0.0,0.0,149.1878165,2147.01941025,187.78841649999998,-149.1878165,2185.62001025,None,NO_5,2026-04-23
2026-01-04 14:00:00+00:00,2176.2555,0.0,64.32084975000001,0.0,0.0,80.49083949999999,2176.2555,64.32084975000001,-80.49083949999999,2160.08551025,None,NO_5,2026-04-23
2026-01-04 15:00:00+00:00,2226.9769365,0.0,49.273667,0.0,48.4220735,11.12305275,2226.9769365,49.273667,37.299020750000004,2313.5496242500003,None,NO_5,2026-04-23
2026-01-04 16:00:00+00:00,2369.53753525,0.0,41.596144,0.0,2.44480125,0.0,2369.53753525,41.596144,2.44480125,2413.5784805000003,None,NO_5,2026-04-23
2026-01-04 17:00:00+00:00,2403.7840305,0.0,18.1693285,0.0,76.44403675,0.0,2403.7840305,18.1693285,76.44403675,2498.39739575,None,NO_5,2026-04-23
2026-01-04 18:00:00+00:00,2554.1413199999997,0.0,144.222772,0.0,0.0,82.962808,2554.1413199999997,144.222772,-82.962808,2615.4012839999996,None,NO_5,2026-04-23
2026-01-04 19:00:00+00:00,2638.10795425,0.0,148.282147,0.0,0.0,76.7186965,2638.10795425,148.282147,-76.7186965,2709.67140475,None,NO_5,2026-04-23
2026-01-04 20:00:00+00:00,2724.47221725,0.0,191.00539,0.0,0.0,45.09309175,2724.47221725,191.00539,-45.09309175,2870.3845155,None,NO_5,2026-04-23
2026-01-04 21:00:00+00:00,2709.31951875,0.0,274.89675850000003,0.0,0.0,127.46245425000001,2709.31951875,274.89675850000003,-127.46245425000001,2856.753823,None,NO_5,2026-04-23
2026-01-04 22:00:00+00:00,2512.89540325,0.0,208.9958905,0.0,50.096900000000005,0.0,2512.89540325,208.9958905,50.096900000000005,2771.98819375,None,NO_5,2026-04-23
2026-01-04 23:00:00+00:00,2383.56382825,0.0,106.9035845,0.0,55.522301999999996,18.2638465,2383.56382825,106.9035845,37.2584555,2527.7258682499996,None,NO_5,2026-04-23
2026-01-05 00:00:00+00:00,2272.535659,0.0,94.934815,0.0,191.382876,0.0,2272.535659,94.934815,191.382876,2558.8533500000003,None,NO_5,2026-04-23
2026-01-05 01:00:00+00:00,2400.085604,0.0,159.32754425000002,0.0,175.50178875,0.0,2400.085604,159.32754425000002,175.50178875,2734.9149369999996,None,NO_5,2026-04-23
2026-01-05 02:00:00+00:00,2351.43575775,0.0,76.946697,0.0,204.7384735,0.0,2351.43575775,76.946697,204.7384735,2633.12092825,None,NO_5,2026-04-23
2026-01-05 03:00:00+00:00,2334.999489,0.0,115.25485499999999,0.0,105.3502175,0.0,2334.999489,115.25485499999999,105.3502175,2555.6045615,None,NO_5,2026-04-23
2026-01-05 04:00:00+00:00,2346.790733,0.0,87.01806024999999,0.0,126.815568,0.0,2346.790733,87.01806024999999,126.815568,2560.6243612499998,None,NO_5,2026-04-23
2026-01-05 05:00:00+00:00,2412.5581700000002,0.0,7.7613080000000005,8.9639655,171.42278525,0.0,2412.5581700000002,-1.2026575,171.42278525,2582.77829775,None,NO_5,2026-04-23
2026-01-05 06:00:00+00:00,2422.42879225,0.0,0.0,60.467149750000004,143.1213965,0.0,2422.42879225,-60.467149750000004,143.1213965,2505.083039,None,NO_5,2026-04-23
2026-01-05 07:00:00+00:00,2398.1487967499997,0.0,0.0,34.552268250000004,113.59449175,0.0,2398.1487967499997,-34.552268250000004,113.59449175,2477.19102025,None,NO_5,2026-04-23
2026-01-05 08:00:00+00:00,2424.10939775,0.0,0.0,28.00340775,107.46990825,0.0,2424.10939775,-28.00340775,107.46990825,2503.57589825,None,NO_5,2026-04-23
2026-01-05 09:00:00+00:00,2385.6033079999997,0.0,0.0,49.04525925,169.1455305,0.0,2385.6033079999997,-49.04525925,169.1455305,2505.7035792499996,None,NO_5,2026-04-23
2026-01-05 10:00:00+00:00,2363.84855025,0.0,0.0,40.70069975,189.64093375,0.0,2363.84855025,-40.70069975,189.64093375,2512.78878425,None,NO_5,2026-04-23
2026-01-05 11:00:00+00:00,2380.4302415,0.0,0.0,25.231125749999997,155.85599725,0.0,2380.4302415,-25.231125749999997,155.85599725,2511.0551130000003,None,NO_5,2026-04-23
2026-01-05 12:00:00+00:00,2357.27877725,0.0,0.0,49.062146,152.20752825,0.0,2357.27877725,-49.062146,152.20752825,2460.4241595,None,NO_5,2026-04-23
2026-01-05 13:00:00+00:00,2364.535257,0.0,0.0,68.1134965,179.4609415,0.0,2364.535257,-68.1134965,179.4609415,2475.882702,None,NO_5,2026-04-23
2026-01-05 14:00:00+00:00,2389.10344925,0.0,0.0,55.64591125,218.02403049999998,0.0,2389.10344925,-55.64591125,218.02403049999998,2551.4815684999994,None,NO_5,2026-04-23
2026-01-05 15:00:00+00:00,2506.72739925,0.0,0.0,32.43148275,180.7326675,0.0,2506.72739925,-32.43148275,180.7326675,2655.0285839999997,None,NO_5,2026-04-23
2026-01-05 16:00:00+00:00,2590.6649695,0.0,39.35212175,11.53576925,134.35502725,0.0,2590.6649695,27.8163525,134.35502725,2752.8363492500002,None,NO_5,2026-04-23
2026-01-05 17:00:00+00:00,2583.64794175,0.0,118.29105150000001,0.0,50.2619695,0.0,2583.64794175,118.29105150000001,50.2619695,2752.2009627499997,None,NO_5,2026-04-23
2026-01-05 18:00:00+00:00,2674.60989625,0.0,83.26113575,0.0,165.23563175,0.0,2674.60989625,83.26113575,165.23563175,2923.10666375,None,NO_5,2026-04-23
2026-01-05 19:00:00+00:00,2533.051715,0.0,74.5057315,0.0,129.60975374999998,0.0,2533.051715,74.5057315,129.60975374999998,2737.16720025,None,NO_5,2026-04-23
2026-01-05 20:00:00+00:00,2436.65796525,0.0,28.9977925,0.0,200.76908175,0.0,2436.65796525,28.9977925,200.76908175,2666.4248395,None,NO_5,2026-04-23
2026-01-05 21:00:00+00:00,2527.80106275,0.0,14.23595675,4.90827125,252.46668925,0.0,2527.80106275,9.3276855,252.46668925,2789.5954374999997,None,NO_5,2026-04-23
2026-01-05 22:00:00+00:00,2533.800252,0.0,0.0,34.325208,277.6377085,0.0,2533.800252,-34.325208,277.6377085,2777.1127524999997,None,NO_5,2026-04-23
2026-01-05 23:00:00+00:00,2727.1084115000003,0.0,8.779291,8.5502345,245.99161125,0.0,2727.1084115000003,0.22905650000000044,245.99161125,2973.32907925,None,NO_5,2026-04-23
2026-01-06 00:00:00+00:00,2658.0750785,0.0,19.03186475,10.34523575,198.132517,0.0,2658.0750785,8.686629,198.132517,2864.8942245,None,NO_5,2026-04-23
2026-01-06 01:00:00+00:00,2732.10120675,0.0,53.5815835,0.0,218.836109,0.0,2732.10120675,53.5815835,218.836109,3004.51889925,None,NO_5,2026-04-23
2026-01-06 02:00:00+00:00,2765.00624875,0.0,83.8054165,0.0,219.396253,0.0,2765.00624875,83.8054165,219.396253,3068.2079182499997,None,NO_5,2026-04-23
2026-01-06 03:00:00+00:00,2733.91404925,0.0,87.047504,0.0,225.20623,0.0,2733.91404925,87.047504,225.20623,3046.16778325,None,NO_5,2026-04-23
2026-01-06 04:00:00+00:00,2615.91888275,0.0,7.2689875,24.330919,223.414604,0.0,2615.91888275,-17.0619315,223.414604,2822.2715552500003,None,NO_5,2026-04-23
2026-01-06 05:00:00+00:00,2764.91100525,0.0,0.0,38.070225,253.42938500000002,0.0,2764.91100525,-38.070225,253.42938500000002,2980.27016525,None,NO_5,2026-04-23
2026-01-06 06:00:00+00:00,2785.218381,0.0,0.0,62.0848375,246.12288275,0.0,2785.218381,-62.0848375,246.12288275,2969.25642625,None,NO_5,2026-04-23
2026-01-06 07:00:00+00:00,2924.45011075,0.0,11.84731225,0.0,229.561866,0.0,2924.45011075,11.84731225,229.561866,3165.859289,None,NO_5,2026-04-23
2026-01-06 08:00:00+00:00,2908.9985935,0.0,81.1366215,0.0,171.40532725,0.0,2908.9985935,81.1366215,171.40532725,3161.54054225,None,NO_5,2026-04-23
2026-01-06 09:00:00+00:00,2967.133304,0.0,91.13231400000001,0.0,199.193219,0.0,2967.133304,91.13231400000001,199.193219,3257.458837,None,NO_5,2026-04-23
2026-01-06 10:00:00+00:00,2898.8548945000002,0.0,85.48567299999999,0.0,174.46296875000002,0.0,2898.8548945000002,85.48567299999999,174.46296875000002,3158.8035362500004,None,NO_5,2026-04-23
2026-01-06 11:00:00+00:00,2917.36406375,0.0,120.32766674999999,0.0,123.30133625,0.0,2917.36406375,120.32766674999999,123.30133625,3160.99306675,None,NO_5,2026-04-23
2026-01-06 12:00:00+00:00,2917.4903865,0.0,145.385377,0.0,86.6065775,0.0,2917.4903865,145.385377,86.6065775,3149.4823410000004,None,NO_5,2026-04-23
2026-01-06 13:00:00+00:00,2947.39199275,0.0,69.288009,0.0,142.819378,0.0,2947.39199275,69.288009,142.819378,3159.49937975,None,NO_5,2026-04-23
2026-01-06 14:00:00+00:00,2927.710921,0.0,21.117625500000003,0.0,219.24874175,0.0,2927.710921,21.117625500000003,219.24874175,3168.07728825,None,NO_5,2026-04-23
2026-01-06 15:00:00+00:00,2983.265429,0.0,20.78984475,0.0,175.2489385,0.0,2983.265429,20.78984475,175.2489385,3179.30421225,None,NO_5,2026-04-23
2026-01-06 16:00:00+00:00,2966.38092325,0.0,83.11521475,0.0,105.613377,0.0,2966.38092325,83.11521475,105.613377,3155.109515,None,NO_5,2026-04-23
2026-01-06 17:00:00+00:00,2990.6226779999997,0.0,139.98218625,0.0,55.4206055,0.0,2990.6226779999997,139.98218625,55.4206055,3186.0254697499995,None,NO_5,2026-04-23
2026-01-06 18:00:00+00:00,3003.7370145,0.0,131.667566,0.0,61.6564045,0.0,3003.7370145,131.667566,61.6564045,3197.060985,None,NO_5,2026-04-23
2026-01-06 19:00:00+00:00,3001.9658065,0.0,85.39084650000001,0.0,72.29045024999999,0.0,3001.9658065,85.39084650000001,72.29045024999999,3159.64710325,None,NO_5,2026-04-23
2026-01-06 20:00:00+00:00,2922.48925925,0.0,76.83476575,0.0,56.783559249999996,0.0,2922.48925925,76.83476575,56.783559249999996,3056.10758425,None,NO_5,2026-04-23
2026-01-06 21:00:00+00:00,2903.0995765000002,0.0,59.18265475,0.0,156.181474,0.0,2903.0995765000002,59.18265475,156.181474,3118.46370525,None,NO_5,2026-04-23
2026-01-06 22:00:00+00:00,2763.128517,0.0,18.365910999999997,52.98058,200.20592075,0.0,2763.128517,-34.614669000000006,200.20592075,2928.71976875,None,NO_5,2026-04-23
2026-01-06 23:00:00+00:00,2499.2606662499998,0.0,21.32167225,19.95458775,185.94997725,0.0,2499.2606662499998,1.3670844999999971,185.94997725,2686.5777279999998,None,NO_5,2026-04-23
2026-01-07 00:00:00+00:00,2509.78913375,0.0,26.287429500000002,17.098087,187.17955575000002,0.0,2509.78913375,9.189342500000002,187.17955575000002,2706.158032,None,NO_5,2026-04-23
2026-01-07 01:00:00+00:00,2324.5682232500003,0.0,0.0,77.72436450000001,147.81437425,0.0,2324.5682232500003,-77.72436450000001,147.81437425,2394.6582330000006,None,NO_5,2026-04-23
2026-01-07 02:00:00+00:00,2175.1244015,0.0,0.0,115.14530625,139.8168545,0.0,2175.1244015,-115.14530625,139.8168545,2199.79594975,None,NO_5,2026-04-23
2026-01-07 03:00:00+00:00,1894.88814125,0.0,0.0,228.14444924999998,139.38225025,0.0,1894.88814125,-228.14444924999998,139.38225025,1806.12594225,None,NO_5,2026-04-23
2026-01-07 04:00:00+00:00,2191.238212,0.0,0.0,182.7976585,267.1625225,0.0,2191.238212,-182.7976585,267.1625225,2275.6030760000003,None,NO_5,2026-04-23
2026-01-07 05:00:00+00:00,2303.12018575,0.0,0.0,104.62384025,215.66475450000002,0.0,2303.12018575,-104.62384025,215.66475450000002,2414.1611000000003,None,NO_5,2026-04-23
2026-01-07 06:00:00+00:00,2537.317133,0.0,28.361283,16.75515075,186.599596,0.0,2537.317133,11.606132250000002,186.599596,2735.52286125,None,NO_5,2026-04-23
2026-01-07 07:00:00+00:00,2522.734288,0.0,0.0,61.58732125,143.56117849999998,0.0,2522.734288,-61.58732125,143.56117849999998,2604.70814525,None,NO_5,2026-04-23
