,GB_BE,BE_GB,GB_FR,FR_GB,GB_NL,NL_GB,GB_NO_2,NO_2_GB,GB_DK_1,DK_1_GB,GB_BE_net_export,GB_FR_net_export,GB_NL_net_export,GB_NO_2_net_export,GB_DK_1_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.0,239.12143025,2038.065,0.0,0.0,1017.2099999999999,0.0,675.4286529999999,0.0,1011.3199999999999,-239.12143025,2038.065,-1017.2099999999999,-675.4286529999999,-1011.3199999999999,-905.0150832499997,None,GB,2026-04-23
2026-01-01 01:00:00+00:00,0.0,351.881448,2719.9975,0.0,0.0,860.5775,0.0,670.68651375,0.0,1000.4,-351.881448,2719.9975,-860.5775,-670.68651375,-1000.4,-163.54796175,None,GB,2026-04-23
2026-01-01 02:00:00+00:00,0.0,144.122864,2043.22,0.0,0.0,962.5825,0.0,388.4941175,0.0,1000.4,-144.122864,2043.22,-962.5825,-388.4941175,-1000.4,-452.3794814999999,None,GB,2026-04-23
2026-01-01 03:00:00+00:00,0.0,84.41273000000001,2097.83,0.0,0.0,723.9549999999999,0.348611,33.2604715,0.0,999.8225,-84.41273000000001,2097.83,-723.9549999999999,-32.9118605,-999.8225,256.7279094999999,None,GB,2026-04-23
2026-01-01 04:00:00+00:00,0.0,168.0965285,2624.2175,0.0,0.0,664.66,127.663716,0.0,0.0,976.875,-168.0965285,2624.2175,-664.66,127.663716,-976.875,942.2496875000002,None,GB,2026-04-23
2026-01-01 05:00:00+00:00,396.669264,0.0,2479.1225,0.0,0.0,754.295,148.606763,0.0,0.0,998.47,396.669264,2479.1225,-754.295,148.606763,-998.47,1271.6335270000002,None,GB,2026-04-23
2026-01-01 06:00:00+00:00,24.101342,3.7073635,2148.915,0.0,0.0,799.9549999999999,333.8937525,0.0,0.0,982.955,20.3939785,2148.915,-799.9549999999999,333.8937525,-982.955,720.2927309999999,None,GB,2026-04-23
2026-01-01 07:00:00+00:00,0.0,680.093344,1436.6625,0.0,0.0,804.7975,221.636148,0.0,0.0,998.9525,-680.093344,1436.6625,-804.7975,221.636148,-998.9525,-825.5446960000002,None,GB,2026-04-23
2026-01-01 08:00:00+00:00,0.0,856.31032,98.7875,10.39,0.0,666.175,133.395078,0.0,0.0,999.38,-856.31032,88.3975,-666.175,133.395078,-999.38,-2300.072742,None,GB,2026-04-23
2026-01-01 09:00:00+00:00,0.0,737.5539679999999,0.0,1052.0325,0.0,595.6875,6.186159,0.0002145,0.0,999.38,-737.5539679999999,-1052.0325,-595.6875,6.1859445,-999.38,-3378.4680235,None,GB,2026-04-23
2026-01-01 10:00:00+00:00,0.0,757.24688,0.0,2073.765,0.0,369.14,3.81568025,1.41686275,0.0,999.38,-757.24688,-2073.765,-369.14,2.3988175000000003,-999.38,-4197.1330625,None,GB,2026-04-23
2026-01-01 11:00:00+00:00,0.0,1037.917696,0.0,2264.1375,0.2425,0.03,98.731391,0.0,0.0,999.38,-1037.917696,-2264.1375,0.2125,98.731391,-999.38,-4202.491305,None,GB,2026-04-23
2026-01-01 12:00:00+00:00,0.0,1041.59024,0.0,3369.1775,0.0,363.995,0.0,79.82903999999999,0.0,999.38,-1041.59024,-3369.1775,-363.995,-79.82903999999999,-999.38,-5853.971779999999,None,GB,2026-04-23
2026-01-01 13:00:00+00:00,0.0,1041.622736,0.0,3348.125,0.0,849.62,0.0,74.68738450000001,0.0,999.38,-1041.622736,-3348.125,-849.62,-74.68738450000001,-999.38,-6313.4351205,None,GB,2026-04-23
2026-01-01 14:00:00+00:00,0.0,1003.55088,0.0,3372.315,0.0,320.585,0.0,505.10408025000004,0.0,999.38,-1003.55088,-3372.315,-320.585,-505.10408025000004,-999.38,-6200.934960250001,None,GB,2026-04-23
2026-01-01 15:00:00+00:00,0.0,1021.207872,0.0,3365.5,0.0,962.63,0.0,969.774496,0.0,999.38,-1021.207872,-3365.5,-962.63,-969.774496,-999.38,-7318.492368,None,GB,2026-04-23
2026-01-01 16:00:00+00:00,0.0,1008.99704,0.0,3560.7075,0.0,715.8375,0.0,1424.13166375,0.0,999.38,-1008.99704,-3560.7075,-715.8375,-1424.13166375,-999.38,-7709.053703749999,None,GB,2026-04-23
2026-01-01 17:00:00+00:00,0.0,1021.440032,0.0,3564.5475,0.0,1044.56,0.0,1445.539117,0.0,999.38,-1021.440032,-3564.5475,-1044.56,-1445.539117,-999.38,-8075.466649000001,None,GB,2026-04-23
2026-01-01 18:00:00+00:00,0.0,1021.481808,0.0,3561.8325,0.0,1074.5475000000001,0.0,1446.120353,0.0,999.38,-1021.481808,-3561.8325,-1074.5475000000001,-1446.120353,-999.38,-8103.362161,None,GB,2026-04-23
2026-01-01 19:00:00+00:00,0.0,1012.214544,0.0,3349.0625,0.0,1073.1174999999998,0.0,1446.443104,0.0,999.38,-1012.214544,-3349.0625,-1073.1174999999998,-1446.443104,-999.38,-7880.217648000001,None,GB,2026-04-23
2026-01-01 20:00:00+00:00,0.0,1019.169648,0.0,2779.435,0.0,1060.1025,0.0,1434.90172075,0.0,999.38,-1019.169648,-2779.435,-1060.1025,-1434.90172075,-999.38,-7292.98886875,None,GB,2026-04-23
2026-01-01 21:00:00+00:00,0.0,683.68464,0.0,1804.495,0.0,806.655,0.0,1139.880955,0.0,999.38,-683.68464,-1804.495,-806.655,-1139.880955,-999.38,-5434.095595,None,GB,2026-04-23
2026-01-01 22:00:00+00:00,0.0,85.4481,0.0,1380.6625,0.0,743.625,0.0,679.850317,0.0,999.38,-85.4481,-1380.6625,-743.625,-679.850317,-999.38,-3888.965917,None,GB,2026-04-23
2026-01-01 23:00:00+00:00,0.0,224.138764,0.0,1435.985,0.0,807.265,0.0,221.20478150000002,0.0,994.9775,-224.138764,-1435.985,-807.265,-221.20478150000002,-994.9775,-3683.5710455,None,GB,2026-04-23
2026-01-02 00:00:00+00:00,0.0,185.108148,0.0,2871.6625,0.0,786.535,228.56445525,0.0,0.0,808.92,-185.108148,-2871.6625,-786.535,228.56445525,-808.92,-4423.66119275,None,GB,2026-04-23
2026-01-02 01:00:00+00:00,0.0,152.956,0.0,2740.58,0.0,443.34749999999997,671.4973132499999,0.0,0.0,768.9100000000001,-152.956,-2740.58,-443.34749999999997,671.4973132499999,-768.9100000000001,-3434.29618675,None,GB,2026-04-23
2026-01-02 02:00:00+00:00,0.0,129.175018,0.0,2476.595,0.0,722.8175,982.33612225,0.0,0.0,917.8725000000001,-129.175018,-2476.595,-722.8175,982.33612225,-917.8725000000001,-3264.1238957499995,None,GB,2026-04-23
2026-01-02 03:00:00+00:00,0.0,121.730114,0.0,2298.41,0.0,257.2075,990.7755647500001,0.0,0.0,673.83,-121.730114,-2298.41,-257.2075,990.7755647500001,-673.83,-2360.40204925,None,GB,2026-04-23
2026-01-02 04:00:00+00:00,12.26656625,0.0,0.0,1845.3125,0.0,103.5575,832.2987049999999,0.0,0.0,360.12,12.26656625,-1845.3125,-103.5575,832.2987049999999,-360.12,-1464.4247287500002,None,GB,2026-04-23
2026-01-02 05:00:00+00:00,274.119672,0.0,0.0,1444.4675,138.185,0.0,397.164471,0.0,0.0,287.85,274.119672,-1444.4675,138.185,397.164471,-287.85,-922.848357,None,GB,2026-04-23
2026-01-02 06:00:00+00:00,487.709752,0.0,0.0,1308.535,0.0,198.56,6.09188625,58.6201225,0.0,383.765,487.709752,-1308.535,-198.56,-52.52823625,-383.765,-1455.67848425,None,GB,2026-04-23
2026-01-02 07:00:00+00:00,283.81639825,0.0,0.0,2608.7675,0.0,182.18,0.0,505.71550475000004,0.0,978.7650000000001,283.81639825,-2608.7675,-182.18,-505.71550475000004,-978.7650000000001,-3991.6116064999997,None,GB,2026-04-23
2026-01-02 08:00:00+00:00,0.0,312.764928,0.0,3453.375,0.0,1019.1375,0.0,970.0707875,0.0,999.215,-312.764928,-3453.375,-1019.1375,-970.0707875,-999.215,-6754.5632155,None,GB,2026-04-23
2026-01-02 09:00:00+00:00,0.0,847.261296,0.0,3562.145,0.0,1068.31,0.0,1424.3369295,0.0,999.34,-847.261296,-3562.145,-1068.31,-1424.3369295,-999.34,-7901.393225500001,None,GB,2026-04-23
2026-01-02 10:00:00+00:00,0.0,863.827184,0.0,3559.595,0.0,1066.1875,0.0,1445.82244875,0.0,999.34,-863.827184,-3559.595,-1066.1875,-1445.82244875,-999.34,-7934.77213275,None,GB,2026-04-23
2026-01-02 11:00:00+00:00,0.0,999.9596,0.0,3206.54,0.0,1011.1925,0.0,1446.36815975,0.0,999.34,-999.9596,-3206.54,-1011.1925,-1446.36815975,-999.34,-7663.40025975,None,GB,2026-04-23
2026-01-02 12:00:00+00:00,0.0,1023.0789599999999,0.0,3371.8775,0.0,942.0275,0.0,1446.94779825,0.0,999.1825,-1023.0789599999999,-3371.8775,-942.0275,-1446.94779825,-999.1825,-7783.114258250001,None,GB,2026-04-23
2026-01-02 13:00:00+00:00,0.0,808.100672,0.0,3418.4825,0.0,992.855,0.0,1447.03499675,0.0,990.6725,-808.100672,-3418.4825,-992.855,-1447.03499675,-990.6725,-7657.1456687499995,None,GB,2026-04-23
2026-01-02 14:00:00+00:00,0.0,878.347872,0.0,3468.8325,0.0,521.46,0.0,1446.9421335,0.0,999.115,-878.347872,-3468.8325,-521.46,-1446.9421335,-999.115,-7314.697505499999,None,GB,2026-04-23
2026-01-02 15:00:00+00:00,0.0,741.618848,0.0,3400.3025,0.0,1065.7325,0.0,1447.1069822499999,0.0,1005.25,-741.618848,-3400.3025,-1065.7325,-1447.1069822499999,-1005.25,-7660.010830249999,None,GB,2026-04-23
2026-01-02 16:00:00+00:00,0.0,645.088128,0.0,3310.595,0.0,1018.695,0.0,1447.26985175,0.0,1254.405,-645.088128,-3310.595,-1018.695,-1447.26985175,-1254.405,-7676.052979749999,None,GB,2026-04-23
2026-01-02 17:00:00+00:00,0.0,826.82088,0.0,3381.7625,0.0,1067.99,0.0,1447.192754,0.0,1450.915,-826.82088,-3381.7625,-1067.99,-1447.192754,-1450.915,-8174.6811339999995,None,GB,2026-04-23
2026-01-02 18:00:00+00:00,0.0,716.2546239999999,0.0,3495.8475,0.0,1068.2325,0.0,1447.1798945,0.0,1455.73,-716.2546239999999,-3495.8475,-1068.2325,-1447.1798945,-1455.73,-8183.2445185,None,GB,2026-04-23
2026-01-02 19:00:00+00:00,0.0,764.7916,0.0,3334.515,0.0,1068.1925,0.0,1447.09332425,0.0,1455.73,-764.7916,-3334.515,-1068.1925,-1447.09332425,-1455.73,-8070.32242425,None,GB,2026-04-23
2026-01-02 20:00:00+00:00,0.0,216.640468,0.0,3035.8875,0.0,1068.1425,0.0,1447.180679,0.0,1455.73,-216.640468,-3035.8875,-1068.1425,-1447.180679,-1455.73,-7223.581147000001,None,GB,2026-04-23
2026-01-02 21:00:00+00:00,100.32630275,0.0,0.0,1424.9025,0.0,1062.5075,0.0,1447.2533827500001,0.0,1455.08,100.32630275,-1424.9025,-1062.5075,-1447.2533827500001,-1455.08,-5289.41708,None,GB,2026-04-23
2026-01-02 22:00:00+00:00,393.700128,0.0,0.0,1283.92,0.0,919.2075,0.0,1447.40177525,0.0,1413.7325,393.700128,-1283.92,-919.2075,-1447.40177525,-1413.7325,-4670.5616472500005,None,GB,2026-04-23
2026-01-02 23:00:00+00:00,335.519832,0.0,0.0,811.9125,0.0,420.645,0.0,1447.30384125,0.0,935.4625,335.519832,-811.9125,-420.645,-1447.30384125,-935.4625,-3279.80400925,None,GB,2026-04-23
2026-01-03 00:00:00+00:00,0.0,42.821551,0.0,891.04,0.0,370.53000000000003,0.0,1439.62367025,0.0,1127.165,-42.821551,-891.04,-370.53000000000003,-1439.62367025,-1127.165,-3871.1802212499997,None,GB,2026-04-23
2026-01-03 01:00:00+00:00,0.0,175.854832,0.0,1192.1575,0.0,727.8525,0.0,1250.5348005,0.0,1243.0974999999999,-175.854832,-1192.1575,-727.8525,-1250.5348005,-1243.0974999999999,-4589.497132500001,None,GB,2026-04-23
2026-01-03 02:00:00+00:00,0.0,199.49652,0.0,1195.81,0.0,653.7275,0.0,974.06086525,0.0,870.9875,-199.49652,-1195.81,-653.7275,-974.06086525,-870.9875,-3894.08238525,None,GB,2026-04-23
2026-01-03 03:00:00+00:00,0.0,207.40571599999998,0.0,1060.5925,0.0,388.4425,0.0,786.20699875,0.0,701.0275,-207.40571599999998,-1060.5925,-388.4425,-786.20699875,-701.0275,-3143.67521475,None,GB,2026-04-23
2026-01-03 04:00:00+00:00,0.0,122.670304,0.0,623.58,0.0,250.39,0.0,451.54386725,0.0,536.015,-122.670304,-623.58,-250.39,-451.54386725,-536.015,-1984.1991712499998,None,GB,2026-04-23
2026-01-03 05:00:00+00:00,16.837509750000002,0.0,0.0,643.62,0.0,104.3475,0.3294245,30.74246925,0.0,394.69,16.837509750000002,-643.62,-104.3475,-30.413044749999997,-394.69,-1156.233035,None,GB,2026-04-23
2026-01-03 06:00:00+00:00,4.87505475,0.0,0.0,706.585,0.0,143.3625,0.0,275.1764945,0.0,251.74,4.87505475,-706.585,-143.3625,-275.1764945,-251.74,-1371.98893975,None,GB,2026-04-23
2026-01-03 07:00:00+00:00,0.0,128.40661799999998,0.0,1059.2175,0.0,317.1375,0.0,714.30440875,0.0,60.317499999999995,-128.40661799999998,-1059.2175,-317.1375,-714.30440875,-60.317499999999995,-2279.38352675,None,GB,2026-04-23
2026-01-03 08:00:00+00:00,0.0,430.553224,0.0,1138.09,0.0,453.425,0.0,920.53977825,0.0,159.475,-430.553224,-1138.09,-453.425,-920.53977825,-159.475,-3102.08300225,None,GB,2026-04-23
