,IT_CALA_IT_SICI,IT_SICI_IT_CALA,IT_CALA_IT_SUD,IT_SUD_IT_CALA,IT_CALA_IT_SICI_net_export,IT_CALA_IT_SUD_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,1326.98,0.0,222.51500000000001,0.0,1326.98,222.51500000000001,1549.4950000000001,None,IT_CALA,2026-04-23
2026-01-01 01:00:00+00:00,1253.365,0.0,362.97,0.0,1253.365,362.97,1616.335,None,IT_CALA,2026-04-23
2026-01-01 02:00:00+00:00,1136.8725,0.0,423.68,0.0,1136.8725,423.68,1560.5525,None,IT_CALA,2026-04-23
2026-01-01 03:00:00+00:00,1046.4125000000001,0.0,517.1999999999999,0.0,1046.4125000000001,517.1999999999999,1563.6125000000002,None,IT_CALA,2026-04-23
2026-01-01 04:00:00+00:00,986.4575,0.0,547.6925,0.0,986.4575,547.6925,1534.15,None,IT_CALA,2026-04-23
2026-01-01 05:00:00+00:00,990.6075,0.0,391.0625,0.0,990.6075,391.0625,1381.67,None,IT_CALA,2026-04-23
2026-01-01 06:00:00+00:00,874.535,0.0,458.5625,0.0,874.535,458.5625,1333.0974999999999,None,IT_CALA,2026-04-23
2026-01-01 07:00:00+00:00,688.1899999999999,0.0,578.5125,0.0,688.1899999999999,578.5125,1266.7024999999999,None,IT_CALA,2026-04-23
2026-01-01 08:00:00+00:00,555.125,0.0,157.53500000000003,55.165000000000006,555.125,102.37000000000002,657.495,None,IT_CALA,2026-04-23
2026-01-01 09:00:00+00:00,484.59749999999997,0.0,0.0,137.52249999999998,484.59749999999997,-137.52249999999998,347.075,None,IT_CALA,2026-04-23
2026-01-01 10:00:00+00:00,436.725,0.0,0.0,68.655,436.725,-68.655,368.07000000000005,None,IT_CALA,2026-04-23
2026-01-01 11:00:00+00:00,420.42,0.0,0.0,73.1875,420.42,-73.1875,347.2325,None,IT_CALA,2026-04-23
2026-01-01 12:00:00+00:00,400.2825,0.0,4.0275,58.215,400.2825,-54.1875,346.095,None,IT_CALA,2026-04-23
2026-01-01 13:00:00+00:00,205.875,0.0,100.49,0.0,205.875,100.49,306.365,None,IT_CALA,2026-04-23
2026-01-01 14:00:00+00:00,319.15,0.0,403.57,0.0,319.15,403.57,722.72,None,IT_CALA,2026-04-23
2026-01-01 15:00:00+00:00,312.835,0.0,986.9549999999999,0.0,312.835,986.9549999999999,1299.79,None,IT_CALA,2026-04-23
2026-01-01 16:00:00+00:00,264.64,0.0,1023.2175,0.0,264.64,1023.2175,1287.8575,None,IT_CALA,2026-04-23
2026-01-01 17:00:00+00:00,267.6725,0.0,1050.0625,0.0,267.6725,1050.0625,1317.7350000000001,None,IT_CALA,2026-04-23
2026-01-01 18:00:00+00:00,266.70000000000005,0.0,1174.1275,0.0,266.70000000000005,1174.1275,1440.8275,None,IT_CALA,2026-04-23
2026-01-01 19:00:00+00:00,349.755,0.0,1011.39,0.0,349.755,1011.39,1361.145,None,IT_CALA,2026-04-23
2026-01-01 20:00:00+00:00,327.175,0.0,819.2075,0.0,327.175,819.2075,1146.3825,None,IT_CALA,2026-04-23
2026-01-01 21:00:00+00:00,553.12,0.0,511.71500000000003,0.0,553.12,511.71500000000003,1064.835,None,IT_CALA,2026-04-23
2026-01-01 22:00:00+00:00,811.3075,0.0,34.8775,0.0,811.3075,34.8775,846.185,None,IT_CALA,2026-04-23
2026-01-01 23:00:00+00:00,629.875,0.0,12.0525,8.9575,629.875,3.0950000000000006,632.97,None,IT_CALA,2026-04-23
2026-01-02 00:00:00+00:00,476.2175,0.0,151.805,0.0,476.2175,151.805,628.0225,None,IT_CALA,2026-04-23
2026-01-02 01:00:00+00:00,401.845,0.0,74.81,3.9175,401.845,70.8925,472.7375,None,IT_CALA,2026-04-23
2026-01-02 02:00:00+00:00,352.63,0.0,159.9175,12.195,352.63,147.7225,500.35249999999996,None,IT_CALA,2026-04-23
2026-01-02 03:00:00+00:00,253.255,0.0,391.5175,0.0,253.255,391.5175,644.7725,None,IT_CALA,2026-04-23
2026-01-02 04:00:00+00:00,248.9375,0.0,379.1475,0.0,248.9375,379.1475,628.085,None,IT_CALA,2026-04-23
2026-01-02 05:00:00+00:00,196.23250000000002,0.0,449.7525,0.0,196.23250000000002,449.7525,645.985,None,IT_CALA,2026-04-23
2026-01-02 06:00:00+00:00,24.52,54.4925,707.3725,0.0,-29.9725,707.3725,677.4,None,IT_CALA,2026-04-23
2026-01-02 07:00:00+00:00,0.0,260.8675,625.415,0.0,-260.8675,625.415,364.54749999999996,None,IT_CALA,2026-04-23
2026-01-02 08:00:00+00:00,0.0,588.13,337.175,0.0,-588.13,337.175,-250.95499999999998,None,IT_CALA,2026-04-23
2026-01-02 09:00:00+00:00,0.0,851.25,433.995,0.0,-851.25,433.995,-417.255,None,IT_CALA,2026-04-23
2026-01-02 10:00:00+00:00,0.0,985.9925,543.15,0.0,-985.9925,543.15,-442.8425,None,IT_CALA,2026-04-23
2026-01-02 11:00:00+00:00,0.0,1032.2175,602.0775,0.0,-1032.2175,602.0775,-430.14,None,IT_CALA,2026-04-23
2026-01-02 12:00:00+00:00,0.0,781.9175,547.2325,0.0,-781.9175,547.2325,-234.68500000000006,None,IT_CALA,2026-04-23
2026-01-02 13:00:00+00:00,0.0,606.625,544.7225,0.0,-606.625,544.7225,-61.90250000000003,None,IT_CALA,2026-04-23
2026-01-02 14:00:00+00:00,0.0,387.9575,685.005,0.0,-387.9575,685.005,297.0475,None,IT_CALA,2026-04-23
2026-01-02 15:00:00+00:00,0.0,61.755,920.375,0.0,-61.755,920.375,858.62,None,IT_CALA,2026-04-23
2026-01-02 16:00:00+00:00,94.7375,0.0,799.145,0.0,94.7375,799.145,893.8824999999999,None,IT_CALA,2026-04-23
2026-01-02 17:00:00+00:00,163.3375,0.0,712.3050000000001,0.0,163.3375,712.3050000000001,875.6425,None,IT_CALA,2026-04-23
2026-01-02 18:00:00+00:00,217.92749999999998,0.0,866.6075,0.0,217.92749999999998,866.6075,1084.5349999999999,None,IT_CALA,2026-04-23
2026-01-02 19:00:00+00:00,251.26749999999998,0.0,739.9300000000001,0.0,251.26749999999998,739.9300000000001,991.1975,None,IT_CALA,2026-04-23
2026-01-02 20:00:00+00:00,245.8725,0.0,756.1975,0.0,245.8725,756.1975,1002.0699999999999,None,IT_CALA,2026-04-23
2026-01-02 21:00:00+00:00,577.17,0.0,302.3675,0.0,577.17,302.3675,879.5374999999999,None,IT_CALA,2026-04-23
2026-01-02 22:00:00+00:00,335.6,0.0,213.82,0.0,335.6,213.82,549.4200000000001,None,IT_CALA,2026-04-23
2026-01-02 23:00:00+00:00,137.0825,0.0,40.125,8.7975,137.0825,31.3275,168.41000000000003,None,IT_CALA,2026-04-23
2026-01-03 00:00:00+00:00,67.53,0.0,0.0,79.13,67.53,-79.13,-11.599999999999994,None,IT_CALA,2026-04-23
2026-01-03 01:00:00+00:00,92.5875,0.0,0.0,77.13,92.5875,-77.13,15.45750000000001,None,IT_CALA,2026-04-23
2026-01-03 02:00:00+00:00,30.1475,0.0,0.0,44.04,30.1475,-44.04,-13.892499999999998,None,IT_CALA,2026-04-23
2026-01-03 03:00:00+00:00,70.485,0.0,0.0,113.02250000000001,70.485,-113.02250000000001,-42.53750000000001,None,IT_CALA,2026-04-23
2026-01-03 04:00:00+00:00,225.9325,0.0,0.0,338.6325,225.9325,-338.6325,-112.69999999999999,None,IT_CALA,2026-04-23
2026-01-03 05:00:00+00:00,360.2525,0.0,0.0,421.15,360.2525,-421.15,-60.89749999999998,None,IT_CALA,2026-04-23
2026-01-03 06:00:00+00:00,327.8075,0.0,0.0,428.9325,327.8075,-428.9325,-101.125,None,IT_CALA,2026-04-23
2026-01-03 07:00:00+00:00,313.31,0.0,0.0,442.0775,313.31,-442.0775,-128.76749999999998,None,IT_CALA,2026-04-23
2026-01-03 08:00:00+00:00,172.5225,0.0,0.0,363.875,172.5225,-363.875,-191.3525,None,IT_CALA,2026-04-23
2026-01-03 09:00:00+00:00,1.42,66.0375,0.13,127.815,-64.61749999999999,-127.685,-192.3025,None,IT_CALA,2026-04-23
2026-01-03 10:00:00+00:00,0.0,349.2525,156.5125,0.0,-349.2525,156.5125,-192.74,None,IT_CALA,2026-04-23
2026-01-03 11:00:00+00:00,0.0,459.9175,280.8875,0.0,-459.9175,280.8875,-179.03000000000003,None,IT_CALA,2026-04-23
2026-01-03 12:00:00+00:00,0.0,253.87,244.8675,0.0,-253.87,244.8675,-9.002499999999998,None,IT_CALA,2026-04-23
2026-01-03 13:00:00+00:00,0.0,125.3825,343.59749999999997,0.0,-125.3825,343.59749999999997,218.21499999999997,None,IT_CALA,2026-04-23
2026-01-03 14:00:00+00:00,18.47,25.9825,788.09,0.0,-7.512500000000003,788.09,780.5775,None,IT_CALA,2026-04-23
2026-01-03 15:00:00+00:00,74.9625,4.025,1018.9525000000001,0.0,70.9375,1018.9525000000001,1089.89,None,IT_CALA,2026-04-23
2026-01-03 16:00:00+00:00,159.505,0.0,1037.0175,0.0,159.505,1037.0175,1196.5225,None,IT_CALA,2026-04-23
2026-01-03 17:00:00+00:00,172.91500000000002,0.0,1040.4575,0.0,172.91500000000002,1040.4575,1213.3725,None,IT_CALA,2026-04-23
2026-01-03 18:00:00+00:00,115.19,0.0,1157.4875,0.0,115.19,1157.4875,1272.6775,None,IT_CALA,2026-04-23
2026-01-03 19:00:00+00:00,28.4875,7.637499999999999,1232.28,0.0,20.85,1232.28,1253.1299999999999,None,IT_CALA,2026-04-23
2026-01-03 20:00:00+00:00,4.1850000000000005,81.6825,1231.515,0.0,-77.4975,1231.515,1154.0175000000002,None,IT_CALA,2026-04-23
2026-01-03 21:00:00+00:00,0.0,86.45,1065.97,0.0,-86.45,1065.97,979.52,None,IT_CALA,2026-04-23
2026-01-03 22:00:00+00:00,87.77250000000001,0.0,759.1175,0.0,87.77250000000001,759.1175,846.89,None,IT_CALA,2026-04-23
2026-01-03 23:00:00+00:00,0.0,58.2975,235.15499999999997,0.0,-58.2975,235.15499999999997,176.85749999999996,None,IT_CALA,2026-04-23
2026-01-04 00:00:00+00:00,0.0,202.02,297.805,0.0,-202.02,297.805,95.785,None,IT_CALA,2026-04-23
2026-01-04 01:00:00+00:00,0.0,274.9725,375.3775,0.0,-274.9725,375.3775,100.40499999999997,None,IT_CALA,2026-04-23
