,IT_NORD_CH,CH_IT_NORD,IT_NORD_FR,FR_IT_NORD,IT_NORD_SI,SI_IT_NORD,IT_NORD_AT,AT_IT_NORD,IT_NORD_IT_CNOR,IT_CNOR_IT_NORD,IT_NORD_CH_net_export,IT_NORD_FR_net_export,IT_NORD_SI_net_export,IT_NORD_AT_net_export,IT_NORD_IT_CNOR_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 17:00:00+00:00,0.0,1422.75,0.0,1309.1575,0.0,162.35,0.0,218.0,1092.0175,0.0,-1422.75,-1309.1575,-162.35,-218.0,1092.0175,-2020.2400000000002,None,IT_NORD,2026-04-23
2026-01-01 18:00:00+00:00,0.0,1782.25,0.0,1339.6825000000001,0.08,110.93,0.0,225.5,1378.8425,0.0,-1782.25,-1339.6825000000001,-110.85000000000001,-225.5,1378.8425,-2079.4399999999996,None,IT_NORD,2026-04-23
2026-01-01 19:00:00+00:00,0.0,1906.25,0.0,1392.0425,0.0,66.0,0.0,200.75,1408.895,0.0,-1906.25,-1392.0425,-66.0,-200.75,1408.895,-2156.1475,None,IT_NORD,2026-04-23
2026-01-01 20:00:00+00:00,0.0,2022.0,0.0,1200.495,35.25,13.0,0.0,198.25,1549.475,0.0,-2022.0,-1200.495,22.25,-198.25,1549.475,-1849.02,None,IT_NORD,2026-04-23
2026-01-01 21:00:00+00:00,0.0,1937.5,0.0,893.62,0.0,79.5,0.0,213.5,1343.895,0.0,-1937.5,-893.62,-79.5,-213.5,1343.895,-1780.225,None,IT_NORD,2026-04-23
2026-01-01 22:00:00+00:00,0.0,1742.25,0.0,646.66,6.14,142.38,0.0,214.75,803.575,0.0,-1742.25,-646.66,-136.24,-214.75,803.575,-1936.3249999999996,None,IT_NORD,2026-04-23
2026-01-01 23:00:00+00:00,0.0,1758.0,0.0,269.75,0.58,381.03,0.0,204.25,382.34749999999997,0.0,-1758.0,-269.75,-380.45,-204.25,382.34749999999997,-2230.1025,None,IT_NORD,2026-04-23
2026-01-02 00:00:00+00:00,0.0,1472.5,0.0,256.6175,0.0,512.25,0.0,194.25,57.8475,250.6375,-1472.5,-256.6175,-512.25,-194.25,-192.79,-2628.4075000000003,None,IT_NORD,2026-04-23
2026-01-02 01:00:00+00:00,0.0,1170.5,0.0,188.0625,0.0,538.25,0.0,188.5,0.0,996.49,-1170.5,-188.0625,-538.25,-188.5,-996.49,-3081.8025,None,IT_NORD,2026-04-23
2026-01-02 02:00:00+00:00,0.0,1179.25,0.0,133.385,0.0,646.14,0.0,195.75,0.0,1006.8375,-1179.25,-133.385,-646.14,-195.75,-1006.8375,-3161.3625,None,IT_NORD,2026-04-23
2026-01-02 03:00:00+00:00,0.0,1167.0,0.0,131.885,0.0,636.95,0.0,192.25,0.0,886.6825,-1167.0,-131.885,-636.95,-192.25,-886.6825,-3014.7675,None,IT_NORD,2026-04-23
2026-01-02 04:00:00+00:00,0.0,1427.0,0.0,222.84,0.0,614.6800000000001,0.0,196.5,0.0,858.6575,-1427.0,-222.84,-614.6800000000001,-196.5,-858.6575,-3319.6775,None,IT_NORD,2026-04-23
2026-01-02 05:00:00+00:00,0.0,2199.25,0.0,395.07,0.0,703.51,0.0,222.0,14.4375,179.26999999999998,-2199.25,-395.07,-703.51,-222.0,-164.83249999999998,-3684.6625,None,IT_NORD,2026-04-23
2026-01-02 06:00:00+00:00,0.0,2741.25,0.0,631.4475,0.0,270.25,0.0,217.0,101.39750000000001,21.07,-2741.25,-631.4475,-270.25,-217.0,80.32750000000001,-3779.6200000000003,None,IT_NORD,2026-04-23
2026-01-02 07:00:00+00:00,0.0,2574.5,0.0,775.1125,0.18,108.35000000000001,0.0,192.0,216.3825,21.425,-2574.5,-775.1125,-108.17,-192.0,194.95749999999998,-3454.8250000000003,None,IT_NORD,2026-04-23
2026-01-02 08:00:00+00:00,0.0,2585.25,0.0,869.3775,3.42,83.39,0.0,200.25,0.0,119.375,-2585.25,-869.3775,-79.97,-200.25,-119.375,-3854.2225,None,IT_NORD,2026-04-23
2026-01-02 09:00:00+00:00,0.0,1267.25,0.0,1097.3075,0.18,468.57,0.0,171.5,0.0,532.895,-1267.25,-1097.3075,-468.39,-171.5,-532.895,-3537.3424999999997,None,IT_NORD,2026-04-23
2026-01-02 10:00:00+00:00,0.0,773.75,0.0,1242.7875,0.0,646.81,0.0,194.75,0.0,924.03,-773.75,-1242.7875,-646.81,-194.75,-924.03,-3782.1274999999996,None,IT_NORD,2026-04-23
2026-01-02 11:00:00+00:00,0.0,1210.0,0.0,1525.6775,0.0,372.63,0.0,224.25,0.0,639.155,-1210.0,-1525.6775,-372.63,-224.25,-639.155,-3971.7124999999996,None,IT_NORD,2026-04-23
2026-01-02 12:00:00+00:00,0.0,1004.75,0.0,1639.5525,8.94,82.17999999999999,0.0,182.5,0.0,460.60249999999996,-1004.75,-1639.5525,-73.24,-182.5,-460.60249999999996,-3360.6449999999995,None,IT_NORD,2026-04-23
2026-01-02 13:00:00+00:00,0.0,1312.0,0.0,1783.68,75.02,0.49,0.0,191.75,89.58000000000001,67.72749999999999,-1312.0,-1783.68,74.53,-191.75,21.85250000000002,-3191.0475,None,IT_NORD,2026-04-23
2026-01-02 14:00:00+00:00,0.0,1750.5,0.0,1953.0975,84.76,1.4700000000000002,0.0,204.0,495.5175,0.0,-1750.5,-1953.0975,83.29,-204.0,495.5175,-3328.79,None,IT_NORD,2026-04-23
2026-01-02 15:00:00+00:00,0.0,2218.0,0.0,2122.59,0.69,66.65,0.0,201.5,1792.3975,0.0,-2218.0,-2122.59,-65.96000000000001,-201.5,1792.3975,-2815.6525,None,IT_NORD,2026-04-23
2026-01-02 16:00:00+00:00,0.0,2154.75,0.0,2302.0775,5.290000000000001,47.88,0.0,207.5,2273.505,0.0,-2154.75,-2302.0775,-42.59,-207.5,2273.505,-2433.4124999999995,None,IT_NORD,2026-04-23
2026-01-02 17:00:00+00:00,0.0,2288.5,0.0,2048.4449999999997,4.04,118.59,0.0,216.75,1601.805,0.0,-2288.5,-2048.4449999999997,-114.55,-216.75,1601.805,-3066.4399999999996,None,IT_NORD,2026-04-23
2026-01-02 18:00:00+00:00,0.0,2681.25,0.0,1818.805,1.65,83.63,0.0,210.5,1460.5825,0.0,-2681.25,-1818.805,-81.97999999999999,-210.5,1460.5825,-3331.9525,None,IT_NORD,2026-04-23
2026-01-02 19:00:00+00:00,0.0,2659.5,0.0,1518.42,4.48,46.54,0.0,188.5,892.13,0.0,-2659.5,-1518.42,-42.06,-188.5,892.13,-3516.3500000000004,None,IT_NORD,2026-04-23
2026-01-02 20:00:00+00:00,0.0,2355.5,0.0,1430.8975,17.759999999999998,26.51,0.0,192.0,571.8325,0.0,-2355.5,-1430.8975,-8.750000000000004,-192.0,571.8325,-3415.315,None,IT_NORD,2026-04-23
2026-01-02 21:00:00+00:00,0.0,1981.5,0.0,1370.185,1.9,144.28,0.0,205.75,459.56,0.0,-1981.5,-1370.185,-142.38,-205.75,459.56,-3240.255,None,IT_NORD,2026-04-23
2026-01-02 22:00:00+00:00,0.0,1532.0,0.0,983.3325,0.0,360.89,0.0,173.25,0.0,355.655,-1532.0,-983.3325,-360.89,-173.25,-355.655,-3405.1274999999996,None,IT_NORD,2026-04-23
2026-01-02 23:00:00+00:00,0.0,1711.25,0.0,1137.2024999999999,0.0,534.97,0.0,223.25,0.0,358.25,-1711.25,-1137.2024999999999,-534.97,-223.25,-358.25,-3964.9224999999997,None,IT_NORD,2026-04-23
2026-01-03 00:00:00+00:00,0.0,1189.0,0.0,1386.075,0.0,488.0,0.0,182.25,0.0,651.84,-1189.0,-1386.075,-488.0,-182.25,-651.84,-3897.165,None,IT_NORD,2026-04-23
2026-01-03 01:00:00+00:00,0.0,574.5,0.0,1190.8225,0.0,685.33,0.0,186.5,0.0,1023.06,-574.5,-1190.8225,-685.33,-186.5,-1023.06,-3660.2125,None,IT_NORD,2026-04-23
2026-01-03 02:00:00+00:00,0.0,276.25,0.0,788.63,0.0,661.84,0.0,183.25,0.0,1382.5675,-276.25,-788.63,-661.84,-183.25,-1382.5675,-3292.5375000000004,None,IT_NORD,2026-04-23
2026-01-03 03:00:00+00:00,4.25,130.5,0.0,986.12,0.0,665.4200000000001,0.0,189.75,0.0,1346.195,-126.25,-986.12,-665.4200000000001,-189.75,-1346.195,-3313.7349999999997,None,IT_NORD,2026-04-23
2026-01-03 04:00:00+00:00,0.5,76.75,0.0,1143.115,0.0,631.48,0.0,186.5,0.0,1051.7150000000001,-76.25,-1143.115,-631.48,-186.5,-1051.7150000000001,-3089.0600000000004,None,IT_NORD,2026-04-23
2026-01-03 05:00:00+00:00,0.0,496.0,0.0,1291.0125,0.0,654.04,0.0,202.0,0.0,486.0725,-496.0,-1291.0125,-654.04,-202.0,-486.0725,-3129.125,None,IT_NORD,2026-04-23
2026-01-03 06:00:00+00:00,0.0,521.25,0.0,1787.3925,0.0,707.75,0.0,198.0,7.2375,39.2375,-521.25,-1787.3925,-707.75,-198.0,-31.999999999999996,-3246.3925,None,IT_NORD,2026-04-23
2026-01-03 07:00:00+00:00,0.0,1118.25,0.0,1888.2675,0.0,925.3199999999999,0.0,210.25,378.34749999999997,0.0,-1118.25,-1888.2675,-925.3199999999999,-210.25,378.34749999999997,-3763.74,None,IT_NORD,2026-04-23
2026-01-03 08:00:00+00:00,0.0,956.5,0.0,2090.5775,0.0,977.87,0.0,218.0,624.21,0.0,-956.5,-2090.5775,-977.87,-218.0,624.21,-3618.7375,None,IT_NORD,2026-04-23
2026-01-03 09:00:00+00:00,0.0,648.5,0.0,1949.665,0.0,897.98,0.0,192.0,420.02,0.0,-648.5,-1949.665,-897.98,-192.0,420.02,-3268.125,None,IT_NORD,2026-04-23
2026-01-03 10:00:00+00:00,0.0,488.75,0.0,2009.945,0.0,722.0999999999999,0.0,183.5,410.8075,0.0,-488.75,-2009.945,-722.0999999999999,-183.5,410.8075,-2993.4874999999997,None,IT_NORD,2026-04-23
2026-01-03 11:00:00+00:00,0.0,117.25,0.0,1937.01,0.0,605.0699999999999,0.0,187.0,263.0725,0.0,-117.25,-1937.01,-605.0699999999999,-187.0,263.0725,-2583.2574999999997,None,IT_NORD,2026-04-23
2026-01-03 12:00:00+00:00,13.25,179.5,0.0,2062.5225,0.0,460.72,0.0,183.0,429.2875,0.0,-166.25,-2062.5225,-460.72,-183.0,429.2875,-2443.2050000000004,None,IT_NORD,2026-04-23
2026-01-03 13:00:00+00:00,0.0,491.0,0.0,2446.9300000000003,84.4,37.260000000000005,0.0,184.0,628.3,0.0,-491.0,-2446.9300000000003,47.14,-184.0,628.3,-2446.4900000000007,None,IT_NORD,2026-04-23
2026-01-03 14:00:00+00:00,0.0,983.75,0.0,2864.635,126.77,1.09,0.0,192.75,786.3925,0.0,-983.75,-2864.635,125.67999999999999,-192.75,786.3925,-3129.0625000000005,None,IT_NORD,2026-04-23
2026-01-03 15:00:00+00:00,0.0,1165.5,0.0,3254.23,0.15,126.81,0.0,204.0,984.7750000000001,0.0,-1165.5,-3254.23,-126.66,-204.0,984.7750000000001,-3765.6149999999993,None,IT_NORD,2026-04-23
2026-01-03 16:00:00+00:00,0.0,1498.0,0.0,3412.3675000000003,0.0,154.14,0.0,220.5,1359.105,0.0,-1498.0,-3412.3675000000003,-154.14,-220.5,1359.105,-3925.9025000000006,None,IT_NORD,2026-04-23
2026-01-03 17:00:00+00:00,0.0,1895.0,0.0,3192.9175,0.0,163.78,0.0,208.5,1512.145,0.0,-1895.0,-3192.9175,-163.78,-208.5,1512.145,-3948.0524999999993,None,IT_NORD,2026-04-23
2026-01-03 18:00:00+00:00,0.0,2292.25,0.0,3013.58,33.410000000000004,51.78,0.0,196.25,1447.97,0.0,-2292.25,-3013.58,-18.369999999999997,-196.25,1447.97,-4072.4799999999996,None,IT_NORD,2026-04-23
2026-01-03 19:00:00+00:00,0.0,2244.75,0.0,2914.57,98.35,0.03,0.0,185.75,880.4525,0.0,-2244.75,-2914.57,98.32,-185.75,880.4525,-4366.2975,None,IT_NORD,2026-04-23
2026-01-03 20:00:00+00:00,0.0,1789.0,0.0,2527.145,62.14,4.220000000000001,0.0,185.5,0.0,226.23,-1789.0,-2527.145,57.92,-185.5,-226.23,-4669.955,None,IT_NORD,2026-04-23
2026-01-03 21:00:00+00:00,0.0,1592.25,0.0,2324.065,5.01,105.75999999999999,0.0,196.25,0.0,306.56,-1592.25,-2324.065,-100.74999999999999,-196.25,-306.56,-4519.875000000001,None,IT_NORD,2026-04-23
2026-01-03 22:00:00+00:00,0.0,697.25,0.0,1851.1675,0.0,528.44,0.0,182.0,0.0,911.3774999999999,-697.25,-1851.1675,-528.44,-182.0,-911.3774999999999,-4170.235,None,IT_NORD,2026-04-23
2026-01-03 23:00:00+00:00,0.0,473.75,0.0,1679.88,0.0,878.51,0.0,194.5,0.0,1064.98,-473.75,-1679.88,-878.51,-194.5,-1064.98,-4291.620000000001,None,IT_NORD,2026-04-23
2026-01-04 00:00:00+00:00,0.0,585.75,0.0,1589.165,0.0,990.44,0.0,203.25,0.0,1351.44,-585.75,-1589.165,-990.44,-203.25,-1351.44,-4720.045,None,IT_NORD,2026-04-23
2026-01-04 01:00:00+00:00,0.0,673.0,0.0,1628.2375,0.0,1038.71,0.0,220.0,0.0,1052.1625,-673.0,-1628.2375,-1038.71,-220.0,-1052.1625,-4612.110000000001,None,IT_NORD,2026-04-23
2026-01-04 02:00:00+00:00,0.0,474.25,0.0,1632.055,0.0,1029.07,0.0,197.5,0.0,1190.7175,-474.25,-1632.055,-1029.07,-197.5,-1190.7175,-4523.5925,None,IT_NORD,2026-04-23
2026-01-04 03:00:00+00:00,0.0,302.25,0.0,1613.99,0.0,991.14,0.0,204.25,0.0,1058.0475,-302.25,-1613.99,-991.14,-204.25,-1058.0475,-4169.6775,None,IT_NORD,2026-04-23
2026-01-04 04:00:00+00:00,0.0,257.0,0.0,1640.6625,0.0,809.47,0.0,187.0,0.0,1136.565,-257.0,-1640.6625,-809.47,-187.0,-1136.565,-4030.6974999999998,None,IT_NORD,2026-04-23
2026-01-04 05:00:00+00:00,0.0,413.0,0.0,1745.715,0.0,875.1700000000001,0.0,210.0,0.0,910.46,-413.0,-1745.715,-875.1700000000001,-210.0,-910.46,-4154.345,None,IT_NORD,2026-04-23
2026-01-04 06:00:00+00:00,0.0,833.25,0.0,1825.5725,0.0,913.37,0.0,209.5,0.0,506.7525,-833.25,-1825.5725,-913.37,-209.5,-506.7525,-4288.445,None,IT_NORD,2026-04-23
2026-01-04 07:00:00+00:00,0.0,1096.5,0.0,1941.4625,0.0,523.13,0.0,215.75,99.57000000000001,0.0,-1096.5,-1941.4625,-523.13,-215.75,99.57000000000001,-3677.2725,None,IT_NORD,2026-04-23
2026-01-04 08:00:00+00:00,0.0,653.25,0.0,2071.315,0.0,574.1800000000001,0.0,194.0,0.0,280.6425,-653.25,-2071.315,-574.1800000000001,-194.0,-280.6425,-3773.3875,None,IT_NORD,2026-04-23
2026-01-04 09:00:00+00:00,42.25,198.75,0.0,2018.1075,0.0,653.73,0.0,182.5,0.0,298.83500000000004,-156.5,-2018.1075,-653.73,-182.5,-298.83500000000004,-3309.6725,None,IT_NORD,2026-04-23
2026-01-04 10:00:00+00:00,37.0,8.75,0.0,2184.2675,0.0,764.24,0.0,209.25,0.0,301.285,28.25,-2184.2675,-764.24,-209.25,-301.285,-3430.7924999999996,None,IT_NORD,2026-04-23
2026-01-04 11:00:00+00:00,0.0,191.25,0.0,2331.4275,0.0,703.35,0.0,200.5,151.0675,53.575,-191.25,-2331.4275,-703.35,-200.5,97.49249999999999,-3329.035,None,IT_NORD,2026-04-23
2026-01-04 12:00:00+00:00,0.0,237.0,0.0,2694.455,27.51,305.95,0.0,192.5,136.9575,0.0,-237.0,-2694.455,-278.44,-192.5,136.9575,-3265.4375,None,IT_NORD,2026-04-23
2026-01-04 13:00:00+00:00,0.0,319.75,0.0,2891.045,163.35999999999999,0.0,0.0,186.0,141.8,0.0,-319.75,-2891.045,163.35999999999999,-186.0,141.8,-3091.6349999999998,None,IT_NORD,2026-04-23
2026-01-04 14:00:00+00:00,0.0,265.75,0.0,3270.8575,189.42000000000002,0.0,0.0,178.75,582.335,0.0,-265.75,-3270.8575,189.42000000000002,-178.75,582.335,-2943.6025,None,IT_NORD,2026-04-23
2026-01-04 15:00:00+00:00,339.0,0.0,0.0,3120.6675,142.87,9.26,0.0,166.25,243.315,0.0,339.0,-3120.6675,133.61,-166.25,243.315,-2570.9925,None,IT_NORD,2026-04-23
2026-01-04 16:00:00+00:00,337.75,0.0,0.0,2632.04,0.0,183.04000000000002,0.0,203.5,546.7,0.0,337.75,-2632.04,-183.04000000000002,-203.5,546.7,-2134.13,None,IT_NORD,2026-04-23
2026-01-04 17:00:00+00:00,202.0,2.75,0.0,2496.99,0.01,143.10999999999999,0.0,219.25,382.73,0.0,199.25,-2496.99,-143.1,-219.25,382.73,-2277.3599999999997,None,IT_NORD,2026-04-23
2026-01-04 18:00:00+00:00,68.5,8.75,0.0,2360.2075,0.0,389.32,0.0,182.75,678.26,0.0,59.75,-2360.2075,-389.32,-182.75,678.26,-2194.2675,None,IT_NORD,2026-04-23
2026-01-04 19:00:00+00:00,0.0,495.75,0.0,2426.38,0.0,310.5,0.0,222.0,932.3475000000001,0.0,-495.75,-2426.38,-310.5,-222.0,932.3475000000001,-2522.2825000000003,None,IT_NORD,2026-04-23
2026-01-04 20:00:00+00:00,0.0,864.75,0.0,2713.1675,8.07,16.97,0.0,182.75,1260.69,0.0,-864.75,-2713.1675,-8.899999999999999,-182.75,1260.69,-2508.8775,None,IT_NORD,2026-04-23
2026-01-04 21:00:00+00:00,0.0,391.0,0.0,2502.74,16.43,135.75,0.0,174.25,1018.52,0.0,-391.0,-2502.74,-119.32,-174.25,1018.52,-2168.79,None,IT_NORD,2026-04-23
2026-01-04 22:00:00+00:00,0.0,400.5,0.0,2312.295,0.0,533.85,0.0,199.0,1325.6575,0.0,-400.5,-2312.295,-533.85,-199.0,1325.6575,-2119.9875,None,IT_NORD,2026-04-23
2026-01-04 23:00:00+00:00,0.0,344.25,0.0,2029.8125,0.0,697.37,0.0,196.25,1344.615,0.0,-344.25,-2029.8125,-697.37,-196.25,1344.615,-1923.0674999999999,None,IT_NORD,2026-04-23
2026-01-05 00:00:00+00:00,0.0,371.5,0.0,1806.895,0.0,915.74,0.0,203.0,1258.8425,0.0,-371.5,-1806.895,-915.74,-203.0,1258.8425,-2038.2925000000002,None,IT_NORD,2026-04-23
2026-01-05 01:00:00+00:00,50.75,33.0,0.0,1699.675,0.0,846.23,0.0,185.75,704.5675,0.0,17.75,-1699.675,-846.23,-185.75,704.5675,-2009.3374999999996,None,IT_NORD,2026-04-23
2026-01-05 02:00:00+00:00,56.0,53.25,0.0,1736.4,0.0,978.34,0.0,199.5,528.7925,0.0,2.75,-1736.4,-978.34,-199.5,528.7925,-2382.6975,None,IT_NORD,2026-04-23
2026-01-05 03:00:00+00:00,0.0,284.25,0.0,1937.26,0.0,908.73,0.0,200.25,967.86,0.0,-284.25,-1937.26,-908.73,-200.25,967.86,-2362.63,None,IT_NORD,2026-04-23
2026-01-05 04:00:00+00:00,0.0,426.75,0.0,1953.405,0.0,369.03000000000003,0.0,202.75,460.825,0.0,-426.75,-1953.405,-369.03000000000003,-202.75,460.825,-2491.11,None,IT_NORD,2026-04-23
2026-01-05 05:00:00+00:00,555.75,112.25,0.0,1712.85,299.01,45.81,0.0,182.0,33.1075,968.675,443.5,-1712.85,253.2,-182.0,-935.5675,-2133.7174999999997,None,IT_NORD,2026-04-23
2026-01-05 06:00:00+00:00,2575.0,0.0,0.0,507.5475,724.87,0.0,0.0,84.0,0.0,2570.415,2575.0,-507.5475,724.87,-84.0,-2570.415,137.9074999999998,None,IT_NORD,2026-04-23
2026-01-05 07:00:00+00:00,2405.0,0.0,507.6325,0.0,386.75,0.0,0.0,137.75,0.0,2164.58,2405.0,507.6325,386.75,-137.75,-2164.58,997.0525000000002,None,IT_NORD,2026-04-23
2026-01-05 08:00:00+00:00,2189.25,0.0,612.8125,0.0,380.53999999999996,0.0,0.0,138.25,0.0,1742.3075,2189.25,612.8125,380.53999999999996,-138.25,-1742.3075,1302.045,None,IT_NORD,2026-04-23
2026-01-05 09:00:00+00:00,1920.0,0.0,360.5625,0.0,539.38,0.0,0.0,137.5,0.0,1668.955,1920.0,360.5625,539.38,-137.5,-1668.955,1013.4875000000002,None,IT_NORD,2026-04-23
2026-01-05 10:00:00+00:00,2132.75,0.0,220.26250000000002,0.0,720.82,0.0,0.0,117.25,0.0,1739.3625,2132.75,220.26250000000002,720.82,-117.25,-1739.3625,1217.22,None,IT_NORD,2026-04-23
2026-01-05 11:00:00+00:00,2055.75,0.0,13.3725,154.06,772.22,0.0,0.0,128.75,0.0,1221.21,2055.75,-140.6875,772.22,-128.75,-1221.21,1337.3225000000002,None,IT_NORD,2026-04-23
2026-01-05 12:00:00+00:00,1501.25,0.0,0.0,655.31,825.85,0.0,0.0,132.0,0.0,749.845,1501.25,-655.31,825.85,-132.0,-749.845,789.9449999999999,None,IT_NORD,2026-04-23
2026-01-05 13:00:00+00:00,2021.0,0.0,0.0,559.5575,738.34,0.0,0.0,130.0,0.0,890.915,2021.0,-559.5575,738.34,-130.0,-890.915,1178.8675000000003,None,IT_NORD,2026-04-23
2026-01-05 14:00:00+00:00,2045.25,0.0,0.0,758.1324999999999,546.65,0.0,0.0,134.25,0.0,341.39250000000004,2045.25,-758.1324999999999,546.65,-134.25,-341.39250000000004,1358.125,None,IT_NORD,2026-04-23
2026-01-05 15:00:00+00:00,2582.0,0.0,18.8175,271.2025,607.94,0.0,0.0,105.25,0.0,227.80499999999998,2582.0,-252.385,607.94,-105.25,-227.80499999999998,2604.5,None,IT_NORD,2026-04-23
2026-01-05 16:00:00+00:00,2768.75,0.0,370.09000000000003,0.0,364.34000000000003,0.0,0.0,143.5,7.9475,119.665,2768.75,370.09000000000003,364.34000000000003,-143.5,-111.7175,3247.9625,None,IT_NORD,2026-04-23
2026-01-05 17:00:00+00:00,3037.0,0.0,1242.945,0.0,368.75,0.0,0.0,120.5,0.0,769.4775,3037.0,1242.945,368.75,-120.5,-769.4775,3758.7174999999997,None,IT_NORD,2026-04-23
2026-01-05 18:00:00+00:00,2810.5,0.0,1184.36,0.0,433.56,0.0,0.0,133.25,61.837500000000006,103.0525,2810.5,1184.36,433.56,-133.25,-41.21499999999999,4253.955,None,IT_NORD,2026-04-23
2026-01-05 19:00:00+00:00,2064.75,0.0,368.885,0.0,418.04,0.0,0.0,146.25,360.6925,0.0,2064.75,368.885,418.04,-146.25,360.6925,3066.1175000000003,None,IT_NORD,2026-04-23
2026-01-05 20:00:00+00:00,1450.0,0.0,0.0,230.185,110.68,16.2,0.0,172.5,0.0,533.0975,1450.0,-230.185,94.48,-172.5,-533.0975,608.6975000000001,None,IT_NORD,2026-04-23
2026-01-05 21:00:00+00:00,1019.75,0.0,209.0325,87.67750000000001,7.88,159.57,0.0,195.5,0.0,1083.1025,1019.75,121.35499999999999,-151.69,-195.5,-1083.1025,-289.1875,None,IT_NORD,2026-04-23
2026-01-05 22:00:00+00:00,317.0,199.25,0.0,510.69500000000005,0.0,208.94,0.0,230.25,143.185,184.355,117.75,-510.69500000000005,-208.94,-230.25,-41.16999999999999,-873.305,None,IT_NORD,2026-04-23
