,LV_EE,EE_LV,LV_LT,LT_LV,LV_EE_net_export,LV_LT_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-02 09:00:00+00:00,0.0,123.0,0.0,316.75,-123.0,-316.75,-439.75,None,LV,2026-04-23
2026-01-02 10:00:00+00:00,215.25,8.75,0.0,607.125,206.5,-607.125,-400.625,None,LV,2026-04-23
2026-01-02 11:00:00+00:00,452.25,0.0,0.0,858.875,452.25,-858.875,-406.625,None,LV,2026-04-23
2026-01-02 12:00:00+00:00,504.75,0.0,0.0,997.25,504.75,-997.25,-492.5,None,LV,2026-04-23
2026-01-02 13:00:00+00:00,534.0,0.0,0.0,1022.125,534.0,-1022.125,-488.125,None,LV,2026-04-23
2026-01-02 14:00:00+00:00,439.25,0.0,0.0,763.625,439.25,-763.625,-324.375,None,LV,2026-04-23
2026-01-02 15:00:00+00:00,534.5,0.0,0.0,740.875,534.5,-740.875,-206.375,None,LV,2026-04-23
2026-01-02 16:00:00+00:00,757.5,0.0,0.0,1000.125,757.5,-1000.125,-242.625,None,LV,2026-04-23
2026-01-02 17:00:00+00:00,716.0,0.0,0.0,952.875,716.0,-952.875,-236.875,None,LV,2026-04-23
2026-01-02 18:00:00+00:00,451.5,0.0,0.0,625.875,451.5,-625.875,-174.375,None,LV,2026-04-23
2026-01-02 19:00:00+00:00,65.0,6.75,0.0,191.25,58.25,-191.25,-133.0,None,LV,2026-04-23
2026-01-02 20:00:00+00:00,209.75,0.0,0.0,319.0,209.75,-319.0,-109.25,None,LV,2026-04-23
2026-01-02 21:00:00+00:00,30.75,55.5,4.625,135.0,-24.75,-130.375,-155.125,None,LV,2026-04-23
2026-01-02 22:00:00+00:00,137.75,0.0,0.0,382.5,137.75,-382.5,-244.75,None,LV,2026-04-23
2026-01-02 23:00:00+00:00,22.0,101.0,0.0,128.375,-79.0,-128.375,-207.375,None,LV,2026-04-23
2026-01-03 00:00:00+00:00,0.0,206.75,0.0,59.75,-206.75,-59.75,-266.5,None,LV,2026-04-23
2026-01-03 01:00:00+00:00,65.5,64.5,0.0,181.875,1.0,-181.875,-180.875,None,LV,2026-04-23
2026-01-03 02:00:00+00:00,165.25,0.0,0.0,322.25,165.25,-322.25,-157.0,None,LV,2026-04-23
2026-01-03 03:00:00+00:00,123.5,0.0,0.0,309.75,123.5,-309.75,-186.25,None,LV,2026-04-23
2026-01-03 04:00:00+00:00,0.0,103.25,0.0,180.5,-103.25,-180.5,-283.75,None,LV,2026-04-23
2026-01-03 05:00:00+00:00,0.0,94.5,0.0,118.625,-94.5,-118.625,-213.125,None,LV,2026-04-23
2026-01-03 06:00:00+00:00,0.0,166.75,0.0,73.875,-166.75,-73.875,-240.625,None,LV,2026-04-23
2026-01-03 07:00:00+00:00,0.0,76.0,0.0,212.625,-76.0,-212.625,-288.625,None,LV,2026-04-23
2026-01-03 08:00:00+00:00,0.0,86.5,0.0,26.0,-86.5,-26.0,-112.5,None,LV,2026-04-23
2026-01-03 09:00:00+00:00,4.75,30.75,31.25,15.25,-26.0,16.0,-10.0,None,LV,2026-04-23
2026-01-03 10:00:00+00:00,104.0,0.0,0.0,116.125,104.0,-116.125,-12.125,None,LV,2026-04-23
2026-01-03 11:00:00+00:00,8.25,5.5,2.375,12.25,2.75,-9.875,-7.125,None,LV,2026-04-23
2026-01-03 12:00:00+00:00,1.0,17.25,0.0,115.0,-16.25,-115.0,-131.25,None,LV,2026-04-23
2026-01-03 13:00:00+00:00,55.0,0.0,0.0,157.25,55.0,-157.25,-102.25,None,LV,2026-04-23
2026-01-03 14:00:00+00:00,157.0,0.0,0.0,247.625,157.0,-247.625,-90.625,None,LV,2026-04-23
2026-01-03 15:00:00+00:00,63.25,0.0,0.0,156.25,63.25,-156.25,-93.0,None,LV,2026-04-23
2026-01-03 16:00:00+00:00,51.25,0.0,0.0,140.375,51.25,-140.375,-89.125,None,LV,2026-04-23
2026-01-03 17:00:00+00:00,15.5,0.0,0.0,418.0,15.5,-418.0,-402.5,None,LV,2026-04-23
2026-01-03 18:00:00+00:00,0.0,8.0,0.0,463.75,-8.0,-463.75,-471.75,None,LV,2026-04-23
2026-01-03 19:00:00+00:00,0.0,48.0,0.0,365.25,-48.0,-365.25,-413.25,None,LV,2026-04-23
2026-01-03 20:00:00+00:00,0.0,50.0,0.0,338.25,-50.0,-338.25,-388.25,None,LV,2026-04-23
2026-01-03 21:00:00+00:00,0.0,131.75,0.0,274.625,-131.75,-274.625,-406.375,None,LV,2026-04-23
2026-01-03 22:00:00+00:00,0.0,150.25,0.0,244.375,-150.25,-244.375,-394.625,None,LV,2026-04-23
2026-01-03 23:00:00+00:00,0.0,182.25,0.0,101.25,-182.25,-101.25,-283.5,None,LV,2026-04-23
2026-01-04 00:00:00+00:00,0.0,202.0,0.0,117.125,-202.0,-117.125,-319.125,None,LV,2026-04-23
2026-01-04 01:00:00+00:00,0.0,249.25,0.0,56.5,-249.25,-56.5,-305.75,None,LV,2026-04-23
2026-01-04 02:00:00+00:00,0.0,203.75,0.0,142.75,-203.75,-142.75,-346.5,None,LV,2026-04-23
2026-01-04 03:00:00+00:00,0.0,201.75,0.0,87.875,-201.75,-87.875,-289.625,None,LV,2026-04-23
2026-01-04 04:00:00+00:00,0.0,193.0,0.0,107.0,-193.0,-107.0,-300.0,None,LV,2026-04-23
2026-01-04 05:00:00+00:00,0.0,232.75,0.0,21.375,-232.75,-21.375,-254.125,None,LV,2026-04-23
2026-01-04 06:00:00+00:00,0.0,296.25,7.25,9.875,-296.25,-2.625,-298.875,None,LV,2026-04-23
2026-01-04 07:00:00+00:00,0.0,321.75,0.0,22.625,-321.75,-22.625,-344.375,None,LV,2026-04-23
2026-01-04 08:00:00+00:00,0.0,307.5,7.5,25.625,-307.5,-18.125,-325.625,None,LV,2026-04-23
2026-01-04 09:00:00+00:00,0.0,300.5,23.625,74.5,-300.5,-50.875,-351.375,None,LV,2026-04-23
2026-01-04 10:00:00+00:00,0.0,340.5,45.125,0.0,-340.5,45.125,-295.375,None,LV,2026-04-23
2026-01-04 11:00:00+00:00,0.0,274.5,107.625,0.0,-274.5,107.625,-166.875,None,LV,2026-04-23
2026-01-04 12:00:00+00:00,0.0,301.25,228.5,0.0,-301.25,228.5,-72.75,None,LV,2026-04-23
2026-01-04 13:00:00+00:00,0.0,294.25,255.125,0.0,-294.25,255.125,-39.125,None,LV,2026-04-23
2026-01-04 14:00:00+00:00,0.0,262.5,144.25,0.0,-262.5,144.25,-118.25,None,LV,2026-04-23
2026-01-04 15:00:00+00:00,0.0,218.5,36.125,0.0,-218.5,36.125,-182.375,None,LV,2026-04-23
2026-01-04 16:00:00+00:00,0.0,154.0,0.375,50.875,-154.0,-50.5,-204.5,None,LV,2026-04-23
2026-01-04 17:00:00+00:00,0.0,45.0,0.0,111.25,-45.0,-111.25,-156.25,None,LV,2026-04-23
2026-01-04 18:00:00+00:00,152.25,0.0,0.0,277.625,152.25,-277.625,-125.375,None,LV,2026-04-23
2026-01-04 19:00:00+00:00,280.0,0.0,0.0,361.375,280.0,-361.375,-81.375,None,LV,2026-04-23
2026-01-04 20:00:00+00:00,362.0,0.0,0.0,588.125,362.0,-588.125,-226.125,None,LV,2026-04-23
2026-01-04 21:00:00+00:00,530.0,0.0,0.0,678.25,530.0,-678.25,-148.25,None,LV,2026-04-23
2026-01-04 22:00:00+00:00,479.5,0.0,0.0,709.875,479.5,-709.875,-230.375,None,LV,2026-04-23
2026-01-04 23:00:00+00:00,346.75,0.0,0.0,685.5,346.75,-685.5,-338.75,None,LV,2026-04-23
2026-01-05 00:00:00+00:00,358.25,0.0,0.0,692.5,358.25,-692.5,-334.25,None,LV,2026-04-23
2026-01-05 01:00:00+00:00,50.0,0.0,0.0,344.625,50.0,-344.625,-294.625,None,LV,2026-04-23
2026-01-05 02:00:00+00:00,43.75,11.25,0.0,341.0,32.5,-341.0,-308.5,None,LV,2026-04-23
2026-01-05 03:00:00+00:00,213.75,0.0,0.0,473.375,213.75,-473.375,-259.625,None,LV,2026-04-23
2026-01-05 04:00:00+00:00,78.25,16.0,0.0,330.25,62.25,-330.25,-268.0,None,LV,2026-04-23
2026-01-05 05:00:00+00:00,423.25,0.0,0.0,433.625,423.25,-433.625,-10.375,None,LV,2026-04-23
2026-01-05 06:00:00+00:00,305.75,0.0,0.0,243.75,305.75,-243.75,62.0,None,LV,2026-04-23
2026-01-05 07:00:00+00:00,111.25,3.75,76.875,37.375,107.5,39.5,147.0,None,LV,2026-04-23
2026-01-05 08:00:00+00:00,0.0,245.75,435.375,0.0,-245.75,435.375,189.625,None,LV,2026-04-23
2026-01-05 09:00:00+00:00,0.0,139.0,299.0,0.0,-139.0,299.0,160.0,None,LV,2026-04-23
2026-01-05 10:00:00+00:00,0.0,144.0,245.375,0.0,-144.0,245.375,101.375,None,LV,2026-04-23
2026-01-05 11:00:00+00:00,0.0,178.5,252.375,0.0,-178.5,252.375,73.875,None,LV,2026-04-23
2026-01-05 12:00:00+00:00,0.0,46.0,225.375,0.0,-46.0,225.375,179.375,None,LV,2026-04-23
2026-01-05 13:00:00+00:00,0.0,58.25,231.875,0.0,-58.25,231.875,173.625,None,LV,2026-04-23
2026-01-05 14:00:00+00:00,0.0,47.0,254.0,0.0,-47.0,254.0,207.0,None,LV,2026-04-23
2026-01-05 15:00:00+00:00,0.0,200.25,455.5,0.0,-200.25,455.5,255.25,None,LV,2026-04-23
2026-01-05 16:00:00+00:00,251.75,34.5,201.375,60.5,217.25,140.875,358.125,None,LV,2026-04-23
2026-01-05 17:00:00+00:00,421.75,0.0,54.5,123.125,421.75,-68.625,353.125,None,LV,2026-04-23
2026-01-05 18:00:00+00:00,0.0,178.25,478.25,0.0,-178.25,478.25,300.0,None,LV,2026-04-23
2026-01-05 19:00:00+00:00,0.0,208.5,565.125,0.0,-208.5,565.125,356.625,None,LV,2026-04-23
2026-01-05 20:00:00+00:00,58.25,25.5,137.25,0.0,32.75,137.25,170.0,None,LV,2026-04-23
2026-01-05 21:00:00+00:00,81.5,0.0,75.5,21.125,81.5,54.375,135.875,None,LV,2026-04-23
2026-01-05 22:00:00+00:00,0.0,113.0,266.0,0.0,-113.0,266.0,153.0,None,LV,2026-04-23
2026-01-05 23:00:00+00:00,0.0,519.5,489.625,0.0,-519.5,489.625,-29.875,None,LV,2026-04-23
2026-01-06 00:00:00+00:00,0.0,480.25,493.125,0.0,-480.25,493.125,12.875,None,LV,2026-04-23
2026-01-06 01:00:00+00:00,0.0,474.75,479.0,0.0,-474.75,479.0,4.25,None,LV,2026-04-23
2026-01-06 02:00:00+00:00,0.0,573.0,546.875,0.0,-573.0,546.875,-26.125,None,LV,2026-04-23
2026-01-06 03:00:00+00:00,0.0,511.5,551.125,0.0,-511.5,551.125,39.625,None,LV,2026-04-23
2026-01-06 04:00:00+00:00,0.0,247.25,183.375,0.0,-247.25,183.375,-63.875,None,LV,2026-04-23
2026-01-06 05:00:00+00:00,0.0,119.0,187.25,0.0,-119.0,187.25,68.25,None,LV,2026-04-23
2026-01-06 06:00:00+00:00,0.0,171.0,290.625,0.0,-171.0,290.625,119.625,None,LV,2026-04-23
2026-01-06 07:00:00+00:00,0.0,121.75,409.125,0.0,-121.75,409.125,287.375,None,LV,2026-04-23
2026-01-06 08:00:00+00:00,0.0,223.5,521.75,0.0,-223.5,521.75,298.25,None,LV,2026-04-23
2026-01-06 09:00:00+00:00,0.0,420.0,712.0,0.0,-420.0,712.0,292.0,None,LV,2026-04-23
2026-01-06 10:00:00+00:00,0.0,292.0,528.125,0.0,-292.0,528.125,236.125,None,LV,2026-04-23
2026-01-06 11:00:00+00:00,0.0,164.0,369.125,0.0,-164.0,369.125,205.125,None,LV,2026-04-23
2026-01-06 12:00:00+00:00,0.0,372.75,566.0,0.0,-372.75,566.0,193.25,None,LV,2026-04-23
2026-01-06 13:00:00+00:00,0.0,377.0,486.625,0.0,-377.0,486.625,109.625,None,LV,2026-04-23
2026-01-06 14:00:00+00:00,0.0,411.0,480.25,0.0,-411.0,480.25,69.25,None,LV,2026-04-23
2026-01-06 15:00:00+00:00,0.0,408.0,484.875,0.0,-408.0,484.875,76.875,None,LV,2026-04-23
2026-01-06 16:00:00+00:00,0.0,477.75,653.625,0.0,-477.75,653.625,175.875,None,LV,2026-04-23
2026-01-06 17:00:00+00:00,0.0,497.75,622.625,0.0,-497.75,622.625,124.875,None,LV,2026-04-23
2026-01-06 18:00:00+00:00,0.0,426.25,518.5,0.0,-426.25,518.5,92.25,None,LV,2026-04-23
2026-01-06 19:00:00+00:00,0.0,460.5,512.75,0.0,-460.5,512.75,52.25,None,LV,2026-04-23
2026-01-06 20:00:00+00:00,0.0,511.0,315.125,0.0,-511.0,315.125,-195.875,None,LV,2026-04-23
2026-01-06 21:00:00+00:00,0.0,519.0,359.5,0.0,-519.0,359.5,-159.5,None,LV,2026-04-23
2026-01-06 22:00:00+00:00,0.0,515.5,349.375,0.0,-515.5,349.375,-166.125,None,LV,2026-04-23
2026-01-06 23:00:00+00:00,0.0,595.0,558.5,0.0,-595.0,558.5,-36.5,None,LV,2026-04-23
2026-01-07 00:00:00+00:00,0.0,574.0,577.25,0.0,-574.0,577.25,3.25,None,LV,2026-04-23
2026-01-07 01:00:00+00:00,0.0,549.25,546.0,0.0,-549.25,546.0,-3.25,None,LV,2026-04-23
2026-01-07 02:00:00+00:00,0.0,498.0,646.5,0.0,-498.0,646.5,148.5,None,LV,2026-04-23
2026-01-07 03:00:00+00:00,0.0,515.5,626.5,0.0,-515.5,626.5,111.0,None,LV,2026-04-23
2026-01-07 04:00:00+00:00,0.0,441.75,448.75,0.0,-441.75,448.75,7.0,None,LV,2026-04-23
2026-01-07 05:00:00+00:00,0.0,386.75,346.625,0.0,-386.75,346.625,-40.125,None,LV,2026-04-23
2026-01-07 06:00:00+00:00,0.0,393.75,421.75,0.0,-393.75,421.75,28.0,None,LV,2026-04-23
2026-01-07 07:00:00+00:00,0.0,376.75,389.75,0.0,-376.75,389.75,13.0,None,LV,2026-04-23
2026-01-07 08:00:00+00:00,0.0,470.25,536.125,0.0,-470.25,536.125,65.875,None,LV,2026-04-23
2026-01-07 09:00:00+00:00,0.0,416.75,453.625,0.0,-416.75,453.625,36.875,None,LV,2026-04-23
2026-01-07 10:00:00+00:00,0.0,308.25,399.625,0.0,-308.25,399.625,91.375,None,LV,2026-04-23
2026-01-07 11:00:00+00:00,0.0,355.0,583.5,0.0,-355.0,583.5,228.5,None,LV,2026-04-23
2026-01-07 12:00:00+00:00,0.0,527.25,831.5,0.0,-527.25,831.5,304.25,None,LV,2026-04-23
2026-01-07 13:00:00+00:00,0.0,624.0,1006.0,0.0,-624.0,1006.0,382.0,None,LV,2026-04-23
2026-01-07 14:00:00+00:00,0.0,548.5,911.5,0.0,-548.5,911.5,363.0,None,LV,2026-04-23
2026-01-07 15:00:00+00:00,0.0,574.0,797.5,0.0,-574.0,797.5,223.5,None,LV,2026-04-23
2026-01-07 16:00:00+00:00,0.0,486.5,734.5,0.0,-486.5,734.5,248.0,None,LV,2026-04-23
2026-01-07 17:00:00+00:00,0.0,524.75,527.5,0.0,-524.75,527.5,2.75,None,LV,2026-04-23
2026-01-07 18:00:00+00:00,0.0,513.0,484.5,0.0,-513.0,484.5,-28.5,None,LV,2026-04-23
2026-01-07 19:00:00+00:00,0.0,501.5,430.375,0.0,-501.5,430.375,-71.125,None,LV,2026-04-23
2026-01-07 20:00:00+00:00,0.0,532.25,507.875,0.0,-532.25,507.875,-24.375,None,LV,2026-04-23
2026-01-07 21:00:00+00:00,0.0,543.0,578.625,0.0,-543.0,578.625,35.625,None,LV,2026-04-23
2026-01-07 22:00:00+00:00,0.0,561.25,600.125,0.0,-561.25,600.125,38.875,None,LV,2026-04-23
2026-01-07 23:00:00+00:00,0.0,503.0,609.875,0.0,-503.0,609.875,106.875,None,LV,2026-04-23
2026-01-08 00:00:00+00:00,0.0,498.75,604.0,0.0,-498.75,604.0,105.25,None,LV,2026-04-23
2026-01-08 01:00:00+00:00,0.0,483.0,574.125,0.0,-483.0,574.125,91.125,None,LV,2026-04-23
2026-01-08 02:00:00+00:00,0.0,480.25,587.0,0.0,-480.25,587.0,106.75,None,LV,2026-04-23
2026-01-08 03:00:00+00:00,0.0,524.75,618.125,0.0,-524.75,618.125,93.375,None,LV,2026-04-23
2026-01-08 04:00:00+00:00,0.0,543.5,648.0,0.0,-543.5,648.0,104.5,None,LV,2026-04-23
2026-01-08 05:00:00+00:00,0.0,407.0,345.625,0.0,-407.0,345.625,-61.375,None,LV,2026-04-23
2026-01-08 06:00:00+00:00,0.0,406.75,381.875,0.0,-406.75,381.875,-24.875,None,LV,2026-04-23
2026-01-08 07:00:00+00:00,0.0,461.75,604.875,0.0,-461.75,604.875,143.125,None,LV,2026-04-23
2026-01-08 08:00:00+00:00,0.0,501.5,627.5,0.0,-501.5,627.5,126.0,None,LV,2026-04-23
2026-01-08 09:00:00+00:00,0.0,520.25,644.0,0.0,-520.25,644.0,123.75,None,LV,2026-04-23
2026-01-08 10:00:00+00:00,0.0,520.0,700.75,0.0,-520.0,700.75,180.75,None,LV,2026-04-23
2026-01-08 11:00:00+00:00,0.0,531.0,659.25,0.0,-531.0,659.25,128.25,None,LV,2026-04-23
2026-01-08 12:00:00+00:00,0.0,567.25,665.75,0.0,-567.25,665.75,98.5,None,LV,2026-04-23
2026-01-08 13:00:00+00:00,0.0,598.5,717.0,0.0,-598.5,717.0,118.5,None,LV,2026-04-23
2026-01-08 14:00:00+00:00,0.0,620.5,741.375,0.0,-620.5,741.375,120.875,None,LV,2026-04-23
2026-01-08 15:00:00+00:00,0.0,571.75,700.875,0.0,-571.75,700.875,129.125,None,LV,2026-04-23
2026-01-08 16:00:00+00:00,0.0,552.0,506.125,0.0,-552.0,506.125,-45.875,None,LV,2026-04-23
2026-01-08 17:00:00+00:00,0.0,536.25,406.125,0.0,-536.25,406.125,-130.125,None,LV,2026-04-23
2026-01-08 18:00:00+00:00,0.0,587.5,421.875,0.0,-587.5,421.875,-165.625,None,LV,2026-04-23
2026-01-08 19:00:00+00:00,0.0,527.5,398.25,0.0,-527.5,398.25,-129.25,None,LV,2026-04-23
2026-01-08 20:00:00+00:00,0.0,586.5,193.25,0.0,-586.5,193.25,-393.25,None,LV,2026-04-23
2026-01-08 21:00:00+00:00,0.0,589.75,209.375,0.0,-589.75,209.375,-380.375,None,LV,2026-04-23
2026-01-08 22:00:00+00:00,0.0,663.5,416.875,0.0,-663.5,416.875,-246.625,None,LV,2026-04-23
2026-01-08 23:00:00+00:00,0.0,745.0,413.75,0.0,-745.0,413.75,-331.25,None,LV,2026-04-23
2026-01-09 00:00:00+00:00,0.0,677.5,335.875,0.0,-677.5,335.875,-341.625,None,LV,2026-04-23
2026-01-09 01:00:00+00:00,0.0,550.0,238.125,0.0,-550.0,238.125,-311.875,None,LV,2026-04-23
2026-01-09 02:00:00+00:00,0.0,466.25,286.125,0.0,-466.25,286.125,-180.125,None,LV,2026-04-23
2026-01-09 03:00:00+00:00,0.0,491.25,321.875,0.0,-491.25,321.875,-169.375,None,LV,2026-04-23
2026-01-09 04:00:00+00:00,0.0,456.25,269.0,0.0,-456.25,269.0,-187.25,None,LV,2026-04-23
2026-01-09 05:00:00+00:00,0.0,294.25,150.625,0.0,-294.25,150.625,-143.625,None,LV,2026-04-23
2026-01-09 06:00:00+00:00,0.0,154.75,134.5,0.0,-154.75,134.5,-20.25,None,LV,2026-04-23
2026-01-09 07:00:00+00:00,0.0,120.5,190.875,0.0,-120.5,190.875,70.375,None,LV,2026-04-23
2026-01-09 08:00:00+00:00,0.0,150.5,196.75,0.0,-150.5,196.75,46.25,None,LV,2026-04-23
2026-01-09 09:00:00+00:00,3.75,41.0,126.875,0.0,-37.25,126.875,89.625,None,LV,2026-04-23
2026-01-09 10:00:00+00:00,144.0,0.0,22.125,41.625,144.0,-19.5,124.5,None,LV,2026-04-23
2026-01-09 11:00:00+00:00,208.75,0.0,0.0,148.25,208.75,-148.25,60.5,None,LV,2026-04-23
2026-01-09 12:00:00+00:00,90.0,0.0,0.0,149.75,90.0,-149.75,-59.75,None,LV,2026-04-23
2026-01-09 13:00:00+00:00,0.0,38.25,0.0,157.625,-38.25,-157.625,-195.875,None,LV,2026-04-23
2026-01-09 14:00:00+00:00,0.0,222.25,1.125,56.75,-222.25,-55.625,-277.875,None,LV,2026-04-23
2026-01-09 15:00:00+00:00,0.0,514.5,254.375,0.0,-514.5,254.375,-260.125,None,LV,2026-04-23
2026-01-09 16:00:00+00:00,0.0,412.5,196.5,0.0,-412.5,196.5,-216.0,None,LV,2026-04-23
2026-01-09 17:00:00+00:00,0.0,410.0,3.625,35.25,-410.0,-31.625,-441.625,None,LV,2026-04-23
2026-01-09 18:00:00+00:00,0.0,342.5,25.875,60.375,-342.5,-34.5,-377.0,None,LV,2026-04-23
2026-01-09 19:00:00+00:00,0.0,622.0,369.5,0.0,-622.0,369.5,-252.5,None,LV,2026-04-23
2026-01-09 20:00:00+00:00,0.0,477.5,77.0,0.0,-477.5,77.0,-400.5,None,LV,2026-04-23
2026-01-09 21:00:00+00:00,0.0,496.0,92.125,0.0,-496.0,92.125,-403.875,None,LV,2026-04-23
2026-01-09 22:00:00+00:00,0.0,428.25,82.875,1.125,-428.25,81.75,-346.5,None,LV,2026-04-23
2026-01-09 23:00:00+00:00,0.0,473.5,165.125,0.0,-473.5,165.125,-308.375,None,LV,2026-04-23
2026-01-10 00:00:00+00:00,0.0,559.5,242.0,0.0,-559.5,242.0,-317.5,None,LV,2026-04-23
2026-01-10 01:00:00+00:00,0.0,586.5,311.125,0.0,-586.5,311.125,-275.375,None,LV,2026-04-23
2026-01-10 02:00:00+00:00,0.0,576.5,248.625,0.0,-576.5,248.625,-327.875,None,LV,2026-04-23
2026-01-10 03:00:00+00:00,0.0,597.25,278.5,0.0,-597.25,278.5,-318.75,None,LV,2026-04-23
2026-01-10 04:00:00+00:00,0.0,549.25,242.0,0.0,-549.25,242.0,-307.25,None,LV,2026-04-23
2026-01-10 05:00:00+00:00,0.0,565.25,267.875,0.0,-565.25,267.875,-297.375,None,LV,2026-04-23
2026-01-10 06:00:00+00:00,0.0,547.25,210.625,0.0,-547.25,210.625,-336.625,None,LV,2026-04-23
2026-01-10 07:00:00+00:00,0.0,583.0,262.75,0.0,-583.0,262.75,-320.25,None,LV,2026-04-23
2026-01-10 08:00:00+00:00,0.0,561.0,493.875,0.0,-561.0,493.875,-67.125,None,LV,2026-04-23
2026-01-10 09:00:00+00:00,0.0,536.5,567.5,0.0,-536.5,567.5,31.0,None,LV,2026-04-23
2026-01-10 10:00:00+00:00,0.0,522.75,555.0,0.0,-522.75,555.0,32.25,None,LV,2026-04-23
2026-01-10 11:00:00+00:00,0.0,483.5,524.75,0.0,-483.5,524.75,41.25,None,LV,2026-04-23
2026-01-10 12:00:00+00:00,0.0,545.75,586.0,0.0,-545.75,586.0,40.25,None,LV,2026-04-23
2026-01-10 13:00:00+00:00,0.0,642.75,692.125,0.0,-642.75,692.125,49.375,None,LV,2026-04-23
2026-01-10 14:00:00+00:00,0.0,561.75,623.125,0.0,-561.75,623.125,61.375,None,LV,2026-04-23
2026-01-10 15:00:00+00:00,0.0,438.75,507.375,0.0,-438.75,507.375,68.625,None,LV,2026-04-23
2026-01-10 16:00:00+00:00,0.0,460.75,540.875,0.0,-460.75,540.875,80.125,None,LV,2026-04-23
2026-01-10 17:00:00+00:00,0.0,399.75,437.375,0.0,-399.75,437.375,37.625,None,LV,2026-04-23
2026-01-10 18:00:00+00:00,0.0,534.5,640.75,0.0,-534.5,640.75,106.25,None,LV,2026-04-23
