,CZ_AT,AT_CZ,CZ_DE_LU,DE_LU_CZ,CZ_PL,PL_CZ,CZ_SK,SK_CZ,CZ_AT_net_export,CZ_DE_LU_net_export,CZ_PL_net_export,CZ_SK_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,1289.5,0.0,25.76,1738.4075,0.0,749.72325,1652.5,0.0,1289.5,-1712.6475,-749.72325,1652.5,479.62924999999996,None,CZ,2026-04-23
2026-01-01 01:00:00+00:00,1488.1,0.0,65.92,1815.2175,0.0,1026.862675,1804.9,0.0,1488.1,-1749.2975,-1026.862675,1804.9,516.839825,None,CZ,2026-04-23
2026-01-01 02:00:00+00:00,1662.4,0.0,54.56,1796.045,0.0,1075.584875,1825.65,0.0,1662.4,-1741.4850000000001,-1075.584875,1825.65,670.980125,None,CZ,2026-04-23
2026-01-01 03:00:00+00:00,1739.7,0.0,33.6,1803.1325,0.0,1147.60745,1895.9,0.0,1739.7,-1769.5325,-1147.60745,1895.9,718.4600500000001,None,CZ,2026-04-23
2026-01-01 04:00:00+00:00,1730.1,0.0,109.6,1746.57,0.0,1391.883675,1888.15,0.0,1730.1,-1636.97,-1391.883675,1888.15,589.3963249999999,None,CZ,2026-04-23
2026-01-01 05:00:00+00:00,1901.8,0.0,218.4,1594.99,0.0,1930.234775,2024.325,0.0,1901.8,-1376.59,-1930.234775,2024.325,619.3002250000002,None,CZ,2026-04-23
2026-01-01 06:00:00+00:00,1944.1,0.0,279.12,1469.5625,0.0,2135.5861999999997,1758.6,0.0,1944.1,-1190.4425,-2135.5861999999997,1758.6,376.6713,None,CZ,2026-04-23
2026-01-01 07:00:00+00:00,1567.5,0.0,291.92,1417.1725000000001,0.0,2037.4386,1147.325,0.0,1567.5,-1125.2525,-2037.4386,1147.325,-447.86609999999996,None,CZ,2026-04-23
2026-01-01 08:00:00+00:00,1468.5,0.0,179.52,1574.7275,0.0,2164.560325,951.375,0.0,1468.5,-1395.2075,-2164.560325,951.375,-1139.892825,None,CZ,2026-04-23
2026-01-01 09:00:00+00:00,1331.6,0.0,92.0,1670.445,0.0,2189.2069,985.65,0.0,1331.6,-1578.445,-2189.2069,985.65,-1450.4019000000003,None,CZ,2026-04-23
2026-01-01 10:00:00+00:00,1249.5,0.0,5.84,1745.9724999999999,0.0,2276.90495,1202.55,0.0,1249.5,-1740.1325,-2276.90495,1202.55,-1564.9874499999999,None,CZ,2026-04-23
2026-01-01 11:00:00+00:00,1215.3,0.0,32.96,1635.4675,0.0,2208.597625,1033.1,0.0,1215.3,-1602.5075,-2208.597625,1033.1,-1562.705125,None,CZ,2026-04-23
2026-01-01 12:00:00+00:00,1287.1,0.0,12.16,1825.385,0.0,2133.1118,1150.925,0.0,1287.1,-1813.225,-2133.1118,1150.925,-1508.3118000000002,None,CZ,2026-04-23
2026-01-01 13:00:00+00:00,1681.8,0.0,29.36,1889.1075,0.0,2183.741275,1741.225,0.0,1681.8,-1859.7475000000002,-2183.741275,1741.225,-620.4637750000002,None,CZ,2026-04-23
2026-01-01 14:00:00+00:00,1848.4,0.0,0.0,2041.6775000000002,0.0,2087.537975,2105.575,0.0,1848.4,-2041.6775000000002,-2087.537975,2105.575,-175.24047500000052,None,CZ,2026-04-23
2026-01-01 15:00:00+00:00,1924.1,0.0,0.0,1954.2825,0.0,1997.527825,2005.05,0.0,1924.1,-1954.2825,-1997.527825,2005.05,-22.660325000000057,None,CZ,2026-04-23
2026-01-01 16:00:00+00:00,1895.9,0.0,20.0,1686.91,0.0,1978.395,1854.4,0.0,1895.9,-1666.91,-1978.395,1854.4,104.99500000000012,None,CZ,2026-04-23
2026-01-01 17:00:00+00:00,1900.8,0.0,47.52,1710.1525000000001,0.0,2143.915675,1840.7749999999999,0.0,1900.8,-1662.6325000000002,-2143.915675,1840.7749999999999,-64.97317500000054,None,CZ,2026-04-23
2026-01-01 18:00:00+00:00,1915.1,0.0,13.600000000000001,1754.34,0.0,2140.301475,1923.8,0.0,1915.1,-1740.74,-2140.301475,1923.8,-42.141475000000355,None,CZ,2026-04-23
2026-01-01 19:00:00+00:00,2107.6,0.0,39.12,1764.325,0.0,2184.158175,2120.55,0.0,2107.6,-1725.2050000000002,-2184.158175,2120.55,318.7868249999999,None,CZ,2026-04-23
2026-01-01 20:00:00+00:00,2073.3,0.0,66.88,1822.48,0.0,2119.99845,2144.45,0.0,2073.3,-1755.6,-2119.99845,2144.45,342.15155000000004,None,CZ,2026-04-23
2026-01-01 21:00:00+00:00,1971.2,0.0,108.4,1751.29,0.0,2114.50835,1969.15,0.0,1971.2,-1642.8899999999999,-2114.50835,1969.15,182.9516500000002,None,CZ,2026-04-23
2026-01-01 22:00:00+00:00,2081.0,0.0,148.24,1875.9425,0.0,2168.6225,2079.4,0.0,2081.0,-1727.7025,-2168.6225,2079.4,264.07500000000005,None,CZ,2026-04-23
2026-01-01 23:00:00+00:00,2014.2,0.0,211.04,1747.7675,0.0,1959.7293750000001,2029.375,0.0,2014.2,-1536.7275,-1959.7293750000001,2029.375,547.118125,None,CZ,2026-04-23
2026-01-02 00:00:00+00:00,2050.7,0.0,249.68,1811.2075,0.0,2121.03075,2035.475,0.0,2050.7,-1561.5275,-2121.03075,2035.475,403.6167499999999,None,CZ,2026-04-23
2026-01-02 01:00:00+00:00,1999.3,0.0,242.48,1767.6525000000001,0.0,2057.423025,2029.525,0.0,1999.3,-1525.1725000000001,-2057.423025,2029.525,446.22947499999987,None,CZ,2026-04-23
2026-01-02 02:00:00+00:00,1930.1999999999998,0.0,273.2,1727.7649999999999,0.0,2051.295,1888.75,0.0,1930.1999999999998,-1454.5649999999998,-2051.295,1888.75,313.0899999999999,None,CZ,2026-04-23
2026-01-02 03:00:00+00:00,1930.5,0.0,276.8,1715.5900000000001,0.0,2098.0175,1861.8,0.0,1930.5,-1438.7900000000002,-2098.0175,1861.8,255.49249999999984,None,CZ,2026-04-23
2026-01-02 04:00:00+00:00,1908.1,0.0,259.2,1742.7175,0.0,1960.3706750000001,1844.3,0.0,1908.1,-1483.5175,-1960.3706750000001,1844.3,308.5118249999998,None,CZ,2026-04-23
2026-01-02 05:00:00+00:00,2004.8,0.0,305.52,1715.065,0.0,2079.2393,1982.95,0.0,2004.8,-1409.545,-2079.2393,1982.95,498.96569999999974,None,CZ,2026-04-23
2026-01-02 06:00:00+00:00,2007.7,0.0,301.6,1746.98,0.0,1877.2962499999999,1912.2,0.0,2007.7,-1445.38,-1877.2962499999999,1912.2,597.2237500000001,None,CZ,2026-04-23
2026-01-02 07:00:00+00:00,1808.5,0.0,319.59999999999997,1662.655,0.0,1727.9691,1529.0500000000002,0.0,1808.5,-1343.055,-1727.9691,1529.0500000000002,266.5259000000001,None,CZ,2026-04-23
2026-01-02 08:00:00+00:00,1636.5,0.0,293.36,1755.635,0.0,1763.26055,1409.925,0.0,1636.5,-1462.275,-1763.26055,1409.925,-179.1105500000001,None,CZ,2026-04-23
2026-01-02 09:00:00+00:00,1667.7,0.0,279.28000000000003,1885.2625,0.0,1979.723525,1517.35,0.0,1667.7,-1605.9825,-1979.723525,1517.35,-400.6560250000002,None,CZ,2026-04-23
2026-01-02 10:00:00+00:00,1559.9,0.0,209.28,1991.005,0.0,1910.574125,1566.65,0.0,1559.9,-1781.7250000000001,-1910.574125,1566.65,-565.7491249999998,None,CZ,2026-04-23
2026-01-02 11:00:00+00:00,1356.3,0.0,226.56,1897.5149999999999,0.0,1670.6923,1502.725,0.0,1356.3,-1670.955,-1670.6923,1502.725,-482.6223,None,CZ,2026-04-23
2026-01-02 12:00:00+00:00,1119.8,0.0,226.64,1819.19,0.0,1239.6721499999999,1334.575,0.0,1119.8,-1592.5500000000002,-1239.6721499999999,1334.575,-377.84715000000006,None,CZ,2026-04-23
2026-01-02 13:00:00+00:00,1171.4,0.0,193.36,1734.645,0.0,1060.620275,1437.55,0.0,1171.4,-1541.2849999999999,-1060.620275,1437.55,7.044725000000199,None,CZ,2026-04-23
2026-01-02 14:00:00+00:00,1336.2,0.0,172.56,1782.1425,0.0,1059.868,1514.55,0.0,1336.2,-1609.5825,-1059.868,1514.55,181.29950000000008,None,CZ,2026-04-23
2026-01-02 15:00:00+00:00,1515.4,0.0,188.32,1760.2575,0.0,1012.3311000000001,1519.4,0.0,1515.4,-1571.9375,-1012.3311000000001,1519.4,450.5314000000001,None,CZ,2026-04-23
2026-01-02 16:00:00+00:00,1502.1,0.0,178.24,1838.675,0.0,964.8024,1406.475,0.0,1502.1,-1660.435,-964.8024,1406.475,283.33759999999984,None,CZ,2026-04-23
