,CH_AT,AT_CH,CH_DE_LU,DE_LU_CH,CH_FR,FR_CH,CH_IT_NORD,IT_NORD_CH,CH_AT_net_export,CH_DE_LU_net_export,CH_FR_net_export,CH_IT_NORD_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-02 15:00:00+00:00,0.0,639.431579,0.0,3354.8580315,0.0,1202.4825,2218.0,0.0,-639.431579,-3354.8580315,-1202.4825,2218.0,-2978.7721105,None,CH,2026-04-23
2026-01-02 16:00:00+00:00,0.0,466.403503,0.0,2766.586242,0.0,1242.4275,2154.75,0.0,-466.403503,-2766.586242,-1242.4275,2154.75,-2320.6672449999996,None,CH,2026-04-23
2026-01-02 17:00:00+00:00,0.0,598.576171,0.0,2933.71997,0.0,676.96,2288.5,0.0,-598.576171,-2933.71997,-676.96,2288.5,-1920.7561409999998,None,CH,2026-04-23
2026-01-02 18:00:00+00:00,0.0,892.304687,0.0,3356.0157465,0.0,183.24,2681.25,0.0,-892.304687,-3356.0157465,-183.24,2681.25,-1750.3104334999998,None,CH,2026-04-23
2026-01-02 19:00:00+00:00,0.0,1125.89038,0.0,3734.2406005,59.715,52.47,2659.5,0.0,-1125.89038,-3734.2406005,7.2450000000000045,2659.5,-2193.3859805,None,CH,2026-04-23
2026-01-02 20:00:00+00:00,0.0,1196.614135,0.0,3857.9635615,0.0,135.03,2355.5,0.0,-1196.614135,-3857.9635615,-135.03,2355.5,-2834.1076965,None,CH,2026-04-23
2026-01-02 21:00:00+00:00,0.0,1271.597412,0.0,3851.09454275,0.0,154.7975,1981.5,0.0,-1271.597412,-3851.09454275,-154.7975,1981.5,-3295.98945475,None,CH,2026-04-23
2026-01-02 22:00:00+00:00,0.0,1268.391113,0.0,4125.172424,14.2925,40.155,1532.0,0.0,-1268.391113,-4125.172424,-25.8625,1532.0,-3887.426037,None,CH,2026-04-23
2026-01-02 23:00:00+00:00,0.0,1238.966308,0.0,4314.340819999999,0.0,519.275,1711.25,0.0,-1238.966308,-4314.340819999999,-519.275,1711.25,-4361.332127999999,None,CH,2026-04-23
2026-01-03 00:00:00+00:00,0.0,1084.816528,0.0,3787.724853,0.0,1189.1275,1189.0,0.0,-1084.816528,-3787.724853,-1189.1275,1189.0,-4872.668881,None,CH,2026-04-23
2026-01-03 01:00:00+00:00,0.0,1033.633544,0.0,3184.21484325,0.0,1206.6675,574.5,0.0,-1033.633544,-3184.21484325,-1206.6675,574.5,-4850.01588725,None,CH,2026-04-23
2026-01-03 02:00:00+00:00,0.0,933.232849,0.0,2855.88507025,0.0,1376.8175,276.25,0.0,-933.232849,-2855.88507025,-1376.8175,276.25,-4889.6854192499995,None,CH,2026-04-23
2026-01-03 03:00:00+00:00,0.0,469.31427,0.0,2657.94024575,0.0,1670.835,130.5,4.25,-469.31427,-2657.94024575,-1670.835,126.25,-4671.83951575,None,CH,2026-04-23
2026-01-03 04:00:00+00:00,0.0,345.939147,0.0,2530.11730925,0.0,1944.3075,76.75,0.5,-345.939147,-2530.11730925,-1944.3075,76.25,-4744.113956249999,None,CH,2026-04-23
2026-01-03 05:00:00+00:00,0.0,299.466979,0.0,2694.425964,0.0,1714.82,496.0,0.0,-299.466979,-2694.425964,-1714.82,496.0,-4212.7129429999995,None,CH,2026-04-23
2026-01-03 06:00:00+00:00,0.0,190.038467,0.0,2657.7744135,0.0,1770.225,521.25,0.0,-190.038467,-2657.7744135,-1770.225,521.25,-4096.7878805,None,CH,2026-04-23
2026-01-03 07:00:00+00:00,0.0,619.427062,0.0,3017.20349075,0.0,1494.0625,1118.25,0.0,-619.427062,-3017.20349075,-1494.0625,1118.25,-4012.44305275,None,CH,2026-04-23
2026-01-03 08:00:00+00:00,0.0,735.995422,0.0,2677.47802675,0.0,1650.915,956.5,0.0,-735.995422,-2677.47802675,-1650.915,956.5,-4107.88844875,None,CH,2026-04-23
2026-01-03 09:00:00+00:00,0.0,755.326721,0.0,2686.27185,0.0,1684.2075,648.5,0.0,-755.326721,-2686.27185,-1684.2075,648.5,-4477.306071,None,CH,2026-04-23
2026-01-03 10:00:00+00:00,0.0,673.213745,0.0,2763.6772455,0.0,2053.395,488.75,0.0,-673.213745,-2763.6772455,-2053.395,488.75,-5001.5359905000005,None,CH,2026-04-23
2026-01-03 11:00:00+00:00,0.0,545.941467,0.0,2728.756347,0.0,2165.8725,117.25,0.0,-545.941467,-2728.756347,-2165.8725,117.25,-5323.3203140000005,None,CH,2026-04-23
2026-01-03 12:00:00+00:00,0.0,445.839202,0.0,2616.58190875,0.0,2415.725,179.5,13.25,-445.839202,-2616.58190875,-2415.725,166.25,-5311.89611075,None,CH,2026-04-23
2026-01-03 13:00:00+00:00,0.0,292.227325,0.0,2433.31909125,0.0,2891.0375,491.0,0.0,-292.227325,-2433.31909125,-2891.0375,491.0,-5125.58391625,None,CH,2026-04-23
2026-01-03 14:00:00+00:00,0.0,32.945415,0.0,2034.4837337499998,0.0,2789.045,983.75,0.0,-32.945415,-2034.4837337499998,-2789.045,983.75,-3872.7241487499996,None,CH,2026-04-23
2026-01-03 15:00:00+00:00,101.56311,0.0,0.0,1929.8235165,0.0,2914.3675,1165.5,0.0,101.56311,-1929.8235165,-2914.3675,1165.5,-3577.1279065,None,CH,2026-04-23
2026-01-03 16:00:00+00:00,100.684326,0.0,0.0,1813.90072575,0.0,2618.45,1498.0,0.0,100.684326,-1813.90072575,-2618.45,1498.0,-2833.66639975,None,CH,2026-04-23
2026-01-03 17:00:00+00:00,0.0,257.206878,0.0,2258.07257025,0.0,2079.61,1895.0,0.0,-257.206878,-2258.07257025,-2079.61,1895.0,-2699.88944825,None,CH,2026-04-23
2026-01-03 18:00:00+00:00,0.0,416.579833,0.0,2474.74444525,0.0,1784.8375,2292.25,0.0,-416.579833,-2474.74444525,-1784.8375,2292.25,-2383.9117782499998,None,CH,2026-04-23
2026-01-03 19:00:00+00:00,0.0,502.587432,0.0,2590.12786825,0.0,1946.0125,2244.75,0.0,-502.587432,-2590.12786825,-1946.0125,2244.75,-2793.9778002499997,None,CH,2026-04-23
2026-01-03 20:00:00+00:00,0.0,639.602905,0.0,2980.185241,0.0,1970.8375,1789.0,0.0,-639.602905,-2980.185241,-1970.8375,1789.0,-3801.6256460000004,None,CH,2026-04-23
2026-01-03 21:00:00+00:00,0.0,645.572143,0.0,3037.0607904999997,0.0,1863.4325,1592.25,0.0,-645.572143,-3037.0607904999997,-1863.4325,1592.25,-3953.8154335,None,CH,2026-04-23
2026-01-03 22:00:00+00:00,0.0,439.362823,0.0,2928.54498225,0.0,1702.9725,697.25,0.0,-439.362823,-2928.54498225,-1702.9725,697.25,-4373.63030525,None,CH,2026-04-23
2026-01-03 23:00:00+00:00,0.0,386.599243,0.0,2883.89642275,0.0,1538.025,473.75,0.0,-386.599243,-2883.89642275,-1538.025,473.75,-4334.77066575,None,CH,2026-04-23
2026-01-04 00:00:00+00:00,0.0,437.383239,0.0,3037.382263,0.0,1463.7525,585.75,0.0,-437.383239,-3037.382263,-1463.7525,585.75,-4352.768002000001,None,CH,2026-04-23
2026-01-04 01:00:00+00:00,0.0,555.971984,0.0,3018.7491449999998,0.0,1466.4175,673.0,0.0,-555.971984,-3018.7491449999998,-1466.4175,673.0,-4368.138628999999,None,CH,2026-04-23
2026-01-04 02:00:00+00:00,0.0,483.733093,0.0,2788.13592475,0.0,1841.425,474.25,0.0,-483.733093,-2788.13592475,-1841.425,474.25,-4639.0440177499995,None,CH,2026-04-23
2026-01-04 03:00:00+00:00,0.0,425.948486,0.0,2520.6159665,0.0,1845.41,302.25,0.0,-425.948486,-2520.6159665,-1845.41,302.25,-4489.7244525,None,CH,2026-04-23
2026-01-04 04:00:00+00:00,0.0,536.243652,0.0,2432.379211,0.0,1837.5325,257.0,0.0,-536.243652,-2432.379211,-1837.5325,257.0,-4549.155363,None,CH,2026-04-23
2026-01-04 05:00:00+00:00,0.0,477.497497,0.0,2344.05615175,0.0,1718.52,413.0,0.0,-477.497497,-2344.05615175,-1718.52,413.0,-4127.07364875,None,CH,2026-04-23
2026-01-04 06:00:00+00:00,0.0,435.004852,0.0,2607.2863765,0.0,1379.8875,833.25,0.0,-435.004852,-2607.2863765,-1379.8875,833.25,-3588.9287285,None,CH,2026-04-23
2026-01-04 07:00:00+00:00,0.0,657.359619,0.0,2612.7620235,0.0,1566.1125,1096.5,0.0,-657.359619,-2612.7620235,-1566.1125,1096.5,-3739.7341424999995,None,CH,2026-04-23
2026-01-04 08:00:00+00:00,0.0,629.596252,0.0,2230.33398375,0.0,1544.305,653.25,0.0,-629.596252,-2230.33398375,-1544.305,653.25,-3750.9852357500004,None,CH,2026-04-23
2026-01-04 09:00:00+00:00,0.0,692.467956,0.0,1905.96142525,0.0,1290.75,198.75,42.25,-692.467956,-1905.96142525,-1290.75,156.5,-3732.67938125,None,CH,2026-04-23
2026-01-04 10:00:00+00:00,0.0,562.144592,0.0,1496.69796725,0.0,1618.5025,8.75,37.0,-562.144592,-1496.69796725,-1618.5025,-28.25,-3705.59505925,None,CH,2026-04-23
2026-01-04 11:00:00+00:00,0.0,673.003234,0.0,1597.222259,0.0,1754.7175,191.25,0.0,-673.003234,-1597.222259,-1754.7175,191.25,-3833.6929929999997,None,CH,2026-04-23
2026-01-04 12:00:00+00:00,0.0,346.508911,0.0,1453.84225425,0.0,2406.315,237.0,0.0,-346.508911,-1453.84225425,-2406.315,237.0,-3969.6661652500006,None,CH,2026-04-23
2026-01-04 13:00:00+00:00,0.0,87.27613,0.0,1426.0814815,0.0,2735.61,319.75,0.0,-87.27613,-1426.0814815,-2735.61,319.75,-3929.2176115,None,CH,2026-04-23
2026-01-04 14:00:00+00:00,214.518127,0.0,0.0,1173.7282097500001,0.0,3294.465,265.75,0.0,214.518127,-1173.7282097500001,-3294.465,265.75,-3987.92508275,None,CH,2026-04-23
2026-01-04 15:00:00+00:00,558.452087,0.0,0.0,913.3950192499999,0.0,3152.1975,0.0,339.0,558.452087,-913.3950192499999,-3152.1975,-339.0,-3846.1404322500002,None,CH,2026-04-23
2026-01-04 16:00:00+00:00,529.007751,0.0,0.0,809.89250125,0.0,1891.3575,0.0,337.75,529.007751,-809.89250125,-1891.3575,-337.75,-2509.9922502500003,None,CH,2026-04-23
2026-01-04 17:00:00+00:00,350.510498,0.0,0.0,969.4145805,0.0,1008.9875,2.75,202.0,350.510498,-969.4145805,-1008.9875,-199.25,-1827.1415825,None,CH,2026-04-23
2026-01-04 18:00:00+00:00,256.177581,0.0,0.0,1365.772857,0.0,651.2975,8.75,68.5,256.177581,-1365.772857,-651.2975,-59.75,-1820.6427760000001,None,CH,2026-04-23
2026-01-04 19:00:00+00:00,0.0,2.023651,0.0,1822.5342705,0.0,1178.835,495.75,0.0,-2.023651,-1822.5342705,-1178.835,495.75,-2507.6429215,None,CH,2026-04-23
2026-01-04 20:00:00+00:00,0.0,106.400489,0.0,2333.1337275,0.0,1931.85,864.75,0.0,-106.400489,-2333.1337275,-1931.85,864.75,-3506.6342165000005,None,CH,2026-04-23
2026-01-04 21:00:00+00:00,0.0,79.525802,0.0,2404.21643025,0.0,2004.0475,391.0,0.0,-79.525802,-2404.21643025,-2004.0475,391.0,-4096.78973225,None,CH,2026-04-23
2026-01-04 22:00:00+00:00,0.0,126.603439,0.0,2648.549133,0.0,2014.825,400.5,0.0,-126.603439,-2648.549133,-2014.825,400.5,-4389.477572,None,CH,2026-04-23
2026-01-04 23:00:00+00:00,0.0,23.515846,0.0,2424.115112,0.0,2418.7775,344.25,0.0,-23.515846,-2424.115112,-2418.7775,344.25,-4522.158458,None,CH,2026-04-23
2026-01-05 00:00:00+00:00,0.0,11.580695,0.0,2420.0156855,0.0,2566.2,371.5,0.0,-11.580695,-2420.0156855,-2566.2,371.5,-4626.2963805,None,CH,2026-04-23
2026-01-05 01:00:00+00:00,38.053234,0.0,0.0,2264.93560725,0.0,2491.525,33.0,50.75,38.053234,-2264.93560725,-2491.525,-17.75,-4736.15737325,None,CH,2026-04-23
2026-01-05 02:00:00+00:00,113.182495,0.0,0.0,2156.8438105,0.0,2560.625,53.25,56.0,113.182495,-2156.8438105,-2560.625,-2.75,-4607.0363155,None,CH,2026-04-23
2026-01-05 03:00:00+00:00,62.819286,0.0,0.0,2175.8677362500002,0.0,2823.6025,284.25,0.0,62.819286,-2175.8677362500002,-2823.6025,284.25,-4652.40095025,None,CH,2026-04-23
2026-01-05 04:00:00+00:00,138.028457,0.0,0.0,2330.93237275,0.0,2634.8075,426.75,0.0,138.028457,-2330.93237275,-2634.8075,426.75,-4400.96141575,None,CH,2026-04-23
2026-01-05 05:00:00+00:00,434.405395,0.0,0.0,1894.15722625,0.0,2229.6475,112.25,555.75,434.405395,-1894.15722625,-2229.6475,-443.5,-4132.89933125,None,CH,2026-04-23
2026-01-05 06:00:00+00:00,1407.33142,0.0,511.65465525,87.54707325,389.3475,0.0,0.0,2575.0,1407.33142,424.10758200000004,389.3475,-2575.0,-354.2134980000001,None,CH,2026-04-23
2026-01-05 07:00:00+00:00,1424.635498,0.0,1463.55148275,0.0,1256.0425,0.0,0.0,2405.0,1424.635498,1463.55148275,1256.0425,-2405.0,1739.2294807500002,None,CH,2026-04-23
2026-01-05 08:00:00+00:00,1314.40625,0.0,1255.59945625,0.0,1716.8525,0.0,0.0,2189.25,1314.40625,1255.59945625,1716.8525,-2189.25,2097.60820625,None,CH,2026-04-23
2026-01-05 09:00:00+00:00,1285.421508,0.0,1364.75222725,0.0,1517.9875,0.0,0.0,1920.0,1285.421508,1364.75222725,1517.9875,-1920.0,2248.1612352499997,None,CH,2026-04-23
2026-01-05 10:00:00+00:00,1391.510131,0.0,1891.70840425,0.0,1096.84,0.0,0.0,2132.75,1391.510131,1891.70840425,1096.84,-2132.75,2247.30853525,None,CH,2026-04-23
2026-01-05 11:00:00+00:00,1252.586303,0.0,1714.639007,0.0,861.72,0.0,0.0,2055.75,1252.586303,1714.639007,861.72,-2055.75,1773.19531,None,CH,2026-04-23
2026-01-05 12:00:00+00:00,1157.352416,0.0,1466.42062325,0.0,119.035,0.0,0.0,1501.25,1157.352416,1466.42062325,119.035,-1501.25,1241.5580392499996,None,CH,2026-04-23
2026-01-05 13:00:00+00:00,1350.238891,0.0,2121.30615175,0.0,48.2575,1.08,0.0,2021.0,1350.238891,2121.30615175,47.1775,-2021.0,1497.7225427499998,None,CH,2026-04-23
2026-01-05 14:00:00+00:00,1552.109497,0.0,2464.23998975,0.0,534.31,0.0,0.0,2045.25,1552.109497,2464.23998975,534.31,-2045.25,2505.40948675,None,CH,2026-04-23
2026-01-05 15:00:00+00:00,1821.326416,0.0,2857.05041475,0.0,889.8475,0.0,0.0,2582.0,1821.326416,2857.05041475,889.8475,-2582.0,2986.2243307500003,None,CH,2026-04-23
2026-01-05 16:00:00+00:00,1726.835327,0.0,2558.794067,0.0,1730.6025,0.0,0.0,2768.75,1726.835327,2558.794067,1730.6025,-2768.75,3247.4818939999996,None,CH,2026-04-23
2026-01-05 17:00:00+00:00,1678.577392,0.0,2401.882446,0.0,2516.91,0.0,0.0,3037.0,1678.577392,2401.882446,2516.91,-3037.0,3560.3698379999996,None,CH,2026-04-23
2026-01-05 18:00:00+00:00,1629.308105,0.0,2145.65252625,0.0,2272.575,0.0,0.0,2810.5,1629.308105,2145.65252625,2272.575,-2810.5,3237.03563125,None,CH,2026-04-23
2026-01-05 19:00:00+00:00,1507.569458,0.0,2024.09085025,0.0,1376.2875,0.0,0.0,2064.75,1507.569458,2024.09085025,1376.2875,-2064.75,2843.197808249999,None,CH,2026-04-23
2026-01-05 20:00:00+00:00,1129.169921,0.0,1140.62731875,0.0,474.7575,0.0,0.0,1450.0,1129.169921,1140.62731875,474.7575,-1450.0,1294.55473975,None,CH,2026-04-23
2026-01-05 21:00:00+00:00,726.122924,0.0,262.00810775,54.2469825,496.735,0.0,0.0,1019.75,726.122924,207.76112525000002,496.735,-1019.75,410.86904925,None,CH,2026-04-23
2026-01-05 22:00:00+00:00,0.0,92.129875,0.0,1243.9475244999999,0.0,587.96,199.25,317.0,-92.129875,-1243.9475244999999,-587.96,-117.75,-2041.7873995,None,CH,2026-04-23
2026-01-05 23:00:00+00:00,0.0,294.223693,0.0,1508.13574175,0.0,2268.715,383.0,98.0,-294.223693,-1508.13574175,-2268.715,285.0,-3786.0744347500004,None,CH,2026-04-23
2026-01-06 00:00:00+00:00,0.0,72.643943,0.0,1275.43804875,0.0,1573.4075,0.0,1149.5,-72.643943,-1275.43804875,-1573.4075,-1149.5,-4070.98949175,None,CH,2026-04-23
2026-01-06 01:00:00+00:00,0.0,264.207427,0.0,1271.5307002499999,0.0,1909.885,0.0,377.25,-264.207427,-1271.5307002499999,-1909.885,-377.25,-3822.87312725,None,CH,2026-04-23
2026-01-06 02:00:00+00:00,0.0,294.47824,0.0,1150.12045225,0.0,1922.835,0.0,310.0,-294.47824,-1150.12045225,-1922.835,-310.0,-3677.43369225,None,CH,2026-04-23
2026-01-06 03:00:00+00:00,0.0,373.887207,0.0,1115.5180352500001,0.0,1866.94,44.0,76.5,-373.887207,-1115.5180352500001,-1866.94,-32.5,-3388.8452422500004,None,CH,2026-04-23
2026-01-06 04:00:00+00:00,0.0,195.271499,0.0,651.4637065,0.0,1264.0625,0.0,459.75,-195.271499,-651.4637065,-1264.0625,-459.75,-2570.5477055,None,CH,2026-04-23
2026-01-06 05:00:00+00:00,552.306396,0.0,343.5846725,56.7411765,299.185,151.06,0.0,2530.25,552.306396,286.843496,148.125,-2530.25,-1542.975108,None,CH,2026-04-23
2026-01-06 06:00:00+00:00,1011.889709,0.0,1494.807464,0.0,1926.925,0.0,0.0,3144.25,1011.889709,1494.807464,1926.925,-3144.25,1289.3721729999997,None,CH,2026-04-23
2026-01-06 07:00:00+00:00,728.256225,0.0,1333.67764225,0.0,3130.3075,0.0,0.0,3065.0,728.256225,1333.67764225,3130.3075,-3065.0,2127.2413672499997,None,CH,2026-04-23
2026-01-06 08:00:00+00:00,485.26596,0.0,1097.5406795,0.0,3236.3625,0.0,0.0,2990.5,485.26596,1097.5406795,3236.3625,-2990.5,1828.6691394999998,None,CH,2026-04-23
2026-01-06 09:00:00+00:00,517.545104,0.0,1427.90820275,0.0,3357.9525,0.0,0.0,3061.5,517.545104,1427.90820275,3357.9525,-3061.5,2241.90580675,None,CH,2026-04-23
2026-01-06 10:00:00+00:00,634.340576,0.0,1604.770202,0.0,2746.305,0.0,0.0,3114.75,634.340576,1604.770202,2746.305,-3114.75,1870.6657780000005,None,CH,2026-04-23
2026-01-06 11:00:00+00:00,864.567871,0.0,1968.4589839999999,0.0,2277.24,0.0,0.0,3304.5,864.567871,1968.4589839999999,2277.24,-3304.5,1805.7668549999999,None,CH,2026-04-23
2026-01-06 12:00:00+00:00,1077.933471,0.0,2176.93048025,0.0,1611.145,0.0,0.0,3472.0,1077.933471,2176.93048025,1611.145,-3472.0,1394.0089512499999,None,CH,2026-04-23
2026-01-06 13:00:00+00:00,1251.888916,0.0,2136.519592,0.0,1039.485,0.0,0.0,3560.5,1251.888916,2136.519592,1039.485,-3560.5,867.3935080000001,None,CH,2026-04-23
2026-01-06 14:00:00+00:00,1527.234741,0.0,2453.22326625,0.0,922.11,0.0,0.0,3503.25,1527.234741,2453.22326625,922.11,-3503.25,1399.31800725,None,CH,2026-04-23
2026-01-06 15:00:00+00:00,1627.564331,0.0,2543.9911494999997,0.0,1241.9275,0.0,0.0,3353.25,1627.564331,2543.9911494999997,1241.9275,-3353.25,2060.232980499999,None,CH,2026-04-23
