,FI_EE,EE_FI,FI_NO_4,NO_4_FI,FI_SE_1,SE_1_FI,FI_SE_3,SE_3_FI,FI_EE_net_export,FI_NO_4_net_export,FI_SE_1_net_export,FI_SE_3_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-02 09:00:00+00:00,965.665,0.0,0.0,47.737,0.0,1797.1,0.0,572.0775,965.665,-47.737,-1797.1,-572.0775,-1451.2495,None,FI,2026-04-23
2026-01-02 10:00:00+00:00,646.5875,0.0,0.0,36.439750000000004,0.0,1659.95,0.0,552.6125,646.5875,-36.439750000000004,-1659.95,-552.6125,-1602.4147500000001,None,FI,2026-04-23
2026-01-02 11:00:00+00:00,397.4425,0.0,0.0,34.228,0.0,1943.525,0.0,498.47,397.4425,-34.228,-1943.525,-498.47,-2078.7805,None,FI,2026-04-23
2026-01-02 12:00:00+00:00,354.24,0.0,0.0,28.63975,0.0,1729.175,0.0,559.065,354.24,-28.63975,-1729.175,-559.065,-1962.63975,None,FI,2026-04-23
2026-01-02 13:00:00+00:00,359.75,0.0,0.0,31.0805,0.0,1999.525,0.0,293.60749999999996,359.75,-31.0805,-1999.525,-293.60749999999996,-1964.4630000000002,None,FI,2026-04-23
2026-01-02 14:00:00+00:00,547.0275,0.0,0.0,47.357,0.0,1988.75,0.0,188.6325,547.0275,-47.357,-1988.75,-188.6325,-1677.7119999999998,None,FI,2026-04-23
2026-01-02 15:00:00+00:00,431.4675,0.0,0.0,48.98925,0.0,1783.725,0.0,113.44,431.4675,-48.98925,-1783.725,-113.44,-1514.6867499999998,None,FI,2026-04-23
2026-01-02 16:00:00+00:00,197.0275,0.0,0.0,50.46,0.0,1601.075,0.0,251.83749999999998,197.0275,-50.46,-1601.075,-251.83749999999998,-1706.3450000000003,None,FI,2026-04-23
2026-01-02 17:00:00+00:00,222.2275,0.0,0.0,55.830749999999995,0.0,1842.0,0.0,379.40749999999997,222.2275,-55.830749999999995,-1842.0,-379.40749999999997,-2055.01075,None,FI,2026-04-23
2026-01-02 18:00:00+00:00,440.9525,0.0,0.0,53.75075,0.0,1791.925,0.0,463.11,440.9525,-53.75075,-1791.925,-463.11,-1867.8332500000001,None,FI,2026-04-23
2026-01-02 19:00:00+00:00,835.9300000000001,0.0,0.0,44.6285,0.0,1816.9,0.0,469.245,835.9300000000001,-44.6285,-1816.9,-469.245,-1494.8435,None,FI,2026-04-23
2026-01-02 20:00:00+00:00,664.03,0.0,0.0,52.65275,0.0,1878.55,0.0,537.7525,664.03,-52.65275,-1878.55,-537.7525,-1804.92525,None,FI,2026-04-23
2026-01-02 21:00:00+00:00,848.8,0.0,0.0,41.22625,0.0,1835.525,0.0,604.3875,848.8,-41.22625,-1835.525,-604.3875,-1632.3387500000001,None,FI,2026-04-23
2026-01-02 22:00:00+00:00,696.1225,0.0,0.0,30.0595,0.0,1856.45,0.0,414.8125,696.1225,-30.0595,-1856.45,-414.8125,-1605.1995000000002,None,FI,2026-04-23
2026-01-02 23:00:00+00:00,864.9275,0.0,0.0,47.72725,0.0,1789.45,0.0,1075.51,864.9275,-47.72725,-1789.45,-1075.51,-2047.7597500000002,None,FI,2026-04-23
2026-01-03 00:00:00+00:00,1004.645,0.0,0.0,35.53475,0.0,1933.95,0.0,1163.2,1004.645,-35.53475,-1933.95,-1163.2,-2128.03975,None,FI,2026-04-23
2026-01-03 01:00:00+00:00,855.1125,0.0,0.0,19.1386,0.0,1862.1,0.0,1007.9200000000001,855.1125,-19.1386,-1862.1,-1007.9200000000001,-2034.0461,None,FI,2026-04-23
2026-01-03 02:00:00+00:00,704.675,0.0,0.0,5.074075,0.0,1911.3000000000002,0.0,889.045,704.675,-5.074075,-1911.3000000000002,-889.045,-2100.744075,None,FI,2026-04-23
2026-01-03 03:00:00+00:00,693.9425,0.0,3.58600825,1.200075,0.0,1890.325,0.0,981.1324999999999,693.9425,2.38593325,-1890.325,-981.1324999999999,-2175.1290667499998,None,FI,2026-04-23
2026-01-03 04:00:00+00:00,915.515,0.0,7.314723,0.0,0.0,1772.7,0.0,895.8575,915.515,7.314723,-1772.7,-895.8575,-1745.727777,None,FI,2026-04-23
2026-01-03 05:00:00+00:00,917.2950000000001,0.0,8.58570575,0.0,0.0,1809.4,0.0,709.83,917.2950000000001,8.58570575,-1809.4,-709.83,-1593.3492942500002,None,FI,2026-04-23
2026-01-03 06:00:00+00:00,1021.825,0.0,5.40770025,0.0,0.0,1944.975,0.0,733.335,1021.825,5.40770025,-1944.975,-733.335,-1651.0772997499998,None,FI,2026-04-23
2026-01-03 07:00:00+00:00,1020.75,0.0,9.494276750000001,0.0,0.0,1949.55,0.0,594.255,1020.75,9.494276750000001,-1949.55,-594.255,-1513.5607232500001,None,FI,2026-04-23
2026-01-03 08:00:00+00:00,1028.075,0.0,4.8737295000000005,1.183375,0.0,1948.65,0.0,585.88,1028.075,3.6903545000000006,-1948.65,-585.88,-1502.7646455,None,FI,2026-04-23
2026-01-03 09:00:00+00:00,1015.3925,0.0,0.0,13.231800000000002,0.0,1890.75,0.0,646.265,1015.3925,-13.231800000000002,-1890.75,-646.265,-1534.8543,None,FI,2026-04-23
2026-01-03 10:00:00+00:00,885.5425,0.0,0.0,8.8642,0.0,1867.275,0.0,447.0725,885.5425,-8.8642,-1867.275,-447.0725,-1437.6692,None,FI,2026-04-23
2026-01-03 11:00:00+00:00,890.925,0.0,2.399184,0.648425,0.0,1905.8249999999998,0.0,458.925,890.925,1.750759,-1905.8249999999998,-458.925,-1472.0742409999998,None,FI,2026-04-23
2026-01-03 12:00:00+00:00,972.6775,0.0,11.2553405,0.0,0.0,1887.225,0.0,489.93,972.6775,11.2553405,-1887.225,-489.93,-1393.2221594999999,None,FI,2026-04-23
2026-01-03 13:00:00+00:00,925.8725,0.0,15.7413485,0.0,0.0,1815.75,0.0,417.3925,925.8725,15.7413485,-1815.75,-417.3925,-1291.5286515,None,FI,2026-04-23
2026-01-03 14:00:00+00:00,880.0275,0.0,15.50966125,0.0,0.0,1768.6,0.0,231.10250000000002,880.0275,15.50966125,-1768.6,-231.10250000000002,-1104.1653387499998,None,FI,2026-04-23
2026-01-03 15:00:00+00:00,994.8525,0.0,11.937892,0.0,0.0,1776.775,0.0,238.48749999999998,994.8525,11.937892,-1776.775,-238.48749999999998,-1008.472108,None,FI,2026-04-23
2026-01-03 16:00:00+00:00,1000.9,0.0,11.4332595,0.0,0.0,1643.6,0.0,182.4325,1000.9,11.4332595,-1643.6,-182.4325,-813.6992405,None,FI,2026-04-23
2026-01-03 17:00:00+00:00,1013.75,0.0,10.18689425,0.0,0.0,1694.625,0.0,276.60749999999996,1013.75,10.18689425,-1694.625,-276.60749999999996,-947.2956057499999,None,FI,2026-04-23
2026-01-03 18:00:00+00:00,1010.7,0.0,9.12017625,0.0,0.0,1612.225,0.0,298.23,1010.7,9.12017625,-1612.225,-298.23,-890.6348237499999,None,FI,2026-04-23
2026-01-03 19:00:00+00:00,1024.9,0.0,6.5646595,0.0,0.0,1457.1000000000001,0.0,497.3425,1024.9,6.5646595,-1457.1000000000001,-497.3425,-922.9778405,None,FI,2026-04-23
2026-01-03 20:00:00+00:00,1016.75,0.0,0.10241275,0.8845324999999999,0.0,1592.225,0.0,514.5,1016.75,-0.7821197499999999,-1592.225,-514.5,-1090.75711975,None,FI,2026-04-23
2026-01-03 21:00:00+00:00,1021.225,0.0,0.05098625,1.1786575,0.0,1558.125,0.0,601.9625,1021.225,-1.12767125,-1558.125,-601.9625,-1139.99017125,None,FI,2026-04-23
2026-01-03 22:00:00+00:00,1012.925,0.0,0.0,5.6324375,0.0,1783.575,0.0,286.9,1012.925,-5.6324375,-1783.575,-286.9,-1063.1824375,None,FI,2026-04-23
2026-01-03 23:00:00+00:00,1014.4025,0.0,8.20202525,0.2372575,0.0,1700.45,2.50937375,24.708000000000002,1014.4025,7.96476775,-1700.45,-22.198626250000004,-700.2813585,None,FI,2026-04-23
2026-01-04 00:00:00+00:00,981.0225,0.0,5.07848375,0.181855,0.0,1471.075,108.5561825,0.0,981.0225,4.8966287500000005,-1471.075,108.5561825,-376.59968875000004,None,FI,2026-04-23
2026-01-04 01:00:00+00:00,1009.3599999999999,0.0,19.75861675,0.0,0.0,1251.75,211.414688,0.0,1009.3599999999999,19.75861675,-1251.75,211.414688,-11.216695249999987,None,FI,2026-04-23
2026-01-04 02:00:00+00:00,998.425,0.0,17.48915375,0.0,0.0,1310.25,291.04778675,0.0,998.425,17.48915375,-1310.25,291.04778675,-3.288059500000031,None,FI,2026-04-23
2026-01-04 03:00:00+00:00,1003.045,0.0,12.22745775,0.0,0.0,1379.575,430.54951475,0.0,1003.045,12.22745775,-1379.575,430.54951475,66.24697249999991,None,FI,2026-04-23
2026-01-04 04:00:00+00:00,1005.8175000000001,0.0,5.1908615,2.49735,0.0,1326.375,321.90927525,0.0,1005.8175000000001,2.6935114999999996,-1326.375,321.90927525,4.045286750000116,None,FI,2026-04-23
2026-01-04 05:00:00+00:00,1030.875,0.0,0.90387275,6.9483500000000005,0.0,1165.35,235.0893325,0.0,1030.875,-6.044477250000001,-1165.35,235.0893325,94.5698552500001,None,FI,2026-04-23
2026-01-04 06:00:00+00:00,1026.15,0.0,0.0,26.6985,0.0,1286.125,257.9861755,0.0,1026.15,-26.6985,-1286.125,257.9861755,-28.687324499999875,None,FI,2026-04-23
2026-01-04 07:00:00+00:00,1014.91,0.0,0.0,37.44775,0.0,1600.675,453.9455565,0.0,1014.91,-37.44775,-1600.675,453.9455565,-169.26719350000002,None,FI,2026-04-23
2026-01-04 08:00:00+00:00,1030.875,0.0,0.0,35.1255,0.0,1726.9,160.4771765,0.0,1030.875,-35.1255,-1726.9,160.4771765,-570.6733235,None,FI,2026-04-23
2026-01-04 09:00:00+00:00,1030.6,0.0,0.0,51.992,0.0,1731.65,62.2333585,24.701,1030.6,-51.992,-1731.65,37.5323585,-715.5096415000002,None,FI,2026-04-23
2026-01-04 10:00:00+00:00,1027.625,0.0,0.0,52.37925,0.0,1616.675,0.0,431.7375,1027.625,-52.37925,-1616.675,-431.7375,-1073.1667499999999,None,FI,2026-04-23
2026-01-04 11:00:00+00:00,1031.0,0.0,0.0,42.48375,0.0,1659.9,0.0,627.8075,1031.0,-42.48375,-1659.9,-627.8075,-1299.19125,None,FI,2026-04-23
2026-01-04 12:00:00+00:00,1021.675,0.0,0.0,19.107,0.0,1681.9,0.0,725.0975,1021.675,-19.107,-1681.9,-725.0975,-1404.4295000000002,None,FI,2026-04-23
2026-01-04 13:00:00+00:00,1030.775,0.0,0.0,18.714,0.0,1451.7,0.0,864.8425,1030.775,-18.714,-1451.7,-864.8425,-1304.4814999999999,None,FI,2026-04-23
2026-01-04 14:00:00+00:00,1020.125,0.0,0.0,4.9845,0.0,1518.175,0.0,626.4025,1020.125,-4.9845,-1518.175,-626.4025,-1129.437,None,FI,2026-04-23
2026-01-04 15:00:00+00:00,1030.85,0.0,0.0,5.426425,0.0,1638.65,0.0,578.08,1030.85,-5.426425,-1638.65,-578.08,-1191.3064250000002,None,FI,2026-04-23
2026-01-04 16:00:00+00:00,1030.575,0.0,0.0,8.911575,0.0,2053.4,0.0,493.485,1030.575,-8.911575,-2053.4,-493.485,-1525.221575,None,FI,2026-04-23
2026-01-04 17:00:00+00:00,927.1575,0.0,0.0,5.188475,0.0,1921.9,0.0,749.0725,927.1575,-5.188475,-1921.9,-749.0725,-1749.003475,None,FI,2026-04-23
2026-01-04 18:00:00+00:00,575.29,0.0,0.0,6.850375,0.0,1825.55,0.0,721.4300000000001,575.29,-6.850375,-1825.55,-721.4300000000001,-1978.540375,None,FI,2026-04-23
2026-01-04 19:00:00+00:00,443.1175,0.0,0.0,16.39625,0.0,1773.75,0.0,848.8,443.1175,-16.39625,-1773.75,-848.8,-2195.8287499999997,None,FI,2026-04-23
2026-01-04 20:00:00+00:00,348.4375,0.0,0.0,22.85575,0.0,1886.825,0.0,1146.9,348.4375,-22.85575,-1886.825,-1146.9,-2708.14325,None,FI,2026-04-23
2026-01-04 21:00:00+00:00,172.5725,0.0,0.0,20.186500000000002,0.0,1846.125,0.0,1193.45,172.5725,-20.186500000000002,-1846.125,-1193.45,-2887.1890000000003,None,FI,2026-04-23
2026-01-04 22:00:00+00:00,183.77,0.0,0.0,15.057,0.0,1870.475,0.0,1191.075,183.77,-15.057,-1870.475,-1191.075,-2892.837,None,FI,2026-04-23
2026-01-04 23:00:00+00:00,140.7225,0.0,0.0,11.922699999999999,0.0,1708.55,0.0,1175.75,140.7225,-11.922699999999999,-1708.55,-1175.75,-2755.5002,None,FI,2026-04-23
2026-01-05 00:00:00+00:00,139.66750000000002,0.0,0.0,17.542499999999997,0.0,1878.9250000000002,0.0,1124.875,139.66750000000002,-17.542499999999997,-1878.9250000000002,-1124.875,-2881.675,None,FI,2026-04-23
2026-01-05 01:00:00+00:00,430.5225,0.0,0.0,20.5045,0.0,1909.65,0.0,1193.725,430.5225,-20.5045,-1909.65,-1193.725,-2693.357,None,FI,2026-04-23
2026-01-05 02:00:00+00:00,433.1675,0.0,0.0,24.21875,0.0,1851.9499999999998,0.0,1183.775,433.1675,-24.21875,-1851.9499999999998,-1183.775,-2626.77625,None,FI,2026-04-23
2026-01-05 03:00:00+00:00,208.565,0.0,0.0,24.63425,0.0,1829.95,0.0,867.605,208.565,-24.63425,-1829.95,-867.605,-2513.62425,None,FI,2026-04-23
2026-01-05 04:00:00+00:00,383.7825,0.0,0.0,19.83425,0.0,1655.525,0.0,1071.6,383.7825,-19.83425,-1655.525,-1071.6,-2363.17675,None,FI,2026-04-23
2026-01-05 05:00:00+00:00,195.92249999999999,0.0,0.0,30.44175,0.0,1637.625,0.0,719.6675,195.92249999999999,-30.44175,-1637.625,-719.6675,-2191.81175,None,FI,2026-04-23
2026-01-05 06:00:00+00:00,417.145,0.0,0.0,36.75125,0.0,1648.65,0.0,693.4,417.145,-36.75125,-1648.65,-693.4,-1961.65625,None,FI,2026-04-23
2026-01-05 07:00:00+00:00,641.415,0.0,0.0,22.2275,0.0,1774.55,0.0,844.69,641.415,-22.2275,-1774.55,-844.69,-2000.0525,None,FI,2026-04-23
2026-01-05 08:00:00+00:00,900.8625,0.0,0.0,26.411250000000003,0.0,1743.55,0.0,1179.1,900.8625,-26.411250000000003,-1743.55,-1179.1,-2048.19875,None,FI,2026-04-23
2026-01-05 09:00:00+00:00,787.52,0.0,0.0,10.876975,0.0,1737.5,0.0,1186.15,787.52,-10.876975,-1737.5,-1186.15,-2147.0069750000002,None,FI,2026-04-23
2026-01-05 10:00:00+00:00,803.5575,0.0,0.0,17.5805,0.0,1630.95,0.0,1193.7,803.5575,-17.5805,-1630.95,-1193.7,-2038.6730000000002,None,FI,2026-04-23
2026-01-05 11:00:00+00:00,906.7950000000001,0.0,0.0,11.76075,0.0,1846.0500000000002,0.0,1190.2,906.7950000000001,-11.76075,-1846.0500000000002,-1190.2,-2141.2157500000003,None,FI,2026-04-23
2026-01-05 12:00:00+00:00,814.2275,0.0,0.0,12.5785,0.0,1696.5,0.0,1071.6,814.2275,-12.5785,-1696.5,-1071.6,-1966.451,None,FI,2026-04-23
2026-01-05 13:00:00+00:00,815.905,0.0,0.0,28.15225,0.0,1766.075,0.0,813.36,815.905,-28.15225,-1766.075,-813.36,-1791.68225,None,FI,2026-04-23
2026-01-05 14:00:00+00:00,708.675,0.0,0.0,7.0390250000000005,0.0,1726.325,0.0,721.4825,708.675,-7.0390250000000005,-1726.325,-721.4825,-1746.1715250000002,None,FI,2026-04-23
2026-01-05 15:00:00+00:00,844.4449999999999,0.0,0.0,2.81945,0.0,1684.8,0.0,753.525,844.4449999999999,-2.81945,-1684.8,-753.525,-1596.69945,None,FI,2026-04-23
2026-01-05 16:00:00+00:00,371.8225,10.101,0.0,6.8923250000000005,0.0,1874.8,98.47655475,212.055,361.7215,-6.8923250000000005,-1874.8,-113.57844525,-1633.5492702499998,None,FI,2026-04-23
2026-01-05 17:00:00+00:00,121.91749999999999,23.178250000000002,2.20651925,0.0,0.0,1746.675,49.344626500000004,137.4075,98.73924999999998,2.20651925,-1746.675,-88.0628735,-1733.79210425,None,FI,2026-04-23
2026-01-05 18:00:00+00:00,698.6675,0.0,1.8673302500000002,0.0,0.0,1711.95,0.0,854.5125,698.6675,1.8673302500000002,-1711.95,-854.5125,-1865.92766975,None,FI,2026-04-23
2026-01-05 19:00:00+00:00,734.665,0.0,5.23824825,0.0,0.0,1619.5,0.0,736.3075,734.665,5.23824825,-1619.5,-736.3075,-1615.9042517500002,None,FI,2026-04-23
2026-01-05 20:00:00+00:00,470.15,0.0,3.1083065,0.0,0.0,1735.1,0.0,859.4875,470.15,3.1083065,-1735.1,-859.4875,-2121.3291934999997,None,FI,2026-04-23
2026-01-05 21:00:00+00:00,284.89250000000004,0.0,0.2103565,0.0,0.0,1805.15,0.0,755.005,284.89250000000004,0.2103565,-1805.15,-755.005,-2275.0521435,None,FI,2026-04-23
2026-01-05 22:00:00+00:00,411.52750000000003,0.0,0.0,1.9329725,0.0,1726.375,0.0,1055.5525,411.52750000000003,-1.9329725,-1726.375,-1055.5525,-2372.3329725000003,None,FI,2026-04-23
2026-01-05 23:00:00+00:00,761.1475,0.0,0.0,7.790900000000001,0.0,1671.35,0.0,1175.075,761.1475,-7.790900000000001,-1671.35,-1175.075,-2093.0684,None,FI,2026-04-23
2026-01-06 00:00:00+00:00,761.6275,0.0,0.0,13.5515,0.0,1772.5,0.0,1179.475,761.6275,-13.5515,-1772.5,-1179.475,-2203.899,None,FI,2026-04-23
2026-01-06 01:00:00+00:00,685.9200000000001,0.0,0.0,12.650500000000001,0.0,1633.95,0.0,1193.775,685.9200000000001,-12.650500000000001,-1633.95,-1193.775,-2154.4555,None,FI,2026-04-23
2026-01-06 02:00:00+00:00,721.5450000000001,0.0,0.0,13.71425,0.0,1695.375,0.0,1193.875,721.5450000000001,-13.71425,-1695.375,-1193.875,-2181.41925,None,FI,2026-04-23
2026-01-06 03:00:00+00:00,688.8399999999999,0.0,0.0,12.022,0.0,1710.1,0.0,1194.075,688.8399999999999,-12.022,-1710.1,-1194.075,-2227.357,None,FI,2026-04-23
2026-01-06 04:00:00+00:00,583.0,0.0,0.0,10.483550000000001,0.0,1689.25,0.0,1193.975,583.0,-10.483550000000001,-1689.25,-1193.975,-2310.70855,None,FI,2026-04-23
2026-01-06 05:00:00+00:00,601.095,0.0,0.0,2.71765,0.0,1555.85,0.0,1188.375,601.095,-2.71765,-1555.85,-1188.375,-2145.8476499999997,None,FI,2026-04-23
2026-01-06 06:00:00+00:00,670.165,0.0,5.2954425,0.0,0.0,1615.0249999999999,0.0,942.5975000000001,670.165,5.2954425,-1615.0249999999999,-942.5975000000001,-1882.1620575,None,FI,2026-04-23
2026-01-06 07:00:00+00:00,640.7425000000001,0.0,7.795360499999999,0.0,0.0,1542.825,0.0,626.315,640.7425000000001,7.795360499999999,-1542.825,-626.315,-1520.6021395,None,FI,2026-04-23
2026-01-06 08:00:00+00:00,668.2225,0.0,4.88490625,0.0,0.0,1426.75,0.0,609.4025,668.2225,4.88490625,-1426.75,-609.4025,-1363.04509375,None,FI,2026-04-23
2026-01-06 09:00:00+00:00,917.0625,0.0,0.0,2.9731894999999997,0.0,1546.9,0.0,674.2674999999999,917.0625,-2.9731894999999997,-1546.9,-674.2674999999999,-1307.0781895,None,FI,2026-04-23
2026-01-06 10:00:00+00:00,828.905,0.0,0.0,8.983525,0.0,1543.075,0.0,682.0875,828.905,-8.983525,-1543.075,-682.0875,-1405.241025,None,FI,2026-04-23
2026-01-06 11:00:00+00:00,768.855,0.0,0.0,6.8328,0.0,1338.625,0.0,789.6949999999999,768.855,-6.8328,-1338.625,-789.6949999999999,-1366.2977999999998,None,FI,2026-04-23
2026-01-06 12:00:00+00:00,990.0675,0.0,0.0,9.56275,0.0,1687.225,0.0,703.5425,990.0675,-9.56275,-1687.225,-703.5425,-1410.2627499999999,None,FI,2026-04-23
2026-01-06 13:00:00+00:00,1000.155,0.0,0.0,5.339475,0.0,1595.4,0.0,742.3675000000001,1000.155,-5.339475,-1595.4,-742.3675000000001,-1342.9519750000002,None,FI,2026-04-23
2026-01-06 14:00:00+00:00,998.1725,0.0,3.7624542500000002,1.245125,0.0,1536.0,0.0,611.02,998.1725,2.5173292500000004,-1536.0,-611.02,-1146.33017075,None,FI,2026-04-23
2026-01-06 15:00:00+00:00,1002.35,0.0,5.212298499999999,0.703875,0.0,1693.0,0.0,127.09275,1002.35,4.508423499999999,-1693.0,-127.09275,-813.2343265,None,FI,2026-04-23
2026-01-06 16:00:00+00:00,1009.395,0.0,0.0,4.39135,0.0,1568.1,0.0,67.81275,1009.395,-4.39135,-1568.1,-67.81275,-630.9090999999999,None,FI,2026-04-23
2026-01-06 17:00:00+00:00,1001.475,0.0,0.12617325,0.7644045,0.0,1489.925,0.0,127.285,1001.475,-0.63823125,-1489.925,-127.285,-616.3732312499999,None,FI,2026-04-23
