,SI_AT,AT_SI,SI_HR,HR_SI,SI_IT_NORD,IT_NORD_SI,SI_HU,HU_SI,SI_AT_net_export,SI_HR_net_export,SI_IT_NORD_net_export,SI_HU_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.0,978.5,1062.5,0.0,11.54,24.259999999999998,0.0,93.56825,-978.5,1062.5,-12.719999999999999,-93.56825,-22.288250000000005,None,SI,2026-04-23
2026-01-01 01:00:00+00:00,0.0,849.4,931.5,0.0,37.31,8.1,0.0,150.22975,-849.4,931.5,29.21,-150.22975,-38.919749999999965,None,SI,2026-04-23
2026-01-01 02:00:00+00:00,0.0,801.5,839.25,0.0,71.29,1.33,0.0,185.0685,-801.5,839.25,69.96000000000001,-185.0685,-77.35849999999999,None,SI,2026-04-23
2026-01-01 03:00:00+00:00,0.0,749.0999999999999,879.25,0.0,0.05,64.62,0.0,161.36675,-749.0999999999999,879.25,-64.57000000000001,-161.36675,-95.78674999999991,None,SI,2026-04-23
2026-01-01 04:00:00+00:00,0.0,713.5,752.25,0.0,89.15,1.98,0.0,176.035,-713.5,752.25,87.17,-176.035,-50.114999999999995,None,SI,2026-04-23
2026-01-01 05:00:00+00:00,0.0,585.9,759.25,0.0,45.790000000000006,26.53,0.0,206.7305,-585.9,759.25,19.260000000000005,-206.7305,-14.120499999999993,None,SI,2026-04-23
2026-01-01 06:00:00+00:00,0.0,438.7,361.25,0.0,148.79,0.11,0.0,294.099,-438.7,361.25,148.67999999999998,-294.099,-222.869,None,SI,2026-04-23
2026-01-01 07:00:00+00:00,145.7,50.6,25.0,147.0,64.13,0.0,0.0,331.91150000000005,95.1,-122.0,64.13,-331.91150000000005,-294.6815,None,SI,2026-04-23
2026-01-01 08:00:00+00:00,374.7,0.0,0.0,336.75,163.5,0.0,0.0,365.789,374.7,-336.75,163.5,-365.789,-164.339,None,SI,2026-04-23
2026-01-01 09:00:00+00:00,215.1,0.0,0.0,264.25,328.5,0.0,0.0,365.376,215.1,-264.25,328.5,-365.376,-86.02599999999995,None,SI,2026-04-23
2026-01-01 10:00:00+00:00,46.4,7.0,0.0,139.25,408.25,0.0,0.0,347.0535,39.4,-139.25,408.25,-347.0535,-38.65350000000001,None,SI,2026-04-23
2026-01-01 11:00:00+00:00,28.799999999999997,0.0,0.0,301.0,640.0,0.0,0.0,422.16025,28.799999999999997,-301.0,640.0,-422.16025,-54.36025000000001,None,SI,2026-04-23
2026-01-01 12:00:00+00:00,31.1,12.3,5.5,90.0,390.5,0.0,0.0,355.43275,18.8,-84.5,390.5,-355.43275,-30.632749999999987,None,SI,2026-04-23
2026-01-01 13:00:00+00:00,0.0,358.7,244.5,12.75,328.25,0.0,0.0,280.42674999999997,-358.7,231.75,328.25,-280.42674999999997,-79.12674999999996,None,SI,2026-04-23
2026-01-01 14:00:00+00:00,0.0,494.8,473.75,0.0,350.47,0.0,0.0,86.1155,-494.8,473.75,350.47,-86.1155,243.30450000000002,None,SI,2026-04-23
2026-01-01 15:00:00+00:00,0.0,342.5,398.0,0.0,482.55,0.0,0.0,50.71975,-342.5,398.0,482.55,-50.71975,487.33025,None,SI,2026-04-23
2026-01-01 16:00:00+00:00,6.7,66.3,565.75,0.0,187.0,0.0,4.84525,7.070250000000001,-59.599999999999994,565.75,187.0,-2.2250000000000005,690.925,None,SI,2026-04-23
2026-01-01 17:00:00+00:00,4.8,7.2,505.75,0.0,162.35,0.0,3.66675,4.2372499999999995,-2.4000000000000004,505.75,162.35,-0.5704999999999996,665.1295,None,SI,2026-04-23
2026-01-01 18:00:00+00:00,0.0,138.5,433.5,0.0,110.93,0.08,0.9425,25.731,-138.5,433.5,110.85000000000001,-24.788500000000003,381.0615,None,SI,2026-04-23
2026-01-01 19:00:00+00:00,0.0,245.8,449.5,0.0,66.0,0.0,0.0,68.4315,-245.8,449.5,66.0,-68.4315,201.2685,None,SI,2026-04-23
2026-01-01 20:00:00+00:00,0.0,350.1,507.75,0.0,13.0,35.25,0.0,106.042,-350.1,507.75,-22.25,-106.042,29.357999999999976,None,SI,2026-04-23
2026-01-01 21:00:00+00:00,0.0,334.4,399.0,0.0,79.5,0.0,0.0,177.93449999999999,-334.4,399.0,79.5,-177.93449999999999,-33.83449999999996,None,SI,2026-04-23
2026-01-01 22:00:00+00:00,0.0,402.7,353.25,0.0,142.38,6.14,0.0,229.9575,-402.7,353.25,136.24,-229.9575,-143.1675,None,SI,2026-04-23
2026-01-01 23:00:00+00:00,0.0,452.0,216.0,0.0,381.03,0.58,0.0,242.46275,-452.0,216.0,380.45,-242.46275,-98.01275000000001,None,SI,2026-04-23
2026-01-02 00:00:00+00:00,0.0,390.4,88.75,0.0,512.25,0.0,0.0,273.41725,-390.4,88.75,512.25,-273.41725,-62.81725,None,SI,2026-04-23
2026-01-02 01:00:00+00:00,0.0,345.2,35.5,0.25,538.25,0.0,0.0,264.4315,-345.2,35.25,538.25,-264.4315,-36.13150000000002,None,SI,2026-04-23
2026-01-02 02:00:00+00:00,0.0,274.1,0.0,101.25,646.14,0.0,0.0,293.21,-274.1,-101.25,646.14,-293.21,-22.420000000000016,None,SI,2026-04-23
2026-01-02 03:00:00+00:00,0.0,221.6,0.0,154.5,636.95,0.0,0.0,290.0085,-221.6,-154.5,636.95,-290.0085,-29.158500000000004,None,SI,2026-04-23
2026-01-02 04:00:00+00:00,0.0,209.7,19.25,63.0,614.6800000000001,0.0,0.0,277.95825,-209.7,-43.75,614.6800000000001,-277.95825,83.27175000000005,None,SI,2026-04-23
2026-01-02 05:00:00+00:00,0.0,467.6,62.0,0.0,703.51,0.0,0.0,274.3405,-467.6,62.0,703.51,-274.3405,23.569499999999948,None,SI,2026-04-23
2026-01-02 06:00:00+00:00,0.0,298.4,211.5,0.0,270.25,0.0,0.0,212.7255,-298.4,211.5,270.25,-212.7255,-29.375499999999988,None,SI,2026-04-23
2026-01-02 07:00:00+00:00,124.1,0.0,15.25,20.75,108.35000000000001,0.18,0.0,205.5695,124.1,-5.5,108.17,-205.5695,21.200499999999977,None,SI,2026-04-23
2026-01-02 08:00:00+00:00,151.0,0.0,0.0,83.5,83.39,3.42,0.0,207.667,151.0,-83.5,79.97,-207.667,-60.197,None,SI,2026-04-23
2026-01-02 09:00:00+00:00,15.9,90.4,0.0,259.0,468.57,0.18,0.0,279.57875,-74.5,-259.0,468.39,-279.57875,-144.68875000000003,None,SI,2026-04-23
2026-01-02 10:00:00+00:00,0.0,168.9,0.0,425.75,646.81,0.0,0.0,301.1905,-168.9,-425.75,646.81,-301.1905,-249.03050000000002,None,SI,2026-04-23
2026-01-02 11:00:00+00:00,0.0,158.6,0.0,259.0,372.63,0.0,0.0,252.48825,-158.6,-259.0,372.63,-252.48825,-297.45825,None,SI,2026-04-23
2026-01-02 12:00:00+00:00,0.0,92.2,29.25,82.75,82.17999999999999,8.94,0.0,182.9555,-92.2,-53.5,73.24,-182.9555,-255.4155,None,SI,2026-04-23
2026-01-02 13:00:00+00:00,0.0,238.1,215.0,0.0,0.49,75.02,0.23325,85.515,-238.1,215.0,-74.53,-85.28175,-182.91174999999998,None,SI,2026-04-23
2026-01-02 14:00:00+00:00,0.0,275.1,393.0,0.0,1.4700000000000002,84.76,43.533500000000004,1.43125,-275.1,393.0,-83.29,42.102250000000005,76.71224999999998,None,SI,2026-04-23
2026-01-02 15:00:00+00:00,0.0,104.0,443.75,0.0,66.65,0.69,122.96024999999999,0.0,-104.0,443.75,65.96000000000001,122.96024999999999,528.67025,None,SI,2026-04-23
2026-01-02 16:00:00+00:00,0.0,26.6,497.0,0.0,47.88,5.290000000000001,133.18625,0.0,-26.6,497.0,42.59,133.18625,646.17625,None,SI,2026-04-23
2026-01-02 17:00:00+00:00,10.7,8.2,462.0,0.0,118.59,4.04,99.7245,0.0,2.5,462.0,114.55,99.7245,678.7745,None,SI,2026-04-23
2026-01-02 18:00:00+00:00,2.3,101.5,456.5,0.0,83.63,1.65,78.668,0.0,-99.2,456.5,81.97999999999999,78.668,517.948,None,SI,2026-04-23
2026-01-02 19:00:00+00:00,0.0,231.2,436.75,0.0,46.54,4.48,50.22825,0.2485,-231.2,436.75,42.06,49.97975,297.58975000000004,None,SI,2026-04-23
2026-01-02 20:00:00+00:00,0.0,262.3,285.25,0.0,26.51,17.759999999999998,0.0,50.9225,-262.3,285.25,8.750000000000004,-50.9225,-19.222500000000007,None,SI,2026-04-23
2026-01-02 21:00:00+00:00,0.0,114.69999999999999,66.75,11.0,144.28,1.9,0.0,181.19850000000002,-114.69999999999999,55.75,142.38,-181.19850000000002,-97.76850000000002,None,SI,2026-04-23
2026-01-02 22:00:00+00:00,0.0,124.30000000000001,23.0,27.25,360.89,0.0,0.0,248.5655,-124.30000000000001,-4.25,360.89,-248.5655,-16.22550000000001,None,SI,2026-04-23
2026-01-02 23:00:00+00:00,233.3,23.1,0.0,335.25,534.97,0.0,0.0,386.111,210.20000000000002,-335.25,534.97,-386.111,23.809000000000083,None,SI,2026-04-23
2026-01-03 00:00:00+00:00,376.7,0.0,0.0,544.5,488.0,0.0,0.0,430.57475,376.7,-544.5,488.0,-430.57475,-110.37475,None,SI,2026-04-23
2026-01-03 01:00:00+00:00,373.1,0.0,0.0,693.5,685.33,0.0,0.0,460.04025,373.1,-693.5,685.33,-460.04025,-95.11024999999995,None,SI,2026-04-23
2026-01-03 02:00:00+00:00,430.5,0.0,0.0,724.25,661.84,0.0,0.0,466.103,430.5,-724.25,661.84,-466.103,-98.01299999999998,None,SI,2026-04-23
2026-01-03 03:00:00+00:00,407.3,0.0,0.0,688.75,665.4200000000001,0.0,0.0,451.668,407.3,-688.75,665.4200000000001,-451.668,-67.69799999999992,None,SI,2026-04-23
2026-01-03 04:00:00+00:00,209.2,0.0,0.0,522.5,631.48,0.0,0.0,433.44975,209.2,-522.5,631.48,-433.44975,-115.26974999999999,None,SI,2026-04-23
2026-01-03 05:00:00+00:00,6.4,43.6,0.0,390.5,654.04,0.0,0.0,459.07349999999997,-37.2,-390.5,654.04,-459.07349999999997,-232.7335,None,SI,2026-04-23
2026-01-03 06:00:00+00:00,0.0,161.9,0.0,282.75,707.75,0.0,0.0,418.03725000000003,-161.9,-282.75,707.75,-418.03725000000003,-154.93725,None,SI,2026-04-23
2026-01-03 07:00:00+00:00,0.0,243.7,0.0,390.5,925.3199999999999,0.0,0.0,443.55375000000004,-243.7,-390.5,925.3199999999999,-443.55375000000004,-152.43375000000015,None,SI,2026-04-23
2026-01-03 08:00:00+00:00,0.0,239.8,0.0,442.75,977.87,0.0,0.0,486.8145,-239.8,-442.75,977.87,-486.8145,-191.49449999999996,None,SI,2026-04-23
2026-01-03 09:00:00+00:00,0.0,257.8,0.0,344.25,897.98,0.0,0.0,504.79375,-257.8,-344.25,897.98,-504.79375,-208.86374999999992,None,SI,2026-04-23
2026-01-03 10:00:00+00:00,0.0,287.5,0.0,156.0,722.0999999999999,0.0,0.0,502.23475,-287.5,-156.0,722.0999999999999,-502.23475,-223.6347500000001,None,SI,2026-04-23
2026-01-03 11:00:00+00:00,0.0,324.1,6.0,37.25,605.0699999999999,0.0,0.0,462.1485,-324.1,-31.25,605.0699999999999,-462.1485,-212.4285000000001,None,SI,2026-04-23
2026-01-03 12:00:00+00:00,0.0,413.0,180.75,0.0,460.72,0.0,0.0,369.31225,-413.0,180.75,460.72,-369.31225,-140.84224999999998,None,SI,2026-04-23
2026-01-03 13:00:00+00:00,0.0,472.3,433.25,0.0,37.260000000000005,84.4,0.0,176.324,-472.3,433.25,-47.14,-176.324,-262.514,None,SI,2026-04-23
2026-01-03 14:00:00+00:00,0.0,483.4,619.25,0.0,1.09,126.77,20.84825,20.634,-483.4,619.25,-125.67999999999999,0.21424999999999983,10.38425000000003,None,SI,2026-04-23
2026-01-03 15:00:00+00:00,0.0,252.5,469.0,0.0,126.81,0.15,45.134,0.00425,-252.5,469.0,126.66,45.12975,388.28974999999997,None,SI,2026-04-23
2026-01-03 16:00:00+00:00,49.300000000000004,22.6,349.25,0.0,154.14,0.0,1.91025,19.637999999999998,26.700000000000003,349.25,154.14,-17.727749999999997,512.3622499999999,None,SI,2026-04-23
2026-01-03 17:00:00+00:00,34.6,0.0,307.75,0.0,163.78,0.0,0.0735,26.606,34.6,307.75,163.78,-26.532500000000002,479.59749999999997,None,SI,2026-04-23
2026-01-03 18:00:00+00:00,6.6,51.1,347.25,0.0,51.78,33.410000000000004,8.83675,10.4095,-44.5,347.25,18.369999999999997,-1.5727499999999992,319.54725,None,SI,2026-04-23
2026-01-03 19:00:00+00:00,0.0,253.3,422.5,0.0,0.03,98.35,21.958000000000002,0.06175,-253.3,422.5,-98.32,21.896250000000002,92.77625,None,SI,2026-04-23
2026-01-03 20:00:00+00:00,0.0,405.0,425.5,0.0,4.220000000000001,62.14,2.182,13.965499999999999,-405.0,425.5,-57.92,-11.783499999999998,-49.2035,None,SI,2026-04-23
2026-01-03 21:00:00+00:00,0.0,540.5,367.0,0.0,105.75999999999999,5.01,0.0,75.43475000000001,-540.5,367.0,100.74999999999999,-75.43475000000001,-148.18475,None,SI,2026-04-23
2026-01-03 22:00:00+00:00,0.0,477.2,83.5,5.5,528.44,0.0,0.0,198.30175,-477.2,78.0,528.44,-198.30175,-69.06174999999993,None,SI,2026-04-23
2026-01-03 23:00:00+00:00,0.0,589.6,15.75,29.0,878.51,0.0,0.0,306.68275,-589.6,-13.25,878.51,-306.68275,-31.02275000000003,None,SI,2026-04-23
2026-01-04 00:00:00+00:00,0.0,597.0,0.0,163.5,990.44,0.0,0.0,383.4065,-597.0,-163.5,990.44,-383.4065,-153.46649999999994,None,SI,2026-04-23
2026-01-04 01:00:00+00:00,0.0,354.1,0.0,398.0,1038.71,0.0,0.0,420.33175,-354.1,-398.0,1038.71,-420.33175,-133.72175,None,SI,2026-04-23
2026-01-04 02:00:00+00:00,0.0,172.5,0.0,538.0,1029.07,0.0,0.0,441.342,-172.5,-538.0,1029.07,-441.342,-122.77200000000005,None,SI,2026-04-23
2026-01-04 03:00:00+00:00,0.0,144.3,0.0,540.25,991.14,0.0,0.0,429.89325,-144.3,-540.25,991.14,-429.89325,-123.30324999999999,None,SI,2026-04-23
2026-01-04 04:00:00+00:00,0.0,62.7,0.0,438.25,809.47,0.0,0.0,400.4365,-62.7,-438.25,809.47,-400.4365,-91.91649999999998,None,SI,2026-04-23
2026-01-04 05:00:00+00:00,0.0,148.4,0.0,475.25,875.1700000000001,0.0,0.0,417.505,-148.4,-475.25,875.1700000000001,-417.505,-165.9849999999999,None,SI,2026-04-23
2026-01-04 06:00:00+00:00,0.0,143.8,0.0,522.5,913.37,0.0,0.0,388.544,-143.8,-522.5,913.37,-388.544,-141.47399999999993,None,SI,2026-04-23
2026-01-04 07:00:00+00:00,267.8,0.0,0.0,550.25,523.13,0.0,0.0,367.37975,267.8,-550.25,523.13,-367.37975,-126.69975,None,SI,2026-04-23
2026-01-04 08:00:00+00:00,119.89999999999999,13.5,0.0,497.5,574.1800000000001,0.0,0.0,339.19475,106.39999999999999,-497.5,574.1800000000001,-339.19475,-156.11474999999996,None,SI,2026-04-23
2026-01-04 09:00:00+00:00,0.0,119.1,0.0,441.75,653.73,0.0,0.0,381.3645,-119.1,-441.75,653.73,-381.3645,-288.4845,None,SI,2026-04-23
2026-01-04 10:00:00+00:00,0.0,338.8,0.0,329.5,764.24,0.0,0.0,398.977,-338.8,-329.5,764.24,-398.977,-303.0369999999999,None,SI,2026-04-23
2026-01-04 11:00:00+00:00,0.0,387.8,0.0,173.25,703.35,0.0,0.0,336.3805,-387.8,-173.25,703.35,-336.3805,-194.08049999999992,None,SI,2026-04-23
2026-01-04 12:00:00+00:00,0.0,136.4,13.75,71.75,305.95,27.51,0.0,250.62800000000001,-136.4,-58.0,278.44,-250.62800000000001,-166.58800000000002,None,SI,2026-04-23
2026-01-04 13:00:00+00:00,0.0,117.3,109.5,0.0,0.0,163.35999999999999,0.0,105.6135,-117.3,109.5,-163.35999999999999,-105.6135,-276.77349999999996,None,SI,2026-04-23
2026-01-04 14:00:00+00:00,0.0,92.9,76.5,0.0,0.0,189.42000000000002,27.757,3.9395,-92.9,76.5,-189.42000000000002,23.817500000000003,-182.00250000000003,None,SI,2026-04-23
2026-01-04 15:00:00+00:00,25.3,8.4,83.25,0.0,9.26,142.87,63.31175,0.0,16.9,83.25,-133.61,63.31175,29.851749999999996,None,SI,2026-04-23
2026-01-04 16:00:00+00:00,216.4,0.0,0.0,49.75,183.04000000000002,0.0,20.0595,0.21725,216.4,-49.75,183.04000000000002,19.84225,369.53225000000003,None,SI,2026-04-23
2026-01-04 17:00:00+00:00,198.7,0.0,2.0,46.75,143.10999999999999,0.01,19.950249999999997,1.19425,198.7,-44.75,143.1,18.755999999999997,315.8059999999999,None,SI,2026-04-23
2026-01-04 18:00:00+00:00,20.1,90.3,0.0,180.25,389.32,0.0,6.620749999999999,23.88875,-70.19999999999999,-180.25,389.32,-17.268,121.602,None,SI,2026-04-23
2026-01-04 19:00:00+00:00,0.0,170.2,0.0,131.25,310.5,0.0,0.00075,35.91375,-170.2,-131.25,310.5,-35.913000000000004,-26.862999999999992,None,SI,2026-04-23
2026-01-04 20:00:00+00:00,0.0,105.1,0.0,24.75,16.97,8.07,0.0,92.0025,-105.1,-24.75,8.899999999999999,-92.0025,-212.9525,None,SI,2026-04-23
2026-01-04 21:00:00+00:00,0.0,158.5,8.75,58.0,135.75,16.43,0.0,134.034,-158.5,-49.25,119.32,-134.034,-222.464,None,SI,2026-04-23
2026-01-04 22:00:00+00:00,0.0,158.8,0.0,267.25,533.85,0.0,0.0,269.41675,-158.8,-267.25,533.85,-269.41675,-161.61674999999997,None,SI,2026-04-23
2026-01-04 23:00:00+00:00,0.0,223.6,0.0,308.25,697.37,0.0,0.0,283.1005,-223.6,-308.25,697.37,-283.1005,-117.58050000000003,None,SI,2026-04-23
2026-01-05 00:00:00+00:00,0.0,114.7,0.0,549.0,915.74,0.0,0.0,333.52125,-114.7,-549.0,915.74,-333.52125,-81.48125000000005,None,SI,2026-04-23
2026-01-05 01:00:00+00:00,0.0,154.20000000000002,0.0,578.25,846.23,0.0,0.0,344.6095,-154.20000000000002,-578.25,846.23,-344.6095,-230.82950000000005,None,SI,2026-04-23
2026-01-05 02:00:00+00:00,0.0,120.1,0.0,573.75,978.34,0.0,0.0,327.33799999999997,-120.1,-573.75,978.34,-327.33799999999997,-42.847999999999956,None,SI,2026-04-23
2026-01-05 03:00:00+00:00,0.0,146.6,0.0,524.5,908.73,0.0,0.0,317.6475,-146.6,-524.5,908.73,-317.6475,-80.01749999999998,None,SI,2026-04-23
2026-01-05 04:00:00+00:00,0.0,142.9,0.0,229.0,369.03000000000003,0.0,0.0,215.18800000000002,-142.9,-229.0,369.03000000000003,-215.18800000000002,-218.05799999999996,None,SI,2026-04-23
2026-01-05 05:00:00+00:00,0.0,285.0,140.0,29.25,45.81,299.01,1.2449999999999999,56.153749999999995,-285.0,110.75,-253.2,-54.90875,-482.35875,None,SI,2026-04-23
2026-01-05 06:00:00+00:00,0.0,402.8,442.75,0.0,0.0,724.87,100.17824999999999,0.0,-402.8,442.75,-724.87,100.17824999999999,-584.7417500000001,None,SI,2026-04-23
2026-01-05 07:00:00+00:00,0.0,341.2,383.0,0.0,0.0,386.75,131.08525,0.0,-341.2,383.0,-386.75,131.08525,-213.86475,None,SI,2026-04-23
2026-01-05 08:00:00+00:00,0.0,463.1,451.5,0.0,0.0,380.53999999999996,122.34975,0.0,-463.1,451.5,-380.53999999999996,122.34975,-269.79025,None,SI,2026-04-23
2026-01-05 09:00:00+00:00,0.0,576.0,608.0,0.0,0.0,539.38,139.6325,0.0,-576.0,608.0,-539.38,139.6325,-367.7475,None,SI,2026-04-23
2026-01-05 10:00:00+00:00,0.0,712.9,856.75,0.0,0.0,720.82,144.5855,0.0,-712.9,856.75,-720.82,144.5855,-432.3845,None,SI,2026-04-23
2026-01-05 11:00:00+00:00,0.0,843.3,972.5,0.0,0.0,772.22,160.46275,0.0,-843.3,972.5,-772.22,160.46275,-482.55724999999995,None,SI,2026-04-23
2026-01-05 12:00:00+00:00,0.0,886.4,1056.0,0.0,0.0,825.85,218.57999999999998,0.0,-886.4,1056.0,-825.85,218.57999999999998,-437.67,None,SI,2026-04-23
2026-01-05 13:00:00+00:00,0.0,699.4,842.75,0.0,0.0,738.34,284.11075,0.0,-699.4,842.75,-738.34,284.11075,-310.87925,None,SI,2026-04-23
2026-01-05 14:00:00+00:00,0.0,430.20000000000005,632.75,0.0,0.0,546.65,334.70175,0.0,-430.20000000000005,632.75,-546.65,334.70175,-9.398250000000019,None,SI,2026-04-23
2026-01-05 15:00:00+00:00,0.0,233.7,698.0,0.0,0.0,607.94,390.17875,0.0,-233.7,698.0,-607.94,390.17875,246.53874999999994,None,SI,2026-04-23
2026-01-05 16:00:00+00:00,0.0,111.9,472.5,0.0,0.0,364.34000000000003,297.39575,0.0,-111.9,472.5,-364.34000000000003,297.39575,293.65575,None,SI,2026-04-23
2026-01-05 17:00:00+00:00,0.0,127.1,485.5,0.0,0.0,368.75,291.80075,0.0,-127.1,485.5,-368.75,291.80075,281.45074999999997,None,SI,2026-04-23
2026-01-05 18:00:00+00:00,0.0,353.3,639.0,0.0,0.0,433.56,312.171,0.0,-353.3,639.0,-433.56,312.171,164.31099999999998,None,SI,2026-04-23
2026-01-05 19:00:00+00:00,0.0,569.2,688.5,0.0,0.0,418.04,272.6145,0.0,-569.2,688.5,-418.04,272.6145,-26.125500000000045,None,SI,2026-04-23
2026-01-05 20:00:00+00:00,0.0,687.2,344.5,0.0,16.2,110.68,73.717,0.18675,-687.2,344.5,-94.48,73.53025,-363.64975000000004,None,SI,2026-04-23
2026-01-05 21:00:00+00:00,0.0,586.1,93.0,45.75,159.57,7.88,0.15325,75.41575,-586.1,47.25,151.69,-75.2625,-462.4225,None,SI,2026-04-23
2026-01-05 22:00:00+00:00,29.5,136.9,0.0,355.25,208.94,0.0,0.0,163.7865,-107.4,-355.25,208.94,-163.7865,-417.49649999999997,None,SI,2026-04-23
2026-01-05 23:00:00+00:00,54.599999999999994,0.0,0.0,739.25,482.63,0.77,0.0,256.445,54.599999999999994,-739.25,481.86,-256.445,-459.23499999999996,None,SI,2026-04-23
2026-01-06 00:00:00+00:00,49.3,0.0,0.0,951.0,756.21,0.0,0.0,275.164,49.3,-951.0,756.21,-275.164,-420.654,None,SI,2026-04-23
2026-01-06 01:00:00+00:00,62.5,0.0,0.0,1107.5,920.44,0.0,0.0,309.30724999999995,62.5,-1107.5,920.44,-309.30724999999995,-433.8672499999999,None,SI,2026-04-23
2026-01-06 02:00:00+00:00,53.3,0.0,0.0,1108.75,909.24,0.0,0.0,292.7855,53.3,-1108.75,909.24,-292.7855,-438.99550000000005,None,SI,2026-04-23
2026-01-06 03:00:00+00:00,167.0,0.0,0.0,1090.25,703.3000000000001,0.0,0.0,238.413,167.0,-1090.25,703.3000000000001,-238.413,-458.36299999999994,None,SI,2026-04-23
2026-01-06 04:00:00+00:00,237.0,0.0,0.0,736.75,125.08000000000001,74.53,0.0,131.056,237.0,-736.75,50.55000000000001,-131.056,-580.256,None,SI,2026-04-23
2026-01-06 05:00:00+00:00,35.9,49.5,0.0,446.25,0.06,255.32,0.5049999999999999,34.40875,-13.600000000000001,-446.25,-255.26,-33.903749999999995,-749.01375,None,SI,2026-04-23
2026-01-06 06:00:00+00:00,0.0,143.8,0.0,530.75,101.37,2.5999999999999996,27.822000000000003,6.68575,-143.8,-530.75,98.77000000000001,21.136250000000004,-554.64375,None,SI,2026-04-23
2026-01-06 07:00:00+00:00,85.6,7.8,0.0,446.5,128.44,0.7899999999999999,90.6085,0.009,77.8,-446.5,127.64999999999999,90.5995,-150.4505,None,SI,2026-04-23
2026-01-06 08:00:00+00:00,7.6,77.6,0.0,322.0,60.08,10.04,95.01650000000001,0.0,-70.0,-322.0,50.04,95.01650000000001,-246.94349999999997,None,SI,2026-04-23
2026-01-06 09:00:00+00:00,0.0,280.0,0.0,249.0,2.2,45.980000000000004,74.774,0.0,-280.0,-249.0,-43.78,74.774,-498.006,None,SI,2026-04-23
2026-01-06 10:00:00+00:00,0.0,536.7,0.0,50.5,0.0,174.48000000000002,85.93275,0.0,-536.7,-50.5,-174.48000000000002,85.93275,-675.7472500000001,None,SI,2026-04-23
2026-01-06 11:00:00+00:00,0.0,738.4,4.5,34.5,0.04,168.99,51.5695,0.0,-738.4,-30.0,-168.95000000000002,51.5695,-885.7805000000001,None,SI,2026-04-23
2026-01-06 12:00:00+00:00,0.0,837.8,55.75,0.0,0.0,177.89,98.79625,0.0,-837.8,55.75,-177.89,98.79625,-861.14375,None,SI,2026-04-23
2026-01-06 13:00:00+00:00,0.0,742.3,107.0,0.0,0.0,274.71,151.89825000000002,0.0,-742.3,107.0,-274.71,151.89825000000002,-758.11175,None,SI,2026-04-23
2026-01-06 14:00:00+00:00,0.0,450.3,215.0,0.0,0.0,354.71,299.03175,0.0,-450.3,215.0,-354.71,299.03175,-290.97825,None,SI,2026-04-23
2026-01-06 15:00:00+00:00,0.0,433.1,404.25,0.0,119.12,0.01,362.22974999999997,0.0,-433.1,404.25,119.11,362.22974999999997,452.48974999999996,[SYSTEM] PHYS_BILATERAL_ZERO_[IT_NORD]_WEEK_BEFORE,SI,2026-04-23
2026-01-06 16:00:00+00:00,0.0,226.8,363.25,0.0,114.61999999999999,1.32,330.5715,0.0,-226.8,363.25,113.3,330.5715,580.3215,[SYSTEM] PHYS_BILATERAL_ZERO_[IT_NORD]_WEEK_BEFORE,SI,2026-04-23
2026-01-06 17:00:00+00:00,0.0,364.1,174.25,0.0,181.44,0.0,266.9005,0.0,-364.1,174.25,181.44,266.9005,258.4905,[SYSTEM] PHYS_BILATERAL_ZERO_[IT_NORD]_WEEK_BEFORE,SI,2026-04-23
2026-01-06 18:00:00+00:00,0.0,523.6,178.0,0.0,132.43,0.1,219.61825,0.0,-523.6,178.0,132.33,219.61825,6.348249999999979,[SYSTEM] PHYS_BILATERAL_ZERO_[IT_NORD]_WEEK_BEFORE,SI,2026-04-23
2026-01-06 19:00:00+00:00,0.0,781.0,169.5,0.0,16.12,43.07,120.83325,0.0,-781.0,169.5,-26.95,120.83325,-517.61675,[SYSTEM] PHYS_BILATERAL_ZERO_[IT_NORD]_WEEK_BEFORE,SI,2026-04-23
2026-01-06 20:00:00+00:00,0.0,891.0,132.5,0.0,83.02,20.82,5.6935,30.098999999999997,-891.0,132.5,62.199999999999996,-24.405499999999996,-720.7054999999999,[SYSTEM] PHYS_BILATERAL_ZERO_[IT_NORD]_WEEK_BEFORE,SI,2026-04-23
2026-01-06 21:00:00+00:00,0.0,955.5,28.75,166.75,110.26,67.34,0.0,159.2355,-955.5,-138.0,42.92,-159.2355,-1209.8155,[SYSTEM] PHYS_BILATERAL_ZERO_[IT_NORD]_WEEK_BEFORE,SI,2026-04-23
2026-01-06 22:00:00+00:00,0.0,703.3,0.0,574.0,440.97,0.0,0.0,284.44925,-703.3,-574.0,440.97,-284.44925,-1120.77925,None,SI,2026-04-23
2026-01-06 23:00:00+00:00,0.0,392.6,0.0,606.0,319.875,0.0,0.0,293.34625,-392.6,-606.0,319.875,-293.34625,-972.07125,[SYSTEM] PHYS_BILATERAL_ZERO_[IT_NORD]_LINEAR,SI,2026-04-23
2026-01-07 00:00:00+00:00,0.0,155.2,0.0,894.25,198.78,0.0,0.0,346.46025000000003,-155.2,-894.25,198.78,-346.46025000000003,-1197.1302500000002,None,SI,2026-04-23
2026-01-07 01:00:00+00:00,0.0,90.4,0.0,859.5,355.98,0.0,0.0,313.35575,-90.4,-859.5,355.98,-313.35575,-907.27575,None,SI,2026-04-23
