,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 21:00:00+00:00,136.5,8.0,8715.75,21.0,3.0,0.0,1048.25,69.75,1441.75,0.0,47.25,11491.25,5.0,0.0,13297.25,11496.25,13297.25,-1801.0,None,IT_NORD,2026-04-23
2026-01-01 22:00:00+00:00,133.75,7.0,7617.5,21.0,3.0,0.0,957.25,70.5,1432.5,0.0,38.75,10281.25,0.0,65.75,12163.25,10281.25,12229.0,-1947.75,None,IT_NORD,2026-04-23
2026-01-01 23:00:00+00:00,134.0,7.0,6364.75,21.0,3.0,0.0,934.5,75.75,1426.25,0.0,39.25,9005.5,23.5,0.0,11290.25,9029.0,11290.25,-2261.25,None,IT_NORD,2026-04-23
2026-01-02 00:00:00+00:00,136.25,7.0,5371.5,21.0,2.75,0.0,904.25,69.5,1428.75,0.0,39.25,7980.25,49.5,0.0,10673.0,8029.75,10673.0,-2643.25,None,IT_NORD,2026-04-23
2026-01-02 01:00:00+00:00,136.5,7.75,4777.5,21.0,3.0,0.0,878.75,70.75,1426.5,0.0,34.0,7355.75,0.0,99.5,10344.75,7355.75,10444.25,-3088.5,None,IT_NORD,2026-04-23
2026-01-02 02:00:00+00:00,135.25,8.75,4799.0,21.0,2.75,0.0,862.75,72.5,1419.25,0.0,32.0,7353.25,0.0,217.0,10299.25,7353.25,10516.25,-3163.0,None,IT_NORD,2026-04-23
2026-01-02 03:00:00+00:00,136.5,9.5,5323.0,24.5,2.0,0.0,866.0,72.25,1418.25,0.0,32.0,7884.0,0.0,398.5,10502.0,7884.0,10900.5,-3016.5,None,IT_NORD,2026-04-23
2026-01-02 04:00:00+00:00,136.5,9.0,5406.5,33.0,2.0,0.0,879.0,72.75,1421.0,0.0,34.25,7994.0,0.0,59.5,11256.5,7994.0,11316.0,-3322.0,None,IT_NORD,2026-04-23
2026-01-02 05:00:00+00:00,137.5,9.0,6595.75,38.0,2.0,0.0,942.5,82.0,1407.5,0.0,35.5,9249.75,7.0,0.0,12998.75,9256.75,12998.75,-3742.0,None,IT_NORD,2026-04-23
2026-01-02 06:00:00+00:00,133.75,8.0,7159.0,38.0,2.25,0.0,1161.0,102.5,1416.0,0.25,48.0,10068.75,209.75,0.0,14678.0,10278.5,14678.0,-4399.5,None,IT_NORD,2026-04-23
2026-01-02 07:00:00+00:00,135.75,8.0,7256.75,38.0,2.0,0.0,1526.5,181.5,1407.25,198.25,52.25,10806.25,732.25,0.0,15934.75,11538.5,15934.75,-4396.25,None,IT_NORD,2026-04-23
2026-01-02 08:00:00+00:00,134.75,8.25,7196.5,37.25,2.25,0.0,1453.5,108.5,1412.0,910.25,57.5,11320.75,799.75,0.0,16785.0,12120.5,16785.0,-4664.5,None,IT_NORD,2026-04-23
2026-01-02 09:00:00+00:00,135.5,9.0,7730.0,31.5,2.0,0.0,1094.0,85.0,1417.0,1700.0,55.0,12259.0,98.0,0.0,16470.75,12357.0,16470.75,-4113.75,None,IT_NORD,2026-04-23
2026-01-02 10:00:00+00:00,136.25,9.0,7669.5,31.0,1.75,0.0,910.25,84.0,1417.75,2777.5,62.75,13099.75,0.0,114.25,16807.0,13099.75,16921.25,-3821.5,None,IT_NORD,2026-04-23
2026-01-02 11:00:00+00:00,136.25,9.0,7172.75,31.0,2.0,0.0,918.0,76.5,1425.25,3021.25,73.25,12865.25,0.0,417.75,16445.75,12865.25,16863.5,-3998.25,None,IT_NORD,2026-04-23
2026-01-02 12:00:00+00:00,137.75,9.0,7242.0,30.25,2.0,0.0,875.5,76.75,1432.75,2754.25,73.75,12634.0,0.0,265.75,15746.0,12634.0,16011.75,-3377.75,None,IT_NORD,2026-04-23
2026-01-02 13:00:00+00:00,137.25,8.75,7933.5,26.0,2.0,0.0,870.5,75.25,1441.0,1869.75,72.5,12436.5,0.0,88.25,15564.0,12436.5,15652.25,-3215.75,None,IT_NORD,2026-04-23
2026-01-02 14:00:00+00:00,135.25,9.0,8732.25,26.0,2.0,0.0,1005.5,90.25,1449.75,886.5,58.5,12395.0,62.25,0.0,15880.75,12457.25,15880.75,-3423.5,None,IT_NORD,2026-04-23
2026-01-02 15:00:00+00:00,135.5,7.0,9393.25,29.0,0.25,0.0,1390.0,188.75,1432.75,125.75,59.0,12761.25,275.75,0.0,16829.0,13037.0,16829.0,-3792.0,None,IT_NORD,2026-04-23
2026-01-02 16:00:00+00:00,137.0,7.0,9506.25,31.0,0.0,0.0,1727.75,369.0,1450.75,0.0,72.25,13301.0,754.5,0.0,18279.0,14055.5,18279.0,-4223.5,None,IT_NORD,2026-04-23
2026-01-02 17:00:00+00:00,137.25,7.0,9452.75,31.0,0.0,0.0,1769.0,351.75,1453.25,0.0,70.25,13272.25,955.25,0.0,18585.0,14227.5,18585.0,-4357.5,None,IT_NORD,2026-04-23
2026-01-02 18:00:00+00:00,136.0,6.5,9163.25,30.25,0.5,0.0,1757.75,259.5,1467.0,0.0,93.75,12914.5,1116.75,0.0,18377.5,14031.25,18377.5,-4346.25,None,IT_NORD,2026-04-23
2026-01-02 19:00:00+00:00,136.0,6.75,9269.0,26.0,2.0,0.0,1474.5,168.75,1467.0,0.0,110.25,12660.25,401.0,0.0,17295.25,13061.25,17295.25,-4234.0,None,IT_NORD,2026-04-23
2026-01-02 20:00:00+00:00,136.25,6.75,9239.0,25.25,2.0,0.0,1214.5,96.5,1462.0,0.0,74.75,12257.0,0.0,0.25,16023.75,12257.0,16024.0,-3767.0,None,IT_NORD,2026-04-23
2026-01-02 21:00:00+00:00,137.0,6.5,8573.25,21.0,2.5,0.0,1085.0,79.75,1446.5,0.0,59.0,11410.5,0.0,2.5,14701.75,11410.5,14704.25,-3293.75,None,IT_NORD,2026-04-23
2026-01-02 22:00:00+00:00,135.5,7.0,7228.0,21.0,2.0,0.0,989.0,80.25,1444.5,0.0,56.5,9963.75,0.0,12.0,13380.0,9963.75,13392.0,-3428.25,None,IT_NORD,2026-04-23
2026-01-02 23:00:00+00:00,134.75,7.0,5816.0,21.0,2.0,0.0,1040.75,71.5,1444.75,0.0,38.5,8576.25,0.0,260.5,12353.0,8576.25,12613.5,-4037.25,None,IT_NORD,2026-04-23
2026-01-03 00:00:00+00:00,135.0,7.0,5463.75,21.0,2.5,0.0,952.75,71.25,1442.75,0.0,35.5,8131.5,0.0,339.75,11787.25,8131.5,12127.0,-3995.5,None,IT_NORD,2026-04-23
2026-01-03 01:00:00+00:00,135.75,7.0,5544.75,21.0,3.0,0.0,933.25,78.25,1445.5,0.0,45.0,8213.5,0.0,562.75,11397.0,8213.5,11959.75,-3746.25,None,IT_NORD,2026-04-23
2026-01-03 02:00:00+00:00,136.0,9.5,5590.75,21.0,3.0,0.0,914.25,85.5,1453.25,0.0,54.0,8267.25,0.0,424.75,11229.5,8267.25,11654.25,-3387.0,None,IT_NORD,2026-04-23
2026-01-03 03:00:00+00:00,136.25,9.0,5622.0,21.0,3.0,0.0,948.5,77.75,1443.25,0.0,74.25,8335.0,0.0,363.5,11364.25,8335.0,11727.75,-3392.75,None,IT_NORD,2026-04-23
2026-01-03 04:00:00+00:00,134.75,9.0,6087.0,26.5,3.0,0.0,943.5,77.25,1432.5,0.0,77.0,8790.5,0.0,17.0,11944.0,8790.5,11961.0,-3170.5,None,IT_NORD,2026-04-23
2026-01-03 05:00:00+00:00,132.75,9.0,6859.0,35.25,3.0,0.0,1061.25,239.0,1434.75,0.0,62.25,9836.25,76.0,0.0,13203.0,9912.25,13203.0,-3290.75,None,IT_NORD,2026-04-23
2026-01-03 06:00:00+00:00,130.75,9.0,6940.75,36.0,3.0,0.0,1381.0,378.0,1442.0,0.25,41.0,10361.75,228.5,0.0,14553.5,10590.25,14553.5,-3963.25,None,IT_NORD,2026-04-23
2026-01-03 07:00:00+00:00,134.5,10.0,6710.5,36.0,3.0,0.0,1457.5,325.0,1431.25,223.25,40.75,10371.75,525.25,0.0,15435.5,10897.0,15435.5,-4538.5,None,IT_NORD,2026-04-23
2026-01-03 08:00:00+00:00,134.25,9.75,6921.0,35.25,3.0,0.0,1484.25,337.0,1443.75,1006.0,34.75,11409.0,374.5,0.0,16400.0,11783.5,16400.0,-4616.5,None,IT_NORD,2026-04-23
2026-01-03 09:00:00+00:00,134.25,10.0,6703.0,31.0,3.5,0.0,1475.5,450.75,1452.5,1787.75,28.25,12076.5,86.0,0.0,16487.75,12162.5,16487.75,-4325.25,None,IT_NORD,2026-04-23
2026-01-03 10:00:00+00:00,134.5,9.5,6771.25,31.0,4.0,0.0,1299.0,415.5,1449.75,2593.0,27.5,12735.0,0.0,75.75,16427.5,12735.0,16503.25,-3768.25,None,IT_NORD,2026-04-23
2026-01-03 11:00:00+00:00,133.25,9.0,6656.25,30.25,4.0,0.0,1257.0,302.75,1444.0,2802.75,30.0,12669.25,0.0,196.75,16018.0,12669.25,16214.75,-3545.5,None,IT_NORD,2026-04-23
2026-01-03 12:00:00+00:00,134.25,9.0,6941.75,26.0,4.5,0.0,1170.0,181.5,1448.0,2469.75,18.5,12403.25,0.0,406.5,15276.5,12403.25,15683.0,-3279.75,None,IT_NORD,2026-04-23
2026-01-03 13:00:00+00:00,132.75,9.0,7052.75,26.0,4.25,0.0,1268.75,407.5,1446.75,1596.75,14.5,11959.0,0.0,175.0,15196.0,11959.0,15371.0,-3412.0,None,IT_NORD,2026-04-23
2026-01-03 14:00:00+00:00,132.5,9.0,7526.75,26.0,0.25,0.0,1428.75,378.25,1448.5,730.0,14.0,11694.0,0.0,180.5,15547.0,11694.0,15727.5,-4033.5,None,IT_NORD,2026-04-23
2026-01-03 15:00:00+00:00,135.25,10.0,7944.5,26.0,0.0,0.0,1406.25,190.25,1449.0,100.5,9.25,11271.0,175.0,0.0,16144.0,11446.0,16144.0,-4698.0,None,IT_NORD,2026-04-23
2026-01-03 16:00:00+00:00,133.5,10.25,8081.5,26.0,0.0,0.0,1685.0,377.75,1451.0,0.0,7.75,11772.75,606.75,0.0,17635.25,12379.5,17635.25,-5255.75,None,IT_NORD,2026-04-23
2026-01-03 17:00:00+00:00,137.5,12.0,8169.0,29.0,0.0,0.0,1829.0,489.25,1470.25,0.0,9.25,12145.25,734.5,0.0,18257.75,12879.75,18257.75,-5378.0,None,IT_NORD,2026-04-23
2026-01-03 18:00:00+00:00,136.5,11.25,7961.25,30.25,0.0,0.0,2029.75,568.0,1474.75,0.0,13.0,12224.75,471.0,0.0,18329.5,12695.75,18329.5,-5633.75,None,IT_NORD,2026-04-23
2026-01-03 19:00:00+00:00,135.75,11.0,7999.0,26.0,0.0,0.0,1728.5,285.25,1477.25,0.0,18.75,11681.5,164.75,0.0,17130.25,11846.25,17130.25,-5284.0,None,IT_NORD,2026-04-23
2026-01-03 20:00:00+00:00,134.75,11.0,7807.5,25.25,0.0,0.0,1373.5,164.5,1475.0,0.0,31.25,11022.75,0.0,345.25,15833.5,11022.75,16178.75,-5156.0,None,IT_NORD,2026-04-23
2026-01-03 21:00:00+00:00,135.25,11.0,7452.25,21.0,0.0,0.0,1182.0,107.5,1463.25,0.0,38.0,10410.25,0.0,406.25,14658.0,10410.25,15064.25,-4654.0,None,IT_NORD,2026-04-23
2026-01-03 22:00:00+00:00,136.0,10.25,6669.5,21.0,0.0,0.0,1080.0,70.0,1458.25,0.0,34.75,9479.75,0.0,319.75,13463.5,9479.75,13783.25,-4303.5,None,IT_NORD,2026-04-23
2026-01-03 23:00:00+00:00,135.0,9.75,6166.0,21.0,0.0,0.0,1068.25,66.25,1449.75,0.0,27.0,8943.0,0.0,850.0,12476.75,8943.0,13326.75,-4383.75,None,IT_NORD,2026-04-23
2026-01-04 00:00:00+00:00,136.25,10.0,4996.5,21.0,0.0,0.0,1005.5,68.0,1443.25,0.0,30.75,7711.25,0.0,685.25,11829.75,7711.25,12515.0,-4803.75,None,IT_NORD,2026-04-23
2026-01-04 01:00:00+00:00,136.5,10.0,5242.25,21.0,0.0,0.0,970.75,68.75,1447.25,0.0,43.25,7939.75,0.0,1195.0,11437.25,7939.75,12632.25,-4692.5,None,IT_NORD,2026-04-23
2026-01-04 02:00:00+00:00,136.75,11.75,5216.5,21.0,0.0,0.0,951.25,68.75,1441.25,0.0,60.5,7907.75,0.0,1262.25,11247.0,7907.75,12509.25,-4601.5,None,IT_NORD,2026-04-23
2026-01-04 03:00:00+00:00,136.0,12.0,5371.0,26.5,0.0,0.0,938.0,69.0,1440.75,0.0,73.0,8066.25,0.0,979.0,11327.0,8066.25,12306.0,-4239.75,None,IT_NORD,2026-04-23
2026-01-04 04:00:00+00:00,134.75,3.0,5112.5,35.0,0.0,0.0,944.5,71.75,1433.25,0.0,83.5,7818.25,0.0,272.25,11674.0,7818.25,11946.25,-4128.0,None,IT_NORD,2026-04-23
2026-01-04 05:00:00+00:00,137.0,5.0,5495.0,41.0,0.0,0.0,1009.75,79.25,1430.5,0.0,109.0,8306.5,13.25,0.0,12570.0,8319.75,12570.0,-4250.25,None,IT_NORD,2026-04-23
2026-01-04 06:00:00+00:00,135.0,2.25,6066.0,41.0,0.0,0.0,1088.0,110.5,1436.25,0.0,109.25,8988.25,4.25,0.0,13415.25,8992.5,13415.25,-4422.75,None,IT_NORD,2026-04-23
2026-01-04 07:00:00+00:00,136.5,10.0,6649.0,41.0,0.0,0.0,1245.5,126.5,1428.25,224.75,108.75,9970.25,37.5,0.0,14264.0,10007.75,14264.0,-4256.25,None,IT_NORD,2026-04-23
2026-01-04 08:00:00+00:00,136.75,10.0,7248.25,41.0,0.0,0.0,1105.5,90.0,1432.5,1002.75,112.0,11178.75,0.0,162.0,14954.25,11178.75,15116.25,-3937.5,None,IT_NORD,2026-04-23
2026-01-04 09:00:00+00:00,135.25,9.5,7011.5,40.25,0.0,0.0,1013.75,75.5,1431.0,1842.75,114.25,11673.75,0.0,91.0,15001.0,11673.75,15092.0,-3418.25,None,IT_NORD,2026-04-23
2026-01-04 10:00:00+00:00,136.0,7.25,6305.25,36.0,0.0,0.0,961.75,77.0,1438.25,2857.0,112.5,11931.0,0.0,83.25,15382.5,11931.0,15465.75,-3534.75,None,IT_NORD,2026-04-23
2026-01-04 11:00:00+00:00,135.5,7.75,5980.0,36.0,0.0,0.0,945.75,67.25,1433.0,3125.5,111.5,11842.25,0.0,70.0,15200.75,11842.25,15270.75,-3428.5,None,IT_NORD,2026-04-23
2026-01-04 12:00:00+00:00,136.25,9.0,5807.0,36.0,0.0,0.0,925.75,74.25,1435.75,2830.25,110.0,11364.25,0.0,223.5,14499.0,11364.25,14722.5,-3358.25,None,IT_NORD,2026-04-23
2026-01-04 13:00:00+00:00,133.75,9.0,6249.0,36.0,0.0,0.0,930.0,74.0,1430.0,1926.5,114.75,10903.0,1.5,0.0,14135.25,10904.5,14135.25,-3230.75,None,IT_NORD,2026-04-23
2026-01-04 14:00:00+00:00,134.5,9.0,7335.5,36.0,0.0,0.0,1068.25,77.5,1423.0,937.0,118.5,11139.25,0.0,132.5,14547.5,11139.25,14680.0,-3540.75,None,IT_NORD,2026-04-23
2026-01-04 15:00:00+00:00,135.5,9.0,8669.0,36.0,0.0,0.0,1193.0,141.0,1425.25,135.25,118.25,11862.25,25.25,0.0,15175.25,11887.5,15175.25,-3287.75,None,IT_NORD,2026-04-23
2026-01-04 16:00:00+00:00,134.5,9.0,9298.25,39.0,0.0,0.0,1469.0,305.5,1428.75,0.0,119.75,12803.75,629.25,0.0,16529.5,13433.0,16529.5,-3096.5,None,IT_NORD,2026-04-23
2026-01-04 17:00:00+00:00,135.75,9.0,9399.75,41.0,0.0,0.0,1626.0,404.75,1440.25,0.0,121.5,13178.0,777.5,0.0,17414.25,13955.5,17414.25,-3458.75,None,IT_NORD,2026-04-23
2026-01-04 18:00:00+00:00,136.0,9.0,9372.25,41.0,0.0,0.0,1826.5,393.0,1441.0,0.0,120.25,13339.0,751.0,0.0,17671.0,14090.0,17671.0,-3581.0,None,IT_NORD,2026-04-23
2026-01-04 19:00:00+00:00,134.5,9.25,9376.75,41.0,0.0,0.0,1592.25,270.75,1444.75,0.0,119.5,12988.75,141.25,0.0,16897.5,13130.0,16897.5,-3767.5,None,IT_NORD,2026-04-23
2026-01-04 20:00:00+00:00,135.0,9.5,9204.0,37.25,0.0,0.0,1342.75,135.75,1434.25,0.0,119.5,12418.0,33.5,0.0,15745.0,12451.5,15745.0,-3293.5,None,IT_NORD,2026-04-23
2026-01-04 21:00:00+00:00,135.0,7.5,8771.5,29.0,0.0,0.0,1222.5,76.5,1430.5,0.0,120.5,11793.0,0.0,12.75,14620.0,11793.0,14632.75,-2839.75,None,IT_NORD,2026-04-23
2026-01-04 22:00:00+00:00,132.75,8.5,8266.75,26.0,0.0,0.0,1064.75,69.5,1417.5,0.0,120.25,11106.0,73.25,0.0,13604.0,11179.25,13604.0,-2424.75,None,IT_NORD,2026-04-23
2026-01-04 23:00:00+00:00,134.0,11.0,7552.25,26.0,0.0,0.0,1059.0,100.0,1408.25,0.0,119.75,10410.25,0.0,152.25,12710.5,10410.25,12862.75,-2452.5,None,IT_NORD,2026-04-23
2026-01-05 00:00:00+00:00,134.25,11.0,7594.0,26.0,0.0,0.0,961.0,62.25,1405.5,0.0,122.5,10316.5,0.0,389.25,12084.25,10316.5,12473.5,-2157.0,None,IT_NORD,2026-04-23
2026-01-05 01:00:00+00:00,134.5,11.0,7126.25,26.0,0.0,0.0,925.5,61.25,1408.0,0.0,121.75,9814.25,0.0,274.5,11657.25,9814.25,11931.75,-2117.5,None,IT_NORD,2026-04-23
2026-01-05 02:00:00+00:00,135.0,11.0,7031.5,26.0,0.0,0.0,893.75,60.5,1413.25,0.0,121.75,9692.75,0.0,616.75,11562.75,9692.75,12179.5,-2486.75,None,IT_NORD,2026-04-23
2026-01-05 03:00:00+00:00,135.0,9.75,7381.75,27.75,0.0,0.0,890.25,62.5,1416.75,0.0,121.75,10045.5,0.0,666.75,11845.25,10045.5,12512.0,-2466.5,None,IT_NORD,2026-04-23
2026-01-05 04:00:00+00:00,134.25,9.0,7405.0,35.0,0.0,0.0,901.25,62.75,1415.5,0.0,120.75,10083.5,0.0,158.25,12566.75,10083.5,12725.0,-2641.5,None,IT_NORD,2026-04-23
2026-01-05 05:00:00+00:00,134.25,9.0,9280.5,41.0,0.0,0.0,1000.75,174.25,1416.5,0.0,119.25,12175.5,0.0,281.0,14235.75,12175.5,14516.75,-2341.25,None,IT_NORD,2026-04-23
2026-01-05 06:00:00+00:00,132.75,9.0,11789.25,41.0,0.0,0.0,1284.5,338.5,1427.25,0.0,121.25,15143.5,0.0,105.0,16042.25,15143.5,16147.25,-1003.75,None,IT_NORD,2026-04-23
2026-01-05 07:00:00+00:00,134.25,7.5,12255.0,41.0,0.0,0.0,1575.0,535.25,1418.0,175.5,121.75,16263.25,505.0,0.0,17413.25,16768.25,17413.25,-645.0,None,IT_NORD,2026-04-23
2026-01-05 08:00:00+00:00,132.25,9.0,12885.5,41.0,0.0,0.0,1670.0,537.0,1421.0,910.0,120.5,17726.25,624.0,0.0,18459.5,18350.25,18459.5,-109.25,None,IT_NORD,2026-04-23
2026-01-05 09:00:00+00:00,131.5,8.5,12636.0,41.0,0.0,0.0,1448.5,402.0,1420.0,1772.0,117.75,17977.25,163.75,0.0,18438.25,18141.0,18438.25,-297.25,None,IT_NORD,2026-04-23
2026-01-05 10:00:00+00:00,134.75,4.0,12565.75,41.0,0.0,0.0,1406.5,376.25,1428.0,2622.75,111.25,18690.25,0.0,58.75,18644.0,18690.25,18702.75,-12.5,None,IT_NORD,2026-04-23
2026-01-05 11:00:00+00:00,135.25,5.5,12846.5,41.0,0.0,0.0,1289.5,213.75,1429.75,2797.25,110.5,18869.0,0.0,115.75,18396.5,18869.0,18512.25,356.75,None,IT_NORD,2026-04-23
2026-01-05 12:00:00+00:00,136.5,9.0,12680.75,41.0,0.0,0.0,1222.75,164.25,1436.25,2559.75,113.25,18363.5,0.0,462.25,17925.5,18363.5,18387.75,-24.25,None,IT_NORD,2026-04-23
2026-01-05 13:00:00+00:00,134.5,9.0,13383.5,41.0,0.0,0.0,1237.75,191.5,1437.25,1709.75,111.75,18256.0,0.0,432.75,17588.75,18256.0,18021.5,234.5,None,IT_NORD,2026-04-23
2026-01-05 14:00:00+00:00,132.5,7.25,13575.25,41.0,0.0,0.0,1362.25,392.5,1440.0,801.0,108.0,17859.75,70.5,0.0,17643.5,17930.25,17643.5,286.75,None,IT_NORD,2026-04-23
2026-01-05 15:00:00+00:00,134.0,4.75,14622.0,41.0,0.0,0.0,1813.75,611.75,1446.25,126.75,102.75,18903.0,304.5,0.0,18232.5,19207.5,18232.5,975.0,None,IT_NORD,2026-04-23
2026-01-05 16:00:00+00:00,134.25,8.5,15340.0,41.0,0.0,0.0,2223.0,800.75,1457.0,0.0,108.0,20112.5,620.25,0.0,19432.75,20732.75,19432.75,1300.0,None,IT_NORD,2026-04-23
2026-01-05 17:00:00+00:00,134.75,8.5,15585.75,41.0,0.0,0.0,2207.75,867.0,1469.0,0.0,111.5,20425.25,937.0,0.0,19635.0,21362.25,19635.0,1727.25,None,IT_NORD,2026-04-23
2026-01-05 18:00:00+00:00,133.75,6.5,15651.25,41.0,0.0,0.0,2276.75,862.75,1467.0,0.0,112.25,20551.25,1123.75,0.0,19497.5,21675.0,19497.5,2177.5,None,IT_NORD,2026-04-23
2026-01-05 19:00:00+00:00,133.25,6.75,14655.5,41.0,0.0,0.0,2194.25,723.5,1472.75,0.0,114.0,19341.0,164.5,0.0,18480.25,19505.5,18480.25,1025.25,None,IT_NORD,2026-04-23
2026-01-05 20:00:00+00:00,134.75,7.5,12829.75,37.25,0.0,0.0,1686.0,371.75,1467.5,0.0,117.25,16651.75,0.0,87.25,17054.5,16651.75,17141.75,-490.0,None,IT_NORD,2026-04-23
2026-01-05 21:00:00+00:00,133.5,6.75,11176.5,29.0,0.0,0.0,1365.5,231.25,1452.0,0.0,116.0,14510.5,0.0,138.75,15594.25,14510.5,15733.0,-1222.5,None,IT_NORD,2026-04-23
2026-01-05 22:00:00+00:00,133.75,7.0,10354.5,26.0,0.0,0.0,1243.0,116.0,1436.0,0.0,110.5,13426.75,0.0,600.0,14325.25,13426.75,14925.25,-1498.5,None,IT_NORD,2026-04-23
2026-01-05 23:00:00+00:00,133.75,7.0,9337.75,26.0,0.0,0.0,1097.75,61.25,1407.25,0.0,119.5,12190.25,0.0,575.0,13302.0,12190.25,13877.0,-1686.75,None,IT_NORD,2026-04-23
