,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-25 01:00:00+00:00,137.5,10.0,6603.25,15.0,0.0,0.0,941.5,41.0,1463.25,0.0,8.25,9219.75,0.0,124.5,13577.25,9219.75,13701.75,-4482.0,None,IT_NORD,2026-04-23
2026-01-25 02:00:00+00:00,131.25,9.25,6195.5,15.0,0.0,0.0,929.0,39.75,1458.25,0.0,3.0,8781.0,0.0,408.25,13257.25,8781.0,13665.5,-4884.5,None,IT_NORD,2026-04-23
2026-01-25 03:00:00+00:00,134.0,10.5,5559.25,15.0,0.0,0.0,932.25,40.25,1478.25,0.0,2.75,8172.25,0.0,696.75,13238.25,8172.25,13935.0,-5762.75,None,IT_NORD,2026-04-23
2026-01-25 04:00:00+00:00,136.0,10.0,5806.25,15.0,0.0,0.0,955.5,41.75,1490.75,0.0,1.0,8456.25,0.0,548.25,13664.75,8456.25,14213.0,-5756.75,None,IT_NORD,2026-04-23
2026-01-25 05:00:00+00:00,137.75,9.5,6588.0,21.75,0.0,0.0,948.5,50.0,1490.0,0.0,2.5,9248.0,0.0,128.25,14348.0,9248.0,14476.25,-5228.25,None,IT_NORD,2026-04-23
2026-01-25 06:00:00+00:00,136.75,9.0,7028.75,24.0,0.0,0.0,1000.0,53.0,1504.25,0.0,3.5,9759.25,0.0,259.75,15192.5,9759.25,15452.25,-5693.0,None,IT_NORD,2026-04-23
2026-01-25 07:00:00+00:00,139.0,8.75,7212.0,24.0,0.0,0.0,1099.25,119.0,1501.0,53.25,2.75,10159.0,19.5,0.0,16040.75,10178.5,16040.75,-5862.25,None,IT_NORD,2026-04-23
2026-01-25 08:00:00+00:00,136.25,8.5,7723.75,23.25,0.0,0.0,1204.5,216.5,1513.25,270.75,2.75,11099.5,119.5,0.0,17083.75,11219.0,17083.75,-5864.75,None,IT_NORD,2026-04-23
2026-01-25 09:00:00+00:00,136.75,8.75,8261.5,21.0,0.0,0.0,1214.75,165.25,1517.5,874.75,5.25,12205.5,355.0,0.0,17978.75,12560.5,17978.75,-5418.25,None,IT_NORD,2026-04-23
2026-01-25 10:00:00+00:00,139.25,8.25,8192.5,21.0,0.0,0.0,1263.0,179.0,1507.75,1633.25,3.75,12947.75,0.0,141.0,18623.25,12947.75,18764.25,-5816.5,None,IT_NORD,2026-04-23
2026-01-25 11:00:00+00:00,139.0,8.0,7896.0,21.0,0.0,0.0,1232.0,110.5,1502.25,1971.25,7.75,12887.75,0.0,177.25,18371.5,12887.75,18548.75,-5661.0,None,IT_NORD,2026-04-23
2026-01-25 12:00:00+00:00,139.75,8.5,7688.5,21.0,0.0,0.0,1106.0,86.0,1491.5,1971.0,11.5,12523.75,0.0,494.5,17163.0,12523.75,17657.5,-5133.75,None,IT_NORD,2026-04-23
2026-01-25 13:00:00+00:00,140.75,7.0,7856.5,21.0,0.0,0.0,1076.25,90.0,1481.5,1649.75,12.25,12335.0,0.0,436.0,16655.5,12335.0,17091.5,-4756.5,None,IT_NORD,2026-04-23
2026-01-25 14:00:00+00:00,140.25,6.75,8321.5,21.0,0.0,0.0,1080.25,88.75,1486.5,881.75,9.25,12036.0,0.0,99.0,16421.25,12036.0,16520.25,-4484.25,None,IT_NORD,2026-04-23
2026-01-25 15:00:00+00:00,139.0,8.5,8532.25,22.0,0.0,0.0,1182.75,119.75,1489.5,214.0,9.25,11717.0,168.0,0.0,16848.0,11885.0,16848.0,-4963.0,None,IT_NORD,2026-04-23
2026-01-25 16:00:00+00:00,138.5,9.0,8859.5,23.0,0.0,0.0,1391.75,244.25,1496.5,4.75,13.25,12180.5,472.75,0.0,18178.75,12653.25,18178.75,-5525.5,None,IT_NORD,2026-04-23
2026-01-25 17:00:00+00:00,137.0,9.0,8829.25,22.5,0.0,0.0,1547.25,376.25,1498.0,0.0,16.5,12435.75,707.25,0.0,19253.25,13143.0,19253.25,-6110.25,None,IT_NORD,2026-04-23
2026-01-25 18:00:00+00:00,136.5,9.5,8865.75,21.0,0.0,0.0,1617.75,372.75,1507.5,0.0,17.0,12547.75,756.0,0.0,19598.75,13303.75,19598.75,-6295.0,None,IT_NORD,2026-04-23
2026-01-25 19:00:00+00:00,137.75,11.0,8800.25,21.0,0.0,0.0,1430.0,320.25,1508.75,0.0,13.25,12242.25,285.75,0.0,18605.25,12528.0,18605.25,-6077.25,None,IT_NORD,2026-04-23
2026-01-25 20:00:00+00:00,137.75,10.75,8534.5,21.0,0.0,0.0,1255.0,142.5,1508.25,0.0,9.0,11618.75,7.25,0.0,17545.0,11626.0,17545.0,-5919.0,None,IT_NORD,2026-04-23
2026-01-25 21:00:00+00:00,135.75,10.0,7967.0,21.0,0.0,0.0,1097.5,89.5,1495.5,0.0,4.5,10820.75,1.0,0.0,16196.0,10821.75,16196.0,-5374.25,None,IT_NORD,2026-04-23
2026-01-25 22:00:00+00:00,134.25,9.25,7282.25,21.0,0.0,0.0,1049.75,69.25,1485.75,0.0,3.5,10055.0,0.0,32.25,15029.0,10055.0,15061.25,-5006.25,None,IT_NORD,2026-04-23
2026-01-25 23:00:00+00:00,133.25,7.75,6459.25,21.0,0.0,0.0,986.75,65.25,1473.75,0.0,7.0,9154.0,0.0,486.0,14038.0,9154.0,14524.0,-5370.0,None,IT_NORD,2026-04-23
2026-01-26 00:00:00+00:00,136.0,8.75,6082.0,21.0,0.0,0.0,929.5,66.0,1479.5,0.0,6.0,8728.75,0.0,640.25,13457.75,8728.75,14098.0,-5369.25,None,IT_NORD,2026-04-23
2026-01-26 01:00:00+00:00,134.0,9.25,7076.25,21.0,0.0,0.0,905.0,76.75,1476.0,0.0,5.0,9703.25,0.0,1754.75,13342.75,9703.25,15097.5,-5394.25,None,IT_NORD,2026-04-23
2026-01-26 02:00:00+00:00,133.75,8.75,7758.25,21.0,0.0,0.0,900.25,86.0,1466.75,0.0,5.75,10380.5,0.0,1820.5,13415.75,10380.5,15236.25,-4855.75,None,IT_NORD,2026-04-23
2026-01-26 03:00:00+00:00,136.5,8.0,8216.75,21.0,0.0,0.0,967.0,204.75,1457.5,0.0,4.0,11015.5,0.0,1337.0,13999.5,11015.5,15336.5,-4321.0,None,IT_NORD,2026-04-23
2026-01-26 04:00:00+00:00,136.25,8.75,9178.25,24.5,0.0,0.0,992.5,141.5,1461.5,0.0,6.75,11950.0,0.0,93.0,15433.25,11950.0,15526.25,-3576.25,None,IT_NORD,2026-04-23
2026-01-26 05:00:00+00:00,136.75,7.75,12369.0,31.0,0.0,0.0,1121.75,157.5,1449.5,0.0,5.5,15278.75,281.75,0.0,19397.25,15560.5,19397.25,-3836.75,None,IT_NORD,2026-04-23
2026-01-26 06:00:00+00:00,136.5,5.75,14919.25,31.0,0.0,0.0,1385.5,424.0,1434.25,5.0,5.5,18346.75,148.75,0.0,23487.25,18495.5,23487.25,-4991.75,None,IT_NORD,2026-04-23
2026-01-26 07:00:00+00:00,137.75,5.0,15831.75,31.0,0.0,0.0,1620.25,626.5,1399.25,364.25,7.0,20022.75,868.25,0.0,26449.0,20891.0,26449.0,-5558.0,None,IT_NORD,2026-04-23
2026-01-26 08:00:00+00:00,134.5,5.25,16001.75,31.0,0.0,0.0,1815.25,685.0,1396.5,1278.25,64.25,21411.75,773.5,0.0,26983.0,22185.25,26983.0,-4797.75,None,IT_NORD,2026-04-23
2026-01-26 09:00:00+00:00,133.5,6.0,15991.25,31.0,0.0,0.0,1616.0,541.25,1385.5,2386.25,80.25,22171.0,322.5,0.0,26582.0,22493.5,26582.0,-4088.5,None,IT_NORD,2026-04-23
2026-01-26 10:00:00+00:00,136.25,6.0,16184.75,31.0,0.0,0.0,1481.25,407.25,1371.5,3228.5,67.5,22914.0,0.0,29.75,25967.75,22914.0,25997.5,-3083.5,None,IT_NORD,2026-04-23
2026-01-26 11:00:00+00:00,135.25,6.5,15669.5,31.0,0.0,0.0,1180.5,246.25,1373.5,3570.25,78.25,22291.0,0.0,555.0,23980.0,22291.0,24535.0,-2244.0,None,IT_NORD,2026-04-23
2026-01-26 12:00:00+00:00,135.25,8.25,15452.75,31.0,0.0,0.0,1113.5,236.5,1383.0,3554.25,89.25,22003.75,0.0,418.5,23879.75,22003.75,24298.25,-2294.5,None,IT_NORD,2026-04-23
2026-01-26 13:00:00+00:00,133.25,7.75,15473.25,31.0,0.0,0.0,1101.25,283.5,1395.75,2953.25,72.5,21451.5,0.0,293.25,24131.25,21451.5,24424.5,-2973.0,None,IT_NORD,2026-04-23
2026-01-26 14:00:00+00:00,133.75,5.5,15744.75,31.0,0.0,0.0,1170.75,290.75,1407.75,1749.75,51.0,20585.0,83.0,0.0,24340.25,20668.0,24340.25,-3672.25,None,IT_NORD,2026-04-23
2026-01-26 15:00:00+00:00,131.75,6.25,16096.25,31.0,0.0,0.0,1392.5,313.5,1424.0,508.0,44.75,19948.0,365.5,0.0,24687.0,20313.5,24687.0,-4373.5,None,IT_NORD,2026-04-23
2026-01-26 16:00:00+00:00,133.75,7.0,16253.75,31.0,0.0,0.0,1732.5,540.0,1428.75,16.0,31.0,20173.75,924.25,0.0,24917.75,21098.0,24917.75,-3819.75,None,IT_NORD,2026-04-23
2026-01-26 17:00:00+00:00,135.25,7.0,16236.0,31.0,0.0,0.0,1693.75,576.5,1441.25,0.0,24.25,20145.0,889.0,0.0,25028.5,21034.0,25028.5,-3994.5,None,IT_NORD,2026-04-23
2026-01-26 18:00:00+00:00,137.5,8.25,15463.75,31.0,0.0,0.0,1674.0,580.75,1451.5,0.0,3.0,19349.75,541.25,0.0,24502.5,19891.0,24502.5,-4611.5,None,IT_NORD,2026-04-23
2026-01-26 19:00:00+00:00,139.25,10.0,15570.25,31.0,0.0,0.0,1457.25,316.0,1451.0,0.0,4.0,18978.75,0.0,43.75,23057.0,18978.75,23100.75,-4122.0,None,IT_NORD,2026-04-23
2026-01-26 20:00:00+00:00,139.25,10.0,13661.25,27.0,0.0,0.0,1258.5,146.25,1445.75,0.0,5.5,16693.5,0.0,152.0,21291.5,16693.5,21443.5,-4750.0,None,IT_NORD,2026-04-23
2026-01-26 21:00:00+00:00,136.75,8.75,11901.75,21.0,0.0,0.0,1109.25,98.75,1414.5,0.0,9.75,14700.5,0.0,256.25,19244.75,14700.5,19501.0,-4800.5,None,IT_NORD,2026-04-23
2026-01-26 22:00:00+00:00,135.0,9.0,10605.25,21.0,0.0,0.0,1056.0,80.0,1398.5,0.0,10.75,13315.5,0.0,258.75,17729.0,13315.5,17987.75,-4672.25,None,IT_NORD,2026-04-23
2026-01-26 23:00:00+00:00,137.25,8.75,8307.25,21.0,0.0,0.0,1008.0,83.5,1381.0,0.0,22.25,10969.0,0.0,331.0,16700.75,10969.0,17031.75,-6062.75,None,IT_NORD,2026-04-23
2026-01-27 00:00:00+00:00,135.5,8.5,8138.0,21.0,0.0,0.0,999.25,89.25,1373.0,0.0,56.5,10821.0,0.0,850.0,16117.25,10821.0,16967.25,-6146.25,None,IT_NORD,2026-04-23
2026-01-27 01:00:00+00:00,137.0,8.75,8714.5,21.0,0.0,0.0,921.25,60.25,1367.5,0.0,72.0,11302.25,0.0,1128.75,15779.25,11302.25,16908.0,-5605.75,None,IT_NORD,2026-04-23
2026-01-27 02:00:00+00:00,137.0,9.0,8098.5,21.0,0.0,0.0,893.25,71.0,1368.75,0.0,84.75,10683.25,0.0,1165.0,15725.0,10683.25,16890.0,-6206.75,None,IT_NORD,2026-04-23
2026-01-27 03:00:00+00:00,136.0,8.75,8466.5,21.0,0.0,0.0,891.75,61.75,1376.75,0.0,90.25,11052.75,0.0,512.25,15978.5,11052.75,16490.75,-5438.0,None,IT_NORD,2026-04-23
2026-01-27 04:00:00+00:00,136.0,8.5,10397.5,26.5,0.0,0.0,934.25,81.5,1369.0,0.0,82.5,13035.75,1.75,0.0,17265.75,13037.5,17265.75,-4228.25,None,IT_NORD,2026-04-23
2026-01-27 05:00:00+00:00,136.5,8.25,13641.0,35.25,0.0,0.0,1114.75,186.0,1378.25,0.0,81.75,16581.75,330.25,0.0,20941.5,16912.0,20941.5,-4029.5,None,IT_NORD,2026-04-23
2026-01-27 06:00:00+00:00,135.75,7.75,15293.5,39.0,0.0,0.0,1489.75,490.0,1390.0,12.75,73.0,18931.5,1124.25,0.0,24659.0,20055.75,24659.0,-4603.25,None,IT_NORD,2026-04-23
2026-01-27 07:00:00+00:00,127.0,8.0,15372.5,39.0,0.0,0.0,1765.25,609.75,1381.5,560.5,53.5,19917.0,1705.5,0.0,27209.0,21622.5,27209.0,-5586.5,None,IT_NORD,2026-04-23
2026-01-27 08:00:00+00:00,105.5,7.75,15030.5,39.0,0.0,0.0,1532.75,344.0,1372.5,1759.0,42.75,20233.75,864.75,0.0,27119.25,21098.5,27119.25,-6020.75,None,IT_NORD,2026-04-23
2026-01-27 09:00:00+00:00,111.5,8.0,14143.25,34.75,0.0,0.0,1340.0,314.0,1364.75,2969.75,46.0,20332.0,156.5,0.0,26626.5,20488.5,26626.5,-6138.0,None,IT_NORD,2026-04-23
2026-01-27 10:00:00+00:00,111.0,7.25,13616.75,31.0,0.0,0.0,1224.25,243.0,1364.5,3673.25,63.25,20334.25,0.0,158.75,26069.25,20334.25,26228.0,-5893.75,None,IT_NORD,2026-04-23
2026-01-27 11:00:00+00:00,121.0,6.25,13293.75,31.0,0.0,0.0,1088.0,84.0,1385.0,3626.75,91.0,19726.75,0.0,625.75,24540.5,19726.75,25166.25,-5439.5,None,IT_NORD,2026-04-23
2026-01-27 12:00:00+00:00,127.75,7.0,14574.5,30.5,0.0,0.0,1102.5,83.5,1388.75,2916.75,88.0,20319.25,0.0,526.75,24858.5,20319.25,25385.25,-5066.0,None,IT_NORD,2026-04-23
2026-01-27 13:00:00+00:00,131.0,7.0,14917.5,29.0,0.0,0.0,1227.0,333.0,1367.5,2000.5,51.0,20063.5,26.0,0.0,25657.75,20089.5,25657.75,-5568.25,None,IT_NORD,2026-04-23
2026-01-27 14:00:00+00:00,114.75,7.0,15166.75,29.0,0.0,0.0,1371.0,413.25,1371.0,908.0,38.0,19418.75,273.0,0.0,25734.25,19691.75,25734.25,-6042.5,None,IT_NORD,2026-04-23
2026-01-27 15:00:00+00:00,112.75,8.5,15179.75,29.0,0.0,0.0,1563.0,507.25,1389.5,168.5,28.75,18987.0,855.0,0.0,26101.75,19842.0,26101.75,-6259.75,None,IT_NORD,2026-04-23
2026-01-27 16:00:00+00:00,114.25,8.0,15238.75,29.0,0.0,0.0,1572.5,458.75,1409.5,0.5,17.0,18848.25,1244.5,0.0,25709.75,20092.75,25709.75,-5617.0,None,IT_NORD,2026-04-23
2026-01-27 17:00:00+00:00,115.25,8.25,15147.0,30.0,0.0,0.0,1744.0,482.75,1434.5,0.0,11.75,18973.5,1313.0,0.0,25530.5,20286.5,25530.5,-5244.0,None,IT_NORD,2026-04-23
2026-01-27 18:00:00+00:00,128.75,8.75,15102.75,31.0,0.0,0.0,1528.75,442.25,1443.75,0.0,25.75,18711.75,830.75,0.0,24885.75,19542.5,24885.75,-5343.25,None,IT_NORD,2026-04-23
2026-01-27 19:00:00+00:00,130.75,9.75,14968.5,29.75,0.0,0.0,1411.75,378.75,1444.5,0.0,40.25,18414.0,317.25,0.0,23473.0,18731.25,23473.0,-4741.75,None,IT_NORD,2026-04-23
2026-01-27 20:00:00+00:00,135.0,9.75,13004.25,25.5,0.0,0.0,1269.25,257.0,1450.0,0.0,30.0,16180.75,370.25,0.0,21742.25,16551.0,21742.25,-5191.25,None,IT_NORD,2026-04-23
2026-01-27 21:00:00+00:00,136.0,8.75,10765.5,20.5,0.0,0.0,1113.5,63.0,1423.5,0.0,31.5,13562.25,176.25,0.0,19506.75,13738.5,19506.75,-5768.25,None,IT_NORD,2026-04-23
2026-01-27 22:00:00+00:00,135.5,8.75,9491.5,15.0,0.0,0.0,1070.5,48.5,1422.5,0.0,28.5,12220.75,0.0,75.75,17927.25,12220.75,18003.0,-5782.25,None,IT_NORD,2026-04-23
2026-01-27 23:00:00+00:00,136.5,8.0,8635.25,15.0,0.0,0.0,1004.25,92.5,1410.5,0.0,33.0,11335.0,0.0,245.5,16855.0,11335.0,17100.5,-5765.5,None,IT_NORD,2026-04-23
2026-01-28 00:00:00+00:00,137.0,6.5,8129.0,15.0,0.0,0.0,975.75,92.75,1410.25,0.0,30.5,10796.75,0.0,602.5,16182.5,10796.75,16785.0,-5988.25,None,IT_NORD,2026-04-23
2026-01-28 01:00:00+00:00,137.0,6.75,7914.75,15.0,0.0,0.0,961.25,53.75,1415.75,0.0,34.0,10538.25,0.0,902.0,15776.0,10538.25,16678.0,-6139.75,None,IT_NORD,2026-04-23
2026-01-28 02:00:00+00:00,137.75,4.75,7716.5,15.0,0.0,0.0,950.0,55.0,1414.75,0.0,31.25,10325.0,0.0,725.0,15692.5,10325.0,16417.5,-6092.5,None,IT_NORD,2026-04-23
2026-01-28 03:00:00+00:00,137.5,3.0,8337.25,15.0,0.0,0.0,956.0,83.75,1416.25,0.0,27.75,10976.5,0.0,743.0,15893.5,10976.5,16636.5,-5660.0,None,IT_NORD,2026-04-23
2026-01-28 04:00:00+00:00,134.0,4.0,9778.5,19.25,0.0,0.0,994.75,96.0,1425.25,0.0,32.5,12484.25,0.0,138.25,17252.5,12484.25,17390.75,-4906.5,None,IT_NORD,2026-04-23
2026-01-28 05:00:00+00:00,136.25,5.75,13884.0,28.0,0.0,0.0,1102.25,206.5,1438.75,0.0,36.25,16837.75,30.75,0.0,20590.0,16868.5,20590.0,-3721.5,None,IT_NORD,2026-04-23
2026-01-28 06:00:00+00:00,133.75,3.25,15747.0,35.25,0.0,0.0,1338.25,290.0,1438.5,0.25,30.5,19016.75,318.25,0.0,24374.75,19335.0,24374.75,-5039.75,None,IT_NORD,2026-04-23
2026-01-28 07:00:00+00:00,133.75,2.75,15969.25,36.0,0.0,0.0,1578.0,502.75,1430.0,17.0,22.25,19691.75,1115.5,0.0,27007.0,20807.25,27007.0,-6199.75,None,IT_NORD,2026-04-23
2026-01-28 08:00:00+00:00,134.75,2.75,15803.75,35.5,0.0,0.0,1722.25,546.75,1421.25,105.25,23.25,19795.5,1062.25,0.0,28270.0,20857.75,28270.0,-7412.25,None,IT_NORD,2026-04-23
2026-01-28 09:00:00+00:00,133.5,3.0,15943.25,34.0,0.0,0.0,1784.75,513.5,1416.25,422.25,22.0,20272.5,774.75,0.0,28580.25,21047.25,28580.25,-7533.0,None,IT_NORD,2026-04-23
2026-01-28 10:00:00+00:00,130.75,4.0,16017.75,34.0,0.0,0.0,1940.25,570.75,1430.25,983.0,21.5,21132.25,532.5,0.0,28732.25,21664.75,28732.25,-7067.5,None,IT_NORD,2026-04-23
2026-01-28 11:00:00+00:00,131.25,7.5,16092.75,34.0,0.0,0.0,1659.25,512.25,1457.0,1364.5,22.25,21280.75,455.0,0.0,27033.5,21735.75,27033.5,-5297.75,None,IT_NORD,2026-04-23
2026-01-28 12:00:00+00:00,135.0,8.75,16234.75,31.75,0.0,0.0,1640.75,452.25,1459.25,1359.25,28.0,21349.75,111.0,0.0,26982.25,21460.75,26982.25,-5521.5,None,IT_NORD,2026-04-23
2026-01-28 13:00:00+00:00,134.75,10.25,16288.5,26.0,0.0,0.0,1729.25,552.25,1446.75,987.75,31.25,21206.75,310.75,0.0,27163.5,21517.5,27163.5,-5646.0,None,IT_NORD,2026-04-23
2026-01-28 14:00:00+00:00,133.25,5.5,16149.5,26.0,0.0,0.0,1776.75,512.5,1447.0,474.75,45.5,20570.75,236.0,0.0,26699.5,20806.75,26699.5,-5892.75,None,IT_NORD,2026-04-23
2026-01-28 15:00:00+00:00,134.25,3.25,16017.25,26.0,0.0,0.0,1735.0,451.25,1452.5,116.5,32.25,19968.25,206.25,0.0,26293.0,20174.5,26293.0,-6118.5,None,IT_NORD,2026-04-23
2026-01-28 16:00:00+00:00,134.75,4.0,16082.75,26.0,0.0,0.0,1832.5,566.25,1443.5,6.25,24.75,20120.75,728.75,0.0,25907.25,20849.5,25907.25,-5057.75,None,IT_NORD,2026-04-23
2026-01-28 17:00:00+00:00,135.75,4.25,16190.25,26.0,0.0,0.0,1839.5,550.75,1451.25,0.0,26.25,20224.0,499.0,0.0,25597.5,20723.0,25597.5,-4874.5,None,IT_NORD,2026-04-23
2026-01-28 18:00:00+00:00,135.75,6.0,16078.0,25.25,0.0,0.0,1636.0,453.5,1466.0,0.0,31.25,19831.75,364.25,0.0,24954.0,20196.0,24954.0,-4758.0,None,IT_NORD,2026-04-23
2026-01-28 19:00:00+00:00,133.5,6.0,15506.75,21.0,0.0,0.0,1555.5,251.25,1477.0,0.0,43.0,18994.0,231.0,0.0,23422.75,19225.0,23422.75,-4197.75,None,IT_NORD,2026-04-23
2026-01-28 20:00:00+00:00,133.25,6.0,13193.0,21.0,0.0,0.0,1418.5,188.25,1475.5,0.0,31.5,16467.0,0.0,3.0,21682.75,16467.0,21685.75,-5218.75,None,IT_NORD,2026-04-23
2026-01-28 21:00:00+00:00,132.5,3.25,11624.0,20.25,0.0,0.0,1310.5,87.25,1455.25,0.0,26.0,14659.0,35.0,0.0,19417.0,14694.0,19417.0,-4723.0,None,IT_NORD,2026-04-23
2026-01-28 22:00:00+00:00,132.5,3.0,10551.25,15.0,0.0,0.0,1272.25,104.5,1452.5,0.0,25.5,13556.5,21.25,0.0,17949.25,13577.75,17949.25,-4371.5,None,IT_NORD,2026-04-23
2026-01-28 23:00:00+00:00,134.0,2.5,10128.5,15.0,0.0,0.0,1215.75,96.25,1439.5,0.0,23.25,13054.75,0.0,544.0,16809.0,13054.75,17353.0,-4298.25,None,IT_NORD,2026-04-23
2026-01-29 00:00:00+00:00,136.25,0.75,9439.0,15.0,0.0,0.0,1169.5,83.0,1433.0,0.0,16.25,12292.75,0.0,440.75,16067.0,12292.75,16507.75,-4215.0,None,IT_NORD,2026-04-23
2026-01-29 01:00:00+00:00,136.5,5.25,9479.0,15.0,0.0,0.0,1164.5,108.0,1430.75,0.0,24.0,12363.0,0.0,738.25,15699.5,12363.0,16437.75,-4074.75,None,IT_NORD,2026-04-23
2026-01-29 02:00:00+00:00,137.25,5.5,9377.25,15.0,0.0,0.0,1143.5,102.5,1429.0,0.0,42.0,12252.0,0.0,732.25,15647.0,12252.0,16379.25,-4127.25,None,IT_NORD,2026-04-23
2026-01-29 03:00:00+00:00,137.75,6.0,8991.5,15.0,0.0,0.0,1090.5,63.75,1447.5,0.0,55.75,11807.75,0.0,233.0,15782.0,11807.75,16015.0,-4207.25,None,IT_NORD,2026-04-23
2026-01-29 04:00:00+00:00,136.25,6.0,10228.25,19.25,0.0,0.0,1099.5,79.0,1437.5,0.0,52.0,13057.75,0.0,50.75,16927.0,13057.75,16977.75,-3920.0,None,IT_NORD,2026-04-23
2026-01-29 05:00:00+00:00,137.75,6.0,13676.0,28.0,0.0,0.0,1208.0,138.5,1446.75,0.0,70.25,16711.25,206.25,0.0,20535.0,16917.5,20535.0,-3617.5,None,IT_NORD,2026-04-23
2026-01-29 06:00:00+00:00,135.25,5.25,15130.0,31.0,0.0,0.0,1442.0,463.75,1441.75,2.5,69.75,18721.25,710.25,0.0,24225.25,19431.5,24225.25,-4793.75,None,IT_NORD,2026-04-23
2026-01-29 07:00:00+00:00,134.0,3.0,15192.25,30.25,0.0,0.0,1693.75,557.25,1428.25,266.25,49.75,19354.75,1400.5,0.0,26696.5,20755.25,26696.5,-5941.25,None,IT_NORD,2026-04-23
2026-01-29 08:00:00+00:00,127.0,5.25,14812.25,26.0,0.0,0.0,1986.25,707.5,1425.75,956.25,29.0,20075.25,935.25,0.0,27314.25,21010.5,27314.25,-6303.75,None,IT_NORD,2026-04-23
2026-01-29 09:00:00+00:00,124.25,7.0,14755.5,25.25,0.0,0.0,1773.0,551.5,1431.0,1837.25,15.5,20520.25,396.0,0.0,27159.5,20916.25,27159.5,-6243.25,None,IT_NORD,2026-04-23
2026-01-29 10:00:00+00:00,124.25,6.0,14667.5,21.0,0.0,0.0,1751.25,490.75,1440.0,2495.25,8.25,21004.25,25.0,0.0,26886.25,21029.25,26886.25,-5857.0,None,IT_NORD,2026-04-23
2026-01-29 11:00:00+00:00,125.75,6.25,15026.5,21.0,0.0,0.0,1582.5,372.0,1451.5,2775.25,2.75,21363.5,167.25,0.0,25044.25,21530.75,25044.25,-3513.5,None,IT_NORD,2026-04-23
2026-01-29 12:00:00+00:00,128.75,7.0,15161.75,21.0,0.0,0.0,1490.0,273.75,1450.5,2779.0,1.0,21312.75,209.0,0.0,24838.0,21521.75,24838.0,-3316.25,None,IT_NORD,2026-04-23
2026-01-29 13:00:00+00:00,129.25,8.75,15222.25,21.0,0.0,0.0,1516.25,287.5,1455.25,2444.25,1.0,21085.5,11.75,0.0,24942.25,21097.25,24942.25,-3845.0,None,IT_NORD,2026-04-23
2026-01-29 14:00:00+00:00,126.75,8.0,14994.0,24.0,0.0,0.0,1481.0,318.25,1457.75,1471.5,1.0,19882.25,0.0,27.25,24630.75,19882.25,24658.0,-4775.75,None,IT_NORD,2026-04-23
2026-01-29 15:00:00+00:00,124.25,7.25,14855.0,26.0,0.0,0.0,1620.75,427.5,1458.0,461.75,1.0,18981.5,174.75,0.0,24605.5,19156.25,24605.5,-5449.25,None,IT_NORD,2026-04-23
2026-01-29 16:00:00+00:00,127.25,6.25,15102.25,26.0,0.0,0.0,1693.75,476.25,1474.25,24.25,1.75,18932.0,1050.75,0.0,24758.25,19982.75,24758.25,-4775.5,None,IT_NORD,2026-04-23
2026-01-29 17:00:00+00:00,129.0,6.0,15323.75,26.0,0.0,0.0,1646.25,467.75,1480.25,0.0,5.0,19084.0,814.5,0.0,24758.75,19898.5,24758.75,-4860.25,None,IT_NORD,2026-04-23
2026-01-29 18:00:00+00:00,129.5,7.5,15234.25,25.25,0.0,0.0,1619.5,370.25,1491.25,0.0,6.75,18884.25,702.0,0.0,24438.5,19586.25,24438.5,-4852.25,None,IT_NORD,2026-04-23
2026-01-29 19:00:00+00:00,126.75,8.75,14795.75,21.0,0.0,0.0,1468.5,228.25,1496.75,0.0,8.0,18153.75,255.5,0.0,23091.75,18409.25,23091.75,-4682.5,None,IT_NORD,2026-04-23
2026-01-29 20:00:00+00:00,130.5,6.75,12890.75,21.0,0.0,0.0,1327.25,99.0,1508.75,0.0,6.0,15990.0,97.5,0.0,21493.5,16087.5,21493.5,-5406.0,None,IT_NORD,2026-04-23
2026-01-29 21:00:00+00:00,131.25,6.0,11108.5,20.25,0.0,0.0,1266.75,85.25,1492.25,0.0,7.75,14118.0,0.75,0.0,19434.0,14118.75,19434.0,-5315.25,None,IT_NORD,2026-04-23
2026-01-29 22:00:00+00:00,130.5,5.75,10379.75,15.0,0.0,0.0,1209.75,84.25,1489.25,0.0,7.5,13321.75,0.0,81.25,18041.25,13321.75,18122.5,-4800.75,None,IT_NORD,2026-04-23
2026-01-29 23:00:00+00:00,130.0,6.25,9019.5,15.0,0.0,0.0,1148.5,75.75,1464.0,0.0,6.75,11865.75,0.0,534.0,16887.25,11865.75,17421.25,-5555.5,None,IT_NORD,2026-04-23
2026-01-30 00:00:00+00:00,130.25,7.5,8745.0,15.0,0.0,0.0,1120.75,82.5,1464.5,0.0,4.25,11569.75,0.0,750.75,16101.5,11569.75,16852.25,-5282.5,None,IT_NORD,2026-04-23
2026-01-30 01:00:00+00:00,130.0,5.5,8632.0,15.0,0.0,0.0,1100.5,51.0,1464.0,0.0,15.25,11413.25,0.0,546.25,15814.75,11413.25,16361.0,-4947.75,None,IT_NORD,2026-04-23
