,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Water Reservoir,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,388.0,3758.0,0.0,6.0,0.0,2087.0,6239.0,0.0,0.0,4825.25,6239.0,4825.25,1413.75,None,GR,2026-04-23
2026-01-01 01:00:00+00:00,389.0,3176.0,0.0,6.0,0.0,2152.0,5723.0,0.0,0.0,4641.5,5723.0,4641.5,1081.5,None,GR,2026-04-23
2026-01-01 02:00:00+00:00,384.0,2639.0,0.0,6.0,0.0,2224.0,5253.0,0.0,0.0,4463.5,5253.0,4463.5,789.5,None,GR,2026-04-23
2026-01-01 03:00:00+00:00,380.0,2189.0,0.0,6.0,0.0,2235.0,4810.0,0.0,0.0,4319.0,4810.0,4319.0,491.0,None,GR,2026-04-23
2026-01-01 04:00:00+00:00,395.0,2221.0,0.0,61.0,0.0,2214.0,4891.0,9.0,0.0,4390.5,4900.0,4390.5,509.5,None,GR,2026-04-23
2026-01-01 05:00:00+00:00,403.0,1947.0,0.0,104.0,7.0,2253.0,4714.0,60.0,0.0,4583.5,4774.0,4583.5,190.5,None,GR,2026-04-23
2026-01-01 06:00:00+00:00,419.0,1708.0,0.0,95.0,759.0,2251.0,5232.0,24.0,0.0,4828.75,5256.0,4828.75,427.25,None,GR,2026-04-23
2026-01-01 07:00:00+00:00,419.0,1227.0,0.0,62.0,2928.0,2057.0,6693.0,0.0,0.0,5214.0,6693.0,5214.0,1479.0,None,GR,2026-04-23
2026-01-01 08:00:00+00:00,400.0,864.0,0.0,25.0,4603.0,1836.0,7728.0,0.0,0.0,5582.75,7728.0,5582.75,2145.25,None,GR,2026-04-23
2026-01-01 09:00:00+00:00,411.0,574.0,0.0,25.0,5101.0,1482.0,7593.0,0.0,0.0,5926.0,7593.0,5926.0,1667.0,None,GR,2026-04-23
2026-01-01 10:00:00+00:00,405.0,597.0,0.0,25.0,5512.0,1278.0,7817.0,0.0,0.0,6196.25,7817.0,6196.25,1620.75,None,GR,2026-04-23
2026-01-01 11:00:00+00:00,398.0,657.0,0.0,23.0,5400.0,1102.0,7580.0,0.0,0.0,6106.75,7580.0,6106.75,1473.25,None,GR,2026-04-23
2026-01-01 12:00:00+00:00,382.0,813.0,0.0,6.0,4636.0,948.0,6785.0,0.0,0.0,5622.0,6785.0,5622.0,1163.0,None,GR,2026-04-23
2026-01-01 13:00:00+00:00,390.0,1534.0,0.0,6.0,3134.0,801.0,5865.0,0.0,0.0,5168.25,5865.0,5168.25,696.75,None,GR,2026-04-23
2026-01-01 14:00:00+00:00,407.0,2696.0,0.0,40.0,963.0,707.0,4813.0,6.0,0.0,5202.25,4819.0,5202.25,-383.25,None,GR,2026-04-23
2026-01-01 15:00:00+00:00,426.0,3221.0,0.0,317.0,16.0,673.0,4653.0,209.0,0.0,5617.75,4862.0,5617.75,-755.75,None,GR,2026-04-23
2026-01-01 16:00:00+00:00,427.0,3412.0,0.0,562.0,0.0,550.0,4951.0,366.0,0.0,6223.75,5317.0,6223.75,-906.75,None,GR,2026-04-23
2026-01-01 17:00:00+00:00,405.0,3360.0,0.0,684.0,0.0,523.0,4972.0,663.0,0.0,6411.25,5635.0,6411.25,-776.25,None,GR,2026-04-23
2026-01-01 18:00:00+00:00,415.0,3370.0,0.0,604.0,0.0,492.0,4881.0,625.0,0.0,6445.25,5506.0,6445.25,-939.25,None,GR,2026-04-23
2026-01-01 19:00:00+00:00,408.0,3345.0,0.0,409.0,0.0,464.0,4626.0,678.0,0.0,6357.5,5304.0,6357.5,-1053.5,None,GR,2026-04-23
2026-01-01 20:00:00+00:00,402.0,3717.0,0.0,343.0,0.0,506.0,4968.0,250.0,0.0,6114.25,5218.0,6114.25,-896.25,None,GR,2026-04-23
2026-01-01 21:00:00+00:00,399.0,4003.0,0.0,291.0,0.0,627.0,5320.0,61.0,0.0,5738.75,5381.0,5738.75,-357.75,None,GR,2026-04-23
2026-01-01 22:00:00+00:00,391.0,3496.0,0.0,165.0,0.0,809.0,4861.0,54.0,0.0,5299.0,4915.0,5299.0,-384.0,None,GR,2026-04-23
2026-01-01 23:00:00+00:00,385.0,3046.0,0.0,7.0,0.0,966.0,4404.0,0.0,0.0,4876.0,4404.0,4876.0,-472.0,None,GR,2026-04-23
2026-01-02 00:00:00+00:00,385.0,2754.0,0.0,6.0,0.0,1034.0,4179.0,0.0,0.0,4714.0,4179.0,4714.0,-535.0,None,GR,2026-04-23
2026-01-02 01:00:00+00:00,381.0,2531.0,0.0,6.0,0.0,1188.0,4106.0,0.0,0.0,4589.25,4106.0,4589.25,-483.25,None,GR,2026-04-23
2026-01-02 02:00:00+00:00,379.0,2284.0,0.0,6.0,0.0,1398.0,4067.0,0.0,0.0,4482.25,4067.0,4482.25,-415.25,None,GR,2026-04-23
2026-01-02 03:00:00+00:00,378.0,2093.0,0.0,6.0,0.0,1650.0,4127.0,0.0,0.0,4438.25,4127.0,4438.25,-311.25,None,GR,2026-04-23
2026-01-02 04:00:00+00:00,381.0,2088.0,0.0,56.0,0.0,1806.0,4331.0,0.0,0.0,4704.75,4331.0,4704.75,-373.75,None,GR,2026-04-23
2026-01-02 05:00:00+00:00,399.0,2408.0,0.0,113.0,9.0,1855.0,4784.0,29.0,0.0,5158.75,4813.0,5158.75,-345.75,None,GR,2026-04-23
2026-01-02 06:00:00+00:00,401.0,2424.0,0.0,334.0,710.0,1931.0,5800.0,32.0,0.0,5637.75,5832.0,5637.75,194.25,None,GR,2026-04-23
2026-01-02 07:00:00+00:00,393.0,2136.0,0.0,217.0,2018.0,1939.0,6703.0,31.0,0.0,6080.0,6734.0,6080.0,654.0,None,GR,2026-04-23
2026-01-02 08:00:00+00:00,385.0,2128.0,0.0,109.0,2769.0,1994.0,7385.0,0.0,0.0,6367.0,7385.0,6367.0,1018.0,None,GR,2026-04-23
2026-01-02 09:00:00+00:00,391.0,2261.0,0.0,95.0,3113.0,2130.0,7990.0,0.0,0.0,6485.5,7990.0,6485.5,1504.5,None,GR,2026-04-23
2026-01-02 10:00:00+00:00,384.0,1871.0,0.0,81.0,3554.0,2263.0,8153.0,0.0,0.0,6732.0,8153.0,6732.0,1421.0,None,GR,2026-04-23
2026-01-02 11:00:00+00:00,379.0,1695.0,0.0,66.0,3421.0,2398.0,7959.0,0.0,0.0,6800.25,7959.0,6800.25,1158.75,None,GR,2026-04-23
2026-01-02 12:00:00+00:00,370.0,1900.0,0.0,46.0,2848.0,2427.0,7591.0,0.0,0.0,6678.5,7591.0,6678.5,912.5,None,GR,2026-04-23
2026-01-02 13:00:00+00:00,377.0,2628.0,0.0,71.0,1772.0,2437.0,7285.0,0.0,0.0,6474.25,7285.0,6474.25,810.75,None,GR,2026-04-23
2026-01-02 14:00:00+00:00,378.0,3239.0,0.0,326.0,529.0,2547.0,7019.0,59.0,0.0,6450.0,7078.0,6450.0,628.0,None,GR,2026-04-23
2026-01-02 15:00:00+00:00,382.0,3213.0,0.0,605.0,6.0,2766.0,6972.0,104.0,0.0,6737.25,7076.0,6737.25,338.75,None,GR,2026-04-23
2026-01-02 16:00:00+00:00,386.0,3280.0,0.0,731.0,0.0,2942.0,7339.0,165.0,0.0,7116.5,7504.0,7116.5,387.5,None,GR,2026-04-23
2026-01-02 17:00:00+00:00,390.0,3270.0,0.0,793.0,0.0,3060.0,7513.0,223.0,0.0,7099.25,7736.0,7099.25,636.75,None,GR,2026-04-23
2026-01-02 18:00:00+00:00,392.0,3042.0,0.0,521.0,0.0,3161.0,7116.0,289.0,0.0,6969.75,7405.0,6969.75,435.25,None,GR,2026-04-23
2026-01-02 19:00:00+00:00,392.0,3066.0,0.0,307.0,0.0,3264.0,7029.0,345.0,0.0,6716.0,7374.0,6716.0,658.0,None,GR,2026-04-23
2026-01-02 20:00:00+00:00,386.0,3131.0,0.0,212.0,0.0,3405.0,7134.0,164.0,0.0,6299.75,7298.0,6299.75,998.25,None,GR,2026-04-23
2026-01-02 21:00:00+00:00,392.0,3237.0,0.0,79.0,0.0,3519.0,7227.0,0.0,0.0,5860.0,7227.0,5860.0,1367.0,None,GR,2026-04-23
2026-01-02 22:00:00+00:00,379.0,2644.0,0.0,67.0,0.0,3637.0,6727.0,0.0,0.0,5395.0,6727.0,5395.0,1332.0,None,GR,2026-04-23
2026-01-02 23:00:00+00:00,370.0,2831.0,0.0,6.0,0.0,3523.0,6730.0,0.0,0.0,5002.75,6730.0,5002.75,1727.25,None,GR,2026-04-23
2026-01-03 00:00:00+00:00,367.0,2250.0,0.0,6.0,0.0,3589.0,6212.0,0.0,0.0,4805.0,6212.0,4805.0,1407.0,None,GR,2026-04-23
2026-01-03 01:00:00+00:00,370.0,1979.0,0.0,6.0,0.0,3603.0,5958.0,0.0,0.0,4629.0,5958.0,4629.0,1329.0,None,GR,2026-04-23
2026-01-03 02:00:00+00:00,368.0,1867.0,0.0,7.0,0.0,3590.0,5832.0,0.0,0.0,4493.5,5832.0,4493.5,1338.5,None,GR,2026-04-23
2026-01-03 03:00:00+00:00,371.0,1900.0,0.0,52.0,0.0,3499.0,5822.0,0.0,0.0,4420.75,5822.0,4420.75,1401.25,None,GR,2026-04-23
2026-01-03 04:00:00+00:00,366.0,1869.0,0.0,87.0,0.0,3508.0,5830.0,8.0,0.0,4575.5,5838.0,4575.5,1262.5,None,GR,2026-04-23
2026-01-03 05:00:00+00:00,356.0,1814.0,0.0,81.0,0.0,3561.0,5812.0,30.0,0.0,4870.0,5842.0,4870.0,972.0,None,GR,2026-04-23
2026-01-03 06:00:00+00:00,358.0,1995.0,0.0,130.0,211.0,3640.0,6334.0,30.0,0.0,5253.5,6364.0,5253.5,1110.5,None,GR,2026-04-23
2026-01-03 07:00:00+00:00,363.0,2188.0,0.0,121.0,1001.0,3596.0,7269.0,2.0,0.0,5756.0,7271.0,5756.0,1515.0,None,GR,2026-04-23
2026-01-03 08:00:00+00:00,361.0,2063.0,0.0,92.0,1459.0,3706.0,7681.0,0.0,0.0,6012.0,7681.0,6012.0,1669.0,None,GR,2026-04-23
2026-01-03 09:00:00+00:00,367.0,2259.0,0.0,48.0,1547.0,3767.0,7988.0,0.0,0.0,6205.25,7988.0,6205.25,1782.75,None,GR,2026-04-23
2026-01-03 10:00:00+00:00,365.0,3082.0,0.0,48.0,1320.0,3739.0,8554.0,0.0,0.0,6570.75,8554.0,6570.75,1983.25,None,GR,2026-04-23
2026-01-03 11:00:00+00:00,360.0,3248.0,0.0,48.0,1235.0,3728.0,8619.0,0.0,0.0,6801.25,8619.0,6801.25,1817.75,None,GR,2026-04-23
2026-01-03 12:00:00+00:00,363.0,3353.0,0.0,37.0,909.0,3687.0,8349.0,0.0,0.0,6645.5,8349.0,6645.5,1703.5,None,GR,2026-04-23
2026-01-03 13:00:00+00:00,367.0,3759.0,0.0,87.0,580.0,3546.0,8339.0,0.0,0.0,6364.75,8339.0,6364.75,1974.25,None,GR,2026-04-23
2026-01-03 14:00:00+00:00,369.0,3793.0,0.0,270.0,263.0,3489.0,8184.0,116.0,0.0,6261.5,8300.0,6261.5,2038.5,None,GR,2026-04-23
2026-01-03 15:00:00+00:00,367.0,3837.0,0.0,466.0,10.0,3576.0,8256.0,191.0,0.0,6442.25,8447.0,6442.25,2004.75,None,GR,2026-04-23
2026-01-03 16:00:00+00:00,375.0,3801.0,0.0,755.0,0.0,3610.0,8541.0,299.0,0.0,6756.75,8840.0,6756.75,2083.25,None,GR,2026-04-23
2026-01-03 17:00:00+00:00,379.0,3592.0,0.0,796.0,0.0,3657.0,8424.0,327.0,0.0,6725.25,8751.0,6725.25,2025.75,None,GR,2026-04-23
2026-01-03 18:00:00+00:00,366.0,3515.0,0.0,761.0,0.0,3657.0,8299.0,178.0,0.0,6582.5,8477.0,6582.5,1894.5,None,GR,2026-04-23
2026-01-03 19:00:00+00:00,381.0,3696.0,0.0,524.0,0.0,3558.0,8159.0,111.0,0.0,6264.5,8270.0,6264.5,2005.5,None,GR,2026-04-23
2026-01-03 20:00:00+00:00,374.0,3584.0,0.0,227.0,0.0,3560.0,7745.0,88.0,0.0,5873.0,7833.0,5873.0,1960.0,None,GR,2026-04-23
2026-01-03 21:00:00+00:00,361.0,3397.0,0.0,92.0,0.0,3597.0,7447.0,48.0,0.0,5417.25,7495.0,5417.25,2077.75,None,GR,2026-04-23
2026-01-03 22:00:00+00:00,360.0,3003.0,0.0,92.0,0.0,3578.0,7033.0,8.0,0.0,4967.5,7041.0,4967.5,2073.5,None,GR,2026-04-23
2026-01-03 23:00:00+00:00,359.0,2517.0,0.0,6.0,0.0,3586.0,6468.0,0.0,0.0,4616.75,6468.0,4616.75,1851.25,None,GR,2026-04-23
2026-01-04 00:00:00+00:00,358.0,2105.0,0.0,6.0,0.0,3663.0,6132.0,0.0,0.0,4449.0,6132.0,4449.0,1683.0,None,GR,2026-04-23
2026-01-04 01:00:00+00:00,359.0,2281.0,0.0,6.0,0.0,3617.0,6263.0,0.0,0.0,4321.75,6263.0,4321.75,1941.25,None,GR,2026-04-23
2026-01-04 02:00:00+00:00,359.0,2240.0,0.0,7.0,0.0,3565.0,6171.0,0.0,0.0,4193.5,6171.0,4193.5,1977.5,None,GR,2026-04-23
2026-01-04 03:00:00+00:00,358.0,2116.0,0.0,52.0,0.0,3582.0,6108.0,0.0,0.0,4097.25,6108.0,4097.25,2010.75,None,GR,2026-04-23
2026-01-04 04:00:00+00:00,354.0,1678.0,0.0,117.0,0.0,3573.0,5722.0,0.0,0.0,4170.25,5722.0,4170.25,1551.75,None,GR,2026-04-23
2026-01-04 05:00:00+00:00,353.0,1581.0,0.0,105.0,0.0,3538.0,5577.0,29.0,0.0,4347.75,5606.0,4347.75,1258.25,None,GR,2026-04-23
2026-01-04 06:00:00+00:00,352.0,1696.0,0.0,147.0,184.0,3498.0,5877.0,30.0,0.0,4567.0,5907.0,4567.0,1340.0,None,GR,2026-04-23
2026-01-04 07:00:00+00:00,355.0,1789.0,0.0,121.0,998.0,3506.0,6769.0,1.0,0.0,4921.25,6770.0,4921.25,1848.75,None,GR,2026-04-23
2026-01-04 08:00:00+00:00,357.0,1291.0,0.0,75.0,1873.0,3551.0,7147.0,0.0,0.0,5245.75,7147.0,5245.75,1901.25,None,GR,2026-04-23
2026-01-04 09:00:00+00:00,353.0,898.0,0.0,49.0,2531.0,3627.0,7458.0,1.0,0.0,5461.25,7459.0,5461.25,1997.75,None,GR,2026-04-23
2026-01-04 10:00:00+00:00,335.0,1144.0,0.0,23.0,2682.0,3635.0,7819.0,0.0,0.0,5760.5,7819.0,5760.5,2058.5,None,GR,2026-04-23
2026-01-04 11:00:00+00:00,340.0,1400.0,0.0,56.0,2255.0,3576.0,7627.0,0.0,0.0,5847.25,7627.0,5847.25,1779.75,None,GR,2026-04-23
2026-01-04 12:00:00+00:00,345.0,1625.0,0.0,48.0,1943.0,3556.0,7517.0,0.0,0.0,5625.25,7517.0,5625.25,1891.75,None,GR,2026-04-23
2026-01-04 13:00:00+00:00,344.0,1780.0,0.0,64.0,1451.0,3606.0,7245.0,15.0,0.0,5341.75,7260.0,5341.75,1918.25,None,GR,2026-04-23
2026-01-04 14:00:00+00:00,344.0,2695.0,0.0,125.0,487.0,3682.0,7333.0,23.0,0.0,5313.75,7356.0,5313.75,2042.25,None,GR,2026-04-23
2026-01-04 15:00:00+00:00,343.0,3307.0,0.0,277.0,15.0,3708.0,7650.0,58.0,0.0,5638.0,7708.0,5638.0,2070.0,None,GR,2026-04-23
2026-01-04 16:00:00+00:00,345.0,3459.0,0.0,566.0,0.0,3628.0,7998.0,122.0,0.0,6083.5,8120.0,6083.5,2036.5,None,GR,2026-04-23
2026-01-04 17:00:00+00:00,346.0,3451.0,0.0,775.0,0.0,3540.0,8112.0,210.0,0.0,6117.75,8322.0,6117.75,2204.25,None,GR,2026-04-23
2026-01-04 18:00:00+00:00,350.0,3418.0,0.0,773.0,0.0,3428.0,7969.0,317.0,0.0,6072.75,8286.0,6072.75,2213.25,None,GR,2026-04-23
2026-01-04 19:00:00+00:00,350.0,3767.0,0.0,459.0,0.0,3401.0,7977.0,116.0,0.0,5863.75,8093.0,5863.75,2229.25,None,GR,2026-04-23
2026-01-04 20:00:00+00:00,349.0,3741.0,0.0,240.0,0.0,3398.0,7728.0,33.0,0.0,5547.75,7761.0,5547.75,2213.25,None,GR,2026-04-23
2026-01-04 21:00:00+00:00,349.0,3533.0,0.0,80.0,0.0,3314.0,7276.0,15.0,0.0,5137.25,7291.0,5137.25,2153.75,None,GR,2026-04-23
2026-01-04 22:00:00+00:00,347.0,3122.0,0.0,51.0,0.0,3259.0,6779.0,0.0,0.0,4610.5,6779.0,4610.5,2168.5,None,GR,2026-04-23
2026-01-04 23:00:00+00:00,349.0,2319.0,0.0,6.0,0.0,3170.0,5844.0,0.0,0.0,4283.5,5844.0,4283.5,1560.5,None,GR,2026-04-23
2026-01-05 00:00:00+00:00,350.0,2288.0,0.0,6.0,0.0,3165.0,5809.0,0.0,0.0,4152.5,5809.0,4152.5,1656.5,None,GR,2026-04-23
2026-01-05 01:00:00+00:00,350.0,2139.0,0.0,6.0,0.0,3072.0,5567.0,0.0,0.0,4052.75,5567.0,4052.75,1514.25,None,GR,2026-04-23
2026-01-05 02:00:00+00:00,319.0,1849.0,0.0,7.0,0.0,3049.0,5224.0,0.0,0.0,3935.0,5224.0,3935.0,1289.0,None,GR,2026-04-23
2026-01-05 03:00:00+00:00,349.0,1829.0,0.0,53.0,0.0,3043.0,5274.0,0.0,0.0,3929.5,5274.0,3929.5,1344.5,None,GR,2026-04-23
2026-01-05 04:00:00+00:00,349.0,2103.0,0.0,131.0,0.0,2948.0,5531.0,0.0,0.0,4214.0,5531.0,4214.0,1317.0,None,GR,2026-04-23
2026-01-05 05:00:00+00:00,347.0,2548.0,0.0,293.0,0.0,2893.0,6081.0,30.0,0.0,4710.0,6111.0,4710.0,1401.0,None,GR,2026-04-23
2026-01-05 06:00:00+00:00,350.0,2880.0,0.0,359.0,126.0,2885.0,6600.0,0.0,0.0,5236.25,6600.0,5236.25,1363.75,None,GR,2026-04-23
2026-01-05 07:00:00+00:00,347.0,2986.0,0.0,308.0,622.0,2933.0,7196.0,0.0,0.0,5762.5,7196.0,5762.5,1433.5,None,GR,2026-04-23
2026-01-05 08:00:00+00:00,346.0,2609.0,0.0,254.0,1090.0,2963.0,7262.0,0.0,0.0,6002.0,7262.0,6002.0,1260.0,None,GR,2026-04-23
2026-01-05 09:00:00+00:00,346.0,2713.0,0.0,197.0,1139.0,2978.0,7373.0,0.0,0.0,6077.25,7373.0,6077.25,1295.75,None,GR,2026-04-23
2026-01-05 10:00:00+00:00,344.0,2901.0,0.0,162.0,1300.0,2987.0,7694.0,0.0,0.0,6323.5,7694.0,6323.5,1370.5,None,GR,2026-04-23
2026-01-05 11:00:00+00:00,342.0,3044.0,0.0,239.0,1207.0,2975.0,7807.0,0.0,0.0,6432.0,7807.0,6432.0,1375.0,None,GR,2026-04-23
2026-01-05 12:00:00+00:00,344.0,3039.0,0.0,251.0,1010.0,3040.0,7684.0,0.0,0.0,6346.25,7684.0,6346.25,1337.75,None,GR,2026-04-23
2026-01-05 13:00:00+00:00,349.0,3125.0,0.0,295.0,696.0,3013.0,7478.0,0.0,0.0,6136.0,7478.0,6136.0,1342.0,None,GR,2026-04-23
2026-01-05 14:00:00+00:00,345.0,3400.0,0.0,345.0,308.0,3115.0,7513.0,0.0,0.0,6048.0,7513.0,6048.0,1465.0,None,GR,2026-04-23
2026-01-05 15:00:00+00:00,348.0,3800.0,0.0,564.0,11.0,3061.0,7784.0,82.0,0.0,6234.75,7866.0,6234.75,1631.25,None,GR,2026-04-23
2026-01-05 16:00:00+00:00,344.0,3948.0,0.0,767.0,0.0,3030.0,8089.0,145.0,0.0,6639.75,8234.0,6639.75,1594.25,None,GR,2026-04-23
2026-01-05 17:00:00+00:00,344.0,3561.0,0.0,849.0,0.0,2949.0,7703.0,507.0,0.0,6671.5,8210.0,6671.5,1538.5,None,GR,2026-04-23
2026-01-05 18:00:00+00:00,343.0,3530.0,0.0,801.0,0.0,2919.0,7593.0,563.0,0.0,6564.0,8156.0,6564.0,1592.0,None,GR,2026-04-23
2026-01-05 19:00:00+00:00,338.0,3327.0,0.0,525.0,0.0,3087.0,7277.0,494.0,0.0,6242.0,7771.0,6242.0,1529.0,None,GR,2026-04-23
2026-01-05 20:00:00+00:00,345.0,2946.0,0.0,383.0,0.0,3209.0,6883.0,382.0,0.0,5776.0,7265.0,5776.0,1489.0,None,GR,2026-04-23
2026-01-05 21:00:00+00:00,344.0,3082.0,0.0,95.0,0.0,3167.0,6688.0,0.0,0.0,5276.25,6688.0,5276.25,1411.75,None,GR,2026-04-23
2026-01-05 22:00:00+00:00,341.0,2761.0,0.0,52.0,0.0,3135.0,6289.0,0.0,0.0,4718.0,6289.0,4718.0,1571.0,None,GR,2026-04-23
2026-01-05 23:00:00+00:00,351.0,2665.0,0.0,6.0,0.0,3106.0,6128.0,0.0,0.0,4361.75,6128.0,4361.75,1766.25,None,GR,2026-04-23
2026-01-06 00:00:00+00:00,347.0,2494.0,0.0,6.0,0.0,3129.0,5976.0,0.0,0.0,4216.25,5976.0,4216.25,1759.75,None,GR,2026-04-23
2026-01-06 01:00:00+00:00,348.0,2437.0,0.0,6.0,0.0,3001.0,5792.0,0.0,0.0,4077.25,5792.0,4077.25,1714.75,None,GR,2026-04-23
2026-01-06 02:00:00+00:00,353.0,2303.0,0.0,7.0,0.0,2914.0,5577.0,0.0,0.0,3944.0,5577.0,3944.0,1633.0,None,GR,2026-04-23
2026-01-06 03:00:00+00:00,353.0,2574.0,0.0,61.0,0.0,2978.0,5966.0,0.0,0.0,3878.75,5966.0,3878.75,2087.25,None,GR,2026-04-23
2026-01-06 04:00:00+00:00,355.0,2208.0,0.0,134.0,0.0,3037.0,5734.0,0.0,0.0,3957.25,5734.0,3957.25,1776.75,None,GR,2026-04-23
2026-01-06 05:00:00+00:00,356.0,2215.0,0.0,262.0,3.0,3025.0,5861.0,0.0,0.0,4158.5,5861.0,4158.5,1702.5,None,GR,2026-04-23
2026-01-06 06:00:00+00:00,350.0,2142.0,0.0,312.0,274.0,3062.0,6140.0,0.0,0.0,4392.0,6140.0,4392.0,1748.0,None,GR,2026-04-23
2026-01-06 07:00:00+00:00,347.0,1717.0,0.0,142.0,1057.0,3021.0,6284.0,0.0,0.0,4665.0,6284.0,4665.0,1619.0,None,GR,2026-04-23
2026-01-06 08:00:00+00:00,350.0,1423.0,0.0,78.0,1804.0,2985.0,6640.0,0.0,0.0,4860.75,6640.0,4860.75,1779.25,None,GR,2026-04-23
2026-01-06 09:00:00+00:00,347.0,1119.0,0.0,62.0,2527.0,3040.0,7095.0,0.0,0.0,5085.0,7095.0,5085.0,2010.0,None,GR,2026-04-23
2026-01-06 10:00:00+00:00,347.0,1396.0,0.0,8.0,2344.0,3156.0,7251.0,0.0,0.0,5392.5,7251.0,5392.5,1858.5,None,GR,2026-04-23
2026-01-06 11:00:00+00:00,347.0,1657.0,0.0,56.0,2208.0,3132.0,7400.0,0.0,0.0,5513.5,7400.0,5513.5,1886.5,None,GR,2026-04-23
2026-01-06 12:00:00+00:00,346.0,1954.0,0.0,143.0,1710.0,2994.0,7147.0,0.0,0.0,5267.0,7147.0,5267.0,1880.0,None,GR,2026-04-23
2026-01-06 13:00:00+00:00,347.0,2661.0,0.0,172.0,874.0,2934.0,6988.0,0.0,0.0,4966.25,6988.0,4966.25,2021.75,None,GR,2026-04-23
2026-01-06 14:00:00+00:00,347.0,3060.0,0.0,289.0,245.0,2827.0,6768.0,0.0,0.0,5000.75,6768.0,5000.75,1767.25,None,GR,2026-04-23
2026-01-06 15:00:00+00:00,345.0,3399.0,0.0,656.0,9.0,2768.0,7177.0,47.0,0.0,5303.5,7224.0,5303.5,1920.5,None,GR,2026-04-23
2026-01-06 16:00:00+00:00,347.0,3573.0,0.0,901.0,0.0,2793.0,7614.0,106.0,0.0,5769.0,7720.0,5769.0,1951.0,None,GR,2026-04-23
2026-01-06 17:00:00+00:00,349.0,3197.0,0.0,965.0,0.0,3036.0,7547.0,199.0,0.0,5874.5,7746.0,5874.5,1871.5,None,GR,2026-04-23
2026-01-06 18:00:00+00:00,350.0,3088.0,0.0,873.0,0.0,3143.0,7454.0,209.0,0.0,5826.5,7663.0,5826.5,1836.5,None,GR,2026-04-23
2026-01-06 19:00:00+00:00,348.0,3056.0,0.0,681.0,0.0,3158.0,7243.0,166.0,0.0,5663.25,7409.0,5663.25,1745.75,None,GR,2026-04-23
2026-01-06 20:00:00+00:00,347.0,3110.0,0.0,436.0,0.0,3116.0,7009.0,133.0,0.0,5359.75,7142.0,5359.75,1782.25,None,GR,2026-04-23
2026-01-06 21:00:00+00:00,348.0,3044.0,0.0,414.0,0.0,3000.0,6806.0,1.0,0.0,4990.0,6807.0,4990.0,1817.0,None,GR,2026-04-23
2026-01-06 22:00:00+00:00,348.0,2594.0,0.0,418.0,0.0,3001.0,6361.0,0.0,0.0,4524.0,6361.0,4524.0,1837.0,None,GR,2026-04-23
2026-01-06 23:00:00+00:00,347.0,2336.0,0.0,334.0,0.0,2869.0,5886.0,0.0,0.0,4196.0,5886.0,4196.0,1690.0,None,GR,2026-04-23
2026-01-07 00:00:00+00:00,348.0,2397.0,0.0,332.0,0.0,2692.0,5769.0,0.0,0.0,4060.25,5769.0,4060.25,1708.75,None,GR,2026-04-23
2026-01-07 01:00:00+00:00,348.0,2268.0,0.0,332.0,0.0,2717.0,5665.0,0.0,0.0,3996.5,5665.0,3996.5,1668.5,None,GR,2026-04-23
2026-01-07 02:00:00+00:00,349.0,2300.0,0.0,332.0,0.0,2607.0,5588.0,0.0,0.0,3932.75,5588.0,3932.75,1655.25,None,GR,2026-04-23
2026-01-07 03:00:00+00:00,351.0,2446.0,0.0,336.0,0.0,2461.0,5594.0,0.0,0.0,3954.75,5594.0,3954.75,1639.25,None,GR,2026-04-23
2026-01-07 04:00:00+00:00,350.0,2852.0,0.0,505.0,0.0,2458.0,6165.0,0.0,0.0,4314.75,6165.0,4314.75,1850.25,None,GR,2026-04-23
2026-01-07 05:00:00+00:00,349.0,3112.0,0.0,691.0,3.0,2589.0,6744.0,38.0,0.0,4932.75,6782.0,4932.75,1849.25,None,GR,2026-04-23
2026-01-07 06:00:00+00:00,348.0,3042.0,0.0,786.0,268.0,2730.0,7174.0,117.0,0.0,5515.0,7291.0,5515.0,1776.0,None,GR,2026-04-23
2026-01-07 07:00:00+00:00,351.0,2764.0,0.0,582.0,1115.0,2878.0,7690.0,64.0,0.0,6082.5,7754.0,6082.5,1671.5,None,GR,2026-04-23
2026-01-07 08:00:00+00:00,348.0,2302.0,0.0,448.0,1694.0,2887.0,7679.0,0.0,0.0,6179.25,7679.0,6179.25,1499.75,None,GR,2026-04-23
2026-01-07 09:00:00+00:00,342.0,1563.0,0.0,423.0,2586.0,3103.0,8017.0,0.0,0.0,6262.75,8017.0,6262.75,1754.25,None,GR,2026-04-23
2026-01-07 10:00:00+00:00,348.0,1377.0,0.0,367.0,2881.0,3226.0,8199.0,0.0,0.0,6345.0,8199.0,6345.0,1854.0,None,GR,2026-04-23
2026-01-07 11:00:00+00:00,345.0,1556.0,0.0,373.0,2763.0,3105.0,8142.0,0.0,0.0,6396.5,8142.0,6396.5,1745.5,None,GR,2026-04-23
2026-01-07 12:00:00+00:00,339.0,2029.0,0.0,392.0,2047.0,3090.0,7897.0,0.0,0.0,6242.5,7897.0,6242.5,1654.5,None,GR,2026-04-23
