,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-25 08:00:00+00:00,3290.0,4448.0,0.0,0.0,390.0,3355.5,373.0,137.0,9318.470000000001,8486.511,29798.481,2.0,0.0,30037.0,29800.481,30037.0,-236.51900000000023,None,GB,2026-04-23
2026-01-25 09:00:00+00:00,3330.5,5270.5,0.0,0.0,429.5,3362.0,574.5,737.5,9266.389,8153.4715,31124.3605,51.5,0.0,35078.0,31175.8605,35078.0,-3902.139500000001,None,GB,2026-04-23
2026-01-25 10:00:00+00:00,3354.5,5672.0,0.0,0.0,419.0,3374.0,435.0,1533.0,9361.4565,8031.1925,32180.149,120.0,0.0,39541.5,32300.149,39541.5,-7241.350999999999,None,GB,2026-04-23
2026-01-25 11:00:00+00:00,3338.5,5525.5,0.0,0.0,410.5,3421.5,389.0,1857.5,9154.095,8002.7919999999995,32099.387000000002,13.0,0.0,42685.0,32112.387000000002,42685.0,-10572.612999999998,None,GB,2026-04-23
2026-01-25 12:00:00+00:00,3368.5,6151.0,0.0,0.0,596.0,3424.5,418.5,1791.5,9222.8995,7773.048500000001,32745.948,2.0,0.0,43772.0,32747.948,43772.0,-11024.052,None,GB,2026-04-23
2026-01-25 13:00:00+00:00,3362.5,7481.0,0.0,0.0,612.5,3428.5,536.5,1399.5,9114.431,7387.2665,33322.1975,2.0,0.0,44229.5,33324.1975,44229.5,-10905.302499999998,None,GB,2026-04-23
2026-01-25 14:00:00+00:00,3363.0,10051.0,0.0,0.0,661.5,3443.0,536.0,918.5,8886.6695,6916.856,34776.5255,28.5,0.0,40951.0,34805.0255,40951.0,-6145.974499999997,None,GB,2026-04-23
2026-01-25 15:00:00+00:00,3355.0,12526.5,0.0,0.0,697.5,3473.0,688.5,381.0,8733.8635,6568.523499999999,36423.887,2.0,0.0,40727.5,36425.887,40727.5,-4301.612999999998,None,GB,2026-04-23
2026-01-25 16:00:00+00:00,3361.0,14390.5,0.0,0.0,733.5,3546.5,599.0,34.0,8469.875,6231.589,37365.964,284.0,0.0,42491.0,37649.964,42491.0,-4841.036,None,GB,2026-04-23
2026-01-25 17:00:00+00:00,2905.0,15176.5,0.0,0.0,779.0,3573.0,1171.5,15.0,8099.470499999999,6034.235,37753.7055,998.5,0.0,44567.5,38752.2055,44567.5,-5815.294500000004,None,GB,2026-04-23
2026-01-25 18:00:00+00:00,2703.5,15047.5,0.0,0.0,778.5,3641.5,940.5,0.0,7595.211,5762.8544999999995,36469.5655,916.0,0.0,43724.5,37385.5655,43724.5,-6338.934500000003,None,GB,2026-04-23
2026-01-25 19:00:00+00:00,2704.0,15022.5,0.0,0.0,772.0,3637.5,782.5,0.0,6822.116,5569.0875,35309.7035,700.0,0.0,41491.5,36009.7035,41491.5,-5481.796499999997,None,GB,2026-04-23
2026-01-25 20:00:00+00:00,2703.0,14868.5,0.0,0.0,647.5,3638.5,573.5,0.0,6176.0435,5447.402,34054.4455,160.5,0.0,39191.5,34214.9455,39191.5,-4976.554499999998,None,GB,2026-04-23
2026-01-25 21:00:00+00:00,2695.0,14327.0,0.0,0.0,522.0,3643.5,588.5,0.0,5477.7685,5231.156999999999,32484.925499999998,29.5,0.0,35442.0,32514.425499999998,35442.0,-2927.5745000000024,None,GB,2026-04-23
2026-01-25 22:00:00+00:00,2704.5,12864.0,0.0,0.0,451.0,3650.5,471.0,0.0,4670.299999999999,4990.434499999999,29801.7345,2.0,0.0,32539.5,29803.7345,32539.5,-2735.7655000000013,None,GB,2026-04-23
2026-01-25 23:00:00+00:00,2702.5,10909.5,0.0,0.0,361.5,3653.5,368.5,0.0,4544.4835,4674.6565,27214.640000000003,50.0,0.0,31054.5,27264.640000000003,31054.5,-3789.859999999997,None,GB,2026-04-23
2026-01-26 00:00:00+00:00,2696.5,9949.0,0.0,0.0,360.0,3651.5,253.0,0.0,4610.506,4394.7919999999995,25915.298000000003,2.0,0.0,32263.0,25917.298000000003,32263.0,-6345.7019999999975,None,GB,2026-04-23
2026-01-26 01:00:00+00:00,2686.0,9729.5,0.0,0.0,344.0,3648.5,268.0,0.0,4321.4285,4374.977500000001,25372.406000000003,2.0,0.0,32382.5,25374.406000000003,32382.5,-7008.093999999997,None,GB,2026-04-23
2026-01-26 02:00:00+00:00,2684.5,9396.0,0.0,0.0,344.5,3650.0,231.0,0.0,4306.7029999999995,4515.6255,25128.328500000003,2.0,0.0,31606.0,25130.328500000003,31606.0,-6475.671499999997,None,GB,2026-04-23
2026-01-26 03:00:00+00:00,2688.5,8845.5,0.0,0.0,345.0,3651.5,235.5,0.0,4693.192999999999,4431.647,24890.84,2.0,0.0,31009.0,24892.84,31009.0,-6116.16,None,GB,2026-04-23
2026-01-26 04:00:00+00:00,2690.0,9484.0,0.0,0.0,344.5,3658.5,199.0,0.0,4513.7155,4513.903,25403.618499999997,2.0,0.0,28942.5,25405.618499999997,28942.5,-3536.881500000003,None,GB,2026-04-23
2026-01-26 05:00:00+00:00,2693.0,11711.5,0.0,0.0,352.0,3663.5,385.0,0.0,4275.6965,4399.6515,27480.347999999998,2.0,0.0,26086.5,27482.347999999998,26086.5,1395.8479999999981,None,GB,2026-04-23
2026-01-26 06:00:00+00:00,2687.5,16351.5,0.0,0.0,381.0,3667.0,382.0,0.0,4017.5265,4627.724,32114.250500000002,2.0,0.0,29353.0,32116.250500000002,29353.0,2763.250500000002,None,GB,2026-04-23
2026-01-26 07:00:00+00:00,2686.5,20484.5,0.0,0.0,610.5,3664.5,799.0,0.0,4066.1565,4851.841,37162.9975,563.5,0.0,34420.5,37726.4975,34420.5,3305.9974999999977,None,GB,2026-04-23
2026-01-26 08:00:00+00:00,2661.0,21373.5,0.0,0.0,635.0,3662.5,953.5,51.5,4035.3565,5290.796,38663.152500000004,726.0,0.0,39941.5,39389.152500000004,39941.5,-552.3474999999962,None,GB,2026-04-23
2026-01-26 09:00:00+00:00,2679.5,22023.0,0.0,0.0,647.5,3657.5,797.0,377.0,4213.168,5419.4815,39814.1495,529.0,0.0,43847.5,40343.1495,43847.5,-3504.3505000000005,None,GB,2026-04-23
2026-01-26 10:00:00+00:00,2629.5,22180.0,0.0,0.0,585.0,3656.5,1387.0,852.0,4175.475,5642.851000000001,41108.326,96.0,0.0,43545.5,41204.326,43545.5,-2341.173999999999,None,GB,2026-04-23
2026-01-26 11:00:00+00:00,2620.5,21830.5,0.0,0.0,543.0,3660.5,880.5,1239.0,4164.1065,6144.2685,41082.375,2.0,0.0,44338.5,41084.375,44338.5,-3254.125,None,GB,2026-04-23
2026-01-26 12:00:00+00:00,2699.0,21864.5,0.0,0.0,531.5,3745.5,1023.0,1426.5,4499.997,6702.3735,42492.370500000005,119.0,0.0,45051.0,42611.370500000005,45051.0,-2439.6294999999955,None,GB,2026-04-23
2026-01-26 13:00:00+00:00,2694.5,22237.5,0.0,0.0,545.0,3747.5,819.5,1255.0,5002.545,6748.4255,43049.970499999996,2.0,0.0,44231.0,43051.970499999996,44231.0,-1179.0295000000042,None,GB,2026-04-23
2026-01-26 14:00:00+00:00,2723.5,22344.5,0.0,0.0,555.0,3753.0,633.0,749.5,5961.136,6810.486,43530.121999999996,151.0,0.0,42162.0,43681.121999999996,42162.0,1519.1219999999958,None,GB,2026-04-23
2026-01-26 15:00:00+00:00,2716.5,22140.0,0.0,0.0,648.5,3757.5,593.5,219.0,6593.183,7222.2155,43890.398499999996,467.0,0.0,40610.5,44357.398499999996,40610.5,3746.8984999999957,None,GB,2026-04-23
2026-01-26 16:00:00+00:00,2715.0,22280.0,0.0,0.0,849.0,3748.0,1073.5,7.5,6011.651,7566.282499999999,44250.9335,1026.5,0.0,41464.5,45277.4335,41464.5,3812.933499999999,None,GB,2026-04-23
2026-01-26 17:00:00+00:00,2724.5,22274.0,0.0,0.0,912.0,3755.5,2807.0,0.0,5775.327,8010.303,46258.63,1127.0,0.0,41811.5,47385.63,41811.5,5574.129999999997,None,GB,2026-04-23
2026-01-26 18:00:00+00:00,2728.5,21740.0,0.0,0.0,942.5,3749.5,2211.0,0.0,6434.018,8331.494999999999,46137.01299999999,1229.5,0.0,40756.5,47366.51299999999,40756.5,6610.012999999992,None,GB,2026-04-23
2026-01-26 19:00:00+00:00,2726.5,21090.0,0.0,0.0,931.5,3747.0,1633.0,0.0,7370.052,8477.471,45975.522999999994,681.0,0.0,39191.0,46656.522999999994,39191.0,7465.522999999994,None,GB,2026-04-23
2026-01-26 20:00:00+00:00,2690.5,19470.5,0.0,0.0,750.5,3749.0,629.5,0.0,8511.063,8828.689,44629.752,69.0,0.0,37725.5,44698.752,37725.5,6973.252,None,GB,2026-04-23
2026-01-26 21:00:00+00:00,2716.5,14646.5,0.0,0.0,485.5,3753.5,426.0,0.0,9227.1305,9174.3105,40429.441,3.0,0.0,35217.0,40432.441,35217.0,5215.440999999999,None,GB,2026-04-23
2026-01-26 22:00:00+00:00,2722.0,9026.5,0.0,0.0,420.0,3758.0,366.0,0.0,9720.393,9178.101999999999,35190.994999999995,3.0,0.0,31529.0,35193.994999999995,31529.0,3664.9949999999953,None,GB,2026-04-23
2026-01-26 23:00:00+00:00,2155.5,5609.0,0.0,0.0,377.0,3754.0,349.5,0.0,10325.3415,9429.7035,32000.045000000002,2.5,0.0,29731.0,32002.545000000002,29731.0,2271.545000000002,None,GB,2026-04-23
2026-01-27 00:00:00+00:00,1895.5,4314.0,0.0,0.0,348.5,3752.5,329.5,0.0,10925.138500000001,9665.0425,31230.181,2.0,0.0,31382.0,31232.181,31382.0,-149.8189999999995,None,GB,2026-04-23
2026-01-27 01:00:00+00:00,1789.5,3723.0,0.0,0.0,333.5,3750.5,809.0,0.0,11149.318500000001,9785.284500000002,31340.103000000003,2.0,0.0,30924.0,31342.103000000003,30924.0,418.1030000000028,None,GB,2026-04-23
2026-01-27 02:00:00+00:00,1831.5,2957.5,0.0,0.0,333.5,3749.0,474.5,0.0,11251.1495,10231.625,30828.7745,2.0,0.0,29720.0,30830.7745,29720.0,1110.7744999999995,None,GB,2026-04-23
2026-01-27 03:00:00+00:00,1756.0,2722.5,0.0,0.0,339.0,3742.5,470.0,0.0,11273.799500000001,10385.6205,30689.420000000002,2.0,0.0,28624.0,30691.420000000002,28624.0,2067.420000000002,None,GB,2026-04-23
2026-01-27 04:00:00+00:00,1749.5,2833.5,0.0,0.0,331.5,3748.5,356.0,0.0,11287.034,10342.228500000001,30648.2625,2.0,0.0,28727.0,30650.2625,28727.0,1923.2625000000007,None,GB,2026-04-23
2026-01-27 05:00:00+00:00,2016.5,3042.5,0.0,0.0,320.0,3747.0,321.5,0.0,11283.115,10337.0085,31067.623499999998,2.0,0.0,29238.0,31069.623499999998,29238.0,1831.6234999999979,None,GB,2026-04-23
2026-01-27 06:00:00+00:00,2203.5,4088.0,0.0,0.0,336.0,3745.5,1235.5,0.0,11274.212500000001,10375.020499999999,33257.733,118.5,0.0,32484.5,33376.233,32484.5,891.7330000000002,None,GB,2026-04-23
2026-01-27 07:00:00+00:00,2612.5,8906.5,0.0,0.0,416.5,3749.0,991.5,0.0,11287.5405,10675.1515,38638.691999999995,325.0,0.0,37480.5,38963.691999999995,37480.5,1483.1919999999955,None,GB,2026-04-23
2026-01-27 08:00:00+00:00,2634.5,11663.0,0.0,0.0,721.0,3748.0,569.5,33.5,11307.5645,10682.327,41359.3915,426.0,0.0,40927.0,41785.3915,40927.0,858.3914999999979,None,GB,2026-04-23
2026-01-27 09:00:00+00:00,2645.5,12534.0,0.0,0.0,712.5,3742.0,816.0,317.0,11424.9415,10869.746500000001,43061.688,240.5,0.0,43896.0,43302.188,43896.0,-593.8119999999981,None,GB,2026-04-23
2026-01-27 10:00:00+00:00,2655.0,12270.5,0.0,0.0,571.5,3737.5,490.0,963.5,11367.190999999999,11147.5115,43202.7025,242.0,0.0,46193.0,43444.7025,46193.0,-2748.2975000000006,None,GB,2026-04-23
2026-01-27 11:00:00+00:00,2619.5,12084.5,0.0,0.0,538.0,3753.0,552.5,1296.0,11559.32,10812.285,43215.104999999996,24.0,0.0,47350.0,43239.104999999996,47350.0,-4110.895000000004,None,GB,2026-04-23
2026-01-27 12:00:00+00:00,2630.5,12024.5,0.0,0.0,508.5,3756.0,365.5,1556.5,11612.9185,10846.6875,43301.106,2.0,0.0,48083.5,43303.106,48083.5,-4780.394,None,GB,2026-04-23
2026-01-27 13:00:00+00:00,2639.0,12032.5,0.0,0.0,503.5,3763.5,332.5,1648.0,11568.224999999999,10818.907,43306.132,2.0,0.0,47519.0,43308.132,47519.0,-4210.868000000002,None,GB,2026-04-23
2026-01-27 14:00:00+00:00,2644.0,12059.0,0.0,0.0,518.5,3753.0,446.0,1723.5,11158.48,10607.559000000001,42910.039000000004,2.0,0.0,45788.5,42912.039000000004,45788.5,-2876.4609999999957,None,GB,2026-04-23
2026-01-27 15:00:00+00:00,2635.0,12470.5,0.0,0.0,542.0,3756.5,376.0,993.5,10800.3655,10587.579,42161.4445,2.0,0.0,44385.5,42163.4445,44385.5,-2222.055500000002,None,GB,2026-04-23
2026-01-27 16:00:00+00:00,2640.5,13169.5,0.0,0.0,838.0,3757.0,631.0,122.0,10829.706,10336.467,42324.172999999995,2.0,0.0,45763.5,42326.172999999995,45763.5,-3437.327000000005,None,GB,2026-04-23
2026-01-27 17:00:00+00:00,2634.5,13345.5,0.0,0.0,912.0,3860.5,1685.0,39.5,10520.655999999999,10168.592499999999,43166.2485,2.0,0.0,47894.5,43168.2485,47894.5,-4726.2514999999985,None,GB,2026-04-23
2026-01-27 18:00:00+00:00,2598.0,13829.5,0.0,0.0,796.0,3869.0,1399.5,0.0,10196.763500000001,10049.950499999999,42738.714,2.0,0.0,47655.5,42740.714,47655.5,-4914.786,None,GB,2026-04-23
2026-01-27 19:00:00+00:00,2637.0,12434.5,0.0,0.0,703.0,3867.0,546.5,0.0,9929.39,9669.5285,39786.9185,2.0,0.0,47864.5,39788.9185,47864.5,-8075.5815,None,GB,2026-04-23
2026-01-27 20:00:00+00:00,2626.0,10463.0,0.0,0.0,668.5,3865.0,788.0,0.0,9416.68,9541.1615,37368.3415,2.0,0.0,45111.0,37370.3415,45111.0,-7740.658499999998,None,GB,2026-04-23
2026-01-27 21:00:00+00:00,2597.5,9785.0,0.0,0.0,576.0,3868.5,715.5,0.0,8577.1795,9120.337,35240.0165,73.0,0.0,40776.0,35313.0165,40776.0,-5462.983500000002,None,GB,2026-04-23
2026-01-27 22:00:00+00:00,2598.0,8075.5,0.0,0.0,526.0,3870.5,539.0,0.0,8173.462,8377.6755,32160.137499999997,125.0,0.0,36366.5,32285.137499999997,36366.5,-4081.362500000003,None,GB,2026-04-23
2026-01-27 23:00:00+00:00,2594.0,7024.5,0.0,0.0,448.5,3968.0,646.0,0.0,7039.377,7568.768,29289.145,352.5,0.0,32734.0,29641.645,32734.0,-3092.3549999999996,None,GB,2026-04-23
2026-01-28 00:00:00+00:00,2607.0,6968.0,0.0,0.0,509.5,3962.5,716.5,0.0,5872.195,7462.722,28098.417,359.5,0.0,33476.0,28457.917,33476.0,-5018.082999999999,None,GB,2026-04-23
2026-01-28 01:00:00+00:00,2590.5,7090.5,0.0,0.0,495.5,3966.5,572.0,0.0,4342.3745,6814.502,25871.8765,628.5,0.0,34650.0,26500.3765,34650.0,-8149.6235000000015,None,GB,2026-04-23
2026-01-28 02:00:00+00:00,2519.0,7093.5,0.0,0.0,492.0,3918.0,435.0,0.0,4135.8175,5645.4105,24238.728000000003,351.0,0.0,34898.0,24589.728000000003,34898.0,-10308.271999999997,None,GB,2026-04-23
2026-01-28 03:00:00+00:00,2531.5,7195.5,0.0,0.0,492.5,3899.5,401.0,0.0,3611.5215,4877.1765,23008.697999999997,368.5,0.0,34673.5,23377.197999999997,34673.5,-11296.302000000003,None,GB,2026-04-23
2026-01-28 04:00:00+00:00,2624.0,8233.0,0.0,0.0,499.0,3919.5,409.0,0.0,3166.471,4331.8935,23182.864500000003,208.0,0.0,33157.5,23390.864500000003,33157.5,-9766.635499999997,None,GB,2026-04-23
2026-01-28 05:00:00+00:00,2561.5,12210.5,0.0,0.0,540.5,3934.5,544.5,0.0,3221.4565000000002,3909.407,26922.3635,121.0,0.0,30154.0,27043.3635,30154.0,-3110.6365000000005,None,GB,2026-04-23
2026-01-28 06:00:00+00:00,2524.0,18844.0,0.0,0.0,610.5,3929.5,681.5,9.0,2966.919,3713.6575000000003,33279.0765,335.5,0.0,31058.5,33614.5765,31058.5,2556.076500000003,None,GB,2026-04-23
2026-01-28 07:00:00+00:00,2613.5,23343.5,0.0,0.0,820.0,3927.0,1228.5,0.0,2694.0429999999997,3370.3715,37996.9145,789.5,0.0,36961.0,38786.4145,36961.0,1825.414499999999,None,GB,2026-04-23
2026-01-28 08:00:00+00:00,2619.5,24251.0,0.0,0.0,856.5,3930.0,1883.5,484.5,2665.7705,3143.715,39834.485499999995,946.0,0.0,40568.0,40780.485499999995,40568.0,212.48549999999523,None,GB,2026-04-23
2026-01-28 09:00:00+00:00,2615.5,24138.5,0.0,0.0,854.5,3932.0,1546.5,2508.5,2670.3585000000003,2771.4089999999997,41037.2675,726.0,0.0,43169.5,41763.2675,43169.5,-1406.2324999999983,None,GB,2026-04-23
2026-01-28 10:00:00+00:00,2583.5,23653.0,0.0,0.0,854.0,3930.0,912.5,4759.0,2679.959,2548.6189999999997,41920.578,2.0,0.0,43888.0,41922.578,43888.0,-1965.4219999999987,None,GB,2026-04-23
2026-01-28 11:00:00+00:00,2541.5,23832.0,0.0,0.0,652.5,3948.0,591.5,5775.5,3096.541,2287.6065,42725.1475,77.0,0.0,43188.0,42802.1475,43188.0,-385.8525000000009,None,GB,2026-04-23
2026-01-28 12:00:00+00:00,2613.5,23423.0,0.0,0.0,626.5,3943.0,559.0,5670.0,3624.3360000000002,1936.0304999999998,42395.366500000004,157.5,0.0,42740.0,42552.866500000004,42740.0,-187.13349999999627,None,GB,2026-04-23
2026-01-28 13:00:00+00:00,2583.5,23332.0,0.0,0.0,599.5,3944.5,615.5,4731.5,3321.4105,1909.339,41037.2495,302.0,0.0,41080.5,41339.2495,41080.5,258.7494999999981,None,GB,2026-04-23
2026-01-28 14:00:00+00:00,2551.0,22838.0,0.0,0.0,630.0,3947.0,594.0,3328.5,3225.0015000000003,1855.7420000000002,38969.2435,302.0,0.0,40598.5,39271.2435,40598.5,-1327.2565000000031,None,GB,2026-04-23
2026-01-28 15:00:00+00:00,2490.0,23015.5,0.0,0.0,838.5,3948.0,562.5,1566.5,3241.837,1802.7894999999999,37465.6265,488.5,0.0,41881.0,37954.1265,41881.0,-3926.8735000000015,None,GB,2026-04-23
2026-01-28 16:00:00+00:00,2480.0,23344.0,0.0,0.0,839.5,4011.5,985.0,174.5,4005.3869999999997,1879.3115,37719.198500000006,894.0,0.0,43691.0,38613.198500000006,43691.0,-5077.801499999994,None,GB,2026-04-23
2026-01-28 17:00:00+00:00,2489.0,23639.0,0.0,0.0,870.0,4047.0,2717.5,36.5,4149.4625,2151.442,40099.904500000004,916.0,0.0,45405.5,41015.904500000004,45405.5,-4389.595499999996,None,GB,2026-04-23
2026-01-28 18:00:00+00:00,2529.5,23633.0,0.0,0.0,877.5,4055.0,2423.0,0.0,4472.5015,2479.1315,40469.633,429.0,0.0,45622.5,40898.633,45622.5,-4723.866999999998,None,GB,2026-04-23
2026-01-28 19:00:00+00:00,2567.0,23223.5,0.0,0.0,737.5,4054.5,1417.0,0.0,4527.002,2733.1475,39259.6495,135.5,0.0,45625.5,39395.1495,45625.5,-6230.3505000000005,None,GB,2026-04-23
2026-01-28 20:00:00+00:00,2569.0,21186.0,0.0,0.0,614.0,4053.0,981.0,0.0,4550.514,2790.094,36743.608,2.0,0.0,43522.0,36745.608,43522.0,-6776.392,None,GB,2026-04-23
2026-01-28 21:00:00+00:00,2577.5,18001.0,0.0,0.0,557.5,4054.5,721.0,0.0,4518.7725,2796.591,33226.8635,62.0,0.0,40304.5,33288.8635,40304.5,-7015.6365000000005,None,GB,2026-04-23
2026-01-28 22:00:00+00:00,2619.0,14920.5,0.0,0.0,385.5,4055.5,320.0,0.0,5052.454,2863.251,30216.204999999998,2.0,0.0,36979.5,30218.204999999998,36979.5,-6761.295000000002,None,GB,2026-04-23
2026-01-28 23:00:00+00:00,2602.5,10473.0,0.0,0.0,337.0,4051.0,310.0,0.0,5479.327,2959.456,26212.283000000003,148.0,0.0,34700.5,26360.283000000003,34700.5,-8340.216999999997,None,GB,2026-04-23
2026-01-29 00:00:00+00:00,2598.0,9591.5,0.0,0.0,335.0,4055.5,290.5,0.0,5680.446,3122.9165,25673.8625,2.0,0.0,35083.5,25675.8625,35083.5,-9407.6375,None,GB,2026-04-23
2026-01-29 01:00:00+00:00,2607.5,9708.0,0.0,0.0,318.5,4055.0,331.5,0.0,5817.9885,3429.0415000000003,26267.53,2.0,0.0,34674.0,26269.53,34674.0,-8404.470000000001,None,GB,2026-04-23
2026-01-29 02:00:00+00:00,2618.5,9814.5,0.0,0.0,319.5,4051.0,252.0,0.0,5602.284,3575.971,26233.755,62.0,0.0,32881.5,26295.755,32881.5,-6585.744999999999,None,GB,2026-04-23
2026-01-29 03:00:00+00:00,2613.0,9887.5,0.0,0.0,321.5,4057.0,363.0,0.0,5444.1705,3816.8865,26503.057,2.0,0.0,31454.0,26505.057,31454.0,-4948.942999999999,None,GB,2026-04-23
2026-01-29 04:00:00+00:00,2617.5,10208.0,0.0,0.0,324.0,4061.5,325.0,0.0,5538.663500000001,4065.1315,27139.795000000002,2.0,0.0,28847.0,27141.795000000002,28847.0,-1705.204999999998,None,GB,2026-04-23
2026-01-29 05:00:00+00:00,2619.5,11909.0,0.0,0.0,345.5,4065.5,362.5,0.0,5795.4465,4123.103999999999,29220.550499999998,2.0,0.0,26809.0,29222.550499999998,26809.0,2413.5504999999976,None,GB,2026-04-23
2026-01-29 06:00:00+00:00,2617.0,17538.0,0.0,0.0,464.5,4068.5,247.5,0.0,6208.522,4642.5115000000005,35786.533500000005,2.0,0.0,28825.5,35788.533500000005,28825.5,6963.033500000005,None,GB,2026-04-23
2026-01-29 07:00:00+00:00,2614.0,20550.0,0.0,0.0,789.0,4060.5,1016.0,0.0,6447.464,5122.684499999999,40599.648499999996,298.5,0.0,34193.0,40898.148499999996,34193.0,6705.148499999996,None,GB,2026-04-23
2026-01-29 08:00:00+00:00,2617.5,21469.5,0.0,0.0,825.5,4061.0,1055.0,174.0,6392.378,5484.4185,42079.2965,377.0,0.0,37122.0,42456.2965,37122.0,5334.296499999997,None,GB,2026-04-23
2026-01-29 09:00:00+00:00,2619.0,21869.5,0.0,0.0,644.0,4052.5,1575.5,751.5,5805.085,5843.35,43160.435,713.0,0.0,37931.0,43873.435,37931.0,5942.434999999998,None,GB,2026-04-23
2026-01-29 10:00:00+00:00,2620.0,22261.0,0.0,0.0,616.5,4051.0,1534.0,1431.0,5682.4175,5908.972,44104.8895,881.0,0.0,38145.0,44985.8895,38145.0,6840.8894999999975,None,GB,2026-04-23
2026-01-29 11:00:00+00:00,2625.0,22626.5,0.0,0.0,520.5,4056.5,892.0,1799.0,5918.8415,6000.603,44438.944500000005,735.0,0.0,38132.5,45173.944500000005,38132.5,7041.444500000005,None,GB,2026-04-23
2026-01-29 12:00:00+00:00,2623.0,21930.0,0.0,0.0,620.0,4047.0,792.5,1743.0,5881.044,6211.3175,43847.8615,300.5,0.0,40401.0,44148.3615,40401.0,3747.361499999999,None,GB,2026-04-23
2026-01-29 13:00:00+00:00,2590.0,21384.0,0.0,0.0,632.5,4050.0,844.0,1428.0,5692.699500000001,6207.479,42828.6785,481.0,0.0,39865.5,43309.6785,39865.5,3444.178500000002,None,GB,2026-04-23
2026-01-29 14:00:00+00:00,2591.0,21316.0,0.0,0.0,648.5,4051.5,966.5,897.5,5585.565500000001,6255.799,42312.364499999996,260.0,0.0,40157.5,42572.364499999996,40157.5,2414.864499999996,None,GB,2026-04-23
2026-01-29 15:00:00+00:00,2598.5,21748.0,0.0,0.0,672.0,4059.5,675.0,346.0,5580.0415,6652.894,42331.9355,61.0,0.0,41186.5,42392.9355,41186.5,1206.4354999999996,None,GB,2026-04-23
2026-01-29 16:00:00+00:00,2583.5,21947.0,0.0,0.0,693.5,4052.0,1262.0,21.5,5778.914,7196.6575,43535.0715,123.5,0.0,42098.0,43658.5715,42098.0,1560.5714999999982,None,GB,2026-04-23
2026-01-29 17:00:00+00:00,2562.0,22255.0,0.0,0.0,727.0,4048.5,1971.5,0.0,6268.798,7510.713,45343.511,294.5,0.0,44074.5,45638.011,44074.5,1563.5109999999986,None,GB,2026-04-23
2026-01-29 18:00:00+00:00,2568.0,22233.5,0.0,0.0,733.5,4045.0,1870.0,0.0,6618.1185000000005,7754.1105,45822.229,3.0,0.0,43386.5,45825.229,43386.5,2438.7289999999994,None,GB,2026-04-23
2026-01-29 19:00:00+00:00,2549.0,21189.5,0.0,0.0,706.0,4045.0,1286.5,0.0,6828.041,7961.017,44565.058,3.0,0.0,42104.5,44568.058,42104.5,2463.5579999999973,None,GB,2026-04-23
2026-01-29 20:00:00+00:00,2573.5,16594.5,0.0,0.0,485.5,4040.0,891.0,0.0,7136.098,8240.2575,39960.8555,191.0,0.0,43193.5,40151.8555,43193.5,-3041.644500000002,None,GB,2026-04-23
2026-01-29 21:00:00+00:00,2599.5,13910.5,0.0,0.0,401.5,4053.0,466.5,0.0,7537.7685,8059.6385,37028.407,3.0,0.0,39052.0,37031.407,39052.0,-2020.5930000000008,None,GB,2026-04-23
2026-01-29 22:00:00+00:00,2580.0,10936.0,0.0,0.0,394.5,4055.5,338.0,0.0,7910.1455000000005,8110.0545,34324.2,2.0,0.0,35703.0,34326.2,35703.0,-1376.800000000003,None,GB,2026-04-23
2026-01-29 23:00:00+00:00,2597.5,6075.0,0.0,0.0,307.5,4053.0,323.0,0.0,8158.281,8053.691,29567.971999999998,2.0,0.0,33953.0,29569.971999999998,33953.0,-4383.028000000002,None,GB,2026-04-23
2026-01-30 00:00:00+00:00,2613.0,4126.0,0.0,0.0,305.0,4043.5,452.5,0.0,8405.114000000001,7955.0655,27900.179500000002,2.0,0.0,34779.5,27902.179500000002,34779.5,-6877.320499999998,None,GB,2026-04-23
2026-01-30 01:00:00+00:00,2607.5,4351.0,0.0,0.0,290.5,4044.0,617.0,0.0,8990.3225,7833.8405,28734.163,2.0,0.0,35201.5,28736.163,35201.5,-6465.3369999999995,None,GB,2026-04-23
2026-01-30 02:00:00+00:00,2618.0,3781.0,0.0,0.0,283.5,4040.5,406.0,0.0,9529.89,7872.3615,28531.2515,2.0,0.0,33484.5,28533.2515,33484.5,-4951.2485000000015,None,GB,2026-04-23
2026-01-30 03:00:00+00:00,2619.5,3950.0,0.0,0.0,280.0,4042.5,299.5,0.0,9936.889,7758.526,28886.915,2.0,0.0,31413.0,28888.915,31413.0,-2524.084999999999,None,GB,2026-04-23
2026-01-30 04:00:00+00:00,2617.5,3623.0,0.0,0.0,279.5,4049.0,323.5,0.0,10405.311,7808.728499999999,29106.5395,2.0,0.0,29948.0,29108.5395,29948.0,-839.460500000001,None,GB,2026-04-23
2026-01-30 05:00:00+00:00,2686.5,4208.5,0.0,0.0,291.0,4052.0,295.5,0.0,10559.2615,7645.532499999999,29738.294,2.0,0.0,29594.5,29740.294,29594.5,145.7940000000017,None,GB,2026-04-23
2026-01-30 06:00:00+00:00,2810.0,5866.0,0.0,0.0,307.0,4037.5,663.5,0.0,10721.3735,7866.9805,32272.354,2.0,0.0,33104.0,32274.354,33104.0,-829.6460000000006,None,GB,2026-04-23
