,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-02 10:00:00+00:00,2437.5,4202.5,0.0,0.0,380.0,4240.5,433.5,4578.5,11444.653999999999,6441.612999999999,34158.767,2.0,0.0,45985.0,34160.767,45985.0,-11824.233,None,GB,2026-04-23
2026-01-02 11:00:00+00:00,2428.5,3775.0,0.0,0.0,381.0,4240.0,509.5,6020.0,11790.182,6245.984,35390.166,2.0,0.0,47109.0,35392.166,47109.0,-11716.834000000003,None,GB,2026-04-23
2026-01-02 12:00:00+00:00,2401.0,3718.5,0.0,0.0,374.0,4250.5,518.5,6086.5,11339.505000000001,5866.6685,34555.173500000004,2.0,0.0,46894.5,34557.173500000004,46894.5,-12337.326499999996,None,GB,2026-04-23
2026-01-02 13:00:00+00:00,2192.5,3681.0,0.0,0.0,366.5,4247.5,437.5,5045.5,11793.492,5971.984,33735.975999999995,2.0,0.0,46484.5,33737.975999999995,46484.5,-12746.524000000005,None,GB,2026-04-23
2026-01-02 14:00:00+00:00,2413.5,5070.5,0.0,0.0,389.5,4243.0,492.5,3010.0,11719.353500000001,5948.620999999999,33286.9745,134.5,0.0,45312.5,33421.4745,45312.5,-11891.025500000003,None,GB,2026-04-23
2026-01-02 15:00:00+00:00,2432.5,7115.5,0.0,0.0,418.5,4249.0,346.5,611.0,11903.902,5671.373,32748.275,278.0,0.0,45940.5,33026.275,45940.5,-12914.224999999999,None,GB,2026-04-23
2026-01-02 16:00:00+00:00,2437.5,8828.0,0.0,0.0,474.0,4244.0,1466.5,0.0,10914.2835,5898.540999999999,34262.824499999995,1051.5,0.0,47895.0,35314.324499999995,47895.0,-12580.675500000005,None,GB,2026-04-23
2026-01-02 17:00:00+00:00,2503.0,9205.0,0.0,0.0,462.0,4246.0,2459.0,0.0,11201.603,5931.386,36007.989,1350.5,0.0,50426.0,37358.489,50426.0,-13067.510999999999,None,GB,2026-04-23
2026-01-02 18:00:00+00:00,2549.0,9190.5,0.0,0.0,459.5,4251.5,1964.5,0.0,10410.2425,6141.262000000001,34966.5045,1350.0,0.0,49517.0,36316.5045,49517.0,-13200.495499999997,None,GB,2026-04-23
2026-01-02 19:00:00+00:00,2586.0,9148.0,0.0,0.0,426.0,4255.5,1083.0,0.0,10540.881000000001,6444.7105,34484.0915,941.5,0.0,47576.5,35425.5915,47576.5,-12150.908499999998,None,GB,2026-04-23
2026-01-02 20:00:00+00:00,2641.5,9179.5,0.0,0.0,381.0,4253.0,485.0,0.0,10120.7255,6538.771000000001,33599.4965,368.5,0.0,44523.5,33967.9965,44523.5,-10555.503499999999,None,GB,2026-04-23
2026-01-02 21:00:00+00:00,2667.0,8288.0,0.0,0.0,367.0,4243.0,431.0,0.0,10542.991,6440.2575,32979.2485,2.0,0.0,40230.0,32981.2485,40230.0,-7248.7514999999985,None,GB,2026-04-23
2026-01-02 22:00:00+00:00,2662.5,6077.5,0.0,0.0,347.0,4238.0,551.0,0.0,10399.1235,6232.9205,30508.044,2.0,0.0,36742.5,30510.044,36742.5,-6232.455999999998,None,GB,2026-04-23
2026-01-02 23:00:00+00:00,2199.5,4938.5,0.0,0.0,343.5,4236.5,500.5,0.0,10644.363,6283.8765,29146.739499999996,2.0,0.0,32499.0,29148.739499999996,32499.0,-3350.260500000004,None,GB,2026-04-23
2026-01-03 00:00:00+00:00,1710.0,4432.5,0.0,0.0,343.0,4244.0,291.5,0.0,10775.326000000001,6569.714,28366.04,2.0,0.0,33033.0,28368.04,33033.0,-4664.959999999999,None,GB,2026-04-23
2026-01-03 01:00:00+00:00,1737.0,4137.0,0.0,0.0,263.0,4247.5,189.0,0.0,11090.961,6632.5785,28297.0395,2.0,0.0,34228.5,28299.0395,34228.5,-5929.460500000001,None,GB,2026-04-23
2026-01-03 02:00:00+00:00,1406.0,4182.5,0.0,0.0,236.5,4254.0,318.0,0.0,10972.516500000002,6814.514499999999,28184.031000000003,2.0,0.0,32563.0,28186.031000000003,32563.0,-4376.968999999997,None,GB,2026-04-23
2026-01-03 03:00:00+00:00,1409.0,4218.0,0.0,0.0,234.5,4253.5,314.0,0.0,11309.211,6759.647,28497.858,2.0,0.0,30838.5,28499.858,30838.5,-2338.642,None,GB,2026-04-23
2026-01-03 04:00:00+00:00,1406.0,3999.0,0.0,0.0,234.5,4254.5,396.0,0.0,11288.121500000001,6828.417,28406.538500000002,2.0,0.0,28909.0,28408.538500000002,28909.0,-500.4614999999976,None,GB,2026-04-23
2026-01-03 05:00:00+00:00,1473.5,3638.5,0.0,0.0,234.5,4258.0,383.0,0.0,11024.4375,7083.936,28095.8735,2.0,0.0,27839.5,28097.8735,27839.5,258.3735000000015,None,GB,2026-04-23
2026-01-03 06:00:00+00:00,1960.5,3532.5,0.0,0.0,249.5,4253.5,353.0,0.0,11302.8335,7156.1235,28807.957000000002,2.0,0.0,29202.5,28809.957000000002,29202.5,-392.54299999999785,None,GB,2026-04-23
2026-01-03 07:00:00+00:00,2606.0,3662.5,0.0,0.0,264.0,4253.0,168.0,0.0,11316.217,7036.0745,29305.7915,2.0,0.0,31883.5,29307.7915,31883.5,-2575.7085000000006,None,GB,2026-04-23
2026-01-03 08:00:00+00:00,2765.5,4846.5,0.0,0.0,307.5,4254.5,368.5,142.5,11584.9635,6770.625,31040.588499999998,2.0,0.0,35573.5,31042.588499999998,35573.5,-4530.911500000002,None,GB,2026-04-23
2026-01-03 09:00:00+00:00,3290.5,4800.5,0.0,0.0,353.5,4254.0,513.5,1962.0,11866.942500000001,6422.666499999999,33463.609,2.0,0.0,41013.5,33465.609,41013.5,-7547.891000000003,None,GB,2026-04-23
2026-01-03 10:00:00+00:00,3326.0,4353.0,0.0,0.0,358.5,4256.5,469.0,4588.0,12360.2375,6441.5815,36152.819,2.0,0.0,43102.5,36154.819,43102.5,-6947.680999999997,None,GB,2026-04-23
2026-01-03 11:00:00+00:00,3311.5,4054.0,0.0,0.0,355.5,4254.5,347.5,6093.0,12101.954,6567.317999999999,37085.272,2.0,0.0,43766.0,37087.272,43766.0,-6678.728000000003,None,GB,2026-04-23
2026-01-03 12:00:00+00:00,3327.5,4136.0,0.0,0.0,366.0,4252.5,398.0,6248.0,11475.313,6802.0425,37005.355500000005,2.0,0.0,43918.5,37007.355500000005,43918.5,-6911.144499999995,None,GB,2026-04-23
2026-01-03 13:00:00+00:00,3326.5,4916.5,0.0,0.0,349.5,4250.5,441.0,5399.0,11370.611499999999,7005.771500000001,37059.383,2.0,0.0,42869.5,37061.383,42869.5,-5808.116999999998,None,GB,2026-04-23
2026-01-03 14:00:00+00:00,3327.0,6179.5,0.0,0.0,347.5,4249.0,1038.5,3297.0,11231.156500000001,6772.3205,36441.977,77.0,0.0,41111.5,36518.977,41111.5,-4592.523000000001,None,GB,2026-04-23
2026-01-03 15:00:00+00:00,3314.5,8267.0,0.0,0.0,364.0,4249.5,1157.5,707.5,11931.198,6539.2365,36530.4345,140.0,0.0,41097.0,36670.4345,41097.0,-4426.565499999997,None,GB,2026-04-23
2026-01-03 16:00:00+00:00,3334.0,9182.5,0.0,0.0,429.0,4248.5,975.0,0.5,11896.389,6279.8544999999995,36345.7435,561.0,0.0,45633.5,36906.7435,45633.5,-8726.756500000003,None,GB,2026-04-23
2026-01-03 17:00:00+00:00,3328.0,9407.0,0.0,0.0,460.5,4250.0,1841.0,8.0,11884.771,6145.3645,37324.635500000004,1019.5,0.0,49381.0,38344.135500000004,49381.0,-11036.864499999996,None,GB,2026-04-23
2026-01-03 18:00:00+00:00,3315.5,9530.5,0.0,0.0,424.5,4249.5,1310.0,0.0,11968.9825,6152.304,36951.2865,920.5,0.0,48927.5,37871.7865,48927.5,-11055.713499999998,None,GB,2026-04-23
2026-01-03 19:00:00+00:00,3210.0,9980.5,0.0,0.0,420.5,4249.5,416.5,0.0,11491.743999999999,6087.217000000001,35855.960999999996,361.0,0.0,46666.5,36216.960999999996,46666.5,-10449.539000000004,None,GB,2026-04-23
2026-01-03 20:00:00+00:00,3063.0,9145.0,0.0,0.0,400.5,4250.0,353.0,0.0,11488.146,6032.753000000001,34732.399000000005,69.0,0.0,44006.5,34801.399000000005,44006.5,-9205.100999999995,None,GB,2026-04-23
2026-01-03 21:00:00+00:00,3048.0,7370.5,0.0,0.0,396.0,4251.5,245.5,0.0,11501.1595,5942.6755,32755.335000000003,169.5,0.0,41497.0,32924.83500000001,41497.0,-8572.164999999994,None,GB,2026-04-23
2026-01-03 22:00:00+00:00,2911.5,5385.0,0.0,0.0,378.5,4255.5,200.0,0.0,12138.844000000001,5696.674999999999,30966.019,2.0,0.0,38787.0,30968.019,38787.0,-7818.981,None,GB,2026-04-23
2026-01-03 23:00:00+00:00,2693.0,3567.0,0.0,0.0,336.0,4254.0,243.5,0.0,12136.697499999998,5512.7925,28742.989999999998,44.0,0.0,34774.0,28786.989999999998,34774.0,-5987.010000000002,None,GB,2026-04-23
2026-01-04 00:00:00+00:00,2973.5,3251.0,0.0,0.0,328.0,4251.5,231.0,0.0,12100.0225,5236.0455,28371.068,2.0,0.0,34538.0,28373.068,34538.0,-6164.932000000001,None,GB,2026-04-23
2026-01-04 01:00:00+00:00,3040.0,3614.0,0.0,0.0,282.5,4241.5,246.0,0.0,12000.817500000001,5052.4475,28477.265,2.0,0.0,34566.5,28479.265,34566.5,-6087.235000000001,None,GB,2026-04-23
2026-01-04 02:00:00+00:00,3035.0,2563.0,0.0,0.0,253.5,4245.0,163.5,0.0,11862.384,5026.99,27149.373999999996,2.0,0.0,33526.5,27151.373999999996,33526.5,-6375.126000000004,None,GB,2026-04-23
2026-01-04 03:00:00+00:00,2941.5,2359.5,0.0,0.0,250.0,4246.5,193.5,0.0,11698.413,4768.7395,26458.1525,2.0,0.0,32363.5,26460.1525,32363.5,-5903.3475,None,GB,2026-04-23
2026-01-04 04:00:00+00:00,3048.0,2375.0,0.0,0.0,242.0,4255.0,171.5,0.0,11678.0045,4622.9815,26392.485999999997,2.0,0.0,31246.0,26394.485999999997,31246.0,-4851.514000000003,None,GB,2026-04-23
2026-01-04 05:00:00+00:00,2961.0,2437.5,0.0,0.0,252.5,4249.0,144.0,0.0,11719.6165,4471.5975,26235.214,2.0,0.0,30482.0,26237.214,30482.0,-4244.786,None,GB,2026-04-23
2026-01-04 06:00:00+00:00,2985.0,2919.0,0.0,0.0,273.0,4248.0,252.5,0.0,11676.9105,4177.163500000001,26531.574,2.0,0.0,30054.0,26533.574,30054.0,-3520.4259999999995,None,GB,2026-04-23
2026-01-04 07:00:00+00:00,3043.0,6333.5,0.0,0.0,291.0,4246.0,308.5,0.0,11775.173999999999,3811.9895,29809.1635,27.5,0.0,30188.0,29836.6635,30188.0,-351.33650000000125,None,GB,2026-04-23
2026-01-04 08:00:00+00:00,3052.0,7956.5,0.0,0.0,401.0,4241.5,303.0,153.0,11595.241,3780.83,31483.071000000004,2.0,0.0,33417.0,31485.071000000004,33417.0,-1931.9289999999964,None,GB,2026-04-23
2026-01-04 09:00:00+00:00,2928.5,7752.5,0.0,0.0,440.5,4245.0,253.0,2047.0,11406.7915,3723.8315000000002,32797.123,2.0,0.0,41076.5,32799.123,41076.5,-8277.377,None,GB,2026-04-23
2026-01-04 10:00:00+00:00,2928.0,7718.0,0.0,0.0,437.5,4246.5,317.0,4556.0,11451.2015,3711.004,35365.2055,2.0,0.0,44118.0,35367.2055,44118.0,-8750.794500000004,None,GB,2026-04-23
2026-01-04 11:00:00+00:00,2566.0,8115.0,0.0,0.0,453.0,4246.0,415.0,5905.0,11251.836,3470.0985,36421.934499999996,2.0,0.0,44784.0,36423.934499999996,44784.0,-8360.065500000004,None,GB,2026-04-23
2026-01-04 12:00:00+00:00,2233.5,8400.5,0.0,0.0,407.0,4248.5,527.0,5893.5,11273.3745,3367.4809999999998,36350.8555,2.0,0.0,47117.5,36352.8555,47117.5,-10764.644500000002,None,GB,2026-04-23
2026-01-04 13:00:00+00:00,2555.5,10029.5,0.0,0.0,430.0,4250.0,355.0,4642.0,11071.340499999998,3403.529,36736.8695,2.0,0.0,45758.0,36738.8695,45758.0,-9019.1305,None,GB,2026-04-23
2026-01-04 14:00:00+00:00,3034.5,13208.5,0.0,0.0,479.0,4254.0,505.0,2603.0,10930.117,3198.3115,38212.428499999995,2.0,0.0,42415.5,38214.428499999995,42415.5,-4201.0715000000055,None,GB,2026-04-23
2026-01-04 15:00:00+00:00,3050.0,18066.5,0.0,0.0,498.0,4254.0,349.0,552.0,10390.4645,3320.223,40480.1875,2.0,0.0,41004.5,40482.1875,41004.5,-522.3125,None,GB,2026-04-23
2026-01-04 16:00:00+00:00,3045.0,20385.5,0.0,0.0,431.0,4252.5,885.5,0.5,10260.512999999999,3362.2395,42622.7525,499.5,0.0,43677.0,43122.2525,43677.0,-554.7474999999977,None,GB,2026-04-23
2026-01-04 17:00:00+00:00,3067.0,21216.5,0.0,0.0,413.0,4240.0,2112.0,0.0,9983.6025,3386.2995,44418.402,884.0,0.0,45341.0,45302.402,45341.0,-38.59799999999814,None,GB,2026-04-23
2026-01-04 18:00:00+00:00,3095.0,21093.0,0.0,0.0,575.5,4243.0,1376.0,0.0,10027.696,3467.1800000000003,43877.376,982.5,0.0,44021.5,44859.876,44021.5,838.3759999999966,None,GB,2026-04-23
2026-01-04 19:00:00+00:00,3092.0,20672.0,0.0,0.0,557.0,4245.0,529.5,0.0,10091.071,3845.392,43031.962999999996,474.0,0.0,41878.5,43505.962999999996,41878.5,1627.462999999996,None,GB,2026-04-23
2026-01-04 20:00:00+00:00,3094.0,20071.5,0.0,0.0,546.5,4241.5,406.0,0.0,9570.362000000001,4054.0045,41983.866500000004,2.0,0.0,39158.0,41985.866500000004,39158.0,2827.8665000000037,None,GB,2026-04-23
2026-01-04 21:00:00+00:00,3088.5,18753.5,0.0,0.0,439.0,4244.5,432.5,0.0,9114.24,4070.1785,40142.4185,2.0,0.0,34964.0,40144.4185,34964.0,5180.4185,None,GB,2026-04-23
2026-01-04 22:00:00+00:00,3092.0,17216.0,0.0,0.0,385.5,4250.0,363.5,0.0,9264.5895,3862.442,38434.031500000005,2.0,0.0,30209.5,38436.031500000005,30209.5,8226.531500000005,None,GB,2026-04-23
2026-01-04 23:00:00+00:00,3105.5,15151.0,0.0,0.0,342.5,4249.5,306.5,0.0,8467.8095,3906.3935,35529.203,2.0,0.0,28100.0,35531.203,28100.0,7431.203000000001,None,GB,2026-04-23
2026-01-05 00:00:00+00:00,3094.5,15387.5,0.0,0.0,341.0,4250.0,222.0,0.0,7941.366,3981.1225000000004,35217.4885,2.0,0.0,28907.0,35219.4885,28907.0,6312.4884999999995,None,GB,2026-04-23
2026-01-05 01:00:00+00:00,3090.5,15389.5,0.0,0.0,339.0,4240.5,461.0,0.0,7950.7815,3889.549,35360.830500000004,2.0,0.0,28542.0,35362.830500000004,28542.0,6820.830500000004,None,GB,2026-04-23
2026-01-05 02:00:00+00:00,3090.5,15523.5,0.0,0.0,363.5,4235.0,206.0,0.0,7217.6615,4152.2029999999995,34788.3645,2.0,0.0,27324.5,34790.3645,27324.5,7465.864500000003,None,GB,2026-04-23
2026-01-05 03:00:00+00:00,3092.0,15473.5,0.0,0.0,366.0,4241.5,223.5,0.0,7594.404,3940.8075,34931.711500000005,2.0,0.0,26257.5,34933.711500000005,26257.5,8676.211500000005,None,GB,2026-04-23
2026-01-05 04:00:00+00:00,3092.0,15933.5,0.0,0.0,365.0,4238.0,182.0,0.0,7617.6125,3782.6965,35210.809,2.0,0.0,24679.0,35212.809,24679.0,10533.809000000001,None,GB,2026-04-23
2026-01-05 05:00:00+00:00,3154.5,17325.0,0.0,0.0,371.0,4242.5,194.5,0.0,8102.0095,3661.0665,37050.576,2.0,0.0,22428.5,37052.576,22428.5,14624.076000000001,None,GB,2026-04-23
2026-01-05 06:00:00+00:00,3106.0,19258.5,0.0,0.0,460.0,4244.0,287.5,0.0,8486.589,3384.813,39227.402,2.0,0.0,27771.5,39229.402,27771.5,11457.902000000002,None,GB,2026-04-23
2026-01-05 07:00:00+00:00,3181.5,23521.0,0.0,0.0,617.0,4243.0,583.5,0.0,7444.3835,3444.359,43034.74249999999,33.0,0.0,34211.0,43067.74249999999,34211.0,8856.742499999993,None,GB,2026-04-23
2026-01-05 08:00:00+00:00,3212.0,24865.5,0.0,0.0,812.5,4245.0,1316.0,112.5,7458.576,3398.3450000000003,45420.421,76.0,0.0,40134.5,45496.421,40134.5,5361.921000000002,None,GB,2026-04-23
2026-01-05 09:00:00+00:00,3136.5,25870.0,0.0,0.0,816.5,4241.0,1344.0,1718.0,7802.803,3249.2219999999998,48178.025,330.5,0.0,43878.0,48508.525,43878.0,4630.5250000000015,None,GB,2026-04-23
2026-01-05 10:00:00+00:00,3245.5,25885.5,0.0,0.0,597.0,4234.5,1376.0,4326.5,8180.6965,2852.5,50698.1965,449.5,0.0,44684.5,51147.6965,44684.5,6463.196499999998,None,GB,2026-04-23
2026-01-05 11:00:00+00:00,3295.5,25180.5,0.0,0.0,649.5,4240.0,670.5,5809.0,8957.9525,2421.1375,51224.09,528.5,0.0,44787.5,51752.59,44787.5,6965.0899999999965,None,GB,2026-04-23
2026-01-05 12:00:00+00:00,3332.5,24894.0,0.0,0.0,646.0,4251.0,713.5,6256.5,9478.437,2071.034,51642.971,603.0,0.0,44910.0,52245.971,44910.0,7335.970999999998,None,GB,2026-04-23
2026-01-05 13:00:00+00:00,3337.5,24575.5,0.0,0.0,650.5,4247.0,695.5,5490.0,9470.930499999999,2222.708,50689.6385,394.0,0.0,44738.5,51083.6385,44738.5,6345.138500000001,None,GB,2026-04-23
2026-01-05 14:00:00+00:00,3330.0,25118.0,0.0,0.0,801.5,4248.5,765.0,3451.0,9023.6965,2217.4570000000003,48955.1535,303.0,0.0,42395.5,49258.1535,42395.5,6862.6535,None,GB,2026-04-23
2026-01-05 15:00:00+00:00,3343.5,25421.5,0.0,0.0,962.0,4267.0,795.0,778.5,8898.6175,2231.95,46698.0675,558.5,0.0,42163.0,47256.5675,42163.0,5093.567499999997,None,GB,2026-04-23
2026-01-05 16:00:00+00:00,3357.0,24688.5,0.0,0.0,1034.5,4341.0,2034.5,1.0,8405.299,2446.1605,46307.9595,1146.5,0.0,46559.0,47454.4595,46559.0,895.4594999999972,None,GB,2026-04-23
2026-01-05 17:00:00+00:00,3359.0,24714.0,0.0,0.0,1064.5,4366.0,2848.5,0.0,7412.418,2512.9915,46277.409499999994,1497.0,0.0,48901.0,47774.409499999994,48901.0,-1126.5905000000057,None,GB,2026-04-23
2026-01-05 18:00:00+00:00,3353.5,24592.5,0.0,0.0,1064.0,4357.0,3507.0,0.0,7217.733,2364.3995,46456.1325,1649.5,0.0,47286.0,48105.6325,47286.0,819.6324999999997,None,GB,2026-04-23
2026-01-05 19:00:00+00:00,3359.5,24773.0,0.0,0.0,1045.0,4369.5,2460.0,0.0,6907.404500000001,2318.7799999999997,45233.1845,1274.5,0.0,45023.0,46507.6845,45023.0,1484.684500000003,None,GB,2026-04-23
2026-01-05 20:00:00+00:00,3357.0,23594.5,0.0,0.0,920.5,4370.0,1119.5,0.0,6932.0905,2254.9399999999996,42548.5305,685.5,0.0,44304.0,43234.0305,44304.0,-1069.9694999999992,None,GB,2026-04-23
2026-01-05 21:00:00+00:00,3359.0,22356.5,0.0,0.0,910.5,4369.5,969.5,0.0,6487.826,2192.8895,40645.7155,267.5,0.0,41098.0,40913.2155,41098.0,-184.78450000000157,None,GB,2026-04-23
