,Fossil Gas,Hydro Water Reservoir,Other,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 17:00:00+00:00,0.3,90.79225,115.2185,0.3005,1105.37025,1311.9814999999999,0.0,0.0,2781.25,1311.9814999999999,2781.25,-1469.2685000000001,None,SE_4,2026-04-23
2026-01-01 18:00:00+00:00,0.2,79.45375,115.406,0.043,1051.26925,1246.372,0.0,0.0,2783.5,1246.372,2783.5,-1537.128,None,SE_4,2026-04-23
2026-01-01 19:00:00+00:00,0.2,78.5085,111.67825,0.04175,1002.10475,1192.53325,0.0,0.0,2766.25,1192.53325,2766.25,-1573.71675,None,SE_4,2026-04-23
2026-01-01 20:00:00+00:00,0.0,78.41149999999999,111.50975,0.0415,979.5242499999999,1169.4869999999999,0.0,0.0,2681.25,1169.4869999999999,2681.25,-1511.7630000000001,None,SE_4,2026-04-23
2026-01-01 21:00:00+00:00,0.0,82.89025,112.1035,0.0465,956.07275,1151.113,0.0,0.0,2597.5,1151.113,2597.5,-1446.387,None,SE_4,2026-04-23
2026-01-01 22:00:00+00:00,0.4,83.17075,112.363,0.041999999999999996,943.05625,1139.032,0.0,0.0,2553.75,1139.032,2553.75,-1414.718,None,SE_4,2026-04-23
2026-01-01 23:00:00+00:00,0.3,95.734,112.73875,0.0465,849.31025,1058.1295,0.0,0.0,2320.25,1058.1295,2320.25,-1262.1205,None,SE_4,2026-04-23
2026-01-02 00:00:00+00:00,0.3,91.31225,111.5915,0.0365,790.86575,994.106,0.0,0.0,2291.0,994.106,2291.0,-1296.894,None,SE_4,2026-04-23
2026-01-02 01:00:00+00:00,0.0,87.538,110.1775,0.028999999999999998,702.6185,900.363,0.0,0.0,2181.25,900.363,2181.25,-1280.887,None,SE_4,2026-04-23
2026-01-02 02:00:00+00:00,0.4,87.56225,106.9345,0.03325,599.915,794.845,0.0,0.0,2195.0,794.845,2195.0,-1400.155,None,SE_4,2026-04-23
2026-01-02 03:00:00+00:00,0.1,88.53075,98.45325,0.0365,498.55675,685.67725,0.0,0.0,2276.0,685.67725,2276.0,-1590.32275,None,SE_4,2026-04-23
2026-01-02 04:00:00+00:00,0.2,94.7185,99.0365,0.0455,454.183,648.1835,0.0,0.0,2346.75,648.1835,2346.75,-1698.5665,None,SE_4,2026-04-23
2026-01-02 05:00:00+00:00,0.1,110.231,113.9775,0.0485,447.5775,671.9345,0.0,0.0,2620.5,671.9345,2620.5,-1948.5655000000002,None,SE_4,2026-04-23
2026-01-02 06:00:00+00:00,0.5,124.589,146.6675,0.4325,433.077,705.266,0.0,0.0,2885.5,705.266,2885.5,-2180.234,None,SE_4,2026-04-23
2026-01-02 07:00:00+00:00,0.4,136.323,151.60325,1.11375,443.06874999999997,732.50875,0.0,0.0,3022.0,732.50875,3022.0,-2289.49125,None,SE_4,2026-04-23
2026-01-02 08:00:00+00:00,0.4,135.79325,145.58425,7.1690000000000005,456.73825,745.68475,0.0,0.0,3075.75,745.68475,3075.75,-2330.06525,None,SE_4,2026-04-23
2026-01-02 09:00:00+00:00,0.4,135.39325,135.46925,18.69375,480.328,770.2842499999999,0.0,0.0,3122.25,770.2842499999999,3122.25,-2351.9657500000003,None,SE_4,2026-04-23
2026-01-02 10:00:00+00:00,0.4,135.20725,131.80425,31.3315,494.47925,793.22225,0.0,0.0,3156.75,793.22225,3156.75,-2363.52775,None,SE_4,2026-04-23
2026-01-02 11:00:00+00:00,0.4,136.09925,136.346,34.40525,512.779,820.0295000000001,0.0,0.0,3158.75,820.0295000000001,3158.75,-2338.7205,None,SE_4,2026-04-23
2026-01-02 12:00:00+00:00,0.4,147.689,149.26425,22.432000000000002,522.954,842.73925,0.0,0.0,3104.75,842.73925,3104.75,-2262.01075,None,SE_4,2026-04-23
2026-01-02 13:00:00+00:00,0.1,157.033,161.00975,9.327,529.43875,856.9085,0.0,0.0,3131.25,856.9085,3131.25,-2274.3415,None,SE_4,2026-04-23
2026-01-02 14:00:00+00:00,0.2,164.88075,159.4405,1.9175,548.63725,875.076,0.0,0.0,3271.75,875.076,3271.75,-2396.674,None,SE_4,2026-04-23
2026-01-02 15:00:00+00:00,0.1,187.71025,164.48475,0.4065,574.00375,926.70525,0.0,0.0,3415.75,926.70525,3415.75,-2489.04475,None,SE_4,2026-04-23
2026-01-02 16:00:00+00:00,0.4,191.0975,163.00625,0.358,570.989,925.8507500000001,0.0,0.0,3486.75,925.8507500000001,3486.75,-2560.89925,None,SE_4,2026-04-23
2026-01-02 17:00:00+00:00,0.2,189.38725,155.77249999999998,0.37875000000000003,611.84625,957.58475,0.0,0.0,3476.5,957.58475,3476.5,-2518.91525,None,SE_4,2026-04-23
2026-01-02 18:00:00+00:00,0.2,188.7575,157.282,0.0405,678.57925,1024.85925,0.0,0.0,3377.5,1024.85925,3377.5,-2352.64075,None,SE_4,2026-04-23
2026-01-02 19:00:00+00:00,0.1,186.61825,152.7955,0.036,757.8422499999999,1097.3919999999998,0.0,0.0,3243.75,1097.3919999999998,3243.75,-2146.358,None,SE_4,2026-04-23
2026-01-02 20:00:00+00:00,0.0,163.38575,138.62675,0.135,803.0005,1105.148,0.0,0.0,3139.25,1105.148,3139.25,-2034.102,None,SE_4,2026-04-23
2026-01-02 21:00:00+00:00,0.1,131.09275,124.01350000000001,0.15025,845.8075,1101.164,0.0,0.0,3114.25,1101.164,3114.25,-2013.086,None,SE_4,2026-04-23
2026-01-02 22:00:00+00:00,0.4,105.64425,123.40299999999999,0.156,898.00375,1127.607,0.0,0.0,3025.25,1127.607,3025.25,-1897.643,None,SE_4,2026-04-23
2026-01-02 23:00:00+00:00,0.1,96.97025,143.11849999999998,0.186,978.96875,1219.3435,0.0,0.0,2997.75,1219.3435,2997.75,-1778.4065,None,SE_4,2026-04-23
2026-01-03 00:00:00+00:00,0.2,80.30875,148.9755,0.186,997.2125,1226.88275,0.0,0.0,2886.0,1226.88275,2886.0,-1659.11725,None,SE_4,2026-04-23
2026-01-03 01:00:00+00:00,0.0,62.53575,144.6405,0.18775,1010.919,1218.283,0.0,0.0,2771.75,1218.283,2771.75,-1553.467,None,SE_4,2026-04-23
2026-01-03 02:00:00+00:00,0.0,61.232,144.70675,0.18175,1040.20225,1246.32275,0.0,0.0,2816.25,1246.32275,2816.25,-1569.92725,None,SE_4,2026-04-23
2026-01-03 03:00:00+00:00,0.0,60.94975,143.2865,0.1855,1056.50425,1260.926,0.0,0.0,2818.5,1260.926,2818.5,-1557.574,None,SE_4,2026-04-23
2026-01-03 04:00:00+00:00,0.2,69.3575,143.52475,0.1635,1070.72775,1283.9735,0.0,0.0,2859.0,1283.9735,2859.0,-1575.0265,None,SE_4,2026-04-23
2026-01-03 05:00:00+00:00,0.0,76.0545,142.41575,0.07425,1005.048,1223.5925,0.0,0.0,2909.75,1223.5925,2909.75,-1686.1575,None,SE_4,2026-04-23
2026-01-03 06:00:00+00:00,0.5,77.87950000000001,150.39350000000002,0.3305,1037.58825,1266.69175,0.0,0.0,3057.75,1266.69175,3057.75,-1791.05825,None,SE_4,2026-04-23
2026-01-03 07:00:00+00:00,0.4,77.67824999999999,163.52125,0.88225,1012.02225,1254.504,0.0,0.0,3156.0,1254.504,3156.0,-1901.496,None,SE_4,2026-04-23
2026-01-03 08:00:00+00:00,0.4,91.62675,163.18925000000002,6.186999999999999,995.4639999999999,1256.867,0.0,0.0,3295.5,1256.867,3295.5,-2038.633,None,SE_4,2026-04-23
2026-01-03 09:00:00+00:00,0.2,98.02850000000001,169.14974999999998,13.434000000000001,941.192,1222.00425,0.0,0.0,3412.0,1222.00425,3412.0,-2189.99575,None,SE_4,2026-04-23
2026-01-03 10:00:00+00:00,0.4,101.023,169.932,23.26425,932.233,1226.85225,0.0,0.0,3538.5,1226.85225,3538.5,-2311.64775,None,SE_4,2026-04-23
2026-01-03 11:00:00+00:00,0.4,104.996,168.10925,26.0845,896.595,1196.18475,0.0,0.0,3656.5,1196.18475,3656.5,-2460.31525,None,SE_4,2026-04-23
2026-01-03 12:00:00+00:00,0.4,105.313,166.03025,18.560000000000002,878.3172500000001,1168.6205,0.0,0.0,3648.5,1168.6205,3648.5,-2479.8795,None,SE_4,2026-04-23
2026-01-03 13:00:00+00:00,0.2,132.68325,165.651,7.0645,837.569,1143.16775,0.0,0.0,3596.75,1143.16775,3596.75,-2453.58225,None,SE_4,2026-04-23
2026-01-03 14:00:00+00:00,0.2,151.99875,162.66,1.53775,835.7735,1152.17,0.0,0.0,3754.75,1152.17,3754.75,-2602.58,None,SE_4,2026-04-23
2026-01-03 15:00:00+00:00,0.1,157.59525,165.25575,0.42925,812.3355,1135.71575,0.0,0.0,3915.25,1135.71575,3915.25,-2779.5342499999997,None,SE_4,2026-04-23
2026-01-03 16:00:00+00:00,0.4,162.057,163.497,0.41025,789.396,1115.76025,0.0,0.0,3894.5,1115.76025,3894.5,-2778.7397499999997,None,SE_4,2026-04-23
2026-01-03 17:00:00+00:00,0.2,162.413,164.18900000000002,0.452,778.5615,1105.8155000000002,0.0,0.0,3897.5,1105.8155000000002,3897.5,-2791.6845,None,SE_4,2026-04-23
2026-01-03 18:00:00+00:00,0.2,159.89024999999998,161.17575,0.19175,718.3140000000001,1039.77175,0.0,0.0,3825.25,1039.77175,3825.25,-2785.47825,None,SE_4,2026-04-23
2026-01-03 19:00:00+00:00,0.1,161.1905,157.71975,0.18825,704.51025,1023.70875,0.0,0.0,3757.5,1023.70875,3757.5,-2733.79125,None,SE_4,2026-04-23
2026-01-03 20:00:00+00:00,0.0,145.28225,158.1345,0.1865,673.1922500000001,976.7955000000001,0.0,0.0,3640.25,976.7955000000001,3640.25,-2663.4545,None,SE_4,2026-04-23
2026-01-03 21:00:00+00:00,0.1,132.83025,158.85225,0.1815,623.13775,915.10175,0.0,0.0,3565.25,915.10175,3565.25,-2650.14825,None,SE_4,2026-04-23
2026-01-03 22:00:00+00:00,0.4,88.8255,160.60399999999998,0.18625,604.76025,854.7760000000001,0.0,0.0,3453.25,854.7760000000001,3453.25,-2598.474,None,SE_4,2026-04-23
2026-01-03 23:00:00+00:00,0.1,81.68525,169.88425,0.0955,489.499,741.264,0.0,0.0,3300.0,741.264,3300.0,-2558.736,None,SE_4,2026-04-23
2026-01-04 00:00:00+00:00,0.2,82.51975,164.87975,0.1095,504.793,752.502,0.0,0.0,3266.25,752.502,3266.25,-2513.748,None,SE_4,2026-04-23
2026-01-04 01:00:00+00:00,0.0,81.33575,156.10825,0.10625,506.519,744.06925,0.0,0.0,3194.25,744.06925,3194.25,-2450.18075,None,SE_4,2026-04-23
2026-01-04 02:00:00+00:00,0.0,86.20325,155.61700000000002,0.0925,562.037,803.94975,0.0,0.0,3181.25,803.94975,3181.25,-2377.3002500000002,None,SE_4,2026-04-23
2026-01-04 03:00:00+00:00,0.0,85.9795,155.056,0.0505,589.5885000000001,830.6745000000001,0.0,0.0,3170.25,830.6745000000001,3170.25,-2339.5755,None,SE_4,2026-04-23
2026-01-04 04:00:00+00:00,0.2,92.97975,165.508,0.04475,620.89525,879.6277500000001,0.0,0.0,3097.0,879.6277500000001,3097.0,-2217.37225,None,SE_4,2026-04-23
2026-01-04 05:00:00+00:00,0.0,96.46075,177.65125,0.04375,687.95925,962.115,0.0,0.0,3121.5,962.115,3121.5,-2159.385,None,SE_4,2026-04-23
2026-01-04 06:00:00+00:00,0.1,98.04825,182.3855,0.049,710.40425,990.9870000000001,0.0,0.0,3154.0,990.9870000000001,3154.0,-2163.013,None,SE_4,2026-04-23
2026-01-04 07:00:00+00:00,0.2,106.831,183.4515,0.23049999999999998,771.075,1061.788,0.0,0.0,3158.75,1061.788,3158.75,-2096.962,None,SE_4,2026-04-23
2026-01-04 08:00:00+00:00,0.4,111.90075,187.5305,3.14675,811.2815,1114.2595000000001,0.0,0.0,3213.0,1114.2595000000001,3213.0,-2098.7405,None,SE_4,2026-04-23
2026-01-04 09:00:00+00:00,0.1,109.9405,185.08925,9.286,829.99125,1134.4070000000002,0.0,0.0,3254.5,1134.4070000000002,3254.5,-2120.093,None,SE_4,2026-04-23
2026-01-04 10:00:00+00:00,0.4,114.65425,186.083,13.73875,815.60725,1130.48325,0.0,0.0,3252.5,1130.48325,3252.5,-2122.01675,None,SE_4,2026-04-23
2026-01-04 11:00:00+00:00,0.4,134.13400000000001,185.21,12.5335,839.84775,1172.12525,0.0,0.0,3290.25,1172.12525,3290.25,-2118.12475,None,SE_4,2026-04-23
2026-01-04 12:00:00+00:00,0.3,138.4965,184.5935,8.6975,819.1754999999999,1151.263,0.0,0.0,3296.25,1151.263,3296.25,-2144.987,None,SE_4,2026-04-23
2026-01-04 13:00:00+00:00,0.4,148.60250000000002,200.72525,3.91075,789.47075,1143.10925,0.0,0.0,3285.25,1143.10925,3285.25,-2142.14075,None,SE_4,2026-04-23
2026-01-04 14:00:00+00:00,0.1,162.3125,214.9005,0.80825,787.302,1165.42325,0.0,0.0,3364.75,1165.42325,3364.75,-2199.32675,None,SE_4,2026-04-23
2026-01-04 15:00:00+00:00,0.1,167.39225,213.63150000000002,0.05675,759.5185,1140.699,0.0,0.0,3475.75,1140.699,3475.75,-2335.051,None,SE_4,2026-04-23
2026-01-04 16:00:00+00:00,0.4,170.35399999999998,211.31175,0.06225,714.265,1096.393,0.0,0.0,3497.0,1096.393,3497.0,-2400.607,None,SE_4,2026-04-23
2026-01-04 17:00:00+00:00,0.1,171.51749999999998,211.15925,0.05375,694.64025,1077.47075,0.0,0.0,3432.25,1077.47075,3432.25,-2354.77925,None,SE_4,2026-04-23
2026-01-04 18:00:00+00:00,0.0,170.41,208.72674999999998,0.0405,630.676,1009.8532500000001,0.0,0.0,3374.75,1009.8532500000001,3374.75,-2364.89675,None,SE_4,2026-04-23
2026-01-04 19:00:00+00:00,0.0,166.19050000000001,207.1935,0.03975,599.6735,973.09725,0.0,0.0,3340.25,973.09725,3340.25,-2367.15275,None,SE_4,2026-04-23
2026-01-04 20:00:00+00:00,0.0,164.9085,197.94650000000001,0.038,563.98,926.873,0.0,0.0,3257.75,926.873,3257.75,-2330.877,None,SE_4,2026-04-23
2026-01-04 21:00:00+00:00,0.1,159.09,191.85925,0.03325,532.5477500000001,883.6302500000002,0.0,0.0,3167.0,883.6302500000002,3167.0,-2283.36975,None,SE_4,2026-04-23
2026-01-04 22:00:00+00:00,0.2,137.68525,194.1705,0.03675,470.4995,802.592,0.0,0.0,3079.75,802.592,3079.75,-2277.158,None,SE_4,2026-04-23
2026-01-04 23:00:00+00:00,0.1,104.20824999999999,218.11200000000002,0.0345,399.59825,722.053,0.0,0.0,3055.0,722.053,3055.0,-2332.947,None,SE_4,2026-04-23
2026-01-05 00:00:00+00:00,0.2,94.461,218.07725,0.038,363.3665,676.14275,0.0,0.0,3016.0,676.14275,3016.0,-2339.85725,None,SE_4,2026-04-23
2026-01-05 01:00:00+00:00,0.0,96.69525,217.98075,0.03225,336.46575,651.174,0.0,0.0,2984.5,651.174,2984.5,-2333.326,None,SE_4,2026-04-23
2026-01-05 02:00:00+00:00,0.0,95.11725,222.7655,0.0315,316.90875,634.823,0.0,0.0,3030.75,634.823,3030.75,-2395.927,None,SE_4,2026-04-23
2026-01-05 03:00:00+00:00,0.1,98.4225,232.33325,0.032,290.81425,621.702,0.0,0.0,3074.75,621.702,3074.75,-2453.048,None,SE_4,2026-04-23
2026-01-05 04:00:00+00:00,0.2,112.94800000000001,254.8295,0.0365,268.74925,636.76325,0.0,0.0,3176.0,636.76325,3176.0,-2539.23675,None,SE_4,2026-04-23
2026-01-05 05:00:00+00:00,0.0,139.3125,297.801,0.03925,243.93725,681.0899999999999,0.0,0.0,3313.25,681.0899999999999,3313.25,-2632.16,None,SE_4,2026-04-23
2026-01-05 06:00:00+00:00,0.2,168.9145,489.98525,0.0445,242.4835,901.6277499999999,0.0,0.0,3583.75,901.6277499999999,3583.75,-2682.1222500000003,None,SE_4,2026-04-23
2026-01-05 07:00:00+00:00,0.3,171.2235,535.19925,0.365,231.07524999999998,938.163,0.0,0.0,3664.5,938.163,3664.5,-2726.337,None,SE_4,2026-04-23
2026-01-05 08:00:00+00:00,0.3,168.63375000000002,539.28975,4.92275,220.496,933.64225,0.0,0.0,3669.0,933.64225,3669.0,-2735.35775,None,SE_4,2026-04-23
2026-01-05 09:00:00+00:00,0.1,163.5085,544.88775,15.25375,182.73575,906.4857499999998,0.0,0.0,3686.0,906.4857499999998,3686.0,-2779.51425,None,SE_4,2026-04-23
2026-01-05 10:00:00+00:00,0.4,159.1415,535.6850000000001,23.840249999999997,138.65575,857.7225000000001,0.0,0.0,3666.75,857.7225000000001,3666.75,-2809.0275,None,SE_4,2026-04-23
2026-01-05 11:00:00+00:00,0.2,156.982,566.3005,27.162,125.0985,875.7430000000002,0.0,0.0,3643.0,875.7430000000002,3643.0,-2767.2569999999996,None,SE_4,2026-04-23
2026-01-05 12:00:00+00:00,0.0,161.90975,576.37525,20.9235,118.446,877.6545000000001,0.0,0.0,3657.25,877.6545000000001,3657.25,-2779.5955,None,SE_4,2026-04-23
2026-01-05 13:00:00+00:00,0.2,163.50975,576.8452500000001,7.65625,125.13475,873.346,0.0,0.0,3683.0,873.346,3683.0,-2809.654,None,SE_4,2026-04-23
2026-01-05 14:00:00+00:00,0.0,167.53075,580.645,1.19875,142.13774999999998,891.51225,0.0,0.0,3673.75,891.51225,3673.75,-2782.2377500000002,None,SE_4,2026-04-23
2026-01-05 15:00:00+00:00,0.1,166.73625,582.2165,0.049,159.08675,908.1885,0.0,0.0,3811.0,908.1885,3811.0,-2902.8115,None,SE_4,2026-04-23
2026-01-05 16:00:00+00:00,0.2,170.215,583.977,0.05325,166.70499999999998,921.1502499999999,0.0,0.0,3791.0,921.1502499999999,3791.0,-2869.8497500000003,None,SE_4,2026-04-23
2026-01-05 17:00:00+00:00,0.2,169.58275,583.562,0.04775,154.82325,908.21575,0.0,0.0,3760.0,908.21575,3760.0,-2851.78425,None,SE_4,2026-04-23
2026-01-05 18:00:00+00:00,0.0,166.99625,581.63625,0.035,157.3765,906.044,0.0,0.0,3607.5,906.044,3607.5,-2701.456,None,SE_4,2026-04-23
2026-01-05 19:00:00+00:00,0.0,163.09725,578.60925,0.03425,142.6055,884.34625,0.0,0.0,3563.5,884.34625,3563.5,-2679.15375,None,SE_4,2026-04-23
2026-01-05 20:00:00+00:00,0.0,142.648,476.9355,0.03175,134.95974999999999,754.5749999999999,0.0,0.0,3391.5,754.5749999999999,3391.5,-2636.925,None,SE_4,2026-04-23
2026-01-05 21:00:00+00:00,0.1,121.8335,352.87874999999997,0.0285,124.51075,599.3515,0.0,0.0,3170.75,599.3515,3170.75,-2571.3985000000002,None,SE_4,2026-04-23
2026-01-05 22:00:00+00:00,0.0,102.58675000000001,272.91525,0.0345,112.01875,487.55525,0.0,0.0,3076.75,487.55525,3076.75,-2589.19475,None,SE_4,2026-04-23
2026-01-05 23:00:00+00:00,0.1,95.7415,271.30375,0.0315,80.255,447.43174999999997,0.0,0.0,3079.75,447.43174999999997,3079.75,-2632.3182500000003,None,SE_4,2026-04-23
2026-01-06 00:00:00+00:00,0.1,92.08425,278.02375,0.036000000000000004,54.0445,424.2885,0.0,0.0,3055.25,424.2885,3055.25,-2630.9615,None,SE_4,2026-04-23
2026-01-06 01:00:00+00:00,0.0,87.07225,271.31275,0.0305,49.51825,407.93375000000003,0.0,0.0,3085.75,407.93375000000003,3085.75,-2677.81625,None,SE_4,2026-04-23
2026-01-06 02:00:00+00:00,0.1,85.40825000000001,271.50025,0.03,45.7775,402.81600000000003,0.0,0.0,3031.25,402.81600000000003,3031.25,-2628.434,None,SE_4,2026-04-23
2026-01-06 03:00:00+00:00,0.1,85.352,271.58175,0.03075,52.559,409.62350000000004,0.0,0.0,3024.75,409.62350000000004,3024.75,-2615.1265,None,SE_4,2026-04-23
2026-01-06 04:00:00+00:00,0.2,94.34725,271.3635,0.035500000000000004,57.77075,423.71700000000004,0.0,0.0,3030.0,423.71700000000004,3030.0,-2606.283,None,SE_4,2026-04-23
2026-01-06 05:00:00+00:00,0.0,128.83875,288.074,0.03625,73.0975,490.04650000000004,0.0,0.0,3097.0,490.04650000000004,3097.0,-2606.9535,None,SE_4,2026-04-23
2026-01-06 06:00:00+00:00,0.1,160.21525,480.8485,0.0435,78.52825,719.7354999999999,0.0,0.0,3178.0,719.7354999999999,3178.0,-2458.2645,None,SE_4,2026-04-23
2026-01-06 07:00:00+00:00,0.3,159.62324999999998,544.8805,0.33625000000000005,81.0605,786.2005,0.0,0.0,3249.25,786.2005,3249.25,-2463.0495,None,SE_4,2026-04-23
2026-01-06 08:00:00+00:00,0.2,160.92775,577.81925,4.7035,78.4505,822.101,0.0,0.0,3424.25,822.101,3424.25,-2602.149,None,SE_4,2026-04-23
2026-01-06 09:00:00+00:00,0.2,158.4905,577.346,13.683,78.681,828.4005,0.0,0.0,3550.25,828.4005,3550.25,-2721.8495000000003,None,SE_4,2026-04-23
2026-01-06 10:00:00+00:00,0.1,160.6375,577.203,20.9125,70.53825,829.3912499999999,0.0,0.0,3572.0,829.3912499999999,3572.0,-2742.6087500000003,None,SE_4,2026-04-23
2026-01-06 11:00:00+00:00,0.0,146.57375,577.73675,22.1175,70.37725,816.80525,0.0,0.0,3555.0,816.80525,3555.0,-2738.19475,None,SE_4,2026-04-23
2026-01-06 12:00:00+00:00,0.0,147.89625,577.24575,17.445999999999998,70.05525,812.6432500000001,0.0,0.0,3541.0,812.6432500000001,3541.0,-2728.35675,None,SE_4,2026-04-23
2026-01-06 13:00:00+00:00,0.3,147.95675,576.7205,7.80775,77.0985,809.8835000000001,0.0,0.0,3552.75,809.8835000000001,3552.75,-2742.8665,None,SE_4,2026-04-23
2026-01-06 14:00:00+00:00,0.1,152.19799999999998,575.81325,1.3275,86.89525,816.3340000000001,0.0,0.0,3643.75,816.3340000000001,3643.75,-2827.416,None,SE_4,2026-04-23
2026-01-06 15:00:00+00:00,0.1,154.613,576.73375,0.0475,98.96725,830.4615,0.0,0.0,3840.25,830.4615,3840.25,-3009.7885,None,SE_4,2026-04-23
2026-01-06 16:00:00+00:00,0.2,158.31375,576.102,0.0485,108.711,843.3752499999999,0.0,0.0,3943.0,843.3752499999999,3943.0,-3099.62475,None,SE_4,2026-04-23
2026-01-06 17:00:00+00:00,0.2,145.6025,577.42475,0.045,110.678,833.95025,0.0,0.0,3929.0,833.95025,3929.0,-3095.04975,None,SE_4,2026-04-23
2026-01-06 18:00:00+00:00,0.0,144.65625,576.8495,0.0375,123.943,845.48625,0.0,0.0,3818.75,845.48625,3818.75,-2973.26375,None,SE_4,2026-04-23
2026-01-06 19:00:00+00:00,0.0,129.22625,381.61325,0.037,134.60775,645.48425,0.0,0.0,3834.0,645.48425,3834.0,-3188.51575,None,SE_4,2026-04-23
2026-01-06 20:00:00+00:00,0.0,123.749,246.0005,0.036,152.8075,522.5930000000001,0.0,0.0,3637.5,522.5930000000001,3637.5,-3114.907,None,SE_4,2026-04-23
2026-01-06 21:00:00+00:00,0.1,100.27225,238.5875,0.03175,160.23375,499.22524999999996,0.0,0.0,3488.0,499.22524999999996,3488.0,-2988.77475,None,SE_4,2026-04-23
2026-01-06 22:00:00+00:00,0.0,85.14775,230.43475,0.037,211.0155,526.635,0.0,0.0,3389.5,526.635,3389.5,-2862.865,None,SE_4,2026-04-23
2026-01-06 23:00:00+00:00,0.1,85.90275,218.23525,0.0345,341.6855,645.958,0.0,0.0,3362.75,645.958,3362.75,-2716.792,None,SE_4,2026-04-23
2026-01-07 00:00:00+00:00,0.0,85.02175,221.2315,0.0395,345.4895,651.78225,0.0,0.0,3370.75,651.78225,3370.75,-2718.96775,None,SE_4,2026-04-23
2026-01-07 01:00:00+00:00,0.0,78.1225,218.458,0.033,342.722,639.3355,0.0,0.0,3271.0,639.3355,3271.0,-2631.6645,None,SE_4,2026-04-23
2026-01-07 02:00:00+00:00,0.0,79.8495,219.097,0.0315,370.66525,669.6432500000001,0.0,0.0,3284.5,669.6432500000001,3284.5,-2614.85675,None,SE_4,2026-04-23
