,Fossil Gas,Hydro Water Reservoir,Nuclear,Other,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-02 02:00:00+00:00,0.8,1169.3532500000001,6414.0,534.73775,0.114,1476.5945,9595.5995,0.0,0.0,9943.0,9595.5995,9943.0,-347.40049999999974,None,SE_3,2026-04-23
2026-01-02 03:00:00+00:00,0.8,1174.30325,6412.0,545.8367499999999,0.113,1659.87425,9792.92725,0.0,0.0,10093.0,9792.92725,10093.0,-300.07274999999936,None,SE_3,2026-04-23
2026-01-02 04:00:00+00:00,1.0,1218.4234999999999,6412.0,542.2117499999999,0.11575,1875.6395,10049.3905,0.0,0.0,10021.25,10049.3905,10021.25,28.14049999999952,None,SE_3,2026-04-23
2026-01-02 05:00:00+00:00,0.6,1247.3405,6415.0,599.6692499999999,0.12225,2095.2780000000002,10358.01,0.0,0.0,10669.25,10358.01,10669.25,-311.2399999999998,None,SE_3,2026-04-23
2026-01-02 06:00:00+00:00,0.8,1374.51025,6415.0,691.3172500000001,0.134,2269.09925,10750.86075,0.0,0.0,11397.75,10750.86075,11397.75,-646.8892500000002,None,SE_3,2026-04-23
2026-01-02 07:00:00+00:00,0.9,1576.828,6413.0,757.39525,0.2985,2423.51625,11171.938000000002,0.0,0.0,11740.25,11171.938000000002,11740.25,-568.3119999999981,None,SE_3,2026-04-23
2026-01-02 08:00:00+00:00,0.9,1588.675,6414.0,775.61175,1.93075,2541.1485000000002,11322.266,0.0,0.0,11878.0,11322.266,11878.0,-555.7340000000004,None,SE_3,2026-04-23
2026-01-02 09:00:00+00:00,1.5,1596.12475,6416.0,791.158,6.961,2625.7355,11437.47925,0.0,0.0,12273.25,11437.47925,12273.25,-835.7707499999997,None,SE_3,2026-04-23
2026-01-02 10:00:00+00:00,1.8,1591.2669999999998,6416.0,788.55525,23.62925,2685.52075,11506.77225,0.0,0.0,12670.25,11506.77225,12670.25,-1163.47775,None,SE_3,2026-04-23
2026-01-02 11:00:00+00:00,2.0,1576.25075,6417.0,802.521,25.7315,2715.067,11538.57025,0.0,0.0,12804.75,11538.57025,12804.75,-1266.1797499999993,None,SE_3,2026-04-23
2026-01-02 12:00:00+00:00,1.5,1614.38825,6417.0,815.5025,15.57925,2743.5155,11607.4855,0.0,0.0,12954.0,11607.4855,12954.0,-1346.5144999999993,None,SE_3,2026-04-23
2026-01-02 13:00:00+00:00,1.1,1614.00175,6419.0,793.49275,6.022,2792.96875,11626.58525,0.0,0.0,13082.0,11626.58525,13082.0,-1455.41475,None,SE_3,2026-04-23
2026-01-02 14:00:00+00:00,0.9,1613.2205,6418.0,804.3965000000001,0.87775,2788.4845,11625.87925,0.0,0.0,13376.75,11625.87925,13376.75,-1750.87075,None,SE_3,2026-04-23
2026-01-02 15:00:00+00:00,1.2,1570.99425,6418.0,782.691,0.137,2807.38675,11580.409000000001,0.0,0.0,13648.25,11580.409000000001,13648.25,-2067.8409999999985,None,SE_3,2026-04-23
2026-01-02 16:00:00+00:00,1.6,1559.34625,6417.0,774.568,0.1225,2832.371,11585.00775,0.0,0.0,13796.5,11585.00775,13796.5,-2211.4922499999993,None,SE_3,2026-04-23
2026-01-02 17:00:00+00:00,1.1,1561.18425,6412.0,783.2959999999999,0.12275,2841.92575,11599.62875,0.0,0.0,13764.75,11599.62875,13764.75,-2165.12125,None,SE_3,2026-04-23
2026-01-02 18:00:00+00:00,1.3,1574.70775,6411.0,755.85875,0.1185,2851.1325,11594.1175,0.0,0.0,13445.75,11594.1175,13445.75,-1851.6324999999997,None,SE_3,2026-04-23
2026-01-02 19:00:00+00:00,0.9,1561.59075,6417.0,737.67325,0.12,2806.96075,11524.244750000002,0.0,0.0,12964.5,11524.244750000002,12964.5,-1440.2552499999983,None,SE_3,2026-04-23
2026-01-02 20:00:00+00:00,0.9,1540.9805,6417.0,733.7075,0.1215,2800.09875,11492.808249999998,0.0,0.0,12624.5,11492.808249999998,12624.5,-1131.6917500000018,None,SE_3,2026-04-23
2026-01-02 21:00:00+00:00,1.1,1467.1885,6419.0,710.7515000000001,0.12,2800.545,11398.705,0.0,0.0,12301.25,11398.705,12301.25,-902.5450000000001,None,SE_3,2026-04-23
2026-01-02 22:00:00+00:00,0.9,1449.08475,6419.0,659.43525,0.12425,2816.4825,11345.02675,0.0,0.0,12097.25,11345.02675,12097.25,-752.2232499999991,None,SE_3,2026-04-23
2026-01-02 23:00:00+00:00,0.6,1395.955,6421.0,580.70825,0.1245,2881.7525,11280.14025,0.0,0.0,11791.0,11280.14025,11791.0,-510.8597499999996,None,SE_3,2026-04-23
2026-01-03 00:00:00+00:00,0.8,1324.67425,6421.0,579.518,0.1255,2839.06525,11165.182999999999,0.0,0.0,11505.0,11165.182999999999,11505.0,-339.8170000000009,None,SE_3,2026-04-23
2026-01-03 01:00:00+00:00,0.8,1315.68875,6421.0,570.34875,0.1325,2839.82875,11147.79875,0.0,0.0,11516.25,11147.79875,11516.25,-368.4512500000001,None,SE_3,2026-04-23
2026-01-03 02:00:00+00:00,0.8,1289.62925,6421.0,565.74775,0.13325,2886.2562500000004,11163.5665,0.0,0.0,11488.0,11163.5665,11488.0,-324.4334999999992,None,SE_3,2026-04-23
2026-01-03 03:00:00+00:00,0.8,1271.2037500000001,6422.0,567.335,0.129,2836.88425,11098.351999999999,0.0,0.0,11516.25,11098.351999999999,11516.25,-417.89800000000105,None,SE_3,2026-04-23
2026-01-03 04:00:00+00:00,1.0,1273.59775,6421.0,569.254,0.133,2804.58425,11069.569,0.0,0.0,11513.75,11069.569,11513.75,-444.1810000000005,None,SE_3,2026-04-23
2026-01-03 05:00:00+00:00,0.6,1315.9525,6420.0,594.3187499999999,0.1365,2821.4565000000002,11152.46425,0.0,0.0,11716.25,11152.46425,11716.25,-563.7857499999991,None,SE_3,2026-04-23
2026-01-03 06:00:00+00:00,0.8,1395.0484999999999,6420.0,657.0385,0.86275,2807.70975,11281.4595,0.0,0.0,11970.0,11281.4595,11970.0,-688.5404999999992,None,SE_3,2026-04-23
2026-01-03 07:00:00+00:00,0.9,1544.0835,6420.0,770.58725,2.004,2805.53125,11543.106000000002,0.0,0.0,12443.0,11543.106000000002,12443.0,-899.8939999999984,None,SE_3,2026-04-23
2026-01-03 08:00:00+00:00,0.9,1619.9555,6420.0,862.51075,4.321,2805.204,11712.891249999999,0.0,0.0,12612.75,11712.891249999999,12612.75,-899.8587500000012,None,SE_3,2026-04-23
2026-01-03 09:00:00+00:00,1.5,1631.8252499999999,6420.0,848.7492500000001,14.1055,2778.0280000000002,11694.208,0.0,0.0,12981.25,11694.208,12981.25,-1287.0419999999995,None,SE_3,2026-04-23
2026-01-03 10:00:00+00:00,1.8,1640.6135,6419.0,895.37575,20.715,2741.78225,11719.2865,0.0,0.0,13305.75,11719.2865,13305.75,-1586.4634999999998,None,SE_3,2026-04-23
2026-01-03 11:00:00+00:00,1.9,1653.46475,6416.0,896.03275,22.48875,2720.986,11710.87225,0.0,0.0,13372.75,11710.87225,13372.75,-1661.8777499999997,None,SE_3,2026-04-23
2026-01-03 12:00:00+00:00,1.4,1669.499,6415.0,922.4365,15.184,2661.48575,11685.00525,0.0,0.0,13398.0,11685.00525,13398.0,-1712.9947499999998,None,SE_3,2026-04-23
2026-01-03 13:00:00+00:00,1.0,1671.53475,6416.0,932.46025,4.451,2631.83375,11657.279749999998,0.0,0.0,13445.5,11657.279749999998,13445.5,-1788.2202500000021,None,SE_3,2026-04-23
2026-01-03 14:00:00+00:00,0.8,1690.043,6417.0,940.89925,1.111,2610.80325,11660.656500000001,0.0,0.0,13648.0,11660.656500000001,13648.0,-1987.343499999999,None,SE_3,2026-04-23
2026-01-03 15:00:00+00:00,0.9,1686.4009999999998,6397.0,940.90925,0.94475,2568.49525,11594.65025,0.0,0.0,13829.75,11594.65025,13829.75,-2235.0997499999994,None,SE_3,2026-04-23
2026-01-03 16:00:00+00:00,2.3,1698.699,6364.0,931.81075,0.9622499999999999,2539.66575,11537.437750000001,0.0,0.0,13995.5,11537.437750000001,13995.5,-2458.062249999999,None,SE_3,2026-04-23
2026-01-03 17:00:00+00:00,1.3,1694.6122500000001,6379.0,922.8757499999999,0.7635000000000001,2484.67925,11483.230749999999,0.0,0.0,13847.0,11483.230749999999,13847.0,-2363.769250000001,None,SE_3,2026-04-23
2026-01-03 18:00:00+00:00,1.0,1681.94775,6405.0,915.6867500000001,0.133,2450.81175,11454.579249999999,0.0,0.0,13555.25,11454.579249999999,13555.25,-2100.670750000001,None,SE_3,2026-04-23
2026-01-03 19:00:00+00:00,0.8,1643.88375,6418.0,909.54725,0.133,2380.94625,11353.310249999999,0.0,0.0,13230.0,11353.310249999999,13230.0,-1876.6897500000014,None,SE_3,2026-04-23
2026-01-03 20:00:00+00:00,0.8,1636.86975,6420.0,895.56225,0.13225,2343.83075,11297.195,0.0,0.0,12856.5,11297.195,12856.5,-1559.3050000000003,None,SE_3,2026-04-23
2026-01-03 21:00:00+00:00,1.1,1628.70975,6421.0,881.624,0.129,2251.808,11184.370750000002,0.0,0.0,12491.0,11184.370750000002,12491.0,-1306.6292499999981,None,SE_3,2026-04-23
2026-01-03 22:00:00+00:00,0.9,1620.43075,6420.0,871.99725,0.127,2197.005,11110.46,0.0,0.0,12187.25,11110.46,12187.25,-1076.7900000000009,None,SE_3,2026-04-23
2026-01-03 23:00:00+00:00,0.6,1435.48975,6421.0,821.12075,0.13525,2087.059,10765.404750000002,0.0,0.0,11770.0,10765.404750000002,11770.0,-1004.5952499999985,None,SE_3,2026-04-23
2026-01-04 00:00:00+00:00,0.8,1429.444,6421.0,832.741,0.13,2074.6769999999997,10758.792,0.0,0.0,11729.25,10758.792,11729.25,-970.4580000000005,None,SE_3,2026-04-23
2026-01-04 01:00:00+00:00,0.8,1376.77025,6421.0,823.63375,0.12775,2045.782,10668.113749999999,0.0,0.0,11501.5,10668.113749999999,11501.5,-833.3862500000014,None,SE_3,2026-04-23
2026-01-04 02:00:00+00:00,0.8,1376.6135,6419.0,823.59525,0.12625,2021.18725,10641.322249999997,0.0,0.0,11298.25,10641.322249999997,11298.25,-656.9277500000026,None,SE_3,2026-04-23
2026-01-04 03:00:00+00:00,0.9,1375.45875,6421.0,828.29225,0.126,2023.586,10649.363,0.0,0.0,11269.0,10649.363,11269.0,-619.6370000000006,None,SE_3,2026-04-23
2026-01-04 04:00:00+00:00,1.0,1382.35475,6422.0,822.88525,0.131,1997.107,10625.478,0.0,0.0,11160.5,10625.478,11160.5,-535.0220000000008,None,SE_3,2026-04-23
2026-01-04 05:00:00+00:00,0.6,1522.00325,6422.0,823.48325,0.133,1995.402,10763.6215,0.0,0.0,11316.5,10763.6215,11316.5,-552.8785000000007,None,SE_3,2026-04-23
2026-01-04 06:00:00+00:00,0.8,1557.5855,6422.0,830.15425,0.13875,1999.8600000000001,10810.5385,0.0,0.0,11620.75,10810.5385,11620.75,-810.2114999999994,None,SE_3,2026-04-23
2026-01-04 07:00:00+00:00,0.9,1606.5194999999999,6421.0,834.58975,0.3745,1959.798,10823.18175,0.0,0.0,11935.25,10823.18175,11935.25,-1112.0682500000003,None,SE_3,2026-04-23
2026-01-04 08:00:00+00:00,0.9,1625.38125,6422.0,847.17725,2.54675,1970.1795,10868.18475,0.0,0.0,12223.5,10868.18475,12223.5,-1355.3152499999997,None,SE_3,2026-04-23
2026-01-04 09:00:00+00:00,1.4,1627.891,6423.0,840.34075,11.173,1914.2160000000001,10818.020750000001,0.0,0.0,12479.25,10818.020750000001,12479.25,-1661.2292499999985,None,SE_3,2026-04-23
2026-01-04 10:00:00+00:00,1.6,1620.2002499999999,6422.0,861.5965,19.37075,1850.42075,10775.18825,0.0,0.0,12782.75,10775.18825,12782.75,-2007.5617500000008,None,SE_3,2026-04-23
2026-01-04 11:00:00+00:00,1.8,1661.63525,6421.0,860.4422500000001,21.338,1785.9569999999999,10752.1725,0.0,0.0,12943.0,10752.1725,12943.0,-2190.8274999999994,None,SE_3,2026-04-23
2026-01-04 12:00:00+00:00,1.3,1662.8980000000001,6421.0,850.10975,15.0625,1754.99825,10705.3685,0.0,0.0,13004.75,10705.3685,13004.75,-2299.3814999999995,None,SE_3,2026-04-23
2026-01-04 13:00:00+00:00,1.2,1676.617,6420.0,862.9215,4.126,1742.1875,10707.052,0.0,0.0,13104.0,10707.052,13104.0,-2396.9480000000003,None,SE_3,2026-04-23
2026-01-04 14:00:00+00:00,0.8,1680.47225,6419.0,867.98325,0.2775,1690.82425,10659.35725,0.0,0.0,13269.0,10659.35725,13269.0,-2609.642750000001,None,SE_3,2026-04-23
2026-01-04 15:00:00+00:00,0.8,1692.06875,6421.0,886.55375,0.12475,1644.77225,10645.319500000001,0.0,0.0,13434.0,10645.319500000001,13434.0,-2788.6804999999986,None,SE_3,2026-04-23
2026-01-04 16:00:00+00:00,1.6,1726.0695,6419.0,889.2827500000001,0.12825,1599.208,10635.2885,0.0,0.0,13536.5,10635.2885,13536.5,-2901.2114999999994,None,SE_3,2026-04-23
2026-01-04 17:00:00+00:00,1.2,1726.966,6420.0,887.291,0.1245,1522.9245,10558.506000000001,0.0,0.0,13407.75,10558.506000000001,13407.75,-2849.243999999999,None,SE_3,2026-04-23
2026-01-04 18:00:00+00:00,1.0,1726.67825,6421.0,888.05775,0.11975,1457.455,10494.31075,0.0,0.0,13281.0,10494.31075,13281.0,-2786.6892499999994,None,SE_3,2026-04-23
2026-01-04 19:00:00+00:00,0.8,1720.49875,6422.0,877.16975,0.118,1386.08975,10406.67625,0.0,0.0,13053.5,10406.67625,13053.5,-2646.8237499999996,None,SE_3,2026-04-23
2026-01-04 20:00:00+00:00,0.8,1689.7995,6422.0,864.934,0.119,1326.72725,10304.37975,0.0,0.0,12826.25,10304.37975,12826.25,-2521.87025,None,SE_3,2026-04-23
2026-01-04 21:00:00+00:00,1.1,1687.22075,6420.0,789.1675,0.119,1272.217,10169.824250000001,0.0,0.0,12498.25,10169.824250000001,12498.25,-2328.4257499999985,None,SE_3,2026-04-23
2026-01-04 22:00:00+00:00,0.8,1672.42675,6419.0,753.77325,0.12175,1187.76875,10033.8905,0.0,0.0,12105.5,10033.8905,12105.5,-2071.6095000000005,None,SE_3,2026-04-23
2026-01-04 23:00:00+00:00,0.5,1604.94375,6420.0,764.17,0.12,1235.62925,10025.363000000001,0.0,0.0,12102.25,10025.363000000001,12102.25,-2076.886999999999,None,SE_3,2026-04-23
2026-01-05 00:00:00+00:00,0.5,1597.16525,6421.0,764.98875,0.11725,1111.7765,9895.54775,0.0,0.0,11954.75,9895.54775,11954.75,-2059.2022500000003,None,SE_3,2026-04-23
2026-01-05 01:00:00+00:00,0.6,1597.7215,6420.0,749.37775,0.119,1021.6735,9789.491750000001,0.0,0.0,11914.75,9789.491750000001,11914.75,-2125.258249999999,None,SE_3,2026-04-23
2026-01-05 02:00:00+00:00,0.8,1595.34075,6421.0,763.0045,0.11725,936.015,9716.2775,0.0,0.0,11816.25,9716.2775,11816.25,-2099.9725,None,SE_3,2026-04-23
2026-01-05 03:00:00+00:00,0.8,1602.0527499999998,6420.0,743.7485,0.119,872.7855,9639.50575,0.0,0.0,11804.0,9639.50575,11804.0,-2164.4942499999997,None,SE_3,2026-04-23
2026-01-05 04:00:00+00:00,0.7,1645.3705,6420.0,810.42425,0.1225,852.011,9728.62825,0.0,0.0,12125.0,9728.62825,12125.0,-2396.3717500000002,None,SE_3,2026-04-23
2026-01-05 05:00:00+00:00,0.5,1690.2962499999999,6419.0,893.35875,0.12225,826.42125,9829.698499999999,0.0,0.0,12811.75,9829.698499999999,12811.75,-2982.0515000000014,None,SE_3,2026-04-23
2026-01-05 06:00:00+00:00,0.7,1727.9965,6419.0,930.9905,0.1265,776.24375,9855.05725,0.0,0.0,13532.5,9855.05725,13532.5,-3677.44275,None,SE_3,2026-04-23
2026-01-05 07:00:00+00:00,0.9,1726.6965,6424.0,932.84975,0.47875,773.5242499999999,9858.44925,0.0,0.0,13852.75,9858.44925,13852.75,-3994.3007500000003,None,SE_3,2026-04-23
2026-01-05 08:00:00+00:00,0.8,1724.824,6422.0,927.522,5.646,727.11375,9807.905750000002,0.0,0.0,14028.25,9807.905750000002,14028.25,-4220.344249999998,None,SE_3,2026-04-23
2026-01-05 09:00:00+00:00,1.2,1726.5240000000001,6424.0,933.78925,16.0295,688.285,9789.82775,0.0,0.0,14319.75,9789.82775,14319.75,-4529.92225,None,SE_3,2026-04-23
2026-01-05 10:00:00+00:00,1.4,1723.84125,6424.0,940.89175,27.28275,611.65625,9729.072,0.0,0.0,14327.75,9729.072,14327.75,-4598.678,None,SE_3,2026-04-23
2026-01-05 11:00:00+00:00,1.2,1723.2265,6422.0,947.31525,30.695999999999998,584.621,9709.058749999998,0.0,0.0,14335.25,9709.058749999998,14335.25,-4626.191250000002,None,SE_3,2026-04-23
2026-01-05 12:00:00+00:00,1.2,1725.499,6423.0,947.594,20.282,592.682,9710.257000000001,0.0,0.0,14258.5,9710.257000000001,14258.5,-4548.242999999999,None,SE_3,2026-04-23
2026-01-05 13:00:00+00:00,1.0,1727.441,6411.0,945.1835,8.121,580.668,9673.413499999999,0.0,0.0,14085.5,9673.413499999999,14085.5,-4412.086500000001,None,SE_3,2026-04-23
2026-01-05 14:00:00+00:00,0.6,1728.0825,6393.0,946.0065,0.5525,615.11075,9683.35225,0.0,0.0,14207.0,9683.35225,14207.0,-4523.64775,None,SE_3,2026-04-23
2026-01-05 15:00:00+00:00,0.5,1708.109,6391.0,947.6285,0.12875,643.94675,9691.313,0.0,0.0,14312.75,9691.313,14312.75,-4621.437,None,SE_3,2026-04-23
2026-01-05 16:00:00+00:00,1.5,1709.71475,6392.0,949.0415,0.12875,663.18875,9715.57375,0.0,0.0,14319.0,9715.57375,14319.0,-4603.42625,None,SE_3,2026-04-23
2026-01-05 17:00:00+00:00,1.2,1687.588,6399.0,954.9365,0.1235,650.8805,9693.7285,0.0,0.0,14114.0,9693.7285,14114.0,-4420.271500000001,None,SE_3,2026-04-23
2026-01-05 18:00:00+00:00,0.7,1713.97975,6400.0,945.72325,0.12225,642.10225,9702.6275,0.0,0.0,13853.25,9702.6275,13853.25,-4150.6224999999995,None,SE_3,2026-04-23
2026-01-05 19:00:00+00:00,0.6,1705.261,6399.0,951.1905,0.121,634.52575,9690.69825,0.0,0.0,13541.0,9690.69825,13541.0,-3850.3017500000005,None,SE_3,2026-04-23
2026-01-05 20:00:00+00:00,0.8,1699.7525,6401.0,946.5907500000001,0.1285,622.8195,9671.09125,0.0,0.0,13072.5,9671.09125,13072.5,-3401.4087500000005,None,SE_3,2026-04-23
2026-01-05 21:00:00+00:00,1.1,1698.097,6402.0,926.08525,0.13125,601.71625,9629.12975,0.0,0.0,12735.5,9629.12975,12735.5,-3106.37025,None,SE_3,2026-04-23
2026-01-05 22:00:00+00:00,0.5,1707.612,6353.0,910.32625,0.1315,606.40025,9577.97,0.0,0.0,12421.5,9577.97,12421.5,-2843.5300000000007,None,SE_3,2026-04-23
2026-01-05 23:00:00+00:00,0.4,1685.7842500000002,6273.0,888.572,0.11625,524.9772499999999,9372.84975,0.0,0.0,12077.75,9372.84975,12077.75,-2704.9002500000006,None,SE_3,2026-04-23
2026-01-06 00:00:00+00:00,0.4,1682.542,6225.0,820.0625,0.11475,585.215,9313.33425,0.0,0.0,11880.0,9313.33425,11880.0,-2566.66575,None,SE_3,2026-04-23
2026-01-06 01:00:00+00:00,0.4,1683.0005,6260.0,817.578,0.11625,650.5875,9411.682249999998,0.0,0.0,11763.0,9411.682249999998,11763.0,-2351.317750000002,None,SE_3,2026-04-23
2026-01-06 02:00:00+00:00,0.4,1683.33625,6443.0,817.31375,0.116,701.2964999999999,9645.4625,0.0,0.0,11600.25,9645.4625,11600.25,-1954.7875000000004,None,SE_3,2026-04-23
2026-01-06 03:00:00+00:00,0.5,1685.13125,6613.0,825.16475,0.111,740.263,9864.170000000002,0.0,0.0,11406.0,9864.170000000002,11406.0,-1541.829999999998,None,SE_3,2026-04-23
2026-01-06 04:00:00+00:00,0.6,1701.77825,6718.0,830.343,0.113,720.2545,9971.088749999999,0.0,0.0,11426.0,9971.088749999999,11426.0,-1454.911250000001,None,SE_3,2026-04-23
2026-01-06 05:00:00+00:00,0.5,1713.90375,6721.0,860.4945,0.108,734.9825000000001,10030.98875,0.0,0.0,11939.25,10030.98875,11939.25,-1908.2612499999996,None,SE_3,2026-04-23
2026-01-06 06:00:00+00:00,0.6,1743.5005,6782.0,887.05175,0.118,698.8015,10112.071750000001,0.0,0.0,12251.5,10112.071750000001,12251.5,-2139.428249999999,None,SE_3,2026-04-23
2026-01-06 07:00:00+00:00,0.7,1751.7265,6805.0,888.55125,0.44425000000000003,635.9935,10082.415500000001,0.0,0.0,12432.25,10082.415500000001,12432.25,-2349.834499999999,None,SE_3,2026-04-23
2026-01-06 08:00:00+00:00,0.8,1750.6185,6805.0,890.94575,3.9335000000000004,576.8467499999999,10028.1445,0.0,0.0,12738.5,10028.1445,12738.5,-2710.3554999999997,None,SE_3,2026-04-23
2026-01-06 09:00:00+00:00,0.9,1750.16875,6805.0,895.87975,16.54625,488.334,9956.82875,0.0,0.0,13031.75,9956.82875,13031.75,-3074.9212499999994,None,SE_3,2026-04-23
2026-01-06 10:00:00+00:00,1.2,1749.90225,6806.0,900.2435,26.39,413.06275,9896.798499999999,0.0,0.0,13271.25,9896.798499999999,13271.25,-3374.451500000001,None,SE_3,2026-04-23
2026-01-06 11:00:00+00:00,1.2,1751.30275,6806.0,900.4784999999999,29.3675,369.72325,9858.072,0.0,0.0,13400.0,9858.072,13400.0,-3541.928,None,SE_3,2026-04-23
2026-01-06 12:00:00+00:00,1.0,1752.3955,6805.0,896.89375,20.50775,361.70124999999996,9837.49825,0.0,0.0,13463.25,9837.49825,13463.25,-3625.7517499999994,None,SE_3,2026-04-23
2026-01-06 13:00:00+00:00,0.9,1752.232,6804.0,893.86275,7.0195,367.03725,9825.0515,0.0,0.0,13532.5,9825.0515,13532.5,-3707.4485000000004,None,SE_3,2026-04-23
2026-01-06 14:00:00+00:00,0.6,1754.0594999999998,6804.0,890.7795,0.408,388.2345,9838.0815,0.0,0.0,13660.75,9838.0815,13660.75,-3822.6684999999998,None,SE_3,2026-04-23
