,Fossil Gas,Hydro Water Reservoir,Nuclear,Other,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-18 13:00:00+00:00,0.4,1427.23175,6758.0,885.481,13.44375,261.17475,9345.73125,0.0,0.0,12253.0,9345.73125,12253.0,-2907.2687499999993,None,SE_3,2026-04-23
2026-01-18 14:00:00+00:00,0.4,1553.7692499999998,6510.0,893.2742499999999,2.97825,319.01925,9279.440999999999,0.0,0.0,12568.25,9279.440999999999,12568.25,-3288.809000000001,None,SE_3,2026-04-23
2026-01-18 15:00:00+00:00,0.8,1567.858,6153.0,895.4367500000001,0.4655,389.4625,9007.02275,0.0,0.0,12556.5,9007.02275,12556.5,-3549.47725,None,SE_3,2026-04-23
2026-01-18 16:00:00+00:00,1.2,1644.00675,6055.0,897.2515,0.62125,470.18525,9068.26475,0.0,0.0,12651.75,9068.26475,12651.75,-3583.4852499999997,None,SE_3,2026-04-23
2026-01-18 17:00:00+00:00,0.8,1677.8795,6057.0,898.9765,0.549,546.082,9181.287000000002,0.0,0.0,12672.25,9181.287000000002,12672.25,-3490.962999999998,None,SE_3,2026-04-23
2026-01-18 18:00:00+00:00,0.4,1566.90625,6057.0,897.64475,0.37175,577.78125,9100.104,0.0,0.0,12330.25,9100.104,12330.25,-3230.1460000000006,None,SE_3,2026-04-23
2026-01-18 19:00:00+00:00,0.4,1547.163,6057.0,893.71775,0.363,610.37125,9109.015,0.0,0.0,12111.0,9109.015,12111.0,-3001.9850000000006,None,SE_3,2026-04-23
2026-01-18 20:00:00+00:00,0.4,1470.866,6055.0,895.3445,0.1625,645.1965,9066.9695,0.0,0.0,11819.0,9066.9695,11819.0,-2752.0305000000008,None,SE_3,2026-04-23
2026-01-18 21:00:00+00:00,0.4,1458.2930000000001,6056.0,890.527,0.16699999999999998,642.256,9047.643,0.0,0.0,11368.0,9047.643,11368.0,-2320.357,None,SE_3,2026-04-23
2026-01-18 22:00:00+00:00,0.4,1461.29575,6056.0,884.567,0.15525,633.26475,9035.68275,0.0,0.0,10958.5,9035.68275,10958.5,-1922.81725,None,SE_3,2026-04-23
2026-01-18 23:00:00+00:00,0.4,1454.52375,6641.0,875.3362500000001,0.131,605.0,9576.391,0.0,0.0,11399.25,9576.391,11399.25,-1822.8590000000004,None,SE_3,2026-04-23
2026-01-19 00:00:00+00:00,0.4,1461.0445,6640.0,872.4795,0.133,548.1115,9522.1685,0.0,0.0,11281.75,9522.1685,11281.75,-1759.5815000000002,None,SE_3,2026-04-23
2026-01-19 01:00:00+00:00,0.4,1461.94625,6640.0,872.5585,0.13175,528.468,9503.504500000001,0.0,0.0,11009.0,9503.504500000001,11009.0,-1505.495499999999,None,SE_3,2026-04-23
2026-01-19 02:00:00+00:00,0.4,1490.133,6640.0,880.86375,0.1285,518.6904999999999,9530.215750000001,0.0,0.0,10896.75,9530.215750000001,10896.75,-1366.5342499999988,None,SE_3,2026-04-23
2026-01-19 03:00:00+00:00,0.4,1503.22875,6616.0,880.8820000000001,0.128,519.36225,9520.001,0.0,0.0,10808.0,9520.001,10808.0,-1287.9989999999998,None,SE_3,2026-04-23
2026-01-19 04:00:00+00:00,0.4,1506.6875,6466.0,898.75775,0.1245,530.61675,9402.5865,0.0,0.0,10992.5,9402.5865,10992.5,-1589.9135000000006,None,SE_3,2026-04-23
2026-01-19 05:00:00+00:00,0.4,1577.00575,6541.0,933.5052499999999,0.12425,519.64125,9571.676500000001,0.0,0.0,12118.75,9571.676500000001,12118.75,-2547.0734999999986,None,SE_3,2026-04-23
2026-01-19 06:00:00+00:00,0.4,1720.58725,6542.0,951.1845000000001,0.38175000000000003,503.56775,9718.12125,0.0,0.0,13049.75,9718.12125,13049.75,-3331.62875,None,SE_3,2026-04-23
2026-01-19 07:00:00+00:00,0.4,1745.10825,6587.0,954.683,2.04375,480.46725000000004,9769.70225,0.0,0.0,13463.0,9769.70225,13463.0,-3693.2977499999997,None,SE_3,2026-04-23
2026-01-19 08:00:00+00:00,0.6,1796.94,6634.0,961.13625,13.3285,465.09575,9871.1005,0.0,0.0,13519.0,9871.1005,13519.0,-3647.8994999999995,None,SE_3,2026-04-23
2026-01-19 09:00:00+00:00,1.1,1705.2440000000001,6644.5,968.658,32.77025,409.60625,9761.8785,0.0,0.0,13386.75,9761.8785,13386.75,-3624.8714999999993,None,SE_3,2026-04-23
2026-01-19 10:00:00+00:00,0.8,1604.492,6674.5,969.312,50.025,338.379,9637.508,0.0,0.0,13234.75,9637.508,13234.75,-3597.242,None,SE_3,2026-04-23
2026-01-19 11:00:00+00:00,0.4,1627.28375,6674.0,966.369,56.43425,274.69425,9599.181250000001,0.0,0.0,13242.0,9599.181250000001,13242.0,-3642.8187499999985,None,SE_3,2026-04-23
2026-01-19 12:00:00+00:00,0.5,1616.58625,6673.0,963.09925,54.226,228.96825,9536.37975,0.0,0.0,12993.25,9536.37975,12993.25,-3456.87025,None,SE_3,2026-04-23
2026-01-19 13:00:00+00:00,0.4,1727.42275,6673.0,955.83725,26.536749999999998,234.6105,9617.80725,0.0,0.0,13043.0,9617.80725,13043.0,-3425.19275,None,SE_3,2026-04-23
2026-01-19 14:00:00+00:00,0.4,1746.9655,6672.0,967.13225,7.03775,265.64025,9659.17575,0.0,0.0,13054.75,9659.17575,13054.75,-3395.5742499999997,None,SE_3,2026-04-23
2026-01-19 15:00:00+00:00,0.8,1756.13925,6671.0,986.9935,0.65625,309.96725000000004,9725.55625,0.0,0.0,13507.5,9725.55625,13507.5,-3781.9437500000004,None,SE_3,2026-04-23
2026-01-19 16:00:00+00:00,0.9,1795.2465,6667.0,988.15075,0.73075,342.126,9794.154000000002,0.0,0.0,13646.5,9794.154000000002,13646.5,-3852.3459999999977,None,SE_3,2026-04-23
2026-01-19 17:00:00+00:00,0.5,1795.08475,6667.0,998.7915,0.6587500000000001,338.45525,9800.490249999999,0.0,0.0,13430.75,9800.490249999999,13430.75,-3630.259750000001,None,SE_3,2026-04-23
2026-01-19 18:00:00+00:00,0.4,1790.41625,6668.0,997.549,0.1235,354.774,9811.262749999998,0.0,0.0,13242.0,9811.262749999998,13242.0,-3430.737250000002,None,SE_3,2026-04-23
2026-01-19 19:00:00+00:00,0.4,1746.12525,6670.0,990.29325,0.121,352.75350000000003,9759.693000000001,0.0,0.0,12904.0,9759.693000000001,12904.0,-3144.306999999999,None,SE_3,2026-04-23
2026-01-19 20:00:00+00:00,0.4,1676.36525,6670.0,983.44325,0.11825,344.909,9675.23575,0.0,0.0,12379.25,9675.23575,12379.25,-2704.01425,None,SE_3,2026-04-23
2026-01-19 21:00:00+00:00,0.4,1570.798,6722.5,978.87475,0.1175,349.4935,9622.18375,0.0,0.0,12015.25,9622.18375,12015.25,-2393.06625,None,SE_3,2026-04-23
2026-01-19 22:00:00+00:00,0.4,1539.44975,6740.0,978.5047500000001,0.1175,358.535,9617.007,0.0,0.0,11639.5,9617.007,11639.5,-2022.4930000000004,None,SE_3,2026-04-23
2026-01-19 23:00:00+00:00,0.4,1602.38425,6742.0,975.694,0.121,302.86775,9623.466999999999,0.0,0.0,11226.0,9623.466999999999,11226.0,-1602.5330000000013,None,SE_3,2026-04-23
2026-01-20 00:00:00+00:00,0.4,1617.074,6743.0,978.22675,0.1195,331.615,9670.43525,0.0,0.0,10944.5,9670.43525,10944.5,-1274.0647499999995,None,SE_3,2026-04-23
2026-01-20 01:00:00+00:00,0.4,1607.9915,6741.0,979.6514999999999,0.11625,313.2025,9642.361749999998,0.0,0.0,10969.5,9642.361749999998,10969.5,-1327.1382500000018,None,SE_3,2026-04-23
2026-01-20 02:00:00+00:00,0.4,1579.65575,6742.0,983.21775,0.1135,282.45325,9587.84025,0.0,0.0,10878.5,9587.84025,10878.5,-1290.6597500000007,None,SE_3,2026-04-23
2026-01-20 03:00:00+00:00,0.4,1580.3567500000001,6862.0,979.62075,0.5385,257.28049999999996,9680.196500000002,0.0,0.0,10871.0,9680.196500000002,10871.0,-1190.8034999999982,None,SE_3,2026-04-23
2026-01-20 04:00:00+00:00,0.4,1620.725,6862.0,984.3825,0.5665,232.6115,9700.685500000001,0.0,0.0,11126.75,9700.685500000001,11126.75,-1426.0644999999986,None,SE_3,2026-04-23
2026-01-20 05:00:00+00:00,0.4,1689.40375,6862.0,986.44375,0.5654999999999999,209.9435,9748.7565,0.0,0.0,12098.25,9748.7565,12098.25,-2349.4935000000005,None,SE_3,2026-04-23
2026-01-20 06:00:00+00:00,0.4,1745.828,6861.0,990.7045,0.59,183.872,9782.394499999999,0.0,0.0,12930.75,9782.394499999999,12930.75,-3148.3555000000015,None,SE_3,2026-04-23
2026-01-20 07:00:00+00:00,0.4,1736.174,6860.0,989.44375,1.8955,153.31275,9741.226,0.0,0.0,13119.5,9741.226,13119.5,-3378.2739999999994,None,SE_3,2026-04-23
2026-01-20 08:00:00+00:00,0.8,1735.42075,6858.0,1012.20375,14.10225,128.64125,9749.168000000001,0.0,0.0,13233.75,9749.168000000001,13233.75,-3484.5819999999985,None,SE_3,2026-04-23
2026-01-20 09:00:00+00:00,1.2,1737.73425,6862.0,1011.97075,32.22175,108.5495,9753.67625,0.0,0.0,13349.0,9753.67625,13349.0,-3595.3237499999996,None,SE_3,2026-04-23
2026-01-20 10:00:00+00:00,1.0,1711.64,6863.0,1015.1685,46.272,99.55275,9736.63325,0.0,0.0,13413.75,9736.63325,13413.75,-3677.1167499999992,None,SE_3,2026-04-23
2026-01-20 11:00:00+00:00,0.8,1704.88475,6862.0,1014.73225,47.99125,98.94525,9729.353500000001,0.0,0.0,13502.25,9729.353500000001,13502.25,-3772.896499999999,None,SE_3,2026-04-23
2026-01-20 12:00:00+00:00,0.8,1693.6012500000002,6862.0,1012.838,36.2275,105.1885,9710.655250000002,0.0,0.0,13400.25,9710.655250000002,13400.25,-3689.5947499999984,None,SE_3,2026-04-23
2026-01-20 13:00:00+00:00,0.4,1700.56525,6862.0,1010.155,19.42725,128.25225,9720.799750000002,0.0,0.0,13320.25,9720.799750000002,13320.25,-3599.450249999998,None,SE_3,2026-04-23
2026-01-20 14:00:00+00:00,0.4,1712.8094999999998,6929.5,1007.25125,4.37875,175.76875,9830.10825,0.0,0.0,13529.0,9830.10825,13529.0,-3698.8917500000007,None,SE_3,2026-04-23
2026-01-20 15:00:00+00:00,0.8,1744.72125,6952.0,1011.152,0.74075,200.75275,9910.16675,0.0,0.0,13622.5,9910.16675,13622.5,-3712.3332499999997,None,SE_3,2026-04-23
2026-01-20 16:00:00+00:00,1.3,1745.938,6952.0,1011.13325,0.719,236.20575,9947.295999999998,0.0,0.0,13925.75,9947.295999999998,13925.75,-3978.4540000000015,None,SE_3,2026-04-23
2026-01-20 17:00:00+00:00,0.7,1718.5405,6952.0,1012.0427500000001,0.66125,263.05925,9947.00375,0.0,0.0,13797.0,9947.00375,13797.0,-3849.99625,None,SE_3,2026-04-23
2026-01-20 18:00:00+00:00,0.4,1704.453,6951.0,981.45475,0.6105,304.00775,9941.926000000001,0.0,0.0,13499.0,9941.926000000001,13499.0,-3557.0739999999987,None,SE_3,2026-04-23
2026-01-20 19:00:00+00:00,0.4,1746.20775,6951.0,982.20775,0.59075,336.13775,10016.543999999998,0.0,0.0,13351.25,10016.543999999998,13351.25,-3334.706000000002,None,SE_3,2026-04-23
2026-01-20 20:00:00+00:00,0.4,1690.47425,6952.0,976.31575,0.109,366.7895,9986.088500000002,0.0,0.0,12854.0,9986.088500000002,12854.0,-2867.9114999999983,None,SE_3,2026-04-23
2026-01-20 21:00:00+00:00,0.4,1638.79775,6953.0,966.084,0.10575,387.71725000000004,9946.10475,0.0,0.0,12368.0,9946.10475,12368.0,-2421.8952499999996,None,SE_3,2026-04-23
2026-01-20 22:00:00+00:00,0.4,1624.8867500000001,6952.0,968.3109999999999,0.10675,448.35525,9994.05975,0.0,0.0,11917.0,9994.05975,11917.0,-1922.9402499999997,None,SE_3,2026-04-23
2026-01-20 23:00:00+00:00,0.4,1585.13,6978.0,935.395,0.10875,508.9125,10007.94625,0.0,0.0,11636.25,10007.94625,11636.25,-1628.3037499999991,None,SE_3,2026-04-23
2026-01-21 00:00:00+00:00,0.4,1610.791,6977.0,966.2505,0.11,515.5355,10070.087000000001,0.0,0.0,11433.0,10070.087000000001,11433.0,-1362.9129999999986,None,SE_3,2026-04-23
2026-01-21 01:00:00+00:00,0.4,1606.67725,6977.0,969.6955,0.10925,563.7004999999999,10117.5825,0.0,0.0,11422.0,10117.5825,11422.0,-1304.4174999999996,None,SE_3,2026-04-23
2026-01-21 02:00:00+00:00,0.4,1608.6045,6977.0,965.84175,0.10475,637.83725,10189.78825,0.0,0.0,11479.0,10189.78825,11479.0,-1289.2117500000004,None,SE_3,2026-04-23
2026-01-21 03:00:00+00:00,0.4,1609.214,6977.0,967.2035,0.104,715.8797500000001,10269.801249999999,0.0,0.0,11639.0,10269.801249999999,11639.0,-1369.1987500000014,None,SE_3,2026-04-23
2026-01-21 04:00:00+00:00,0.4,1617.376,7000.5,969.736,0.104,774.46825,10362.58425,0.0,0.0,11901.75,10362.58425,11901.75,-1539.1657500000001,None,SE_3,2026-04-23
2026-01-21 05:00:00+00:00,0.4,1710.82675,7007.0,988.85475,0.10525,806.30575,10513.4925,0.0,0.0,12890.5,10513.4925,12890.5,-2377.0074999999997,None,SE_3,2026-04-23
2026-01-21 06:00:00+00:00,0.4,1786.45225,7022.0,1003.6645,0.312,840.773,10653.60175,0.0,0.0,13809.5,10653.60175,13809.5,-3155.89825,None,SE_3,2026-04-23
2026-01-21 07:00:00+00:00,0.4,1801.532,7027.0,1027.91725,0.9532499999999999,852.67975,10710.482250000001,0.0,0.0,13950.75,10710.482250000001,13950.75,-3240.267749999999,None,SE_3,2026-04-23
2026-01-21 08:00:00+00:00,0.8,1802.152,7026.0,1027.51025,4.8225,866.11725,10727.401999999998,0.0,0.0,14010.0,10727.401999999998,14010.0,-3282.598000000002,None,SE_3,2026-04-23
2026-01-21 09:00:00+00:00,1.2,1775.245,7028.0,1039.533,12.23125,926.1985,10782.40775,0.0,0.0,14091.25,10782.40775,14091.25,-3308.8422499999997,None,SE_3,2026-04-23
2026-01-21 10:00:00+00:00,1.0,1737.01475,7029.0,1050.92775,17.53,1000.88225,10836.354750000002,0.0,0.0,14285.75,10836.354750000002,14285.75,-3449.3952499999978,None,SE_3,2026-04-23
2026-01-21 11:00:00+00:00,0.8,1728.67525,7028.0,1046.47275,19.76625,1073.021,10896.735250000002,0.0,0.0,14452.5,10896.735250000002,14452.5,-3555.7647499999985,None,SE_3,2026-04-23
2026-01-21 12:00:00+00:00,0.8,1728.6565,7027.0,1005.09,13.228,1147.4625,10922.237,0.0,0.0,14229.5,10922.237,14229.5,-3307.263000000001,None,SE_3,2026-04-23
2026-01-21 13:00:00+00:00,0.4,1770.9395,7028.0,1010.21025,7.124750000000001,1203.3115,11019.986,0.0,0.0,14227.25,11019.986,14227.25,-3207.263999999999,None,SE_3,2026-04-23
2026-01-21 14:00:00+00:00,0.4,1783.981,7027.0,1039.6915,1.50875,1298.7845,11151.365749999999,0.0,0.0,14337.25,11151.365749999999,14337.25,-3185.884250000001,None,SE_3,2026-04-23
2026-01-21 15:00:00+00:00,0.8,1799.7269999999999,7028.0,1055.211,0.548,1381.2984999999999,11265.5845,0.0,0.0,14453.5,11265.5845,14453.5,-3187.915499999999,None,SE_3,2026-04-23
2026-01-21 16:00:00+00:00,1.3,1799.476,7028.0,1056.9125,0.61,1494.83075,11381.129250000002,0.0,0.0,14787.25,11381.129250000002,14787.25,-3406.120749999998,None,SE_3,2026-04-23
2026-01-21 17:00:00+00:00,0.7,1778.098,7029.0,1027.56675,0.53425,1570.79375,11406.692750000002,0.0,0.0,14425.75,11406.692750000002,14425.75,-3019.057249999998,None,SE_3,2026-04-23
2026-01-21 18:00:00+00:00,0.4,1758.4917500000001,7029.0,1028.61275,0.106,1631.98325,11448.59375,0.0,0.0,14055.75,11448.59375,14055.75,-2607.15625,None,SE_3,2026-04-23
2026-01-21 19:00:00+00:00,0.4,1664.40925,7029.0,1006.9415,0.1035,1692.7155,11393.56975,0.0,0.0,13496.0,11393.56975,13496.0,-2102.4302499999994,None,SE_3,2026-04-23
2026-01-21 20:00:00+00:00,0.4,1613.7675,7029.0,994.06575,0.1035,1845.15875,11482.495499999999,0.0,0.0,13090.5,11482.495499999999,13090.5,-1608.004500000001,None,SE_3,2026-04-23
2026-01-21 21:00:00+00:00,0.4,1594.71775,7029.0,984.434,0.103,1964.6305,11573.285249999997,0.0,0.0,12471.0,11573.285249999997,12471.0,-897.7147500000028,None,SE_3,2026-04-23
2026-01-21 22:00:00+00:00,0.4,1578.154,7029.0,971.5509999999999,0.10325,2059.41575,11638.624,0.0,0.0,12160.75,11638.624,12160.75,-522.1260000000002,None,SE_3,2026-04-23
2026-01-21 23:00:00+00:00,0.4,1512.94425,7029.0,957.32875,0.106,2083.74325,11583.52225,0.0,0.0,11701.5,11583.52225,11701.5,-117.97775000000001,None,SE_3,2026-04-23
2026-01-22 00:00:00+00:00,0.4,1462.6215,7030.0,934.0867499999999,0.108,2213.4935,11640.709750000002,0.0,0.0,11599.75,11640.709750000002,11599.75,40.959750000001804,None,SE_3,2026-04-23
2026-01-22 01:00:00+00:00,0.4,1463.62275,7025.0,935.0235,0.10725,2190.337,11614.490499999998,0.0,0.0,11379.75,11614.490499999998,11379.75,234.74049999999806,None,SE_3,2026-04-23
2026-01-22 02:00:00+00:00,0.4,1462.757,7011.0,939.01475,0.10375,2228.1985,11641.474,0.0,0.0,11333.75,11641.474,11333.75,307.72400000000016,None,SE_3,2026-04-23
2026-01-22 03:00:00+00:00,0.4,1462.21875,7010.0,915.3050000000001,0.603,2239.95075,11628.477499999999,0.0,0.0,11285.25,11628.477499999999,11285.25,343.22749999999905,None,SE_3,2026-04-23
2026-01-22 04:00:00+00:00,0.4,1467.06175,7011.0,920.4105,0.553,2270.811,11670.23625,0.0,0.0,11592.75,11670.23625,11592.75,77.48624999999993,None,SE_3,2026-04-23
2026-01-22 05:00:00+00:00,0.4,1637.4615,7008.0,938.946,0.60325,2311.88125,11897.292,0.0,0.0,12494.25,11897.292,12494.25,-596.9580000000005,None,SE_3,2026-04-23
2026-01-22 06:00:00+00:00,0.4,1741.105,7007.0,964.83725,0.61,2386.86975,12100.822000000002,0.0,0.0,13547.25,12100.822000000002,13547.25,-1446.427999999998,None,SE_3,2026-04-23
2026-01-22 07:00:00+00:00,0.4,1759.741,7007.0,957.3665,1.13025,2330.3725,12056.01025,0.0,0.0,13659.25,12056.01025,13659.25,-1603.2397500000006,None,SE_3,2026-04-23
2026-01-22 08:00:00+00:00,0.4,1756.725,7007.0,960.2905,5.58425,2430.37025,12160.369999999999,0.0,0.0,13921.5,12160.369999999999,13921.5,-1761.130000000001,None,SE_3,2026-04-23
2026-01-22 09:00:00+00:00,0.6,1697.09975,7007.0,963.68775,14.38275,2406.63675,12089.407000000001,0.0,0.0,14019.0,12089.407000000001,14019.0,-1929.592999999999,None,SE_3,2026-04-23
2026-01-22 10:00:00+00:00,0.9,1627.8625,7002.0,957.0282500000001,24.447499999999998,2287.05575,11899.294,0.0,0.0,13969.75,11899.294,13969.75,-2070.456,None,SE_3,2026-04-23
2026-01-22 11:00:00+00:00,1.0,1627.63875,7017.0,949.8340000000001,27.34775,2255.1839999999997,11878.004500000001,0.0,0.0,13981.25,11878.004500000001,13981.25,-2103.245499999999,None,SE_3,2026-04-23
2026-01-22 12:00:00+00:00,0.9,1628.9565,7018.0,949.27775,20.594,2256.8375,11874.565749999998,0.0,0.0,13861.75,11874.565749999998,13861.75,-1987.184250000002,None,SE_3,2026-04-23
2026-01-22 13:00:00+00:00,0.5,1664.411,7019.0,967.46675,11.18675,2266.89075,11929.45525,0.0,0.0,13852.0,11929.45525,13852.0,-1922.544749999999,None,SE_3,2026-04-23
2026-01-22 14:00:00+00:00,0.4,1726.26525,7018.0,972.698,2.04175,2269.08725,11988.492250000001,0.0,0.0,13987.0,11988.492250000001,13987.0,-1998.5077499999989,None,SE_3,2026-04-23
2026-01-22 15:00:00+00:00,0.8,1754.24475,7018.0,985.445,0.634,2276.08,12035.20375,0.0,0.0,14151.75,12035.20375,14151.75,-2116.5462499999994,None,SE_3,2026-04-23
2026-01-22 16:00:00+00:00,1.3,1757.032,7017.0,996.87125,0.71175,2287.3755,12060.290500000001,0.0,0.0,14320.25,12060.290500000001,14320.25,-2259.959499999999,None,SE_3,2026-04-23
2026-01-22 17:00:00+00:00,0.8,1755.80675,7017.0,1017.59875,0.6597500000000001,2314.0685,12105.933749999998,0.0,0.0,14250.5,12105.933749999998,14250.5,-2144.5662500000017,None,SE_3,2026-04-23
2026-01-22 18:00:00+00:00,0.4,1735.3645000000001,7018.0,1018.4304999999999,0.60625,2289.29575,12062.097000000002,0.0,0.0,13920.25,12062.097000000002,13920.25,-1858.1529999999984,None,SE_3,2026-04-23
2026-01-22 19:00:00+00:00,0.4,1733.194,7018.0,1022.00725,0.5785,2234.17475,12008.354500000001,0.0,0.0,13570.0,12008.354500000001,13570.0,-1561.6454999999987,None,SE_3,2026-04-23
2026-01-22 20:00:00+00:00,0.4,1690.4505,7019.0,1007.5685,0.103,2193.07725,11910.59925,0.0,0.0,13040.25,11910.59925,13040.25,-1129.6507500000007,None,SE_3,2026-04-23
2026-01-22 21:00:00+00:00,0.4,1637.51075,7018.0,997.7245,0.103,2179.716,11833.454249999999,0.0,0.0,12566.0,11833.454249999999,12566.0,-732.5457500000011,None,SE_3,2026-04-23
2026-01-22 22:00:00+00:00,0.4,1589.83025,7019.0,997.45275,0.10325,2155.0460000000003,11761.832250000001,0.0,0.0,12077.75,11761.832250000001,12077.75,-315.9177499999987,None,SE_3,2026-04-23
2026-01-22 23:00:00+00:00,0.4,1605.83575,7000.0,982.3205,0.116,2151.1075,11739.77975,0.0,0.0,11669.25,11739.77975,11669.25,70.5297499999997,None,SE_3,2026-04-23
2026-01-23 00:00:00+00:00,0.4,1605.3885,7000.0,966.4835,0.1115,2118.9995,11691.383000000002,0.0,0.0,11505.0,11691.383000000002,11505.0,186.38300000000163,None,SE_3,2026-04-23
2026-01-23 01:00:00+00:00,0.4,1571.8815,6999.0,959.68475,0.11,2110.559,11641.635250000003,0.0,0.0,11325.75,11641.635250000003,11325.75,315.885250000003,None,SE_3,2026-04-23
2026-01-23 02:00:00+00:00,0.4,1570.046,7002.0,959.6105,0.111,2087.4665,11619.634000000002,0.0,0.0,11319.5,11619.634000000002,11319.5,300.13400000000183,None,SE_3,2026-04-23
2026-01-23 03:00:00+00:00,0.4,1573.743,7003.0,970.57925,0.112,2095.36,11643.19425,0.0,0.0,11328.5,11643.19425,11328.5,314.69425000000047,None,SE_3,2026-04-23
2026-01-23 04:00:00+00:00,0.4,1606.4675,7002.0,972.92225,0.114,2077.7105,11659.614249999999,0.0,0.0,11644.25,11659.614249999999,11644.25,15.36424999999872,None,SE_3,2026-04-23
2026-01-23 05:00:00+00:00,0.4,1649.42725,7001.0,990.92625,0.1295,2067.4615,11709.3445,0.0,0.0,12715.25,11709.3445,12715.25,-1005.9055000000008,None,SE_3,2026-04-23
2026-01-23 06:00:00+00:00,0.8,1770.0117500000001,7001.0,1032.915,0.384,2017.067,11822.177750000003,0.0,0.0,13599.5,11822.177750000003,13599.5,-1777.3222499999974,None,SE_3,2026-04-23
2026-01-23 07:00:00+00:00,1.0,1799.0,7001.0,1022.931,1.025,1970.121,11795.077000000001,0.0,0.0,13803.75,11795.077000000001,13803.75,-2008.6729999999989,None,SE_3,2026-04-23
2026-01-23 08:00:00+00:00,0.4,1797.7375000000002,7001.0,1076.24125,8.34775,1909.325,11793.051500000001,0.0,0.0,13927.0,11793.051500000001,13927.0,-2133.9484999999986,None,SE_3,2026-04-23
2026-01-23 09:00:00+00:00,0.6,1787.82225,7003.0,1086.632,18.73125,1847.74025,11744.52575,0.0,0.0,14175.25,11744.52575,14175.25,-2430.7242499999993,None,SE_3,2026-04-23
2026-01-23 10:00:00+00:00,0.9,1744.97025,7002.0,1090.46525,28.98125,1777.01975,11644.3365,0.0,0.0,14182.0,11644.3365,14182.0,-2537.6635000000006,None,SE_3,2026-04-23
2026-01-23 11:00:00+00:00,1.1,1729.984,7001.0,1097.3255,31.31775,1673.05475,11533.781999999997,0.0,0.0,14247.0,11533.781999999997,14247.0,-2713.2180000000026,None,SE_3,2026-04-23
2026-01-23 12:00:00+00:00,0.9,1731.7165,7000.0,1102.1355,25.94825,1631.25675,11491.957,0.0,0.0,14023.5,11491.957,14023.5,-2531.5429999999997,None,SE_3,2026-04-23
2026-01-23 13:00:00+00:00,0.6,1734.7645,7000.0,1016.472,13.541,1549.127,11314.5045,0.0,0.0,13767.25,11314.5045,13767.25,-2452.745500000001,None,SE_3,2026-04-23
2026-01-23 14:00:00+00:00,0.4,1767.00575,7001.0,1021.921,2.352,1600.887,11393.565750000002,0.0,0.0,13719.75,11393.565750000002,13719.75,-2326.1842499999984,None,SE_3,2026-04-23
2026-01-23 15:00:00+00:00,1.5,1770.85675,7001.0,998.7795,0.5854999999999999,1608.24825,11380.97,0.0,0.0,13840.5,11380.97,13840.5,-2459.5300000000007,None,SE_3,2026-04-23
2026-01-23 16:00:00+00:00,1.7,1778.09275,7001.0,1027.44225,0.68775,1595.7565,11404.67925,0.0,0.0,13833.0,11404.67925,13833.0,-2428.3207500000008,None,SE_3,2026-04-23
2026-01-23 17:00:00+00:00,0.8,1777.6125,7002.0,1029.36475,0.537,1546.41025,11356.7245,0.0,0.0,13508.5,11356.7245,13508.5,-2151.7754999999997,None,SE_3,2026-04-23
2026-01-23 18:00:00+00:00,0.4,1767.39925,7002.0,1020.10125,0.1125,1504.0565000000001,11294.0695,0.0,0.0,13056.5,11294.0695,13056.5,-1762.4305000000004,None,SE_3,2026-04-23
2026-01-23 19:00:00+00:00,0.4,1762.1747500000001,7002.0,1007.61875,0.1115,1459.07625,11231.38125,0.0,0.0,12531.5,11231.38125,12531.5,-1300.1187499999996,None,SE_3,2026-04-23
2026-01-23 20:00:00+00:00,0.4,1753.0515,7004.0,1000.822,0.1095,1440.069,11198.452,0.0,0.0,12159.75,11198.452,12159.75,-961.2980000000007,None,SE_3,2026-04-23
2026-01-23 21:00:00+00:00,0.4,1715.019,7003.0,1005.00225,0.1065,1391.37025,11114.898,0.0,0.0,11963.75,11114.898,11963.75,-848.8520000000008,None,SE_3,2026-04-23
2026-01-23 22:00:00+00:00,0.4,1596.9434999999999,7004.0,986.97625,0.10325,1337.13025,10925.553249999999,0.0,0.0,11493.0,10925.553249999999,11493.0,-567.446750000001,None,SE_3,2026-04-23
2026-01-23 23:00:00+00:00,0.4,1510.85075,7006.0,972.15825,0.10725,1248.2082500000001,10737.724499999998,0.0,0.0,11377.5,10737.724499999998,11377.5,-639.7755000000016,None,SE_3,2026-04-23
2026-01-24 00:00:00+00:00,0.2,1496.35575,7005.0,969.09175,0.108,1177.859,10648.6145,0.0,0.0,11438.5,10648.6145,11438.5,-789.8855000000003,None,SE_3,2026-04-23
2026-01-24 01:00:00+00:00,0.3,1557.5035,7005.0,975.71825,0.107,1141.4185,10680.04725,0.0,0.0,11175.75,10680.04725,11175.75,-495.7027500000004,None,SE_3,2026-04-23
2026-01-24 02:00:00+00:00,0.4,1499.3165,7005.0,974.34975,0.107,1120.17575,10599.349,0.0,0.0,11129.5,10599.349,11129.5,-530.1509999999998,None,SE_3,2026-04-23
2026-01-24 03:00:00+00:00,0.3,1481.989,7004.0,969.20625,0.307,1097.9835,10553.785750000001,0.0,0.0,11174.75,10553.785750000001,11174.75,-620.9642499999991,None,SE_3,2026-04-23
