,Fossil Brown coal/Lignite,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other renewable,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,749.59,57.04,354.9,0.0,0.0,0.0,1161.53,0.44,0.0,1037.72,1161.97,1037.72,124.25,None,BA,2026-04-23
2026-01-01 01:00:00+00:00,750.72,24.17,333.6,0.0,0.0,0.0,1108.49,0.44,0.0,955.17,1108.93,955.17,153.7600000000001,None,BA,2026-04-23
2026-01-01 02:00:00+00:00,756.72,24.01,316.94,0.0,0.0,0.0,1097.67,0.44,0.0,930.8,1098.1100000000001,930.8,167.31000000000017,None,BA,2026-04-23
2026-01-01 03:00:00+00:00,760.18,24.0,313.77,0.0,0.0,0.0,1097.9499999999998,0.44,0.0,917.47,1098.3899999999999,917.47,180.91999999999985,None,BA,2026-04-23
2026-01-01 04:00:00+00:00,756.33,23.57,327.0,0.0,0.0,0.0,1106.9,0.44,0.0,974.23,1107.3400000000001,974.23,133.11000000000013,None,BA,2026-04-23
2026-01-01 05:00:00+00:00,752.83,25.16,336.77,0.0,0.0,0.0,1114.76,0.44,0.0,1014.22,1115.2,1014.22,100.98000000000002,None,BA,2026-04-23
2026-01-01 06:00:00+00:00,754.7,26.1,316.41,0.0,1.98,0.0,1099.19,0.44,0.0,1138.11,1099.63,1138.11,-38.47999999999979,None,BA,2026-04-23
2026-01-01 07:00:00+00:00,749.89,55.02,310.29,0.0,22.46,0.0,1137.66,0.44,0.0,1326.0,1138.1000000000001,1326.0,-187.89999999999986,None,BA,2026-04-23
2026-01-01 08:00:00+00:00,747.95,63.13,253.56,0.0,44.13,0.0,1108.7700000000002,0.44,0.0,1351.15,1109.2100000000003,1351.15,-241.93999999999983,None,BA,2026-04-23
2026-01-01 09:00:00+00:00,753.94,80.9,210.73,0.0,49.2,0.0,1094.77,0.44,0.0,1223.41,1095.21,1223.41,-128.20000000000005,None,BA,2026-04-23
2026-01-01 10:00:00+00:00,754.62,69.65,222.15,0.0,44.31,4.98,1095.71,0.44,0.0,1115.81,1096.15,1115.81,-19.659999999999854,None,BA,2026-04-23
2026-01-01 11:00:00+00:00,760.55,79.12,239.11,0.0,48.62,6.23,1133.6299999999999,0.44,0.0,1109.48,1134.07,1109.48,24.589999999999918,None,BA,2026-04-23
2026-01-01 12:00:00+00:00,757.09,54.87,251.39,0.0,39.13,0.0,1102.48,0.44,0.0,1087.88,1102.92,1087.88,15.039999999999964,None,BA,2026-04-23
2026-01-01 13:00:00+00:00,747.11,70.71,315.68,0.0,24.6,0.0,1158.1,0.44,0.0,1114.21,1158.54,1114.21,44.32999999999993,None,BA,2026-04-23
2026-01-01 14:00:00+00:00,752.32,69.52,500.26,0.0,7.34,0.0,1329.4399999999998,0.44,0.0,1206.65,1329.8799999999999,1206.65,123.22999999999979,None,BA,2026-04-23
2026-01-01 15:00:00+00:00,754.96,68.49,615.22,0.0,0.12,14.62,1453.4099999999999,0.44,0.0,1370.85,1453.85,1370.85,83.0,None,BA,2026-04-23
2026-01-01 16:00:00+00:00,747.74,70.99,680.74,0.0,0.0,13.76,1513.23,0.44,0.0,1433.67,1513.67,1433.67,80.0,None,BA,2026-04-23
2026-01-01 17:00:00+00:00,749.05,71.12,671.23,0.0,0.0,22.43,1513.8300000000002,0.44,0.0,1420.87,1514.2700000000002,1420.87,93.40000000000032,None,BA,2026-04-23
2026-01-01 18:00:00+00:00,769.45,69.82,630.45,0.0,0.0,24.15,1493.8700000000001,0.44,0.0,1394.04,1494.3100000000002,1394.04,100.27000000000021,None,BA,2026-04-23
2026-01-01 19:00:00+00:00,769.66,82.94,579.6,0.0,0.0,30.74,1462.9399999999998,0.44,0.0,1314.11,1463.3799999999999,1314.11,149.26999999999998,None,BA,2026-04-23
2026-01-01 20:00:00+00:00,758.23,76.88,509.58,0.0,0.0,53.98,1398.67,0.44,0.0,1237.5,1399.1100000000001,1237.5,161.61000000000013,None,BA,2026-04-23
2026-01-01 21:00:00+00:00,751.44,68.08,430.4,0.0,0.0,59.89,1309.8100000000002,0.44,0.0,1212.78,1310.2500000000002,1212.78,97.47000000000025,None,BA,2026-04-23
2026-01-01 22:00:00+00:00,722.0,52.69,316.42,0.0,0.0,62.54,1153.65,0.44,0.0,1012.42,1154.0900000000001,1012.42,141.6700000000002,None,BA,2026-04-23
2026-01-01 23:00:00+00:00,697.18,58.19,276.33,0.0,0.0,64.96,1096.6599999999999,0.44,0.0,847.34,1097.1,847.34,249.75999999999988,None,BA,2026-04-23
2026-01-02 00:00:00+00:00,735.37,44.32,153.77,0.0,0.0,47.55,981.01,0.44,0.0,765.75,981.45,765.75,215.70000000000005,None,BA,2026-04-23
2026-01-02 01:00:00+00:00,742.96,23.97,124.92,0.0,0.0,62.76,954.61,0.44,0.0,745.41,955.0500000000001,745.41,209.6400000000001,None,BA,2026-04-23
2026-01-02 02:00:00+00:00,730.62,23.97,106.69,0.0,0.0,68.23,929.51,0.44,0.0,723.99,929.95,723.99,205.96000000000004,None,BA,2026-04-23
2026-01-02 03:00:00+00:00,732.67,23.99,107.0,0.0,0.0,72.76,936.42,0.44,0.0,754.72,936.86,754.72,182.14,None,BA,2026-04-23
2026-01-02 04:00:00+00:00,736.94,26.5,202.73,0.0,0.0,83.08,1049.25,0.44,0.0,833.55,1049.69,833.55,216.1400000000001,None,BA,2026-04-23
2026-01-02 05:00:00+00:00,738.26,25.02,289.88,0.0,0.0,86.56,1139.7199999999998,0.44,0.0,985.98,1140.1599999999999,985.98,154.17999999999984,None,BA,2026-04-23
2026-01-02 06:00:00+00:00,738.94,33.69,378.63,0.0,0.0,91.93,1243.1900000000003,0.44,0.0,1152.17,1243.6300000000003,1152.17,91.46000000000026,None,BA,2026-04-23
2026-01-02 07:00:00+00:00,735.28,33.55,541.8,0.0,0.61,93.19,1404.4299999999998,0.44,0.0,1426.29,1404.87,1426.29,-21.420000000000073,None,BA,2026-04-23
2026-01-02 08:00:00+00:00,741.43,52.9,609.71,0.0,2.08,92.44,1498.56,0.44,0.0,1571.62,1499.0,1571.62,-72.61999999999989,None,BA,2026-04-23
2026-01-02 09:00:00+00:00,742.96,58.49,623.49,0.0,5.58,93.21,1523.73,0.44,0.0,1624.07,1524.17,1624.07,-99.89999999999986,None,BA,2026-04-23
2026-01-02 10:00:00+00:00,745.78,59.69,585.05,0.0,16.22,83.7,1490.44,0.44,0.0,1584.1,1490.88,1584.1,-93.2199999999998,None,BA,2026-04-23
2026-01-02 11:00:00+00:00,747.95,64.02,542.23,0.0,13.72,77.74,1445.66,0.44,0.0,1503.24,1446.1000000000001,1503.24,-57.13999999999987,None,BA,2026-04-23
2026-01-02 12:00:00+00:00,755.38,92.54,517.73,0.0,6.38,82.81,1454.8400000000001,0.44,0.0,1498.57,1455.2800000000002,1498.57,-43.289999999999736,None,BA,2026-04-23
2026-01-02 13:00:00+00:00,756.58,96.57,528.75,0.0,3.46,94.27,1479.63,0.44,0.0,1473.96,1480.0700000000002,1473.96,6.110000000000127,None,BA,2026-04-23
2026-01-02 14:00:00+00:00,758.38,96.12,533.31,0.0,1.83,72.45,1462.09,0.44,0.0,1400.41,1462.53,1400.41,62.11999999999989,None,BA,2026-04-23
2026-01-02 15:00:00+00:00,753.76,97.72,616.47,0.0,0.0,61.87,1529.82,0.44,0.0,1476.53,1530.26,1476.53,53.73000000000002,None,BA,2026-04-23
2026-01-02 16:00:00+00:00,757.56,81.08,671.48,0.0,0.0,57.96,1568.08,0.44,0.0,1525.77,1568.52,1525.77,42.75,None,BA,2026-04-23
2026-01-02 17:00:00+00:00,708.46,74.02,638.61,0.0,0.0,66.77,1487.8600000000001,0.44,0.0,1450.98,1488.3000000000002,1450.98,37.320000000000164,None,BA,2026-04-23
2026-01-02 18:00:00+00:00,753.08,69.32,633.4,0.0,0.0,66.41,1522.2100000000003,0.44,0.0,1473.26,1522.6500000000003,1473.26,49.39000000000033,None,BA,2026-04-23
2026-01-02 19:00:00+00:00,744.15,62.36,608.3,0.0,0.0,61.56,1476.37,0.44,0.0,1407.32,1476.81,1407.32,69.49000000000001,None,BA,2026-04-23
2026-01-02 20:00:00+00:00,746.39,56.63,534.23,0.0,0.0,57.07,1394.32,0.44,0.0,1352.39,1394.76,1352.39,42.36999999999989,None,BA,2026-04-23
2026-01-02 21:00:00+00:00,716.64,50.85,467.66,0.0,0.0,68.14,1303.2900000000002,0.44,0.0,1260.57,1303.7300000000002,1260.57,43.16000000000031,None,BA,2026-04-23
2026-01-02 22:00:00+00:00,748.22,41.05,317.16,0.0,0.0,68.75,1175.18,0.44,0.0,1132.3,1175.6200000000001,1132.3,43.320000000000164,None,BA,2026-04-23
2026-01-02 23:00:00+00:00,748.53,52.07,153.59,0.0,0.0,63.33,1017.5200000000001,0.44,0.0,1034.72,1017.9600000000002,1034.72,-16.759999999999877,None,BA,2026-04-23
2026-01-03 00:00:00+00:00,748.89,35.25,98.38,0.0,0.0,50.44,932.96,0.44,0.0,936.95,933.4000000000001,936.95,-3.5499999999999545,None,BA,2026-04-23
2026-01-03 01:00:00+00:00,739.08,30.76,73.78,0.0,0.0,52.56,896.1800000000001,0.44,0.0,895.29,896.6200000000001,895.29,1.3300000000001546,None,BA,2026-04-23
2026-01-03 02:00:00+00:00,741.41,30.83,69.19,0.0,0.0,63.56,904.99,0.44,0.0,888.57,905.4300000000001,888.57,16.860000000000014,None,BA,2026-04-23
2026-01-03 03:00:00+00:00,739.89,31.28,69.29,0.0,0.0,53.21,893.67,0.44,0.0,912.4,894.11,912.4,-18.289999999999964,None,BA,2026-04-23
2026-01-03 04:00:00+00:00,759.03,37.61,85.9,0.0,0.0,61.28,943.8199999999999,0.44,0.0,958.93,944.26,958.93,-14.669999999999959,None,BA,2026-04-23
2026-01-03 05:00:00+00:00,769.84,71.32,195.09,0.0,0.0,49.58,1085.83,0.44,0.0,1054.13,1086.27,1054.13,32.13999999999987,None,BA,2026-04-23
2026-01-03 06:00:00+00:00,757.81,75.55,357.31,0.0,0.61,53.13,1244.4099999999999,0.44,0.0,1213.97,1244.85,1213.97,30.87999999999988,None,BA,2026-04-23
2026-01-03 07:00:00+00:00,753.68,91.85,472.64,0.0,4.39,37.92,1360.4800000000002,0.44,0.0,1409.88,1360.9200000000003,1409.88,-48.95999999999981,None,BA,2026-04-23
2026-01-03 08:00:00+00:00,749.63,89.81,566.17,0.0,8.64,34.16,1448.4100000000003,0.44,0.0,1514.32,1448.8500000000004,1514.32,-65.46999999999957,None,BA,2026-04-23
2026-01-03 09:00:00+00:00,753.86,96.09,589.83,0.0,10.83,32.69,1483.3000000000002,0.44,0.0,1547.24,1483.7400000000002,1547.24,-63.49999999999977,None,BA,2026-04-23
2026-01-03 10:00:00+00:00,753.88,111.09,543.91,0.0,14.48,24.49,1447.8500000000001,0.44,0.0,1510.51,1448.2900000000002,1510.51,-62.2199999999998,None,BA,2026-04-23
2026-01-03 11:00:00+00:00,760.7,113.26,500.92,0.0,17.7,29.75,1422.3300000000002,0.44,0.0,1469.63,1422.7700000000002,1469.63,-46.8599999999999,None,BA,2026-04-23
2026-01-03 12:00:00+00:00,748.31,116.17,484.9,0.0,20.61,14.23,1384.2199999999998,0.44,0.0,1444.22,1384.6599999999999,1444.22,-59.56000000000017,None,BA,2026-04-23
2026-01-03 13:00:00+00:00,745.02,116.26,476.44,0.0,9.08,18.85,1365.6499999999999,0.44,0.0,1435.18,1366.09,1435.18,-69.09000000000015,None,BA,2026-04-23
2026-01-03 14:00:00+00:00,745.27,110.16,487.05,0.0,3.0,34.58,1380.06,0.44,0.0,1460.24,1380.5,1460.24,-79.74000000000001,None,BA,2026-04-23
2026-01-03 15:00:00+00:00,757.77,114.81,673.76,0.0,0.0,48.65,1594.99,0.44,0.0,1590.1,1595.43,1590.1,5.330000000000155,None,BA,2026-04-23
2026-01-03 16:00:00+00:00,760.0,113.26,726.25,0.0,0.0,48.82,1648.33,0.44,0.0,1631.25,1648.77,1631.25,17.519999999999982,None,BA,2026-04-23
2026-01-03 17:00:00+00:00,769.47,104.7,684.22,0.0,0.0,44.26,1602.65,0.44,0.0,1590.6,1603.0900000000001,1590.6,12.490000000000236,None,BA,2026-04-23
2026-01-03 18:00:00+00:00,769.49,92.66,664.69,0.0,0.0,53.07,1579.91,0.44,0.0,1563.67,1580.3500000000001,1563.67,16.680000000000064,None,BA,2026-04-23
2026-01-03 19:00:00+00:00,769.51,79.7,646.41,0.0,0.0,45.34,1540.9599999999998,0.44,0.0,1505.8,1541.3999999999999,1505.8,35.59999999999991,None,BA,2026-04-23
2026-01-03 20:00:00+00:00,756.52,74.78,518.95,0.0,0.0,34.63,1384.88,0.44,0.0,1401.34,1385.3200000000002,1401.34,-16.019999999999754,None,BA,2026-04-23
2026-01-03 21:00:00+00:00,739.01,60.35,475.34,0.0,0.0,16.75,1291.45,0.44,0.0,1275.28,1291.89,1275.28,16.610000000000127,None,BA,2026-04-23
2026-01-03 22:00:00+00:00,768.82,48.06,319.24,0.0,0.0,34.42,1170.5400000000002,0.44,0.0,1169.54,1170.9800000000002,1169.54,1.440000000000282,None,BA,2026-04-23
2026-01-03 23:00:00+00:00,767.25,67.02,188.82,0.0,0.0,32.9,1055.99,0.44,0.0,954.29,1056.43,954.29,102.1400000000001,None,BA,2026-04-23
2026-01-04 00:00:00+00:00,760.59,75.01,115.68,0.0,0.0,20.68,971.9599999999999,0.44,0.0,819.56,972.4,819.56,152.84000000000003,None,BA,2026-04-23
2026-01-04 01:00:00+00:00,748.3,64.48,86.48,0.0,0.0,25.55,924.81,0.44,0.0,808.92,925.25,808.92,116.33000000000004,None,BA,2026-04-23
2026-01-04 02:00:00+00:00,739.04,63.88,86.48,0.0,0.0,39.69,929.0899999999999,0.44,0.0,836.56,929.53,836.56,92.97000000000003,None,BA,2026-04-23
2026-01-04 03:00:00+00:00,734.28,64.03,86.41,0.0,0.0,46.89,931.6099999999999,0.44,0.0,873.05,932.05,873.05,59.0,None,BA,2026-04-23
2026-01-04 04:00:00+00:00,735.41,63.1,88.56,0.0,0.0,53.07,940.14,0.44,0.0,876.69,940.58,876.69,63.889999999999986,None,BA,2026-04-23
2026-01-04 05:00:00+00:00,736.04,104.84,105.14,0.0,0.0,69.15,1015.17,0.44,0.0,1009.52,1015.61,1009.52,6.090000000000032,None,BA,2026-04-23
2026-01-04 06:00:00+00:00,728.2,89.26,230.74,0.0,0.0,67.63,1115.83,0.44,0.0,1129.38,1116.27,1129.38,-13.110000000000127,None,BA,2026-04-23
2026-01-04 07:00:00+00:00,714.22,89.39,430.03,0.0,0.2,68.12,1301.96,0.44,0.0,1356.75,1302.4,1356.75,-54.34999999999991,None,BA,2026-04-23
2026-01-04 08:00:00+00:00,733.53,99.63,576.29,0.0,1.87,84.62,1495.9399999999996,0.44,0.0,1596.5,1496.3799999999997,1596.5,-100.12000000000035,None,BA,2026-04-23
2026-01-04 09:00:00+00:00,727.7,120.22,684.91,0.0,3.2,61.98,1598.01,0.44,0.0,1674.43,1598.45,1674.43,-75.98000000000002,None,BA,2026-04-23
2026-01-04 10:00:00+00:00,727.29,126.75,728.44,0.0,4.04,61.9,1648.42,0.44,0.0,1681.59,1648.8600000000001,1681.59,-32.72999999999979,None,BA,2026-04-23
2026-01-04 11:00:00+00:00,730.09,137.4,737.64,0.0,2.48,45.47,1653.0800000000002,0.44,0.0,1623.73,1653.5200000000002,1623.73,29.79000000000019,None,BA,2026-04-23
2026-01-04 12:00:00+00:00,724.12,140.97,719.99,0.0,2.41,40.52,1628.01,0.44,0.0,1591.0,1628.45,1591.0,37.450000000000045,None,BA,2026-04-23
2026-01-04 13:00:00+00:00,692.57,140.96,724.33,0.0,3.17,41.58,1602.6100000000001,0.44,0.0,1578.41,1603.0500000000002,1578.41,24.6400000000001,None,BA,2026-04-23
2026-01-04 14:00:00+00:00,716.25,145.74,730.97,0.0,0.34,28.11,1621.4099999999999,0.44,0.0,1663.88,1621.85,1663.88,-42.0300000000002,None,BA,2026-04-23
2026-01-04 15:00:00+00:00,725.24,148.18,792.24,0.0,0.0,13.12,1678.78,0.44,0.0,1752.91,1679.22,1752.91,-73.69000000000005,None,BA,2026-04-23
2026-01-04 16:00:00+00:00,724.25,145.38,820.07,0.0,0.0,11.36,1701.06,0.44,0.0,1812.29,1701.5,1812.29,-110.78999999999996,None,BA,2026-04-23
2026-01-04 17:00:00+00:00,725.58,144.99,737.27,0.0,0.0,7.31,1615.15,0.44,0.0,1813.4,1615.5900000000001,1813.4,-197.80999999999995,None,BA,2026-04-23
2026-01-04 18:00:00+00:00,717.11,142.14,623.78,0.0,0.0,0.0,1483.03,102.91,0.0,1724.96,1585.94,1724.96,-139.01999999999998,None,BA,2026-04-23
2026-01-04 19:00:00+00:00,710.12,135.08,577.12,0.0,0.0,0.0,1422.3200000000002,190.24,0.0,1659.52,1612.5600000000002,1659.52,-46.95999999999981,None,BA,2026-04-23
2026-01-04 20:00:00+00:00,730.48,129.23,560.74,0.0,0.0,0.0,1420.45,76.87,0.0,1545.34,1497.3200000000002,1545.34,-48.019999999999754,None,BA,2026-04-23
2026-01-04 21:00:00+00:00,722.21,129.62,570.45,0.0,0.0,0.0,1422.2800000000002,0.44,0.0,1419.8,1422.7200000000003,1419.8,2.9200000000003,None,BA,2026-04-23
2026-01-04 22:00:00+00:00,714.44,116.39,442.55,0.0,0.0,3.83,1277.21,0.44,0.0,1247.43,1277.65,1247.43,30.220000000000027,None,BA,2026-04-23
2026-01-04 23:00:00+00:00,710.05,90.21,352.73,0.0,0.0,40.2,1193.19,0.44,0.0,1151.0,1193.63,1151.0,42.63000000000011,None,BA,2026-04-23
2026-01-05 00:00:00+00:00,655.03,88.23,229.7,0.0,0.0,40.2,1013.1600000000001,0.44,0.0,991.37,1013.6000000000001,991.37,22.230000000000132,None,BA,2026-04-23
2026-01-05 01:00:00+00:00,711.05,85.99,186.98,0.0,0.0,47.22,1031.24,0.44,0.0,993.28,1031.68,993.28,38.40000000000009,None,BA,2026-04-23
2026-01-05 02:00:00+00:00,708.5,84.34,175.33,0.0,0.0,51.0,1019.1700000000001,0.44,0.0,966.5,1019.6100000000001,966.5,53.11000000000013,None,BA,2026-04-23
2026-01-05 03:00:00+00:00,695.5,82.83,180.97,0.0,0.0,45.69,1004.99,0.44,0.0,976.36,1005.4300000000001,976.36,29.07000000000005,None,BA,2026-04-23
2026-01-05 04:00:00+00:00,702.64,81.42,254.62,0.0,0.0,41.68,1080.36,0.44,0.0,1082.37,1080.8,1082.37,-1.5699999999999363,None,BA,2026-04-23
2026-01-05 05:00:00+00:00,708.13,80.71,365.18,0.0,0.0,48.61,1202.6299999999999,0.44,0.0,1305.9,1203.07,1305.9,-102.83000000000015,None,BA,2026-04-23
2026-01-05 06:00:00+00:00,664.14,117.47,589.48,0.0,0.0,50.47,1421.5600000000002,0.44,0.0,1502.99,1422.0000000000002,1502.99,-80.98999999999978,None,BA,2026-04-23
2026-01-05 07:00:00+00:00,549.54,136.63,803.7,0.0,0.19,46.16,1536.22,0.44,0.0,1702.74,1536.66,1702.74,-166.07999999999993,None,BA,2026-04-23
2026-01-05 08:00:00+00:00,554.77,148.52,916.2,0.0,2.88,54.87,1677.24,0.44,0.0,1789.42,1677.68,1789.42,-111.74000000000001,None,BA,2026-04-23
2026-01-05 09:00:00+00:00,517.62,154.66,898.9,0.0,4.05,63.85,1639.0799999999997,0.44,0.0,1731.17,1639.5199999999998,1731.17,-91.65000000000032,None,BA,2026-04-23
2026-01-05 10:00:00+00:00,540.98,153.27,853.66,0.0,6.3,44.26,1598.4699999999998,169.27,0.0,1697.76,1767.7399999999998,1697.76,69.97999999999979,None,BA,2026-04-23
2026-01-05 11:00:00+00:00,538.28,138.54,843.22,0.0,11.48,31.42,1562.94,107.32,0.0,1647.72,1670.26,1647.72,22.539999999999964,None,BA,2026-04-23
2026-01-05 12:00:00+00:00,546.27,126.32,867.79,0.0,4.06,25.45,1569.8899999999999,138.86,0.0,1670.66,1708.75,1670.66,38.08999999999992,None,BA,2026-04-23
2026-01-05 13:00:00+00:00,557.82,126.16,834.86,0.0,1.39,4.69,1524.9200000000003,213.37,0.0,1806.78,1738.2900000000004,1806.78,-68.48999999999955,None,BA,2026-04-23
2026-01-05 14:00:00+00:00,560.13,91.16,885.07,0.0,1.79,0.0,1538.15,213.0,0.0,1862.51,1751.15,1862.51,-111.3599999999999,None,BA,2026-04-23
2026-01-05 15:00:00+00:00,561.67,76.04,924.59,0.0,0.0,0.0,1562.3,212.61,0.0,1906.01,1774.9099999999999,1906.01,-131.10000000000014,None,BA,2026-04-23
2026-01-05 16:00:00+00:00,531.88,78.22,974.73,0.0,0.0,2.88,1587.71,212.3,0.0,2000.38,1800.01,2000.38,-200.37000000000012,None,BA,2026-04-23
2026-01-05 17:00:00+00:00,543.73,75.29,937.58,0.0,0.0,0.0,1556.6,211.94,0.0,1929.59,1768.54,1929.59,-161.04999999999995,None,BA,2026-04-23
2026-01-05 18:00:00+00:00,545.9,88.51,868.44,0.0,0.0,0.0,1502.85,211.61,0.0,1855.64,1714.46,1855.64,-141.18000000000006,None,BA,2026-04-23
2026-01-05 19:00:00+00:00,546.84,112.76,838.69,0.0,0.0,1.39,1499.68,211.35,0.0,1813.41,1711.03,1813.41,-102.38000000000011,None,BA,2026-04-23
2026-01-05 20:00:00+00:00,561.92,107.89,791.65,0.0,0.0,0.0,1461.46,211.26,0.0,1747.25,1672.72,1747.25,-74.52999999999997,None,BA,2026-04-23
2026-01-05 21:00:00+00:00,562.02,111.49,761.95,0.0,0.0,0.0,1435.46,211.38,0.0,1677.07,1646.8400000000001,1677.07,-30.22999999999979,None,BA,2026-04-23
2026-01-05 22:00:00+00:00,571.2,80.32,653.37,0.0,0.0,0.0,1304.8899999999999,211.64,0.0,1587.91,1516.5299999999997,1587.91,-71.38000000000034,None,BA,2026-04-23
2026-01-05 23:00:00+00:00,565.97,100.7,649.41,0.0,0.0,0.0,1316.08,212.11,0.0,1475.7,1528.19,1475.7,52.49000000000001,None,BA,2026-04-23
2026-01-06 00:00:00+00:00,564.01,81.6,591.98,0.0,0.0,2.19,1239.7800000000002,212.56,0.0,1416.47,1452.3400000000001,1416.47,35.87000000000012,None,BA,2026-04-23
2026-01-06 01:00:00+00:00,563.07,81.01,546.88,0.0,0.0,0.0,1190.96,213.1,0.0,1374.15,1404.06,1374.15,29.909999999999854,None,BA,2026-04-23
2026-01-06 02:00:00+00:00,563.11,80.22,530.37,0.0,0.0,0.21,1173.91,213.72,0.0,1356.75,1387.63,1356.75,30.88000000000011,None,BA,2026-04-23
2026-01-06 03:00:00+00:00,558.69,78.09,544.59,0.0,0.0,3.08,1184.45,214.26,0.0,1392.2,1398.71,1392.2,6.509999999999991,None,BA,2026-04-23
2026-01-06 04:00:00+00:00,562.35,78.39,575.78,0.0,0.0,4.16,1220.68,214.84,0.0,1455.74,1435.52,1455.74,-20.220000000000027,None,BA,2026-04-23
2026-01-06 05:00:00+00:00,567.51,120.36,599.43,0.0,0.0,0.35,1287.6499999999999,215.4,0.0,1538.08,1503.05,1538.08,-35.02999999999997,None,BA,2026-04-23
2026-01-06 06:00:00+00:00,562.23,135.26,761.45,0.0,0.45,0.0,1459.39,215.98,0.0,1705.42,1675.3700000000001,1705.42,-30.049999999999955,None,BA,2026-04-23
2026-01-06 07:00:00+00:00,553.36,128.67,882.86,0.0,6.79,0.0,1571.6799999999998,216.59,0.0,1910.43,1788.2699999999998,1910.43,-122.16000000000031,None,BA,2026-04-23
2026-01-06 08:00:00+00:00,547.17,132.45,919.12,0.0,8.19,0.0,1606.9299999999998,217.05,0.0,1942.74,1823.9799999999998,1942.74,-118.76000000000022,None,BA,2026-04-23
2026-01-06 09:00:00+00:00,553.49,120.9,956.71,0.0,4.84,0.0,1635.9399999999998,217.6,0.0,1934.47,1853.5399999999997,1934.47,-80.93000000000029,None,BA,2026-04-23
2026-01-06 10:00:00+00:00,546.41,120.12,956.95,0.0,1.5,0.0,1624.98,218.14,0.0,1885.48,1843.12,1885.48,-42.36000000000013,None,BA,2026-04-23
2026-01-06 11:00:00+00:00,548.76,110.48,957.61,0.0,7.61,1.91,1626.37,218.51,0.0,1855.05,1844.8799999999999,1855.05,-10.170000000000073,None,BA,2026-04-23
2026-01-06 12:00:00+00:00,531.02,112.59,919.29,0.0,8.03,0.0,1570.93,218.74,0.0,1875.99,1789.67,1875.99,-86.31999999999994,None,BA,2026-04-23
2026-01-06 13:00:00+00:00,483.01,113.33,947.97,0.0,6.16,7.05,1557.52,218.82,0.0,1887.9,1776.34,1887.9,-111.56000000000017,None,BA,2026-04-23
2026-01-06 14:00:00+00:00,472.44,89.3,1001.67,0.0,1.27,22.68,1587.36,218.98,0.0,1875.78,1806.34,1875.78,-69.44000000000005,None,BA,2026-04-23
2026-01-06 15:00:00+00:00,431.72,100.16,984.29,0.0,0.0,47.0,1563.17,219.03,0.0,1897.53,1782.2,1897.53,-115.32999999999993,None,BA,2026-04-23
2026-01-06 16:00:00+00:00,465.54,131.01,968.37,0.0,0.0,37.19,1602.1100000000001,219.02,0.0,1963.63,1821.13,1963.63,-142.5,None,BA,2026-04-23
2026-01-06 17:00:00+00:00,469.6,142.96,960.86,0.0,0.0,18.57,1591.99,219.03,0.0,1900.95,1811.02,1900.95,-89.93000000000006,None,BA,2026-04-23
2026-01-06 18:00:00+00:00,497.8,151.87,932.31,0.0,0.0,26.85,1608.83,219.06,0.0,1858.14,1827.8899999999999,1858.14,-30.250000000000227,None,BA,2026-04-23
2026-01-06 19:00:00+00:00,568.76,117.13,940.46,0.0,0.0,49.56,1675.9099999999999,219.12,0.0,1779.46,1895.0299999999997,1779.46,115.56999999999971,None,BA,2026-04-23
2026-01-06 20:00:00+00:00,626.53,114.83,850.64,0.0,0.0,67.45,1659.45,219.07,0.0,1717.13,1878.52,1717.13,161.38999999999987,None,BA,2026-04-23
2026-01-06 21:00:00+00:00,658.43,112.66,828.61,0.0,0.0,47.77,1647.4699999999998,219.04,0.0,1683.94,1866.5099999999998,1683.94,182.5699999999997,None,BA,2026-04-23
2026-01-06 22:00:00+00:00,654.96,90.24,761.5,0.0,0.0,22.28,1528.98,218.95,0.0,1587.45,1747.93,1587.45,160.48000000000002,None,BA,2026-04-23
2026-01-06 23:00:00+00:00,654.99,114.69,723.91,0.0,0.0,18.74,1512.3300000000002,218.94,0.0,1431.94,1731.2700000000002,1431.94,299.33000000000015,None,BA,2026-04-23
2026-01-07 00:00:00+00:00,665.67,99.58,654.43,0.0,0.0,3.18,1422.86,218.93,0.0,1334.63,1641.79,1334.63,307.15999999999985,None,BA,2026-04-23
2026-01-07 01:00:00+00:00,666.48,95.65,582.68,0.0,0.0,2.55,1347.36,218.93,0.0,1234.74,1566.29,1234.74,331.54999999999995,None,BA,2026-04-23
2026-01-07 02:00:00+00:00,662.53,93.93,556.87,0.0,0.0,2.58,1315.9099999999999,218.87,0.0,1206.47,1534.7799999999997,1206.47,328.3099999999997,None,BA,2026-04-23
2026-01-07 03:00:00+00:00,655.85,93.3,595.4,0.0,0.0,2.76,1347.31,218.86,0.0,1239.38,1566.17,1239.38,326.78999999999996,None,BA,2026-04-23
2026-01-07 04:00:00+00:00,661.84,108.64,597.57,0.0,0.0,1.76,1369.8100000000002,218.84,0.0,1295.15,1588.65,1295.15,293.5,None,BA,2026-04-23
2026-01-07 05:00:00+00:00,648.59,130.94,608.62,0.0,0.0,3.27,1391.42,218.82,0.0,1479.45,1610.24,1479.45,130.78999999999996,None,BA,2026-04-23
