,Fossil Brown coal/Lignite,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other renewable,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-19 17:00:00+00:00,898.55,136.53,974.77,0.0,0.0,27.61,2037.4599999999998,168.64,0.0,1830.9,2206.1,1830.9,375.1999999999998,None,BA,2026-04-23
2026-01-19 18:00:00+00:00,860.41,122.12,966.77,0.0,0.0,21.62,1970.9199999999998,2.91,0.0,1746.54,1973.83,1746.54,227.28999999999996,None,BA,2026-04-23
2026-01-19 19:00:00+00:00,911.79,117.97,936.71,0.0,0.0,22.42,1988.89,0.44,0.0,1756.09,1989.3300000000002,1756.09,233.24000000000024,None,BA,2026-04-23
2026-01-19 20:00:00+00:00,910.73,129.5,848.14,0.0,0.0,17.5,1905.87,0.44,0.0,1704.44,1906.31,1704.44,201.8699999999999,None,BA,2026-04-23
2026-01-19 21:00:00+00:00,907.1,124.82,778.03,0.0,0.0,14.3,1824.25,0.44,0.0,1631.19,1824.69,1631.19,193.5,None,BA,2026-04-23
2026-01-19 22:00:00+00:00,913.76,111.04,651.47,0.0,0.0,7.89,1684.16,0.44,0.0,1510.23,1684.6000000000001,1510.23,174.37000000000012,None,BA,2026-04-23
2026-01-19 23:00:00+00:00,918.5,101.89,591.74,0.0,0.0,2.91,1615.0400000000002,0.44,0.0,1381.01,1615.4800000000002,1381.01,234.47000000000025,None,BA,2026-04-23
2026-01-20 00:00:00+00:00,916.37,93.02,489.29,0.0,0.0,0.0,1498.68,0.44,0.0,1273.09,1499.1200000000001,1273.09,226.0300000000002,None,BA,2026-04-23
2026-01-20 01:00:00+00:00,900.81,89.73,411.3,0.0,0.0,0.0,1401.84,0.44,0.0,1219.11,1402.28,1219.11,183.17000000000007,None,BA,2026-04-23
2026-01-20 02:00:00+00:00,897.56,89.77,396.74,0.0,0.0,0.0,1384.07,0.44,0.0,1196.5,1384.51,1196.5,188.01,None,BA,2026-04-23
2026-01-20 03:00:00+00:00,887.96,89.78,414.0,0.0,0.0,0.0,1391.74,0.44,0.0,1221.33,1392.18,1221.33,170.85000000000014,None,BA,2026-04-23
2026-01-20 04:00:00+00:00,879.62,97.15,539.46,0.0,0.0,0.0,1516.23,0.44,0.0,1330.84,1516.67,1330.84,185.83000000000015,None,BA,2026-04-23
2026-01-20 05:00:00+00:00,889.22,124.77,709.72,0.0,0.0,0.0,1723.71,3.87,0.0,1555.02,1727.58,1555.02,172.55999999999995,None,BA,2026-04-23
2026-01-20 06:00:00+00:00,898.59,159.35,852.69,0.0,3.16,0.0,1913.7900000000002,152.76,0.0,1781.21,2066.55,1781.21,285.34000000000015,None,BA,2026-04-23
2026-01-20 07:00:00+00:00,892.49,163.84,940.18,0.0,26.92,0.87,2024.2999999999997,146.76,0.0,1806.54,2171.0599999999995,1806.54,364.5199999999995,None,BA,2026-04-23
2026-01-20 08:00:00+00:00,887.24,141.18,956.48,0.0,49.59,0.24,2034.73,142.83,0.0,1743.32,2177.56,1743.32,434.24,None,BA,2026-04-23
2026-01-20 09:00:00+00:00,891.49,119.95,894.97,0.0,55.01,5.8,1967.22,1.42,0.0,1643.76,1968.64,1643.76,324.8800000000001,None,BA,2026-04-23
2026-01-20 10:00:00+00:00,904.86,114.61,800.2,0.0,55.93,6.54,1882.14,0.44,0.0,1581.76,1882.5800000000002,1581.76,300.82000000000016,None,BA,2026-04-23
2026-01-20 11:00:00+00:00,900.78,109.91,714.75,0.0,56.15,0.0,1781.5900000000001,0.44,0.0,1519.09,1782.0300000000002,1519.09,262.9400000000003,None,BA,2026-04-23
2026-01-20 12:00:00+00:00,897.35,110.48,723.68,0.0,55.34,0.0,1786.85,0.44,0.0,1539.75,1787.29,1539.75,247.53999999999996,None,BA,2026-04-23
2026-01-20 13:00:00+00:00,898.91,117.67,794.87,0.0,42.64,0.0,1854.09,5.59,0.0,1601.19,1859.6799999999998,1601.19,258.4899999999998,None,BA,2026-04-23
2026-01-20 14:00:00+00:00,896.78,112.93,818.72,0.0,11.6,0.0,1840.03,178.73,0.0,1700.88,2018.76,1700.88,317.8799999999999,None,BA,2026-04-23
2026-01-20 15:00:00+00:00,894.53,133.54,984.74,0.0,1.47,0.0,2014.28,214.84,0.0,1803.39,2229.12,1803.39,425.7299999999998,None,BA,2026-04-23
2026-01-20 16:00:00+00:00,887.31,146.94,1030.05,0.0,0.0,0.0,2064.3,215.23,0.0,1880.6,2279.53,1880.6,398.9300000000003,None,BA,2026-04-23
2026-01-20 17:00:00+00:00,885.98,154.89,1008.42,0.0,0.0,0.26,2049.55,214.63,0.0,1831.21,2264.1800000000003,1831.21,432.97000000000025,None,BA,2026-04-23
2026-01-20 18:00:00+00:00,883.84,156.92,983.3,0.0,0.0,4.33,2028.3899999999999,214.08,0.0,1837.32,2242.47,1837.32,405.14999999999986,None,BA,2026-04-23
2026-01-20 19:00:00+00:00,876.01,133.23,875.39,0.0,0.0,4.61,1889.24,203.61,0.0,1818.46,2092.85,1818.46,274.3899999999999,None,BA,2026-04-23
2026-01-20 20:00:00+00:00,890.39,130.29,775.98,0.0,0.0,0.0,1796.6599999999999,190.4,0.0,1749.64,1987.06,1749.64,237.41999999999985,None,BA,2026-04-23
2026-01-20 21:00:00+00:00,891.17,141.67,814.5,0.0,0.0,0.0,1847.34,0.66,0.0,1662.34,1848.0,1662.34,185.66000000000008,None,BA,2026-04-23
2026-01-20 22:00:00+00:00,891.23,121.88,686.02,0.0,0.0,0.0,1699.13,0.44,0.0,1515.64,1699.5700000000002,1515.64,183.93000000000006,None,BA,2026-04-23
2026-01-20 23:00:00+00:00,890.44,97.93,591.44,0.0,0.0,0.0,1579.8100000000002,0.44,0.0,1384.96,1580.2500000000002,1384.96,195.2900000000002,None,BA,2026-04-23
2026-01-21 00:00:00+00:00,900.1,84.08,495.69,0.0,0.0,0.0,1479.8700000000001,0.44,0.0,1274.78,1480.3100000000002,1274.78,205.5300000000002,None,BA,2026-04-23
2026-01-21 01:00:00+00:00,894.88,83.84,482.02,0.0,0.0,0.0,1460.74,0.44,0.0,1227.62,1461.18,1227.62,233.56000000000017,None,BA,2026-04-23
2026-01-21 02:00:00+00:00,890.44,83.82,476.1,0.0,0.0,0.0,1450.3600000000001,0.44,0.0,1209.65,1450.8000000000002,1209.65,241.1500000000001,None,BA,2026-04-23
2026-01-21 03:00:00+00:00,888.56,83.77,476.06,0.0,0.0,0.0,1448.3899999999999,0.44,0.0,1221.62,1448.83,1221.62,227.21000000000004,None,BA,2026-04-23
2026-01-21 04:00:00+00:00,890.44,84.34,515.48,0.0,0.0,0.0,1490.2600000000002,0.62,0.0,1314.84,1490.88,1314.84,176.0400000000002,None,BA,2026-04-23
2026-01-21 05:00:00+00:00,887.88,87.2,597.97,0.0,0.0,0.0,1573.0500000000002,141.88,0.0,1580.13,1714.9300000000003,1580.13,134.80000000000018,None,BA,2026-04-23
2026-01-21 06:00:00+00:00,883.32,115.97,838.32,0.0,0.29,0.0,1837.9,146.27,0.0,1867.93,1984.17,1867.93,116.24000000000001,None,BA,2026-04-23
2026-01-21 07:00:00+00:00,884.3,112.95,948.55,0.0,6.0,0.0,1951.8,145.59,0.0,1955.04,2097.39,1955.04,142.3499999999999,None,BA,2026-04-23
2026-01-21 08:00:00+00:00,884.01,119.72,1052.32,0.0,6.92,0.0,2062.9700000000003,2.96,0.0,1998.86,2065.9300000000003,1998.86,67.07000000000039,None,BA,2026-04-23
2026-01-21 09:00:00+00:00,903.38,116.11,1022.33,0.0,12.29,0.0,2054.11,0.44,0.0,2019.25,2054.55,2019.25,35.30000000000018,None,BA,2026-04-23
2026-01-21 10:00:00+00:00,899.23,125.02,1022.07,0.0,10.45,0.0,2056.77,0.44,0.0,2038.12,2057.21,2038.12,19.090000000000146,None,BA,2026-04-23
2026-01-21 11:00:00+00:00,899.25,125.94,1001.13,0.0,9.04,0.0,2035.3600000000001,0.44,0.0,2022.58,2035.8000000000002,2022.58,13.220000000000255,None,BA,2026-04-23
2026-01-21 12:00:00+00:00,891.03,136.5,987.68,0.0,8.34,0.48,2024.03,0.44,0.0,2043.09,2024.47,2043.09,-18.61999999999989,None,BA,2026-04-23
2026-01-21 13:00:00+00:00,900.61,142.36,976.04,0.0,5.71,0.0,2024.72,5.44,0.0,2037.87,2030.16,2037.87,-7.709999999999809,None,BA,2026-04-23
2026-01-21 14:00:00+00:00,899.43,135.35,939.49,0.0,3.3,0.0,1977.57,163.21,0.0,1968.82,2140.7799999999997,1968.82,171.9599999999998,None,BA,2026-04-23
2026-01-21 15:00:00+00:00,886.7,142.04,1040.01,0.0,0.13,0.0,2068.88,214.52,0.0,1940.9,2283.4,1940.9,342.5,None,BA,2026-04-23
2026-01-21 16:00:00+00:00,883.94,143.14,1093.3,0.0,0.0,0.0,2120.38,214.0,0.0,1993.97,2334.38,1993.97,340.4100000000001,None,BA,2026-04-23
2026-01-21 17:00:00+00:00,889.76,123.77,1065.84,0.0,0.0,0.0,2079.37,213.28,0.0,2056.42,2292.65,2056.42,236.23000000000002,None,BA,2026-04-23
2026-01-21 18:00:00+00:00,892.39,122.98,1037.51,0.0,0.0,0.0,2052.88,212.62,0.0,2117.56,2265.5,2117.56,147.94000000000005,None,BA,2026-04-23
2026-01-21 19:00:00+00:00,883.04,134.87,950.71,0.0,0.0,0.0,1968.62,160.66,0.0,2058.47,2129.2799999999997,2058.47,70.80999999999995,None,BA,2026-04-23
2026-01-21 20:00:00+00:00,888.97,132.16,878.74,0.0,0.0,0.0,1899.87,0.84,0.0,1926.83,1900.7099999999998,1926.83,-26.12000000000012,None,BA,2026-04-23
2026-01-21 21:00:00+00:00,890.86,102.24,810.2,0.0,0.0,0.0,1803.3000000000002,0.44,0.0,1781.27,1803.7400000000002,1781.27,22.470000000000255,None,BA,2026-04-23
2026-01-21 22:00:00+00:00,883.4,87.96,614.55,0.0,0.0,0.0,1585.9099999999999,0.44,0.0,1567.84,1586.35,1567.84,18.50999999999999,None,BA,2026-04-23
2026-01-21 23:00:00+00:00,872.22,73.34,415.91,0.0,0.0,0.43,1361.9,0.44,0.0,1311.73,1362.3400000000001,1311.73,50.61000000000013,None,BA,2026-04-23
2026-01-22 00:00:00+00:00,867.31,67.91,326.7,0.0,0.0,0.0,1261.9199999999998,0.44,0.0,1146.39,1262.36,1146.39,115.9699999999998,None,BA,2026-04-23
2026-01-22 01:00:00+00:00,867.38,67.91,398.26,0.0,0.0,0.0,1333.55,0.44,0.0,1132.11,1333.99,1132.11,201.8800000000001,None,BA,2026-04-23
2026-01-22 02:00:00+00:00,867.92,68.03,415.7,0.0,0.0,0.07,1351.7199999999998,0.44,0.0,1131.5,1352.1599999999999,1131.5,220.65999999999985,None,BA,2026-04-23
2026-01-22 03:00:00+00:00,889.18,70.03,412.63,0.0,0.0,0.53,1372.37,0.44,0.0,1173.24,1372.81,1173.24,199.56999999999994,None,BA,2026-04-23
2026-01-22 04:00:00+00:00,921.47,70.78,475.06,0.0,0.0,0.0,1467.31,0.44,0.0,1379.91,1467.75,1379.91,87.83999999999992,None,BA,2026-04-23
2026-01-22 05:00:00+00:00,955.25,76.61,604.92,0.0,0.0,0.0,1636.7799999999997,197.69,0.0,1706.34,1834.4699999999998,1706.34,128.12999999999988,None,BA,2026-04-23
2026-01-22 06:00:00+00:00,985.55,87.24,783.1,0.0,1.21,1.31,1858.4099999999999,199.06,0.0,1917.87,2057.47,1917.87,139.5999999999999,None,BA,2026-04-23
2026-01-22 07:00:00+00:00,1007.68,96.92,820.98,0.0,5.33,1.05,1931.9599999999998,198.48,0.0,2037.29,2130.4399999999996,2037.29,93.14999999999964,None,BA,2026-04-23
2026-01-22 08:00:00+00:00,806.93,81.11,803.41,0.0,9.62,1.36,1702.4299999999996,140.25,0.0,1790.14,1842.6799999999996,1790.14,52.53999999999951,None,BA,2026-04-23
2026-01-22 09:00:00+00:00,888.39,115.46,880.7,0.0,12.55,2.65,1899.7500000000002,42.48,0.0,1860.88,1942.2300000000002,1860.88,81.35000000000014,None,BA,2026-04-23
2026-01-22 10:00:00+00:00,887.7,118.63,812.59,0.0,17.57,2.67,1839.16,0.44,0.0,1844.66,1839.6000000000001,1844.66,-5.059999999999945,None,BA,2026-04-23
2026-01-22 11:00:00+00:00,925.67,110.67,832.2,0.0,16.21,3.68,1888.43,0.44,0.0,1923.48,1888.8700000000001,1923.48,-34.6099999999999,None,BA,2026-04-23
2026-01-22 12:00:00+00:00,986.61,121.48,783.62,0.0,14.53,2.53,1908.77,0.44,0.0,1881.8,1909.21,1881.8,27.410000000000082,None,BA,2026-04-23
2026-01-22 13:00:00+00:00,1020.78,145.78,839.34,0.0,12.19,1.28,2019.3700000000001,0.44,0.0,1939.01,2019.8100000000002,1939.01,80.80000000000018,None,BA,2026-04-23
2026-01-22 14:00:00+00:00,1015.2,135.7,884.44,0.0,4.63,1.37,2041.3400000000001,159.38,0.0,2009.91,2200.7200000000003,2009.91,190.81000000000017,None,BA,2026-04-23
2026-01-22 15:00:00+00:00,1028.64,141.54,960.35,0.0,0.58,1.37,2132.48,180.32,0.0,2074.81,2312.8,2074.81,237.99000000000024,None,BA,2026-04-23
2026-01-22 16:00:00+00:00,1011.32,155.15,998.9,0.0,0.0,0.93,2166.2999999999997,179.89,0.0,2072.1,2346.1899999999996,2072.1,274.0899999999997,None,BA,2026-04-23
2026-01-22 17:00:00+00:00,1001.45,152.29,959.51,0.0,0.0,2.93,2116.18,179.27,0.0,2074.2,2295.45,2074.2,221.25,None,BA,2026-04-23
2026-01-22 18:00:00+00:00,1015.41,144.31,898.38,0.0,0.0,5.38,2063.48,169.95,0.0,2019.89,2233.43,2019.89,213.53999999999974,None,BA,2026-04-23
2026-01-22 19:00:00+00:00,1006.68,126.11,866.29,0.0,0.0,9.32,2008.3999999999999,141.72,0.0,1943.65,2150.12,1943.65,206.4699999999998,None,BA,2026-04-23
2026-01-22 20:00:00+00:00,1006.06,111.65,840.43,0.0,0.0,9.43,1967.57,0.92,0.0,1850.06,1968.49,1850.06,118.43000000000006,None,BA,2026-04-23
2026-01-22 21:00:00+00:00,1014.39,71.13,696.21,0.0,0.0,10.01,1791.74,0.44,0.0,1721.12,1792.18,1721.12,71.06000000000017,None,BA,2026-04-23
2026-01-22 22:00:00+00:00,1017.31,47.37,620.38,0.0,0.0,9.95,1695.01,0.44,0.0,1517.81,1695.45,1517.81,177.6400000000001,None,BA,2026-04-23
2026-01-22 23:00:00+00:00,1020.06,37.82,496.15,0.0,0.0,14.83,1568.8599999999997,0.44,0.0,1354.44,1569.2999999999997,1354.44,214.85999999999967,None,BA,2026-04-23
2026-01-23 00:00:00+00:00,1015.37,38.72,439.47,0.0,0.0,6.18,1499.74,0.44,0.0,1217.84,1500.18,1217.84,282.34000000000015,None,BA,2026-04-23
2026-01-23 01:00:00+00:00,1005.87,38.7,419.19,0.0,0.0,12.63,1476.39,0.44,0.0,1150.62,1476.8300000000002,1150.62,326.21000000000026,None,BA,2026-04-23
2026-01-23 02:00:00+00:00,1006.14,38.76,402.66,0.0,0.0,12.36,1459.92,0.44,0.0,1121.38,1460.3600000000001,1121.38,338.98,None,BA,2026-04-23
2026-01-23 03:00:00+00:00,1011.31,38.85,421.12,0.0,0.0,6.94,1478.2199999999998,0.44,0.0,1217.55,1478.6599999999999,1217.55,261.1099999999999,None,BA,2026-04-23
2026-01-23 04:00:00+00:00,1022.93,45.25,462.31,0.0,0.0,11.81,1542.2999999999997,0.44,0.0,1394.05,1542.7399999999998,1394.05,148.68999999999983,None,BA,2026-04-23
2026-01-23 05:00:00+00:00,1033.34,72.22,660.84,0.0,0.0,12.17,1778.5700000000002,0.44,0.0,1613.45,1779.0100000000002,1613.45,165.56000000000017,None,BA,2026-04-23
2026-01-23 06:00:00+00:00,1028.6,110.74,905.51,0.0,0.41,7.69,2052.95,0.44,0.0,1877.35,2053.39,1877.35,176.03999999999996,None,BA,2026-04-23
2026-01-23 07:00:00+00:00,1022.73,136.43,1019.23,0.0,5.24,7.19,2190.82,0.44,0.0,1982.06,2191.26,1982.06,209.20000000000027,None,BA,2026-04-23
2026-01-23 08:00:00+00:00,1023.49,132.27,931.63,0.0,9.33,8.58,2105.2999999999997,0.44,0.0,1952.48,2105.74,1952.48,153.25999999999976,None,BA,2026-04-23
2026-01-23 09:00:00+00:00,1021.49,132.22,769.64,0.0,15.34,3.76,1942.4499999999998,0.44,0.0,1868.13,1942.8899999999999,1868.13,74.75999999999976,None,BA,2026-04-23
2026-01-23 10:00:00+00:00,954.53,113.31,640.68,0.0,14.49,2.77,1725.78,0.44,0.0,1755.97,1726.22,1755.97,-29.75,None,BA,2026-04-23
2026-01-23 11:00:00+00:00,1017.38,111.45,591.49,0.0,11.65,2.01,1733.98,0.44,0.0,1749.25,1734.42,1749.25,-14.829999999999927,None,BA,2026-04-23
2026-01-23 12:00:00+00:00,1031.71,112.71,597.37,0.0,13.83,1.9,1757.52,0.44,0.0,1791.97,1757.96,1791.97,-34.00999999999999,None,BA,2026-04-23
2026-01-23 13:00:00+00:00,1028.92,111.07,713.46,0.0,10.75,0.0,1864.2,0.44,0.0,1826.94,1864.64,1826.94,37.700000000000045,None,BA,2026-04-23
2026-01-23 14:00:00+00:00,1040.72,112.06,863.99,0.0,9.42,0.0,2026.19,1.96,0.0,1857.74,2028.15,1857.74,170.41000000000008,None,BA,2026-04-23
2026-01-23 15:00:00+00:00,996.25,119.02,900.84,0.0,1.63,0.0,2017.7400000000002,201.04,0.0,1890.84,2218.78,1890.84,327.9400000000003,None,BA,2026-04-23
2026-01-23 16:00:00+00:00,1006.93,122.95,977.9,0.0,0.0,1.32,2109.1,200.67,0.0,1975.63,2309.77,1975.63,334.1399999999999,None,BA,2026-04-23
2026-01-23 17:00:00+00:00,1021.08,133.61,933.63,0.0,0.0,0.0,2088.32,200.14,0.0,1942.05,2288.46,1942.05,346.4100000000001,None,BA,2026-04-23
2026-01-23 18:00:00+00:00,1017.27,135.01,927.76,0.0,0.0,0.0,2080.04,199.75,0.0,1926.31,2279.79,1926.31,353.48,None,BA,2026-04-23
2026-01-23 19:00:00+00:00,1018.52,114.24,928.74,0.0,0.0,0.0,2061.5,5.11,0.0,1851.01,2066.61,1851.01,215.60000000000014,None,BA,2026-04-23
2026-01-23 20:00:00+00:00,1019.13,116.04,835.56,0.0,0.0,2.69,1973.42,0.44,0.0,1770.94,1973.8600000000001,1770.94,202.92000000000007,None,BA,2026-04-23
2026-01-23 21:00:00+00:00,997.25,102.84,637.47,0.0,0.0,0.0,1737.56,0.44,0.0,1566.08,1738.0,1566.08,171.92000000000007,None,BA,2026-04-23
2026-01-23 22:00:00+00:00,953.79,107.86,494.68,0.0,0.0,0.0,1556.33,0.44,0.0,1353.48,1556.77,1353.48,203.28999999999996,None,BA,2026-04-23
2026-01-23 23:00:00+00:00,857.59,99.94,406.05,0.0,0.0,0.0,1363.58,0.44,0.0,1167.5,1364.02,1167.5,196.51999999999998,None,BA,2026-04-23
2026-01-24 00:00:00+00:00,877.3,84.09,337.43,0.0,0.0,0.0,1298.82,0.44,0.0,1038.67,1299.26,1038.67,260.5899999999999,None,BA,2026-04-23
2026-01-24 01:00:00+00:00,882.18,75.93,270.75,0.0,0.0,0.0,1228.86,0.44,0.0,981.09,1229.3,981.09,248.20999999999992,None,BA,2026-04-23
2026-01-24 02:00:00+00:00,871.7,74.01,264.45,0.0,0.0,1.69,1211.8500000000001,0.44,0.0,943.68,1212.2900000000002,943.68,268.61000000000024,None,BA,2026-04-23
2026-01-24 03:00:00+00:00,881.16,72.87,263.9,0.0,0.0,9.75,1227.6799999999998,0.44,0.0,977.97,1228.12,977.97,250.14999999999986,None,BA,2026-04-23
2026-01-24 04:00:00+00:00,884.28,76.44,296.03,0.0,0.0,14.72,1271.47,0.44,0.0,1051.81,1271.91,1051.81,220.10000000000014,None,BA,2026-04-23
2026-01-24 05:00:00+00:00,888.0,85.4,473.67,0.0,0.0,17.12,1464.1899999999998,0.44,0.0,1259.56,1464.6299999999999,1259.56,205.06999999999994,None,BA,2026-04-23
2026-01-24 06:00:00+00:00,885.5,90.09,569.48,0.0,0.68,46.81,1592.5600000000002,0.44,0.0,1506.11,1593.0000000000002,1506.11,86.89000000000033,None,BA,2026-04-23
2026-01-24 07:00:00+00:00,888.24,94.4,644.58,0.0,5.31,49.27,1681.8,0.44,0.0,1683.57,1682.24,1683.57,-1.3299999999999272,None,BA,2026-04-23
2026-01-24 08:00:00+00:00,885.69,91.47,689.81,0.0,9.56,48.38,1724.91,0.44,0.0,1727.95,1725.3500000000001,1727.95,-2.599999999999909,None,BA,2026-04-23
2026-01-24 09:00:00+00:00,834.75,94.49,675.48,0.0,5.75,54.18,1664.65,0.44,0.0,1709.7,1665.0900000000001,1709.7,-44.6099999999999,None,BA,2026-04-23
2026-01-24 10:00:00+00:00,875.38,96.86,694.69,0.0,7.25,46.42,1720.6000000000001,0.44,0.0,1716.32,1721.0400000000002,1716.32,4.720000000000255,None,BA,2026-04-23
2026-01-24 11:00:00+00:00,879.51,101.92,676.8,0.0,10.61,53.91,1722.75,0.44,0.0,1705.08,1723.19,1705.08,18.110000000000127,None,BA,2026-04-23
2026-01-24 12:00:00+00:00,880.03,104.61,686.42,0.0,5.05,58.46,1734.57,0.44,0.0,1719.63,1735.01,1719.63,15.379999999999882,None,BA,2026-04-23
2026-01-24 13:00:00+00:00,896.65,121.75,663.27,0.0,6.89,62.36,1750.92,2.68,0.0,1694.2,1753.6000000000001,1694.2,59.40000000000009,None,BA,2026-04-23
2026-01-24 14:00:00+00:00,884.7,123.41,673.44,0.0,5.75,66.39,1753.6900000000003,192.0,0.0,1748.19,1945.6900000000003,1748.19,197.50000000000023,None,BA,2026-04-23
2026-01-24 15:00:00+00:00,862.14,117.2,787.44,0.0,0.3,63.27,1830.3500000000001,190.92,0.0,1809.49,2021.2700000000002,1809.49,211.7800000000002,None,BA,2026-04-23
2026-01-24 16:00:00+00:00,752.52,122.88,897.92,0.0,0.0,62.31,1835.6299999999999,199.86,0.0,1827.78,2035.4899999999998,1827.78,207.7099999999998,None,BA,2026-04-23
2026-01-24 17:00:00+00:00,744.12,133.06,873.61,0.0,0.0,60.46,1811.25,194.0,0.0,1841.9,2005.25,1841.9,163.3499999999999,None,BA,2026-04-23
2026-01-24 18:00:00+00:00,744.27,127.07,827.09,0.0,0.0,55.06,1753.4899999999998,191.09,0.0,1737.3,1944.5799999999997,1737.3,207.27999999999975,None,BA,2026-04-23
2026-01-24 19:00:00+00:00,747.47,127.51,687.99,0.0,0.0,43.42,1606.39,198.49,0.0,1657.69,1804.88,1657.69,147.19000000000005,None,BA,2026-04-23
2026-01-24 20:00:00+00:00,746.46,117.91,597.63,0.0,0.0,47.85,1509.85,210.79,0.0,1581.09,1720.6399999999999,1581.09,139.54999999999995,None,BA,2026-04-23
2026-01-24 21:00:00+00:00,745.95,87.5,584.85,0.0,0.0,51.42,1469.7200000000003,8.23,0.0,1426.53,1477.9500000000003,1426.53,51.4200000000003,None,BA,2026-04-23
2026-01-24 22:00:00+00:00,737.01,76.96,434.39,0.0,0.0,54.57,1302.93,0.44,0.0,1288.99,1303.3700000000001,1288.99,14.38000000000011,None,BA,2026-04-23
2026-01-24 23:00:00+00:00,740.69,69.13,397.82,0.0,0.0,52.81,1260.45,0.44,0.0,1167.11,1260.89,1167.11,93.7800000000002,None,BA,2026-04-23
2026-01-25 00:00:00+00:00,726.44,83.88,351.97,0.0,0.0,51.07,1213.36,0.44,0.0,1039.9,1213.8,1039.9,173.89999999999986,None,BA,2026-04-23
2026-01-25 01:00:00+00:00,719.16,85.4,297.42,0.0,0.0,64.71,1166.69,0.44,0.0,974.8,1167.13,974.8,192.33000000000015,None,BA,2026-04-23
2026-01-25 02:00:00+00:00,716.17,85.63,272.11,0.0,0.0,61.54,1135.4499999999998,0.44,0.0,941.59,1135.8899999999999,941.59,194.29999999999984,None,BA,2026-04-23
2026-01-25 03:00:00+00:00,718.4,83.96,286.11,0.0,0.0,63.63,1152.1000000000001,0.44,0.0,1002.14,1152.5400000000002,1002.14,150.4000000000002,None,BA,2026-04-23
2026-01-25 04:00:00+00:00,709.79,84.09,335.53,0.0,0.0,68.21,1197.62,0.44,0.0,1071.1,1198.06,1071.1,126.96000000000004,None,BA,2026-04-23
2026-01-25 05:00:00+00:00,729.98,93.07,415.74,0.0,0.0,70.31,1309.1,0.44,0.0,1185.49,1309.54,1185.49,124.04999999999995,None,BA,2026-04-23
2026-01-25 06:00:00+00:00,737.1,97.91,469.87,0.0,0.0,69.35,1374.23,0.44,0.0,1297.35,1374.67,1297.35,77.32000000000016,None,BA,2026-04-23
2026-01-25 07:00:00+00:00,736.4,114.91,584.86,0.0,2.02,76.58,1514.77,0.44,0.0,1483.23,1515.21,1483.23,31.980000000000018,None,BA,2026-04-23
2026-01-25 08:00:00+00:00,730.81,136.97,612.69,0.0,4.4,68.45,1553.3200000000002,0.44,0.0,1542.4,1553.7600000000002,1542.4,11.360000000000127,None,BA,2026-04-23
2026-01-25 09:00:00+00:00,727.56,145.04,611.68,0.0,3.33,76.53,1564.1399999999996,0.44,0.0,1555.43,1564.5799999999997,1555.43,9.149999999999636,None,BA,2026-04-23
2026-01-25 10:00:00+00:00,725.42,152.01,570.78,0.0,2.44,92.9,1543.5500000000002,0.44,0.0,1532.7,1543.9900000000002,1532.7,11.290000000000191,None,BA,2026-04-23
2026-01-25 11:00:00+00:00,715.26,152.07,518.38,0.0,1.48,91.83,1479.02,0.44,0.0,1457.9,1479.46,1457.9,21.559999999999945,None,BA,2026-04-23
2026-01-25 12:00:00+00:00,718.73,144.27,524.54,0.0,1.43,64.74,1453.71,0.44,0.0,1427.55,1454.15,1427.55,26.600000000000136,None,BA,2026-04-23
2026-01-25 13:00:00+00:00,721.33,139.64,578.44,0.0,1.46,74.95,1515.8200000000002,9.71,0.0,1469.68,1525.5300000000002,1469.68,55.850000000000136,None,BA,2026-04-23
2026-01-25 14:00:00+00:00,718.86,135.43,591.6,0.0,1.72,67.36,1514.9699999999998,208.39,0.0,1555.53,1723.3599999999997,1555.53,167.8299999999997,None,BA,2026-04-23
2026-01-25 15:00:00+00:00,720.77,147.06,655.84,0.0,0.13,50.48,1574.2800000000002,207.33,0.0,1589.49,1781.6100000000001,1589.49,192.12000000000012,None,BA,2026-04-23
2026-01-25 16:00:00+00:00,731.72,160.21,716.43,0.0,0.0,36.64,1645.0000000000002,208.85,0.0,1709.34,1853.8500000000001,1709.34,144.51000000000022,None,BA,2026-04-23
2026-01-25 17:00:00+00:00,732.25,162.72,695.65,0.0,0.0,43.45,1634.07,211.77,0.0,1763.82,1845.84,1763.82,82.01999999999998,None,BA,2026-04-23
2026-01-25 18:00:00+00:00,727.84,173.0,667.49,0.0,0.0,53.45,1621.78,205.87,0.0,1730.73,1827.65,1730.73,96.92000000000007,None,BA,2026-04-23
2026-01-25 19:00:00+00:00,724.69,178.56,661.34,0.0,0.0,23.53,1588.1200000000001,200.12,0.0,1650.12,1788.2400000000002,1650.12,138.12000000000035,None,BA,2026-04-23
2026-01-25 20:00:00+00:00,723.62,179.38,596.94,0.0,0.0,11.41,1511.3500000000001,181.94,0.0,1506.16,1693.2900000000002,1506.16,187.1300000000001,None,BA,2026-04-23
2026-01-25 21:00:00+00:00,719.73,169.55,552.87,0.0,0.0,13.9,1456.0500000000002,0.94,0.0,1412.36,1456.9900000000002,1412.36,44.63000000000034,None,BA,2026-04-23
2026-01-25 22:00:00+00:00,715.05,165.57,438.09,0.0,0.0,0.0,1318.7099999999998,0.44,0.0,1261.99,1319.1499999999999,1261.99,57.159999999999854,None,BA,2026-04-23
