,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 10:00:00+00:00,20.874175,0.0,103.4155,0.68090325,1.09,0.75,258.7795,53.9784,1767.155,2332.8675,4539.59097825,0.0,0.0,2998.825,4539.59097825,2998.825,1540.7659782500004,None,DK_1,2026-04-23
2026-01-01 11:00:00+00:00,20.377875,0.0,102.87725,0.6821477499999999,1.09,0.7475,286.4275,53.982325,1721.3325,2395.6974999999998,4583.21459775,0.0,0.0,3102.46,4583.21459775,3102.46,1480.7545977500004,None,DK_1,2026-04-23
2026-01-01 12:00:00+00:00,17.36545,0.0,102.757,0.680839,1.0925,0.7124999999999999,291.975,53.9165,1678.4625,2351.63,4498.592289,0.0,0.0,3073.085,4498.592289,3073.085,1425.5072890000001,None,DK_1,2026-04-23
2026-01-01 13:00:00+00:00,20.092775,0.4345575,103.20775,0.6741360000000001,1.0925,0.7375,161.6669,54.356225,1706.005,2384.16,4432.4273435,0.0,0.0,3075.9875,4432.4273435,3075.9875,1356.4398434999994,None,DK_1,2026-04-23
2026-01-01 14:00:00+00:00,52.124375,2.4484775,102.3825,0.7060975,1.0975000000000001,1.0625,30.998350000000002,62.292375,1669.535,2395.3375,4317.984675,0.0,0.0,3091.8825,4317.984675,3091.8825,1226.1021749999995,None,DK_1,2026-04-23
2026-01-01 15:00:00+00:00,88.26425,2.8493175,103.03625,0.8741925,1.09,1.2875,11.332825,69.4062,1799.3225,2587.6375,4665.100535,0.0,0.0,3195.3875,4665.100535,3195.3875,1469.7130349999998,None,DK_1,2026-04-23
2026-01-01 16:00:00+00:00,186.60174999999998,2.6585025,105.2015,2.62311,1.09,1.3025,11.41175,70.067325,1748.4325,2585.7124999999996,4715.1014374999995,0.0,0.0,3267.6,4715.1014374999995,3267.6,1447.5014374999996,None,DK_1,2026-04-23
2026-01-01 17:00:00+00:00,212.4275,3.0282725,105.69175,3.0447025,1.0925,1.2925,11.396475,70.3201,1917.66,2714.5675,5040.5213,0.0,0.0,3167.99,5040.5213,3167.99,1872.5313000000006,None,DK_1,2026-04-23
2026-01-01 18:00:00+00:00,293.33125,3.33734,108.4785,4.6429275,1.09,1.29,11.455124999999999,69.1381,1892.465,2726.5675,5111.7957425,0.0,0.0,2992.0975,5111.7957425,2992.0975,2119.6982425000006,None,DK_1,2026-04-23
2026-01-01 19:00:00+00:00,317.2165,2.9996549999999997,106.4995,4.97531,1.09,1.2850000000000001,9.970215,67.601475,1817.2175,2704.48,5033.335155000001,0.0,0.0,2883.62,5033.335155000001,2883.62,2149.715155000001,None,DK_1,2026-04-23
2026-01-01 20:00:00+00:00,206.769,3.0838900000000002,106.0665,3.0997525,1.09,1.2875,6.32697,68.20425,1844.4375,2300.1349999999998,4540.5003625,0.0,0.0,2763.35,4540.5003625,2763.35,1777.1503625,None,DK_1,2026-04-23
2026-01-01 21:00:00+00:00,201.57325,2.8440025,106.39975,3.06265,1.09,1.28,5.01864,68.317125,1855.02,2184.7799999999997,4429.3854175,0.0,0.0,2688.0125,4429.3854175,2688.0125,1741.3729174999999,None,DK_1,2026-04-23
2026-01-01 22:00:00+00:00,203.19375000000002,2.9092075,105.78975,3.0828225000000002,1.09,1.29,6.47398,67.549425,1724.6975,2251.59,4367.666435,0.0,0.0,2613.7025,4367.666435,2613.7025,1753.9639350000002,None,DK_1,2026-04-23
2026-01-01 23:00:00+00:00,259.901,2.6972199999999997,109.586,4.0449575,1.09,1.21,6.7416425,62.440075,1481.4425,2026.1325,3955.285895,0.0,0.0,2844.455,3955.285895,2844.455,1110.830895,None,DK_1,2026-04-23
2026-01-02 00:00:00+00:00,191.3845,3.0658325,104.37175,3.00414,1.09,1.2149999999999999,5.2527574999999995,61.604075,1456.845,1980.4075,3808.2405550000003,0.0,0.0,2728.3975,3808.2405550000003,2728.3975,1079.8430550000003,None,DK_1,2026-04-23
2026-01-02 01:00:00+00:00,191.131,3.2754525,105.44725,7.809570000000001,1.09,1.2325,3.3848975,64.128225,1293.26,1449.2350000000001,3119.993895,0.0,0.0,2611.86,3119.993895,2611.86,508.13389499999994,None,DK_1,2026-04-23
2026-01-02 02:00:00+00:00,205.94175,3.5375225,105.238,2.96661,1.09,1.205,3.5990425,61.90745,1282.5349999999999,1121.7475,2789.7678749999995,0.0,0.0,2672.0125,2789.7678749999995,2672.0125,117.75537499999973,None,DK_1,2026-04-23
2026-01-02 03:00:00+00:00,236.2165,3.30125,105.94125,3.509905,1.0925,1.1925,4.429085,61.742125,1355.91,1011.30625,2784.641365,0.0,0.0,2588.84,2784.641365,2588.84,195.8013649999998,None,DK_1,2026-04-23
2026-01-02 04:00:00+00:00,238.1935,3.6631175000000002,106.30449999999999,3.398595,1.1,1.2075,4.0639625,61.63825,1704.0525,1095.2725,3218.894425,0.0,0.0,2559.2675,3218.894425,2559.2675,659.626925,None,DK_1,2026-04-23
2026-01-02 05:00:00+00:00,350.0475,0.54341,108.51599999999999,4.9662299999999995,1.0975000000000001,1.2075,4.5491975,62.3972,1645.875,1055.3575,3234.5570374999998,0.0,0.0,2680.0675,3234.5570374999998,2680.0675,554.4895374999996,None,DK_1,2026-04-23
2026-01-02 06:00:00+00:00,326.4225,0.0,111.6815,4.6092175,1.0925,1.1425,4.2160575,62.37625,1710.9225,1001.7742499999999,3224.237275,0.0,0.0,2870.47,3224.237275,2870.47,353.76727500000015,None,DK_1,2026-04-23
2026-01-02 07:00:00+00:00,320.4895,9.483155,166.612,4.5624325,1.0975000000000001,1.1524999999999999,4.7487575,67.452175,1762.4650000000001,992.66275,3330.72577,0.0,0.0,3033.12,3330.72577,3033.12,297.6057700000001,None,DK_1,2026-04-23
2026-01-02 08:00:00+00:00,352.00225,9.15288,165.0435,8.16724,1.0975000000000001,1.13,34.16565,67.1259,1598.93,1029.3525,3266.1674199999998,0.0,0.0,3167.9575,3266.1674199999998,3167.9575,98.20991999999978,None,DK_1,2026-04-23
2026-01-02 09:00:00+00:00,356.86225,5.7118225,165.652,5.32041,1.0950000000000002,1.0975000000000001,175.11475,67.4238,1465.445,1209.2775000000001,3453.0000325,0.0,0.0,3289.975,3453.0000325,3289.975,163.02503250000018,None,DK_1,2026-04-23
2026-01-02 10:00:00+00:00,347.17375,5.6036775,165.80475,5.2564125,1.1,1.1075,299.776,66.71379999999999,1769.22,1606.8575,4268.61339,0.0,0.0,3368.83,4268.61339,3368.83,899.7833900000005,None,DK_1,2026-04-23
2026-01-02 11:00:00+00:00,346.31425,9.367195,165.44925,5.267185,1.0950000000000002,1.1125,284.72525,67.1946,1537.905,1943.27,4361.70023,0.0,0.0,3377.935,4361.70023,3377.935,983.7652300000004,None,DK_1,2026-04-23
2026-01-02 12:00:00+00:00,367.171,7.34644,165.552,5.3430525,1.0625,1.0825,213.88,76.23972499999999,1489.875,2306.09,4633.642217500001,0.0,0.0,3379.5125,4633.642217500001,3379.5125,1254.1297175000009,None,DK_1,2026-04-23
2026-01-02 13:00:00+00:00,354.8875,10.8249275,164.89375,5.0331975,1.105,1.125,123.37825,78.53049999999999,1799.35,2363.3325,4902.460625,0.0,0.0,3374.45,4902.460625,3374.45,1528.010625,None,DK_1,2026-04-23
2026-01-02 14:00:00+00:00,349.407,47.785650000000004,163.749,5.2409175,1.1075000000000002,1.15,39.23115,78.41290000000001,1805.435,2289.1925,4780.7116175,0.0,0.0,3322.08,4780.7116175,3322.08,1458.6316175000002,None,DK_1,2026-04-23
2026-01-02 15:00:00+00:00,382.2595,71.11055,164.6415,5.3281225,1.1,1.3875,9.723545,80.084875,1835.7875,2324.2975,4875.7205925,0.0,0.0,3424.4525,4875.7205925,3424.4525,1451.2680925,None,DK_1,2026-04-23
2026-01-02 16:00:00+00:00,375.1085,68.91655,165.231,5.24832,1.1,1.37,10.4094725,79.316875,1847.9975,2376.6125,4931.3107175000005,0.0,0.0,3600.535,4931.3107175000005,3600.535,1330.7757175000006,None,DK_1,2026-04-23
2026-01-02 17:00:00+00:00,381.31525,65.75467499999999,165.757,5.3367225000000005,1.1,1.395,9.58315,78.718725,1828.3775,2327.0425,4864.3805225,0.0,0.0,3554.9175,4864.3805225,3554.9175,1309.4630224999996,None,DK_1,2026-04-23
2026-01-02 18:00:00+00:00,367.216,64.806075,165.90975,5.2571375,1.1075000000000002,1.3050000000000002,8.3848975,77.189525,1742.2075,2119.9125,4553.2958849999995,0.0,0.0,3333.73,4553.2958849999995,3333.73,1219.5658849999995,None,DK_1,2026-04-23
2026-01-02 19:00:00+00:00,368.5985,55.159525,165.8915,5.3819975,1.1075000000000002,1.17,4.7238025,80.470375,1759.59,1724.56,4166.6532,0.0,0.0,3090.15,4166.6532,3090.15,1076.5031999999997,None,DK_1,2026-04-23
2026-01-02 20:00:00+00:00,372.95550000000003,60.213475,165.34375,5.36296,1.105,1.2525,4.3476025,81.296375,1748.255,1414.4425,3854.5746625,0.0,0.0,3001.05,3854.5746625,3001.05,853.5246625,None,DK_1,2026-04-23
2026-01-02 21:00:00+00:00,341.13149999999996,68.715275,164.98975000000002,4.86781,1.11,1.2975,3.644745,79.084025,1742.7575,1213.6725,3621.2706049999997,0.0,0.0,2883.0175,3621.2706049999997,2883.0175,738.2531049999998,None,DK_1,2026-04-23
2026-01-02 22:00:00+00:00,359.06,70.523475,164.87775,5.029434999999999,1.165,1.2625,3.7392849999999997,80.712075,1735.1825,1098.9575,3520.50952,0.0,0.0,2817.9225,3520.50952,2817.9225,702.5870199999999,None,DK_1,2026-04-23
2026-01-02 23:00:00+00:00,395.81575,75.17167500000001,165.0775,5.349842499999999,1.21,1.4224999999999999,2.227255,75.6345,1655.415,1072.6925,3450.0165225,0.0,0.0,2946.36,3450.0165225,2946.36,503.65652249999994,None,DK_1,2026-04-23
2026-01-03 00:00:00+00:00,388.76925,66.6909,166.35725,5.3670625,1.21,1.3050000000000002,2.72576,76.16675000000001,1407.2075,954.6065,3070.4059724999997,0.0,0.0,2907.3875,3070.4059724999997,2907.3875,163.01847249999992,None,DK_1,2026-04-23
2026-01-03 01:00:00+00:00,389.787,75.00687500000001,218.68675000000002,11.34801,1.21,1.29,2.45716,74.3741,1220.955,891.013,2886.127895,0.0,0.0,2876.7,2886.127895,2876.7,9.427895000000262,None,DK_1,2026-04-23
2026-01-03 02:00:00+00:00,383.09675,68.6719,246.0385,13.931675,1.21,1.2875,1.90586,75.62967499999999,1290.435,865.0025,2947.2093600000003,0.0,0.0,2838.805,2947.2093600000003,2838.805,108.40436000000045,None,DK_1,2026-04-23
2026-01-03 03:00:00+00:00,380.17625,69.44992500000001,257.98425,15.44435,1.21,1.34,1.9925750000000002,75.98205,1139.135,755.02625,2697.7406499999997,0.0,0.0,2746.3325,2697.7406499999997,2746.3325,-48.59185000000025,None,DK_1,2026-04-23
2026-01-03 04:00:00+00:00,396.49425,69.53020000000001,260.99775,15.7456,1.21,1.3275000000000001,1.300052,75.284,996.03975,666.0255,2483.954602,0.0,0.0,2648.3225,2483.954602,2648.3225,-164.36789800000042,None,DK_1,2026-04-23
2026-01-03 05:00:00+00:00,373.82075,62.218325,261.84325,15.784075000000001,1.21,1.3,0.900299,75.80055,740.304,589.1695,2122.350749,0.0,0.0,2679.5775,2122.350749,2679.5775,-557.2267509999997,None,DK_1,2026-04-23
2026-01-03 06:00:00+00:00,376.604,78.31475,263.5725,15.999925,1.21,1.2675,1.02427475,75.33202499999999,553.95075,515.558,1882.83372475,0.0,0.0,2797.03,1882.83372475,2797.03,-914.1962752500001,None,DK_1,2026-04-23
2026-01-03 07:00:00+00:00,398.25575000000003,97.8253,304.81125,20.6085,1.2675,1.47,1.0464052499999998,75.277625,451.587,441.275,1793.42433025,0.0,0.0,2970.065,1793.42433025,2970.065,-1176.6406697500001,None,DK_1,2026-04-23
2026-01-03 08:00:00+00:00,413.47925,109.65525,335.661,23.961375,1.31,1.5625,47.201255,75.132625,392.081,398.67449999999997,1798.7187549999999,0.0,0.0,3074.27,1798.7187549999999,3074.27,-1275.551245,None,DK_1,2026-04-23
2026-01-03 09:00:00+00:00,419.81525,135.32175,335.25525,23.950325,1.31,1.77,226.4615,75.39045,308.41525,335.238,1862.927775,0.0,0.0,3141.12,1862.927775,3141.12,-1278.1922249999998,None,DK_1,2026-04-23
2026-01-03 10:00:00+00:00,400.88925,163.8535,334.9,23.94525,1.31,1.7375,282.385,73.99142499999999,265.58125,268.2605,1816.8536749999998,0.0,0.0,3153.5675,1816.8536749999998,3153.5675,-1336.7138250000003,None,DK_1,2026-04-23
2026-01-03 11:00:00+00:00,363.2585,124.7245,336.39025000000004,23.9472,1.3175000000000001,1.38,253.30675000000002,73.014625,262.95,277.9875,1718.2768250000001,0.0,0.0,3164.8775,1718.2768250000001,3164.8775,-1446.600675,None,DK_1,2026-04-23
2026-01-03 12:00:00+00:00,360.5425,113.67125,335.84425,23.9775,1.315,1.3175,252.49349999999998,73.14999999999999,290.56925,322.47749999999996,1775.35825,0.0,0.0,3157.585,1775.35825,3157.585,-1382.22675,None,DK_1,2026-04-23
2026-01-03 13:00:00+00:00,381.133,166.20725,335.9395,24.114175,1.31,1.625,153.00572499999998,72.238925,467.90250000000003,354.89549999999997,1958.3715750000001,0.0,0.0,3138.6725,1958.3715750000001,3138.6725,-1180.300925,None,DK_1,2026-04-23
2026-01-03 14:00:00+00:00,408.9755,135.31900000000002,335.87575,24.135675,1.31,1.6875,23.5651375,73.73932500000001,729.235,437.103,2170.9458875,0.0,0.0,3170.845,2170.9458875,3170.845,-999.8991124999998,None,DK_1,2026-04-23
2026-01-03 15:00:00+00:00,427.41225,146.49475,359.8155,26.692725,1.31,1.92,2.4250499999999997,79.317525,737.50225,568.941,2351.83105,0.0,0.0,3316.1175,2351.83105,3316.1175,-964.2864500000001,None,DK_1,2026-04-23
2026-01-03 16:00:00+00:00,418.92425,149.9415,371.61275,28.046425,1.3175000000000001,1.8175000000000001,1.54088775,79.88307499999999,586.46425,685.0395,2324.58763775,0.0,0.0,3504.34,2324.58763775,3504.34,-1179.7523622500003,None,DK_1,2026-04-23
2026-01-03 17:00:00+00:00,420.15925000000004,152.55775,372.6435,28.117,1.3525,1.84,3.585515,80.5569,743.69425,787.2345,2591.7411650000004,0.0,0.0,3414.9225,2591.7411650000004,3414.9225,-823.1813349999998,None,DK_1,2026-04-23
2026-01-03 18:00:00+00:00,417.2165,146.5915,374.0215,28.1129,1.41,1.795,2.5069875,80.124675,1041.25475,817.5345,2910.5683124999996,0.0,0.0,3249.065,2910.5683124999996,3249.065,-338.49668750000046,None,DK_1,2026-04-23
2026-01-03 19:00:00+00:00,406.21725000000004,128.8155,373.808,28.173125,1.41,1.6,2.1895425,79.05975,1057.84175,801.79525,2880.9101675,0.0,0.0,3057.67,2880.9101675,3057.67,-176.7598324999999,None,DK_1,2026-04-23
2026-01-03 20:00:00+00:00,404.1975,138.19175,376.134,28.36575,1.41,1.6600000000000001,2.4553875,79.6944,994.261,715.685,2742.0547875,0.0,0.0,2990.905,2742.0547875,2990.905,-248.8502125,None,DK_1,2026-04-23
2026-01-03 21:00:00+00:00,390.47075,110.95,374.06225,28.223399999999998,1.41,1.43,2.06488,79.6351,1200.4225000000001,750.31025,2938.97913,0.0,0.0,2909.6175,2938.97913,2909.6175,29.361630000000332,None,DK_1,2026-04-23
2026-01-03 22:00:00+00:00,404.067,101.079825,301.988,20.363,1.41,1.4925,2.112135,80.231775,1009.4092499999999,711.4962499999999,2633.649735,0.0,0.0,2858.5025,2633.649735,2858.5025,-224.8527650000001,None,DK_1,2026-04-23
2026-01-03 23:00:00+00:00,371.533,83.35585,274.47975,17.55805,1.41,1.125,0.6626650000000001,76.40700000000001,782.82125,658.0675,2267.420065,0.0,0.0,2920.0175,2267.420065,2920.0175,-652.5974350000001,None,DK_1,2026-04-23
2026-01-04 00:00:00+00:00,358.464,106.11862500000001,293.21175,19.255724999999998,1.41,1.2125,0.435266,74.800675,604.01475,560.41175,2019.3350409999998,0.0,0.0,2929.135,2019.3350409999998,2929.135,-909.7999590000004,None,DK_1,2026-04-23
2026-01-04 01:00:00+00:00,362.95799999999997,143.7705,299.88325,20.043725,1.41,1.425,0.9635707499999999,74.433825,406.7485,498.78725,1810.4236207499998,0.0,0.0,2912.7125,1810.4236207499998,2912.7125,-1102.2888792500003,None,DK_1,2026-04-23
2026-01-04 02:00:00+00:00,340.817,112.607575,304.98775,20.387999999999998,1.41,1.1400000000000001,0.42854775,75.32955,409.86925,534.63825,1801.61592275,0.0,0.0,2850.3125,1801.61592275,2850.3125,-1048.69657725,None,DK_1,2026-04-23
2026-01-04 03:00:00+00:00,340.03925000000004,100.4512,300.396,20.10095,1.41,1.0275,0.60450225,77.18515,379.97475,508.46275,1729.65205225,0.0,0.0,2804.78,1729.65205225,2804.78,-1075.1279477500002,None,DK_1,2026-04-23
2026-01-04 04:00:00+00:00,329.19100000000003,86.286625,300.96,20.132475,1.4075,0.9400000000000001,1.132522,75.29589999999999,463.7205,437.8105,1716.8770220000001,0.0,0.0,2706.7875,1716.8770220000001,2706.7875,-989.9104779999998,None,DK_1,2026-04-23
2026-01-04 05:00:00+00:00,322.971,78.453575,301.18975,20.17,1.41,0.87,0.66539575,75.147075,394.33325,416.57425,1611.7842957500002,0.0,0.0,2667.5725,1611.7842957500002,2667.5725,-1055.78820425,None,DK_1,2026-04-23
2026-01-04 06:00:00+00:00,321.917,94.181875,301.065,20.199650000000002,1.4,0.965,0.11652425,74.696875,263.00375,419.92625,1497.47192425,0.0,0.0,2802.515,1497.47192425,2802.515,-1305.0430757499998,None,DK_1,2026-04-23
2026-01-04 07:00:00+00:00,324.50175,101.26055,301.45525,20.25715,1.31,1.0025,0.13202475,74.966475,249.6615,361.35775,1435.90494975,0.0,0.0,2970.7025,1435.90494975,2970.7025,-1534.7975502499999,None,DK_1,2026-04-23
2026-01-04 08:00:00+00:00,348.88175,102.41499999999999,301.78475,20.325499999999998,1.31,1.075,31.262655000000002,76.63145,219.59625,307.1225,1410.404855,0.0,0.0,3063.88,1410.404855,3063.88,-1653.475145,None,DK_1,2026-04-23
2026-01-04 09:00:00+00:00,366.07624999999996,95.579,263.02075,16.109099999999998,1.3175000000000001,1.19,146.544975,74.01547500000001,159.86849999999998,261.0945,1384.81605,0.0,0.0,3160.63,1384.81605,3160.63,-1775.8139500000002,None,DK_1,2026-04-23
2026-01-04 10:00:00+00:00,373.33225,94.132425,243.12,14.010525,1.32,1.2149999999999999,292.37825,73.691625,121.45625,233.006,1447.6623250000002,0.0,0.0,3173.3825,1447.6623250000002,3173.3825,-1725.720175,None,DK_1,2026-04-23
2026-01-04 11:00:00+00:00,370.752,94.1057,244.21699999999998,14.06575,1.32,1.2075,370.6705,76.95927499999999,102.4145,234.9495,1510.661725,0.0,0.0,3183.0475,1510.661725,3183.0475,-1672.3857750000002,None,DK_1,2026-04-23
2026-01-04 12:00:00+00:00,351.23924999999997,96.72635,243.7905,13.96245,1.32,1.1075,372.8855,67.61395,89.78675,219.52225,1457.9545,0.0,0.0,3161.685,1457.9545,3161.685,-1703.7305,None,DK_1,2026-04-23
2026-01-04 13:00:00+00:00,364.15025,110.719,243.24175,13.91605,1.32,1.2075,245.7185,67.42295,66.841775,196.91649999999998,1311.454275,0.0,0.0,3134.865,1311.454275,3134.865,-1823.4107249999997,None,DK_1,2026-04-23
2026-01-04 14:00:00+00:00,377.47625,122.23725,243.85675,13.969725,1.32,1.2875,60.758485,75.08632499999999,54.141775,162.4795,1112.61356,0.0,0.0,3166.57,1112.61356,3166.57,-2053.95644,None,DK_1,2026-04-23
2026-01-04 15:00:00+00:00,405.09950000000003,157.19475,275.1895,17.4272,1.32,1.5475,0.3003025,75.606475,40.88065,158.6625,1133.2283775,0.0,0.0,3345.1025,1133.2283775,3345.1025,-2211.8741225,None,DK_1,2026-04-23
2026-01-04 16:00:00+00:00,401.89275,171.652,335.544,24.004550000000002,1.32,1.5675000000000001,0.0,75.7102,108.958725,117.18475,1237.8344749999999,0.0,0.0,3557.24,1237.8344749999999,3557.24,-2319.405525,None,DK_1,2026-04-23
2026-01-04 17:00:00+00:00,395.075,164.78300000000002,335.436,24.0232,1.32,1.495,0.0,76.23925,177.79575,100.3346,1276.5017999999998,0.0,0.0,3426.79,1276.5017999999998,3426.79,-2150.2882,None,DK_1,2026-04-23
2026-01-04 18:00:00+00:00,396.04125,156.54500000000002,335.569,24.032175,1.32,1.5425,0.0,75.20785000000001,214.53425,108.5264,1313.3184250000002,0.0,0.0,3251.275,1313.3184250000002,3251.275,-1937.956575,None,DK_1,2026-04-23
2026-01-04 19:00:00+00:00,385.47075,134.16525000000001,335.47900000000004,24.002375,1.32,1.3900000000000001,0.09213225,73.62395000000001,267.82225,111.12049999999999,1334.48620725,0.0,0.0,3126.03,1334.48620725,3126.03,-1791.5437927500002,None,DK_1,2026-04-23
2026-01-04 20:00:00+00:00,372.35249999999996,122.041,335.34175,25.52845,1.3175000000000001,1.315,0.0982865,75.081525,403.129,133.27525,1469.4802615,0.0,0.0,3062.6625,1469.4802615,3062.6625,-1593.1822384999998,None,DK_1,2026-04-23
2026-01-04 21:00:00+00:00,342.3195,110.76375,333.74275,23.98755,1.32,1.1675,0.07831375,75.470175,550.679,154.0795,1593.6080387500003,0.0,0.0,2973.5325,1593.6080387500003,2973.5325,-1379.9244612499995,None,DK_1,2026-04-23
2026-01-04 22:00:00+00:00,329.38475,109.98725,335.74,23.924999999999997,1.3125,0.9675,0.062874,70.388225,536.68325,184.38750000000002,1592.838849,0.0,0.0,2914.0275,1592.838849,2914.0275,-1321.1886510000002,None,DK_1,2026-04-23
2026-01-04 23:00:00+00:00,309.387,110.307,335.6485,23.821975000000002,1.315,0.905,0.017021249999999998,38.26325,556.8335,233.37575,1609.8739962499997,0.0,0.0,2982.9975,1609.8739962499997,2982.9975,-1373.1235037500003,None,DK_1,2026-04-23
2026-01-05 00:00:00+00:00,308.04275,98.9023,336.17075,23.817875,1.31,0.89,0.0205475,37.456925,555.67375,279.42775,1641.7126475,0.0,0.0,3045.8925,1641.7126475,3045.8925,-1404.1798525,None,DK_1,2026-04-23
2026-01-05 01:00:00+00:00,307.83074999999997,96.053475,336.04275,23.837675,1.3125,0.8674999999999999,0.4826765,33.638075,523.9159999999999,358.39675,1682.3781514999996,0.0,0.0,3138.7575,1682.3781514999996,3138.7575,-1456.3793485000006,None,DK_1,2026-04-23
2026-01-05 02:00:00+00:00,300.65225,90.398,335.8015,23.800425,1.3175000000000001,0.8125,0.88543275,33.46225,615.83775,403.71675,1806.6843577500001,0.0,0.0,3028.73,1806.6843577500001,3028.73,-1222.04564225,None,DK_1,2026-04-23
2026-01-05 03:00:00+00:00,304.433,91.15202500000001,335.79575,23.816025,1.3125,0.805,1.16369425,36.4445,700.2885,479.5325,1974.74349425,0.0,0.0,2942.7975,1974.74349425,2942.7975,-968.0540057500002,None,DK_1,2026-04-23
2026-01-05 04:00:00+00:00,313.616,110.81125,335.97725,23.8491,1.31,0.88,2.1976125,48.55625,771.04275,540.4495,2148.6897124999996,0.0,0.0,2962.2625,2148.6897124999996,2962.2625,-813.5727875000002,None,DK_1,2026-04-23
2026-01-05 05:00:00+00:00,327.59625,145.1025,337.9745,24.1304,1.31,1.1775,2.2793574999999997,50.548249999999996,684.88325,605.6875,2180.6895074999998,0.0,0.0,3301.2125,2180.6895074999998,3301.2125,-1120.5229925000003,None,DK_1,2026-04-23
2026-01-05 06:00:00+00:00,390.90200000000004,195.2935,357.92725,26.352575,1.3125,1.7425,2.682765,78.9364,606.67275,625.48525,2287.30749,0.0,0.0,3621.335,2287.30749,3621.335,-1334.02751,None,DK_1,2026-04-23
2026-01-05 07:00:00+00:00,382.76,163.511,364.914,27.232875,1.2875,1.4949999999999999,2.5317000000000003,84.69030000000001,600.552,635.91725,2264.891625,0.0,0.0,3829.8175,2264.891625,3829.8175,-1564.925875,None,DK_1,2026-04-23
2026-01-05 08:00:00+00:00,369.49675,128.30825,375.8435,38.2719,1.3,1.44,12.199607499999999,90.07922500000001,621.7547500000001,581.6487500000001,2220.3427325000002,0.0,0.0,3839.1975,2220.3427325000002,3839.1975,-1618.8547675,None,DK_1,2026-04-23
2026-01-05 09:00:00+00:00,381.49625000000003,120.479,376.20775000000003,32.065075,1.3025,1.575,50.185225,92.251375,619.72525,518.76475,2194.052175,0.0,0.0,3925.965,2194.052175,3925.965,-1731.9128250000003,None,DK_1,2026-04-23
2026-01-05 10:00:00+00:00,390.09049999999996,162.94,376.479,28.491625,1.3050000000000002,1.6475,76.156375,77.185775,682.34375,578.6835,2375.3230249999997,0.0,0.0,3937.8925,2375.3230249999997,3937.8925,-1562.5694750000002,None,DK_1,2026-04-23
