,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-28 21:00:00+00:00,336.6365,84.62965,243.72125,13.93295,1.39,1.29,5.541055,73.360275,1649.2275,1829.9875,4239.7166799999995,0.0,0.0,3367.215,4239.7166799999995,3367.215,872.5016799999994,None,DK_1,2026-04-23
2026-01-28 22:00:00+00:00,332.96075,74.37904999999999,242.22674999999998,13.85095,1.39,1.17,5.2754625,77.96105,1636.4524999999999,2021.8475,4407.5140125,0.0,0.0,3296.0,4407.5140125,3296.0,1111.5140124999998,None,DK_1,2026-04-23
2026-01-28 23:00:00+00:00,365.4985,80.6525,245.206,14.14495,1.39,1.58,6.11125,57.689525,1743.8725,2174.3675000000003,4690.5127250000005,0.0,0.0,3432.2625,4690.5127250000005,3432.2625,1258.2502250000007,None,DK_1,2026-04-23
2026-01-29 00:00:00+00:00,370.38,85.8133,245.0335,14.137675,1.39,1.67,5.2854375000000005,54.986225000000005,1723.74,2296.2275,4798.6636375,0.0,0.0,3562.28,4798.6636375,3562.28,1236.3836374999996,None,DK_1,2026-04-23
2026-01-29 01:00:00+00:00,366.17775,84.39315,245.0145,14.105025,1.39,1.6199999999999999,5.5772875,54.958875,1760.51,2248.7725,4782.5190875,0.0,0.0,3559.4225,4782.5190875,3559.4225,1223.0965874999997,None,DK_1,2026-04-23
2026-01-29 02:00:00+00:00,345.42025,71.021225,244.444,14.0788,1.39,1.29,8.215055,60.068425,1761.1275,2173.305,4680.360255,0.0,0.0,3460.4475,4680.360255,3460.4475,1219.9127549999994,None,DK_1,2026-04-23
2026-01-29 03:00:00+00:00,346.47575,70.58205,245.48225,14.174525,1.39,1.3475,9.6114925,56.299,1791.5875,2123.8275,4660.777567499999,0.0,0.0,3314.395,4660.777567499999,3314.395,1346.3825674999994,None,DK_1,2026-04-23
2026-01-29 04:00:00+00:00,344.0375,79.5398,280.549,17.979799999999997,1.39,1.4475,9.78692,58.062675,1782.1475,2153.0325000000003,4727.9731950000005,0.0,0.0,3226.5275,4727.9731950000005,3226.5275,1501.4456950000003,None,DK_1,2026-04-23
2026-01-29 05:00:00+00:00,335.55625,100.99315,296.7615,21.410275,1.3875,1.4475,9.429815,81.835025,1807.77,2105.77,4762.361015,0.0,0.0,3451.25,4762.361015,3451.25,1311.1110150000004,None,DK_1,2026-04-23
2026-01-29 06:00:00+00:00,370.58475,168.11425,351.68325,25.779474999999998,1.39,1.8075,8.75323,81.274625,1806.0900000000001,2046.4325,4861.90958,0.0,0.0,3820.215,4861.90958,3820.215,1041.6945799999994,None,DK_1,2026-04-23
2026-01-29 07:00:00+00:00,382.479,199.00225,351.957,25.823349999999998,1.3924999999999998,1.935,13.17791,83.13975,1801.135,1994.0275,4854.06926,0.0,0.0,3977.0675,4854.06926,3977.0675,877.0017600000001,None,DK_1,2026-04-23
2026-01-29 08:00:00+00:00,390.72825,215.63175,353.3855,26.939525,1.395,2.0925,53.03885,82.645025,1774.935,1883.9325,4784.7239,0.0,0.0,3978.495,4784.7239,3978.495,806.2289000000001,None,DK_1,2026-04-23
2026-01-29 09:00:00+00:00,422.18675,234.9955,352.051,45.277475,1.395,2.4825,112.261575,80.95985,1637.87,1839.4775,4728.95715,0.0,0.0,4025.0575,4728.95715,4025.0575,703.8996500000003,None,DK_1,2026-04-23
2026-01-29 10:00:00+00:00,402.08175,202.45275,348.0935,25.3711,1.39,2.165,162.7235,81.5753,1683.4675,1890.9850000000001,4800.305399999999,0.0,0.0,4052.5225,4800.305399999999,4052.5225,747.7828999999992,None,DK_1,2026-04-23
2026-01-29 11:00:00+00:00,382.82125,181.152,347.1585,25.265275,1.39,1.8675,172.72625,78.950775,1749.09,2043.8600000000001,4984.28155,0.0,0.0,4011.04,4984.28155,4011.04,973.2415499999997,None,DK_1,2026-04-23
2026-01-29 12:00:00+00:00,360.3335,163.337,339.78200000000004,25.5124,1.39,1.65,163.57999999999998,77.00880000000001,1775.6625,2235.5475,5143.8037,0.0,0.0,4025.9775,5143.8037,4025.9775,1117.8262000000004,None,DK_1,2026-04-23
2026-01-29 13:00:00+00:00,350.37675,153.74725,338.72625,24.32045,1.39,1.5325,123.531,77.4454,1750.3775,2339.4449999999997,5160.8921,0.0,0.0,4005.815,5160.8921,4005.815,1155.0771,None,DK_1,2026-04-23
2026-01-29 14:00:00+00:00,382.31399999999996,175.1585,345.43675,25.0804,1.3924999999999998,1.845,62.753175,82.3116,1724.1275,2293.33,5093.749425,0.0,0.0,3916.1575,5093.749425,3916.1575,1177.5919250000002,None,DK_1,2026-04-23
2026-01-29 15:00:00+00:00,394.79575,177.4405,342.24575,25.087699999999998,1.39,1.81,14.05076,83.1283,1722.9025000000001,2370.7799999999997,5133.63126,0.0,0.0,3960.5325,5133.63126,3960.5325,1173.0987600000003,None,DK_1,2026-04-23
2026-01-29 16:00:00+00:00,387.0445,179.0865,347.78775,25.160625,1.3924999999999998,1.6,6.9937725,80.84100000000001,1804.9975,2352.23,5187.1341475,0.0,0.0,4137.4075,5187.1341475,4137.4075,1049.7266474999997,None,DK_1,2026-04-23
2026-01-29 17:00:00+00:00,411.058,195.51975,349.627,25.496275,1.39,1.98,5.44886,85.655025,1812.1675,2293.11,5181.45241,0.0,0.0,3944.465,5181.45241,3944.465,1236.9874099999997,None,DK_1,2026-04-23
2026-01-29 18:00:00+00:00,396.99424999999997,172.70675,355.0105,26.065275,1.39,1.915,5.1645875,77.0841,1799.2649999999999,2307.3275,5142.9229625,0.0,0.0,3741.9975,5142.9229625,3741.9975,1400.9254624999999,None,DK_1,2026-04-23
2026-01-29 19:00:00+00:00,361.91225000000003,146.52675,297.00350000000003,19.796225,1.39,1.77,5.628527500000001,78.8227,1797.47,2383.2175,5093.537452500001,0.0,0.0,3609.6075,5093.537452500001,3609.6075,1483.9299525000006,None,DK_1,2026-04-23
2026-01-29 20:00:00+00:00,351.6175,118.85499999999999,255.31475,15.213475,1.39,1.625,5.7010275,74.8394,1821.82,2470.635,5117.0111525,0.0,0.0,3544.33,5117.0111525,3544.33,1572.6811525000003,None,DK_1,2026-04-23
2026-01-29 21:00:00+00:00,347.355,99.791325,246.13875000000002,14.254925,1.39,1.5025,6.058574999999999,78.3731,1844.6525,2568.7825000000003,5208.299175,0.0,0.0,3426.1725,5208.299175,3426.1725,1782.126675,None,DK_1,2026-04-23
2026-01-29 22:00:00+00:00,330.40075,89.14135,245.299,14.130125,1.39,1.405,6.2754975,81.825025,1848.505,2734.7200000000003,5353.091747500001,0.0,0.0,3371.6475,5353.091747500001,3371.6475,1981.4442475000005,None,DK_1,2026-04-23
2026-01-29 23:00:00+00:00,314.5535,66.126975,245.153,14.092575,1.39,2.2875,5.656015,62.53795,1842.3,2775.8374999999996,5329.935014999999,0.0,0.0,3447.3825,5329.935014999999,3447.3825,1882.552514999999,None,DK_1,2026-04-23
2026-01-30 00:00:00+00:00,315.44825000000003,70.58695,239.06875,13.444525,1.39,2.3525,7.12814,58.64225,1843.215,2789.0375,5340.313865,0.0,0.0,3455.4875,5340.313865,3455.4875,1884.826365,None,DK_1,2026-04-23
2026-01-30 01:00:00+00:00,314.22925,63.106625,226.77975,12.0825,1.39,2.33,9.948102500000001,57.993,1853.605,2923.1275,5464.5917275,0.0,0.0,3512.0075,5464.5917275,3512.0075,1952.5842275,None,DK_1,2026-04-23
2026-01-30 02:00:00+00:00,312.204,58.452,232.49875,12.7536,1.39,2.26,8.8073975,58.896724999999996,1852.205,2947.5425,5487.0099725,0.0,0.0,3491.4075,5487.0099725,3491.4075,1995.6024725000002,None,DK_1,2026-04-23
2026-01-30 03:00:00+00:00,308.808,52.81565,222.40225,11.602325,1.39,2.2824999999999998,10.522549999999999,62.14625,1835.4825,2964.1,5471.552025,0.0,0.0,3430.91,5471.552025,3430.91,2040.642025,None,DK_1,2026-04-23
2026-01-30 04:00:00+00:00,296.68899999999996,64.563025,222.04149999999998,11.620175,1.39,2.37,9.7623725,62.235075,1842.7275,2954.44,5467.838647500001,0.0,0.0,3439.8675,5467.838647500001,3439.8675,2027.9711475000008,None,DK_1,2026-04-23
2026-01-30 05:00:00+00:00,322.34575,79.9828,252.78025,14.98525,1.39,2.44,10.2962025,81.73949999999999,1858.48,2905.635,5530.074752500001,0.0,0.0,3543.6375,5530.074752500001,3543.6375,1986.4372525000008,None,DK_1,2026-04-23
2026-01-30 06:00:00+00:00,327.79525,130.368,313.4235,21.5524,1.39,2.555,10.2520325,85.27875,1860.165,2887.3325,5640.1124325,0.0,0.0,3878.2725,5640.1124325,3878.2725,1761.8399325,None,DK_1,2026-04-23
2026-01-30 07:00:00+00:00,357.7935,137.88125,364.03325,27.149025,1.39,2.8449999999999998,10.3908775,83.259725,1846.815,2901.995,5733.5526275,0.0,0.0,4001.625,5733.5526275,4001.625,1731.9276275000002,None,DK_1,2026-04-23
2026-01-30 08:00:00+00:00,352.4105,149.10675,368.07775,27.500125,1.39,2.8325,32.833974999999995,66.32355,1848.295,2845.0825,5693.852650000001,0.0,0.0,4027.83,5693.852650000001,4027.83,1666.0226500000008,None,DK_1,2026-04-23
2026-01-30 09:00:00+00:00,347.31775,161.07725,358.49625,27.030375,1.3924999999999998,2.7275,80.6279,64.146,1836.6475,2894.1225,5773.585525,0.0,0.0,4096.2425,5773.585525,4096.2425,1677.3430250000001,None,DK_1,2026-04-23
2026-01-30 10:00:00+00:00,340.71125,153.0985,329.289,23.258625,1.39,2.8200000000000003,122.63775,67.020675,1839.08,2966.7425,5846.0483,0.0,0.0,4127.2875,5846.0483,4127.2875,1718.7608,None,DK_1,2026-04-23
2026-01-30 11:00:00+00:00,350.89175,137.0325,290.474,19.099899999999998,1.3924999999999998,2.9025,125.74125,82.4829,1825.62,3063.355,5898.9923,0.0,0.0,4075.7225,5898.9923,4075.7225,1823.2698,None,DK_1,2026-04-23
2026-01-30 12:00:00+00:00,347.64625,120.42025,266.81325000000004,16.460725,1.39,2.8525,107.95875,76.63585,1852.75,3111.9325,5904.8600750000005,0.0,0.0,4008.1275,5904.8600750000005,4008.1275,1896.7325750000005,None,DK_1,2026-04-23
2026-01-30 13:00:00+00:00,335.949,118.2925,272.75375,17.0081,1.39,2.7325,73.452425,70.6345,1839.4625,3027.7075,5759.382775,0.0,0.0,3891.6575,5759.382775,3891.6575,1867.7252750000002,None,DK_1,2026-04-23
2026-01-30 14:00:00+00:00,360.46625,123.4565,290.24025,18.90505,1.39,2.66,34.924425,54.40975,1860.92,3028.2625,5775.634725,0.0,0.0,3847.6875,5775.634725,3847.6875,1927.947225,None,DK_1,2026-04-23
2026-01-30 15:00:00+00:00,344.9345,126.99375,288.9085,18.767625,1.39,2.605,10.904657499999999,53.08365,1874.1225,3094.62,5816.3301825,0.0,0.0,3877.4725,5816.3301825,3877.4725,1938.8576825,None,DK_1,2026-04-23
2026-01-30 16:00:00+00:00,342.3055,134.2365,328.43425,23.096325,1.39,2.63,8.0846575,50.28345,1874.9850000000001,3139.875,5905.3206825,0.0,0.0,4037.875,5905.3206825,4037.875,1867.4456824999997,None,DK_1,2026-04-23
2026-01-30 17:00:00+00:00,337.069,114.96175,304.0155,20.71285,1.39,2.505,8.201895,71.4616,1872.9099999999999,3130.6175000000003,5863.845095000001,0.0,0.0,3867.62,5863.845095000001,3867.62,1996.2250950000007,None,DK_1,2026-04-23
2026-01-30 18:00:00+00:00,331.956,94.628075,250.24175,14.538,1.39,2.495,8.852509999999999,63.45875,1874.295,3159.9275,5801.782585,0.0,0.0,3652.705,5801.782585,3652.705,2149.077585,None,DK_1,2026-04-23
2026-01-30 19:00:00+00:00,333.211,78.736725,240.0905,13.449200000000001,1.39,1.4125,9.061885,62.4606,1804.2,3183.81,5727.822410000001,0.0,0.0,3546.7425,5727.822410000001,3546.7425,2181.079910000001,None,DK_1,2026-04-23
2026-01-30 20:00:00+00:00,335.54025,31.9908,244.28475,13.873574999999999,1.39,1.1925,8.204525,47.563975,1752.545,3066.6549999999997,5503.240374999999,0.0,0.0,3448.9025,5503.240374999999,3448.9025,2054.3378749999993,None,DK_1,2026-04-23
2026-01-30 21:00:00+00:00,318.95525,54.049125000000004,228.12324999999998,12.034175,1.3824999999999998,1.1475,7.78461,44.819825,1854.345,3144.8925,5667.533735,0.0,0.0,3395.775,5667.533735,3395.775,2271.758735,None,DK_1,2026-04-23
2026-01-30 22:00:00+00:00,336.32475,79.8317,232.0435,12.591225,1.39,1.17,8.8187225,45.184125,1860.2424999999998,3091.135,5668.7315225,0.0,0.0,3270.615,5668.7315225,3270.615,2398.1165225000004,None,DK_1,2026-04-23
2026-01-30 23:00:00+00:00,351.77025,72.76465,250.80075,14.5969,1.39,1.17,8.1407825,45.630525,1862.9850000000001,3049.0725,5658.321357500001,0.0,0.0,3352.345,5658.321357500001,3352.345,2305.976357500001,None,DK_1,2026-04-23
2026-01-31 00:00:00+00:00,349.371,56.926100000000005,244.56,13.904275,1.3824999999999998,1.15,9.0582475,40.60705,1862.8600000000001,3060.335,5640.154172500001,0.0,0.0,3361.47,5640.154172500001,3361.47,2278.684172500001,None,DK_1,2026-04-23
2026-01-31 01:00:00+00:00,338.97325,112.96365,244.76225,13.9547,1.3875,1.38,9.298012499999999,51.82875,1864.595,3022.0375,5661.1806125,0.0,0.0,3319.205,5661.1806125,3319.205,2341.9756125000004,None,DK_1,2026-04-23
2026-01-31 02:00:00+00:00,328.6605,79.4393,243.15925,13.759025,1.3849999999999998,1.1775,8.5865525,42.424675,1859.0,3065.3325,5642.9243025,0.0,0.0,3349.7025,5642.9243025,3349.7025,2293.2218024999997,None,DK_1,2026-04-23
2026-01-31 03:00:00+00:00,338.24075,105.38175,216.39350000000002,10.844,1.3875,1.4,9.842275,49.975425,1859.5325,3120.3675000000003,5713.3652,0.0,0.0,3278.03,5713.3652,3278.03,2435.3352,None,DK_1,2026-04-23
2026-01-31 04:00:00+00:00,353.7615,117.154325,215.97299999999998,10.8141,1.39,1.5025,10.0129375,53.862275000000004,1861.275,3145.2799999999997,5771.0256375,0.0,0.0,3149.4175,5771.0256375,3149.4175,2621.6081375,None,DK_1,2026-04-23
2026-01-31 05:00:00+00:00,331.776,53.130075,215.31799999999998,10.799575,1.39,1.2125,10.542575,58.26145,1835.2525,3177.5275,5695.210175,0.0,0.0,3080.1925,5695.210175,3080.1925,2615.017675,None,DK_1,2026-04-23
2026-01-31 06:00:00+00:00,330.87375000000003,26.282575,221.3225,11.3589,1.3875,1.28,10.18398,58.336124999999996,1856.605,3211.515,5729.145329999999,0.0,0.0,3155.85,5729.145329999999,3155.85,2573.2953299999995,None,DK_1,2026-04-23
2026-01-31 07:00:00+00:00,346.74575,74.286675,242.2945,13.917775,1.3875,1.375,13.197415,72.04825,1862.63,3258.065,5885.947865,0.0,0.0,3307.9775,5885.947865,3307.9775,2577.970365,None,DK_1,2026-04-23
2026-01-31 08:00:00+00:00,365.41425,88.6902,245.33425,14.0379,1.3849999999999998,1.565,62.11025,73.3799,1858.715,3354.585,6065.21675,0.0,0.0,3381.37,6065.21675,3381.37,2683.8467499999997,None,DK_1,2026-04-23
2026-01-31 09:00:00+00:00,368.61525,91.499525,245.22050000000002,14.07135,1.3875,1.6,178.6725,74.8291,1849.8325,3355.1549999999997,6180.883225,0.0,0.0,3514.4725,6180.883225,3514.4725,2666.4107249999997,None,DK_1,2026-04-23
2026-01-31 10:00:00+00:00,363.421,63.840925,245.18574999999998,14.00965,1.39,1.625,305.19425,72.30160000000001,1709.1125,3337.2075,6113.288175,0.0,0.0,3552.3925,6113.288175,3552.3925,2560.8956749999998,None,DK_1,2026-04-23
2026-01-31 11:00:00+00:00,369.66375,116.15849999999999,244.88275,14.025825000000001,1.39,1.7175,301.62874999999997,68.5321,1679.275,3329.6825,6126.956674999999,0.0,0.0,3565.81,6126.956674999999,3565.81,2561.1466749999995,None,DK_1,2026-04-23
2026-01-31 12:00:00+00:00,368.25025,107.82775,244.84775000000002,14.0366,1.39,1.685,277.67575,69.506025,1674.665,3291.7225,6051.606624999999,0.0,0.0,3499.265,6051.606624999999,3499.265,2552.3416249999996,None,DK_1,2026-04-23
2026-01-31 13:00:00+00:00,375.90925,158.9175,245.22125,21.6996,1.39,1.81,240.42325,69.480175,1664.44,3211.215,5990.506025000001,0.0,0.0,3487.11,5990.506025000001,3487.11,2503.3960250000005,None,DK_1,2026-04-23
2026-01-31 14:00:00+00:00,358.26750000000004,110.22855,244.55925000000002,14.027675,1.39,1.4775,150.8991,65.495375,1724.675,3246.8375,5917.8574499999995,0.0,0.0,3398.4275,5917.8574499999995,3398.4275,2519.4299499999997,None,DK_1,2026-04-23
2026-01-31 15:00:00+00:00,368.21925,101.5509,245.233,14.03515,1.39,1.3675,40.1115,72.901825,1851.8925,3245.1875,5941.889125,0.0,0.0,3450.155,5941.889125,3450.155,2491.7341249999995,None,DK_1,2026-04-23
2026-01-31 16:00:00+00:00,356.39775,113.6235,244.85725,14.03665,1.3875,1.3375,10.112300000000001,72.20349999999999,1850.9125,3262.27,5927.13845,0.0,0.0,3673.645,5927.13845,3673.645,2253.4934500000004,None,DK_1,2026-04-23
2026-01-31 17:00:00+00:00,329.39925,101.8359,244.784,13.988025,1.39,1.22,10.22752,54.74215,1845.1725000000001,3306.2725,5909.031845,0.0,0.0,3680.6725,5909.031845,3680.6725,2228.3593450000003,None,DK_1,2026-04-23
2026-01-31 18:00:00+00:00,301.068,39.719475,244.857,13.99025,1.39,1.1625,10.0988625,46.6201,1779.9175,3285.8675,5724.6911875,0.0,0.0,3551.84,5724.6911875,3551.84,2172.8511874999995,None,DK_1,2026-04-23
2026-01-31 19:00:00+00:00,293.9325,18.239150000000002,244.8875,13.992825,1.39,1.1075,10.7993,46.36,1689.7275,3035.515,5355.951274999999,0.0,0.0,3418.02,5355.951274999999,3418.02,1937.9312749999995,None,DK_1,2026-04-23
2026-01-31 20:00:00+00:00,291.63525,27.685074999999998,238.433,13.97075,1.3824999999999998,1.1025,10.637575,47.41455,1839.5175,3088.925,5560.7037,0.0,0.0,3291.4675,5560.7037,3291.4675,2269.2362,None,DK_1,2026-04-23
2026-01-31 21:00:00+00:00,294.86975,18.438299999999998,189.13425,13.891275,1.3849999999999998,1.1225,8.5956475,47.27645,1831.77,2950.52,5357.0031725,0.0,0.0,3272.835,5357.0031725,3272.835,2084.1681725,None,DK_1,2026-04-23
2026-01-31 22:00:00+00:00,289.846,33.967675,238.14274999999998,14.036075,1.3824999999999998,1.1375,7.313585,46.61215,1756.9425,2978.75,5368.130735000001,0.0,0.0,3108.63,5368.130735000001,3108.63,2259.5007350000005,None,DK_1,2026-04-23
2026-01-31 23:00:00+00:00,337.27325,45.255475000000004,263.791,15.771225000000001,1.39,1.3075,8.67151,51.698775,1675.06,2956.85,5357.068735,0.0,0.0,3216.0075,5357.068735,3216.0075,2141.0612349999997,None,DK_1,2026-04-23
2026-02-01 00:00:00+00:00,352.4895,44.9592,253.48749999999998,15.5522,1.3875,1.365,9.112335,51.254875,1660.035,2899.8125,5289.45561,0.0,0.0,3189.665,5289.45561,3189.665,2099.79061,None,DK_1,2026-04-23
2026-02-01 01:00:00+00:00,324.83925,32.327325,177.031,12.722675,1.39,1.1824999999999999,10.657985,47.073025,1677.68,2934.415,5219.31876,0.0,0.0,3402.6725,5219.31876,3402.6725,1816.64626,None,DK_1,2026-04-23
2026-02-01 02:00:00+00:00,333.0925,88.893325,230.33175,12.88425,1.39,1.2525,11.195825,51.36515,1677.7725,2943.085,5351.2628,0.0,0.0,3266.655,5351.2628,3266.655,2084.6078,None,DK_1,2026-04-23
2026-02-01 03:00:00+00:00,336.7365,74.8199,235.73624999999998,12.877424999999999,1.39,1.2850000000000001,10.989799999999999,48.907849999999996,1675.6125,2935.5925,5333.947725,0.0,0.0,3138.66,5333.947725,3138.66,2195.287725,None,DK_1,2026-04-23
2026-02-01 04:00:00+00:00,343.8555,96.756125,228.73475000000002,12.91375,1.39,1.31,10.9588,49.2288,1682.9775,2888.45,5316.575225,0.0,0.0,3010.2625,5316.575225,3010.2625,2306.312725,None,DK_1,2026-04-23
2026-02-01 05:00:00+00:00,345.69275,81.2943,177.2405,12.870675,1.3849999999999998,1.355,10.46618,48.113575,1746.66,2920.8175,5345.89548,0.0,0.0,3009.39,5345.89548,3009.39,2336.5054800000003,None,DK_1,2026-04-23
2026-02-01 06:00:00+00:00,328.3735,76.8152,225.72424999999998,18.046499999999998,1.3875,1.2825,8.984895,47.898225,1804.165,2920.67,5433.34757,0.0,0.0,3154.465,5433.34757,3154.465,2278.8825699999998,None,DK_1,2026-04-23
2026-02-01 07:00:00+00:00,334.30725,62.60175,319.44475,22.376575,1.3875,1.385,28.104275,47.871125,1835.335,3005.215,5658.028225,0.0,0.0,3216.385,5658.028225,3216.385,2441.643225,None,DK_1,2026-04-23
2026-02-01 08:00:00+00:00,335.12975,80.610625,346.58125,25.06145,1.3924999999999998,1.43,123.18365,48.42225,1827.685,3084.2250000000004,5873.721475,0.0,0.0,3370.4125,5873.721475,3370.4125,2503.3089750000004,None,DK_1,2026-04-23
2026-02-01 09:00:00+00:00,337.25075,87.3211,360.75825,26.63965,1.3875,1.42,228.47875,48.9527,1831.2150000000001,3147.2475,6070.671200000001,0.0,0.0,3482.47,6070.671200000001,3482.47,2588.201200000001,None,DK_1,2026-04-23
2026-02-01 10:00:00+00:00,343.424,97.3341,366.66225,27.311975,1.39,1.4325,322.5425,51.346999999999994,1854.0625,3163.8675,6229.374325,0.0,0.0,3490.0975,6229.374325,3490.0975,2739.276825,None,DK_1,2026-04-23
2026-02-01 11:00:00+00:00,350.522,126.4195,367.4645,27.332,1.39,1.525,386.616,51.6165,1867.08,3206.815,6386.7805,0.0,0.0,3519.7575,6386.7805,3519.7575,2867.0229999999997,None,DK_1,2026-04-23
2026-02-01 12:00:00+00:00,363.20975,128.65474999999998,367.76075,27.438025,1.39,1.5425,397.3115,55.731325,1870.15,3240.51,6453.698600000001,0.0,0.0,3559.8375,6453.698600000001,3559.8375,2893.8611000000005,None,DK_1,2026-04-23
2026-02-01 13:00:00+00:00,356.69325000000003,128.985,367.34875,27.36805,1.39,1.59,331.9695,53.816024999999996,1870.6325000000002,3241.7275,6381.5205750000005,0.0,0.0,3588.4325,6381.5205750000005,3588.4325,2793.0880750000006,None,DK_1,2026-04-23
2026-02-01 14:00:00+00:00,350.3545,130.269,367.51075000000003,27.40675,1.3875,1.5425,167.60675,66.844825,1872.4325,3250.2475,6235.602575,0.0,0.0,3578.59,6235.602575,3578.59,2657.0125749999997,None,DK_1,2026-04-23
2026-02-01 15:00:00+00:00,328.1305,65.834375,367.0865,27.384075,1.39,1.3,38.170315,67.8577,1712.605,3148.395,5758.153464999999,0.0,0.0,3642.075,5758.153464999999,3642.075,2116.0784649999996,None,DK_1,2026-04-23
2026-02-01 16:00:00+00:00,352.2355,133.21625,367.10425,27.3711,1.39,1.3025,9.038215,73.258725,1867.6075,3231.55,6064.07404,0.0,0.0,3819.36,6064.07404,3819.36,2244.7140400000003,None,DK_1,2026-04-23
2026-02-01 17:00:00+00:00,339.2795,76.21119999999999,361.026,27.4152,1.39,1.315,10.43503,65.60877500000001,1873.55,3203.8025000000002,5960.033205,0.0,0.0,3643.42,5960.033205,3643.42,2316.6132049999997,None,DK_1,2026-04-23
2026-02-01 18:00:00+00:00,305.229,66.621225,309.769,27.31165,1.39,1.2175,9.951715,71.4428,1634.4425,2874.755,5302.13039,0.0,0.0,3562.6875,5302.13039,3562.6875,1739.4428900000003,None,DK_1,2026-04-23
2026-02-01 19:00:00+00:00,304.53825,108.140075,309.81225,27.23305,1.3849999999999998,1.3325,10.536175,67.78717499999999,1840.98,3166.5375,5838.281975,0.0,0.0,3504.3275,5838.281975,3504.3275,2333.954475,None,DK_1,2026-04-23
2026-02-01 20:00:00+00:00,274.4195,89.906675,355.8755,26.985225,1.39,1.2275,10.3044,52.168825,1652.6575,3120.4674999999997,5585.402625,0.0,0.0,3481.19,5585.402625,3481.19,2104.2126249999997,None,DK_1,2026-04-23
2026-02-01 21:00:00+00:00,234.66375,71.049,309.033,26.266775,1.3875,1.2225,10.766175,47.561875,1741.4775,2984.415,5427.843075,0.0,0.0,3433.035,5427.843075,3433.035,1994.808075,None,DK_1,2026-04-23
2026-02-01 22:00:00+00:00,297.94875,98.237075,310.7015,26.93335,1.3849999999999998,1.3900000000000001,10.858625,46.688375,1775.29,3071.385,5640.817675,0.0,0.0,3358.9175,5640.817675,3358.9175,2281.900175,None,DK_1,2026-04-23
2026-02-01 23:00:00+00:00,327.562,101.34875,368.8905,27.25565,1.3849999999999998,2.45,9.287505,47.789249999999996,1831.7675,3059.4175,5777.153655,0.0,0.0,3619.2925,5777.153655,3619.2925,2157.861155,None,DK_1,2026-04-23
2026-02-02 00:00:00+00:00,329.52275,93.91785,368.4665,27.292125,1.3875,2.36,7.8299775,47.7538,1866.15,2986.505,5731.1855025,0.0,0.0,3577.97,5731.1855025,3577.97,2153.2155025000006,None,DK_1,2026-04-23
2026-02-02 01:00:00+00:00,331.19,90.28295,367.49425,27.31935,1.3849999999999998,2.3525,8.687872500000001,46.51435,1867.1275,2942.6575000000003,5685.0112725,0.0,0.0,3542.635,5685.0112725,3542.635,2142.3762724999997,None,DK_1,2026-04-23
2026-02-02 02:00:00+00:00,339.71975,90.5818,367.82425,27.401575,1.39,2.4175,9.9869425,46.8054,1865.3025,2843.0575,5594.4872175,0.0,0.0,3375.8475,5594.4872175,3375.8475,2218.6397175,None,DK_1,2026-04-23
2026-02-02 03:00:00+00:00,332.36199999999997,87.8247,367.802,27.428024999999998,1.39,2.4050000000000002,10.383025,46.8591,1862.625,2764.045,5503.12385,0.0,0.0,3323.825,5503.12385,3323.825,2179.29885,None,DK_1,2026-04-23
2026-02-02 04:00:00+00:00,328.75,93.0438,367.7165,27.398,1.3824999999999998,2.4275,9.851405,55.53835,1861.1325,2691.5425,5438.783055,0.0,0.0,3281.2825,5438.783055,3281.2825,2157.500555,None,DK_1,2026-04-23
2026-02-02 05:00:00+00:00,327.49725,117.571,367.858,27.9695,1.3875,2.4325,9.3067975,80.49605,1859.4525,2586.235,5380.2060975,0.0,0.0,3578.575,5380.2060975,3578.575,1801.6310975000006,None,DK_1,2026-04-23
2026-02-02 06:00:00+00:00,364.951,168.962,367.53,29.167375,1.3924999999999998,2.73,9.117705,79.2671,1860.275,2600.2825000000003,5483.67518,0.0,0.0,3963.765,5483.67518,3963.765,1519.9101800000003,None,DK_1,2026-04-23
2026-02-02 07:00:00+00:00,392.1855,185.89325,367.4445,27.43625,1.39,2.985,43.9645,83.035825,1783.8425,2726.5975,5614.7748249999995,0.0,0.0,4141.515,5614.7748249999995,4141.515,1473.2598249999992,None,DK_1,2026-04-23
2026-02-02 08:00:00+00:00,397.644,184.026,367.54200000000003,27.486225,1.39,3.125,278.0335,71.50037499999999,1622.5875,2922.8825,5876.2171,0.0,0.0,4163.1175,5876.2171,4163.1175,1713.0995999999996,None,DK_1,2026-04-23
2026-02-02 09:00:00+00:00,378.12975,138.98675,368.60525,27.524525,1.39,2.93,652.9425,68.92722499999999,1750.74,3132.05,6522.226,0.0,0.0,4201.29,6522.226,4201.29,2320.9359999999997,None,DK_1,2026-04-23
2026-02-02 10:00:00+00:00,405.072,150.5745,307.30174999999997,20.904175000000002,1.39,3.3325,909.573,80.93845,1806.2625,3270.18,6955.528875,0.0,0.0,4120.8625,6955.528875,4120.8625,2834.666375,None,DK_1,2026-04-23
