,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-07 08:00:00+00:00,21.18,68.349257,52.0613995,89.7943485,43.46902775,106.84507725,33.09824225,414.79735225,619.7167435,0.0,2260.4538350000003,1034.51409575,2260.4538350000003,-1225.9397392500002,None,LT,2026-04-23
2026-01-07 09:00:00+00:00,21.18,68.33959625,52.372001,91.93089925000001,64.09654675,107.5866795,36.14579,441.65151275,554.74300075,0.0,2258.0234874999996,996.3945134999999,2258.0234874999996,-1261.6289739999997,None,LT,2026-04-23
2026-01-07 10:00:00+00:00,21.18,68.24759424999999,52.36607925,80.46980725,67.44562124999999,107.37103024999999,50.975692,448.05582425,583.782628,0.0,2226.6351675,1031.83845225,2226.6351675,-1194.79671525,None,LT,2026-04-23
2026-01-07 11:00:00+00:00,21.075117,68.293419,52.365471,90.98657850000001,54.33943325,106.56133075,41.615014,435.23636350000004,356.18833025,0.0,2216.9865124999997,791.42469375,2216.9865124999997,-1425.5618187499997,None,LT,2026-04-23
2026-01-07 12:00:00+00:00,20.979999,68.293283,51.823259,83.03488775,28.086847499999998,106.4425495,19.71804675,378.3788725,201.18133675,0.0,2184.24631,579.5602092500001,2184.24631,-1604.68610075,None,LT,2026-04-23
2026-01-07 13:00:00+00:00,20.979999,68.419099,52.168409499999996,82.73126975,6.916117,106.60818524999999,20.252595,358.07567449999993,200.66882400000003,0.0,2177.9190200000003,558.7444985,2177.9190200000003,-1619.1745215000003,None,LT,2026-04-23
2026-01-07 14:00:00+00:00,20.979999,68.364796,52.153397,82.9750145,0.29041225000000004,107.14561499999999,2.8056437499999998,334.7148775,199.190473,0.0,2195.1903075,533.9053504999999,2195.1903075,-1661.284957,None,LT,2026-04-23
2026-01-07 15:00:00+00:00,20.979999,97.276275,52.14038875,81.71491325,2.625e-05,105.7594945,2.22793925,360.099036,385.1995225,0.0,2200.436755,745.2985585,2200.436755,-1455.1381965,None,LT,2026-04-23
2026-01-07 16:00:00+00:00,20.979999,178.44081375000002,52.14752575,80.93620200000001,0.0,103.37853425,2.3450800000000003,438.22815475,382.74427175,0.0,2178.68565,820.9724265,2178.68565,-1357.7132235,None,LT,2026-04-23
2026-01-07 17:00:00+00:00,20.979999,237.50794475,52.151227500000005,80.339152,0.0,103.77854375,8.3555785,503.1124455,379.2106875,0.0,2140.1536575,882.323133,2140.1536575,-1257.8305245000001,None,LT,2026-04-23
