,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Waste,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-03 06:00:00+00:00,0.0,0.439999,1245.16486475,937.38820025,0.0,17.782279000000003,229.4996155,2430.2749585,0.0,0.0,5702.4375,2430.2749585,5702.4375,-3272.1625415,None,NO_1,2026-04-23
2026-01-03 07:00:00+00:00,0.0,0.439999,1255.3473275000001,979.1242555,0.0,17.77988925,229.5729255,2482.2643967500003,0.0,0.0,5902.96,2482.2643967500003,5902.96,-3420.6956032499997,None,NO_1,2026-04-23
2026-01-03 08:00:00+00:00,0.0,0.439999,1262.92247525,1080.9039942499999,0.0,16.47184225,230.541258,2591.27956875,0.0,0.0,6095.7175,2591.27956875,6095.7175,-3504.4379312499996,None,NO_1,2026-04-23
2026-01-03 09:00:00+00:00,0.0,0.439999,1266.23501425,1132.6856955,0.57175825,16.07469225,230.42408925,2646.4312485,0.0,0.0,6279.11,2646.4312485,6279.11,-3632.6787514999996,None,NO_1,2026-04-23
2026-01-03 10:00:00+00:00,0.0,0.439999,1254.522046,1089.111283,0.48347875,15.946206,230.64077749999998,2591.1437902499997,0.0,0.0,6456.5175,2591.1437902499997,6456.5175,-3865.37370975,None,NO_1,2026-04-23
2026-01-03 11:00:00+00:00,0.0,0.439999,1243.5418022499998,1084.4353015000002,0.61434625,15.35110675,229.54446275,2573.9270184999996,0.0,0.0,6553.5875,2573.9270184999996,6553.5875,-3979.6604815,None,NO_1,2026-04-23
2026-01-03 12:00:00+00:00,0.0,0.439999,1240.6645445,1076.945804,0.43543075,13.4059515,230.48654175000001,2562.3782714999993,0.0,0.0,6572.1225,2562.3782714999993,6572.1225,-4009.744228500001,None,NO_1,2026-04-23
2026-01-03 13:00:00+00:00,0.0,0.439999,1242.520112,1155.892401,0.38060525,14.31028825,230.85051049999998,2644.393916,0.0,0.0,6572.1849999999995,2644.393916,6572.1849999999995,-3927.7910839999995,None,NO_1,2026-04-23
2026-01-03 14:00:00+00:00,0.0,0.439999,1251.0056359999999,1228.7708105,0.00052525,13.966277,234.62339075,2728.8066384999997,0.0,0.0,6595.6775,2728.8066384999997,6595.6775,-3866.8708615,None,NO_1,2026-04-23
2026-01-03 15:00:00+00:00,0.0,0.439999,1253.4035657499999,1228.68349725,0.0,13.27224875,233.91141025,2729.710721,0.0,0.0,6679.2474999999995,2729.710721,6679.2474999999995,-3949.5367789999996,None,NO_1,2026-04-23
2026-01-03 16:00:00+00:00,0.0,0.439999,1260.3997235,1227.29040525,0.0,12.5852845,236.109297,2736.8247092499996,0.0,0.0,6731.639999999999,2736.8247092499996,6731.639999999999,-3994.81529075,None,NO_1,2026-04-23
2026-01-03 17:00:00+00:00,0.0,0.439999,1263.11286125,1226.3793540000001,0.0,12.68691775,238.07211725,2740.6912492499996,0.0,0.0,6661.4525,2740.6912492499996,6661.4525,-3920.7612507500007,None,NO_1,2026-04-23
2026-01-03 18:00:00+00:00,0.0,0.439999,1263.19319975,1197.4852265,0.0,12.888816,234.09752175,2708.104763,0.0,0.0,6527.17,2708.104763,6527.17,-3819.0652370000003,None,NO_1,2026-04-23
2026-01-03 19:00:00+00:00,0.0,0.439999,1253.88095525,1195.10545325,0.0,13.021379,225.20953550000002,2687.657322,0.0,0.0,6410.32,2687.657322,6410.32,-3722.6626779999997,None,NO_1,2026-04-23
2026-01-03 20:00:00+00:00,0.0,0.439999,1258.77018275,1197.64193975,0.0,14.52448375,219.99841525,2691.3750205,0.0,0.0,6292.795,2691.3750205,6292.795,-3601.4199795,None,NO_1,2026-04-23
2026-01-03 21:00:00+00:00,0.0,0.439999,1256.70805325,1172.7664610000002,0.0,14.67423225,218.07671825,2662.6654637499996,0.0,0.0,6131.7275,2662.6654637499996,6131.7275,-3469.0620362500003,None,NO_1,2026-04-23
2026-01-03 22:00:00+00:00,0.0,0.439999,1247.749445,1060.6399285,0.0,14.3307435,214.25173875000002,2537.41185475,0.0,0.0,5984.705,2537.41185475,5984.705,-3447.2931452499997,None,NO_1,2026-04-23
2026-01-03 23:00:00+00:00,0.099861,0.439999,1239.495304,900.92559425,0.0,14.28170925,210.48306175,2365.7255292500004,0.0,0.0,5819.7825,2365.7255292500004,5819.7825,-3454.05697075,None,NO_1,2026-04-23
2026-01-04 00:00:00+00:00,0.19977775,0.439999,1227.7481685,968.6453575,0.0,14.0365845,218.30776625,2429.3776535,0.0,0.0,5716.715,2429.3776535,5716.715,-3287.3373465,None,NO_1,2026-04-23
2026-01-04 01:00:00+00:00,0.2,0.439999,1219.151891,948.9062570000001,0.0,14.995550249999999,193.03148625,2376.7251835,0.0,0.0,5642.5625,2376.7251835,5642.5625,-3265.8373165,None,NO_1,2026-04-23
2026-01-04 02:00:00+00:00,0.2,0.439999,1221.24629375,914.8045824999999,0.0,15.2374445,158.843414,2310.77173375,0.0,0.0,5574.797500000001,2310.77173375,5574.797500000001,-3264.0257662500007,None,NO_1,2026-04-23
2026-01-04 03:00:00+00:00,0.2,0.439999,1220.6674375,898.19142925,0.0,13.438434,163.823345,2296.7606447499998,0.0,0.0,5579.975,2296.7606447499998,5579.975,-3283.2143552500006,None,NO_1,2026-04-23
2026-01-04 04:00:00+00:00,0.2,0.439999,1219.231042,895.74743925,0.0,14.3999785,167.24240650000002,2297.26086525,0.0,0.0,5581.6625,2297.26086525,5581.6625,-3284.4016347500005,None,NO_1,2026-04-23
2026-01-04 05:00:00+00:00,0.2,0.439999,1221.89368725,863.2344047500001,0.0,17.3004725,168.73234025,2271.80090375,0.0,0.0,5642.535,2271.80090375,5642.535,-3370.7340962499998,None,NO_1,2026-04-23
2026-01-04 06:00:00+00:00,0.2,0.439999,1223.813955,817.8805092499999,0.0,18.59802375,165.74373,2226.676217,0.0,0.0,5703.5825,2226.676217,5703.5825,-3476.9062830000003,None,NO_1,2026-04-23
2026-01-04 07:00:00+00:00,0.2,0.439999,1225.732105,778.1204397500001,0.0,17.39499775,162.90729225,2184.79483375,0.0,0.0,5841.0375,2184.79483375,5841.0375,-3656.24266625,None,NO_1,2026-04-23
2026-01-04 08:00:00+00:00,0.100111,0.439999,1225.9187697500001,933.7646695000001,0.0,18.2129145,155.07687125,2333.513335,0.0,0.0,5976.9,2333.513335,5976.9,-3643.3866649999995,None,NO_1,2026-04-23
2026-01-04 09:00:00+00:00,0.1,0.439999,1234.9987215,1028.9975525,0.0,16.79132275,157.38486875,2438.7124645,0.0,0.0,6195.22,2438.7124645,6195.22,-3756.5075355000004,None,NO_1,2026-04-23
2026-01-04 10:00:00+00:00,0.1,0.439999,1238.799902,951.588214,0.432578,17.91991725,155.196611,2364.4772212499997,0.0,0.0,6346.8099999999995,2364.4772212499997,6346.8099999999995,-3982.3327787499998,None,NO_1,2026-04-23
2026-01-04 11:00:00+00:00,0.1,0.439999,1247.65477475,915.10636975,0.62163225,18.3529905,143.536927,2325.81269325,0.0,0.0,6388.175,2325.81269325,6388.175,-4062.3623067500002,None,NO_1,2026-04-23
2026-01-04 12:00:00+00:00,0.1,0.439999,1214.66247325,893.487523,0.57444175,17.908814500000002,141.852752,2269.0260035,0.0,0.0,6428.5575,2269.0260035,6428.5575,-4159.5314965,None,NO_1,2026-04-23
2026-01-04 13:00:00+00:00,0.1,0.439999,1244.50024925,946.871294,0.5735012500000001,17.700563,160.68536025,2370.8709667499998,0.0,0.0,6436.66,2370.8709667499998,6436.66,-4065.78903325,None,NO_1,2026-04-23
2026-01-04 14:00:00+00:00,0.1,0.439999,1259.664024,979.7569424999999,0.000623,16.850925500000002,160.02860325,2416.8411172499996,0.0,0.0,6541.22,2416.8411172499996,6541.22,-4124.378882750001,None,NO_1,2026-04-23
2026-01-04 15:00:00+00:00,0.19988875,0.439999,1261.5638314999999,1050.9576375000001,0.0,16.00968925,154.9735805,2484.1446265,0.0,0.0,6609.625,2484.1446265,6609.625,-4125.4803735000005,None,NO_1,2026-04-23
2026-01-04 16:00:00+00:00,0.2,0.439999,1279.8096950000001,1094.16699775,0.0,15.55747375,149.2124855,2539.3866510000007,0.0,0.0,6535.6125,2539.3866510000007,6535.6125,-3996.2258489999995,None,NO_1,2026-04-23
2026-01-04 17:00:00+00:00,0.2,0.439999,1285.7037169999999,1103.67076575,0.0,14.721090499999999,159.25142925,2563.9870015,0.0,0.0,6483.9175,2563.9870015,6483.9175,-3919.9304984999994,None,NO_1,2026-04-23
2026-01-04 18:00:00+00:00,0.2,0.439999,1286.94747925,1091.59795575,0.0,15.27683,120.03534,2514.4976039999997,0.0,0.0,6439.07,2514.4976039999997,6439.07,-3924.572396,None,NO_1,2026-04-23
2026-01-04 19:00:00+00:00,0.2,0.439999,1288.27731225,1142.338495,0.0,15.1991325,90.63272,2537.08765875,0.0,0.0,6397.9974999999995,2537.08765875,6397.9974999999995,-3860.9098412499993,None,NO_1,2026-04-23
2026-01-04 20:00:00+00:00,0.2,0.439999,1287.55856825,1141.4004795,0.0,14.45197825,70.34822975,2514.39925475,0.0,0.0,6348.25,2514.39925475,6348.25,-3833.85074525,None,NO_1,2026-04-23
2026-01-04 21:00:00+00:00,0.2,0.439999,1278.5249952499998,1101.3052505,0.0,15.13096375,60.06406025,2455.6652687499995,0.0,0.0,6206.175,2455.6652687499995,6206.175,-3750.5097312500006,None,NO_1,2026-04-23
2026-01-04 22:00:00+00:00,0.2,0.439999,1271.14357775,1032.439364,0.0,16.06828875,46.32019125,2366.61142075,0.0,0.0,6034.9225,2366.61142075,6034.9225,-3668.3110792499997,None,NO_1,2026-04-23
2026-01-04 23:00:00+00:00,0.0006665,0.439999,1255.509238,906.21320175,0.0,17.218546,32.342817249999996,2211.7244685,0.0,0.0,5869.1125,2211.7244685,5869.1125,-3657.3880315,None,NO_1,2026-04-23
2026-01-05 00:00:00+00:00,0.0,0.439999,1246.0716320000001,932.3676587499999,0.0,16.1215635,31.68617925,2226.6870324999995,0.0,0.0,5736.0725,2226.6870324999995,5736.0725,-3509.3854675000007,None,NO_1,2026-04-23
2026-01-05 01:00:00+00:00,0.0,0.439999,1244.02773075,953.83046075,0.0,15.82323375,31.06342975,2245.184854,0.0,0.0,5664.5025000000005,2245.184854,5664.5025000000005,-3419.3176460000004,None,NO_1,2026-04-23
2026-01-05 02:00:00+00:00,0.0,0.439999,1249.08362225,990.23458925,0.0,16.125049,32.96921125,2288.8524707500005,0.0,0.0,5620.202499999999,2288.8524707500005,5620.202499999999,-3331.350029249999,None,NO_1,2026-04-23
2026-01-05 03:00:00+00:00,0.0,0.439999,1253.57721075,980.44985275,0.0,15.381787,50.132622,2299.9814714999998,0.0,0.0,5640.3375,2299.9814714999998,5640.3375,-3340.3560285,None,NO_1,2026-04-23
2026-01-05 04:00:00+00:00,0.0,0.439999,1253.239332,964.67849,0.0,15.78931825,50.6145275,2284.76166675,0.0,0.0,5791.2325,2284.76166675,5791.2325,-3506.47083325,None,NO_1,2026-04-23
2026-01-05 05:00:00+00:00,0.0,0.439999,1262.22669225,1025.05039375,0.0,17.7799765,40.649209750000004,2346.14627125,0.0,0.0,6320.4175,2346.14627125,6320.4175,-3974.2712287499994,None,NO_1,2026-04-23
2026-01-05 06:00:00+00:00,0.0,0.439999,1272.17814125,1225.63827675,0.0,17.31063125,22.828604,2538.3956522499993,0.0,0.0,6692.7225,2538.3956522499993,6692.7225,-4154.3268477500005,None,NO_1,2026-04-23
2026-01-05 07:00:00+00:00,0.0,0.439999,1288.04091075,1245.446115,0.0,15.464695,23.26891425,2572.660634,0.0,0.0,6844.297500000001,2572.660634,6844.297500000001,-4271.636866000001,None,NO_1,2026-04-23
2026-01-05 08:00:00+00:00,0.0,0.439999,1299.82640425,1246.5431135,0.0,15.357105,27.03396325,2589.2005849999996,0.0,0.0,6892.935,2589.2005849999996,6892.935,-4303.734415000001,None,NO_1,2026-04-23
2026-01-05 09:00:00+00:00,0.0,0.439999,1299.6067655,1246.30341875,0.0,14.24824725,30.7665785,2591.3650089999996,0.0,0.0,6889.9875,2591.3650089999996,6889.9875,-4298.622491,None,NO_1,2026-04-23
2026-01-05 10:00:00+00:00,0.0,0.422766,1296.1880615,1202.74870725,0.42286250000000003,14.55764175,36.864982749999996,2551.20502175,0.0,0.0,6895.415,2551.20502175,6895.415,-4344.20997825,None,NO_1,2026-04-23
2026-01-05 11:00:00+00:00,0.0,0.439999,1314.1835655,1209.9896025,0.468227,14.3393345,43.428723000000005,2582.8494514999998,0.0,0.0,6909.005,2582.8494514999998,6909.005,-4326.155548500001,None,NO_1,2026-04-23
2026-01-05 12:00:00+00:00,0.0,0.439999,1327.54226325,1170.94706725,0.47452150000000004,14.0008305,38.73478925,2552.13947075,0.0,0.0,6888.4,2552.13947075,6888.4,-4336.260529249999,None,NO_1,2026-04-23
2026-01-05 13:00:00+00:00,0.0,0.439999,1330.76335825,1164.426907,0.45230125,13.706461000000001,30.72757,2540.5165965,0.0,0.0,6899.8075,2540.5165965,6899.8075,-4359.290903499999,None,NO_1,2026-04-23
2026-01-05 14:00:00+00:00,0.0,0.439999,1336.3097910000001,1159.80062425,0.0004685,13.82035025,37.9534355,2548.3246685000004,0.0,0.0,6989.35,2548.3246685000004,6989.35,-4441.0253315,None,NO_1,2026-04-23
2026-01-05 15:00:00+00:00,0.0,0.439999,1336.4792929999999,1248.9275522500002,0.0,12.6828395,44.00019625,2642.52988,0.0,0.0,7136.6975,2642.52988,7136.6975,-4494.16762,None,NO_1,2026-04-23
2026-01-05 16:00:00+00:00,0.0,0.439999,1332.604234,1140.1110625000001,0.0,11.816152500000001,37.99782975,2522.96927775,0.0,0.0,7116.4075,2522.96927775,7116.4075,-4593.438222250001,None,NO_1,2026-04-23
2026-01-05 17:00:00+00:00,0.0,0.439999,1326.41006825,1224.32794175,0.0,11.46659475,47.64208925,2610.286693,0.0,0.0,7021.415,2610.286693,7021.415,-4411.128307,None,NO_1,2026-04-23
2026-01-05 18:00:00+00:00,0.0,0.439999,1327.4649075,1229.393934,0.0,10.690995749999999,43.37658,2611.36641625,0.0,0.0,6925.87,2611.36641625,6925.87,-4314.50358375,None,NO_1,2026-04-23
2026-01-05 19:00:00+00:00,0.0,0.439999,1329.26327475,1193.11152425,0.0,10.983482500000001,59.19893075,2592.9972112499995,0.0,0.0,6838.405,2592.9972112499995,6838.405,-4245.407788750001,None,NO_1,2026-04-23
2026-01-05 20:00:00+00:00,0.0,0.439999,1333.2435584999998,1173.3202085,0.0,11.77032225,61.8163985,2580.59048675,0.0,0.0,6696.1075,2580.59048675,6696.1075,-4115.517013250001,None,NO_1,2026-04-23
2026-01-05 21:00:00+00:00,0.0,0.439999,1337.8199305,1151.98564225,0.0,12.9832325,31.3995435,2534.62834775,0.0,0.0,6495.215,2534.62834775,6495.215,-3960.58665225,None,NO_1,2026-04-23
2026-01-05 22:00:00+00:00,0.0,0.439999,1339.3741715,1069.71788425,0.0,13.27692175,40.99831025,2463.80728675,0.0,0.0,6299.825,2463.80728675,6299.825,-3836.01771325,None,NO_1,2026-04-23
2026-01-05 23:00:00+00:00,0.0,0.439999,1325.15674675,1010.40031675,0.0,13.683685749999999,53.079197,2402.75994525,0.0,0.0,6156.2625,2402.75994525,6156.2625,-3753.50255475,None,NO_1,2026-04-23
