,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other renewable,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-02 01:00:00+00:00,138.0,189.1408605,1780.94941675,50.81148475,489.92525675,2648.82701875,0.0,0.0,2860.2,2648.82701875,2860.2,-211.3729812499996,None,NO_4,2026-04-23
2026-01-02 02:00:00+00:00,138.0,187.6414065,1737.89186975,50.2854005,465.91992825,2579.738605,0.0,0.0,2856.8375,2579.738605,2856.8375,-277.0988950000001,None,NO_4,2026-04-23
2026-01-02 03:00:00+00:00,138.0,187.06172375,1739.3452785,48.81593,455.13980375,2568.362736,0.0,0.0,2883.8025000000002,2568.362736,2883.8025000000002,-315.4397640000002,None,NO_4,2026-04-23
2026-01-02 04:00:00+00:00,138.0,189.7985815,1947.25836725,50.65438225,449.893427,2775.604758,0.0,0.0,2918.9025,2775.604758,2918.9025,-143.2977420000002,None,NO_4,2026-04-23
2026-01-02 05:00:00+00:00,138.0,190.47034575,2035.84274225,50.45606775,429.27971049999996,2844.0488662499997,0.0,0.0,2988.585,2844.0488662499997,2988.585,-144.53613375000032,None,NO_4,2026-04-23
2026-01-02 06:00:00+00:00,138.0,210.95909949999998,2097.82065,49.097264249999995,395.71063325,2891.5876470000003,0.0,0.0,3078.395,2891.5876470000003,3078.395,-186.8073529999997,None,NO_4,2026-04-23
2026-01-02 07:00:00+00:00,138.0,213.0776405,2479.52022575,48.9486435,350.63962649999996,3230.18613625,0.0,0.0,3142.035,3230.18613625,3142.035,88.15113625000004,None,NO_4,2026-04-23
2026-01-02 08:00:00+00:00,137.9993275,215.01219525,2802.42107975,46.63628775,312.4507445,3514.51963475,0.0,0.0,3182.685,3514.51963475,3182.685,331.8346347500001,None,NO_4,2026-04-23
2026-01-02 09:00:00+00:00,138.0,217.970936,3054.56417925,47.929712,264.254888,3722.7197152500003,0.0,0.0,3162.9825,3722.7197152500003,3162.9825,559.7372152500002,None,NO_4,2026-04-23
2026-01-02 10:00:00+00:00,138.0,215.737272,3072.1940665,48.030999,219.01842399999998,3692.9807615,0.0,0.0,3148.5950000000003,3692.9807615,3148.5950000000003,544.3857614999997,None,NO_4,2026-04-23
2026-01-02 11:00:00+00:00,138.0,217.66532475000002,3058.5000385,48.90691325,210.070822,3673.1430984999997,0.0,0.0,3190.4875,3673.1430984999997,3190.4875,482.65559849999954,None,NO_4,2026-04-23
2026-01-02 12:00:00+00:00,138.0,219.158235,3067.1464085,50.5038225,221.49812725,3696.3065932499994,0.0,0.0,3245.295,3696.3065932499994,3245.295,451.01159324999935,None,NO_4,2026-04-23
2026-01-02 13:00:00+00:00,138.0,226.79621425,3062.722671,51.061499,204.0640815,3682.64446575,0.0,0.0,3265.09,3682.64446575,3265.09,417.55446574999996,None,NO_4,2026-04-23
2026-01-02 14:00:00+00:00,138.0,231.54813000000001,3136.81544425,47.56226675,401.0640275,3954.9898685000003,0.0,0.0,3283.975,3954.9898685000003,3283.975,671.0148685000004,None,NO_4,2026-04-23
2026-01-02 15:00:00+00:00,138.0,225.5236325,3065.2374870000003,47.57719725,436.344804,3912.6831207500004,0.0,0.0,3239.7825000000003,3912.6831207500004,3239.7825000000003,672.9006207500001,None,NO_4,2026-04-23
2026-01-02 16:00:00+00:00,138.0,224.26739075,2930.917216,49.03862325,453.1990185,3795.4222485,0.0,0.0,3184.4125,3795.4222485,3184.4125,611.0097485000001,None,NO_4,2026-04-23
2026-01-02 17:00:00+00:00,138.0,225.2246095,2857.0333595,52.88038825,440.838651,3713.9770082500004,0.0,0.0,3145.26,3713.9770082500004,3145.26,568.7170082500002,None,NO_4,2026-04-23
2026-01-02 18:00:00+00:00,138.0,219.9737495,2780.0595252499998,46.991844,467.07083825,3652.095957,0.0,0.0,3132.9049999999997,3652.095957,3132.9049999999997,519.1909570000003,None,NO_4,2026-04-23
2026-01-02 19:00:00+00:00,138.0,217.97179525,2749.6295335,47.1613255,365.442891,3518.2055452500003,0.0,0.0,3110.5025,3518.2055452500003,3110.5025,407.7030452500003,None,NO_4,2026-04-23
2026-01-02 20:00:00+00:00,138.0,216.130925,2870.532639,49.90843475,296.007152,3570.5791507500003,0.0,0.0,3055.15,3570.5791507500003,3055.15,515.4291507500002,None,NO_4,2026-04-23
2026-01-02 21:00:00+00:00,138.0,209.7816445,2561.73666775,51.21547625,254.69957125000002,3215.43335975,0.0,0.0,3051.4975,3215.43335975,3051.4975,163.93585974999996,None,NO_4,2026-04-23
2026-01-02 22:00:00+00:00,138.0,205.5092585,2185.57169325,47.168760750000004,314.883236,2891.1329485,0.0,0.0,3017.565,2891.1329485,3017.565,-126.43205149999994,None,NO_4,2026-04-23
2026-01-02 23:00:00+00:00,138.0,225.53923675,2896.72472325,38.626309750000004,345.5612585,3644.4515282499997,0.0,0.0,2966.0625,3644.4515282499997,2966.0625,678.3890282499997,None,NO_4,2026-04-23
2026-01-03 00:00:00+00:00,138.0,227.8580965,2972.86819625,45.5284425,256.9361895,3641.1909247500002,0.0,0.0,2919.0699999999997,3641.1909247500002,2919.0699999999997,722.1209247500005,None,NO_4,2026-04-23
2026-01-03 01:00:00+00:00,138.0,224.11612825,2886.768115,49.86779625,249.951421,3548.7034605,0.0,0.0,2780.3925,3548.7034605,2780.3925,768.3109605,None,NO_4,2026-04-23
2026-01-03 02:00:00+00:00,138.0,228.432918,2918.74997275,51.927962,165.87200975,3502.9828625,0.0,0.0,2891.905,3502.9828625,2891.905,611.0778624999998,None,NO_4,2026-04-23
2026-01-03 03:00:00+00:00,138.0,223.47776950000002,2980.21136075,52.502162999999996,132.352878,3526.54417125,0.0,0.0,2894.8075,3526.54417125,2894.8075,631.7366712500002,None,NO_4,2026-04-23
2026-01-03 04:00:00+00:00,138.0,219.263685,3077.11530575,52.04291725,96.4528205,3582.8747285,0.0,0.0,2890.7525,3582.8747285,2890.7525,692.1222284999999,None,NO_4,2026-04-23
2026-01-03 05:00:00+00:00,138.0,225.4032395,3154.17127575,50.673314000000005,116.87136775,3685.119197,0.0,0.0,2924.6275,3685.119197,2924.6275,760.4916969999999,None,NO_4,2026-04-23
2026-01-03 06:00:00+00:00,138.0,228.95991825,3296.548722,47.235097749999994,74.50290475,3785.2466427500003,0.0,0.0,2953.5125,3785.2466427500003,2953.5125,831.7341427500005,None,NO_4,2026-04-23
2026-01-03 07:00:00+00:00,138.0,231.22016725,3332.85317475,40.5250695,41.58623775,3784.18464925,0.0,0.0,2975.225,3784.18464925,2975.225,808.95964925,None,NO_4,2026-04-23
2026-01-03 08:00:00+00:00,138.0,229.47847475,3308.88385625,30.64897175,64.12010675,3771.1314095000002,0.0,0.0,2997.1925,3771.1314095000002,2997.1925,773.9389095000001,None,NO_4,2026-04-23
2026-01-03 09:00:00+00:00,138.0,231.135933,3356.12556175,27.45895325,115.028851,3867.749299,0.0,0.0,3040.8125,3867.749299,3040.8125,826.9367990000001,None,NO_4,2026-04-23
2026-01-03 10:00:00+00:00,138.0,229.61059675,3337.30390775,28.44889325,155.1626205,3888.5260182499997,0.0,0.0,3048.9775,3888.5260182499997,3048.9775,839.5485182499997,None,NO_4,2026-04-23
2026-01-03 11:00:00+00:00,138.0,232.0562055,3329.46304425,32.259814,157.9426605,3889.72172425,0.0,0.0,3048.0075,3889.72172425,3048.0075,841.7142242499999,None,NO_4,2026-04-23
2026-01-03 12:00:00+00:00,138.0,230.26629975,3325.64831425,30.2383055,140.5072685,3864.6601880000003,0.0,0.0,3059.4325,3864.6601880000003,3059.4325,805.2276880000004,None,NO_4,2026-04-23
2026-01-03 13:00:00+00:00,138.0,229.3155095,3347.85791875,25.7356975,138.2763185,3879.18544425,0.0,0.0,3073.9224999999997,3879.18544425,3073.9224999999997,805.2629442500001,None,NO_4,2026-04-23
2026-01-03 14:00:00+00:00,138.0,232.41020625,3362.0322485,27.55798275,135.1592065,3895.1596440000003,0.0,0.0,3098.5225,3895.1596440000003,3098.5225,796.6371440000003,None,NO_4,2026-04-23
2026-01-03 15:00:00+00:00,138.0,228.1518225,3373.39726475,27.35606475,182.9302835,3949.8354354999997,0.0,0.0,3108.9375,3949.8354354999997,3108.9375,840.8979354999997,None,NO_4,2026-04-23
2026-01-03 16:00:00+00:00,138.0,229.438988,3361.858935,28.70858975,204.36629775,3962.3728105,0.0,0.0,3115.9125000000004,3962.3728105,3115.9125000000004,846.4603104999997,None,NO_4,2026-04-23
2026-01-03 17:00:00+00:00,137.99175275,233.9246575,3346.9784775,28.594196500000002,163.0398825,3910.52896675,0.0,0.0,3017.645,3910.52896675,3017.645,892.8839667500001,None,NO_4,2026-04-23
2026-01-03 18:00:00+00:00,137.94819024999998,228.59864375,3366.00796325,24.60137025,162.14929175,3919.30545925,0.0,0.0,3011.315,3919.30545925,3011.315,907.9904592499997,None,NO_4,2026-04-23
2026-01-03 19:00:00+00:00,137.76576175,232.49341049999998,3361.94585075,24.04524175,173.40034725,3929.650612,0.0,0.0,3030.1675,3929.650612,3030.1675,899.4831119999999,None,NO_4,2026-04-23
2026-01-03 20:00:00+00:00,137.926391,233.76167225,3368.26798225,24.733458,152.94788599999998,3917.6373895,0.0,0.0,3002.575,3917.6373895,3002.575,915.0623895000003,None,NO_4,2026-04-23
2026-01-03 21:00:00+00:00,138.0,233.4743025,3311.569079,28.216779,120.17065825,3831.4308187499996,0.0,0.0,2946.335,3831.4308187499996,2946.335,885.0958187499996,None,NO_4,2026-04-23
2026-01-03 22:00:00+00:00,138.0,235.2090775,3296.10286625,29.2092635,92.1416705,3790.66287775,0.0,0.0,2926.0074999999997,3790.66287775,2926.0074999999997,864.6553777500003,None,NO_4,2026-04-23
2026-01-03 23:00:00+00:00,137.99562650000001,208.5295305,3163.2648785,30.78096575,71.70801825,3612.2790195000002,0.0,0.0,2918.5924999999997,3612.2790195000002,2918.5924999999997,693.6865195000005,None,NO_4,2026-04-23
2026-01-04 00:00:00+00:00,136.4971475,205.80123075,3192.76822125,32.3940775,73.69552350000001,3641.1562005,0.0,0.0,2889.4425,3641.1562005,2889.4425,751.7137005,None,NO_4,2026-04-23
2026-01-04 01:00:00+00:00,136.39911575000002,203.640311,2887.58761775,41.57066825,54.7161015,3323.91381425,0.0,0.0,2774.975,3323.91381425,2774.975,548.9388142500002,None,NO_4,2026-04-23
2026-01-04 02:00:00+00:00,136.70889375000002,198.63234925,2871.3699395000003,44.70537025,68.7707,3320.1872527500004,0.0,0.0,2850.36,3320.1872527500004,2850.36,469.8272527500003,None,NO_4,2026-04-23
2026-01-04 03:00:00+00:00,136.8450225,199.4652005,2911.13263275,46.681784,83.6113675,3377.73600725,0.0,0.0,2843.915,3377.73600725,2843.915,533.8210072500001,None,NO_4,2026-04-23
2026-01-04 04:00:00+00:00,137.03931775,196.60448,3008.353016,44.1908865,94.84469775,3481.032398,0.0,0.0,2848.95,3481.032398,2848.95,632.082398,None,NO_4,2026-04-23
2026-01-04 05:00:00+00:00,137.73602625,196.48868575,3213.9978957499998,44.1322435,86.38568275,3678.740534,0.0,0.0,2862.665,3678.740534,2862.665,816.0755340000001,None,NO_4,2026-04-23
2026-01-04 06:00:00+00:00,137.52303,196.68297275,3325.30319325,40.56493075,100.5959345,3800.67006125,0.0,0.0,2911.7875,3800.67006125,2911.7875,888.88256125,None,NO_4,2026-04-23
2026-01-04 07:00:00+00:00,136.94634625,218.14847475,3357.48093125,42.146986749999996,96.539633,3851.262372,0.0,0.0,2945.8599999999997,3851.262372,2945.8599999999997,905.4023720000005,None,NO_4,2026-04-23
2026-01-04 08:00:00+00:00,137.01994575,218.63714975,3371.94325075,47.4490655,83.95616875,3859.0055805,0.0,0.0,2975.4475,3859.0055805,2975.4475,883.5580805,None,NO_4,2026-04-23
2026-01-04 09:00:00+00:00,137.58019975,217.57988725,3368.24693,39.36507725,138.59932475,3901.3714189999996,0.0,0.0,2996.2625,3901.3714189999996,2996.2625,905.1089189999998,None,NO_4,2026-04-23
2026-01-04 10:00:00+00:00,137.66491225,219.04448524999998,3331.37420625,40.16963775,119.64988175,3847.90312325,0.0,0.0,3046.1475,3847.90312325,3046.1475,801.7556232500001,None,NO_4,2026-04-23
2026-01-04 11:00:00+00:00,137.98575449999998,225.07714650000003,3364.245093,41.86664575,116.607278,3885.7819177499996,0.0,0.0,3049.265,3885.7819177499996,3049.265,836.5169177499997,None,NO_4,2026-04-23
2026-01-04 12:00:00+00:00,137.99932075,222.45723775,3366.5297385,38.396836,117.58368775,3882.96682075,0.0,0.0,3078.6475,3882.96682075,3078.6475,804.3193207499999,None,NO_4,2026-04-23
2026-01-04 13:00:00+00:00,138.0,222.94725449999999,3371.89705725,39.366474249999996,114.906977,3887.117763,0.0,0.0,3078.7725,3887.117763,3078.7725,808.3452630000002,None,NO_4,2026-04-23
2026-01-04 14:00:00+00:00,138.0,228.13135225000002,3368.0996192499997,38.53638775,103.393227,3876.1605862499996,0.0,0.0,3098.3825,3876.1605862499996,3098.3825,777.7780862499994,None,NO_4,2026-04-23
2026-01-04 15:00:00+00:00,138.0,226.01741225,3340.13834575,39.53241575,122.5811755,3866.26934925,0.0,0.0,3052.9224999999997,3866.26934925,3052.9224999999997,813.3468492500001,None,NO_4,2026-04-23
2026-01-04 16:00:00+00:00,138.0,226.455575,3261.093954,33.948633,181.07950025,3840.57766225,0.0,0.0,3022.8125,3840.57766225,3022.8125,817.7651622499998,None,NO_4,2026-04-23
2026-01-04 17:00:00+00:00,138.0,227.40793825,3247.66500275,32.46237775,170.9636845,3816.49900325,0.0,0.0,3001.9225,3816.49900325,3001.9225,814.5765032499999,None,NO_4,2026-04-23
2026-01-04 18:00:00+00:00,138.0,225.83532275,3330.495874,31.993738,201.92480575,3928.2497405000004,0.0,0.0,2995.7725,3928.2497405000004,2995.7725,932.4772405000003,None,NO_4,2026-04-23
2026-01-04 19:00:00+00:00,138.0,225.2171025,3373.3089314999997,31.52509475,285.89167275,4053.9428014999994,0.0,0.0,2988.58,4053.9428014999994,2988.58,1065.3628014999995,None,NO_4,2026-04-23
2026-01-04 20:00:00+00:00,138.0,223.50791325,3374.714061,32.38138925,439.31105575000004,4207.914419250001,0.0,0.0,2993.395,4207.914419250001,2993.395,1214.5194192500007,None,NO_4,2026-04-23
2026-01-04 21:00:00+00:00,138.0,222.019178,3337.57857125,40.2843055,489.2359005,4227.11795525,0.0,0.0,2989.7025,4227.11795525,2989.7025,1237.41545525,None,NO_4,2026-04-23
2026-01-04 22:00:00+00:00,138.0,220.46208325,3294.0172224999997,43.2455265,474.89748675,4170.622318999999,0.0,0.0,2961.1875,4170.622318999999,2961.1875,1209.4348189999992,None,NO_4,2026-04-23
2026-01-04 23:00:00+00:00,138.0,201.31560675,3305.5691005,42.370604,344.30119525,4031.5565065,0.0,0.0,2904.2974999999997,4031.5565065,2904.2974999999997,1127.2590065000004,None,NO_4,2026-04-23
2026-01-05 00:00:00+00:00,138.0,203.8353475,3308.61165725,41.02667725,349.117346,4040.591028,0.0,0.0,2861.8849999999998,4040.591028,2861.8849999999998,1178.706028,None,NO_4,2026-04-23
2026-01-05 01:00:00+00:00,138.0,202.912079,3307.74817075,40.83954925,341.14341475,4030.64321375,0.0,0.0,2836.61,4030.64321375,2836.61,1194.03321375,None,NO_4,2026-04-23
2026-01-05 02:00:00+00:00,138.0,202.27540775,3254.0879235,45.97609825,329.92397125,3970.26340075,0.0,0.0,2833.9674999999997,3970.26340075,2833.9674999999997,1136.2959007500003,None,NO_4,2026-04-23
2026-01-05 03:00:00+00:00,138.0,202.677819,3195.22860425,43.88738225,354.42774099999997,3934.2215465,0.0,0.0,2845.94,3934.2215465,2845.94,1088.2815464999999,None,NO_4,2026-04-23
2026-01-05 04:00:00+00:00,138.0,201.05273025,3160.88342875,42.86451975,263.4094755,3806.21015425,0.0,0.0,2870.83,3806.21015425,2870.83,935.38015425,None,NO_4,2026-04-23
2026-01-05 05:00:00+00:00,138.0,201.43404925,3247.4324137500003,44.023596,141.49333425,3772.38339325,0.0,0.0,2963.6775,3772.38339325,2963.6775,808.7058932500004,None,NO_4,2026-04-23
2026-01-05 06:00:00+00:00,138.0,189.734366,3389.04305475,46.86275525,115.4237665,3879.0639425000004,0.0,0.0,3091.895,3879.0639425000004,3091.895,787.1689425000004,None,NO_4,2026-04-23
2026-01-05 07:00:00+00:00,138.0,184.56391200000002,3399.6701705,48.3714885,92.521142,3863.126713,0.0,0.0,3145.545,3863.126713,3145.545,717.581713,None,NO_4,2026-04-23
2026-01-05 08:00:00+00:00,138.0,184.45517625,3416.17826075,37.67114675,128.10099825,3904.405582,0.0,0.0,3134.7675,3904.405582,3134.7675,769.6380819999999,None,NO_4,2026-04-23
2026-01-05 09:00:00+00:00,138.0,182.13271325,3394.88518525,36.90601125,128.166595,3880.0905047500005,0.0,0.0,3146.0575,3880.0905047500005,3146.0575,734.0330047500006,None,NO_4,2026-04-23
2026-01-05 10:00:00+00:00,134.75738125,174.74496725,3337.66677975,31.93242675,119.1921045,3798.2936595,0.0,0.0,3124.355,3798.2936595,3124.355,673.9386595000001,None,NO_4,2026-04-23
2026-01-05 11:00:00+00:00,138.0,167.88373825000002,3360.772623,31.253835,87.32723375,3785.23743,0.0,0.0,3117.9775,3785.23743,3117.9775,667.2599300000002,None,NO_4,2026-04-23
2026-01-05 12:00:00+00:00,139.07190075,166.318224,3375.4793797499997,31.258739499999997,96.413282,3808.5415259999995,0.0,0.0,3135.6925,3808.5415259999995,3135.6925,672.8490259999994,None,NO_4,2026-04-23
2026-01-05 13:00:00+00:00,141.60427375,167.274234,3354.020805,33.15948675,127.5445585,3823.6033580000003,0.0,0.0,3120.3575,3823.6033580000003,3120.3575,703.2458580000002,None,NO_4,2026-04-23
2026-01-05 14:00:00+00:00,141.47553225000001,167.12113575,3333.39997175,30.92660725,108.1379025,3781.0611495000003,0.0,0.0,3097.045,3781.0611495000003,3097.045,684.0161495000002,None,NO_4,2026-04-23
2026-01-05 15:00:00+00:00,141.106457,166.98218625,3380.9317555,27.79827825,91.23883774999999,3808.05751475,0.0,0.0,3051.56,3808.05751475,3051.56,756.4975147499999,None,NO_4,2026-04-23
2026-01-05 16:00:00+00:00,140.649385,170.01697925000002,3384.116187,25.6443385,89.59444475,3810.0213345,0.0,0.0,3025.4275,3810.0213345,3025.4275,784.5938345000004,None,NO_4,2026-04-23
2026-01-05 17:00:00+00:00,140.79450675,182.791922,3387.5624534999997,19.0308595,85.97817575,3816.1579174999997,0.0,0.0,3006.6625,3816.1579174999997,3006.6625,809.4954174999998,None,NO_4,2026-04-23
2026-01-05 18:00:00+00:00,140.42460375,191.2107225,3395.15209125,15.65721625,100.99347525,3843.438109,0.0,0.0,3022.3125,3843.438109,3022.3125,821.1256090000002,None,NO_4,2026-04-23
2026-01-05 19:00:00+00:00,140.20938625000002,198.08390525,3393.443709,17.074068750000002,91.61490125,3840.4259705000004,0.0,0.0,3023.0975,3840.4259705000004,3023.0975,817.3284705000005,None,NO_4,2026-04-23
2026-01-05 20:00:00+00:00,140.2530175,200.00385675,3405.52713675,25.63799125,80.48588674999999,3851.907889,0.0,0.0,3049.6,3851.907889,3049.6,802.3078890000002,None,NO_4,2026-04-23
2026-01-05 21:00:00+00:00,140.11255075,200.719408,3391.7226835,29.42743925,67.63761149999999,3829.619693,0.0,0.0,3022.29,3829.619693,3022.29,807.3296930000001,None,NO_4,2026-04-23
2026-01-05 22:00:00+00:00,140.27677625,200.097105,3395.5895075,27.83390875,52.79570525,3816.59300275,0.0,0.0,2945.9375,3816.59300275,2945.9375,870.6555027499999,None,NO_4,2026-04-23
2026-01-05 23:00:00+00:00,140.5696,198.9267965,3466.79257225,29.24982225,72.45395450000001,3907.9927454999997,0.0,0.0,2938.345,3907.9927454999997,2938.345,969.6477454999999,None,NO_4,2026-04-23
2026-01-06 00:00:00+00:00,140.74303450000002,208.92931675,3437.99891075,30.69281025,90.61864875,3908.982721,0.0,0.0,2890.61,3908.982721,2890.61,1018.3727209999997,None,NO_4,2026-04-23
2026-01-06 01:00:00+00:00,140.7852315,194.22188725,3439.3045645,35.76955925,116.03357725000001,3926.1148197499997,0.0,0.0,2873.165,3926.1148197499997,2873.165,1052.9498197499997,None,NO_4,2026-04-23
2026-01-06 02:00:00+00:00,141.10258275,198.28659625,3437.58929725,35.2556515,137.40032050000002,3949.6344482500003,0.0,0.0,2908.675,3949.6344482500003,2908.675,1040.9594482500002,None,NO_4,2026-04-23
2026-01-06 03:00:00+00:00,140.67716025,195.45932200000001,3435.7441745,36.017491,144.419379,3952.31752675,0.0,0.0,2914.48,3952.31752675,2914.48,1037.83752675,None,NO_4,2026-04-23
2026-01-06 04:00:00+00:00,140.93564025,196.5676595,3436.60374625,36.449349,162.75316925,3973.30956425,0.0,0.0,2904.53,3973.30956425,2904.53,1068.77956425,None,NO_4,2026-04-23
2026-01-06 05:00:00+00:00,140.7041695,199.03664,3442.90439625,35.66390775,168.971764,3987.2808775,0.0,0.0,2990.665,3987.2808775,2990.665,996.6158774999999,None,NO_4,2026-04-23
2026-01-06 06:00:00+00:00,140.75823975,219.02970025,3463.179096,20.658815750000002,170.0381965,4013.66404825,0.0,0.0,3101.5175,4013.66404825,3101.5175,912.1465482500003,None,NO_4,2026-04-23
2026-01-06 07:00:00+00:00,140.82559525,223.883315,3452.3843715000003,19.62199725,184.75252875,4021.4678077500002,0.0,0.0,3166.9575,4021.4678077500002,3166.9575,854.5103077500003,None,NO_4,2026-04-23
2026-01-06 08:00:00+00:00,140.517952,227.774952,3461.87564775,20.94508225,197.627825,4048.741459,0.0,0.0,3174.065,4048.741459,3174.065,874.6764589999998,None,NO_4,2026-04-23
2026-01-06 09:00:00+00:00,140.37648875,229.586006,3469.087506,21.363881,211.915969,4072.3298507500003,0.0,0.0,3169.75,4072.3298507500003,3169.75,902.5798507500003,None,NO_4,2026-04-23
2026-01-06 10:00:00+00:00,140.39579825,230.75724424999999,3471.8146355,21.1266665,245.85702325,4109.95136775,0.0,0.0,3166.3375,4109.95136775,3166.3375,943.6138677499998,None,NO_4,2026-04-23
2026-01-06 11:00:00+00:00,140.12026075,229.71185524999999,3510.0754335,22.666698250000003,284.727799,4187.30204675,0.0,0.0,3165.25,4187.30204675,3165.25,1022.05204675,None,NO_4,2026-04-23
