,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Water Reservoir,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-02-01 01:00:00+00:00,301.415453,159.89,0.0,0.0,7.94,469.245453,0.0,0.0,663.575453,469.245453,663.575453,-194.33000000000004,None,MK,2026-04-23
2026-02-01 02:00:00+00:00,306.309089,160.71,0.0,0.0,3.24,470.259089,0.0,0.0,624.049089,470.259089,624.049089,-153.78999999999996,None,MK,2026-04-23
2026-02-01 03:00:00+00:00,309.929998,160.14,0.0,0.0,1.23,471.299998,0.0,0.0,608.729998,471.299998,608.729998,-137.43,None,MK,2026-04-23
2026-02-01 04:00:00+00:00,307.080907,159.91,0.0,0.0,4.47,471.460907,0.0,0.0,616.500907,471.460907,616.500907,-145.03999999999996,None,MK,2026-04-23
2026-02-01 05:00:00+00:00,307.695453,159.95,0.0,0.0,7.98,475.625453,0.0,0.0,640.715453,475.625453,640.715453,-165.09000000000003,None,MK,2026-04-23
2026-02-01 06:00:00+00:00,304.575453,165.89,0.0,0.062,0.75,471.277453,0.0,0.0,655.467453,471.277453,655.467453,-184.19,None,MK,2026-04-23
2026-02-01 07:00:00+00:00,303.556362,164.81,0.0,53.998,1.6,523.964362,0.0,0.0,735.904362,523.964362,735.904362,-211.93999999999994,None,MK,2026-04-23
2026-02-01 08:00:00+00:00,305.589089,165.19,0.0,97.494,1.81,570.083089,0.0,0.0,828.373089,570.083089,828.373089,-258.2900000000001,None,MK,2026-04-23
2026-02-01 09:00:00+00:00,301.934544,188.75,0.0,180.27,0.15,671.104544,0.0,0.0,934.854544,671.104544,934.854544,-263.75,None,MK,2026-04-23
2026-02-01 10:00:00+00:00,309.199998,200.95,0.0,223.504,2.98,736.633998,0.0,0.0,997.213998,736.633998,997.213998,-260.5799999999999,None,MK,2026-04-23
2026-02-01 11:00:00+00:00,313.399998,201.26,0.0,228.144,7.3,750.1039979999999,0.0,0.0,1012.753998,750.1039979999999,1012.753998,-262.6500000000001,None,MK,2026-04-23
2026-02-01 12:00:00+00:00,313.116362,201.12,0.0,206.4,11.96,732.596362,0.0,0.0,1020.166362,732.596362,1020.166362,-287.57000000000005,None,MK,2026-04-23
2026-02-01 13:00:00+00:00,309.313635,201.19,0.0,274.9225,8.72,794.146135,0.0,0.0,1030.546135,794.146135,1030.546135,-236.4000000000001,None,MK,2026-04-23
2026-02-01 14:00:00+00:00,307.379998,200.06,0.0,346.4885,6.83,860.758498,0.0,0.0,1028.238498,860.758498,1028.238498,-167.4799999999999,None,MK,2026-04-23
2026-02-01 15:00:00+00:00,308.361816,200.02,0.0,320.684,7.51,836.575816,0.0,0.0,1051.515816,836.575816,1051.515816,-214.94000000000005,None,MK,2026-04-23
2026-02-01 16:00:00+00:00,305.472725,200.03,0.0,338.855,10.66,855.017725,0.0,0.0,1077.767725,855.017725,1077.767725,-222.7499999999999,None,MK,2026-04-23
2026-02-01 17:00:00+00:00,301.336362,199.99,0.0,350.241,8.88,860.447362,0.0,0.0,1070.537362,860.447362,1070.537362,-210.09000000000003,None,MK,2026-04-23
2026-02-01 18:00:00+00:00,299.441816,199.96,0.0,329.5485,13.46,842.4103160000001,0.0,0.0,1058.410316,842.4103160000001,1058.410316,-215.9999999999999,None,MK,2026-04-23
2026-02-01 19:00:00+00:00,295.193635,203.13,0.0,365.6965,20.01,884.030135,0.0,0.0,1043.580135,884.030135,1043.580135,-159.54999999999995,None,MK,2026-04-23
2026-02-01 20:00:00+00:00,298.935453,222.31,0.0,286.388,23.32,830.953453,0.0,0.0,1035.803453,830.953453,1035.803453,-204.85000000000002,None,MK,2026-04-23
2026-02-01 21:00:00+00:00,297.629998,222.91,0.0,204.7,26.81,752.049998,0.0,0.0,1013.409998,752.049998,1013.409998,-261.36,None,MK,2026-04-23
2026-02-01 22:00:00+00:00,294.119998,223.01,0.0,131.438,33.52,682.087998,0.0,0.0,939.817998,682.087998,939.817998,-257.73,None,MK,2026-04-23
2026-02-01 23:00:00+00:00,287.031816,205.01,0.0,85.794,34.73,612.565816,0.0,0.0,832.765816,612.565816,832.765816,-220.19999999999993,None,MK,2026-04-23
2026-02-02 00:00:00+00:00,291.052725,165.61,0.0,31.844,35.61,524.116725,0.0,0.0,735.676725,524.116725,735.676725,-211.56000000000006,None,MK,2026-04-23
2026-02-02 01:00:00+00:00,308.612726,159.82,0.0,0.0,35.86,504.292726,0.0,0.0,676.712726,504.292726,676.712726,-172.41999999999996,None,MK,2026-04-23
2026-02-02 02:00:00+00:00,319.574544,159.86,0.0,0.0,35.92,515.354544,0.0,0.0,654.144544,515.354544,654.144544,-138.78999999999996,None,MK,2026-04-23
2026-02-02 03:00:00+00:00,322.717271,159.88,0.0,0.0,35.91,518.507271,0.0,0.0,650.187271,518.507271,650.187271,-131.68000000000006,None,MK,2026-04-23
2026-02-02 04:00:00+00:00,318.675453,160.1,0.0,0.044,35.91,514.7294529999999,0.0,0.0,684.479453,514.7294529999999,684.479453,-169.7500000000001,None,MK,2026-04-23
2026-02-02 05:00:00+00:00,321.625453,195.96,0.0,44.262,35.9,597.7474530000001,0.0,0.0,798.667453,597.7474530000001,798.667453,-200.91999999999996,None,MK,2026-04-23
2026-02-02 06:00:00+00:00,326.729998,204.03,0.0,74.088,35.5,640.347998,0.0,0.0,856.237998,640.347998,856.237998,-215.89,None,MK,2026-04-23
2026-02-02 07:00:00+00:00,324.067271,204.02,0.0,152.556,35.05,715.693271,0.0,0.0,883.823271,715.693271,883.823271,-168.13,None,MK,2026-04-23
2026-02-02 08:00:00+00:00,327.819089,215.08,0.0,122.518,35.64,701.057089,0.0,0.0,828.587089,701.057089,828.587089,-127.52999999999997,None,MK,2026-04-23
2026-02-02 09:00:00+00:00,335.609998,215.05,0.0,86.928,35.45,673.0379980000001,0.0,0.0,773.567998,673.0379980000001,773.567998,-100.52999999999986,None,MK,2026-04-23
2026-02-02 10:00:00+00:00,335.032725,210.66,0.0,97.694,33.16,676.5467249999999,0.0,0.0,773.956725,676.5467249999999,773.956725,-97.41000000000008,None,MK,2026-04-23
2026-02-02 11:00:00+00:00,324.884544,202.22,0.0,137.748,29.97,694.8225440000001,0.0,0.0,736.782544,694.8225440000001,736.782544,-41.95999999999992,None,MK,2026-04-23
2026-02-02 12:00:00+00:00,324.397271,213.05,0.0,162.082,26.67,726.199271,0.0,0.0,839.069271,726.199271,839.069271,-112.87,None,MK,2026-04-23
2026-02-02 13:00:00+00:00,332.023634,213.05,0.0,141.318,23.18,709.571634,0.0,0.0,868.341634,709.571634,868.341634,-158.76999999999998,None,MK,2026-04-23
2026-02-02 14:00:00+00:00,328.353634,214.05,0.0,217.976,10.83,771.209634,0.0,0.0,949.769634,771.209634,949.769634,-178.55999999999995,None,MK,2026-04-23
2026-02-02 15:00:00+00:00,314.339089,215.54,0.0,308.636,6.18,844.6950889999999,0.0,0.0,1055.655089,844.6950889999999,1055.655089,-210.96000000000015,None,MK,2026-04-23
2026-02-02 16:00:00+00:00,313.950907,218.09,0.0,347.762,4.38,884.182907,0.0,0.0,1082.872907,884.182907,1082.872907,-198.68999999999994,None,MK,2026-04-23
2026-02-02 17:00:00+00:00,319.685453,216.05,0.0,347.456,3.14,886.331453,0.0,0.0,1068.661453,886.331453,1068.661453,-182.32999999999993,None,MK,2026-04-23
2026-02-02 18:00:00+00:00,327.23818,216.02,0.0,318.482,0.93,862.67018,0.0,0.0,1067.57018,862.67018,1067.57018,-204.89999999999998,None,MK,2026-04-23
2026-02-02 19:00:00+00:00,327.319089,218.05,0.0,300.512,0.29,846.1710889999999,0.0,0.0,1043.641089,846.1710889999999,1043.641089,-197.47000000000003,None,MK,2026-04-23
2026-02-02 20:00:00+00:00,327.959998,224.02,0.0,243.336,0.13,795.445998,0.0,0.0,1020.725998,795.445998,1020.725998,-225.27999999999997,None,MK,2026-04-23
2026-02-02 21:00:00+00:00,327.99818,224.03,0.0,250.652,0.14,802.82018,0.0,0.0,1095.19018,802.82018,1095.19018,-292.37,None,MK,2026-04-23
2026-02-02 22:00:00+00:00,325.705453,225.28,0.0,256.948,0.11,808.043453,0.0,0.0,1057.803453,808.043453,1057.803453,-249.76,None,MK,2026-04-23
2026-02-02 23:00:00+00:00,323.171816,184.92,0.0,120.926,0.02,629.037816,0.0,0.0,946.257816,629.037816,946.257816,-317.22,None,MK,2026-04-23
2026-02-03 00:00:00+00:00,319.107271,213.88,0.0,62.41,0.02,595.4172709999999,0.0,0.0,853.307271,595.4172709999999,853.307271,-257.8900000000001,None,MK,2026-04-23
2026-02-03 01:00:00+00:00,322.384544,222.04,0.0,27.666,0.08,572.1705440000001,0.0,0.0,791.950544,572.1705440000001,791.950544,-219.77999999999997,None,MK,2026-04-23
2026-02-03 02:00:00+00:00,311.771816,210.67,0.0,52.722,0.24,575.403816,0.0,0.0,760.673816,575.403816,760.673816,-185.26999999999998,None,MK,2026-04-23
2026-02-03 03:00:00+00:00,308.721816,207.68,0.0,64.478,0.21,581.089816,0.0,0.0,758.919816,581.089816,758.919816,-177.82999999999993,None,MK,2026-04-23
2026-02-03 04:00:00+00:00,307.679998,207.2,0.0,66.34,0.0,581.219998,0.0,0.0,784.799998,581.219998,784.799998,-203.57999999999993,None,MK,2026-04-23
2026-02-03 05:00:00+00:00,312.835453,206.01,0.0,100.264,0.19,619.299453,0.0,0.0,871.229453,619.299453,871.229453,-251.93000000000006,None,MK,2026-04-23
2026-02-03 06:00:00+00:00,307.486362,207.79,0.0,133.398,0.27,648.944362,0.0,0.0,878.624362,648.944362,878.624362,-229.68000000000006,None,MK,2026-04-23
2026-02-03 07:00:00+00:00,297.789998,208.05,0.0,148.354,0.08,654.2739980000001,0.0,0.0,810.403998,654.2739980000001,810.403998,-156.12999999999988,None,MK,2026-04-23
2026-02-03 08:00:00+00:00,299.809998,200.17,0.0,127.694,0.56,628.2339979999999,0.0,0.0,697.273998,628.2339979999999,697.273998,-69.04000000000008,None,MK,2026-04-23
2026-02-03 09:00:00+00:00,300.332726,178.6,0.0,108.988,0.79,588.710726,0.0,0.0,558.660726,588.710726,558.660726,30.050000000000068,None,MK,2026-04-23
2026-02-03 10:00:00+00:00,302.63818,159.91,0.0,86.206,1.83,550.5841800000001,0.0,0.0,509.51418,550.5841800000001,509.51418,41.07000000000005,None,MK,2026-04-23
2026-02-03 11:00:00+00:00,296.291817,159.92,0.0,70.446,3.18,529.837817,0.0,0.0,469.437817,529.837817,469.437817,60.39999999999998,None,MK,2026-04-23
2026-02-03 12:00:00+00:00,302.124544,181.3,0.0,146.984,6.96,637.368544,0.0,0.0,741.178544,637.368544,741.178544,-103.80999999999995,None,MK,2026-04-23
2026-02-03 13:00:00+00:00,300.479089,215.25,0.0,220.418,5.28,741.4270889999999,0.0,0.0,849.587089,741.4270889999999,849.587089,-108.16000000000008,None,MK,2026-04-23
2026-02-03 14:00:00+00:00,305.639089,216.18,0.0,224.714,4.98,751.513089,0.0,0.0,881.013089,751.513089,881.013089,-129.5,None,MK,2026-04-23
2026-02-03 15:00:00+00:00,309.232726,215.87,0.0,267.302,4.86,797.2647260000001,0.0,0.0,944.834726,797.2647260000001,944.834726,-147.56999999999994,None,MK,2026-04-23
2026-02-03 16:00:00+00:00,315.034544,215.05,0.0,281.302,4.9,816.286544,0.0,0.0,977.596544,816.286544,977.596544,-161.30999999999995,None,MK,2026-04-23
2026-02-03 17:00:00+00:00,322.375453,215.02,0.0,273.158,3.8,814.353453,0.0,0.0,970.113453,814.353453,970.113453,-155.7600000000001,None,MK,2026-04-23
2026-02-03 18:00:00+00:00,325.019089,216.05,0.0,263.898,5.38,810.3470890000001,0.0,0.0,976.237089,810.3470890000001,976.237089,-165.88999999999987,None,MK,2026-04-23
2026-02-03 19:00:00+00:00,328.005453,206.33,0.0,228.134,3.37,765.839453,0.0,0.0,952.259453,765.839453,952.259453,-186.41999999999996,None,MK,2026-04-23
2026-02-03 20:00:00+00:00,332.652725,224.08,0.0,164.256,1.92,722.9087249999999,0.0,0.0,928.788725,722.9087249999999,928.788725,-205.8800000000001,None,MK,2026-04-23
2026-02-03 21:00:00+00:00,322.799998,225.7,0.0,176.15,6.04,730.689998,0.0,0.0,1002.349998,730.689998,1002.349998,-271.6600000000001,None,MK,2026-04-23
2026-02-03 22:00:00+00:00,319.559089,223.47,0.0,190.266,4.57,737.865089,0.0,0.0,965.155089,737.865089,965.155089,-227.28999999999996,None,MK,2026-04-23
2026-02-03 23:00:00+00:00,321.483635,189.44,0.0,95.264,4.42,610.607635,0.0,0.0,852.307635,610.607635,852.307635,-241.70000000000005,None,MK,2026-04-23
2026-02-04 00:00:00+00:00,335.009998,173.58,0.0,49.264,3.67,561.523998,0.0,0.0,743.613998,561.523998,743.613998,-182.09000000000003,None,MK,2026-04-23
2026-02-04 01:00:00+00:00,315.969089,160.1,0.0,28.13,3.76,507.95908899999995,0.0,0.0,685.789089,507.95908899999995,685.789089,-177.83000000000004,None,MK,2026-04-23
2026-02-04 02:00:00+00:00,320.301816,160.08,0.0,21.0,2.28,503.66181599999993,0.0,0.0,655.351816,503.66181599999993,655.351816,-151.69000000000005,None,MK,2026-04-23
2026-02-04 03:00:00+00:00,326.050907,160.05,0.0,16.57,1.4,504.070907,0.0,0.0,645.330907,504.070907,645.330907,-141.26000000000005,None,MK,2026-04-23
2026-02-04 04:00:00+00:00,322.633635,160.08,0.0,13.238,1.26,497.21163500000006,0.0,0.0,673.761635,497.21163500000006,673.761635,-176.5499999999999,None,MK,2026-04-23
2026-02-04 05:00:00+00:00,315.817271,166.71,0.0,81.712,1.66,565.899271,0.0,0.0,774.369271,565.899271,774.369271,-208.47000000000003,None,MK,2026-04-23
2026-02-04 06:00:00+00:00,316.592726,202.01,0.0,97.238,1.62,617.4607260000001,0.0,0.0,822.300726,617.4607260000001,822.300726,-204.83999999999992,None,MK,2026-04-23
2026-02-04 07:00:00+00:00,314.276362,201.03,0.0,90.232,1.47,607.008362,0.0,0.0,810.598362,607.008362,810.598362,-203.58999999999992,None,MK,2026-04-23
2026-02-04 08:00:00+00:00,321.230907,200.02,0.0,81.45,0.45,603.1509070000001,0.0,0.0,790.020907,603.1509070000001,790.020907,-186.8699999999999,None,MK,2026-04-23
2026-02-04 09:00:00+00:00,329.906362,195.97,0.0,88.844,2.98,617.700362,0.0,0.0,752.940362,617.700362,752.940362,-135.24,None,MK,2026-04-23
2026-02-04 10:00:00+00:00,327.863635,184.96,0.0,83.844,2.23,598.897635,0.0,0.0,724.867635,598.897635,724.867635,-125.96999999999991,None,MK,2026-04-23
2026-02-04 11:00:00+00:00,318.804544,184.96,0.0,108.056,3.53,615.350544,0.0,0.0,699.420544,615.350544,699.420544,-84.06999999999994,None,MK,2026-04-23
2026-02-04 12:00:00+00:00,322.59818,184.97,0.0,132.188,3.27,643.02618,0.0,0.0,800.99618,643.02618,800.99618,-157.97000000000003,None,MK,2026-04-23
2026-02-04 13:00:00+00:00,313.606362,210.85,0.0,179.572,5.72,709.748362,0.0,0.0,893.468362,709.748362,893.468362,-183.7199999999999,None,MK,2026-04-23
2026-02-04 14:00:00+00:00,305.937271,212.0,0.0,187.77,2.28,707.987271,0.0,0.0,892.597271,707.987271,892.597271,-184.61,None,MK,2026-04-23
2026-02-04 15:00:00+00:00,312.683635,212.98,0.0,188.45,7.06,721.1736349999999,0.0,0.0,944.533635,721.1736349999999,944.533635,-223.36000000000013,None,MK,2026-04-23
2026-02-04 16:00:00+00:00,320.679998,208.02,0.0,190.326,19.28,738.305998,0.0,0.0,953.485998,738.305998,953.485998,-215.17999999999995,None,MK,2026-04-23
2026-02-04 17:00:00+00:00,329.19818,211.01,0.0,167.444,19.33,726.98218,0.0,0.0,926.97218,726.98218,926.97218,-199.99,None,MK,2026-04-23
2026-02-04 18:00:00+00:00,320.487271,210.91,0.0,146.96,26.36,704.7172710000001,0.0,0.0,917.237271,704.7172710000001,917.237271,-212.51999999999987,None,MK,2026-04-23
2026-02-04 19:00:00+00:00,314.010907,187.94,0.0,145.96,31.65,679.5609069999999,0.0,0.0,891.270907,679.5609069999999,891.270907,-211.71000000000004,None,MK,2026-04-23
2026-02-04 20:00:00+00:00,326.092725,196.9,0.0,138.228,34.13,695.3507249999999,0.0,0.0,865.830725,695.3507249999999,865.830725,-170.48000000000013,None,MK,2026-04-23
2026-02-04 21:00:00+00:00,329.804544,182.97,0.0,147.086,28.71,688.570544,0.0,0.0,945.930544,688.570544,945.930544,-257.36,None,MK,2026-04-23
2026-02-04 22:00:00+00:00,329.350907,160.72,0.0,111.916,35.79,637.7769069999999,0.0,0.0,916.036907,637.7769069999999,916.036907,-278.2600000000001,None,MK,2026-04-23
2026-02-04 23:00:00+00:00,329.66818,183.73,0.0,76.202,33.78,623.38018,0.0,0.0,806.10018,623.38018,806.10018,-182.72000000000003,None,MK,2026-04-23
2026-02-05 00:00:00+00:00,328.122725,159.85,0.0,52.044,17.59,557.606725,0.0,0.0,709.616725,557.606725,709.616725,-152.01,None,MK,2026-04-23
2026-02-05 01:00:00+00:00,327.614544,159.89,0.0,0.0,13.71,501.214544,0.0,0.0,644.404544,501.214544,644.404544,-143.19,None,MK,2026-04-23
2026-02-05 02:00:00+00:00,326.274544,159.93,0.0,0.0,17.33,503.534544,0.0,0.0,626.894544,503.534544,626.894544,-123.36000000000001,None,MK,2026-04-23
2026-02-05 03:00:00+00:00,321.331816,159.94,0.0,0.0,14.47,495.74181600000003,0.0,0.0,644.861816,495.74181600000003,644.861816,-149.11999999999995,None,MK,2026-04-23
2026-02-05 04:00:00+00:00,317.045453,175.09,0.0,0.0,9.19,501.325453,0.0,0.0,683.495453,501.325453,683.495453,-182.17000000000002,None,MK,2026-04-23
2026-02-05 05:00:00+00:00,322.140907,198.25,0.0,46.804,5.49,572.684907,0.0,0.0,768.704907,572.684907,768.704907,-196.0200000000001,None,MK,2026-04-23
2026-02-05 06:00:00+00:00,314.442726,198.79,0.0,52.82,1.9,567.952726,0.0,0.0,804.412726,567.952726,804.412726,-236.46000000000004,None,MK,2026-04-23
2026-02-05 07:00:00+00:00,321.124544,198.15,0.0,52.114,4.0,575.388544,0.0,0.0,783.918544,575.388544,783.918544,-208.52999999999997,None,MK,2026-04-23
2026-02-05 08:00:00+00:00,314.681816,198.15,0.0,47.854,3.45,564.1358160000001,0.0,0.0,696.335816,564.1358160000001,696.335816,-132.19999999999993,None,MK,2026-04-23
2026-02-05 09:00:00+00:00,307.391816,183.04,0.0,47.732,2.32,540.483816,0.0,0.0,581.193816,540.483816,581.193816,-40.70999999999992,None,MK,2026-04-23
2026-02-05 10:00:00+00:00,307.006362,176.1,0.0,48.274,2.2,533.580362,0.0,0.0,579.070362,533.580362,579.070362,-45.49000000000001,None,MK,2026-04-23
2026-02-05 11:00:00+00:00,289.183635,175.99,0.0,47.826,1.2,514.1996350000001,0.0,0.0,559.819635,514.1996350000001,559.819635,-45.61999999999989,None,MK,2026-04-23
2026-02-05 12:00:00+00:00,252.402726,177.1,0.0,135.776,1.48,566.758726,0.0,0.0,644.648726,566.758726,644.648726,-77.88999999999999,None,MK,2026-04-23
2026-02-05 13:00:00+00:00,246.641816,177.06,0.0,135.988,0.85,560.5398160000001,0.0,0.0,661.179816,560.5398160000001,661.179816,-100.63999999999987,None,MK,2026-04-23
2026-02-05 14:00:00+00:00,258.45818,177.17,0.0,179.192,0.0,614.82018,0.0,0.0,719.44018,614.82018,719.44018,-104.62,None,MK,2026-04-23
2026-02-05 15:00:00+00:00,255.747271,191.17,0.0,203.786,0.08,650.7832710000001,0.0,0.0,873.553271,650.7832710000001,873.553271,-222.76999999999987,None,MK,2026-04-23
2026-02-05 16:00:00+00:00,255.632725,211.88,0.0,242.148,0.17,709.8307249999999,0.0,0.0,937.840725,709.8307249999999,937.840725,-228.0100000000001,None,MK,2026-04-23
2026-02-05 17:00:00+00:00,259.767271,211.84,0.0,256.214,0.05,727.871271,0.0,0.0,940.261271,727.871271,940.261271,-212.39,None,MK,2026-04-23
2026-02-05 18:00:00+00:00,251.631816,212.13,0.0,302.942,0.0,766.703816,0.0,0.0,949.973816,766.703816,949.973816,-183.2700000000001,None,MK,2026-04-23
2026-02-05 19:00:00+00:00,250.973635,193.96,0.0,272.472,0.0,717.405635,0.0,0.0,933.205635,717.405635,933.205635,-215.80000000000007,None,MK,2026-04-23
2026-02-05 20:00:00+00:00,251.857271,197.92,0.0,238.534,0.0,688.311271,0.0,0.0,915.571271,688.311271,915.571271,-227.26,None,MK,2026-04-23
2026-02-05 21:00:00+00:00,261.850907,184.43,0.0,310.262,0.0,756.542907,0.0,0.0,991.832907,756.542907,991.832907,-235.28999999999996,None,MK,2026-04-23
2026-02-05 22:00:00+00:00,251.969998,218.41,0.0,290.076,0.0,760.455998,0.0,0.0,962.295998,760.455998,962.295998,-201.84000000000003,None,MK,2026-04-23
2026-02-05 23:00:00+00:00,256.572725,206.45,0.0,149.916,0.0,612.938725,0.0,0.0,854.588725,612.938725,854.588725,-241.64999999999998,None,MK,2026-04-23
2026-02-06 00:00:00+00:00,252.594544,159.86,0.0,127.546,0.0,540.0005440000001,0.0,0.0,753.950544,540.0005440000001,753.950544,-213.94999999999993,None,MK,2026-04-23
2026-02-06 01:00:00+00:00,257.929089,159.89,0.0,62.186,0.0,480.00508899999994,0.0,0.0,698.815089,480.00508899999994,698.815089,-218.81,None,MK,2026-04-23
2026-02-06 02:00:00+00:00,256.685453,159.89,0.0,62.388,0.0,478.96345299999996,0.0,0.0,663.883453,478.96345299999996,663.883453,-184.92000000000007,None,MK,2026-04-23
2026-02-06 03:00:00+00:00,252.252726,159.89,0.0,62.412,0.0,474.55472599999996,0.0,0.0,660.614726,474.55472599999996,660.614726,-186.06000000000006,None,MK,2026-04-23
2026-02-06 04:00:00+00:00,249.340907,159.92,0.0,79.688,0.0,488.94890699999996,0.0,0.0,689.638907,488.94890699999996,689.638907,-200.69000000000005,None,MK,2026-04-23
2026-02-06 05:00:00+00:00,252.301816,167.33,0.0,123.834,0.0,543.465816,0.0,0.0,787.505816,543.465816,787.505816,-244.03999999999996,None,MK,2026-04-23
2026-02-06 06:00:00+00:00,258.631816,199.02,0.0,127.186,0.05,584.887816,0.0,0.0,787.707816,584.887816,787.707816,-202.81999999999994,None,MK,2026-04-23
2026-02-06 07:00:00+00:00,252.512726,198.01,0.0,119.532,0.28,570.3347259999999,0.0,0.0,742.264726,570.3347259999999,742.264726,-171.93000000000006,None,MK,2026-04-23
2026-02-06 08:00:00+00:00,251.467271,198.01,0.0,159.808,0.83,610.115271,0.0,0.0,778.105271,610.115271,778.105271,-167.99,None,MK,2026-04-23
2026-02-06 09:00:00+00:00,254.280907,198.84,0.0,200.714,2.56,656.3949069999999,0.0,0.0,766.634907,656.3949069999999,766.634907,-110.24000000000012,None,MK,2026-04-23
2026-02-06 10:00:00+00:00,251.206362,209.94,0.0,201.704,3.83,666.6803620000001,0.0,0.0,805.970362,666.6803620000001,805.970362,-139.28999999999996,None,MK,2026-04-23
2026-02-06 11:00:00+00:00,256.660907,210.05,0.0,181.818,5.46,653.988907,0.0,0.0,846.608907,653.988907,846.608907,-192.62,None,MK,2026-04-23
2026-02-06 12:00:00+00:00,254.189089,212.77,0.0,310.682,4.39,782.031089,0.0,0.0,962.151089,782.031089,962.151089,-180.12,None,MK,2026-04-23
2026-02-06 13:00:00+00:00,257.319998,211.95,0.0,263.521,4.9,737.6909979999999,0.0,0.0,897.300998,737.6909979999999,897.300998,-159.61000000000013,None,MK,2026-04-23
2026-02-06 14:00:00+00:00,255.39818,210.03,0.0,166.552,3.45,635.4301800000001,0.0,0.0,858.73018,635.4301800000001,858.73018,-223.29999999999995,None,MK,2026-04-23
2026-02-06 15:00:00+00:00,258.522725,210.02,0.0,223.794,5.73,698.066725,0.0,0.0,897.346725,698.066725,897.346725,-199.27999999999997,None,MK,2026-04-23
2026-02-06 16:00:00+00:00,262.433635,211.01,0.0,287.594,4.75,765.7876349999999,0.0,0.0,937.767635,765.7876349999999,937.767635,-171.98000000000013,None,MK,2026-04-23
2026-02-06 17:00:00+00:00,262.024544,211.1,0.0,297.024,2.42,772.568544,0.0,0.0,937.358544,772.568544,937.358544,-164.79000000000008,None,MK,2026-04-23
2026-02-06 18:00:00+00:00,256.985453,211.12,0.0,286.736,1.79,756.631453,0.0,0.0,931.921453,756.631453,931.921453,-175.29000000000008,None,MK,2026-04-23
2026-02-06 19:00:00+00:00,262.639998,213.21,0.0,230.678,1.24,707.767998,0.0,0.0,901.017998,707.767998,901.017998,-193.25,None,MK,2026-04-23
2026-02-06 20:00:00+00:00,255.126362,229.52,0.0,211.658,0.11,696.414362,0.0,0.0,862.094362,696.414362,862.094362,-165.68000000000006,None,MK,2026-04-23
2026-02-06 21:00:00+00:00,253.997271,186.28,0.0,275.424,0.0,715.701271,0.0,0.0,923.551271,715.701271,923.551271,-207.85000000000002,None,MK,2026-04-23
2026-02-06 22:00:00+00:00,256.63818,180.28,0.0,275.862,0.0,712.78018,0.0,0.0,901.91018,712.78018,901.91018,-189.13,None,MK,2026-04-23
2026-02-06 23:00:00+00:00,256.646362,207.36,0.0,110.5,0.0,574.5063620000001,0.0,0.0,824.616362,574.5063620000001,824.616362,-250.1099999999999,None,MK,2026-04-23
2026-02-07 00:00:00+00:00,256.415453,195.96,0.0,94.056,0.0,546.431453,0.0,0.0,729.221453,546.431453,729.221453,-182.78999999999996,None,MK,2026-04-23
2026-02-07 01:00:00+00:00,256.147271,185.11,0.0,32.988,0.01,474.255271,0.0,0.0,661.255271,474.255271,661.255271,-187.0,None,MK,2026-04-23
2026-02-07 02:00:00+00:00,257.424544,179.07,0.0,28.836,5.9,471.230544,0.0,0.0,623.260544,471.230544,623.260544,-152.02999999999997,None,MK,2026-04-23
2026-02-07 03:00:00+00:00,253.526362,166.08,0.0,29.408,1.26,450.274362,0.0,0.0,609.464362,450.274362,609.464362,-159.19000000000005,None,MK,2026-04-23
2026-02-07 04:00:00+00:00,260.27818,166.03,0.0,47.408,0.1,473.81618000000003,0.0,0.0,615.65618,473.81618000000003,615.65618,-141.83999999999992,None,MK,2026-04-23
2026-02-07 05:00:00+00:00,260.749998,166.05,0.0,47.388,0.3,474.487998,0.0,0.0,641.927998,474.487998,641.927998,-167.44,None,MK,2026-04-23
2026-02-07 06:00:00+00:00,259.140907,165.12,0.0,82.732,0.79,507.7829070000001,0.0,0.0,597.962907,507.7829070000001,597.962907,-90.1799999999999,None,MK,2026-04-23
2026-02-07 07:00:00+00:00,253.374544,163.81,0.0,98.482,0.01,515.6765439999999,0.0,0.0,547.946544,515.6765439999999,547.946544,-32.270000000000095,None,MK,2026-04-23
2026-02-07 08:00:00+00:00,252.402726,160.02,0.0,119.142,0.0,531.5647260000001,0.0,0.0,413.474726,531.5647260000001,413.474726,118.09000000000009,None,MK,2026-04-23
2026-02-07 09:00:00+00:00,252.405453,159.94,0.0,159.436,0.0,571.781453,0.0,0.0,372.061453,571.781453,372.061453,199.72000000000008,None,MK,2026-04-23
2026-02-07 10:00:00+00:00,257.280907,159.92,0.0,158.068,0.0,575.268907,0.0,0.0,325.958907,575.268907,325.958907,249.31,None,MK,2026-04-23
2026-02-07 11:00:00+00:00,260.873635,163.28,0.0,124.714,0.0,548.8676350000001,0.0,0.0,273.587635,548.8676350000001,273.587635,275.2800000000001,None,MK,2026-04-23
2026-02-07 12:00:00+00:00,264.119998,159.94,0.0,130.872,0.47,555.401998,0.0,0.0,401.061998,555.401998,401.061998,154.34000000000003,None,MK,2026-04-23
2026-02-07 13:00:00+00:00,265.041816,159.92,0.0,113.028,0.86,538.849816,0.0,0.0,495.529816,538.849816,495.529816,43.32000000000005,None,MK,2026-04-23
