,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,297.245,1676.9524999999999,0.0,311.70500000000004,114.3325,1.49,76.99,10.89,3530.8375,15.2475,254.20499999999998,0.0,28.51,152.5825,6470.9875,0.0,0.0,5976.9425,6470.9875,5976.9425,494.0450000000001,None,CZ,2026-04-23
2026-01-01 01:00:00+00:00,294.695,1655.2275,0.0,311.52750000000003,112.83,1.49,75.875,10.855,3530.94,15.2375,254.1275,0.0,28.645,137.985,6429.4349999999995,0.0,0.0,5900.6125,6429.4349999999995,5900.6125,528.8224999999993,None,CZ,2026-04-23
2026-01-01 02:00:00+00:00,295.02750000000003,1676.085,0.0,306.935,108.2625,1.49,76.5325,9.6475,3530.255,15.24,253.87,0.0,28.625,128.96,6430.929999999999,0.0,0.0,5748.952499999999,6430.929999999999,5748.952499999999,681.9775,None,CZ,2026-04-23
2026-01-01 03:00:00+00:00,293.855,1674.9425,0.0,312.4175,110.42,1.49,78.31,10.2125,3528.5975,14.559999999999999,254.865,0.0,28.715,137.2625,6445.6475,0.0,0.0,5749.85,6445.6475,5749.85,695.7974999999997,None,CZ,2026-04-23
2026-01-01 04:00:00+00:00,295.08500000000004,1583.105,0.0,323.5825,109.925,1.495,79.8125,10.155,3530.09,13.915000000000001,255.2425,0.0,28.7225,151.1925,6382.3225,0.0,0.0,5781.85,6382.3225,5781.85,600.4724999999999,None,CZ,2026-04-23
2026-01-01 05:00:00+00:00,294.765,1624.2375,0.0,335.01,106.61,1.5,81.0175,9.4725,3530.5825,12.255,257.7075,0.0,28.785,157.81,6439.7525,0.0,0.0,5814.08,6439.7525,5814.08,625.6724999999997,None,CZ,2026-04-23
2026-01-01 06:00:00+00:00,290.47749999999996,1554.09,0.0,339.125,108.2375,1.505,75.19,20.805,3531.1525,11.615,258.9225,19.6825,28.759999999999998,167.41750000000002,6406.98,0.0,93.735,5935.205,6406.98,6028.94,378.03999999999996,None,CZ,2026-04-23
2026-01-01 07:00:00+00:00,291.3125,1378.7150000000001,0.0,340.4275,108.5275,1.51,78.69749999999999,17.4875,3532.085,10.1225,261.43,42.1275,28.939999999999998,175.8175,6267.200000000001,0.0,642.5225,6073.2825,6267.200000000001,6715.805,-448.60499999999956,None,CZ,2026-04-23
2026-01-01 08:00:00+00:00,291.79999999999995,1387.0725,0.0,330.315,106.505,1.5075,79.03999999999999,18.305,3533.02,10.370000000000001,260.6325,163.8525,28.825,173.26,6384.505,0.0,1006.0975,6503.535,6384.505,7509.6325,-1125.1274999999996,None,CZ,2026-04-23
2026-01-01 09:00:00+00:00,293.3575,1425.6100000000001,0.0,332.5325,104.48,1.51,78.59,14.6525,3533.98,10.0,261.5325,369.04,25.9975,172.485,6623.767500000001,0.0,1083.5925,6984.9625,6623.767500000001,8068.554999999999,-1444.7874999999985,None,CZ,2026-04-23
2026-01-01 10:00:00+00:00,298.63,1443.1399999999999,0.0,332.4325,102.61250000000001,1.51,78.2425,11.75,3533.94,10.057500000000001,261.9075,551.88,29.255,164.0425,6819.4,0.0,1103.9325,7275.6925,6819.4,8379.625,-1560.2250000000004,None,CZ,2026-04-23
2026-01-01 11:00:00+00:00,299.125,1365.8525,0.0,331.23249999999996,99.52000000000001,1.51,59.64,13.3875,3533.54,9.8125,261.865,651.2525,29.46,184.9375,6841.134999999999,0.0,1095.0625,7308.355,6841.134999999999,8403.4175,-1562.2825000000003,None,CZ,2026-04-23
2026-01-01 12:00:00+00:00,296.845,1412.56,0.0,323.48,104.60249999999999,1.5,53.635,16.4075,3529.9325,12.315,258.445,517.17,28.2925,206.43,6761.614999999999,0.0,995.12,7271.6725,6761.614999999999,8266.7925,-1505.1775000000007,None,CZ,2026-04-23
2026-01-01 13:00:00+00:00,299.2325,1551.835,0.0,347.4425,110.14500000000001,1.51,52.47,16.5425,3528.72,10.14,262.3575,306.0025,28.79,226.59,6741.7775,0.0,309.53249999999997,7070.93,6741.7775,7380.462500000001,-638.6850000000004,None,CZ,2026-04-23
2026-01-01 14:00:00+00:00,301.1125,1774.62,0.0,356.13,110.27250000000001,1.52,52.885,16.697499999999998,3530.0875,9.1425,264.04,92.8725,28.855,236.0825,6774.317500000001,0.0,0.0,6970.1825,6774.317500000001,6970.1825,-195.86499999999887,None,CZ,2026-04-23
2026-01-01 15:00:00+00:00,301.6,2036.8999999999999,0.0,384.03499999999997,109.5525,1.53,51.845,22.97,3530.86,7.6425,267.275,21.72,29.1625,242.45749999999998,7007.549999999999,71.775,0.0,7107.8625,7079.324999999999,7107.8625,-28.537500000001273,None,CZ,2026-04-23
2026-01-01 16:00:00+00:00,301.1575,2073.06,0.0,387.0025,107.4875,1.53,49.894999999999996,25.895,3530.8075,7.5875,266.885,0.0,29.105,268.7425,7049.155,246.315,0.0,7188.245,7295.469999999999,7188.245,107.22499999999945,None,CZ,2026-04-23
2026-01-01 17:00:00+00:00,302.4575,2039.1999999999998,0.0,386.42499999999995,111.8275,1.53,47.9925,22.395,3531.325,7.275,268.125,0.0,29.189999999999998,272.5025,7020.244999999998,70.145,0.0,7168.53,7090.3899999999985,7168.53,-78.14000000000124,None,CZ,2026-04-23
2026-01-01 18:00:00+00:00,304.31,2029.0149999999999,0.0,379.33,108.0825,1.53,46.8875,21.72,3532.1549999999997,8.502500000000001,266.5025,0.0,28.7875,271.05,6997.872499999999,6.6325,0.0,7059.455,7004.504999999998,7059.455,-54.95000000000164,None,CZ,2026-04-23
2026-01-01 19:00:00+00:00,304.135,2074.29,0.0,373.34,107.885,1.525,51.042500000000004,16.975,3533.3,9.18,264.9075,0.0,28.997500000000002,248.19,7013.767500000001,246.8175,0.0,6950.0175,7260.585000000001,6950.0175,310.567500000001,None,CZ,2026-04-23
2026-01-01 20:00:00+00:00,303.845,2014.52,0.0,362.95,110.64999999999999,1.5175,51.375,14.7075,3532.25,10.49,262.07,0.0,28.7075,255.8425,6948.924999999999,9.1575,0.0,6626.63,6958.0824999999995,6626.63,331.4524999999994,None,CZ,2026-04-23
2026-01-01 21:00:00+00:00,299.97749999999996,1767.1425,0.0,317.4525,105.975,1.5,50.425,14.89,3532.165,13.690000000000001,256.175,0.0,28.5125,254.2825,6642.1875,0.0,0.0,6453.2925,6642.1875,6453.2925,188.89500000000044,None,CZ,2026-04-23
2026-01-01 22:00:00+00:00,298.14,1563.57,0.0,307.7825,102.1725,1.49,48.8875,17.445,3533.9725,14.255,254.5775,0.0,28.1425,266.85249999999996,6437.2875,0.0,0.0,6190.4,6437.2875,6190.4,246.88750000000073,None,CZ,2026-04-23
2026-01-01 23:00:00+00:00,297.98,1569.62,0.0,314.2875,101.435,1.49,66.18,55.894999999999996,3535.315,15.219999999999999,253.06,0.0,28.134999999999998,265.4275,6504.045,0.0,0.0,5949.7875,6504.045,5949.7875,554.2574999999997,None,CZ,2026-04-23
2026-01-02 00:00:00+00:00,299.935,1517.7,0.0,314.8425,101.0625,1.4875,77.5775,12.515,3532.9975,15.112499999999999,252.5225,0.0,28.575,260.7475,6415.075000000001,0.0,0.0,6017.2125,6415.075000000001,6017.2125,397.8625000000011,None,CZ,2026-04-23
2026-01-02 01:00:00+00:00,299.7325,1533.945,0.0,314.2425,101.44500000000001,1.4849999999999999,78.695,13.245000000000001,3531.3475,15.315000000000001,252.26749999999998,0.0,28.4225,269.5175,6439.66,0.0,84.58,5907.1375,6439.66,5991.7175,447.9425000000001,None,CZ,2026-04-23
2026-01-02 02:00:00+00:00,300.06,1529.69,0.0,314.02750000000003,102.755,1.4875,78.83,12.120000000000001,3530.2525,15.15,252.52,0.0,28.4125,272.6325,6437.9375,0.0,325.1725,5787.41,6437.9375,6112.5824999999995,325.3550000000005,None,CZ,2026-04-23
2026-01-02 03:00:00+00:00,301.0425,1561.5275,0.0,323.03499999999997,106.305,1.49,76.5825,12.8975,3529.6125,14.6325,253.285,0.0,28.23,267.9325,6476.572499999999,0.0,341.5725,5874.675,6476.572499999999,6216.2475,260.3249999999989,None,CZ,2026-04-23
2026-01-02 04:00:00+00:00,302.065,1616.4375,0.0,337.46500000000003,108.61749999999999,1.4975,75.32499999999999,13.3,3529.39,13.807500000000001,255.04500000000002,0.0,28.5575,266.82,6548.327499999999,0.0,70.935,6187.255,6548.327499999999,6258.1900000000005,290.1374999999989,None,CZ,2026-04-23
2026-01-02 05:00:00+00:00,306.0425,2012.885,0.0,376.52,105.575,1.52,76.22,13.2025,3529.5699999999997,9.325,264.0475,0.0,28.8275,268.485,6992.219999999998,63.92,0.0,6571.0925,7056.1399999999985,6571.0925,485.04749999999876,None,CZ,2026-04-23
2026-01-02 06:00:00+00:00,308.4325,2240.5675,0.0,392.0825,105.7225,1.53,83.5,22.1025,3530.1,7.035,267.145,22.6625,28.835,264.8525,7274.567500000001,344.79,0.0,7026.265,7619.357500000001,7026.265,593.0925000000007,None,CZ,2026-04-23
2026-01-02 07:00:00+00:00,308.745,2330.2825000000003,0.0,395.69,110.735,1.54,68.02250000000001,36.045,3528.0775,6.4525,268.4675,41.1625,28.12,262.95,7386.290000000001,276.81,0.0,7395.57,7663.100000000001,7395.57,267.53000000000156,None,CZ,2026-04-23
2026-01-02 08:00:00+00:00,309.22749999999996,2392.395,0.0,397.715,111.9125,1.54,69.29249999999999,22.9425,3528.975,5.8025,269.9475,140.87,28.197499999999998,270.1525,7548.97,110.6325,0.0,7835.8425,7659.6025,7835.8425,-176.23999999999978,None,CZ,2026-04-23
2026-01-02 09:00:00+00:00,309.72,2427.17,0.0,395.9225,114.2475,1.54,73.44,17.8775,3529.77,6.1075,269.36,291.3475,27.9925,257.005,7721.5,102.5675,0.0,8223.96,7824.0675,8223.96,-399.892499999999,None,CZ,2026-04-23
2026-01-02 10:00:00+00:00,308.025,2449.9075000000003,0.0,386.6675,111.68,1.53,73.2375,17.5675,3529.1125,7.295,267.96,401.7425,28.11,258.155,7840.990000000001,0.0,0.0,8404.585,7840.990000000001,8404.585,-563.5949999999984,None,CZ,2026-04-23
2026-01-02 11:00:00+00:00,304.27750000000003,2492.355,0.0,382.4075,112.38749999999999,1.53,76.41499999999999,19.6025,3528.3075,7.845,266.71,426.2625,28.16,259.3075,7905.567499999999,0.0,0.0,8428.1475,7905.567499999999,8428.1475,-522.5799999999999,None,CZ,2026-04-23
2026-01-02 12:00:00+00:00,305.1825,2623.945,0.0,377.1325,113.3375,1.53,76.86500000000001,19.585,3525.975,8.695,266.0,415.0725,28.055,276.5525,8037.9275,0.0,0.0,8469.4775,8037.9275,8469.4775,-431.5500000000011,None,CZ,2026-04-23
2026-01-02 13:00:00+00:00,297.355,2733.8225,0.0,386.2825,114.855,1.54,77.6425,20.8325,3524.3424999999997,7.45,267.895,305.1025,28.2125,281.0525,8046.384999999999,236.01999999999998,0.0,8272.355,8282.404999999999,8272.355,10.049999999999272,None,CZ,2026-04-23
2026-01-02 14:00:00+00:00,298.585,2773.2125,0.0,397.9425,117.3125,1.54,75.425,77.1525,3525.2875,7.3025,267.5475,122.06,27.995,284.08,7975.4425,336.78999999999996,0.0,8159.4400000000005,8312.2325,8159.4400000000005,152.79249999999956,None,CZ,2026-04-23
2026-01-02 15:00:00+00:00,299.4975,2869.9275,0.0,412.8825,117.01249999999999,1.5425,71.3375,162.9325,3528.3125,5.4125,270.1075,22.4675,28.09,276.99,8066.5125,575.3824999999999,0.0,8184.845,8641.895,8184.845,457.0500000000002,None,CZ,2026-04-23
2026-01-02 16:00:00+00:00,308.825,2940.9,0.0,411.48,116.8375,1.54,72.3275,109.9525,3529.6525,5.645,269.5425,0.0,28.1475,268.735,8063.584999999999,428.2925,0.0,8218.0375,8491.877499999999,8218.0375,273.8399999999983,None,CZ,2026-04-23
2026-01-02 17:00:00+00:00,309.3,2975.245,0.0,412.62,117.6875,1.54,74.395,25.2225,3529.51,5.54,270.6,0.0,27.975,257.34749999999997,8006.982500000001,683.815,0.0,8121.2125,8690.7975,8121.2125,569.585000000001,None,CZ,2026-04-23
2026-01-02 18:00:00+00:00,308.34000000000003,2952.465,0.0,413.09749999999997,117.2675,1.54,76.565,20.3375,3529.08,6.515000000000001,268.975,0.0,27.945,248.175,7970.302500000001,716.5825,0.0,7977.15,8686.885,7977.15,709.7350000000006,None,CZ,2026-04-23
2026-01-02 19:00:00+00:00,308.71000000000004,2896.44,0.0,397.2275,116.72749999999999,1.54,77.25,16.052500000000002,3528.5725,7.842499999999999,267.3925,0.0,27.9,227.70749999999998,7873.362499999999,543.74,0.0,7691.295,8417.102499999999,7691.295,725.807499999999,None,CZ,2026-04-23
2026-01-02 20:00:00+00:00,307.78,2685.8599999999997,0.0,381.9225,115.94,1.53,79.475,12.004999999999999,3528.9875,8.8,265.2825,0.0,27.865000000000002,245.4475,7660.895,270.2075,0.0,7441.165,7931.102500000001,7441.165,489.9375000000009,None,CZ,2026-04-23
2026-01-02 21:00:00+00:00,302.545,2528.9,0.0,348.9075,104.22749999999999,1.5125,79.24249999999999,11.9525,3529.0275,12.5425,259.35249999999996,0.0,27.655,251.0425,7456.907499999998,0.0,0.0,7219.59,7456.907499999998,7219.59,237.3174999999983,None,CZ,2026-04-23
2026-01-02 22:00:00+00:00,297.8975,2363.315,0.0,320.495,108.9,1.51,77.9825,13.195,3529.955,14.68,256.605,0.0,27.4775,241.51749999999998,7253.53,0.0,0.055,6803.095,7253.53,6803.150000000001,450.3799999999992,None,CZ,2026-04-23
2026-01-02 23:00:00+00:00,298.645,1909.76,0.0,324.7,114.895,1.5,82.24000000000001,11.61,3529.34,17.6075,255.7175,0.0,36.21,248.42000000000002,6830.645,0.0,130.585,6403.2625,6830.645,6533.8475,296.7975000000006,None,CZ,2026-04-23
2026-01-03 00:00:00+00:00,297.7575,1861.0725,0.0,322.925,114.19,1.5,83.995,11.4925,3529.1325,17.740000000000002,255.25,0.0,36.39,268.055,6799.500000000001,0.0,693.63,6260.9675,6799.500000000001,6954.5975,-155.09749999999894,None,CZ,2026-04-23
2026-01-03 01:00:00+00:00,301.0625,2200.2075,0.0,327.9825,109.485,1.51,85.35249999999999,11.4925,3529.1825,17.7475,256.2925,0.0,36.51,278.4275,7155.2525000000005,0.0,1012.3875,6204.645,7155.2525000000005,7217.0325,-61.779999999999745,None,CZ,2026-04-23
2026-01-03 02:00:00+00:00,300.0225,2222.3225,0.0,327.7025,101.34,1.51,85.6425,11.1275,3531.2625,17.5925,256.2825,0.0,36.595,263.03,7154.43,0.0,1006.165,6219.8775,7154.43,7226.0425,-71.61249999999927,None,CZ,2026-04-23
2026-01-03 03:00:00+00:00,297.84749999999997,1867.12,0.0,337.3775,103.38,1.505,85.0,10.235,3532.3625,16.405,256.97249999999997,0.0,36.6575,245.6675,6790.53,0.0,999.2325,6294.75,6790.53,7293.9825,-503.4525000000003,None,CZ,2026-04-23
2026-01-03 04:00:00+00:00,300.48,1796.0675,0.0,348.77750000000003,106.425,1.51,86.42500000000001,9.66,3530.8375,15.6575,257.8825,0.0,36.53,241.4725,6731.725,0.0,965.4925000000001,6420.385,6731.725,7385.8775000000005,-654.1525000000001,None,CZ,2026-04-23
2026-01-03 05:00:00+00:00,302.19,1871.9,0.0,371.865,111.34,1.52,82.5175,9.34,3533.02,8.7875,264.155,0.0,26.075,223.3975,6806.1075,0.0,712.095,6580.6625,6806.1075,7292.757500000001,-486.65000000000055,None,CZ,2026-04-23
2026-01-03 06:00:00+00:00,304.4275,2193.425,0.0,383.35,115.205,1.53,77.4375,31.7775,3532.0924999999997,7.155,267.445,21.015,26.27,225.9425,7187.0725,0.0,255.465,6944.1525,7187.0725,7199.6175,-12.545000000000073,None,CZ,2026-04-23
2026-01-03 07:00:00+00:00,306.09000000000003,2507.85,0.0,385.95,107.0725,1.54,74.6575,75.77250000000001,3531.735,6.645,268.77,94.56,26.6125,229.3075,7616.562500000001,0.0,0.0,7235.6175,7616.562500000001,7235.6175,380.9450000000006,None,CZ,2026-04-23
2026-01-03 08:00:00+00:00,306.5475,2526.725,0.0,380.2575,104.1325,1.53,74.685,111.395,3531.74,7.535,267.585,350.145,26.395,234.79,7923.462500000001,0.0,0.0,7712.0675,7923.462500000001,7712.0675,211.39500000000044,None,CZ,2026-04-23
2026-01-03 09:00:00+00:00,305.87,2521.425,0.0,379.78499999999997,112.185,1.53,80.3725,23.0475,3530.3525,7.63,267.19,765.69,26.2925,243.2475,8264.617499999998,0.0,0.0,8140.765,8264.617499999998,8140.765,123.85249999999814,None,CZ,2026-04-23
2026-01-03 10:00:00+00:00,306.0375,2441.7025,0.0,379.05499999999995,115.065,1.53,81.56,12.0275,3531.59,7.6175,267.4925,1031.395,26.4725,255.4125,8456.9575,0.0,0.0,8341.9825,8456.9575,8341.9825,114.97500000000036,None,CZ,2026-04-23
2026-01-03 11:00:00+00:00,305.13,2371.355,0.0,376.3775,111.5325,1.53,81.97999999999999,11.76,3531.5925,8.0375,266.3875,1006.995,26.295,250.02,8348.9925,0.0,0.0,8324.1825,8348.9925,8324.1825,24.80999999999949,None,CZ,2026-04-23
2026-01-03 12:00:00+00:00,305.0525,2380.77,0.0,414.6175,111.3375,1.53,82.2175,11.815,3532.9325,8.4925,265.5975,823.6475,26.252499999999998,219.8675,8184.130000000001,9.6675,0.0,8297.63,8193.7975,8297.63,-103.83249999999862,None,CZ,2026-04-23
2026-01-03 13:00:00+00:00,306.0475,2471.1949999999997,0.0,488.405,113.2175,1.53,81.2975,13.6175,3532.1925,8.2375,265.8625,510.28,26.377499999999998,227.6375,8045.8975,49.995,0.0,8129.255,8095.8925,8129.255,-33.36250000000018,None,CZ,2026-04-23
2026-01-03 14:00:00+00:00,306.4175,2537.5950000000003,0.0,587.63,114.9375,1.54,75.365,107.8325,3534.1925,7.795,266.53999999999996,160.4375,26.5125,206.155,7932.95,370.36249999999995,0.0,7935.915,8303.3125,7935.915,367.39750000000004,None,CZ,2026-04-23
2026-01-03 15:00:00+00:00,308.83,2568.05,0.0,1120.7125,114.7475,1.55,75.7025,168.565,3534.255,6.62,269.3625,23.225,26.6425,198.3375,8416.6,564.6225000000001,0.0,8039.985000000001,8981.2225,8039.985000000001,941.2374999999993,None,CZ,2026-04-23
2026-01-03 16:00:00+00:00,310.0375,2587.3725,0.0,1233.7625,113.67,1.55,74.8625,301.155,3533.9025,5.7925,270.88,0.0,26.5175,214.07750000000001,8673.579999999998,679.3199999999999,0.0,8132.73,9352.899999999998,8132.73,1220.1699999999983,None,CZ,2026-04-23
2026-01-03 17:00:00+00:00,310.3275,2588.975,0.0,1234.9675,113.195,1.55,74.01750000000001,355.0025,3533.98,5.75,271.3375,0.0,26.8525,242.5025,8758.4575,719.5125,0.0,8053.8875,9477.970000000001,8053.8875,1424.0825000000013,None,CZ,2026-04-23
2026-01-03 18:00:00+00:00,309.015,2577.9125,0.0,1223.505,113.9425,1.55,74.1575,345.17,3534.72,7.109999999999999,269.51,0.0,26.88,225.9,8709.372499999998,597.5225,0.0,7881.1875,9306.894999999997,7881.1875,1425.7074999999968,None,CZ,2026-04-23
2026-01-03 19:00:00+00:00,309.7025,2529.23,0.0,1226.5525,115.495,1.55,78.515,72.31,3533.075,8.045,268.5,0.0,26.995,240.73999999999998,8410.710000000001,331.385,0.0,7703.4475,8742.095000000001,7703.4475,1038.647500000001,None,CZ,2026-04-23
2026-01-03 20:00:00+00:00,309.0825,2478.3175,0.0,1208.045,112.745,1.54,80.905,24.31,3532.405,9.065,266.95,0.0,26.7725,258.45,8308.5875,34.8225,0.0,7413.9574999999995,8343.41,7413.9574999999995,929.4525000000003,None,CZ,2026-04-23
2026-01-03 21:00:00+00:00,306.78499999999997,2461.87,0.0,1179.2625,103.42,1.5325,80.5575,20.9675,3533.115,12.8025,261.90000000000003,0.0,26.7025,261.63,8250.544999999998,0.0,0.0,7220.515,8250.544999999998,7220.515,1030.029999999998,None,CZ,2026-04-23
2026-01-03 22:00:00+00:00,305.23,2419.6375,0.0,944.3875,100.795,1.5275,79.65,11.74,3532.74,13.4725,260.1375,0.0,26.555,233.32999999999998,7929.2025,0.0,0.0,6895.8949999999995,7929.2025,6895.8949999999995,1033.3075000000008,None,CZ,2026-04-23
2026-01-03 23:00:00+00:00,302.8425,2577.65,0.0,331.7775,99.78750000000001,1.51,82.76,10.3725,3532.085,17.3225,257.4425,0.0,36.935,238.07999999999998,7488.565000000001,0.0,0.0,6469.389999999999,7488.565000000001,6469.389999999999,1019.175000000002,None,CZ,2026-04-23
2026-01-04 00:00:00+00:00,301.76750000000004,2517.9525000000003,0.0,325.58,97.8475,1.51,82.38,10.4275,3532.925,17.9775,256.4275,0.0,36.95,238.41,7420.155,0.0,69.3225,6355.4175,7420.155,6424.74,995.415,None,CZ,2026-04-23
2026-01-04 01:00:00+00:00,302.39250000000004,2492.1625,0.0,326.5725,98.4875,1.51,82.515,9.3375,3531.755,17.9325,256.3175,0.0,36.8475,237.415,7393.245,0.0,557.8875,6323.4375,7393.245,6881.325,511.9200000000001,None,CZ,2026-04-23
2026-01-04 02:00:00+00:00,300.5,2492.3075,0.0,328.9925,98.28,1.51,81.7775,9.2325,3531.9575,17.807499999999997,256.4575,0.0,36.760000000000005,237.77,7393.352500000001,0.0,1108.0475000000001,6298.5375,7393.352500000001,7406.585000000001,-13.232500000000073,None,CZ,2026-04-23
2026-01-04 03:00:00+00:00,303.6725,2513.3675,0.0,342.0325,99.9075,1.5175,80.72,8.780000000000001,3531.155,16.52,257.8725,0.0,36.875,231.35,7423.770000000001,0.0,1102.2525,6389.11,7423.770000000001,7491.362499999999,-67.59249999999793,None,CZ,2026-04-23
2026-01-04 04:00:00+00:00,302.7925,2459.9925,0.0,347.7525,103.52,1.52,79.555,9.217500000000001,3531.2,16.197499999999998,258.3175,0.0,36.8375,220.615,7367.517499999999,0.0,1092.2925,6467.03,7367.517499999999,7559.3225,-191.8050000000012,None,CZ,2026-04-23
2026-01-04 05:00:00+00:00,305.1825,2543.425,0.0,373.4125,104.1,1.53,73.98,9.272499999999999,3531.3675,8.7225,264.9175,0.0,26.295,205.6125,7447.8175,0.0,873.0725,6604.66,7447.8175,7477.7325,-29.914999999999964,None,CZ,2026-04-23
2026-01-04 06:00:00+00:00,304.835,2613.0675,0.0,381.1775,103.995,1.5375,69.7325,24.5125,3532.3525,7.63,265.9525,19.235,26.4875,213.85,7564.365,0.0,110.1275,6928.43,7564.365,7038.5575,525.8074999999999,None,CZ,2026-04-23
2026-01-04 07:00:00+00:00,303.9175,2702.75,0.0,378.8325,99.105,1.5325,69.47,26.810000000000002,3531.635,7.785,267.0375,129.1025,26.585,184.075,7728.6375,0.0,0.0,7239.8175,7728.6375,7239.8175,488.8199999999997,None,CZ,2026-04-23
2026-01-04 08:00:00+00:00,303.79,2671.6025,0.0,376.0375,99.5775,1.53,71.6675,29.807499999999997,3531.745,8.215,267.175,493.82,26.5925,191.885,8073.445,0.0,0.0,7768.7375,8073.445,7768.7375,304.7074999999995,None,CZ,2026-04-23
2026-01-04 09:00:00+00:00,303.235,2636.745,0.0,372.6,106.30499999999999,1.53,70.50750000000001,20.8325,3531.135,8.8025,265.3425,898.4725,26.505000000000003,199.3475,8441.359999999999,0.0,0.0,8227.485,8441.359999999999,8227.485,213.87499999999818,None,CZ,2026-04-23
2026-01-04 10:00:00+00:00,306.23249999999996,2589.8675000000003,0.0,375.9575,109.4075,1.53,74.3175,16.215,3523.955,8.2475,265.3025,1120.15,26.43,199.4275,8617.04,0.0,0.0,8470.2125,8617.04,8470.2125,146.82750000000124,None,CZ,2026-04-23
2026-01-04 11:00:00+00:00,303.8075,2578.915,0.0,366.485,104.10249999999999,1.53,73.8675,16.14,3529.8824999999997,8.865,264.3325,1186.025,26.1725,205.8225,8665.9475,0.0,0.0,8459.69,8665.9475,8459.69,206.2574999999997,None,CZ,2026-04-23
2026-01-04 12:00:00+00:00,300.43,2653.005,0.0,373.3425,102.34,1.53,72.5125,15.8675,3527.5175,8.6075,264.6675,868.145,26.355,196.135,8410.455,0.0,0.0,8345.210000000001,8410.455,8345.210000000001,65.24499999999898,None,CZ,2026-04-23
2026-01-04 13:00:00+00:00,296.855,2786.1775,0.0,374.075,109.135,1.53,72.5225,16.0475,3527.165,8.485,265.275,549.0725,26.285,180.0975,8212.7225,0.0,0.0,8154.8,8212.7225,8154.8,57.92249999999967,None,CZ,2026-04-23
2026-01-04 14:00:00+00:00,297.4625,2954.2425000000003,0.0,594.145,111.98,1.54,71.12,25.405,3527.93,8.75,265.7975,182.03,26.21,163.89000000000001,8230.5025,0.0,0.0,7973.575000000001,8230.5025,7973.575000000001,256.9274999999998,None,CZ,2026-04-23
2026-01-04 15:00:00+00:00,299.02750000000003,3138.02,0.0,1073.795,113.79,1.55,71.105,27.86,3529.6625000000004,6.72,269.83,26.76,27.0225,148.9775,8734.12,0.0,0.0,8135.195,8734.12,8135.195,598.9250000000011,None,CZ,2026-04-23
2026-01-04 16:00:00+00:00,306.64,3287.415,0.0,1238.045,112.39750000000001,1.55,70.64500000000001,27.3675,3530.5325000000003,6.0825,270.3675,0.0,26.625,168.45,9046.117500000004,35.2375,0.0,8325.595,9081.355000000003,8325.595,755.7600000000039,None,CZ,2026-04-23
2026-01-04 17:00:00+00:00,306.7975,3354.4125,0.0,1243.06,114.73,1.5550000000000002,72.8525,23.52,3529.7225,5.9275,270.7925,0.0,26.4425,156.415,9106.2275,92.78999999999999,0.0,8367.745,9199.017500000002,8367.745,831.272500000001,None,CZ,2026-04-23
2026-01-04 18:00:00+00:00,306.9675,3342.4049999999997,0.0,1231.375,113.705,1.55,74.28999999999999,10.7075,3529.9625,7.5425,268.6125,0.0,26.14,145.89749999999998,9059.154999999997,117.7875,0.0,8240.57,9176.942499999997,8240.57,936.3724999999977,None,CZ,2026-04-23
2026-01-04 19:00:00+00:00,306.32,3334.975,0.0,1214.8025,117.1175,1.55,73.6725,11.7625,3529.205,8.02,268.33,0.0,26.0025,141.76,9033.5175,0.2525,0.0,8115.7025,9033.77,8115.7025,918.0675000000001,None,CZ,2026-04-23
2026-01-04 20:00:00+00:00,307.0575,3322.5975,0.0,1206.6475,116.095,1.55,75.0,12.0175,3529.8925,8.95,267.24,0.0,25.98,126.065,8999.0925,0.0,0.0,7751.4675,8999.0925,7751.4675,1247.625000000001,None,CZ,2026-04-23
2026-01-04 21:00:00+00:00,304.7075,3295.6475,0.0,1171.975,110.695,1.54,76.365,11.997499999999999,3530.3375,13.05,261.58,0.0,25.66,108.4875,8912.042499999998,0.0,0.0,7577.2575,8912.042499999998,7577.2575,1334.784999999998,None,CZ,2026-04-23
2026-01-04 22:00:00+00:00,304.425,3047.0825,0.0,946.365,113.14,1.5325,76.6,12.057500000000001,3532.46,13.1875,259.33,0.0,25.48,86.7,8418.360000000002,0.0,0.0,7331.73,8418.360000000002,7331.73,1086.6300000000028,None,CZ,2026-04-23
2026-01-04 23:00:00+00:00,299.755,2957.81,0.0,328.665,112.695,1.52,76.225,23.755000000000003,3533.0724999999998,14.5625,256.7775,0.0,25.2625,61.225,7691.325,0.0,0.0,7058.59,7691.325,7058.59,632.7349999999997,None,CZ,2026-04-23
2026-01-05 00:00:00+00:00,300.2125,3015.48,0.0,340.6325,108.985,1.52,77.6075,21.137500000000003,3532.02,14.6275,257.0,0.0,25.2775,56.405,7750.905,0.0,0.0,7131.885,7750.905,7131.885,619.0199999999995,None,CZ,2026-04-23
