,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Waste,Wind Offshore,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 12:00:00+00:00,0.0,615.33617425,2478.1324022500003,14.701114,3.3998887499999997,936.22518775,4047.7947670000003,0.0,399.91538175,5760.545,4047.7947670000003,6160.46038175,-2112.66561475,None,NO_2,2026-04-23
2026-01-01 13:00:00+00:00,0.0,618.9303622499999,2646.31985875,14.830599249999999,3.3001102500000004,931.434246,4214.8151765,0.0,396.67903850000005,5787.89,4214.8151765,6184.569038500001,-1969.7538620000005,None,NO_2,2026-04-23
2026-01-01 14:00:00+00:00,0.0,615.2425945,3395.53115975,14.68809525,3.1003879999999997,813.2656254999999,4841.8278629999995,0.0,190.085813,5468.975,4841.8278629999995,5659.060813,-817.2329500000005,None,NO_2,2026-04-23
2026-01-01 15:00:00+00:00,0.0,609.1873047500001,4291.303681,14.6872195,2.8003325,684.3358155,5602.31435325,12.392421500000001,0.0,5212.8375,5614.70677475,5212.8375,401.86927474999993,None,NO_2,2026-04-23
2026-01-01 16:00:00+00:00,0.0,623.474964,4545.536028500001,14.702605250000001,3.2994435,743.0399757499999,5930.053017,66.11174,0.0,5205.1325,5996.1647570000005,5205.1325,791.0322570000008,None,NO_2,2026-04-23
2026-01-01 17:00:00+00:00,0.0,629.49727975,4679.4461615,14.76041275,3.299999,784.429385,6111.433238,73.1215255,0.0,5141.965,6184.554763499999,5141.965,1042.5897634999992,None,NO_2,2026-04-23
2026-01-01 18:00:00+00:00,0.0,634.1458595,4714.6113614999995,14.619577,3.299999,753.496428,6120.1732250000005,66.800274,0.0,5132.355,6186.973499000001,5132.355,1054.618499000001,None,NO_2,2026-04-23
2026-01-01 19:00:00+00:00,0.0,634.580205,4752.4252785,14.62782125,3.1009435,710.66636875,6115.400616999999,51.36841175,0.0,5076.125,6166.769028749999,5076.125,1090.644028749999,None,NO_2,2026-04-23
2026-01-01 20:00:00+00:00,0.0,633.46243625,4328.91521675,14.426165999999998,3.1999720000000003,661.44298275,5641.44677375,0.0,8.539597,5007.3625,5641.44677375,5015.902097,625.5446767499998,None,NO_2,2026-04-23
2026-01-01 21:00:00+00:00,0.0,626.005416,4264.8778625,14.449863,3.2,556.97826775,5465.51140925,0.0,92.11126675,5136.5675,5465.51140925,5228.67876675,236.83264249999957,None,NO_2,2026-04-23
2026-01-01 22:00:00+00:00,0.0,624.71737775,3857.1497615,14.27491325,3.2,551.845332,5051.1873845,0.0,314.638678,5496.0875,5051.1873845,5810.726178,-759.5387934999999,None,NO_2,2026-04-23
2026-01-01 23:00:00+00:00,0.0,617.4884485,2921.9251065,14.302787,3.2,646.9615635,4203.8779054999995,0.0,310.2962185,5393.325,4203.8779054999995,5703.6212184999995,-1499.743313,None,NO_2,2026-04-23
2026-01-02 00:00:00+00:00,0.0,618.486114,2321.1503985,14.51304825,3.2,709.53425975,3666.8838205,0.0,309.23979375,5355.5275,3666.8838205,5664.76729375,-1997.88347325,None,NO_2,2026-04-23
