,Biomass,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Waste,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.0,334.51696525,2391.862594,0.0,25.0,0.0,6.003175,908.357851,3665.7405852499996,43.393257000000006,0.0,3616.6724999999997,3709.13384225,3616.6724999999997,92.46134225000014,None,NO_3,2026-04-23
2026-01-01 01:00:00+00:00,0.0,332.92209925,2215.1227065000003,0.0,25.0,0.0,5.32119175,896.845242,3475.2112395,42.1601975,0.0,3583.8975,3517.371437,3583.8975,-66.52606300000025,None,NO_3,2026-04-23
2026-01-01 02:00:00+00:00,0.0,323.87174025,1885.872091,0.0,25.0,0.0,5.75946875,913.18718225,3153.69048225,35.83168825,0.0,3577.5825,3189.5221705,3577.5825,-388.0603295000001,None,NO_3,2026-04-23
2026-01-01 03:00:00+00:00,0.0,321.77252325,1654.3267555,0.0,25.0,0.0,5.659221,920.64060775,2927.3991075,35.68368075,0.0,3573.085,2963.08278825,3573.085,-610.0022117500002,None,NO_3,2026-04-23
2026-01-01 04:00:00+00:00,0.0,320.40270725,1498.790873,0.0,25.0,0.0,3.4181015,952.1054075,2799.71708925,35.915687750000004,0.0,3586.06,2835.632777,3586.06,-750.4272230000001,None,NO_3,2026-04-23
2026-01-01 05:00:00+00:00,0.0,316.94456575,1330.7602630000001,0.0,25.0,0.0,4.62489875,1019.17589475,2696.50562225,35.78291625,0.0,3619.42,2732.2885385000004,3619.42,-887.1314614999997,None,NO_3,2026-04-23
2026-01-01 06:00:00+00:00,0.0,319.2625665,1397.88362175,0.0,25.0,0.0,5.39954275,1137.41297625,2884.95870725,32.37341025,0.0,3683.4375,2917.3321174999996,3683.4375,-766.1053825000004,None,NO_3,2026-04-23
2026-01-01 07:00:00+00:00,0.0,320.27920075,1439.86329325,0.0,25.0,0.0,5.48947525,1085.15802475,2875.7899939999998,31.68067875,0.0,3757.055,2907.4706727499997,3757.055,-849.5843272500001,None,NO_3,2026-04-23
2026-01-01 08:00:00+00:00,0.0,318.462186,1448.73189675,0.0,25.0,0.0,6.02786225,1042.83176175,2841.05370675,35.76677275,0.0,3811.9425,2876.8204795,3811.9425,-935.1220205,None,NO_3,2026-04-23
2026-01-01 09:00:00+00:00,0.0,318.495809,1572.4939585,0.0,25.0,0.0,6.335319,949.927586,2872.2526725,37.1491295,0.0,3861.9275,2909.401802,3861.9275,-952.5256979999999,None,NO_3,2026-04-23
2026-01-01 10:00:00+00:00,0.0,321.38229075,1646.7183209999998,0.0,25.0,0.0,6.063363,1080.09998075,3079.2639554999996,37.58337225,0.0,3885.91,3116.8473277499997,3885.91,-769.0626722500001,None,NO_3,2026-04-23
2026-01-01 11:00:00+00:00,0.0,319.76990625,1630.0237455000001,0.0,25.0,0.0,6.102546,1132.62652,3113.52271775,45.7943295,0.0,3895.0475,3159.31704725,3895.0475,-735.73045275,None,NO_3,2026-04-23
2026-01-01 12:00:00+00:00,0.0,316.9905015,1653.15005575,0.0,25.0,0.0,5.982516,1088.4066535,3089.52972675,45.942438,0.0,3914.85,3135.47216475,3914.85,-779.3778352499999,None,NO_3,2026-04-23
2026-01-01 13:00:00+00:00,0.0,316.84665825,1900.597466,0.0,25.0,0.0,3.5716099999999997,1015.53570225,3261.5514365,46.73834575,0.0,3975.585,3308.28978225,3975.585,-667.2952177500001,None,NO_3,2026-04-23
2026-01-01 14:00:00+00:00,0.0,320.599746,2206.7406175,0.0,25.0,0.0,4.3382645,881.9561755,3438.6348035,46.40601875,0.0,4046.6325,3485.04082225,4046.6325,-561.5916777500001,None,NO_3,2026-04-23
2026-01-01 15:00:00+00:00,0.0,323.24884099999997,2299.536255,0.0,25.0,0.0,5.35775875,811.162894,3464.30574875,46.30825175,0.0,4065.95,3510.6140005,4065.95,-555.3359994999996,None,NO_3,2026-04-23
2026-01-01 16:00:00+00:00,0.0,327.9253025,2324.7073305,0.0,25.0,0.0,4.44466775,856.0151895,3538.0924902499996,46.98978125,0.0,4029.3199999999997,3585.0822714999995,4029.3199999999997,-444.23772850000023,None,NO_3,2026-04-23
2026-01-01 17:00:00+00:00,0.0,326.0990135,2298.632381,0.0,25.0,0.0,4.2094705,889.0757597500001,3543.01662475,46.62838825,0.0,4009.9875,3589.6450130000003,4009.9875,-420.3424869999999,None,NO_3,2026-04-23
2026-01-01 18:00:00+00:00,0.0,327.5302445,2249.42783425,0.0,25.0,0.0,4.6465895,927.93595525,3534.5406235,45.80892325,0.0,4002.1175,3580.34954675,4002.1175,-421.76795324999966,None,NO_3,2026-04-23
2026-01-01 19:00:00+00:00,0.0,323.56017399999996,2185.57398675,0.0,25.0,0.0,4.797686,969.684173,3508.61601975,46.25326075,0.0,3987.5775,3554.8692805,3987.5775,-432.7082194999998,None,NO_3,2026-04-23
2026-01-01 20:00:00+00:00,0.0,319.79291675,2284.37929825,0.0,25.0,0.0,4.61913975,962.3530695,3596.14442425,47.505328500000005,0.0,3939.6,3643.64975275,3939.6,-295.95024724999985,None,NO_3,2026-04-23
2026-01-01 21:00:00+00:00,0.0,313.83309375,2178.56192725,0.0,25.0,0.0,3.89231225,887.3688999999999,3408.65623325,47.7640635,0.0,3886.0325,3456.4202967499996,3886.0325,-429.6122032500002,None,NO_3,2026-04-23
2026-01-01 22:00:00+00:00,0.0,289.557302,2146.24616425,0.0,25.0,0.0,3.583217,759.5814015,3223.9680847500003,47.661604,0.0,3859.4725,3271.6296887500002,3859.4725,-587.8428112499996,None,NO_3,2026-04-23
2026-01-01 23:00:00+00:00,0.0,288.65580275,2038.7600255,0.0,25.0,0.0,3.9825405,660.32449075,3016.7228595000006,47.24332975,0.0,3798.4049999999997,3063.9661892500008,3798.4049999999997,-734.438810749999,None,NO_3,2026-04-23
2026-01-02 00:00:00+00:00,0.0,282.590221,1882.16492125,0.0,25.0,0.0,5.25632025,600.5134635,2795.524926,47.26599775,0.0,3748.2925,2842.79092375,3748.2925,-905.5015762500002,None,NO_3,2026-04-23
2026-01-02 01:00:00+00:00,0.0,283.84468649999997,1846.37599225,0.0,25.0,0.0,5.6397325,588.4724865000001,2749.3328977499996,47.01715225,0.0,3722.7225,2796.3500499999996,3722.7225,-926.3724500000003,None,NO_3,2026-04-23
2026-01-02 02:00:00+00:00,0.0,283.92031025,1869.2707922499999,0.0,25.0,0.0,6.1009845,526.7847597499999,2711.0768467499997,44.97072025,0.0,3718.1125,2756.0475669999996,3718.1125,-962.0649330000006,None,NO_3,2026-04-23
2026-01-02 03:00:00+00:00,0.0,278.4419625,1857.62090175,0.0,25.0,0.0,5.85963775,533.58604425,2700.50854625,40.7909075,0.0,3726.0675,2741.29945375,3726.0675,-984.7680462500002,None,NO_3,2026-04-23
2026-01-02 04:00:00+00:00,0.0,277.944599,1932.6095065,0.0,25.0,0.0,5.88222675,515.6387515,2757.07508375,45.64595575,0.0,3768.9049999999997,2802.7210395,3768.9049999999997,-966.1839604999996,None,NO_3,2026-04-23
2026-01-02 05:00:00+00:00,0.0,297.60089525,2334.16006675,0.0,25.0,0.0,6.34,509.32538,3172.4263420000007,46.008024500000005,0.0,3886.665,3218.4343665000006,3886.665,-668.2306334999994,None,NO_3,2026-04-23
2026-01-02 06:00:00+00:00,0.0,308.8008125,2521.4553945,0.0,25.0,0.0,6.3056392500000005,515.43943175,3377.0012779999997,46.07215175,0.0,4043.4125,3423.07342975,4043.4125,-620.3390702500001,None,NO_3,2026-04-23
2026-01-02 07:00:00+00:00,0.0,309.00657325,2586.5242715,0.0,25.0,0.0,5.07925625,593.12808075,3518.73818175,45.91892525,0.0,4184.655000000001,3564.657107,4184.655000000001,-619.9978930000007,None,NO_3,2026-04-23
2026-01-02 08:00:00+00:00,0.0,299.94384,2452.06921,0.0,25.0,0.0,4.253908,648.628777,3429.895735,37.53634125,0.0,4240.25,3467.43207625,4240.25,-772.8179237499999,None,NO_3,2026-04-23
2026-01-02 09:00:00+00:00,0.0,290.52333425,2438.43369325,0.0,25.0,0.0,4.920631,666.729113,3425.6067715,38.4099125,0.0,4266.2875,3464.0166839999997,4266.2875,-802.2708160000007,None,NO_3,2026-04-23
2026-01-02 10:00:00+00:00,0.0,293.56847625,2433.6509025,0.0,25.0,0.0,3.46579775,667.48102225,3423.16619875,39.33314625,0.0,4333.6725,3462.499345,4333.6725,-871.1731549999995,None,NO_3,2026-04-23
2026-01-02 11:00:00+00:00,0.0,300.13674175,2395.57487325,0.0,25.0,0.0,3.784223,771.2181865,3495.7140245,46.66179775,0.0,4321.045,3542.37582225,4321.045,-778.66917775,None,NO_3,2026-04-23
2026-01-02 12:00:00+00:00,0.0,295.145533,2193.20004,0.0,25.0,0.0,4.67921575,834.77604375,3352.8008325,46.5783175,0.0,4314.030000000001,3399.37915,4314.030000000001,-914.6508500000004,None,NO_3,2026-04-23
2026-01-02 13:00:00+00:00,0.0,293.7405815,2151.756852,0.0,25.0,0.0,2.331567,911.5839105,3384.4129110000003,46.3849525,0.0,4350.9725,3430.7978635000004,4350.9725,-920.1746364999995,None,NO_3,2026-04-23
2026-01-02 14:00:00+00:00,0.0,286.56551775,2341.176902,0.0,25.0,0.0,1.6579405,862.18352225,3516.5838825000005,47.401266750000005,0.0,4369.1975,3563.9851492500006,4369.1975,-805.2123507499996,None,NO_3,2026-04-23
2026-01-02 15:00:00+00:00,0.0,282.67040575,2302.57833775,0.0,25.0,0.0,2.32948675,779.72024675,3392.2984770000003,47.05077725,0.0,4367.935,3439.3492542500003,4367.935,-928.5857457500001,None,NO_3,2026-04-23
2026-01-02 16:00:00+00:00,0.0,282.50062725,2381.30427325,0.0,25.0,0.0,1.98931625,634.4637455,3325.2579622499998,46.4066695,0.0,4335.7975,3371.66463175,4335.7975,-964.1328682499998,None,NO_3,2026-04-23
2026-01-02 17:00:00+00:00,0.0,279.20374449999997,2500.60218025,0.0,25.0,0.0,2.85830025,579.938665,3387.60289,46.480663,0.0,4316.14,3434.083553,4316.14,-882.0564470000004,None,NO_3,2026-04-23
2026-01-02 18:00:00+00:00,0.0,279.78367625,2461.5331445,0.0,25.0,0.0,2.31178175,533.8396225,3302.4682250000005,45.85737575,0.0,4280.325,3348.3256007500004,4280.325,-931.9993992499994,None,NO_3,2026-04-23
2026-01-02 19:00:00+00:00,0.0,286.5139015,2575.474977,0.0,25.0,0.0,3.214737,401.85640725,3292.0600227499995,45.296237250000004,0.0,4233.475,3337.3562599999996,4233.475,-896.1187400000008,None,NO_3,2026-04-23
2026-01-02 20:00:00+00:00,0.0,290.3171635,2612.32322625,0.0,25.0,0.0,2.91086575,417.132467,3347.6837225,45.6807185,0.0,4165.045,3393.3644409999997,4165.045,-771.6805590000004,None,NO_3,2026-04-23
2026-01-02 21:00:00+00:00,0.0,289.22043225000004,2591.8597394999997,0.0,25.0,0.0,3.3678885,439.07316000000003,3348.5212202499997,45.625922,0.0,4105.155,3394.14714225,4105.155,-711.0078577499999,None,NO_3,2026-04-23
2026-01-02 22:00:00+00:00,0.0,286.20229125000003,2566.93322875,0.0,25.0,0.0,2.9794285,426.10646725000004,3307.2214157500002,46.21460425,0.0,3999.3125,3353.43602,3999.3125,-645.8764799999999,None,NO_3,2026-04-23
2026-01-02 23:00:00+00:00,0.0,282.7435175,2765.90868575,0.0,25.0,0.0,0.00488425,384.8854485,3458.5425360000004,48.1314365,0.0,4003.84,3506.6739725,4003.84,-497.1660274999999,None,NO_3,2026-04-23
2026-01-03 00:00:00+00:00,0.0,282.04332075,2905.3392835,0.0,25.0,0.0,0.0,376.04758075,3588.430185,47.8454045,0.0,3957.24,3636.2755895,3957.24,-320.96441049999976,None,NO_3,2026-04-23
2026-01-03 01:00:00+00:00,0.0,282.97030474999997,2875.2011085,0.0,25.0,0.0,0.0,352.9307465,3536.1021597500003,48.2877725,0.0,3928.495,3584.38993225,3928.495,-344.10506774999976,None,NO_3,2026-04-23
2026-01-03 02:00:00+00:00,0.0,277.85631875,2866.3333965,0.0,25.0,0.0,0.0,285.83699425,3455.0267095,47.7751745,0.0,3911.635,3502.801884,3911.635,-408.83311600000025,None,NO_3,2026-04-23
2026-01-03 03:00:00+00:00,0.0,281.625602,2911.59666875,0.0,25.0,0.0,0.0,216.6626065,3434.88487725,47.30660125,0.0,3914.145,3482.1914785,3914.145,-431.9535215000001,None,NO_3,2026-04-23
2026-01-03 04:00:00+00:00,0.0,279.99174625,2873.396715,0.0,25.0,0.0,0.0,208.4451415,3386.8336027499995,47.23470525,0.0,3946.4375,3434.0683079999994,3946.4375,-512.3691920000006,None,NO_3,2026-04-23
2026-01-03 05:00:00+00:00,0.0,281.0067835,2829.64331475,0.0,25.0,0.0,0.119684,198.9323785,3334.70216075,48.1775205,0.0,3987.8075,3382.87968125,3987.8075,-604.9278187499999,None,NO_3,2026-04-23
2026-01-03 06:00:00+00:00,0.0,285.52230699999996,2879.98497175,0.0,25.0,0.0,2.41598925,163.07996674999998,3356.0032347500005,48.541467,0.0,4063.305,3404.5447017500005,4063.305,-658.7602982499993,None,NO_3,2026-04-23
2026-01-03 07:00:00+00:00,0.0,284.623001,2923.6141767500003,0.0,25.0,0.0,1.64782425,143.96852024999998,3378.8535222500004,48.575416,0.0,4152.505,3427.4289382500006,4152.505,-725.0760617499996,None,NO_3,2026-04-23
2026-01-03 08:00:00+00:00,0.0,280.19260475,2898.79344525,0.0,25.0,0.0,0.45127325,167.257471,3371.69479425,48.614612,0.0,4244.014999999999,3420.30940625,4244.014999999999,-823.7055937499995,None,NO_3,2026-04-23
2026-01-03 09:00:00+00:00,0.0,274.80651125,2894.999435,0.0,25.0,0.0,0.8352675,116.8212035,3312.4624172500003,49.07441475,0.0,4299.157499999999,3361.5368320000002,4299.157499999999,-937.6206679999991,None,NO_3,2026-04-23
2026-01-03 10:00:00+00:00,0.0,282.37503000000004,2869.4563235,0.0,25.0,0.0,0.41367424999999997,129.2057585,3306.4507862500004,48.499126000000004,0.0,4313.335,3354.9499122500006,4313.335,-958.3850877499995,None,NO_3,2026-04-23
2026-01-03 11:00:00+00:00,0.0,280.40785575,2828.179329,0.0,25.0,0.0,0.022165,101.64764925,3235.256999,48.4734395,0.0,4303.0725,3283.7304385,4303.0725,-1019.3420615,None,NO_3,2026-04-23
2026-01-03 12:00:00+00:00,0.0,281.65732175,2878.85849925,0.0,25.0,0.0,0.0,95.057905,3280.573726,48.50711425,0.0,4304.025,3329.08084025,4304.025,-974.9441597499995,None,NO_3,2026-04-23
2026-01-03 13:00:00+00:00,0.0,275.85682225,2892.4721575,0.0,25.0,0.0,0.0,95.9619745,3289.2909542499997,48.55584475,0.0,4346.7825,3337.8467989999995,4346.7825,-1008.9357010000008,None,NO_3,2026-04-23
2026-01-03 14:00:00+00:00,0.0,278.64704525,2975.08536675,0.0,25.0,0.0,0.0,87.769676,3366.502088,48.49819525,0.0,4404.5825,3415.0002832500004,4404.5825,-989.58221675,None,NO_3,2026-04-23
2026-01-03 15:00:00+00:00,0.0,278.870536,2991.98957375,0.0,25.0,0.0,0.0,184.86479275,3480.7249025,48.6061615,0.0,4432.2425,3529.331064,4432.2425,-902.9114360000003,None,NO_3,2026-04-23
2026-01-03 16:00:00+00:00,0.0,280.28216475,2963.93183025,0.0,25.0,0.0,0.0,172.27286974999998,3441.48686475,48.47714275,0.0,4451.885,3489.9640075,4451.885,-961.9209925,None,NO_3,2026-04-23
2026-01-03 17:00:00+00:00,0.0,278.90227325,3009.4925805,0.0,25.0,0.0,0.0,184.02405775,3497.4189115,48.4072435,0.0,4428.0325,3545.8261549999997,4428.0325,-882.2063450000005,None,NO_3,2026-04-23
2026-01-03 18:00:00+00:00,0.0,278.66966425,2987.62783125,0.0,25.0,0.0,0.0,299.3885995,3590.686095,48.628296500000005,0.0,4398.3099999999995,3639.3143915,4398.3099999999995,-758.9956084999994,None,NO_3,2026-04-23
2026-01-03 19:00:00+00:00,0.0,276.5021755,2941.58906725,0.0,25.0,0.0,0.0,405.603604,3648.6948467499997,48.5108405,0.0,4357.365,3697.2056872499998,4357.365,-660.15931275,None,NO_3,2026-04-23
2026-01-03 20:00:00+00:00,0.0,274.5415675,2920.7986175,0.0,25.0,0.0,0.0,501.49208975,3721.83227475,48.517574249999996,0.0,4290.3425,3770.349849,4290.3425,-519.9926509999996,None,NO_3,2026-04-23
2026-01-03 21:00:00+00:00,0.0,273.19289125,2785.43527075,0.0,25.0,0.0,0.0,679.96994325,3763.59810525,48.411027250000004,0.0,4266.825,3812.0091325000003,4266.825,-454.8158674999995,None,NO_3,2026-04-23
2026-01-03 22:00:00+00:00,0.0,272.78885825000003,2596.01050325,0.0,25.0,0.0,0.0,796.0286357499999,3689.82799725,48.461740999999996,0.0,4219.165,3738.28973825,4219.165,-480.87526174999994,None,NO_3,2026-04-23
2026-01-03 23:00:00+00:00,0.0,260.774438,2656.214097,0.0,25.0,0.0,0.0,765.20384225,3707.19237725,48.4771175,0.0,4176.2025,3755.66949475,4176.2025,-420.5330052500003,None,NO_3,2026-04-23
2026-01-04 00:00:00+00:00,0.0,255.7323505,2650.66116325,0.0,25.0,0.0,0.0,717.1232975,3648.5168112499996,48.1390685,0.0,4143.7775,3696.6558797499997,4143.7775,-447.12162025000043,None,NO_3,2026-04-23
2026-01-04 01:00:00+00:00,0.0,258.49874800000003,2606.18129675,0.0,25.0,0.0,0.0,786.74035425,3676.420399,47.87696275,0.0,4117.835,3724.29736175,4117.835,-393.5376382499999,None,NO_3,2026-04-23
2026-01-04 02:00:00+00:00,0.0,253.814811,2563.821532,0.0,25.0,0.0,0.0,834.896428,3677.532771,46.07321,0.0,4104.83,3723.605981,4104.83,-381.22401899999977,None,NO_3,2026-04-23
2026-01-04 03:00:00+00:00,0.0,262.8561155,2541.90823275,0.0,25.0,0.0,0.0,896.90618625,3726.6705345,42.96904625,0.0,4093.085,3769.63958075,4093.085,-323.4454192500002,None,NO_3,2026-04-23
2026-01-04 04:00:00+00:00,0.0,260.41623175,2528.17535375,0.0,25.0,0.0,0.0,914.4019165,3727.993502,47.2094645,0.0,4093.1625,3775.2029665,4093.1625,-317.9595334999999,None,NO_3,2026-04-23
2026-01-04 05:00:00+00:00,0.0,259.8171815,2543.90835125,0.0,25.0,0.0,0.0,940.1612165,3768.8867492500003,48.08851675,0.0,4086.445,3816.9752660000004,4086.445,-269.4697339999998,None,NO_3,2026-04-23
2026-01-04 06:00:00+00:00,0.0,267.9576175,2709.875749,0.0,25.0,0.0,0.0,859.4064087500001,3862.23977525,48.002877,0.0,4113.535,3910.24265225,4113.535,-203.29234774999986,None,NO_3,2026-04-23
2026-01-04 07:00:00+00:00,0.0,269.12913325,2845.59150375,0.0,25.0,0.0,0.00082975,685.63932875,3825.3607954999998,48.541461749999996,0.0,4145.2775,3873.90225725,4145.2775,-271.3752427500003,None,NO_3,2026-04-23
2026-01-04 08:00:00+00:00,0.0,268.913091,2894.195801,0.0,25.0,0.0,0.0,714.6496607500001,3902.7585527499996,48.49232725,0.0,4218.2925,3951.2508799999996,4218.2925,-267.04161999999997,None,NO_3,2026-04-23
2026-01-04 09:00:00+00:00,0.0,272.493942,2877.27600875,0.0,25.0,0.0,0.26655925,751.19502075,3926.23153075,48.36718,0.0,4284.0625,3974.59871075,4284.0625,-309.46378925,None,NO_3,2026-04-23
2026-01-04 10:00:00+00:00,0.0,274.60824425,2866.0639405,0.0,25.0,0.0,0.0006715,793.19529875,3958.868155,48.41218575,0.0,4305.4625,4007.28034075,4305.4625,-298.1821592499996,None,NO_3,2026-04-23
2026-01-04 11:00:00+00:00,0.0,272.76530475,2881.57039525,0.0,25.0,0.0,0.0,796.42571475,3975.76141475,48.50902,0.0,4336.7,4024.27043475,4336.7,-312.42956525,None,NO_3,2026-04-23
2026-01-04 12:00:00+00:00,0.0,276.46709825,2752.999366,0.0,25.0,0.0,0.0,811.61424875,3866.0807130000003,48.4360765,0.0,4351.2825,3914.5167895000004,4351.2825,-436.76571049999984,None,NO_3,2026-04-23
2026-01-04 13:00:00+00:00,0.0,275.15409475,2877.82120325,0.0,25.0,0.0,0.0,852.39846825,4030.3737662500002,48.511409,0.0,4368.262500000001,4078.8851752500004,4368.262500000001,-289.3773247500003,None,NO_3,2026-04-23
2026-01-04 14:00:00+00:00,0.0,276.57567225,2809.0896745,0.0,25.0,0.0,0.0,890.7701950000001,4001.43554175,48.50140425,0.0,4401.5375,4049.9369460000003,4401.5375,-351.6005540000001,None,NO_3,2026-04-23
2026-01-04 15:00:00+00:00,0.0,273.92462575,2602.9458085,0.0,25.0,0.0,0.0,908.59857275,3810.469007,48.467094,0.0,4423.23,3858.9361010000002,4423.23,-564.2938989999993,None,NO_3,2026-04-23
2026-01-04 16:00:00+00:00,0.0,263.19167825,2758.4330565,0.0,25.0,0.0,0.0,841.36881125,3887.993546,48.13623025,0.0,4390.595,3936.1297762500003,4390.595,-454.46522374999995,None,NO_3,2026-04-23
2026-01-04 17:00:00+00:00,0.0,263.97451275000003,2644.78480575,0.0,25.0,0.0,0.0,791.6709245,3725.430243,47.679225,0.0,4366.9325,3773.1094679999997,4366.9325,-593.8230320000002,None,NO_3,2026-04-23
2026-01-04 18:00:00+00:00,0.0,267.66090399999996,2921.55524625,0.0,25.0,0.0,0.0,834.83476425,4049.0509144999996,48.35501275,0.0,4339.9875,4097.40592725,4339.9875,-242.5815727500003,None,NO_3,2026-04-23
2026-01-04 19:00:00+00:00,0.0,276.592097,2965.74312325,0.0,25.0,0.0,0.0,838.34246325,4105.6776835,48.51948225,0.0,4322.6900000000005,4154.19716575,4322.6900000000005,-168.49283425000067,None,NO_3,2026-04-23
2026-01-04 20:00:00+00:00,0.0,278.16336325,2965.8892035,0.0,25.0,0.0,0.0,889.9248345,4158.977401249999,48.433705,0.0,4299.0075,4207.41110625,4299.0075,-91.59639375000006,None,NO_3,2026-04-23
2026-01-04 21:00:00+00:00,0.0,279.4888245,2959.97831175,0.0,25.0,0.0,0.0,949.58483475,4214.051971000001,47.944822,0.0,4296.3324999999995,4261.996793000001,4296.3324999999995,-34.335706999998365,None,NO_3,2026-04-23
2026-01-04 22:00:00+00:00,0.0,271.93666125,2468.14494625,0.0,25.0,0.0,0.0,975.50859025,3740.59019775,47.56552175,0.0,4226.73,3788.1557194999996,4226.73,-438.5742805,None,NO_3,2026-04-23
2026-01-04 23:00:00+00:00,0.0,270.10181975,2481.17580325,0.0,25.0,0.0,2.68758,969.2637159999999,3748.2289189999997,47.64246075,0.0,4124.145,3795.8713797499995,4124.145,-328.27362025000093,None,NO_3,2026-04-23
2026-01-05 00:00:00+00:00,0.0,258.324637,2128.50121025,0.0,25.0,0.0,1.4305475,953.1898982499999,3366.446293,47.8073535,0.0,4069.1225,3414.2536465,4069.1225,-654.8688535000001,None,NO_3,2026-04-23
2026-01-05 01:00:00+00:00,0.0,257.0536625,2140.0962815000003,0.0,25.0,0.0,1.047604,915.9279275,3339.1254755,48.05674825,0.0,4040.7425,3387.18222375,4040.7425,-653.5602762499998,None,NO_3,2026-04-23
2026-01-05 02:00:00+00:00,0.0,272.1741205,2308.67259225,0.0,25.0,0.0,2.5517645,873.47146125,3481.8699385,48.08187875,0.0,4039.1125,3529.95181725,4039.1125,-509.16068275,None,NO_3,2026-04-23
2026-01-05 03:00:00+00:00,0.0,272.34778725,2424.6036222499997,0.0,25.0,0.0,2.2395825,817.24114725,3541.4321392499996,48.000288250000004,0.0,4043.59,3589.4324274999994,4043.59,-454.1575725000007,None,NO_3,2026-04-23
2026-01-05 04:00:00+00:00,0.0,274.57904175,2427.64126475,0.0,25.0,0.0,3.3372977500000003,770.44407325,3501.0016775000004,47.8458395,0.0,4112.7275,3548.847517,4112.7275,-563.8799829999998,None,NO_3,2026-04-23
2026-01-05 05:00:00+00:00,0.0,274.33941775,2477.49274075,0.0,25.0,0.0,3.2344654999999998,647.6734592500001,3427.74008325,48.07027275,0.0,4288.885,3475.8103560000004,4288.885,-813.0746439999998,None,NO_3,2026-04-23
2026-01-05 06:00:00+00:00,0.0,278.4399345,2782.632257,0.0,25.0,0.0,3.239039,577.95821025,3667.2694407500003,48.240133,0.0,4501.555,3715.50957375,4501.555,-786.0454262500002,None,NO_3,2026-04-23
2026-01-05 07:00:00+00:00,0.0,280.663905,2911.55565825,0.0,25.0,0.0,0.9112385,526.2429095,3744.3737112499994,47.96426075,0.0,4541.35,3792.3379719999994,4541.35,-749.012028000001,None,NO_3,2026-04-23
2026-01-05 08:00:00+00:00,0.0,280.426337,2991.28916725,0.0,25.0,0.0,0.0,465.39746975,3762.1129739999997,48.09368575,0.0,4573.8375,3810.2066597499997,4573.8375,-763.6308402499999,None,NO_3,2026-04-23
2026-01-05 09:00:00+00:00,0.0,281.3151925,2965.37036125,0.0,25.0,0.0,0.01809525,357.15429925,3628.85794825,48.07161575,0.0,4579.49,3676.929564,4579.49,-902.5604359999998,None,NO_3,2026-04-23
2026-01-05 10:00:00+00:00,0.0,281.4745545,2955.0363285000003,0.0,24.020833,0.0,0.02737025,387.1933275,3647.7524137500004,48.00121,0.0,4584.59,3695.7536237500003,4584.59,-888.8363762499998,None,NO_3,2026-04-23
2026-01-05 11:00:00+00:00,0.0,286.7537635,2970.09598775,0.0,25.0,0.0,0.0,535.96806975,3817.8178209999996,48.081982499999995,0.0,4593.995,3865.8998034999995,4593.995,-728.0951965000004,None,NO_3,2026-04-23
2026-01-05 12:00:00+00:00,0.0,286.0567695,2940.6235659999998,0.0,25.0,0.0,0.0,524.7369365,3776.4172719999997,47.91013475,0.0,4586.595,3824.3274067499997,4586.595,-762.2675932500006,None,NO_3,2026-04-23
2026-01-05 13:00:00+00:00,0.0,284.1160095,2952.82950175,0.0,25.0,0.0,0.00651975,399.07858350000004,3661.0306145,47.9314995,0.0,4584.385,3708.962114,4584.385,-875.4228860000003,None,NO_3,2026-04-23
2026-01-05 14:00:00+00:00,0.0,287.614937,2917.60800775,0.0,25.0,0.0,0.0,332.980411,3563.20335575,48.0081245,0.0,4592.515,3611.21148025,4592.515,-981.3035197500003,None,NO_3,2026-04-23
2026-01-05 15:00:00+00:00,0.0,286.61444475,2952.92478825,0.0,25.0,0.0,0.0023225,364.04848899999996,3628.5900444999997,47.98191625,0.0,4578.7275,3676.5719607499996,4578.7275,-902.1555392500004,None,NO_3,2026-04-23
2026-01-05 16:00:00+00:00,0.0,286.8999535,2970.6857675,0.0,25.0,0.0,0.36719375000000004,325.323508,3608.2764227499997,47.99441775,0.0,4530.2175,3656.2708405,4530.2175,-873.9466594999999,None,NO_3,2026-04-23
2026-01-05 17:00:00+00:00,0.0,288.050461,2971.00670825,0.0,25.0,0.0,2.08286975,362.78279775,3648.92283675,48.04454125,0.0,4486.34,3696.967378,4486.34,-789.3726220000003,None,NO_3,2026-04-23
2026-01-05 18:00:00+00:00,0.0,286.554972,2962.72692475,0.0,25.0,0.0,2.0140195,344.187599,3620.4835152499995,48.09710275,0.0,4463.72,3668.5806179999995,4463.72,-795.1393820000008,None,NO_3,2026-04-23
2026-01-05 19:00:00+00:00,0.0,285.5032175,2973.73494225,0.0,25.0,0.0,3.373785,323.39387175,3611.0058165000005,48.001126,0.0,4431.349999999999,3659.0069425000006,4431.349999999999,-772.3430574999988,None,NO_3,2026-04-23
2026-01-05 20:00:00+00:00,0.0,286.006575,2950.9439005,0.0,25.0,0.0,3.844202,303.11785325,3568.91253075,47.8581245,0.0,4442.1375,3616.77065525,4442.1375,-825.3668447499999,None,NO_3,2026-04-23
2026-01-05 21:00:00+00:00,0.0,284.52056125,2946.451962,0.0,25.0,0.0,4.1020389999999995,289.23234775000003,3549.30691,48.017369,0.0,4406.045,3597.324279,4406.045,-808.7207210000001,None,NO_3,2026-04-23
