,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-17 13:00:00+00:00,89.9,18.2,540.1,0.0,71.0,273.3,35.3,2462.4,144.2,54.8,53.4,2.0,3744.6,17.9,0.0,3491.0,3762.5,3491.0,271.5,None,SK,2026-04-23
2026-01-17 14:00:00+00:00,91.6,17.2,569.0,0.0,71.3,350.9,35.4,2464.3,148.4,54.0,18.1,2.0,3822.2000000000003,12.2,0.0,3468.0,3834.4,3468.0,366.4000000000001,None,SK,2026-04-23
2026-01-17 15:00:00+00:00,90.8,17.2,588.3,0.0,71.4,454.0,66.4,2463.2,158.0,53.9,0.8,1.9,3965.9,41.6,0.0,3660.0,4007.5,3660.0,347.5,None,SK,2026-04-23
2026-01-17 16:00:00+00:00,90.8,17.2,620.3,0.0,71.2,456.3,69.0,2460.8,162.6,54.1,0.3,2.4,4005.0000000000005,46.7,0.0,3694.0,4051.7000000000003,3694.0,357.7000000000003,None,SK,2026-04-23
2026-01-17 17:00:00+00:00,92.4,19.4,590.9,0.0,71.6,443.0,65.8,2462.2,154.5,53.9,0.2,2.4,3956.3,43.4,0.0,3682.0,3999.7000000000003,3682.0,317.7000000000003,None,SK,2026-04-23
2026-01-17 18:00:00+00:00,89.8,21.9,582.3,0.0,72.0,432.0,64.0,2461.6,152.8,54.1,0.3,2.1,3932.9,43.6,0.0,3613.0,3976.5,3613.0,363.5,None,SK,2026-04-23
2026-01-17 19:00:00+00:00,90.8,21.8,588.4,0.0,72.0,350.2,38.3,2462.6,155.1,54.0,0.2,1.8,3835.2,20.9,0.0,3540.0,3856.1,3540.0,316.0999999999999,None,SK,2026-04-23
2026-01-17 20:00:00+00:00,89.6,21.7,562.1,0.0,71.7,283.3,35.9,2462.7,141.3,54.6,0.0,1.6,3724.5,18.5,0.0,3394.0,3743.0,3394.0,349.0,None,SK,2026-04-23
2026-01-17 21:00:00+00:00,92.0,20.8,582.3,0.0,71.4,268.6,16.3,2461.2,137.8,53.8,0.0,1.8,3706.0,0.9,0.0,3222.0,3706.9,3222.0,484.9000000000001,None,SK,2026-04-23
2026-01-17 22:00:00+00:00,90.5,20.8,579.5,0.0,70.9,252.7,15.4,2463.7,138.7,52.7,0.0,2.2,3687.0999999999995,0.0,50.8,3044.0,3687.0999999999995,3094.8,592.2999999999993,None,SK,2026-04-23
2026-01-17 23:00:00+00:00,89.3,20.9,546.9,0.0,70.9,204.7,0.1,2465.0,138.2,53.1,0.1,1.9,3591.0999999999995,0.0,103.6,2905.0,3591.0999999999995,3008.6,582.4999999999995,None,SK,2026-04-23
2026-01-18 00:00:00+00:00,90.2,20.9,511.3,0.0,71.0,201.8,0.1,2463.9,139.1,52.7,0.1,2.0,3553.1,0.0,103.6,2801.0,3553.1,2904.6,648.5,None,SK,2026-04-23
2026-01-18 01:00:00+00:00,90.8,21.7,528.1,0.0,70.8,209.6,0.0,2463.9,142.3,52.5,0.1,2.0,3581.8,0.0,354.2,2872.0,3581.8,3226.2,355.60000000000036,None,SK,2026-04-23
2026-01-18 02:00:00+00:00,90.3,21.6,490.2,0.0,71.1,207.5,0.0,2463.6,141.5,53.0,0.1,1.5,3540.4,0.0,358.8,2849.0,3540.4,3207.8,332.5999999999999,None,SK,2026-04-23
2026-01-18 03:00:00+00:00,90.6,22.0,496.3,0.0,71.4,209.0,0.1,2461.8,144.6,52.4,0.2,1.6,3550.0,0.0,358.8,2890.0,3550.0,3248.8,301.1999999999998,None,SK,2026-04-23
2026-01-18 04:00:00+00:00,89.7,22.1,500.1,0.0,72.1,206.7,13.3,2463.8,150.1,51.9,0.2,1.4,3571.4,0.0,206.3,2953.0,3571.4,3159.3,412.0999999999999,None,SK,2026-04-23
2026-01-18 05:00:00+00:00,89.7,22.3,522.2,0.0,72.3,202.2,19.2,2466.7,150.7,52.1,0.2,1.3,3598.8999999999996,0.0,3.9,3109.0,3598.8999999999996,3112.9,485.99999999999955,None,SK,2026-04-23
2026-01-18 06:00:00+00:00,91.1,22.2,575.6,0.0,72.6,278.4,20.2,2465.4,149.2,51.3,2.1,1.4,3729.5,2.0,0.0,3271.0,3731.5,3271.0,460.5,None,SK,2026-04-23
2026-01-18 07:00:00+00:00,90.9,22.2,571.9,0.0,72.8,301.6,20.2,2460.9,147.1,52.2,45.3,1.5,3786.6,2.0,0.0,3436.0,3788.6,3436.0,352.5999999999999,None,SK,2026-04-23
2026-01-18 08:00:00+00:00,87.7,22.1,563.5,0.0,72.7,303.7,21.2,2459.1,146.5,52.8,128.3,1.4,3859.0000000000005,2.0,0.0,3585.0,3861.0000000000005,3585.0,276.00000000000045,None,SK,2026-04-23
2026-01-18 09:00:00+00:00,88.1,20.7,507.8,0.0,72.3,215.8,19.1,2459.8,143.3,52.9,197.0,1.0,3777.8000000000006,2.0,0.0,3496.0,3779.8000000000006,3496.0,283.80000000000064,None,SK,2026-04-23
2026-01-18 10:00:00+00:00,86.9,17.7,462.7,0.0,72.1,193.0,18.4,2461.8,144.3,54.3,226.5,0.6,3738.3000000000006,0.0,162.1,3580.0,3738.3000000000006,3742.1,-3.7999999999992724,None,SK,2026-04-23
2026-01-18 11:00:00+00:00,89.3,17.2,504.0,0.0,71.8,195.5,19.2,2461.3,139.0,54.4,223.6,0.6,3775.9,0.0,208.2,3383.0,3775.9,3591.2,184.70000000000027,None,SK,2026-04-23
2026-01-18 12:00:00+00:00,90.2,18.9,501.8,0.0,71.9,194.8,19.2,2459.3,139.2,54.4,197.7,0.6,3748.0,0.0,106.7,3260.0,3748.0,3366.7,381.3000000000002,None,SK,2026-04-23
2026-01-18 13:00:00+00:00,86.5,21.9,570.6,0.0,71.8,197.5,35.1,2457.0,140.7,54.1,127.5,0.8,3763.5,0.0,32.7,3231.0,3763.5,3263.7,499.8000000000002,None,SK,2026-04-23
2026-01-18 14:00:00+00:00,91.1,16.7,583.5,0.0,71.8,285.9,35.2,2457.2,140.8,53.7,39.2,0.7,3775.7999999999993,18.0,0.0,3278.0,3793.7999999999993,3278.0,515.7999999999993,None,SK,2026-04-23
2026-01-18 15:00:00+00:00,88.8,18.0,586.9,0.0,72.1,363.4,40.5,2457.6,132.7,53.6,1.2,0.7,3815.499999999999,20.4,0.0,3564.0,3835.899999999999,3564.0,271.8999999999992,None,SK,2026-04-23
2026-01-18 16:00:00+00:00,86.7,15.2,611.3,0.0,72.5,410.4,68.0,2458.3,130.9,54.6,0.2,1.1,3909.2,47.8,0.0,3660.0,3957.0,3660.0,297.0,None,SK,2026-04-23
2026-01-18 17:00:00+00:00,89.7,18.4,648.6,0.0,72.4,399.9,52.8,2457.7,131.9,53.7,0.3,1.3,3926.7000000000003,31.6,0.0,3673.0,3958.3,3673.0,285.3000000000002,None,SK,2026-04-23
2026-01-18 18:00:00+00:00,87.1,22.2,598.8,0.0,72.5,364.9,42.6,2457.4,135.5,52.3,0.3,1.6,3835.2000000000003,22.4,0.0,3689.0,3857.6000000000004,3689.0,168.60000000000036,None,SK,2026-04-23
2026-01-18 19:00:00+00:00,86.9,22.3,604.3,0.0,72.7,359.3,21.4,2456.4,133.2,53.1,0.1,1.5,3811.2,2.2,0.0,3670.0,3813.3999999999996,3670.0,143.39999999999964,None,SK,2026-04-23
2026-01-18 20:00:00+00:00,86.7,22.1,574.0,0.0,72.5,313.5,17.2,2457.0,129.4,53.2,0.1,1.4,3727.1,0.0,0.0,3502.0,3727.1,3502.0,225.0999999999999,None,SK,2026-04-23
2026-01-18 21:00:00+00:00,85.2,21.7,591.7,0.0,72.6,267.5,15.2,2457.6,120.1,53.1,0.1,1.5,3686.2999999999997,0.7,0.0,3336.0,3686.9999999999995,3336.0,350.99999999999955,None,SK,2026-04-23
2026-01-18 22:00:00+00:00,85.8,21.7,563.7,0.0,72.8,214.5,53.1,2458.5,119.7,53.2,0.0,1.2,3644.1999999999994,149.7,0.0,3188.0,3793.899999999999,3188.0,605.8999999999992,None,SK,2026-04-23
2026-01-18 23:00:00+00:00,84.7,21.8,596.8,0.0,72.9,263.1,41.9,2459.5,119.0,52.1,0.1,1.1,3712.9999999999995,0.0,0.2,3096.0,3712.9999999999995,3096.2,616.7999999999997,None,SK,2026-04-23
2026-01-19 00:00:00+00:00,87.2,21.8,595.4,0.0,72.9,262.5,40.7,2460.7,117.9,51.6,0.1,1.5,3712.2999999999997,0.0,156.3,3018.0,3712.2999999999997,3174.3,537.9999999999995,None,SK,2026-04-23
2026-01-19 01:00:00+00:00,85.7,21.9,596.8,0.0,73.0,263.6,40.6,2461.2,117.9,51.2,0.1,1.3,3713.2999999999997,0.0,232.9,3090.0,3713.2999999999997,3322.9,390.39999999999964,None,SK,2026-04-23
2026-01-19 02:00:00+00:00,86.9,21.9,611.1,0.0,72.4,263.3,39.9,2461.3,117.6,51.6,0.1,1.4,3727.5,0.0,261.1,3086.0,3727.5,3347.1,380.4000000000001,None,SK,2026-04-23
2026-01-19 03:00:00+00:00,86.7,22.3,618.9,0.0,72.6,263.8,0.0,2459.2,126.0,50.9,0.2,1.3,3701.9,0.0,406.1,3225.0,3701.9,3631.1,70.80000000000018,None,SK,2026-04-23
2026-01-19 04:00:00+00:00,85.0,22.3,606.9,0.0,73.3,262.2,13.4,2459.4,127.9,49.5,0.2,1.4,3701.5,0.0,8.0,3470.0,3701.5,3478.0,223.5,None,SK,2026-04-23
2026-01-19 05:00:00+00:00,85.4,22.4,596.9,0.0,73.5,312.5,22.4,2460.7,131.8,48.8,0.2,1.3,3755.9000000000005,0.0,0.0,4001.0,3755.9000000000005,4001.0,-245.09999999999945,None,SK,2026-04-23
2026-01-19 06:00:00+00:00,83.3,22.6,658.2,0.0,73.4,353.3,27.4,2459.7,139.7,51.8,1.8,1.3,3872.5,135.9,0.0,4249.0,4008.4,4249.0,-240.5999999999999,None,SK,2026-04-23
2026-01-19 07:00:00+00:00,81.5,19.7,659.0,0.0,72.9,354.1,97.2,2459.6,138.1,48.2,35.1,1.3,3966.7,349.7,0.0,4284.0,4316.4,4284.0,32.399999999999636,None,SK,2026-04-23
2026-01-19 08:00:00+00:00,85.0,19.1,648.2,0.0,72.4,348.6,28.0,2459.6,127.4,47.9,109.7,1.5,3947.4,6.7,0.0,4268.0,3954.1,4268.0,-313.9000000000001,None,SK,2026-04-23
2026-01-19 09:00:00+00:00,83.7,17.2,638.6,0.0,72.5,310.2,25.4,2459.2,126.6,47.1,174.8,1.4,3956.7000000000003,0.0,0.0,4040.0,3956.7000000000003,4040.0,-83.29999999999973,None,SK,2026-04-23
2026-01-19 10:00:00+00:00,83.1,17.2,586.7,0.0,72.6,305.7,22.5,2459.2,118.0,46.9,200.0,1.4,3913.3,0.0,0.2,4065.0,3913.3,4065.2,-151.89999999999964,None,SK,2026-04-23
2026-01-19 11:00:00+00:00,85.2,17.2,628.4,0.0,72.7,307.0,22.4,2459.5,116.4,47.0,199.6,1.4,3956.8,0.0,101.6,4012.0,3956.8,4113.6,-156.80000000000018,None,SK,2026-04-23
2026-01-19 12:00:00+00:00,83.8,17.2,586.2,0.0,72.4,306.6,23.5,2459.1,115.7,45.9,175.0,1.2,3886.6,0.1,0.0,3977.0,3886.7,3977.0,-90.30000000000018,None,SK,2026-04-23
2026-01-19 13:00:00+00:00,82.0,17.2,644.9,0.0,72.4,307.7,27.4,2457.8,120.6,46.4,114.4,0.9,3891.7000000000007,46.6,0.0,3952.0,3938.3000000000006,3952.0,-13.699999999999363,None,SK,2026-04-23
2026-01-19 14:00:00+00:00,80.6,17.2,657.0,0.0,72.2,337.4,47.3,2457.5,124.4,46.5,35.8,0.8,3876.7000000000003,120.6,0.0,3988.0,3997.3,3988.0,9.300000000000182,None,SK,2026-04-23
2026-01-19 15:00:00+00:00,78.7,17.2,654.2,0.0,72.2,410.4,57.7,2456.9,133.7,47.9,1.8,0.7,3931.4,321.0,0.0,4207.0,4252.4,4207.0,45.399999999999636,None,SK,2026-04-23
2026-01-19 16:00:00+00:00,82.2,17.8,662.5,0.0,72.5,411.4,83.2,2456.7,133.9,48.0,0.7,0.9,3969.8,334.6,0.0,4282.0,4304.400000000001,4282.0,22.400000000000546,None,SK,2026-04-23
2026-01-19 17:00:00+00:00,85.6,19.3,658.0,0.0,73.1,408.5,179.5,2456.7,130.6,48.3,0.7,0.9,4061.2,465.2,0.0,4302.0,4526.4,4302.0,224.39999999999964,None,SK,2026-04-23
2026-01-19 18:00:00+00:00,85.9,17.3,664.2,0.0,73.0,411.2,165.3,2457.4,140.7,48.3,0.6,1.0,4064.9,428.5,0.0,4280.0,4493.4,4280.0,213.39999999999964,None,SK,2026-04-23
2026-01-19 19:00:00+00:00,85.3,22.4,660.8,0.0,72.8,345.4,56.9,2456.0,139.9,48.4,0.6,1.1,3889.6,79.6,0.0,4171.0,3969.2,4171.0,-201.80000000000018,None,SK,2026-04-23
2026-01-19 20:00:00+00:00,85.7,23.0,662.1,0.0,72.9,319.3,46.6,2454.5,137.7,48.5,0.5,1.4,3852.2,21.1,0.0,3943.0,3873.2999999999997,3943.0,-69.70000000000027,None,SK,2026-04-23
2026-01-19 21:00:00+00:00,84.6,22.5,584.8,0.0,72.8,264.6,23.5,2454.9,137.5,48.6,0.5,1.6,3695.8999999999996,0.9,0.0,3704.0,3696.7999999999997,3704.0,-7.200000000000273,None,SK,2026-04-23
2026-01-19 22:00:00+00:00,85.1,22.5,492.8,0.0,72.5,263.6,0.1,2456.7,120.8,47.8,0.5,1.4,3563.8,0.0,4.3,3539.0,3563.8,3543.3,20.5,None,SK,2026-04-23
2026-01-19 23:00:00+00:00,83.4,22.5,504.7,0.0,72.8,256.9,0.1,2456.8,122.8,48.0,0.5,1.1,3569.6000000000004,0.0,201.5,3427.0,3569.6000000000004,3628.5,-58.899999999999636,None,SK,2026-04-23
2026-01-20 00:00:00+00:00,85.6,22.6,500.8,0.0,72.7,263.0,0.0,2457.1,121.5,48.3,0.5,1.1,3573.2000000000003,0.0,258.5,3330.0,3573.2000000000003,3588.5,-15.299999999999727,None,SK,2026-04-23
2026-01-20 01:00:00+00:00,86.1,22.6,503.7,0.0,72.3,257.5,0.0,2459.9,123.1,47.9,0.5,1.2,3574.7999999999997,0.0,288.7,3395.0,3574.7999999999997,3683.7,-108.90000000000009,None,SK,2026-04-23
2026-01-20 02:00:00+00:00,84.5,22.6,517.2,0.0,72.0,258.5,0.0,2460.4,125.3,47.9,0.5,1.3,3590.2000000000007,0.0,288.8,3406.0,3590.2000000000007,3694.8,-104.59999999999945,None,SK,2026-04-23
2026-01-20 03:00:00+00:00,83.4,22.9,528.0,0.0,72.4,263.3,0.1,2457.9,109.1,52.6,0.6,1.4,3591.7,0.0,288.6,3497.0,3591.7,3785.6,-193.9000000000001,None,SK,2026-04-23
2026-01-20 04:00:00+00:00,84.0,23.0,581.7,0.0,72.9,300.7,13.3,2457.6,80.4,53.0,0.6,1.6,3668.7999999999997,0.0,113.5,3695.0,3668.7999999999997,3808.5,-139.70000000000027,None,SK,2026-04-23
2026-01-20 05:00:00+00:00,84.4,23.1,632.9,0.0,73.5,336.5,33.9,2458.4,88.0,52.3,0.6,1.3,3784.9000000000005,0.0,29.5,4153.0,3784.9000000000005,4182.5,-397.59999999999945,None,SK,2026-04-23
2026-01-20 06:00:00+00:00,85.9,21.3,684.6,0.0,73.6,454.5,97.2,2458.4,93.1,52.6,1.9,1.4,4024.5,215.8,0.0,4377.0,4240.3,4377.0,-136.69999999999982,None,SK,2026-04-23
2026-01-20 07:00:00+00:00,84.9,17.2,668.4,0.0,73.4,455.4,139.1,2458.3,90.6,53.1,34.8,1.3,4076.5,400.0,0.0,4410.0,4476.5,4410.0,66.5,None,SK,2026-04-23
2026-01-20 08:00:00+00:00,85.6,17.2,605.1,0.0,72.8,413.8,38.5,2459.3,90.1,52.7,113.5,1.3,3949.9,59.2,0.0,4392.0,4009.1,4392.0,-382.9000000000001,None,SK,2026-04-23
2026-01-20 09:00:00+00:00,85.6,17.2,587.4,0.0,72.7,327.4,25.3,2461.3,90.1,52.4,178.8,1.3,3899.5000000000005,0.1,0.0,4118.0,3899.6000000000004,4118.0,-218.39999999999964,None,SK,2026-04-23
2026-01-20 10:00:00+00:00,85.0,17.4,581.9,0.0,72.6,294.1,18.3,2460.4,86.0,53.2,214.4,1.3,3884.6,0.0,154.4,4110.0,3884.6,4264.4,-379.7999999999997,None,SK,2026-04-23
2026-01-20 11:00:00+00:00,86.4,17.5,567.0,0.0,72.2,287.4,18.2,2460.4,85.3,53.1,218.5,1.4,3867.4000000000005,0.0,308.5,4024.0,3867.4000000000005,4332.5,-465.09999999999945,None,SK,2026-04-23
2026-01-20 12:00:00+00:00,86.3,20.4,567.4,0.0,72.1,270.3,23.1,2458.2,90.4,53.7,189.6,1.1,3832.5999999999995,0.0,307.9,3978.0,3832.5999999999995,4285.9,-453.3000000000002,None,SK,2026-04-23
2026-01-20 13:00:00+00:00,90.3,22.2,577.2,0.0,72.5,286.7,25.3,2457.2,105.3,54.7,125.0,1.0,3817.3999999999996,0.0,173.8,4000.0,3817.3999999999996,4173.8,-356.40000000000055,None,SK,2026-04-23
2026-01-20 14:00:00+00:00,94.2,22.4,616.6,0.0,72.4,305.1,28.3,2457.4,111.7,54.5,40.8,1.0,3804.4,45.1,0.0,4039.0,3849.5,4039.0,-189.5,None,SK,2026-04-23
2026-01-20 15:00:00+00:00,95.2,22.4,644.5,0.0,72.3,396.2,118.7,2458.8,109.8,55.0,2.0,1.6,3976.5000000000005,357.2,0.0,4274.0,4333.700000000001,4274.0,59.70000000000073,None,SK,2026-04-23
2026-01-20 16:00:00+00:00,94.0,22.5,662.7,0.0,72.4,402.9,129.2,2457.5,114.8,54.7,0.7,1.4,4012.7999999999997,371.5,0.0,4333.0,4384.299999999999,4333.0,51.29999999999927,None,SK,2026-04-23
2026-01-20 17:00:00+00:00,93.2,22.6,662.4,0.0,72.3,391.5,129.2,2457.4,114.9,53.9,0.7,1.9,4000.0000000000005,371.8,0.0,4343.0,4371.8,4343.0,28.800000000000182,None,SK,2026-04-23
2026-01-20 18:00:00+00:00,93.8,22.7,670.4,0.0,72.2,397.0,96.0,2457.1,118.2,54.9,0.6,2.5,3985.3999999999996,298.6,0.0,4300.0,4284.0,4300.0,-16.0,None,SK,2026-04-23
2026-01-20 19:00:00+00:00,92.0,22.7,661.3,0.0,72.2,378.0,65.8,2457.5,116.9,55.1,0.6,2.5,3924.6,44.3,0.0,4188.0,3968.9,4188.0,-219.0999999999999,None,SK,2026-04-23
2026-01-20 20:00:00+00:00,95.5,22.8,613.4,0.0,72.2,296.0,35.4,2458.9,113.7,55.0,0.5,2.4,3765.8,12.1,0.0,3953.0,3777.9,3953.0,-175.0999999999999,None,SK,2026-04-23
2026-01-20 21:00:00+00:00,110.5,22.3,611.6,0.0,72.3,277.5,13.3,2458.3,99.6,55.0,1.8,2.4,3724.6000000000004,0.0,0.1,3719.0,3724.6000000000004,3719.1,5.500000000000455,None,SK,2026-04-23
2026-01-20 22:00:00+00:00,109.7,22.3,626.6,0.0,72.0,285.6,0.1,2458.9,73.6,55.5,0.5,2.4,3707.2,0.0,253.3,3525.0,3707.2,3778.3,-71.10000000000036,None,SK,2026-04-23
2026-01-20 23:00:00+00:00,108.4,22.6,549.9,0.0,71.9,246.1,0.1,2459.6,75.0,55.0,0.5,1.8,3590.9,0.0,308.0,3411.0,3590.9,3719.0,-128.0999999999999,None,SK,2026-04-23
2026-01-21 00:00:00+00:00,110.9,22.6,540.5,0.0,70.2,248.1,3.4,2460.9,76.6,54.9,0.5,2.1,3590.7000000000003,0.0,355.5,3356.0,3590.7000000000003,3711.5,-120.79999999999973,None,SK,2026-04-23
2026-01-21 01:00:00+00:00,111.4,22.5,533.3,0.0,70.4,246.8,0.0,2464.2,77.1,54.2,0.5,1.8,3582.1999999999994,0.0,388.9,3436.0,3582.1999999999994,3824.9,-242.70000000000073,None,SK,2026-04-23
2026-01-21 02:00:00+00:00,109.5,22.5,512.0,0.0,70.5,241.5,0.0,2463.8,79.8,54.3,0.5,1.4,3555.8000000000006,0.0,389.0,3412.0,3555.8000000000006,3801.0,-245.19999999999936,None,SK,2026-04-23
2026-01-21 03:00:00+00:00,110.0,22.7,512.9,0.0,71.2,241.3,0.0,2460.2,93.9,54.2,0.6,1.3,3568.2999999999997,0.0,359.0,3497.0,3568.2999999999997,3856.0,-287.7000000000003,None,SK,2026-04-23
2026-01-21 04:00:00+00:00,108.8,22.7,571.5,0.0,72.5,264.9,18.4,2460.1,111.2,53.8,0.6,1.0,3685.5,0.0,306.9,3692.0,3685.5,3998.9,-313.4000000000001,None,SK,2026-04-23
2026-01-21 05:00:00+00:00,105.3,22.8,657.5,0.0,73.0,293.6,26.5,2460.6,122.7,53.9,0.7,1.0,3817.6,0.0,155.3,4163.0,3817.6,4318.3,-500.7000000000003,None,SK,2026-04-23
2026-01-21 06:00:00+00:00,106.2,22.9,677.5,0.0,73.1,373.5,77.0,2461.9,124.5,53.6,2.6,1.8,3974.6000000000004,259.3,0.0,4389.0,4233.900000000001,4389.0,-155.09999999999945,None,SK,2026-04-23
2026-01-21 07:00:00+00:00,106.6,22.9,655.9,0.0,73.0,369.9,77.5,2461.2,123.4,54.0,43.2,1.3,3988.9,222.6,0.0,4420.0,4211.5,4420.0,-208.5,None,SK,2026-04-23
2026-01-21 08:00:00+00:00,109.5,20.9,618.5,0.0,74.2,326.0,36.1,2461.2,122.6,54.4,122.4,1.2,3946.9999999999995,39.0,0.0,4388.0,3985.9999999999995,4388.0,-402.00000000000045,None,SK,2026-04-23
2026-01-21 09:00:00+00:00,108.6,17.2,600.5,0.0,74.2,285.3,41.1,2461.9,121.2,54.3,184.0,1.1,3949.4,19.5,0.0,4104.0,3968.9,4104.0,-135.0999999999999,None,SK,2026-04-23
2026-01-21 10:00:00+00:00,110.5,16.8,616.2,0.0,74.1,255.3,23.4,2463.2,122.0,54.6,201.2,0.6,3937.8999999999996,0.0,51.6,4147.0,3937.8999999999996,4198.6,-260.7000000000007,None,SK,2026-04-23
2026-01-21 11:00:00+00:00,112.4,20.3,629.3,0.0,73.9,264.7,31.4,2461.5,121.3,56.2,157.0,0.7,3928.7,4.0,0.0,4064.0,3932.7,4064.0,-131.30000000000018,None,SK,2026-04-23
2026-01-21 12:00:00+00:00,110.8,19.4,645.3,0.0,74.2,264.9,67.5,2460.7,122.1,56.5,122.2,0.8,3944.3999999999996,59.4,0.0,4020.0,4003.7999999999997,4020.0,-16.200000000000273,None,SK,2026-04-23
2026-01-21 13:00:00+00:00,108.9,16.3,595.6,0.0,74.4,252.6,51.1,2459.6,112.2,55.9,68.4,0.9,3795.9,37.1,0.0,4027.0,3833.0,4027.0,-194.0,None,SK,2026-04-23
2026-01-21 14:00:00+00:00,105.4,17.3,610.4,0.0,74.0,341.5,62.9,2456.5,113.5,56.1,22.7,1.1,3861.3999999999996,122.5,0.0,4017.0,3983.8999999999996,4017.0,-33.100000000000364,None,SK,2026-04-23
2026-01-21 15:00:00+00:00,107.7,18.2,640.8,0.0,73.8,383.5,146.4,2453.5,110.6,55.8,1.5,1.3,3993.1000000000004,318.9,0.0,4232.0,4312.0,4232.0,80.0,None,SK,2026-04-23
2026-01-21 16:00:00+00:00,108.5,17.2,641.2,0.0,73.8,412.1,188.3,2452.4,112.6,56.2,0.7,1.9,4064.8999999999996,485.8,0.0,4260.0,4550.7,4260.0,290.6999999999998,None,SK,2026-04-23
2026-01-21 17:00:00+00:00,109.7,17.2,636.5,0.0,73.6,396.1,164.9,2455.3,118.0,56.1,0.7,1.8,4029.9,280.4,0.0,4261.0,4310.3,4261.0,49.30000000000018,None,SK,2026-04-23
2026-01-21 18:00:00+00:00,109.1,17.2,638.4,0.0,73.5,391.9,171.6,2455.8,117.5,55.5,0.6,1.7,4032.7999999999997,283.7,0.0,4221.0,4316.5,4221.0,95.5,None,SK,2026-04-23
2026-01-21 19:00:00+00:00,109.6,17.2,643.7,0.0,73.4,380.6,59.1,2456.6,114.5,56.2,0.6,2.2,3913.6999999999994,167.1,0.0,4092.0,4080.7999999999993,4092.0,-11.200000000000728,None,SK,2026-04-23
2026-01-21 20:00:00+00:00,108.6,17.2,642.5,0.0,73.3,300.7,25.7,2458.3,111.5,55.1,0.5,2.0,3795.4,0.0,3.8,3867.0,3795.4,3870.8,-75.40000000000009,None,SK,2026-04-23
2026-01-21 21:00:00+00:00,108.1,17.2,621.7,0.0,73.5,281.4,23.4,2460.0,110.6,54.6,0.5,1.4,3752.4,0.0,9.3,3625.0,3752.4,3634.3,118.09999999999991,None,SK,2026-04-23
2026-01-21 22:00:00+00:00,108.8,17.2,606.9,0.0,73.2,266.6,0.2,2460.6,108.2,54.5,0.5,1.5,3698.2,0.0,12.2,3464.0,3698.2,3476.2,222.0,None,SK,2026-04-23
2026-01-21 23:00:00+00:00,104.7,13.0,519.5,0.0,73.2,205.5,2.3,2461.6,107.4,54.3,0.5,2.0,3544.0000000000005,0.0,302.0,3291.0,3544.0000000000005,3593.0,-48.999999999999545,None,SK,2026-04-23
2026-01-22 00:00:00+00:00,105.6,12.9,489.6,0.0,73.0,208.5,2.3,2462.3,107.5,54.3,0.5,2.4,3518.9000000000005,0.0,356.0,3207.0,3518.9000000000005,3563.0,-44.099999999999454,None,SK,2026-04-23
2026-01-22 01:00:00+00:00,110.3,12.9,481.2,0.0,73.0,208.4,2.2,2463.9,107.5,54.6,0.5,2.1,3516.6,0.0,437.8,3277.0,3516.6,3714.8,-198.20000000000027,None,SK,2026-04-23
2026-01-22 02:00:00+00:00,106.5,12.9,484.2,0.0,73.1,208.6,2.2,2462.1,107.4,54.7,0.5,1.7,3513.8999999999996,0.0,438.9,3263.0,3513.8999999999996,3701.9,-188.00000000000045,None,SK,2026-04-23
2026-01-22 03:00:00+00:00,104.7,14.5,498.0,0.0,73.4,210.3,2.2,2459.0,108.8,54.4,0.6,1.8,3527.7000000000007,0.0,388.0,3355.0,3527.7000000000007,3743.0,-215.29999999999927,None,SK,2026-04-23
2026-01-22 04:00:00+00:00,109.5,16.5,543.7,0.0,73.8,211.8,24.6,2458.3,110.6,54.7,0.6,2.2,3606.2999999999997,0.0,301.6,3560.0,3606.2999999999997,3861.6,-255.30000000000018,None,SK,2026-04-23
2026-01-22 05:00:00+00:00,106.5,17.8,623.9,0.0,74.0,324.3,29.5,2459.4,116.9,54.9,0.5,2.2,3809.9,40.3,0.0,4034.0,3850.2000000000003,4034.0,-183.79999999999973,None,SK,2026-04-23
2026-01-22 06:00:00+00:00,104.0,21.5,630.7,0.0,74.2,407.3,45.4,2458.4,128.9,54.9,1.0,2.4,3928.7000000000003,243.3,0.0,4262.0,4172.0,4262.0,-90.0,None,SK,2026-04-23
2026-01-22 07:00:00+00:00,103.9,21.5,632.1,0.0,74.0,413.6,107.6,2460.9,136.0,54.0,10.1,2.1,4015.7999999999997,325.8,0.0,4309.0,4341.599999999999,4309.0,32.599999999999454,None,SK,2026-04-23
2026-01-22 08:00:00+00:00,106.3,21.5,626.8,0.0,74.0,373.4,131.3,2460.7,134.9,53.1,27.4,1.8,4011.2000000000003,210.7,0.0,4391.0,4221.900000000001,4391.0,-169.09999999999945,None,SK,2026-04-23
2026-01-22 09:00:00+00:00,105.7,21.5,599.2,0.0,73.7,314.8,62.8,2461.5,131.5,52.8,38.9,1.8,3864.2000000000003,38.3,0.0,4252.0,3902.5000000000005,4252.0,-349.49999999999955,None,SK,2026-04-23
