,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 12:00:00+00:00,105.7,17.8,207.4,0.0,67.3,141.3,17.6,2467.9,125.4,56.9,89.8,0.7,3297.8,0.0,406.3,2889.0,3297.8,3295.3,2.5,None,SK,2026-04-23
2026-01-01 13:00:00+00:00,106.6,17.8,219.1,0.0,67.7,196.7,49.3,2466.5,129.8,56.2,49.6,0.5,3359.7999999999997,0.0,296.9,2873.0,3359.7999999999997,3169.9,189.89999999999964,None,SK,2026-04-23
2026-01-01 14:00:00+00:00,106.9,17.8,227.6,0.0,68.9,242.2,57.1,2466.2,128.6,54.9,9.7,0.4,3380.2999999999997,14.1,0.0,2868.0,3394.3999999999996,2868.0,526.3999999999996,None,SK,2026-04-23
2026-01-01 15:00:00+00:00,107.3,18.0,225.4,0.0,69.7,390.0,102.3,2467.7,128.6,55.2,0.5,0.4,3565.0999999999995,121.8,0.0,3090.0,3686.8999999999996,3090.0,596.8999999999996,None,SK,2026-04-23
2026-01-01 16:00:00+00:00,108.4,18.9,214.9,0.0,70.2,477.8,117.2,2467.7,124.8,57.0,0.3,0.7,3657.9,197.8,0.0,3097.0,3855.7000000000003,3097.0,758.7000000000003,None,SK,2026-04-23
2026-01-01 17:00:00+00:00,106.0,19.0,212.8,0.0,71.1,468.2,112.0,2467.2,125.4,56.1,0.3,1.0,3639.1,181.5,0.0,3115.0,3820.6,3115.0,705.5999999999999,None,SK,2026-04-23
2026-01-01 18:00:00+00:00,107.5,18.9,214.5,0.0,71.4,469.1,111.5,2467.4,125.3,56.7,0.3,1.4,3644.0000000000005,87.1,0.0,3098.0,3731.1000000000004,3098.0,633.1000000000004,None,SK,2026-04-23
2026-01-01 19:00:00+00:00,106.6,18.9,212.3,0.0,71.4,388.7,64.9,2466.9,125.4,56.1,0.3,1.7,3513.2000000000003,83.5,0.0,3080.0,3596.7000000000003,3080.0,516.7000000000003,None,SK,2026-04-23
2026-01-01 20:00:00+00:00,106.3,18.9,225.1,0.0,71.3,252.6,30.5,2466.2,125.3,56.1,0.3,1.5,3354.1,48.4,0.0,2960.0,3402.5,2960.0,442.5,None,SK,2026-04-23
2026-01-01 21:00:00+00:00,106.2,17.7,216.5,0.0,69.2,205.9,2.3,2465.8,121.7,56.6,0.2,1.4,3263.5,106.5,0.0,2803.0,3370.0,2803.0,567.0,None,SK,2026-04-23
2026-01-01 22:00:00+00:00,105.0,17.3,209.0,0.0,68.1,197.1,2.0,2467.7,120.1,56.2,0.2,1.4,3244.0999999999995,0.0,96.6,2662.0,3244.0999999999995,2758.6,485.49999999999955,None,SK,2026-04-23
2026-01-01 23:00:00+00:00,106.2,17.4,217.2,0.0,67.9,197.9,0.7,2467.9,120.5,54.9,0.2,1.9,3252.7,0.0,183.6,2553.0,3252.7,2736.6,516.0999999999999,None,SK,2026-04-23
2026-01-02 00:00:00+00:00,106.7,17.3,204.4,0.0,68.0,192.5,2.6,2468.6,120.7,53.8,0.2,2.0,3236.7999999999997,0.0,332.7,2451.0,3236.7999999999997,2783.7,453.0999999999999,None,SK,2026-04-23
2026-01-02 01:00:00+00:00,106.3,17.3,207.7,0.0,67.9,185.9,0.2,2467.5,122.9,53.5,0.2,1.9,3231.3,0.0,442.2,2484.0,3231.3,2926.2,305.10000000000036,None,SK,2026-04-23
2026-01-02 02:00:00+00:00,109.9,17.3,208.3,0.0,67.7,186.6,0.0,2467.8,128.4,54.1,0.2,1.7,3242.0,0.0,359.9,2439.0,3242.0,2798.9,443.0999999999999,None,SK,2026-04-23
2026-01-02 03:00:00+00:00,109.7,17.8,223.9,0.0,68.1,194.9,0.0,2465.9,132.0,53.9,0.3,1.9,3268.4000000000005,0.0,307.8,2501.0,3268.4000000000005,2808.8,459.60000000000036,None,SK,2026-04-23
2026-01-02 04:00:00+00:00,107.3,18.8,216.4,0.0,70.1,195.7,0.0,2466.9,127.9,53.6,0.3,2.1,3259.1,0.0,155.8,2610.0,3259.1,2765.8,493.2999999999997,None,SK,2026-04-23
2026-01-02 05:00:00+00:00,111.8,18.9,213.5,0.0,69.6,193.2,0.1,2467.3,125.7,53.9,0.3,1.8,3256.1000000000004,0.0,50.9,2781.0,3256.1000000000004,2831.9,424.2000000000003,None,SK,2026-04-23
2026-01-02 06:00:00+00:00,111.8,18.8,208.9,0.0,68.2,290.9,22.5,2466.3,126.5,53.8,0.4,1.6,3369.7000000000003,2.1,0.0,2944.0,3371.8,2944.0,427.8000000000002,None,SK,2026-04-23
2026-01-02 07:00:00+00:00,110.0,18.8,208.1,0.0,68.9,292.8,26.4,2463.9,128.1,54.5,1.9,1.7,3375.1,2.1,0.0,3090.0,3377.2,3090.0,287.1999999999998,None,SK,2026-04-23
2026-01-02 08:00:00+00:00,113.0,18.9,220.5,0.0,70.4,205.3,26.5,2464.1,128.2,54.9,9.6,1.5,3312.8999999999996,2.1,0.0,3275.0,3314.9999999999995,3275.0,39.999999999999545,None,SK,2026-04-23
2026-01-02 09:00:00+00:00,117.0,19.2,222.1,0.0,70.7,140.8,40.6,2464.6,128.4,55.7,18.1,1.8,3279.0,19.7,0.0,3263.0,3298.7,3263.0,35.69999999999982,None,SK,2026-04-23
2026-01-02 10:00:00+00:00,117.1,17.8,212.2,0.0,70.5,138.6,22.6,2465.4,127.1,56.6,28.8,1.6,3258.3,4.0,0.0,3438.0,3262.3,3438.0,-175.69999999999982,None,SK,2026-04-23
2026-01-02 11:00:00+00:00,109.1,19.3,230.2,0.0,70.4,142.4,25.4,2464.9,128.6,56.2,30.4,1.7,3278.5999999999995,6.0,0.0,3405.0,3284.5999999999995,3405.0,-120.40000000000055,None,SK,2026-04-23
2026-01-02 12:00:00+00:00,107.9,17.6,302.6,0.0,70.3,201.6,18.4,2463.0,125.1,56.2,24.5,2.0,3389.2,0.0,0.0,3391.0,3389.2,3391.0,-1.800000000000182,None,SK,2026-04-23
2026-01-02 13:00:00+00:00,109.7,17.4,521.3,0.0,70.6,198.3,23.3,2463.2,124.8,55.6,13.0,1.8,3599.0,46.6,0.0,3359.0,3645.6,3359.0,286.5999999999999,None,SK,2026-04-23
2026-01-02 14:00:00+00:00,111.5,18.1,604.7,0.0,70.8,242.6,29.6,2463.5,127.9,55.5,2.0,1.8,3728.0000000000005,141.6,0.0,3280.0,3869.6000000000004,3280.0,589.6000000000004,None,SK,2026-04-23
2026-01-02 15:00:00+00:00,107.7,20.2,625.7,0.0,70.8,478.0,107.3,2464.2,128.7,56.1,0.5,1.4,4060.5999999999995,265.3,0.0,3437.0,4325.9,3437.0,888.8999999999996,None,SK,2026-04-23
2026-01-02 16:00:00+00:00,107.9,19.3,621.5,0.0,70.6,479.2,164.0,2462.2,128.8,56.9,0.4,1.2,4111.999999999999,321.9,0.0,3419.0,4433.899999999999,3419.0,1014.8999999999987,None,SK,2026-04-23
2026-01-02 17:00:00+00:00,110.1,18.8,621.0,0.0,71.2,450.7,101.6,2461.3,129.2,56.6,0.3,1.6,4022.3999999999996,280.5,0.0,3382.0,4302.9,3382.0,920.8999999999996,None,SK,2026-04-23
2026-01-02 18:00:00+00:00,112.8,19.6,619.0,0.0,70.9,463.7,92.8,2462.0,131.6,56.0,0.3,1.3,4030.0000000000005,280.7,0.0,3326.0,4310.700000000001,3326.0,984.7000000000007,None,SK,2026-04-23
2026-01-02 19:00:00+00:00,112.4,19.1,616.8,0.0,70.3,369.2,30.0,2462.4,129.4,56.0,0.4,1.3,3867.3,144.2,0.0,3269.0,4011.5,3269.0,742.5,None,SK,2026-04-23
2026-01-02 20:00:00+00:00,114.0,19.4,635.3,0.0,70.2,251.0,31.3,2464.0,126.2,57.4,0.2,1.0,3769.9999999999995,94.7,0.0,3107.0,3864.6999999999994,3107.0,757.6999999999994,None,SK,2026-04-23
2026-01-02 21:00:00+00:00,113.2,20.0,635.2,0.0,68.9,202.3,0.3,2464.5,125.0,53.5,0.2,0.8,3683.9,0.0,0.0,2949.0,3683.9,2949.0,734.9000000000001,None,SK,2026-04-23
2026-01-02 22:00:00+00:00,113.6,18.0,288.5,0.0,68.0,196.2,0.0,2465.9,121.7,54.1,0.2,0.7,3326.899999999999,0.0,0.0,2798.0,3326.899999999999,2798.0,528.8999999999992,None,SK,2026-04-23
2026-01-02 23:00:00+00:00,112.9,17.1,216.2,0.0,69.2,202.6,0.0,2466.6,125.4,56.7,0.2,0.8,3267.7,0.0,0.0,2646.0,3267.7,2646.0,621.6999999999998,None,SK,2026-04-23
2026-01-03 00:00:00+00:00,111.9,16.8,207.9,0.0,69.0,197.8,0.0,2468.0,125.2,56.5,0.2,1.1,3254.3999999999996,0.0,0.1,2546.0,3254.3999999999996,2546.1,708.2999999999997,None,SK,2026-04-23
2026-01-03 01:00:00+00:00,111.3,16.9,208.9,0.0,69.6,199.2,0.0,2469.5,125.9,56.7,0.2,1.2,3259.3999999999996,0.0,201.1,2570.0,3259.3999999999996,2771.1,488.2999999999997,None,SK,2026-04-23
2026-01-03 02:00:00+00:00,111.5,16.9,207.6,0.0,69.7,142.9,0.0,2468.3,126.2,56.4,0.2,1.6,3201.2999999999997,0.0,308.3,2543.0,3201.2999999999997,2851.3,349.99999999999955,None,SK,2026-04-23
2026-01-03 03:00:00+00:00,113.8,16.9,210.3,0.0,70.1,143.0,0.0,2466.2,128.2,55.7,0.3,1.6,3206.0999999999995,0.0,307.7,2574.0,3206.0999999999995,2881.7,324.39999999999964,None,SK,2026-04-23
2026-01-03 04:00:00+00:00,110.9,17.3,216.7,0.0,71.4,144.9,1.6,2466.0,128.1,54.7,0.4,2.0,3214.0,0.0,302.3,2632.0,3214.0,2934.3,279.6999999999998,None,SK,2026-04-23
2026-01-03 05:00:00+00:00,110.6,17.8,215.5,0.0,71.4,192.7,1.8,2465.2,127.7,55.6,0.3,2.1,3260.7,0.0,4.4,2752.0,3260.7,2756.4,504.2999999999997,None,SK,2026-04-23
2026-01-03 06:00:00+00:00,110.0,18.0,213.4,0.0,71.5,207.5,20.3,2466.4,128.0,54.8,0.3,2.1,3292.3,2.1,0.0,2866.0,3294.4,2866.0,428.4000000000001,None,SK,2026-04-23
2026-01-03 07:00:00+00:00,108.3,18.1,213.8,0.0,71.9,296.0,20.3,2466.2,129.1,55.5,16.0,1.4,3396.6,2.1,0.0,3004.0,3398.7,3004.0,394.6999999999998,None,SK,2026-04-23
2026-01-03 08:00:00+00:00,108.2,18.0,216.3,0.0,71.7,286.8,20.5,2466.4,130.5,55.3,73.2,1.7,3448.6,2.1,0.0,3153.0,3450.7,3153.0,297.6999999999998,None,SK,2026-04-23
2026-01-03 09:00:00+00:00,109.3,18.0,213.3,0.0,71.0,195.0,20.3,2466.9,128.2,55.6,156.3,1.6,3435.5,2.1,0.0,3060.0,3437.6,3060.0,377.5999999999999,None,SK,2026-04-23
2026-01-03 10:00:00+00:00,104.8,17.8,213.6,0.0,70.8,193.3,18.2,2467.0,127.1,54.8,193.7,1.5,3462.6,0.0,0.0,3209.0,3462.6,3209.0,253.5999999999999,None,SK,2026-04-23
2026-01-03 11:00:00+00:00,105.7,18.1,215.2,0.0,70.7,195.6,18.2,2465.8,126.3,55.5,189.0,1.0,3461.1000000000004,0.0,0.0,3136.0,3461.1000000000004,3136.0,325.10000000000036,None,SK,2026-04-23
2026-01-03 12:00:00+00:00,104.3,18.1,289.9,0.0,70.2,197.4,18.2,2465.2,126.1,54.8,150.3,1.0,3495.5,0.0,0.0,3107.0,3495.5,3107.0,388.5,None,SK,2026-04-23
2026-01-03 13:00:00+00:00,100.8,18.0,538.6,0.0,69.0,196.8,24.0,2465.5,129.2,55.1,89.5,0.3,3686.7999999999997,2.1,0.0,3109.0,3688.8999999999996,3109.0,579.8999999999996,None,SK,2026-04-23
2026-01-03 14:00:00+00:00,101.6,18.1,622.5,0.0,68.4,249.5,29.2,2467.3,126.9,55.4,17.5,0.3,3756.7000000000007,96.8,0.0,3118.0,3853.500000000001,3118.0,735.5000000000009,None,SK,2026-04-23
2026-01-03 15:00:00+00:00,104.6,18.1,626.3,0.0,69.1,465.7,74.9,2466.7,128.4,55.3,0.5,0.5,4010.1,99.8,0.0,3367.0,4109.9,3367.0,742.8999999999996,None,SK,2026-04-23
2026-01-03 16:00:00+00:00,100.2,18.1,625.9,0.0,70.6,475.0,120.7,2467.2,128.7,56.8,0.4,1.4,4065.0,243.8,0.0,3378.0,4308.8,3378.0,930.8000000000002,None,SK,2026-04-23
2026-01-03 17:00:00+00:00,103.6,18.2,637.7,0.0,71.9,474.9,109.5,2466.6,130.0,57.2,0.4,1.6,4071.5999999999995,182.8,0.0,3403.0,4254.4,3403.0,851.3999999999996,None,SK,2026-04-23
2026-01-03 18:00:00+00:00,106.0,18.2,628.9,0.0,72.4,473.8,79.7,2466.5,130.0,55.5,0.4,1.6,4033.0,156.1,0.0,3373.0,4189.1,3373.0,816.1000000000004,None,SK,2026-04-23
2026-01-03 19:00:00+00:00,99.4,19.7,657.7,0.0,71.8,407.8,35.2,2466.9,139.2,56.2,0.3,1.7,3955.8999999999996,4.7,0.0,3320.0,3960.5999999999995,3320.0,640.5999999999995,None,SK,2026-04-23
2026-01-03 20:00:00+00:00,98.7,17.9,633.0,0.0,71.1,250.9,25.9,2467.5,129.6,56.5,0.2,1.0,3752.2999999999997,2.0,0.0,3158.0,3754.2999999999997,3158.0,596.2999999999997,None,SK,2026-04-23
2026-01-03 21:00:00+00:00,101.7,17.3,297.1,0.0,70.7,200.6,0.1,2467.9,125.9,57.1,0.2,0.8,3339.4,0.0,0.0,3010.0,3339.4,3010.0,329.4000000000001,None,SK,2026-04-23
2026-01-03 22:00:00+00:00,100.4,16.8,221.2,0.0,69.4,207.6,0.0,2468.3,129.7,57.5,0.2,0.9,3272.0,0.0,0.0,2849.0,3272.0,2849.0,423.0,None,SK,2026-04-23
2026-01-03 23:00:00+00:00,101.9,17.7,221.4,0.0,69.8,203.3,0.0,2468.2,129.7,56.9,0.2,0.9,3269.9999999999995,0.0,49.7,2712.0,3269.9999999999995,2761.7,508.2999999999997,None,SK,2026-04-23
2026-01-04 00:00:00+00:00,103.3,17.5,208.6,0.0,69.8,194.2,0.0,2469.9,125.9,56.1,0.2,1.1,3246.6,0.0,50.3,2596.0,3246.6,2646.3,600.2999999999997,None,SK,2026-04-23
2026-01-04 01:00:00+00:00,100.0,17.6,209.4,0.0,70.0,192.2,0.0,2470.0,126.4,55.8,0.2,1.2,3242.7999999999997,0.0,98.6,2607.0,3242.7999999999997,2705.6,537.1999999999998,None,SK,2026-04-23
2026-01-04 02:00:00+00:00,100.4,17.6,209.6,0.0,70.1,139.5,0.0,2470.2,127.0,55.0,0.2,0.9,3190.4999999999995,0.0,307.0,2586.0,3190.4999999999995,2893.0,297.49999999999955,None,SK,2026-04-23
2026-01-04 03:00:00+00:00,103.0,17.6,214.3,0.0,71.2,142.4,1.7,2469.2,129.6,55.2,0.3,1.0,3205.4999999999995,0.0,305.4,2611.0,3205.4999999999995,2916.4,289.09999999999945,None,SK,2026-04-23
2026-01-04 04:00:00+00:00,100.2,17.8,219.3,0.0,72.0,143.5,1.5,2468.9,129.8,54.1,0.3,1.3,3208.7000000000003,0.0,304.9,2648.0,3208.7000000000003,2952.9,255.80000000000018,None,SK,2026-04-23
2026-01-04 05:00:00+00:00,99.6,17.9,216.5,0.0,72.1,190.6,0.1,2468.4,128.3,55.0,0.3,1.4,3250.2000000000007,0.0,58.0,2778.0,3250.2000000000007,2836.0,414.2000000000007,None,SK,2026-04-23
2026-01-04 06:00:00+00:00,101.4,18.7,214.9,0.0,72.3,198.5,20.3,2468.8,130.0,54.3,0.4,1.0,3280.6000000000004,2.1,0.0,2880.0,3282.7000000000003,2880.0,402.7000000000003,None,SK,2026-04-23
2026-01-04 07:00:00+00:00,101.8,18.9,216.9,0.0,72.5,237.2,20.3,2469.4,129.6,54.5,9.1,1.0,3331.2,2.1,0.0,3039.0,3333.2999999999997,3039.0,294.2999999999997,None,SK,2026-04-23
2026-01-04 08:00:00+00:00,102.2,18.8,221.0,0.0,72.5,254.3,20.3,2469.0,129.6,54.9,64.3,0.9,3407.8,2.1,0.0,3215.0,3409.9,3215.0,194.9000000000001,None,SK,2026-04-23
2026-01-04 09:00:00+00:00,103.9,18.7,215.1,0.0,72.3,241.8,20.3,2468.6,128.7,54.9,172.2,0.7,3497.1999999999994,2.1,0.0,3155.0,3499.2999999999993,3155.0,344.2999999999993,None,SK,2026-04-23
2026-01-04 10:00:00+00:00,100.3,18.7,215.2,0.0,72.9,198.7,20.4,2468.6,128.6,54.0,225.6,0.5,3503.4999999999995,2.1,0.0,3266.0,3505.5999999999995,3266.0,239.59999999999945,None,SK,2026-04-23
2026-01-04 11:00:00+00:00,102.5,18.5,209.8,0.0,72.4,194.2,20.1,2468.0,127.5,54.9,226.9,0.5,3495.3,2.1,0.0,3121.0,3497.4,3121.0,376.4000000000001,None,SK,2026-04-23
2026-01-04 12:00:00+00:00,106.4,18.6,292.9,0.0,71.9,190.2,20.5,2466.7,127.1,55.0,179.3,0.5,3529.1,0.0,49.1,3046.0,3529.1,3095.1,434.0,None,SK,2026-04-23
2026-01-04 13:00:00+00:00,103.4,18.7,543.4,0.0,71.5,190.2,21.6,2467.0,128.1,55.6,96.3,0.1,3695.9,2.1,0.0,3045.0,3698.0,3045.0,653.0,None,SK,2026-04-23
2026-01-04 14:00:00+00:00,105.6,21.6,630.8,0.0,71.6,244.4,26.3,2468.9,127.9,55.5,18.7,0.2,3771.4999999999995,2.1,0.0,3087.0,3773.5999999999995,3087.0,686.5999999999995,None,SK,2026-04-23
2026-01-04 15:00:00+00:00,105.7,21.9,648.4,0.0,72.0,435.2,52.5,2468.3,130.0,54.5,0.5,0.2,3989.2,24.4,0.0,3360.0,4013.6,3360.0,653.5999999999999,None,SK,2026-04-23
2026-01-04 16:00:00+00:00,104.8,21.8,655.5,0.0,72.4,470.0,74.9,2465.8,131.2,54.2,0.5,0.5,4051.6,52.5,0.0,3376.0,4104.1,3376.0,728.1000000000004,None,SK,2026-04-23
2026-01-04 17:00:00+00:00,104.9,21.8,661.1,0.0,72.7,471.0,80.5,2465.0,131.1,54.9,0.4,0.6,4064.0,150.7,0.0,3426.0,4214.7,3426.0,788.6999999999998,None,SK,2026-04-23
2026-01-04 18:00:00+00:00,108.4,21.8,636.1,0.0,72.8,472.0,76.1,2464.9,131.0,54.0,0.4,0.4,4037.9,52.2,0.0,3427.0,4090.1,3427.0,663.0999999999999,None,SK,2026-04-23
2026-01-04 19:00:00+00:00,105.2,22.1,656.5,0.0,72.8,421.3,25.7,2465.4,134.0,55.5,0.3,0.2,3959.0,2.4,0.0,3384.0,3961.4,3384.0,577.4000000000001,None,SK,2026-04-23
2026-01-04 20:00:00+00:00,106.8,19.7,648.0,0.0,72.8,253.4,23.3,2467.0,133.5,55.7,0.2,0.2,3780.5999999999995,2.1,0.0,3259.0,3782.6999999999994,3259.0,523.6999999999994,None,SK,2026-04-23
2026-01-04 21:00:00+00:00,109.1,17.7,328.2,0.0,72.7,192.6,44.6,2466.6,130.0,55.3,0.2,0.0,3417.0,21.4,0.0,3110.0,3438.4,3110.0,328.4000000000001,None,SK,2026-04-23
2026-01-04 22:00:00+00:00,105.9,17.6,228.2,0.0,76.0,188.4,11.1,2467.3,124.6,55.6,0.2,0.0,3274.8999999999996,11.0,0.0,2975.0,3285.8999999999996,2975.0,310.89999999999964,None,SK,2026-04-23
2026-01-04 23:00:00+00:00,108.2,17.9,221.3,0.0,72.7,201.2,0.0,2468.3,119.9,55.7,0.2,0.0,3265.4,0.0,0.0,2874.0,3265.4,2874.0,391.4000000000001,None,SK,2026-04-23
2026-01-05 00:00:00+00:00,107.3,18.7,233.5,0.0,77.0,189.1,0.8,2467.3,122.2,55.4,0.2,0.0,3271.5,0.8,0.0,2761.0,3272.3,2761.0,511.3000000000002,None,SK,2026-04-23
2026-01-05 01:00:00+00:00,103.5,19.6,247.3,0.0,86.0,196.9,2.9,2467.5,120.2,54.8,0.2,0.1,3298.9999999999995,2.6,0.0,2833.0,3301.5999999999995,2833.0,468.59999999999945,None,SK,2026-04-23
2026-01-05 02:00:00+00:00,102.0,17.8,217.5,0.0,72.9,178.6,0.6,2468.9,116.3,55.0,0.2,0.2,3230.0,0.0,198.3,2800.0,3230.0,2998.3,231.69999999999982,None,SK,2026-04-23
2026-01-05 03:00:00+00:00,105.0,18.4,217.7,0.0,73.0,178.0,0.0,2465.6,117.8,54.1,0.3,0.6,3230.5,0.0,203.3,2886.0,3230.5,3089.3,141.19999999999982,None,SK,2026-04-23
2026-01-05 04:00:00+00:00,100.8,21.3,246.0,0.0,72.8,186.6,0.0,2462.8,116.7,54.1,0.2,0.7,3261.9999999999995,0.0,5.8,3027.0,3261.9999999999995,3032.8,229.19999999999936,None,SK,2026-04-23
2026-01-05 05:00:00+00:00,103.4,21.5,567.8,0.0,73.2,218.6,2.2,2463.4,113.7,54.9,0.1,0.8,3619.6000000000004,2.1,0.0,3260.0,3621.7000000000003,3260.0,361.7000000000003,None,SK,2026-04-23
2026-01-05 06:00:00+00:00,104.7,21.6,653.2,0.0,73.5,281.5,43.3,2464.4,118.0,54.9,0.3,0.8,3816.2000000000003,27.2,0.0,3467.0,3843.4,3467.0,376.4000000000001,None,SK,2026-04-23
2026-01-05 07:00:00+00:00,102.8,21.6,652.7,0.0,73.1,340.2,49.2,2463.1,120.0,54.7,17.5,0.5,3895.3999999999996,130.5,0.0,3592.0,4025.8999999999996,3592.0,433.89999999999964,None,SK,2026-04-23
2026-01-05 08:00:00+00:00,105.2,19.7,649.0,0.0,73.1,332.6,50.4,2462.2,126.2,53.2,67.2,0.4,3939.1999999999994,231.5,0.0,3730.0,4170.699999999999,3730.0,440.6999999999989,None,SK,2026-04-23
2026-01-05 09:00:00+00:00,103.9,21.4,644.6,0.0,73.0,267.2,50.3,2462.8,127.2,53.2,112.1,0.5,3916.2,237.0,0.0,3654.0,4153.2,3654.0,499.1999999999998,None,SK,2026-04-23
2026-01-05 10:00:00+00:00,98.3,21.4,604.6,0.0,73.0,180.5,49.3,2463.5,125.2,54.6,92.5,0.6,3763.4999999999995,232.1,0.0,3800.0,3995.5999999999995,3800.0,195.59999999999945,None,SK,2026-04-23
2026-01-05 11:00:00+00:00,101.6,21.6,644.9,0.0,73.0,189.4,24.5,2467.1,128.1,55.3,67.0,0.4,3772.9,207.6,0.0,3812.0,3980.5,3812.0,168.5,None,SK,2026-04-23
2026-01-05 12:00:00+00:00,104.3,21.9,647.0,0.0,72.9,200.5,22.2,2468.2,129.1,55.0,36.1,0.1,3757.2999999999997,205.3,0.0,3807.0,3962.6,3807.0,155.5999999999999,None,SK,2026-04-23
2026-01-05 13:00:00+00:00,101.6,22.2,602.7,0.0,72.8,218.1,20.3,2468.6,127.3,55.3,17.0,0.0,3705.9000000000005,203.3,0.0,3745.0,3909.2000000000007,3745.0,164.20000000000073,None,SK,2026-04-23
2026-01-05 14:00:00+00:00,102.6,22.9,599.4,0.0,72.7,257.4,58.3,2469.4,128.7,55.4,2.1,0.0,3768.8999999999996,470.8,0.0,3686.0,4239.7,3686.0,553.6999999999998,None,SK,2026-04-23
2026-01-05 15:00:00+00:00,101.1,23.0,664.6,0.0,72.7,382.8,153.9,2468.6,132.7,54.4,0.2,0.0,4053.9999999999995,451.6,0.0,3863.0,4505.599999999999,3863.0,642.5999999999995,None,SK,2026-04-23
2026-01-05 16:00:00+00:00,102.6,22.9,674.7,0.0,72.7,438.6,214.3,2466.8,133.5,56.3,0.2,0.0,4182.6,505.1,0.0,3776.0,4687.700000000001,3776.0,911.7000000000007,None,SK,2026-04-23
2026-01-05 17:00:00+00:00,103.8,22.3,699.4,0.0,72.4,459.8,199.3,2467.5,145.7,56.4,0.2,0.0,4226.799999999999,487.8,0.0,3715.0,4714.599999999999,3715.0,999.5999999999995,None,SK,2026-04-23
2026-01-05 18:00:00+00:00,103.7,21.8,645.7,0.0,72.5,412.0,114.1,2466.2,134.5,56.3,0.2,0.1,4027.1,343.9,0.0,3694.0,4371.0,3694.0,677.0,None,SK,2026-04-23
2026-01-05 19:00:00+00:00,104.7,22.6,631.0,0.0,72.6,293.8,54.6,2467.3,131.2,56.3,0.1,0.2,3834.4,31.8,0.0,3612.0,3866.2000000000003,3612.0,254.20000000000027,None,SK,2026-04-23
