,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other renewable,Solar,Waste,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,76.4,423.2,200.60000000000002,11.6,0.0,45.0,387.4,35.6,0.0,4.8,187.8,1372.3999999999999,0.0,6.3,2109.25,1372.3999999999999,2115.55,-743.1500000000003,None,HR,2026-04-23
2026-01-01 01:00:00+00:00,76.4,423.2,199.6,12.5,0.0,44.599999999999994,378.8,35.6,0.0,4.8,167.0,1342.5,0.0,6.4,1994.25,1342.5,2000.65,-658.1500000000001,None,HR,2026-04-23
2026-01-01 02:00:00+00:00,76.0,423.0,199.6,13.8,0.0,44.699999999999996,345.0,35.6,0.0,3.2,153.6,1294.4999999999998,0.0,6.4,1909.0,1294.4999999999998,1915.4,-620.9000000000003,None,HR,2026-04-23
2026-01-01 03:00:00+00:00,76.4,422.0,198.6,14.0,0.0,44.5,348.5,35.6,0.0,3.2,138.2,1281.0,0.0,6.5,1868.25,1281.0,1874.75,-593.75,None,HR,2026-04-23
2026-01-01 04:00:00+00:00,76.4,438.5,198.5,14.4,0.0,44.599999999999994,470.7,35.6,0.0,3.2,99.2,1381.1,0.0,6.5,1873.5,1381.1,1880.0,-498.9000000000001,None,HR,2026-04-23
2026-01-01 05:00:00+00:00,76.4,442.2,199.8,13.8,0.0,65.4,469.4,35.6,0.0,3.2,99.19999999999999,1405.0,0.0,6.6,1931.75,1405.0,1938.35,-533.3499999999999,None,HR,2026-04-23
2026-01-01 06:00:00+00:00,76.0,442.4,200.7,12.3,0.0,84.69999999999999,470.0,35.6,4.5,3.2,120.7,1450.1,0.0,6.4,1959.25,1450.1,1965.65,-515.5500000000002,None,HR,2026-04-23
2026-01-01 07:00:00+00:00,73.6,444.20000000000005,202.6,11.0,0.0,83.7,463.6,35.2,45.7,3.2,144.7,1507.5000000000005,0.0,6.6,2043.5,1507.5000000000005,2050.1,-542.5999999999995,None,HR,2026-04-23
2026-01-01 08:00:00+00:00,74.8,445.7,203.1,11.5,0.0,83.6,366.6,35.2,110.3,3.2,170.2,1504.2000000000003,0.0,6.4,2121.0,1504.2000000000003,2127.4,-623.1999999999998,None,HR,2026-04-23
2026-01-01 09:00:00+00:00,74.8,446.6,203.0,12.100000000000001,0.0,83.4,374.0,35.2,135.7,3.2,180.6,1548.6000000000001,0.0,6.4,2166.75,1548.6000000000001,2173.15,-624.55,None,HR,2026-04-23
2026-01-01 10:00:00+00:00,74.8,446.7,200.8,10.4,0.0,83.0,361.0,35.2,162.3,3.2,218.0,1595.3999999999999,0.0,6.4,2184.75,1595.3999999999999,2191.15,-595.7500000000002,None,HR,2026-04-23
2026-01-01 11:00:00+00:00,74.4,446.3,197.0,10.9,0.0,83.0,364.4,35.2,142.0,3.2,241.8,1598.2,0.0,6.4,2185.5,1598.2,2191.9,-593.7,None,HR,2026-04-23
2026-01-01 12:00:00+00:00,74.4,445.8,195.5,11.1,0.0,83.1,410.1,35.2,140.1,3.2,289.1,1687.6,0.0,6.4,2146.75,1687.6,2153.15,-465.5500000000002,None,HR,2026-04-23
2026-01-01 13:00:00+00:00,74.8,445.0,194.0,10.3,0.0,83.7,446.0,35.2,80.0,3.2,408.5,1780.7,0.0,6.4,2151.0,1780.7,2157.4,-376.70000000000005,None,HR,2026-04-23
2026-01-01 14:00:00+00:00,76.0,443.8,193.2,10.0,0.0,118.1,698.5,35.2,32.4,3.2,521.5,2131.9,221.8,0.0,2219.75,2353.7000000000003,2219.75,133.95000000000027,None,HR,2026-04-23
2026-01-01 15:00:00+00:00,76.4,443.3,197.7,12.0,0.0,139.9,739.2,35.2,2.5,3.2,532.8,2182.2,257.3,0.0,2345.75,2439.5,2345.75,93.75,None,HR,2026-04-23
2026-01-01 16:00:00+00:00,76.4,443.7,198.1,12.8,0.0,140.7,727.2,35.2,0.0,4.8,589.7,2228.6000000000004,257.1,0.0,2493.0,2485.7000000000003,2493.0,-7.299999999999727,None,HR,2026-04-23
2026-01-01 17:00:00+00:00,76.4,443.7,196.6,12.9,0.0,141.2,744.9,35.2,0.4,4.8,696.7,2352.8,257.2,0.0,2502.25,2610.0,2502.25,107.75,None,HR,2026-04-23
2026-01-01 18:00:00+00:00,76.4,443.5,196.8,12.9,0.0,136.8,744.2,34.8,0.0,4.8,716.1,2366.3,257.2,0.0,2518.25,2623.5,2518.25,105.25,None,HR,2026-04-23
2026-01-01 19:00:00+00:00,76.4,443.9,198.0,9.899999999999999,0.0,113.6,703.3,34.8,0.0,4.8,793.5,2378.2,257.1,0.0,2490.5,2635.2999999999997,2490.5,144.79999999999973,None,HR,2026-04-23
2026-01-01 20:00:00+00:00,76.4,443.0,199.8,10.4,0.0,93.5,683.7,34.8,0.0,4.8,720.0,2266.4,254.3,0.0,2465.25,2520.7000000000003,2465.25,55.45000000000027,None,HR,2026-04-23
2026-01-01 21:00:00+00:00,76.4,427.8,200.0,10.4,0.0,66.5,653.9000000000001,34.8,0.0,4.8,739.4,2214.0,125.7,0.0,2331.25,2339.7,2331.25,8.449999999999818,None,HR,2026-04-23
2026-01-01 22:00:00+00:00,76.4,423.3,200.7,10.4,0.0,66.2,559.7,35.2,0.0,3.2,834.3,2209.4000000000005,0.0,6.4,2129.0,2209.4000000000005,2135.4,74.00000000000045,None,HR,2026-04-23
2026-01-01 23:00:00+00:00,76.4,424.4,202.0,10.5,0.0,64.10000000000001,342.3,34.4,0.0,3.2,899.1,2056.4,0.0,6.300000000000001,1911.75,2056.4,1918.05,138.35000000000014,None,HR,2026-04-23
2026-01-02 00:00:00+00:00,76.4,424.6,202.4,10.8,0.0,46.1,343.4,34.0,0.0,3.2,894.5,2035.3999999999999,0.0,6.300000000000001,1765.0,2035.3999999999999,1771.3,264.0999999999999,None,HR,2026-04-23
2026-01-02 01:00:00+00:00,76.4,424.7,202.4,11.4,0.0,46.0,351.3,34.4,0.0,3.2,861.4,2011.2000000000003,0.0,6.2,1685.5,2011.2000000000003,1691.7,319.5000000000002,None,HR,2026-04-23
2026-01-02 02:00:00+00:00,75.2,424.9,201.3,12.4,0.0,45.8,353.1,34.0,0.0,3.2,904.9,2054.7999999999997,0.0,6.4,1650.75,2054.7999999999997,1657.15,397.64999999999964,None,HR,2026-04-23
2026-01-02 03:00:00+00:00,75.2,424.3,203.10000000000002,12.8,0.0,45.7,344.0,34.4,0.0,3.2,944.4,2087.1,0.0,6.300000000000001,1669.5,2087.1,1675.8,411.29999999999995,None,HR,2026-04-23
2026-01-02 04:00:00+00:00,76.0,439.70000000000005,202.0,12.700000000000001,0.0,45.400000000000006,374.7,34.0,0.0,3.2,837.8000000000001,2025.5,0.0,6.300000000000001,1771.75,2025.5,1778.05,247.45000000000005,None,HR,2026-04-23
2026-01-02 05:00:00+00:00,76.4,440.8,200.7,12.0,0.0,68.8,471.6,33.2,0.0,2.8,805.0,2111.3,0.0,6.4,2010.5,2111.3,2016.9,94.40000000000009,None,HR,2026-04-23
2026-01-02 06:00:00+00:00,75.2,440.5,200.9,10.8,0.0,72.1,494.9,33.2,1.2,4.4,756.0,2089.2000000000003,0.0,6.2,2215.25,2089.2000000000003,2221.45,-132.24999999999955,None,HR,2026-04-23
2026-01-02 07:00:00+00:00,74.4,441.4,201.2,10.7,0.0,72.7,481.6,32.8,20.200000000000003,4.8,735.0,2074.8,0.0,6.2,2379.25,2074.8,2385.45,-310.64999999999964,None,HR,2026-04-23
2026-01-02 08:00:00+00:00,75.2,440.8,202.4,12.5,0.0,73.0,490.5,33.6,53.7,5.2,662.3,2049.2,0.0,6.300000000000001,2492.5,2049.2,2498.8,-449.60000000000036,None,HR,2026-04-23
2026-01-02 09:00:00+00:00,76.4,441.7,201.7,12.7,0.0,73.2,472.70000000000005,34.4,77.5,5.2,561.0,1956.5000000000002,0.0,6.2,2494.5,1956.5000000000002,2500.7,-544.1999999999996,None,HR,2026-04-23
2026-01-02 10:00:00+00:00,76.4,441.7,200.60000000000002,11.7,0.0,73.3,416.1,33.6,114.6,5.2,675.9,2049.1,0.0,6.1,2476.75,2049.1,2482.85,-433.75,None,HR,2026-04-23
2026-01-02 11:00:00+00:00,76.4,442.0,199.8,11.5,0.0,72.7,393.3,33.2,109.1,5.2,832.6,2175.8,0.0,6.1,2516.0,2175.8,2522.1,-346.2999999999997,None,HR,2026-04-23
2026-01-02 12:00:00+00:00,76.4,441.7,198.4,11.6,0.0,82.0,422.9,34.0,78.7,3.2,883.3,2232.2,0.0,6.2,2538.0,2232.2,2544.2,-312.0,None,HR,2026-04-23
2026-01-02 13:00:00+00:00,76.0,440.8,197.2,11.6,0.0,97.1,588.7,34.8,63.3,4.8,855.5,2369.8,0.0,6.2,2510.75,2369.8,2516.95,-147.14999999999964,None,HR,2026-04-23
2026-01-02 14:00:00+00:00,76.4,440.9,197.4,11.0,0.0,125.0,746.2,34.4,32.9,4.8,850.5,2519.5,0.0,6.0,2494.75,2519.5,2500.75,18.75,None,HR,2026-04-23
2026-01-02 15:00:00+00:00,76.4,441.4,197.0,9.8,0.0,143.6,740.2,34.4,4.4,4.8,840.2,2492.2000000000003,127.5,0.0,2568.5,2619.7000000000003,2568.5,51.20000000000027,None,HR,2026-04-23
2026-01-02 16:00:00+00:00,76.4,441.3,198.0,10.2,0.0,152.4,739.1,34.4,2.0,4.8,758.9,2417.5,128.0,0.0,2661.0,2545.5,2661.0,-115.5,None,HR,2026-04-23
2026-01-02 17:00:00+00:00,76.4,441.2,199.8,10.4,0.0,151.7,773.1,34.0,0.0,4.8,604.0,2295.3999999999996,128.0,0.0,2640.75,2423.3999999999996,2640.75,-217.35000000000036,None,HR,2026-04-23
2026-01-02 18:00:00+00:00,76.0,441.9,199.39999999999998,9.9,0.0,145.29999999999998,756.2,34.0,0.0,4.8,664.3,2331.7999999999997,125.6,0.0,2624.25,2457.3999999999996,2624.25,-166.85000000000036,None,HR,2026-04-23
2026-01-02 19:00:00+00:00,76.4,442.1,200.60000000000002,9.7,0.0,135.1,742.0,34.4,0.0,5.2,792.8,2438.3,0.0,6.4,2565.75,2438.3,2572.15,-133.8499999999999,None,HR,2026-04-23
2026-01-02 20:00:00+00:00,76.4,441.9,201.8,9.8,0.0,126.69999999999999,701.2,34.4,0.0,4.8,795.0,2392.0,0.0,6.2,2499.5,2392.0,2505.7,-113.69999999999982,None,HR,2026-04-23
2026-01-02 21:00:00+00:00,76.4,422.9,202.2,10.7,0.0,85.8,685.1,34.8,0.0,3.2,790.1,2311.2,0.0,6.2,2353.75,2311.2,2359.95,-48.75,None,HR,2026-04-23
2026-01-02 22:00:00+00:00,76.4,422.6,201.2,10.2,0.0,60.9,479.7,34.4,0.0,3.2,694.8,1983.4,0.0,6.2,2136.25,1983.4,2142.45,-159.04999999999973,None,HR,2026-04-23
2026-01-02 23:00:00+00:00,76.0,424.0,200.2,10.4,0.0,59.400000000000006,438.90000000000003,34.0,0.0,3.2,612.4,1858.5,0.0,6.2,1927.75,1858.5,1933.95,-75.45000000000005,None,HR,2026-04-23
2026-01-03 00:00:00+00:00,76.0,423.7,200.6,10.5,0.0,41.7,410.7,33.6,0.0,3.2,703.7,1903.7,0.0,6.2,1806.75,1903.7,1812.95,90.75,None,HR,2026-04-23
2026-01-03 01:00:00+00:00,76.4,424.0,202.0,11.5,0.0,41.8,414.5,34.0,0.0,3.2,667.0,1874.3999999999999,0.0,6.4,1713.25,1874.3999999999999,1719.65,154.74999999999977,None,HR,2026-04-23
2026-01-03 02:00:00+00:00,76.4,423.5,202.2,14.2,0.0,41.9,423.8,34.0,0.0,3.2,597.3,1816.5,0.0,6.2,1679.75,1816.5,1685.95,130.54999999999995,None,HR,2026-04-23
2026-01-03 03:00:00+00:00,76.4,423.7,202.0,14.4,0.0,42.4,446.0,33.6,0.0,3.2,492.2,1733.9,0.0,6.300000000000001,1696.75,1733.9,1703.05,30.850000000000136,None,HR,2026-04-23
2026-01-03 04:00:00+00:00,76.4,442.2,201.4,14.4,0.0,42.3,469.5,34.0,0.0,3.2,286.1,1569.5,0.0,6.300000000000001,1776.5,1569.5,1782.8,-213.29999999999995,None,HR,2026-04-23
2026-01-03 05:00:00+00:00,76.4,441.9,200.4,14.0,0.0,60.0,444.70000000000005,33.6,0.0,2.8,248.9,1522.7,0.0,6.4,1932.75,1522.7,1939.15,-416.45000000000005,None,HR,2026-04-23
2026-01-03 06:00:00+00:00,76.0,441.6,200.3,13.2,0.0,60.5,467.2,34.0,2.0,4.8,330.7,1630.3000000000002,0.0,6.300000000000001,2076.25,1630.3000000000002,2082.55,-452.25,None,HR,2026-04-23
2026-01-03 07:00:00+00:00,75.2,442.5,201.6,12.700000000000001,0.0,71.1,512.4,34.0,29.1,4.8,270.9,1654.2999999999997,0.0,6.2,2251.75,1654.2999999999997,2257.95,-603.6500000000001,None,HR,2026-04-23
2026-01-03 08:00:00+00:00,76.4,442.9,201.2,12.600000000000001,0.0,71.0,555.7,34.0,77.3,4.8,181.1,1657.0,0.0,6.1,2387.75,1657.0,2393.85,-736.8499999999999,None,HR,2026-04-23
2026-01-03 09:00:00+00:00,76.4,443.3,200.0,12.4,0.0,71.4,574.5,34.4,108.3,4.8,168.5,1694.0,0.0,4.8,2440.25,1694.0,2445.05,-751.0500000000002,None,HR,2026-04-23
2026-01-03 10:00:00+00:00,75.2,443.2,200.0,12.5,0.0,64.5,515.8,36.0,136.2,3.2,148.8,1635.3999999999999,0.0,3.1,2449.25,1635.3999999999999,2452.35,-816.95,None,HR,2026-04-23
2026-01-03 11:00:00+00:00,74.8,443.5,199.2,12.8,0.0,65.8,531.0,36.0,143.9,2.8,111.5,1621.3,0.0,3.1,2471.5,1621.3,2474.6,-853.3,None,HR,2026-04-23
2026-01-03 12:00:00+00:00,76.0,442.8,199.4,12.700000000000001,0.0,68.2,537.6,35.6,111.8,3.2,86.0,1573.3,0.0,3.1,2436.0,1573.3,2439.1,-865.8,None,HR,2026-04-23
2026-01-03 13:00:00+00:00,76.4,443.4,199.0,12.4,0.0,88.8,607.8,35.6,70.2,3.2,70.5,1607.2999999999997,126.0,0.0,2396.75,1733.2999999999997,2396.75,-663.4500000000003,None,HR,2026-04-23
2026-01-03 14:00:00+00:00,76.4,443.5,198.6,12.4,0.0,122.0,589.5,36.0,31.2,4.8,57.1,1571.5,257.3,0.0,2383.5,1828.8,2383.5,-554.7,None,HR,2026-04-23
2026-01-03 15:00:00+00:00,76.4,442.9,199.39999999999998,12.8,0.0,143.0,714.2,35.6,5.2,4.8,85.0,1719.2999999999997,258.0,0.0,2476.0,1977.2999999999997,2476.0,-498.7000000000003,None,HR,2026-04-23
2026-01-03 16:00:00+00:00,76.4,442.5,200.0,12.8,0.0,168.6,683.2,35.2,2.0,4.8,162.5,1788.0,258.2,0.0,2564.25,2046.2,2564.25,-518.05,None,HR,2026-04-23
2026-01-03 17:00:00+00:00,76.4,442.3,199.8,12.8,0.0,165.3,687.6,34.8,0.4,4.8,193.3,1817.4999999999998,258.0,0.0,2547.0,2075.5,2547.0,-471.5,None,HR,2026-04-23
2026-01-03 18:00:00+00:00,76.4,442.29999999999995,199.2,12.8,0.0,164.70000000000002,681.9,34.8,0.0,4.8,240.8,1857.6999999999996,258.0,0.0,2531.0,2115.7,2531.0,-415.3000000000002,None,HR,2026-04-23
2026-01-03 19:00:00+00:00,76.4,442.4,199.2,10.6,0.0,125.4,683.0999999999999,35.2,0.0,4.8,327.3,1904.3999999999999,257.9,0.0,2478.0,2162.2999999999997,2478.0,-315.7000000000003,None,HR,2026-04-23
2026-01-03 20:00:00+00:00,76.4,422.6,200.1,12.4,0.0,98.5,539.2,35.2,0.0,4.8,438.5,1827.7,258.0,0.0,2425.0,2085.7,2425.0,-339.3000000000002,None,HR,2026-04-23
2026-01-03 21:00:00+00:00,76.4,422.3,201.1,12.1,0.0,72.0,436.4,35.2,0.0,4.8,544.8,1805.1000000000001,227.2,0.0,2306.0,2032.3000000000002,2306.0,-273.6999999999998,None,HR,2026-04-23
2026-01-03 22:00:00+00:00,76.4,423.5,201.0,12.2,0.0,63.9,479.1,35.2,0.0,4.8,492.0,1788.1,198.5,0.0,2110.5,1986.6,2110.5,-123.90000000000009,None,HR,2026-04-23
2026-01-03 23:00:00+00:00,76.4,423.5,199.2,12.2,0.0,57.4,433.2,35.6,0.0,4.4,308.3,1550.1999999999998,0.0,6.4,1897.0,1550.1999999999998,1903.4,-353.2000000000003,None,HR,2026-04-23
2026-01-04 00:00:00+00:00,76.4,424.1,200.2,11.3,0.0,39.9,419.3,35.2,0.0,4.0,217.7,1428.1000000000001,0.0,6.300000000000001,1758.5,1428.1000000000001,1764.8,-336.6999999999998,None,HR,2026-04-23
2026-01-04 01:00:00+00:00,76.4,424.2,199.2,11.5,0.0,39.8,407.5,35.2,0.0,4.0,291.9,1489.6999999999998,0.0,6.4,1682.5,1489.6999999999998,1688.9,-199.20000000000027,None,HR,2026-04-23
2026-01-04 02:00:00+00:00,76.4,424.4,199.6,14.0,0.0,39.4,398.5,35.2,0.0,4.0,310.0,1501.5,0.0,6.300000000000001,1647.5,1501.5,1653.8,-152.29999999999995,None,HR,2026-04-23
2026-01-04 03:00:00+00:00,76.4,423.8,199.6,14.0,0.0,39.400000000000006,402.9,35.2,0.0,4.0,277.6,1472.9,0.0,6.300000000000001,1638.5,1472.9,1644.8,-171.89999999999986,None,HR,2026-04-23
2026-01-04 04:00:00+00:00,76.4,441.2,200.2,14.0,0.0,39.300000000000004,429.8,34.8,0.4,4.0,302.1,1542.1999999999998,0.0,6.4,1686.75,1542.1999999999998,1693.15,-150.95000000000027,None,HR,2026-04-23
2026-01-04 05:00:00+00:00,76.4,441.6,200.2,13.5,0.0,56.6,417.20000000000005,34.0,1.2,4.0,394.0,1638.7,0.0,7.1,1787.25,1638.7,1794.35,-155.64999999999986,None,HR,2026-04-23
2026-01-04 06:00:00+00:00,76.4,440.4,199.8,12.3,0.0,67.6,376.0,33.6,2.8,5.6,634.7,1849.1999999999998,114.9,0.0,1907.75,1964.1,1907.75,56.34999999999991,None,HR,2026-04-23
2026-01-04 07:00:00+00:00,75.6,441.4,199.0,12.4,0.0,69.69999999999999,394.5,34.4,14.5,6.0,753.7,2001.2,116.8,0.0,2063.75,2118.0,2063.75,54.25,None,HR,2026-04-23
2026-01-04 08:00:00+00:00,76.4,442.1,200.5,13.6,0.0,74.1,457.5,34.4,36.8,6.0,776.9,2118.3,116.8,0.0,2264.75,2235.1000000000004,2264.75,-29.649999999999636,None,HR,2026-04-23
2026-01-04 09:00:00+00:00,76.4,442.1,200.3,13.6,0.0,68.3,526.3,34.0,54.3,6.0,733.0,2154.3,127.80000000000001,0.0,2431.25,2282.1000000000004,2431.25,-149.14999999999964,None,HR,2026-04-23
2026-01-04 10:00:00+00:00,76.4,442.2,200.0,13.299999999999999,0.0,71.7,524.8,34.4,64.2,5.6,755.3,2187.9,128.7,0.0,2526.75,2316.6,2526.75,-210.1500000000001,None,HR,2026-04-23
2026-01-04 11:00:00+00:00,76.4,442.0,198.3,13.2,0.0,71.3,499.2,34.4,62.3,5.6,778.6,2181.3,128.79999999999998,0.0,2493.75,2310.1000000000004,2493.75,-183.64999999999964,None,HR,2026-04-23
2026-01-04 12:00:00+00:00,76.4,442.6,199.3,13.2,0.0,71.6,497.1,34.4,57.1,5.6,786.3,2183.6,129.29999999999998,0.0,2381.75,2312.9,2381.75,-68.84999999999991,None,HR,2026-04-23
2026-01-04 13:00:00+00:00,76.0,442.1,198.6,13.2,0.0,92.6,522.3000000000001,34.4,38.5,5.6,802.9,2226.2000000000003,129.9,0.0,2289.25,2356.1000000000004,2289.25,66.85000000000036,None,HR,2026-04-23
2026-01-04 14:00:00+00:00,76.4,442.1,197.9,13.2,0.0,118.6,769.4,34.0,19.2,5.6,806.2,2482.6,224.8,0.0,2291.0,2707.4,2291.0,416.4000000000001,None,HR,2026-04-23
2026-01-04 15:00:00+00:00,76.4,441.9,197.0,13.2,0.0,130.1,814.8,34.8,4.0,5.6,741.6,2459.4,256.7,0.0,2368.75,2716.1,2368.75,347.3499999999999,None,HR,2026-04-23
2026-01-04 16:00:00+00:00,76.4,442.2,197.6,13.2,0.0,152.6,927.8,34.8,1.2,6.0,666.5,2518.3,257.3,0.0,2481.25,2775.6000000000004,2481.25,294.35000000000036,None,HR,2026-04-23
2026-01-04 17:00:00+00:00,76.4,442.7,197.8,13.2,0.0,157.39999999999998,926.4,34.4,0.4,6.0,622.5,2477.2000000000003,257.6,0.0,2493.0,2734.8,2493.0,241.80000000000018,None,HR,2026-04-23
2026-01-04 18:00:00+00:00,76.4,442.6,200.4,13.2,0.0,158.5,921.7,34.4,0.0,6.0,589.0,2442.2000000000003,257.6,0.0,2503.25,2699.8,2503.25,196.55000000000018,None,HR,2026-04-23
2026-01-04 19:00:00+00:00,76.4,442.9,200.5,10.2,0.0,163.4,848.5,34.8,0.0,6.0,556.5,2339.2,257.6,0.0,2485.5,2596.7999999999997,2485.5,111.29999999999973,None,HR,2026-04-23
2026-01-04 20:00:00+00:00,76.4,423.5,200.2,11.2,0.0,148.8,776.3,35.2,0.0,6.0,532.0,2209.6,257.3,0.0,2462.75,2466.9,2462.75,4.150000000000091,None,HR,2026-04-23
2026-01-04 21:00:00+00:00,76.4,423.6,200.4,12.3,0.0,114.6,741.8,35.2,0.0,6.0,510.1,2120.4,227.70000000000002,0.0,2328.75,2348.1,2328.75,19.34999999999991,None,HR,2026-04-23
2026-01-04 22:00:00+00:00,76.4,424.7,200.4,11.8,0.0,101.5,685.9,35.2,0.0,4.4,484.5,2024.8,0.0,7.3,2120.0,2024.8,2127.3,-102.50000000000023,None,HR,2026-04-23
2026-01-04 23:00:00+00:00,76.4,425.0,200.8,11.7,0.0,100.1,580.8,34.8,0.0,4.0,468.09999999999997,1901.7,0.0,8.5,1921.75,1901.7,1930.25,-28.549999999999955,None,HR,2026-04-23
2026-01-05 00:00:00+00:00,76.4,425.8,200.8,12.0,0.0,100.5,607.5,34.8,0.0,4.0,439.3,1901.1,0.0,9.0,1792.75,1901.1,1801.75,99.34999999999991,None,HR,2026-04-23
2026-01-05 01:00:00+00:00,76.4,426.4,196.3,12.1,0.0,80.0,593.9,34.8,0.0,4.0,427.7,1851.6,0.0,9.2,1720.25,1851.6,1729.45,122.14999999999986,None,HR,2026-04-23
2026-01-05 02:00:00+00:00,76.4,425.7,185.2,13.399999999999999,0.0,80.1,576.3,34.8,0.0,4.0,421.4,1817.2999999999997,0.0,9.2,1702.25,1817.2999999999997,1711.45,105.84999999999968,None,HR,2026-04-23
2026-01-05 03:00:00+00:00,76.4,439.0,92.8,13.6,0.0,78.5,608.6,34.8,0.0,4.0,402.3,1750.0,20.4,0.0,1730.5,1770.4,1730.5,39.90000000000009,None,HR,2026-04-23
2026-01-05 04:00:00+00:00,76.4,492.8,0.0,13.8,0.0,77.1,645.6,34.8,0.0,4.0,387.3,1731.8,76.5,0.0,1866.0,1808.3,1866.0,-57.700000000000045,None,HR,2026-04-23
2026-01-05 05:00:00+00:00,76.0,535.5,0.0,13.5,0.0,93.2,666.8,34.4,0.0,3.6,381.2,1804.2,76.7,0.0,2123.0,1880.9,2123.0,-242.0999999999999,None,HR,2026-04-23
2026-01-05 06:00:00+00:00,75.2,540.3,0.0,13.0,0.0,112.9,694.2,34.0,1.2,4.0,374.2,1849.0,122.80000000000001,0.0,2332.75,1971.8,2332.75,-360.95000000000005,None,HR,2026-04-23
2026-01-05 07:00:00+00:00,75.2,541.9,0.0,12.600000000000001,0.0,124.7,794.3,34.0,8.1,4.0,399.7,1994.5,123.69999999999999,0.0,2530.75,2118.2,2530.75,-412.5500000000002,None,HR,2026-04-23
2026-01-05 08:00:00+00:00,76.4,546.9,0.0,12.1,0.0,133.3,795.7,34.4,22.7,4.0,446.8,2072.3,124.19999999999999,0.0,2676.5,2196.5,2676.5,-480.0,None,HR,2026-04-23
2026-01-05 09:00:00+00:00,76.4,547.5,0.0,12.1,0.0,148.8,793.2,34.4,39.400000000000006,4.0,485.1,2140.9,124.5,0.0,2765.25,2265.4,2765.25,-499.8499999999999,None,HR,2026-04-23
2026-01-05 10:00:00+00:00,76.4,513.6,0.0,12.0,0.0,137.70000000000002,774.4,34.8,46.0,4.4,488.4,2087.7,4.6000000000000005,0.0,2822.75,2092.2999999999997,2822.75,-730.4500000000003,None,HR,2026-04-23
2026-01-05 11:00:00+00:00,76.4,514.2,0.0,12.0,0.0,155.0,773.7,34.8,48.5,4.4,467.1,2086.1000000000004,0.0,11.0,2830.75,2086.1000000000004,2841.75,-755.6499999999996,None,HR,2026-04-23
2026-01-05 12:00:00+00:00,76.4,514.5,0.0,12.0,0.0,158.5,774.1,34.8,43.3,4.4,426.1,2044.1,0.0,10.1,2778.75,2044.1,2788.85,-744.75,None,HR,2026-04-23
2026-01-05 13:00:00+00:00,76.4,516.5,0.0,11.8,0.0,167.8,894.3,34.8,31.8,4.4,376.8,2114.6,88.1,0.0,2715.5,2202.7,2715.5,-512.8000000000002,None,HR,2026-04-23
2026-01-05 14:00:00+00:00,76.4,515.5,0.0,11.9,0.0,191.0,984.0,34.8,14.0,5.6,370.9,2204.1,253.4,0.0,2668.0,2457.5,2668.0,-210.5,None,HR,2026-04-23
2026-01-05 15:00:00+00:00,76.4,516.2,0.0,12.0,0.0,214.1,979.9,34.8,1.4,6.0,367.7,2208.5,254.1,0.0,2716.5,2462.6,2716.5,-253.9000000000001,None,HR,2026-04-23
2026-01-05 16:00:00+00:00,76.4,513.9,0.0,12.0,0.0,215.5,974.8,34.8,0.4,5.2,411.0,2244.0,227.8,0.0,2797.75,2471.8,2797.75,-325.9499999999998,None,HR,2026-04-23
2026-01-05 17:00:00+00:00,76.4,514.0,0.0,11.9,0.0,212.6,993.5,34.4,0.0,4.4,422.59999999999997,2269.8,205.8,0.0,2773.5,2475.6000000000004,2773.5,-297.89999999999964,None,HR,2026-04-23
2026-01-05 18:00:00+00:00,76.4,514.5,0.0,11.6,0.0,207.3,997.2,34.0,0.0,4.4,429.2,2274.6,205.8,0.0,2756.75,2480.4,2756.75,-276.3499999999999,None,HR,2026-04-23
2026-01-05 19:00:00+00:00,76.4,512.4,0.0,10.4,0.0,185.6,959.7,34.4,0.0,4.4,416.7,2200.0,205.6,0.0,2688.25,2405.6,2688.25,-282.6500000000001,None,HR,2026-04-23
2026-01-05 20:00:00+00:00,76.4,496.7,0.0,11.5,0.0,174.8,933.9,34.4,0.0,4.4,378.8,2110.9000000000005,161.89999999999998,0.0,2619.25,2272.8000000000006,2619.25,-346.44999999999936,None,HR,2026-04-23
2026-01-05 21:00:00+00:00,76.4,493.6,0.0,11.5,0.0,148.4,906.0,34.4,0.0,4.0,383.1,2057.4,161.5,0.0,2473.5,2218.9,2473.5,-254.5999999999999,None,HR,2026-04-23
2026-01-05 22:00:00+00:00,76.4,494.6,0.0,11.5,0.0,140.4,909.0,34.4,0.0,4.0,375.5,2045.8000000000002,158.9,0.0,2264.5,2204.7000000000003,2264.5,-59.79999999999973,None,HR,2026-04-23
2026-01-05 23:00:00+00:00,76.4,464.3,0.0,11.7,0.0,123.89999999999999,934.6,34.8,0.0,4.0,379.0,2028.7,36.3,0.0,2066.0,2065.0,2066.0,-1.0,None,HR,2026-04-23
2026-01-06 00:00:00+00:00,76.4,455.6,0.0,11.5,0.0,124.2,903.1,34.8,0.0,4.0,415.3,2024.9,76.8,0.0,1920.25,2101.7000000000003,1920.25,181.45000000000027,None,HR,2026-04-23
