,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other renewable,Solar,Waste,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-23 02:00:00+00:00,74.4,500.2,200.9,12.600000000000001,0.0,92.2,392.5,31.6,0.0,3.6,66.0,1374.0,0.0,10.3,1884.25,1374.0,1894.55,-520.55,None,HR,2026-04-23
2026-01-23 03:00:00+00:00,74.4,507.9,199.6,12.8,0.0,92.2,402.7,31.6,0.0,3.6,51.6,1376.3999999999996,0.0,6.4,1923.5,1376.3999999999996,1929.9,-553.5000000000005,None,HR,2026-04-23
2026-01-23 04:00:00+00:00,74.4,560.5999999999999,200.4,12.9,0.0,93.3,410.8,31.6,0.0,3.6,55.4,1442.9999999999998,0.0,7.300000000000001,2099.0,1442.9999999999998,2106.3,-663.3000000000004,None,HR,2026-04-23
2026-01-23 05:00:00+00:00,74.0,559.5,200.60000000000002,12.600000000000001,0.0,117.80000000000001,702.6,31.6,0.0,3.6,59.1,1761.3999999999996,126.2,0.0,2522.5,1887.5999999999997,2522.5,-634.9000000000003,None,HR,2026-04-23
2026-01-23 06:00:00+00:00,74.0,558.2,199.4,11.7,0.0,121.4,738.3,31.6,2.2,3.6,48.3,1788.6999999999998,231.0,0.0,2814.5,2019.6999999999998,2814.5,-794.8000000000002,None,HR,2026-04-23
2026-01-23 07:00:00+00:00,73.2,559.6,200.9,11.7,0.0,136.4,706.5,31.2,26.1,3.6,71.1,1820.3,234.5,0.0,2926.0,2054.8,2926.0,-871.1999999999998,None,HR,2026-04-23
2026-01-23 08:00:00+00:00,74.0,559.7,201.5,11.9,0.0,137.6,704.6,31.6,73.0,3.2,79.4,1876.5000000000002,234.10000000000002,0.0,2932.5,2110.6000000000004,2932.5,-821.8999999999996,None,HR,2026-04-23
2026-01-23 09:00:00+00:00,74.4,560.7,201.8,11.1,0.0,139.0,684.5,31.2,117.5,3.6,99.1,1922.8999999999999,208.70000000000002,0.0,2866.25,2131.6,2866.25,-734.6500000000001,None,HR,2026-04-23
2026-01-23 10:00:00+00:00,74.4,560.7,200.1,10.9,0.0,132.7,687.8,31.2,106.2,3.6,124.0,1931.6,163.0,0.0,2860.75,2094.6,2860.75,-766.1500000000001,None,HR,2026-04-23
2026-01-23 11:00:00+00:00,74.4,610.4,199.1,10.8,0.0,118.3,680.3,31.6,109.6,3.6,131.5,1969.5999999999995,161.2,0.0,2833.25,2130.7999999999993,2833.25,-702.4500000000007,None,HR,2026-04-23
2026-01-23 12:00:00+00:00,74.4,611.5,198.0,11.1,0.0,116.5,707.8,32.0,100.3,3.6,148.7,2003.8999999999999,163.1,0.0,2782.0,2167.0,2782.0,-615.0,None,HR,2026-04-23
2026-01-23 13:00:00+00:00,74.0,612.0,197.7,12.0,0.0,116.0,732.7,32.4,70.4,3.6,184.3,2035.1000000000001,163.1,0.0,2739.25,2198.2000000000003,2739.25,-541.0499999999997,None,HR,2026-04-23
2026-01-23 14:00:00+00:00,74.0,612.1,195.6,12.5,0.0,148.8,763.6,32.4,44.5,3.2,183.1,2069.8,249.1,0.0,2741.5,2318.9,2741.5,-422.5999999999999,None,HR,2026-04-23
2026-01-23 15:00:00+00:00,74.4,612.5,193.2,12.5,0.0,166.3,777.7,32.4,9.6,3.6,210.6,2092.7999999999997,257.2,0.0,2808.5,2349.9999999999995,2808.5,-458.50000000000045,None,HR,2026-04-23
2026-01-23 16:00:00+00:00,74.4,612.4,193.2,12.600000000000001,0.0,169.0,822.1,32.4,1.2,3.6,189.9,2110.7999999999997,262.4,0.0,2956.25,2373.2,2956.25,-583.0500000000002,None,HR,2026-04-23
2026-01-23 17:00:00+00:00,74.4,611.1,196.3,12.8,0.0,172.5,824.8,31.6,0.0,3.6,195.3,2122.3999999999996,264.70000000000005,0.0,2961.0,2387.0999999999995,2961.0,-573.9000000000005,None,HR,2026-04-23
2026-01-23 18:00:00+00:00,74.4,613.3,198.0,12.8,0.0,176.1,791.5,32.0,0.0,3.6,250.9,2152.6,256.9,0.0,2945.0,2409.5,2945.0,-535.5,None,HR,2026-04-23
2026-01-23 19:00:00+00:00,74.4,610.1,200.1,11.2,0.0,176.7,780.4,32.0,0.0,3.6,255.9,2144.4,256.6,0.0,2845.25,2401.0,2845.25,-444.25,None,HR,2026-04-23
2026-01-23 20:00:00+00:00,74.4,555.5,201.7,12.5,0.0,160.0,747.4,32.0,0.0,3.6,265.9,2053.0,230.5,0.0,2750.0,2283.5,2750.0,-466.5,None,HR,2026-04-23
2026-01-23 21:00:00+00:00,74.4,548.6,200.0,12.4,0.0,134.3,621.8,31.6,0.0,3.6,340.8,1967.4999999999998,127.1,0.0,2552.25,2094.6,2552.25,-457.6500000000001,None,HR,2026-04-23
2026-01-23 22:00:00+00:00,74.4,546.4,200.4,12.4,0.0,97.0,597.5,32.0,0.0,3.6,345.6,1909.2999999999997,121.1,0.0,2328.5,2030.3999999999996,2328.5,-298.10000000000036,None,HR,2026-04-23
2026-01-23 23:00:00+00:00,75.6,499.7,201.7,12.1,0.0,84.8,441.3,36.0,0.0,5.2,388.7,1745.1000000000001,0.0,6.4,2104.75,1745.1000000000001,2111.15,-366.04999999999995,None,HR,2026-04-23
2026-01-24 00:00:00+00:00,75.2,500.09999999999997,199.0,11.1,0.0,85.1,447.5,36.0,0.0,4.0,402.6,1760.6,0.0,6.2,1955.25,1760.6,1961.45,-200.85000000000014,None,HR,2026-04-23
2026-01-24 01:00:00+00:00,75.2,499.0,198.89999999999998,11.8,0.0,84.9,451.1,36.0,0.0,3.6,433.5,1794.0,0.0,6.5,1856.75,1794.0,1863.25,-69.25,None,HR,2026-04-23
2026-01-24 02:00:00+00:00,75.2,499.4,198.8,13.299999999999999,0.0,84.8,472.7,36.0,0.0,3.6,424.1,1807.9,0.0,6.300000000000001,1823.0,1807.9,1829.3,-21.399999999999864,None,HR,2026-04-23
2026-01-24 03:00:00+00:00,75.2,504.40000000000003,200.5,13.7,0.0,84.6,463.1,36.0,0.0,3.6,448.6,1829.6999999999998,0.0,6.4,1836.25,1829.6999999999998,1842.65,-12.950000000000273,None,HR,2026-04-23
2026-01-24 04:00:00+00:00,75.2,559.0,201.39999999999998,13.9,0.0,84.9,451.1,35.6,0.0,5.6,524.4,1951.1,0.0,8.9,1929.25,1951.1,1938.15,12.949999999999818,None,HR,2026-04-23
2026-01-24 05:00:00+00:00,75.2,561.8,201.8,13.4,0.0,88.8,467.4,35.6,0.0,5.2,564.1,2013.2999999999997,0.0,7.5,2134.0,2013.2999999999997,2141.5,-128.20000000000027,None,HR,2026-04-23
2026-01-24 06:00:00+00:00,75.2,562.5,196.5,11.5,0.0,101.3,782.4,36.0,2.0,5.2,577.9000000000001,2350.5,0.0,7.4,2315.75,2350.5,2323.15,27.34999999999991,None,HR,2026-04-23
2026-01-24 07:00:00+00:00,74.0,562.9,177.0,11.8,0.0,126.9,804.9,36.4,24.6,5.2,612.1,2435.8,0.0,7.3,2468.0,2435.8,2475.3,-39.5,None,HR,2026-04-23
2026-01-24 08:00:00+00:00,74.8,563.7,177.7,11.3,0.0,124.5,766.3,35.6,58.0,5.2,645.8,2462.8999999999996,0.0,7.2,2507.0,2462.8999999999996,2514.2,-51.30000000000018,None,HR,2026-04-23
2026-01-24 09:00:00+00:00,74.8,565.0,184.4,11.6,0.0,129.1,755.3000000000001,36.0,81.9,5.2,659.5,2502.8,0.0,7.2,2520.75,2502.8,2527.95,-25.149999999999636,None,HR,2026-04-23
2026-01-24 10:00:00+00:00,74.0,566.9,184.5,11.5,0.0,134.6,623.5,36.0,93.9,5.2,650.0999999999999,2380.2,0.0,7.2,2582.25,2380.2,2589.45,-209.25,None,HR,2026-04-23
2026-01-24 11:00:00+00:00,74.0,564.3,185.2,11.9,0.0,135.7,631.2,36.0,91.0,5.2,689.7,2424.2,0.0,7.4,2619.5,2424.2,2626.9,-202.70000000000027,None,HR,2026-04-23
2026-01-24 12:00:00+00:00,74.4,564.1,197.6,11.299999999999999,0.0,135.7,625.3,36.0,75.1,5.6,735.5,2460.5999999999995,0.0,7.2,2578.5,2460.5999999999995,2585.7,-125.10000000000036,None,HR,2026-04-23
2026-01-24 13:00:00+00:00,74.4,563.8,199.8,11.3,0.0,137.1,696.1,36.8,54.5,6.0,705.9000000000001,2485.7,0.0,7.2,2549.5,2485.7,2556.7,-71.0,None,HR,2026-04-23
2026-01-24 14:00:00+00:00,74.4,562.7,199.8,10.6,0.0,157.9,782.5,36.4,34.9,5.6,698.1,2562.9,18.5,0.0,2547.5,2581.4,2547.5,33.90000000000009,None,HR,2026-04-23
2026-01-24 15:00:00+00:00,74.4,562.3,200.7,9.9,0.0,174.6,855.1,36.4,8.299999999999999,5.6,685.9,2613.2,147.2,0.0,2590.0,2760.3999999999996,2590.0,170.39999999999964,None,HR,2026-04-23
2026-01-24 16:00:00+00:00,74.4,561.7,200.4,9.8,0.0,182.4,856.8,36.4,0.8,6.0,674.0,2602.7,160.0,0.0,2696.75,2762.7,2696.75,65.94999999999982,None,HR,2026-04-23
2026-01-24 17:00:00+00:00,74.4,562.0,200.5,10.4,0.0,210.0,859.7,36.4,0.0,5.6,661.5,2620.5,160.0,0.0,2682.25,2780.5,2682.25,98.25,None,HR,2026-04-23
2026-01-24 18:00:00+00:00,74.4,562.6,200.7,10.2,0.0,213.4,811.8,36.4,0.0,6.0,614.7,2530.2000000000003,190.3,0.0,2654.5,2720.5000000000005,2654.5,66.00000000000045,None,HR,2026-04-23
2026-01-24 19:00:00+00:00,74.4,560.2,200.7,12.0,0.0,214.10000000000002,749.9,36.4,0.0,6.0,545.5,2399.2000000000003,63.199999999999996,0.0,2585.0,2462.4,2585.0,-122.59999999999991,None,HR,2026-04-23
2026-01-24 20:00:00+00:00,74.4,503.7,201.2,11.8,0.0,192.1,668.4,36.0,0.0,6.0,529.9,2223.5,0.0,7.2,2514.75,2223.5,2521.95,-298.4499999999998,None,HR,2026-04-23
2026-01-24 21:00:00+00:00,74.4,499.4,201.3,11.7,0.0,174.7,643.8,36.0,0.0,5.6,582.1,2229.0,0.0,7.2,2365.0,2229.0,2372.2,-143.19999999999982,None,HR,2026-04-23
2026-01-24 22:00:00+00:00,74.4,498.1,202.4,11.7,0.0,165.4,652.6,35.6,0.0,6.0,583.8,2230.0,0.0,9.3,2157.75,2230.0,2167.05,62.94999999999982,None,HR,2026-04-23
2026-01-24 23:00:00+00:00,76.4,497.9,202.2,11.9,0.0,154.6,434.8,36.0,0.0,4.0,667.4000000000001,2085.2,0.0,7.3,1964.0,2085.2,1971.3,113.89999999999986,None,HR,2026-04-23
2026-01-25 00:00:00+00:00,76.4,498.6,201.8,11.3,0.0,128.5,451.9,36.4,0.0,4.0,671.7,2080.6000000000004,0.0,15.2,1819.5,2080.6000000000004,1834.7,245.90000000000032,None,HR,2026-04-23
2026-01-25 01:00:00+00:00,76.4,498.5,201.3,11.4,0.0,123.1,450.2,36.0,0.0,4.0,657.0,2057.9,0.0,7.4,1730.25,2057.9,1737.65,320.25,None,HR,2026-04-23
2026-01-25 02:00:00+00:00,76.4,498.5,201.6,13.6,0.0,123.5,440.6,36.4,0.0,4.0,672.4,2067.0,0.0,15.2,1692.0,2067.0,1707.2,359.79999999999995,None,HR,2026-04-23
2026-01-25 03:00:00+00:00,76.4,505.4,202.2,13.6,0.0,122.7,439.5,36.4,0.0,3.6,750.4000000000001,2150.2000000000003,0.0,9.3,1705.5,2150.2000000000003,1714.8,435.4000000000003,None,HR,2026-04-23
2026-01-25 04:00:00+00:00,76.4,559.0,200.89999999999998,13.6,0.0,124.9,457.8,36.0,0.0,3.6,689.8,2162.0,0.0,7.2,1753.75,2162.0,1760.95,401.04999999999995,None,HR,2026-04-23
2026-01-25 05:00:00+00:00,76.4,560.4,201.5,13.399999999999999,0.0,140.6,680.8,36.4,0.0,3.6,705.7,2418.8,0.0,9.2,1867.5,2418.8,1876.7,542.1000000000001,None,HR,2026-04-23
2026-01-25 06:00:00+00:00,76.4,560.0,201.3,12.9,0.0,161.9,740.0,35.2,1.3,5.6,781.4,2576.0,0.0,4.300000000000001,1986.25,2576.0,1990.55,585.45,None,HR,2026-04-23
2026-01-25 07:00:00+00:00,75.2,560.9,201.1,12.700000000000001,0.0,161.5,730.2,35.2,11.7,3.6,926.6,2718.7000000000003,79.5,0.0,2187.0,2798.2000000000003,2187.0,611.2000000000003,None,HR,2026-04-23
2026-01-25 08:00:00+00:00,76.4,561.5,200.3,12.4,0.0,146.9,749.3,35.6,29.700000000000003,3.6,929.2,2744.8999999999996,79.6,0.0,2410.25,2824.4999999999995,2410.25,414.24999999999955,None,HR,2026-04-23
2026-01-25 09:00:00+00:00,76.4,590.5,200.2,10.5,0.0,156.2,807.5,34.8,48.699999999999996,3.6,848.2,2776.6,79.6,0.0,2583.25,2856.2,2583.25,272.9499999999998,None,HR,2026-04-23
2026-01-25 10:00:00+00:00,76.4,609.8,200.0,12.3,0.0,156.9,796.8,34.8,58.2,4.0,808.4,2757.6,79.6,0.0,2665.0,2837.2,2665.0,172.19999999999982,None,HR,2026-04-23
2026-01-25 11:00:00+00:00,76.0,586.3,200.4,12.2,0.0,156.6,791.9,34.8,63.1,4.0,831.2,2756.5,79.6,0.0,2587.75,2836.1,2587.75,248.3499999999999,None,HR,2026-04-23
2026-01-25 12:00:00+00:00,76.4,561.2,200.60000000000002,12.4,0.0,157.7,762.1,35.6,58.1,4.0,850.8,2718.8999999999996,126.8,0.0,2505.75,2845.7,2505.75,339.9499999999998,None,HR,2026-04-23
2026-01-25 13:00:00+00:00,76.4,559.9,200.4,12.4,0.0,161.8,748.1,35.2,36.7,4.0,780.5,2615.4,126.79999999999998,0.0,2406.75,2742.2000000000003,2406.75,335.4500000000003,None,HR,2026-04-23
2026-01-25 14:00:00+00:00,76.4,560.8,200.60000000000002,12.0,0.0,170.9,815.3,35.2,20.6,5.2,484.5,2381.5,126.89999999999999,0.0,2367.0,2508.4,2367.0,141.4000000000001,None,HR,2026-04-23
2026-01-25 15:00:00+00:00,76.4,617.7,200.5,12.0,0.0,188.9,927.9,35.6,5.5,5.6,179.2,2249.2999999999997,247.39999999999998,0.0,2384.25,2496.7,2384.25,112.44999999999982,None,HR,2026-04-23
2026-01-25 16:00:00+00:00,76.0,619.5,201.0,11.8,0.0,191.8,898.0,36.0,1.2,5.6,170.7,2211.6,198.9,0.0,2492.25,2410.5,2492.25,-81.75,None,HR,2026-04-23
2026-01-25 17:00:00+00:00,76.0,591.7,200.9,11.9,0.0,188.1,900.5999999999999,36.0,0.0,5.2,128.0,2138.3999999999996,197.1,0.0,2523.25,2335.4999999999995,2523.25,-187.75000000000045,None,HR,2026-04-23
2026-01-25 18:00:00+00:00,76.0,590.9,199.6,11.0,0.0,185.6,894.8,36.0,0.0,5.2,104.5,2103.6,196.9,0.0,2560.75,2300.5,2560.75,-260.25,None,HR,2026-04-23
2026-01-25 19:00:00+00:00,76.0,587.4,199.8,10.9,0.0,181.5,877.7,36.4,0.0,5.2,88.2,2063.1,160.0,0.0,2552.25,2223.1,2552.25,-329.1500000000001,None,HR,2026-04-23
2026-01-25 20:00:00+00:00,76.4,533.8,201.5,10.9,0.0,183.1,867.6,36.4,0.0,5.2,84.3,1999.2,197.5,0.0,2499.25,2196.7,2499.25,-302.5500000000002,None,HR,2026-04-23
2026-01-25 21:00:00+00:00,76.0,501.4,201.8,10.8,0.0,168.8,864.9,36.4,0.0,5.6,108.9,1974.6,197.9,0.0,2351.75,2172.5,2351.75,-179.25,None,HR,2026-04-23
2026-01-25 22:00:00+00:00,76.4,495.1,201.3,10.8,0.0,143.0,792.9,36.4,0.0,5.6,140.5,1902.0,198.0,0.0,2113.0,2100.0,2113.0,-13.0,None,HR,2026-04-23
2026-01-25 23:00:00+00:00,76.4,461.5,201.9,10.8,0.0,137.8,767.6,36.0,0.0,5.6,194.0,1891.6,235.39999999999998,0.0,1906.25,2127.0,1906.25,220.75,None,HR,2026-04-23
2026-01-26 00:00:00+00:00,76.4,457.2,199.5,11.1,0.0,138.1,785.1,36.4,0.0,5.2,266.0,1975.0000000000002,235.39999999999998,0.0,1779.5,2210.4,1779.5,430.9000000000001,None,HR,2026-04-23
2026-01-26 01:00:00+00:00,76.0,457.3,199.4,11.1,0.0,138.2,759.9,36.4,0.0,4.8,358.1,2041.2000000000003,234.99999999999997,0.0,1713.75,2276.2000000000003,1713.75,562.4500000000003,None,HR,2026-04-23
2026-01-26 02:00:00+00:00,76.0,457.0,201.0,12.700000000000001,0.0,138.4,755.2,36.0,0.0,3.6,433.0,2112.9,230.2,0.0,1718.5,2343.1,1718.5,624.5999999999999,None,HR,2026-04-23
2026-01-26 03:00:00+00:00,76.0,470.3,200.5,12.700000000000001,0.0,137.70000000000002,727.5,36.0,0.0,3.6,443.2,2107.5,198.7,0.0,1758.25,2306.2,1758.25,547.9499999999998,None,HR,2026-04-23
2026-01-26 04:00:00+00:00,76.0,517.8,201.39999999999998,12.8,0.0,164.3,759.8,36.0,0.0,3.6,337.6,2109.2999999999997,199.9,0.0,1924.75,2309.2,1924.75,384.4499999999998,None,HR,2026-04-23
2026-01-26 05:00:00+00:00,76.4,519.3,200.5,12.700000000000001,0.0,193.2,842.2,35.6,0.0,3.6,298.6,2182.1,226.6,0.0,2362.0,2408.7,2362.0,46.69999999999982,None,HR,2026-04-23
2026-01-26 06:00:00+00:00,76.4,519.7,188.89999999999998,11.6,0.0,210.1,956.0,33.2,2.9,5.6,237.3,2241.7000000000003,255.9,0.0,2683.5,2497.6000000000004,2683.5,-185.89999999999964,None,HR,2026-04-23
2026-01-26 07:00:00+00:00,75.2,519.9,184.1,11.2,0.0,211.39999999999998,902.0,34.0,32.7,6.0,165.6,2142.1000000000004,253.8,0.0,2809.25,2395.9000000000005,2809.25,-413.34999999999945,None,HR,2026-04-23
2026-01-26 08:00:00+00:00,76.4,520.9,185.8,10.8,0.0,208.5,857.0,34.0,77.2,6.0,146.3,2122.9,253.9,0.0,2825.0,2376.8,2825.0,-448.1999999999998,None,HR,2026-04-23
2026-01-26 09:00:00+00:00,76.4,522.0999999999999,186.3,11.5,0.0,191.7,855.5,34.4,105.9,4.0,50.7,2038.5000000000002,254.1,0.0,2744.25,2292.6000000000004,2744.25,-451.64999999999964,None,HR,2026-04-23
2026-01-26 10:00:00+00:00,76.4,521.4,185.5,12.1,0.0,179.9,789.9,34.8,153.6,4.0,23.6,1981.1999999999996,254.3,0.0,2720.75,2235.4999999999995,2720.75,-485.25000000000045,None,HR,2026-04-23
2026-01-26 11:00:00+00:00,76.4,521.7,181.9,12.4,0.0,177.7,722.6,34.4,165.7,4.0,26.6,1923.3999999999999,253.9,0.0,2662.0,2177.2999999999997,2662.0,-484.7000000000003,None,HR,2026-04-23
2026-01-26 12:00:00+00:00,76.0,518.2,148.5,12.4,0.0,188.1,708.9,34.4,144.6,4.0,13.7,1848.8,254.5,0.0,2574.25,2103.3,2574.25,-470.9499999999998,None,HR,2026-04-23
2026-01-26 13:00:00+00:00,76.0,518.8,140.10000000000002,12.3,0.0,192.6,785.8,34.4,118.1,4.0,13.6,1895.6999999999998,254.0,0.0,2510.0,2149.7,2510.0,-360.3000000000002,None,HR,2026-04-23
2026-01-26 14:00:00+00:00,75.6,519.6,139.8,10.1,0.0,211.7,896.4,34.4,67.7,4.8,28.0,1988.1,254.0,0.0,2519.75,2242.1,2519.75,-277.6500000000001,None,HR,2026-04-23
2026-01-26 15:00:00+00:00,76.0,520.7,171.7,9.8,0.0,232.60000000000002,937.3,34.4,14.7,5.2,64.7,2067.1,256.6,0.0,2633.25,2323.7,2633.25,-309.5500000000002,None,HR,2026-04-23
2026-01-26 16:00:00+00:00,76.0,519.9,187.3,10.4,0.0,235.8,921.2,34.0,1.2,5.2,129.4,2120.4,254.7,0.0,2838.0,2375.1,2838.0,-462.9000000000001,None,HR,2026-04-23
2026-01-26 17:00:00+00:00,76.0,520.1,186.4,10.4,0.0,237.6,923.8,34.0,0.0,5.2,200.7,2194.2,257.4,0.0,2870.75,2451.6,2870.75,-419.1500000000001,None,HR,2026-04-23
2026-01-26 18:00:00+00:00,76.4,519.7,186.6,10.2,0.0,238.5,918.5,33.6,0.0,5.2,247.2,2235.9,254.1,0.0,2885.0,2490.0,2885.0,-395.0,None,HR,2026-04-23
2026-01-26 19:00:00+00:00,76.4,517.5,188.3,11.9,0.0,240.4,872.7,33.6,0.0,5.6,246.7,2193.1,254.1,0.0,2822.0,2447.2,2822.0,-374.8000000000002,None,HR,2026-04-23
2026-01-26 20:00:00+00:00,76.4,464.9,189.8,12.600000000000001,0.0,236.2,843.1,33.6,0.0,4.0,210.3,2070.9,254.0,0.0,2708.5,2324.9,2708.5,-383.5999999999999,None,HR,2026-04-23
2026-01-26 21:00:00+00:00,76.4,455.8,190.4,12.8,0.0,218.5,818.7,33.6,0.0,3.6,213.3,2023.0999999999997,254.0,0.0,2505.25,2277.0999999999995,2505.25,-228.15000000000055,None,HR,2026-04-23
2026-01-26 22:00:00+00:00,76.0,456.1,190.2,12.600000000000001,0.0,198.2,812.7,34.0,0.0,3.6,257.3,2040.6999999999998,254.9,0.0,2262.25,2295.6,2262.25,33.34999999999991,None,HR,2026-04-23
2026-01-26 23:00:00+00:00,74.8,457.5,155.6,12.0,0.0,180.8,937.5,34.0,0.0,3.6,279.2,2135.0,254.0,0.0,2018.0,2389.0,2018.0,371.0,None,HR,2026-04-23
2026-01-27 00:00:00+00:00,74.4,457.9,141.0,11.2,0.0,182.2,941.0999999999999,34.0,0.0,3.6,255.2,2100.6,254.1,0.0,1867.25,2354.7,1867.25,487.4499999999998,None,HR,2026-04-23
2026-01-27 01:00:00+00:00,74.4,458.7,142.2,11.3,0.0,182.0,937.3,34.0,0.0,3.6,298.0,2141.5,251.9,0.0,1806.75,2393.4,1806.75,586.6500000000001,None,HR,2026-04-23
2026-01-27 02:00:00+00:00,74.4,457.8,142.3,14.0,0.0,181.6,933.7,34.0,0.0,3.6,278.2,2119.6,248.3,0.0,1816.5,2367.9,1816.5,551.4000000000001,None,HR,2026-04-23
2026-01-27 03:00:00+00:00,74.8,464.8,142.2,14.1,0.0,181.6,932.5,33.6,0.0,3.6,232.0,2079.2,250.4,0.0,1842.0,2329.6,1842.0,487.5999999999999,None,HR,2026-04-23
2026-01-27 04:00:00+00:00,76.0,518.5999999999999,142.3,14.1,0.0,184.5,944.8,33.2,0.0,3.6,203.7,2120.7999999999997,254.7,0.0,2006.5,2375.4999999999995,2006.5,368.99999999999955,None,HR,2026-04-23
2026-01-27 05:00:00+00:00,76.4,520.0,142.4,13.8,0.0,201.0,980.7,33.2,0.0,5.6,161.7,2134.7999999999997,254.3,0.0,2425.0,2389.1,2425.0,-35.90000000000009,None,HR,2026-04-23
2026-01-27 06:00:00+00:00,76.0,521.5,142.3,12.1,0.0,216.8,992.5,32.8,8.3,5.6,129.0,2136.8999999999996,254.1,0.0,2723.75,2390.9999999999995,2723.75,-332.75000000000045,None,HR,2026-04-23
2026-01-27 07:00:00+00:00,75.2,522.3,141.6,10.5,0.0,215.2,1062.9,32.4,63.0,5.6,52.5,2181.2,254.1,0.0,2823.5,2435.2999999999997,2823.5,-388.2000000000003,None,HR,2026-04-23
2026-01-27 08:00:00+00:00,76.4,531.2,140.6,10.4,0.0,214.8,1010.1,32.8,134.1,6.0,20.4,2176.8,256.4,0.0,2770.25,2433.2000000000003,2770.25,-337.0499999999997,None,HR,2026-04-23
2026-01-27 09:00:00+00:00,76.4,528.8,140.2,10.3,0.0,199.3,996.5,33.6,195.7,4.0,11.8,2196.6,254.4,0.0,2658.5,2451.0,2658.5,-207.5,None,HR,2026-04-23
2026-01-27 10:00:00+00:00,76.4,521.5,139.7,11.3,0.0,175.0,959.2,33.2,234.1,3.6,17.4,2171.4,253.9,0.0,2631.25,2425.3,2631.25,-205.94999999999982,None,HR,2026-04-23
2026-01-27 11:00:00+00:00,76.4,521.6,140.2,12.0,0.0,179.3,881.0,33.2,224.0,3.6,29.7,2100.9999999999995,254.0,0.0,2546.25,2354.9999999999995,2546.25,-191.25000000000045,None,HR,2026-04-23
2026-01-27 12:00:00+00:00,76.4,521.4,140.8,11.399999999999999,0.0,178.7,907.0,33.6,213.0,3.6,40.7,2126.5999999999995,254.0,0.0,2474.75,2380.5999999999995,2474.75,-94.15000000000055,None,HR,2026-04-23
2026-01-27 13:00:00+00:00,76.4,521.6,141.0,11.299999999999999,0.0,201.1,921.6,33.6,155.6,4.0,38.7,2104.8999999999996,254.0,0.0,2449.5,2358.8999999999996,2449.5,-90.60000000000036,None,HR,2026-04-23
2026-01-27 14:00:00+00:00,76.4,521.5,141.0,11.399999999999999,0.0,219.4,940.8,33.6,94.5,4.8,61.5,2104.8999999999996,253.9,0.0,2500.75,2358.7999999999997,2500.75,-141.95000000000027,None,HR,2026-04-23
2026-01-27 15:00:00+00:00,76.0,521.2,140.2,10.3,0.0,241.3,959.6,34.0,20.1,5.6,105.0,2113.2999999999997,256.5,0.0,2639.0,2369.7999999999997,2639.0,-269.2000000000003,None,HR,2026-04-23
2026-01-27 16:00:00+00:00,76.4,521.5,140.8,9.9,0.0,240.1,954.4,34.0,0.8,5.2,141.5,2124.6,254.2,0.0,2865.0,2378.7999999999997,2865.0,-486.2000000000003,None,HR,2026-04-23
2026-01-27 17:00:00+00:00,76.4,521.4,141.6,9.9,0.0,237.8,976.7,34.4,0.0,6.0,132.9,2137.1,253.9,0.0,2892.0,2391.0,2892.0,-501.0,None,HR,2026-04-23
2026-01-27 18:00:00+00:00,76.4,521.6,142.2,10.0,0.0,236.1,961.7,34.4,0.0,5.2,154.6,2142.2000000000003,253.9,0.0,2877.75,2396.1000000000004,2877.75,-481.64999999999964,None,HR,2026-04-23
2026-01-27 19:00:00+00:00,76.4,521.4,142.2,10.600000000000001,0.0,226.7,965.8,34.4,0.0,5.2,183.2,2165.9,254.3,0.0,2834.25,2420.2000000000003,2834.25,-414.0499999999997,None,HR,2026-04-23
2026-01-27 20:00:00+00:00,76.4,465.6,142.1,11.0,0.0,209.3,945.6,34.0,0.0,5.2,210.2,2099.4,254.4,0.0,2731.5,2353.8,2731.5,-377.6999999999998,None,HR,2026-04-23
2026-01-27 21:00:00+00:00,76.4,456.1,141.8,11.2,0.0,188.8,923.3,34.0,0.0,5.2,244.4,2081.2,254.3,0.0,2499.5,2335.5,2499.5,-164.0,None,HR,2026-04-23
2026-01-27 22:00:00+00:00,76.4,456.7,141.6,11.399999999999999,0.0,164.6,919.8,34.0,0.0,4.0,288.4,2096.9,254.60000000000002,0.0,2256.0,2351.5,2256.0,95.5,None,HR,2026-04-23
2026-01-27 23:00:00+00:00,74.8,459.5,141.6,11.5,0.0,162.0,961.9000000000001,33.6,0.0,3.6,336.7,2185.2,255.9,0.0,2006.75,2441.1,2006.75,434.3499999999999,None,HR,2026-04-23
2026-01-28 00:00:00+00:00,75.6,456.70000000000005,141.8,11.2,0.0,138.8,945.7,33.6,0.0,3.6,447.5,2254.5,256.0,0.0,1861.25,2510.5,1861.25,649.25,None,HR,2026-04-23
2026-01-28 01:00:00+00:00,76.4,455.8,141.6,12.299999999999999,0.0,137.6,926.5,33.2,0.0,3.6,510.6,2297.6,255.8,0.0,1796.0,2553.4,1796.0,757.4000000000001,None,HR,2026-04-23
2026-01-28 02:00:00+00:00,76.4,457.2,140.8,13.399999999999999,0.0,134.1,948.7,33.2,0.0,3.6,484.0,2291.4,249.9,0.0,1773.5,2541.3,1773.5,767.8000000000002,None,HR,2026-04-23
