,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-02 02:00:00+00:00,346.62375,1816.433,158.42875,3050.513,5047.9794999999995,215.99200000000002,99.00525,29.139,662.44975,68.56524999999999,0.0,5341.18325,16836.3125,0.0,567.2747499999999,13247.992,16836.3125,13815.26675,3021.0457499999993,None,PL,2026-04-23
2026-01-02 03:00:00+00:00,291.99625000000003,1824.1955,158.54425,3094.7755,5460.526,209.335,98.986,29.16,656.70225,68.07925,0.0,5487.141250000001,17379.441250000003,0.0,550.13525,13616.214,17379.441250000003,14166.34925,3213.092000000004,None,PL,2026-04-23
2026-01-02 04:00:00+00:00,292.75225,1807.05725,157.242,2801.319,5399.4845000000005,209.9765,98.67725,29.14,659.64625,68.37475,0.0,6349.4465,17873.116250000003,0.0,505.65225,14545.17625,17873.116250000003,15050.8285,2822.287750000003,None,PL,2026-04-23
2026-01-02 05:00:00+00:00,296.582,1754.404,157.40099999999998,2689.8365000000003,5411.68625,210.217,98.7915,28.854,657.3512499999999,68.15525,0.0,7330.7455,18704.02425,0.0,7.51625,16103.32525,18704.02425,16110.8415,2593.182749999998,None,PL,2026-04-23
2026-01-02 06:00:00+00:00,297.50350000000003,1717.50375,162.86025,2634.2135,5534.822249999999,213.21925,134.04925,40.839,661.783,68.893,19.19475,7424.6895,18909.571,0.0,105.0365,17077.82775,18909.571,17182.86425,1726.7067500000012,None,PL,2026-04-23
2026-01-02 07:00:00+00:00,296.77075,1718.03,161.5935,2966.0795,5602.924,214.33125,133.8355,40.826,660.005,68.74549999999999,327.90700000000004,7337.72975,19528.777749999994,0.0,69.62525,18140.413249999998,19528.777749999994,18210.0385,1318.739249999995,None,PL,2026-04-23
2026-01-02 08:00:00+00:00,294.68725,1701.46475,155.50675,2758.7844999999998,5498.2125,212.99525,106.4445,31.49,654.95525,68.34075,996.52775,7971.9465,20451.35575,0.0,99.175,19112.4735,20451.35575,19211.6485,1239.7072499999995,None,PL,2026-04-23
2026-01-02 09:00:00+00:00,300.67,1742.4245,154.27575,2945.2377500000002,5694.564249999999,212.42374999999998,98.96674999999999,28.963,665.5252499999999,69.518,1928.9009999999998,7242.627,21084.097,0.0,0.537,19783.4745,21084.097,19784.0115,1300.085500000001,None,PL,2026-04-23
2026-01-02 10:00:00+00:00,303.30575,1771.41925,155.73275,2956.10875,5651.51325,203.12449999999998,93.61449999999999,28.792,662.259,69.29175000000001,2376.03825,6624.64775,20895.8475,0.0,1.2647499999999998,19655.108,20895.8475,19656.37275,1239.4747500000012,None,PL,2026-04-23
2026-01-02 11:00:00+00:00,299.3385,1761.87625,158.072,3252.4185,5752.773999999999,211.792,98.62325,28.846,674.2455,70.477,1895.6035,7014.59875,21218.665250000002,0.0,0.5465,20121.49825,21218.665250000002,20122.04475,1096.620500000001,None,PL,2026-04-23
2026-01-02 12:00:00+00:00,356.23675000000003,1716.00525,155.88524999999998,3260.95125,5611.3305,214.60275000000001,98.8565,28.946,679.05575,70.9355,1293.1015,7562.389,21048.296,0.0,67.801,20271.553,21048.296,20339.354,708.9419999999991,None,PL,2026-04-23
2026-01-02 13:00:00+00:00,372.5725,1774.91725,155.6865,3670.3985000000002,5740.89925,221.64275,103.25225,30.364,686.76575,71.63425,651.105,7213.92325,20693.161249999997,0.0,2.7962499999999997,20224.248,20693.161249999997,20227.04425,466.11699999999837,None,PL,2026-04-23
2026-01-02 14:00:00+00:00,373.481,2096.05125,158.11025,3708.19375,5916.8592499999995,226.07274999999998,139.9475,66.77925,702.5295,72.90225,176.06725,6921.7965,20558.7905,174.46475,0.0,20216.33825,20733.25525,20216.33825,516.9169999999976,None,PL,2026-04-23
2026-01-02 15:00:00+00:00,370.46175,2177.42525,158.00675,3668.009,6082.20275,229.69625,146.6935,173.2745,704.68775,73.1245,0.0,6749.45975,20533.04175,641.3095000000001,0.0,20671.801,21174.35125,20671.801,502.55025000000023,None,PL,2026-04-23
2026-01-02 16:00:00+00:00,355.10225,2019.12825,157.03575,3780.8627500000002,5802.012000000001,230.24625,146.7925,177.93175,695.63275,72.16875,0.0,6607.48575,20044.39875,592.483,0.0,20626.771249999998,20636.88175,20626.771249999998,10.110500000002503,None,PL,2026-04-23
2026-01-02 17:00:00+00:00,339.89475,2149.19025,156.903,3807.049,5860.09875,230.26,143.5615,183.9625,695.7392500000001,72.19800000000001,0.0,6380.4745,20019.3315,559.91925,0.0,20314.13475,20579.25075,20314.13475,265.11599999999817,None,PL,2026-04-23
2026-01-02 18:00:00+00:00,341.60125,2143.4585,158.48825,3779.66025,6291.5665,229.65525,133.07975,40.582,696.20825,72.144,0.0,6407.82125,20294.26525,434.378,0.0,20227.85725,20728.64325,20227.85725,500.78600000000006,None,PL,2026-04-23
2026-01-02 19:00:00+00:00,336.57275,1929.1705,158.7905,3708.0415,6150.22975,227.58724999999998,108.77675,32.338,696.80025,72.33075,0.0,6559.1575,19979.7955,196.29225000000002,0.0,19774.036500000002,20176.08775,19774.036500000002,402.0512499999968,None,PL,2026-04-23
2026-01-02 20:00:00+00:00,342.81825,1777.2305000000001,160.26975000000002,3146.462,5934.59225,228.77949999999998,100.11500000000001,29.364,695.867,71.9025,0.0,6493.2635,18980.664249999998,0.0,11.45725,18598.299,18980.664249999998,18609.75625,370.90799999999945,None,PL,2026-04-23
2026-01-02 21:00:00+00:00,341.68875,1749.82675,160.43775,3209.1215,5872.69475,230.86675,99.0685,29.027,698.3475,72.06675,0.0,6532.89375,18996.039749999996,0.0,11.27675,17737.214500000002,18996.039749999996,17748.491250000003,1247.5484999999935,None,PL,2026-04-23
2026-01-02 22:00:00+00:00,314.6015,1742.44225,159.8105,2773.62725,5583.4505,231.3185,99.402,29.195,682.59575,70.32249999999999,0.0,6610.784,18297.54975,0.0,115.94550000000001,16386.820499999998,18297.54975,16502.766,1794.7837499999987,None,PL,2026-04-23
2026-01-02 23:00:00+00:00,312.98825,1867.8505,156.60275000000001,2796.46775,5507.273999999999,230.1355,92.9345,29.727,671.04125,69.58675,0.0,6056.054749999999,17790.663,0.0,264.74025,15634.6875,17790.663,15899.42775,1891.2352499999997,None,PL,2026-04-23
2026-01-03 00:00:00+00:00,312.236,1808.88725,155.8165,2779.86825,5479.3369999999995,230.14124999999999,92.76525000000001,29.739,671.0525,69.62025,0.0,6191.689249999999,17821.1525,0.0,545.71925,15046.347749999999,17821.1525,15592.067,2229.085500000001,None,PL,2026-04-23
2026-01-03 01:00:00+00:00,312.02175,1801.4415,155.51024999999998,3021.46525,5535.826,229.433,92.60374999999999,29.691,667.2072499999999,69.25125,0.0,6287.24375,18201.69475,0.0,567.9657500000001,14701.536,18201.69475,15269.50175,2932.1929999999993,None,PL,2026-04-23
2026-01-03 02:00:00+00:00,310.237,1799.799,155.12625,3009.9335,5518.963,229.34699999999998,92.71225,29.66,667.86525,69.2695,0.0,6458.78325,18341.696000000004,0.0,566.1379999999999,14533.75525,18341.696000000004,15099.893250000001,3241.8027500000026,None,PL,2026-04-23
2026-01-03 03:00:00+00:00,312.9375,1772.321,155.25075,2919.484,5512.46375,228.36575,92.72875,29.699,664.9195,69.02025,0.0,6502.9145,18260.10475,0.0,696.2585,14678.160249999999,18260.10475,15374.418749999999,2885.6859999999997,None,PL,2026-04-23
2026-01-03 04:00:00+00:00,309.94125,1822.3575,159.122,2585.58975,5507.759749999999,229.65825,92.47200000000001,29.634,666.76625,69.2745,0.0,6909.99975,18382.575,0.0,583.8325,15026.54075,18382.575,15610.37325,2772.20175,None,PL,2026-04-23
2026-01-03 05:00:00+00:00,307.62675,1835.0225,154.70024999999998,2714.4415,5496.8295,229.93,92.05975000000001,29.326,668.98225,69.46125,0.0,6985.325,18583.70475,0.0,5.35225,16008.9385,18583.70475,16014.29075,2569.4140000000007,None,PL,2026-04-23
2026-01-03 06:00:00+00:00,332.80625,1814.685,153.99225,2839.5429999999997,5523.1990000000005,231.109,105.28099999999999,33.77,689.2625,71.92775,21.411749999999998,7077.53875,18894.526250000003,0.0,3.7975,16719.05875,18894.526250000003,16722.85625,2171.670000000002,None,PL,2026-04-23
2026-01-03 07:00:00+00:00,333.72675,1789.56275,153.913,2738.52925,5454.866,234.21675,105.11475,33.70175,693.20375,72.2695,427.8105,7627.803,19664.717750000003,0.0,3.1872499999999997,17738.75475,19664.717750000003,17741.942,1922.7757500000043,None,PL,2026-04-23
2026-01-03 08:00:00+00:00,331.46775,1801.8845000000001,153.04625000000001,2956.0637500000003,5604.681250000001,233.37225,97.4585,31.131,690.89,72.045,1596.17175,7376.17625,20944.388250000004,0.0,3.63525,18933.0855,20944.388250000004,18936.72075,2007.6675000000032,None,PL,2026-04-23
2026-01-03 09:00:00+00:00,333.334,1799.99925,154.0425,3030.62925,5718.95275,234.3345,92.673,29.505,693.13375,72.259,2742.04975,7259.61875,22160.531500000005,0.0,4.6747499999999995,19573.39575,22160.531500000005,19578.070499999998,2582.4610000000066,None,PL,2026-04-23
2026-01-03 10:00:00+00:00,335.496,1800.71975,154.11025,2797.484,5467.8195,234.8545,91.9795,29.294,694.07675,72.365,3044.1665000000003,7161.74075,21884.106499999998,0.0,4.9135,19457.47625,21884.106499999998,19462.38975,2421.7167499999996,None,PL,2026-04-23
2026-01-03 11:00:00+00:00,338.48425000000003,1800.4782500000001,154.325,2734.777,5414.2055,235.585,92.11449999999999,29.357,693.615,72.32900000000001,2683.402,7115.18725,21363.85975,0.0,70.63675,19414.81825,21363.85975,19485.455,1878.4047499999979,None,PL,2026-04-23
2026-01-03 12:00:00+00:00,338.92949999999996,1789.48175,154.26375,2814.36425,5602.86475,232.63825,94.36925000000001,30.025,692.66,72.2595,2018.15625,6937.151,20777.163249999998,0.0,69.5515,19759.673,20777.163249999998,19829.2245,947.9387499999975,None,PL,2026-04-23
2026-01-03 13:00:00+00:00,338.2405,1797.08,154.73475000000002,3076.06325,5899.19525,229.58175,104.76325,33.552,695.54,72.37375,1081.9545,6449.57875,19932.65775,0.0,4.322,19869.0555,19932.65775,19873.3775,59.280249999999796,None,PL,2026-04-23
2026-01-03 14:00:00+00:00,342.10775,2011.3712500000001,155.1455,3266.1455,6156.4715,230.88125,132.7065,60.64149999999999,698.73125,72.5305,248.2005,6417.614,19792.547000000002,95.887,0.0,19975.2485,19888.434,19975.2485,-86.81450000000041,None,PL,2026-04-23
2026-01-03 15:00:00+00:00,342.30600000000004,2046.8467500000002,156.4805,3196.848,6179.146000000001,231.46025,135.60475,157.2055,697.242,72.3775,0.0,6282.3035,19497.820750000003,442.8155,0.0,20446.4195,19940.636250000003,20446.4195,-505.78324999999677,None,PL,2026-04-23
2026-01-03 16:00:00+00:00,343.385,2276.0384999999997,157.86275,3170.223,6132.764,232.2425,138.53475,190.62324999999998,699.4689999999999,72.59825000000001,0.0,6374.4645,19788.205500000004,441.714,0.0,20310.7375,20229.919500000004,20310.7375,-80.81799999999566,None,PL,2026-04-23
2026-01-03 17:00:00+00:00,343.59375,2274.892,157.51725,3333.17025,5857.60975,233.20175,138.489,178.34575,698.70825,72.54325,0.0,6187.387000000001,19475.458,442.97749999999996,0.0,20203.263,19918.4355,20203.263,-284.8274999999994,None,PL,2026-04-23
2026-01-03 18:00:00+00:00,339.51225,2177.84425,159.36,3411.047,5872.48625,233.05,115.38475,47.58325,698.67275,71.10625,0.0,6152.61025,19278.657,444.265,0.0,19986.511749999998,19722.922,19986.511749999998,-263.5897499999992,None,PL,2026-04-23
2026-01-03 19:00:00+00:00,341.631,2063.95775,160.28275,3397.3735,5935.83175,232.989,100.3125,32.104,701.84,72.8355,0.0,5966.266750000001,19005.4245,326.79,0.0,19568.61825,19332.214500000002,19568.61825,-236.40374999999767,None,PL,2026-04-23
2026-01-03 20:00:00+00:00,339.54525,1927.63025,159.702,3265.116,6024.55925,232.043,92.18125,29.391,689.1632500000001,71.27925,0.0,5870.58025,18701.190749999998,24.417,0.0,18446.46775,18725.60775,18446.46775,279.1399999999994,None,PL,2026-04-23
2026-01-03 21:00:00+00:00,345.40375,1765.8205,157.497,3287.08825,5972.37525,232.166,92.3045,29.382,687.02975,71.2535,0.0,5633.9349999999995,18274.2555,0.0,12.17275,17483.76375,18274.2555,17495.9365,778.3189999999995,None,PL,2026-04-23
2026-01-03 22:00:00+00:00,348.09925,1777.6085,157.5215,3067.40475,5578.83125,232.01749999999998,92.513,29.584,686.577,71.08225,0.0,5629.01725,17670.256250000002,0.0,68.259,16397.23475,17670.256250000002,16465.493749999998,1204.7625000000044,None,PL,2026-04-23
2026-01-03 23:00:00+00:00,351.229,1864.423,158.0885,3099.77575,5857.52225,231.823,95.74975,28.389,689.2942499999999,71.35525,0.0,4765.398499999999,17213.04825,0.0,316.1725,15592.911,17213.04825,15909.0835,1303.9647499999992,None,PL,2026-04-23
2026-01-04 00:00:00+00:00,352.7315,1772.0710000000001,155.699,3055.27025,5803.72225,232.093,95.801,28.411,685.47275,71.12275,0.0,4550.151,16802.5455,0.0,406.58849999999995,14923.19625,16802.5455,15329.78475,1472.7607499999995,None,PL,2026-04-23
2026-01-04 01:00:00+00:00,349.38725,1774.81475,158.1195,3084.3157499999998,5685.5825,233.32524999999998,95.59925000000001,28.301,683.72825,70.943,0.0,4624.220499999999,16788.337,0.0,536.644,14640.997,16788.337,15177.641,1610.696,None,PL,2026-04-23
2026-01-04 02:00:00+00:00,349.0225,1801.7155,159.25275,3047.9915,5677.6925,234.674,95.54175000000001,28.328,682.281,70.735,0.0,4818.1745,16965.409000000003,0.0,565.80725,14514.33225,16965.409000000003,15080.1395,1885.269500000004,None,PL,2026-04-23
2026-01-04 03:00:00+00:00,351.03575,1814.76175,159.88400000000001,3019.0645,5647.33075,236.0635,95.4535,28.299,677.35325,70.28025,0.0,4898.1942500000005,16997.720500000003,0.0,564.95825,14514.1225,16997.720500000003,15079.08075,1918.639750000004,None,PL,2026-04-23
2026-01-04 04:00:00+00:00,379.009,1819.4375,159.90175,3135.3762500000003,5752.28275,235.01975,95.276,28.264,685.22825,71.05925,0.0,5126.932,17487.7865,0.0,604.05575,14833.04525,17487.7865,15437.100999999999,2050.6854999999996,None,PL,2026-04-23
2026-01-04 05:00:00+00:00,381.898,1801.17175,158.315,3044.79875,5669.53575,235.54525,94.87625,28.03,689.5015000000001,71.56925,0.0,5950.651,18125.8925,0.0,272.96,15254.937249999999,18125.8925,15527.897249999998,2597.9952500000036,None,PL,2026-04-23
2026-01-04 06:00:00+00:00,381.463,1802.5115,161.2065,3153.01025,5677.74875,236.6025,109.343,32.941,690.54925,72.01975,26.793999999999997,6072.45075,18416.64025,0.0,12.135,15517.85025,18416.64025,15529.98525,2886.6550000000007,None,PL,2026-04-23
2026-01-04 07:00:00+00:00,382.60974999999996,1815.6077500000001,162.5085,2844.873,5456.6224999999995,235.7505,105.365,32.841,683.3755,71.40725,630.95525,6813.2837500000005,19235.19975,0.0,13.10375,15975.725999999999,19235.19975,15988.829749999999,3246.370000000001,None,PL,2026-04-23
2026-01-04 08:00:00+00:00,379.078,1817.8319999999999,157.223,2751.0805,5378.63475,236.86675,97.58725,30.288,670.884,70.128,2211.0789999999997,7019.81075,20820.492,0.0,10.18,17026.182,20820.492,17036.362,3784.1299999999974,None,PL,2026-04-23
2026-01-04 09:00:00+00:00,381.387,1808.7150000000001,157.13575,2780.31175,5390.08275,236.98725000000002,91.536,28.157,662.6575,69.316,3546.049,6497.6224999999995,21649.957499999997,0.0,9.9985,17482.57925,21649.957499999997,17492.57775,4157.379749999996,None,PL,2026-04-23
2026-01-04 10:00:00+00:00,378.0585,1820.8892500000002,156.14925,2924.017,5419.47675,236.905,90.814,27.984,672.27575,70.22625,4484.531,6128.705,22410.031750000002,0.0,10.92375,18164.459,22410.031750000002,18175.38275,4234.649000000001,None,PL,2026-04-23
2026-01-04 11:00:00+00:00,382.599,1771.2425,156.0755,2569.64825,5254.0107499999995,234.649,90.9685,28.066,685.43525,71.68900000000001,4407.21175,6007.83575,21659.43125,0.0,10.09375,18395.37725,21659.43125,18405.471,3253.96025,None,PL,2026-04-23
2026-01-04 12:00:00+00:00,382.224,1795.93275,156.13625000000002,2598.869,5386.06175,232.71475,91.06775,28.022,686.52,71.75975,3258.94725,5949.07725,20637.332500000004,0.0,10.8855,18715.73975,20637.332500000004,18726.62525,1910.7072500000031,None,PL,2026-04-23
2026-01-04 13:00:00+00:00,387.09975000000003,1854.93325,154.47225,3197.78225,6015.998750000001,232.69375,102.175,31.761,689.00275,71.99525,1524.58275,5505.89025,19768.387000000002,0.0,10.4085,18750.345,19768.387000000002,18760.753500000003,1007.6334999999999,None,PL,2026-04-23
2026-01-04 14:00:00+00:00,386.9395,1821.624,155.3265,3071.85675,6158.529,235.01274999999998,133.5875,60.024,690.54625,72.0185,256.8915,6129.31325,19171.6695,59.80275,0.0,18533.5,19231.47225,18533.5,697.9722499999989,None,PL,2026-04-23
2026-01-04 15:00:00+00:00,385.90225,1959.58375,156.33925,3267.68925,6442.149,235.76850000000002,137.495,125.765,692.75575,72.22825,0.0,6083.28525,19558.96125,468.80475,0.0,19244.29275,20027.766,19244.29275,783.4732499999991,None,PL,2026-04-23
2026-01-04 16:00:00+00:00,386.93825,2152.398,157.75325,3567.9705,6993.435750000001,236.94875000000002,137.42575,194.0045,696.5944999999999,72.5015,0.0,6156.57975,20752.5505,564.55375,0.0,19359.085,21317.10425,19359.085,1958.0192500000012,None,PL,2026-04-23
2026-01-04 17:00:00+00:00,385.633,2171.1255,156.9545,3573.367,6971.987499999999,237.70600000000002,135.32,170.81175000000002,694.09925,72.29875,0.0,6216.159,20785.462249999997,556.681,0.0,19366.63925,21342.143249999997,19366.63925,1975.5039999999972,None,PL,2026-04-23
2026-01-04 18:00:00+00:00,385.24525,2139.4877500000002,155.97575,3480.3995,6678.937,236.029,114.57125,135.40625,691.272,72.03775,0.0,6434.71225,20524.07375,546.8522499999999,0.0,19420.07025,21070.926,19420.07025,1650.8557499999988,None,PL,2026-04-23
2026-01-04 19:00:00+00:00,384.97749999999996,1951.8384999999998,154.733,3561.2839999999997,6465.53475,234.716,91.07225,28.071,692.6700000000001,72.222,0.0,6178.944750000001,19816.06375,507.0675,0.0,18832.60475,20323.131250000002,18832.60475,1490.5265000000036,None,PL,2026-04-23
2026-01-04 20:00:00+00:00,383.72325,1888.40725,154.0505,3398.8779999999997,6455.6875,232.81275,91.2645,28.118,689.072,71.53725,0.0,6039.668,19433.218999999997,0.0,9.922,18184.878,19433.218999999997,18194.8,1238.418999999998,None,PL,2026-04-23
2026-01-04 21:00:00+00:00,382.41375,1893.0252500000001,152.8515,3313.0567499999997,6274.80275,229.68975,91.2,28.123,685.2355,71.15100000000001,0.0,5593.929749999999,18715.479,0.0,11.4985,17427.613999999998,18715.479,17439.1125,1276.3665,None,PL,2026-04-23
2026-01-04 22:00:00+00:00,381.1305,1967.1465,152.96225,3235.4452499999998,6195.0355,230.11700000000002,91.46025,28.299,685.02175,71.065,0.0,5325.9445,18363.627500000002,0.0,68.55475,16306.93175,18363.627500000002,16375.486499999999,1988.1410000000033,None,PL,2026-04-23
2026-01-04 23:00:00+00:00,375.90725,2013.9055,155.97325,3051.05325,5958.25575,229.11575,91.77799999999999,28.492,685.46825,71.10075,0.0,5098.29475,17759.344500000003,0.0,360.5935,15563.891,17759.344500000003,15924.4845,1834.8600000000024,None,PL,2026-04-23
2026-01-05 00:00:00+00:00,377.229,1998.59875,143.874,2785.1545,5890.492249999999,227.9225,91.81325,28.502,647.86775,68.9005,0.0,4846.256,17106.6105,0.0,570.12175,15109.375250000001,17106.6105,15679.497000000001,1427.1134999999977,None,PL,2026-04-23
2026-01-05 01:00:00+00:00,375.751,1996.603,155.151,2877.3075,5819.32725,226.78300000000002,91.7525,28.415,679.67,70.57175000000001,0.0,4381.56725,16702.899250000002,0.0,805.90375,14870.04825,16702.899250000002,15675.952,1026.947250000003,None,PL,2026-04-23
