,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-24 08:00:00+00:00,398.8945,4313.199500000001,155.65474999999998,2605.9669999999996,9417.98025,236.21974999999998,80.1645,103.98025,699.793,67.42225,886.48375,2262.51,21228.269500000002,0.0,13.63475,22730.27,21228.269500000002,22743.90475,-1515.6352499999994,None,PL,2026-04-23
2026-01-24 09:00:00+00:00,398.57975,4391.8099999999995,156.04475,2668.0615,9510.74625,235.6725,65.9925,22.562,702.5790000000001,67.6765,1409.78525,2189.2217499999997,21818.731750000006,0.0,13.72025,23284.49675,21818.731750000006,23298.216999999997,-1479.4852499999906,None,PL,2026-04-23
2026-01-24 10:00:00+00:00,399.40875,4504.156,156.94925,2498.529,9720.357,236.54025000000001,62.788,21.528,707.51425,68.08500000000001,1768.73325,1950.69025,22095.279,0.0,10.9295,23695.939,22095.279,23706.868499999997,-1611.5894999999982,None,PL,2026-04-23
2026-01-24 11:00:00+00:00,398.79600000000005,4516.356,154.501,2560.3715,9668.0655,235.9315,62.12525,21.314,701.5695000000001,67.60675,1818.24975,1799.5542500000001,22004.441,0.0,8.55875,23605.860249999998,22004.441,23614.418999999998,-1609.9779999999992,None,PL,2026-04-23
2026-01-24 12:00:00+00:00,398.6115,4506.362,154.93124999999998,2628.695,9744.446249999999,236.32350000000002,62.0425,21.302,700.94825,67.5065,1527.7404999999999,1779.7,21828.609249999998,0.0,8.48225,23487.71975,21828.609249999998,23496.202,-1667.5927500000034,None,PL,2026-04-23
2026-01-24 13:00:00+00:00,398.3295,4419.39025,152.93375,2791.5375,9723.3295,235.1605,61.9785,21.32,701.74975,67.61775,963.2535,1881.1115,21417.712,0.0,8.482500000000002,22827.4545,21417.712,22835.936999999998,-1418.2249999999985,None,PL,2026-04-23
2026-01-24 14:00:00+00:00,398.88725,4306.58275,150.6275,2662.159,9569.60375,235.20024999999998,66.92625000000001,84.99825,701.60175,67.69475,360.0865,2183.46775,20787.835750000002,63.01825,0.0,22359.731,20850.854000000003,22359.731,-1508.8769999999968,None,PL,2026-04-23
2026-01-24 15:00:00+00:00,401.18775,4378.5242499999995,152.43025,2727.965,9421.033,236.4025,99.98425,158.18875,701.74725,67.7135,64.01825,2284.13625,20693.331000000006,436.99399999999997,0.0,22643.5405,21130.325000000004,22643.5405,-1513.2154999999948,None,PL,2026-04-23
2026-01-24 16:00:00+00:00,396.36024999999995,4567.52025,152.19425,3179.4187500000003,9609.877,236.92275,99.96875,155.8715,700.9485,67.669,0.0,2342.9745,21509.725500000004,500.8615,0.0,22614.202,22010.587000000003,22614.202,-603.614999999998,None,PL,2026-04-23
2026-01-24 17:00:00+00:00,400.13725,4519.8417500000005,151.62574999999998,3245.887,9598.45425,236.98825,89.987,130.52325000000002,700.1600000000001,67.54724999999999,0.0,2332.5755,21473.72725,550.569,0.0,22373.72025,22024.29625,22373.72025,-349.42399999999907,None,PL,2026-04-23
2026-01-24 18:00:00+00:00,399.90875,4532.8265,150.50275,3046.0995000000003,9491.79625,236.43725,65.985,38.16075,703.298,67.81524999999999,0.0,2290.72175,21023.55175,512.7865,0.0,21961.42625,21536.338249999997,21961.42625,-425.0880000000034,None,PL,2026-04-23
2026-01-24 19:00:00+00:00,399.53825,4407.93625,152.269,2443.701,9528.4545,236.76225,64.19775,22.031,696.0935,67.12275,0.0,2192.19725,20210.303499999995,92.11325,0.0,21277.43625,20302.416749999993,21277.43625,-975.0195000000058,None,PL,2026-04-23
2026-01-24 20:00:00+00:00,398.93925,4162.721,152.8595,2414.454,9487.69425,235.83625,62.03875,21.326,699.40975,67.50775,0.0,2035.5410000000002,19738.3275,0.0,8.54625,20219.9885,19738.3275,20228.53475,-490.2072499999995,None,PL,2026-04-23
2026-01-24 21:00:00+00:00,396.036,4067.02575,151.574,2518.366,9130.61025,234.5805,62.44,21.429,693.482,66.88374999999999,0.0,1895.2845,19237.71175,0.0,19.482,19129.77125,19237.71175,19149.25325,88.458499999997,None,PL,2026-04-23
2026-01-24 22:00:00+00:00,395.35625,3432.52775,155.34199999999998,2353.47825,8454.3595,234.28425,62.7055,21.442,690.064,66.49600000000001,0.0,1870.4795,17736.535,0.0,69.77775,18048.26825,17736.535,18118.046000000002,-381.51100000000224,None,PL,2026-04-23
2026-01-24 23:00:00+00:00,390.4785,3513.4004999999997,149.7405,2441.97525,7513.32875,233.8885,61.769,20.951,693.9022500000001,66.95425,0.0,1848.43825,16934.82675,0.0,255.68725,17095.86925,16934.82675,17351.5565,-416.7297499999986,None,PL,2026-04-23
2026-01-25 00:00:00+00:00,390.7155,3225.65375,150.9125,2539.1795,7385.41425,232.53625,61.7525,21.039,694.3045,67.078,0.0,1821.0887500000001,16589.6745,0.0,324.05775,16422.2905,16589.6745,16746.34825,-156.6737499999981,None,PL,2026-04-23
2026-01-25 01:00:00+00:00,387.39125,2986.235,153.4145,2539.8085,7388.45275,233.20675,61.960750000000004,21.015,695.9085,67.19775,0.0,1845.0555,16379.646249999998,0.0,283.79525,16187.8915,16379.646249999998,16471.68675,-92.0405000000028,None,PL,2026-04-23
2026-01-25 02:00:00+00:00,388.45275000000004,2969.924,156.25875,2445.5652499999997,7041.903,233.145,61.797,21.035,697.8235,67.37075,0.0,1896.0685,15979.3435,0.0,231.79075,15955.708,15979.3435,16187.49875,-208.1552499999998,None,PL,2026-04-23
2026-01-25 03:00:00+00:00,388.02025,2962.75075,155.50525,2413.82,7212.9855,233.19075,61.67375,21.025,698.0955,67.41725,0.0,2075.698,16290.182,0.0,146.79175,15943.407,16290.182,16090.19875,199.98325000000114,None,PL,2026-04-23
2026-01-25 04:00:00+00:00,394.5845,2985.782,154.86625,2476.267,7325.61225,232.71775,61.66575,20.893,693.35475,66.9445,0.0,2124.6262500000003,16537.314000000002,0.0,213.196,16216.97075,16537.314000000002,16430.16675,107.1472500000018,None,PL,2026-04-23
2026-01-25 05:00:00+00:00,394.73325,3051.45875,152.4005,2558.6890000000003,7509.54525,231.88225,64.6705,25.7945,697.7935,67.42975,0.0,2247.131,17001.52825,0.0,16.81225,16791.3895,17001.52825,16808.20175,193.3264999999992,None,PL,2026-04-23
2026-01-25 06:00:00+00:00,388.32624999999996,3257.63325,151.01625,2482.20325,7611.27775,231.0435,78.30799999999999,37.6885,698.3125,67.58224999999999,67.694,2319.91075,17390.99625,0.0,16.82175,17415.8305,17390.99625,17432.65225,-41.65599999999904,None,PL,2026-04-23
2026-01-25 07:00:00+00:00,309.24625000000003,3463.29,153.631,2478.53075,7823.03675,230.56625,81.11325,42.553,694.97975,67.178,445.9945,2252.813,18042.932500000003,0.0,16.5065,18603.86275,18042.932500000003,18620.36925,-577.4367499999971,None,PL,2026-04-23
2026-01-25 08:00:00+00:00,301.12225,3851.9515,155.03775,2779.04375,8213.54925,229.9925,69.27074999999999,23.837,691.903,66.899,1215.34525,2228.1415,19826.0935,0.0,16.564,19861.95975,19826.0935,19878.52375,-52.43025000000125,None,PL,2026-04-23
2026-01-25 09:00:00+00:00,339.4695,4085.31225,156.11700000000002,2597.2515,8101.68375,229.7135,65.344,22.396,693.62125,67.08924999999999,1923.2085,2185.9139999999998,20467.1205,0.0,16.79325,20796.8705,20467.1205,20813.66375,-346.5432499999988,None,PL,2026-04-23
2026-01-25 10:00:00+00:00,391.06325,4077.1279999999997,155.25875,2658.6485000000002,8104.734,229.96325,62.2405,21.358,693.929,67.08325,2091.306,2085.4835,20638.196,0.0,0.060749999999999624,20935.57125,20638.196,20935.632,-297.4360000000015,None,PL,2026-04-23
2026-01-25 11:00:00+00:00,393.26300000000003,4212.28675,156.03075,2645.7215,8174.24025,229.33275,61.6925,21.195,694.487,67.008,1827.2797500000001,2085.899,20568.436250000002,0.0,12.61225,21058.4225,20568.436250000002,21071.03475,-502.5984999999964,None,PL,2026-04-23
2026-01-25 12:00:00+00:00,395.943,4239.0435,153.31775,2719.2512500000003,8201.236,229.1135,62.025,21.26,693.97925,67.05625,1565.6602500000001,2283.06975,20630.9555,0.0,16.58325,21214.615,20630.9555,21231.19825,-600.2427500000013,None,PL,2026-04-23
2026-01-25 13:00:00+00:00,396.82775000000004,4180.4635,150.49925,2917.5507500000003,8262.0625,227.445,61.75,21.255,696.39425,67.11875,938.625,2600.06775,20520.059500000003,0.0,14.75625,20764.75,20520.059500000003,20779.50625,-259.4467499999955,None,PL,2026-04-23
2026-01-25 14:00:00+00:00,393.72974999999997,4283.71575,150.51675,2583.306,8286.89175,228.17225,66.6705,22.916,700.01375,67.38275,339.54049999999995,2858.67175,19981.5275,21.405499999999996,0.0,20153.505,20002.933,20153.505,-150.57200000000012,None,PL,2026-04-23
2026-01-25 15:00:00+00:00,397.2965,4465.1785,155.49,2969.3665,8512.37825,227.83575000000002,90.656,91.9165,700.98825,67.55025,59.27499999999999,3155.3447499999997,20893.27625,155.044,0.0,20627.391,21048.32025,20627.391,420.92925000000105,None,PL,2026-04-23
2026-01-25 16:00:00+00:00,395.54075,4622.995,155.00425,3257.16925,8920.35125,228.07225,93.809,166.38524999999998,702.34975,67.72274999999999,0.0,3380.0635,21989.463000000003,175.2975,0.0,21113.338750000003,22164.760500000004,21113.338750000003,1051.4217500000013,None,PL,2026-04-23
2026-01-25 17:00:00+00:00,395.37,4742.8724999999995,155.17575,3278.91975,8946.285,231.0475,81.087,160.4575,703.9485,67.8505,0.0,3361.17175,22124.18575,39.97725,0.0,21111.116,22164.163,21111.116,1053.0469999999987,None,PL,2026-04-23
2026-01-25 18:00:00+00:00,394.873,4752.71075,152.84050000000002,3246.82175,8901.00475,231.66675,73.358,144.4375,704.75175,67.8895,0.0,3303.66925,21974.0235,0.0,8.2915,21038.496,21974.0235,21046.7875,927.2360000000008,None,PL,2026-04-23
2026-01-25 19:00:00+00:00,395.23325,4764.08525,151.58375,3192.86125,8193.682499999999,231.5665,71.902,24.699,703.0625,67.69425,0.0,3307.93925,21104.3095,0.0,12.3375,20492.2745,21104.3095,20504.612,599.6974999999984,None,PL,2026-04-23
2026-01-25 20:00:00+00:00,394.21349999999995,4527.9175,153.01475,3032.171,7982.73475,231.26575,61.7175,21.314,699.93725,67.48125,0.0,3402.64975,20574.417,0.0,13.653,19361.94225,20574.417,19375.59525,1198.8217500000028,None,PL,2026-04-23
2026-01-25 21:00:00+00:00,391.6095,3818.6185,154.99,2951.09375,7611.2564999999995,232.02425,62.259,21.393,697.1535,67.143,0.0,3639.00725,19646.54825,0.0,14.988,18658.4185,19646.54825,18673.4065,973.1417499999989,None,PL,2026-04-23
2026-01-25 22:00:00+00:00,391.07325,3119.75525,159.9045,3038.0735,6937.79925,232.05225000000002,62.185,21.344,699.0145,67.27775,0.0,3708.2905,18436.76975,0.0,16.2185,17315.43875,18436.76975,17331.65725,1105.1124999999993,None,PL,2026-04-23
2026-01-25 23:00:00+00:00,394.17575,3068.2705,162.4975,2836.37125,6539.7505,232.06275,63.1775,21.364,698.137,66.9825,0.0,3999.27725,18082.0665,0.0,338.59000000000003,16551.155749999998,18082.0665,16889.74575,1192.3207500000026,None,PL,2026-04-23
2026-01-26 00:00:00+00:00,386.44325000000003,3108.39225,159.50025,2821.969,6425.973,231.51725,65.2695,21.357,697.4449999999999,67.021,0.0,4098.559,18083.446500000002,0.0,682.742,16249.2935,18083.446500000002,16932.035499999998,1151.4110000000037,None,PL,2026-04-23
2026-01-26 01:00:00+00:00,385.93475,3139.6282499999998,158.249,2883.1544999999996,6654.66075,230.13575,65.19550000000001,21.333,695.1315,67.069,0.0,3855.941,18156.432999999997,0.0,963.852,15939.411,18156.432999999997,16903.263,1253.1699999999983,None,PL,2026-04-23
2026-01-26 02:00:00+00:00,388.92025,3035.173,158.5825,2966.60925,6768.6755,228.782,65.2345,21.349,690.4985,66.44325,0.0,3823.96125,18214.229,0.0,961.70675,15886.4025,18214.229,16848.10925,1366.119749999998,None,PL,2026-04-23
2026-01-26 03:00:00+00:00,387.3115,2991.1862499999997,160.296,2884.636,7065.272,229.621,67.3825,21.336,693.634,66.8305,0.0,3715.712,18283.21775,0.0,724.4265,16266.943,18283.21775,16991.3695,1291.848249999999,None,PL,2026-04-23
2026-01-26 04:00:00+00:00,393.03475,3315.549,161.3025,2950.1225,7532.9075,230.20850000000002,68.0395,21.211,698.00875,67.375,0.0,3545.31775,18983.07675,0.0,343.14225,17655.33975,18983.07675,17998.482,984.5947500000002,None,PL,2026-04-23
2026-01-26 05:00:00+00:00,388.72375,4208.829,160.8835,3496.5505,8562.8705,227.419,71.00800000000001,42.98675,696.794,67.25525,0.0,3302.76975,21226.090000000004,59.271,0.0,20875.56825,21285.361000000004,20875.56825,409.79275000000416,None,PL,2026-04-23
2026-01-26 06:00:00+00:00,390.761,5119.31475,166.5625,3700.1135,9449.425500000001,231.06975,96.898,74.07849999999999,713.78175,68.422,91.4225,2766.04125,22867.890999999996,145.23225000000002,0.0,22912.3795,23013.123249999997,22912.3795,100.74374999999782,None,PL,2026-04-23
2026-01-26 07:00:00+00:00,395.35175,5304.0145,168.5285,3816.1605,9911.75325,232.19299999999998,103.394,119.916,710.5327500000001,67.9905,334.7365,2299.7397499999997,23464.310999999998,115.93175,0.0,24173.215,23580.242749999998,24173.215,-592.9722500000025,None,PL,2026-04-23
2026-01-26 08:00:00+00:00,388.56325,5470.656999999999,162.58775,3898.6099999999997,10346.713,232.21375,75.4985,60.353,707.8945,67.78625,950.14975,1803.24025,24164.266999999996,25.17225,0.0,24775.73325,24189.439249999996,24775.73325,-586.2940000000053,None,PL,2026-04-23
2026-01-26 09:00:00+00:00,384.54449999999997,5563.45175,161.68225,3864.5095,10187.9085,231.02775,71.7815,22.813,700.247,67.17425,1653.3065,1361.8695,24270.316,176.478,0.0,24795.5905,24446.793999999998,24795.5905,-348.7965000000004,None,PL,2026-04-23
2026-01-26 10:00:00+00:00,361.50325,5609.06625,163.919,3836.55325,10140.65475,232.34675,68.892,21.78,709.325,67.89875,2199.929,1173.734,24585.602,14.9895,0.0,24792.033750000002,24600.5915,24792.033750000002,-191.4422500000037,None,PL,2026-04-23
2026-01-26 11:00:00+00:00,354.49675,5597.7035,157.8145,3792.3362500000003,10053.899000000001,231.2395,68.28325000000001,21.612,705.19075,67.45525,2462.9120000000003,1079.6377499999999,24592.580500000004,0.0,4.58925,24990.3545,24592.580500000004,24994.943750000002,-402.3632499999985,None,PL,2026-04-23
2026-01-26 12:00:00+00:00,356.0315,5451.85425,154.55325,3556.7572499999997,10464.70375,229.68824999999998,68.703,21.674,702.378,67.1845,2129.12075,992.1405,24194.789000000004,0.0,37.126,24945.53475,24194.789000000004,24982.66075,-787.8717499999948,None,PL,2026-04-23
2026-01-26 13:00:00+00:00,355.17625,5518.96575,153.18025,3690.27975,10627.325,228.70325,68.64750000000001,21.669,707.62075,67.62925,1522.4872500000001,806.97975,23768.663750000007,0.0,102.1275,24685.18575,23768.663750000007,24787.31325,-1018.6494999999923,None,PL,2026-04-23
2026-01-26 14:00:00+00:00,356.7685,5618.865,155.578,3684.00325,10783.107,229.33025,81.338,49.321,707.946,67.66675000000001,702.6305,683.2755,23119.82975,127.66025,0.0,24343.35425,23247.49,24343.35425,-1095.8642499999987,None,PL,2026-04-23
2026-01-26 15:00:00+00:00,358.29125,5575.17625,158.04325,3732.8985000000002,10854.72125,229.7065,108.7615,231.13225,713.0595000000001,68.1265,129.3365,673.17475,22832.427999999996,774.1075,0.0,24670.61275,23606.535499999994,24670.61275,-1064.0772500000057,None,PL,2026-04-23
2026-01-26 16:00:00+00:00,357.85975,5580.42025,163.65275,3740.60175,10858.87275,229.35925,108.481,219.662,712.1085,68.02175,0.0,691.21975,22730.2595,796.854,0.0,24904.88975,23527.1135,24904.88975,-1377.776249999999,None,PL,2026-04-23
2026-01-26 17:00:00+00:00,358.14275,5528.98125,162.0195,3793.25475,10766.76575,228.87125,98.38725,131.31799999999998,711.0554999999999,67.923,0.0,653.5985000000001,22500.317499999997,691.0925,0.0,24620.3825,23191.409999999996,24620.3825,-1428.9725000000035,None,PL,2026-04-23
2026-01-26 18:00:00+00:00,358.28925,5493.21825,160.07225,3841.1172500000002,10442.73625,229.075,80.1965,83.57,713.2555,68.01675,0.0,546.19575,22015.742749999998,637.513,0.0,24454.163,22653.255749999997,24454.163,-1800.9072500000038,None,PL,2026-04-23
2026-01-26 19:00:00+00:00,359.44725,5490.27625,158.34325,3843.6495,10431.529999999999,228.96425,70.393,64.6405,714.149,68.136,0.0,608.87675,22038.405749999998,231.214,0.0,23902.098,22269.619749999998,23902.098,-1632.4782500000038,None,PL,2026-04-23
2026-01-26 20:00:00+00:00,359.78325,5314.45225,159.36025,3438.15425,10118.4405,229.744,68.406,21.717,711.31975,67.892,0.0,610.8599999999999,21100.129249999998,25.459000000000003,0.0,22344.286,21125.588249999997,22344.286,-1218.697750000003,None,PL,2026-04-23
2026-01-26 21:00:00+00:00,357.37649999999996,4599.816,159.3845,3496.017,9800.614249999999,230.565,68.7525,21.799,706.0885000000001,67.45675,0.0,627.913,20135.783,0.0,14.65475,20871.500500000002,20135.783,20886.155250000003,-750.372250000004,None,PL,2026-04-23
2026-01-26 22:00:00+00:00,358.15625,4124.0275,157.2725,3113.84375,9367.0705,229.863,68.867,21.761,700.6622500000001,66.886,0.0,635.8195000000001,18844.22925,0.0,119.15225000000001,19597.91,18844.22925,19717.06225,-872.8329999999987,None,PL,2026-04-23
2026-01-26 23:00:00+00:00,348.99525,4192.38475,157.27375,2942.21875,9465.687249999999,233.12,69.1425,22.314,715.66175,67.88674999999999,0.0,679.90375,18894.5885,0.0,540.39725,18703.9015,18894.5885,19244.29875,-349.7102500000001,None,PL,2026-04-23
2026-01-27 00:00:00+00:00,351.57975,3993.52725,156.87475,2927.97225,9367.8455,232.88075,69.087,22.329,703.93825,66.656,0.0,754.53075,18647.221250000002,0.0,867.09925,18250.27825,18647.221250000002,19117.3775,-470.15624999999636,None,PL,2026-04-23
2026-01-27 01:00:00+00:00,375.87375,3967.11925,157.54775,2958.06,9343.9995,233.074,68.7925,22.333,707.899,67.10125,0.0,627.845,18529.645,0.0,896.841,17988.749499999998,18529.645,18885.5905,-355.945499999998,None,PL,2026-04-23
2026-01-27 02:00:00+00:00,387.39750000000004,4109.94375,159.17375,2910.8047500000002,9236.15425,232.94425,69.1045,22.322,710.35225,67.27275,0.0,562.58275,18468.052500000005,0.0,955.9457500000001,17884.5905,18468.052500000005,18840.536249999997,-372.48374999999214,None,PL,2026-04-23
2026-01-27 03:00:00+00:00,396.43425,4336.012000000001,159.8885,2955.6147499999997,9475.2515,233.422,69.13499999999999,22.3,710.43375,67.2685,0.0,500.86675,18926.626999999997,0.0,952.5065,18144.559,18926.626999999997,19097.0655,-170.43850000000384,None,PL,2026-04-23
2026-01-27 04:00:00+00:00,395.693,4669.6942500000005,162.0775,2989.292,9804.718,233.69025,69.1705,22.285,712.76025,67.453,0.0,353.885,19480.71875,0.0,360.0045,19243.13925,19480.71875,19603.14375,-122.42499999999927,None,PL,2026-04-23
2026-01-27 05:00:00+00:00,395.67625,5277.4842499999995,160.55124999999998,3598.3940000000002,10206.81925,232.10475,68.94,22.276,708.60925,67.06524999999999,0.0,328.2865,21066.20675,0.0,7.977,22065.1195,21066.20675,22073.0965,-1006.8897499999985,None,PL,2026-04-23
2026-01-27 06:00:00+00:00,396.029,5637.643,159.45325,3795.77925,10514.13825,231.94725,84.453,56.813500000000005,716.8705,67.789,96.32650000000001,293.079,22050.321500000005,22.108749999999997,0.0,23580.41,22072.430250000005,23580.41,-1507.979749999995,None,PL,2026-04-23
2026-01-27 07:00:00+00:00,397.648,5743.7105,157.13675,3819.93025,10645.5705,230.63475,102.995,111.69550000000001,711.73125,67.509,428.52375,257.793,22674.87825,153.88625,0.0,24315.076,22828.7645,24315.076,-1486.3114999999998,None,PL,2026-04-23
2026-01-27 08:00:00+00:00,398.345,5723.46325,154.16325,3740.12775,10639.752250000001,229.4535,74.468,89.63925,694.494,66.362,1044.9945,242.39600000000002,23097.658750000002,145.08275,0.0,24660.42725,23242.741500000004,24660.42725,-1417.685749999997,None,PL,2026-04-23
2026-01-27 09:00:00+00:00,403.132,5666.74675,155.571,3854.62125,10443.3775,230.14925,72.788,26.086,695.59925,66.28,1685.1015,180.31225,23479.764749999995,15.771500000000001,0.0,24700.64525,23495.536249999994,24700.64525,-1205.1090000000077,None,PL,2026-04-23
2026-01-27 10:00:00+00:00,403.438,5632.324,151.21875,3852.9905,10665.978,225.51024999999998,69.72749999999999,22.529,696.79325,66.74175,1972.2997500000001,132.88150000000002,23892.432249999994,0.0,3.77875,24849.728000000003,23892.432249999994,24853.506750000004,-961.0745000000097,None,PL,2026-04-23
2026-01-27 11:00:00+00:00,399.30375000000004,5603.592500000001,151.6535,3822.61675,10740.663,224.91199999999998,68.97075000000001,22.3045,710.9304999999999,68.04825,2084.616,119.78125,24017.39275,0.0,3.82625,24992.32275,24017.39275,24996.148999999998,-978.7562499999985,None,PL,2026-04-23
2026-01-27 12:00:00+00:00,393.67875,5547.93675,151.75650000000002,3805.21475,10390.483,224.33249999999998,68.956,22.308,713.41525,68.13024999999999,1734.2082500000001,109.5555,23229.975499999997,0.0,3.445,24933.671,23229.975499999997,24937.115999999998,-1707.1405000000013,None,PL,2026-04-23
2026-01-27 13:00:00+00:00,396.05724999999995,5418.15,154.82825,3808.2889999999998,10622.666000000001,225.0315,71.14699999999999,23.076,718.9255,68.745,1162.0735,96.0775,22765.0665,34.6485,0.0,24657.736,22799.715,24657.736,-1858.0210000000006,None,PL,2026-04-23
2026-01-27 14:00:00+00:00,401.84375,5366.90175,157.0745,3742.32525,10855.44125,225.35525,78.051,56.016999999999996,721.28325,68.9815,482.389,101.87899999999999,22257.5425,238.21825,0.0,24351.9055,22495.76075,24351.9055,-1856.1447499999995,None,PL,2026-04-23
2026-01-27 15:00:00+00:00,402.4465,5594.61525,158.99825,3801.60325,10803.92025,224.72899999999998,115.693,155.824,723.3215,69.2135,137.58925,110.6965,22298.65025,630.1012499999999,0.0,24796.104,22928.7515,24796.104,-1867.3525000000009,None,PL,2026-04-23
2026-01-27 16:00:00+00:00,401.24175,5761.88925,161.707,3820.2659999999996,10830.412,225.6015,115.689,162.45475,725.65775,69.40375,0.0,82.261,22356.583749999998,713.17525,0.0,24794.697,23069.759,24794.697,-1724.938000000002,None,PL,2026-04-23
2026-01-27 17:00:00+00:00,402.1335,5738.879,157.047,3787.98275,10851.8915,225.23275,112.632,163.60675,712.7727500000001,68.06175,0.0,88.132,22308.37175,609.9295,0.0,24665.25775,22918.301249999997,24665.25775,-1746.9565000000039,None,PL,2026-04-23
2026-01-27 18:00:00+00:00,401.575,5690.349,168.22375,3821.2355000000002,11035.749749999999,225.345,95.505,87.71375,719.1295,68.686,0.0,96.2595,22409.771750000004,443.721,0.0,24525.031,22853.492750000005,24525.031,-1671.5382499999942,None,PL,2026-04-23
2026-01-27 19:00:00+00:00,401.18875,5617.46025,163.73275,3769.122,11062.23,224.90075000000002,85.785,70.235,721.08475,68.923,0.0,92.197,22276.859249999998,237.26025,0.0,23830.7555,22514.119499999997,23830.7555,-1316.6360000000022,None,PL,2026-04-23
2026-01-27 20:00:00+00:00,404.03675,5293.39525,161.58800000000002,3537.72475,10318.088749999999,224.93175,69.043,22.292,724.475,69.26875000000001,0.0,92.85025,20917.69425,20.271,0.0,22345.247,20937.96525,22345.247,-1407.2817499999983,None,PL,2026-04-23
2026-01-27 21:00:00+00:00,403.85400000000004,4780.27825,161.255,3286.2815,10117.3065,225.04,68.957,22.286,715.793,68.3555,0.0,128.32375000000002,19977.730500000005,0.0,16.4125,20896.434999999998,19977.730500000005,20912.847499999996,-935.1169999999911,None,PL,2026-04-23
2026-01-27 22:00:00+00:00,398.74575,4265.02075,164.539,3056.2105,9608.951,224.99375,68.8325,22.261,715.54275,68.375,0.0,148.57049999999998,18742.0425,0.0,166.97375,19523.6235,18742.0425,19690.597250000003,-948.554750000003,None,PL,2026-04-23
2026-01-27 23:00:00+00:00,391.523,3641.40275,158.72125,3045.57825,8754.56475,225.5245,69.596,22.633,721.4404999999999,70.03425,0.0,180.569,17281.587249999997,0.0,686.2284999999999,18691.356,17281.587249999997,19377.5845,-2095.997250000004,None,PL,2026-04-23
2026-01-28 00:00:00+00:00,389.78725,3736.25375,158.40025,3007.063,8601.144,229.13325,69.5945,22.587,723.3115,70.184,0.0,208.836,17216.2945,0.0,828.6935,18141.432249999998,17216.2945,18970.12575,-1753.8312499999993,None,PL,2026-04-23
2026-01-28 01:00:00+00:00,393.141,3877.322,158.83425,2991.90775,8369.04675,228.88525,69.6015,22.60425,725.46225,70.2825,0.0,278.62025,17185.70775,0.0,825.47925,17819.732,17185.70775,18645.21125,-1459.503499999999,None,PL,2026-04-23
2026-01-28 02:00:00+00:00,387.2885,3865.5975,159.34275,2985.87825,8129.85775,215.385,69.4675,22.581,725.645,70.50175,0.0,362.36875,16993.91375,0.0,823.7805,17873.79625,16993.91375,18697.57675,-1703.6630000000005,None,PL,2026-04-23
2026-01-28 03:00:00+00:00,397.72675000000004,3857.40175,162.30375,3041.2985,8386.997,226.0815,69.4935,22.542,718.98,69.81049999999999,0.0,403.97900000000004,17356.61425,0.0,681.1095,18341.11075,17356.61425,19022.22025,-1665.6059999999998,None,PL,2026-04-23
2026-01-28 04:00:00+00:00,399.906,4406.9825,163.909,3102.8875,9209.147,226.00375,69.53,22.52,734.98875,71.09625,0.0,412.44925,18819.420000000002,0.0,214.94975,19424.416,18819.420000000002,19639.36575,-819.945749999999,None,PL,2026-04-23
2026-01-28 05:00:00+00:00,402.296,5045.71675,165.5315,3650.6685,9946.6655,225.47325,72.6515,41.1195,756.2615,73.1755,0.0,468.27225,20847.831750000005,230.80775,0.0,22134.429,21078.639500000005,22134.429,-1055.7894999999953,None,PL,2026-04-23
2026-01-28 06:00:00+00:00,404.268,5581.772,166.5335,3770.6935,9705.54825,228.4455,93.495,122.96625,752.1805,72.304,107.63024999999999,476.956,21482.792749999997,695.04325,0.0,23570.39025,22177.835999999996,23570.39025,-1392.5542500000047,None,PL,2026-04-23
2026-01-28 07:00:00+00:00,406.19525,5382.63375,165.7015,3805.8975,9930.45725,229.61275,114.362,150.657,746.19325,72.287,416.4235,482.80525,21903.226000000002,604.429,0.0,24536.41175,22507.655000000002,24536.41175,-2028.7567499999968,None,PL,2026-04-23
2026-01-28 08:00:00+00:00,403.33000000000004,5233.303,161.9515,3717.7025000000003,10428.488,226.651,84.798,108.8185,748.40725,72.283,1022.0897500000001,465.41075,22673.23325,279.92125,0.0,24947.6365,22953.1545,24947.6365,-1994.482,None,PL,2026-04-23
2026-01-28 09:00:00+00:00,404.31975,5289.36075,158.52275,3774.3559999999998,10903.635,227.92075,73.1605,23.787,748.69825,72.33500000000001,1638.8184999999999,426.7645,23741.678750000006,16.8575,0.0,25139.5325,23758.536250000005,25139.5325,-1380.9962499999965,None,PL,2026-04-23
2026-01-28 10:00:00+00:00,400.73975,5246.72275,160.56825,3717.033,11007.19125,224.8055,70.2055,22.718,739.07325,71.48575,2153.91775,419.555,24234.01575,3.3539999999999996,0.0,25416.103,24237.369749999998,25416.103,-1178.7332500000011,None,PL,2026-04-23
2026-01-28 11:00:00+00:00,399.748,5259.1362500000005,166.02625,3655.7532499999998,10942.9945,221.453,69.605,22.522,742.624,71.73275000000001,2272.08625,358.943,24182.62425,0.0,3.941,25490.28875,24182.62425,25494.22975,-1311.6054999999978,None,PL,2026-04-23
