,Hydro Water Reservoir,Other,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-31 03:00:00+00:00,2378.4747500000003,32.92725,0.0,892.13625,3303.5382500000005,0.0,0.0,1668.5,3303.5382500000005,1668.5,1635.0382500000005,None,SE_1,2026-04-23
2026-01-31 04:00:00+00:00,2401.55375,32.918499999999995,0.0,964.70525,3399.1775,0.0,0.0,1718.75,3399.1775,1718.75,1680.4274999999998,None,SE_1,2026-04-23
2026-01-31 05:00:00+00:00,2369.09575,32.765,0.0,999.8017500000001,3401.6625,0.0,0.0,1748.5,3401.6625,1748.5,1653.1625,None,SE_1,2026-04-23
2026-01-31 06:00:00+00:00,2455.49825,32.724000000000004,0.0,1021.6595,3509.8817500000005,0.0,0.0,1828.5,3509.8817500000005,1828.5,1681.3817500000005,None,SE_1,2026-04-23
2026-01-31 07:00:00+00:00,2392.99325,32.794,0.001,1009.155,3434.9432500000003,0.0,0.0,1628.5,3434.9432500000003,1628.5,1806.4432500000003,None,SE_1,2026-04-23
2026-01-31 08:00:00+00:00,2411.972,38.84375,0.03175,1029.18475,3480.03225,0.0,0.0,1507.75,3480.03225,1507.75,1972.2822500000002,None,SE_1,2026-04-23
2026-01-31 09:00:00+00:00,2509.32375,32.813,0.07100000000000001,952.59875,3494.8065,0.0,0.0,1483.25,3494.8065,1483.25,2011.5565000000001,None,SE_1,2026-04-23
2026-01-31 10:00:00+00:00,2527.28475,32.62,0.0915,926.5215000000001,3486.51775,0.0,0.0,1524.25,3486.51775,1524.25,1962.26775,None,SE_1,2026-04-23
2026-01-31 11:00:00+00:00,2381.9565,32.506,0.09125,884.995,3299.5487499999995,0.0,0.0,1382.5,3299.5487499999995,1382.5,1917.0487499999995,None,SE_1,2026-04-23
2026-01-31 12:00:00+00:00,2185.7599999999998,32.45975,0.05625,920.028,3138.304,0.0,0.0,1248.5,3138.304,1248.5,1889.804,None,SE_1,2026-04-23
2026-01-31 13:00:00+00:00,1964.65875,32.3425,0.023,1130.6415,3127.66575,0.0,0.0,1409.75,3127.66575,1409.75,1717.9157500000001,None,SE_1,2026-04-23
2026-01-31 14:00:00+00:00,2042.08275,32.26325,0.008,1374.91625,3449.2702499999996,0.0,0.0,1628.0,3449.2702499999996,1628.0,1821.2702499999996,None,SE_1,2026-04-23
2026-01-31 15:00:00+00:00,1905.03925,32.389,0.0,1615.953,3553.38125,0.0,0.0,1601.0,3553.38125,1601.0,1952.38125,None,SE_1,2026-04-23
2026-01-31 16:00:00+00:00,1930.57075,32.380250000000004,0.0,1777.25475,3740.20575,0.0,0.0,1736.0,3740.20575,1736.0,2004.20575,None,SE_1,2026-04-23
2026-01-31 17:00:00+00:00,1949.8085,32.397999999999996,0.0,1872.5095,3854.716,0.0,0.0,1727.25,3854.716,1727.25,2127.466,None,SE_1,2026-04-23
2026-01-31 18:00:00+00:00,1899.77675,32.49625,0.0,1835.7905,3768.0635,0.0,0.0,1560.25,3768.0635,1560.25,2207.8135,None,SE_1,2026-04-23
2026-01-31 19:00:00+00:00,1896.579,32.56725,0.0,1963.64775,3892.794,0.0,0.0,1653.75,3892.794,1653.75,2239.044,None,SE_1,2026-04-23
2026-01-31 20:00:00+00:00,1942.483,32.639,0.0,1993.0665,3968.1884999999997,0.0,0.0,1623.25,3968.1884999999997,1623.25,2344.9384999999997,None,SE_1,2026-04-23
2026-01-31 21:00:00+00:00,1949.0555,32.570750000000004,0.0,1992.53325,3974.1594999999998,0.0,0.0,1663.25,3974.1594999999998,1663.25,2310.9094999999998,None,SE_1,2026-04-23
2026-01-31 22:00:00+00:00,1932.724,32.5315,0.0,2048.81725,4014.0727500000003,0.0,0.0,1783.25,4014.0727500000003,1783.25,2230.8227500000003,None,SE_1,2026-04-23
2026-01-31 23:00:00+00:00,1638.2740000000001,32.56525,0.0,2133.2245,3804.0637500000003,0.0,0.0,1896.0,3804.0637500000003,1896.0,1908.0637500000003,None,SE_1,2026-04-23
2026-02-01 00:00:00+00:00,1646.6605,32.519,0.0,2114.943,3794.1225000000004,0.0,0.0,1832.5,3794.1225000000004,1832.5,1961.6225000000004,None,SE_1,2026-04-23
2026-02-01 01:00:00+00:00,1639.819,32.5605,0.0,2167.27325,3839.65275,0.0,0.0,1768.75,3839.65275,1768.75,2070.90275,None,SE_1,2026-04-23
2026-02-01 02:00:00+00:00,1630.8565,32.56125,0.0,2151.693,3815.1107500000003,0.0,0.0,1658.0,3815.1107500000003,1658.0,2157.1107500000003,None,SE_1,2026-04-23
2026-02-01 03:00:00+00:00,1681.60375,32.561,0.0,2121.9515,3836.11625,0.0,0.0,1712.0,3836.11625,1712.0,2124.11625,None,SE_1,2026-04-23
2026-02-01 04:00:00+00:00,1815.814,32.54275,0.0,2158.12225,4006.4790000000003,0.0,0.0,1838.75,4006.4790000000003,1838.75,2167.7290000000003,None,SE_1,2026-04-23
2026-02-01 05:00:00+00:00,1969.1605,32.592999999999996,0.0,2168.91275,4170.66625,0.0,0.0,1828.0,4170.66625,1828.0,2342.66625,None,SE_1,2026-04-23
2026-02-01 06:00:00+00:00,2014.0082499999999,32.733999999999995,0.0,2133.17725,4179.9195,0.0,0.0,1631.0,4179.9195,1631.0,2548.9195,None,SE_1,2026-04-23
2026-02-01 07:00:00+00:00,2022.558,32.798249999999996,0.00025,2069.36975,4124.72625,0.0,0.0,1428.75,4124.72625,1428.75,2695.9762499999997,None,SE_1,2026-04-23
2026-02-01 08:00:00+00:00,2206.4305,32.759,0.0435,1950.7635,4189.9965,0.0,0.0,1419.25,4189.9965,1419.25,2770.7465,None,SE_1,2026-04-23
2026-02-01 09:00:00+00:00,2149.40125,32.7655,0.06375,1935.1490000000001,4117.3795,0.0,0.0,1501.0,4117.3795,1501.0,2616.3795,None,SE_1,2026-04-23
2026-02-01 10:00:00+00:00,2296.09,32.69825,0.08975,1907.1747500000001,4236.052750000001,0.0,0.0,1715.25,4236.052750000001,1715.25,2520.8027500000007,None,SE_1,2026-04-23
2026-02-01 11:00:00+00:00,2326.36125,32.50125,0.08325,1884.45575,4243.4015,0.0,0.0,1883.0,4243.4015,1883.0,2360.4015,None,SE_1,2026-04-23
2026-02-01 12:00:00+00:00,2581.7545,32.4075,0.054,1849.96325,4464.17925,0.0,0.0,1962.25,4464.17925,1962.25,2501.92925,None,SE_1,2026-04-23
2026-02-01 13:00:00+00:00,2587.167,32.360749999999996,0.019,1770.14025,4389.687,0.0,0.0,1962.0,4389.687,1962.0,2427.687,None,SE_1,2026-04-23
2026-02-01 14:00:00+00:00,2637.71,32.544,0.008749999999999999,1732.3825,4402.64525,0.0,0.0,1992.5,4402.64525,1992.5,2410.1452499999996,None,SE_1,2026-04-23
2026-02-01 15:00:00+00:00,2670.65725,32.788,0.0,1661.504,4364.94925,0.0,0.0,1752.5,4364.94925,1752.5,2612.4492499999997,None,SE_1,2026-04-23
2026-02-01 16:00:00+00:00,2672.54425,32.7775,0.0,1646.071,4351.39275,0.0,0.0,1618.75,4351.39275,1618.75,2732.64275,None,SE_1,2026-04-23
2026-02-01 17:00:00+00:00,2487.5175,32.843,0.0,1751.3955,4271.755999999999,0.0,0.0,1810.0,4271.755999999999,1810.0,2461.7559999999994,None,SE_1,2026-04-23
2026-02-01 18:00:00+00:00,2280.665,32.88275,0.0,1790.6032500000001,4104.151,0.0,0.0,1983.75,4104.151,1983.75,2120.401,None,SE_1,2026-04-23
2026-02-01 19:00:00+00:00,2146.3289999999997,32.851,0.0,1752.233,3931.4129999999996,0.0,0.0,1982.0,3931.4129999999996,1982.0,1949.4129999999996,None,SE_1,2026-04-23
2026-02-01 20:00:00+00:00,1938.33675,32.83625,0.0,1674.64975,3645.8227500000003,0.0,0.0,1850.5,3645.8227500000003,1850.5,1795.3227500000003,None,SE_1,2026-04-23
2026-02-01 21:00:00+00:00,1811.237,32.813,0.0,1594.6154999999999,3438.6655,0.0,0.0,1750.75,3438.6655,1750.75,1687.9155,None,SE_1,2026-04-23
2026-02-01 22:00:00+00:00,1779.16775,32.778,0.0,1562.7355,3374.68125,0.0,0.0,1585.25,3374.68125,1585.25,1789.43125,None,SE_1,2026-04-23
2026-02-01 23:00:00+00:00,1901.55525,32.09975,0.0,1484.69675,3418.35175,0.0,0.0,1600.25,3418.35175,1600.25,1818.1017499999998,None,SE_1,2026-04-23
2026-02-02 00:00:00+00:00,2487.31225,32.11275,0.0,1382.8335,3902.2585,0.0,0.0,1481.75,3902.2585,1481.75,2420.5085,None,SE_1,2026-04-23
2026-02-02 01:00:00+00:00,2858.4880000000003,32.107,0.0,1299.41375,4190.00875,0.0,0.0,1410.0,4190.00875,1410.0,2780.00875,None,SE_1,2026-04-23
2026-02-02 02:00:00+00:00,2975.932,32.141999999999996,0.0,1184.76325,4192.83725,0.0,0.0,1255.0,4192.83725,1255.0,2937.8372499999996,None,SE_1,2026-04-23
2026-02-02 03:00:00+00:00,3086.8805,32.21175,0.0,1192.1965,4311.28875,0.0,0.0,1237.25,4311.28875,1237.25,3074.0387499999997,None,SE_1,2026-04-23
2026-02-02 04:00:00+00:00,2903.95925,32.29125,0.0,1219.8655,4156.116,0.0,0.0,1271.25,4156.116,1271.25,2884.866,None,SE_1,2026-04-23
2026-02-02 05:00:00+00:00,2976.5074999999997,36.32025,0.0,1204.7675,4217.59525,0.0,0.0,1450.0,4217.59525,1450.0,2767.5952500000003,None,SE_1,2026-04-23
2026-02-02 06:00:00+00:00,3150.57575,42.326,0.0,1130.13875,4323.0405,0.0,0.0,1523.5,4323.0405,1523.5,2799.5405,None,SE_1,2026-04-23
2026-02-02 07:00:00+00:00,3171.31175,42.39625,0.001,1025.0725,4238.7815,0.0,0.0,1376.75,4238.7815,1376.75,2862.0315,None,SE_1,2026-04-23
2026-02-02 08:00:00+00:00,3520.74925,42.33525,0.035500000000000004,954.3634999999999,4517.4835,0.0,0.0,1205.0,4517.4835,1205.0,3312.4835000000003,None,SE_1,2026-04-23
2026-02-02 09:00:00+00:00,3746.76125,42.37225,0.1,828.88625,4618.11975,0.0,0.0,1359.25,4618.11975,1359.25,3258.86975,None,SE_1,2026-04-23
2026-02-02 10:00:00+00:00,3673.6155,42.3795,0.17075,748.0055,4464.17125,0.0,0.0,1309.25,4464.17125,1309.25,3154.9212500000003,None,SE_1,2026-04-23
2026-02-02 11:00:00+00:00,3783.34175,41.3715,0.17425,612.6202499999999,4437.507750000001,0.0,0.0,1307.5,4437.507750000001,1307.5,3130.0077500000007,None,SE_1,2026-04-23
2026-02-02 12:00:00+00:00,3777.7435,42.3535,0.09375,535.36625,4355.557000000001,0.0,0.0,1336.0,4355.557000000001,1336.0,3019.5570000000007,None,SE_1,2026-04-23
2026-02-02 13:00:00+00:00,3745.73125,42.3815,0.03675,571.25775,4359.40725,0.0,0.0,1379.25,4359.40725,1379.25,2980.15725,None,SE_1,2026-04-23
2026-02-02 14:00:00+00:00,3760.7495,42.26775,0.010499999999999999,738.17325,4541.201,0.0,0.0,1490.5,4541.201,1490.5,3050.701,None,SE_1,2026-04-23
2026-02-02 15:00:00+00:00,3814.59425,42.3635,0.0,841.354,4698.31175,0.0,0.0,1460.25,4698.31175,1460.25,3238.06175,None,SE_1,2026-04-23
2026-02-02 16:00:00+00:00,3784.446,42.24925,0.0,874.0455,4700.74075,0.0,0.0,1292.25,4700.74075,1292.25,3408.49075,None,SE_1,2026-04-23
2026-02-02 17:00:00+00:00,3686.7275,42.14075,0.0,869.77325,4598.6415,0.0,0.0,1187.5,4598.6415,1187.5,3411.1414999999997,None,SE_1,2026-04-23
2026-02-02 18:00:00+00:00,3790.5860000000002,42.1295,0.0,843.955,4676.6705,0.0,0.0,1489.75,4676.6705,1489.75,3186.9205,None,SE_1,2026-04-23
2026-02-02 19:00:00+00:00,3547.318,42.14075,0.0,845.1007500000001,4434.5595,0.0,0.0,1527.25,4434.5595,1527.25,2907.3095000000003,None,SE_1,2026-04-23
2026-02-02 20:00:00+00:00,3539.84,42.195499999999996,0.0,729.66475,4311.70025,0.0,0.0,1650.25,4311.70025,1650.25,2661.45025,None,SE_1,2026-04-23
2026-02-02 21:00:00+00:00,3409.4449999999997,42.235749999999996,0.0,611.61075,4063.2914999999994,0.0,0.0,1606.75,4063.2914999999994,1606.75,2456.5414999999994,None,SE_1,2026-04-23
2026-02-02 22:00:00+00:00,3049.58475,42.210750000000004,0.0,520.96525,3612.7607500000004,0.0,0.0,1455.75,3612.7607500000004,1455.75,2157.0107500000004,None,SE_1,2026-04-23
2026-02-02 23:00:00+00:00,3584.63125,43.83725,0.0,411.44100000000003,4039.9094999999998,0.0,0.0,1789.75,4039.9094999999998,1789.75,2250.1594999999998,None,SE_1,2026-04-23
2026-02-03 00:00:00+00:00,3414.40125,44.05675,0.0,338.97825,3797.43625,0.0,0.0,1448.25,3797.43625,1448.25,2349.18625,None,SE_1,2026-04-23
2026-02-03 01:00:00+00:00,3271.45425,44.1775,0.0,302.8335,3618.4652499999997,0.0,0.0,1465.25,3618.4652499999997,1465.25,2153.2152499999997,None,SE_1,2026-04-23
2026-02-03 02:00:00+00:00,3249.293,46.2435,0.0,263.88725,3559.42375,0.0,0.0,1463.5,3559.42375,1463.5,2095.92375,None,SE_1,2026-04-23
2026-02-03 03:00:00+00:00,3246.804,46.6665,0.0,250.71275,3544.18325,0.0,0.0,1507.75,3544.18325,1507.75,2036.43325,None,SE_1,2026-04-23
2026-02-03 04:00:00+00:00,3442.6855,48.308,0.0,219.91625,3710.90975,0.0,0.0,1579.0,3710.90975,1579.0,2131.90975,None,SE_1,2026-04-23
2026-02-03 05:00:00+00:00,3996.0165,48.5075,0.0,200.81674999999998,4245.34075,0.0,0.0,1757.75,4245.34075,1757.75,2487.5907500000003,None,SE_1,2026-04-23
2026-02-03 06:00:00+00:00,4218.39775,48.471000000000004,0.0,182.859,4449.72775,0.0,0.0,1799.5,4449.72775,1799.5,2650.22775,None,SE_1,2026-04-23
2026-02-03 07:00:00+00:00,4185.91425,48.43325,0.001,148.99124999999998,4383.33975,0.0,0.0,1739.75,4383.33975,1739.75,2643.58975,None,SE_1,2026-04-23
2026-02-03 08:00:00+00:00,4207.94875,48.558,0.04375,121.328,4377.8785,0.0,0.0,1777.5,4377.8785,1777.5,2600.3785,None,SE_1,2026-04-23
2026-02-03 09:00:00+00:00,4168.1925,48.591499999999996,0.1235,89.45825,4306.365749999999,0.0,0.0,1841.5,4306.365749999999,1841.5,2464.865749999999,None,SE_1,2026-04-23
2026-02-03 10:00:00+00:00,4102.24175,48.506,0.25825,62.543,4213.549,0.0,0.0,1837.75,4213.549,1837.75,2375.799,None,SE_1,2026-04-23
2026-02-03 11:00:00+00:00,3917.5755,46.433499999999995,0.2565,44.66925,4008.93475,0.0,0.0,1765.75,4008.93475,1765.75,2243.18475,None,SE_1,2026-04-23
2026-02-03 12:00:00+00:00,3855.73425,48.333,0.1255,29.539,3933.7317500000004,0.0,0.0,1702.25,3933.7317500000004,1702.25,2231.4817500000004,None,SE_1,2026-04-23
2026-02-03 13:00:00+00:00,3887.03,48.11475,0.03325,31.926499999999997,3967.1045000000004,0.0,0.0,1694.75,3967.1045000000004,1694.75,2272.3545000000004,None,SE_1,2026-04-23
2026-02-03 14:00:00+00:00,4111.391250000001,47.918,0.00875,39.88775,4199.20575,0.0,0.0,1726.75,4199.20575,1726.75,2472.45575,None,SE_1,2026-04-23
2026-02-03 15:00:00+00:00,4144.722,48.416,0.0,53.143249999999995,4246.28125,0.0,0.0,1699.5,4246.28125,1699.5,2546.78125,None,SE_1,2026-04-23
2026-02-03 16:00:00+00:00,4275.82675,48.2385,0.0,71.15225,4395.217500000001,0.0,0.0,1727.0,4395.217500000001,1727.0,2668.2175000000007,None,SE_1,2026-04-23
2026-02-03 17:00:00+00:00,4276.09975,47.949,0.0,89.04275,4413.0914999999995,0.0,0.0,1726.75,4413.0914999999995,1726.75,2686.3414999999995,None,SE_1,2026-04-23
2026-02-03 18:00:00+00:00,4263.282999999999,47.88625,0.0,98.92275,4410.091999999999,0.0,0.0,1728.75,4410.091999999999,1728.75,2681.3419999999987,None,SE_1,2026-04-23
2026-02-03 19:00:00+00:00,4143.23475,47.98675,0.0,114.19175,4305.41325,0.0,0.0,1704.5,4305.41325,1704.5,2600.9132499999996,None,SE_1,2026-04-23
2026-02-03 20:00:00+00:00,3811.7782500000003,47.92375,0.0,148.133,4007.835,0.0,0.0,1699.25,4007.835,1699.25,2308.585,None,SE_1,2026-04-23
2026-02-03 21:00:00+00:00,3550.93075,47.92075,0.0,167.069,3765.9204999999997,0.0,0.0,1674.5,3765.9204999999997,1674.5,2091.4204999999997,None,SE_1,2026-04-23
2026-02-03 22:00:00+00:00,3367.326,47.8065,0.0,189.8515,3604.9840000000004,0.0,0.0,1660.5,3604.9840000000004,1660.5,1944.4840000000004,None,SE_1,2026-04-23
2026-02-03 23:00:00+00:00,3373.7400000000002,38.1275,0.0,196.8145,3608.6820000000002,0.0,0.0,1602.0,3608.6820000000002,1602.0,2006.6820000000002,None,SE_1,2026-04-23
2026-02-04 00:00:00+00:00,3379.851,38.25425,0.0,225.1605,3643.26575,0.0,0.0,1578.25,3643.26575,1578.25,2065.01575,None,SE_1,2026-04-23
2026-02-04 01:00:00+00:00,3369.41925,38.287,0.0,243.89000000000001,3651.5962499999996,0.0,0.0,1592.0,3651.5962499999996,1592.0,2059.5962499999996,None,SE_1,2026-04-23
2026-02-04 02:00:00+00:00,3361.36775,40.264,0.0,245.69925,3647.331,0.0,0.0,1553.0,3647.331,1553.0,2094.331,None,SE_1,2026-04-23
2026-02-04 03:00:00+00:00,3375.6405,40.223,0.0,253.49325,3669.35675,0.0,0.0,1474.0,3669.35675,1474.0,2195.35675,None,SE_1,2026-04-23
2026-02-04 04:00:00+00:00,3388.0477499999997,40.5245,0.0,248.65,3677.22225,0.0,0.0,1460.5,3677.22225,1460.5,2216.72225,None,SE_1,2026-04-23
2026-02-04 05:00:00+00:00,3795.7292500000003,40.5655,0.0,272.8785,4109.173250000001,0.0,0.0,1553.75,4109.173250000001,1553.75,2555.4232500000007,None,SE_1,2026-04-23
2026-02-04 06:00:00+00:00,4229.82025,40.4625,0.0,271.9345,4542.21725,0.0,0.0,1679.25,4542.21725,1679.25,2862.9672499999997,None,SE_1,2026-04-23
2026-02-04 07:00:00+00:00,4234.83975,40.3435,0.0015,345.91925000000003,4621.104,0.0,0.0,1728.5,4621.104,1728.5,2892.6040000000003,None,SE_1,2026-04-23
2026-02-04 08:00:00+00:00,4123.4555,40.3455,0.05675,405.77525,4569.633,0.0,0.0,1723.75,4569.633,1723.75,2845.883,None,SE_1,2026-04-23
2026-02-04 09:00:00+00:00,3983.76675,40.25875,0.25725000000000003,483.51775,4507.800499999999,0.0,0.0,1689.25,4507.800499999999,1689.25,2818.5504999999994,None,SE_1,2026-04-23
2026-02-04 10:00:00+00:00,3842.439,40.33625,0.4855,589.36675,4472.6275,0.0,0.0,1690.0,4472.6275,1690.0,2782.6274999999996,None,SE_1,2026-04-23
2026-02-04 11:00:00+00:00,3657.06225,38.55175,0.47825,637.534,4333.62625,0.0,0.0,1614.5,4333.62625,1614.5,2719.1262500000003,None,SE_1,2026-04-23
2026-02-04 12:00:00+00:00,3637.643,40.64725,0.2235,650.9422500000001,4329.456,0.0,0.0,1498.5,4329.456,1498.5,2830.956,None,SE_1,2026-04-23
2026-02-04 13:00:00+00:00,3698.6915,40.64575000000001,0.063,716.663,4456.06325,0.0,0.0,1419.75,4456.06325,1419.75,3036.31325,None,SE_1,2026-04-23
2026-02-04 14:00:00+00:00,3741.4474999999998,40.50725,0.02025,825.70825,4607.68325,0.0,0.0,1413.25,4607.68325,1413.25,3194.43325,None,SE_1,2026-04-23
2026-02-04 15:00:00+00:00,3642.353,40.375,0.0,947.3832500000001,4630.11125,0.0,0.0,1514.0,4630.11125,1514.0,3116.11125,None,SE_1,2026-04-23
2026-02-04 16:00:00+00:00,3233.91425,40.09025,0.0,1063.5205,4337.525,0.0,0.0,1412.25,4337.525,1412.25,2925.2749999999996,None,SE_1,2026-04-23
2026-02-04 17:00:00+00:00,3180.6949999999997,39.93325,0.0,1128.5997499999999,4349.227999999999,0.0,0.0,1186.0,4349.227999999999,1186.0,3163.227999999999,None,SE_1,2026-04-23
2026-02-04 18:00:00+00:00,3125.1475,39.874249999999996,0.0,1215.11175,4380.1335,0.0,0.0,1175.25,4380.1335,1175.25,3204.8835,None,SE_1,2026-04-23
2026-02-04 19:00:00+00:00,3093.976,39.94725,0.0,1340.7082500000001,4474.6315,0.0,0.0,1338.25,4474.6315,1338.25,3136.3815000000004,None,SE_1,2026-04-23
2026-02-04 20:00:00+00:00,3189.46875,39.97775,0.0,1457.0785,4686.525,0.0,0.0,1518.25,4686.525,1518.25,3168.2749999999996,None,SE_1,2026-04-23
2026-02-04 21:00:00+00:00,3110.701,40.061,0.0,1472.6680000000001,4623.43,0.0,0.0,1333.25,4623.43,1333.25,3290.1800000000003,None,SE_1,2026-04-23
2026-02-04 22:00:00+00:00,2752.24925,40.02125,0.0,1451.4367499999998,4243.7072499999995,0.0,0.0,1429.0,4243.7072499999995,1429.0,2814.7072499999995,None,SE_1,2026-04-23
2026-02-04 23:00:00+00:00,2748.4025,41.382,0.0,1477.4195,4267.204,0.0,0.0,1267.0,4267.204,1267.0,3000.2039999999997,None,SE_1,2026-04-23
2026-02-05 00:00:00+00:00,2708.3605,35.38125,0.0,1447.855,4191.59675,0.0,0.0,1138.5,4191.59675,1138.5,3053.0967499999997,None,SE_1,2026-04-23
2026-02-05 01:00:00+00:00,2682.05975,35.380250000000004,0.0,1488.676,4206.116,0.0,0.0,1119.5,4206.116,1119.5,3086.616,None,SE_1,2026-04-23
2026-02-05 02:00:00+00:00,2667.8022499999997,35.38,0.0,1357.32925,4060.5114999999996,0.0,0.0,999.5,4060.5114999999996,999.5,3061.0114999999996,None,SE_1,2026-04-23
2026-02-05 03:00:00+00:00,2676.64975,35.3795,0.0,1278.923,3990.9522500000003,0.0,0.0,1058.5,3990.9522500000003,1058.5,2932.4522500000003,None,SE_1,2026-04-23
2026-02-05 04:00:00+00:00,2785.12525,35.3785,0.0,1220.53425,4041.0379999999996,0.0,0.0,1278.75,4041.0379999999996,1278.75,2762.2879999999996,None,SE_1,2026-04-23
2026-02-05 05:00:00+00:00,3130.8155,35.378,0.0,1138.1377499999999,4304.33125,0.0,0.0,1670.25,4304.33125,1670.25,2634.08125,None,SE_1,2026-04-23
2026-02-05 06:00:00+00:00,3605.8025,35.377,0.0,989.7217499999999,4630.90125,0.0,0.0,1677.5,4630.90125,1677.5,2953.40125,None,SE_1,2026-04-23
2026-02-05 07:00:00+00:00,3610.9339999999997,35.3775,0.005,718.0535,4364.37,0.0,0.0,1654.5,4364.37,1654.5,2709.87,None,SE_1,2026-04-23
2026-02-05 08:00:00+00:00,3664.93025,35.3845,0.13575,638.2815,4338.732,0.0,0.0,1935.25,4338.732,1935.25,2403.482,None,SE_1,2026-04-23
2026-02-05 09:00:00+00:00,3675.3632500000003,35.39775,0.37175,435.2725,4146.40525,0.0,0.0,1871.25,4146.40525,1871.25,2275.15525,None,SE_1,2026-04-23
2026-02-05 10:00:00+00:00,3624.822,35.40075,0.55175,268.50175,3929.27625,0.0,0.0,1803.75,3929.27625,1803.75,2125.52625,None,SE_1,2026-04-23
2026-02-05 11:00:00+00:00,3602.689,35.4,0.48775,203.14675,3841.7234999999996,0.0,0.0,1785.0,3841.7234999999996,1785.0,2056.7234999999996,None,SE_1,2026-04-23
2026-02-05 12:00:00+00:00,3537.8597499999996,35.393,0.24725,178.63625,3752.1362499999996,0.0,0.0,1773.25,3752.1362499999996,1773.25,1978.8862499999996,None,SE_1,2026-04-23
2026-02-05 13:00:00+00:00,3482.56275,35.3775,0.076,143.295,3661.31125,0.0,0.0,1690.0,3661.31125,1690.0,1971.3112500000002,None,SE_1,2026-04-23
2026-02-05 14:00:00+00:00,3723.86675,35.37675,0.02225,150.097,3909.3627500000002,0.0,0.0,1780.75,3909.3627500000002,1780.75,2128.6127500000002,None,SE_1,2026-04-23
2026-02-05 15:00:00+00:00,3914.79025,35.37625,0.0,165.68275,4115.84925,0.0,0.0,1807.0,4115.84925,1807.0,2308.84925,None,SE_1,2026-04-23
2026-02-05 16:00:00+00:00,4089.0107500000004,35.37625,0.0,168.13875,4292.525750000001,0.0,0.0,1765.5,4292.525750000001,1765.5,2527.0257500000007,None,SE_1,2026-04-23
2026-02-05 17:00:00+00:00,4078.0165,35.3755,0.0,131.99725,4245.38925,0.0,0.0,1741.25,4245.38925,1741.25,2504.13925,None,SE_1,2026-04-23
2026-02-05 18:00:00+00:00,4083.32575,35.37625,0.0,142.48,4261.182,0.0,0.0,1751.25,4261.182,1751.25,2509.932,None,SE_1,2026-04-23
2026-02-05 19:00:00+00:00,3842.901,35.3765,0.0,148.86675,4027.14425,0.0,0.0,1724.75,4027.14425,1724.75,2302.39425,None,SE_1,2026-04-23
2026-02-05 20:00:00+00:00,3364.73575,35.37625,0.0,146.6935,3546.8054999999995,0.0,0.0,1621.25,3546.8054999999995,1621.25,1925.5554999999995,None,SE_1,2026-04-23
2026-02-05 21:00:00+00:00,3363.0395,35.3755,0.0,149.99325,3548.40825,0.0,0.0,1588.75,3548.40825,1588.75,1959.65825,None,SE_1,2026-04-23
2026-02-05 22:00:00+00:00,3181.7935,35.375,0.0,166.465,3383.6335000000004,0.0,0.0,1621.75,3383.6335000000004,1621.75,1761.8835000000004,None,SE_1,2026-04-23
2026-02-05 23:00:00+00:00,2586.98875,38.601,0.0,132.13375,2757.7235,0.0,0.0,1527.5,2757.7235,1527.5,1230.2235,None,SE_1,2026-04-23
2026-02-06 00:00:00+00:00,2613.91425,38.6,0.0,148.29525,2800.8095,0.0,0.0,1583.75,2800.8095,1583.75,1217.0594999999998,None,SE_1,2026-04-23
2026-02-06 01:00:00+00:00,2621.51575,38.6,0.0,165.38675,2825.5025,0.0,0.0,1610.0,2825.5025,1610.0,1215.5025,None,SE_1,2026-04-23
2026-02-06 02:00:00+00:00,2631.455,38.59975,0.0,179.50775,2849.5625,0.0,0.0,1628.25,2849.5625,1628.25,1221.3125,None,SE_1,2026-04-23
2026-02-06 03:00:00+00:00,2653.6504999999997,38.599,0.0,190.46425,2882.71375,0.0,0.0,1647.75,2882.71375,1647.75,1234.96375,None,SE_1,2026-04-23
2026-02-06 04:00:00+00:00,2946.51325,38.599,0.0,214.39575,3199.5080000000003,0.0,0.0,1718.25,3199.5080000000003,1718.25,1481.2580000000003,None,SE_1,2026-04-23
2026-02-06 05:00:00+00:00,3477.06925,38.599,0.0,233.7105,3749.3787500000003,0.0,0.0,1819.5,3749.3787500000003,1819.5,1929.8787500000003,None,SE_1,2026-04-23
2026-02-06 06:00:00+00:00,3629.911,38.598749999999995,0.00025,285.842,3954.3520000000003,0.0,0.0,1848.25,3954.3520000000003,1848.25,2106.1020000000003,None,SE_1,2026-04-23
2026-02-06 07:00:00+00:00,3675.098,38.598,0.00475,291.5775,4005.27825,0.0,0.0,1705.25,4005.27825,1705.25,2300.02825,None,SE_1,2026-04-23
2026-02-06 08:00:00+00:00,3768.14475,38.603,0.056,333.5995,4140.40325,0.0,0.0,1776.0,4140.40325,1776.0,2364.4032500000003,None,SE_1,2026-04-23
2026-02-06 09:00:00+00:00,3751.47275,38.61725,0.27449999999999997,374.93025,4165.29475,0.0,0.0,1718.0,4165.29475,1718.0,2447.29475,None,SE_1,2026-04-23
2026-02-06 10:00:00+00:00,3678.7,38.621,0.4935,464.71475,4182.52925,0.0,0.0,1688.25,4182.52925,1688.25,2494.2792499999996,None,SE_1,2026-04-23
