,Hydro Water Reservoir,Other,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 19:00:00+00:00,2627.35525,24.70175,0.0,1240.59,3892.647,0.0,0.0,2257.75,3892.647,2257.75,1634.897,None,SE_1,2026-04-23
2026-01-01 20:00:00+00:00,2585.24575,24.7,0.0,1165.0695,3775.01525,0.0,0.0,2114.0,3775.01525,2114.0,1661.01525,None,SE_1,2026-04-23
2026-01-01 21:00:00+00:00,2390.7105,24.6965,0.0,863.395,3278.802,0.0,0.0,1776.25,3278.802,1776.25,1502.5520000000001,None,SE_1,2026-04-23
2026-01-01 22:00:00+00:00,2372.81425,24.68925,0.0,767.16975,3164.67325,0.0,0.0,1696.25,3164.67325,1696.25,1468.4232499999998,None,SE_1,2026-04-23
2026-01-01 23:00:00+00:00,2484.53075,17.649,0.0,1284.288,3786.46775,0.0,0.0,2218.75,3786.46775,2218.75,1567.7177499999998,None,SE_1,2026-04-23
2026-01-02 00:00:00+00:00,2473.39625,17.644,0.0,1255.078,3746.1182499999995,0.0,0.0,2108.5,3746.1182499999995,2108.5,1637.6182499999995,None,SE_1,2026-04-23
2026-01-02 01:00:00+00:00,2348.2075,17.646,0.0,1209.60925,3575.46275,0.0,0.0,2042.25,3575.46275,2042.25,1533.2127500000001,None,SE_1,2026-04-23
2026-01-02 02:00:00+00:00,2345.478,17.644,0.0,935.105,3298.227,0.0,0.0,1824.5,3298.227,1824.5,1473.7269999999999,None,SE_1,2026-04-23
2026-01-02 03:00:00+00:00,2488.322,17.644,0.0,918.18225,3424.1482499999997,0.0,0.0,1699.0,3424.1482499999997,1699.0,1725.1482499999997,None,SE_1,2026-04-23
2026-01-02 04:00:00+00:00,2527.7085,17.64475,0.0,954.55225,3499.9055,0.0,0.0,1714.0,3499.9055,1714.0,1785.9054999999998,None,SE_1,2026-04-23
2026-01-02 05:00:00+00:00,3193.22375,17.645,0.0,954.401,4165.26975,0.0,0.0,1926.75,4165.26975,1926.75,2238.5197500000004,None,SE_1,2026-04-23
2026-01-02 06:00:00+00:00,3145.7377500000002,17.648,0.0,874.703,4038.0887500000003,0.0,0.0,1706.75,4038.0887500000003,1706.75,2331.3387500000003,None,SE_1,2026-04-23
2026-01-02 07:00:00+00:00,3144.2915000000003,17.64925,0.0,932.2750000000001,4094.2157500000003,0.0,0.0,1792.25,4094.2157500000003,1792.25,2301.9657500000003,None,SE_1,2026-04-23
2026-01-02 08:00:00+00:00,3144.45325,22.6565,0.00025,876.3227499999999,4043.43275,0.0,0.0,1490.75,4043.43275,1490.75,2552.68275,None,SE_1,2026-04-23
2026-01-02 09:00:00+00:00,3397.866,27.6475,0.0035,808.342,4233.8589999999995,0.0,0.0,1721.25,4233.8589999999995,1721.25,2512.6089999999995,None,SE_1,2026-04-23
2026-01-02 10:00:00+00:00,3416.5735,27.647,0.00625,786.33725,4230.564,0.0,0.0,1832.5,4230.564,1832.5,2398.0640000000003,None,SE_1,2026-04-23
2026-01-02 11:00:00+00:00,3414.40225,27.6485,0.007,714.08275,4156.1404999999995,0.0,0.0,1833.25,4156.1404999999995,1833.25,2322.8904999999995,None,SE_1,2026-04-23
2026-01-02 12:00:00+00:00,3435.8495000000003,27.648,0.0015,711.2155,4174.7145,0.0,0.0,1729.75,4174.7145,1729.75,2444.9645,None,SE_1,2026-04-23
2026-01-02 13:00:00+00:00,3449.9235,27.6505,0.0,781.1095,4258.6835,0.0,0.0,1776.25,4258.6835,1776.25,2482.4335,None,SE_1,2026-04-23
2026-01-02 14:00:00+00:00,3506.529,27.646,0.0,794.6245,4328.7995,0.0,0.0,1871.0,4328.7995,1871.0,2457.7995,None,SE_1,2026-04-23
2026-01-02 15:00:00+00:00,3440.484,27.646,0.0,711.76975,4179.8997500000005,0.0,0.0,1801.25,4179.8997500000005,1801.25,2378.6497500000005,None,SE_1,2026-04-23
2026-01-02 16:00:00+00:00,3437.43775,27.646,0.0,713.82275,4178.9065,0.0,0.0,1759.0,4178.9065,1759.0,2419.9065,None,SE_1,2026-04-23
2026-01-02 17:00:00+00:00,3409.1815,27.646,0.0,762.387,4199.2145,0.0,0.0,1673.25,4199.2145,1673.25,2525.9645,None,SE_1,2026-04-23
2026-01-02 18:00:00+00:00,3329.6757500000003,27.646,0.0,867.13375,4224.4555,0.0,0.0,1682.5,4224.4555,1682.5,2541.9555,None,SE_1,2026-04-23
2026-01-02 19:00:00+00:00,3294.52775,27.646,0.0,1034.0565,4356.2302500000005,0.0,0.0,1813.25,4356.2302500000005,1813.25,2542.9802500000005,None,SE_1,2026-04-23
2026-01-02 20:00:00+00:00,3309.15025,27.646,0.0,992.5295,4329.32575,0.0,0.0,1873.75,4329.32575,1873.75,2455.57575,None,SE_1,2026-04-23
2026-01-02 21:00:00+00:00,3283.4674999999997,27.646,0.0,874.9455,4186.059,0.0,0.0,1795.25,4186.059,1795.25,2390.809,None,SE_1,2026-04-23
2026-01-02 22:00:00+00:00,3284.2095,22.646,0.0,822.65825,4129.51375,0.0,0.0,1620.25,4129.51375,1620.25,2509.26375,None,SE_1,2026-04-23
2026-01-02 23:00:00+00:00,3254.6217500000002,16.655,0.0,854.3217500000001,4125.5985,0.0,0.0,1625.25,4125.5985,1625.25,2500.3485,None,SE_1,2026-04-23
2026-01-03 00:00:00+00:00,3212.2577499999998,16.655,0.0,857.09775,4086.0105,0.0,0.0,1719.25,4086.0105,1719.25,2366.7605,None,SE_1,2026-04-23
2026-01-03 01:00:00+00:00,3176.1025,16.655,0.0,787.0577499999999,3979.81525,0.0,0.0,1681.75,3979.81525,1681.75,2298.06525,None,SE_1,2026-04-23
2026-01-03 02:00:00+00:00,3184.40925,16.655,0.0,805.3525,4006.4167500000003,0.0,0.0,1781.5,4006.4167500000003,1781.5,2224.9167500000003,None,SE_1,2026-04-23
2026-01-03 03:00:00+00:00,3208.87475,16.6565,0.0,913.638,4139.16925,0.0,0.0,1752.0,4139.16925,1752.0,2387.16925,None,SE_1,2026-04-23
2026-01-03 04:00:00+00:00,3277.67025,16.659,0.0,875.96525,4170.2945,0.0,0.0,1607.0,4170.2945,1607.0,2563.2945,None,SE_1,2026-04-23
2026-01-03 05:00:00+00:00,3328.59275,16.658749999999998,0.0,813.8035,4159.055,0.0,0.0,1557.5,4159.055,1557.5,2601.5550000000003,None,SE_1,2026-04-23
2026-01-03 06:00:00+00:00,3452.0975,16.65925,0.0,862.3755,4331.13225,0.0,0.0,1538.75,4331.13225,1538.75,2792.3822499999997,None,SE_1,2026-04-23
2026-01-03 07:00:00+00:00,3547.14675,16.658,0.0,926.5715,4490.376249999999,0.0,0.0,1594.25,4490.376249999999,1594.25,2896.1262499999993,None,SE_1,2026-04-23
2026-01-03 08:00:00+00:00,3605.73575,16.6595,0.00025,966.40775,4588.80325,0.0,0.0,1512.5,4588.80325,1512.5,3076.30325,None,SE_1,2026-04-23
2026-01-03 09:00:00+00:00,3610.12975,16.666,0.005,931.809,4558.6097500000005,0.0,0.0,1566.5,4558.6097500000005,1566.5,2992.1097500000005,None,SE_1,2026-04-23
2026-01-03 10:00:00+00:00,3624.73825,16.6685,0.00975,951.7760000000001,4593.1925,0.0,0.0,1689.75,4593.1925,1689.75,2903.4425,None,SE_1,2026-04-23
2026-01-03 11:00:00+00:00,3786.578,16.66625,0.009,901.802,4705.05525,0.0,0.0,1797.5,4705.05525,1797.5,2907.5552500000003,None,SE_1,2026-04-23
2026-01-03 12:00:00+00:00,3833.803,16.6695,0.0015,842.953,4693.427,0.0,0.0,1747.5,4693.427,1747.5,2945.9269999999997,None,SE_1,2026-04-23
2026-01-03 13:00:00+00:00,3754.826,16.6685,0.0,793.58075,4565.07525,0.0,0.0,1788.75,4565.07525,1788.75,2776.32525,None,SE_1,2026-04-23
2026-01-03 14:00:00+00:00,3774.1000000000004,16.666,0.0,748.56225,4539.3282500000005,0.0,0.0,1813.25,4539.3282500000005,1813.25,2726.0782500000005,None,SE_1,2026-04-23
2026-01-03 15:00:00+00:00,3833.2725,16.66625,0.0,673.02875,4522.967500000001,0.0,0.0,1891.25,4522.967500000001,1891.25,2631.7175000000007,None,SE_1,2026-04-23
2026-01-03 16:00:00+00:00,3827.087,16.667,0.0,595.17925,4438.93325,0.0,0.0,1755.0,4438.93325,1755.0,2683.93325,None,SE_1,2026-04-23
2026-01-03 17:00:00+00:00,3816.079,16.670749999999998,0.0,500.64125,4333.391,0.0,0.0,1688.0,4333.391,1688.0,2645.3909999999996,None,SE_1,2026-04-23
2026-01-03 18:00:00+00:00,3857.43725,16.672,0.0,447.6865,4321.79575,0.0,0.0,1664.75,4321.79575,1664.75,2657.04575,None,SE_1,2026-04-23
2026-01-03 19:00:00+00:00,3722.315,16.672,0.0,469.00625,4207.99325,0.0,0.0,1846.75,4207.99325,1846.75,2361.2432500000004,None,SE_1,2026-04-23
2026-01-03 20:00:00+00:00,3870.11525,16.669,0.0,482.104,4368.88825,0.0,0.0,2054.0,4368.88825,2054.0,2314.88825,None,SE_1,2026-04-23
2026-01-03 21:00:00+00:00,3847.94875,16.669,0.0,406.16875000000005,4270.7865,0.0,0.0,1922.5,4270.7865,1922.5,2348.2865,None,SE_1,2026-04-23
2026-01-03 22:00:00+00:00,3882.977,16.673,0.0,308.282,4207.932,0.0,0.0,1960.25,4207.932,1960.25,2247.682,None,SE_1,2026-04-23
2026-01-03 23:00:00+00:00,3660.4455,18.676,0.0,260.9055,3940.0269999999996,0.0,0.0,1840.0,3940.0269999999996,1840.0,2100.0269999999996,None,SE_1,2026-04-23
2026-01-04 00:00:00+00:00,3533.09325,18.67675,0.0,201.14825,3752.91825,0.0,0.0,1670.5,3752.91825,1670.5,2082.41825,None,SE_1,2026-04-23
2026-01-04 01:00:00+00:00,3553.71075,18.673,0.0,212.79,3785.17375,0.0,0.0,1650.0,3785.17375,1650.0,2135.17375,None,SE_1,2026-04-23
2026-01-04 02:00:00+00:00,3536.2380000000003,18.676499999999997,0.0,174.278,3729.1925,0.0,0.0,1563.0,3729.1925,1563.0,2166.1925,None,SE_1,2026-04-23
2026-01-04 03:00:00+00:00,3499.22,18.686,0.0,165.70875,3683.6147499999997,0.0,0.0,1567.0,3683.6147499999997,1567.0,2116.6147499999997,None,SE_1,2026-04-23
2026-01-04 04:00:00+00:00,3491.70575,18.69,0.0,186.27825,3696.674,0.0,0.0,1652.75,3696.674,1652.75,2043.924,None,SE_1,2026-04-23
2026-01-04 05:00:00+00:00,3632.12925,18.697,0.0,192.2065,3843.0327500000003,0.0,0.0,1779.25,3843.0327500000003,1779.25,2063.7827500000003,None,SE_1,2026-04-23
2026-01-04 06:00:00+00:00,3658.82325,22.704250000000002,0.0,144.66975,3826.19725,0.0,0.0,1634.0,3826.19725,1634.0,2192.19725,None,SE_1,2026-04-23
2026-01-04 07:00:00+00:00,3660.8047500000002,26.711,0.0,153.44,3840.95575,0.0,0.0,1448.25,3840.95575,1448.25,2392.70575,None,SE_1,2026-04-23
2026-01-04 08:00:00+00:00,3730.815,26.7225,0.0005,216.43725,3973.97525,0.0,0.0,1499.0,3973.97525,1499.0,2474.97525,None,SE_1,2026-04-23
2026-01-04 09:00:00+00:00,3748.4165000000003,26.732,0.0075,381.36175000000003,4156.517750000001,0.0,0.0,1535.75,4156.517750000001,1535.75,2620.767750000001,None,SE_1,2026-04-23
2026-01-04 10:00:00+00:00,3744.964,22.74875,0.01175,424.418,4192.1425,0.0,0.0,1510.0,4192.1425,1510.0,2682.1425,None,SE_1,2026-04-23
2026-01-04 11:00:00+00:00,3761.2355000000002,18.767,0.01025,456.591,4236.60375,0.0,0.0,1498.25,4236.60375,1498.25,2738.35375,None,SE_1,2026-04-23
2026-01-04 12:00:00+00:00,3759.14225,22.76675,0.0025,471.0055,4252.9169999999995,0.0,0.0,1497.0,4252.9169999999995,1497.0,2755.9169999999995,None,SE_1,2026-04-23
2026-01-04 13:00:00+00:00,3764.43475,18.77075,0.0,502.3205,4285.526,0.0,0.0,1758.75,4285.526,1758.75,2526.776,None,SE_1,2026-04-23
2026-01-04 14:00:00+00:00,3770.6555,22.7695,0.0,529.6785,4323.103499999999,0.0,0.0,1825.5,4323.103499999999,1825.5,2497.6034999999993,None,SE_1,2026-04-23
2026-01-04 15:00:00+00:00,3862.96925,18.756,0.0,489.496,4371.22125,0.0,0.0,1900.75,4371.22125,1900.75,2470.4712499999996,None,SE_1,2026-04-23
2026-01-04 16:00:00+00:00,3921.92825,18.75,0.0,475.69275000000005,4416.371,0.0,0.0,1752.25,4416.371,1752.25,2664.121,None,SE_1,2026-04-23
2026-01-04 17:00:00+00:00,3857.6555,18.7715,0.0,440.22875,4316.65575,0.0,0.0,1659.0,4316.65575,1659.0,2657.65575,None,SE_1,2026-04-23
2026-01-04 18:00:00+00:00,3859.92925,18.7665,0.0,428.481,4307.1767500000005,0.0,0.0,1692.75,4307.1767500000005,1692.75,2614.4267500000005,None,SE_1,2026-04-23
2026-01-04 19:00:00+00:00,3837.99825,18.76525,0.0,512.85175,4369.61525,0.0,0.0,1679.0,4369.61525,1679.0,2690.61525,None,SE_1,2026-04-23
2026-01-04 20:00:00+00:00,3805.8955,18.7675,0.0,601.5509999999999,4426.214,0.0,0.0,1693.5,4426.214,1693.5,2732.714,None,SE_1,2026-04-23
2026-01-04 21:00:00+00:00,3762.9905,18.7695,0.0,767.07175,4548.831749999999,0.0,0.0,1614.5,4548.831749999999,1614.5,2934.3317499999994,None,SE_1,2026-04-23
2026-01-04 22:00:00+00:00,3747.0365,22.7785,0.0,984.308,4754.123,0.0,0.0,1637.5,4754.123,1637.5,3116.6229999999996,None,SE_1,2026-04-23
2026-01-04 23:00:00+00:00,3656.7315,26.67375,0.0,957.39,4640.79525,0.0,0.0,1659.25,4640.79525,1659.25,2981.54525,None,SE_1,2026-04-23
2026-01-05 00:00:00+00:00,3612.17075,26.674,0.0,892.822,4531.66675,0.0,0.0,1698.0,4531.66675,1698.0,2833.6667500000003,None,SE_1,2026-04-23
2026-01-05 01:00:00+00:00,3588.13625,29.674,0.0,747.5967499999999,4365.407,0.0,0.0,1549.75,4365.407,1549.75,2815.657,None,SE_1,2026-04-23
2026-01-05 02:00:00+00:00,3579.41325,29.674,0.0,633.7725,4242.85975,0.0,0.0,1573.5,4242.85975,1573.5,2669.3597499999996,None,SE_1,2026-04-23
2026-01-05 03:00:00+00:00,3620.1575,29.674,0.0,616.855,4266.6865,0.0,0.0,1660.75,4266.6865,1660.75,2605.9365,None,SE_1,2026-04-23
2026-01-05 04:00:00+00:00,3644.98425,29.674,0.0,596.474,4271.13225,0.0,0.0,1657.25,4271.13225,1657.25,2613.8822499999997,None,SE_1,2026-04-23
2026-01-05 05:00:00+00:00,3789.74275,29.674,0.0,510.16525,4329.582,0.0,0.0,1707.75,4329.582,1707.75,2621.8320000000003,None,SE_1,2026-04-23
2026-01-05 06:00:00+00:00,3845.91825,29.674,0.0,542.54875,4418.1410000000005,0.0,0.0,1802.75,4418.1410000000005,1802.75,2615.3910000000005,None,SE_1,2026-04-23
2026-01-05 07:00:00+00:00,3865.09325,29.674,0.0,507.8225,4402.58975,0.0,0.0,1838.0,4402.58975,1838.0,2564.58975,None,SE_1,2026-04-23
2026-01-05 08:00:00+00:00,3862.00975,29.674,0.00175,423.88325,4315.56875,0.0,0.0,1906.0,4315.56875,1906.0,2409.5687500000004,None,SE_1,2026-04-23
2026-01-05 09:00:00+00:00,3808.61975,29.674,0.0285,355.7055,4194.027749999999,0.0,0.0,1842.75,4194.027749999999,1842.75,2351.2777499999993,None,SE_1,2026-04-23
2026-01-05 10:00:00+00:00,3865.1735,29.6755,0.03475,306.68075,4201.5644999999995,0.0,0.0,1860.0,4201.5644999999995,1860.0,2341.5644999999995,None,SE_1,2026-04-23
2026-01-05 11:00:00+00:00,3883.7647500000003,27.676,0.0335,288.245,4199.71925,0.0,0.0,1729.25,4199.71925,1729.25,2470.46925,None,SE_1,2026-04-23
2026-01-05 12:00:00+00:00,3975.79225,29.675,0.0245,257.392,4262.88375,0.0,0.0,1719.75,4262.88375,1719.75,2543.13375,None,SE_1,2026-04-23
2026-01-05 13:00:00+00:00,3943.55275,29.675,0.0,225.3835,4198.61125,0.0,0.0,1595.25,4198.61125,1595.25,2603.36125,None,SE_1,2026-04-23
2026-01-05 14:00:00+00:00,3944.91675,29.675,0.0,257.6645,4232.25625,0.0,0.0,1633.0,4232.25625,1633.0,2599.2562500000004,None,SE_1,2026-04-23
2026-01-05 15:00:00+00:00,3901.95425,29.675,0.0,245.77224999999999,4177.4015,0.0,0.0,1627.25,4177.4015,1627.25,2550.1515,None,SE_1,2026-04-23
2026-01-05 16:00:00+00:00,3924.89975,29.67475,0.0,230.42374999999998,4184.998250000001,0.0,0.0,1684.75,4184.998250000001,1684.75,2500.2482500000006,None,SE_1,2026-04-23
2026-01-05 17:00:00+00:00,3936.33475,29.674,0.0,211.65699999999998,4177.66575,0.0,0.0,1664.0,4177.66575,1664.0,2513.66575,None,SE_1,2026-04-23
2026-01-05 18:00:00+00:00,3935.55225,29.674,0.0,150.932,4116.15825,0.0,0.0,1812.0,4116.15825,1812.0,2304.1582500000004,None,SE_1,2026-04-23
2026-01-05 19:00:00+00:00,3878.9342500000002,29.67475,0.0,120.27074999999999,4028.8797500000005,0.0,0.0,1736.25,4028.8797500000005,1736.25,2292.6297500000005,None,SE_1,2026-04-23
2026-01-05 20:00:00+00:00,3886.784,29.674,0.0,194.518,4110.976,0.0,0.0,1740.75,4110.976,1740.75,2370.2259999999997,None,SE_1,2026-04-23
2026-01-05 21:00:00+00:00,3862.3795,29.67225,0.0,214.372,4106.42375,0.0,0.0,1671.75,4106.42375,1671.75,2434.67375,None,SE_1,2026-04-23
2026-01-05 22:00:00+00:00,3918.881,29.67175,0.0,196.95125,4145.504,0.0,0.0,1739.5,4145.504,1739.5,2406.004,None,SE_1,2026-04-23
2026-01-05 23:00:00+00:00,4021.87825,25.904,0.0,144.18875,4191.9710000000005,0.0,0.0,1668.75,4191.9710000000005,1668.75,2523.2210000000005,None,SE_1,2026-04-23
2026-01-06 00:00:00+00:00,4015.88175,20.82075,0.0,129.357,4166.0595,0.0,0.0,1651.5,4166.0595,1651.5,2514.5595000000003,None,SE_1,2026-04-23
2026-01-06 01:00:00+00:00,3981.0475,18.813,0.0,103.30125,4103.16175,0.0,0.0,1610.75,4103.16175,1610.75,2492.41175,None,SE_1,2026-04-23
2026-01-06 02:00:00+00:00,4015.72475,18.82975,0.0,82.63499999999999,4117.1894999999995,0.0,0.0,1593.0,4117.1894999999995,1593.0,2524.1894999999995,None,SE_1,2026-04-23
2026-01-06 03:00:00+00:00,3984.1145,18.842750000000002,0.0,87.7795,4090.73675,0.0,0.0,1647.5,4090.73675,1647.5,2443.23675,None,SE_1,2026-04-23
2026-01-06 04:00:00+00:00,4015.708,18.85125,0.0,87.74074999999999,4122.3,0.0,0.0,1663.5,4122.3,1663.5,2458.8,None,SE_1,2026-04-23
2026-01-06 05:00:00+00:00,4041.3987500000003,23.338749999999997,0.0,69.23825,4133.9757500000005,0.0,0.0,1677.0,4133.9757500000005,1677.0,2456.9757500000005,None,SE_1,2026-04-23
2026-01-06 06:00:00+00:00,4089.86725,23.316,0.0,53.49525,4166.6785,0.0,0.0,1669.5,4166.6785,1669.5,2497.1785,None,SE_1,2026-04-23
2026-01-06 07:00:00+00:00,4093.1865,23.4035,0.0,45.9275,4162.5175,0.0,0.0,1729.5,4162.5175,1729.5,2433.0175,None,SE_1,2026-04-23
2026-01-06 08:00:00+00:00,4093.171,23.527,0.00125,47.3205,4164.0197499999995,0.0,0.0,1712.25,4164.0197499999995,1712.25,2451.7697499999995,None,SE_1,2026-04-23
2026-01-06 09:00:00+00:00,4092.42225,23.5075,0.021249999999999998,84.75075,4200.70175,0.0,0.0,1749.0,4200.70175,1749.0,2451.70175,None,SE_1,2026-04-23
2026-01-06 10:00:00+00:00,4086.8737499999997,23.529,0.02525,117.70349999999999,4228.1314999999995,0.0,0.0,1743.25,4228.1314999999995,1743.25,2484.8814999999995,None,SE_1,2026-04-23
2026-01-06 11:00:00+00:00,4005.83075,23.52525,0.02425,159.30675,4188.687,0.0,0.0,1838.0,4188.687,1838.0,2350.687,None,SE_1,2026-04-23
2026-01-06 12:00:00+00:00,4004.1977500000003,23.517,0.017,188.25825,4215.99,0.0,0.0,1814.0,4215.99,1814.0,2401.99,None,SE_1,2026-04-23
2026-01-06 13:00:00+00:00,4007.3605,23.513,0.0,217.06375,4247.93725,0.0,0.0,1697.0,4247.93725,1697.0,2550.93725,None,SE_1,2026-04-23
2026-01-06 14:00:00+00:00,4008.15425,23.54,0.0,264.56975,4296.264,0.0,0.0,1795.0,4296.264,1795.0,2501.264,None,SE_1,2026-04-23
2026-01-06 15:00:00+00:00,3992.4935,23.54475,0.0,332.14875,4348.187,0.0,0.0,1851.25,4348.187,1851.25,2496.937,None,SE_1,2026-04-23
2026-01-06 16:00:00+00:00,3990.16175,23.54475,0.0,344.27125,4357.97775,0.0,0.0,1881.0,4357.97775,1881.0,2476.97775,None,SE_1,2026-04-23
2026-01-06 17:00:00+00:00,3791.3542500000003,23.55475,0.0,359.04975,4173.95875,0.0,0.0,1904.5,4173.95875,1904.5,2269.45875,None,SE_1,2026-04-23
2026-01-06 18:00:00+00:00,3852.5095,23.527250000000002,0.0,405.12175,4281.1585000000005,0.0,0.0,1891.5,4281.1585000000005,1891.5,2389.6585000000005,None,SE_1,2026-04-23
2026-01-06 19:00:00+00:00,3638.98,19.01,0.0,435.96500000000003,4093.9550000000004,0.0,0.0,1909.75,4093.9550000000004,1909.75,2184.2050000000004,None,SE_1,2026-04-23
2026-01-06 20:00:00+00:00,3542.1805,18.98475,0.0,408.79975,3969.965,0.0,0.0,1862.25,3969.965,1862.25,2107.715,None,SE_1,2026-04-23
2026-01-06 21:00:00+00:00,3449.3914999999997,18.94425,0.0,429.22325,3897.5589999999997,0.0,0.0,1759.75,3897.5589999999997,1759.75,2137.8089999999997,None,SE_1,2026-04-23
2026-01-06 22:00:00+00:00,3424.74375,18.896,0.0,465.432,3909.07175,0.0,0.0,1749.25,3909.07175,1749.25,2159.82175,None,SE_1,2026-04-23
2026-01-06 23:00:00+00:00,3609.9085,29.164,0.0,486.2355,4125.308,0.0,0.0,1767.25,4125.308,1767.25,2358.058,None,SE_1,2026-04-23
2026-01-07 00:00:00+00:00,3604.5885,29.164,0.0,526.51475,4160.26725,0.0,0.0,1760.5,4160.26725,1760.5,2399.76725,None,SE_1,2026-04-23
2026-01-07 01:00:00+00:00,3618.37475,29.164,0.0,601.69675,4249.2355,0.0,0.0,1777.25,4249.2355,1777.25,2471.9855,None,SE_1,2026-04-23
2026-01-07 02:00:00+00:00,3615.1435,29.164,0.0,669.94,4314.2475,0.0,0.0,1845.25,4314.2475,1845.25,2468.9975000000004,None,SE_1,2026-04-23
2026-01-07 03:00:00+00:00,3631.78375,29.164,0.0,731.6255,4392.57325,0.0,0.0,1932.75,4392.57325,1932.75,2459.8232500000004,None,SE_1,2026-04-23
2026-01-07 04:00:00+00:00,3639.25075,29.164,0.0,773.17275,4441.587500000001,0.0,0.0,1980.25,4441.587500000001,1980.25,2461.3375000000005,None,SE_1,2026-04-23
2026-01-07 05:00:00+00:00,3583.788,29.164,0.0,790.9680000000001,4403.92,0.0,0.0,2016.75,4403.92,2016.75,2387.17,None,SE_1,2026-04-23
2026-01-07 06:00:00+00:00,3617.6635,33.664,0.0,833.5225,4484.85,0.0,0.0,2057.25,4484.85,2057.25,2427.6000000000004,None,SE_1,2026-04-23
2026-01-07 07:00:00+00:00,3569.82125,33.664,0.0,844.513,4447.998250000001,0.0,0.0,2031.75,4447.998250000001,2031.75,2416.2482500000006,None,SE_1,2026-04-23
2026-01-07 08:00:00+00:00,3576.39225,33.7,0.00125,756.0699999999999,4366.1635,0.0,0.0,1906.25,4366.1635,1906.25,2459.9134999999997,None,SE_1,2026-04-23
