,Biomass,Fossil Coal-derived gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-16 12:00:00+00:00,11.0,370.25,213.0,9.0,0.0,0.0,0.0,14.0,254.25,196.5,1068.0,0.0,235.5,1117.5,1068.0,1353.0,-285.0,None,IT_SARD,2026-04-23
2026-01-16 13:00:00+00:00,11.0,369.5,213.75,9.0,0.0,0.0,0.0,14.5,186.25,207.5,1011.5,0.0,194.0,1090.5,1011.5,1284.5,-273.0,None,IT_SARD,2026-04-23
2026-01-16 14:00:00+00:00,10.25,367.75,217.75,9.0,0.0,0.0,0.0,15.0,91.5,213.75,925.0,0.0,97.25,1080.75,925.0,1178.0,-253.0,None,IT_SARD,2026-04-23
2026-01-16 15:00:00+00:00,10.0,369.25,245.5,9.0,0.0,0.0,2.0,15.0,22.0,278.0,950.75,116.25,0.0,1098.0,1067.0,1098.0,-31.0,None,IT_SARD,2026-04-23
2026-01-16 16:00:00+00:00,10.0,374.5,268.5,9.0,0.0,0.0,2.0,15.0,1.75,309.75,990.5,278.5,0.0,1155.25,1269.0,1155.25,113.75,None,IT_SARD,2026-04-23
2026-01-16 17:00:00+00:00,10.0,403.0,270.25,9.0,0.0,0.0,0.0,15.0,0.0,340.0,1047.25,287.25,0.0,1197.25,1334.5,1197.25,137.25,None,IT_SARD,2026-04-23
2026-01-16 18:00:00+00:00,11.0,420.25,274.5,9.0,0.0,0.0,0.0,15.0,0.0,296.75,1026.5,242.75,0.0,1195.5,1269.25,1195.5,73.75,None,IT_SARD,2026-04-23
2026-01-16 19:00:00+00:00,11.0,426.75,226.5,9.25,0.0,0.0,0.0,14.75,0.0,310.25,998.5,79.75,0.0,1176.5,1078.25,1176.5,-98.25,None,IT_SARD,2026-04-23
2026-01-16 20:00:00+00:00,11.0,428.75,212.25,9.0,0.0,0.0,0.0,14.0,0.0,247.75,922.75,0.0,10.0,1093.0,922.75,1103.0,-180.25,None,IT_SARD,2026-04-23
2026-01-16 21:00:00+00:00,11.5,428.0,213.0,9.0,0.0,0.0,0.0,14.0,0.0,301.0,976.5,0.0,83.25,994.5,976.5,1077.75,-101.25,None,IT_SARD,2026-04-23
2026-01-16 22:00:00+00:00,12.0,422.0,213.5,9.0,0.0,0.0,0.0,15.0,0.0,347.25,1018.75,0.0,246.5,898.75,1018.75,1145.25,-126.5,None,IT_SARD,2026-04-23
2026-01-16 23:00:00+00:00,12.0,424.0,183.75,9.0,0.0,0.0,0.0,15.0,0.0,355.75,999.5,0.0,87.5,814.75,999.5,902.25,97.25,None,IT_SARD,2026-04-23
2026-01-17 00:00:00+00:00,12.0,432.25,172.25,9.0,0.0,0.0,0.0,15.0,0.0,335.25,975.75,0.0,115.75,753.75,975.75,869.5,106.25,None,IT_SARD,2026-04-23
2026-01-17 01:00:00+00:00,12.0,430.0,172.25,9.0,0.0,0.0,0.0,15.0,0.0,323.5,961.75,0.0,136.25,725.5,961.75,861.75,100.0,None,IT_SARD,2026-04-23
2026-01-17 02:00:00+00:00,12.0,426.75,172.5,9.0,0.0,0.0,0.0,15.0,0.0,304.75,940.0,0.0,230.0,709.25,940.0,939.25,0.75,None,IT_SARD,2026-04-23
2026-01-17 03:00:00+00:00,11.75,427.5,171.0,9.0,0.0,0.0,0.0,14.75,0.0,276.75,910.75,0.0,168.75,707.0,910.75,875.75,35.0,None,IT_SARD,2026-04-23
2026-01-17 04:00:00+00:00,12.0,429.75,171.5,9.0,0.0,0.0,0.0,14.0,0.0,270.75,907.0,0.0,99.0,732.0,907.0,831.0,76.0,None,IT_SARD,2026-04-23
2026-01-17 05:00:00+00:00,12.0,429.75,210.25,9.0,0.0,0.0,2.0,14.0,0.0,294.25,971.25,0.0,162.75,806.0,971.25,968.75,2.5,None,IT_SARD,2026-04-23
2026-01-17 06:00:00+00:00,12.0,429.0,213.5,9.0,0.0,0.0,2.0,14.0,1.75,343.75,1025.0,0.0,149.0,918.0,1025.0,1067.0,-42.0,None,IT_SARD,2026-04-23
2026-01-17 07:00:00+00:00,12.0,418.5,212.5,9.0,0.0,0.0,0.0,13.5,54.5,372.0,1092.0,0.0,13.25,999.25,1092.0,1012.5,79.5,None,IT_SARD,2026-04-23
2026-01-17 08:00:00+00:00,12.0,396.25,180.75,9.0,0.0,0.0,0.0,12.25,184.25,403.5,1198.0,0.0,34.0,1028.5,1198.0,1062.5,135.5,None,IT_SARD,2026-04-23
2026-01-17 09:00:00+00:00,11.0,383.5,168.5,9.0,0.0,0.0,6.0,13.0,340.0,440.25,1371.25,0.0,265.0,1004.0,1371.25,1269.0,102.25,None,IT_SARD,2026-04-23
2026-01-17 10:00:00+00:00,10.0,373.25,202.25,9.0,0.0,0.0,0.0,13.0,419.25,496.5,1523.25,0.0,167.0,959.0,1523.25,1126.0,397.25,None,IT_SARD,2026-04-23
2026-01-17 11:00:00+00:00,11.0,370.5,212.5,9.0,0.0,0.0,0.0,14.25,485.5,566.0,1668.75,0.0,165.0,967.5,1668.75,1132.5,536.25,None,IT_SARD,2026-04-23
2026-01-17 12:00:00+00:00,11.0,370.5,212.0,9.0,0.0,0.0,0.0,14.0,376.5,614.0,1607.0,0.0,256.5,959.5,1607.0,1216.0,391.0,None,IT_SARD,2026-04-23
2026-01-17 13:00:00+00:00,10.75,370.5,210.75,9.0,0.0,0.0,0.0,14.0,228.75,657.5,1501.25,0.0,59.0,948.0,1501.25,1007.0,494.25,None,IT_SARD,2026-04-23
2026-01-17 14:00:00+00:00,11.0,371.25,212.0,9.0,0.0,0.0,0.0,14.0,142.25,609.5,1369.0,0.0,0.0,943.0,1369.0,943.0,426.0,None,IT_SARD,2026-04-23
2026-01-17 15:00:00+00:00,11.0,370.25,213.0,9.0,0.0,0.0,2.0,14.25,57.75,551.75,1229.0,45.5,0.0,974.25,1274.5,974.25,300.25,None,IT_SARD,2026-04-23
2026-01-17 16:00:00+00:00,11.0,370.75,212.25,9.0,0.0,0.0,2.0,15.0,3.0,483.5,1106.5,361.0,0.0,1061.75,1467.5,1061.75,405.75,None,IT_SARD,2026-04-23
2026-01-17 17:00:00+00:00,11.0,370.5,211.75,9.0,0.0,0.0,0.0,15.0,0.0,432.0,1049.25,491.0,0.0,1114.25,1540.25,1114.25,426.0,None,IT_SARD,2026-04-23
2026-01-17 18:00:00+00:00,11.0,370.0,212.25,9.0,0.0,0.0,0.0,15.0,0.0,411.0,1028.25,418.75,0.0,1133.5,1447.0,1133.5,313.5,None,IT_SARD,2026-04-23
2026-01-17 19:00:00+00:00,12.0,369.75,213.0,9.0,0.0,0.0,0.0,15.0,0.0,387.75,1006.5,183.5,0.0,1092.75,1190.0,1092.75,97.25,None,IT_SARD,2026-04-23
2026-01-17 20:00:00+00:00,11.75,370.25,212.5,9.0,0.0,0.0,0.0,15.0,0.0,443.0,1061.5,0.0,0.0,1019.0,1061.5,1019.0,42.5,None,IT_SARD,2026-04-23
2026-01-17 21:00:00+00:00,11.0,370.5,203.75,9.0,0.0,0.0,0.0,15.0,0.0,416.0,1025.25,0.0,0.0,939.5,1025.25,939.5,85.75,None,IT_SARD,2026-04-23
2026-01-17 22:00:00+00:00,11.0,370.5,171.25,9.0,0.0,0.0,0.0,15.0,0.0,414.75,991.5,0.0,27.75,861.25,991.5,889.0,102.5,None,IT_SARD,2026-04-23
2026-01-17 23:00:00+00:00,11.75,370.75,171.25,9.0,0.0,0.0,0.0,15.0,0.0,424.0,1001.75,0.0,190.5,787.5,1001.75,978.0,23.75,None,IT_SARD,2026-04-23
2026-01-18 00:00:00+00:00,12.0,372.0,170.75,9.0,0.0,0.0,0.0,15.0,0.0,403.25,982.0,0.0,122.5,727.25,982.0,849.75,132.25,None,IT_SARD,2026-04-23
2026-01-18 01:00:00+00:00,12.0,370.75,170.0,9.0,0.0,0.0,0.0,15.0,0.0,403.5,980.25,0.0,201.5,692.0,980.25,893.5,86.75,None,IT_SARD,2026-04-23
2026-01-18 02:00:00+00:00,11.75,369.5,171.0,9.0,0.0,0.0,0.0,15.0,0.0,395.75,972.0,0.0,422.75,683.0,972.0,1105.75,-133.75,None,IT_SARD,2026-04-23
2026-01-18 03:00:00+00:00,11.75,370.0,170.75,9.0,0.0,0.0,0.0,15.0,0.0,366.5,943.0,0.0,423.75,682.5,943.0,1106.25,-163.25,None,IT_SARD,2026-04-23
2026-01-18 04:00:00+00:00,11.75,370.25,169.75,9.0,0.0,0.0,0.0,14.0,0.0,373.0,947.75,0.0,218.75,693.25,947.75,912.0,35.75,None,IT_SARD,2026-04-23
2026-01-18 05:00:00+00:00,12.0,370.0,170.0,9.0,0.0,0.0,0.0,13.5,0.0,391.25,965.75,0.0,217.5,737.75,965.75,955.25,10.5,None,IT_SARD,2026-04-23
2026-01-18 06:00:00+00:00,12.0,370.5,170.0,9.0,0.0,0.0,0.0,13.75,1.25,442.25,1018.75,0.0,195.75,798.75,1018.75,994.5,24.25,None,IT_SARD,2026-04-23
2026-01-18 07:00:00+00:00,11.5,370.5,169.75,9.0,0.0,0.0,0.0,14.25,25.0,407.0,1007.0,0.0,171.75,864.0,1007.0,1035.75,-28.75,None,IT_SARD,2026-04-23
2026-01-18 08:00:00+00:00,11.0,370.75,169.0,9.0,0.0,0.0,0.0,14.0,95.5,457.25,1126.5,0.0,161.0,926.25,1126.5,1087.25,39.25,None,IT_SARD,2026-04-23
2026-01-18 09:00:00+00:00,11.0,370.5,194.0,9.0,0.0,0.0,3.5,15.0,239.5,443.0,1285.5,0.0,34.25,942.5,1285.5,976.75,308.75,None,IT_SARD,2026-04-23
2026-01-18 10:00:00+00:00,11.0,370.25,211.5,9.0,0.0,0.0,2.75,15.0,280.75,492.0,1392.25,0.0,8.0,966.5,1392.25,974.5,417.75,None,IT_SARD,2026-04-23
2026-01-18 11:00:00+00:00,11.0,371.75,211.5,9.0,0.0,0.0,0.0,14.0,349.25,486.75,1453.25,0.0,0.0,982.0,1453.25,982.0,471.25,None,IT_SARD,2026-04-23
2026-01-18 12:00:00+00:00,11.0,370.75,211.25,9.0,0.0,0.0,0.0,14.0,330.5,468.75,1415.25,0.0,48.25,926.0,1415.25,974.25,441.0,None,IT_SARD,2026-04-23
2026-01-18 13:00:00+00:00,11.0,370.75,212.5,9.0,0.0,0.0,0.0,14.0,246.0,381.5,1244.75,0.0,63.75,884.5,1244.75,948.25,296.5,None,IT_SARD,2026-04-23
2026-01-18 14:00:00+00:00,11.0,370.5,211.75,9.0,0.0,0.0,0.0,15.0,145.75,385.25,1148.25,0.0,0.0,874.0,1148.25,874.0,274.25,None,IT_SARD,2026-04-23
2026-01-18 15:00:00+00:00,10.5,369.5,212.5,9.0,0.0,0.0,2.0,15.0,56.5,349.75,1024.75,0.25,0.0,907.75,1025.0,907.75,117.25,None,IT_SARD,2026-04-23
2026-01-18 16:00:00+00:00,11.0,371.5,210.5,9.0,0.0,0.0,2.0,15.0,3.5,374.25,996.75,169.25,0.0,999.5,1166.0,999.5,166.5,None,IT_SARD,2026-04-23
2026-01-18 17:00:00+00:00,11.0,370.25,209.5,9.0,0.0,0.0,1.0,15.0,0.0,401.5,1017.25,447.75,0.0,1058.25,1465.0,1058.25,406.75,None,IT_SARD,2026-04-23
2026-01-18 18:00:00+00:00,11.0,370.75,213.0,9.0,0.0,0.0,0.0,14.0,0.0,410.75,1028.5,333.25,0.0,1082.25,1361.75,1082.25,279.5,None,IT_SARD,2026-04-23
2026-01-18 19:00:00+00:00,11.0,373.5,213.75,9.0,0.0,0.0,0.0,14.75,0.0,337.25,959.25,83.0,0.0,1077.5,1042.25,1077.5,-35.25,None,IT_SARD,2026-04-23
2026-01-18 20:00:00+00:00,11.0,370.25,212.75,9.0,0.0,0.0,0.0,14.0,0.0,312.0,929.0,0.0,0.0,1008.75,929.0,1008.75,-79.75,None,IT_SARD,2026-04-23
2026-01-18 21:00:00+00:00,11.0,369.25,212.25,9.0,0.0,0.0,0.0,14.0,0.0,294.75,910.25,0.0,0.0,917.5,910.25,917.5,-7.25,None,IT_SARD,2026-04-23
2026-01-18 22:00:00+00:00,11.75,370.0,184.75,9.0,0.0,0.0,0.0,14.75,0.0,325.75,916.0,0.0,2.0,829.75,916.0,831.75,84.25,None,IT_SARD,2026-04-23
2026-01-18 23:00:00+00:00,11.0,370.75,172.25,9.0,0.0,0.0,0.0,14.5,0.0,323.75,901.25,0.0,139.25,755.75,901.25,895.0,6.25,None,IT_SARD,2026-04-23
2026-01-19 00:00:00+00:00,11.0,370.25,171.75,9.5,0.0,0.0,0.0,15.0,0.0,360.75,938.25,0.0,363.25,714.25,938.25,1077.5,-139.25,None,IT_SARD,2026-04-23
2026-01-19 01:00:00+00:00,11.0,366.25,173.0,9.0,0.0,0.0,0.0,15.0,0.0,351.25,925.5,0.0,367.75,690.0,925.5,1057.75,-132.25,None,IT_SARD,2026-04-23
2026-01-19 02:00:00+00:00,11.25,370.75,173.0,9.0,0.0,0.0,0.0,15.0,0.0,333.25,912.25,0.0,344.5,681.25,912.25,1025.75,-113.5,None,IT_SARD,2026-04-23
2026-01-19 03:00:00+00:00,11.0,368.0,170.25,9.0,0.0,0.0,0.0,15.0,0.0,309.0,882.25,0.0,110.75,684.75,882.25,795.5,86.75,None,IT_SARD,2026-04-23
2026-01-19 04:00:00+00:00,11.0,370.0,213.75,10.0,0.0,0.0,0.0,15.0,0.0,354.25,974.0,67.75,0.0,698.25,1041.75,698.25,343.5,None,IT_SARD,2026-04-23
2026-01-19 05:00:00+00:00,11.75,370.25,230.0,10.0,0.0,0.0,0.0,14.0,0.0,373.75,1009.75,113.0,0.0,809.5,1122.75,809.5,313.25,None,IT_SARD,2026-04-23
2026-01-19 06:00:00+00:00,11.0,370.75,230.0,10.0,0.0,0.0,0.0,14.0,1.0,417.75,1054.5,248.25,0.0,953.75,1302.75,953.75,349.0,None,IT_SARD,2026-04-23
2026-01-19 07:00:00+00:00,11.5,370.25,230.0,10.0,0.0,0.0,10.0,14.0,7.75,504.75,1158.25,419.0,0.0,1057.25,1577.25,1057.25,520.0,None,IT_SARD,2026-04-23
2026-01-19 08:00:00+00:00,12.0,371.5,231.5,10.0,0.0,0.0,0.0,15.0,45.25,597.0,1282.25,301.5,0.0,1104.75,1583.75,1104.75,479.0,None,IT_SARD,2026-04-23
2026-01-19 09:00:00+00:00,11.5,368.0,232.0,10.0,0.0,0.0,0.0,15.0,71.75,771.0,1479.25,139.5,0.0,1121.25,1618.75,1121.25,497.5,None,IT_SARD,2026-04-23
2026-01-19 10:00:00+00:00,11.0,370.25,230.0,10.0,0.0,0.0,0.0,14.0,104.25,841.0,1580.5,101.75,0.0,1142.75,1682.25,1142.75,539.5,None,IT_SARD,2026-04-23
2026-01-19 11:00:00+00:00,11.0,370.5,239.0,10.0,0.0,0.0,0.0,14.0,150.75,800.0,1595.25,0.0,20.5,1170.0,1595.25,1190.5,404.75,None,IT_SARD,2026-04-23
2026-01-19 12:00:00+00:00,11.0,370.25,267.0,10.0,0.0,0.0,0.0,14.0,143.5,721.0,1536.75,0.0,74.75,1156.5,1536.75,1231.25,305.5,None,IT_SARD,2026-04-23
2026-01-19 13:00:00+00:00,10.75,369.75,267.0,10.0,0.0,0.0,0.0,13.0,121.25,706.25,1498.0,108.75,0.0,1123.75,1606.75,1123.75,483.0,None,IT_SARD,2026-04-23
2026-01-19 14:00:00+00:00,10.25,370.5,267.0,10.0,0.0,0.0,0.0,14.25,72.5,676.25,1420.75,55.0,0.0,1081.75,1475.75,1081.75,394.0,None,IT_SARD,2026-04-23
2026-01-19 15:00:00+00:00,11.0,372.75,267.0,10.0,0.0,0.0,2.0,15.0,31.25,671.5,1380.5,204.75,0.0,1074.5,1585.25,1074.5,510.75,None,IT_SARD,2026-04-23
2026-01-19 16:00:00+00:00,11.25,367.0,267.0,10.0,0.0,0.0,2.0,15.0,11.75,605.75,1289.75,394.5,0.0,1126.0,1684.25,1126.0,558.25,None,IT_SARD,2026-04-23
2026-01-19 17:00:00+00:00,11.5,370.0,267.0,10.0,0.0,0.0,0.0,15.0,0.0,594.5,1268.0,424.0,0.0,1153.0,1692.0,1153.0,539.0,None,IT_SARD,2026-04-23
2026-01-19 18:00:00+00:00,11.0,370.25,267.0,10.0,0.0,0.0,0.0,15.0,0.0,657.0,1330.25,259.0,0.0,1190.0,1589.25,1190.0,399.25,None,IT_SARD,2026-04-23
2026-01-19 19:00:00+00:00,11.0,370.75,267.0,10.0,0.0,0.0,0.0,15.0,0.0,617.25,1291.0,130.75,0.0,1143.25,1421.75,1143.25,278.5,None,IT_SARD,2026-04-23
2026-01-19 20:00:00+00:00,11.0,370.0,270.0,10.0,0.0,0.0,0.0,15.0,0.0,717.75,1393.75,23.0,0.0,1058.0,1416.75,1058.0,358.75,None,IT_SARD,2026-04-23
2026-01-19 21:00:00+00:00,11.0,371.5,237.5,10.0,0.0,0.0,0.0,15.0,0.0,689.5,1334.5,0.0,6.0,959.0,1334.5,965.0,369.5,None,IT_SARD,2026-04-23
2026-01-19 22:00:00+00:00,11.0,370.75,213.5,10.0,0.0,0.0,0.0,15.0,0.0,632.25,1252.5,0.0,5.0,849.0,1252.5,854.0,398.5,None,IT_SARD,2026-04-23
2026-01-19 23:00:00+00:00,11.5,370.0,260.75,10.0,0.0,0.0,0.0,14.0,0.0,577.5,1243.75,0.0,78.5,762.0,1243.75,840.5,403.25,None,IT_SARD,2026-04-23
2026-01-20 00:00:00+00:00,11.75,370.5,270.25,10.0,0.0,0.0,0.0,14.0,0.0,596.5,1273.0,0.0,237.5,717.0,1273.0,954.5,318.5,None,IT_SARD,2026-04-23
2026-01-20 01:00:00+00:00,11.0,370.25,273.0,10.0,0.0,0.0,0.0,13.25,0.0,707.0,1384.5,0.0,352.0,694.25,1384.5,1046.25,338.25,None,IT_SARD,2026-04-23
2026-01-20 02:00:00+00:00,11.0,370.75,272.0,10.0,0.0,0.0,0.0,13.75,0.0,781.5,1459.0,0.0,417.5,697.5,1459.0,1115.0,344.0,None,IT_SARD,2026-04-23
2026-01-20 03:00:00+00:00,11.0,370.75,257.0,10.0,0.0,0.0,0.0,14.0,0.0,813.5,1476.25,0.0,99.0,704.25,1476.25,803.25,673.0,None,IT_SARD,2026-04-23
2026-01-20 04:00:00+00:00,11.0,370.75,212.75,10.0,0.0,0.0,0.0,14.0,0.0,826.5,1445.0,0.0,135.5,739.0,1445.0,874.5,570.5,None,IT_SARD,2026-04-23
2026-01-20 05:00:00+00:00,10.75,369.75,245.5,10.0,0.0,0.0,0.0,13.0,0.0,817.0,1466.0,103.25,0.0,837.25,1569.25,837.25,732.0,None,IT_SARD,2026-04-23
2026-01-20 06:00:00+00:00,10.0,370.5,271.75,10.0,0.0,0.0,0.0,13.75,1.25,804.0,1481.25,317.0,0.0,975.0,1798.25,975.0,823.25,None,IT_SARD,2026-04-23
2026-01-20 07:00:00+00:00,10.25,370.5,272.75,10.0,0.0,0.0,0.0,14.0,36.75,816.25,1530.5,409.0,0.0,1068.5,1939.5,1068.5,871.0,None,IT_SARD,2026-04-23
2026-01-20 08:00:00+00:00,10.0,370.75,271.5,10.0,0.0,0.0,6.0,14.0,150.0,828.5,1660.75,330.25,0.0,1134.0,1991.0,1134.0,857.0,None,IT_SARD,2026-04-23
2026-01-20 09:00:00+00:00,10.25,370.25,266.5,10.0,0.0,0.0,12.5,14.0,233.25,874.0,1790.75,0.0,46.0,1119.5,1790.75,1165.5,625.25,None,IT_SARD,2026-04-23
2026-01-20 10:00:00+00:00,11.0,370.5,275.25,10.0,0.0,0.0,10.0,14.0,290.25,886.5,1867.5,0.0,276.25,1144.5,1867.5,1420.75,446.75,None,IT_SARD,2026-04-23
2026-01-20 11:00:00+00:00,10.75,371.5,273.0,10.0,0.0,0.0,10.5,14.0,267.0,858.75,1815.5,0.0,314.75,1145.75,1815.5,1460.5,355.0,None,IT_SARD,2026-04-23
2026-01-20 12:00:00+00:00,10.0,371.0,271.5,10.0,0.0,0.0,10.25,14.0,229.25,806.75,1722.75,0.0,250.0,1109.5,1722.75,1359.5,363.25,None,IT_SARD,2026-04-23
2026-01-20 13:00:00+00:00,9.75,373.0,304.75,10.0,0.0,0.0,10.0,14.0,208.5,795.75,1725.75,100.0,0.0,1081.0,1825.75,1081.0,744.75,None,IT_SARD,2026-04-23
2026-01-20 14:00:00+00:00,10.0,368.0,297.25,10.0,0.0,0.0,10.0,14.0,136.25,788.5,1634.0,125.5,0.0,1084.75,1759.5,1084.75,674.75,None,IT_SARD,2026-04-23
2026-01-20 15:00:00+00:00,10.25,315.75,296.75,10.0,0.0,0.0,11.5,15.0,49.0,769.25,1477.5,190.25,0.0,1092.25,1667.75,1092.25,575.5,None,IT_SARD,2026-04-23
2026-01-20 16:00:00+00:00,10.0,301.5,297.75,10.0,0.0,0.0,13.0,15.0,4.25,801.0,1452.5,408.5,0.0,1138.5,1861.0,1138.5,722.5,None,IT_SARD,2026-04-23
2026-01-20 17:00:00+00:00,10.25,303.0,291.75,10.0,0.0,0.0,10.0,15.0,0.0,714.0,1354.0,410.0,0.0,1173.0,1764.0,1173.0,591.0,None,IT_SARD,2026-04-23
2026-01-20 18:00:00+00:00,11.0,302.25,305.75,10.0,0.0,0.0,14.5,15.0,0.0,685.75,1344.25,220.25,0.0,1190.75,1564.5,1190.75,373.75,None,IT_SARD,2026-04-23
2026-01-20 19:00:00+00:00,10.5,302.0,318.5,10.0,0.0,0.0,18.0,15.0,0.0,741.75,1415.75,151.75,0.0,1161.75,1567.5,1161.75,405.75,None,IT_SARD,2026-04-23
2026-01-20 20:00:00+00:00,11.0,302.75,300.75,10.0,0.0,0.0,18.0,15.0,0.0,720.0,1377.5,75.0,0.0,1061.5,1452.5,1061.5,391.0,None,IT_SARD,2026-04-23
2026-01-20 21:00:00+00:00,11.0,301.5,291.25,10.0,0.0,0.0,18.0,15.0,0.0,683.0,1329.75,0.0,47.5,962.25,1329.75,1009.75,320.0,None,IT_SARD,2026-04-23
2026-01-20 22:00:00+00:00,11.0,302.0,304.5,10.0,0.0,0.0,18.0,15.0,0.0,593.75,1254.25,0.0,22.75,851.0,1254.25,873.75,380.5,None,IT_SARD,2026-04-23
2026-01-20 23:00:00+00:00,11.0,301.5,295.5,10.0,0.0,0.0,15.0,15.0,0.0,574.25,1222.25,0.0,387.0,739.0,1222.25,1126.0,96.25,None,IT_SARD,2026-04-23
2026-01-21 00:00:00+00:00,11.0,302.0,216.5,10.0,0.0,0.0,15.0,15.0,0.0,530.75,1100.25,0.0,488.0,718.75,1100.25,1206.75,-106.5,None,IT_SARD,2026-04-23
2026-01-21 01:00:00+00:00,11.0,301.75,216.25,10.0,0.0,0.0,15.25,15.0,0.0,457.5,1026.75,0.0,488.25,692.25,1026.75,1180.5,-153.75,None,IT_SARD,2026-04-23
2026-01-21 02:00:00+00:00,11.0,297.75,215.5,10.0,0.0,0.0,15.0,15.0,0.0,390.5,954.75,0.0,325.75,678.0,954.75,1003.75,-49.0,None,IT_SARD,2026-04-23
2026-01-21 03:00:00+00:00,11.0,300.5,215.25,10.0,0.0,0.0,15.5,15.0,0.0,346.25,913.5,76.25,0.0,685.25,989.75,685.25,304.5,None,IT_SARD,2026-04-23
2026-01-21 04:00:00+00:00,11.0,300.75,215.0,10.0,0.0,0.0,15.75,15.0,0.0,339.0,906.5,120.75,0.0,725.0,1027.25,725.0,302.25,None,IT_SARD,2026-04-23
2026-01-21 05:00:00+00:00,11.0,300.5,233.75,10.0,0.0,0.0,15.75,14.0,0.0,347.5,932.5,281.5,0.0,846.25,1214.0,846.25,367.75,None,IT_SARD,2026-04-23
2026-01-21 06:00:00+00:00,11.0,300.5,267.25,10.0,0.0,0.75,29.0,14.5,1.0,317.5,951.5,492.5,0.0,1007.25,1444.0,1007.25,436.75,None,IT_SARD,2026-04-23
2026-01-21 07:00:00+00:00,11.0,300.0,272.0,10.0,0.0,1.0,35.0,13.75,7.0,287.0,936.75,544.0,0.0,1106.5,1480.75,1106.5,374.25,None,IT_SARD,2026-04-23
2026-01-21 08:00:00+00:00,11.0,301.25,273.0,10.0,0.0,1.0,34.75,14.0,27.75,234.0,906.75,217.5,0.0,1142.25,1124.25,1142.25,-18.0,None,IT_SARD,2026-04-23
2026-01-21 09:00:00+00:00,11.25,303.0,267.0,10.0,0.0,0.75,31.5,14.0,65.75,212.25,915.5,69.75,0.0,1143.5,985.25,1143.5,-158.25,None,IT_SARD,2026-04-23
2026-01-21 10:00:00+00:00,12.0,307.5,265.25,10.0,0.0,0.0,16.5,14.0,110.5,173.0,908.75,53.75,0.0,1151.0,962.5,1151.0,-188.5,None,IT_SARD,2026-04-23
2026-01-21 11:00:00+00:00,11.25,318.0,214.0,10.0,0.0,0.0,14.0,15.0,145.25,102.0,829.5,0.0,404.75,1174.0,829.5,1578.75,-749.25,None,IT_SARD,2026-04-23
2026-01-21 12:00:00+00:00,12.0,323.0,213.0,10.0,0.0,0.0,21.25,14.75,147.0,46.75,787.75,0.0,408.75,1162.75,787.75,1571.5,-783.75,None,IT_SARD,2026-04-23
2026-01-21 13:00:00+00:00,12.0,315.0,248.25,10.0,0.0,0.0,17.0,13.25,126.25,32.25,774.0,0.0,163.75,1120.25,774.0,1284.0,-510.0,None,IT_SARD,2026-04-23
2026-01-21 14:00:00+00:00,11.0,303.75,265.0,10.0,0.0,0.5,30.25,14.75,102.0,19.5,756.75,101.25,0.0,1097.25,858.0,1097.25,-239.25,None,IT_SARD,2026-04-23
2026-01-21 15:00:00+00:00,11.0,301.75,241.25,10.0,0.0,1.25,37.5,15.0,45.75,12.5,676.0,189.0,0.0,1103.0,865.0,1103.0,-238.0,None,IT_SARD,2026-04-23
2026-01-21 16:00:00+00:00,11.0,302.25,180.25,10.0,0.0,3.0,54.5,15.0,4.0,16.75,596.75,470.0,0.0,1169.75,1066.75,1169.75,-103.0,None,IT_SARD,2026-04-23
2026-01-21 17:00:00+00:00,11.5,302.0,213.25,10.0,0.0,3.0,54.0,15.0,0.0,18.25,627.0,556.5,0.0,1214.25,1183.5,1214.25,-30.75,None,IT_SARD,2026-04-23
2026-01-21 18:00:00+00:00,11.5,301.5,238.75,10.0,0.0,3.0,54.0,15.0,0.0,16.5,650.25,503.25,0.0,1237.25,1153.5,1237.25,-83.75,None,IT_SARD,2026-04-23
2026-01-21 19:00:00+00:00,11.0,301.5,239.5,10.0,0.0,3.0,54.0,15.0,0.0,15.25,649.25,242.0,0.0,1214.75,891.25,1214.75,-323.5,None,IT_SARD,2026-04-23
2026-01-21 20:00:00+00:00,11.0,302.0,264.75,10.0,0.0,1.0,34.0,15.0,0.0,13.0,650.75,151.0,0.0,1124.0,801.75,1124.0,-322.25,None,IT_SARD,2026-04-23
2026-01-21 21:00:00+00:00,11.25,301.75,214.25,10.0,0.0,1.0,34.0,15.0,0.0,18.75,606.0,150.75,0.0,1016.5,756.75,1016.5,-259.75,None,IT_SARD,2026-04-23
2026-01-21 22:00:00+00:00,11.5,301.75,213.0,10.0,0.0,1.0,34.0,15.0,0.0,29.0,615.25,0.0,11.5,897.75,615.25,909.25,-294.0,None,IT_SARD,2026-04-23
2026-01-21 23:00:00+00:00,12.0,302.0,213.0,10.0,0.0,1.0,39.0,15.0,0.0,72.25,664.25,0.0,184.75,802.5,664.25,987.25,-323.0,None,IT_SARD,2026-04-23
2026-01-22 00:00:00+00:00,12.0,301.5,212.5,10.0,0.0,1.0,39.0,15.0,0.0,139.25,730.25,0.0,442.5,750.25,730.25,1192.75,-462.5,None,IT_SARD,2026-04-23
