,Biomass,Fossil Coal-derived gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-03-05 13:00:00+00:00,54.5,330.75,264.0,9.0,0.0,21.0,46.25,14.0,237.5,433.5,1410.5,0.0,316.75,933.25,1410.5,1250.0,160.5,None,IT_SARD,2026-04-23
2026-03-05 14:00:00+00:00,54.5,330.75,273.0,9.0,0.0,21.0,46.0,14.75,139.25,519.25,1407.5,0.0,192.5,921.25,1407.5,1113.75,293.75,None,IT_SARD,2026-04-23
2026-03-05 15:00:00+00:00,54.75,330.5,274.0,9.0,0.0,21.0,46.0,15.0,49.0,553.5,1352.75,0.0,106.5,940.75,1352.75,1047.25,305.5,None,IT_SARD,2026-04-23
2026-03-05 16:00:00+00:00,54.25,330.75,253.0,9.0,0.0,21.0,46.25,15.0,16.25,618.25,1363.75,168.25,0.0,978.75,1532.0,978.75,553.25,None,IT_SARD,2026-04-23
2026-03-05 17:00:00+00:00,54.0,330.0,166.25,9.0,0.0,23.25,74.5,15.0,0.25,739.5,1411.75,465.25,0.0,1066.25,1877.0,1066.25,810.75,None,IT_SARD,2026-04-23
2026-03-05 18:00:00+00:00,54.0,330.75,167.25,9.0,0.0,23.0,71.0,15.0,0.0,767.0,1437.0,437.25,0.0,1122.0,1874.25,1122.0,752.25,None,IT_SARD,2026-04-23
2026-03-05 19:00:00+00:00,54.5,330.25,229.75,9.0,0.0,23.5,71.0,15.0,0.0,781.0,1514.0,0.0,6.5,1096.25,1514.0,1102.75,411.25,None,IT_SARD,2026-04-23
2026-03-05 20:00:00+00:00,54.25,331.0,274.75,9.0,0.0,22.25,58.5,15.0,0.0,788.25,1553.0,0.0,30.0,1030.75,1553.0,1060.75,492.25,None,IT_SARD,2026-04-23
2026-03-05 21:00:00+00:00,54.0,330.25,266.75,9.0,0.0,21.0,46.0,15.0,0.0,782.25,1524.25,0.0,4.5,944.5,1524.25,949.0,575.25,None,IT_SARD,2026-04-23
2026-03-05 22:00:00+00:00,54.5,330.75,264.0,9.0,0.0,21.0,46.0,15.0,0.0,775.25,1515.5,0.0,4.75,855.5,1515.5,860.25,655.25,None,IT_SARD,2026-04-23
2026-03-05 23:00:00+00:00,54.5,330.5,246.0,9.0,0.0,21.0,46.0,15.0,0.0,807.75,1529.75,0.0,40.75,757.75,1529.75,798.5,731.25,None,IT_SARD,2026-04-23
2026-03-06 00:00:00+00:00,54.75,330.75,211.25,9.0,0.0,21.0,46.0,15.0,0.0,819.25,1507.0,0.0,267.25,722.0,1507.0,989.25,517.75,None,IT_SARD,2026-04-23
2026-03-06 01:00:00+00:00,54.25,330.0,211.0,9.0,0.0,21.0,46.0,15.0,0.0,822.0,1508.25,0.0,226.5,705.5,1508.25,932.0,576.25,None,IT_SARD,2026-04-23
2026-03-06 02:00:00+00:00,54.5,330.5,211.5,9.0,0.0,21.0,46.0,15.0,0.0,755.5,1443.0,0.0,240.25,693.0,1443.0,933.25,509.75,None,IT_SARD,2026-04-23
2026-03-06 03:00:00+00:00,54.25,330.75,222.25,9.0,0.0,21.0,46.0,15.0,0.0,704.5,1402.75,0.0,207.75,701.75,1402.75,909.5,493.25,None,IT_SARD,2026-04-23
2026-03-06 04:00:00+00:00,48.5,330.0,261.0,9.0,0.0,21.0,46.0,15.0,0.0,713.0,1443.5,0.0,106.75,707.0,1443.5,813.75,629.75,None,IT_SARD,2026-04-23
2026-03-06 05:00:00+00:00,37.75,330.75,177.25,9.0,0.0,21.0,46.0,15.0,0.0,623.5,1260.25,204.0,0.0,840.75,1464.25,840.75,623.5,None,IT_SARD,2026-04-23
2026-03-06 06:00:00+00:00,36.25,330.25,167.0,9.25,0.0,21.0,46.0,15.0,6.0,620.75,1251.5,459.75,0.0,969.0,1711.25,969.0,742.25,None,IT_SARD,2026-04-23
2026-03-06 07:00:00+00:00,36.25,330.75,169.25,9.75,0.0,21.0,46.0,15.0,24.0,702.5,1354.5,385.0,0.0,1029.5,1739.5,1029.5,710.0,None,IT_SARD,2026-04-23
2026-03-06 08:00:00+00:00,36.5,330.75,231.75,9.25,0.0,21.0,46.0,15.0,77.75,719.25,1487.25,187.5,0.0,1031.5,1674.75,1031.5,643.25,None,IT_SARD,2026-04-23
2026-03-06 09:00:00+00:00,43.0,330.75,274.0,9.0,0.0,21.0,46.0,14.0,183.75,728.5,1650.0,71.5,0.0,1009.75,1721.5,1009.75,711.75,None,IT_SARD,2026-04-23
2026-03-06 10:00:00+00:00,53.0,330.75,273.25,9.0,0.0,21.0,46.0,15.0,351.75,702.0,1801.75,0.0,109.75,1009.0,1801.75,1118.75,683.0,None,IT_SARD,2026-04-23
2026-03-06 11:00:00+00:00,53.25,330.5,273.0,9.25,0.0,21.0,46.0,15.0,498.25,709.5,1955.75,0.0,581.5,973.75,1955.75,1555.25,400.5,None,IT_SARD,2026-04-23
2026-03-06 12:00:00+00:00,54.25,330.75,273.75,9.0,0.0,21.0,46.0,15.0,527.5,729.75,2007.0,0.0,574.5,925.0,2007.0,1499.5,507.5,None,IT_SARD,2026-04-23
2026-03-06 13:00:00+00:00,54.25,330.75,273.5,9.0,0.0,21.0,46.0,15.0,363.0,653.0,1765.5,0.0,283.5,935.75,1765.5,1219.25,546.25,None,IT_SARD,2026-04-23
2026-03-06 14:00:00+00:00,54.25,330.75,274.5,9.0,0.0,21.0,46.0,15.0,187.25,520.75,1458.5,0.0,76.0,928.0,1458.5,1004.0,454.5,None,IT_SARD,2026-04-23
2026-03-06 15:00:00+00:00,54.5,330.75,273.75,9.0,0.0,21.0,46.0,15.0,87.0,471.5,1308.5,0.25,0.0,937.0,1308.75,937.0,371.75,None,IT_SARD,2026-04-23
2026-03-06 16:00:00+00:00,54.75,330.0,273.25,9.0,0.0,21.0,46.0,15.0,30.75,372.0,1151.75,351.75,0.0,974.25,1503.5,974.25,529.25,None,IT_SARD,2026-04-23
2026-03-06 17:00:00+00:00,54.5,330.5,273.5,9.25,0.0,21.0,46.0,15.5,1.25,353.0,1104.5,755.5,0.0,1051.75,1860.0,1051.75,808.25,None,IT_SARD,2026-04-23
2026-03-06 18:00:00+00:00,54.5,331.0,272.75,9.5,0.0,21.75,46.0,16.0,0.0,327.75,1079.25,729.25,0.0,1084.5,1808.5,1084.5,724.0,None,IT_SARD,2026-04-23
2026-03-06 19:00:00+00:00,54.5,330.0,256.5,9.5,0.0,22.0,46.0,16.0,0.0,314.5,1049.0,219.0,0.0,1052.5,1268.0,1052.5,215.5,None,IT_SARD,2026-04-23
2026-03-06 20:00:00+00:00,54.5,330.5,184.5,9.0,0.0,22.0,46.0,16.0,0.0,320.0,982.5,0.0,56.75,973.25,982.5,1030.0,-47.5,None,IT_SARD,2026-04-23
2026-03-06 21:00:00+00:00,54.75,330.75,165.75,9.0,0.0,22.0,46.0,16.0,0.0,299.25,943.5,0.0,20.5,890.5,943.5,911.0,32.5,None,IT_SARD,2026-04-23
2026-03-06 22:00:00+00:00,54.5,330.75,167.0,9.0,0.0,22.0,46.0,16.0,0.0,264.0,909.25,0.0,78.5,801.0,909.25,879.5,29.75,None,IT_SARD,2026-04-23
2026-03-06 23:00:00+00:00,55.0,330.5,172.75,9.0,0.0,22.0,46.0,15.0,0.0,218.5,868.75,0.0,100.25,745.0,868.75,845.25,23.5,None,IT_SARD,2026-04-23
2026-03-07 00:00:00+00:00,54.75,330.5,166.0,9.0,0.0,22.0,46.0,15.0,0.0,234.5,877.75,0.0,140.75,701.0,877.75,841.75,36.0,None,IT_SARD,2026-04-23
2026-03-07 01:00:00+00:00,54.75,330.5,166.75,9.0,0.0,22.0,46.0,15.0,0.0,239.5,883.5,0.0,358.75,677.5,883.5,1036.25,-152.75,None,IT_SARD,2026-04-23
2026-03-07 02:00:00+00:00,55.0,330.5,171.0,9.0,0.0,22.0,46.0,15.0,0.0,227.25,875.75,0.0,377.25,664.0,875.75,1041.25,-165.5,None,IT_SARD,2026-04-23
2026-03-07 03:00:00+00:00,54.75,330.75,254.0,9.0,0.0,22.0,46.0,15.0,0.0,214.75,946.25,0.0,186.75,671.25,946.25,858.0,88.25,None,IT_SARD,2026-04-23
2026-03-07 04:00:00+00:00,54.75,330.25,274.25,9.0,0.0,22.0,46.0,15.0,0.0,188.25,939.5,0.0,9.25,692.0,939.5,701.25,238.25,None,IT_SARD,2026-04-23
2026-03-07 05:00:00+00:00,55.0,330.5,273.5,9.0,0.0,22.0,46.0,15.0,0.25,237.25,988.5,123.0,0.0,756.75,1111.5,756.75,354.75,None,IT_SARD,2026-04-23
2026-03-07 06:00:00+00:00,54.75,330.5,274.0,9.0,0.0,22.0,46.0,15.0,52.5,229.5,1033.25,456.25,0.0,830.0,1489.5,830.0,659.5,None,IT_SARD,2026-04-23
2026-03-07 07:00:00+00:00,55.0,330.5,274.25,9.0,0.0,22.0,46.0,15.0,284.0,213.0,1248.75,284.5,0.0,885.0,1533.25,885.0,648.25,None,IT_SARD,2026-04-23
2026-03-07 08:00:00+00:00,54.75,330.5,274.0,9.5,0.0,22.0,46.0,15.5,493.5,157.0,1402.75,64.25,0.0,867.25,1467.0,867.25,599.75,None,IT_SARD,2026-04-23
2026-03-07 09:00:00+00:00,54.5,331.0,263.5,9.0,0.0,22.0,46.0,16.0,608.25,144.5,1494.75,0.0,371.75,825.0,1494.75,1196.75,298.0,None,IT_SARD,2026-04-23
2026-03-07 10:00:00+00:00,54.75,330.5,209.75,9.0,0.0,22.0,46.0,15.75,614.5,100.75,1403.0,0.0,330.75,785.5,1403.0,1116.25,286.75,None,IT_SARD,2026-04-23
2026-03-07 11:00:00+00:00,54.25,330.75,209.5,9.0,0.0,22.0,46.0,15.0,653.5,111.0,1451.0,0.0,297.75,807.75,1451.0,1105.5,345.5,None,IT_SARD,2026-04-23
2026-03-07 12:00:00+00:00,54.0,330.75,210.25,9.0,0.0,22.0,46.0,16.0,624.75,120.75,1433.5,0.0,325.25,779.75,1433.5,1105.0,328.5,None,IT_SARD,2026-04-23
2026-03-07 13:00:00+00:00,54.25,330.75,210.5,9.0,0.0,22.0,46.0,15.0,536.5,106.5,1330.5,0.0,89.5,769.0,1330.5,858.5,472.0,None,IT_SARD,2026-04-23
2026-03-07 14:00:00+00:00,54.5,330.5,233.5,9.0,0.0,22.0,46.0,15.5,445.5,119.5,1276.0,0.0,26.5,778.75,1276.0,805.25,470.75,None,IT_SARD,2026-04-23
2026-03-07 15:00:00+00:00,54.5,330.25,255.5,9.0,0.0,22.0,46.0,15.5,264.5,117.5,1114.75,0.0,16.75,812.75,1114.75,829.5,285.25,None,IT_SARD,2026-04-23
2026-03-07 16:00:00+00:00,54.5,331.0,274.0,9.0,0.0,22.0,46.0,15.0,81.25,105.25,938.0,278.0,0.0,883.5,1216.0,883.5,332.5,None,IT_SARD,2026-04-23
2026-03-07 17:00:00+00:00,54.75,330.75,274.5,9.5,0.0,22.0,46.0,15.25,5.75,66.0,824.5,788.25,0.0,983.25,1612.75,983.25,629.5,None,IT_SARD,2026-04-23
2026-03-07 18:00:00+00:00,54.5,314.5,274.5,9.5,0.0,22.0,46.0,15.5,0.0,60.25,796.75,781.75,0.0,1044.0,1578.5,1044.0,534.5,None,IT_SARD,2026-04-23
2026-03-07 19:00:00+00:00,54.5,300.5,274.75,9.25,0.0,22.0,46.0,15.0,0.0,61.5,783.5,514.5,0.0,1016.75,1298.0,1016.75,281.25,None,IT_SARD,2026-04-23
2026-03-07 20:00:00+00:00,54.25,300.25,275.5,9.25,0.0,22.0,46.0,15.5,0.0,70.75,793.5,0.5,0.0,932.5,794.0,932.5,-138.5,None,IT_SARD,2026-04-23
2026-03-07 21:00:00+00:00,54.25,300.25,260.75,9.0,0.0,22.0,46.0,15.0,0.0,105.0,812.25,0.0,54.75,854.0,812.25,908.75,-96.5,None,IT_SARD,2026-04-23
2026-03-07 22:00:00+00:00,54.5,301.0,200.75,9.0,0.0,22.0,45.25,15.5,0.0,104.0,752.0,0.0,0.75,796.25,752.0,797.0,-45.0,None,IT_SARD,2026-04-23
2026-03-07 23:00:00+00:00,55.0,300.0,166.0,9.0,0.0,22.0,45.0,15.5,0.0,103.0,715.5,63.25,0.0,739.25,778.75,739.25,39.5,None,IT_SARD,2026-04-23
2026-03-08 00:00:00+00:00,54.75,300.5,168.0,9.0,0.0,22.0,45.0,16.0,0.0,85.0,700.25,0.0,54.25,692.25,700.25,746.5,-46.25,None,IT_SARD,2026-04-23
2026-03-08 01:00:00+00:00,54.75,300.25,168.25,9.0,0.0,22.0,45.0,16.0,0.0,81.0,696.25,0.0,95.75,670.75,696.25,766.5,-70.25,None,IT_SARD,2026-04-23
2026-03-08 02:00:00+00:00,54.25,300.25,168.0,9.0,0.0,22.0,45.0,16.0,0.0,84.25,698.75,0.0,105.0,659.5,698.75,764.5,-65.75,None,IT_SARD,2026-04-23
2026-03-08 03:00:00+00:00,54.5,300.25,168.5,9.0,0.0,22.0,45.0,16.0,0.0,80.0,695.25,0.0,110.75,658.25,695.25,769.0,-73.75,None,IT_SARD,2026-04-23
2026-03-08 04:00:00+00:00,54.5,300.75,168.25,9.0,0.0,22.0,45.0,15.5,0.0,71.75,686.75,0.0,80.25,673.75,686.75,754.0,-67.25,None,IT_SARD,2026-04-23
2026-03-08 05:00:00+00:00,54.0,300.0,168.0,9.0,0.0,22.0,45.0,15.0,0.5,57.0,670.5,0.0,23.25,709.25,670.5,732.5,-62.0,None,IT_SARD,2026-04-23
2026-03-08 06:00:00+00:00,54.25,300.25,167.75,9.0,0.0,22.0,45.0,15.0,61.0,49.5,723.75,0.0,2.0,754.0,723.75,756.0,-32.25,None,IT_SARD,2026-04-23
2026-03-08 07:00:00+00:00,54.25,300.25,181.25,9.0,0.0,22.0,45.0,15.5,262.75,38.5,928.5,0.0,82.25,798.25,928.5,880.5,48.0,None,IT_SARD,2026-04-23
2026-03-08 08:00:00+00:00,54.5,300.5,263.75,9.0,0.0,22.0,45.0,16.0,510.0,37.75,1258.5,39.5,0.0,790.25,1298.0,790.25,507.75,None,IT_SARD,2026-04-23
2026-03-08 09:00:00+00:00,55.0,299.75,246.25,9.0,0.0,22.0,45.75,16.0,670.0,53.0,1416.75,0.0,1.5,755.0,1416.75,756.5,660.25,None,IT_SARD,2026-04-23
2026-03-08 10:00:00+00:00,55.0,300.0,211.75,9.25,0.0,22.0,46.0,16.0,773.25,60.25,1493.5,0.0,325.25,720.75,1493.5,1046.0,447.5,None,IT_SARD,2026-04-23
2026-03-08 11:00:00+00:00,54.75,300.0,210.5,9.25,0.0,22.0,46.0,16.0,800.0,64.5,1523.0,0.0,436.25,709.0,1523.0,1145.25,377.75,None,IT_SARD,2026-04-23
2026-03-08 12:00:00+00:00,54.75,300.25,210.75,9.25,0.0,22.0,46.0,16.0,779.5,76.75,1515.25,0.0,388.25,667.5,1515.25,1055.75,459.5,None,IT_SARD,2026-04-23
2026-03-08 13:00:00+00:00,54.5,300.0,211.5,9.0,0.0,21.75,46.0,16.0,714.5,77.0,1450.25,0.0,337.75,644.0,1450.25,981.75,468.5,None,IT_SARD,2026-04-23
2026-03-08 14:00:00+00:00,54.25,299.0,211.25,9.25,0.0,21.25,46.0,15.75,621.0,95.5,1373.25,0.0,327.75,646.25,1373.25,974.0,399.25,None,IT_SARD,2026-04-23
2026-03-08 15:00:00+00:00,54.75,299.25,254.0,9.0,0.0,21.25,46.0,15.0,364.5,100.75,1164.5,0.0,97.75,712.0,1164.5,809.75,354.75,None,IT_SARD,2026-04-23
2026-03-08 16:00:00+00:00,54.25,300.25,274.75,9.0,0.0,22.0,46.0,15.0,99.0,123.75,944.0,101.5,0.0,806.0,1045.5,806.0,239.5,None,IT_SARD,2026-04-23
2026-03-08 17:00:00+00:00,54.0,300.0,274.0,9.0,0.0,22.0,46.0,15.5,3.5,145.75,869.75,349.5,0.0,912.75,1219.25,912.75,306.5,None,IT_SARD,2026-04-23
2026-03-08 18:00:00+00:00,54.75,300.75,274.25,9.5,0.0,22.0,46.0,15.5,0.0,133.75,856.5,662.0,0.0,996.25,1518.5,996.25,522.25,None,IT_SARD,2026-04-23
2026-03-08 19:00:00+00:00,54.75,300.25,274.5,9.25,0.0,22.0,46.0,14.25,0.0,115.5,836.5,659.0,0.0,998.5,1495.5,998.5,497.0,None,IT_SARD,2026-04-23
2026-03-08 20:00:00+00:00,54.75,300.75,274.75,9.25,0.0,23.75,65.25,15.5,0.0,117.5,861.5,546.25,0.0,938.5,1407.75,938.5,469.25,None,IT_SARD,2026-04-23
2026-03-08 21:00:00+00:00,54.75,302.25,254.75,9.25,0.0,22.0,46.25,15.25,0.0,117.25,821.75,49.5,0.0,852.0,871.25,852.0,19.25,None,IT_SARD,2026-04-23
2026-03-08 22:00:00+00:00,55.0,301.0,181.0,9.0,0.0,22.0,46.0,15.5,0.0,119.5,749.0,0.0,8.25,771.5,749.0,779.75,-30.75,None,IT_SARD,2026-04-23
2026-03-08 23:00:00+00:00,55.0,301.5,174.5,9.0,0.0,22.0,46.0,15.0,0.0,98.75,721.75,0.0,164.5,714.5,721.75,879.0,-157.25,None,IT_SARD,2026-04-23
2026-03-09 00:00:00+00:00,55.0,301.25,233.0,9.25,0.0,22.0,46.0,15.0,0.0,74.25,755.75,0.0,474.75,686.0,755.75,1160.75,-405.0,None,IT_SARD,2026-04-23
2026-03-09 01:00:00+00:00,54.75,301.0,274.75,9.25,0.0,22.0,46.0,15.0,0.0,62.0,784.75,0.0,420.0,652.25,784.75,1072.25,-287.5,None,IT_SARD,2026-04-23
2026-03-09 02:00:00+00:00,54.75,301.25,274.0,9.25,0.0,22.0,46.0,15.0,0.0,65.0,787.25,0.0,241.0,647.0,787.25,888.0,-100.75,None,IT_SARD,2026-04-23
2026-03-09 03:00:00+00:00,55.0,300.75,275.5,9.0,0.0,22.0,46.0,16.0,0.0,55.0,779.25,0.0,272.75,655.25,779.25,928.0,-148.75,None,IT_SARD,2026-04-23
2026-03-09 04:00:00+00:00,55.0,301.5,273.75,9.0,0.0,22.0,46.0,15.0,0.0,52.5,774.75,0.0,169.0,702.25,774.75,871.25,-96.5,None,IT_SARD,2026-04-23
2026-03-09 05:00:00+00:00,55.0,301.0,274.0,9.0,0.0,22.0,46.0,15.0,1.25,58.0,781.25,282.5,0.0,812.0,1063.75,812.0,251.75,None,IT_SARD,2026-04-23
2026-03-09 06:00:00+00:00,55.0,301.0,269.25,9.5,0.0,22.0,46.0,15.0,81.5,58.0,857.25,654.5,0.0,931.0,1511.75,931.0,580.75,None,IT_SARD,2026-04-23
2026-03-09 07:00:00+00:00,55.0,301.25,273.5,9.5,0.0,22.0,46.0,15.0,300.25,58.0,1080.5,396.25,0.0,945.75,1476.75,945.75,531.0,None,IT_SARD,2026-04-23
2026-03-09 08:00:00+00:00,55.0,300.5,272.75,9.0,0.0,22.0,46.0,15.0,535.5,54.5,1310.25,23.25,0.0,891.25,1333.5,891.25,442.25,None,IT_SARD,2026-04-23
2026-03-09 09:00:00+00:00,55.0,301.5,274.0,9.5,0.0,22.0,46.0,15.0,709.5,66.25,1498.75,0.0,88.0,832.75,1498.75,920.75,578.0,None,IT_SARD,2026-04-23
2026-03-09 10:00:00+00:00,55.0,301.0,272.0,9.0,0.0,22.0,46.0,15.0,799.75,68.25,1588.0,0.0,718.25,792.75,1588.0,1511.0,77.0,None,IT_SARD,2026-04-23
2026-03-09 11:00:00+00:00,55.0,301.0,237.5,9.0,0.0,22.0,46.0,15.0,827.75,87.75,1601.0,0.0,823.0,781.0,1601.0,1604.0,-3.0,None,IT_SARD,2026-04-23
2026-03-09 12:00:00+00:00,55.0,301.5,196.0,9.0,0.0,22.0,46.0,15.0,763.5,102.0,1510.0,0.0,690.0,780.75,1510.0,1470.75,39.25,None,IT_SARD,2026-04-23
2026-03-09 13:00:00+00:00,54.75,301.25,166.0,9.0,0.0,22.0,46.0,15.0,704.0,114.25,1432.25,0.0,302.5,796.5,1432.25,1099.0,333.25,None,IT_SARD,2026-04-23
2026-03-09 14:00:00+00:00,54.5,301.25,166.5,9.0,0.0,22.0,46.0,15.0,492.0,129.75,1236.0,0.0,96.5,761.75,1236.0,858.25,377.75,None,IT_SARD,2026-04-23
2026-03-09 15:00:00+00:00,54.25,301.25,167.25,9.0,0.0,22.0,46.0,15.0,228.25,125.0,968.0,59.0,0.0,829.5,1027.0,829.5,197.5,None,IT_SARD,2026-04-23
2026-03-09 16:00:00+00:00,54.75,299.0,175.75,9.25,0.0,22.0,46.0,15.0,62.0,140.75,824.5,489.75,0.0,918.5,1314.25,918.5,395.75,None,IT_SARD,2026-04-23
2026-03-09 17:00:00+00:00,54.75,299.0,248.5,9.0,0.0,22.0,46.0,15.0,1.75,174.0,870.0,643.75,0.0,1017.25,1513.75,1017.25,496.5,None,IT_SARD,2026-04-23
2026-03-09 18:00:00+00:00,54.5,298.75,274.5,9.25,0.0,22.0,46.0,15.0,0.0,164.75,884.75,711.5,0.0,1082.25,1596.25,1082.25,514.0,None,IT_SARD,2026-04-23
2026-03-09 19:00:00+00:00,54.25,301.0,273.75,9.5,0.0,22.0,46.0,15.0,0.0,94.25,815.75,144.75,0.0,1068.0,960.5,1068.0,-107.5,None,IT_SARD,2026-04-23
2026-03-09 20:00:00+00:00,54.5,301.25,274.0,9.0,0.0,22.0,46.0,15.5,0.0,64.0,786.25,67.5,0.0,994.0,853.75,994.0,-140.25,None,IT_SARD,2026-04-23
2026-03-09 21:00:00+00:00,54.25,300.75,273.25,9.0,0.0,22.0,46.0,15.0,0.0,68.75,789.0,0.0,0.0,900.25,789.0,900.25,-111.25,None,IT_SARD,2026-04-23
2026-03-09 22:00:00+00:00,54.75,301.0,274.0,9.0,0.0,22.0,46.0,15.75,0.0,68.75,791.25,0.0,0.0,806.0,791.25,806.0,-14.75,None,IT_SARD,2026-04-23
2026-03-09 23:00:00+00:00,54.5,301.25,274.25,9.5,0.0,22.0,46.0,15.0,0.0,65.25,787.75,0.0,13.25,747.0,787.75,760.25,27.5,None,IT_SARD,2026-04-23
2026-03-10 00:00:00+00:00,54.5,301.0,274.75,9.0,0.0,22.0,46.0,15.0,0.0,63.0,785.25,0.0,229.75,697.5,785.25,927.25,-142.0,None,IT_SARD,2026-04-23
2026-03-10 01:00:00+00:00,54.75,301.0,275.25,9.0,0.0,22.0,46.0,15.75,0.0,75.0,798.75,0.0,316.25,674.75,798.75,991.0,-192.25,None,IT_SARD,2026-04-23
2026-03-10 02:00:00+00:00,54.5,301.5,274.5,9.25,0.0,22.0,46.0,15.0,0.0,76.75,799.5,0.0,369.75,668.75,799.5,1038.5,-239.0,None,IT_SARD,2026-04-23
2026-03-10 03:00:00+00:00,54.5,301.0,275.0,9.25,0.0,22.0,46.0,15.0,0.0,68.75,791.5,0.0,438.0,683.25,791.5,1121.25,-329.75,None,IT_SARD,2026-04-23
2026-03-10 04:00:00+00:00,54.75,301.0,254.5,9.0,0.0,22.0,50.25,15.0,0.0,58.25,764.75,0.0,181.75,721.5,764.75,903.25,-138.5,None,IT_SARD,2026-04-23
2026-03-10 05:00:00+00:00,54.5,301.5,237.25,9.0,0.0,23.25,63.5,15.0,1.25,72.75,778.0,228.75,0.0,836.5,1006.75,836.5,170.25,None,IT_SARD,2026-04-23
2026-03-10 06:00:00+00:00,55.0,301.0,273.0,9.0,0.0,23.0,58.25,15.0,67.5,86.25,888.0,657.25,0.0,940.75,1545.25,940.75,604.5,None,IT_SARD,2026-04-23
2026-03-10 07:00:00+00:00,55.0,300.75,273.75,9.5,0.0,24.0,66.5,15.0,203.75,90.5,1038.75,370.0,0.0,939.0,1408.75,939.0,469.75,None,IT_SARD,2026-04-23
2026-03-10 08:00:00+00:00,55.0,301.5,279.0,9.0,0.0,24.0,66.0,14.25,387.5,71.5,1207.75,171.5,0.0,916.5,1379.25,916.5,462.75,None,IT_SARD,2026-04-23
2026-03-10 09:00:00+00:00,55.0,301.5,290.0,9.0,0.0,22.0,50.25,14.0,445.75,79.0,1266.5,0.0,129.25,874.5,1266.5,1003.75,262.75,None,IT_SARD,2026-04-23
2026-03-10 10:00:00+00:00,55.0,300.75,284.25,9.0,0.0,21.25,48.0,14.0,476.5,100.5,1309.25,0.0,303.25,895.75,1309.25,1199.0,110.25,None,IT_SARD,2026-04-23
2026-03-10 11:00:00+00:00,54.75,301.0,330.5,9.0,0.0,21.0,46.0,14.0,487.0,109.25,1372.5,0.0,494.75,937.5,1372.5,1432.25,-59.75,None,IT_SARD,2026-04-23
2026-03-10 12:00:00+00:00,54.5,301.0,383.0,9.0,0.0,21.0,46.0,14.0,375.5,131.5,1335.5,0.0,449.75,925.5,1335.5,1375.25,-39.75,None,IT_SARD,2026-04-23
2026-03-10 13:00:00+00:00,54.75,301.0,416.75,9.0,0.0,21.0,47.0,14.0,312.0,141.25,1316.75,0.0,469.25,895.25,1316.75,1364.5,-47.75,None,IT_SARD,2026-04-23
2026-03-10 14:00:00+00:00,54.5,301.25,467.0,9.25,0.0,21.5,50.0,14.0,179.0,124.5,1221.0,0.0,334.0,877.25,1221.0,1211.25,9.75,None,IT_SARD,2026-04-23
2026-03-10 15:00:00+00:00,55.0,301.5,457.25,9.25,0.0,21.5,50.0,15.0,120.25,95.25,1125.0,0.0,268.5,865.75,1125.0,1134.25,-9.25,None,IT_SARD,2026-04-23
2026-03-10 16:00:00+00:00,54.5,300.75,507.75,9.0,0.0,22.0,58.0,15.25,56.75,100.25,1124.25,29.0,0.0,935.75,1153.25,935.75,217.5,None,IT_SARD,2026-04-23
2026-03-10 17:00:00+00:00,54.25,301.5,441.0,9.25,0.0,23.0,66.0,15.0,3.0,79.25,992.25,535.0,0.0,1020.25,1527.25,1020.25,507.0,None,IT_SARD,2026-04-23
2026-03-10 18:00:00+00:00,54.0,301.0,426.5,9.75,0.0,24.0,66.0,15.0,0.0,75.0,971.25,619.0,0.0,1100.75,1590.25,1100.75,489.5,None,IT_SARD,2026-04-23
2026-03-10 19:00:00+00:00,54.5,300.5,539.25,9.0,0.0,23.5,60.0,15.0,0.0,67.0,1068.75,347.5,0.0,1077.0,1416.25,1077.0,339.25,None,IT_SARD,2026-04-23
2026-03-10 20:00:00+00:00,54.5,301.75,539.25,9.0,0.0,22.0,46.0,15.0,0.0,73.5,1061.0,180.0,0.0,999.5,1241.0,999.5,241.5,None,IT_SARD,2026-04-23
2026-03-10 21:00:00+00:00,54.5,301.0,540.75,9.0,0.0,23.0,56.0,15.0,0.0,84.75,1084.0,194.25,0.0,905.0,1278.25,905.0,373.25,None,IT_SARD,2026-04-23
2026-03-10 22:00:00+00:00,54.5,301.5,539.75,9.0,0.0,22.0,46.0,15.5,0.0,109.0,1097.25,117.25,0.0,802.75,1214.5,802.75,411.75,None,IT_SARD,2026-04-23
2026-03-10 23:00:00+00:00,54.5,301.25,420.0,9.25,0.0,24.5,72.25,15.0,0.0,124.5,1021.25,0.0,66.5,724.5,1021.25,791.0,230.25,None,IT_SARD,2026-04-23
2026-03-11 00:00:00+00:00,54.25,301.25,275.25,9.0,0.0,24.0,66.25,15.5,0.0,122.0,867.5,0.0,174.0,683.25,867.5,857.25,10.25,None,IT_SARD,2026-04-23
2026-03-11 01:00:00+00:00,54.25,300.5,162.0,9.0,0.0,22.0,46.0,16.0,0.0,93.25,703.0,0.0,100.25,673.75,703.0,774.0,-71.0,None,IT_SARD,2026-04-23
2026-03-11 02:00:00+00:00,54.25,301.0,161.25,9.25,0.0,22.0,46.0,16.0,0.0,83.25,693.0,0.0,321.5,667.75,693.0,989.25,-296.25,None,IT_SARD,2026-04-23
