,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Waste,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-13 00:00:00+00:00,252.0,2575.2,0.0,0.0,0.072,1616.2,99.6,22.0,0.0,0.0,100.0,323.0,4988.072,0.0,929.1,7212.9,4988.072,8142.0,-3153.928,None,AT,2026-04-23
2026-01-13 01:00:00+00:00,252.0,2563.7999999999997,0.0,0.0,0.072,1619.9,76.7,22.0,0.0,0.0,100.0,332.0,4966.472,0.0,1153.3,7088.7,4966.472,8242.0,-3275.5280000000002,None,AT,2026-04-23
2026-01-13 02:00:00+00:00,250.0,2486.3,0.0,0.0,0.072,1613.9,105.2,22.0,0.0,0.0,100.0,323.0,4900.472000000001,0.0,1145.8,7022.9,4900.472000000001,8168.7,-3268.227999999999,None,AT,2026-04-23
2026-01-13 03:00:00+00:00,248.0,2524.2,0.0,0.0,0.072,1624.5,122.2,22.0,0.0,0.0,100.0,337.0,4977.972,0.0,1040.0,7190.6,4977.972,8230.6,-3252.6280000000006,None,AT,2026-04-23
2026-01-13 04:00:00+00:00,248.0,2524.2,0.0,0.0,0.072,1655.1,280.2,22.0,0.0,0.0,100.0,338.0,5167.571999999999,0.0,573.8,7810.1,5167.571999999999,8383.9,-3216.3280000000004,None,AT,2026-04-23
2026-01-13 05:00:00+00:00,248.0,2481.3,0.0,0.0,0.072,1774.8,688.0,22.0,0.0,0.0,100.0,373.0,5687.1720000000005,1698.6,0.0,9040.199999999999,7385.772000000001,9040.199999999999,-1654.427999999998,None,AT,2026-04-23
2026-01-13 06:00:00+00:00,248.0,2529.9,0.0,0.0,0.072,1908.6999999999998,958.8,22.0,0.0,0.0,100.0,317.0,6084.472000000001,2063.8,0.0,10046.4,8148.272000000001,10046.4,-1898.1279999999988,None,AT,2026-04-23
2026-01-13 07:00:00+00:00,248.0,2564.9,0.0,0.0,0.072,2014.7,1000.9,22.0,0.0,18.0,100.0,248.0,6216.572,2199.9,0.0,10483.2,8416.472,10483.2,-2066.728000000001,None,AT,2026-04-23
2026-01-13 08:00:00+00:00,248.0,2559.2,0.0,0.0,0.072,2073.3,1088.2,22.0,0.0,107.0,100.0,190.0,6387.772,2372.7,0.0,10565.7,8760.472,10565.7,-1805.228000000001,None,AT,2026-04-23
2026-01-13 09:00:00+00:00,248.0,2569.9,0.0,0.0,0.072,2072.3,1093.3,22.0,0.0,203.0,100.0,209.0,6517.572000000001,2153.5,0.0,10546.5,8671.072,10546.5,-1875.4279999999999,None,AT,2026-04-23
2026-01-13 10:00:00+00:00,249.0,2566.3999999999996,0.0,0.0,0.072,2031.6999999999998,1087.6,22.0,0.0,257.0,100.0,291.0,6604.771999999999,2189.0,0.0,10367.9,8793.771999999999,10367.9,-1574.1280000000006,None,AT,2026-04-23
2026-01-13 11:00:00+00:00,249.0,2608.5,0.0,0.0,0.072,2047.4,1010.3,22.0,0.0,283.0,100.0,183.0,6503.272,2118.8,0.0,10088.8,8622.072,10088.8,-1466.7279999999992,None,AT,2026-04-23
2026-01-13 12:00:00+00:00,248.0,2575.7,0.0,0.0,0.072,2042.6,982.5,22.0,0.0,262.0,100.0,150.0,6382.871999999999,2125.6,0.0,9971.9,8508.472,9971.9,-1463.4279999999999,None,AT,2026-04-23
2026-01-13 13:00:00+00:00,247.0,2559.8,0.0,0.0,0.072,2075.5,841.5,22.0,0.0,186.0,100.0,155.0,6186.872,1945.3,0.0,9761.099999999999,8132.1720000000005,9761.099999999999,-1628.927999999998,None,AT,2026-04-23
2026-01-13 14:00:00+00:00,246.0,2567.1,0.0,0.0,0.072,2138.8999999999996,909.3,22.0,0.0,74.0,100.0,111.0,6168.372,2023.5,0.0,9778.7,8191.872,9778.7,-1586.8280000000004,None,AT,2026-04-23
2026-01-13 15:00:00+00:00,248.0,2566.8,0.0,0.0,0.072,2274.1,981.5,22.0,0.0,5.0,100.0,59.0,6256.472,2090.3,0.0,9926.7,8346.772,9926.7,-1579.9279999999999,None,AT,2026-04-23
2026-01-13 16:00:00+00:00,248.0,2550.5,0.0,0.0,0.072,2303.0,967.2,22.0,0.0,0.0,100.0,45.0,6235.772,2066.2,0.0,10121.2,8301.972,10121.2,-1819.228000000001,None,AT,2026-04-23
2026-01-13 17:00:00+00:00,252.0,2528.4,0.0,0.0,0.072,2271.6000000000004,936.0,22.0,0.0,0.0,100.0,40.0,6150.072,2178.6,0.0,9966.2,8328.672,9966.2,-1637.5280000000002,None,AT,2026-04-23
2026-01-13 18:00:00+00:00,252.0,2524.8,0.0,0.0,0.072,2166.5,925.9,22.0,0.0,0.0,100.0,91.0,6082.272,2170.8,0.0,9571.0,8253.072,9571.0,-1317.9279999999999,None,AT,2026-04-23
2026-01-13 19:00:00+00:00,252.0,2490.4,0.0,0.0,0.072,2130.8,750.4,22.0,0.0,0.0,100.0,158.0,5903.6720000000005,1663.0,0.0,9019.6,7566.6720000000005,9019.6,-1452.9279999999999,None,AT,2026-04-23
2026-01-13 20:00:00+00:00,252.0,2585.3,0.0,0.0,0.072,2080.9,555.7,22.0,0.0,0.0,100.0,237.0,5832.972000000001,769.5,0.0,8379.1,6602.472000000001,8379.1,-1776.6279999999997,None,AT,2026-04-23
2026-01-13 21:00:00+00:00,252.0,2606.9,0.0,0.0,0.072,1965.6999999999998,107.69999999999999,22.0,0.0,0.0,100.0,405.0,5459.372,0.0,203.7,8151.8,5459.372,8355.5,-2896.1279999999997,None,AT,2026-04-23
2026-01-13 22:00:00+00:00,252.0,2600.5,0.0,0.0,0.072,1851.2,85.5,22.0,0.0,0.0,100.0,448.0,5359.272,0.0,753.1,7643.2,5359.272,8396.3,-3037.0279999999993,None,AT,2026-04-23
2026-01-13 23:00:00+00:00,244.0,2606.0,0.0,0.0,0.072,1752.7,44.4,22.0,0.0,0.0,100.0,484.0,5253.172,0.0,905.7,7338.700000000001,5253.172,8244.400000000001,-2991.228000000002,None,AT,2026-04-23
2026-01-14 00:00:00+00:00,244.0,2599.5,0.0,0.0,0.072,1730.2,32.7,22.0,0.0,0.0,100.0,598.0,5326.472,0.0,1181.4,7000.2,5326.472,8181.6,-2855.1280000000006,None,AT,2026-04-23
2026-01-14 01:00:00+00:00,244.0,2588.7,0.0,0.0,0.072,1725.3,44.1,22.0,0.0,0.0,100.0,617.0,5341.1720000000005,0.0,1420.7,6917.6,5341.1720000000005,8338.300000000001,-2997.1280000000006,None,AT,2026-04-23
2026-01-14 02:00:00+00:00,244.0,2582.2,0.0,0.0,0.072,1757.8,54.2,22.0,0.0,0.0,100.0,557.0,5317.272,0.0,1457.6,6896.9,5317.272,8354.5,-3037.228,None,AT,2026-04-23
2026-01-14 03:00:00+00:00,244.0,2580.9,0.0,0.0,0.072,1758.0,46.2,22.0,0.0,0.0,100.0,575.0,5326.172,0.0,1401.2,7103.5,5326.172,8504.7,-3178.528000000001,None,AT,2026-04-23
2026-01-14 04:00:00+00:00,244.0,2611.2,0.0,0.0,0.072,1764.8000000000002,44.5,22.0,0.0,0.0,100.0,592.0,5378.572,0.0,1089.9,7818.6,5378.572,8908.5,-3529.928,None,AT,2026-04-23
2026-01-14 05:00:00+00:00,244.0,2541.3,0.0,0.0,0.072,1893.5,531.2,22.0,0.0,0.0,100.0,450.0,5782.072,835.5,0.0,8991.0,6617.572,8991.0,-2373.428,None,AT,2026-04-23
2026-01-14 06:00:00+00:00,244.0,2509.5,0.0,0.0,0.072,2066.7,827.7,22.0,0.0,0.0,100.0,404.0,6173.972,1550.7,0.0,9915.4,7724.672,9915.4,-2190.728,None,AT,2026-04-23
2026-01-14 07:00:00+00:00,244.0,2537.2999999999997,0.0,0.0,0.072,2120.2000000000003,799.1,22.0,0.0,37.0,100.0,247.0,6106.6720000000005,1687.1,0.0,10334.1,7793.772000000001,10334.1,-2540.3279999999995,None,AT,2026-04-23
2026-01-14 08:00:00+00:00,244.0,2543.9,0.0,0.0,0.072,2121.0,773.4,22.0,0.0,178.0,100.0,189.0,6171.371999999999,1652.8,0.0,10290.400000000001,7824.172,10290.400000000001,-2466.228000000002,None,AT,2026-04-23
2026-01-14 09:00:00+00:00,244.0,2577.1,0.0,0.0,0.072,2101.9,581.1,22.0,0.0,314.0,100.0,129.0,6069.1720000000005,1157.7,0.0,10135.5,7226.872,10135.5,-2908.6279999999997,None,AT,2026-04-23
2026-01-14 10:00:00+00:00,244.0,2629.2,0.0,0.0,0.072,2072.2,413.1,22.0,0.0,404.0,100.0,109.0,5993.572,545.5,0.0,9858.3,6539.072,9858.3,-3319.227999999999,None,AT,2026-04-23
2026-01-14 11:00:00+00:00,244.0,2676.1,0.0,0.0,0.072,2072.2,206.8,22.0,0.0,431.0,100.0,51.0,5803.172,342.0,0.0,9672.4,6145.172,9672.4,-3527.228,None,AT,2026-04-23
2026-01-14 12:00:00+00:00,244.0,2669.1,0.0,0.0,0.072,2072.5,202.0,22.0,0.0,380.0,100.0,61.0,5750.6720000000005,281.6,0.0,9548.7,6032.272000000001,9548.7,-3516.428,None,AT,2026-04-23
2026-01-14 13:00:00+00:00,244.0,2633.2,0.0,0.0,0.072,2077.6,323.20000000000005,22.0,0.0,262.0,100.0,44.0,5706.071999999999,572.8,0.0,9475.7,6278.871999999999,9475.7,-3196.8280000000013,None,AT,2026-04-23
2026-01-14 14:00:00+00:00,244.0,2573.7,0.0,0.0,0.072,2085.4,728.9,22.0,0.0,104.0,100.0,71.0,5929.072,1395.4,0.0,9584.5,7324.472,9584.5,-2260.0280000000002,None,AT,2026-04-23
2026-01-14 15:00:00+00:00,243.0,2572.3,0.0,0.0,0.072,2263.0,604.2,22.0,0.0,7.0,100.0,66.0,5877.572,1518.8,0.0,9847.900000000001,7396.372,9847.900000000001,-2451.528000000001,None,AT,2026-04-23
2026-01-14 16:00:00+00:00,244.0,2566.7,0.0,0.0,0.072,2284.4,816.7,22.0,0.0,0.0,100.0,74.0,6107.872,1777.6,0.0,9978.4,7885.472,9978.4,-2092.928,None,AT,2026-04-23
2026-01-14 17:00:00+00:00,243.0,2568.4,0.0,0.0,0.072,2283.3,889.2,22.0,0.0,0.0,100.0,97.0,6202.972000000001,1439.5,0.0,9869.2,7642.472000000001,9869.2,-2226.728,None,AT,2026-04-23
2026-01-14 18:00:00+00:00,240.0,2550.2,0.0,0.0,0.072,2186.0,663.5,22.0,0.0,0.0,100.0,115.0,5876.772,1016.9,0.0,9484.0,6893.672,9484.0,-2590.3280000000004,None,AT,2026-04-23
2026-01-14 19:00:00+00:00,240.0,2553.9,0.0,0.0,0.072,2117.8,483.3,22.0,0.0,0.0,100.0,109.0,5626.072000000001,647.7,0.0,8938.5,6273.772000000001,8938.5,-2664.727999999999,None,AT,2026-04-23
2026-01-14 20:00:00+00:00,240.0,2590.1000000000004,0.0,0.0,0.072,1987.7,229.0,22.0,0.0,0.0,100.0,85.0,5253.872,218.39999999999998,0.0,8306.1,5472.272,8306.1,-2833.8280000000004,None,AT,2026-04-23
2026-01-14 21:00:00+00:00,240.0,2613.1,0.0,0.0,0.072,1866.6,33.2,22.0,0.0,0.0,100.0,68.0,4942.972,0.0,30.200000000000003,8059.6,4942.972,8089.8,-3146.8280000000004,None,AT,2026-04-23
2026-01-14 22:00:00+00:00,240.0,2623.1,0.0,0.0,0.072,1810.5,32.9,22.0,0.0,0.0,100.0,61.0,4889.572,0.0,1028.6,7622.5,4889.572,8651.1,-3761.5280000000002,None,AT,2026-04-23
2026-01-14 23:00:00+00:00,252.0,2615.1,0.0,0.0,0.072,1741.3000000000002,49.4,22.0,0.0,0.0,100.0,47.0,4826.871999999999,0.0,1040.5,7323.2,4826.871999999999,8363.7,-3536.8280000000013,None,AT,2026-04-23
2026-01-15 00:00:00+00:00,252.0,2616.1,0.0,0.0,0.072,1739.9,75.69999999999999,22.0,0.0,0.0,100.0,43.0,4848.772,0.0,1217.8,7088.5,4848.772,8306.3,-3457.5279999999993,None,AT,2026-04-23
2026-01-15 01:00:00+00:00,252.0,2590.3,0.0,0.0,0.072,1730.9,86.4,22.0,0.0,0.0,100.0,32.0,4813.6720000000005,0.0,1271.1,6883.4,4813.6720000000005,8154.5,-3340.8279999999995,None,AT,2026-04-23
2026-01-15 02:00:00+00:00,252.0,2576.5,0.0,0.0,0.072,1713.1,58.599999999999994,22.0,0.0,0.0,100.0,14.0,4736.272000000001,0.0,1210.7,6819.9,4736.272000000001,8030.599999999999,-3294.3279999999986,None,AT,2026-04-23
2026-01-15 03:00:00+00:00,249.0,2570.3,0.0,0.0,0.072,1712.8,53.2,22.0,0.0,0.0,100.0,15.0,4722.372,0.0,1020.5,7043.2,4722.372,8063.7,-3341.3279999999995,None,AT,2026-04-23
2026-01-15 04:00:00+00:00,248.0,2580.1,0.0,0.0,0.072,1706.5,57.3,22.0,0.0,0.0,100.0,16.0,4729.972000000001,0.0,577.8,7799.4,4729.972000000001,8377.199999999999,-3647.2279999999982,None,AT,2026-04-23
2026-01-15 05:00:00+00:00,248.0,2545.7,0.0,0.0,0.072,1822.3,360.6,22.0,0.0,0.0,100.0,24.0,5122.6720000000005,946.9,0.0,8920.5,6069.572,8920.5,-2850.928,None,AT,2026-04-23
2026-01-15 06:00:00+00:00,248.0,2513.4,0.0,0.0,0.072,1967.5,676.6,22.0,0.0,0.0,100.0,28.0,5555.572,1864.1,0.0,9929.699999999999,7419.6720000000005,9929.699999999999,-2510.0279999999984,None,AT,2026-04-23
2026-01-15 07:00:00+00:00,245.0,2540.7,0.0,0.0,0.072,2042.1,584.9000000000001,22.0,0.0,11.0,100.0,26.0,5571.771999999999,2241.3,0.0,10373.1,7813.071999999999,10373.1,-2560.028000000001,None,AT,2026-04-23
2026-01-15 08:00:00+00:00,244.0,2549.2,0.0,0.0,0.072,2097.0,668.0,22.0,0.0,84.0,100.0,21.0,5785.272,2023.8,0.0,10366.5,7809.072,10366.5,-2557.428,None,AT,2026-04-23
2026-01-15 09:00:00+00:00,244.0,2583.0,0.0,0.0,0.072,2097.5,564.7,22.0,0.0,177.0,100.0,12.0,5800.272,1778.3,0.0,10258.7,7578.572,10258.7,-2680.1280000000006,None,AT,2026-04-23
2026-01-15 10:00:00+00:00,244.0,2592.8,0.0,0.0,0.072,2019.5,629.4,22.0,0.0,244.0,100.0,10.0,5861.772,1697.3999999999999,0.0,10043.6,7559.172,10043.6,-2484.428000000001,None,AT,2026-04-23
2026-01-15 11:00:00+00:00,244.0,2621.2,0.0,0.0,0.072,1999.5,599.1,22.0,0.0,271.0,100.0,8.0,5864.872,1427.7,0.0,9715.0,7292.572,9715.0,-2422.428,None,AT,2026-04-23
2026-01-15 12:00:00+00:00,244.0,2612.3,0.0,0.0,0.072,1976.1999999999998,480.0,22.0,0.0,250.0,100.0,26.0,5710.572,1569.9,0.0,9506.6,7280.472,9506.6,-2226.1280000000006,None,AT,2026-04-23
2026-01-15 13:00:00+00:00,244.0,2576.5,0.0,0.0,0.072,1984.4,452.6,22.0,0.0,186.0,100.0,66.0,5631.572,1364.9,0.0,9375.7,6996.472,9375.7,-2379.228000000001,None,AT,2026-04-23
2026-01-15 14:00:00+00:00,244.0,2538.7,0.0,0.0,0.072,2066.8,679.8,22.0,0.0,84.0,100.0,41.0,5776.372,1767.3999999999999,0.0,9514.3,7543.772,9514.3,-1970.5279999999993,None,AT,2026-04-23
2026-01-15 15:00:00+00:00,247.0,2521.2,0.0,0.0,0.072,2163.9,499.3,22.0,0.0,7.0,100.0,54.0,5614.472000000001,1772.5,0.0,9772.5,7386.972000000001,9772.5,-2385.5279999999993,None,AT,2026-04-23
2026-01-15 16:00:00+00:00,248.0,2465.9,0.0,0.0,0.072,2190.2999999999997,846.7,22.0,0.0,0.0,100.0,56.0,5928.972,2075.1,0.0,10020.0,8004.072,10020.0,-2015.9279999999999,None,AT,2026-04-23
2026-01-15 17:00:00+00:00,250.0,2352.0,0.0,0.0,0.072,2185.0,867.0,22.0,0.0,0.0,100.0,63.0,5839.072,2148.7,0.0,9872.7,7987.772,9872.7,-1884.9280000000008,None,AT,2026-04-23
2026-01-15 18:00:00+00:00,250.0,1787.5,0.0,0.0,0.072,2165.7,974.4,22.0,0.0,0.0,100.0,73.0,5372.672,2283.5,0.0,9504.2,7656.172,9504.2,-1848.0280000000012,None,AT,2026-04-23
2026-01-15 19:00:00+00:00,252.0,1837.4,0.0,0.0,0.072,2100.2,517.9,22.0,0.0,0.0,100.0,110.0,4939.572,1557.2,0.0,8956.2,6496.772,8956.2,-2459.428000000001,None,AT,2026-04-23
2026-01-15 20:00:00+00:00,252.0,1942.2,0.0,0.0,0.072,2000.6,449.8,22.0,0.0,0.0,100.0,123.0,4889.672,420.79999999999995,0.0,8340.6,5310.472,8340.6,-3030.1280000000006,None,AT,2026-04-23
2026-01-15 21:00:00+00:00,252.0,2176.5,0.0,0.0,0.072,1916.0,123.5,22.0,0.0,0.0,100.0,122.0,4712.072,0.0,114.7,8124.2,4712.072,8238.9,-3526.8279999999995,None,AT,2026-04-23
2026-01-15 22:00:00+00:00,252.0,2539.4,0.0,0.0,0.072,1858.4,62.6,22.0,0.0,0.0,100.0,131.0,4965.472000000001,0.0,769.3,7620.6,4965.472000000001,8389.9,-3424.427999999999,None,AT,2026-04-23
2026-01-15 23:00:00+00:00,252.0,2537.5,0.0,0.0,0.072,1729.3000000000002,56.2,22.0,0.0,0.0,100.0,107.0,4804.072,0.0,792.5,7341.2,4804.072,8133.7,-3329.6279999999997,None,AT,2026-04-23
2026-01-16 00:00:00+00:00,251.0,2522.5,0.0,0.0,0.072,1719.1,28.5,22.0,0.0,0.0,100.0,124.0,4767.1720000000005,0.0,913.5,7039.4,4767.1720000000005,7952.9,-3185.727999999999,None,AT,2026-04-23
2026-01-16 01:00:00+00:00,252.0,2520.2,0.0,0.0,0.072,1707.4,24.4,22.0,0.0,0.0,100.0,120.0,4746.072,0.0,921.2,6941.9,4746.072,7863.099999999999,-3117.0279999999993,None,AT,2026-04-23
2026-01-16 02:00:00+00:00,252.0,2512.7,0.0,0.0,0.072,1694.6,24.0,22.0,0.0,0.0,100.0,120.0,4725.371999999999,0.0,916.3,6878.1,4725.371999999999,7794.400000000001,-3069.028000000001,None,AT,2026-04-23
2026-01-16 03:00:00+00:00,252.0,2486.2,0.0,0.0,0.072,1672.6,60.2,22.0,0.0,0.0,100.0,125.0,4718.071999999999,0.0,885.2,7092.5,4718.071999999999,7977.7,-3259.6280000000006,None,AT,2026-04-23
2026-01-16 04:00:00+00:00,249.0,2521.4,0.0,0.0,0.072,1678.8,74.5,22.0,0.0,0.0,100.0,112.0,4757.772,0.0,405.9,7763.3,4757.772,8169.2,-3411.428,None,AT,2026-04-23
2026-01-16 05:00:00+00:00,248.0,2507.1,0.0,0.0,0.072,1812.5,148.8,22.0,0.0,0.0,100.0,88.0,4926.472000000001,168.3,0.0,8912.7,5094.772000000001,8912.7,-3817.928,None,AT,2026-04-23
2026-01-16 06:00:00+00:00,248.0,2431.1,0.0,0.0,0.072,1956.2,580.8,22.0,0.0,0.0,100.0,91.0,5429.1720000000005,1570.8,0.0,9789.0,6999.972000000001,9789.0,-2789.0279999999993,None,AT,2026-04-23
2026-01-16 07:00:00+00:00,245.0,2444.1,0.0,0.0,0.072,2059.3,705.5,22.0,0.0,20.0,100.0,118.0,5713.972,1817.4,0.0,10275.0,7531.371999999999,10275.0,-2743.6280000000006,None,AT,2026-04-23
2026-01-16 08:00:00+00:00,244.0,2546.5,0.0,0.0,0.072,2141.8,678.8,22.0,0.0,114.0,100.0,63.0,5910.1720000000005,1081.2,0.0,10267.0,6991.372,10267.0,-3275.6279999999997,None,AT,2026-04-23
2026-01-16 09:00:00+00:00,244.0,2664.0,0.0,0.0,0.072,2077.6,538.7,22.0,0.0,210.0,100.0,92.0,5948.372,790.2,0.0,10142.4,6738.572,10142.4,-3403.8279999999995,None,AT,2026-04-23
2026-01-16 10:00:00+00:00,244.0,2758.5,0.0,0.0,0.072,2033.1,299.6,22.0,0.0,268.0,100.0,92.0,5817.272000000001,430.1,0.0,9953.2,6247.372000000001,9953.2,-3705.8279999999995,None,AT,2026-04-23
2026-01-16 11:00:00+00:00,244.0,3003.3,0.0,0.0,0.072,1982.8,179.9,22.0,0.0,280.0,100.0,75.0,5887.072,389.6,0.0,9596.9,6276.6720000000005,9596.9,-3320.227999999999,None,AT,2026-04-23
2026-01-16 12:00:00+00:00,244.0,3037.8,0.0,0.0,0.072,1978.4,161.4,22.0,0.0,243.0,100.0,52.0,5838.6720000000005,461.7,0.0,9425.9,6300.372,9425.9,-3125.5279999999993,None,AT,2026-04-23
2026-01-16 13:00:00+00:00,244.0,2946.4,0.0,0.0,0.072,1975.4,209.7,22.0,0.0,167.0,100.0,51.0,5715.572,270.1,0.0,9310.4,5985.6720000000005,9310.4,-3324.727999999999,None,AT,2026-04-23
2026-01-16 14:00:00+00:00,244.0,2936.3,0.0,0.0,0.072,1974.6,286.8,22.0,0.0,70.0,100.0,52.0,5685.772,344.5,0.0,9437.8,6030.272,9437.8,-3407.5279999999993,None,AT,2026-04-23
2026-01-16 15:00:00+00:00,247.0,2884.0,0.0,0.0,0.072,2038.8,466.1,22.0,0.0,6.0,100.0,52.0,5815.972000000001,1040.0,0.0,9604.7,6855.972000000001,9604.7,-2748.728,None,AT,2026-04-23
2026-01-16 16:00:00+00:00,248.0,2819.2000000000003,0.0,0.0,0.072,2050.7,666.9,22.0,0.0,0.0,100.0,55.0,5961.871999999999,1544.2,0.0,9782.2,7506.071999999999,9782.2,-2276.1280000000015,None,AT,2026-04-23
2026-01-16 17:00:00+00:00,248.0,2842.4,0.0,0.0,0.072,2037.5,507.8,22.0,0.0,0.0,100.0,81.0,5838.772,731.1999999999999,0.0,9585.1,6569.972,9585.1,-3015.1280000000006,None,AT,2026-04-23
2026-01-16 18:00:00+00:00,248.0,2592.9,0.0,0.0,0.072,2021.6,449.79999999999995,22.0,0.0,0.0,100.0,112.0,5546.372,437.1,0.0,9142.3,5983.472000000001,9142.3,-3158.8279999999986,None,AT,2026-04-23
2026-01-16 19:00:00+00:00,248.0,2561.3,0.0,0.0,0.072,1925.3,266.0,22.0,0.0,0.0,100.0,159.0,5281.6720000000005,207.8,0.0,8607.0,5489.472000000001,8607.0,-3117.5279999999993,None,AT,2026-04-23
2026-01-16 20:00:00+00:00,248.0,2454.0,0.0,0.0,0.072,1817.4,181.6,22.0,0.0,0.0,100.0,264.0,5087.072,230.1,0.0,8086.3,5317.1720000000005,8086.3,-2769.1279999999997,None,AT,2026-04-23
2026-01-16 21:00:00+00:00,248.0,2452.2,0.0,0.0,0.072,1700.9,87.19999999999999,22.0,0.0,0.0,100.0,382.0,4992.372,0.0,637.0,7862.6,4992.372,8499.6,-3507.228,None,AT,2026-04-23
2026-01-16 22:00:00+00:00,252.0,2392.0,0.0,0.0,0.072,1688.4,65.6,22.0,0.0,0.0,100.0,565.0,5085.072,0.0,874.3,7359.2,5085.072,8233.5,-3148.428,None,AT,2026-04-23
2026-01-16 23:00:00+00:00,256.0,2085.1,0.0,0.0,0.072,1553.2,78.7,22.0,0.0,0.0,100.0,742.0,4837.072,0.0,961.5,7123.4,4837.072,8084.9,-3247.8279999999995,None,AT,2026-04-23
2026-01-17 00:00:00+00:00,256.0,1827.2,0.0,0.0,0.072,1549.7,50.7,22.0,0.0,0.0,100.0,930.0,4735.672,0.0,1056.1999999999998,6796.3,4735.672,7852.5,-3116.8280000000004,None,AT,2026-04-23
2026-01-17 01:00:00+00:00,256.0,1794.0,0.0,0.0,0.072,1509.5,71.4,22.0,0.0,0.0,100.0,1143.0,4895.972,0.0,1117.6999999999998,6600.5,4895.972,7718.2,-2822.228,None,AT,2026-04-23
2026-01-17 02:00:00+00:00,256.0,1668.5,0.0,0.0,0.072,1478.6,82.3,22.0,0.0,0.0,100.0,1304.0,4911.472,0.0,1129.6,6454.7,4911.472,7584.299999999999,-2672.8279999999995,None,AT,2026-04-23
2026-01-17 03:00:00+00:00,256.0,1749.9,0.0,0.0,0.072,1460.7,38.6,22.0,0.0,0.0,100.0,1497.0,5124.272,0.0,1163.4,6483.2,5124.272,7646.6,-2522.3280000000004,None,AT,2026-04-23
2026-01-17 04:00:00+00:00,255.0,1825.6,0.0,0.0,0.072,1465.9,60.5,22.0,0.0,0.0,100.0,1570.0,5299.072,0.0,1090.5,6740.2,5299.072,7830.7,-2531.6279999999997,None,AT,2026-04-23
2026-01-17 05:00:00+00:00,251.0,1908.3999999999999,0.0,0.0,0.072,1561.6,78.4,22.0,0.0,0.0,100.0,1613.0,5534.472,0.0,776.4,7144.8,5534.472,7921.2,-2386.728,None,AT,2026-04-23
2026-01-17 06:00:00+00:00,246.0,1890.1,0.0,0.0,0.072,1556.3,126.6,22.0,0.0,0.0,100.0,1740.0,5681.072,0.0,370.5,7704.4,5681.072,8074.9,-2393.8279999999995,None,AT,2026-04-23
2026-01-17 07:00:00+00:00,244.0,1890.8,0.0,0.0,0.072,1569.3,169.6,22.0,0.0,10.0,100.0,1794.0,5799.772000000001,0.0,369.2,8268.5,5799.772000000001,8637.7,-2837.928,None,AT,2026-04-23
2026-01-17 08:00:00+00:00,244.0,1983.5,0.0,0.0,0.072,1695.0,158.7,22.0,0.0,68.0,100.0,1659.0,5930.272,0.0,408.4,8575.2,5930.272,8983.6,-3053.3280000000004,None,AT,2026-04-23
2026-01-17 09:00:00+00:00,244.0,2041.4,0.0,0.0,0.072,1699.6,144.7,22.0,0.0,150.0,100.0,1607.0,6008.772,0.0,680.8,8664.7,6008.772,9345.5,-3336.728,None,AT,2026-04-23
2026-01-17 10:00:00+00:00,244.0,2061.1000000000004,0.0,0.0,0.072,1690.4,150.4,22.0,0.0,221.0,100.0,1755.0,6243.972000000001,0.0,1036.8,8570.3,6243.972000000001,9607.099999999999,-3363.127999999998,None,AT,2026-04-23
2026-01-17 11:00:00+00:00,243.0,2089.2,0.0,0.0,0.072,1689.1,131.1,22.0,0.0,248.0,100.0,1771.0,6293.472,0.0,1329.9,8310.8,6293.472,9640.699999999999,-3347.227999999999,None,AT,2026-04-23
2026-01-17 12:00:00+00:00,240.0,2077.2,0.0,0.0,0.072,1698.7,78.2,22.0,0.0,234.0,100.0,1830.0,6280.172,0.0,1360.9,8102.2,6280.172,9463.1,-3182.928000000001,None,AT,2026-04-23
2026-01-17 13:00:00+00:00,242.0,2024.8,0.0,0.0,0.072,1624.2,116.1,22.0,0.0,162.0,100.0,1947.0,6238.1720000000005,0.0,1257.1,8014.2,6238.1720000000005,9271.3,-3033.127999999999,None,AT,2026-04-23
2026-01-17 14:00:00+00:00,244.0,1982.4,0.0,0.0,0.072,1696.3,154.3,22.0,0.0,62.0,100.0,1879.0,6140.072,0.0,737.5,8200.9,6140.072,8938.4,-2798.3279999999995,None,AT,2026-04-23
2026-01-17 15:00:00+00:00,244.0,1968.4,0.0,0.0,0.072,1770.5,265.6,22.0,0.0,5.0,100.0,1818.0,6193.572,208.3,0.0,8422.9,6401.872,8422.9,-2021.0279999999993,None,AT,2026-04-23
2026-01-17 16:00:00+00:00,244.0,2011.3,0.0,0.0,0.072,1894.6,359.2,22.0,0.0,0.0,100.0,1800.0,6431.172,351.1,0.0,8686.7,6782.272,8686.7,-1904.4280000000008,None,AT,2026-04-23
2026-01-17 17:00:00+00:00,244.0,1971.6,0.0,0.0,0.072,1844.8,302.5,22.0,0.0,0.0,100.0,1912.0,6396.972,320.3,0.0,8532.1,6717.272,8532.1,-1814.8280000000004,None,AT,2026-04-23
