,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Waste,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-02 15:00:00+00:00,252.0,1504.6,0.0,0.0,0.072,1573.4,76.1,22.0,0.0,1.0,100.0,2717.0,6246.1720000000005,705.1,0.0,8582.1,6951.272000000001,8582.1,-1630.8279999999995,None,AT,2026-04-23
2026-01-02 16:00:00+00:00,252.0,1524.2,0.0,0.0,0.072,1700.4,119.4,22.0,0.0,0.0,100.0,2216.0,5934.072,1028.9,0.0,8822.7,6962.972,8822.7,-1859.728000000001,None,AT,2026-04-23
2026-01-02 17:00:00+00:00,252.0,1531.6999999999998,0.0,0.0,0.072,1734.5,81.9,22.0,0.0,0.0,100.0,1838.0,5560.1720000000005,1108.9,0.0,8670.0,6669.072,8670.0,-2000.9279999999999,None,AT,2026-04-23
2026-01-02 18:00:00+00:00,252.0,1507.6,0.0,0.0,0.072,1650.4,74.4,22.0,0.0,0.0,100.0,1576.0,5182.472,1235.9,0.0,8313.9,6418.371999999999,8313.9,-1895.5280000000002,None,AT,2026-04-23
2026-01-02 19:00:00+00:00,252.0,1507.0,0.0,0.0,0.072,1571.2,77.6,22.0,0.0,0.0,100.0,1227.0,4756.871999999999,1069.3,0.0,7800.9,5826.172,7800.9,-1974.728,None,AT,2026-04-23
2026-01-02 20:00:00+00:00,252.0,1510.1,0.0,0.0,0.072,1469.5,44.7,22.0,0.0,0.0,100.0,1429.0,4827.371999999999,371.9,0.0,7309.3,5199.271999999999,7309.3,-2110.028000000001,None,AT,2026-04-23
2026-01-02 21:00:00+00:00,252.0,1397.9,0.0,0.0,0.072,1397.5,22.9,22.0,0.0,0.0,100.0,1476.0,4668.371999999999,231.3,0.0,7147.9,4899.672,7147.9,-2248.228,None,AT,2026-04-23
2026-01-02 22:00:00+00:00,252.0,1323.4,0.0,0.0,0.072,1351.0,31.1,22.0,0.0,0.0,100.0,1400.0,4479.572,0.0,301.3,6739.5,4479.572,7040.8,-2561.228,None,AT,2026-04-23
2026-01-02 23:00:00+00:00,256.0,1040.2,0.0,0.0,0.072,1280.8,36.3,22.0,0.0,0.0,100.0,1671.0,4406.372,0.0,657.3,6566.2,4406.372,7223.5,-2817.1279999999997,None,AT,2026-04-23
2026-01-03 00:00:00+00:00,256.0,997.1,0.0,0.0,0.072,1291.5,46.7,22.0,0.0,0.0,100.0,1996.0,4709.371999999999,0.0,994.8,6270.3,4709.371999999999,7265.1,-2555.728000000001,None,AT,2026-04-23
2026-01-03 01:00:00+00:00,259.0,831.4000000000001,0.0,0.0,0.072,1248.6,45.6,22.0,0.0,0.0,100.0,2542.0,5048.6720000000005,0.0,1053.3,6111.3,5048.6720000000005,7164.6,-2115.928,None,AT,2026-04-23
2026-01-03 02:00:00+00:00,259.0,700.4,0.0,0.0,0.072,1218.1,22.0,22.0,0.0,0.0,100.0,2942.0,5263.572,0.0,1253.7,6020.1,5263.572,7273.8,-2010.228,None,AT,2026-04-23
2026-01-03 03:00:00+00:00,256.0,771.8,0.0,0.0,0.072,1267.6,19.9,22.0,0.0,0.0,100.0,2787.0,5224.371999999999,0.0,1265.0,6122.5,5224.371999999999,7387.5,-2163.1280000000006,None,AT,2026-04-23
2026-01-03 04:00:00+00:00,256.0,983.9,0.0,0.0,0.072,1230.5,27.6,22.0,0.0,0.0,100.0,2885.0,5505.072,0.0,1064.6,6408.8,5505.072,7473.4,-1968.3279999999995,None,AT,2026-04-23
2026-01-03 05:00:00+00:00,256.0,1062.7,0.0,0.0,0.072,1320.6,47.0,22.0,0.0,0.0,100.0,3143.0,5951.371999999999,0.0,1070.6,6830.8,5951.371999999999,7901.4,-1950.0280000000002,None,AT,2026-04-23
2026-01-03 06:00:00+00:00,256.0,1059.1999999999998,0.0,0.0,0.072,1394.1,50.4,22.0,0.0,0.0,100.0,3349.0,6230.771999999999,0.0,1020.1,7353.7,6230.771999999999,8373.8,-2143.0280000000002,None,AT,2026-04-23
2026-01-03 07:00:00+00:00,252.0,1138.0,0.0,0.0,0.072,1471.2,61.5,22.0,0.0,109.0,100.0,3128.0,6281.772,0.0,491.79999999999995,7772.8,6281.772,8264.6,-1982.8280000000004,None,AT,2026-04-23
2026-01-03 08:00:00+00:00,252.0,1124.1,0.0,0.0,0.072,1424.1999999999998,66.9,22.0,0.0,460.0,100.0,3031.0,6480.271999999999,128.8,0.0,7896.6,6609.071999999999,7896.6,-1287.5280000000012,None,AT,2026-04-23
2026-01-03 09:00:00+00:00,252.0,1152.1,0.0,0.0,0.072,1438.5,66.0,22.0,0.0,796.0,100.0,2758.0,6584.672,108.2,0.0,7780.7,6692.871999999999,7780.7,-1087.8280000000004,None,AT,2026-04-23
2026-01-03 10:00:00+00:00,252.0,1185.1,0.0,0.0,0.072,1462.6,67.7,22.0,0.0,1028.0,100.0,2452.0,6569.472,0.0,482.0,7559.9,6569.472,8041.9,-1472.4279999999999,None,AT,2026-04-23
2026-01-03 11:00:00+00:00,255.0,1213.9,0.0,0.0,0.072,1498.2,48.3,22.0,0.0,1103.0,100.0,1481.0,5721.472,0.0,400.7,7252.6,5721.472,7653.3,-1931.8280000000004,None,AT,2026-04-23
2026-01-03 12:00:00+00:00,256.0,1202.8,0.0,0.0,0.072,1493.2,42.0,22.0,0.0,966.0,100.0,688.0,4770.072,0.0,405.1,7103.4,4770.072,7508.5,-2738.428,None,AT,2026-04-23
2026-01-03 13:00:00+00:00,258.0,1177.6,0.0,0.0,0.072,1480.9,42.7,22.0,0.0,640.0,100.0,830.0,4551.272,0.0,56.099999999999994,7193.1,4551.272,7249.200000000001,-2697.928000000001,None,AT,2026-04-23
2026-01-03 14:00:00+00:00,260.0,1158.7,0.0,0.0,0.072,1551.3,53.3,22.0,0.0,177.0,100.0,1167.0,4489.372,479.3,0.0,7650.7,4968.6720000000005,7650.7,-2682.0279999999993,None,AT,2026-04-23
2026-01-03 15:00:00+00:00,260.0,1165.2,0.0,0.0,0.072,1631.8000000000002,77.0,22.0,0.0,2.0,100.0,1591.0,4849.072,679.1,0.0,8061.3,5528.1720000000005,8061.3,-2533.1279999999997,None,AT,2026-04-23
2026-01-03 16:00:00+00:00,263.0,1174.8,0.0,0.0,0.072,1742.6,97.3,22.0,0.0,0.0,100.0,1884.0,5283.772,195.4,0.0,8399.2,5479.172,8399.2,-2920.028000000001,None,AT,2026-04-23
2026-01-03 17:00:00+00:00,263.0,1173.6,0.0,0.0,0.072,1746.9,96.8,22.0,0.0,0.0,100.0,1607.0,5009.372,404.0,0.0,8248.6,5413.372,8248.6,-2835.228,None,AT,2026-04-23
2026-01-03 18:00:00+00:00,260.0,1183.0,0.0,0.0,0.072,1615.9,82.7,22.0,0.0,0.0,100.0,1106.0,4369.672,830.3,0.0,7945.0,5199.972,7945.0,-2745.0280000000002,None,AT,2026-04-23
2026-01-03 19:00:00+00:00,260.0,1163.1,0.0,0.0,0.072,1559.0,64.5,22.0,0.0,0.0,100.0,870.0,4038.6719999999996,838.0,0.0,7526.5,4876.672,7526.5,-2649.8280000000004,None,AT,2026-04-23
2026-01-03 20:00:00+00:00,259.0,1175.0,0.0,0.0,0.072,1469.2,75.1,22.0,0.0,0.0,100.0,756.0,3856.372,575.8,0.0,7129.6,4432.172,7129.6,-2697.428000000001,None,AT,2026-04-23
2026-01-03 21:00:00+00:00,256.0,1180.3,0.0,0.0,0.072,1429.4,68.8,22.0,0.0,0.0,100.0,995.0,4051.572,457.1,0.0,7035.0,4508.6720000000005,7035.0,-2526.3279999999995,None,AT,2026-04-23
2026-01-03 22:00:00+00:00,254.0,1164.9,0.0,0.0,0.072,1389.3,51.4,22.0,0.0,0.0,100.0,800.0,3781.672,0.0,253.8,6664.5,3781.672,6918.3,-3136.628,None,AT,2026-04-23
2026-01-03 23:00:00+00:00,260.0,1122.3000000000002,0.0,0.0,0.072,1280.2,54.900000000000006,22.0,0.0,0.0,100.0,1040.0,3879.472,0.0,769.5,6383.1,3879.472,7152.6,-3273.128,None,AT,2026-04-23
2026-01-04 00:00:00+00:00,260.0,1063.5,0.0,0.0,0.072,1275.3,16.2,22.0,0.0,0.0,100.0,1769.0,4506.072,0.0,1280.0,6128.9,4506.072,7408.9,-2902.8279999999995,None,AT,2026-04-23
2026-01-04 01:00:00+00:00,260.0,1003.2,0.0,0.0,0.072,1295.4,16.0,22.0,0.0,0.0,100.0,1983.0,4679.6720000000005,0.0,1455.1,6029.3,4679.6720000000005,7484.4,-2804.727999999999,None,AT,2026-04-23
2026-01-04 02:00:00+00:00,260.0,1003.6,0.0,0.0,0.072,1300.1,40.9,22.0,0.0,0.0,100.0,1975.0,4701.6720000000005,0.0,1569.3,5964.0,4701.6720000000005,7533.3,-2831.6279999999997,None,AT,2026-04-23
2026-01-04 03:00:00+00:00,260.0,1040.6,0.0,0.0,0.072,1252.1,46.5,22.0,0.0,0.0,100.0,2369.0,5090.272,0.0,1439.2,6011.3,5090.272,7450.5,-2360.228,None,AT,2026-04-23
2026-01-04 04:00:00+00:00,260.0,1111.3,0.0,0.0,0.072,1282.2,52.5,22.0,0.0,0.0,100.0,2086.0,4914.072,0.0,1480.4,6238.7,4914.072,7719.1,-2805.0280000000002,None,AT,2026-04-23
2026-01-04 05:00:00+00:00,260.0,1136.6,0.0,0.0,0.072,1339.5,23.1,22.0,0.0,0.0,100.0,1975.0,4856.271999999999,0.0,1216.0,6483.0,4856.271999999999,7699.0,-2842.728000000001,None,AT,2026-04-23
2026-01-04 06:00:00+00:00,256.0,1159.1,0.0,0.0,0.072,1357.4,21.4,22.0,0.0,0.0,100.0,2073.0,4988.972,0.0,913.1,6964.700000000001,4988.972,7877.800000000001,-2888.8280000000013,None,AT,2026-04-23
2026-01-04 07:00:00+00:00,256.0,1181.4,0.0,0.0,0.072,1401.7,50.4,22.0,0.0,99.0,100.0,1918.0,5028.572,0.0,751.2,7355.4,5028.572,8106.599999999999,-3078.0279999999993,None,AT,2026-04-23
2026-01-04 08:00:00+00:00,256.0,1199.5,0.0,0.0,0.072,1449.6999999999998,54.6,22.0,0.0,473.0,100.0,1800.0,5354.871999999999,16.2,0.0,7318.5,5371.071999999999,7318.5,-1947.4280000000008,None,AT,2026-04-23
2026-01-04 09:00:00+00:00,256.0,1227.6,0.0,0.0,0.072,1497.0,38.3,22.0,0.0,827.0,100.0,1885.0,5852.972,0.0,153.4,7239.6,5852.972,7393.0,-1540.0280000000002,None,AT,2026-04-23
2026-01-04 10:00:00+00:00,256.0,1237.1999999999998,0.0,0.0,0.072,1534.9,37.4,22.0,0.0,1050.0,100.0,2014.0,6251.572,0.0,151.3,7087.1,6251.572,7238.400000000001,-986.8280000000004,None,AT,2026-04-23
2026-01-04 11:00:00+00:00,257.0,1238.5,0.0,0.0,0.072,1529.2,50.3,22.0,0.0,1079.0,100.0,1967.0,6243.072,0.0,278.8,6903.0,6243.072,7181.8,-938.7280000000001,None,AT,2026-04-23
2026-01-04 12:00:00+00:00,260.0,1237.1999999999998,0.0,0.0,0.072,1488.9,40.9,22.0,0.0,935.0,100.0,1492.0,5576.072,0.0,593.2,6712.3,5576.072,7305.5,-1729.4279999999999,None,AT,2026-04-23
2026-01-04 13:00:00+00:00,260.0,1236.3999999999999,0.0,0.0,0.072,1507.9,60.7,22.0,0.0,635.0,100.0,821.0,4643.072,0.0,511.4,6763.4,4643.072,7274.799999999999,-2631.727999999999,None,AT,2026-04-23
2026-01-04 14:00:00+00:00,264.0,1226.8,0.0,0.0,0.072,1543.5,74.2,22.0,0.0,187.0,100.0,615.0,4032.5719999999997,224.10000000000002,0.0,7238.9,4256.672,7238.9,-2982.228,None,AT,2026-04-23
2026-01-04 15:00:00+00:00,264.0,1196.2,0.0,0.0,0.072,1576.5,199.10000000000002,22.0,0.0,2.0,100.0,489.0,3848.872,327.3,0.0,7786.4,4176.172,7786.4,-3610.228,None,AT,2026-04-23
2026-01-04 16:00:00+00:00,264.0,1194.0,0.0,0.0,0.072,1546.8,219.7,22.0,0.0,0.0,100.0,590.0,3936.5719999999997,835.2,0.0,8156.700000000001,4771.772,8156.700000000001,-3384.928000000001,None,AT,2026-04-23
2026-01-04 17:00:00+00:00,264.0,1186.7,0.0,0.0,0.072,1629.8,285.8,22.0,0.0,0.0,100.0,470.0,3958.3720000000003,963.1,0.0,8204.7,4921.472000000001,8204.7,-3283.228,None,AT,2026-04-23
2026-01-04 18:00:00+00:00,264.0,1183.0,0.0,0.0,0.072,1631.1999999999998,253.5,22.0,0.0,0.0,100.0,293.0,3746.772,1153.6,0.0,8064.1,4900.371999999999,8064.1,-3163.728000000001,None,AT,2026-04-23
2026-01-04 19:00:00+00:00,264.0,1185.5,0.0,0.0,0.072,1579.7,279.4,22.0,0.0,0.0,100.0,199.0,3629.672,1155.9,0.0,7808.9,4785.572,7808.9,-3023.3279999999995,None,AT,2026-04-23
2026-01-04 20:00:00+00:00,262.0,1201.8,0.0,0.0,0.072,1511.7,165.60000000000002,22.0,0.0,0.0,100.0,133.0,3396.172,332.9,0.0,7478.3,3729.072,7478.3,-3749.228,None,AT,2026-04-23
2026-01-04 21:00:00+00:00,258.0,1204.0,0.0,0.0,0.072,1417.3,110.9,22.0,0.0,0.0,100.0,167.0,3279.272,218.5,0.0,7419.8,3497.772,7419.8,-3922.0280000000002,None,AT,2026-04-23
2026-01-04 22:00:00+00:00,256.0,1187.1999999999998,0.0,0.0,0.072,1355.4,89.6,22.0,0.0,0.0,100.0,230.0,3240.2719999999995,0.0,481.9,7113.0,3240.2719999999995,7594.9,-4354.628000000001,None,AT,2026-04-23
2026-01-04 23:00:00+00:00,260.0,1257.8,0.0,0.0,0.072,1286.1,56.0,22.0,0.0,0.0,100.0,167.0,3148.9719999999998,0.0,603.7,6944.0,3148.9719999999998,7547.7,-4398.728,None,AT,2026-04-23
2026-01-05 00:00:00+00:00,260.0,1356.3,0.0,0.0,0.072,1281.6,45.5,22.0,0.0,0.0,100.0,152.0,3217.4719999999998,0.0,835.1,6646.5,3217.4719999999998,7481.6,-4264.128000000001,None,AT,2026-04-23
2026-01-05 01:00:00+00:00,260.0,1404.5,0.0,0.0,0.072,1263.7,51.4,22.0,0.0,0.0,100.0,230.0,3331.672,0.0,1104.3,6575.8,3331.672,7680.1,-4348.428,None,AT,2026-04-23
2026-01-05 02:00:00+00:00,260.0,1486.1,0.0,0.0,0.072,1260.5,56.2,22.0,0.0,0.0,100.0,342.0,3526.8719999999994,0.0,1152.8,6528.7,3526.8719999999994,7681.5,-4154.628000000001,None,AT,2026-04-23
2026-01-05 03:00:00+00:00,260.0,1503.3,0.0,0.0,0.072,1296.0,48.1,22.0,0.0,0.0,100.0,439.0,3668.4719999999998,0.0,1005.0,6688.9,3668.4719999999998,7693.9,-4025.428,None,AT,2026-04-23
2026-01-05 04:00:00+00:00,260.0,1527.5,0.0,0.0,0.072,1345.5,89.6,22.0,0.0,0.0,100.0,493.0,3837.672,0.0,726.9,7203.4,3837.672,7930.299999999999,-4092.6279999999992,None,AT,2026-04-23
2026-01-05 05:00:00+00:00,257.0,1584.2,0.0,0.0,0.072,1401.8,154.2,22.0,0.0,0.0,100.0,549.0,4068.272,485.6,0.0,7848.0,4553.872,7848.0,-3294.1279999999997,None,AT,2026-04-23
2026-01-05 06:00:00+00:00,256.0,1574.9,0.0,0.0,0.072,1561.7,271.5,22.0,0.0,0.0,100.0,565.0,4351.1720000000005,1754.9,0.0,8528.9,6106.072,8528.9,-2422.8279999999995,None,AT,2026-04-23
2026-01-05 07:00:00+00:00,256.0,1581.6,0.0,0.0,0.072,1744.6,828.4,22.0,0.0,81.0,100.0,475.0,5088.672,2652.9,0.0,8925.9,7741.572,8925.9,-1184.3279999999995,None,AT,2026-04-23
2026-01-05 08:00:00+00:00,256.0,1550.3,0.0,0.0,0.072,1738.6,823.7,22.0,0.0,366.0,100.0,403.0,5259.672,2685.0,0.0,9096.0,7944.672,9096.0,-1151.3280000000004,None,AT,2026-04-23
2026-01-05 09:00:00+00:00,256.0,1533.8,0.0,0.0,0.072,1663.5,901.8,22.0,0.0,570.0,100.0,216.0,5263.172,2584.7,0.0,9138.5,7847.871999999999,9138.5,-1290.6280000000006,None,AT,2026-04-23
2026-01-05 10:00:00+00:00,256.0,1548.0,0.0,0.0,0.072,1601.7,623.8,22.0,0.0,649.0,100.0,149.0,4949.572,2557.5,0.0,9101.6,7507.072,9101.6,-1594.5280000000002,None,AT,2026-04-23
2026-01-05 11:00:00+00:00,256.0,1566.3,0.0,0.0,0.072,1566.8999999999999,882.4,22.0,0.0,615.0,100.0,109.0,5117.672,2608.6,0.0,9037.5,7726.271999999999,9037.5,-1311.228000000001,None,AT,2026-04-23
2026-01-05 12:00:00+00:00,260.0,1590.0,0.0,0.0,0.072,1613.7,1008.0,22.0,0.0,477.0,100.0,48.0,5118.772,2636.6,0.0,9005.8,7755.371999999999,9005.8,-1250.4279999999999,None,AT,2026-04-23
2026-01-05 13:00:00+00:00,260.0,1640.1,0.0,0.0,0.072,1807.2,1135.3,22.0,0.0,260.0,100.0,39.0,5263.672,2831.0,0.0,8940.3,8094.672,8940.3,-845.6279999999997,None,AT,2026-04-23
2026-01-05 14:00:00+00:00,261.0,1695.2,0.0,0.0,0.072,1973.3,1169.6,22.0,0.0,63.0,100.0,88.0,5372.1720000000005,2971.0,0.0,9013.6,8343.172,9013.6,-670.4279999999999,None,AT,2026-04-23
2026-01-05 15:00:00+00:00,264.0,1695.7,0.0,0.0,0.072,2138.2,1226.8,22.0,0.0,2.0,100.0,237.0,5685.772,3045.2,0.0,9220.3,8730.972,9220.3,-489.3279999999995,None,AT,2026-04-23
2026-01-05 16:00:00+00:00,264.0,1696.9,0.0,0.0,0.072,2192.4,1263.1,22.0,0.0,0.0,100.0,456.0,5994.472,2996.9,0.0,9351.9,8991.372,9351.9,-360.52800000000025,None,AT,2026-04-23
