,Biomass,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 10:00:00+00:00,326.8,730.2,0.0,727.4,556.0,28.6,273.2,21.1,3329.4,5992.7,0.0,1917.8,5746.1,5992.7,7663.900000000001,-1671.2000000000007,None,PT,2026-04-23
2026-01-01 11:00:00+00:00,306.3,692.2,0.0,692.6,610.9,26.9,390.3,25.0,3349.9,6094.1,0.0,1720.3000000000002,6386.0,6094.1,8106.3,-2012.1999999999998,None,PT,2026-04-23
2026-01-01 12:00:00+00:00,306.7,650.3,0.0,697.5,617.7,27.2,442.4,25.0,3337.5,6104.299999999999,0.0,1348.7,6784.2,6104.299999999999,8132.9,-2028.6000000000004,None,PT,2026-04-23
2026-01-01 13:00:00+00:00,310.0,703.9,0.0,716.1,696.2,28.4,384.6,25.0,3301.9,6166.1,0.0,1180.3,6640.7,6166.1,7821.0,-1654.8999999999996,None,PT,2026-04-23
2026-01-01 14:00:00+00:00,310.7,648.9,0.0,699.0,731.6,28.1,259.4,25.0,3256.1,5958.799999999999,0.0,1205.6,6446.9,5958.799999999999,7652.5,-1693.7000000000007,None,PT,2026-04-23
2026-01-01 15:00:00+00:00,307.5,660.8,0.0,778.7,734.7,27.7,160.9,25.0,3320.6,6015.9,0.0,68.5,6393.0,6015.9,6461.5,-445.60000000000036,None,PT,2026-04-23
2026-01-01 16:00:00+00:00,306.0,621.0999999999999,0.0,1528.7,798.4,27.6,45.6,19.4,3379.5,6726.3,704.5999999999999,0.0,6484.4,7430.9,6484.4,946.5,None,PT,2026-04-23
2026-01-01 17:00:00+00:00,307.3,676.7,0.0,1842.1,877.3,28.0,0.7,16.7,3572.2,7320.999999999999,1568.3,0.0,6909.2,8889.3,6909.2,1980.0999999999995,None,PT,2026-04-23
2026-01-01 18:00:00+00:00,303.9,695.1,0.0,1819.4,952.2,26.6,0.0,25.0,3644.0,7466.200000000001,1974.9,0.0,7276.6,9441.1,7276.6,2164.5,None,PT,2026-04-23
2026-01-01 19:00:00+00:00,301.4,757.6999999999999,0.0,1723.4,1027.4,26.3,0.1,25.0,3758.1,7619.4,2182.1,0.0,7429.4,9801.5,7429.4,2372.1000000000004,None,PT,2026-04-23
2026-01-01 20:00:00+00:00,305.0,765.4,0.0,1660.7,1305.4,25.4,0.0,25.0,3761.7,7848.6,1916.7,0.0,7426.7,9765.300000000001,7426.7,2338.6000000000013,None,PT,2026-04-23
2026-01-01 21:00:00+00:00,296.1,717.0,0.0,1580.3,1232.7,24.4,0.0,23.5,3752.0,7626.0,1683.5,0.0,7151.9,9309.5,7151.9,2157.6000000000004,None,PT,2026-04-23
2026-01-01 22:00:00+00:00,297.0,693.9,0.0,1257.5,1166.3000000000002,25.9,0.0,25.0,3853.0,7318.6,842.6,0.0,6671.9,8161.200000000001,6671.9,1489.300000000001,None,PT,2026-04-23
2026-01-01 23:00:00+00:00,297.5,621.3,0.0,1078.0,712.0,27.1,0.0,25.0,3929.0,6689.9,0.0,826.5,6010.2,6689.9,6836.7,-146.80000000000018,None,PT,2026-04-23
2026-01-02 00:00:00+00:00,302.2,479.7,0.0,948.9,614.5,27.4,0.0,25.0,4093.7,6491.4,0.0,1858.3,5427.1,6491.4,7285.400000000001,-794.0000000000009,None,PT,2026-04-23
2026-01-02 01:00:00+00:00,301.6,505.8,0.0,727.0,473.6,27.0,0.0,24.8,4178.1,6237.900000000001,0.0,2049.1000000000004,4956.1,6237.900000000001,7005.200000000001,-767.3000000000002,None,PT,2026-04-23
2026-01-02 02:00:00+00:00,288.2,745.3,0.0,596.2,587.2,26.1,0.0,24.2,4181.6,6448.8,0.0,2158.9,4680.5,6448.8,6839.4,-390.59999999999945,None,PT,2026-04-23
2026-01-02 03:00:00+00:00,282.1,710.1,0.0,589.7,570.9,26.0,0.0,24.2,4235.6,6438.6,0.0,2127.2,4518.2,6438.6,6645.4,-206.79999999999927,None,PT,2026-04-23
2026-01-02 04:00:00+00:00,285.5,648.9000000000001,0.0,584.6,523.5,26.8,0.0,25.0,4319.0,6413.3,0.0,2013.8,4464.9,6413.3,6478.7,-65.39999999999964,None,PT,2026-04-23
2026-01-02 05:00:00+00:00,284.4,656.7,0.0,598.6,481.5,27.0,0.0,25.0,4324.5,6397.7,0.0,1755.1,4535.8,6397.7,6290.9,106.80000000000018,None,PT,2026-04-23
2026-01-02 06:00:00+00:00,285.7,655.3000000000001,0.0,691.5,631.2,26.5,0.0,25.0,4278.0,6593.2,0.0,290.70000000000005,4824.9,6593.2,5115.599999999999,1477.6000000000004,None,PT,2026-04-23
2026-01-02 07:00:00+00:00,294.7,702.4,0.0,1121.2,771.5,26.5,0.1,24.5,4163.1,7104.0,441.8,0.0,5284.8,7545.8,5284.8,2261.0,None,PT,2026-04-23
2026-01-02 08:00:00+00:00,292.0,721.0,0.0,1160.0,761.5,24.9,38.7,21.3,4036.1,7055.5,956.5,0.0,5870.2,8012.0,5870.2,2141.8,None,PT,2026-04-23
2026-01-02 09:00:00+00:00,293.8,746.1,0.0,1009.0,699.3000000000001,21.6,185.2,25.0,3895.1,6875.1,1030.4,0.0,6532.5,7905.5,6532.5,1373.0,None,PT,2026-04-23
2026-01-02 10:00:00+00:00,317.5,696.2,0.0,859.5,673.8000000000001,27.2,314.3,25.0,3897.8,6811.3,755.4,0.0,6946.2,7566.7,6946.2,620.5,None,PT,2026-04-23
2026-01-02 11:00:00+00:00,319.8,747.9000000000001,0.0,895.0,890.2,28.3,465.9,25.0,3883.5,7255.6,369.1,0.0,7318.9,7624.700000000001,7318.9,305.8000000000011,None,PT,2026-04-23
2026-01-02 12:00:00+00:00,321.6,703.1,0.0,1022.4,811.7,28.5,646.0,25.0,3752.4,7310.700000000001,152.20000000000005,0.0,7500.9,7462.900000000001,7500.9,-37.99999999999909,None,PT,2026-04-23
2026-01-02 13:00:00+00:00,309.9,568.2,0.0,1074.2,626.2,28.7,820.6,25.0,3571.5,7024.299999999999,148.89999999999998,0.0,7323.9,7173.199999999999,7323.9,-150.70000000000073,None,PT,2026-04-23
2026-01-02 14:00:00+00:00,300.1,702.2,0.0,1207.1,673.0,26.4,635.2,22.5,3545.6,7112.1,458.4,0.0,7311.6,7570.5,7311.6,258.89999999999964,None,PT,2026-04-23
2026-01-02 15:00:00+00:00,301.0,754.5999999999999,0.0,1384.1,958.9,27.3,358.1,23.9,3364.0,7171.9,1333.1,0.0,7357.3,8505.0,7357.3,1147.6999999999998,None,PT,2026-04-23
2026-01-02 16:00:00+00:00,300.1,734.3,0.0,1825.1,1171.3,25.8,72.7,17.8,3280.4,7427.5,2032.5,0.0,7457.9,9460.0,7457.9,2002.1000000000004,None,PT,2026-04-23
2026-01-02 17:00:00+00:00,306.9,744.0999999999999,0.0,2215.3,1160.9,27.0,1.0,13.3,3324.4,7792.9000000000015,2422.1,0.0,7772.1,10215.000000000002,7772.1,2442.9000000000015,None,PT,2026-04-23
2026-01-02 18:00:00+00:00,316.5,615.5,0.0,2240.7000000000003,998.2,28.7,0.1,21.4,3507.4,7728.5,2386.6,0.0,8149.2,10115.1,8149.2,1965.9000000000005,None,PT,2026-04-23
2026-01-02 19:00:00+00:00,318.7,669.8000000000001,0.0,2255.8,885.6,29.5,0.0,17.6,3639.6,7816.6,2158.3,0.0,8306.8,9974.900000000001,8306.8,1668.1000000000022,None,PT,2026-04-23
2026-01-02 20:00:00+00:00,324.6,718.9,0.0,2240.9,926.7,28.9,0.0,0.0,3672.3,7912.3,2039.5,0.0,8133.0,9951.8,8133.0,1818.7999999999993,None,PT,2026-04-23
2026-01-02 21:00:00+00:00,325.1,708.3,0.0,2222.4,1061.5,28.3,0.0,0.0,3569.7,7915.3,1351.4,0.0,7713.0,9266.7,7713.0,1553.7000000000007,None,PT,2026-04-23
2026-01-02 22:00:00+00:00,328.3,681.9,0.0,2138.7000000000003,1034.3,29.0,0.1,0.0,3500.4,7712.700000000001,488.3,0.0,7115.8,8201.0,7115.8,1085.1999999999998,None,PT,2026-04-23
2026-01-02 23:00:00+00:00,327.9,653.3000000000001,0.0,2034.6,834.4,30.0,0.0,1.6,3486.5,7368.3,27.5,0.0,6470.7,7395.8,6470.7,925.1000000000004,None,PT,2026-04-23
2026-01-03 00:00:00+00:00,326.0,550.1,0.0,1836.4,696.8,28.3,0.0,13.3,3754.9,7205.800000000001,0.0,171.00000000000003,5882.3,7205.800000000001,6053.3,1152.500000000001,None,PT,2026-04-23
2026-01-03 01:00:00+00:00,320.3,554.6999999999999,0.0,1418.9,674.6,29.8,0.0,0.0,3974.5,6972.8,0.0,453.7,5363.3,6972.8,5817.0,1155.8000000000002,None,PT,2026-04-23
2026-01-03 02:00:00+00:00,319.7,627.5,0.0,1002.1,653.2,29.0,0.0,0.0,4027.8,6659.3,0.0,423.8,4985.1,6659.3,5408.900000000001,1250.3999999999996,None,PT,2026-04-23
2026-01-03 03:00:00+00:00,324.5,680.2,0.0,1005.0,627.5,28.8,0.0,0.0,4032.5,6698.5,0.0,513.3000000000001,4763.0,6698.5,5276.3,1422.1999999999998,None,PT,2026-04-23
2026-01-03 04:00:00+00:00,324.7,658.5,0.0,988.8,579.2,28.8,0.0,0.0,3972.1,6552.1,0.0,227.7,4676.1,6552.1,4903.8,1648.3000000000002,None,PT,2026-04-23
2026-01-03 05:00:00+00:00,326.9,638.5,0.0,1012.8,598.0,28.2,0.0,0.0,3918.1,6522.5,0.0,239.3,4694.6,6522.5,4933.900000000001,1588.5999999999995,None,PT,2026-04-23
2026-01-03 06:00:00+00:00,327.1,582.4,0.0,1028.6,605.8000000000001,29.5,0.0,0.0,4057.6,6631.0,0.0,21.600000000000023,4859.1,6631.0,4880.700000000001,1750.2999999999993,None,PT,2026-04-23
2026-01-03 07:00:00+00:00,323.6,628.9,0.0,1348.3,618.6,27.8,0.3,2.8,4040.7,6991.0,192.2,0.0,5070.9,7183.2,5070.9,2112.3,None,PT,2026-04-23
2026-01-03 08:00:00+00:00,323.8,659.2,0.0,1285.3,674.6,26.5,87.0,0.4,3816.2,6873.0,1114.8,0.0,5419.5,7987.8,5419.5,2568.3,None,PT,2026-04-23
2026-01-03 09:00:00+00:00,322.4,718.9,0.0,1179.8,747.1,28.8,292.4,0.0,3525.2,6814.6,1198.8,0.0,5867.9,8013.400000000001,5867.9,2145.500000000001,None,PT,2026-04-23
2026-01-03 10:00:00+00:00,325.4,675.6999999999999,0.0,982.7,699.3000000000001,28.6,548.7,0.0,3339.4,6599.799999999999,868.9,0.0,6198.5,7468.699999999999,6198.5,1270.199999999999,None,PT,2026-04-23
2026-01-03 11:00:00+00:00,326.7,756.0,0.0,929.8,712.3000000000001,28.7,747.6,0.0,3017.5,6518.6,654.8000000000001,0.0,6531.2,7173.400000000001,6531.2,642.2000000000007,None,PT,2026-04-23
2026-01-03 12:00:00+00:00,322.9,765.6,0.0,886.0999999999999,709.3000000000001,28.5,729.8,0.8,2700.6,6143.6,988.6,0.0,6800.7,7132.200000000001,6800.7,331.5000000000009,None,PT,2026-04-23
2026-01-03 13:00:00+00:00,325.8,738.3,0.0,993.2,681.3000000000001,28.8,642.5,0.5,2456.4,5866.800000000001,1566.1,0.0,6795.2,7432.9000000000015,6795.2,637.7000000000016,None,PT,2026-04-23
2026-01-03 14:00:00+00:00,326.0,682.4,0.0,1026.8,738.6,28.5,532.0,0.8,2320.9,5656.0,1904.5,0.0,6692.1,7560.5,6692.1,868.3999999999996,None,PT,2026-04-23
2026-01-03 15:00:00+00:00,322.7,774.0,0.0,1099.5,834.8000000000001,27.4,359.4,1.2,2351.3,5770.3,2799.3,0.0,6613.0,8569.6,6613.0,1956.6000000000004,None,PT,2026-04-23
2026-01-03 16:00:00+00:00,317.8,928.9,0.0,1187.0,1217.7,28.3,123.5,0.7,2293.0,6096.9,2927.3,0.0,6687.2,9024.2,6687.2,2337.000000000001,None,PT,2026-04-23
2026-01-03 17:00:00+00:00,318.7,900.1,0.0,1295.1,1252.4,27.0,3.7,0.2,2296.4,6093.599999999999,2944.0,0.0,7140.6,9037.599999999999,7140.6,1896.9999999999982,None,PT,2026-04-23
2026-01-03 18:00:00+00:00,316.9,853.2,0.0,1489.4,1141.1,27.1,0.0,0.0,2467.7,6295.4,2541.7,0.0,7603.4,8837.099999999999,7603.4,1233.699999999999,None,PT,2026-04-23
2026-01-03 19:00:00+00:00,324.5,887.9,0.0,1334.1,1163.2,27.8,0.0,0.1,2531.5,6269.1,2020.1,0.0,7856.4,8289.2,7856.4,432.8000000000011,None,PT,2026-04-23
2026-01-03 20:00:00+00:00,324.6,861.0,0.0,1443.9,1029.2,26.7,0.0,2.1,2479.3,6166.799999999999,1581.4,0.0,7720.0,7748.199999999999,7720.0,28.19999999999891,None,PT,2026-04-23
2026-01-03 21:00:00+00:00,325.5,754.6,0.0,1532.2,1029.5,27.6,0.0,2.6,2471.8,6143.8,1201.1999999999998,0.0,7280.5,7345.0,7280.5,64.5,None,PT,2026-04-23
2026-01-03 22:00:00+00:00,320.4,774.4,0.0,1419.3000000000002,1004.6,26.8,0.0,3.3,2318.1,5866.900000000001,580.6,0.0,6857.6,6447.500000000001,6857.6,-410.09999999999945,None,PT,2026-04-23
2026-01-03 23:00:00+00:00,319.9,703.8000000000001,0.0,1313.0,1004.0,26.9,0.0,8.8,1978.5,5354.9,1037.0,0.0,6237.5,6391.9,6237.5,154.39999999999964,None,PT,2026-04-23
2026-01-04 00:00:00+00:00,323.2,762.3,0.0,1283.1,814.6,28.4,0.0,8.9,1680.2,4900.7,0.0,210.29999999999995,5630.9,4900.7,5841.2,-940.5,None,PT,2026-04-23
2026-01-04 01:00:00+00:00,320.1,724.3,0.0,1038.5,702.5,29.0,0.0,7.6,1576.4,4398.4,0.0,1291.1,5159.8,4398.4,6450.9,-2052.5,None,PT,2026-04-23
2026-01-04 02:00:00+00:00,320.3,677.5999999999999,0.0,917.8,805.3000000000001,29.4,0.0,4.2,1567.2,4321.8,0.0,1340.0,4826.2,4321.8,6166.2,-1844.3999999999996,None,PT,2026-04-23
2026-01-04 03:00:00+00:00,321.4,640.6,0.0,828.9,635.6,29.3,0.0,1.2,1617.6,4074.6,0.0,1236.9,4622.2,4074.6,5859.1,-1784.5000000000005,None,PT,2026-04-23
2026-01-04 04:00:00+00:00,312.3,661.5,0.0,731.8000000000001,620.0,28.5,0.0,1.6,1671.6,4027.2999999999997,0.0,1419.1,4515.3,4027.2999999999997,5934.4,-1907.1,None,PT,2026-04-23
2026-01-04 05:00:00+00:00,314.8,684.4,0.0,638.9000000000001,708.8,26.9,0.0,1.5,1744.1,4119.4,0.0,1304.0,4509.4,4119.4,5813.4,-1694.0,None,PT,2026-04-23
2026-01-04 06:00:00+00:00,319.1,664.5,0.0,593.1,810.7,27.3,0.0,3.6,1692.1,4110.4,0.0,1163.4,4608.3,4110.4,5771.700000000001,-1661.300000000001,None,PT,2026-04-23
2026-01-04 07:00:00+00:00,319.3,650.8000000000001,0.0,617.5,773.9,27.6,0.3,2.6,1723.4,4115.4,0.0,1102.0,4767.3,4115.4,5869.3,-1753.9000000000005,None,PT,2026-04-23
2026-01-04 08:00:00+00:00,309.5,672.3,0.0,621.8,675.3,24.7,127.6,8.2,1929.4,4368.799999999999,0.0,1234.6,4993.0,4368.799999999999,6227.6,-1858.800000000001,None,PT,2026-04-23
2026-01-04 09:00:00+00:00,317.0,607.0,0.0,606.5,651.2,28.2,739.4,7.8,1935.8,4892.9,0.0,1290.1,5438.2,4892.9,6728.299999999999,-1835.3999999999996,None,PT,2026-04-23
2026-01-04 10:00:00+00:00,319.2,575.8000000000001,0.0,618.5999999999999,527.9,29.2,1428.9,6.2,1790.5,5296.299999999999,0.0,1374.2,5751.0,5296.299999999999,7125.2,-1828.9000000000005,None,PT,2026-04-23
2026-01-04 11:00:00+00:00,320.0,618.7,0.0,604.6999999999999,490.1,30.0,1927.1,2.2,1529.1,5521.9,0.0,1828.9,5970.3,5521.9,7799.200000000001,-2277.300000000001,None,PT,2026-04-23
2026-01-04 12:00:00+00:00,317.7,674.3000000000001,0.0,598.8,464.4,29.3,2201.9,6.2,1233.3,5525.9,0.0,1674.1,6134.5,5525.9,7808.6,-2282.7000000000007,None,PT,2026-04-23
2026-01-04 13:00:00+00:00,323.1,635.0999999999999,0.0,496.0,461.3,29.7,2203.7,7.7,1099.5,5256.099999999999,0.0,1301.5,5991.0,5256.099999999999,7292.5,-2036.4000000000005,None,PT,2026-04-23
2026-01-04 14:00:00+00:00,320.6,579.8,0.0,465.3,598.9,27.9,1916.2,10.0,1030.0,4948.7,0.0,1194.7,5853.7,4948.7,7048.4,-2099.7,None,PT,2026-04-23
2026-01-04 15:00:00+00:00,320.9,601.7,0.0,468.7,707.8000000000001,28.7,1293.2,18.6,1202.7,4642.3,0.0,553.7,5871.9,4642.3,6425.599999999999,-1783.2999999999993,None,PT,2026-04-23
2026-01-04 16:00:00+00:00,322.2,732.1,0.0,552.0,746.7,29.5,449.9,23.3,1407.6,4263.3,315.70000000000005,0.0,6060.7,4579.0,6060.7,-1481.6999999999998,None,PT,2026-04-23
2026-01-04 17:00:00+00:00,313.4,710.8000000000001,0.0,1079.5,1057.0,28.3,17.3,25.0,1849.4,5080.700000000001,1382.7,0.0,6720.5,6463.400000000001,6720.5,-257.09999999999945,None,PT,2026-04-23
2026-01-04 18:00:00+00:00,312.9,697.7,0.0,1288.4,1057.1,27.8,0.1,25.0,2217.2,5626.2,1494.4,0.0,7387.9,7120.6,7387.9,-267.2999999999993,None,PT,2026-04-23
2026-01-04 19:00:00+00:00,314.1,787.2,0.0,1329.8,1210.3,27.8,0.1,25.0,2393.2,6087.5,2038.4,0.0,7843.8,8125.9,7843.8,282.09999999999945,None,PT,2026-04-23
2026-01-04 20:00:00+00:00,306.0,846.2,0.0,1365.4,1207.1,26.8,0.1,25.0,2438.6,6215.200000000001,2376.7000000000003,0.0,7937.6,8591.900000000001,7937.6,654.3000000000011,None,PT,2026-04-23
2026-01-04 21:00:00+00:00,304.9,754.3,0.0,1379.3,1038.2,27.3,0.1,24.9,2479.7,6008.7,1948.0,0.0,7557.6,7956.7,7557.6,399.09999999999945,None,PT,2026-04-23
2026-01-04 22:00:00+00:00,308.0,697.5999999999999,0.0,1339.2,957.6,29.0,0.0,18.2,2599.9,5949.5,732.9,0.0,6928.7,6682.4,6928.7,-246.30000000000018,None,PT,2026-04-23
2026-01-04 23:00:00+00:00,306.3,656.1999999999999,0.0,1099.7,853.8,28.4,0.0,24.9,2778.2,5747.5,0.0,672.6999999999999,6188.2,5747.5,6860.9,-1113.3999999999996,None,PT,2026-04-23
2026-01-05 00:00:00+00:00,304.9,634.7,0.0,947.3,774.3,28.0,0.0,24.8,2973.3,5687.3,0.0,1334.8000000000002,5586.5,5687.3,6921.3,-1234.0,None,PT,2026-04-23
2026-01-05 01:00:00+00:00,305.9,701.1,0.0,921.4,586.4,29.0,0.0,24.9,3043.2,5611.9,0.0,1710.6,5120.7,5611.9,6831.299999999999,-1219.3999999999996,None,PT,2026-04-23
2026-01-05 02:00:00+00:00,305.9,692.5,0.0,795.1,570.8000000000001,29.5,0.0,25.0,3148.4,5567.200000000001,0.0,2055.1,4869.9,5567.200000000001,6925.0,-1357.7999999999993,None,PT,2026-04-23
2026-01-05 03:00:00+00:00,309.6,704.2,0.0,691.8000000000001,581.4,29.3,0.0,24.9,3295.0,5636.200000000001,0.0,1987.0,4774.6,5636.200000000001,6761.6,-1125.3999999999996,None,PT,2026-04-23
2026-01-05 04:00:00+00:00,305.5,715.2,0.0,610.0,559.1,29.0,0.0,24.6,3385.2,5628.6,0.0,1339.0,4733.8,5628.6,6072.8,-444.1999999999998,None,PT,2026-04-23
2026-01-05 05:00:00+00:00,303.1,664.3,0.0,607.5,603.2,29.4,0.0,22.9,3495.0,5725.400000000001,0.0,633.2,4858.3,5725.400000000001,5491.5,233.90000000000055,None,PT,2026-04-23
2026-01-05 06:00:00+00:00,306.7,724.0,0.0,750.4,985.5,28.9,0.0,16.3,3485.6,6297.4,254.6,0.0,5491.5,6552.0,5491.5,1060.5,None,PT,2026-04-23
2026-01-05 07:00:00+00:00,302.7,754.1999999999999,0.0,1144.4,1097.3000000000002,28.3,1.3,10.7,3531.5,6870.400000000001,1076.9,0.0,6509.7,7947.300000000001,6509.7,1437.6000000000013,None,PT,2026-04-23
2026-01-05 08:00:00+00:00,305.5,806.0,0.0,1215.6,1144.4,28.7,326.5,10.5,3299.7,7136.9,1647.8,0.0,7515.0,8784.699999999999,7515.0,1269.699999999999,None,PT,2026-04-23
2026-01-05 09:00:00+00:00,309.0,702.3,0.0,928.1,1052.8,28.4,1411.4,8.6,3137.7,7578.3,1372.7,0.0,7873.4,8951.0,7873.4,1077.6000000000004,None,PT,2026-04-23
2026-01-05 10:00:00+00:00,315.3,750.0,0.0,725.4,879.6,29.2,2214.1,4.0,2896.3,7813.9,96.69999999999992,0.0,7673.7,7910.599999999999,7673.7,236.89999999999964,None,PT,2026-04-23
2026-01-05 11:00:00+00:00,323.3,823.0,0.0,751.8,596.0,29.7,2485.4,2.7,2600.4,7612.299999999999,0.0,184.6,7555.2,7612.299999999999,7739.8,-127.50000000000091,None,PT,2026-04-23
2026-01-05 12:00:00+00:00,331.6,851.7,0.0,705.1999999999999,564.5,30.0,2542.4,4.3,2411.0,7440.7,0.0,242.5,7361.4,7440.7,7603.9,-163.19999999999982,None,PT,2026-04-23
2026-01-05 13:00:00+00:00,329.8,935.2,0.0,699.4,471.5,31.1,2534.1,7.1,2465.1,7473.300000000001,0.0,434.0,7316.6,7473.300000000001,7750.6,-277.2999999999993,None,PT,2026-04-23
2026-01-05 14:00:00+00:00,328.3,981.2,0.0,717.3,424.7,30.3,2317.6,3.9,2550.1,7353.4,0.0,537.4,7542.3,7353.4,8079.7,-726.3000000000002,None,PT,2026-04-23
2026-01-05 15:00:00+00:00,324.5,1092.9,0.0,788.5999999999999,638.7,29.2,1659.2,6.7,2635.4,7175.199999999999,104.0,0.0,7767.9,7279.199999999999,7767.9,-488.7000000000007,None,PT,2026-04-23
2026-01-05 16:00:00+00:00,327.3,1357.8,0.0,1154.1,1056.8,30.6,579.6,5.4,2440.6,6952.199999999999,1477.0,0.0,8104.9,8429.199999999999,8104.9,324.2999999999993,None,PT,2026-04-23
2026-01-05 17:00:00+00:00,325.9,1431.4,0.0,1699.0,1194.1,30.6,20.1,16.6,2251.0,6968.700000000001,2724.4,0.0,8684.1,9693.1,8684.1,1009.0,None,PT,2026-04-23
2026-01-05 18:00:00+00:00,339.6,1356.8000000000002,0.0,2033.7,1100.3,31.1,0.1,24.7,2382.0,7268.300000000001,2828.7,0.0,9334.8,10097.0,9334.8,762.2000000000007,None,PT,2026-04-23
2026-01-05 19:00:00+00:00,341.8,1304.8000000000002,0.0,2114.3,1032.2,30.9,0.1,25.0,2736.1,7585.200000000001,2791.1,0.0,9792.3,10376.300000000001,9792.3,584.0000000000018,None,PT,2026-04-23
2026-01-05 20:00:00+00:00,344.1,1345.3,0.0,2065.5,1024.1,31.4,0.1,25.0,3017.4,7852.9,2288.0,0.0,9666.2,10140.9,9666.2,474.6999999999989,None,PT,2026-04-23
2026-01-05 21:00:00+00:00,343.3,1403.0,0.0,1720.8,1129.7,31.2,0.1,23.1,3027.1,7678.300000000001,1851.4,0.0,9179.2,9529.7,9179.2,350.5,None,PT,2026-04-23
2026-01-05 22:00:00+00:00,345.6,978.3,0.0,1538.2,852.9,31.5,0.1,24.3,3031.4,6802.300000000001,1609.1,0.0,8338.9,8411.400000000001,8338.9,72.50000000000182,None,PT,2026-04-23
2026-01-05 23:00:00+00:00,342.8,743.9,0.0,721.0999999999999,1088.6,29.6,0.1,25.0,3039.0,5990.099999999999,1418.9,0.0,7318.4,7409.0,7318.4,90.60000000000036,None,PT,2026-04-23
2026-01-06 00:00:00+00:00,338.9,686.8,0.0,540.9,735.3,29.3,0.1,25.0,3254.3,5610.6,661.2,0.0,6544.1,6271.8,6544.1,-272.3000000000002,None,PT,2026-04-23
2026-01-06 01:00:00+00:00,334.5,673.7,0.0,457.6,581.9,29.2,0.0,24.9,3362.2,5464.0,0.0,324.5,5985.4,5464.0,6309.9,-845.8999999999996,None,PT,2026-04-23
2026-01-06 02:00:00+00:00,329.3,657.5,0.0,444.8,557.9,30.9,0.0,24.9,3524.8,5570.1,0.0,1466.6,5685.5,5570.1,7152.1,-1582.0,None,PT,2026-04-23
2026-01-06 03:00:00+00:00,317.9,720.3000000000001,0.0,376.1,539.3,30.3,0.0,24.8,3504.3,5513.0,0.0,1451.2,5538.4,5513.0,6989.599999999999,-1476.5999999999995,None,PT,2026-04-23
2026-01-06 04:00:00+00:00,310.9,702.6,0.0,461.0,496.3,31.1,0.0,23.3,3326.8,5352.0,0.0,1466.5,5462.4,5352.0,6928.9,-1576.8999999999996,None,PT,2026-04-23
2026-01-06 05:00:00+00:00,298.7,757.2,0.0,488.7000000000001,515.5,29.8,0.0,19.3,3012.6,5121.800000000001,0.0,1477.8,5546.1,5121.800000000001,7023.900000000001,-1902.0999999999995,None,PT,2026-04-23
