,Biomass,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-20 18:00:00+00:00,348.4,1213.8,0.0,2052.9,1117.0,29.6,0.1,24.7,2572.7,7359.200000000001,2373.5,0.0,9755.7,9732.7,9755.7,-23.0,None,PT,2026-04-23
2026-01-20 19:00:00+00:00,354.4,1211.5,0.0,2083.5,1130.6,29.6,0.1,24.9,2797.1,7631.700000000001,2384.7000000000003,0.0,10174.7,10016.400000000001,10174.7,-158.29999999999927,None,PT,2026-04-23
2026-01-20 20:00:00+00:00,352.8,1214.2,0.0,2145.8,1066.6,29.5,0.0,25.0,2924.4,7758.299999999999,1678.8,0.0,10062.3,9437.099999999999,10062.3,-625.2000000000007,None,PT,2026-04-23
2026-01-20 21:00:00+00:00,352.4,981.2,0.0,1548.8,839.4,29.4,0.0,25.0,2976.0,6752.2,1559.9,0.0,9484.3,8312.1,9484.3,-1172.199999999999,None,PT,2026-04-23
2026-01-20 22:00:00+00:00,353.3,727.5,0.0,1142.8,793.2,28.8,0.0,25.0,3118.4,6189.0,1050.6,0.0,8574.9,7239.6,8574.9,-1335.2999999999993,None,PT,2026-04-23
2026-01-20 23:00:00+00:00,350.8,648.0,0.0,1225.1,958.6,29.0,0.0,25.0,3269.1,6505.599999999999,1110.2,0.0,7647.7,7615.799999999999,7647.7,-31.900000000000546,None,PT,2026-04-23
2026-01-21 00:00:00+00:00,353.6,650.9,0.0,1249.6,757.3,29.8,0.0,25.0,3485.7,6551.9,482.1,0.0,6785.7,7034.0,6785.7,248.30000000000018,None,PT,2026-04-23
2026-01-21 01:00:00+00:00,354.2,600.1,0.0,907.5,602.9000000000001,28.9,0.1,25.0,3788.0,6306.7,33.900000000000034,0.0,6230.3,6340.599999999999,6230.3,110.29999999999927,None,PT,2026-04-23
2026-01-21 02:00:00+00:00,355.0,630.8,0.0,832.1,613.9,30.6,0.0,25.0,4129.3,6616.700000000001,0.0,801.3000000000001,5912.3,6616.700000000001,6713.6,-96.89999999999964,None,PT,2026-04-23
2026-01-21 03:00:00+00:00,352.0,685.1,0.0,761.0,723.3,28.8,0.1,25.0,4401.0,6976.299999999999,0.0,1273.1999999999998,5758.6,6976.299999999999,7031.8,-55.50000000000091,None,PT,2026-04-23
2026-01-21 04:00:00+00:00,351.5,785.0,0.0,926.4,702.0999999999999,28.1,0.0,25.0,4362.2,7180.299999999999,0.0,635.8000000000001,5685.0,7180.299999999999,6320.8,859.4999999999991,None,PT,2026-04-23
2026-01-21 05:00:00+00:00,352.4,732.5,0.0,1171.3,738.1,28.4,0.0,25.0,4174.3,7222.0,903.7,0.0,5792.4,8125.7,5792.4,2333.3,None,PT,2026-04-23
2026-01-21 06:00:00+00:00,348.6,600.6,0.0,1779.6999999999998,1070.5,29.6,0.0,25.0,4196.4,8050.4,1285.7,0.0,6307.2,9336.1,6307.2,3028.9000000000005,None,PT,2026-04-23
2026-01-21 07:00:00+00:00,348.1,727.4000000000001,0.0,1932.6,1060.4,28.8,0.1,25.0,4227.9,8350.3,1943.1,0.0,7310.1,10293.4,7310.1,2983.2999999999993,None,PT,2026-04-23
2026-01-21 08:00:00+00:00,351.2,699.9,0.0,2012.8,1023.9,28.8,34.9,20.6,4252.2,8424.3,1756.2,0.0,8260.6,10180.5,8260.6,1919.8999999999996,None,PT,2026-04-23
2026-01-21 09:00:00+00:00,347.9,721.9,0.0,1155.8,751.2,29.6,155.2,20.7,4142.0,7324.299999999999,1362.0,0.0,8800.9,8686.3,8800.9,-114.60000000000036,None,PT,2026-04-23
2026-01-21 10:00:00+00:00,354.9,669.2,0.0,1160.1,651.6999999999999,30.0,309.7,24.9,4183.7,7384.199999999999,416.80000000000007,0.0,8898.7,7800.999999999999,8898.7,-1097.7000000000016,None,PT,2026-04-23
2026-01-21 11:00:00+00:00,361.4,677.3,0.0,1171.8,531.6,30.2,563.9,24.8,4347.0,7708.0,0.0,199.3,8997.0,7708.0,9196.3,-1488.2999999999993,None,PT,2026-04-23
2026-01-21 12:00:00+00:00,358.8,757.6999999999999,0.0,1227.5,425.2,29.4,823.8,25.0,4552.1,8199.5,0.0,408.3,8854.5,8199.5,9262.8,-1063.2999999999993,None,PT,2026-04-23
2026-01-21 13:00:00+00:00,356.9,677.7,0.0,1523.7,468.4,29.8,861.6,21.8,4622.4,8562.3,161.30000000000007,0.0,8790.9,8723.599999999999,8790.9,-67.30000000000109,None,PT,2026-04-23
2026-01-21 14:00:00+00:00,353.7,584.0,0.0,1843.1,564.8,28.1,867.1,24.9,4747.3,9013.0,459.2000000000001,0.0,8938.2,9472.2,8938.2,534.0,None,PT,2026-04-23
2026-01-21 15:00:00+00:00,352.4,830.9,0.0,1762.0,536.8,28.4,630.3,24.8,4683.3,8848.900000000001,582.6,0.0,8751.6,9431.500000000002,8751.6,679.9000000000015,None,PT,2026-04-23
2026-01-21 16:00:00+00:00,348.4,1038.3,0.0,1877.4,575.4,27.7,245.8,20.4,4798.2,8931.599999999999,678.8,0.0,8834.5,9610.399999999998,8834.5,775.8999999999978,None,PT,2026-04-23
2026-01-21 17:00:00+00:00,348.4,1082.8000000000002,0.0,2286.2,730.3000000000001,28.0,19.0,25.0,4829.2,9348.9,943.2,0.0,9115.3,10292.1,9115.3,1176.800000000001,None,PT,2026-04-23
2026-01-21 18:00:00+00:00,349.2,1076.0,0.0,2343.9,801.0,29.3,0.1,12.0,4824.5,9436.0,1442.6,0.0,9655.6,10878.6,9655.6,1223.0,None,PT,2026-04-23
2026-01-21 19:00:00+00:00,344.5,1105.9,0.0,2286.5,879.6,29.3,0.1,0.0,4769.3,9415.2,1875.4,0.0,10038.4,11290.6,10038.4,1252.2000000000007,None,PT,2026-04-23
2026-01-21 20:00:00+00:00,339.6,1019.3,0.0,2300.6,960.6,29.1,0.0,0.0,4797.9,9447.1,1738.4,0.0,9884.5,11185.5,9884.5,1301.0,None,PT,2026-04-23
2026-01-21 21:00:00+00:00,348.5,996.1,0.0,1651.2,976.8,29.7,0.0,0.0,4715.8,8718.1,1919.7,0.0,9332.9,10637.800000000001,9332.9,1304.9000000000015,None,PT,2026-04-23
2026-01-21 22:00:00+00:00,351.1,744.1999999999999,0.0,1584.9,776.0,29.4,0.0,0.0,4476.9,7962.5,698.3,0.0,8483.9,8660.8,8483.9,176.89999999999964,None,PT,2026-04-23
2026-01-21 23:00:00+00:00,351.0,576.8,0.0,1359.7,765.4,29.3,0.0,0.0,4487.8,7570.0,0.0,166.59999999999997,7548.0,7570.0,7714.6,-144.60000000000036,None,PT,2026-04-23
2026-01-22 00:00:00+00:00,352.1,613.6,0.0,1442.3,755.6,29.5,0.0,0.0,4523.9,7717.0,0.0,984.6,6740.5,7717.0,7725.1,-8.100000000000364,None,PT,2026-04-23
2026-01-22 01:00:00+00:00,349.4,664.5,0.0,1153.8,604.5,29.7,0.0,0.0,4346.4,7148.299999999999,0.0,1148.1,6180.0,7148.299999999999,7328.1,-179.8000000000011,None,PT,2026-04-23
2026-01-22 02:00:00+00:00,349.9,731.8,0.0,929.6,587.9,29.3,0.0,0.0,4144.7,6773.2,0.0,1385.1,5862.6,6773.2,7247.700000000001,-474.5000000000009,None,PT,2026-04-23
2026-01-22 03:00:00+00:00,350.9,716.6,0.0,853.1,583.1,27.9,0.0,0.0,3891.0,6422.6,0.0,1385.4,5695.1,6422.6,7080.5,-657.8999999999996,None,PT,2026-04-23
2026-01-22 04:00:00+00:00,350.9,753.7,0.0,908.5,649.6999999999999,28.1,0.0,0.0,3567.0,6257.9,0.0,1008.2,5601.7,6257.9,6609.9,-352.0,None,PT,2026-04-23
2026-01-22 05:00:00+00:00,348.1,958.4,0.0,932.3,737.8,28.6,0.0,0.0,3454.7,6459.9,0.0,628.6,5689.4,6459.9,6318.0,141.89999999999964,None,PT,2026-04-23
2026-01-22 06:00:00+00:00,348.2,1142.6,0.0,1562.1,828.3000000000001,28.3,0.0,0.0,3261.4,7170.9,453.4,0.0,6280.2,7624.299999999999,6280.2,1344.0999999999995,None,PT,2026-04-23
2026-01-22 07:00:00+00:00,350.5,1162.1,0.0,2189.6,1057.0,27.0,2.3,0.0,2704.9,7493.4,1786.2,0.0,7292.0,9279.6,7292.0,1987.6000000000004,None,PT,2026-04-23
2026-01-22 08:00:00+00:00,351.8,1038.3,0.0,2043.1,1206.1,27.3,234.8,0.0,2393.0,7294.4,1880.7,0.0,8236.6,9175.1,8236.6,938.5,None,PT,2026-04-23
2026-01-22 09:00:00+00:00,349.0,1024.8,0.0,1402.7,814.9,28.0,774.5,0.0,2188.8,6582.7,1030.0,0.0,8629.2,7612.7,8629.2,-1016.5000000000009,None,PT,2026-04-23
2026-01-22 10:00:00+00:00,346.6,827.9,0.0,1210.2,838.4,27.8,809.9,0.0,2274.8,6335.6,473.8,0.0,8870.6,6809.400000000001,8870.6,-2061.2,None,PT,2026-04-23
2026-01-22 11:00:00+00:00,350.4,629.5999999999999,0.0,1146.1,798.7,28.7,609.7,0.0,2479.8,6043.0,473.50000000000006,0.0,9115.6,6516.5,9115.6,-2599.1000000000004,None,PT,2026-04-23
2026-01-22 12:00:00+00:00,355.7,801.5999999999999,0.0,1194.2,877.1,30.3,603.3,0.0,2409.1,6271.299999999999,487.9,0.0,8980.8,6759.199999999999,8980.8,-2221.6000000000004,None,PT,2026-04-23
2026-01-22 13:00:00+00:00,354.2,728.9,0.0,1220.9,851.6,30.2,477.1,0.0,2904.4,6567.299999999999,945.5,0.0,9165.2,7512.799999999999,9165.2,-1652.4000000000015,None,PT,2026-04-23
2026-01-22 14:00:00+00:00,330.7,714.6,0.0,1251.5,868.8000000000001,30.4,297.7,5.2,3634.2,7133.1,1239.1,0.0,9482.2,8372.2,9482.2,-1110.0,None,PT,2026-04-23
2026-01-22 15:00:00+00:00,328.6,702.6999999999999,0.0,1292.5,937.5,19.8,140.9,25.0,4137.6,7584.6,1393.0,0.0,9522.5,8977.6,9522.5,-544.8999999999996,None,PT,2026-04-23
2026-01-22 16:00:00+00:00,348.5,759.4,0.0,2010.1,1011.2,29.3,53.1,24.4,4242.3,8478.3,2274.2,0.0,9481.0,10752.5,9481.0,1271.5,None,PT,2026-04-23
2026-01-22 17:00:00+00:00,348.2,766.6,0.0,2295.3,1240.1,29.8,3.9,22.2,4276.5,8982.6,2484.9,0.0,9522.7,11467.5,9522.7,1944.7999999999993,None,PT,2026-04-23
2026-01-22 18:00:00+00:00,339.4,883.3,0.0,2335.5,1249.6,30.2,0.1,23.9,4275.4,9137.399999999998,2425.4,0.0,9876.4,11562.799999999997,9876.4,1686.3999999999978,None,PT,2026-04-23
2026-01-22 19:00:00+00:00,341.3,830.5999999999999,0.0,2369.8,1165.2,30.4,0.1,21.9,4543.4,9302.699999999999,2376.3,0.0,10154.3,11679.0,10154.3,1524.7000000000007,None,PT,2026-04-23
2026-01-22 20:00:00+00:00,340.6,863.2,0.0,2374.3,1127.8,28.8,0.0,25.0,4703.0,9462.7,2029.0,0.0,9974.1,11491.7,9974.1,1517.6000000000004,None,PT,2026-04-23
2026-01-22 21:00:00+00:00,341.3,819.6,0.0,1899.2,1148.5,28.9,0.0,25.0,4614.0,8876.5,1088.4,0.0,9341.4,9964.9,9341.4,623.5,None,PT,2026-04-23
2026-01-22 22:00:00+00:00,343.5,560.1,0.0,1607.6,910.4,30.2,0.0,25.0,4741.0,8217.8,378.80000000000007,0.0,8543.2,8596.599999999999,8543.2,53.39999999999782,None,PT,2026-04-23
2026-01-22 23:00:00+00:00,341.9,648.4,0.0,1718.9,813.1,30.6,0.0,10.6,4716.3,8279.8,29.399999999999977,0.0,7616.5,8309.199999999999,7616.5,692.6999999999989,None,PT,2026-04-23
2026-01-23 00:00:00+00:00,343.6,635.7,0.0,1662.5,733.1,29.8,0.0,0.0,4676.7,8081.4,0.0,661.7,6796.8,8081.4,7458.5,622.8999999999996,None,PT,2026-04-23
2026-01-23 01:00:00+00:00,336.2,606.4,0.0,1153.7,657.4000000000001,29.3,0.0,0.0,4648.0,7431.0,0.0,568.4,6222.5,7431.0,6790.9,640.1000000000004,None,PT,2026-04-23
2026-01-23 02:00:00+00:00,337.1,610.9000000000001,0.0,1177.8,640.2,28.6,0.0,0.0,4514.7,7309.299999999999,0.0,529.5,5859.7,7309.299999999999,6389.2,920.0999999999995,None,PT,2026-04-23
2026-01-23 03:00:00+00:00,340.2,652.6999999999999,0.0,1178.8000000000002,678.7,27.9,0.0,0.0,4330.8,7209.1,0.0,546.8,5643.1,7209.1,6189.900000000001,1019.1999999999998,None,PT,2026-04-23
2026-01-23 04:00:00+00:00,343.1,623.4,0.0,1090.2,620.4000000000001,29.0,0.0,0.0,4343.7,7049.799999999999,0.0,144.9000000000001,5610.5,7049.799999999999,5755.4,1294.3999999999996,None,PT,2026-04-23
2026-01-23 05:00:00+00:00,338.1,667.7,0.0,1140.3000000000002,626.2,28.9,0.0,0.0,4184.5,6985.700000000001,707.2,0.0,5739.4,7692.900000000001,5739.4,1953.500000000001,None,PT,2026-04-23
2026-01-23 06:00:00+00:00,336.4,721.5,0.0,1285.1999999999998,1107.7,27.8,0.1,0.0,3820.7,7299.4,1963.0,0.0,6310.0,9262.4,6310.0,2952.3999999999996,None,PT,2026-04-23
2026-01-23 07:00:00+00:00,335.4,744.5999999999999,0.0,2185.7,1365.5,29.4,4.9,0.0,3464.2,8129.699999999999,1992.5,0.0,7319.5,10122.199999999999,7319.5,2802.699999999999,None,PT,2026-04-23
2026-01-23 08:00:00+00:00,333.0,660.1,0.0,2086.0,1130.1,28.9,330.7,0.0,3358.8,7927.599999999999,1043.2,0.0,8206.5,8970.8,8206.5,764.2999999999993,None,PT,2026-04-23
2026-01-23 09:00:00+00:00,335.0,679.3,0.0,1204.1,816.1,29.1,867.0,0.0,3407.8,7338.4,0.0,443.2000000000001,8814.5,7338.4,9257.7,-1919.300000000001,None,PT,2026-04-23
2026-01-23 10:00:00+00:00,337.4,769.0999999999999,0.0,1205.9,873.7,30.0,1005.5,0.0,3569.6,7791.200000000001,0.0,932.8,9156.9,7791.200000000001,10089.699999999999,-2298.499999999998,None,PT,2026-04-23
2026-01-23 11:00:00+00:00,338.3,804.2,0.0,1217.6,903.8,28.9,858.1,0.0,3614.8,7765.7,0.0,975.4,9414.7,7765.7,10390.1,-2624.4000000000005,None,PT,2026-04-23
2026-01-23 12:00:00+00:00,339.3,719.3000000000001,0.0,1258.0,807.5,29.7,807.3,0.0,3620.6,7581.700000000001,0.0,787.0,9359.1,7581.700000000001,10146.1,-2564.3999999999996,None,PT,2026-04-23
2026-01-23 13:00:00+00:00,341.9,612.0,0.0,1249.7,741.7,29.6,879.7,0.0,3697.2,7551.8,0.0,599.5,9250.8,7551.8,9850.3,-2298.499999999999,None,PT,2026-04-23
2026-01-23 14:00:00+00:00,348.6,864.4,0.0,1268.2,1025.2,29.4,641.7,0.0,3536.2,7713.7,0.0,35.399999999999864,9446.4,7713.7,9481.8,-1768.0999999999995,None,PT,2026-04-23
2026-01-23 15:00:00+00:00,341.4,988.0,0.0,2132.4,915.0,29.7,461.2,0.0,3161.1,8028.799999999999,599.3,0.0,9350.5,8628.099999999999,9350.5,-722.4000000000015,None,PT,2026-04-23
2026-01-23 16:00:00+00:00,339.0,1194.0,0.0,2409.4,1038.3,29.6,211.4,0.0,3270.5,8492.2,1575.9,0.0,9278.8,10068.1,9278.8,789.3000000000011,None,PT,2026-04-23
2026-01-23 17:00:00+00:00,348.0,1336.3000000000002,0.0,2365.3,1467.0,28.4,16.9,0.0,3332.5,8894.4,2600.2,0.0,9544.9,11494.599999999999,9544.9,1949.699999999999,None,PT,2026-04-23
2026-01-23 18:00:00+00:00,342.6,1878.3,0.0,2346.8,1513.0,28.4,0.1,0.0,3154.5,9263.7,2468.1000000000004,0.0,9972.3,11731.800000000001,9972.3,1759.5000000000018,None,PT,2026-04-23
2026-01-23 19:00:00+00:00,345.2,1896.3,0.0,2347.8,1476.0,28.8,0.0,0.0,3109.1,9203.2,2411.6,0.0,10182.9,11614.800000000001,10182.9,1431.9000000000015,None,PT,2026-04-23
2026-01-23 20:00:00+00:00,337.1,1817.2,0.0,2364.9,1433.3,29.5,0.0,0.0,2981.0,8963.0,2500.5,0.0,9944.0,11463.5,9944.0,1519.5,None,PT,2026-04-23
2026-01-23 21:00:00+00:00,346.3,1860.2,0.0,2436.0,1070.8,29.8,0.0,0.0,2987.8,8730.900000000001,2300.7,0.0,9375.9,11031.600000000002,9375.9,1655.7000000000025,None,PT,2026-04-23
2026-01-23 22:00:00+00:00,346.7,1217.1999999999998,0.0,1786.9,1108.6999999999998,30.1,0.0,0.0,2694.2,7183.8,2393.6,0.0,8681.5,9577.4,8681.5,895.8999999999996,None,PT,2026-04-23
2026-01-23 23:00:00+00:00,347.7,697.4,0.0,2080.2,1166.6999999999998,29.8,0.0,0.0,2695.4,7017.200000000001,1781.0,0.0,7807.4,8798.2,7807.4,990.8000000000011,None,PT,2026-04-23
2026-01-24 00:00:00+00:00,350.5,596.3,0.0,1575.2,1091.6999999999998,30.7,0.0,0.0,2433.4,6077.799999999999,1119.6,0.0,6959.9,7197.4,6959.9,237.5,None,PT,2026-04-23
2026-01-24 01:00:00+00:00,346.5,646.0,0.0,1644.7,924.2,28.9,0.0,0.0,2032.4,5622.7,871.9,0.0,6317.5,6494.599999999999,6317.5,177.09999999999945,None,PT,2026-04-23
2026-01-24 02:00:00+00:00,343.0,682.1,0.0,1590.7,909.4,27.7,0.0,0.0,1498.6,5051.5,880.4,0.0,5902.0,5931.9,5902.0,29.899999999999636,None,PT,2026-04-23
2026-01-24 03:00:00+00:00,349.9,570.6,0.0,1205.5,894.1,28.2,0.0,0.0,1540.5,4588.799999999999,778.1999999999999,0.0,5696.5,5366.999999999999,5696.5,-329.5000000000009,None,PT,2026-04-23
2026-01-24 04:00:00+00:00,346.7,592.8000000000001,0.0,1186.1,878.6,28.1,0.0,0.0,1369.3,4401.599999999999,606.8000000000001,0.0,5594.9,5008.4,5594.9,-586.5,None,PT,2026-04-23
2026-01-24 05:00:00+00:00,339.4,613.2,0.0,1225.6,745.4000000000001,27.9,0.0,0.0,1136.1,4087.6,426.5,0.0,5566.4,4514.1,5566.4,-1052.2999999999993,None,PT,2026-04-23
2026-01-24 06:00:00+00:00,333.5,574.8,0.0,1186.2,896.9000000000001,27.8,0.0,0.0,1026.4,4045.6000000000004,960.9,0.0,5735.4,5006.5,5735.4,-728.8999999999996,None,PT,2026-04-23
2026-01-24 07:00:00+00:00,333.9,592.5,0.0,1274.3,896.6,28.0,3.1,0.0,981.8,4110.2,1418.1,0.0,6020.6,5528.299999999999,6020.6,-492.3000000000011,None,PT,2026-04-23
2026-01-24 08:00:00+00:00,331.7,612.9,0.0,1294.3,1062.1999999999998,27.9,177.7,0.0,1262.2,4768.9,897.4,0.0,6557.6,5666.299999999999,6557.6,-891.3000000000011,None,PT,2026-04-23
2026-01-24 09:00:00+00:00,334.4,542.2,0.0,1269.7,935.9,27.8,854.3,0.0,1548.9,5513.200000000001,0.0,103.09999999999997,7049.7,5513.200000000001,7152.8,-1639.5999999999995,None,PT,2026-04-23
2026-01-24 10:00:00+00:00,342.0,574.0,0.0,1089.0,969.3,28.7,1633.7,0.0,2039.4,6676.1,0.0,1484.4,7399.7,6676.1,8884.1,-2208.0,None,PT,2026-04-23
2026-01-24 11:00:00+00:00,343.1,592.4,0.0,1064.2,903.9,28.2,1871.7,0.0,2523.2,7326.7,0.0,1884.7,7716.9,7326.7,9601.6,-2274.9000000000005,None,PT,2026-04-23
2026-01-24 12:00:00+00:00,339.9,636.5,0.0,1150.3,950.4,26.6,1696.6,0.0,3039.3,7839.599999999999,0.0,1794.2,7943.6,7839.599999999999,9737.800000000001,-1898.2000000000016,None,PT,2026-04-23
2026-01-24 13:00:00+00:00,342.5,551.3,0.0,1129.3,898.4,27.6,1645.8,0.0,3332.8,7927.7,0.0,1779.9,7791.7,7927.7,9571.6,-1643.9000000000005,None,PT,2026-04-23
2026-01-24 14:00:00+00:00,343.6,604.6,0.0,1112.8,935.6,27.7,1370.8,0.0,3470.5,7865.599999999999,0.0,1743.4,7779.0,7865.599999999999,9522.4,-1656.8000000000002,None,PT,2026-04-23
2026-01-24 15:00:00+00:00,339.4,577.3,0.0,1150.7,919.0,27.3,948.9,0.0,3789.2,7751.8,0.0,1700.6,7715.4,7751.8,9416.0,-1664.1999999999998,None,PT,2026-04-23
2026-01-24 16:00:00+00:00,340.3,614.0,0.0,1121.4,1026.3,26.2,494.6,0.0,4040.3,7663.1,0.0,263.9000000000001,7801.7,7663.1,8065.6,-402.5,None,PT,2026-04-23
2026-01-24 17:00:00+00:00,344.0,623.7,0.0,2060.8,1160.9,28.2,75.3,0.0,4052.7,8345.599999999999,677.6,0.0,8273.6,9023.199999999999,8273.6,749.5999999999985,None,PT,2026-04-23
2026-01-24 18:00:00+00:00,334.2,611.6,0.0,2334.1,868.3000000000001,27.7,0.1,0.0,3867.8,8043.8,1301.5,0.0,8923.4,9345.3,8923.4,421.89999999999964,None,PT,2026-04-23
2026-01-24 19:00:00+00:00,326.0,652.0,0.0,2221.2,1028.8,26.2,0.1,0.0,3490.1,7744.4,1838.7,0.0,9139.6,9583.1,9139.6,443.5,None,PT,2026-04-23
2026-01-24 20:00:00+00:00,330.4,623.6999999999999,0.0,2236.2,974.9,26.4,0.1,0.0,3245.9,7437.6,1955.4,0.0,9038.0,9393.0,9038.0,355.0,None,PT,2026-04-23
2026-01-24 21:00:00+00:00,336.4,566.9000000000001,0.0,2132.9,984.0,25.9,0.1,0.0,3357.1,7403.3,1127.1,0.0,8538.4,8530.4,8538.4,-8.0,None,PT,2026-04-23
2026-01-24 22:00:00+00:00,339.7,549.0999999999999,0.0,1728.2,981.1,27.0,0.0,0.0,3487.2,7112.299999999999,570.0999999999999,0.0,7914.6,7682.4,7914.6,-232.20000000000073,None,PT,2026-04-23
2026-01-24 23:00:00+00:00,340.3,553.3,0.0,1404.1,869.9,27.4,0.0,0.0,3585.9,6780.9,0.0,319.0,7122.9,6780.9,7441.9,-661.0,None,PT,2026-04-23
2026-01-25 00:00:00+00:00,325.2,613.1,0.0,1370.0,838.7,26.8,0.0,0.0,3727.3,6901.1,0.0,1087.4,6457.1,6901.1,7544.5,-643.3999999999996,None,PT,2026-04-23
2026-01-25 01:00:00+00:00,309.7,596.3,0.0,1088.4,852.6,26.7,0.0,0.0,3980.7,6854.4,0.0,1234.9,5894.4,6854.4,7129.299999999999,-274.89999999999964,None,PT,2026-04-23
2026-01-25 02:00:00+00:00,315.0,610.6,0.0,922.7,750.5,26.7,0.0,0.0,4203.2,6828.7,0.0,1152.6,5498.4,6828.7,6651.0,177.69999999999982,None,PT,2026-04-23
2026-01-25 03:00:00+00:00,307.9,650.0,0.0,989.7,753.1,25.1,0.0,0.0,4132.5,6858.299999999999,0.0,1526.0,5226.9,6858.299999999999,6752.9,105.39999999999964,None,PT,2026-04-23
2026-01-25 04:00:00+00:00,299.3,591.1999999999999,0.0,1029.5,773.9000000000001,25.1,0.0,0.0,4091.1,6810.1,0.0,1623.4,5026.3,6810.1,6649.700000000001,160.39999999999964,None,PT,2026-04-23
2026-01-25 05:00:00+00:00,297.8,617.2,0.0,1048.8000000000002,734.0,24.6,0.0,0.0,4113.7,6836.1,0.0,1733.2,5024.7,6836.1,6757.9,78.20000000000073,None,PT,2026-04-23
2026-01-25 06:00:00+00:00,288.4,648.1999999999999,0.0,1075.8000000000002,753.6,23.6,0.0,0.0,4085.3,6874.9,0.0,2006.3,5208.7,6874.9,7215.0,-340.10000000000036,None,PT,2026-04-23
2026-01-25 07:00:00+00:00,287.6,594.4,0.0,1099.2,741.2,24.6,0.8,0.0,4153.0,6900.8,0.0,2107.2,5371.7,6900.8,7478.9,-578.0999999999995,None,PT,2026-04-23
2026-01-25 08:00:00+00:00,289.3,710.5999999999999,0.0,1190.1,706.5,25.3,108.1,1.6,4039.9,7071.4,0.0,1950.9,5680.9,7071.4,7631.799999999999,-560.3999999999996,None,PT,2026-04-23
2026-01-25 09:00:00+00:00,300.9,685.9,0.0,1144.4,780.1,24.9,410.6,22.3,4111.2,7480.299999999999,0.0,1135.1,6301.5,7480.299999999999,7436.6,43.69999999999891,None,PT,2026-04-23
2026-01-25 10:00:00+00:00,302.4,721.6,0.0,940.4,831.9,25.3,636.9,24.1,4252.6,7735.200000000001,0.0,1425.4,6840.6,7735.200000000001,8266.0,-530.7999999999993,None,PT,2026-04-23
2026-01-25 11:00:00+00:00,306.3,697.0999999999999,0.0,762.3000000000001,820.7,25.5,1030.1,23.6,4169.0,7834.599999999999,0.0,1706.9,7149.1,7834.599999999999,8856.0,-1021.4000000000005,None,PT,2026-04-23
2026-01-25 12:00:00+00:00,318.0,699.9,0.0,925.2,878.6999999999999,26.2,1013.8,23.1,4199.4,8084.299999999999,0.0,1769.5,7396.3,8084.299999999999,9165.8,-1081.5,None,PT,2026-04-23
2026-01-25 13:00:00+00:00,337.4,654.5,0.0,919.3,809.3,28.8,941.3,21.1,4301.5,8013.200000000001,0.0,1716.2,7155.9,8013.200000000001,8872.1,-858.8999999999996,None,PT,2026-04-23
2026-01-25 14:00:00+00:00,335.8,727.1999999999999,0.0,925.3,792.6,28.8,767.6,21.6,4175.3,7774.200000000001,0.0,1611.5000000000002,6988.1,7774.200000000001,8599.6,-825.3999999999996,None,PT,2026-04-23
2026-01-25 15:00:00+00:00,333.4,734.0,0.0,1036.5,762.4,28.6,546.0,14.5,3931.1,7386.5,0.0,1118.0,6950.4,7386.5,8068.4,-681.8999999999996,None,PT,2026-04-23
2026-01-25 16:00:00+00:00,339.5,635.4,0.0,1218.1,722.1999999999999,28.8,277.1,8.3,3698.4,6927.8,0.0,754.9,7111.6,6927.8,7866.5,-938.6999999999998,None,PT,2026-04-23
2026-01-25 17:00:00+00:00,339.7,763.0999999999999,0.0,1504.6,870.4000000000001,29.1,30.6,0.0,3248.5,6786.0,537.3,0.0,7576.2,7323.3,7576.2,-252.89999999999964,None,PT,2026-04-23
2026-01-25 18:00:00+00:00,333.1,656.5999999999999,0.0,2097.4,823.6,28.4,0.0,0.0,2885.9,6825.0,1697.9,0.0,8256.2,8522.9,8256.2,266.6999999999989,None,PT,2026-04-23
2026-01-25 19:00:00+00:00,346.0,776.6,0.0,2447.6,873.2,28.7,0.0,0.0,2264.6,6736.699999999999,2548.6,0.0,8563.0,9285.3,8563.0,722.2999999999993,None,PT,2026-04-23
2026-01-25 20:00:00+00:00,337.8,723.9,0.0,2482.8,1106.0,29.1,0.0,0.0,1810.2,6489.8,2602.9,0.0,8522.0,9092.7,8522.0,570.7000000000007,None,PT,2026-04-23
2026-01-25 21:00:00+00:00,347.6,581.1,0.0,2439.7,988.2,28.6,0.1,0.0,1899.0,6284.3,1342.1,0.0,8078.2,7626.4,8078.2,-451.8000000000002,None,PT,2026-04-23
2026-01-25 22:00:00+00:00,342.4,561.6,0.0,2303.4,1069.5,28.7,0.0,0.0,2209.0,6514.599999999999,0.0,352.5,7436.5,6514.599999999999,7789.0,-1274.4000000000005,None,PT,2026-04-23
2026-01-25 23:00:00+00:00,342.5,584.6999999999999,0.0,1899.6,908.5,28.7,0.0,0.0,2200.0,5964.0,0.0,234.7,6670.1,5964.0,6904.8,-940.8000000000002,None,PT,2026-04-23
2026-01-26 00:00:00+00:00,343.2,601.6,0.0,1681.3,917.9,29.1,0.0,0.0,2237.4,5810.5,0.0,165.30000000000007,6065.3,5810.5,6230.6,-420.10000000000036,None,PT,2026-04-23
