,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,681.400024,349.08,1964.92,0.095261,8.22827,3003.723555,216.85,0.0,9014.424804,3220.573555,9014.424804,-5793.851249,None,CH,2026-04-23
2026-01-01 01:00:00+00:00,681.5,358.0,1964.92,0.040243,2.791026,3007.251269,214.95,0.0,7862.649414,3222.2012689999997,7862.649414,-4640.448145,None,CH,2026-04-23
2026-01-01 02:00:00+00:00,682.200012,348.9,1964.85,0.0,0.953883,2996.903895,219.45,0.0,7952.032226,3216.3538949999997,7952.032226,-4735.678331000001,None,CH,2026-04-23
2026-01-01 03:00:00+00:00,683.599975,315.35,1964.25,0.0,1.180615,2964.38059,220.8,0.0,8343.797851,3185.1805900000004,8343.797851,-5158.617260999999,None,CH,2026-04-23
2026-01-01 04:00:00+00:00,685.599975,379.62,1962.85,0.0,1.819647,3029.8896219999997,216.68,0.0,8301.338867,3246.5696219999995,8301.338867,-5054.769245000001,None,CH,2026-04-23
2026-01-01 05:00:00+00:00,688.5,265.35,1962.58,0.0,1.693879,2918.1238789999998,199.8,0.0,8304.816406,3117.923879,8304.816406,-5186.892527,None,CH,2026-04-23
2026-01-01 06:00:00+00:00,692.099975,297.68,1962.9,0.0,1.994592,2954.674567,213.5,0.0,8652.700195,3168.174567,8652.700195,-5484.525627999999,None,CH,2026-04-23
2026-01-01 07:00:00+00:00,696.700012,350.58,1963.65,25.154195,7.05963,3043.143837,215.75,0.0,8104.954589,3258.893837,8104.954589,-4846.060751999999,None,CH,2026-04-23
2026-01-01 08:00:00+00:00,702.200012,375.28,1964.05,222.720794,13.131772,3277.382578,201.3,0.0,8400.686523,3478.6825780000004,8400.686523,-4922.003945,None,CH,2026-04-23
2026-01-01 09:00:00+00:00,708.599975,265.58,1963.78,544.712158,32.626838,3515.298971,66.78,0.0,8395.696289,3582.0789710000004,8395.696289,-4813.617317999999,None,CH,2026-04-23
2026-01-01 10:00:00+00:00,716.200012,145.6,1964.62,825.289916,36.139442,3687.8493700000004,32.18,0.0,7482.493164,3720.02937,7482.493164,-3762.4637940000002,None,CH,2026-04-23
2026-01-01 11:00:00+00:00,724.799987,134.25,1963.48,931.8031,38.739868,3793.072955,30.22,0.0,7828.388671,3823.292955,7828.388671,-4005.095716,None,CH,2026-04-23
2026-01-01 12:00:00+00:00,734.599975,175.32,1958.45,833.89624,41.275478,3743.541693,28.78,0.0,8266.338867,3772.3216930000003,8266.338867,-4494.0171740000005,None,CH,2026-04-23
2026-01-01 13:00:00+00:00,745.400024,166.8,1961.85,597.862609,49.172382,3521.085015,30.58,0.0,8045.893066,3551.665015,8045.893066,-4494.228051,None,CH,2026-04-23
2026-01-01 14:00:00+00:00,757.200012,277.92,1961.42,289.87265,39.706325,3326.1189870000007,33.18,0.0,8045.449707,3359.2989870000006,8045.449707,-4686.15072,None,CH,2026-04-23
2026-01-01 15:00:00+00:00,769.799987,367.05,1960.15,53.783111,43.86671,3194.649808,46.52,0.0,8092.728515,3241.169808,8092.728515,-4851.558707,None,CH,2026-04-23
2026-01-01 16:00:00+00:00,783.200012,518.3,1959.3,2.452643,52.786888,3316.039543,240.52,0.0,8412.382812,3556.559543,8412.382812,-4855.823269,None,CH,2026-04-23
2026-01-01 17:00:00+00:00,797.099975,487.32,1959.45,2.298214,59.759941,3305.92813,286.32,0.0,8455.132812,3592.24813,8455.132812,-4862.884682,None,CH,2026-04-23
2026-01-01 18:00:00+00:00,811.599975,486.92,1960.22,1.548711,68.356216,3328.644902,179.35,0.0,9021.063476,3507.994902,9021.063476,-5513.068573999999,None,CH,2026-04-23
2026-01-01 19:00:00+00:00,826.5,423.6,1960.05,0.984859,57.047191,3268.18205,185.28,0.0,8364.977539,3453.46205,8364.977539,-4911.515488999999,None,CH,2026-04-23
2026-01-01 20:00:00+00:00,841.599975,288.2,1960.02,0.737568,63.337284,3153.894827,107.05,0.0,8239.276367,3260.9448270000003,8239.276367,-4978.33154,None,CH,2026-04-23
2026-01-01 21:00:00+00:00,857.0,291.3,1960.25,0.504951,66.150749,3175.2057,76.32,0.0,8017.606445,3251.5257,8017.606445,-4766.080745,None,CH,2026-04-23
2026-01-01 22:00:00+00:00,872.400024,346.82,1961.18,0.360416,61.84671,3242.60715,81.35,0.0,8776.549804,3323.9571499999997,8776.549804,-5452.592654,None,CH,2026-04-23
2026-01-01 23:00:00+00:00,677.900024,293.5,1960.6,0.214542,60.26456,2992.479126,21.08,0.0,8851.041015,3013.559126,8851.041015,-5837.481889000001,None,CH,2026-04-23
2026-01-02 00:00:00+00:00,674.299987,263.65,1961.68,0.141091,54.716793,2954.4878710000003,19.15,0.0,8820.33496,2973.6378710000004,8820.33496,-5846.697088999999,None,CH,2026-04-23
2026-01-02 01:00:00+00:00,671.200012,225.22,1961.75,0.054311,50.553924,2908.7782469999997,24.12,0.0,7945.146972,2932.8982469999996,7945.146972,-5012.2487249999995,None,CH,2026-04-23
2026-01-02 02:00:00+00:00,668.599975,125.62,1961.38,0.016651,56.326965,2811.943591,26.18,0.0,8821.784179,2838.123591,8821.784179,-5983.660588000001,None,CH,2026-04-23
2026-01-02 03:00:00+00:00,666.599975,142.35,1961.12,0.0,54.030441,2824.1004159999998,17.4,0.0,8898.774414,2841.500416,8898.774414,-6057.273998,None,CH,2026-04-23
2026-01-02 04:00:00+00:00,665.099975,162.82,1960.18,0.0,52.606353,2840.706328,25.1,0.0,8030.497558,2865.806328,8030.497558,-5164.69123,None,CH,2026-04-23
2026-01-02 05:00:00+00:00,664.400024,293.32,1959.12,0.0,52.556392,2969.396416,58.78,0.0,8334.208007,3028.1764160000002,8334.208007,-5306.031590999999,None,CH,2026-04-23
2026-01-02 06:00:00+00:00,664.5,394.98,1958.12,0.0,48.765804,3066.365804,325.28,0.0,8558.660156,3391.6458039999998,8558.660156,-5167.014352,None,CH,2026-04-23
2026-01-02 07:00:00+00:00,665.400024,546.6,1958.7,18.455219,42.125595,3231.2808379999997,298.22,0.0,8244.659179,3529.500838,8244.659179,-4715.158341,None,CH,2026-04-23
2026-01-02 08:00:00+00:00,667.200012,567.38,1960.4,125.940841,42.731746,3363.652599,211.4,0.0,8902.538085,3575.052599,8902.538085,-5327.485486,None,CH,2026-04-23
2026-01-02 09:00:00+00:00,670.0,381.4,1961.95,288.418548,46.124927,3347.8934750000003,52.2,0.0,8783.905273,3400.093475,8783.905273,-5383.811798000001,None,CH,2026-04-23
2026-01-02 10:00:00+00:00,673.900024,363.08,1962.6,415.57962,38.426631,3453.5862749999997,47.22,0.0,8339.964843,3500.8062749999995,8339.964843,-4839.158568000001,None,CH,2026-04-23
2026-01-02 11:00:00+00:00,679.0,296.18,1961.05,512.471984,38.345298,3487.0472820000005,46.75,0.0,7838.875,3533.7972820000005,7838.875,-4305.077718,None,CH,2026-04-23
2026-01-02 12:00:00+00:00,685.200012,289.95,1960.6,427.325378,35.601715,3398.6771049999998,55.88,0.0,8429.012695,3454.557105,8429.012695,-4974.45559,None,CH,2026-04-23
2026-01-02 13:00:00+00:00,692.5,472.5,1961.12,236.665756,29.976716,3392.762472,53.2,0.0,7788.53125,3445.9624719999997,7788.53125,-4342.568778000001,None,CH,2026-04-23
2026-01-02 14:00:00+00:00,700.900024,418.98,1960.45,113.729583,23.438888,3217.498495,60.9,0.0,8163.205566,3278.398495,8163.205566,-4884.807070999999,None,CH,2026-04-23
2026-01-02 15:00:00+00:00,710.099975,570.02,1960.9,16.594253,20.230571,3277.8447990000004,408.7,0.0,8226.487304,3686.5447990000002,8226.487304,-4539.942505,None,CH,2026-04-23
2026-01-02 16:00:00+00:00,720.200012,606.92,1960.58,0.662455,20.660213,3309.02268,840.18,0.0,9069.037109,4149.20268,9069.037109,-4919.8344290000005,None,CH,2026-04-23
2026-01-02 17:00:00+00:00,731.0,615.65,1960.45,0.60372,24.049383,3331.7531030000005,872.65,0.0,8706.391601,4204.403103000001,8706.391601,-4501.988497999999,None,CH,2026-04-23
2026-01-02 18:00:00+00:00,742.299987,640.4,1960.18,0.262455,22.301908,3365.44435,881.2,0.0,8878.42871,4246.6443500000005,8878.42871,-4631.78436,None,CH,2026-04-23
2026-01-02 19:00:00+00:00,754.200012,505.08,1959.15,0.082686,20.495735,3239.008433,604.02,0.0,8278.887695,3843.028433,8278.887695,-4435.859262,None,CH,2026-04-23
2026-01-02 20:00:00+00:00,766.400024,458.88,1960.55,0.019179,21.086019,3206.9352219999996,353.22,0.0,7983.933593,3560.1552219999994,7983.933593,-4423.778371,None,CH,2026-04-23
2026-01-02 21:00:00+00:00,778.900024,295.05,1961.62,0.0,18.118785,3053.6888089999998,316.52,0.0,8510.557617,3370.2088089999997,8510.557617,-5140.348808000001,None,CH,2026-04-23
2026-01-02 22:00:00+00:00,791.700012,308.02,1961.85,0.0,12.156395,3073.726407,143.05,0.0,8776.065429,3216.7764070000003,8776.065429,-5559.289022,None,CH,2026-04-23
2026-01-02 23:00:00+00:00,662.0,237.28,1962.18,0.0,10.267202,2871.727202,25.68,0.0,8989.360351,2897.407202,8989.360351,-6091.953148999999,None,CH,2026-04-23
2026-01-03 00:00:00+00:00,660.900024,155.4,1963.05,0.0,10.190864,2789.540888,27.98,0.0,7337.293457,2817.520888,7337.293457,-4519.772569,None,CH,2026-04-23
2026-01-03 01:00:00+00:00,660.099975,122.92,1963.95,0.0,10.097182,2757.067157,26.12,0.0,8355.930664,2783.187157,8355.930664,-5572.743506999999,None,CH,2026-04-23
2026-01-03 02:00:00+00:00,659.700012,103.2,1963.18,0.0,9.594326,2735.6743380000003,24.92,0.0,8793.970703,2760.5943380000003,8793.970703,-6033.376365,None,CH,2026-04-23
2026-01-03 03:00:00+00:00,659.700012,191.0,1963.72,0.0,7.794568,2822.21458,15.78,0.0,7887.260742,2837.99458,7887.260742,-5049.266162,None,CH,2026-04-23
2026-01-03 04:00:00+00:00,660.200012,199.45,1962.8,0.0,7.49894,2829.948952,24.52,0.0,8197.940429,2854.468952,8197.940429,-5343.471477,None,CH,2026-04-23
2026-01-03 05:00:00+00:00,661.099975,321.2,1962.6,0.0,6.354416,2951.254391,28.42,0.0,7168.079589,2979.674391,7168.079589,-4188.405198,None,CH,2026-04-23
2026-01-03 06:00:00+00:00,662.5,332.02,1962.68,0.0,5.261164,2962.461164,34.52,0.0,7323.618652,2996.981164,7323.618652,-4326.637488,None,CH,2026-04-23
2026-01-03 07:00:00+00:00,664.400024,335.92,1963.1,3.32889,6.803623,2973.5525369999996,118.48,0.0,7686.784667,3092.0325369999996,7686.784667,-4594.752130000001,None,CH,2026-04-23
2026-01-03 08:00:00+00:00,666.900024,381.85,1963.0,39.159149,9.934199,3060.843372,160.25,0.0,8098.854492,3221.093372,8098.854492,-4877.761120000001,None,CH,2026-04-23
2026-01-03 09:00:00+00:00,669.900024,432.32,1963.82,116.39344,11.207367,3193.6408309999997,107.65,0.0,7867.875976,3301.290831,7867.875976,-4566.585145000001,None,CH,2026-04-23
2026-01-03 10:00:00+00:00,673.599975,302.52,1963.75,226.297592,12.787962,3178.955529,34.05,0.0,8189.5,3213.005529,8189.5,-4976.494471,None,CH,2026-04-23
2026-01-03 11:00:00+00:00,678.0,335.92,1963.35,305.067596,12.010433,3294.3480289999998,30.88,0.0,8191.88916,3325.228029,8191.88916,-4866.661131,None,CH,2026-04-23
2026-01-03 12:00:00+00:00,683.0,164.8,1963.85,330.303466,17.106527,3159.0599929999994,30.6,0.0,8221.943359,3189.6599929999993,8221.943359,-5032.2833660000015,None,CH,2026-04-23
2026-01-03 13:00:00+00:00,688.599975,193.62,1963.58,268.321319,21.246604,3135.367898,37.35,0.0,7981.145507,3172.717898,7981.145507,-4808.427609,None,CH,2026-04-23
2026-01-03 14:00:00+00:00,694.900024,313.78,1963.5,137.255691,22.022958,3131.458673,133.98,0.0,8012.030273,3265.438673,8012.030273,-4746.5916,None,CH,2026-04-23
2026-01-03 15:00:00+00:00,701.599975,456.88,1962.32,21.852163,32.137077,3174.789215,183.92,0.0,8466.315429,3358.709215,8466.315429,-5107.606214,None,CH,2026-04-23
2026-01-03 16:00:00+00:00,708.900024,661.58,1960.92,0.418677,27.318477,3359.137178,583.8,0.0,8637.52539,3942.937178,8637.52539,-4694.588212000001,None,CH,2026-04-23
2026-01-03 17:00:00+00:00,716.5,667.12,1962.25,0.439124,23.31796,3369.6270839999997,713.55,0.0,8523.359375,4083.177084,8523.359375,-4440.182291,None,CH,2026-04-23
2026-01-03 18:00:00+00:00,724.599975,682.78,1962.1,0.130397,19.680587,3389.2909589999995,913.6,0.0,8869.28125,4302.890958999999,8869.28125,-4566.390291000001,None,CH,2026-04-23
2026-01-03 19:00:00+00:00,732.900024,574.52,1962.55,0.0,17.19807,3287.168094,793.02,0.0,8540.52832,4080.188094,8540.52832,-4460.340225999999,None,CH,2026-04-23
2026-01-03 20:00:00+00:00,741.5,314.82,1963.55,0.0,16.36337,3036.23337,204.42,0.0,7865.184082,3240.65337,7865.184082,-4624.530712,None,CH,2026-04-23
2026-01-03 21:00:00+00:00,750.299987,316.25,1964.35,0.0,11.629564,3042.5295509999996,89.15,0.0,8245.107421,3131.6795509999997,8245.107421,-5113.427870000001,None,CH,2026-04-23
2026-01-03 22:00:00+00:00,759.299987,255.9,1964.4,0.0,9.011783,2988.61177,58.98,0.0,7838.700683,3047.59177,7838.700683,-4791.108913,None,CH,2026-04-23
2026-01-03 23:00:00+00:00,655.099975,407.0,1964.05,0.0,9.717539,3035.8675140000005,30.05,0.0,7980.539062,3065.9175140000007,7980.539062,-4914.621547999999,None,CH,2026-04-23
2026-01-04 00:00:00+00:00,653.599975,287.75,1964.7,0.0,8.588013,2914.637988,47.55,0.0,8121.050292,2962.187988,8121.050292,-5158.862304,None,CH,2026-04-23
2026-01-04 01:00:00+00:00,652.5,236.8,1964.82,0.0,8.686757,2862.806757,30.68,0.0,8137.077148,2893.4867569999997,8137.077148,-5243.590391000001,None,CH,2026-04-23
2026-01-04 02:00:00+00:00,651.900024,204.42,1965.02,0.0,4.995812,2826.335836,29.35,0.0,7967.675781,2855.685836,7967.675781,-5111.989944999999,None,CH,2026-04-23
2026-01-04 03:00:00+00:00,651.700012,198.08,1965.3,0.0,2.256587,2817.3365989999998,31.95,0.0,8069.525878,2849.2865989999996,8069.525878,-5220.239279000001,None,CH,2026-04-23
2026-01-04 04:00:00+00:00,652.0,296.28,1964.82,0.0,1.047289,2914.147289,36.88,0.0,8001.08496,2951.027289,8001.08496,-5050.0576710000005,None,CH,2026-04-23
2026-01-04 05:00:00+00:00,652.900024,414.45,1963.52,0.0,0.0,3030.870024,39.68,0.0,8034.983886,3070.5500239999997,8034.983886,-4964.433862,None,CH,2026-04-23
2026-01-04 06:00:00+00:00,654.400024,497.08,1964.48,0.0,0.245949,3116.205973,43.58,0.0,8071.540527,3159.785973,8071.540527,-4911.754554,None,CH,2026-04-23
2026-01-04 07:00:00+00:00,656.599975,595.22,1964.38,9.386973,1.649997,3227.236945,61.22,0.0,8354.577148,3288.456945,8354.577148,-5066.120203,None,CH,2026-04-23
2026-01-04 08:00:00+00:00,659.5,571.88,1964.88,97.603561,4.670683,3298.534244,197.78,0.0,8428.984375,3496.314244,8428.984375,-4932.670131,None,CH,2026-04-23
2026-01-04 09:00:00+00:00,663.200012,509.18,1965.08,242.7686,5.613315,3385.841927,248.0,0.0,8419.327148,3633.841927,8419.327148,-4785.485221000001,None,CH,2026-04-23
2026-01-04 10:00:00+00:00,667.700012,451.95,1965.78,383.618652,3.488271,3472.536935,125.28,0.0,7700.738281,3597.8169350000003,7700.738281,-4102.921345999999,None,CH,2026-04-23
2026-01-04 11:00:00+00:00,673.099975,727.8,1964.52,458.369934,1.607363,3825.3972719999997,47.62,0.0,8210.198242,3873.0172719999996,8210.198242,-4337.180970000001,None,CH,2026-04-23
2026-01-04 12:00:00+00:00,679.400024,528.18,1964.65,446.013885,0.304775,3618.548684,34.3,0.0,7780.07373,3652.848684,7780.07373,-4127.225046,None,CH,2026-04-23
2026-01-04 13:00:00+00:00,686.599975,435.75,1963.4,340.675292,0.490929,3426.916196,36.88,0.0,8038.455566,3463.7961960000002,8038.455566,-4574.659369999999,None,CH,2026-04-23
2026-01-04 14:00:00+00:00,694.5,571.28,1963.28,164.943115,1.543116,3395.546231,40.45,0.0,7673.192382,3435.9962309999996,7673.192382,-4237.196151,None,CH,2026-04-23
2026-01-04 15:00:00+00:00,703.200012,893.0,1962.18,26.368747,2.440637,3587.189396,140.92,0.0,8755.70996,3728.1093960000003,8755.70996,-5027.600564,None,CH,2026-04-23
2026-01-04 16:00:00+00:00,712.400024,1692.6,1961.98,1.032234,3.478578,4371.490836000001,1139.0,0.0,8373.367187,5510.490836000001,8373.367187,-2862.876350999999,None,CH,2026-04-23
2026-01-04 17:00:00+00:00,722.200012,2276.1,1962.18,1.005449,3.899087,4965.384548,1411.12,0.0,8390.591796,6376.504548,8390.591796,-2014.0872480000007,None,CH,2026-04-23
2026-01-04 18:00:00+00:00,732.400024,2052.38,1962.2,0.455202,3.560396,4750.995622,1203.98,0.0,8454.958984,5954.975622,8454.958984,-2499.983362000001,None,CH,2026-04-23
2026-01-04 19:00:00+00:00,743.0,1702.08,1963.65,0.222245,3.657543,4412.609788,863.0,0.0,8286.876953,5275.609788,8286.876953,-3011.267165000001,None,CH,2026-04-23
2026-01-04 20:00:00+00:00,753.900024,839.35,1963.85,0.050942,5.49161,3562.6425759999997,379.2,0.0,8179.4375,3941.8425759999996,8179.4375,-4237.594924000001,None,CH,2026-04-23
2026-01-04 21:00:00+00:00,765.0,620.58,1965.3,0.0,6.809438,3357.6894380000003,256.98,0.0,7912.043945,3614.6694380000004,7912.043945,-4297.374507,None,CH,2026-04-23
2026-01-04 22:00:00+00:00,776.299987,503.0,1965.55,0.0,6.943424,3251.7934109999997,142.7,0.0,7873.519042,3394.4934109999995,7873.519042,-4479.025631,None,CH,2026-04-23
2026-01-04 23:00:00+00:00,840.599975,417.58,1965.32,0.0,4.94233,3228.4423049999996,50.15,0.0,8280.066406,3278.5923049999997,8280.066406,-5001.474101,None,CH,2026-04-23
2026-01-05 00:00:00+00:00,854.299987,340.18,1965.7,0.0,3.512263,3163.69225,38.1,0.0,8639.302734,3201.79225,8639.302734,-5437.510484,None,CH,2026-04-23
2026-01-05 01:00:00+00:00,867.799987,322.22,1965.95,0.0,2.11794,3158.0879270000005,26.6,0.0,8727.839843,3184.6879270000004,8727.839843,-5543.151915999999,None,CH,2026-04-23
2026-01-05 02:00:00+00:00,880.900024,327.45,1965.32,0.0,1.338088,3175.008112,23.65,0.0,8728.170898,3198.658112,8728.170898,-5529.512786,None,CH,2026-04-23
2026-01-05 03:00:00+00:00,893.599975,300.08,1964.88,0.0,1.011501,3159.571476,27.85,0.0,8722.197265,3187.421476,8722.197265,-5534.775789000001,None,CH,2026-04-23
2026-01-05 04:00:00+00:00,905.700012,523.82,1964.0,0.0,0.334904,3393.854916,72.42,0.0,8907.113281,3466.274916,8907.113281,-5440.838365,None,CH,2026-04-23
2026-01-05 05:00:00+00:00,917.200012,1213.02,1963.25,0.0,0.001784,4093.471796,392.35,0.0,8675.18164,4485.821796,8675.18164,-4189.3598440000005,None,CH,2026-04-23
2026-01-05 06:00:00+00:00,927.900024,2708.58,1963.28,0.0,1.357421,5601.117445,2052.88,0.0,9734.425781,7653.997445,9734.425781,-2080.428336,None,CH,2026-04-23
2026-01-05 07:00:00+00:00,937.799987,3155.4,1961.78,5.368469,2.461735,6062.810191,3722.9,0.0,9502.229492,9785.710191,9502.229492,283.48069899999973,None,CH,2026-04-23
2026-01-05 08:00:00+00:00,946.700012,3252.65,1961.45,59.034729,3.057749,6222.892489999999,3934.5,0.0,9729.198242,10157.392489999998,9729.198242,428.19424799999797,None,CH,2026-04-23
2026-01-05 09:00:00+00:00,954.5,3188.08,1962.65,164.581817,2.804564,6272.616381,3911.85,0.0,9695.695312,10184.466381,9695.695312,488.77106900000035,None,CH,2026-04-23
2026-01-05 10:00:00+00:00,961.200012,3064.2,1963.2,296.212097,2.377162,6287.189270999999,3911.32,0.0,9916.942382,10198.509270999999,9916.942382,281.5668889999997,None,CH,2026-04-23
2026-01-05 11:00:00+00:00,966.700012,2691.78,1963.28,399.361175,2.801064,6023.922251,3359.0,0.0,9685.021484,9382.922251,9685.021484,-302.0992330000008,None,CH,2026-04-23
2026-01-05 12:00:00+00:00,970.799987,2228.75,1963.5,419.393585,3.784274,5586.227846,3231.25,0.0,9342.473632,8817.477846,9342.473632,-524.9957859999995,None,CH,2026-04-23
2026-01-05 13:00:00+00:00,973.599975,2322.95,1962.8,330.097015,5.267312,5594.714302,3265.82,0.0,8887.77832,8860.534302,8887.77832,-27.244017999999414,None,CH,2026-04-23
2026-01-05 14:00:00+00:00,975.200012,2922.15,1962.32,167.133605,7.277693,6034.08131,3997.72,0.0,9301.257812,10031.801309999999,9301.257812,730.5434979999991,None,CH,2026-04-23
2026-01-05 15:00:00+00:00,975.700012,3271.3,1960.92,27.764455,8.802595,6244.487062000001,4334.82,0.0,9643.632812,10579.307062,9643.632812,935.67425,None,CH,2026-04-23
2026-01-05 16:00:00+00:00,975.099975,3623.28,1961.2,0.524748,10.906619,6571.011342,4408.2,0.0,9638.330078,10979.211341999999,9638.330078,1340.8812639999978,None,CH,2026-04-23
2026-01-05 17:00:00+00:00,973.599975,3674.88,1961.55,0.691136,7.150083,6617.871194000001,4487.9,0.0,9809.894531,11105.771194,9809.894531,1295.876663000001,None,CH,2026-04-23
2026-01-05 18:00:00+00:00,971.099975,3490.7,1962.48,0.340039,8.150838,6432.770851999999,4338.68,0.0,9189.49121,10771.450851999998,9189.49121,1581.959641999998,None,CH,2026-04-23
2026-01-05 19:00:00+00:00,967.799987,3304.48,1963.0,0.058778,8.195738,6243.534503,4091.4,0.0,9625.410156,10334.934503,9625.410156,709.5243470000005,None,CH,2026-04-23
2026-01-05 20:00:00+00:00,963.799987,2601.62,1964.22,0.0,9.064353,5538.704339999999,3237.88,0.0,9302.644531,8776.58434,9302.644531,-526.0601910000005,None,CH,2026-04-23
2026-01-05 21:00:00+00:00,959.200012,2211.0,1964.32,0.0,9.581616,5144.101628,2252.95,0.0,8835.24414,7397.051628,8835.24414,-1438.1925120000005,None,CH,2026-04-23
2026-01-05 22:00:00+00:00,953.900024,1704.58,1965.42,0.0,10.527476,4634.427500000001,1178.22,0.0,8700.24414,5812.647500000001,8700.24414,-2887.5966399999998,None,CH,2026-04-23
2026-01-05 23:00:00+00:00,1169.900024,962.05,1964.4,0.0,8.9788,4105.328823999999,420.65,0.0,8804.253906,4525.978823999999,8804.253906,-4278.275082000001,None,CH,2026-04-23
2026-01-06 00:00:00+00:00,1176.099975,768.4,1964.5,0.0,7.662027,3916.662002,294.22,0.0,8529.058593,4210.882002,8529.058593,-4318.1765909999995,None,CH,2026-04-23
2026-01-06 01:00:00+00:00,1181.300048,673.62,1964.1,0.0,7.232197,3826.2522449999997,306.88,0.0,8957.649414,4133.132245,8957.649414,-4824.517169,None,CH,2026-04-23
2026-01-06 02:00:00+00:00,1185.400024,641.32,1964.0,0.0,8.016233,3798.736257,298.9,0.0,8962.333984,4097.636257,8962.333984,-4864.697727000001,None,CH,2026-04-23
2026-01-06 03:00:00+00:00,1188.5,913.02,1963.7,0.0,7.096874,4072.316874,338.3,0.0,8940.828125,4410.616874,8940.828125,-4530.211251,None,CH,2026-04-23
2026-01-06 04:00:00+00:00,1190.400024,1494.72,1962.75,0.0,6.854874,4654.7248979999995,872.88,0.0,8300.324218,5527.604898,8300.324218,-2772.71932,None,CH,2026-04-23
2026-01-06 05:00:00+00:00,1191.199951,1816.58,1962.22,0.0,7.504406,4977.504357,1988.08,0.0,8366.027343,6965.584357,8366.027343,-1400.442986,None,CH,2026-04-23
2026-01-06 06:00:00+00:00,1190.699951,2894.02,1960.6,0.0,6.31708,6051.637030999999,3728.62,0.0,9356.702148,9780.257031,9356.702148,423.5548829999989,None,CH,2026-04-23
2026-01-06 07:00:00+00:00,1189.0,3328.2,1961.28,11.252673,8.389969,6498.122641999999,4231.12,0.0,9360.032226,10729.242642,9360.032226,1369.210416,None,CH,2026-04-23
2026-01-06 08:00:00+00:00,1186.0,3058.32,1961.55,92.550819,8.874024,6307.294843,4184.62,0.0,9347.720703,10491.914842999999,9347.720703,1144.1941399999978,None,CH,2026-04-23
2026-01-06 09:00:00+00:00,1181.699951,3256.35,1960.75,203.270675,7.781696,6609.852322,4078.32,0.0,9087.489257,10688.172322,9087.489257,1600.683065000001,None,CH,2026-04-23
2026-01-06 10:00:00+00:00,1176.0,2803.38,1960.22,300.962371,8.193121,6248.755492,3827.72,0.0,8619.799804,10076.475492,8619.799804,1456.6756879999994,None,CH,2026-04-23
2026-01-06 11:00:00+00:00,1168.800048,2599.5,1960.82,346.636383,9.464963,6085.221394,3742.08,0.0,8946.345703,9827.301394,8946.345703,880.9556909999992,None,CH,2026-04-23
2026-01-06 12:00:00+00:00,1160.199951,2403.95,1961.0,317.015045,10.83098,5852.995975999999,3463.58,0.0,8879.132812,9316.575976,8879.132812,437.44316400000025,None,CH,2026-04-23
2026-01-06 13:00:00+00:00,1150.300048,2508.52,1961.12,227.035232,12.714044,5859.689324000001,3035.2,0.0,8043.006347,8894.889324,8043.006347,851.8829770000002,None,CH,2026-04-23
2026-01-06 14:00:00+00:00,1139.099975,2719.22,1961.38,100.073783,15.519738,5935.293495999999,3507.02,0.0,8771.666992,9442.313495999999,8771.666992,670.6465039999985,None,CH,2026-04-23
2026-01-06 15:00:00+00:00,1126.699951,3089.65,1961.42,16.983745,17.454137,6212.2078329999995,3968.08,0.0,9671.885742,10180.287832999998,9671.885742,508.4020909999981,None,CH,2026-04-23
2026-01-06 16:00:00+00:00,1113.400024,3176.72,1961.6,0.143115,15.721246,6267.584385,4048.52,0.0,9500.461914,10316.104385,9500.461914,815.642471000001,None,CH,2026-04-23
2026-01-06 17:00:00+00:00,1099.099975,3259.58,1962.0,0.313413,15.529904,6336.523292,3931.75,0.0,9446.84082,10268.273292,9446.84082,821.4324720000004,None,CH,2026-04-23
2026-01-06 18:00:00+00:00,1084.0,2996.42,1961.92,0.1047,11.328984,6053.773684,3701.55,0.0,9196.435546,9755.323683999999,9196.435546,558.8881379999984,None,CH,2026-04-23
2026-01-06 19:00:00+00:00,1068.300048,2395.38,1963.18,0.0,5.344308,5432.204356,1388.52,0.0,8411.608398,6820.724356000001,8411.608398,-1590.8840419999997,None,CH,2026-04-23
2026-01-06 20:00:00+00:00,1051.900024,978.62,1962.9,0.0,4.540552,3997.960576,421.6,0.0,8424.865234,4419.560576,8424.865234,-4005.304658000001,None,CH,2026-04-23
2026-01-06 21:00:00+00:00,1035.199951,749.65,1963.95,0.0,5.372757,3754.172708,312.88,0.0,8616.107421,4067.052708,8616.107421,-4549.054713,None,CH,2026-04-23
2026-01-06 22:00:00+00:00,1018.0,577.8,1963.5,0.0,4.228165,3563.528165,284.55,0.0,8120.76416,3848.0781650000004,8120.76416,-4272.685995,None,CH,2026-04-23
2026-01-06 23:00:00+00:00,1099.5,926.28,1964.02,0.0,1.389025,3991.189025,132.42,0.0,8085.467773,4123.609025,8085.467773,-3961.8587480000006,None,CH,2026-04-23
2026-01-07 00:00:00+00:00,1090.199951,557.72,1963.82,0.0,2.210358,3613.950309,76.6,0.0,8239.005859,3690.5503089999997,8239.005859,-4548.455550000001,None,CH,2026-04-23
2026-01-07 01:00:00+00:00,1080.5,486.12,1962.68,0.0,2.174238,3531.4742380000002,40.62,0.0,8284.932617,3572.094238,8284.932617,-4712.838379000001,None,CH,2026-04-23
