,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,36.0,3024.0,21.0,387.0,0.0,32.0,62.694,3562.694,0.0,0.0,4604.0,3562.694,4604.0,-1041.306,None,RS,2026-04-23
2026-01-01 01:00:00+00:00,36.0,3043.0,21.0,405.0,0.0,32.0,57.754,3594.754,0.0,0.0,4445.0,3594.754,4445.0,-850.2460000000001,None,RS,2026-04-23
2026-01-01 02:00:00+00:00,35.0,3052.0,21.0,423.0,0.0,32.0,75.729,3638.729,0.0,0.0,4243.0,3638.729,4243.0,-604.2710000000002,None,RS,2026-04-23
2026-01-01 03:00:00+00:00,35.0,2981.0,21.0,470.0,0.0,32.0,104.651,3643.651,0.0,0.0,4048.0,3643.651,4048.0,-404.34900000000016,None,RS,2026-04-23
2026-01-01 04:00:00+00:00,35.0,2915.0,21.0,601.0,0.0,32.0,83.565,3687.565,0.0,0.0,3942.0,3687.565,3942.0,-254.43499999999995,None,RS,2026-04-23
2026-01-01 05:00:00+00:00,35.0,2916.0,29.0,671.0,0.0,32.0,84.566,3767.566,0.0,0.0,3948.0,3767.566,3948.0,-180.4340000000002,None,RS,2026-04-23
2026-01-01 06:00:00+00:00,35.0,2889.0,34.0,649.0,0.0,32.0,90.209,3729.209,0.0,0.0,3889.0,3729.209,3889.0,-159.79100000000017,None,RS,2026-04-23
2026-01-01 07:00:00+00:00,35.0,2944.0,39.0,556.0,0.0,32.0,82.55,3688.55,0.0,0.0,4067.0,3688.55,4067.0,-378.4499999999998,None,RS,2026-04-23
2026-01-01 08:00:00+00:00,36.0,2904.0,61.0,616.0,0.0,32.0,82.429,3731.429,0.0,0.0,4278.0,3731.429,4278.0,-546.5709999999999,None,RS,2026-04-23
2026-01-01 09:00:00+00:00,36.0,2951.0,75.0,517.0,0.0,31.0,78.385,3688.385,0.0,0.0,4375.0,3688.385,4375.0,-686.6149999999998,None,RS,2026-04-23
2026-01-01 10:00:00+00:00,36.0,2994.0,81.0,425.0,0.0,32.0,57.699,3625.699,0.0,0.0,4410.0,3625.699,4410.0,-784.3009999999999,None,RS,2026-04-23
2026-01-01 11:00:00+00:00,37.0,3016.0,81.0,365.0,0.0,32.0,85.265,3616.265,0.0,0.0,4395.0,3616.265,4395.0,-778.7350000000001,None,RS,2026-04-23
2026-01-01 12:00:00+00:00,36.0,2974.0,83.0,366.0,0.0,31.0,115.593,3605.593,0.0,0.0,4325.0,3605.593,4325.0,-719.4070000000002,None,RS,2026-04-23
2026-01-01 13:00:00+00:00,36.0,2947.0,82.0,411.0,0.0,31.0,147.544,3654.544,0.0,0.0,4248.0,3654.544,4248.0,-593.4560000000001,None,RS,2026-04-23
2026-01-01 14:00:00+00:00,37.0,2930.0,83.0,786.0,0.0,29.0,261.764,4126.764,0.0,0.0,4301.0,4126.764,4301.0,-174.23599999999988,None,RS,2026-04-23
2026-01-01 15:00:00+00:00,37.0,2937.0,86.0,743.0,0.0,28.0,422.0,4253.0,0.0,0.0,4556.0,4253.0,4556.0,-303.0,None,RS,2026-04-23
2026-01-01 16:00:00+00:00,38.0,2932.0,86.0,840.0,0.0,29.0,446.163,4371.1630000000005,0.0,0.0,4661.0,4371.1630000000005,4661.0,-289.83699999999953,None,RS,2026-04-23
2026-01-01 17:00:00+00:00,37.0,2966.0,86.0,781.0,0.0,29.0,446.965,4345.965,0.0,0.0,4611.0,4345.965,4611.0,-265.03499999999985,None,RS,2026-04-23
2026-01-01 18:00:00+00:00,38.0,3040.0,86.0,713.0,0.0,29.0,453.781,4359.781,0.0,0.0,4633.0,4359.781,4633.0,-273.21900000000005,None,RS,2026-04-23
2026-01-01 19:00:00+00:00,37.0,3027.0,85.0,693.0,16.0,29.0,431.703,4318.7029999999995,0.0,0.0,4590.0,4318.7029999999995,4590.0,-271.2970000000005,None,RS,2026-04-23
2026-01-01 20:00:00+00:00,36.0,3050.0,91.0,524.0,26.0,29.0,413.615,4169.615,0.0,0.0,4526.0,4169.615,4526.0,-356.3850000000002,None,RS,2026-04-23
2026-01-01 21:00:00+00:00,34.0,3124.0,88.0,431.0,0.0,29.0,436.306,4142.306,0.0,0.0,4602.0,4142.306,4602.0,-459.6940000000004,None,RS,2026-04-23
2026-01-01 22:00:00+00:00,36.0,3044.0,87.0,312.0,0.0,29.0,470.354,3978.354,0.0,0.0,4563.0,3978.354,4563.0,-584.6460000000002,None,RS,2026-04-23
2026-01-01 23:00:00+00:00,37.0,2902.0,243.0,345.0,0.0,29.0,485.166,4041.166,0.0,0.0,4456.0,4041.166,4456.0,-414.83399999999983,None,RS,2026-04-23
2026-01-02 00:00:00+00:00,36.0,2878.0,251.0,415.0,0.0,29.0,489.01,4098.01,0.0,0.0,4270.0,4098.01,4270.0,-171.98999999999978,None,RS,2026-04-23
2026-01-02 01:00:00+00:00,34.0,2833.0,255.0,518.0,0.0,30.0,471.548,4141.548,0.0,0.0,4017.0,4141.548,4017.0,124.54799999999977,None,RS,2026-04-23
2026-01-02 02:00:00+00:00,34.0,2850.0,206.0,405.0,0.0,29.0,470.171,3994.171,0.0,0.0,3830.0,3994.171,3830.0,164.17099999999982,None,RS,2026-04-23
2026-01-02 03:00:00+00:00,35.0,2838.0,203.0,373.0,0.0,28.0,478.325,3955.325,0.0,0.0,3753.0,3955.325,3753.0,202.32499999999982,None,RS,2026-04-23
2026-01-02 04:00:00+00:00,36.0,2877.0,216.0,315.0,0.0,28.0,476.839,3948.839,0.0,0.0,3776.0,3948.839,3776.0,172.83899999999994,None,RS,2026-04-23
2026-01-02 05:00:00+00:00,35.0,2847.0,257.0,368.0,0.0,28.0,473.22,4008.2200000000003,0.0,0.0,3846.0,4008.2200000000003,3846.0,162.22000000000025,None,RS,2026-04-23
2026-01-02 06:00:00+00:00,36.0,2872.0,259.0,451.0,0.0,28.0,476.246,4122.246,0.0,0.0,3985.0,4122.246,3985.0,137.2460000000001,None,RS,2026-04-23
2026-01-02 07:00:00+00:00,37.0,2892.0,255.0,590.0,0.0,25.0,476.621,4275.621,0.0,0.0,4197.0,4275.621,4197.0,78.6210000000001,None,RS,2026-04-23
2026-01-02 08:00:00+00:00,37.0,2972.0,256.0,447.0,0.0,26.0,468.551,4206.551,0.0,0.0,4393.0,4206.551,4393.0,-186.44899999999961,None,RS,2026-04-23
2026-01-02 09:00:00+00:00,38.0,2938.0,249.0,514.0,0.0,30.0,457.325,4226.325,0.0,0.0,4462.0,4226.325,4462.0,-235.67500000000018,None,RS,2026-04-23
2026-01-02 10:00:00+00:00,37.0,2919.0,242.0,575.0,0.0,31.0,448.116,4252.116,0.0,0.0,4468.0,4252.116,4468.0,-215.88400000000001,None,RS,2026-04-23
2026-01-02 11:00:00+00:00,37.0,2967.0,245.0,518.0,0.0,32.0,449.545,4248.545,0.0,0.0,4453.0,4248.545,4453.0,-204.45499999999993,None,RS,2026-04-23
2026-01-02 12:00:00+00:00,37.0,2967.0,251.0,566.0,0.0,32.0,441.008,4294.008,0.0,0.0,4403.0,4294.008,4403.0,-108.99200000000019,None,RS,2026-04-23
2026-01-02 13:00:00+00:00,37.0,2954.0,249.0,535.0,0.0,32.0,443.074,4250.074,0.0,0.0,4371.0,4250.074,4371.0,-120.92600000000039,None,RS,2026-04-23
2026-01-02 14:00:00+00:00,37.0,2889.0,239.0,620.0,0.0,32.0,454.63,4271.63,0.0,0.0,4407.0,4271.63,4407.0,-135.3699999999999,None,RS,2026-04-23
2026-01-02 15:00:00+00:00,37.0,2893.0,236.0,821.0,0.0,32.0,458.034,4477.034,0.0,0.0,4624.0,4477.034,4624.0,-146.96600000000035,None,RS,2026-04-23
2026-01-02 16:00:00+00:00,37.0,2931.0,237.0,866.0,0.0,32.0,471.536,4574.536,0.0,0.0,4682.0,4574.536,4682.0,-107.46399999999994,None,RS,2026-04-23
2026-01-02 17:00:00+00:00,37.0,2974.0,240.0,731.0,0.0,32.0,510.138,4524.138,0.0,0.0,4628.0,4524.138,4628.0,-103.86200000000008,None,RS,2026-04-23
2026-01-02 18:00:00+00:00,37.0,2964.0,256.0,656.0,0.0,32.0,483.425,4428.425,0.0,0.0,4539.0,4428.425,4539.0,-110.57499999999982,None,RS,2026-04-23
2026-01-02 19:00:00+00:00,37.0,2958.0,262.0,750.0,17.0,32.0,337.086,4393.086,0.0,0.0,4528.0,4393.086,4528.0,-134.91399999999976,None,RS,2026-04-23
2026-01-02 20:00:00+00:00,37.0,2975.0,270.0,870.0,22.0,31.0,317.095,4522.095,0.0,0.0,4466.0,4522.095,4466.0,56.095000000000255,None,RS,2026-04-23
2026-01-02 21:00:00+00:00,37.0,2912.0,263.0,1055.0,11.0,31.0,185.699,4494.699,0.0,0.0,4454.0,4494.699,4454.0,40.698999999999614,None,RS,2026-04-23
2026-01-02 22:00:00+00:00,37.0,2960.0,251.0,580.0,0.0,28.0,170.766,4026.766,0.0,0.0,4464.0,4026.766,4464.0,-437.2339999999999,None,RS,2026-04-23
2026-01-02 23:00:00+00:00,36.0,2995.0,252.0,460.0,0.0,28.0,173.069,3944.069,0.0,0.0,4447.0,3944.069,4447.0,-502.93100000000004,None,RS,2026-04-23
2026-01-03 00:00:00+00:00,37.0,2954.0,247.0,423.0,0.0,30.0,174.198,3865.198,0.0,0.0,4164.0,3865.198,4164.0,-298.80200000000013,None,RS,2026-04-23
2026-01-03 01:00:00+00:00,37.0,2929.0,200.0,315.0,0.0,31.0,313.655,3825.6549999999997,0.0,0.0,3936.0,3825.6549999999997,3936.0,-110.34500000000025,None,RS,2026-04-23
2026-01-03 02:00:00+00:00,37.0,2914.0,196.0,297.0,0.0,31.0,341.733,3816.733,0.0,0.0,3801.0,3816.733,3801.0,15.733000000000175,None,RS,2026-04-23
2026-01-03 03:00:00+00:00,35.0,2899.0,197.0,348.0,0.0,31.0,337.835,3847.835,0.0,0.0,3682.0,3847.835,3682.0,165.83500000000004,None,RS,2026-04-23
2026-01-03 04:00:00+00:00,35.0,2882.0,217.0,283.0,0.0,31.0,434.618,3882.618,0.0,0.0,3717.0,3882.618,3717.0,165.61799999999994,None,RS,2026-04-23
2026-01-03 05:00:00+00:00,36.0,2923.0,256.0,323.0,0.0,31.0,458.4,4027.4,0.0,0.0,3835.0,4027.4,3835.0,192.4000000000001,None,RS,2026-04-23
2026-01-03 06:00:00+00:00,37.0,3002.0,258.0,432.0,0.0,32.0,371.113,4132.113,0.0,0.0,4038.0,4132.113,4038.0,94.11300000000028,None,RS,2026-04-23
2026-01-03 07:00:00+00:00,38.0,2795.0,254.0,591.0,0.0,32.0,214.753,3924.753,0.0,0.0,4281.0,3924.753,4281.0,-356.24699999999984,None,RS,2026-04-23
2026-01-03 08:00:00+00:00,37.0,2764.0,257.0,922.0,0.0,28.0,117.964,4125.964,0.0,0.0,4666.0,4125.964,4666.0,-540.0360000000001,None,RS,2026-04-23
2026-01-03 09:00:00+00:00,37.0,2745.0,256.0,969.0,0.0,30.0,39.979,4076.979,0.0,0.0,4796.0,4076.979,4796.0,-719.0210000000002,None,RS,2026-04-23
2026-01-03 10:00:00+00:00,38.0,2713.0,257.0,742.0,101.0,32.0,27.91,3910.91,0.0,0.0,4817.0,3910.91,4817.0,-906.0900000000001,None,RS,2026-04-23
2026-01-03 11:00:00+00:00,37.0,2709.0,257.0,586.0,137.0,32.0,112.515,3870.515,0.0,0.0,4862.0,3870.515,4862.0,-991.4850000000001,None,RS,2026-04-23
2026-01-03 12:00:00+00:00,37.0,2679.0,257.0,423.0,134.0,30.0,178.686,3738.686,0.0,0.0,4821.0,3738.686,4821.0,-1082.3139999999999,None,RS,2026-04-23
2026-01-03 13:00:00+00:00,37.0,2676.0,257.0,533.0,134.0,28.0,82.3,3747.3,0.0,0.0,4775.0,3747.3,4775.0,-1027.6999999999998,None,RS,2026-04-23
2026-01-03 14:00:00+00:00,37.0,2721.0,258.0,893.0,134.0,29.0,41.354,4113.354,0.0,0.0,4785.0,4113.354,4785.0,-671.6459999999997,None,RS,2026-04-23
2026-01-03 15:00:00+00:00,39.0,2741.0,257.0,1503.0,134.0,29.0,2.138,4705.138,0.0,0.0,4950.0,4705.138,4950.0,-244.86200000000008,None,RS,2026-04-23
2026-01-03 16:00:00+00:00,39.0,2732.0,257.0,1558.0,134.0,29.0,11.691,4760.691,0.0,0.0,4950.0,4760.691,4950.0,-189.3090000000002,None,RS,2026-04-23
2026-01-03 17:00:00+00:00,39.0,2753.0,258.0,1440.0,134.0,29.0,40.256,4693.256,0.0,0.0,4887.0,4693.256,4887.0,-193.7439999999997,None,RS,2026-04-23
2026-01-03 18:00:00+00:00,39.0,2758.0,257.0,1304.0,134.0,29.0,58.186,4579.186,0.0,0.0,4836.0,4579.186,4836.0,-256.8140000000003,None,RS,2026-04-23
2026-01-03 19:00:00+00:00,39.0,2766.0,254.0,1080.0,145.0,29.0,78.329,4391.329,0.0,0.0,4767.0,4391.329,4767.0,-375.6710000000003,None,RS,2026-04-23
2026-01-03 20:00:00+00:00,38.0,2770.0,253.0,917.0,153.0,29.0,191.238,4351.238,0.0,0.0,4613.0,4351.238,4613.0,-261.7619999999997,None,RS,2026-04-23
2026-01-03 21:00:00+00:00,38.0,2731.0,253.0,711.0,79.0,28.0,319.735,4159.735,0.0,0.0,4592.0,4159.735,4592.0,-432.2650000000003,None,RS,2026-04-23
2026-01-03 22:00:00+00:00,38.0,2685.0,254.0,498.0,0.0,22.0,411.538,3908.538,0.0,0.0,4591.0,3908.538,4591.0,-682.462,None,RS,2026-04-23
2026-01-03 23:00:00+00:00,38.0,2649.0,250.0,594.0,0.0,22.0,403.33,3956.33,0.0,0.0,4499.0,3956.33,4499.0,-542.6700000000001,None,RS,2026-04-23
2026-01-04 00:00:00+00:00,39.0,2656.0,248.0,599.0,0.0,29.0,325.88,3896.88,0.0,0.0,4261.0,3896.88,4261.0,-364.1199999999999,None,RS,2026-04-23
2026-01-04 01:00:00+00:00,39.0,2676.0,245.0,516.0,0.0,28.0,211.326,3715.326,0.0,0.0,3990.0,3715.326,3990.0,-274.674,None,RS,2026-04-23
2026-01-04 02:00:00+00:00,39.0,2643.0,199.0,409.0,0.0,28.0,262.473,3580.473,0.0,0.0,3751.0,3580.473,3751.0,-170.52700000000004,None,RS,2026-04-23
2026-01-04 03:00:00+00:00,39.0,2600.0,198.0,273.0,0.0,29.0,319.458,3458.458,0.0,0.0,3637.0,3458.458,3637.0,-178.54199999999992,None,RS,2026-04-23
2026-01-04 04:00:00+00:00,39.0,2626.0,217.0,290.0,0.0,29.0,199.756,3400.756,0.0,0.0,3634.0,3400.756,3634.0,-233.24400000000014,None,RS,2026-04-23
2026-01-04 05:00:00+00:00,39.0,2623.0,219.0,457.0,0.0,29.0,171.056,3538.056,0.0,0.0,3686.0,3538.056,3686.0,-147.94399999999996,None,RS,2026-04-23
2026-01-04 06:00:00+00:00,39.0,2717.0,258.0,481.0,0.0,29.0,135.221,3659.221,0.0,0.0,3828.0,3659.221,3828.0,-168.779,None,RS,2026-04-23
2026-01-04 07:00:00+00:00,37.0,2664.0,258.0,610.0,0.0,29.0,192.131,3790.131,0.0,0.0,4110.0,3790.131,4110.0,-319.86900000000014,None,RS,2026-04-23
2026-01-04 08:00:00+00:00,38.0,2632.0,257.0,636.0,0.0,29.0,346.888,3938.888,0.0,0.0,4437.0,3938.888,4437.0,-498.1120000000001,None,RS,2026-04-23
2026-01-04 09:00:00+00:00,37.0,2610.0,255.0,560.0,0.0,30.0,414.874,3906.874,0.0,0.0,4669.0,3906.874,4669.0,-762.1260000000002,None,RS,2026-04-23
2026-01-04 10:00:00+00:00,36.0,2599.0,255.0,634.0,0.0,30.0,382.803,3936.803,0.0,0.0,4833.0,3936.803,4833.0,-896.1970000000001,None,RS,2026-04-23
2026-01-04 11:00:00+00:00,37.0,2558.0,256.0,737.0,66.0,30.0,264.273,3948.273,0.0,0.0,4920.0,3948.273,4920.0,-971.7269999999999,None,RS,2026-04-23
2026-01-04 12:00:00+00:00,39.0,2523.0,257.0,780.0,188.0,30.0,129.489,3946.489,0.0,0.0,4876.0,3946.489,4876.0,-929.511,None,RS,2026-04-23
2026-01-04 13:00:00+00:00,38.0,2583.0,255.0,718.0,243.0,30.0,66.805,3933.805,0.0,0.0,4778.0,3933.805,4778.0,-844.1950000000002,None,RS,2026-04-23
2026-01-04 14:00:00+00:00,38.0,2604.0,257.0,1021.0,245.0,30.0,56.868,4251.868,0.0,0.0,4716.0,4251.868,4716.0,-464.1319999999996,None,RS,2026-04-23
2026-01-04 15:00:00+00:00,38.0,2662.0,258.0,1226.0,247.0,31.0,87.705,4549.705,0.0,0.0,4907.0,4549.705,4907.0,-357.2950000000001,None,RS,2026-04-23
2026-01-04 16:00:00+00:00,38.0,2557.0,257.0,1371.0,247.0,32.0,80.149,4582.149,0.0,0.0,4888.0,4582.149,4888.0,-305.85099999999966,None,RS,2026-04-23
2026-01-04 17:00:00+00:00,39.0,2617.0,256.0,1386.0,250.0,32.0,49.949,4629.949,0.0,0.0,4925.0,4629.949,4925.0,-295.0510000000004,None,RS,2026-04-23
2026-01-04 18:00:00+00:00,38.0,2569.0,256.0,1417.0,242.0,32.0,23.051,4577.051,0.0,0.0,4888.0,4577.051,4888.0,-310.9489999999996,None,RS,2026-04-23
2026-01-04 19:00:00+00:00,38.0,2658.0,254.0,1301.0,247.0,32.0,9.958,4539.958,0.0,0.0,4880.0,4539.958,4880.0,-340.04200000000037,None,RS,2026-04-23
2026-01-04 20:00:00+00:00,37.0,2604.0,244.0,835.0,200.0,31.0,23.136,3974.136,0.0,0.0,4797.0,3974.136,4797.0,-822.864,None,RS,2026-04-23
2026-01-04 21:00:00+00:00,37.0,2516.0,245.0,757.0,112.0,32.0,56.926,3755.926,0.0,0.0,4853.0,3755.926,4853.0,-1097.074,None,RS,2026-04-23
2026-01-04 22:00:00+00:00,36.0,2352.0,242.0,842.0,112.0,32.0,87.576,3703.576,0.0,0.0,4837.0,3703.576,4837.0,-1133.424,None,RS,2026-04-23
2026-01-04 23:00:00+00:00,36.0,2400.0,239.0,865.0,73.0,32.0,127.464,3772.464,0.0,0.0,4664.0,3772.464,4664.0,-891.5360000000001,None,RS,2026-04-23
2026-01-05 00:00:00+00:00,36.0,2406.0,239.0,869.0,0.0,32.0,141.78,3723.78,0.0,0.0,4371.0,3723.78,4371.0,-647.2199999999998,None,RS,2026-04-23
2026-01-05 01:00:00+00:00,36.0,2369.0,239.0,865.0,0.0,31.0,131.886,3671.886,0.0,0.0,4086.0,3671.886,4086.0,-414.11400000000003,None,RS,2026-04-23
2026-01-05 02:00:00+00:00,36.0,2388.0,228.0,841.0,0.0,31.0,94.326,3618.326,0.0,0.0,3887.0,3618.326,3887.0,-268.674,None,RS,2026-04-23
2026-01-05 03:00:00+00:00,36.0,2371.0,220.0,845.0,0.0,31.0,90.545,3593.545,0.0,0.0,3810.0,3593.545,3810.0,-216.45499999999993,None,RS,2026-04-23
2026-01-05 04:00:00+00:00,36.0,2357.0,259.0,1006.0,0.0,31.0,74.793,3763.793,0.0,0.0,3897.0,3763.793,3897.0,-133.20699999999988,None,RS,2026-04-23
2026-01-05 05:00:00+00:00,36.0,2420.0,258.0,991.0,208.0,31.0,47.706,3991.706,195.0,0.0,4156.0,4186.706,4156.0,30.70600000000013,None,RS,2026-04-23
2026-01-05 06:00:00+00:00,36.0,2475.0,259.0,1046.0,244.0,31.0,31.628,4122.628,205.0,0.0,4370.0,4327.628,4370.0,-42.3720000000003,None,RS,2026-04-23
2026-01-05 07:00:00+00:00,34.0,2529.0,258.0,1273.0,142.0,31.0,26.991,4293.991,205.0,0.0,4681.0,4498.991,4681.0,-182.00900000000001,None,RS,2026-04-23
2026-01-05 08:00:00+00:00,36.0,2492.0,257.0,1371.0,197.0,32.0,29.504,4414.504,207.0,0.0,4914.0,4621.504,4914.0,-292.4960000000001,None,RS,2026-04-23
2026-01-05 09:00:00+00:00,35.0,2491.0,253.0,1049.0,214.0,31.0,38.588,4111.588,293.0,0.0,4980.0,4404.588,4980.0,-575.4120000000003,None,RS,2026-04-23
2026-01-05 10:00:00+00:00,36.0,2531.0,240.0,1029.0,215.0,32.0,88.143,4171.143,293.0,0.0,5015.0,4464.143,5015.0,-550.857,None,RS,2026-04-23
2026-01-05 11:00:00+00:00,35.0,2470.0,242.0,998.0,216.0,32.0,181.694,4174.694,293.0,0.0,5013.0,4467.694,5013.0,-545.3059999999996,None,RS,2026-04-23
2026-01-05 12:00:00+00:00,38.0,2459.0,259.0,1018.0,215.0,31.0,203.221,4223.221,267.0,0.0,4935.0,4490.221,4935.0,-444.77900000000045,None,RS,2026-04-23
2026-01-05 13:00:00+00:00,37.0,2485.0,257.0,1206.0,324.0,32.0,195.884,4536.884,293.0,0.0,4968.0,4829.884,4968.0,-138.11599999999999,None,RS,2026-04-23
2026-01-05 14:00:00+00:00,37.0,2436.0,253.0,1168.0,324.0,32.0,231.42,4481.42,293.0,0.0,4977.0,4774.42,4977.0,-202.57999999999993,None,RS,2026-04-23
2026-01-05 15:00:00+00:00,37.0,2479.0,250.0,1581.0,324.0,31.0,270.911,4972.911,292.0,0.0,5209.0,5264.911,5209.0,55.91100000000006,None,RS,2026-04-23
2026-01-05 16:00:00+00:00,39.0,2447.0,247.0,1590.0,324.0,31.0,371.906,5049.906,293.0,0.0,5252.0,5342.906,5252.0,90.90599999999995,None,RS,2026-04-23
2026-01-05 17:00:00+00:00,38.0,2457.0,248.0,1606.0,323.0,31.0,338.139,5041.139,295.0,0.0,5232.0,5336.139,5232.0,104.13900000000012,None,RS,2026-04-23
2026-01-05 18:00:00+00:00,38.0,2449.0,247.0,1370.0,327.0,31.0,260.216,4722.216,295.0,0.0,5231.0,5017.216,5231.0,-213.78399999999965,None,RS,2026-04-23
2026-01-05 19:00:00+00:00,38.0,2549.0,243.0,1128.0,327.0,32.0,241.67,4558.67,294.0,0.0,5183.0,4852.67,5183.0,-330.3299999999999,None,RS,2026-04-23
2026-01-05 20:00:00+00:00,38.0,2543.0,240.0,824.0,321.0,32.0,207.236,4205.236,294.0,0.0,5010.0,4499.236,5010.0,-510.7640000000001,None,RS,2026-04-23
2026-01-05 21:00:00+00:00,38.0,2581.0,233.0,802.0,215.0,31.0,151.401,4051.401,292.0,0.0,4930.0,4343.401,4930.0,-586.5990000000002,None,RS,2026-04-23
2026-01-05 22:00:00+00:00,37.0,2608.0,237.0,808.0,213.0,31.0,98.254,4032.254,292.0,0.0,4906.0,4324.254,4906.0,-581.7460000000001,None,RS,2026-04-23
2026-01-05 23:00:00+00:00,37.0,2691.0,229.0,834.0,142.0,32.0,71.509,4036.509,285.0,0.0,4788.0,4321.509,4788.0,-466.491,None,RS,2026-04-23
2026-01-06 00:00:00+00:00,37.0,2663.0,193.0,856.0,85.0,32.0,87.405,3953.405,0.0,0.0,4488.0,3953.405,4488.0,-534.5949999999998,None,RS,2026-04-23
2026-01-06 01:00:00+00:00,36.0,2620.0,189.0,870.0,87.0,31.0,73.316,3906.316,0.0,0.0,4199.0,3906.316,4199.0,-292.6840000000002,None,RS,2026-04-23
2026-01-06 02:00:00+00:00,37.0,2674.0,192.0,795.0,87.0,29.0,49.49,3863.49,0.0,0.0,3961.0,3863.49,3961.0,-97.51000000000022,None,RS,2026-04-23
2026-01-06 03:00:00+00:00,38.0,2720.0,190.0,793.0,30.0,29.0,35.22,3835.22,0.0,0.0,3885.0,3835.22,3885.0,-49.7800000000002,None,RS,2026-04-23
2026-01-06 04:00:00+00:00,38.0,2751.0,211.0,751.0,31.0,28.0,32.885,3842.885,0.0,0.0,3919.0,3842.885,3919.0,-76.11499999999978,None,RS,2026-04-23
2026-01-06 05:00:00+00:00,37.0,2791.0,211.0,829.0,93.0,29.0,40.653,4030.653,0.0,0.0,4126.0,4030.653,4126.0,-95.34700000000021,None,RS,2026-04-23
2026-01-06 06:00:00+00:00,38.0,2739.0,246.0,982.0,138.0,29.0,19.919,4191.919,0.0,0.0,4352.0,4191.919,4352.0,-160.08100000000013,None,RS,2026-04-23
2026-01-06 07:00:00+00:00,38.0,2717.0,249.0,1051.0,214.0,30.0,8.785,4307.785,0.0,0.0,4742.0,4307.785,4742.0,-434.21500000000015,None,RS,2026-04-23
2026-01-06 08:00:00+00:00,38.0,2714.0,252.0,1203.0,241.0,32.0,0.0,4480.0,0.0,0.0,5078.0,4480.0,5078.0,-598.0,None,RS,2026-04-23
2026-01-06 09:00:00+00:00,37.0,2738.0,247.0,1166.0,327.0,32.0,0.0,4547.0,0.0,0.0,5209.0,4547.0,5209.0,-662.0,None,RS,2026-04-23
2026-01-06 10:00:00+00:00,38.0,2793.0,257.0,1114.0,326.0,32.0,0.0,4560.0,0.0,0.0,5289.0,4560.0,5289.0,-729.0,None,RS,2026-04-23
2026-01-06 11:00:00+00:00,38.0,2803.0,253.0,1175.0,326.0,32.0,0.0,4627.0,0.0,0.0,5340.0,4627.0,5340.0,-713.0,None,RS,2026-04-23
2026-01-06 12:00:00+00:00,38.0,2772.0,251.0,1209.0,327.0,29.0,0.0,4626.0,0.0,0.0,5338.0,4626.0,5338.0,-712.0,None,RS,2026-04-23
2026-01-06 13:00:00+00:00,38.0,2806.0,251.0,1047.0,327.0,30.0,0.0,4499.0,138.0,0.0,5271.0,4637.0,5271.0,-634.0,None,RS,2026-04-23
2026-01-06 14:00:00+00:00,38.0,2863.0,249.0,1366.0,325.0,31.0,0.0,4872.0,292.0,0.0,5216.0,5164.0,5216.0,-52.0,None,RS,2026-04-23
2026-01-06 15:00:00+00:00,38.0,2840.0,252.0,1448.0,320.0,32.0,0.0,4930.0,291.0,0.0,5267.0,5221.0,5267.0,-46.0,None,RS,2026-04-23
2026-01-06 16:00:00+00:00,38.0,2923.0,248.0,1462.0,320.0,32.0,0.0,5023.0,195.0,0.0,5154.0,5218.0,5154.0,64.0,None,RS,2026-04-23
2026-01-06 17:00:00+00:00,38.0,2880.0,250.0,1426.0,321.0,32.0,0.0,4947.0,64.0,0.0,4951.0,5011.0,4951.0,60.0,None,RS,2026-04-23
2026-01-06 18:00:00+00:00,38.0,2845.0,248.0,1419.0,323.0,32.0,0.0,4905.0,0.0,0.0,4827.0,4905.0,4827.0,78.0,None,RS,2026-04-23
2026-01-06 19:00:00+00:00,38.0,2830.0,247.0,1257.0,323.0,32.0,0.0,4727.0,0.0,0.0,4789.0,4727.0,4789.0,-62.0,None,RS,2026-04-23
2026-01-06 20:00:00+00:00,37.0,2814.0,249.0,1090.0,218.0,32.0,0.0,4440.0,0.0,0.0,4738.0,4440.0,4738.0,-298.0,None,RS,2026-04-23
2026-01-06 21:00:00+00:00,37.0,2773.0,250.0,1141.0,110.0,32.0,0.0,4343.0,0.0,0.0,4761.0,4343.0,4761.0,-418.0,None,RS,2026-04-23
2026-01-06 22:00:00+00:00,38.0,2752.0,238.0,1141.0,107.0,32.0,0.0,4308.0,0.0,0.0,4726.0,4308.0,4726.0,-418.0,None,RS,2026-04-23
2026-01-06 23:00:00+00:00,38.0,2727.0,203.0,908.0,103.0,32.0,0.0,4011.0,0.0,0.0,4645.0,4011.0,4645.0,-634.0,None,RS,2026-04-23
2026-01-07 00:00:00+00:00,38.0,2742.0,202.0,844.0,94.0,32.0,0.0,3952.0,0.0,0.0,4390.0,3952.0,4390.0,-438.0,None,RS,2026-04-23
2026-01-07 01:00:00+00:00,37.0,2781.0,200.0,817.0,10.0,32.0,4.58,3881.58,0.0,0.0,4091.0,3881.58,4091.0,-209.42000000000007,None,RS,2026-04-23
