,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-12 04:00:00+00:00,11.971904,1443.19306,322.17502,64.778,177.737778,234.15281,1793.3112,1.801077,2.275,303.666214,4355.062063,0.0,0.0,6027.25417,4355.062063,6027.25417,-1672.1921069999999,None,BG,2026-04-23
2026-01-12 05:00:00+00:00,12.11336,1686.15227,323.336985,64.3738,229.664942,379.81441,1793.0376,2.129005,2.812,353.086489,4846.520861,0.0,0.0,6518.25896,4846.520861,6518.25896,-1671.7380990000001,None,BG,2026-04-23
2026-01-12 06:00:00+00:00,13.226496,1716.14663,320.51835,64.729,279.762357,610.99924,1792.764,308.925172,2.582,405.699297,5515.3525420000005,0.0,0.0,6865.98618,5515.3525420000005,6865.98618,-1350.6336379999993,None,BG,2026-04-23
2026-01-12 07:00:00+00:00,13.504816,1756.28379,319.567965,64.8454,277.428254,722.56343,1793.5848,1073.531221,2.492,387.582089,6411.3837650000005,0.0,0.0,6919.22212,6411.3837650000005,6919.22212,-507.83835499999986,None,BG,2026-04-23
2026-01-12 08:00:00+00:00,13.282656,1725.99664,319.349195,64.5436,277.950528,611.46772,1793.0376,1601.435905,2.645,304.040711,6713.749555,0.0,0.0,6889.29596,6713.749555,6889.29596,-175.54640500000005,None,BG,2026-04-23
2026-01-12 09:00:00+00:00,13.59352,1722.79772,318.467285,64.8633,244.419862,476.90592,1793.8584,1891.563347,2.257,268.725105,6797.451459,0.0,0.0,6815.26482,6797.451459,6815.26482,-17.81336100000044,None,BG,2026-04-23
2026-01-12 10:00:00+00:00,13.530288,1714.35074,320.16927,64.6846,205.213031,351.9411,1793.1744,2118.656304,2.209,264.553759,6848.482492,0.0,0.0,6851.72971,6848.482492,6851.72971,-3.2472179999995205,None,BG,2026-04-23
2026-01-12 11:00:00+00:00,13.42272,1734.70485,321.324945,65.075,199.408255,293.13797,1793.3112,2117.540917,2.187,297.033768,6837.146625,0.0,0.0,6761.71255,6837.146625,6761.71255,75.43407500000012,None,BG,2026-04-23
2026-01-12 12:00:00+00:00,14.003072,1731.83574,320.331435,64.8883,201.569375,279.00861,1793.5848,1860.998944,2.142,319.715025,6588.077301,0.0,0.0,6486.35389,6588.077301,6486.35389,101.72341099999994,None,BG,2026-04-23
2026-01-12 13:00:00+00:00,13.9476,1656.89047,321.875045,64.6478,210.146329,397.5492,1793.3112,1132.150316,2.122,311.547357,5904.187317000001,0.0,0.0,6546.14826,5904.187317000001,6546.14826,-641.9609429999991,None,BG,2026-04-23
2026-01-12 14:00:00+00:00,13.185104,1672.77702,321.505785,64.4529,250.830488,530.9726,1791.8064,373.133189,2.017,299.457061,5320.137547,115.83,0.0,6665.25979,5435.967547,6665.25979,-1229.2922429999999,None,BG,2026-04-23
2026-01-12 15:00:00+00:00,12.229616,1751.43777,322.365445,64.8067,302.255167,674.59201,1794.4056,413.916853,1.934,314.608565,5652.551726,159.39,0.0,6751.61265,5811.941726,6751.61265,-939.670924,None,BG,2026-04-23
2026-01-12 16:00:00+00:00,12.818784,1752.12514,323.245375,64.6053,299.468475,1005.48675,1793.3112,535.260344,1.771,327.130343,6115.222711,189.09,0.0,6990.49865,6304.3127110000005,6990.49865,-686.185939,None,BG,2026-04-23
2026-01-12 17:00:00+00:00,12.94864,1740.20476,322.24961,65.0887,292.734337,1007.84998,1793.448,383.160585,2.408,374.45855,5994.551162,158.4,0.0,7189.03693,6152.951161999999,7189.03693,-1036.0857680000008,None,BG,2026-04-23
2026-01-12 18:00:00+00:00,12.744544,1795.12913,321.98001,64.9531,289.198572,608.64149,1793.448,156.744744,2.206,395.573319,5440.618909,158.4,0.0,7087.61372,5599.018908999999,7087.61372,-1488.5948110000008,None,BG,2026-04-23
2026-01-12 19:00:00+00:00,12.3852,1813.15417,321.937265,64.9153,236.167509,559.44156,1793.5848,70.672748,1.908,423.220366,5297.386918,0.0,0.0,6825.39606,5297.386918,6825.39606,-1528.0091419999999,None,BG,2026-04-23
2026-01-12 20:00:00+00:00,11.558656,1805.35087,321.77251,64.9949,184.915407,495.30452,1793.1744,4.376814,2.214,431.631872,5115.293949000001,0.0,0.0,6586.6306,5115.293949000001,6586.6306,-1471.3366509999996,None,BG,2026-04-23
2026-01-12 21:00:00+00:00,11.382672,1699.09981,318.840855,64.7284,170.921529,372.89209,1793.0376,1.799968,1.733,393.032663,4827.468587,0.0,0.0,6217.49233,4827.468587,6217.49233,-1390.0237429999997,None,BG,2026-04-23
2026-01-12 22:00:00+00:00,11.553776,1627.8124,322.313375,65.1417,170.825509,208.63025,1792.4904,0.128541,1.66,388.12056,4588.676511,0.0,0.0,5862.55555,4588.676511,5862.55555,-1273.8790390000004,None,BG,2026-04-23
2026-01-12 23:00:00+00:00,11.28512,1654.86078,323.902895,64.6749,145.788974,99.55598,1792.764,1.183881,1.548,379.157031,4474.721560999999,0.0,0.0,5796.61559,4474.721560999999,5796.61559,-1321.894029000001,None,BG,2026-04-23
2026-01-13 00:00:00+00:00,11.124432,1607.1156,323.684765,65.0269,130.757655,85.20784,1792.2168,0.490337,1.463,342.513428,4359.600757,0.0,0.0,6037.56145,4359.600757,6037.56145,-1677.960693,None,BG,2026-04-23
2026-01-13 01:00:00+00:00,10.603216,1559.67606,323.54889,64.2219,129.714472,85.19786,1792.08,0.506327,1.461,350.259366,4317.269091,0.0,0.0,6387.31184,4317.269091,6387.31184,-2070.042749,None,BG,2026-04-23
2026-01-13 02:00:00+00:00,10.59672,1557.14348,308.618645,64.7281,132.917667,85.18588,1792.6272,0.497694,1.424,352.558631,4306.298017,0.0,0.0,6406.49539,4306.298017,6406.49539,-2100.197373,None,BG,2026-04-23
2026-01-13 03:00:00+00:00,10.767648,1650.18173,290.167065,64.953,158.759162,115.3501,1792.2168,0.90559,1.459,321.599124,4406.359218999999,0.0,0.0,6135.62832,4406.359218999999,6135.62832,-1729.2691010000008,None,BG,2026-04-23
2026-01-13 04:00:00+00:00,10.666768,1669.12436,291.10713,65.032,180.550022,336.8012,1792.6272,7.035999,1.542,276.360945,4630.847624000001,0.0,0.0,6305.03759,4630.847624000001,6305.03759,-1674.189965999999,None,BG,2026-04-23
2026-01-13 05:00:00+00:00,11.8344,1829.55574,292.2682,65.2218,197.249411,485.74868,1793.0376,55.850305,1.531,198.848637,4931.145773,0.0,0.0,6802.90205,4931.145773,6802.90205,-1871.7562769999995,None,BG,2026-04-23
2026-01-13 06:00:00+00:00,12.293824,1820.5802,289.45008,64.6349,244.49829,740.32189,1793.3112,484.800777,1.583,154.243613,5605.717774000001,0.0,0.0,7039.43556,5605.717774000001,7039.43556,-1433.7177859999993,None,BG,2026-04-23
2026-01-13 07:00:00+00:00,11.899056,1837.29539,281.63973,64.3663,230.680305,707.91237,1793.3112,1217.862234,1.567,112.85403,6259.387615000001,0.0,0.0,6950.5684,6259.387615000001,6950.5684,-691.1807849999996,None,BG,2026-04-23
2026-01-13 08:00:00+00:00,11.990512,1848.3678,275.60411,64.4119,226.937492,400.11939,1794.5424,1471.875704,1.714,44.409033,6139.972341,0.0,0.0,6843.50958,6139.972341,6843.50958,-703.5372390000002,None,BG,2026-04-23
2026-01-13 09:00:00+00:00,12.878272,1860.8869,274.657735,64.0253,195.089152,324.19926,1793.3112,1483.616633,1.537,11.162022,6021.363474,0.0,0.0,7113.78,6021.363474,7113.78,-1092.416526,None,BG,2026-04-23
2026-01-13 10:00:00+00:00,12.926224,1830.06273,273.89645,64.4713,192.205935,298.11375,1793.448,1547.103597,1.536,3.759099,6017.523085000001,0.0,0.0,6831.62413,6017.523085000001,6831.62413,-814.1010449999994,None,BG,2026-04-23
2026-01-13 11:00:00+00:00,12.736096,1781.55009,286.578275,64.6806,190.327529,235.00923,1794.2688,1483.820913,2.521,4.240199,5855.7327319999995,0.0,0.0,6811.72754,5855.7327319999995,6811.72754,-955.9948080000004,None,BG,2026-04-23
2026-01-13 12:00:00+00:00,12.984272,1926.27737,302.787365,64.2869,201.911945,230.74067,1792.764,987.904002,2.013,6.600141,5528.269665,0.0,0.0,6892.27319,5528.269665,6892.27319,-1364.003525,None,BG,2026-04-23
2026-01-13 13:00:00+00:00,13.066192,1996.58519,311.6734,64.6513,215.208585,282.80152,1794.132,508.058353,2.116,11.577366,5199.869906000001,0.0,0.0,6819.7433,5199.869906000001,6819.7433,-1619.8733939999993,None,BG,2026-04-23
2026-01-13 14:00:00+00:00,13.134304,2023.84849,320.17508,64.4371,232.255772,501.70727,1794.132,220.177969,2.201,48.845313,5220.914298000001,78.21,0.0,6729.77788,5299.124298000001,6729.77788,-1430.653581999999,None,BG,2026-04-23
2026-01-13 15:00:00+00:00,13.008656,2009.7331,320.99483,64.8036,260.635329,827.05592,1793.448,392.252993,2.537,88.075359,5772.544787000002,159.39,0.0,6801.18192,5931.934787000002,6801.18192,-869.247132999998,None,BG,2026-04-23
2026-01-13 16:00:00+00:00,13.269296,2001.331,321.483505,64.6643,285.955659,956.39159,1795.0896,386.289193,2.022,135.481638,5961.977781,158.4,0.0,6922.63981,6120.377780999999,6922.63981,-802.2620290000004,None,BG,2026-04-23
2026-01-13 17:00:00+00:00,13.836736,1997.71886,316.75345,64.5944,289.909412,972.86336,1794.9528,307.023299,1.973,162.616984,5922.242301,158.4,0.0,6909.11995,6080.642301,6909.11995,-828.4776490000004,None,BG,2026-04-23
2026-01-13 18:00:00+00:00,13.903024,2005.53359,283.20426,64.5621,284.167461,746.92674,1792.9008,255.274118,2.15,173.881352,5622.503444999999,0.0,0.0,6873.2942,5622.503444999999,6873.2942,-1250.790755000001,None,BG,2026-04-23
2026-01-13 19:00:00+00:00,11.976896,2000.38834,281.39263,64.7699,248.265903,568.04765,1794.9528,89.888955,2.606,140.304859,5202.593933,0.0,0.0,6627.49618,5202.593933,6627.49618,-1424.902247,None,BG,2026-04-23
2026-01-13 20:00:00+00:00,11.65368,2002.90015,276.963195,64.4859,212.289244,487.83895,1793.9952,77.777867,2.051,100.072407,5030.027593,0.0,0.0,6364.34145,5030.027593,6364.34145,-1334.313857,None,BG,2026-04-23
2026-01-13 21:00:00+00:00,10.297408,1845.96677,277.17764,64.5321,189.713214,342.90694,1791.8064,1.196929,2.035,86.712852,4612.345252999999,0.0,0.0,5979.64755,4612.345252999999,5979.64755,-1367.302297000001,None,BG,2026-04-23
2026-01-13 22:00:00+00:00,12.589392,1773.42422,286.66438,64.4265,181.878216,194.44749,1793.3112,1.399414,2.068,52.171792,4362.380604000001,0.0,0.0,5612.20628,4362.380604000001,5612.20628,-1249.8256759999995,None,BG,2026-04-23
2026-01-13 23:00:00+00:00,12.438224,1691.07959,288.949055,65.833,163.893906,162.2101,1792.764,0.091862,2.034,20.964576,4200.258313,0.0,0.0,5368.80005,4200.258313,5368.80005,-1168.5417369999996,None,BG,2026-04-23
2026-01-14 00:00:00+00:00,11.99616,1622.28736,291.303305,65.9924,146.873707,162.23779,1791.9432,0.09205,2.009,29.91779,4124.652762000001,0.0,0.0,5612.74919,4124.652762000001,5612.74919,-1488.0964279999998,None,BG,2026-04-23
2026-01-14 01:00:00+00:00,11.81536,1564.80785,312.534495,65.8823,146.919831,162.24272,1792.2168,0.103208,1.997,74.949741,4133.4693050000005,0.0,0.0,5810.02267,4133.4693050000005,5810.02267,-1676.5533649999998,None,BG,2026-04-23
2026-01-14 02:00:00+00:00,11.463344,1531.79519,316.52156,65.9948,151.535815,162.21994,1792.3536,0.049699,1.985,125.819357,4159.738305000001,0.0,0.0,5959.10907,4159.738305000001,5959.10907,-1799.3707649999997,None,BG,2026-04-23
2026-01-14 03:00:00+00:00,11.4664,1501.81563,315.470005,66.2792,154.32607,162.2793,1792.9008,0.240741,1.929,166.075311,4172.782457,0.0,0.0,5789.57792,4172.782457,5789.57792,-1616.7954629999995,None,BG,2026-04-23
2026-01-14 04:00:00+00:00,11.685792,1687.48156,316.384515,66.1473,172.282354,217.69836,1792.9008,6.783252,1.826,205.587558,4478.777491,0.0,0.0,5826.14781,4478.777491,5826.14781,-1347.3703190000006,None,BG,2026-04-23
2026-01-14 05:00:00+00:00,12.38848,1968.37485,317.673055,66.0791,232.339456,363.92432,1792.4904,42.497195,1.944,159.150073,4956.860929,0.0,0.0,6258.10877,4956.860929,6258.10877,-1301.2478409999994,None,BG,2026-04-23
2026-01-14 06:00:00+00:00,12.855808,2014.59891,314.13653,66.1359,289.635954,706.0525,1791.2592,262.193532,2.406,127.202397,5586.476731,0.0,0.0,6472.05439,5586.476731,6472.05439,-885.5776590000005,None,BG,2026-04-23
2026-01-14 07:00:00+00:00,13.095344,2046.78153,313.852995,66.2065,254.709526,741.25691,1793.0376,514.609664,2.002,86.720911,5832.272980000001,0.0,0.0,6654.25666,5832.272980000001,6654.25666,-821.9836799999994,None,BG,2026-04-23
2026-01-14 08:00:00+00:00,13.459808,2018.33589,315.231635,66.0397,248.188782,514.09944,1792.3536,820.780889,1.453,37.746294,5827.6890379999995,0.0,0.0,6603.09234,5827.6890379999995,6603.09234,-775.4033020000006,None,BG,2026-04-23
2026-01-14 09:00:00+00:00,13.09672,1988.81778,313.75575,65.944,221.147546,205.83126,1792.9008,1145.928125,1.845,33.33821,5782.605191,0.0,0.0,6564.57166,5782.605191,6564.57166,-781.966469,None,BG,2026-04-23
2026-01-14 10:00:00+00:00,13.191728,2008.27605,313.335255,65.7734,200.267565,203.58296,1792.4904,1336.477939,1.93,33.870335,5969.195632000001,0.0,0.0,6408.76497,5969.195632000001,6408.76497,-439.56933799999933,None,BG,2026-04-23
2026-01-14 11:00:00+00:00,13.216576,1917.47369,315.590315,65.8538,191.369603,199.4794,1793.5848,1378.693153,2.368,21.390246,5899.019583,0.0,0.0,6530.45575,5899.019583,6530.45575,-631.4361669999998,None,BG,2026-04-23
2026-01-14 12:00:00+00:00,14.07528,1926.47168,315.07116,65.8091,194.992211,202.61077,1793.7216,1184.55389,2.708,12.55218,5712.565871,0.0,0.0,6381.22078,5712.565871,6381.22078,-668.6549089999999,None,BG,2026-04-23
2026-01-14 13:00:00+00:00,14.130736,1794.66888,312.660255,66.0363,220.847873,242.27408,1793.448,772.586081,2.964,8.195012,5227.811217000001,0.0,0.0,6322.26706,5227.811217000001,6322.26706,-1094.4558429999988,None,BG,2026-04-23
2026-01-14 14:00:00+00:00,14.123696,1953.44264,311.596055,66.0966,253.634653,429.56319,1792.9008,248.251823,2.954,8.751916,5081.315372999999,38.61,0.0,6199.62295,5119.925372999999,6199.62295,-1079.6975770000008,None,BG,2026-04-23
2026-01-14 15:00:00+00:00,13.756976,2011.2123,312.03518,66.5323,284.406041,555.17936,1794.6792,390.37041,2.937,29.342352,5460.451118999999,156.42,0.0,6392.95594,5616.871118999999,6392.95594,-776.0848210000004,None,BG,2026-04-23
2026-01-14 16:00:00+00:00,13.580432,2005.14606,314.37308,66.0492,294.04383,788.50069,1793.9952,544.597886,2.811,53.152793,5876.250171000001,158.4,0.0,6454.587,6034.650171,6454.587,-419.9368290000002,None,BG,2026-04-23
2026-01-14 17:00:00+00:00,13.697008,2001.01776,313.947415,65.6123,293.342672,789.90459,1793.1744,366.682105,3.035,69.283417,5709.696666999999,158.4,0.0,6480.4839,5868.096666999999,6480.4839,-612.3872330000013,None,BG,2026-04-23
2026-01-14 18:00:00+00:00,13.884752,2002.81151,314.50532,65.2383,290.830389,827.68489,1793.9952,270.703298,3.135,67.800625,5650.589284000001,119.79,0.0,6469.83542,5770.379284000001,6469.83542,-699.4561359999998,None,BG,2026-04-23
2026-01-14 19:00:00+00:00,12.125424,1997.62566,314.65764,65.6848,272.088253,671.30649,1793.448,21.840035,3.302,88.149768,5240.22807,0.0,0.0,6310.78257,5240.22807,6310.78257,-1070.5545000000002,None,BG,2026-04-23
2026-01-14 20:00:00+00:00,11.324512,1952.1548,316.09105,65.6855,209.832628,412.9818,1793.7216,2.751655,3.17,130.171902,4897.885447000001,0.0,0.0,6073.09641,4897.885447000001,6073.09641,-1175.2109629999995,None,BG,2026-04-23
2026-01-14 21:00:00+00:00,10.600048,1805.55534,314.85951,65.7642,171.736943,254.743615,1792.6272,2.256546,3.284,175.460293,4596.8876949999985,0.0,0.0,5672.30684,4596.8876949999985,5672.30684,-1075.4191450000017,None,BG,2026-04-23
2026-01-14 22:00:00+00:00,12.86672,1676.10237,330.955335,65.8052,159.446558,204.50849,1793.3112,0.069864,3.672,192.190392,4438.928129,0.0,0.0,5328.59859,4438.928129,5328.59859,-889.6704609999997,None,BG,2026-04-23
2026-01-14 23:00:00+00:00,12.9372,1518.69855,330.88971,66.9055,141.247646,162.07012,1792.4904,0.140431,2.949,140.693285,4169.021841999999,0.0,0.0,5119.51545,4169.021841999999,5119.51545,-950.4936080000007,None,BG,2026-04-23
2026-01-15 00:00:00+00:00,12.666592,1499.57068,330.837415,67.0192,138.488427,162.00874,1791.9432,0.122195,2.114,151.374059,4156.144508,0.0,0.0,5277.44228,4156.144508,5277.44228,-1121.297772,None,BG,2026-04-23
2026-01-15 01:00:00+00:00,12.535104,1500.16879,330.525395,67.1645,138.454321,162.03051,1792.4904,0.290735,3.776,142.388185,4149.82394,0.0,0.0,5608.79648,4149.82394,5608.79648,-1458.9725399999998,None,BG,2026-04-23
2026-01-15 02:00:00+00:00,12.710192,1496.94578,329.533385,67.0296,143.252118,161.981,1793.7216,0.40012,2.794,147.644343,4156.012138,0.0,0.0,5689.52869,4156.012138,5689.52869,-1533.516552,None,BG,2026-04-23
2026-01-15 03:00:00+00:00,12.545552,1551.38503,328.28786,67.5327,159.104236,162.17009,1791.8064,0.268099,2.73,184.571174,4260.401140999999,0.0,0.0,5512.64035,4260.401140999999,5512.64035,-1252.2392090000003,None,BG,2026-04-23
2026-01-15 04:00:00+00:00,12.479408,1685.71048,331.262535,67.0419,178.382902,216.88837,1793.1744,1.701394,2.675,252.072651,4541.38904,0.0,0.0,5635.70581,4541.38904,5635.70581,-1094.3167700000004,None,BG,2026-04-23
2026-01-15 05:00:00+00:00,13.217232,1925.69753,333.258575,67.2285,223.521764,289.14261,1793.9952,142.268159,2.605,365.699565,5156.634134999999,0.0,0.0,6126.73676,5156.634134999999,6126.73676,-970.1026250000004,None,BG,2026-04-23
2026-01-15 06:00:00+00:00,13.709808,1921.07698,325.86004,66.9921,276.846391,664.70406,1794.816,626.950377,2.717,408.069644,6101.7424,0.0,0.0,6215.00061,6101.7424,6215.00061,-113.25820999999996,None,BG,2026-04-23
2026-01-15 07:00:00+00:00,13.1416,1717.96052,317.541545,60.9687,275.699575,674.83376,1793.8584,1511.822187,2.86,339.046002,6707.732289,0.0,0.0,6155.97548,6707.732289,6155.97548,551.7568089999995,None,BG,2026-04-23
2026-01-15 08:00:00+00:00,12.521216,1573.3637,313.29224,60.3165,240.805392,466.62245,1793.7216,2123.192523,2.828,310.068742,6896.732363000001,0.0,0.0,5960.11301,6896.732363000001,5960.11301,936.619353000001,None,BG,2026-04-23
2026-01-15 09:00:00+00:00,12.707136,1536.55616,310.228455,60.2962,192.929517,117.30335,1793.0376,2477.597061,2.813,237.352351,6740.820830000001,0.0,0.0,5877.03688,6740.820830000001,5877.03688,863.7839500000009,None,BG,2026-04-23
2026-01-15 10:00:00+00:00,11.853488,1523.88508,312.81366,60.3091,146.698457,109.80603,1793.7216,2500.207106,2.319,140.182079,6601.7956,0.0,0.0,5771.31038,6601.7956,5771.31038,830.4852200000005,None,BG,2026-04-23
2026-01-15 11:00:00+00:00,11.963648,1523.58362,299.93945,60.6694,135.273015,87.36866,1793.448,2432.791262,2.154,117.040789,6464.231844000001,0.0,0.0,5752.5123,6464.231844000001,5752.5123,711.7195440000005,None,BG,2026-04-23
2026-01-15 12:00:00+00:00,12.577216,1570.00188,308.66238,60.435,138.530016,91.08015,1794.2688,2109.893239,2.191,74.302163,6161.941844,0.0,0.0,5559.26441,6161.941844,5559.26441,602.6774340000002,None,BG,2026-04-23
2026-01-15 13:00:00+00:00,14.170224,1588.16138,307.645265,66.4743,157.719998,199.63159,1793.3112,1233.53514,2.303,112.503283,5475.455379999999,0.0,0.0,5640.17255,5475.455379999999,5640.17255,-164.7171700000008,None,BG,2026-04-23
2026-01-15 14:00:00+00:00,13.899568,1841.9645,307.745225,66.7548,238.171744,575.46626,1793.5848,384.331901,1.976,120.189831,5344.084629,0.0,0.0,5588.61096,5344.084629,5588.61096,-244.52633100000003,None,BG,2026-04-23
2026-01-15 15:00:00+00:00,13.685152,1999.72142,309.054795,66.9775,267.389921,713.92673,1793.3112,397.634651,2.239,155.155136,5719.095505,0.0,0.0,5942.10651,5719.095505,5942.10651,-223.0110049999994,None,BG,2026-04-23
2026-01-15 16:00:00+00:00,13.842112,1997.7262,317.95928,66.7053,286.151292,789.55987,1795.2264,512.131985,2.709,165.812902,5947.824341,0.0,0.0,6070.51765,5947.824341,6070.51765,-122.69330900000023,None,BG,2026-04-23
2026-01-15 17:00:00+00:00,14.21968,2006.47486,318.046735,66.6557,301.150565,789.21049,1794.5424,375.282413,2.398,160.32944,5828.310283,0.0,0.0,6103.31962,5828.310283,6103.31962,-275.0093370000004,None,BG,2026-04-23
2026-01-15 18:00:00+00:00,14.194992,2005.08774,318.6124,66.8608,287.305167,825.58225,1793.7216,284.064001,2.315,131.437082,5729.1810319999995,0.0,0.0,6038.27476,5729.1810319999995,6038.27476,-309.09372800000074,None,BG,2026-04-23
2026-01-15 19:00:00+00:00,14.444992,1999.0861,322.16423,66.8247,240.339785,670.00093,1793.7216,74.768049,2.511,102.857911,5286.7192970000015,0.0,0.0,6016.42423,5286.7192970000015,6016.42423,-729.7049329999982,None,BG,2026-04-23
2026-01-15 20:00:00+00:00,14.262048,1936.45477,322.412495,66.8221,189.90865,320.92303,1794.816,21.909492,3.125,96.642978,4767.276562999999,0.0,0.0,5714.04211,4767.276562999999,5714.04211,-946.7655470000009,None,BG,2026-04-23
2026-01-15 21:00:00+00:00,12.689968,1809.60087,321.669005,66.8733,167.9693,241.01911,1793.9952,16.864343,2.305,91.943963,4524.930059000001,0.0,0.0,5429.69814,4524.930059000001,5429.69814,-904.7680809999993,None,BG,2026-04-23
2026-01-15 22:00:00+00:00,12.614128,1711.69384,327.018715,66.7357,167.242699,220.03004,1793.448,0.567032,1.676,83.316924,4384.343078,0.0,0.0,5084.07157,4384.343078,5084.07157,-699.7284920000002,None,BG,2026-04-23
2026-01-15 23:00:00+00:00,12.744224,1646.46286,328.19535,67.2411,137.110703,159.58061,1794.9528,0.117315,2.56,120.750181,4269.715143000001,0.0,0.0,4900.78812,4269.715143000001,4900.78812,-631.0729769999989,None,BG,2026-04-23
2026-01-16 00:00:00+00:00,12.958032,1542.49345,326.45196,66.4978,130.728549,83.53276,1794.2688,0.868527,2.647,105.833851,4066.280729,0.0,0.0,5040.56604,4066.280729,5040.56604,-974.2853109999996,None,BG,2026-04-23
2026-01-16 01:00:00+00:00,12.930448,1504.16535,326.493635,66.8173,130.798285,83.17932,1795.0896,0.10603,2.617,88.440184,4010.6371520000002,0.0,0.0,5372.71523,4010.6371520000002,5372.71523,-1362.0780779999996,None,BG,2026-04-23
2026-01-16 02:00:00+00:00,12.678224,1502.20464,326.80189,66.8241,134.847909,83.19414,1794.5424,0.166459,2.589,137.181696,4061.0304579999997,0.0,0.0,5527.24774,4061.0304579999997,5527.24774,-1466.217282,None,BG,2026-04-23
2026-01-16 03:00:00+00:00,12.4724,1502.72107,327.38734,66.8079,142.529438,83.22581,1793.1744,0.17464,2.649,188.561983,4119.703981000001,0.0,0.0,5421.46531,4119.703981000001,5421.46531,-1301.761328999999,None,BG,2026-04-23
2026-01-16 04:00:00+00:00,12.254144,1628.37336,328.67467,66.8333,177.609465,159.62407,1794.6792,2.906293,2.716,227.050272,4400.720774000001,0.0,0.0,5435.9221,4400.720774000001,5435.9221,-1035.2013259999985,None,BG,2026-04-23
2026-01-16 05:00:00+00:00,12.162976,1886.55964,327.41739,66.8313,269.188286,287.80224,1794.9528,43.234992,1.979,274.051186,4964.17981,0.0,0.0,5786.19969,4964.17981,5786.19969,-822.0198800000007,None,BG,2026-04-23
2026-01-16 06:00:00+00:00,13.57624,2000.86491,327.62793,67.1097,291.611281,710.35584,1798.3728,117.917082,3.494,238.804582,5569.734364999999,0.0,0.0,6161.96091,5569.734364999999,6161.96091,-592.2265450000004,None,BG,2026-04-23
2026-01-16 07:00:00+00:00,13.813408,2013.72308,326.89584,67.0036,274.876757,771.89326,1803.024,345.859432,3.447,252.328695,5872.865072,0.0,0.0,6349.19344,5872.865072,6349.19344,-476.3283680000004,None,BG,2026-04-23
2026-01-16 08:00:00+00:00,13.921824,1980.84038,323.93963,66.2944,197.279042,647.61856,1807.5384,541.599523,2.923,286.436026,5868.3907850000005,0.0,0.0,6539.32282,5868.3907850000005,6539.32282,-670.9320349999998,None,BG,2026-04-23
2026-01-16 09:00:00+00:00,14.161088,1965.28573,324.8367,66.6739,163.177759,160.2643,1811.232,611.866461,2.895,300.17092,5420.5638579999995,0.0,0.0,6599.55882,5420.5638579999995,6599.55882,-1178.9949620000007,None,BG,2026-04-23
2026-01-16 10:00:00+00:00,13.961568,1958.29528,325.50403,66.6549,140.196325,198.76041,1812.4632,688.785553,2.073,295.377597,5502.071862999999,0.0,0.0,6433.50836,5502.071862999999,6433.50836,-931.4364970000006,None,BG,2026-04-23
2026-01-16 11:00:00+00:00,14.052784,1957.43132,325.18214,66.8151,136.43282,198.91781,1812.6,531.512329,1.66,232.224408,5276.828710999999,0.0,0.0,6545.75661,5276.828710999999,6545.75661,-1268.9278990000012,None,BG,2026-04-23
2026-01-16 12:00:00+00:00,13.733184,1974.60172,325.44507,66.939,138.012108,229.43353,1812.7368,335.929837,1.584,241.036141,5139.451389999998,0.0,0.0,6492.89051,5139.451389999998,6492.89051,-1353.4391200000018,None,BG,2026-04-23
2026-01-16 13:00:00+00:00,13.706192,1973.97684,332.29102,67.3383,159.226937,326.91879,1812.3264,153.507796,2.596,234.596369,5076.484643999999,2.97,0.0,6708.7538,5079.4546439999995,6708.7538,-1629.299156000001,None,BG,2026-04-23
2026-01-16 14:00:00+00:00,13.998896,2029.55782,332.868505,67.1789,231.053258,539.56377,1812.7368,55.43269,2.457,279.947022,5364.794661,39.6,0.0,6604.70385,5404.394661,6604.70385,-1200.3091889999996,None,BG,2026-04-23
2026-01-16 15:00:00+00:00,13.79992,2091.73705,334.50863,67.302,290.956535,600.10326,1813.1472,291.569567,1.679,317.66817,5822.471332,158.4,0.0,6520.17638,5980.871332,6520.17638,-539.3050480000002,None,BG,2026-04-23
2026-01-16 16:00:00+00:00,13.529952,2117.2653,334.658285,67.1672,297.807127,776.96884,1812.7368,465.779461,1.201,349.653605,6236.76757,158.4,0.0,6532.10641,6395.16757,6532.10641,-136.9388400000007,None,BG,2026-04-23
2026-01-16 17:00:00+00:00,12.614672,2148.69956,333.95134,67.1057,291.519815,781.99616,1814.2416,325.177641,1.584,329.908283,6106.798771000001,158.4,0.0,6506.57346,6265.198771,6506.57346,-241.3746889999993,None,BG,2026-04-23
2026-01-16 18:00:00+00:00,13.150528,2060.557,336.196135,66.7248,273.479075,819.92019,1813.0104,159.782401,1.945,282.90237,5827.667899,39.6,0.0,6525.95069,5867.267899,6525.95069,-658.6827909999993,None,BG,2026-04-23
2026-01-16 19:00:00+00:00,12.35488,1930.86018,334.074395,67.2128,243.188906,665.38723,1813.8312,89.418575,1.836,270.183513,5428.3476789999995,0.0,0.0,6286.69587,5428.3476789999995,6286.69587,-858.348191,None,BG,2026-04-23
