,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Peat,Hydro Run-of-river and poundage,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,1228.275,342.6775,73.6425,1.9,427.02,1670.65,4186.0,424.405,52.9,1.3,26.2575,1487.225,9922.2525,19.619275000000002,0.0,12217.5,9941.871775,12217.5,-2275.6282250000004,None,FI,2026-04-23
2026-01-01 01:00:00+00:00,1185.725,317.3525,57.31425,1.9,424.12,1577.35,4185.15,431.7025,52.9,1.3,23.7,1677.875,9936.38925,2.64725,0.0,12308.25,9939.0365,12308.25,-2369.2135,None,FI,2026-04-23
2026-01-01 02:00:00+00:00,1177.5,281.6025,34.0955,1.036455,419.82,1336.7,4186.275,434.585,52.30925,1.2544,23.42725,1895.0,9843.605355,0.0,22.5515,12381.0,9843.605355,12403.5515,-2559.946145,None,FI,2026-04-23
2026-01-01 03:00:00+00:00,1145.675,265.3825,6.03265,0.0,416.865,1117.575,4188.175,423.0475,51.6,1.2,23.1,2105.425,9744.07765,0.0,29.126675000000002,12457.25,9744.07765,12486.376675,-2742.2990250000003,None,FI,2026-04-23
2026-01-01 04:00:00+00:00,1161.35,208.32,6.68735,0.0,408.485,1119.775,4188.15,429.05,51.6,1.2,23.1,2172.475,9770.192350000001,38.931225,0.0,12435.0,9809.123575000001,12435.0,-2625.8764249999986,None,FI,2026-04-23
2026-01-01 05:00:00+00:00,1155.8,190.5375,6.842625,0.0,410.395,1175.675,4188.5,426.52,51.6,1.2,23.1,2330.175,9960.345125,15.799975,0.0,12524.75,9976.1451,12524.75,-2548.6049000000003,None,FI,2026-04-23
2026-01-01 06:00:00+00:00,1166.4,191.1525,5.1901,0.0,411.775,1183.5,4187.525,430.8625,51.6,1.2,23.1,2317.875,9970.180100000001,0.0,11.070249999999998,12773.25,9970.180100000001,12784.32025,-2814.1401499999993,None,FI,2026-04-23
2026-01-01 07:00:00+00:00,1160.375,190.75,4.7,0.0,418.305,1278.95,4188.174999999999,424.81,51.6,7.02685,23.1,2536.625,10284.416850000001,0.0,16.25425,12939.0,10284.416850000001,12955.25425,-2670.8373999999985,None,FI,2026-04-23
2026-01-01 08:00:00+00:00,1177.875,190.075,4.7,0.0,424.46500000000003,1351.75,4188.675,394.96250000000003,51.6,31.3695,24.7605,2501.675,10341.907500000001,13.785375,0.0,13073.0,10355.692875,13073.0,-2717.3071249999994,None,FI,2026-04-23
2026-01-01 09:00:00+00:00,1193.35,190.7225,4.7,0.0,432.78,1464.0,4189.2,389.3575,51.6,54.32775,28.9505,2619.275,10618.26325,0.2937500000000002,0.0,13225.5,10618.557,13225.5,-2606.9429999999993,None,FI,2026-04-23
2026-01-01 10:00:00+00:00,1199.275,191.0225,5.139125,0.0,420.425,1339.225,4187.924999999999,387.35249999999996,51.6,55.95325,21.7,2481.625,10341.242374999998,19.87615,0.0,13287.5,10361.118524999998,13287.5,-2926.381475000002,None,FI,2026-04-23
2026-01-01 11:00:00+00:00,1239.5,190.8975,6.191825,0.0,428.5925,1415.525,4188.15,395.2,51.6,31.78075,23.1175,2442.725,10413.280075,21.19485,0.0,13228.25,10434.474925,13228.25,-2793.7750749999996,None,FI,2026-04-23
2026-01-01 12:00:00+00:00,1260.875,190.95,5.315025,0.0,429.0175,1542.6,4187.7,404.1275,51.6,7.541525000000001,23.8,2543.375,10646.901549999999,2.01875,0.0,13239.0,10648.920299999998,13239.0,-2590.079700000002,None,FI,2026-04-23
2026-01-01 13:00:00+00:00,1246.05,185.535,6.73235,0.0,423.27,1463.3,4188.4,405.615,51.51825,1.3,23.603250000000003,2740.925,10736.24885,75.28705,0.0,13447.5,10811.5359,13447.5,-2635.9640999999992,None,FI,2026-04-23
2026-01-01 14:00:00+00:00,1202.475,150.325,7.1034749999999995,0.0,419.78,1689.55,4188.15,407.235,51.5,1.3,23.74575,2867.15,11008.314225,45.171525,0.0,13665.0,11053.48575,13665.0,-2611.51425,None,FI,2026-04-23
2026-01-01 15:00:00+00:00,1214.25,141.4625,5.4462,0.0,410.7375,1709.775,4187.775,416.455,51.5,1.3,32.03075,2927.2,11097.93195,0.0,5.5985,13761.5,11097.93195,13767.0985,-2669.16655,None,FI,2026-04-23
2026-01-01 16:00:00+00:00,1210.325,141.15,6.161725,0.0,387.1975,1690.8,4187.65,414.0425,51.5,1.3,27.93525,3007.675,11125.736975,0.0,1.5652499999999994,13874.75,11125.736975,13876.31525,-2750.578275,None,FI,2026-04-23
2026-01-01 17:00:00+00:00,1207.2,151.995,4.714875,0.0,372.2675,1644.275,4187.6,406.825,51.5,1.3,30.6145,3079.225,11137.516875,33.653850000000006,0.0,13837.5,11171.170725,13837.5,-2666.329275,None,FI,2026-04-23
2026-01-01 18:00:00+00:00,1176.025,161.08249999999998,5.432575,0.0,370.6875,1620.175,4186.675,405.265,51.5,1.3,32.0255,3234.85,11245.018075,2.7431750000000004,0.0,13661.0,11247.76125,13661.0,-2413.2387500000004,None,FI,2026-04-23
2026-01-01 19:00:00+00:00,1126.45,134.885,5.171575000000001,0.0,350.7175,1411.65,4187.375,391.8425,51.5,1.3,24.0,3313.875,10998.766575,2.215650000000001,0.0,13558.5,11000.982225,13558.5,-2557.5177750000003,None,FI,2026-04-23
2026-01-01 20:00:00+00:00,1108.675,43.37575,7.7,0.0,339.7275,1382.175,4186.6,387.1925,51.5,1.3,24.0,3313.35,10845.59575,23.86135,0.0,13596.25,10869.4571,13596.25,-2726.7929000000004,None,FI,2026-04-23
2026-01-01 21:00:00+00:00,1100.975,41.4,5.946525,0.0,330.88,1360.825,4187.475,387.275,51.5,1.3,26.9685,3233.4,10727.945025,32.647075,0.0,13446.5,10760.592100000002,13446.5,-2685.9078999999983,None,FI,2026-04-23
2026-01-01 22:00:00+00:00,1081.35,41.4,0.7,0.0,321.18,1257.5,4187.525,374.93,51.5,1.3,21.4725,3154.375,10493.2325,0.5916999999999994,0.0,13201.0,10493.824200000001,13201.0,-2707.175799999999,None,FI,2026-04-23
2026-01-01 23:00:00+00:00,1073.875,41.4,0.7,0.0,329.5625,1247.95,4219.125,380.4525,51.5,1.3,27.84825,3089.325,10463.038250000001,0.0,19.65425,13046.0,10463.038250000001,13065.65425,-2602.615999999998,None,FI,2026-04-23
2026-01-02 00:00:00+00:00,1076.925,41.4,0.7,0.0,324.3275,1267.025,4228.9,381.73,51.5,1.3,28.241500000000002,3198.65,10600.699,8.9872,0.0,12808.25,10609.6862,12808.25,-2198.5638,None,FI,2026-04-23
2026-01-02 01:00:00+00:00,1090.25,41.4,0.7,0.0,321.51,1248.075,4228.425,381.65250000000003,51.5,1.3,24.73225,3187.325,10576.869750000002,0.0,2.0140000000000002,12741.75,10576.869750000002,12743.764,-2166.8942499999976,None,FI,2026-04-23
2026-01-02 02:00:00+00:00,1077.775,41.445,0.38468749999999996,0.0,327.60749999999996,1344.2,4229.175,383.5925,51.63525,1.254825,25.12925,3265.175,10747.3740125,10.264,0.0,12665.25,10757.6380125,12665.25,-1907.6119875000004,None,FI,2026-04-23
2026-01-02 03:00:00+00:00,1092.3249999999998,41.5,0.0,0.0,339.1975,1446.45,4228.7,380.8425,51.8,1.2,32.22375,3375.325,10989.56375,9.61975,0.0,12850.25,10999.1835,12850.25,-1851.0665000000008,None,FI,2026-04-23
2026-01-02 04:00:00+00:00,1077.8999999999999,41.5,0.0,0.0,329.6,1346.225,4227.825,377.105,51.8,1.2,23.93525,3602.6499999999996,11079.740249999999,0.0,45.64025,13314.0,11079.740249999999,13359.64025,-2279.9000000000015,None,FI,2026-04-23
2026-01-02 05:00:00+00:00,1116.0249999999999,41.5,0.0699075,0.0,350.445,1394.55,4228.425,377.1175,51.8,1.2,23.2,3939.175,11523.507407500001,0.0,41.09825,13468.75,11523.507407500001,13509.84825,-1986.340842499998,None,FI,2026-04-23
2026-01-02 06:00:00+00:00,1160.85,41.5,3.919975,0.0,368.2825,1445.425,4227.275,385.15999999999997,51.8,1.2,24.63725,4130.45,11840.499724999998,0.9732500000000002,0.0,13630.75,11841.472974999997,13630.75,-1789.277025000003,None,FI,2026-04-23
2026-01-02 07:00:00+00:00,1211.65,54.27825,4.9,0.0,401.3125,1510.975,4228.5,400.34749999999997,51.8,1.2,23.47025,4123.275,12011.7085,20.793275,0.0,13604.75,12032.501775,13604.75,-1572.2482249999994,None,FI,2026-04-23
2026-01-02 08:00:00+00:00,1226.25,110.4375,6.857075,0.0,427.8725,1609.675,4098.925,403.96500000000003,51.802499999999995,12.112575,23.386,4159.950000000001,12131.23315,1.0498000000000003,0.0,13603.5,12132.28295,13603.5,-1471.2170499999993,None,FI,2026-04-23
2026-01-02 09:00:00+00:00,1286.425,197.6275,5.77,0.0,458.635,1947.2,3477.95,412.9175,51.7975,31.056,30.0965,3962.1000000000004,11861.574999999999,83.818075,0.0,13379.5,11945.393074999998,13379.5,-1434.1069250000019,None,FI,2026-04-23
2026-01-02 10:00:00+00:00,1317.55,215.9725,8.0047,0.0,498.4625,1986.65,3473.075,393.1325,51.8,26.57775,33.30225,3758.825,11763.352200000001,72.27525,0.0,13419.25,11835.627450000002,13419.25,-1583.6225499999982,None,FI,2026-04-23
2026-01-02 11:00:00+00:00,1283.05,191.91500000000002,18.0625,0.0,488.395,1916.4250000000002,3473.775,403.0225,51.8,16.30025,44.23425,3593.575,11480.5545,0.0,52.0265,13554.25,11480.5545,13606.2765,-2125.7219999999998,None,FI,2026-04-23
2026-01-02 12:00:00+00:00,1285.325,212.7375,17.75675,0.0,483.3625,1900.1,3476.8,398.7675,49.507999999999996,1.4844,54.3645,3588.25,11468.45615,0.0,41.273,13424.25,11468.45615,13465.523,-1997.0668499999992,None,FI,2026-04-23
2026-01-02 13:00:00+00:00,1258.3,249.1825,16.5,0.0,472.34,1762.975,3476.425,379.3425,12.5,1.4,52.7,3823.3,11504.965,0.0,32.883700000000005,13465.75,11504.965,13498.6337,-1993.6687000000002,None,FI,2026-04-23
2026-01-02 14:00:00+00:00,1307.35,280.5375,16.0235,0.0,466.3525,1849.075,3477.975,386.9925,21.30225,1.4,62.19525,3831.775,11700.9785,36.218475,0.0,13403.5,11737.196974999999,13403.5,-1666.303025000001,None,FI,2026-04-23
2026-01-02 15:00:00+00:00,1330.95,296.46,15.90525,0.0,464.3325,1910.75,3477.8,380.695,34.44725,1.4,67.37,3765.35,11745.46,58.307325,0.0,13298.75,11803.767324999999,13298.75,-1494.982675000001,None,FI,2026-04-23
2026-01-02 16:00:00+00:00,1309.25,301.5575,16.5,0.0,435.66999999999996,1878.3,3477.7,371.6025,33.44525,1.4,62.7785,3805.025,11693.22875,0.8260999999999994,0.0,13399.75,11694.05485,13399.75,-1705.6951499999996,None,FI,2026-04-23
2026-01-02 17:00:00+00:00,1228.3,284.865,14.79675,0.0,389.8025,1682.05,3477.075,352.435,28.6,1.4,57.12025,3952.7,11469.1445,0.0,1.034250000000002,13555.25,11469.1445,13556.28425,-2087.1397500000003,None,FI,2026-04-23
2026-01-02 18:00:00+00:00,1238.175,236.89,14.317250000000001,0.0,369.6825,1685.35,3476.8,342.90999999999997,28.6,1.4,55.489999999999995,4109.125,11558.73975,0.0,32.341049999999996,13427.5,11558.73975,13459.841049999999,-1901.1012999999984,None,FI,2026-04-23
2026-01-02 19:00:00+00:00,1240.55,231.4,15.0875,0.0,343.8075,1707.875,3477.525,342.4525,28.6,1.4,43.758,4234.325,11666.7805,0.0,18.218475,13151.75,11666.7805,13169.968475,-1503.187974999999,None,FI,2026-04-23
2026-01-02 20:00:00+00:00,1248.525,270.4125,14.6685,0.0,346.45,1775.375,3477.8,345.42,25.12575,1.4,37.5315,3589.0,11131.70825,55.64784999999999,0.0,12975.0,11187.356099999999,12975.0,-1787.643900000001,None,FI,2026-04-23
2026-01-02 21:00:00+00:00,1261.9,286.085,15.44,0.0,346.59000000000003,1833.725,3478.325,342.40999999999997,24.0885,1.4,37.62525,3421.65,11049.23875,54.31365,0.0,12721.75,11103.5524,12721.75,-1618.1975999999995,None,FI,2026-04-23
2026-01-02 22:00:00+00:00,1254.175,268.605,14.6,0.0,347.4975,1744.575,3479.125,353.9875,22.9,1.4,32.608,3398.05,10917.523,0.0,20.743499999999997,12529.0,10917.523,12549.7435,-1632.2205000000013,None,FI,2026-04-23
2026-01-02 23:00:00+00:00,1184.375,228.9875,12.4125,0.0,338.8375,1478.325,3466.15,377.6775,21.605,1.4,25.6,3083.875,10219.244999999999,54.44370000000001,0.0,12306.75,10273.688699999999,12306.75,-2033.0613000000012,None,FI,2026-04-23
2026-01-03 00:00:00+00:00,1191.3,219.885,5.362724999999999,0.0,345.27,1470.05,3465.625,388.8725,20.8,1.4,26.64875,3018.65,10153.863975,0.0,26.526775,12277.0,10153.863975,12303.526775,-2149.6628,None,FI,2026-04-23
2026-01-03 01:00:00+00:00,1196.75,219.5,4.6,0.0,345.2675,1476.2,3465.575,387.315,20.8,1.4,33.1015,2992.55,10143.059,0.0,57.15575,12165.0,10143.059,12222.15575,-2079.0967500000006,None,FI,2026-04-23
2026-01-03 02:00:00+00:00,1174.225,219.6825,4.233975,0.0,340.1225,1476.0,3481.4,380.79,19.664,1.3081999999999998,27.88825,2858.7000000000003,9984.014425,16.08575,0.0,12105.0,10000.100175,12105.0,-2104.8998250000004,None,FI,2026-04-23
2026-01-03 03:00:00+00:00,1176.4,219.9375,3.8,0.0,348.82,1440.225,3554.425,380.145,19.2,1.2,34.40025,2804.825,9983.37775,0.0,12.91575,12160.0,9983.37775,12172.91575,-2189.5380000000005,None,FI,2026-04-23
2026-01-03 04:00:00+00:00,1219.475,175.325,3.8,0.0,371.06,1506.925,3763.425,378.7,19.2,1.2,36.8,2968.925,10444.835,7.252075000000001,0.0,12202.5,10452.087075,12202.5,-1750.4129250000005,None,FI,2026-04-23
2026-01-03 05:00:00+00:00,1219.925,205.44,3.8,0.0,385.43,1506.375,3935.2,387.1075,17.2575,1.2,27.9745,3135.4,10825.1095,0.0,71.7341,12406.0,10825.1095,12477.7341,-1652.6245999999992,None,FI,2026-04-23
2026-01-03 06:00:00+00:00,1219.1,283.21750000000003,6.6286,0.0,394.5075,1526.6,3931.975,382.045,17.1,1.2,25.2,3177.8,10965.373599999999,0.0,17.2813,12615.0,10965.373599999999,12632.2813,-1666.9077000000016,None,FI,2026-04-23
2026-01-03 07:00:00+00:00,1240.4750000000001,329.825,14.9765,0.0,413.8525,1574.775,3961.725,384.2075,17.1,4.8879,25.2,3243.125,11210.149400000002,28.884,0.0,12742.25,11239.033400000002,12742.25,-1503.216599999998,None,FI,2026-04-23
2026-01-03 08:00:00+00:00,1268.55,336.5125,17.2955,0.0,429.51,1649.175,4048.9,385.3475,17.1,20.00475,25.2,3239.7,11437.29525,1.6917500000000008,0.0,12954.25,11438.987,12954.25,-1515.2630000000008,None,FI,2026-04-23
2026-01-03 09:00:00+00:00,1262.8,331.71500000000003,30.36975,0.0,436.425,1661.925,4068.575,378.52750000000003,17.32225,36.4565,25.2,3106.225,11355.541000000001,79.8653,0.0,12963.75,11435.4063,12963.75,-1528.3436999999994,None,FI,2026-04-23
2026-01-03 10:00:00+00:00,1280.775,405.7675,47.07125,0.0,442.725,1804.85,4068.125,381.875,24.555,37.1,25.2,2977.3250000000003,11495.368750000001,0.0,0.6303000000000001,12935.25,11495.368750000001,12935.8803,-1440.5115499999993,None,FI,2026-04-23
2026-01-03 11:00:00+00:00,1261.7,438.85,57.41375,0.0,435.3725,1840.3249999999998,4068.425,382.0175,25.74175,25.56825,25.2,2855.75,11416.36375,0.0,20.453575,12886.25,11416.36375,12906.703575,-1490.339824999999,None,FI,2026-04-23
2026-01-03 12:00:00+00:00,1273.725,481.14,69.46074999999999,0.0,431.5,1788.3,4068.275,377.8975,24.0,2.042725,25.2,2831.325,11372.865975,0.0,24.735125,12769.0,11372.865975,12793.735125,-1420.8691499999986,None,FI,2026-04-23
2026-01-03 13:00:00+00:00,1275.725,495.2225,74.16025,0.0,428.635,1706.525,4068.45,376.71000000000004,24.0,1.9,25.2,3172.0750000000003,11648.60275,0.0,19.183475,12947.0,11648.60275,12966.183475,-1317.5807249999998,None,FI,2026-04-23
2026-01-03 14:00:00+00:00,1269.975,506.2025,73.23925,0.0,424.2875,1698.675,4068.05,382.82,21.37175,1.9,25.83,3642.125,12114.476,0.0,18.92715,13237.0,12114.476,13255.92715,-1141.451149999999,None,FI,2026-04-23
2026-01-03 15:00:00+00:00,1291.075,513.265,73.49425000000001,0.0,419.8725,1658.375,4067.85,381.8575,19.8,1.9,28.15575,3917.75,12373.394999999999,42.014425,0.0,13420.0,12415.409424999998,13420.0,-1004.590575000002,None,FI,2026-04-23
2026-01-03 16:00:00+00:00,1287.125,505.9125,74.66825,0.0,421.9825,1738.525,4103.325,386.48,19.8,1.9,32.783,4056.75,12629.251249999998,26.960250000000002,0.0,13485.5,12656.211499999998,13485.5,-829.2885000000024,None,FI,2026-04-23
2026-01-03 17:00:00+00:00,1279.175,448.7475,65.28025,0.0,421.2575,1676.55,4160.225,381.18,19.8,1.9,30.65275,4119.775,12604.542999999998,0.0,25.362775000000003,13560.5,12604.542999999998,13585.862775,-981.3197750000018,None,FI,2026-04-23
2026-01-03 18:00:00+00:00,1276.0,410.7775,58.19225,0.0,423.23,1650.1,4161.15,377.2875,15.49075,1.9,27.6,4013.475,12415.203000000001,0.0,2.9665000000000012,13316.5,12415.203000000001,13319.4665,-904.2634999999991,None,FI,2026-04-23
2026-01-03 19:00:00+00:00,1252.6499999999999,388.0025,54.30025,0.0,392.8875,1578.375,4161.0,384.78499999999997,12.16,1.9,26.9,3932.65,12185.610249999998,0.0,9.200275000000001,13115.5,12185.610249999998,13124.700275,-939.0900250000013,None,FI,2026-04-23
2026-01-03 20:00:00+00:00,1267.925,354.0575,49.630250000000004,0.0,402.775,1562.65,4161.025,397.1075,12.1,1.9,26.9,3849.375,12085.445249999999,24.26755,0.0,13196.5,12109.7128,13196.5,-1086.7872000000007,None,FI,2026-04-23
2026-01-03 21:00:00+00:00,1253.775,369.6725,50.83625,0.0,401.565,1493.9,4193.925,406.625,12.1,1.9,25.14,3829.7,12039.138749999998,0.0,27.19265,13181.75,12039.138749999998,13208.94265,-1169.8039000000026,None,FI,2026-04-23
2026-01-03 22:00:00+00:00,1228.125,375.19,51.231,0.0,399.9925,1387.9,4215.2,405.38,13.24225,1.9,24.5,3793.975,11896.63575,0.0,19.660275,12963.5,11896.63575,12983.160275,-1086.5245250000007,None,FI,2026-04-23
2026-01-03 23:00:00+00:00,1218.95,374.64750000000004,49.8935,0.0,404.15999999999997,1453.525,4227.575,412.695,16.28,1.9,24.5,3787.3250000000003,11971.451,2.832600000000001,0.0,12695.5,11974.283599999999,12695.5,-721.2164000000012,None,FI,2026-04-23
2026-01-04 00:00:00+00:00,1257.375,375.26750000000004,49.56925,0.0,422.6375,1427.575,4229.325,415.01,16.1,1.9,26.39,3936.275,12157.424249999998,0.0,28.088475000000003,12535.75,12157.424249999998,12563.838475,-406.41422500000226,None,FI,2026-04-23
2026-01-04 01:00:00+00:00,1321.7,374.52,51.431,0.0,428.6575,1359.325,4229.45,416.5075,16.1,1.9,26.6,4208.05,12434.240999999998,0.0,15.8719,12443.25,12434.240999999998,12459.1219,-24.88090000000193,None,FI,2026-04-23
2026-01-04 02:00:00+00:00,1343.95,379.5075,76.721,0.0,431.435,1285.075,4229.05,422.97,16.546,1.5867499999999999,26.6,4210.3,12423.741250000003,0.0,19.06225,12430.75,12423.741250000003,12449.81225,-26.070999999998094,None,FI,2026-04-23
2026-01-04 03:00:00+00:00,1350.85,383.2675,88.58,0.0,438.3625,1311.25,4229.375,428.4725,17.1,1.2,26.6,4266.15,12541.2075,23.05655,0.0,12489.0,12564.26405,12489.0,75.26404999999977,None,FI,2026-04-23
2026-01-04 04:00:00+00:00,1361.475,394.19,88.84875,0.0,440.85,1387.5749999999998,4229.175,422.97,15.0205,1.2,26.6,4249.825,12617.72925,0.0,18.627224999999996,12608.75,12617.72925,12627.377225,-9.64797499999986,None,FI,2026-04-23
2026-01-04 05:00:00+00:00,1388.45,430.605,92.20375,0.0,454.4625,1493.3,4229.35,423.525,9.8,1.2,26.6,4165.650000000001,12715.146250000002,0.0,62.4076,12612.25,12715.146250000002,12674.6576,40.488650000001144,None,FI,2026-04-23
2026-01-04 06:00:00+00:00,1371.8,559.3925,109.89500000000001,0.0,457.0375,1508.0,4228.275000000001,420.6375,7.400025,1.2,26.6,4111.85,12802.087525000004,0.0,27.738149999999997,12826.75,12802.087525000004,12854.48815,-52.40062499999476,None,FI,2026-04-23
2026-01-04 07:00:00+00:00,1359.475,588.045,115.9,0.0,464.5375,1592.925,4228.425,429.005,7.4,7.101875,26.6,3865.025,12684.439374999998,45.430525,0.0,12878.75,12729.869899999998,12878.75,-148.88010000000213,None,FI,2026-04-23
2026-01-04 08:00:00+00:00,1375.725,632.075,138.39249999999998,0.0,471.9875,1693.5,4228.225,425.2125,7.4,30.59675,26.6875,3476.55,12506.351750000002,26.00225,0.0,13088.0,12532.354000000001,13088.0,-555.6459999999988,None,FI,2026-04-23
2026-01-04 09:00:00+00:00,1394.875,702.97,145.52,0.0,475.39,1875.275,4229.35,419.90250000000003,8.74135,55.91075,34.17425,3191.175,12533.28385,10.18575,0.0,13268.25,12543.4696,13268.25,-724.7803999999996,None,FI,2026-04-23
2026-01-04 10:00:00+00:00,1415.125,656.72,148.9425,0.0,474.0375,1784.275,4229.325,406.345,8.160124999999999,59.046749999999996,28.271,3017.675,12227.922875,0.0,10.389050000000001,13300.75,12227.922875,13311.13905,-1083.2161749999996,None,FI,2026-04-23
2026-01-04 11:00:00+00:00,1365.6,643.265,187.65,0.0,466.1725,1742.6,4229.75,396.51750000000004,7.6,37.40625,25.1,2899.725,12001.386250000001,9.754125,0.0,13313.0,12011.140375,13313.0,-1301.8596249999991,None,FI,2026-04-23
2026-01-04 12:00:00+00:00,1378.725,620.13,174.91,0.0,470.515,1721.65,4229.225,397.3175,7.6,6.671775,25.99975,2928.125,11960.869025000002,0.0,2.2671500000000004,13371.75,11960.869025000002,13374.01715,-1413.148124999998,None,FI,2026-04-23
2026-01-04 13:00:00+00:00,1422.95,605.38,175.07,0.0,480.66499999999996,1723.325,4229.9,400.43,7.6,1.2,27.99725,3198.0,12272.517250000003,3.4768749999999993,0.0,13590.75,12275.994125000003,13590.75,-1314.755874999997,None,FI,2026-04-23
2026-01-04 14:00:00+00:00,1452.45,614.41,181.42000000000002,0.0,484.335,1848.2,4229.625,403.82,7.6,1.2,41.7625,3266.225,12531.047500000002,16.182625,0.0,13703.25,12547.230125000002,13703.25,-1156.0198749999981,None,FI,2026-04-23
2026-01-04 15:00:00+00:00,1472.7,625.11,181.97750000000002,0.0,487.73,1926.1,4229.825,407.02,7.687424999999999,1.2,53.0995,3116.425,12508.874425000002,12.75395,0.0,13751.5,12521.628375000002,13751.5,-1229.871624999998,None,FI,2026-04-23
2026-01-04 16:00:00+00:00,1482.85,744.355,187.82750000000001,0.0,491.135,1953.275,4230.7,424.37,11.67825,1.2,53.9,2626.375,12207.66575,0.0,2.0767499999999988,13787.25,12207.66575,13789.32675,-1581.661,None,FI,2026-04-23
2026-01-04 17:00:00+00:00,1486.1,783.1575,191.7175,0.0,491.04,2073.475,4230.075,414.655,13.25525,1.2,61.07325,2025.275,11771.0235,13.320975,0.0,13577.5,11784.344475,13577.5,-1793.1555250000001,None,FI,2026-04-23
2026-01-04 18:00:00+00:00,1487.625,776.14,192.15,0.0,480.02,2084.4,4229.7,423.4475,8.13285,1.2,59.03175,1549.425,11291.2721,57.44165,0.0,13359.75,11348.71375,13359.75,-2011.0362499999992,None,FI,2026-04-23
2026-01-04 19:00:00+00:00,1489.45,779.855,189.555,0.0,482.33,1986.35,4230.65,430.9975,7.652475,1.2,62.195750000000004,1124.775,10785.010725,77.460875,0.0,13091.25,10862.4716,13091.25,-2228.7783999999992,None,FI,2026-04-23
2026-01-04 20:00:00+00:00,1478.1,780.1025,190.135,0.0,486.845,1941.225,4229.924999999999,434.5625,17.00625,1.2,62.975,839.1700000000001,10461.24625,36.955275,0.0,13239.25,10498.201525,13239.25,-2741.0484749999996,None,FI,2026-04-23
2026-01-04 21:00:00+00:00,1441.25,775.3,186.65,0.0,500.085,1950.575,4229.375,429.255,23.171,1.2,59.7145,679.625,10276.2005,0.0,33.814675,13217.5,10276.2005,13251.314675,-2975.114174999999,None,FI,2026-04-23
2026-01-04 22:00:00+00:00,1413.875,744.215,186.845,0.0,499.78000000000003,1858.475,4228.875,424.35,23.7695,1.2,48.03325,747.6524999999999,10177.070250000002,0.0,49.659325,13142.75,10177.070250000002,13192.409325,-3015.339074999998,None,FI,2026-04-23
2026-01-04 23:00:00+00:00,1416.775,741.315,186.97,0.0,506.97749999999996,1693.875,4180.325,430.635,32.370999999999995,1.2,43.469,919.815,10153.727499999999,0.0,90.66494999999999,12954.0,10153.727499999999,13044.66495,-2890.9374500000013,None,FI,2026-04-23
2026-01-05 00:00:00+00:00,1370.675,754.8375,182.14,0.0,513.6424999999999,1432.775,4179.1,430.4775,42.07225,1.2,35.2385,1003.225,9945.38325,0.0,86.9949,12864.25,9945.38325,12951.2449,-3005.861649999999,None,FI,2026-04-23
2026-01-05 01:00:00+00:00,1385.5,769.8625,180.44,0.0,515.79,1456.275,4179.25,434.7175,48.345,1.2,32.22,1035.4725,10039.0725,0.0,7.704250000000002,12779.25,10039.0725,12786.95425,-2747.8817500000005,None,FI,2026-04-23
2026-01-05 02:00:00+00:00,1381.625,761.3975,182.1175,0.0,515.5525,1471.575,4179.35,424.075,47.55575,1.2,31.0195,1188.0,10183.467750000002,6.607250000000002,0.0,12866.25,10190.075,12866.25,-2676.1749999999993,None,FI,2026-04-23
2026-01-05 03:00:00+00:00,1396.8,790.46,183.085,0.0,514.75,1589.725,4179.2,427.1,46.5,1.2,35.1605,1354.35,10518.330500000002,24.10645,0.0,13103.5,10542.436950000001,13103.5,-2561.063049999999,None,FI,2026-04-23
2026-01-05 04:00:00+00:00,1444.425,871.85,183.985,0.0,523.4425,1812.85,4156.725,420.955,53.59675,1.2,39.76475,1526.675,11035.469000000001,0.0,21.93325,13446.5,11035.469000000001,13468.43325,-2432.964249999999,None,FI,2026-04-23
2026-01-05 05:00:00+00:00,1437.675,898.29,185.06,0.0,547.865,1880.025,4133.275,424.2475,74.87,1.2,41.854,1801.625,11425.9865,1.827325000000001,0.0,13684.75,11427.813825000001,13684.75,-2256.936174999999,None,FI,2026-04-23
2026-01-05 06:00:00+00:00,1425.525,914.5500000000001,188.7825,0.0274875,560.535,2074.55,4133.7,418.905,84.79724999999999,1.2,60.513999999999996,1983.55,11846.6362375,80.216325,0.0,13924.25,11926.8525625,13924.25,-1997.3974374999998,None,FI,2026-04-23
2026-01-05 07:00:00+00:00,1476.525,949.755,215.33249999999998,0.0,558.3,2091.925,4137.725,446.655,86.6,9.246875,62.75675,1870.7250000000001,11905.546125000003,28.27355,0.0,13988.25,11933.819675000002,13988.25,-2054.4303249999975,None,FI,2026-04-23
2026-01-05 08:00:00+00:00,1502.85,976.095,230.8,0.0,555.505,2101.05,4134.075,451.83500000000004,86.6,41.995999999999995,61.6625,1784.875,11927.343499999999,7.402999999999999,0.0,14049.0,11934.7465,14049.0,-2114.2535000000007,None,FI,2026-04-23
2026-01-05 09:00:00+00:00,1522.325,985.275,233.20749999999998,0.0,576.895,2065.025,4130.725,411.98749999999995,86.6,71.166,63.33,1704.45,11850.985999999999,17.727500000000003,0.0,14085.0,11868.7135,14085.0,-2216.2865,None,FI,2026-04-23
