,Biomass,Fossil Gas,Geothermal,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-02-19 06:00:00+00:00,132.5,1177.0,0.0,113.25,39.0,55.5,7.5,82.5,1607.25,0.0,0.0,1006.0,1607.25,1006.0,601.25,None,IT_CALA,2026-04-23
2026-02-19 07:00:00+00:00,133.0,1031.25,0.0,112.0,39.0,184.0,3.25,101.25,1603.75,0.0,0.0,1144.0,1603.75,1144.0,459.75,None,IT_CALA,2026-04-23
2026-02-19 08:00:00+00:00,124.75,751.25,0.0,103.0,39.0,295.0,3.0,168.75,1484.75,0.0,0.0,1075.25,1484.75,1075.25,409.5,None,IT_CALA,2026-04-23
2026-02-19 09:00:00+00:00,113.75,75.75,0.0,58.75,39.75,360.25,2.0,196.75,847.0,0.0,0.0,958.75,847.0,958.75,-111.75,None,IT_CALA,2026-04-23
2026-02-19 10:00:00+00:00,105.5,0.0,0.0,60.5,40.0,392.25,1.75,243.75,843.75,0.0,0.0,891.25,843.75,891.25,-47.5,None,IT_CALA,2026-04-23
2026-02-19 11:00:00+00:00,119.25,0.0,0.0,61.25,40.0,390.5,2.5,329.5,943.0,0.0,0.0,883.75,943.0,883.75,59.25,None,IT_CALA,2026-04-23
2026-02-19 12:00:00+00:00,131.25,0.0,0.0,62.0,39.0,355.75,8.25,360.5,956.75,0.0,0.0,859.5,956.75,859.5,97.25,None,IT_CALA,2026-04-23
2026-02-19 13:00:00+00:00,132.75,39.25,0.0,65.0,39.0,291.75,8.0,383.25,959.0,0.0,0.0,857.0,959.0,857.0,102.0,None,IT_CALA,2026-04-23
2026-02-19 14:00:00+00:00,132.75,259.5,0.0,65.0,39.0,187.75,8.0,386.5,1078.5,0.0,0.0,931.5,1078.5,931.5,147.0,None,IT_CALA,2026-04-23
2026-02-19 15:00:00+00:00,133.25,796.0,0.0,71.25,39.0,67.25,8.0,387.25,1502.0,0.0,0.0,1019.25,1502.0,1019.25,482.75,None,IT_CALA,2026-04-23
2026-02-19 16:00:00+00:00,124.75,1646.5,0.0,71.25,39.0,4.5,8.75,416.25,2311.0,0.0,0.0,1149.25,2311.0,1149.25,1161.75,None,IT_CALA,2026-04-23
2026-02-19 17:00:00+00:00,123.5,1873.0,0.0,70.0,39.0,0.0,8.75,425.25,2539.5,0.0,0.0,1230.25,2539.5,1230.25,1309.25,None,IT_CALA,2026-04-23
2026-02-19 18:00:00+00:00,124.75,1881.75,0.0,70.5,39.0,0.0,9.0,450.25,2575.25,0.0,0.0,1248.5,2575.25,1248.5,1326.75,None,IT_CALA,2026-04-23
2026-02-19 19:00:00+00:00,132.5,1878.25,0.0,71.0,39.0,0.0,8.75,501.0,2630.5,0.0,0.0,1271.25,2630.5,1271.25,1359.25,None,IT_CALA,2026-04-23
2026-02-19 20:00:00+00:00,133.5,1487.0,0.0,64.5,39.0,0.0,8.75,463.5,2196.25,0.0,0.0,1159.25,2196.25,1159.25,1037.0,None,IT_CALA,2026-04-23
2026-02-19 21:00:00+00:00,129.75,945.75,0.0,58.0,39.0,0.0,8.5,579.75,1760.75,0.0,0.0,1040.0,1760.75,1040.0,720.75,None,IT_CALA,2026-04-23
2026-02-19 22:00:00+00:00,127.75,424.75,0.0,58.0,39.0,0.0,9.25,818.5,1477.25,0.0,0.0,879.25,1477.25,879.25,598.0,None,IT_CALA,2026-04-23
2026-02-19 23:00:00+00:00,129.5,231.75,0.0,64.0,39.5,0.0,8.5,753.25,1226.5,0.0,0.0,869.5,1226.5,869.5,357.0,None,IT_CALA,2026-04-23
2026-02-20 00:00:00+00:00,131.5,217.5,0.0,72.5,39.0,0.0,8.0,767.0,1235.5,0.0,0.0,892.0,1235.5,892.0,343.5,None,IT_CALA,2026-04-23
2026-02-20 01:00:00+00:00,134.0,219.0,0.0,80.5,39.0,0.0,9.0,809.25,1290.75,0.0,0.0,903.5,1290.75,903.5,387.25,None,IT_CALA,2026-04-23
2026-02-20 02:00:00+00:00,134.25,220.25,0.0,82.25,39.0,0.0,9.0,791.5,1276.25,0.0,0.0,912.25,1276.25,912.25,364.0,None,IT_CALA,2026-04-23
2026-02-20 03:00:00+00:00,132.75,352.75,0.0,84.75,39.0,0.0,8.5,712.25,1330.0,0.0,0.0,943.0,1330.0,943.0,387.0,None,IT_CALA,2026-04-23
2026-02-20 04:00:00+00:00,133.0,805.25,0.0,84.0,39.0,0.0,9.0,689.25,1759.5,0.0,0.0,1031.75,1759.5,1031.75,727.75,None,IT_CALA,2026-04-23
2026-02-20 05:00:00+00:00,133.25,805.25,0.0,85.0,39.0,0.0,9.0,654.0,1725.5,0.0,0.0,1102.5,1725.5,1102.5,623.0,None,IT_CALA,2026-04-23
2026-02-20 06:00:00+00:00,126.75,809.75,0.0,86.0,39.0,6.0,8.5,605.0,1681.0,0.0,0.0,1235.0,1681.0,1235.0,446.0,None,IT_CALA,2026-04-23
2026-02-20 07:00:00+00:00,120.75,801.5,0.0,126.5,38.0,32.5,7.75,611.25,1738.25,0.0,0.0,1228.5,1738.25,1228.5,509.75,None,IT_CALA,2026-04-23
2026-02-20 08:00:00+00:00,111.75,313.5,0.0,82.75,38.25,78.75,8.0,546.75,1179.75,0.0,0.0,1080.0,1179.75,1080.0,99.75,None,IT_CALA,2026-04-23
2026-02-20 09:00:00+00:00,112.75,389.0,0.0,75.0,39.25,114.25,8.25,450.5,1189.0,0.0,0.0,1107.5,1189.0,1107.5,81.5,None,IT_CALA,2026-04-23
2026-02-20 10:00:00+00:00,110.0,388.25,0.0,73.5,39.0,135.5,8.25,461.25,1215.75,0.0,0.0,1025.25,1215.75,1025.25,190.5,None,IT_CALA,2026-04-23
2026-02-20 11:00:00+00:00,114.75,395.0,0.0,78.25,39.0,141.75,8.0,452.25,1229.0,0.0,0.0,1025.75,1229.0,1025.75,203.25,None,IT_CALA,2026-04-23
2026-02-20 12:00:00+00:00,114.5,399.0,0.0,85.0,39.0,133.75,8.0,434.5,1213.75,0.0,0.0,971.25,1213.75,971.25,242.5,None,IT_CALA,2026-04-23
2026-02-20 13:00:00+00:00,115.5,417.5,0.0,88.25,39.0,103.0,7.75,516.75,1287.75,0.0,0.0,918.5,1287.75,918.5,369.25,None,IT_CALA,2026-04-23
2026-02-20 14:00:00+00:00,118.0,826.5,0.0,112.25,39.0,63.5,2.75,419.75,1581.75,0.0,0.0,1004.5,1581.75,1004.5,577.25,None,IT_CALA,2026-04-23
2026-02-20 15:00:00+00:00,119.0,1167.5,0.0,96.0,39.0,22.75,0.0,287.25,1731.5,0.0,0.0,1062.5,1731.5,1062.5,669.0,None,IT_CALA,2026-04-23
2026-02-20 16:00:00+00:00,111.5,1170.25,0.0,97.0,39.0,2.0,0.0,233.25,1653.0,0.0,0.0,1080.5,1653.0,1080.5,572.5,None,IT_CALA,2026-04-23
2026-02-20 17:00:00+00:00,109.0,1173.5,0.0,97.0,39.0,0.0,2.25,253.25,1674.0,0.0,0.0,1104.5,1674.0,1104.5,569.5,None,IT_CALA,2026-04-23
2026-02-20 18:00:00+00:00,111.0,1171.5,0.0,96.75,39.75,0.0,7.5,344.25,1770.75,0.0,0.0,1140.25,1770.75,1140.25,630.5,None,IT_CALA,2026-04-23
2026-02-20 19:00:00+00:00,120.0,1176.0,0.0,85.0,40.0,0.0,8.25,302.25,1731.5,0.0,0.0,1123.75,1731.5,1123.75,607.75,None,IT_CALA,2026-04-23
2026-02-20 20:00:00+00:00,120.0,1093.0,0.0,76.25,40.0,0.0,9.0,260.5,1598.75,0.0,0.0,965.0,1598.75,965.0,633.75,None,IT_CALA,2026-04-23
2026-02-20 21:00:00+00:00,118.5,909.5,0.0,76.75,40.0,0.0,9.0,275.25,1429.0,0.0,0.0,870.75,1429.0,870.75,558.25,None,IT_CALA,2026-04-23
2026-02-20 22:00:00+00:00,118.25,732.5,0.0,81.0,40.0,0.0,3.5,280.25,1255.5,0.0,0.0,873.75,1255.5,873.75,381.75,None,IT_CALA,2026-04-23
2026-02-20 23:00:00+00:00,120.25,361.75,0.0,77.75,40.0,0.0,7.5,262.25,869.5,0.0,0.0,741.25,869.5,741.25,128.25,None,IT_CALA,2026-04-23
2026-02-21 00:00:00+00:00,121.25,402.0,0.0,73.25,40.0,0.0,7.5,335.5,979.5,0.0,0.0,741.75,979.5,741.75,237.75,None,IT_CALA,2026-04-23
2026-02-21 01:00:00+00:00,120.5,404.0,0.0,72.25,39.0,0.0,7.5,304.25,947.5,0.0,0.0,717.0,947.5,717.0,230.5,None,IT_CALA,2026-04-23
2026-02-21 02:00:00+00:00,120.0,404.75,0.0,68.0,39.0,0.0,8.0,287.0,926.75,0.0,0.0,710.5,926.75,710.5,216.25,None,IT_CALA,2026-04-23
2026-02-21 03:00:00+00:00,119.75,406.25,0.0,67.25,39.0,0.0,8.0,255.5,895.75,0.0,0.0,701.75,895.75,701.75,194.0,None,IT_CALA,2026-04-23
2026-02-21 04:00:00+00:00,119.5,406.75,0.0,67.0,39.0,0.0,7.75,256.0,896.0,0.0,0.0,714.5,896.0,714.5,181.5,None,IT_CALA,2026-04-23
2026-02-21 05:00:00+00:00,119.5,408.25,0.0,70.75,39.0,1.75,8.0,251.0,898.25,0.0,0.0,739.0,898.25,739.0,159.25,None,IT_CALA,2026-04-23
2026-02-21 06:00:00+00:00,117.0,408.25,0.0,79.5,39.0,52.25,7.75,218.25,922.0,0.0,0.0,852.75,922.0,852.75,69.25,None,IT_CALA,2026-04-23
2026-02-21 07:00:00+00:00,119.75,404.5,0.0,88.25,39.0,176.75,8.0,210.0,1046.25,0.0,0.0,994.75,1046.25,994.75,51.5,None,IT_CALA,2026-04-23
2026-02-21 08:00:00+00:00,111.25,234.75,0.0,85.0,39.0,272.25,7.75,173.75,923.75,0.0,0.0,950.0,923.75,950.0,-26.25,None,IT_CALA,2026-04-23
2026-02-21 09:00:00+00:00,109.5,0.0,0.0,86.0,39.25,330.25,8.0,157.75,730.75,0.0,0.0,927.0,730.75,927.0,-196.25,None,IT_CALA,2026-04-23
2026-02-21 10:00:00+00:00,112.75,0.0,0.0,82.25,39.5,338.25,8.75,149.5,731.0,0.0,0.0,882.75,731.0,882.75,-151.75,None,IT_CALA,2026-04-23
2026-02-21 11:00:00+00:00,121.5,0.0,0.0,67.0,39.0,268.75,8.75,189.0,694.0,0.0,0.0,889.5,694.0,889.5,-195.5,None,IT_CALA,2026-04-23
2026-02-21 12:00:00+00:00,119.75,0.0,0.0,65.75,39.0,243.0,8.25,218.75,694.5,0.0,0.0,933.25,694.5,933.25,-238.75,None,IT_CALA,2026-04-23
2026-02-21 13:00:00+00:00,119.5,21.0,0.0,70.25,39.0,206.0,7.75,262.75,726.25,0.0,0.0,917.5,726.25,917.5,-191.25,None,IT_CALA,2026-04-23
2026-02-21 14:00:00+00:00,118.5,131.75,0.0,74.0,39.0,116.5,8.0,282.5,770.25,0.0,0.0,849.25,770.25,849.25,-79.0,None,IT_CALA,2026-04-23
2026-02-21 15:00:00+00:00,121.25,473.75,0.0,97.25,39.0,33.75,8.0,295.75,1068.75,0.0,0.0,963.25,1068.75,963.25,105.5,None,IT_CALA,2026-04-23
2026-02-21 16:00:00+00:00,112.5,807.0,0.0,116.75,39.0,2.5,8.25,324.25,1410.25,0.0,0.0,987.5,1410.25,987.5,422.75,None,IT_CALA,2026-04-23
2026-02-21 17:00:00+00:00,112.25,813.0,0.0,98.0,39.0,0.0,9.0,354.75,1426.0,0.0,0.0,990.5,1426.0,990.5,435.5,None,IT_CALA,2026-04-23
2026-02-21 18:00:00+00:00,114.0,817.0,0.0,113.0,39.0,0.0,8.25,321.0,1412.25,0.0,0.0,1014.5,1412.25,1014.5,397.75,None,IT_CALA,2026-04-23
2026-02-21 19:00:00+00:00,121.0,815.0,0.0,115.75,39.0,0.0,8.0,255.25,1354.0,0.0,0.0,956.5,1354.0,956.5,397.5,None,IT_CALA,2026-04-23
2026-02-21 20:00:00+00:00,120.5,822.75,0.0,71.75,39.5,0.0,7.75,308.5,1370.75,0.0,0.0,873.25,1370.75,873.25,497.5,None,IT_CALA,2026-04-23
2026-02-21 21:00:00+00:00,119.5,789.75,0.0,71.0,40.0,0.0,8.0,372.25,1400.5,0.0,0.0,797.75,1400.5,797.75,602.75,None,IT_CALA,2026-04-23
2026-02-21 22:00:00+00:00,118.25,403.0,0.0,73.0,40.0,0.0,8.5,410.75,1053.5,0.0,0.0,744.25,1053.5,744.25,309.25,None,IT_CALA,2026-04-23
2026-02-21 23:00:00+00:00,119.5,28.75,0.0,79.75,39.75,0.0,4.0,402.25,674.0,0.0,0.0,698.75,674.0,698.75,-24.75,None,IT_CALA,2026-04-23
2026-02-22 00:00:00+00:00,121.5,0.0,0.0,74.75,39.0,0.0,2.25,359.0,596.5,0.0,0.0,631.25,596.5,631.25,-34.75,None,IT_CALA,2026-04-23
2026-02-22 01:00:00+00:00,121.0,0.0,0.0,69.25,39.0,0.0,3.0,385.5,617.75,0.0,0.0,612.75,617.75,612.75,5.0,None,IT_CALA,2026-04-23
2026-02-22 02:00:00+00:00,120.25,0.0,0.0,74.0,39.0,0.0,2.0,484.75,720.0,0.0,0.0,712.75,720.0,712.75,7.25,None,IT_CALA,2026-04-23
2026-02-22 03:00:00+00:00,119.25,0.0,0.0,73.0,39.0,0.0,2.0,490.5,723.75,0.0,0.0,712.5,723.75,712.5,11.25,None,IT_CALA,2026-04-23
2026-02-22 04:00:00+00:00,118.5,0.0,0.0,73.0,39.0,0.0,2.25,503.0,735.75,0.0,0.0,682.25,735.75,682.25,53.5,None,IT_CALA,2026-04-23
2026-02-22 05:00:00+00:00,118.75,0.0,0.0,77.5,39.0,2.0,2.75,473.0,713.0,0.0,0.0,706.25,713.0,706.25,6.75,None,IT_CALA,2026-04-23
2026-02-22 06:00:00+00:00,117.5,0.0,0.0,77.25,39.0,67.0,2.0,529.25,832.0,0.0,0.0,805.0,832.0,805.0,27.0,None,IT_CALA,2026-04-23
2026-02-22 07:00:00+00:00,117.75,0.0,0.0,75.0,39.0,197.5,1.5,511.5,942.25,0.0,0.0,902.75,942.25,902.75,39.5,None,IT_CALA,2026-04-23
2026-02-22 08:00:00+00:00,109.25,0.0,0.0,69.0,39.0,304.5,2.5,513.5,1037.75,0.0,0.0,979.75,1037.75,979.75,58.0,None,IT_CALA,2026-04-23
2026-02-22 09:00:00+00:00,111.25,0.0,0.0,69.0,39.0,380.5,2.75,552.5,1155.0,0.0,0.0,1020.25,1155.0,1020.25,134.75,None,IT_CALA,2026-04-23
2026-02-22 10:00:00+00:00,112.5,0.0,0.0,65.25,39.0,421.25,2.5,612.25,1252.75,0.0,0.0,1018.0,1252.75,1018.0,234.75,None,IT_CALA,2026-04-23
2026-02-22 11:00:00+00:00,118.75,0.0,0.0,64.5,39.0,424.0,1.5,678.75,1326.5,0.0,0.0,1044.5,1326.5,1044.5,282.0,None,IT_CALA,2026-04-23
2026-02-22 12:00:00+00:00,119.75,0.0,0.0,64.0,39.0,395.0,1.75,704.0,1323.5,0.0,0.0,964.75,1323.5,964.75,358.75,None,IT_CALA,2026-04-23
2026-02-22 13:00:00+00:00,119.5,20.75,0.0,61.5,39.0,333.25,1.5,704.25,1279.75,0.0,0.0,972.5,1279.75,972.5,307.25,None,IT_CALA,2026-04-23
2026-02-22 14:00:00+00:00,118.25,127.75,0.0,65.0,39.0,235.5,1.75,678.75,1266.0,0.0,0.0,1007.25,1266.0,1007.25,258.75,None,IT_CALA,2026-04-23
2026-02-22 15:00:00+00:00,118.75,351.75,0.0,69.5,39.0,100.5,1.25,588.25,1269.0,0.0,0.0,821.0,1269.0,821.0,448.0,None,IT_CALA,2026-04-23
2026-02-22 16:00:00+00:00,111.5,928.0,0.0,105.75,39.0,9.5,1.0,507.75,1702.5,0.0,0.0,859.0,1702.5,859.0,843.5,None,IT_CALA,2026-04-23
2026-02-22 17:00:00+00:00,107.5,1128.25,0.0,114.75,39.0,0.0,5.0,522.5,1917.0,0.0,0.0,955.5,1917.0,955.5,961.5,None,IT_CALA,2026-04-23
2026-02-22 18:00:00+00:00,106.25,1060.0,0.0,111.5,39.0,0.0,7.5,513.25,1837.5,0.0,0.0,931.25,1837.5,931.25,906.25,None,IT_CALA,2026-04-23
2026-02-22 19:00:00+00:00,118.25,1111.0,0.0,103.25,39.0,0.0,7.75,511.5,1890.75,0.0,0.0,920.75,1890.75,920.75,970.0,None,IT_CALA,2026-04-23
2026-02-22 20:00:00+00:00,118.75,1064.5,0.0,66.0,39.0,0.0,8.0,461.25,1757.5,0.0,0.0,826.75,1757.5,826.75,930.75,None,IT_CALA,2026-04-23
2026-02-22 21:00:00+00:00,118.5,1093.5,0.0,66.25,39.0,0.0,8.5,397.75,1723.5,0.0,0.0,826.0,1723.5,826.0,897.5,None,IT_CALA,2026-04-23
2026-02-22 22:00:00+00:00,117.25,825.0,0.0,66.75,39.0,0.0,8.75,406.0,1462.75,0.0,0.0,697.5,1462.75,697.5,765.25,None,IT_CALA,2026-04-23
2026-02-22 23:00:00+00:00,117.5,601.75,0.0,70.0,39.0,0.0,9.0,391.75,1229.0,0.0,0.0,621.25,1229.0,621.25,607.75,None,IT_CALA,2026-04-23
2026-02-23 00:00:00+00:00,119.0,612.5,0.0,69.75,39.0,0.0,9.0,380.5,1229.75,0.0,0.0,569.75,1229.75,569.75,660.0,None,IT_CALA,2026-04-23
2026-02-23 01:00:00+00:00,119.0,621.0,0.0,65.25,39.0,0.0,9.0,432.75,1286.0,0.0,0.0,521.0,1286.0,521.0,765.0,None,IT_CALA,2026-04-23
2026-02-23 02:00:00+00:00,118.0,624.5,0.0,65.0,39.0,0.0,9.5,475.75,1331.75,0.0,0.0,524.5,1331.75,524.5,807.25,None,IT_CALA,2026-04-23
2026-02-23 03:00:00+00:00,118.75,683.5,0.0,65.0,39.0,0.0,9.0,485.5,1400.75,0.0,0.0,561.25,1400.75,561.25,839.5,None,IT_CALA,2026-04-23
2026-02-23 04:00:00+00:00,119.25,776.5,0.0,68.0,39.0,0.0,9.0,498.75,1510.5,0.0,0.0,646.25,1510.5,646.25,864.25,None,IT_CALA,2026-04-23
2026-02-23 05:00:00+00:00,119.0,1180.5,0.0,69.0,39.0,2.5,8.75,507.75,1926.5,0.0,0.0,752.25,1926.5,752.25,1174.25,None,IT_CALA,2026-04-23
2026-02-23 06:00:00+00:00,116.0,1187.0,0.0,69.0,39.0,71.75,4.75,469.25,1956.75,0.0,0.0,894.0,1956.75,894.0,1062.75,None,IT_CALA,2026-04-23
2026-02-23 07:00:00+00:00,105.0,1173.25,0.0,68.0,39.0,204.5,0.5,463.5,2053.75,0.0,0.0,1054.5,2053.75,1054.5,999.25,None,IT_CALA,2026-04-23
2026-02-23 08:00:00+00:00,108.25,858.25,0.0,64.75,39.0,309.25,2.0,423.25,1804.75,0.0,0.0,1063.75,1804.75,1063.75,741.0,None,IT_CALA,2026-04-23
2026-02-23 09:00:00+00:00,106.0,84.0,0.0,64.75,39.0,367.0,1.75,381.75,1044.25,0.0,0.0,960.75,1044.25,960.75,83.5,None,IT_CALA,2026-04-23
2026-02-23 10:00:00+00:00,105.25,0.0,0.0,63.25,39.0,395.5,2.0,426.75,1031.75,0.0,0.0,995.0,1031.75,995.0,36.75,None,IT_CALA,2026-04-23
2026-02-23 11:00:00+00:00,120.25,0.0,0.0,58.5,39.0,383.5,2.25,440.75,1044.25,0.0,0.0,972.75,1044.25,972.75,71.5,None,IT_CALA,2026-04-23
2026-02-23 12:00:00+00:00,120.75,0.0,0.0,59.0,39.0,372.5,3.0,451.5,1045.75,0.0,0.0,965.0,1045.75,965.0,80.75,None,IT_CALA,2026-04-23
2026-02-23 13:00:00+00:00,117.75,24.25,0.0,61.0,39.0,312.0,3.0,511.75,1068.75,0.0,0.0,956.75,1068.75,956.75,112.0,None,IT_CALA,2026-04-23
2026-02-23 14:00:00+00:00,116.0,149.5,0.0,60.0,39.0,202.5,2.25,512.75,1082.0,0.0,0.0,912.5,1082.0,912.5,169.5,None,IT_CALA,2026-04-23
2026-02-23 15:00:00+00:00,118.5,547.25,0.0,63.75,39.0,76.0,2.5,540.5,1387.5,0.0,0.0,919.5,1387.5,919.5,468.0,None,IT_CALA,2026-04-23
2026-02-23 16:00:00+00:00,120.0,1058.0,0.0,68.5,39.0,5.5,3.0,538.25,1832.25,0.0,0.0,951.25,1832.25,951.25,881.0,None,IT_CALA,2026-04-23
2026-02-23 17:00:00+00:00,108.25,1158.5,0.0,110.0,39.0,0.0,2.75,545.5,1964.0,0.0,0.0,956.5,1964.0,956.5,1007.5,None,IT_CALA,2026-04-23
2026-02-23 18:00:00+00:00,109.75,1172.25,0.0,110.0,39.0,0.0,2.0,476.5,1909.5,0.0,0.0,982.75,1909.5,982.75,926.75,None,IT_CALA,2026-04-23
2026-02-23 19:00:00+00:00,119.0,1173.75,0.0,110.25,39.0,0.0,3.0,448.0,1893.0,0.0,0.0,1004.0,1893.0,1004.0,889.0,None,IT_CALA,2026-04-23
2026-02-23 20:00:00+00:00,119.75,1156.25,0.0,64.25,39.0,0.0,3.0,427.25,1809.5,0.0,0.0,931.75,1809.5,931.75,877.75,None,IT_CALA,2026-04-23
2026-02-23 21:00:00+00:00,118.75,1153.25,0.0,63.75,39.0,0.0,3.0,412.5,1790.25,0.0,0.0,879.75,1790.25,879.75,910.5,None,IT_CALA,2026-04-23
2026-02-23 22:00:00+00:00,117.0,1014.25,0.0,64.0,39.0,0.0,3.0,388.0,1625.25,0.0,0.0,819.25,1625.25,819.25,806.0,None,IT_CALA,2026-04-23
2026-02-23 23:00:00+00:00,117.75,502.5,0.0,62.0,39.25,0.0,2.75,387.75,1112.0,0.0,0.0,671.5,1112.0,671.5,440.5,None,IT_CALA,2026-04-23
2026-02-24 00:00:00+00:00,120.5,400.25,0.0,63.0,39.0,0.0,2.5,364.5,989.75,0.0,0.0,629.0,989.75,629.0,360.75,None,IT_CALA,2026-04-23
2026-02-24 01:00:00+00:00,120.25,401.0,0.0,63.0,39.0,0.0,3.0,456.25,1082.5,0.0,0.0,647.5,1082.5,647.5,435.0,None,IT_CALA,2026-04-23
2026-02-24 02:00:00+00:00,120.5,403.0,0.0,59.0,39.0,0.0,3.0,485.75,1110.25,0.0,0.0,601.25,1110.25,601.25,509.0,None,IT_CALA,2026-04-23
2026-02-24 03:00:00+00:00,120.0,400.5,0.0,58.75,39.0,0.0,3.0,476.0,1097.25,0.0,0.0,591.5,1097.25,591.5,505.75,None,IT_CALA,2026-04-23
2026-02-24 04:00:00+00:00,120.75,399.25,0.0,58.0,39.0,0.0,2.5,439.75,1059.25,0.0,0.0,593.75,1059.25,593.75,465.5,None,IT_CALA,2026-04-23
2026-02-24 05:00:00+00:00,119.25,399.5,0.0,63.0,39.0,2.25,2.0,434.5,1059.5,0.0,0.0,700.75,1059.5,700.75,358.75,None,IT_CALA,2026-04-23
2026-02-24 06:00:00+00:00,119.5,718.25,0.0,63.0,39.0,62.75,1.75,465.75,1470.0,0.0,0.0,897.0,1470.0,897.0,573.0,None,IT_CALA,2026-04-23
2026-02-24 07:00:00+00:00,112.0,895.75,0.0,73.5,39.0,167.75,2.75,475.0,1765.75,0.0,0.0,1120.0,1765.75,1120.0,645.75,None,IT_CALA,2026-04-23
2026-02-24 08:00:00+00:00,111.25,1155.0,0.0,55.25,39.0,278.0,3.0,439.0,2080.5,0.0,0.0,1204.5,2080.5,1204.5,876.0,None,IT_CALA,2026-04-23
2026-02-24 09:00:00+00:00,108.75,1092.75,0.0,53.0,39.0,355.5,3.0,435.0,2087.0,0.0,0.0,1127.0,2087.0,1127.0,960.0,None,IT_CALA,2026-04-23
2026-02-24 10:00:00+00:00,110.75,682.0,0.0,53.0,39.0,391.5,3.0,455.25,1734.5,0.0,0.0,1076.0,1734.5,1076.0,658.5,None,IT_CALA,2026-04-23
2026-02-24 11:00:00+00:00,119.5,547.0,0.0,53.0,39.0,403.0,3.0,490.75,1655.25,0.0,0.0,1062.0,1655.25,1062.0,593.25,None,IT_CALA,2026-04-23
2026-02-24 12:00:00+00:00,119.0,702.75,0.0,52.25,39.0,379.75,2.5,502.0,1797.25,0.0,0.0,1054.25,1797.25,1054.25,743.0,None,IT_CALA,2026-04-23
2026-02-24 13:00:00+00:00,119.5,788.5,0.0,52.0,39.0,322.75,2.0,487.25,1811.0,0.0,0.0,1029.75,1811.0,1029.75,781.25,None,IT_CALA,2026-04-23
2026-02-24 14:00:00+00:00,117.5,987.0,0.0,53.25,39.0,227.75,3.25,457.0,1884.75,0.0,0.0,911.5,1884.75,911.5,973.25,None,IT_CALA,2026-04-23
2026-02-24 15:00:00+00:00,117.5,1380.25,0.0,60.0,39.0,98.75,3.0,433.5,2132.0,0.0,0.0,886.25,2132.0,886.25,1245.75,None,IT_CALA,2026-04-23
2026-02-24 16:00:00+00:00,120.0,1547.0,0.0,61.5,39.0,10.25,3.25,434.75,2215.75,0.0,0.0,851.25,2215.75,851.25,1364.5,None,IT_CALA,2026-04-23
2026-02-24 17:00:00+00:00,110.0,1549.5,0.0,93.5,39.0,0.0,3.5,402.0,2197.5,0.0,0.0,915.25,2197.5,915.25,1282.25,None,IT_CALA,2026-04-23
2026-02-24 18:00:00+00:00,111.25,1555.0,0.0,104.5,39.0,0.0,3.5,399.5,2212.75,0.0,0.0,965.0,2212.75,965.0,1247.75,None,IT_CALA,2026-04-23
2026-02-24 19:00:00+00:00,118.5,1560.75,0.0,57.75,39.0,0.0,3.0,378.25,2157.25,0.0,0.0,905.25,2157.25,905.25,1252.0,None,IT_CALA,2026-04-23
2026-02-24 20:00:00+00:00,119.75,1551.0,0.0,59.0,39.0,0.0,3.0,351.0,2122.75,0.0,0.0,865.0,2122.75,865.0,1257.75,None,IT_CALA,2026-04-23
2026-02-24 21:00:00+00:00,118.25,1560.0,0.0,58.25,39.0,0.0,3.0,300.75,2079.25,0.0,0.0,802.75,2079.25,802.75,1276.5,None,IT_CALA,2026-04-23
2026-02-24 22:00:00+00:00,113.75,1257.25,0.0,57.0,39.0,0.0,3.0,239.75,1709.75,0.0,0.0,705.75,1709.75,705.75,1004.0,None,IT_CALA,2026-04-23
2026-02-24 23:00:00+00:00,117.5,815.5,0.0,61.25,39.0,0.0,2.5,191.5,1227.25,0.0,0.0,581.25,1227.25,581.25,646.0,None,IT_CALA,2026-04-23
2026-02-25 00:00:00+00:00,119.0,688.25,0.0,59.5,39.0,0.0,3.0,140.5,1049.25,0.0,0.0,533.75,1049.25,533.75,515.5,None,IT_CALA,2026-04-23
2026-02-25 01:00:00+00:00,119.75,691.5,0.0,53.75,38.5,0.0,2.75,139.25,1045.5,0.0,0.0,495.5,1045.5,495.5,550.0,None,IT_CALA,2026-04-23
2026-02-25 02:00:00+00:00,120.0,691.75,0.0,54.0,38.0,0.0,3.0,197.0,1103.75,0.0,0.0,501.0,1103.75,501.0,602.75,None,IT_CALA,2026-04-23
2026-02-25 03:00:00+00:00,120.25,703.0,0.0,54.0,38.0,0.0,2.75,261.75,1179.75,0.0,0.0,504.25,1179.75,504.25,675.5,None,IT_CALA,2026-04-23
2026-02-25 04:00:00+00:00,120.0,1104.25,0.0,58.0,38.0,0.0,2.5,207.0,1529.75,0.0,0.0,713.25,1529.75,713.25,816.5,None,IT_CALA,2026-04-23
2026-02-25 05:00:00+00:00,120.0,1188.0,0.0,58.0,38.0,2.75,2.25,175.25,1584.25,0.0,0.0,752.5,1584.25,752.5,831.75,None,IT_CALA,2026-04-23
2026-02-25 06:00:00+00:00,118.5,1206.5,0.0,69.75,38.75,65.5,1.75,184.0,1684.75,0.0,0.0,869.75,1684.75,869.75,815.0,None,IT_CALA,2026-04-23
