,Biomass,Fossil Gas,Geothermal,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-18 00:00:00+00:00,84.75,755.75,0.0,35.5,28.0,0.0,9.0,144.75,1057.75,0.0,0.0,573.25,1057.75,573.25,484.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 01:00:00+00:00,85.0,754.75,0.0,43.0,28.0,0.0,8.75,175.5,1095.0,0.0,0.0,596.0,1095.0,596.0,499.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 02:00:00+00:00,84.25,756.25,0.0,38.5,27.75,0.0,8.0,214.0,1128.75,0.0,0.0,638.75,1128.75,638.75,490.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 03:00:00+00:00,84.5,756.5,0.0,15.75,27.0,0.0,8.0,295.5,1187.25,0.0,0.0,659.75,1187.25,659.75,527.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 04:00:00+00:00,84.25,756.25,0.0,12.0,27.0,0.0,8.0,305.75,1193.25,0.0,0.0,694.0,1193.25,694.0,499.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 05:00:00+00:00,83.5,807.0,0.0,12.0,27.0,0.0,8.0,311.0,1248.5,0.0,0.0,715.5,1248.5,715.5,533.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 06:00:00+00:00,82.75,952.5,0.0,14.0,27.0,4.75,7.25,362.5,1450.75,0.0,0.0,807.0,1450.75,807.0,643.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 07:00:00+00:00,85.0,1151.0,0.0,32.25,27.0,25.0,8.0,421.5,1749.75,0.0,0.0,888.5,1749.75,888.5,861.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 08:00:00+00:00,78.25,1145.75,0.0,39.0,27.5,45.75,7.5,484.25,1828.0,0.0,0.0,1016.25,1828.0,1016.25,811.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 09:00:00+00:00,77.25,1124.75,0.0,42.25,28.0,55.75,3.5,495.75,1827.25,0.0,0.0,1053.75,1827.25,1053.75,773.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 10:00:00+00:00,77.75,1112.25,0.0,12.25,28.0,65.5,2.5,525.75,1824.0,0.0,0.0,1135.75,1824.0,1135.75,688.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 11:00:00+00:00,85.0,1131.75,0.0,17.75,28.0,71.75,2.0,481.75,1818.0,0.0,0.0,1156.25,1818.0,1156.25,661.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 12:00:00+00:00,85.5,1141.25,0.0,36.0,28.0,70.5,2.5,503.25,1867.0,0.0,0.0,1081.0,1867.0,1081.0,786.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 13:00:00+00:00,85.0,1140.5,0.0,38.5,28.0,50.5,2.5,522.5,1867.5,0.0,0.0,1028.75,1867.5,1028.75,838.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 14:00:00+00:00,84.5,1168.5,0.0,44.25,27.75,17.5,3.0,531.25,1876.75,0.0,0.0,957.25,1876.75,957.25,919.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 15:00:00+00:00,84.25,1815.75,0.0,43.25,27.0,1.25,2.5,532.25,2506.25,0.0,0.0,1028.25,2506.25,1028.25,1478.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 16:00:00+00:00,77.0,1922.75,0.0,53.0,28.0,0.0,2.0,520.5,2603.25,0.0,0.0,1057.0,2603.25,1057.0,1546.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 17:00:00+00:00,77.5,1927.5,0.0,59.25,28.0,0.0,2.0,531.75,2626.0,0.0,0.0,1070.75,2626.0,1070.75,1555.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 18:00:00+00:00,75.5,1929.5,0.0,65.25,28.0,0.0,2.0,538.75,2639.0,0.0,0.0,1191.0,2639.0,1191.0,1448.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 19:00:00+00:00,84.25,1929.75,0.0,78.25,28.0,0.0,2.0,560.75,2683.0,0.0,0.0,1122.5,2683.0,1122.5,1560.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 20:00:00+00:00,85.5,1931.0,0.0,48.0,28.0,0.0,2.0,550.75,2645.25,0.0,0.0,972.0,2645.25,972.0,1673.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 21:00:00+00:00,85.75,1637.75,0.0,54.5,28.0,0.0,2.0,560.25,2368.25,0.0,0.0,906.25,2368.25,906.25,1462.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 22:00:00+00:00,84.5,881.75,0.0,62.0,28.0,0.0,2.0,555.5,1613.75,0.0,0.0,782.0,1613.75,782.0,831.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-18 23:00:00+00:00,84.5,773.75,0.0,60.25,27.25,0.0,2.0,552.25,1500.0,0.0,0.0,764.75,1500.0,764.75,735.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 00:00:00+00:00,85.25,771.25,0.0,57.75,27.0,0.0,2.0,530.25,1473.5,0.0,0.0,796.75,1473.5,796.75,676.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 01:00:00+00:00,77.75,771.0,0.0,55.0,27.0,0.0,2.0,557.75,1490.5,0.0,0.0,826.25,1490.5,826.25,664.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 02:00:00+00:00,81.5,770.5,0.0,56.75,27.0,0.0,2.0,585.5,1523.25,0.0,0.0,842.75,1523.25,842.75,680.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 03:00:00+00:00,84.5,745.75,0.0,53.5,27.0,0.0,2.0,648.0,1560.75,0.0,0.0,883.75,1560.75,883.75,677.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 04:00:00+00:00,85.5,777.25,0.0,51.75,27.0,0.0,2.0,715.5,1659.0,0.0,0.0,932.5,1659.0,932.5,726.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 05:00:00+00:00,84.5,950.0,0.0,52.5,28.0,0.0,2.0,744.0,1861.0,0.0,0.0,1077.25,1861.0,1077.25,783.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 06:00:00+00:00,83.25,1553.0,0.0,39.25,28.0,0.25,2.25,825.5,2531.5,0.0,0.0,1254.75,2531.5,1254.75,1276.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 07:00:00+00:00,84.25,1804.75,0.0,32.0,28.0,4.75,2.25,833.25,2789.25,0.0,0.0,1245.75,2789.25,1245.75,1543.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 08:00:00+00:00,74.25,1712.0,0.0,31.25,28.0,18.0,2.75,866.75,2733.0,0.0,0.0,1264.5,2733.0,1264.5,1468.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 09:00:00+00:00,72.0,1218.75,0.0,28.25,27.25,39.75,2.0,885.0,2273.0,0.0,0.0,1193.25,2273.0,1193.25,1079.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 10:00:00+00:00,71.0,1118.25,0.0,28.75,27.0,57.75,1.75,868.75,2173.25,0.0,0.0,1187.25,2173.25,1187.25,986.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 11:00:00+00:00,80.5,634.5,0.0,50.75,27.0,68.0,1.75,873.5,1736.0,0.0,0.0,1116.5,1736.0,1116.5,619.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 12:00:00+00:00,81.75,626.25,0.0,66.0,27.0,66.25,3.0,885.25,1755.5,0.0,0.0,1093.0,1755.5,1093.0,662.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 13:00:00+00:00,84.5,698.25,0.0,66.0,27.0,43.0,3.0,889.25,1811.0,0.0,0.0,1091.5,1811.0,1091.5,719.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 14:00:00+00:00,81.75,1107.0,0.0,62.25,27.0,22.0,2.75,887.75,2190.5,0.0,0.0,1163.25,2190.5,1163.25,1027.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 15:00:00+00:00,82.75,1130.25,0.0,65.0,27.0,3.25,3.0,851.25,2162.5,0.0,0.0,1208.25,2162.5,1208.25,954.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 16:00:00+00:00,74.25,1432.0,0.0,62.0,27.25,0.0,3.0,783.5,2382.0,0.0,0.0,1236.5,2382.0,1236.5,1145.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 17:00:00+00:00,73.0,1937.0,0.0,61.0,28.0,0.0,3.0,780.0,2882.0,0.0,0.0,1289.5,2882.0,1289.5,1592.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 18:00:00+00:00,75.25,1929.5,0.0,65.75,28.0,0.0,3.0,784.75,2886.25,0.0,0.0,1320.0,2886.25,1320.0,1566.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 19:00:00+00:00,90.5,1934.25,0.0,87.0,28.0,0.0,3.0,760.5,2903.25,0.0,0.0,1297.75,2903.25,1297.75,1605.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 20:00:00+00:00,86.5,1870.5,0.0,64.75,28.0,0.0,3.0,749.5,2802.25,0.0,0.0,1194.75,2802.25,1194.75,1607.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 21:00:00+00:00,79.5,1574.5,0.0,61.75,28.0,0.0,3.0,734.5,2481.25,0.0,0.0,1038.5,2481.25,1038.5,1442.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 22:00:00+00:00,75.75,1223.25,0.0,69.0,28.0,0.0,3.25,712.75,2112.0,0.0,0.0,927.75,2112.0,927.75,1184.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-19 23:00:00+00:00,83.0,795.5,0.0,76.75,27.0,0.0,3.0,709.0,1694.25,0.0,0.0,845.75,1694.25,845.75,848.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 00:00:00+00:00,83.75,775.75,0.0,78.0,27.0,0.0,3.25,714.0,1681.75,0.0,0.0,820.25,1681.75,820.25,861.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 01:00:00+00:00,83.75,775.25,0.0,76.25,27.0,0.0,3.25,730.25,1695.75,0.0,0.0,808.5,1695.75,808.5,887.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 02:00:00+00:00,85.25,776.25,0.0,71.5,27.0,0.0,3.0,722.0,1685.0,0.0,0.0,776.75,1685.0,776.75,908.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 03:00:00+00:00,84.25,775.0,0.0,71.0,27.0,0.0,3.0,737.0,1697.25,0.0,0.0,758.75,1697.25,758.75,938.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 04:00:00+00:00,85.75,788.5,0.0,71.0,27.0,0.0,3.5,691.25,1667.0,0.0,0.0,728.5,1667.0,728.5,938.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 05:00:00+00:00,84.5,1674.5,0.0,68.0,27.0,0.0,3.25,695.0,2552.25,0.0,0.0,921.75,2552.25,921.75,1630.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 06:00:00+00:00,84.75,1943.0,0.0,66.75,27.0,1.75,1.75,653.75,2778.75,0.0,0.0,999.75,2778.75,999.75,1779.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 07:00:00+00:00,86.25,1920.5,0.0,70.5,28.0,19.75,3.0,678.75,2806.75,0.0,0.0,1056.5,2806.75,1056.5,1750.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 08:00:00+00:00,76.25,1906.5,0.0,72.5,27.75,35.25,2.5,692.75,2813.5,0.0,0.0,1129.75,2813.5,1129.75,1683.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 09:00:00+00:00,76.0,1141.25,0.0,76.0,27.0,39.0,3.0,676.5,2038.75,0.0,0.0,1043.25,2038.75,1043.25,995.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 10:00:00+00:00,74.5,1132.25,0.0,76.0,28.0,36.75,3.0,672.25,2022.75,0.0,0.0,1056.5,2022.75,1056.5,966.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 11:00:00+00:00,83.5,1097.0,0.0,77.0,28.0,33.25,3.0,661.25,1983.0,0.0,0.0,1031.75,1983.0,1031.75,951.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 12:00:00+00:00,83.5,1254.75,0.0,70.75,28.0,27.5,3.0,690.25,2157.75,0.0,0.0,1001.5,2157.75,1001.5,1156.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 13:00:00+00:00,82.25,1483.0,0.0,66.0,28.0,19.25,3.0,695.0,2376.5,0.0,0.0,1027.5,2376.5,1027.5,1349.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 14:00:00+00:00,82.5,2269.5,0.0,67.0,27.25,10.0,3.0,681.25,3140.5,0.0,0.0,1187.75,3140.5,1187.75,1952.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 15:00:00+00:00,83.5,2262.75,0.0,65.75,28.0,1.5,3.0,589.5,3034.0,0.0,0.0,1218.5,3034.0,1218.5,1815.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 16:00:00+00:00,73.5,2285.75,0.0,100.5,27.25,0.0,3.25,607.25,3097.5,0.0,0.0,1278.25,3097.5,1278.25,1819.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 17:00:00+00:00,74.0,2289.25,0.0,104.5,27.25,0.0,4.0,728.25,3227.25,0.0,0.0,1320.75,3227.25,1320.75,1906.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 18:00:00+00:00,73.25,2283.25,0.0,105.5,28.0,0.0,3.75,773.0,3266.75,0.0,0.0,1414.75,3266.75,1414.75,1852.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 19:00:00+00:00,83.25,2282.25,0.0,92.75,28.0,0.0,3.0,766.0,3255.25,0.0,0.0,1282.0,3255.25,1282.0,1973.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 20:00:00+00:00,85.0,2258.25,0.0,98.5,28.0,0.0,2.75,760.75,3233.25,0.0,0.0,1214.5,3233.25,1214.5,2018.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 21:00:00+00:00,84.5,2000.25,0.0,97.0,28.0,0.0,3.0,751.0,2963.75,0.0,0.0,1134.25,2963.75,1134.25,1829.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 22:00:00+00:00,82.0,1556.5,0.0,61.0,28.0,0.0,3.0,718.5,2449.0,0.0,0.0,1028.0,2449.0,1028.0,1421.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-20 23:00:00+00:00,80.5,1189.0,0.0,45.25,28.0,0.0,1.5,663.25,2007.5,0.0,0.0,892.5,2007.5,892.5,1115.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 00:00:00+00:00,83.25,1179.25,0.0,44.75,28.0,0.0,0.5,661.25,1997.0,0.0,0.0,851.0,1997.0,851.0,1146.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 01:00:00+00:00,82.25,1177.25,0.0,32.5,28.0,0.0,2.25,538.25,1860.5,0.0,0.0,767.75,1860.5,767.75,1092.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 02:00:00+00:00,82.0,1177.25,0.0,42.25,28.0,0.0,2.0,521.5,1853.0,0.0,0.0,707.5,1853.0,707.5,1145.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 03:00:00+00:00,81.75,1175.25,0.0,26.75,27.5,0.0,2.0,522.0,1835.25,0.0,0.0,680.75,1835.25,680.75,1154.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 04:00:00+00:00,81.5,1200.25,0.0,23.0,27.25,0.0,2.0,553.75,1887.75,0.0,0.0,688.25,1887.75,688.25,1199.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 05:00:00+00:00,81.5,1734.5,0.0,27.0,28.0,0.0,2.0,515.0,2388.0,0.0,0.0,839.0,2388.0,839.0,1549.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 06:00:00+00:00,82.0,1922.0,0.0,56.75,28.0,0.5,2.0,547.75,2639.0,0.0,0.0,928.0,2639.0,928.0,1711.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 07:00:00+00:00,80.25,1920.5,0.0,67.75,28.0,5.25,2.5,571.25,2675.5,0.0,0.0,1046.5,2675.5,1046.5,1629.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 08:00:00+00:00,72.75,1919.0,0.0,50.5,28.0,13.5,2.5,563.25,2649.5,0.0,0.0,1078.0,2649.5,1078.0,1571.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 09:00:00+00:00,75.5,2050.25,0.0,18.75,27.75,33.75,2.75,333.0,2541.75,0.0,0.0,1157.5,2541.75,1157.5,1384.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 10:00:00+00:00,76.0,2225.25,0.0,27.5,27.0,64.25,2.25,193.5,2615.75,0.0,0.0,1237.25,2615.75,1237.25,1378.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 11:00:00+00:00,81.75,2214.0,0.0,26.5,27.0,78.75,2.75,105.5,2536.25,0.0,0.0,1184.0,2536.25,1184.0,1352.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 12:00:00+00:00,86.0,2211.75,0.0,18.0,28.0,86.75,3.0,63.0,2496.5,0.0,0.0,1050.5,2496.5,1050.5,1446.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 13:00:00+00:00,94.5,2220.0,0.0,18.0,27.25,66.75,2.75,40.0,2469.25,0.0,0.0,1014.0,2469.25,1014.0,1455.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 14:00:00+00:00,92.25,2166.25,0.0,48.5,27.0,33.5,2.5,36.75,2406.75,0.0,0.0,967.0,2406.75,967.0,1439.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 15:00:00+00:00,95.0,2221.25,0.0,61.0,27.0,5.5,3.0,48.5,2461.25,0.0,0.0,954.5,2461.25,954.5,1506.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 16:00:00+00:00,85.0,2235.25,0.0,83.25,27.0,0.0,3.0,51.5,2485.0,0.0,0.0,959.75,2485.0,959.75,1525.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 17:00:00+00:00,77.75,2241.0,0.0,87.0,27.0,0.0,3.0,50.25,2486.0,0.0,0.0,971.25,2486.0,971.25,1514.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 18:00:00+00:00,75.5,2242.0,0.0,87.0,27.0,0.0,3.0,51.5,2486.0,0.0,0.0,998.25,2486.0,998.25,1487.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 19:00:00+00:00,84.5,2245.0,0.0,85.75,27.75,0.0,3.0,49.75,2495.75,0.0,0.0,963.5,2495.75,963.5,1532.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 20:00:00+00:00,81.25,2236.5,0.0,76.5,28.0,0.0,0.25,44.5,2467.0,0.0,0.0,904.75,2467.0,904.75,1562.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 21:00:00+00:00,79.25,2253.75,0.0,37.25,28.0,0.0,2.75,38.0,2439.0,0.0,0.0,808.0,2439.0,808.0,1631.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 22:00:00+00:00,76.75,2002.25,0.0,61.25,28.0,0.0,2.75,33.5,2204.5,0.0,0.0,697.5,2204.5,697.5,1507.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-21 23:00:00+00:00,79.5,1522.75,0.0,74.5,27.0,0.0,2.75,29.25,1735.75,0.0,0.0,607.25,1735.75,607.25,1128.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 00:00:00+00:00,78.5,1435.75,0.0,69.0,27.0,0.0,2.75,13.75,1626.75,0.0,0.0,536.25,1626.75,536.25,1090.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 01:00:00+00:00,74.75,1630.5,0.0,63.75,27.0,0.0,3.0,14.25,1813.25,0.0,0.0,549.0,1813.25,549.0,1264.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 02:00:00+00:00,73.75,1914.5,0.0,62.0,27.0,0.0,3.0,10.5,2090.75,0.0,0.0,617.75,2090.75,617.75,1473.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 03:00:00+00:00,73.0,1919.5,0.0,61.75,27.0,0.0,2.75,9.75,2093.75,0.0,0.0,648.0,2093.75,648.0,1445.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 04:00:00+00:00,78.0,2104.25,0.0,64.0,27.0,0.0,2.75,15.75,2291.75,0.0,0.0,711.25,2291.75,711.25,1580.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 05:00:00+00:00,74.0,2243.25,0.0,62.0,27.0,0.0,2.25,14.75,2423.25,0.0,0.0,759.0,2423.25,759.0,1664.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 06:00:00+00:00,78.25,2278.75,0.0,65.5,27.0,9.0,2.0,10.25,2470.75,0.0,0.0,908.25,2470.75,908.25,1562.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 07:00:00+00:00,76.75,2251.25,0.0,73.0,28.0,53.75,2.5,7.0,2492.25,0.0,0.0,1083.25,2492.25,1083.25,1409.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 08:00:00+00:00,85.75,2227.5,0.0,67.5,28.0,106.5,2.5,6.75,2524.5,0.0,0.0,1063.75,2524.5,1063.75,1460.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 09:00:00+00:00,72.75,2208.5,0.0,65.25,28.0,168.25,3.0,10.75,2556.5,0.0,0.0,1117.25,2556.5,1117.25,1439.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 10:00:00+00:00,73.0,2210.0,0.0,66.0,27.75,176.25,3.0,34.75,2590.75,0.0,0.0,1118.25,2590.75,1118.25,1472.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 11:00:00+00:00,85.25,2183.0,0.0,72.75,27.0,146.25,3.0,58.0,2575.25,0.0,0.0,1157.25,2575.25,1157.25,1418.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 12:00:00+00:00,85.75,2109.0,0.0,75.75,27.0,97.25,3.0,124.0,2521.75,0.0,0.0,1198.0,2521.75,1198.0,1323.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 13:00:00+00:00,84.25,2198.25,0.0,70.75,27.0,61.5,3.0,134.0,2578.75,0.0,0.0,1155.0,2578.75,1155.0,1423.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 14:00:00+00:00,83.5,2200.25,0.0,69.5,27.5,28.5,1.75,154.0,2565.0,0.0,0.0,1043.75,2565.0,1043.75,1521.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 15:00:00+00:00,85.0,2192.75,0.0,92.0,27.75,5.25,0.0,181.25,2584.0,0.0,0.0,1118.25,2584.0,1118.25,1465.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 16:00:00+00:00,75.0,2215.5,0.0,78.5,27.0,0.0,1.5,215.5,2613.0,0.0,0.0,1131.5,2613.0,1131.5,1481.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 17:00:00+00:00,86.5,2227.5,0.0,76.25,27.0,0.0,3.0,236.5,2656.75,0.0,0.0,1163.0,2656.75,1163.0,1493.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 18:00:00+00:00,86.5,2226.25,0.0,77.0,28.0,0.0,3.0,162.5,2583.25,0.0,0.0,1138.25,2583.25,1138.25,1445.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 19:00:00+00:00,97.5,2226.75,0.0,72.0,28.0,0.0,3.0,123.0,2550.25,0.0,0.0,1073.0,2550.25,1073.0,1477.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 20:00:00+00:00,92.25,2231.5,0.0,67.25,28.0,0.0,2.25,109.0,2530.25,0.0,0.0,995.0,2530.25,995.0,1535.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 21:00:00+00:00,87.0,2242.0,0.0,65.0,28.0,0.0,3.5,112.75,2538.25,0.0,0.0,956.75,2538.25,956.75,1581.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 22:00:00+00:00,88.5,2145.0,0.0,69.5,28.0,0.0,3.5,76.75,2411.25,0.0,0.0,918.25,2411.25,918.25,1493.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-22 23:00:00+00:00,87.75,1938.0,0.0,67.5,28.0,0.0,3.0,81.25,2205.5,0.0,0.0,750.75,2205.5,750.75,1454.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-23 00:00:00+00:00,88.25,1912.25,0.0,63.0,27.25,0.0,3.0,65.5,2159.25,0.0,0.0,585.5,2159.25,585.5,1573.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-23 01:00:00+00:00,89.25,1916.0,0.0,64.0,27.0,0.0,3.0,40.0,2139.25,0.0,0.0,578.25,2139.25,578.25,1561.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-23 02:00:00+00:00,93.0,1925.75,0.0,64.0,27.5,0.0,3.0,19.5,2132.75,0.0,0.0,581.75,2132.75,581.75,1551.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-23 03:00:00+00:00,86.75,2108.25,0.0,63.5,27.0,0.0,3.0,11.75,2300.25,0.0,0.0,595.0,2300.25,595.0,1705.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-23 04:00:00+00:00,90.5,2283.25,0.0,62.25,27.0,0.0,2.75,11.0,2476.75,0.0,0.0,644.5,2476.75,644.5,1832.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-23 05:00:00+00:00,87.0,2293.0,0.0,65.75,27.0,0.0,3.0,16.75,2492.5,0.0,0.0,829.5,2492.5,829.5,1663.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-23 06:00:00+00:00,85.5,2274.75,0.0,62.75,28.0,7.25,2.25,28.0,2488.5,0.0,0.0,964.25,2488.5,964.25,1524.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-23 07:00:00+00:00,86.75,2261.75,0.0,59.5,28.0,74.5,2.0,31.75,2544.25,0.0,0.0,1100.0,2544.25,1100.0,1444.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-01-23 08:00:00+00:00,84.75,2242.75,0.0,54.0,28.0,168.5,1.75,26.5,2606.25,0.0,0.0,1172.25,2606.25,1172.25,1434.0,[Geothermal] ZERO,IT_CALA,2026-04-23
