,CZ_AT,AT_CZ,CZ_DE_LU,DE_LU_CZ,CZ_PL,PL_CZ,CZ_SK,SK_CZ,CZ_AT_net_export,CZ_DE_LU_net_export,CZ_PL_net_export,CZ_SK_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,1894.1000000000001,0.0,0.0,2919.475,1521.675,0.0,0.0,0.0,1894.1000000000001,-2919.475,1521.675,0.0,496.3000000000002,None,CZ,2026-04-23
2026-01-01 01:00:00+00:00,457.125,0.0,492.55,1483.475,1519.175,310.525,0.0,0.0,457.125,-990.925,1208.65,0.0,674.8500000000001,None,CZ,2026-04-23
2026-01-01 02:00:00+00:00,4402.825,0.0,0.0,4441.775,1014.6,327.525,0.0,0.0,4402.825,-4441.775,687.075,0.0,648.1250000000002,None,CZ,2026-04-23
2026-01-01 03:00:00+00:00,2929.8250000000003,0.0,0.0,3152.3500000000004,1119.9,256.075,0.0,0.0,2929.8250000000003,-3152.3500000000004,863.825,0.0,641.3,None,CZ,2026-04-23
2026-01-01 04:00:00+00:00,4452.325,0.0,0.0,4703.925,753.3,0.0,0.0,0.0,4452.325,-4703.925,753.3,0.0,501.6999999999996,None,CZ,2026-04-23
2026-01-01 05:00:00+00:00,5319.825,0.0,0.0,3928.875,627.4,1306.625,0.0,0.0,5319.825,-3928.875,-679.225,0.0,711.7249999999998,None,CZ,2026-04-23
2026-01-01 06:00:00+00:00,2832.4,0.0,0.0,3755.55,1407.475,0.0,0.0,0.0,2832.4,-3755.55,1407.475,0.0,484.3249999999998,None,CZ,2026-04-23
2026-01-01 07:00:00+00:00,3336.3500000000004,0.0,0.0,2325.5,0.0,1568.55,0.0,0.0,3336.3500000000004,-2325.5,-1568.55,0.0,-557.6999999999996,None,CZ,2026-04-23
2026-01-01 08:00:00+00:00,2629.825,0.0,0.0,2779.9,0.0,991.275,0.0,0.0,2629.825,-2779.9,-991.275,0.0,-1141.3500000000004,None,CZ,2026-04-23
2026-01-01 09:00:00+00:00,3968.075,0.0,0.0,3309.8999999999996,0.0,1978.825,0.0,0.0,3968.075,-3309.8999999999996,-1978.825,0.0,-1320.6499999999999,None,CZ,2026-04-23
2026-01-01 10:00:00+00:00,4068.45,0.0,0.0,4537.275,0.0,879.575,0.0,0.0,4068.45,-4537.275,-879.575,0.0,-1348.3999999999999,None,CZ,2026-04-23
2026-01-01 11:00:00+00:00,2753.8500000000004,0.0,21.5,2362.425,0.0,1761.725,0.0,0.0,2753.8500000000004,-2340.925,-1761.725,0.0,-1348.7999999999997,None,CZ,2026-04-23
2026-01-01 12:00:00+00:00,2823.65,0.0,0.0,2192.75,0.0,1986.675,0.0,0.0,2823.65,-2192.75,-1986.675,0.0,-1355.7749999999999,None,CZ,2026-04-23
2026-01-01 13:00:00+00:00,1337.05,0.0,0.0,285.45,146.075,1554.25,0.0,0.0,1337.05,-285.45,-1408.175,0.0,-356.57500000000005,None,CZ,2026-04-23
2026-01-01 14:00:00+00:00,707.475,0.0,67.4,0.0,0.0,476.725,0.0,0.0,707.475,67.4,-476.725,0.0,298.15,None,CZ,2026-04-23
2026-01-01 15:00:00+00:00,3113.2,0.0,0.0,2567.1499999999996,1326.375,1666.225,0.0,0.0,3113.2,-2567.1499999999996,-339.8499999999999,0.0,206.20000000000027,None,CZ,2026-04-23
2026-01-01 16:00:00+00:00,1209.675,0.0,0.0,1390.55,167.325,5.425,0.0,0.0,1209.675,-1390.55,161.89999999999998,0.0,-18.975000000000023,None,CZ,2026-04-23
2026-01-01 17:00:00+00:00,4088.2,0.0,0.0,2281.0,8.825,1835.375,0.0,0.0,4088.2,-2281.0,-1826.55,0.0,-19.350000000000136,None,CZ,2026-04-23
2026-01-01 18:00:00+00:00,3039.5,0.0,0.0,1168.05,0.0,1780.9250000000002,0.0,0.0,3039.5,-1168.05,-1780.9250000000002,0.0,90.52499999999986,None,CZ,2026-04-23
2026-01-01 19:00:00+00:00,3993.7,0.0,0.0,3848.625,1382.175,1161.175,0.0,0.0,3993.7,-3848.625,221.0,0.0,366.0749999999998,None,CZ,2026-04-23
2026-01-01 20:00:00+00:00,0.0,0.0,0.0,5160.2,5610.675,0.0,0.0,0.0,0.0,-5160.2,5610.675,0.0,450.47500000000036,None,CZ,2026-04-23
2026-01-01 21:00:00+00:00,6075.0,0.0,0.0,3899.0,0.0,1828.65,0.0,0.0,6075.0,-3899.0,-1828.65,0.0,347.3499999999999,None,CZ,2026-04-23
2026-01-01 22:00:00+00:00,4776.575,0.0,0.0,2534.7,0.0,1928.525,0.0,0.0,4776.575,-2534.7,-1928.525,0.0,313.3499999999999,None,CZ,2026-04-23
2026-01-01 23:00:00+00:00,2136.75,0.0,0.0,1239.6,0.0,903.35,609.275,0.0,2136.75,-1239.6,-903.35,609.275,603.075,None,CZ,2026-04-23
2026-01-02 00:00:00+00:00,2127.1,0.0,0.0,1242.825,0.0,939.225,568.775,0.0,2127.1,-1242.825,-939.225,568.775,513.8249999999998,None,CZ,2026-04-23
2026-01-02 01:00:00+00:00,2107.225,0.0,0.0,1224.15,0.0,912.025,599.725,0.0,2107.225,-1224.15,-912.025,599.725,570.7749999999999,None,CZ,2026-04-23
2026-01-02 02:00:00+00:00,1997.575,0.0,0.0,1209.05,0.0,940.1500000000001,493.77500000000003,0.0,1997.575,-1209.05,-940.1500000000001,493.77500000000003,342.15000000000003,None,CZ,2026-04-23
2026-01-02 03:00:00+00:00,2010.225,0.0,0.0,1201.25,0.0,953.175,500.4,0.0,2010.225,-1201.25,-953.175,500.4,356.19999999999993,None,CZ,2026-04-23
2026-01-02 04:00:00+00:00,1982.525,0.0,0.0,1227.35,0.0,869.925,542.75,0.0,1982.525,-1227.35,-869.925,542.75,428.0000000000002,None,CZ,2026-04-23
