,LV_EE,EE_LV,LV_LT,LT_LV,LV_EE_net_export,LV_LT_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-04 02:00:00+00:00,0.0,263.9,0.0,7.925000000000001,-263.9,-7.925000000000001,-271.825,None,LV,2026-04-23
2026-01-04 03:00:00+00:00,0.0,301.35,0.0,0.0,-301.35,0.0,-301.35,None,LV,2026-04-23
2026-01-04 04:00:00+00:00,0.0,335.625,0.0,1.425,-335.625,-1.425,-337.05,None,LV,2026-04-23
2026-01-04 05:00:00+00:00,0.0,282.975,0.0,0.0,-282.975,0.0,-282.975,None,LV,2026-04-23
2026-01-04 06:00:00+00:00,0.0,302.85,0.0,28.225,-302.85,-28.225,-331.07500000000005,None,LV,2026-04-23
2026-01-04 07:00:00+00:00,0.0,285.9,0.0,73.35,-285.9,-73.35,-359.25,None,LV,2026-04-23
2026-01-04 08:00:00+00:00,0.0,270.55,0.0,85.65,-270.55,-85.65,-356.20000000000005,None,LV,2026-04-23
2026-01-04 09:00:00+00:00,0.0,246.825,0.0,104.25,-246.825,-104.25,-351.075,None,LV,2026-04-23
2026-01-04 10:00:00+00:00,0.0,240.65,0.0,95.475,-240.65,-95.475,-336.125,None,LV,2026-04-23
2026-01-04 11:00:00+00:00,0.0,217.225,49.325,0.0,-217.225,49.325,-167.89999999999998,None,LV,2026-04-23
2026-01-04 12:00:00+00:00,0.0,222.25,119.475,0.0,-222.25,119.475,-102.775,None,LV,2026-04-23
2026-01-04 13:00:00+00:00,0.0,260.375,133.925,0.0,-260.375,133.925,-126.44999999999999,None,LV,2026-04-23
2026-01-04 14:00:00+00:00,0.0,283.675,127.60000000000001,0.0,-283.675,127.60000000000001,-156.075,None,LV,2026-04-23
2026-01-04 15:00:00+00:00,0.0,267.25,85.8,0.0,-267.25,85.8,-181.45,None,LV,2026-04-23
2026-01-04 16:00:00+00:00,0.0,222.1,40.425,0.0,-222.1,40.425,-181.675,None,LV,2026-04-23
2026-01-04 17:00:00+00:00,0.0,106.95,0.0,44.5,-106.95,-44.5,-151.45,None,LV,2026-04-23
2026-01-04 18:00:00+00:00,0.0,3.625,0.0,124.375,-3.625,-124.375,-128.0,None,LV,2026-04-23
2026-01-04 19:00:00+00:00,38.975,0.0,0.0,120.675,38.975,-120.675,-81.69999999999999,None,LV,2026-04-23
2026-01-04 20:00:00+00:00,168.05,0.0,0.0,404.775,168.05,-404.775,-236.72499999999997,None,LV,2026-04-23
2026-01-04 21:00:00+00:00,340.875,0.0,0.0,532.2,340.875,-532.2,-191.32500000000005,None,LV,2026-04-23
2026-01-04 22:00:00+00:00,272.225,0.0,0.0,493.5,272.225,-493.5,-221.27499999999998,None,LV,2026-04-23
2026-01-04 23:00:00+00:00,279.5,0.0,0.0,639.15,279.5,-639.15,-359.65,None,LV,2026-04-23
2026-01-05 00:00:00+00:00,341.35,0.0,0.0,675.325,341.35,-675.325,-333.975,None,LV,2026-04-23
2026-01-05 01:00:00+00:00,327.3,0.0,0.0,677.875,327.3,-677.875,-350.575,None,LV,2026-04-23
2026-01-05 02:00:00+00:00,335.77500000000003,0.0,0.0,705.95,335.77500000000003,-705.95,-370.175,None,LV,2026-04-23
2026-01-05 03:00:00+00:00,260.475,0.0,0.0,622.85,260.475,-622.85,-362.375,None,LV,2026-04-23
2026-01-05 04:00:00+00:00,183.925,0.0,0.0,537.5,183.925,-537.5,-353.575,None,LV,2026-04-23
2026-01-05 05:00:00+00:00,523.05,0.0,0.0,555.95,523.05,-555.95,-32.90000000000009,None,LV,2026-04-23
2026-01-05 06:00:00+00:00,370.05,0.0,0.0,310.9,370.05,-310.9,59.150000000000034,None,LV,2026-04-23
2026-01-05 07:00:00+00:00,65.575,52.5,133.925,27.2,13.075000000000003,106.72500000000001,119.80000000000001,None,LV,2026-04-23
2026-01-05 08:00:00+00:00,0.0,253.825,350.225,0.0,-253.825,350.225,96.40000000000003,None,LV,2026-04-23
2026-01-05 09:00:00+00:00,0.0,279.0,378.075,0.0,-279.0,378.075,99.07499999999999,None,LV,2026-04-23
2026-01-05 10:00:00+00:00,0.0,252.95,310.625,0.0,-252.95,310.625,57.67500000000001,None,LV,2026-04-23
2026-01-05 11:00:00+00:00,0.0,288.875,348.0,0.0,-288.875,348.0,59.125,None,LV,2026-04-23
2026-01-05 12:00:00+00:00,0.0,280.45,424.175,0.0,-280.45,424.175,143.72500000000002,None,LV,2026-04-23
2026-01-05 13:00:00+00:00,0.0,286.775,404.35,0.0,-286.775,404.35,117.57500000000005,None,LV,2026-04-23
2026-01-05 14:00:00+00:00,0.0,301.2,438.5,0.0,-301.2,438.5,137.3,None,LV,2026-04-23
2026-01-05 15:00:00+00:00,0.0,322.57500000000005,468.05,0.0,-322.57500000000005,468.05,145.47499999999997,None,LV,2026-04-23
2026-01-05 16:00:00+00:00,249.95,60.35,133.425,148.3,189.6,-14.875,174.725,None,LV,2026-04-23
2026-01-05 17:00:00+00:00,304.25,25.675,86.75,144.925,278.575,-58.17500000000001,220.39999999999998,None,LV,2026-04-23
2026-01-05 18:00:00+00:00,0.0,402.05,653.95,0.0,-402.05,653.95,251.90000000000003,None,LV,2026-04-23
2026-01-05 19:00:00+00:00,0.0,383.65,637.45,0.0,-383.65,637.45,253.80000000000007,None,LV,2026-04-23
2026-01-05 20:00:00+00:00,0.0,185.0,297.875,0.0,-185.0,297.875,112.875,None,LV,2026-04-23
2026-01-05 21:00:00+00:00,0.0,187.225,300.85,0.0,-187.225,300.85,113.62500000000003,None,LV,2026-04-23
2026-01-05 22:00:00+00:00,16.275,10.525,93.375,0.0,5.749999999999998,93.375,99.125,None,LV,2026-04-23
2026-01-05 23:00:00+00:00,0.0,527.025,474.55,0.0,-527.025,474.55,-52.474999999999966,None,LV,2026-04-23
2026-01-06 00:00:00+00:00,0.0,463.375,421.625,0.0,-463.375,421.625,-41.75,None,LV,2026-04-23
2026-01-06 01:00:00+00:00,0.0,461.075,415.975,0.0,-461.075,415.975,-45.099999999999966,None,LV,2026-04-23
2026-01-06 02:00:00+00:00,0.0,458.8,410.4,0.0,-458.8,410.4,-48.400000000000034,None,LV,2026-04-23
2026-01-06 03:00:00+00:00,0.0,502.25,499.625,0.0,-502.25,499.625,-2.625,None,LV,2026-04-23
2026-01-06 04:00:00+00:00,0.0,350.375,269.1,0.0,-350.375,269.1,-81.27499999999998,None,LV,2026-04-23
2026-01-06 05:00:00+00:00,0.0,504.225,568.525,0.0,-504.225,568.525,64.29999999999995,None,LV,2026-04-23
2026-01-06 06:00:00+00:00,0.0,527.025,638.15,0.0,-527.025,638.15,111.125,None,LV,2026-04-23
2026-01-06 07:00:00+00:00,0.0,520.9,727.1999999999999,0.0,-520.9,727.1999999999999,206.29999999999995,None,LV,2026-04-23
2026-01-06 08:00:00+00:00,0.0,515.675,722.2,0.0,-515.675,722.2,206.5250000000001,None,LV,2026-04-23
2026-01-06 09:00:00+00:00,0.0,517.2,724.65,0.0,-517.2,724.65,207.44999999999993,None,LV,2026-04-23
2026-01-06 10:00:00+00:00,0.0,497.025,562.075,0.0,-497.025,562.075,65.05000000000007,None,LV,2026-04-23
2026-01-06 11:00:00+00:00,0.0,229.0,294.9,0.0,-229.0,294.9,65.89999999999998,None,LV,2026-04-23
2026-01-06 12:00:00+00:00,0.0,422.425,496.975,0.0,-422.425,496.975,74.55000000000001,None,LV,2026-04-23
2026-01-06 13:00:00+00:00,0.0,434.425,441.825,0.0,-434.425,441.825,7.399999999999977,None,LV,2026-04-23
2026-01-06 14:00:00+00:00,0.0,460.325,433.3,0.0,-460.325,433.3,-27.024999999999977,None,LV,2026-04-23
2026-01-06 15:00:00+00:00,0.0,461.475,510.25,0.0,-461.475,510.25,48.77499999999998,None,LV,2026-04-23
2026-01-06 16:00:00+00:00,0.0,393.275,461.125,0.0,-393.275,461.125,67.85000000000002,None,LV,2026-04-23
2026-01-06 17:00:00+00:00,0.0,532.0,635.825,0.0,-532.0,635.825,103.82500000000005,None,LV,2026-04-23
2026-01-06 18:00:00+00:00,0.0,532.0,669.95,0.0,-532.0,669.95,137.95000000000005,None,LV,2026-04-23
2026-01-06 19:00:00+00:00,0.0,520.15,657.05,0.0,-520.15,657.05,136.89999999999998,None,LV,2026-04-23
2026-01-06 20:00:00+00:00,0.0,532.0,382.7,0.0,-532.0,382.7,-149.3,None,LV,2026-04-23
2026-01-06 21:00:00+00:00,0.0,526.75,434.25,0.0,-526.75,434.25,-92.5,None,LV,2026-04-23
2026-01-06 22:00:00+00:00,0.0,523.75,430.125,0.0,-523.75,430.125,-93.625,None,LV,2026-04-23
2026-01-06 23:00:00+00:00,0.0,524.475,513.2,0.0,-524.475,513.2,-11.274999999999977,None,LV,2026-04-23
2026-01-07 00:00:00+00:00,0.0,533.0,543.8,0.0,-533.0,543.8,10.799999999999955,None,LV,2026-04-23
2026-01-07 01:00:00+00:00,0.0,493.175,496.45,0.0,-493.175,496.45,3.2749999999999773,None,LV,2026-04-23
2026-01-07 02:00:00+00:00,0.0,501.3,655.0,0.0,-501.3,655.0,153.7,None,LV,2026-04-23
2026-01-07 03:00:00+00:00,0.0,479.625,588.625,0.0,-479.625,588.625,109.0,None,LV,2026-04-23
2026-01-07 04:00:00+00:00,0.0,427.075,446.75,0.0,-427.075,446.75,19.67500000000001,None,LV,2026-04-23
2026-01-07 05:00:00+00:00,0.0,420.95,364.675,0.0,-420.95,364.675,-56.27499999999998,None,LV,2026-04-23
2026-01-07 06:00:00+00:00,0.0,423.775,389.17499999999995,0.0,-423.775,389.17499999999995,-34.60000000000002,None,LV,2026-04-23
2026-01-07 07:00:00+00:00,0.0,416.525,342.15,0.0,-416.525,342.15,-74.375,None,LV,2026-04-23
2026-01-07 08:00:00+00:00,0.0,417.15,384.325,0.0,-417.15,384.325,-32.82499999999999,None,LV,2026-04-23
2026-01-07 09:00:00+00:00,0.0,419.45,372.125,0.0,-419.45,372.125,-47.32499999999999,None,LV,2026-04-23
2026-01-07 10:00:00+00:00,0.0,438.07500000000005,491.95,0.0,-438.07500000000005,491.95,53.87499999999994,None,LV,2026-04-23
2026-01-07 11:00:00+00:00,0.0,409.7,543.75,0.0,-409.7,543.75,134.05,None,LV,2026-04-23
2026-01-07 12:00:00+00:00,0.0,439.075,638.1,0.0,-439.075,638.1,199.02500000000003,None,LV,2026-04-23
2026-01-07 13:00:00+00:00,0.0,421.525,697.125,0.0,-421.525,697.125,275.6,None,LV,2026-04-23
2026-01-07 14:00:00+00:00,0.0,444.775,674.775,0.0,-444.775,674.775,230.0,None,LV,2026-04-23
2026-01-07 15:00:00+00:00,0.0,466.075,616.675,0.0,-466.075,616.675,150.59999999999997,None,LV,2026-04-23
2026-01-07 16:00:00+00:00,0.0,433.375,604.025,0.0,-433.375,604.025,170.64999999999998,None,LV,2026-04-23
2026-01-07 17:00:00+00:00,0.0,464.075,403.075,0.0,-464.075,403.075,-61.0,None,LV,2026-04-23
2026-01-07 18:00:00+00:00,0.0,501.4,430.25,0.0,-501.4,430.25,-71.14999999999998,None,LV,2026-04-23
2026-01-07 19:00:00+00:00,0.0,516.1,400.775,0.0,-516.1,400.775,-115.32500000000005,None,LV,2026-04-23
2026-01-07 20:00:00+00:00,0.0,476.525,444.875,0.0,-476.525,444.875,-31.649999999999977,None,LV,2026-04-23
2026-01-07 21:00:00+00:00,0.0,510.0,540.075,0.0,-510.0,540.075,30.075000000000045,None,LV,2026-04-23
2026-01-07 22:00:00+00:00,0.0,590.1,682.9,0.0,-590.1,682.9,92.79999999999995,None,LV,2026-04-23
2026-01-07 23:00:00+00:00,0.0,481.3,619.25,0.0,-481.3,619.25,137.95,None,LV,2026-04-23
2026-01-08 00:00:00+00:00,0.0,498.525,648.575,0.0,-498.525,648.575,150.05000000000007,None,LV,2026-04-23
2026-01-08 01:00:00+00:00,0.0,460.275,603.675,0.0,-460.275,603.675,143.39999999999998,None,LV,2026-04-23
2026-01-08 02:00:00+00:00,0.0,445.4,589.725,0.0,-445.4,589.725,144.32500000000005,None,LV,2026-04-23
2026-01-08 03:00:00+00:00,0.0,467.9,572.5,0.0,-467.9,572.5,104.60000000000002,None,LV,2026-04-23
2026-01-08 04:00:00+00:00,0.0,462.22499999999997,563.05,0.0,-462.22499999999997,563.05,100.82499999999999,None,LV,2026-04-23
2026-01-08 05:00:00+00:00,0.0,372.7,354.775,0.0,-372.7,354.775,-17.92500000000001,None,LV,2026-04-23
2026-01-08 06:00:00+00:00,0.0,338.025,391.05,0.0,-338.025,391.05,53.025000000000034,None,LV,2026-04-23
2026-01-08 07:00:00+00:00,0.0,358.375,470.1,0.0,-358.375,470.1,111.72500000000002,None,LV,2026-04-23
2026-01-08 08:00:00+00:00,0.0,334.55,404.175,0.0,-334.55,404.175,69.625,None,LV,2026-04-23
2026-01-08 09:00:00+00:00,0.0,305.675,351.35,0.0,-305.675,351.35,45.67500000000001,None,LV,2026-04-23
2026-01-08 10:00:00+00:00,0.0,304.675,369.175,0.0,-304.675,369.175,64.5,None,LV,2026-04-23
2026-01-08 11:00:00+00:00,0.0,290.52500000000003,379.125,0.0,-290.52500000000003,379.125,88.59999999999997,None,LV,2026-04-23
2026-01-08 12:00:00+00:00,0.0,281.85,331.225,0.0,-281.85,331.225,49.375,None,LV,2026-04-23
2026-01-08 13:00:00+00:00,0.0,287.65,381.375,0.0,-287.65,381.375,93.72500000000002,None,LV,2026-04-23
2026-01-08 14:00:00+00:00,0.0,340.75,432.5,0.0,-340.75,432.5,91.75,None,LV,2026-04-23
2026-01-08 15:00:00+00:00,0.0,372.975,410.2,0.0,-372.975,410.2,37.224999999999966,None,LV,2026-04-23
2026-01-08 16:00:00+00:00,0.0,414.825,306.55,0.0,-414.825,306.55,-108.27499999999998,None,LV,2026-04-23
2026-01-08 17:00:00+00:00,0.0,399.32500000000005,272.4,0.0,-399.32500000000005,272.4,-126.92500000000007,None,LV,2026-04-23
2026-01-08 18:00:00+00:00,0.0,409.95,221.82500000000002,0.0,-409.95,221.82500000000002,-188.12499999999997,None,LV,2026-04-23
2026-01-08 19:00:00+00:00,0.0,456.925,333.55,0.0,-456.925,333.55,-123.375,None,LV,2026-04-23
2026-01-08 20:00:00+00:00,0.0,498.05,66.325,0.0,-498.05,66.325,-431.725,None,LV,2026-04-23
2026-01-08 21:00:00+00:00,0.0,506.65,157.0,0.0,-506.65,157.0,-349.65,None,LV,2026-04-23
2026-01-08 22:00:00+00:00,0.0,510.0,232.7,0.0,-510.0,232.7,-277.3,None,LV,2026-04-23
2026-01-08 23:00:00+00:00,0.0,594.575,349.75,0.0,-594.575,349.75,-244.82500000000005,None,LV,2026-04-23
2026-01-09 00:00:00+00:00,0.0,515.1,282.675,0.0,-515.1,282.675,-232.425,None,LV,2026-04-23
2026-01-09 01:00:00+00:00,0.0,336.075,100.225,0.0,-336.075,100.225,-235.85,None,LV,2026-04-23
2026-01-09 02:00:00+00:00,0.0,131.775,134.6,0.0,-131.775,134.6,2.8249999999999886,None,LV,2026-04-23
2026-01-09 03:00:00+00:00,0.0,214.925,168.225,0.0,-214.925,168.225,-46.70000000000002,None,LV,2026-04-23
2026-01-09 04:00:00+00:00,0.0,204.025,70.225,0.0,-204.025,70.225,-133.8,None,LV,2026-04-23
2026-01-09 05:00:00+00:00,0.0,87.425,18.575,12.450000000000001,-87.425,6.124999999999998,-81.3,None,LV,2026-04-23
2026-01-09 06:00:00+00:00,0.0,275.0,344.3,0.0,-275.0,344.3,69.30000000000001,None,LV,2026-04-23
2026-01-09 07:00:00+00:00,0.0,251.075,366.45,0.0,-251.075,366.45,115.375,None,LV,2026-04-23
2026-01-09 08:00:00+00:00,0.0,175.25,247.14999999999998,0.0,-175.25,247.14999999999998,71.89999999999998,None,LV,2026-04-23
2026-01-09 09:00:00+00:00,247.35,0.0,0.0,176.45,247.35,-176.45,70.9,None,LV,2026-04-23
2026-01-09 10:00:00+00:00,57.224999999999994,0.0,42.800000000000004,5.025,57.224999999999994,37.775000000000006,95.0,None,LV,2026-04-23
2026-01-09 11:00:00+00:00,143.875,0.0,0.0,33.225,143.875,-33.225,110.65,None,LV,2026-04-23
2026-01-09 12:00:00+00:00,13.225,0.0,52.85,0.0,13.225,52.85,66.075,None,LV,2026-04-23
2026-01-09 13:00:00+00:00,134.65,0.0,0.0,239.075,134.65,-239.075,-104.42499999999998,None,LV,2026-04-23
2026-01-09 14:00:00+00:00,18.675,40.2,0.0,187.025,-21.525000000000002,-187.025,-208.55,None,LV,2026-04-23
2026-01-09 15:00:00+00:00,0.0,294.825,102.55,0.0,-294.825,102.55,-192.27499999999998,None,LV,2026-04-23
2026-01-09 16:00:00+00:00,0.0,244.0,55.225,0.425,-244.0,54.800000000000004,-189.2,None,LV,2026-04-23
2026-01-09 17:00:00+00:00,0.0,325.175,20.45,37.225,-325.175,-16.775000000000002,-341.95,None,LV,2026-04-23
2026-01-09 18:00:00+00:00,0.0,178.35,0.0,148.35000000000002,-178.35,-148.35000000000002,-326.70000000000005,None,LV,2026-04-23
2026-01-09 19:00:00+00:00,0.0,121.15,0.0,124.1,-121.15,-124.1,-245.25,None,LV,2026-04-23
2026-01-09 20:00:00+00:00,103.89999999999999,0.0,0.0,496.77500000000003,103.89999999999999,-496.77500000000003,-392.87500000000006,None,LV,2026-04-23
2026-01-09 21:00:00+00:00,41.625,68.925,0.0,285.2,-27.299999999999997,-285.2,-312.5,None,LV,2026-04-23
2026-01-09 22:00:00+00:00,0.0,387.8,145.22500000000002,2.0,-387.8,143.22500000000002,-244.575,None,LV,2026-04-23
2026-01-09 23:00:00+00:00,0.0,567.55,318.25,0.0,-567.55,318.25,-249.29999999999995,None,LV,2026-04-23
2026-01-10 00:00:00+00:00,0.0,601.0,367.8,0.0,-601.0,367.8,-233.2,None,LV,2026-04-23
2026-01-10 01:00:00+00:00,0.0,600.0,368.225,0.0,-600.0,368.225,-231.77499999999998,None,LV,2026-04-23
2026-01-10 02:00:00+00:00,0.0,600.0,386.1,0.0,-600.0,386.1,-213.89999999999998,None,LV,2026-04-23
2026-01-10 03:00:00+00:00,0.0,600.0,358.675,0.0,-600.0,358.675,-241.325,None,LV,2026-04-23
2026-01-10 04:00:00+00:00,0.0,600.0,310.9,0.0,-600.0,310.9,-289.1,None,LV,2026-04-23
2026-01-10 05:00:00+00:00,0.0,602.0,364.675,0.0,-602.0,364.675,-237.325,None,LV,2026-04-23
2026-01-10 06:00:00+00:00,0.0,602.0,316.6,0.0,-602.0,316.6,-285.4,None,LV,2026-04-23
