,SK_CZ,CZ_SK,SK_HU,HU_SK,SK_PL,PL_SK,SK_CZ_net_export,SK_HU_net_export,SK_PL_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.0,0.0,1964.475,0.0,101.825,1227.2250000000001,0.0,1964.475,-1125.4,839.0749999999998,None,SK,2026-04-23
2026-01-01 01:00:00+00:00,0.0,0.0,2034.6499999999999,0.0,166.775,1560.175,0.0,2034.6499999999999,-1393.3999999999999,641.25,None,SK,2026-04-23
2026-01-01 02:00:00+00:00,0.0,0.0,2064.2,0.0,0.0,1360.625,0.0,2064.2,-1360.625,703.5749999999998,None,SK,2026-04-23
2026-01-01 03:00:00+00:00,0.0,0.0,2195.625,0.0,0.0,1612.625,0.0,2195.625,-1612.625,583.0,None,SK,2026-04-23
2026-01-01 04:00:00+00:00,0.0,0.0,1611.9499999999998,0.0,0.0,1109.175,0.0,1611.9499999999998,-1109.175,502.77499999999986,None,SK,2026-04-23
2026-01-01 05:00:00+00:00,0.0,0.0,1498.925,0.0,0.0,1068.7,0.0,1498.925,-1068.7,430.2249999999999,None,SK,2026-04-23
2026-01-01 06:00:00+00:00,0.0,0.0,3798.975,0.0,0.0,3191.325,0.0,3798.975,-3191.325,607.6500000000001,None,SK,2026-04-23
2026-01-01 07:00:00+00:00,0.0,0.0,497.525,0.0,0.0,149.9,0.0,497.525,-149.9,347.625,None,SK,2026-04-23
2026-01-01 08:00:00+00:00,0.0,0.0,353.2,50.974999999999994,0.0,291.525,0.0,302.225,-291.525,10.700000000000045,None,SK,2026-04-23
2026-01-01 09:00:00+00:00,0.0,0.0,114.975,67.85,0.0,124.1,0.0,47.125,-124.1,-76.975,None,SK,2026-04-23
2026-01-01 10:00:00+00:00,0.0,0.0,780.475,0.0,0.0,1065.325,0.0,780.475,-1065.325,-284.85,None,SK,2026-04-23
2026-01-01 11:00:00+00:00,0.0,0.0,264.6,92.75,0.0,376.45,0.0,171.85000000000002,-376.45,-204.59999999999997,None,SK,2026-04-23
2026-01-01 12:00:00+00:00,0.0,0.0,152.25,136.2,0.0,195.25,0.0,16.05000000000001,-195.25,-179.2,None,SK,2026-04-23
2026-01-01 13:00:00+00:00,0.0,0.0,699.7249999999999,57.1,0.0,654.225,0.0,642.6249999999999,-654.225,-11.600000000000136,None,SK,2026-04-23
2026-01-01 14:00:00+00:00,0.0,0.0,768.8249999999999,0.0,0.0,484.6,0.0,768.8249999999999,-484.6,284.2249999999999,None,SK,2026-04-23
2026-01-01 15:00:00+00:00,0.0,0.0,2203.75,0.0,0.0,1874.775,0.0,2203.75,-1874.775,328.9749999999999,None,SK,2026-04-23
2026-01-01 16:00:00+00:00,0.0,0.0,2916.825,0.0,0.0,2422.55,0.0,2916.825,-2422.55,494.27499999999964,None,SK,2026-04-23
2026-01-01 17:00:00+00:00,0.0,0.0,1083.125,0.0,0.0,618.0,0.0,1083.125,-618.0,465.125,None,SK,2026-04-23
2026-01-01 18:00:00+00:00,0.0,0.0,372.25,0.0,0.0,0.0,0.0,372.25,0.0,372.25,None,SK,2026-04-23
2026-01-01 19:00:00+00:00,0.0,0.0,2295.575,0.0,0.0,1962.5,0.0,2295.575,-1962.5,333.0749999999998,None,SK,2026-04-23
2026-01-01 20:00:00+00:00,0.0,0.0,8544.0,0.0,0.0,8221.45,0.0,8544.0,-8221.45,322.5499999999993,None,SK,2026-04-23
2026-01-01 21:00:00+00:00,0.0,0.0,1033.3,0.0,0.0,607.9,0.0,1033.3,-607.9,425.4,None,SK,2026-04-23
2026-01-01 22:00:00+00:00,0.0,0.0,1076.5,0.0,0.0,637.925,0.0,1076.5,-637.925,438.57500000000005,None,SK,2026-04-23
2026-01-01 23:00:00+00:00,0.0,609.275,2436.475,0.0,0.0,1512.625,-609.275,2436.475,-1512.625,314.5749999999998,None,SK,2026-04-23
2026-01-02 00:00:00+00:00,0.0,568.775,2317.7,0.0,0.0,1508.0,-568.775,2317.7,-1508.0,240.92499999999973,None,SK,2026-04-23
2026-01-02 01:00:00+00:00,0.0,599.725,2208.65,0.0,0.0,1511.75,-599.725,2208.65,-1511.75,97.17500000000018,None,SK,2026-04-23
2026-01-02 02:00:00+00:00,0.0,493.77500000000003,2141.55,0.0,0.0,1433.95,-493.77500000000003,2141.55,-1433.95,213.82500000000005,None,SK,2026-04-23
2026-01-02 03:00:00+00:00,0.0,500.4,2144.45,0.0,0.0,1453.55,-500.4,2144.45,-1453.55,190.49999999999977,None,SK,2026-04-23
2026-01-02 04:00:00+00:00,0.0,542.75,2148.75,0.0,0.0,1412.625,-542.75,2148.75,-1412.625,193.375,None,SK,2026-04-23
2026-01-02 05:00:00+00:00,0.0,522.425,2202.0,0.0,0.0,1466.225,-522.425,2202.0,-1466.225,213.35000000000014,None,SK,2026-04-23
2026-01-02 06:00:00+00:00,0.0,637.45,2208.25,0.0,0.0,1377.75,-637.45,2208.25,-1377.75,193.04999999999995,None,SK,2026-04-23
2026-01-02 07:00:00+00:00,0.0,535.15,1719.65,0.0,0.0,1227.35,-535.15,1719.65,-1227.35,-42.84999999999991,None,SK,2026-04-23
2026-01-02 08:00:00+00:00,0.0,448.025,1247.275,0.0,0.0,1079.325,-448.025,1247.275,-1079.325,-280.07499999999993,None,SK,2026-04-23
2026-01-02 09:00:00+00:00,0.0,466.95,1450.375,0.0,0.0,1247.85,-466.95,1450.375,-1247.85,-264.42499999999995,None,SK,2026-04-23
2026-01-02 10:00:00+00:00,0.0,471.5,1260.75,0.0,0.0,1253.375,-471.5,1260.75,-1253.375,-464.125,None,SK,2026-04-23
2026-01-02 11:00:00+00:00,0.0,487.7,1249.125,0.0,0.0,1186.125,-487.7,1249.125,-1186.125,-424.70000000000005,None,SK,2026-04-23
2026-01-02 12:00:00+00:00,0.0,434.92499999999995,1113.85,0.0,0.0,944.525,-434.92499999999995,1113.85,-944.525,-265.6,None,SK,2026-04-23
2026-01-02 13:00:00+00:00,0.0,618.675,1710.875,0.0,0.0,1078.575,-618.675,1710.875,-1078.575,13.625,None,SK,2026-04-23
2026-01-02 14:00:00+00:00,0.0,607.25,1979.3,0.0,0.0,1067.75,-607.25,1979.3,-1067.75,304.29999999999995,None,SK,2026-04-23
2026-01-02 15:00:00+00:00,0.0,608.625,2179.075,0.0,0.0,1173.875,-608.625,2179.075,-1173.875,396.5749999999998,None,SK,2026-04-23
2026-01-02 16:00:00+00:00,0.0,566.85,2175.025,0.0,0.0,1130.775,-566.85,2175.025,-1130.775,477.4000000000001,None,SK,2026-04-23
