,SE_3_DK_1,DK_1_SE_3,SE_3_FI,FI_SE_3,SE_3_NO_1,NO_1_SE_3,SE_3_SE_2,SE_2_SE_3,SE_3_SE_4,SE_4_SE_3,SE_3_DK_1_net_export,SE_3_FI_net_export,SE_3_NO_1_net_export,SE_3_SE_2_net_export,SE_3_SE_4_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-02 00:00:00+00:00,712.0,0.0,968.0,0.0,137.5,0.0,0.0,3887.75,1357.75,0.0,712.0,968.0,137.5,-3887.75,1357.75,-712.5,None,SE_3,2026-04-23
2026-01-02 01:00:00+00:00,733.0,0.0,657.5,0.0,227.75,0.0,0.0,3638.5,1473.5,0.0,733.0,657.5,227.75,-3638.5,1473.5,-546.75,None,SE_3,2026-04-23
2026-01-02 02:00:00+00:00,645.0,0.0,508.75,0.0,244.0,0.0,0.0,3447.5,1702.0,0.0,645.0,508.75,244.0,-3447.5,1702.0,-347.75,None,SE_3,2026-04-23
2026-01-02 03:00:00+00:00,660.0,0.0,818.25,0.0,114.75,0.0,0.0,3741.25,1871.25,0.0,660.0,818.25,114.75,-3741.25,1871.25,-277.0,None,SE_3,2026-04-23
2026-01-02 04:00:00+00:00,619.25,0.0,1181.25,0.0,31.75,0.0,0.0,4074.75,1641.0,0.0,619.25,1181.25,31.75,-4074.75,1641.0,-601.5,None,SE_3,2026-04-23
2026-01-02 05:00:00+00:00,642.0,0.0,1200.0,0.0,0.0,0.0,0.0,5223.75,1768.25,0.0,642.0,1200.0,0.0,-5223.75,1768.25,-1613.5,None,SE_3,2026-04-23
2026-01-02 06:00:00+00:00,565.0,0.0,1086.0,0.0,0.0,0.0,0.0,6639.0,3103.25,0.0,565.0,1086.0,0.0,-6639.0,3103.25,-1884.75,None,SE_3,2026-04-23
2026-01-02 07:00:00+00:00,660.0,0.0,621.0,0.0,0.0,0.0,0.0,6745.75,3499.25,0.0,660.0,621.0,0.0,-6745.75,3499.25,-1965.5,None,SE_3,2026-04-23
2026-01-02 08:00:00+00:00,633.0,0.0,638.0,0.0,0.0,0.0,0.0,6743.0,3411.5,0.0,633.0,638.0,0.0,-6743.0,3411.5,-2060.5,None,SE_3,2026-04-23
2026-01-02 09:00:00+00:00,196.0,0.0,601.75,0.0,0.0,0.0,0.0,6403.25,3310.75,0.0,196.0,601.75,0.0,-6403.25,3310.75,-2294.75,None,SE_3,2026-04-23
2026-01-02 10:00:00+00:00,42.75,0.0,618.5,0.0,0.0,0.0,0.0,6392.25,3389.25,0.0,42.75,618.5,0.0,-6392.25,3389.25,-2341.75,None,SE_3,2026-04-23
2026-01-02 11:00:00+00:00,0.75,0.0,497.25,0.0,0.0,0.0,0.0,6363.5,3485.0,0.0,0.75,497.25,0.0,-6363.5,3485.0,-2380.5,None,SE_3,2026-04-23
2026-01-02 12:00:00+00:00,61.0,0.0,573.5,0.0,0.0,0.0,0.0,6288.5,3376.25,0.0,61.0,573.5,0.0,-6288.5,3376.25,-2277.75,None,SE_3,2026-04-23
2026-01-02 13:00:00+00:00,190.25,0.0,290.75,0.0,0.0,0.0,0.0,6284.75,3488.75,0.0,190.25,290.75,0.0,-6284.75,3488.75,-2315.0,None,SE_3,2026-04-23
2026-01-02 14:00:00+00:00,0.0,0.0,196.25,0.0,0.0,0.0,0.0,6315.5,4263.75,0.0,0.0,196.25,0.0,-6315.5,4263.75,-1855.5,None,SE_3,2026-04-23
2026-01-02 15:00:00+00:00,0.0,0.0,108.0,0.0,0.0,0.0,0.0,6164.5,4328.0,0.0,0.0,108.0,0.0,-6164.5,4328.0,-1728.5,None,SE_3,2026-04-23
2026-01-02 16:00:00+00:00,28.25,0.0,247.25,0.0,0.0,0.0,0.0,6223.75,3975.75,0.0,28.25,247.25,0.0,-6223.75,3975.75,-1972.5,None,SE_3,2026-04-23
2026-01-02 17:00:00+00:00,0.0,0.0,379.5,0.0,0.0,0.0,0.0,5924.5,4325.25,0.0,0.0,379.5,0.0,-5924.5,4325.25,-1219.75,None,SE_3,2026-04-23
2026-01-02 18:00:00+00:00,0.0,0.0,406.75,0.0,0.0,0.0,0.0,5819.0,4457.75,0.0,0.0,406.75,0.0,-5819.0,4457.75,-954.5,None,SE_3,2026-04-23
2026-01-02 19:00:00+00:00,227.75,0.0,474.0,0.0,0.0,0.0,0.0,5754.5,4358.75,0.0,227.75,474.0,0.0,-5754.5,4358.75,-694.0,None,SE_3,2026-04-23
2026-01-02 20:00:00+00:00,681.5,0.0,507.5,0.0,0.0,0.0,0.0,5815.0,3656.5,0.0,681.5,507.5,0.0,-5815.0,3656.5,-969.5,None,SE_3,2026-04-23
2026-01-02 21:00:00+00:00,733.0,0.0,427.0,0.0,5.25,0.0,0.0,5400.25,2832.75,0.0,733.0,427.0,5.25,-5400.25,2832.75,-1402.25,None,SE_3,2026-04-23
2026-01-02 22:00:00+00:00,733.0,0.0,279.5,0.0,83.0,0.0,0.0,5073.75,2720.0,0.0,733.0,279.5,83.0,-5073.75,2720.0,-1258.25,None,SE_3,2026-04-23
2026-01-02 23:00:00+00:00,733.0,0.0,1137.25,0.0,0.0,0.0,0.0,5684.0,2851.0,0.0,733.0,1137.25,0.0,-5684.0,2851.0,-962.75,None,SE_3,2026-04-23
2026-01-03 00:00:00+00:00,733.0,0.0,1157.0,0.0,0.0,0.0,0.0,5501.25,2738.0,0.0,733.0,1157.0,0.0,-5501.25,2738.0,-873.25,None,SE_3,2026-04-23
2026-01-03 01:00:00+00:00,733.0,0.0,1009.0,0.0,0.0,0.0,0.0,5157.0,2608.75,0.0,733.0,1009.0,0.0,-5157.0,2608.75,-806.25,None,SE_3,2026-04-23
2026-01-03 02:00:00+00:00,733.0,0.0,890.5,0.0,0.0,0.0,0.0,5026.0,2627.75,0.0,733.0,890.5,0.0,-5026.0,2627.75,-774.75,None,SE_3,2026-04-23
2026-01-03 03:00:00+00:00,733.0,0.0,990.75,0.0,0.0,0.0,0.0,5207.75,2702.25,0.0,733.0,990.75,0.0,-5207.75,2702.25,-781.75,None,SE_3,2026-04-23
2026-01-03 04:00:00+00:00,733.0,0.0,897.0,0.0,0.0,0.0,0.0,5217.75,2791.5,0.0,733.0,897.0,0.0,-5217.75,2791.5,-796.25,None,SE_3,2026-04-23
2026-01-03 05:00:00+00:00,733.0,0.0,807.0,0.0,0.0,0.0,0.0,5287.75,2881.0,0.0,733.0,807.0,0.0,-5287.75,2881.0,-866.75,None,SE_3,2026-04-23
2026-01-03 06:00:00+00:00,733.0,0.0,863.25,0.0,0.0,0.0,0.0,5671.25,3009.5,0.0,733.0,863.25,0.0,-5671.25,3009.5,-1065.5,None,SE_3,2026-04-23
2026-01-03 07:00:00+00:00,733.0,0.0,916.5,0.0,0.0,0.0,0.0,6010.0,3129.5,0.0,733.0,916.5,0.0,-6010.0,3129.5,-1231.0,None,SE_3,2026-04-23
2026-01-03 08:00:00+00:00,725.75,0.0,933.25,0.0,0.0,0.0,0.0,6186.75,3559.25,0.0,725.75,933.25,0.0,-6186.75,3559.25,-968.5,None,SE_3,2026-04-23
2026-01-03 09:00:00+00:00,581.75,0.0,864.5,0.0,0.0,0.0,0.0,6228.5,4250.75,0.0,581.75,864.5,0.0,-6228.5,4250.75,-531.5,None,SE_3,2026-04-23
2026-01-03 10:00:00+00:00,733.0,0.0,606.0,0.0,0.0,0.0,0.0,6405.0,3368.75,0.0,733.0,606.0,0.0,-6405.0,3368.75,-1697.25,None,SE_3,2026-04-23
2026-01-03 11:00:00+00:00,733.0,0.0,574.5,0.0,0.0,0.0,0.0,6404.0,3719.75,0.0,733.0,574.5,0.0,-6404.0,3719.75,-1376.75,None,SE_3,2026-04-23
2026-01-03 12:00:00+00:00,695.0,0.0,608.5,0.0,0.0,0.0,0.0,6464.0,4514.25,0.0,695.0,608.5,0.0,-6464.0,4514.25,-646.25,None,SE_3,2026-04-23
2026-01-03 13:00:00+00:00,733.0,0.0,465.5,0.0,0.0,0.0,0.0,6414.5,3788.0,0.0,733.0,465.5,0.0,-6414.5,3788.0,-1428.0,None,SE_3,2026-04-23
2026-01-03 14:00:00+00:00,597.5,0.0,315.25,0.0,0.0,0.0,0.0,6458.5,4520.0,0.0,597.5,315.25,0.0,-6458.5,4520.0,-1025.75,None,SE_3,2026-04-23
2026-01-03 15:00:00+00:00,88.75,0.0,340.5,0.0,0.0,0.0,0.0,6427.0,4871.0,0.0,88.75,340.5,0.0,-6427.0,4871.0,-1126.75,None,SE_3,2026-04-23
2026-01-03 16:00:00+00:00,0.0,0.0,360.75,0.0,0.0,0.0,0.0,6344.25,4821.25,0.0,0.0,360.75,0.0,-6344.25,4821.25,-1162.25,None,SE_3,2026-04-23
2026-01-03 17:00:00+00:00,38.0,0.0,350.25,0.0,0.0,0.0,0.0,6379.0,4988.0,0.0,38.0,350.25,0.0,-6379.0,4988.0,-1002.75,None,SE_3,2026-04-23
2026-01-03 18:00:00+00:00,252.5,0.0,304.5,0.0,0.0,0.0,0.0,6289.5,4883.5,0.0,252.5,304.5,0.0,-6289.5,4883.5,-849.0,None,SE_3,2026-04-23
2026-01-03 19:00:00+00:00,128.25,0.0,503.0,0.0,0.0,0.0,0.0,6226.75,4936.5,0.0,128.25,503.0,0.0,-6226.75,4936.5,-659.0,None,SE_3,2026-04-23
2026-01-03 20:00:00+00:00,478.75,0.0,517.75,0.0,0.0,0.0,0.0,6344.25,4539.0,0.0,478.75,517.75,0.0,-6344.25,4539.0,-808.75,None,SE_3,2026-04-23
2026-01-03 21:00:00+00:00,668.25,0.0,616.75,0.0,0.0,0.0,0.0,6426.25,4798.75,0.0,668.25,616.75,0.0,-6426.25,4798.75,-342.5,None,SE_3,2026-04-23
2026-01-03 22:00:00+00:00,733.0,0.0,372.25,0.0,0.0,0.0,0.0,6027.0,4062.0,0.0,733.0,372.25,0.0,-6027.0,4062.0,-859.75,None,SE_3,2026-04-23
2026-01-03 23:00:00+00:00,733.0,0.0,28.75,0.0,0.0,0.0,0.0,5541.75,4495.25,0.0,733.0,28.75,0.0,-5541.75,4495.25,-284.75,None,SE_3,2026-04-23
2026-01-04 00:00:00+00:00,733.0,0.0,0.0,0.0,0.0,0.0,0.0,5213.5,4295.25,0.0,733.0,0.0,0.0,-5213.5,4295.25,-185.25,None,SE_3,2026-04-23
2026-01-04 01:00:00+00:00,733.0,0.0,0.0,0.0,0.0,0.0,0.0,5063.25,4240.5,0.0,733.0,0.0,0.0,-5063.25,4240.5,-89.75,None,SE_3,2026-04-23
2026-01-04 02:00:00+00:00,733.0,0.0,0.0,0.0,0.0,0.0,0.0,4947.0,4193.5,0.0,733.0,0.0,0.0,-4947.0,4193.5,-20.5,None,SE_3,2026-04-23
2026-01-04 03:00:00+00:00,733.0,0.0,0.0,0.0,0.0,0.0,0.0,4831.25,4082.0,0.0,733.0,0.0,0.0,-4831.25,4082.0,-16.25,None,SE_3,2026-04-23
2026-01-04 04:00:00+00:00,733.0,0.0,0.0,0.0,0.0,0.0,0.0,4900.25,4046.75,0.0,733.0,0.0,0.0,-4900.25,4046.75,-120.5,None,SE_3,2026-04-23
2026-01-04 05:00:00+00:00,733.0,0.0,0.0,0.0,0.0,0.0,0.0,5119.25,4093.25,0.0,733.0,0.0,0.0,-5119.25,4093.25,-293.0,None,SE_3,2026-04-23
2026-01-04 06:00:00+00:00,733.0,0.0,0.0,0.0,0.0,0.0,0.0,5610.75,4315.25,0.0,733.0,0.0,0.0,-5610.75,4315.25,-562.5,None,SE_3,2026-04-23
2026-01-04 07:00:00+00:00,733.0,0.0,0.0,0.0,0.0,103.0,0.0,6268.75,4739.5,0.0,733.0,0.0,-103.0,-6268.75,4739.5,-899.25,None,SE_3,2026-04-23
2026-01-04 08:00:00+00:00,666.5,0.0,95.5,0.0,0.0,715.5,0.0,6154.25,4935.5,0.0,666.5,95.5,-715.5,-6154.25,4935.5,-1172.25,None,SE_3,2026-04-23
2026-01-04 09:00:00+00:00,41.75,0.0,375.25,0.0,0.0,139.75,0.0,5932.25,4182.25,0.0,41.75,375.25,-139.75,-5932.25,4182.25,-1472.75,None,SE_3,2026-04-23
2026-01-04 10:00:00+00:00,0.0,0.0,703.25,0.0,0.0,187.5,0.0,5664.0,3436.75,0.0,0.0,703.25,-187.5,-5664.0,3436.75,-1711.5,None,SE_3,2026-04-23
2026-01-04 11:00:00+00:00,0.0,0.0,969.0,0.0,0.0,261.75,0.0,5496.0,3094.5,0.0,0.0,969.0,-261.75,-5496.0,3094.5,-1694.25,None,SE_3,2026-04-23
2026-01-04 12:00:00+00:00,0.0,0.0,1123.25,0.0,0.0,87.75,0.0,5422.5,2568.25,0.0,0.0,1123.25,-87.75,-5422.5,2568.25,-1818.75,None,SE_3,2026-04-23
2026-01-04 13:00:00+00:00,0.0,0.0,1177.25,0.0,0.0,648.0,0.0,5605.5,2490.25,0.0,0.0,1177.25,-648.0,-5605.5,2490.25,-2586.0,None,SE_3,2026-04-23
2026-01-04 14:00:00+00:00,0.0,0.0,1196.25,0.0,0.0,1097.25,0.0,5556.5,2336.5,0.0,0.0,1196.25,-1097.25,-5556.5,2336.5,-3121.0,None,SE_3,2026-04-23
2026-01-04 15:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1253.5,0.0,5571.75,1969.75,0.0,0.0,1200.0,-1253.5,-5571.75,1969.75,-3655.5,None,SE_3,2026-04-23
2026-01-04 16:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1377.5,0.0,5748.25,2142.75,0.0,0.0,1200.0,-1377.5,-5748.25,2142.75,-3783.0,None,SE_3,2026-04-23
2026-01-04 17:00:00+00:00,0.0,0.0,1193.25,0.0,0.0,1533.75,0.0,5797.25,3301.75,0.0,0.0,1193.25,-1533.75,-5797.25,3301.75,-2836.0,None,SE_3,2026-04-23
2026-01-04 18:00:00+00:00,0.0,0.0,1107.75,0.0,0.0,1517.5,0.0,5906.75,3946.5,0.0,0.0,1107.75,-1517.5,-5906.75,3946.5,-2370.0,None,SE_3,2026-04-23
2026-01-04 19:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1530.25,0.0,6097.75,4251.0,0.0,0.0,1200.0,-1530.25,-6097.75,4251.0,-2177.0,None,SE_3,2026-04-23
2026-01-04 20:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1713.25,0.0,6026.75,3383.75,0.0,0.0,1200.0,-1713.25,-6026.75,3383.75,-3156.25,None,SE_3,2026-04-23
2026-01-04 21:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1731.5,0.0,6101.75,3696.0,0.0,0.0,1200.0,-1731.5,-6101.75,3696.0,-2937.25,None,SE_3,2026-04-23
2026-01-04 22:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1748.25,0.0,5935.0,3678.5,0.0,0.0,1200.0,-1748.25,-5935.0,3678.5,-2804.75,None,SE_3,2026-04-23
2026-01-04 23:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1652.75,0.0,6023.75,3740.5,0.0,0.0,1200.0,-1652.75,-6023.75,3740.5,-2736.0,None,SE_3,2026-04-23
2026-01-05 00:00:00+00:00,15.25,0.0,1200.0,0.0,0.0,1739.25,0.0,6102.25,3890.0,0.0,15.25,1200.0,-1739.25,-6102.25,3890.0,-2736.25,None,SE_3,2026-04-23
2026-01-05 01:00:00+00:00,26.25,0.0,1200.0,0.0,0.0,1744.5,0.0,6091.0,3891.5,0.0,26.25,1200.0,-1744.5,-6091.0,3891.5,-2717.75,None,SE_3,2026-04-23
2026-01-05 02:00:00+00:00,68.75,0.0,1200.0,0.0,0.0,1875.5,0.0,6074.0,4724.0,0.0,68.75,1200.0,-1875.5,-6074.0,4724.0,-1956.75,None,SE_3,2026-04-23
2026-01-05 03:00:00+00:00,19.5,0.0,1196.0,0.0,0.0,1628.0,0.0,6017.0,4816.5,0.0,19.5,1196.0,-1628.0,-6017.0,4816.5,-1613.0,None,SE_3,2026-04-23
2026-01-05 04:00:00+00:00,30.75,0.0,1200.0,0.0,0.0,1526.0,0.0,6036.75,4495.25,0.0,30.75,1200.0,-1526.0,-6036.75,4495.25,-1836.75,None,SE_3,2026-04-23
2026-01-05 05:00:00+00:00,0.0,0.0,1199.5,0.0,0.0,1411.5,0.0,6459.5,4065.25,0.0,0.0,1199.5,-1411.5,-6459.5,4065.25,-2606.25,None,SE_3,2026-04-23
2026-01-05 06:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1477.0,0.0,6676.75,2947.25,0.0,0.0,1200.0,-1477.0,-6676.75,2947.25,-4006.5,None,SE_3,2026-04-23
2026-01-05 07:00:00+00:00,0.0,0.0,1168.25,0.0,0.0,1161.75,0.0,6670.75,2632.0,0.0,0.0,1168.25,-1161.75,-6670.75,2632.0,-4032.25,None,SE_3,2026-04-23
2026-01-05 08:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,898.5,0.0,6671.75,1863.5,0.0,0.0,1200.0,-898.5,-6671.75,1863.5,-4506.75,None,SE_3,2026-04-23
2026-01-05 09:00:00+00:00,0.0,0.0,1192.0,0.0,0.0,709.75,0.0,6608.0,1460.5,0.0,0.0,1192.0,-709.75,-6608.0,1460.5,-4665.25,None,SE_3,2026-04-23
2026-01-05 10:00:00+00:00,0.0,120.25,1200.0,0.0,0.0,568.75,0.0,6654.75,1426.25,0.0,-120.25,1200.0,-568.75,-6654.75,1426.25,-4717.5,None,SE_3,2026-04-23
2026-01-05 11:00:00+00:00,0.0,485.25,1196.75,0.0,0.0,552.25,0.0,6632.75,1751.25,0.0,-485.25,1196.75,-552.25,-6632.75,1751.25,-4722.25,None,SE_3,2026-04-23
2026-01-05 12:00:00+00:00,0.0,680.25,1192.0,0.0,0.0,564.5,0.0,6655.25,2096.25,0.0,-680.25,1192.0,-564.5,-6655.25,2096.25,-4611.75,None,SE_3,2026-04-23
2026-01-05 13:00:00+00:00,0.0,683.0,1084.75,0.0,0.0,664.75,0.0,6463.25,2116.0,0.0,-683.0,1084.75,-664.75,-6463.25,2116.0,-4610.25,None,SE_3,2026-04-23
2026-01-05 14:00:00+00:00,0.0,732.0,1034.25,0.0,0.0,621.0,0.0,6356.25,1885.0,0.0,-732.0,1034.25,-621.0,-6356.25,1885.0,-4790.0,None,SE_3,2026-04-23
2026-01-05 15:00:00+00:00,0.0,733.0,1021.0,0.0,0.0,706.25,0.0,6171.25,1647.0,0.0,-733.0,1021.0,-706.25,-6171.25,1647.0,-4942.5,None,SE_3,2026-04-23
2026-01-05 16:00:00+00:00,0.0,430.75,408.0,0.0,0.0,481.75,0.0,5970.5,2534.75,0.0,-430.75,408.0,-481.75,-5970.5,2534.75,-3940.25,None,SE_3,2026-04-23
2026-01-05 17:00:00+00:00,0.0,54.75,305.75,0.0,0.0,194.25,0.0,5806.5,2270.0,0.0,-54.75,305.75,-194.25,-5806.5,2270.0,-3479.75,None,SE_3,2026-04-23
2026-01-05 18:00:00+00:00,0.0,0.0,1198.0,0.0,0.0,937.5,0.0,5871.25,1235.25,0.0,0.0,1198.0,-937.5,-5871.25,1235.25,-4375.5,None,SE_3,2026-04-23
2026-01-05 19:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,931.5,0.0,5733.75,1234.5,0.0,0.0,1200.0,-931.5,-5733.75,1234.5,-4230.75,None,SE_3,2026-04-23
2026-01-05 20:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1134.5,0.0,5634.75,1691.25,0.0,0.0,1200.0,-1134.5,-5634.75,1691.25,-3878.0,None,SE_3,2026-04-23
2026-01-05 21:00:00+00:00,0.0,0.0,1191.25,0.0,0.0,1397.25,0.0,5517.5,2215.0,0.0,0.0,1191.25,-1397.25,-5517.5,2215.0,-3508.5,None,SE_3,2026-04-23
2026-01-05 22:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1472.5,0.0,5407.25,2471.25,0.0,0.0,1200.0,-1472.5,-5407.25,2471.25,-3208.5,None,SE_3,2026-04-23
2026-01-05 23:00:00+00:00,6.25,0.0,1200.0,0.0,0.0,1684.75,0.0,5916.25,4565.5,0.0,6.25,1200.0,-1684.75,-5916.25,4565.5,-1829.25,None,SE_3,2026-04-23
2026-01-06 00:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1685.5,0.0,5859.75,4681.75,0.0,0.0,1200.0,-1685.5,-5859.75,4681.75,-1663.5,None,SE_3,2026-04-23
2026-01-06 01:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1826.75,0.0,5724.0,3662.5,0.0,0.0,1200.0,-1826.75,-5724.0,3662.5,-2688.25,None,SE_3,2026-04-23
2026-01-06 02:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1831.0,0.0,5608.0,4298.5,0.0,0.0,1200.0,-1831.0,-5608.0,4298.5,-1940.5,None,SE_3,2026-04-23
2026-01-06 03:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1842.5,0.0,5547.5,4500.0,0.0,0.0,1200.0,-1842.5,-5547.5,4500.0,-1690.0,None,SE_3,2026-04-23
2026-01-06 04:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1782.5,0.0,5702.5,3796.25,0.0,0.0,1200.0,-1782.5,-5702.5,3796.25,-2488.75,None,SE_3,2026-04-23
2026-01-06 05:00:00+00:00,0.0,0.0,1200.0,0.0,0.0,1725.5,0.0,5866.5,3956.25,0.0,0.0,1200.0,-1725.5,-5866.5,3956.25,-2435.75,None,SE_3,2026-04-23
2026-01-06 06:00:00+00:00,0.0,0.0,1196.75,0.0,0.0,1386.25,0.0,5783.5,2883.25,0.0,0.0,1196.75,-1386.25,-5783.5,2883.25,-3089.75,None,SE_3,2026-04-23
2026-01-06 07:00:00+00:00,0.0,0.0,849.0,0.0,0.0,1237.5,0.0,5658.5,2585.0,0.0,0.0,849.0,-1237.5,-5658.5,2585.0,-3462.0,None,SE_3,2026-04-23
2026-01-06 08:00:00+00:00,0.0,0.0,864.0,0.0,0.0,1392.5,0.0,5632.5,2373.25,0.0,0.0,864.0,-1392.5,-5632.5,2373.25,-3787.75,None,SE_3,2026-04-23
2026-01-06 09:00:00+00:00,0.0,0.0,1044.25,0.0,0.0,1313.0,0.0,5784.5,2040.5,0.0,0.0,1044.25,-1313.0,-5784.5,2040.5,-4012.75,None,SE_3,2026-04-23
2026-01-06 10:00:00+00:00,0.0,0.0,1117.5,0.0,0.0,1104.5,0.0,5976.0,1779.75,0.0,0.0,1117.5,-1104.5,-5976.0,1779.75,-4183.25,None,SE_3,2026-04-23
