,SI_AT,AT_SI,SI_HR,HR_SI,SI_IT_NORD,IT_NORD_SI,SI_HU,HU_SI,SI_AT_net_export,SI_HR_net_export,SI_IT_NORD_net_export,SI_HU_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,201.45,2191.3,1529.3,47.0,0.0,680.0,1211.85,0.0,-1989.8500000000001,1482.3,-680.0,1211.85,24.299999999999727,None,SI,2026-04-23
2026-01-01 01:00:00+00:00,210.60000000000002,2243.125,2800.525,47.0,0.0,680.0,0.0,0.0,-2032.525,2753.525,-680.0,0.0,41.0,None,SI,2026-04-23
2026-01-01 02:00:00+00:00,121.075,2077.15,351.0,46.0,0.0,680.0,2194.525,0.0,-1956.075,305.0,-680.0,2194.525,-136.54999999999973,None,SI,2026-04-23
2026-01-01 03:00:00+00:00,60.1,2901.45,2245.625,47.0,0.0,680.0,1176.025,0.0,-2841.35,2198.625,-680.0,1176.025,-146.69999999999982,None,SI,2026-04-23
2026-01-01 04:00:00+00:00,41.825,3132.6,1449.05,49.0,0.0,680.0,2162.275,0.0,-3090.775,1400.05,-680.0,2162.275,-208.45000000000027,None,SI,2026-04-23
2026-01-01 05:00:00+00:00,23.725,3113.025,1409.8,53.0,0.0,680.0,2136.2,0.0,-3089.3,1356.8,-680.0,2136.2,-276.3000000000002,None,SI,2026-04-23
2026-01-01 06:00:00+00:00,73.05,327.575,708.575,52.0,0.0,680.0,0.0,0.0,-254.52499999999998,656.575,-680.0,0.0,-277.94999999999993,None,SI,2026-04-23
2026-01-01 07:00:00+00:00,12.575,1074.15,1059.65,50.0,0.0,680.0,390.925,0.0,-1061.575,1009.6500000000001,-680.0,390.925,-340.99999999999994,None,SI,2026-04-23
2026-01-01 08:00:00+00:00,75.4,175.8,428.625,69.3,0.0,680.0,159.85,0.0,-100.4,359.325,-680.0,159.85,-261.225,None,SI,2026-04-23
2026-01-01 09:00:00+00:00,123.45,63.275000000000006,351.0,126.275,0.0,499.25,49.625,7.55,60.175,224.725,-499.25,42.075,-172.27500000000003,None,SI,2026-04-23
2026-01-01 10:00:00+00:00,572.75,0.0,351.0,43.0,0.0,680.0,0.0,316.35,572.75,308.0,-680.0,-316.35,-115.60000000000002,None,SI,2026-04-23
2026-01-01 11:00:00+00:00,96.5,125.175,351.0,42.0,0.0,551.0,196.975,0.0,-28.674999999999997,309.0,-551.0,196.975,-73.70000000000002,None,SI,2026-04-23
2026-01-01 12:00:00+00:00,115.60000000000001,231.85,449.25,41.0,0.0,680.0,457.65000000000003,0.0,-116.24999999999999,408.25,-680.0,457.65000000000003,69.65000000000003,None,SI,2026-04-23
2026-01-01 13:00:00+00:00,302.825,809.575,1253.7,43.0,0.0,680.0,0.0,0.0,-506.75000000000006,1210.7,-680.0,0.0,23.950000000000045,None,SI,2026-04-23
2026-01-01 14:00:00+00:00,405.2,867.725,1366.275,45.0,0.0,680.0,0.0,0.0,-462.52500000000003,1321.275,-680.0,0.0,178.75,None,SI,2026-04-23
2026-01-01 15:00:00+00:00,1081.425,837.075,351.0,48.0,0.0,680.0,1410.7250000000001,870.625,244.3499999999999,303.0,-680.0,540.1000000000001,407.45000000000005,None,SI,2026-04-23
2026-01-01 16:00:00+00:00,0.0,169.175,351.0,52.0,0.0,680.0,989.9,0.0,-169.175,299.0,-680.0,989.9,439.725,None,SI,2026-04-23
2026-01-01 17:00:00+00:00,0.0,1502.525,351.0,54.0,0.0,680.0,2320.0499999999997,0.0,-1502.525,297.0,-680.0,2320.0499999999997,434.52499999999964,None,SI,2026-04-23
2026-01-01 18:00:00+00:00,0.0,772.2,351.0,51.0,0.0,680.0,1453.8500000000001,0.0,-772.2,300.0,-680.0,1453.8500000000001,301.6500000000001,None,SI,2026-04-23
2026-01-01 19:00:00+00:00,1031.0,1835.775,628.25,50.0,0.0,680.0,2000.7,1018.4,-804.7750000000001,578.25,-680.0,982.3000000000001,75.77499999999998,None,SI,2026-04-23
2026-01-01 20:00:00+00:00,4184.5,0.0,895.0500000000001,48.0,0.0,680.0,0.0,4443.675,4184.5,847.0500000000001,-680.0,-4443.675,-92.125,None,SI,2026-04-23
2026-01-01 21:00:00+00:00,0.0,2779.175,761.175,48.0,0.0,657.25,2628.85,34.25,-2779.175,713.175,-657.25,2594.6,-128.6500000000001,None,SI,2026-04-23
2026-01-01 22:00:00+00:00,0.0,1814.8,849.7,48.0,0.0,498.0,1618.9,327.92499999999995,-1814.8,801.7,-498.0,1290.9750000000001,-220.12499999999977,None,SI,2026-04-23
2026-01-01 23:00:00+00:00,0.0,511.425,758.075,47.0,0.0,735.0,397.55,0.0,-511.425,711.075,-735.0,397.55,-137.7999999999999,None,SI,2026-04-23
2026-01-02 00:00:00+00:00,0.0,358.575,643.5999999999999,47.0,0.0,735.0,400.775,0.0,-358.575,596.5999999999999,-735.0,400.775,-96.2000000000001,None,SI,2026-04-23
2026-01-02 01:00:00+00:00,0.0,261.1,529.225,46.0,0.0,735.0,440.0,0.0,-261.1,483.225,-735.0,440.0,-72.875,None,SI,2026-04-23
2026-01-02 02:00:00+00:00,0.0,186.7,503.675,46.0,0.0,782.0,451.05,0.0,-186.7,457.675,-782.0,451.05,-59.974999999999966,None,SI,2026-04-23
2026-01-02 03:00:00+00:00,0.0,192.85,508.8,47.0,0.0,782.0,441.775,0.0,-192.85,461.8,-782.0,441.775,-71.27499999999998,None,SI,2026-04-23
2026-01-02 04:00:00+00:00,0.0,211.1,589.8,49.0,0.0,782.0,497.825,0.0,-211.1,540.8,-782.0,497.825,45.52499999999992,None,SI,2026-04-23
2026-01-02 05:00:00+00:00,0.0,261.35,598.15,59.0,0.0,782.0,477.675,0.0,-261.35,539.15,-782.0,477.675,-26.525000000000034,None,SI,2026-04-23
2026-01-02 06:00:00+00:00,0.0,487.725,704.1,62.0,0.0,692.0,452.25,0.0,-487.725,642.1,-692.0,452.25,-85.375,None,SI,2026-04-23
2026-01-02 07:00:00+00:00,0.0,256.625,620.95,59.0,0.0,692.0,288.55,0.0,-256.625,561.95,-692.0,288.55,-98.12499999999994,None,SI,2026-04-23
2026-01-02 08:00:00+00:00,0.0,177.05,610.35,59.0,0.0,566.0,41.325,6.9,-177.05,551.35,-566.0,34.425000000000004,-157.27499999999998,None,SI,2026-04-23
2026-01-02 09:00:00+00:00,0.0,561.575,530.525,58.0,294.0,0.0,0.0,360.45,-561.575,472.525,294.0,-360.45,-155.50000000000006,None,SI,2026-04-23
2026-01-02 10:00:00+00:00,0.0,498.7,537.8,58.0,243.75,0.0,0.0,375.65,-498.7,479.79999999999995,243.75,-375.65,-150.8,None,SI,2026-04-23
2026-01-02 11:00:00+00:00,0.0,362.3,652.25,58.0,0.0,180.5,0.0,188.75,-362.3,594.25,-180.5,-188.75,-137.3,None,SI,2026-04-23
2026-01-02 12:00:00+00:00,0.0,248.65,739.05,56.0,0.0,606.0,38.625,1.65,-248.65,683.05,-606.0,36.975,-134.62500000000003,None,SI,2026-04-23
2026-01-02 13:00:00+00:00,0.0,530.8,722.7,57.0,0.0,606.0,348.375,0.0,-530.8,665.7,-606.0,348.375,-122.72499999999991,None,SI,2026-04-23
2026-01-02 14:00:00+00:00,0.0,509.975,769.475,57.0,0.0,734.0,654.625,0.0,-509.975,712.475,-734.0,654.625,123.125,None,SI,2026-04-23
2026-01-02 15:00:00+00:00,0.0,391.675,944.25,61.0,0.0,734.0,859.625,0.0,-391.675,883.25,-734.0,859.625,617.2,None,SI,2026-04-23
2026-01-02 16:00:00+00:00,0.0,392.275,983.55,61.0,0.0,734.0,856.5,0.0,-392.275,922.55,-734.0,856.5,652.775,None,SI,2026-04-23
2026-01-02 17:00:00+00:00,0.0,348.225,947.4,61.0,0.0,655.0,762.15,0.0,-348.225,886.4,-655.0,762.15,645.3249999999999,None,SI,2026-04-23
2026-01-02 18:00:00+00:00,0.0,431.425,939.125,60.0,0.0,655.0,728.075,0.0,-431.425,879.125,-655.0,728.075,520.7750000000001,None,SI,2026-04-23
2026-01-02 19:00:00+00:00,0.0,620.125,924.55,59.0,0.0,655.0,672.575,0.0,-620.125,865.55,-655.0,672.575,263.0,None,SI,2026-04-23
2026-01-02 20:00:00+00:00,0.0,680.725,853.45,57.0,0.0,706.0,485.025,0.0,-680.725,796.45,-706.0,485.025,-105.25,None,SI,2026-04-23
2026-01-02 21:00:00+00:00,0.0,683.3,807.125,56.0,0.0,512.75,292.6,0.0,-683.3,751.125,-512.75,292.6,-152.32499999999993,None,SI,2026-04-23
2026-01-02 22:00:00+00:00,0.0,856.7,727.8,55.0,128.5,9.25,8.975,31.275,-856.7,672.8,119.25,-22.299999999999997,-86.95000000000009,None,SI,2026-04-23
2026-01-02 23:00:00+00:00,0.0,330.72499999999997,663.9,61.0,0.0,430.25,11.774999999999999,55.9,-330.72499999999997,602.9,-430.25,-44.125,-202.2,None,SI,2026-04-23
2026-01-03 00:00:00+00:00,0.0,410.7,419.95,59.0,139.0,0.0,0.0,255.95,-410.7,360.95,139.0,-255.95,-166.7,None,SI,2026-04-23
