,CH_AT,AT_CH,CH_DE_LU,DE_LU_CH,CH_FR,FR_CH,CH_IT_NORD,IT_NORD_CH,CH_AT_net_export,CH_DE_LU_net_export,CH_FR_net_export,CH_IT_NORD_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-02 15:00:00+00:00,0.0,999.5,0.0,799.97,2.0,3202.0,1591.0,21.0,-999.5,-799.97,-3200.0,1570.0,-3429.4700000000003,None,CH,2026-04-23
2026-01-02 16:00:00+00:00,0.0,1000.0,0.0,800.0,3.0,3203.0,2286.0,0.0,-1000.0,-800.0,-3200.0,2286.0,-2714.0,None,CH,2026-04-23
2026-01-02 17:00:00+00:00,0.0,999.0,0.0,799.951,3.0,3128.0,2218.0,24.0,-999.0,-799.951,-3125.0,2194.0,-2729.951,None,CH,2026-04-23
2026-01-02 18:00:00+00:00,0.0,1000.0,0.0,799.972,3.0,3128.0,2406.0,100.0,-1000.0,-799.972,-3125.0,2306.0,-2618.9719999999998,None,CH,2026-04-23
2026-01-02 19:00:00+00:00,0.0,1000.0,0.0,799.996,3.0,3203.0,2069.0,20.0,-1000.0,-799.996,-3200.0,2049.0,-2950.996,None,CH,2026-04-23
2026-01-02 20:00:00+00:00,0.0,1000.0,0.0,798.975,2.0,3202.0,1816.0,231.5,-1000.0,-798.975,-3200.0,1584.5,-3414.4750000000004,None,CH,2026-04-23
2026-01-02 21:00:00+00:00,0.0,999.2,0.0,800.0,0.0,3200.0,1302.0,215.5,-999.2,-800.0,-3200.0,1086.5,-3912.7,None,CH,2026-04-23
2026-01-02 22:00:00+00:00,0.0,999.8,0.0,799.957,0.0,3200.0,949.0,58.5,-999.8,-799.957,-3200.0,890.5,-4109.257,None,CH,2026-04-23
2026-01-02 23:00:00+00:00,0.0,999.1,0.0,799.979,0.0,3200.0,1072.25,577.0,-999.1,-799.979,-3200.0,495.25,-4503.829,None,CH,2026-04-23
2026-01-03 00:00:00+00:00,0.0,999.3,0.0,800.0,0.0,3200.0,788.0,831.0,-999.3,-800.0,-3200.0,-43.0,-5042.3,None,CH,2026-04-23
2026-01-03 01:00:00+00:00,0.3,999.2,0.0,800.0,0.0,3200.0,656.0,586.0,-998.9000000000001,-800.0,-3200.0,70.0,-4928.9,None,CH,2026-04-23
2026-01-03 02:00:00+00:00,0.0,999.6,0.0,800.0,0.0,3200.0,647.0,577.0,-999.6,-800.0,-3200.0,70.0,-4929.6,None,CH,2026-04-23
2026-01-03 03:00:00+00:00,0.0,999.1,0.0,799.994,0.0,3200.0,865.0,577.0,-999.1,-799.994,-3200.0,288.0,-4711.094,None,CH,2026-04-23
2026-01-03 04:00:00+00:00,0.8,999.7,0.0,799.978,0.0,3200.0,879.0,552.0,-998.9000000000001,-799.978,-3200.0,327.0,-4671.878000000001,None,CH,2026-04-23
2026-01-03 05:00:00+00:00,0.0,1000.0,0.0,799.968,0.0,3200.0,1097.0,20.75,-1000.0,-799.968,-3200.0,1076.25,-3923.718,None,CH,2026-04-23
2026-01-03 06:00:00+00:00,0.0,999.1,0.0,799.964,0.0,3200.0,1524.0,10.5,-999.1,-799.964,-3200.0,1513.5,-3485.5640000000003,None,CH,2026-04-23
2026-01-03 07:00:00+00:00,0.0,999.7,0.0,799.964,0.0,3200.0,1641.0,45.0,-999.7,-799.964,-3200.0,1596.0,-3403.6640000000007,None,CH,2026-04-23
2026-01-03 08:00:00+00:00,0.0,999.5,0.0,799.956,0.0,3200.0,1457.0,33.0,-999.5,-799.956,-3200.0,1424.0,-3575.456,None,CH,2026-04-23
2026-01-03 09:00:00+00:00,0.0,999.7,0.0,800.0,0.0,3200.0,1546.0,472.0,-999.7,-800.0,-3200.0,1074.0,-3925.7,None,CH,2026-04-23
2026-01-03 10:00:00+00:00,0.0,999.1,0.0,800.0,0.0,3200.0,1221.75,540.0,-999.1,-800.0,-3200.0,681.75,-4317.35,None,CH,2026-04-23
2026-01-03 11:00:00+00:00,0.0,990.7,0.0,799.974,0.0,3200.0,1130.0,822.0,-990.7,-799.974,-3200.0,308.0,-4682.674,None,CH,2026-04-23
2026-01-03 12:00:00+00:00,0.0,999.4,0.0,799.971,0.0,3200.0,1209.0,944.0,-999.4,-799.971,-3200.0,265.0,-4734.371,None,CH,2026-04-23
2026-01-03 13:00:00+00:00,100.0,955.2,0.0,799.953,0.0,3200.0,1309.0,791.0,-855.2,-799.953,-3200.0,518.0,-4337.153,None,CH,2026-04-23
2026-01-03 14:00:00+00:00,399.0,650.6,0.0,800.0,0.0,3200.0,1513.5,572.0,-251.60000000000002,-800.0,-3200.0,941.5,-3310.1000000000004,None,CH,2026-04-23
2026-01-03 15:00:00+00:00,40.0,630.1,0.0,799.674,0.0,3199.0,1369.0,371.75,-590.1,-799.674,-3199.0,997.25,-3591.5239999999994,None,CH,2026-04-23
2026-01-03 16:00:00+00:00,0.0,947.8,0.0,791.992,0.0,3200.0,2139.0,60.5,-947.8,-791.992,-3200.0,2078.5,-2861.2919999999995,None,CH,2026-04-23
2026-01-03 17:00:00+00:00,42.0,933.6,0.0,795.662,0.0,3200.0,2180.0,70.5,-891.6,-795.662,-3200.0,2109.5,-2777.7620000000006,None,CH,2026-04-23
2026-01-03 18:00:00+00:00,140.8,820.1,0.0,800.0,0.0,3200.0,2252.0,0.0,-679.3,-800.0,-3200.0,2252.0,-2427.3,None,CH,2026-04-23
2026-01-03 19:00:00+00:00,346.6,792.4,0.0,799.978,0.0,3200.0,1682.0,24.5,-445.79999999999995,-799.978,-3200.0,1657.5,-2788.2780000000002,None,CH,2026-04-23
2026-01-03 20:00:00+00:00,145.5,851.3,0.0,800.0,0.0,3200.0,1487.0,532.0,-705.8,-800.0,-3200.0,955.0,-3750.8,None,CH,2026-04-23
2026-01-03 21:00:00+00:00,177.9,888.3,0.0,799.952,0.0,3200.0,1005.0,557.0,-710.4,-799.952,-3200.0,448.0,-4262.352,None,CH,2026-04-23
2026-01-03 22:00:00+00:00,0.0,999.3,0.0,800.0,0.0,3200.0,1170.25,532.0,-999.3,-800.0,-3200.0,638.25,-4361.05,None,CH,2026-04-23
2026-01-03 23:00:00+00:00,0.0,649.4,0.0,800.0,0.0,3200.0,1023.0,486.0,-649.4,-800.0,-3200.0,537.0,-4112.4,None,CH,2026-04-23
2026-01-04 00:00:00+00:00,0.0,649.4,0.0,800.0,0.0,3200.0,1015.0,639.0,-649.4,-800.0,-3200.0,376.0,-4273.4,None,CH,2026-04-23
2026-01-04 01:00:00+00:00,0.0,649.0,0.0,800.0,0.0,3200.0,1033.0,681.75,-649.0,-800.0,-3200.0,351.25,-4297.75,None,CH,2026-04-23
2026-01-04 02:00:00+00:00,0.0,649.5,0.0,800.0,0.0,3200.0,845.0,757.25,-649.5,-800.0,-3200.0,87.75,-4561.75,None,CH,2026-04-23
2026-01-04 03:00:00+00:00,0.0,649.5,0.0,800.0,0.0,3200.0,882.0,446.0,-649.5,-800.0,-3200.0,436.0,-4213.5,None,CH,2026-04-23
2026-01-04 04:00:00+00:00,0.0,648.9,0.0,800.0,0.0,3200.0,947.0,677.5,-648.9,-800.0,-3200.0,269.5,-4379.4,None,CH,2026-04-23
2026-01-04 05:00:00+00:00,0.0,649.9,0.0,800.0,0.0,3200.0,947.0,252.0,-649.9,-800.0,-3200.0,695.0,-3954.8999999999996,None,CH,2026-04-23
2026-01-04 06:00:00+00:00,0.0,649.9,0.0,800.0,0.0,2872.0,1242.0,272.0,-649.9,-800.0,-2872.0,970.0,-3351.8999999999996,None,CH,2026-04-23
2026-01-04 07:00:00+00:00,0.0,649.4,0.0,800.0,0.0,2872.0,1233.0,124.0,-649.4,-800.0,-2872.0,1109.0,-3212.3999999999996,None,CH,2026-04-23
2026-01-04 08:00:00+00:00,0.0,649.7,0.0,800.0,0.0,2872.0,1215.0,218.25,-649.7,-800.0,-2872.0,996.75,-3324.95,None,CH,2026-04-23
2026-01-04 09:00:00+00:00,0.0,649.1,0.0,800.0,0.0,2872.0,1313.0,228.5,-649.1,-800.0,-2872.0,1084.5,-3236.6000000000004,None,CH,2026-04-23
2026-01-04 10:00:00+00:00,0.0,649.8,0.0,800.0,0.0,2872.0,1397.0,150.0,-649.8,-800.0,-2872.0,1247.0,-3074.8,None,CH,2026-04-23
2026-01-04 11:00:00+00:00,0.0,649.5,0.0,800.0,0.0,2872.0,1520.0,255.0,-649.5,-800.0,-2872.0,1265.0,-3056.5,None,CH,2026-04-23
2026-01-04 12:00:00+00:00,0.0,649.4,0.0,800.0,0.0,2872.0,1347.0,193.0,-649.4,-800.0,-2872.0,1154.0,-3167.3999999999996,None,CH,2026-04-23
2026-01-04 13:00:00+00:00,0.0,606.1,0.0,799.9,0.0,2872.0,1245.0,92.0,-606.1,-799.9,-2872.0,1153.0,-3125.0,None,CH,2026-04-23
2026-01-04 14:00:00+00:00,123.0,471.9,0.0,800.0,0.0,2872.0,1035.0,171.0,-348.9,-800.0,-2872.0,864.0,-3156.9,None,CH,2026-04-23
2026-01-04 15:00:00+00:00,388.0,329.0,0.0,799.3,0.0,2872.0,927.0,350.5,59.0,-799.3,-2872.0,576.5,-3035.8,None,CH,2026-04-23
2026-01-04 16:00:00+00:00,232.6,410.70000000000005,0.0,544.1,0.0,2744.0,1518.0,148.0,-178.10000000000005,-544.1,-2744.0,1370.0,-2096.2,None,CH,2026-04-23
2026-01-04 17:00:00+00:00,272.95,286.6,0.0,610.75,150.0,2381.9,1493.0,0.0,-13.650000000000034,-610.75,-2231.9,1493.0,-1363.3000000000002,None,CH,2026-04-23
2026-01-04 18:00:00+00:00,387.25,366.7,0.0,665.9,150.0,2280.9,1544.0,79.0,20.55000000000001,-665.9,-2130.9,1465.0,-1311.25,None,CH,2026-04-23
2026-01-04 19:00:00+00:00,247.25,547.325,0.0,800.0,0.0,2623.3,1655.0,251.75,-300.07500000000005,-800.0,-2623.3,1403.25,-2320.125,None,CH,2026-04-23
2026-01-04 20:00:00+00:00,42.0,668.9,0.0,800.0,0.0,2822.0,1540.0,449.5,-626.9,-800.0,-2822.0,1090.5,-3158.3999999999996,None,CH,2026-04-23
2026-01-04 21:00:00+00:00,42.0,600.7,0.0,850.0,0.0,2810.0,1214.0,657.0,-558.7,-850.0,-2810.0,557.0,-3661.7,None,CH,2026-04-23
2026-01-04 22:00:00+00:00,42.0,691.1,0.0,850.0,0.0,2822.0,1185.0,575.0,-649.1,-850.0,-2822.0,610.0,-3711.1000000000004,None,CH,2026-04-23
2026-01-04 23:00:00+00:00,0.0,399.8,0.0,1150.0,0.0,2839.0,483.25,420.0,-399.8,-1150.0,-2839.0,63.25,-4325.55,None,CH,2026-04-23
2026-01-05 00:00:00+00:00,0.0,399.5,0.0,1150.0,0.0,2839.0,311.25,526.0,-399.5,-1150.0,-2839.0,-214.75,-4603.25,None,CH,2026-04-23
2026-01-05 01:00:00+00:00,0.0,399.6,0.0,1150.0,0.0,2839.0,203.0,606.0,-399.6,-1150.0,-2839.0,-403.0,-4791.6,None,CH,2026-04-23
2026-01-05 02:00:00+00:00,0.0,399.1,0.0,1149.2,0.0,2839.0,258.0,446.0,-399.1,-1149.2,-2839.0,-188.0,-4575.3,None,CH,2026-04-23
2026-01-05 03:00:00+00:00,0.0,399.3,0.0,1150.0,0.0,2839.0,203.0,402.0,-399.3,-1150.0,-2839.0,-199.0,-4587.3,None,CH,2026-04-23
2026-01-05 04:00:00+00:00,0.0,377.9,0.0,1150.0,0.0,2839.0,344.25,399.0,-377.9,-1150.0,-2839.0,-54.75,-4421.65,None,CH,2026-04-23
2026-01-05 05:00:00+00:00,665.2,334.0,0.0,952.25,0.0,2783.0,176.75,916.0,331.20000000000005,-952.25,-2783.0,-739.25,-4143.3,None,CH,2026-04-23
2026-01-05 06:00:00+00:00,933.0,231.65,1123.125,13.0,143.5,1829.1,293.0,866.0,701.35,1110.125,-1685.6,-573.0,-447.125,None,CH,2026-04-23
2026-01-05 07:00:00+00:00,1058.0,0.0,1203.1,0.0,672.0,1100.5,173.0,686.0,1058.0,1203.1,-428.5,-513.0,1319.6,None,CH,2026-04-23
2026-01-05 08:00:00+00:00,1021.5,66.0,1049.375,0.0,694.0,1143.5,163.0,547.0,955.5,1049.375,-449.5,-384.0,1171.375,None,CH,2026-04-23
2026-01-05 09:00:00+00:00,826.8,66.0,1052.8,13.0,410.9,1707.0,509.0,652.0,760.8,1039.8,-1296.1,-143.0,361.5,None,CH,2026-04-23
2026-01-05 10:00:00+00:00,788.6,66.0,873.6,13.0,0.0,2485.0,535.0,711.0,722.6,860.6,-2485.0,-176.0,-1077.8,None,CH,2026-04-23
2026-01-05 11:00:00+00:00,867.3,66.0,824.1,13.0,0.0,2509.0,271.0,650.0,801.3,811.1,-2509.0,-379.0,-1275.6,None,CH,2026-04-23
2026-01-05 12:00:00+00:00,979.8,66.0,681.2,12.0,0.0,2529.0,311.0,880.0,913.8,669.2,-2529.0,-569.0,-1515.0,None,CH,2026-04-23
2026-01-05 13:00:00+00:00,984.0,0.0,968.3,12.0,0.0,2329.0,613.0,927.0,984.0,956.3,-2329.0,-314.0,-702.7,None,CH,2026-04-23
2026-01-05 14:00:00+00:00,1058.0,0.0,2734.2000000000003,0.0,2.0,2388.9,257.0,720.0,1058.0,2734.2000000000003,-2386.9,-463.0,942.3000000000002,None,CH,2026-04-23
2026-01-05 15:00:00+00:00,1058.0,0.0,3877.0,0.0,3.0,2294.0,169.0,935.0,1058.0,3877.0,-2291.0,-766.0,1878.0,None,CH,2026-04-23
2026-01-05 16:00:00+00:00,1199.1,0.0,1705.0,0.0,751.0,1216.0,386.0,430.0,1199.1,1705.0,-465.0,-44.0,2395.1,None,CH,2026-04-23
2026-01-05 17:00:00+00:00,1093.0,0.0,2628.4,0.0,705.0,1377.6,181.0,885.0,1093.0,2628.4,-672.5999999999999,-704.0,2344.8,None,CH,2026-04-23
2026-01-05 18:00:00+00:00,1084.2,0.0,2294.9,12.0,681.0,1104.9,306.0,931.0,1084.2,2282.9,-423.9000000000001,-625.0,2318.2000000000003,None,CH,2026-04-23
2026-01-05 19:00:00+00:00,1063.8,13.0,1753.9750000000001,13.0,532.9,1446.0,348.0,541.0,1050.8,1740.9750000000001,-913.1,-193.0,1685.6750000000002,None,CH,2026-04-23
2026-01-05 20:00:00+00:00,786.25,37.5,787.5,13.0,2.0,2274.9,288.0,539.0,748.75,774.5,-2272.9,-251.0,-1000.6500000000001,None,CH,2026-04-23
2026-01-05 21:00:00+00:00,259.1,195.0,0.0,251.3,0.0,2321.8,505.0,510.0,64.10000000000002,-251.3,-2321.8,-5.0,-2514.0,None,CH,2026-04-23
2026-01-05 22:00:00+00:00,100.0,370.8,0.0,1543.9,0.0,2370.7,752.5,757.0,-270.8,-1543.9,-2370.7,-4.5,-4189.9,None,CH,2026-04-23
2026-01-05 23:00:00+00:00,0.0,400.0,0.0,1300.0,114.9,2767.0,616.75,382.0,-400.0,-1300.0,-2652.1,234.75,-4117.35,None,CH,2026-04-23
2026-01-06 00:00:00+00:00,0.0,369.7,0.0,1428.1,0.0,2732.0,540.0,409.0,-369.7,-1428.1,-2732.0,131.0,-4398.8,None,CH,2026-04-23
2026-01-06 01:00:00+00:00,0.0,367.0,0.0,1924.3,0.0,2767.0,838.5,558.0,-367.0,-1924.3,-2767.0,280.5,-4777.8,None,CH,2026-04-23
2026-01-06 02:00:00+00:00,0.0,375.0,0.0,1899.8,0.0,2767.0,1035.0,817.0,-375.0,-1899.8,-2767.0,218.0,-4823.8,None,CH,2026-04-23
2026-01-06 03:00:00+00:00,0.0,375.0,0.0,1900.3,0.0,2734.6,1016.75,733.0,-375.0,-1900.3,-2734.6,283.75,-4726.15,None,CH,2026-04-23
2026-01-06 04:00:00+00:00,0.0,356.0,0.0,1583.0,67.5,2487.0,983.5,949.0,-356.0,-1583.0,-2419.5,34.5,-4324.0,None,CH,2026-04-23
2026-01-06 05:00:00+00:00,209.2,323.0,0.0,421.9,163.0,2141.6,194.75,1628.0,-113.80000000000001,-421.9,-1978.6,-1433.25,-3947.55,None,CH,2026-04-23
2026-01-06 06:00:00+00:00,667.3,52.0,1550.275,0.0,847.0,1177.0,183.0,1873.0,615.3,1550.275,-330.0,-1690.0,145.57499999999982,None,CH,2026-04-23
2026-01-06 07:00:00+00:00,611.475,112.0,3081.7,0.0,637.5,885.0,83.0,1873.0,499.475,3081.7,-247.5,-1790.0,1543.6749999999997,None,CH,2026-04-23
2026-01-06 08:00:00+00:00,899.7,111.475,1484.0,0.0,847.5,743.0,133.0,1873.0,788.225,1484.0,104.5,-1740.0,636.7249999999999,None,CH,2026-04-23
2026-01-06 09:00:00+00:00,454.4,137.0,2057.7,0.0,800.5,1017.0,83.0,1873.0,317.4,2057.7,-216.5,-1790.0,368.5999999999999,None,CH,2026-04-23
2026-01-06 10:00:00+00:00,442.9,166.0,1245.2,0.0,207.5,1617.2,83.0,1586.0,276.9,1245.2,-1409.7,-1503.0,-1390.6000000000001,None,CH,2026-04-23
2026-01-06 11:00:00+00:00,349.3,203.0,984.9,0.0,457.2,1868.0,83.0,1615.0,146.3,984.9,-1410.8,-1532.0,-1811.6,None,CH,2026-04-23
2026-01-06 12:00:00+00:00,650.1,203.0,504.4,0.0,210.3,1944.0,83.0,1609.0,447.1,504.4,-1733.7,-1526.0,-2308.2,None,CH,2026-04-23
2026-01-06 13:00:00+00:00,881.1,100.0,834.35,0.0,100.0,2267.7,83.0,1846.0,781.1,834.35,-2167.7,-1763.0,-2315.25,None,CH,2026-04-23
2026-01-06 14:00:00+00:00,1051.0,30.0,1541.625,0.0,220.0,2356.2,20.0,1930.0,1021.0,1541.625,-2136.2,-1910.0,-1483.5749999999998,None,CH,2026-04-23
2026-01-06 15:00:00+00:00,1003.45,0.0,2344.9,0.0,673.0,1758.7,85.0,1642.0,1003.45,2344.9,-1085.7,-1557.0,705.6500000000005,None,CH,2026-04-23
2026-01-06 16:00:00+00:00,650.1,0.0,3220.625,0.0,802.0,1356.5,183.0,1748.0,650.1,3220.625,-554.5,-1565.0,1751.225,None,CH,2026-04-23
2026-01-06 17:00:00+00:00,611.5,82.675,2561.7,0.0,776.0,1177.0,458.0,1673.0,528.825,2561.7,-401.0,-1215.0,1474.5249999999996,None,CH,2026-04-23
2026-01-06 18:00:00+00:00,746.2,77.325,922.45,0.0,609.5,1224.4,504.0,1147.0,668.875,922.45,-614.9000000000001,-643.0,333.42499999999995,None,CH,2026-04-23
2026-01-06 19:00:00+00:00,334.2,343.5,0.0,622.3499999999999,465.9,2041.5,565.0,849.0,-9.300000000000011,-622.3499999999999,-1575.6,-284.0,-2491.25,None,CH,2026-04-23
2026-01-06 20:00:00+00:00,52.8,375.6,0.0,800.0,95.3,2457.0,548.0,991.0,-322.8,-800.0,-2361.7,-443.0,-3927.5,None,CH,2026-04-23
2026-01-06 21:00:00+00:00,0.1,400.0,0.0,800.0,0.0,2457.0,423.0,1148.0,-399.9,-800.0,-2457.0,-725.0,-4381.9,None,CH,2026-04-23
2026-01-06 22:00:00+00:00,0.0,400.0,0.0,799.2,0.0,2457.0,134.0,1166.0,-400.0,-799.2,-2457.0,-1032.0,-4688.2,None,CH,2026-04-23
2026-01-06 23:00:00+00:00,0.0,400.0,0.0,800.0,0.0,2767.0,46.0,693.0,-400.0,-800.0,-2767.0,-647.0,-4614.0,None,CH,2026-04-23
2026-01-07 00:00:00+00:00,0.0,400.0,0.0,800.0,0.0,2767.0,93.0,1046.0,-400.0,-800.0,-2767.0,-953.0,-4920.0,None,CH,2026-04-23
2026-01-07 01:00:00+00:00,0.0,400.0,0.0,800.0,0.0,2767.0,91.0,1077.0,-400.0,-800.0,-2767.0,-986.0,-4953.0,None,CH,2026-04-23
2026-01-07 02:00:00+00:00,0.0,400.0,0.0,800.0,0.0,2767.0,89.0,995.0,-400.0,-800.0,-2767.0,-906.0,-4873.0,None,CH,2026-04-23
2026-01-07 03:00:00+00:00,0.0,500.0,0.0,800.0,0.0,2767.0,96.0,861.0,-500.0,-800.0,-2767.0,-765.0,-4832.0,None,CH,2026-04-23
2026-01-07 04:00:00+00:00,0.0,499.6,0.0,800.0,0.0,2767.0,110.5,794.0,-499.6,-800.0,-2767.0,-683.5,-4750.1,None,CH,2026-04-23
2026-01-07 05:00:00+00:00,210.60000000000002,383.9,0.0,800.0,0.0,2767.0,176.0,660.0,-173.29999999999995,-800.0,-2767.0,-484.0,-4224.3,None,CH,2026-04-23
