,SE_4_DE_LU,DE_LU_SE_4,SE_4_DK_2,DK_2_SE_4,SE_4_LT,LT_SE_4,SE_4_PL,PL_SE_4,SE_4_SE_3,SE_3_SE_4,SE_4_DE_LU_net_export,SE_4_DK_2_net_export,SE_4_LT_net_export,SE_4_PL_net_export,SE_4_SE_3_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-03 12:00:00+00:00,216.0,0.0,1282.0,0.0,700.0,0.0,420.0,0.0,0.0,4514.25,216.0,1282.0,700.0,420.0,-4514.25,-1896.25,None,SE_4,2026-04-23
2026-01-03 13:00:00+00:00,216.0,0.0,1282.0,0.0,700.0,0.0,420.0,0.0,0.0,3788.0,216.0,1282.0,700.0,420.0,-3788.0,-1170.0,None,SE_4,2026-04-23
2026-01-03 14:00:00+00:00,216.0,0.0,1282.0,0.0,700.0,0.0,500.0,0.0,0.0,4520.0,216.0,1282.0,700.0,500.0,-4520.0,-1822.0,None,SE_4,2026-04-23
2026-01-03 15:00:00+00:00,149.25,0.0,1282.0,0.0,700.0,0.0,600.0,0.0,0.0,4871.0,149.25,1282.0,700.0,600.0,-4871.0,-2139.75,None,SE_4,2026-04-23
2026-01-03 16:00:00+00:00,25.0,0.0,1282.0,0.0,700.0,0.0,600.0,0.0,0.0,4821.25,25.0,1282.0,700.0,600.0,-4821.25,-2214.25,None,SE_4,2026-04-23
2026-01-03 17:00:00+00:00,203.75,0.0,1282.0,0.0,700.0,0.0,600.0,0.0,0.0,4988.0,203.75,1282.0,700.0,600.0,-4988.0,-2202.25,None,SE_4,2026-04-23
2026-01-03 18:00:00+00:00,216.0,0.0,1185.0,0.0,700.0,0.0,600.0,0.0,0.0,4883.5,216.0,1185.0,700.0,600.0,-4883.5,-2182.5,None,SE_4,2026-04-23
2026-01-03 19:00:00+00:00,216.0,0.0,1282.0,0.0,700.0,0.0,600.0,0.0,0.0,4936.5,216.0,1282.0,700.0,600.0,-4936.5,-2138.5,None,SE_4,2026-04-23
2026-01-03 20:00:00+00:00,215.0,0.0,1282.0,0.0,627.525,0.0,600.0,0.0,0.0,4539.0,215.0,1282.0,627.525,600.0,-4539.0,-1814.475,None,SE_4,2026-04-23
2026-01-03 21:00:00+00:00,216.0,0.0,1282.0,0.0,612.925,0.0,600.0,0.0,0.0,4798.75,216.0,1282.0,612.925,600.0,-4798.75,-2087.825,None,SE_4,2026-04-23
2026-01-03 22:00:00+00:00,216.0,0.0,1282.0,0.0,538.325,0.0,600.0,0.0,0.0,4062.0,216.0,1282.0,538.325,600.0,-4062.0,-1425.6750000000002,None,SE_4,2026-04-23
2026-01-03 23:00:00+00:00,216.0,0.0,1282.0,0.0,183.225,0.0,600.0,0.0,0.0,4495.25,216.0,1282.0,183.225,600.0,-4495.25,-2214.025,None,SE_4,2026-04-23
2026-01-04 00:00:00+00:00,216.0,0.0,1282.0,0.0,13.975,0.0,600.0,0.0,0.0,4295.25,216.0,1282.0,13.975,600.0,-4295.25,-2183.275,None,SE_4,2026-04-23
2026-01-04 01:00:00+00:00,216.0,0.0,1282.0,0.0,0.0,0.0,600.0,0.0,0.0,4240.5,216.0,1282.0,0.0,600.0,-4240.5,-2142.5,None,SE_4,2026-04-23
2026-01-04 02:00:00+00:00,216.0,0.0,1272.5,0.0,9.275,0.0,600.0,0.0,0.0,4193.5,216.0,1272.5,9.275,600.0,-4193.5,-2095.725,None,SE_4,2026-04-23
2026-01-04 03:00:00+00:00,216.0,0.0,1128.25,0.0,81.525,0.0,600.0,0.0,0.0,4082.0,216.0,1128.25,81.525,600.0,-4082.0,-2056.225,None,SE_4,2026-04-23
2026-01-04 04:00:00+00:00,216.0,0.0,1007.75,0.0,193.7,0.0,600.0,0.0,0.0,4046.75,216.0,1007.75,193.7,600.0,-4046.75,-2029.3,None,SE_4,2026-04-23
2026-01-04 05:00:00+00:00,216.0,0.0,912.5,0.0,330.375,0.0,600.0,0.0,0.0,4093.25,216.0,912.5,330.375,600.0,-4093.25,-2034.375,None,SE_4,2026-04-23
2026-01-04 06:00:00+00:00,216.0,0.0,1034.5,0.0,385.225,0.0,600.0,0.0,0.0,4315.25,216.0,1034.5,385.225,600.0,-4315.25,-2079.525,None,SE_4,2026-04-23
2026-01-04 07:00:00+00:00,216.0,0.0,1188.25,0.0,621.575,0.0,600.0,0.0,0.0,4739.5,216.0,1188.25,621.575,600.0,-4739.5,-2113.675,None,SE_4,2026-04-23
2026-01-04 08:00:00+00:00,216.0,0.0,1274.0,0.0,700.0,0.0,600.0,0.0,0.0,4935.5,216.0,1274.0,700.0,600.0,-4935.5,-2145.5,None,SE_4,2026-04-23
2026-01-04 09:00:00+00:00,0.0,0.0,824.5,0.0,700.0,0.0,500.0,0.0,0.0,4182.25,0.0,824.5,700.0,500.0,-4182.25,-2157.75,None,SE_4,2026-04-23
2026-01-04 10:00:00+00:00,0.0,0.0,378.25,0.0,700.0,0.0,200.0,0.0,0.0,3436.75,0.0,378.25,700.0,200.0,-3436.75,-2158.5,None,SE_4,2026-04-23
2026-01-04 11:00:00+00:00,0.0,0.0,392.75,0.0,700.0,0.0,0.0,100.0,0.0,3094.5,0.0,392.75,700.0,-100.0,-3094.5,-2101.75,None,SE_4,2026-04-23
2026-01-04 12:00:00+00:00,0.0,0.0,0.0,365.5,700.0,0.0,120.0,0.0,0.0,2568.25,0.0,-365.5,700.0,120.0,-2568.25,-2113.75,None,SE_4,2026-04-23
2026-01-04 13:00:00+00:00,0.0,0.0,19.5,189.75,700.0,0.0,420.0,0.0,0.0,2490.25,0.0,-170.25,700.0,420.0,-2490.25,-1540.5,None,SE_4,2026-04-23
2026-01-04 14:00:00+00:00,0.0,0.0,38.0,116.75,700.0,0.0,420.0,0.0,0.0,2336.5,0.0,-78.75,700.0,420.0,-2336.5,-1295.25,None,SE_4,2026-04-23
2026-01-04 15:00:00+00:00,0.0,0.0,0.0,277.25,700.0,0.0,420.0,0.0,0.0,1969.75,0.0,-277.25,700.0,420.0,-1969.75,-1127.0,None,SE_4,2026-04-23
2026-01-04 16:00:00+00:00,0.0,0.0,114.25,0.0,700.0,0.0,120.0,0.0,0.0,2142.75,0.0,114.25,700.0,120.0,-2142.75,-1208.5,None,SE_4,2026-04-23
2026-01-04 17:00:00+00:00,0.0,0.0,688.75,0.0,700.0,0.0,0.0,180.0,0.0,3301.75,0.0,688.75,700.0,-180.0,-3301.75,-2093.0,None,SE_4,2026-04-23
2026-01-04 18:00:00+00:00,0.0,0.0,850.75,0.0,690.5,0.0,0.0,0.0,0.0,3946.5,0.0,850.75,690.5,0.0,-3946.5,-2405.25,None,SE_4,2026-04-23
2026-01-04 19:00:00+00:00,0.0,0.0,1031.0,0.0,569.1,0.0,300.0,0.0,0.0,4251.0,0.0,1031.0,569.1,300.0,-4251.0,-2350.9,None,SE_4,2026-04-23
2026-01-04 20:00:00+00:00,0.0,0.0,981.25,0.0,700.0,0.0,600.0,0.0,0.0,3383.75,0.0,981.25,700.0,600.0,-3383.75,-1102.5,None,SE_4,2026-04-23
2026-01-04 21:00:00+00:00,48.0,0.0,1268.5,0.0,700.0,0.0,600.0,0.0,0.0,3696.0,48.0,1268.5,700.0,600.0,-3696.0,-1079.5,None,SE_4,2026-04-23
2026-01-04 22:00:00+00:00,7.75,0.0,1263.25,0.0,700.0,0.0,600.0,0.0,0.0,3678.5,7.75,1263.25,700.0,600.0,-3678.5,-1107.5,None,SE_4,2026-04-23
2026-01-04 23:00:00+00:00,41.25,0.0,1282.0,0.0,700.0,0.0,600.0,0.0,0.0,3740.5,41.25,1282.0,700.0,600.0,-3740.5,-1117.25,None,SE_4,2026-04-23
2026-01-05 00:00:00+00:00,213.25,0.0,1282.0,0.0,700.0,0.0,600.0,0.0,0.0,3890.0,213.25,1282.0,700.0,600.0,-3890.0,-1094.75,None,SE_4,2026-04-23
2026-01-05 01:00:00+00:00,216.0,0.0,1282.0,0.0,700.0,0.0,600.0,0.0,0.0,3891.5,216.0,1282.0,700.0,600.0,-3891.5,-1093.5,None,SE_4,2026-04-23
2026-01-05 02:00:00+00:00,216.0,0.0,1282.0,0.0,700.0,0.0,600.0,0.0,0.0,4724.0,216.0,1282.0,700.0,600.0,-4724.0,-1926.0,None,SE_4,2026-04-23
2026-01-05 03:00:00+00:00,0.0,0.0,1148.75,0.0,700.0,0.0,600.0,0.0,0.0,4816.5,0.0,1148.75,700.0,600.0,-4816.5,-2367.75,None,SE_4,2026-04-23
2026-01-05 04:00:00+00:00,0.0,0.0,1036.75,0.0,700.0,0.0,300.0,0.0,0.0,4495.25,0.0,1036.75,700.0,300.0,-4495.25,-2458.5,None,SE_4,2026-04-23
2026-01-05 05:00:00+00:00,0.0,0.0,1009.75,0.0,700.0,0.0,47.2,0.0,0.0,4065.25,0.0,1009.75,700.0,47.2,-4065.25,-2308.3,None,SE_4,2026-04-23
2026-01-05 06:00:00+00:00,0.0,0.0,278.5,5.5,700.0,0.0,347.2,0.0,0.0,2947.25,0.0,273.0,700.0,347.2,-2947.25,-1627.05,None,SE_4,2026-04-23
2026-01-05 07:00:00+00:00,0.0,0.0,32.5,40.5,403.04999999999995,0.0,232.1,0.0,0.0,2632.0,0.0,-8.0,403.04999999999995,232.1,-2632.0,-2004.85,None,SE_4,2026-04-23
2026-01-05 08:00:00+00:00,0.0,0.0,8.0,45.75,196.15,0.0,0.0,67.9,0.0,1863.5,0.0,-37.75,196.15,-67.9,-1863.5,-1773.0,None,SE_4,2026-04-23
2026-01-05 09:00:00+00:00,0.0,0.0,0.0,41.0,86.525,0.0,0.0,367.9,0.0,1460.5,0.0,-41.0,86.525,-367.9,-1460.5,-1782.875,None,SE_4,2026-04-23
2026-01-05 10:00:00+00:00,0.0,203.25,0.0,164.75,112.675,0.0,0.0,77.6,0.0,1426.25,-203.25,-164.75,112.675,-77.6,-1426.25,-1759.175,None,SE_4,2026-04-23
2026-01-05 11:00:00+00:00,0.0,209.0,0.0,149.0,203.4,0.0,222.4,0.0,0.0,1751.25,-209.0,-149.0,203.4,222.4,-1751.25,-1683.45,None,SE_4,2026-04-23
2026-01-05 12:00:00+00:00,0.0,209.0,0.0,200.5,470.525,0.0,522.4,0.0,0.0,2096.25,-209.0,-200.5,470.525,522.4,-2096.25,-1512.825,None,SE_4,2026-04-23
2026-01-05 13:00:00+00:00,0.0,209.0,0.0,394.75,631.825,0.0,600.0,0.0,0.0,2116.0,-209.0,-394.75,631.825,600.0,-2116.0,-1487.925,None,SE_4,2026-04-23
2026-01-05 14:00:00+00:00,0.0,209.0,0.0,429.0,403.25,0.0,600.0,0.0,0.0,1885.0,-209.0,-429.0,403.25,600.0,-1885.0,-1519.75,None,SE_4,2026-04-23
2026-01-05 15:00:00+00:00,0.0,209.0,0.0,221.0,180.025,0.0,300.0,0.0,0.0,1647.0,-209.0,-221.0,180.025,300.0,-1647.0,-1596.975,None,SE_4,2026-04-23
2026-01-05 16:00:00+00:00,0.0,156.75,0.0,17.5,243.97500000000002,50.425,0.0,0.0,0.0,2534.75,-156.75,-17.5,193.55,0.0,-2534.75,-2515.45,None,SE_4,2026-04-23
2026-01-05 17:00:00+00:00,0.0,193.0,0.0,237.0,254.3,41.45,0.0,300.0,0.0,2270.0,-193.0,-237.0,212.85000000000002,-300.0,-2270.0,-2787.15,None,SE_4,2026-04-23
2026-01-05 18:00:00+00:00,0.0,0.0,0.0,292.75,160.85,0.0,0.0,179.7,0.0,1235.25,0.0,-292.75,160.85,-179.7,-1235.25,-1546.85,None,SE_4,2026-04-23
2026-01-05 19:00:00+00:00,0.0,0.0,0.0,352.75,111.69999999999999,0.0,72.4,0.0,0.0,1234.5,0.0,-352.75,111.69999999999999,72.4,-1234.5,-1403.15,None,SE_4,2026-04-23
2026-01-05 20:00:00+00:00,0.0,0.0,0.0,463.75,438.7,0.0,372.4,0.0,0.0,1691.25,0.0,-463.75,438.7,372.4,-1691.25,-1343.9,None,SE_4,2026-04-23
2026-01-05 21:00:00+00:00,0.0,0.0,0.0,252.75,436.125,0.0,600.0,0.0,0.0,2215.0,0.0,-252.75,436.125,600.0,-2215.0,-1431.625,None,SE_4,2026-04-23
2026-01-05 22:00:00+00:00,0.0,0.0,0.0,306.0,700.0,0.0,600.0,0.0,0.0,2471.25,0.0,-306.0,700.0,600.0,-2471.25,-1477.25,None,SE_4,2026-04-23
2026-01-05 23:00:00+00:00,0.0,0.0,732.5,0.0,700.0,0.0,600.0,0.0,0.0,4565.5,0.0,732.5,700.0,600.0,-4565.5,-2533.0,None,SE_4,2026-04-23
2026-01-06 00:00:00+00:00,0.0,0.0,1165.0,0.0,700.0,0.0,300.0,0.0,0.0,4681.75,0.0,1165.0,700.0,300.0,-4681.75,-2516.75,None,SE_4,2026-04-23
2026-01-06 01:00:00+00:00,0.0,0.0,1070.0,0.0,700.0,0.0,600.0,0.0,0.0,3662.5,0.0,1070.0,700.0,600.0,-3662.5,-1292.5,None,SE_4,2026-04-23
2026-01-06 02:00:00+00:00,0.0,0.0,1272.25,0.0,700.0,0.0,418.7,0.0,0.0,4298.5,0.0,1272.25,700.0,418.7,-4298.5,-1907.5500000000002,None,SE_4,2026-04-23
2026-01-06 03:00:00+00:00,0.0,0.0,1247.75,0.0,700.0,0.0,443.2,0.0,0.0,4500.0,0.0,1247.75,700.0,443.2,-4500.0,-2109.05,None,SE_4,2026-04-23
2026-01-06 04:00:00+00:00,0.0,0.0,1151.75,0.0,700.0,0.0,600.0,0.0,0.0,3796.25,0.0,1151.75,700.0,600.0,-3796.25,-1344.5,None,SE_4,2026-04-23
2026-01-06 05:00:00+00:00,49.0,0.0,1144.75,0.0,700.0,0.0,393.8,0.0,0.0,3956.25,49.0,1144.75,700.0,393.8,-3956.25,-1668.6999999999998,None,SE_4,2026-04-23
2026-01-06 06:00:00+00:00,0.0,0.0,879.75,0.0,643.325,0.0,93.8,0.0,0.0,2883.25,0.0,879.75,643.325,93.8,-2883.25,-1266.375,None,SE_4,2026-04-23
2026-01-06 07:00:00+00:00,0.0,0.0,1113.0,0.0,346.05,0.0,0.0,206.2,0.0,2585.0,0.0,1113.0,346.05,-206.2,-2585.0,-1332.15,None,SE_4,2026-04-23
2026-01-06 08:00:00+00:00,0.0,0.0,1055.75,0.0,388.175,0.0,0.0,469.5,0.0,2373.25,0.0,1055.75,388.175,-469.5,-2373.25,-1398.825,None,SE_4,2026-04-23
2026-01-06 09:00:00+00:00,0.0,0.0,554.75,0.0,488.15000000000003,0.0,0.0,404.8,0.0,2040.5,0.0,554.75,488.15000000000003,-404.8,-2040.5,-1402.3999999999999,None,SE_4,2026-04-23
2026-01-06 10:00:00+00:00,0.0,0.0,348.25,0.0,649.225,0.0,0.0,600.0,0.0,1779.75,0.0,348.25,649.225,-600.0,-1779.75,-1382.275,None,SE_4,2026-04-23
2026-01-06 11:00:00+00:00,0.0,20.75,347.0,0.0,691.275,0.0,0.0,428.8,0.0,2605.0,-20.75,347.0,691.275,-428.8,-2605.0,-2016.275,None,SE_4,2026-04-23
2026-01-06 12:00:00+00:00,0.0,0.0,404.5,0.0,678.125,0.0,0.0,128.8,0.0,2371.75,0.0,404.5,678.125,-128.8,-2371.75,-1417.925,None,SE_4,2026-04-23
