,BE_NL,NL_BE,BE_FR,FR_BE,BE_GB,GB_BE,BE_DE_LU,DE_LU_BE,BE_NL_net_export,BE_FR_net_export,BE_GB_net_export,BE_DE_LU_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-02 22:00:00+00:00,0.0,3376.075,2688.55,0.0,381.0,0.0,0.0,1000.0,-3376.075,2688.55,381.0,-1000.0,-1306.5249999999996,None,BE,2026-04-23
2026-01-02 23:00:00+00:00,0.0,2917.7999999999997,2670.175,0.0,21.0,5.0,0.0,1000.0,-2917.7999999999997,2670.175,16.0,-1000.0,-1231.6249999999995,None,BE,2026-04-23
2026-01-03 00:00:00+00:00,0.0,2282.65,2446.7749999999996,0.0,153.0,0.0,0.0,979.2,-2282.65,2446.7749999999996,153.0,-979.2,-662.0750000000005,None,BE,2026-04-23
2026-01-03 01:00:00+00:00,0.0,1832.75,2510.125,0.0,135.0,0.0,0.0,1000.0,-1832.75,2510.125,135.0,-1000.0,-187.625,None,BE,2026-04-23
2026-01-03 02:00:00+00:00,0.0,1506.125,1409.0749999999998,0.0,174.0,0.0,0.0,1000.0,-1506.125,1409.0749999999998,174.0,-1000.0,-923.0500000000002,None,BE,2026-04-23
2026-01-03 03:00:00+00:00,0.0,996.725,993.85,0.0,116.0,0.0,0.0,1000.0,-996.725,993.85,116.0,-1000.0,-886.875,None,BE,2026-04-23
2026-01-03 04:00:00+00:00,0.0,1130.9,990.3499999999999,0.0,83.0,7.0,0.0,814.1,-1130.9,990.3499999999999,76.0,-814.1,-878.6500000000002,None,BE,2026-04-23
2026-01-03 05:00:00+00:00,0.0,855.775,1234.6,0.0,60.0,33.0,0.0,989.0,-855.775,1234.6,27.0,-989.0,-583.1750000000001,None,BE,2026-04-23
2026-01-03 06:00:00+00:00,0.0,470.175,1018.575,0.0,60.0,165.0,0.0,778.7,-470.175,1018.575,-105.0,-778.7,-335.29999999999995,None,BE,2026-04-23
2026-01-03 07:00:00+00:00,0.0,1157.775,863.7,0.0,266.0,142.0,0.0,330.375,-1157.775,863.7,124.0,-330.375,-500.45000000000005,None,BE,2026-04-23
2026-01-03 08:00:00+00:00,0.0,978.825,377.125,0.0,430.0,0.0,0.0,329.05,-978.825,377.125,430.0,-329.05,-500.75000000000006,None,BE,2026-04-23
2026-01-03 09:00:00+00:00,0.0,1014.525,515.35,0.0,767.0,25.0,0.0,424.925,-1014.525,515.35,742.0,-424.925,-182.09999999999997,None,BE,2026-04-23
2026-01-03 10:00:00+00:00,0.0,865.6,396.0,0.0,832.0,50.0,0.0,300.3,-865.6,396.0,782.0,-300.3,12.099999999999966,None,BE,2026-04-23
2026-01-03 11:00:00+00:00,0.0,857.825,412.65,0.0,744.0,0.0,0.0,287.85,-857.825,412.65,744.0,-287.85,10.974999999999909,None,BE,2026-04-23
2026-01-03 12:00:00+00:00,0.0,721.625,89.94999999999999,28.1,807.0,0.0,0.0,134.95,-721.625,61.84999999999999,807.0,-134.95,12.275000000000034,None,BE,2026-04-23
2026-01-03 13:00:00+00:00,16.825,468.22499999999997,0.0,145.0,692.0,0.0,0.0,276.725,-451.4,-145.0,692.0,-276.725,-181.125,None,BE,2026-04-23
2026-01-03 14:00:00+00:00,22.125,205.55,0.0,587.725,704.0,0.0,0.0,724.45,-183.425,-587.725,704.0,-724.45,-791.6000000000001,None,BE,2026-04-23
2026-01-03 15:00:00+00:00,25.75,39.775000000000006,0.0,931.85,511.0,0.0,0.0,884.15,-14.025000000000006,-931.85,511.0,-884.15,-1319.025,None,BE,2026-04-23
2026-01-03 16:00:00+00:00,60.099999999999994,342.57500000000005,0.0,1224.5500000000002,922.0,0.0,0.0,560.3,-282.475,-1224.5500000000002,922.0,-560.3,-1145.325,None,BE,2026-04-23
2026-01-03 17:00:00+00:00,0.0,871.6,0.0,446.59999999999997,897.0,0.0,0.0,690.475,-871.6,-446.59999999999997,897.0,-690.475,-1111.6750000000002,None,BE,2026-04-23
2026-01-03 18:00:00+00:00,0.0,1473.525,153.2,0.0,932.0,0.0,0.0,710.625,-1473.525,153.2,932.0,-710.625,-1098.95,None,BE,2026-04-23
2026-01-03 19:00:00+00:00,0.0,1504.45,231.825,3.375,1012.0,0.0,0.0,1000.0,-1504.45,228.45,1012.0,-1000.0,-1264.0,None,BE,2026-04-23
2026-01-03 20:00:00+00:00,0.0,1271.175,387.25,0.0,982.0,0.0,0.0,1000.0,-1271.175,387.25,982.0,-1000.0,-901.925,None,BE,2026-04-23
2026-01-03 21:00:00+00:00,0.0,1402.05,833.25,0.0,742.0,0.0,0.0,873.95,-1402.05,833.25,742.0,-873.95,-700.75,None,BE,2026-04-23
2026-01-03 22:00:00+00:00,0.0,1560.675,1177.275,0.0,561.0,0.0,0.0,751.625,-1560.675,1177.275,561.0,-751.625,-574.0249999999999,None,BE,2026-04-23
2026-01-03 23:00:00+00:00,0.0,1852.9,1481.45,0.0,450.0,0.0,0.0,642.6999999999999,-1852.9,1481.45,450.0,-642.6999999999999,-564.15,None,BE,2026-04-23
2026-01-04 00:00:00+00:00,0.0,1764.575,1639.175,0.0,480.0,0.0,0.0,593.15,-1764.575,1639.175,480.0,-593.15,-238.55000000000007,None,BE,2026-04-23
2026-01-04 01:00:00+00:00,0.0,1972.575,1651.1,0.0,425.0,0.0,0.0,646.95,-1972.575,1651.1,425.0,-646.95,-543.4250000000002,None,BE,2026-04-23
2026-01-04 02:00:00+00:00,0.0,1993.2,1742.775,0.0,390.0,0.0,0.0,708.825,-1993.2,1742.775,390.0,-708.825,-569.25,None,BE,2026-04-23
2026-01-04 03:00:00+00:00,0.0,1783.925,1162.45,0.0,365.0,0.0,0.0,416.95000000000005,-1783.925,1162.45,365.0,-416.95000000000005,-673.425,None,BE,2026-04-23
2026-01-04 04:00:00+00:00,0.0,1797.85,1276.775,0.0,271.0,0.0,0.0,421.475,-1797.85,1276.775,271.0,-421.475,-671.5499999999998,None,BE,2026-04-23
2026-01-04 05:00:00+00:00,0.0,1843.65,1631.325,0.0,303.0,0.0,0.0,864.525,-1843.65,1631.325,303.0,-864.525,-773.85,None,BE,2026-04-23
2026-01-04 06:00:00+00:00,0.0,1794.25,1973.0,0.0,231.0,0.0,0.0,782.3,-1794.25,1973.0,231.0,-782.3,-372.54999999999995,None,BE,2026-04-23
2026-01-04 07:00:00+00:00,0.0,1699.05,1388.725,0.0,4.0,0.0,0.0,639.325,-1699.05,1388.725,4.0,-639.325,-945.6500000000001,None,BE,2026-04-23
2026-01-04 08:00:00+00:00,0.0,1760.7250000000001,436.05,0.0,194.0,0.0,0.0,305.05,-1760.7250000000001,436.05,194.0,-305.05,-1435.7250000000001,None,BE,2026-04-23
2026-01-04 09:00:00+00:00,0.0,1476.7,99.7,27.125,326.0,0.0,0.0,199.07500000000002,-1476.7,72.575,326.0,-199.07500000000002,-1277.2,None,BE,2026-04-23
2026-01-04 10:00:00+00:00,0.0,1353.6999999999998,0.0,334.925,602.0,0.0,0.0,77.925,-1353.6999999999998,-334.925,602.0,-77.925,-1164.5499999999997,None,BE,2026-04-23
2026-01-04 11:00:00+00:00,0.0,1500.05,0.0,129.3,730.0,0.0,8.925,40.3,-1500.05,-129.3,730.0,-31.374999999999996,-930.7249999999999,None,BE,2026-04-23
2026-01-04 12:00:00+00:00,0.0,1255.45,0.0,783.125,820.0,0.0,368.625,0.0,-1255.45,-783.125,820.0,368.625,-849.95,None,BE,2026-04-23
2026-01-04 13:00:00+00:00,0.0,1433.4499999999998,0.0,940.85,563.0,0.0,891.975,0.0,-1433.4499999999998,-940.85,563.0,891.975,-919.3249999999997,None,BE,2026-04-23
2026-01-04 14:00:00+00:00,0.0,1306.375,143.025,421.775,269.0,60.0,639.1,201.325,-1306.375,-278.75,209.0,437.77500000000003,-938.3499999999999,None,BE,2026-04-23
2026-01-04 15:00:00+00:00,0.0,843.925,409.4,69.525,25.0,210.0,232.375,327.1,-843.925,339.875,-185.0,-94.72500000000002,-783.775,None,BE,2026-04-23
2026-01-04 16:00:00+00:00,0.0,1236.55,218.8,28.25,42.0,75.0,568.025,0.0,-1236.55,190.55,-33.0,568.025,-510.975,None,BE,2026-04-23
2026-01-04 17:00:00+00:00,0.0,1745.875,959.2249999999999,0.0,69.0,75.0,357.775,0.0,-1745.875,959.2249999999999,-6.0,357.775,-434.8750000000001,None,BE,2026-04-23
2026-01-04 18:00:00+00:00,0.0,2153.875,1626.725,0.0,74.0,56.0,238.325,0.0,-2153.875,1626.725,18.0,238.325,-270.8250000000001,None,BE,2026-04-23
2026-01-04 19:00:00+00:00,0.0,2189.05,1672.35,0.0,74.0,131.0,311.8,0.0,-2189.05,1672.35,-57.0,311.8,-261.90000000000026,None,BE,2026-04-23
2026-01-04 20:00:00+00:00,0.0,2021.6999999999998,2153.4,0.0,69.0,183.0,60.375,587.2,-2021.6999999999998,2153.4,-114.0,-526.825,-509.1249999999998,None,BE,2026-04-23
2026-01-04 21:00:00+00:00,0.0,2435.375,2702.375,0.0,73.0,339.0,0.0,731.525,-2435.375,2702.375,-266.0,-731.525,-730.525,None,BE,2026-04-23
2026-01-04 22:00:00+00:00,0.0,2441.625,2576.5,0.0,54.0,304.0,0.0,585.9,-2441.625,2576.5,-250.0,-585.9,-701.025,None,BE,2026-04-23
2026-01-04 23:00:00+00:00,0.0,2395.075,1769.775,0.0,24.0,282.0,203.375,224.9,-2395.075,1769.775,-258.0,-21.525000000000006,-904.8249999999997,None,BE,2026-04-23
2026-01-05 00:00:00+00:00,0.0,2384.7,1651.525,0.0,33.0,267.0,292.75,0.0,-2384.7,1651.525,-234.0,292.75,-674.4249999999997,None,BE,2026-04-23
2026-01-05 01:00:00+00:00,0.0,2445.65,1794.1,0.0,82.0,367.0,280.65,0.0,-2445.65,1794.1,-285.0,280.65,-655.9000000000002,None,BE,2026-04-23
2026-01-05 02:00:00+00:00,0.0,2417.725,1438.025,0.0,55.0,141.0,296.95,0.0,-2417.725,1438.025,-86.0,296.95,-768.7499999999998,None,BE,2026-04-23
2026-01-05 03:00:00+00:00,0.0,2313.2,1480.525,0.0,63.0,155.0,342.35,0.0,-2313.2,1480.525,-92.0,342.35,-582.3249999999997,None,BE,2026-04-23
2026-01-05 04:00:00+00:00,0.0,2332.4500000000003,1628.05,0.0,4.0,255.0,414.6,0.0,-2332.4500000000003,1628.05,-251.0,414.6,-540.8000000000003,None,BE,2026-04-23
2026-01-05 05:00:00+00:00,0.0,2158.9,1371.5,0.0,4.0,953.0,452.125,0.0,-2158.9,1371.5,-949.0,452.125,-1284.275,None,BE,2026-04-23
2026-01-05 06:00:00+00:00,0.0,1457.0,25.0,127.625,4.0,1016.0,529.05,0.0,-1457.0,-102.625,-1012.0,529.05,-2042.575,None,BE,2026-04-23
2026-01-05 07:00:00+00:00,0.0,1054.35,0.0,841.6,4.0,1016.0,228.85,0.0,-1054.35,-841.6,-1012.0,228.85,-2679.1,None,BE,2026-04-23
2026-01-05 08:00:00+00:00,0.0,1048.525,0.0,1382.675,9.0,547.0,151.675,0.0,-1048.525,-1382.675,-538.0,151.675,-2817.5249999999996,None,BE,2026-04-23
2026-01-05 09:00:00+00:00,0.0,1325.7,0.0,1794.525,101.0,243.0,804.7,0.0,-1325.7,-1794.525,-142.0,804.7,-2457.5250000000005,None,BE,2026-04-23
2026-01-05 10:00:00+00:00,0.0,1802.5,0.0,1219.375,44.0,323.0,1000.0,0.0,-1802.5,-1219.375,-279.0,1000.0,-2300.875,None,BE,2026-04-23
2026-01-05 11:00:00+00:00,0.0,1897.35,0.0,751.675,30.0,339.0,1000.0,0.0,-1897.35,-751.675,-309.0,1000.0,-1958.0249999999996,None,BE,2026-04-23
2026-01-05 12:00:00+00:00,0.0,1726.0,0.0,447.675,56.0,563.0,1000.0,0.0,-1726.0,-447.675,-507.0,1000.0,-1680.6750000000002,None,BE,2026-04-23
2026-01-05 13:00:00+00:00,0.0,1444.325,0.0,563.8,44.0,443.0,1000.0,0.0,-1444.325,-563.8,-399.0,1000.0,-1407.125,None,BE,2026-04-23
2026-01-05 14:00:00+00:00,0.0,967.675,0.0,1287.675,4.0,334.0,1000.0,0.0,-967.675,-1287.675,-330.0,1000.0,-1585.35,None,BE,2026-04-23
2026-01-05 15:00:00+00:00,0.0,291.35,0.0,1489.55,46.0,555.0,1000.0,0.0,-291.35,-1489.55,-509.0,1000.0,-1289.9,None,BE,2026-04-23
2026-01-05 16:00:00+00:00,154.375,0.0,0.0,1510.225,229.0,596.0,603.225,0.0,154.375,-1510.225,-367.0,603.225,-1119.625,None,BE,2026-04-23
2026-01-05 17:00:00+00:00,0.0,557.025,0.0,665.425,229.0,312.0,228.175,0.0,-557.025,-665.425,-83.0,228.175,-1077.2749999999999,None,BE,2026-04-23
2026-01-05 18:00:00+00:00,0.0,791.525,0.0,164.675,474.0,209.0,247.47500000000002,0.0,-791.525,-164.675,265.0,247.47500000000002,-443.725,None,BE,2026-04-23
2026-01-05 19:00:00+00:00,0.0,899.25,0.0,783.85,574.0,0.0,197.425,0.0,-899.25,-783.85,574.0,197.425,-911.675,None,BE,2026-04-23
2026-01-05 20:00:00+00:00,0.0,1164.675,0.0,487.05,407.0,0.0,447.0,0.0,-1164.675,-487.05,407.0,447.0,-797.7249999999999,None,BE,2026-04-23
2026-01-05 21:00:00+00:00,0.0,1603.125,298.475,23.775,122.0,7.0,494.5,0.0,-1603.125,274.70000000000005,115.0,494.5,-718.925,None,BE,2026-04-23
2026-01-05 22:00:00+00:00,0.0,1877.65,828.375,0.0,4.0,144.0,527.55,0.0,-1877.65,828.375,-140.0,527.55,-661.7250000000001,None,BE,2026-04-23
2026-01-05 23:00:00+00:00,0.0,2723.875,2344.325,0.0,60.0,353.0,518.575,0.0,-2723.875,2344.325,-293.0,518.575,-153.97500000000014,None,BE,2026-04-23
2026-01-06 00:00:00+00:00,0.0,3238.175,1921.55,0.0,66.0,289.0,818.675,0.0,-3238.175,1921.55,-223.0,818.675,-720.9500000000003,None,BE,2026-04-23
2026-01-06 01:00:00+00:00,0.0,2823.675,1798.825,0.0,63.0,464.0,605.65,0.0,-2823.675,1798.825,-401.0,605.65,-820.2000000000002,None,BE,2026-04-23
2026-01-06 02:00:00+00:00,0.0,2581.925,1301.85,0.0,54.0,514.0,647.4,0.0,-2581.925,1301.85,-460.0,647.4,-1092.6750000000002,None,BE,2026-04-23
2026-01-06 03:00:00+00:00,0.0,2391.05,960.925,0.0,55.0,523.0,708.4749999999999,0.0,-2391.05,960.925,-468.0,708.4749999999999,-1189.6500000000003,None,BE,2026-04-23
2026-01-06 04:00:00+00:00,0.0,2288.075,1205.6,0.0,0.0,856.0,789.575,0.0,-2288.075,1205.6,-856.0,789.575,-1148.8999999999999,None,BE,2026-04-23
2026-01-06 05:00:00+00:00,0.0,1868.8,945.75,0.0,0.0,987.0,649.4,0.0,-1868.8,945.75,-987.0,649.4,-1260.65,None,BE,2026-04-23
2026-01-06 06:00:00+00:00,0.0,1314.7,21.425,103.5,0.0,952.0,120.55,0.0,-1314.7,-82.075,-952.0,120.55,-2228.225,None,BE,2026-04-23
2026-01-06 07:00:00+00:00,0.0,1204.975,275.2,0.0,54.0,796.0,0.0,389.75,-1204.975,275.2,-742.0,-389.75,-2061.5249999999996,None,BE,2026-04-23
2026-01-06 08:00:00+00:00,0.0,834.575,23.1,70.375,4.0,664.0,0.0,175.35,-834.575,-47.275,-660.0,-175.35,-1717.1999999999998,None,BE,2026-04-23
2026-01-06 09:00:00+00:00,0.0,1041.425,0.0,612.45,157.0,589.0,63.4,17.45,-1041.425,-612.45,-432.0,45.95,-2039.925,None,BE,2026-04-23
2026-01-06 10:00:00+00:00,0.0,1128.775,0.0,379.475,281.0,657.0,435.65,0.0,-1128.775,-379.475,-376.0,435.65,-1448.6,None,BE,2026-04-23
2026-01-06 11:00:00+00:00,0.0,1255.35,0.0,399.9,161.0,558.0,842.575,0.0,-1255.35,-399.9,-397.0,842.575,-1209.675,None,BE,2026-04-23
2026-01-06 12:00:00+00:00,0.0,776.15,0.0,921.1500000000001,97.0,295.0,891.175,0.0,-776.15,-921.1500000000001,-198.0,891.175,-1004.1250000000002,None,BE,2026-04-23
2026-01-06 13:00:00+00:00,0.0,671.075,0.0,1026.2,70.0,407.0,913.925,0.0,-671.075,-1026.2,-337.0,913.925,-1120.3500000000001,None,BE,2026-04-23
2026-01-06 14:00:00+00:00,0.0,380.7,0.0,1396.25,64.0,454.0,910.5,0.0,-380.7,-1396.25,-390.0,910.5,-1256.4499999999998,None,BE,2026-04-23
2026-01-06 15:00:00+00:00,26.0,229.57500000000002,0.0,987.05,69.0,327.0,284.25,439.325,-203.57500000000002,-987.05,-258.0,-155.075,-1603.7,None,BE,2026-04-23
2026-01-06 16:00:00+00:00,0.0,724.05,0.0,1175.725,89.0,193.0,677.975,0.0,-724.05,-1175.725,-104.0,677.975,-1325.7999999999997,None,BE,2026-04-23
2026-01-06 17:00:00+00:00,0.0,1203.075,0.0,345.40000000000003,121.0,253.0,474.25,0.0,-1203.075,-345.40000000000003,-132.0,474.25,-1206.2250000000001,None,BE,2026-04-23
2026-01-06 18:00:00+00:00,0.0,1536.95,124.2,190.25,139.0,223.0,476.3,0.0,-1536.95,-66.05,-84.0,476.3,-1210.7,None,BE,2026-04-23
2026-01-06 19:00:00+00:00,0.0,1669.425,679.725,0.0,78.0,258.0,488.875,53.825,-1669.425,679.725,-180.0,435.05,-734.6499999999999,None,BE,2026-04-23
2026-01-06 20:00:00+00:00,0.0,691.6,1640.05,0.0,165.0,584.0,0.0,461.825,-691.6,1640.05,-419.0,-461.825,67.62499999999994,None,BE,2026-04-23
2026-01-06 21:00:00+00:00,0.0,964.4,2647.9,0.0,103.0,597.0,0.0,473.95,-964.4,2647.9,-494.0,-473.95,715.55,None,BE,2026-04-23
2026-01-06 22:00:00+00:00,0.0,848.025,2953.575,0.0,47.0,664.0,0.0,968.225,-848.025,2953.575,-617.0,-968.225,520.3249999999997,None,BE,2026-04-23
2026-01-06 23:00:00+00:00,0.0,2125.675,2741.775,0.0,0.0,218.0,5.675,147.47500000000002,-2125.675,2741.775,-218.0,-141.8,256.2999999999999,None,BE,2026-04-23
2026-01-07 00:00:00+00:00,0.0,2179.8,3053.05,0.0,0.0,113.0,32.8,29.775,-2179.8,3053.05,-113.0,3.0249999999999986,763.275,None,BE,2026-04-23
2026-01-07 01:00:00+00:00,0.0,2256.825,3056.975,0.0,50.0,107.0,0.0,343.875,-2256.825,3056.975,-57.0,-343.875,399.2750000000001,None,BE,2026-04-23
2026-01-07 02:00:00+00:00,0.0,2258.175,2577.875,0.0,190.0,115.0,135.375,0.0,-2258.175,2577.875,75.0,135.375,530.0749999999998,None,BE,2026-04-23
