,EE_FI,FI_EE,EE_LV,LV_EE,EE_FI_net_export,EE_LV_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-02 03:00:00+00:00,0.0,185.0,0.0,432.25,-185.0,-432.25,-617.25,None,EE,2026-04-23
2026-01-02 04:00:00+00:00,0.0,432.75,25.9,165.225,-432.75,-139.325,-572.075,None,EE,2026-04-23
2026-01-02 05:00:00+00:00,0.0,939.75,322.3,0.0,-939.75,322.3,-617.45,None,EE,2026-04-23
2026-01-02 06:00:00+00:00,0.0,1016.0,341.475,0.0,-1016.0,341.475,-674.525,None,EE,2026-04-23
2026-01-02 07:00:00+00:00,0.0,1016.0,305.25,0.0,-1016.0,305.25,-710.75,None,EE,2026-04-23
2026-01-02 08:00:00+00:00,0.0,1016.0,262.225,0.0,-1016.0,262.225,-753.775,None,EE,2026-04-23
2026-01-02 09:00:00+00:00,0.0,1016.0,225.9,0.0,-1016.0,225.9,-790.1,None,EE,2026-04-23
2026-01-02 10:00:00+00:00,0.0,1016.0,192.9,0.0,-1016.0,192.9,-823.1,None,EE,2026-04-23
2026-01-02 11:00:00+00:00,0.0,831.75,4.7,4.824999999999999,-831.75,-0.12499999999999911,-831.875,None,EE,2026-04-23
2026-01-02 12:00:00+00:00,0.0,1010.0,170.3,0.0,-1010.0,170.3,-839.7,None,EE,2026-04-23
2026-01-02 13:00:00+00:00,0.0,1016.0,161.925,0.0,-1016.0,161.925,-854.075,None,EE,2026-04-23
2026-01-02 14:00:00+00:00,0.0,1016.0,137.175,0.0,-1016.0,137.175,-878.825,None,EE,2026-04-23
2026-01-02 15:00:00+00:00,0.0,1016.0,152.425,0.0,-1016.0,152.425,-863.575,None,EE,2026-04-23
2026-01-02 16:00:00+00:00,0.0,1016.0,158.25,0.0,-1016.0,158.25,-857.75,None,EE,2026-04-23
2026-01-02 17:00:00+00:00,0.0,1016.0,172.375,0.0,-1016.0,172.375,-843.625,None,EE,2026-04-23
2026-01-02 18:00:00+00:00,0.0,1016.0,192.175,0.0,-1016.0,192.175,-823.825,None,EE,2026-04-23
2026-01-02 19:00:00+00:00,0.0,1016.0,226.35,0.0,-1016.0,226.35,-789.65,None,EE,2026-04-23
2026-01-02 20:00:00+00:00,0.0,1016.0,262.175,0.0,-1016.0,262.175,-753.825,None,EE,2026-04-23
2026-01-02 21:00:00+00:00,0.0,1016.0,308.175,0.0,-1016.0,308.175,-707.825,None,EE,2026-04-23
2026-01-02 22:00:00+00:00,0.0,1016.0,286.625,0.0,-1016.0,286.625,-729.375,None,EE,2026-04-23
2026-01-02 23:00:00+00:00,0.0,976.0,294.375,0.0,-976.0,294.375,-681.625,None,EE,2026-04-23
2026-01-03 00:00:00+00:00,0.0,1016.0,343.7,0.0,-1016.0,343.7,-672.3,None,EE,2026-04-23
2026-01-03 01:00:00+00:00,0.0,1016.0,288.475,0.0,-1016.0,288.475,-727.525,None,EE,2026-04-23
2026-01-03 02:00:00+00:00,0.0,1016.0,314.225,0.0,-1016.0,314.225,-701.775,None,EE,2026-04-23
2026-01-03 03:00:00+00:00,0.0,1016.0,303.3,0.0,-1016.0,303.3,-712.7,None,EE,2026-04-23
2026-01-03 04:00:00+00:00,0.0,1016.0,289.15,0.0,-1016.0,289.15,-726.85,None,EE,2026-04-23
2026-01-03 05:00:00+00:00,0.0,1016.0,258.775,0.0,-1016.0,258.775,-757.225,None,EE,2026-04-23
2026-01-03 06:00:00+00:00,0.0,1016.0,197.175,0.0,-1016.0,197.175,-818.825,None,EE,2026-04-23
2026-01-03 07:00:00+00:00,0.0,1016.0,135.7,0.0,-1016.0,135.7,-880.3,None,EE,2026-04-23
2026-01-03 08:00:00+00:00,0.0,1016.0,124.075,0.0,-1016.0,124.075,-891.925,None,EE,2026-04-23
2026-01-03 09:00:00+00:00,0.0,1016.0,87.225,0.0,-1016.0,87.225,-928.775,None,EE,2026-04-23
2026-01-03 10:00:00+00:00,0.0,1016.0,80.325,0.0,-1016.0,80.325,-935.675,None,EE,2026-04-23
2026-01-03 11:00:00+00:00,0.0,1016.0,76.75,0.0,-1016.0,76.75,-939.25,None,EE,2026-04-23
2026-01-03 12:00:00+00:00,0.0,1016.0,74.0,0.0,-1016.0,74.0,-942.0,None,EE,2026-04-23
2026-01-03 13:00:00+00:00,0.0,1016.0,54.849999999999994,0.0,-1016.0,54.849999999999994,-961.15,None,EE,2026-04-23
2026-01-03 14:00:00+00:00,0.0,1016.0,23.375,8.025,-1016.0,15.35,-1000.65,None,EE,2026-04-23
2026-01-03 15:00:00+00:00,0.0,1016.0,0.0,2.925,-1016.0,-2.925,-1018.925,None,EE,2026-04-23
2026-01-03 16:00:00+00:00,0.0,1016.0,7.175,0.0,-1016.0,7.175,-1008.825,None,EE,2026-04-23
2026-01-03 17:00:00+00:00,0.0,1016.0,28.8,0.0,-1016.0,28.8,-987.2,None,EE,2026-04-23
2026-01-03 18:00:00+00:00,0.0,1016.0,60.55,0.0,-1016.0,60.55,-955.45,None,EE,2026-04-23
2026-01-03 19:00:00+00:00,0.0,1016.0,70.525,0.0,-1016.0,70.525,-945.475,None,EE,2026-04-23
2026-01-03 20:00:00+00:00,0.0,1016.0,154.95,0.0,-1016.0,154.95,-861.05,None,EE,2026-04-23
2026-01-03 21:00:00+00:00,0.0,1014.75,176.95,0.0,-1014.75,176.95,-837.8,None,EE,2026-04-23
2026-01-03 22:00:00+00:00,0.0,999.0,191.975,0.0,-999.0,191.975,-807.025,None,EE,2026-04-23
2026-01-03 23:00:00+00:00,0.0,828.0,45.775000000000006,0.0,-828.0,45.775000000000006,-782.225,None,EE,2026-04-23
2026-01-04 00:00:00+00:00,0.0,963.5,199.4,0.0,-963.5,199.4,-764.1,None,EE,2026-04-23
2026-01-04 01:00:00+00:00,0.0,983.5,228.5,0.0,-983.5,228.5,-755.0,None,EE,2026-04-23
2026-01-04 02:00:00+00:00,0.0,977.0,263.9,0.0,-977.0,263.9,-713.1,None,EE,2026-04-23
2026-01-04 03:00:00+00:00,0.0,972.0,301.35,0.0,-972.0,301.35,-670.65,None,EE,2026-04-23
2026-01-04 04:00:00+00:00,0.0,983.25,335.625,0.0,-983.25,335.625,-647.625,None,EE,2026-04-23
2026-01-04 05:00:00+00:00,0.0,944.25,282.975,0.0,-944.25,282.975,-661.275,None,EE,2026-04-23
2026-01-04 06:00:00+00:00,0.0,1016.0,302.85,0.0,-1016.0,302.85,-713.15,None,EE,2026-04-23
2026-01-04 07:00:00+00:00,0.0,1016.0,285.9,0.0,-1016.0,285.9,-730.1,None,EE,2026-04-23
2026-01-04 08:00:00+00:00,0.0,1016.0,270.55,0.0,-1016.0,270.55,-745.45,None,EE,2026-04-23
2026-01-04 09:00:00+00:00,0.0,996.5,246.825,0.0,-996.5,246.825,-749.675,None,EE,2026-04-23
2026-01-04 10:00:00+00:00,0.0,999.0,240.65,0.0,-999.0,240.65,-758.35,None,EE,2026-04-23
2026-01-04 11:00:00+00:00,0.0,985.5,217.225,0.0,-985.5,217.225,-768.275,None,EE,2026-04-23
2026-01-04 12:00:00+00:00,0.0,1007.0,222.25,0.0,-1007.0,222.25,-784.75,None,EE,2026-04-23
2026-01-04 13:00:00+00:00,0.0,1014.5,260.375,0.0,-1014.5,260.375,-754.125,None,EE,2026-04-23
2026-01-04 14:00:00+00:00,0.0,1016.0,283.675,0.0,-1016.0,283.675,-732.325,None,EE,2026-04-23
2026-01-04 15:00:00+00:00,0.0,1005.25,267.25,0.0,-1005.25,267.25,-738.0,None,EE,2026-04-23
2026-01-04 16:00:00+00:00,0.0,1002.5,222.1,0.0,-1002.5,222.1,-780.4,None,EE,2026-04-23
2026-01-04 17:00:00+00:00,0.0,924.25,106.95,0.0,-924.25,106.95,-817.3,None,EE,2026-04-23
2026-01-04 18:00:00+00:00,0.0,801.75,3.625,0.0,-801.75,3.625,-798.125,None,EE,2026-04-23
2026-01-04 19:00:00+00:00,0.0,721.25,0.0,38.975,-721.25,-38.975,-760.225,None,EE,2026-04-23
2026-01-04 20:00:00+00:00,0.0,540.0,0.0,168.05,-540.0,-168.05,-708.05,None,EE,2026-04-23
2026-01-04 21:00:00+00:00,0.0,323.0,0.0,340.875,-323.0,-340.875,-663.875,None,EE,2026-04-23
2026-01-04 22:00:00+00:00,0.0,368.0,0.0,272.225,-368.0,-272.225,-640.225,None,EE,2026-04-23
2026-01-04 23:00:00+00:00,0.0,217.0,0.0,279.5,-217.0,-279.5,-496.5,None,EE,2026-04-23
2026-01-05 00:00:00+00:00,0.0,140.5,0.0,341.35,-140.5,-341.35,-481.85,None,EE,2026-04-23
2026-01-05 01:00:00+00:00,0.0,132.75,0.0,327.3,-132.75,-327.3,-460.05,None,EE,2026-04-23
2026-01-05 02:00:00+00:00,0.0,109.0,0.0,335.77500000000003,-109.0,-335.77500000000003,-444.77500000000003,None,EE,2026-04-23
2026-01-05 03:00:00+00:00,0.0,201.5,0.0,260.475,-201.5,-260.475,-461.975,None,EE,2026-04-23
2026-01-05 04:00:00+00:00,0.0,338.5,0.0,183.925,-338.5,-183.925,-522.425,None,EE,2026-04-23
2026-01-05 05:00:00+00:00,0.0,107.0,0.0,523.05,-107.0,-523.05,-630.05,None,EE,2026-04-23
2026-01-05 06:00:00+00:00,0.0,281.75,0.0,370.05,-281.75,-370.05,-651.8,None,EE,2026-04-23
2026-01-05 07:00:00+00:00,0.0,635.0,52.5,65.575,-635.0,-13.075000000000003,-648.075,None,EE,2026-04-23
2026-01-05 08:00:00+00:00,0.0,916.25,253.825,0.0,-916.25,253.825,-662.425,None,EE,2026-04-23
2026-01-05 09:00:00+00:00,0.0,959.0,279.0,0.0,-959.0,279.0,-680.0,None,EE,2026-04-23
2026-01-05 10:00:00+00:00,0.0,940.75,252.95,0.0,-940.75,252.95,-687.8,None,EE,2026-04-23
2026-01-05 11:00:00+00:00,0.0,1001.75,288.875,0.0,-1001.75,288.875,-712.875,None,EE,2026-04-23
2026-01-05 12:00:00+00:00,0.0,1003.25,280.45,0.0,-1003.25,280.45,-722.8,None,EE,2026-04-23
2026-01-05 13:00:00+00:00,0.0,1016.0,286.775,0.0,-1016.0,286.775,-729.225,None,EE,2026-04-23
2026-01-05 14:00:00+00:00,0.0,1016.0,301.2,0.0,-1016.0,301.2,-714.8,None,EE,2026-04-23
2026-01-05 15:00:00+00:00,0.0,1016.0,322.57500000000005,0.0,-1016.0,322.57500000000005,-693.425,None,EE,2026-04-23
2026-01-05 16:00:00+00:00,0.0,468.25,60.35,249.95,-468.25,-189.6,-657.85,None,EE,2026-04-23
2026-01-05 17:00:00+00:00,0.0,333.75,25.675,304.25,-333.75,-278.575,-612.325,None,EE,2026-04-23
2026-01-05 18:00:00+00:00,0.0,978.75,402.05,0.0,-978.75,402.05,-576.7,None,EE,2026-04-23
2026-01-05 19:00:00+00:00,0.0,914.0,383.65,0.0,-914.0,383.65,-530.35,None,EE,2026-04-23
2026-01-05 20:00:00+00:00,0.0,660.75,185.0,0.0,-660.75,185.0,-475.75,None,EE,2026-04-23
2026-01-05 21:00:00+00:00,0.0,606.0,187.225,0.0,-606.0,187.225,-418.775,None,EE,2026-04-23
2026-01-05 22:00:00+00:00,0.0,417.5,10.525,16.275,-417.5,-5.749999999999998,-423.25,None,EE,2026-04-23
2026-01-05 23:00:00+00:00,0.0,798.25,527.025,0.0,-798.25,527.025,-271.225,None,EE,2026-04-23
2026-01-06 00:00:00+00:00,0.0,728.25,463.375,0.0,-728.25,463.375,-264.875,None,EE,2026-04-23
2026-01-06 01:00:00+00:00,0.0,774.75,461.075,0.0,-774.75,461.075,-313.675,None,EE,2026-04-23
2026-01-06 02:00:00+00:00,0.0,757.0,458.8,0.0,-757.0,458.8,-298.2,None,EE,2026-04-23
2026-01-06 03:00:00+00:00,0.0,781.25,502.25,0.0,-781.25,502.25,-279.0,None,EE,2026-04-23
2026-01-06 04:00:00+00:00,0.0,731.25,350.375,0.0,-731.25,350.375,-380.875,None,EE,2026-04-23
2026-01-06 05:00:00+00:00,0.0,903.75,504.225,0.0,-903.75,504.225,-399.525,None,EE,2026-04-23
2026-01-06 06:00:00+00:00,0.0,973.25,527.025,0.0,-973.25,527.025,-446.225,None,EE,2026-04-23
2026-01-06 07:00:00+00:00,0.0,968.5,520.9,0.0,-968.5,520.9,-447.6,None,EE,2026-04-23
2026-01-06 08:00:00+00:00,0.0,958.25,515.675,0.0,-958.25,515.675,-442.57500000000005,None,EE,2026-04-23
2026-01-06 09:00:00+00:00,0.0,1002.5,517.2,0.0,-1002.5,517.2,-485.29999999999995,None,EE,2026-04-23
2026-01-06 10:00:00+00:00,0.0,1014.25,497.025,0.0,-1014.25,497.025,-517.225,None,EE,2026-04-23
2026-01-06 11:00:00+00:00,0.0,803.25,229.0,0.0,-803.25,229.0,-574.25,None,EE,2026-04-23
2026-01-06 12:00:00+00:00,0.0,1016.0,422.425,0.0,-1016.0,422.425,-593.575,None,EE,2026-04-23
2026-01-06 13:00:00+00:00,0.0,1016.0,434.425,0.0,-1016.0,434.425,-581.575,None,EE,2026-04-23
2026-01-06 14:00:00+00:00,0.0,1016.0,460.325,0.0,-1016.0,460.325,-555.675,None,EE,2026-04-23
2026-01-06 15:00:00+00:00,0.0,971.25,461.475,0.0,-971.25,461.475,-509.775,None,EE,2026-04-23
2026-01-06 16:00:00+00:00,0.0,880.5,393.275,0.0,-880.5,393.275,-487.225,None,EE,2026-04-23
2026-01-06 17:00:00+00:00,0.0,1000.25,532.0,0.0,-1000.25,532.0,-468.25,None,EE,2026-04-23
2026-01-06 18:00:00+00:00,0.0,997.25,532.0,0.0,-997.25,532.0,-465.25,None,EE,2026-04-23
2026-01-06 19:00:00+00:00,0.0,1001.0,520.15,0.0,-1001.0,520.15,-480.85,None,EE,2026-04-23
2026-01-06 20:00:00+00:00,0.0,990.0,532.0,0.0,-990.0,532.0,-458.0,None,EE,2026-04-23
2026-01-06 21:00:00+00:00,0.0,955.5,526.75,0.0,-955.5,526.75,-428.75,None,EE,2026-04-23
2026-01-06 22:00:00+00:00,0.0,909.5,523.75,0.0,-909.5,523.75,-385.75,None,EE,2026-04-23
2026-01-06 23:00:00+00:00,0.0,1010.5,524.475,0.0,-1010.5,524.475,-486.025,None,EE,2026-04-23
2026-01-07 00:00:00+00:00,0.0,996.0,533.0,0.0,-996.0,533.0,-463.0,None,EE,2026-04-23
2026-01-07 01:00:00+00:00,0.0,1016.0,493.175,0.0,-1016.0,493.175,-522.825,None,EE,2026-04-23
2026-01-07 02:00:00+00:00,0.0,1016.0,501.3,0.0,-1016.0,501.3,-514.7,None,EE,2026-04-23
2026-01-07 03:00:00+00:00,0.0,1016.0,479.625,0.0,-1016.0,479.625,-536.375,None,EE,2026-04-23
2026-01-07 04:00:00+00:00,0.0,1016.0,427.075,0.0,-1016.0,427.075,-588.925,None,EE,2026-04-23
2026-01-07 05:00:00+00:00,0.0,1016.0,420.95,0.0,-1016.0,420.95,-595.05,None,EE,2026-04-23
2026-01-07 06:00:00+00:00,0.0,1016.0,423.775,0.0,-1016.0,423.775,-592.225,None,EE,2026-04-23
2026-01-07 07:00:00+00:00,0.0,1016.0,416.525,0.0,-1016.0,416.525,-599.475,None,EE,2026-04-23
2026-01-07 08:00:00+00:00,0.0,1016.0,417.15,0.0,-1016.0,417.15,-598.85,None,EE,2026-04-23
2026-01-07 09:00:00+00:00,0.0,1016.0,419.45,0.0,-1016.0,419.45,-596.55,None,EE,2026-04-23
2026-01-07 10:00:00+00:00,0.0,1016.0,438.07500000000005,0.0,-1016.0,438.07500000000005,-577.925,None,EE,2026-04-23
2026-01-07 11:00:00+00:00,0.0,1016.0,409.7,0.0,-1016.0,409.7,-606.3,None,EE,2026-04-23
2026-01-07 12:00:00+00:00,0.0,1016.0,439.075,0.0,-1016.0,439.075,-576.925,None,EE,2026-04-23
2026-01-07 13:00:00+00:00,0.0,1016.0,421.525,0.0,-1016.0,421.525,-594.475,None,EE,2026-04-23
2026-01-07 14:00:00+00:00,0.0,1016.0,444.775,0.0,-1016.0,444.775,-571.225,None,EE,2026-04-23
2026-01-07 15:00:00+00:00,0.0,1016.0,466.075,0.0,-1016.0,466.075,-549.925,None,EE,2026-04-23
2026-01-07 16:00:00+00:00,0.0,1016.0,433.375,0.0,-1016.0,433.375,-582.625,None,EE,2026-04-23
2026-01-07 17:00:00+00:00,0.0,1016.0,464.075,0.0,-1016.0,464.075,-551.925,None,EE,2026-04-23
2026-01-07 18:00:00+00:00,0.0,1016.0,501.4,0.0,-1016.0,501.4,-514.6,None,EE,2026-04-23
2026-01-07 19:00:00+00:00,0.0,1016.0,516.1,0.0,-1016.0,516.1,-499.9,None,EE,2026-04-23
2026-01-07 20:00:00+00:00,0.0,1016.0,476.525,0.0,-1016.0,476.525,-539.475,None,EE,2026-04-23
2026-01-07 21:00:00+00:00,0.0,1016.0,510.0,0.0,-1016.0,510.0,-506.0,None,EE,2026-04-23
2026-01-07 22:00:00+00:00,0.0,1016.0,590.1,0.0,-1016.0,590.1,-425.9,None,EE,2026-04-23
2026-01-07 23:00:00+00:00,0.0,1016.0,481.3,0.0,-1016.0,481.3,-534.7,None,EE,2026-04-23
2026-01-08 00:00:00+00:00,0.0,1016.0,498.525,0.0,-1016.0,498.525,-517.475,None,EE,2026-04-23
2026-01-08 01:00:00+00:00,0.0,1016.0,460.275,0.0,-1016.0,460.275,-555.725,None,EE,2026-04-23
2026-01-08 02:00:00+00:00,0.0,1016.0,445.4,0.0,-1016.0,445.4,-570.6,None,EE,2026-04-23
2026-01-08 03:00:00+00:00,0.0,1016.0,467.9,0.0,-1016.0,467.9,-548.1,None,EE,2026-04-23
2026-01-08 04:00:00+00:00,0.0,1016.0,462.22499999999997,0.0,-1016.0,462.22499999999997,-553.7750000000001,None,EE,2026-04-23
2026-01-08 05:00:00+00:00,0.0,1016.0,372.7,0.0,-1016.0,372.7,-643.3,None,EE,2026-04-23
2026-01-08 06:00:00+00:00,0.0,1016.0,338.025,0.0,-1016.0,338.025,-677.975,None,EE,2026-04-23
2026-01-08 07:00:00+00:00,0.0,1016.0,358.375,0.0,-1016.0,358.375,-657.625,None,EE,2026-04-23
2026-01-08 08:00:00+00:00,0.0,1016.0,334.55,0.0,-1016.0,334.55,-681.45,None,EE,2026-04-23
2026-01-08 09:00:00+00:00,0.0,1016.0,305.675,0.0,-1016.0,305.675,-710.325,None,EE,2026-04-23
2026-01-08 10:00:00+00:00,0.0,1016.0,304.675,0.0,-1016.0,304.675,-711.325,None,EE,2026-04-23
2026-01-08 11:00:00+00:00,0.0,1016.0,290.52500000000003,0.0,-1016.0,290.52500000000003,-725.4749999999999,None,EE,2026-04-23
2026-01-08 12:00:00+00:00,0.0,1016.0,281.85,0.0,-1016.0,281.85,-734.15,None,EE,2026-04-23
2026-01-08 13:00:00+00:00,0.0,1016.0,287.65,0.0,-1016.0,287.65,-728.35,None,EE,2026-04-23
2026-01-08 14:00:00+00:00,0.0,1016.0,340.75,0.0,-1016.0,340.75,-675.25,None,EE,2026-04-23
2026-01-08 15:00:00+00:00,0.0,1016.0,372.975,0.0,-1016.0,372.975,-643.025,None,EE,2026-04-23
2026-01-08 16:00:00+00:00,0.0,1016.0,414.825,0.0,-1016.0,414.825,-601.175,None,EE,2026-04-23
2026-01-08 17:00:00+00:00,0.0,1016.0,399.32500000000005,0.0,-1016.0,399.32500000000005,-616.675,None,EE,2026-04-23
2026-01-08 18:00:00+00:00,0.0,1016.0,409.95,0.0,-1016.0,409.95,-606.05,None,EE,2026-04-23
2026-01-08 19:00:00+00:00,0.0,1016.0,456.925,0.0,-1016.0,456.925,-559.075,None,EE,2026-04-23
2026-01-08 20:00:00+00:00,0.0,1011.25,498.05,0.0,-1011.25,498.05,-513.2,None,EE,2026-04-23
2026-01-08 21:00:00+00:00,0.0,953.5,506.65,0.0,-953.5,506.65,-446.85,None,EE,2026-04-23
2026-01-08 22:00:00+00:00,0.0,957.25,510.0,0.0,-957.25,510.0,-447.25,None,EE,2026-04-23
2026-01-08 23:00:00+00:00,0.0,869.75,594.575,0.0,-869.75,594.575,-275.17499999999995,None,EE,2026-04-23
2026-01-09 00:00:00+00:00,0.0,782.5,515.1,0.0,-782.5,515.1,-267.4,None,EE,2026-04-23
2026-01-09 01:00:00+00:00,0.0,590.5,336.075,0.0,-590.5,336.075,-254.425,None,EE,2026-04-23
2026-01-09 02:00:00+00:00,0.0,399.5,131.775,0.0,-399.5,131.775,-267.725,None,EE,2026-04-23
2026-01-09 03:00:00+00:00,0.0,486.0,214.925,0.0,-486.0,214.925,-271.075,None,EE,2026-04-23
2026-01-09 04:00:00+00:00,0.0,546.75,204.025,0.0,-546.75,204.025,-342.725,None,EE,2026-04-23
2026-01-09 05:00:00+00:00,0.0,511.0,87.425,0.0,-511.0,87.425,-423.575,None,EE,2026-04-23
2026-01-09 06:00:00+00:00,0.0,780.25,275.0,0.0,-780.25,275.0,-505.25,None,EE,2026-04-23
2026-01-09 07:00:00+00:00,0.0,773.0,251.075,0.0,-773.0,251.075,-521.925,None,EE,2026-04-23
2026-01-09 08:00:00+00:00,0.0,726.5,175.25,0.0,-726.5,175.25,-551.25,None,EE,2026-04-23
2026-01-09 09:00:00+00:00,0.0,312.0,0.0,247.35,-312.0,-247.35,-559.35,None,EE,2026-04-23
2026-01-09 10:00:00+00:00,0.0,472.5,0.0,57.224999999999994,-472.5,-57.224999999999994,-529.725,None,EE,2026-04-23
2026-01-09 11:00:00+00:00,0.0,385.25,0.0,143.875,-385.25,-143.875,-529.125,None,EE,2026-04-23
2026-01-09 12:00:00+00:00,0.0,495.5,0.0,13.225,-495.5,-13.225,-508.725,None,EE,2026-04-23
2026-01-09 13:00:00+00:00,0.0,374.5,0.0,134.65,-374.5,-134.65,-509.15,None,EE,2026-04-23
2026-01-09 14:00:00+00:00,0.0,506.0,40.2,18.675,-506.0,21.525000000000002,-484.475,None,EE,2026-04-23
2026-01-09 15:00:00+00:00,0.0,712.0,294.825,0.0,-712.0,294.825,-417.175,None,EE,2026-04-23
2026-01-09 16:00:00+00:00,0.0,763.25,244.0,0.0,-763.25,244.0,-519.25,None,EE,2026-04-23
2026-01-09 17:00:00+00:00,0.0,807.0,325.175,0.0,-807.0,325.175,-481.825,None,EE,2026-04-23
2026-01-09 18:00:00+00:00,0.0,621.25,178.35,0.0,-621.25,178.35,-442.9,None,EE,2026-04-23
2026-01-09 19:00:00+00:00,0.0,522.5,121.15,0.0,-522.5,121.15,-401.35,None,EE,2026-04-23
2026-01-09 20:00:00+00:00,0.0,240.25,0.0,103.89999999999999,-240.25,-103.89999999999999,-344.15,None,EE,2026-04-23
2026-01-09 21:00:00+00:00,0.0,313.75,68.925,41.625,-313.75,27.299999999999997,-286.45,None,EE,2026-04-23
2026-01-09 22:00:00+00:00,0.0,624.0,387.8,0.0,-624.0,387.8,-236.2,None,EE,2026-04-23
2026-01-09 23:00:00+00:00,0.0,725.5,567.55,0.0,-725.5,567.55,-157.95000000000005,None,EE,2026-04-23
2026-01-10 00:00:00+00:00,0.0,733.5,601.0,0.0,-733.5,601.0,-132.5,None,EE,2026-04-23
2026-01-10 01:00:00+00:00,0.0,736.25,600.0,0.0,-736.25,600.0,-136.25,None,EE,2026-04-23
2026-01-10 02:00:00+00:00,0.0,733.0,600.0,0.0,-733.0,600.0,-133.0,None,EE,2026-04-23
2026-01-10 03:00:00+00:00,0.0,733.75,600.0,0.0,-733.75,600.0,-133.75,None,EE,2026-04-23
2026-01-10 04:00:00+00:00,0.0,749.75,600.0,0.0,-749.75,600.0,-149.75,None,EE,2026-04-23
2026-01-10 05:00:00+00:00,0.0,784.0,602.0,0.0,-784.0,602.0,-182.0,None,EE,2026-04-23
2026-01-10 06:00:00+00:00,0.0,848.5,602.0,0.0,-848.5,602.0,-246.5,None,EE,2026-04-23
2026-01-10 07:00:00+00:00,0.0,948.5,602.0,0.0,-948.5,602.0,-346.5,None,EE,2026-04-23
2026-01-10 08:00:00+00:00,0.0,1016.0,580.0,0.0,-1016.0,580.0,-436.0,None,EE,2026-04-23
2026-01-10 09:00:00+00:00,0.0,1016.0,577.325,0.0,-1016.0,577.325,-438.67499999999995,None,EE,2026-04-23
2026-01-10 10:00:00+00:00,0.0,988.5,597.65,0.0,-988.5,597.65,-390.85,None,EE,2026-04-23
