,IT_CALA_IT_SICI,IT_SICI_IT_CALA,IT_CALA_IT_SUD,IT_SUD_IT_CALA,IT_CALA_IT_SICI_net_export,IT_CALA_IT_SUD_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,513.25,0.0,998.25,0.0,513.25,998.25,1511.5,None,IT_CALA,2026-04-23
2026-01-01 01:00:00+00:00,775.25,0.0,785.75,0.0,775.25,785.75,1561.0,None,IT_CALA,2026-04-23
2026-01-01 02:00:00+00:00,747.5,0.0,785.25,0.0,747.5,785.25,1532.75,None,IT_CALA,2026-04-23
2026-01-01 03:00:00+00:00,728.75,0.0,797.0,0.0,728.75,797.0,1525.75,None,IT_CALA,2026-04-23
2026-01-01 04:00:00+00:00,726.5,0.0,791.0,0.0,726.5,791.0,1517.5,None,IT_CALA,2026-04-23
2026-01-01 05:00:00+00:00,748.75,0.0,723.0,0.0,748.75,723.0,1471.75,None,IT_CALA,2026-04-23
2026-01-01 06:00:00+00:00,557.75,0.0,926.0,0.0,557.75,926.0,1483.75,None,IT_CALA,2026-04-23
2026-01-01 07:00:00+00:00,604.75,0.0,988.75,0.0,604.75,988.75,1593.5,None,IT_CALA,2026-04-23
2026-01-01 08:00:00+00:00,514.75,0.0,296.25,0.0,514.75,296.25,811.0,None,IT_CALA,2026-04-23
2026-01-01 09:00:00+00:00,456.25,0.0,141.75,0.0,456.25,141.75,598.0,None,IT_CALA,2026-04-23
2026-01-01 10:00:00+00:00,392.0,0.0,187.5,0.0,392.0,187.5,579.5,None,IT_CALA,2026-04-23
2026-01-01 11:00:00+00:00,363.5,0.0,216.75,0.0,363.5,216.75,580.25,None,IT_CALA,2026-04-23
2026-01-01 12:00:00+00:00,290.75,0.0,277.75,0.0,290.75,277.75,568.5,None,IT_CALA,2026-04-23
2026-01-01 13:00:00+00:00,230.5,0.0,324.25,0.0,230.5,324.25,554.75,None,IT_CALA,2026-04-23
2026-01-01 14:00:00+00:00,391.25,0.0,564.75,0.0,391.25,564.75,956.0,None,IT_CALA,2026-04-23
2026-01-01 15:00:00+00:00,324.25,0.0,1166.0,0.0,324.25,1166.0,1490.25,None,IT_CALA,2026-04-23
2026-01-01 16:00:00+00:00,177.75,0.0,1240.5,0.0,177.75,1240.5,1418.25,None,IT_CALA,2026-04-23
2026-01-01 17:00:00+00:00,189.25,0.0,1288.25,0.0,189.25,1288.25,1477.5,None,IT_CALA,2026-04-23
2026-01-01 18:00:00+00:00,191.0,0.0,1486.5,0.0,191.0,1486.5,1677.5,None,IT_CALA,2026-04-23
2026-01-01 19:00:00+00:00,149.75,0.0,1362.25,0.0,149.75,1362.25,1512.0,None,IT_CALA,2026-04-23
2026-01-01 20:00:00+00:00,18.25,31.25,1326.25,0.0,-13.0,1326.25,1313.25,None,IT_CALA,2026-04-23
2026-01-01 21:00:00+00:00,296.75,35.5,945.0,0.0,261.25,945.0,1206.25,None,IT_CALA,2026-04-23
2026-01-01 22:00:00+00:00,533.75,0.0,181.75,0.0,533.75,181.75,715.5,None,IT_CALA,2026-04-23
2026-01-01 23:00:00+00:00,458.25,0.0,161.75,0.0,458.25,161.75,620.0,None,IT_CALA,2026-04-23
2026-01-02 00:00:00+00:00,326.75,0.0,349.25,0.0,326.75,349.25,676.0,None,IT_CALA,2026-04-23
2026-01-02 01:00:00+00:00,266.25,0.0,446.25,0.0,266.25,446.25,712.5,None,IT_CALA,2026-04-23
2026-01-02 02:00:00+00:00,259.5,0.0,473.75,0.0,259.5,473.75,733.25,None,IT_CALA,2026-04-23
2026-01-02 03:00:00+00:00,212.25,0.0,576.0,0.0,212.25,576.0,788.25,None,IT_CALA,2026-04-23
2026-01-02 04:00:00+00:00,186.5,0.0,625.75,0.0,186.5,625.75,812.25,None,IT_CALA,2026-04-23
2026-01-02 05:00:00+00:00,120.25,132.5,819.5,0.0,-12.25,819.5,807.25,None,IT_CALA,2026-04-23
2026-01-02 06:00:00+00:00,89.75,297.75,1010.75,0.0,-208.0,1010.75,802.75,None,IT_CALA,2026-04-23
2026-01-02 07:00:00+00:00,0.0,374.25,1322.5,0.0,-374.25,1322.5,948.25,None,IT_CALA,2026-04-23
2026-01-02 08:00:00+00:00,0.0,826.75,791.25,0.0,-826.75,791.25,-35.5,None,IT_CALA,2026-04-23
2026-01-02 09:00:00+00:00,0.0,658.0,643.25,0.0,-658.0,643.25,-14.75,None,IT_CALA,2026-04-23
2026-01-02 10:00:00+00:00,0.0,716.25,733.5,0.0,-716.25,733.5,17.25,None,IT_CALA,2026-04-23
2026-01-02 11:00:00+00:00,0.0,881.75,936.5,0.0,-881.75,936.5,54.75,None,IT_CALA,2026-04-23
2026-01-02 12:00:00+00:00,0.0,964.25,1108.75,0.0,-964.25,1108.75,144.5,None,IT_CALA,2026-04-23
2026-01-02 13:00:00+00:00,0.0,852.0,1009.5,0.0,-852.0,1009.5,157.5,None,IT_CALA,2026-04-23
2026-01-02 14:00:00+00:00,0.0,644.0,1177.25,0.0,-644.0,1177.25,533.25,None,IT_CALA,2026-04-23
2026-01-02 15:00:00+00:00,0.0,381.5,1599.75,0.0,-381.5,1599.75,1218.25,None,IT_CALA,2026-04-23
2026-01-02 16:00:00+00:00,0.0,327.25,1565.5,0.0,-327.25,1565.5,1238.25,None,IT_CALA,2026-04-23
2026-01-02 17:00:00+00:00,0.0,184.25,1407.75,0.0,-184.25,1407.75,1223.5,None,IT_CALA,2026-04-23
2026-01-02 18:00:00+00:00,0.0,59.75,1529.75,0.0,-59.75,1529.75,1470.0,None,IT_CALA,2026-04-23
2026-01-02 19:00:00+00:00,326.0,36.75,1025.5,0.0,289.25,1025.5,1314.75,None,IT_CALA,2026-04-23
2026-01-02 20:00:00+00:00,240.5,124.5,1236.75,0.0,116.0,1236.75,1352.75,None,IT_CALA,2026-04-23
2026-01-02 21:00:00+00:00,326.25,0.0,759.25,0.0,326.25,759.25,1085.5,None,IT_CALA,2026-04-23
2026-01-02 22:00:00+00:00,84.0,0.25,696.5,0.0,83.75,696.5,780.25,None,IT_CALA,2026-04-23
2026-01-02 23:00:00+00:00,0.0,72.25,107.75,0.0,-72.25,107.75,35.5,None,IT_CALA,2026-04-23
2026-01-03 00:00:00+00:00,0.0,143.5,234.0,0.0,-143.5,234.0,90.5,None,IT_CALA,2026-04-23
2026-01-03 01:00:00+00:00,0.0,166.75,280.5,0.0,-166.75,280.5,113.75,None,IT_CALA,2026-04-23
2026-01-03 02:00:00+00:00,0.0,211.0,335.75,0.0,-211.0,335.75,124.75,None,IT_CALA,2026-04-23
2026-01-03 03:00:00+00:00,0.0,168.25,289.0,0.0,-168.25,289.0,120.75,None,IT_CALA,2026-04-23
2026-01-03 04:00:00+00:00,0.0,77.75,174.75,0.0,-77.75,174.75,97.0,None,IT_CALA,2026-04-23
2026-01-03 05:00:00+00:00,37.25,53.75,80.0,0.25,-16.5,79.75,63.25,None,IT_CALA,2026-04-23
2026-01-03 06:00:00+00:00,81.25,260.5,284.75,48.75,-179.25,236.0,56.75,None,IT_CALA,2026-04-23
2026-01-03 07:00:00+00:00,0.0,588.25,566.0,0.0,-588.25,566.0,-22.25,None,IT_CALA,2026-04-23
2026-01-03 08:00:00+00:00,0.0,464.0,426.75,0.0,-464.0,426.75,-37.25,None,IT_CALA,2026-04-23
2026-01-03 09:00:00+00:00,0.0,317.25,285.25,0.0,-317.25,285.25,-32.0,None,IT_CALA,2026-04-23
2026-01-03 10:00:00+00:00,0.0,403.25,405.75,0.0,-403.25,405.75,2.5,None,IT_CALA,2026-04-23
2026-01-03 11:00:00+00:00,0.0,476.75,474.25,0.0,-476.75,474.25,-2.5,None,IT_CALA,2026-04-23
2026-01-03 12:00:00+00:00,0.0,433.5,542.0,0.0,-433.5,542.0,108.5,None,IT_CALA,2026-04-23
2026-01-03 13:00:00+00:00,0.0,282.25,634.25,0.0,-282.25,634.25,352.0,None,IT_CALA,2026-04-23
2026-01-03 14:00:00+00:00,36.5,14.5,1127.75,0.0,22.0,1127.75,1149.75,None,IT_CALA,2026-04-23
2026-01-03 15:00:00+00:00,153.5,172.25,1292.0,0.0,-18.75,1292.0,1273.25,None,IT_CALA,2026-04-23
2026-01-03 16:00:00+00:00,0.0,174.75,1415.75,0.0,-174.75,1415.75,1241.0,None,IT_CALA,2026-04-23
2026-01-03 17:00:00+00:00,0.0,112.5,1327.0,0.0,-112.5,1327.0,1214.5,None,IT_CALA,2026-04-23
2026-01-03 18:00:00+00:00,0.0,93.0,1459.25,0.0,-93.0,1459.25,1366.25,None,IT_CALA,2026-04-23
2026-01-03 19:00:00+00:00,0.0,181.5,1538.75,0.0,-181.5,1538.75,1357.25,None,IT_CALA,2026-04-23
2026-01-03 20:00:00+00:00,130.75,239.0,1347.25,0.0,-108.25,1347.25,1239.0,None,IT_CALA,2026-04-23
2026-01-03 21:00:00+00:00,44.25,169.25,1439.75,0.0,-125.0,1439.75,1314.75,None,IT_CALA,2026-04-23
2026-01-03 22:00:00+00:00,0.0,122.75,516.25,0.0,-122.75,516.25,393.5,None,IT_CALA,2026-04-23
2026-01-03 23:00:00+00:00,0.0,211.75,461.0,0.0,-211.75,461.0,249.25,None,IT_CALA,2026-04-23
2026-01-04 00:00:00+00:00,0.0,370.0,680.5,0.0,-370.0,680.5,310.5,None,IT_CALA,2026-04-23
2026-01-04 01:00:00+00:00,0.0,481.5,843.25,0.0,-481.5,843.25,361.75,None,IT_CALA,2026-04-23
2026-01-04 02:00:00+00:00,0.0,535.0,916.0,0.0,-535.0,916.0,381.0,None,IT_CALA,2026-04-23
2026-01-04 03:00:00+00:00,0.0,562.0,960.5,0.0,-562.0,960.5,398.5,None,IT_CALA,2026-04-23
2026-01-04 04:00:00+00:00,0.0,522.75,928.0,0.0,-522.75,928.0,405.25,None,IT_CALA,2026-04-23
2026-01-04 05:00:00+00:00,0.0,452.25,842.75,0.0,-452.25,842.75,390.5,None,IT_CALA,2026-04-23
2026-01-04 06:00:00+00:00,0.0,355.5,775.25,0.0,-355.5,775.25,419.75,None,IT_CALA,2026-04-23
2026-01-04 07:00:00+00:00,0.0,398.0,793.0,0.0,-398.0,793.0,395.0,None,IT_CALA,2026-04-23
2026-01-04 08:00:00+00:00,0.0,341.5,1857.5,0.0,-341.5,1857.5,1516.0,None,IT_CALA,2026-04-23
2026-01-04 09:00:00+00:00,0.0,377.75,1914.75,0.0,-377.75,1914.75,1537.0,None,IT_CALA,2026-04-23
2026-01-04 10:00:00+00:00,0.0,404.25,1968.25,0.0,-404.25,1968.25,1564.0,None,IT_CALA,2026-04-23
2026-01-04 11:00:00+00:00,0.0,395.5,1953.0,0.0,-395.5,1953.0,1557.5,None,IT_CALA,2026-04-23
2026-01-04 12:00:00+00:00,0.0,364.25,1940.25,0.0,-364.25,1940.25,1576.0,None,IT_CALA,2026-04-23
2026-01-04 13:00:00+00:00,0.0,296.25,1844.5,0.0,-296.25,1844.5,1548.25,None,IT_CALA,2026-04-23
2026-01-04 14:00:00+00:00,0.0,303.25,1864.0,0.0,-303.25,1864.0,1560.75,None,IT_CALA,2026-04-23
2026-01-04 15:00:00+00:00,79.25,247.75,1861.5,0.0,-168.5,1861.5,1693.0,None,IT_CALA,2026-04-23
2026-01-04 16:00:00+00:00,0.0,274.75,1996.25,0.0,-274.75,1996.25,1721.5,None,IT_CALA,2026-04-23
2026-01-04 17:00:00+00:00,0.0,288.0,2047.75,0.0,-288.0,2047.75,1759.75,None,IT_CALA,2026-04-23
2026-01-04 18:00:00+00:00,0.0,240.75,2099.0,0.0,-240.75,2099.0,1858.25,None,IT_CALA,2026-04-23
2026-01-04 19:00:00+00:00,0.0,261.5,2131.25,0.0,-261.5,2131.25,1869.75,None,IT_CALA,2026-04-23
2026-01-04 20:00:00+00:00,42.0,258.0,1965.25,0.0,-216.0,1965.25,1749.25,None,IT_CALA,2026-04-23
2026-01-04 21:00:00+00:00,34.25,242.75,2020.5,0.0,-208.5,2020.5,1812.0,None,IT_CALA,2026-04-23
2026-01-04 22:00:00+00:00,5.25,81.5,1632.0,0.0,-76.25,1632.0,1555.75,None,IT_CALA,2026-04-23
2026-01-04 23:00:00+00:00,0.0,119.0,886.75,0.0,-119.0,886.75,767.75,None,IT_CALA,2026-04-23
2026-01-05 00:00:00+00:00,0.0,201.25,1006.25,0.0,-201.25,1006.25,805.0,None,IT_CALA,2026-04-23
2026-01-05 01:00:00+00:00,0.0,214.5,1015.25,0.0,-214.5,1015.25,800.75,None,IT_CALA,2026-04-23
2026-01-05 02:00:00+00:00,0.0,165.0,942.25,0.0,-165.0,942.25,777.25,None,IT_CALA,2026-04-23
2026-01-05 03:00:00+00:00,0.0,54.0,814.0,0.0,-54.0,814.0,760.0,None,IT_CALA,2026-04-23
2026-01-05 04:00:00+00:00,55.25,0.0,689.25,0.0,55.25,689.25,744.5,None,IT_CALA,2026-04-23
2026-01-05 05:00:00+00:00,154.25,126.0,1640.25,0.0,28.25,1640.25,1668.5,None,IT_CALA,2026-04-23
2026-01-05 06:00:00+00:00,191.75,149.75,1828.25,0.0,42.0,1828.25,1870.25,None,IT_CALA,2026-04-23
2026-01-05 07:00:00+00:00,0.0,331.0,2157.0,0.0,-331.0,2157.0,1826.0,None,IT_CALA,2026-04-23
2026-01-05 08:00:00+00:00,0.0,492.25,2264.75,0.0,-492.25,2264.75,1772.5,None,IT_CALA,2026-04-23
2026-01-05 09:00:00+00:00,0.0,625.5,2345.5,0.0,-625.5,2345.5,1720.0,None,IT_CALA,2026-04-23
2026-01-05 10:00:00+00:00,0.0,775.25,2461.5,0.0,-775.25,2461.5,1686.25,None,IT_CALA,2026-04-23
2026-01-05 11:00:00+00:00,4.5,377.5,2055.75,0.0,-373.0,2055.75,1682.75,None,IT_CALA,2026-04-23
2026-01-05 12:00:00+00:00,82.25,0.0,1606.0,0.0,82.25,1606.0,1688.25,None,IT_CALA,2026-04-23
2026-01-05 13:00:00+00:00,166.0,104.0,1683.0,0.0,62.0,1683.0,1745.0,None,IT_CALA,2026-04-23
2026-01-05 14:00:00+00:00,97.0,70.25,1794.5,0.0,26.75,1794.5,1821.25,None,IT_CALA,2026-04-23
2026-01-05 15:00:00+00:00,312.5,0.0,1537.5,0.0,312.5,1537.5,1850.0,None,IT_CALA,2026-04-23
2026-01-05 16:00:00+00:00,617.25,0.0,1261.0,0.0,617.25,1261.0,1878.25,None,IT_CALA,2026-04-23
2026-01-05 17:00:00+00:00,709.5,0.0,1403.5,0.0,709.5,1403.5,2113.0,None,IT_CALA,2026-04-23
2026-01-05 18:00:00+00:00,747.0,0.0,1320.75,0.0,747.0,1320.75,2067.75,None,IT_CALA,2026-04-23
2026-01-05 19:00:00+00:00,627.5,0.0,1207.75,0.0,627.5,1207.75,1835.25,None,IT_CALA,2026-04-23
2026-01-05 20:00:00+00:00,558.25,0.0,1309.25,0.0,558.25,1309.25,1867.5,None,IT_CALA,2026-04-23
2026-01-05 21:00:00+00:00,322.5,0.0,1567.0,0.0,322.5,1567.0,1889.5,None,IT_CALA,2026-04-23
2026-01-05 22:00:00+00:00,662.5,0.0,716.0,0.0,662.5,716.0,1378.5,None,IT_CALA,2026-04-23
2026-01-05 23:00:00+00:00,201.0,16.0,334.25,0.0,185.0,334.25,519.25,None,IT_CALA,2026-04-23
2026-01-06 00:00:00+00:00,80.75,0.0,472.5,0.0,80.75,472.5,553.25,None,IT_CALA,2026-04-23
2026-01-06 01:00:00+00:00,0.0,59.25,612.75,0.0,-59.25,612.75,553.5,None,IT_CALA,2026-04-23
2026-01-06 02:00:00+00:00,0.0,197.75,761.5,0.0,-197.75,761.5,563.75,None,IT_CALA,2026-04-23
2026-01-06 03:00:00+00:00,0.0,232.25,781.75,0.0,-232.25,781.75,549.5,None,IT_CALA,2026-04-23
2026-01-06 04:00:00+00:00,0.0,271.75,805.25,0.0,-271.75,805.25,533.5,None,IT_CALA,2026-04-23
2026-01-06 05:00:00+00:00,0.0,748.75,1706.0,0.0,-748.75,1706.0,957.25,None,IT_CALA,2026-04-23
2026-01-06 06:00:00+00:00,0.0,629.5,2482.75,0.0,-629.5,2482.75,1853.25,None,IT_CALA,2026-04-23
2026-01-06 07:00:00+00:00,0.0,675.75,2516.5,0.0,-675.75,2516.5,1840.75,None,IT_CALA,2026-04-23
2026-01-06 08:00:00+00:00,0.0,1031.0,2690.5,0.0,-1031.0,2690.5,1659.5,None,IT_CALA,2026-04-23
2026-01-06 09:00:00+00:00,0.0,1155.0,2822.5,0.0,-1155.0,2822.5,1667.5,None,IT_CALA,2026-04-23
2026-01-06 10:00:00+00:00,0.0,1098.25,2824.25,0.0,-1098.25,2824.25,1726.0,None,IT_CALA,2026-04-23
2026-01-06 11:00:00+00:00,0.0,743.25,2550.25,0.0,-743.25,2550.25,1807.0,None,IT_CALA,2026-04-23
2026-01-06 12:00:00+00:00,0.0,334.5,2161.75,0.0,-334.5,2161.75,1827.25,None,IT_CALA,2026-04-23
2026-01-06 13:00:00+00:00,0.0,210.5,1990.25,0.0,-210.5,1990.25,1779.75,None,IT_CALA,2026-04-23
2026-01-06 14:00:00+00:00,0.0,327.75,2092.25,0.0,-327.75,2092.25,1764.5,None,IT_CALA,2026-04-23
2026-01-06 15:00:00+00:00,0.0,245.25,1920.25,0.0,-245.25,1920.25,1675.0,None,IT_CALA,2026-04-23
2026-01-06 16:00:00+00:00,159.0,0.0,1468.25,0.0,159.0,1468.25,1627.25,None,IT_CALA,2026-04-23
2026-01-06 17:00:00+00:00,293.75,0.0,1330.0,0.0,293.75,1330.0,1623.75,None,IT_CALA,2026-04-23
2026-01-06 18:00:00+00:00,430.75,0.0,1233.5,0.0,430.75,1233.5,1664.25,None,IT_CALA,2026-04-23
2026-01-06 19:00:00+00:00,715.25,0.0,978.0,0.0,715.25,978.0,1693.25,None,IT_CALA,2026-04-23
2026-01-06 20:00:00+00:00,981.75,0.0,561.0,0.0,981.75,561.0,1542.75,None,IT_CALA,2026-04-23
2026-01-06 21:00:00+00:00,1126.5,0.0,425.5,0.0,1126.5,425.5,1552.0,None,IT_CALA,2026-04-23
2026-01-06 22:00:00+00:00,919.5,0.0,60.5,28.75,919.5,31.75,951.25,None,IT_CALA,2026-04-23
2026-01-06 23:00:00+00:00,867.0,0.0,126.0,0.0,867.0,126.0,993.0,None,IT_CALA,2026-04-23
2026-01-07 00:00:00+00:00,750.0,0.0,238.75,0.0,750.0,238.75,988.75,None,IT_CALA,2026-04-23
2026-01-07 01:00:00+00:00,680.25,0.0,260.25,0.0,680.25,260.25,940.5,None,IT_CALA,2026-04-23
2026-01-07 02:00:00+00:00,606.75,0.0,257.25,0.0,606.75,257.25,864.0,None,IT_CALA,2026-04-23
2026-01-07 03:00:00+00:00,607.0,0.0,130.25,0.0,607.0,130.25,737.25,None,IT_CALA,2026-04-23
2026-01-07 04:00:00+00:00,625.75,0.0,43.5,1.5,625.75,42.0,667.75,None,IT_CALA,2026-04-23
2026-01-07 05:00:00+00:00,499.25,0.25,847.75,45.0,499.0,802.75,1301.75,None,IT_CALA,2026-04-23
2026-01-07 06:00:00+00:00,403.0,0.0,1180.25,0.0,403.0,1180.25,1583.25,None,IT_CALA,2026-04-23
2026-01-07 07:00:00+00:00,222.75,0.0,1288.5,0.0,222.75,1288.5,1511.25,None,IT_CALA,2026-04-23
2026-01-07 08:00:00+00:00,123.0,0.0,1367.0,0.0,123.0,1367.0,1490.0,None,IT_CALA,2026-04-23
2026-01-07 09:00:00+00:00,17.5,40.5,1591.5,0.0,-23.0,1591.5,1568.5,None,IT_CALA,2026-04-23
2026-01-07 10:00:00+00:00,131.75,0.0,1560.5,0.0,131.75,1560.5,1692.25,None,IT_CALA,2026-04-23
2026-01-07 11:00:00+00:00,0.0,116.5,1261.25,0.0,-116.5,1261.25,1144.75,None,IT_CALA,2026-04-23
2026-01-07 12:00:00+00:00,0.0,181.25,1302.5,0.0,-181.25,1302.5,1121.25,None,IT_CALA,2026-04-23
2026-01-07 13:00:00+00:00,0.0,115.0,1279.25,0.0,-115.0,1279.25,1164.25,None,IT_CALA,2026-04-23
2026-01-07 14:00:00+00:00,0.0,69.0,1215.25,0.0,-69.0,1215.25,1146.25,None,IT_CALA,2026-04-23
2026-01-07 15:00:00+00:00,0.0,555.25,2112.5,0.0,-555.25,2112.5,1557.25,None,IT_CALA,2026-04-23
2026-01-07 16:00:00+00:00,0.0,414.25,2070.75,0.0,-414.25,2070.75,1656.5,None,IT_CALA,2026-04-23
2026-01-07 17:00:00+00:00,0.0,315.0,1966.5,0.0,-315.0,1966.5,1651.5,None,IT_CALA,2026-04-23
2026-01-07 18:00:00+00:00,0.0,246.75,1819.75,0.0,-246.75,1819.75,1573.0,None,IT_CALA,2026-04-23
2026-01-07 19:00:00+00:00,117.5,214.0,1689.5,0.0,-96.5,1689.5,1593.0,None,IT_CALA,2026-04-23
2026-01-07 20:00:00+00:00,127.0,159.0,1685.75,0.0,-32.0,1685.75,1653.75,None,IT_CALA,2026-04-23
2026-01-07 21:00:00+00:00,61.75,11.25,1490.5,0.0,50.5,1490.5,1541.0,None,IT_CALA,2026-04-23
2026-01-07 22:00:00+00:00,0.0,175.75,1542.0,0.0,-175.75,1542.0,1366.25,None,IT_CALA,2026-04-23
2026-01-07 23:00:00+00:00,0.0,409.5,1071.75,0.0,-409.5,1071.75,662.25,None,IT_CALA,2026-04-23
2026-01-08 00:00:00+00:00,0.0,564.75,1264.75,0.0,-564.75,1264.75,700.0,None,IT_CALA,2026-04-23
2026-01-08 01:00:00+00:00,0.0,639.5,1355.25,0.0,-639.5,1355.25,715.75,None,IT_CALA,2026-04-23
2026-01-08 02:00:00+00:00,0.0,655.0,1384.5,0.0,-655.0,1384.5,729.5,None,IT_CALA,2026-04-23
2026-01-08 03:00:00+00:00,0.0,596.0,1331.0,0.0,-596.0,1331.0,735.0,None,IT_CALA,2026-04-23
2026-01-08 04:00:00+00:00,0.0,520.25,1215.75,0.0,-520.25,1215.75,695.5,None,IT_CALA,2026-04-23
2026-01-08 05:00:00+00:00,0.0,664.25,1271.25,0.0,-664.25,1271.25,607.0,None,IT_CALA,2026-04-23
2026-01-08 06:00:00+00:00,0.0,723.25,1266.75,0.0,-723.25,1266.75,543.5,None,IT_CALA,2026-04-23
2026-01-08 07:00:00+00:00,0.0,504.5,1090.25,0.0,-504.5,1090.25,585.75,None,IT_CALA,2026-04-23
2026-01-08 08:00:00+00:00,0.0,551.75,941.75,0.0,-551.75,941.75,390.0,None,IT_CALA,2026-04-23
2026-01-08 09:00:00+00:00,0.0,636.0,906.75,0.0,-636.0,906.75,270.75,None,IT_CALA,2026-04-23
2026-01-08 10:00:00+00:00,0.0,628.25,846.5,0.0,-628.25,846.5,218.25,None,IT_CALA,2026-04-23
2026-01-08 11:00:00+00:00,0.0,623.5,852.0,0.0,-623.5,852.0,228.5,None,IT_CALA,2026-04-23
2026-01-08 12:00:00+00:00,0.0,703.0,970.75,0.0,-703.0,970.75,267.75,None,IT_CALA,2026-04-23
2026-01-08 13:00:00+00:00,0.0,778.5,1280.25,0.0,-778.5,1280.25,501.75,None,IT_CALA,2026-04-23
2026-01-08 14:00:00+00:00,0.0,518.75,1799.75,0.0,-518.75,1799.75,1281.0,None,IT_CALA,2026-04-23
2026-01-08 15:00:00+00:00,0.0,745.75,2493.0,0.0,-745.75,2493.0,1747.25,None,IT_CALA,2026-04-23
2026-01-08 16:00:00+00:00,0.0,373.0,2497.75,0.0,-373.0,2497.75,2124.75,None,IT_CALA,2026-04-23
2026-01-08 17:00:00+00:00,0.0,223.0,2456.25,0.0,-223.0,2456.25,2233.25,None,IT_CALA,2026-04-23
2026-01-08 18:00:00+00:00,0.0,100.5,2246.0,0.0,-100.5,2246.0,2145.5,None,IT_CALA,2026-04-23
2026-01-08 19:00:00+00:00,176.5,64.5,2057.0,0.0,112.0,2057.0,2169.0,None,IT_CALA,2026-04-23
2026-01-08 20:00:00+00:00,113.25,168.75,2271.25,0.0,-55.5,2271.25,2215.75,None,IT_CALA,2026-04-23
2026-01-08 21:00:00+00:00,120.5,0.0,1911.0,0.0,120.5,1911.0,2031.5,None,IT_CALA,2026-04-23
2026-01-08 22:00:00+00:00,4.0,86.0,1191.75,0.0,-82.0,1191.75,1109.75,None,IT_CALA,2026-04-23
2026-01-08 23:00:00+00:00,0.0,403.5,551.25,0.0,-403.5,551.25,147.75,None,IT_CALA,2026-04-23
2026-01-09 00:00:00+00:00,0.0,516.5,1125.5,0.0,-516.5,1125.5,609.0,None,IT_CALA,2026-04-23
2026-01-09 01:00:00+00:00,0.0,544.0,1207.25,0.0,-544.0,1207.25,663.25,None,IT_CALA,2026-04-23
2026-01-09 02:00:00+00:00,0.0,520.0,1242.75,0.0,-520.0,1242.75,722.75,None,IT_CALA,2026-04-23
2026-01-09 03:00:00+00:00,0.0,450.25,1214.25,0.0,-450.25,1214.25,764.0,None,IT_CALA,2026-04-23
2026-01-09 04:00:00+00:00,0.0,330.0,1142.25,0.0,-330.0,1142.25,812.25,None,IT_CALA,2026-04-23
2026-01-09 05:00:00+00:00,0.0,503.0,1226.5,0.0,-503.0,1226.5,723.5,None,IT_CALA,2026-04-23
2026-01-09 06:00:00+00:00,0.0,520.75,1154.25,0.0,-520.75,1154.25,633.5,None,IT_CALA,2026-04-23
2026-01-09 07:00:00+00:00,0.0,492.25,1087.0,0.0,-492.25,1087.0,594.75,None,IT_CALA,2026-04-23
2026-01-09 08:00:00+00:00,0.0,385.5,1021.25,0.0,-385.5,1021.25,635.75,None,IT_CALA,2026-04-23
2026-01-09 09:00:00+00:00,0.0,461.0,887.25,0.0,-461.0,887.25,426.25,None,IT_CALA,2026-04-23
2026-01-09 10:00:00+00:00,0.0,582.5,937.75,0.0,-582.5,937.75,355.25,None,IT_CALA,2026-04-23
2026-01-09 11:00:00+00:00,0.0,610.0,965.75,0.0,-610.0,965.75,355.75,None,IT_CALA,2026-04-23
2026-01-09 12:00:00+00:00,0.0,639.25,987.25,0.0,-639.25,987.25,348.0,None,IT_CALA,2026-04-23
2026-01-09 13:00:00+00:00,0.0,521.5,943.25,0.0,-521.5,943.25,421.75,None,IT_CALA,2026-04-23
2026-01-09 14:00:00+00:00,0.0,509.5,1188.5,0.0,-509.5,1188.5,679.0,None,IT_CALA,2026-04-23
2026-01-09 15:00:00+00:00,0.0,616.0,1713.0,0.0,-616.0,1713.0,1097.0,None,IT_CALA,2026-04-23
2026-01-09 16:00:00+00:00,0.0,270.0,1799.75,0.0,-270.0,1799.75,1529.75,None,IT_CALA,2026-04-23
2026-01-09 17:00:00+00:00,284.25,0.0,1419.5,0.0,284.25,1419.5,1703.75,None,IT_CALA,2026-04-23
2026-01-09 18:00:00+00:00,544.0,0.0,1122.0,0.0,544.0,1122.0,1666.0,None,IT_CALA,2026-04-23
2026-01-09 19:00:00+00:00,446.5,0.0,1226.25,0.0,446.5,1226.25,1672.75,None,IT_CALA,2026-04-23
2026-01-09 20:00:00+00:00,278.5,0.0,1436.75,0.0,278.5,1436.75,1715.25,None,IT_CALA,2026-04-23
2026-01-09 21:00:00+00:00,178.0,0.0,1182.5,0.0,178.0,1182.5,1360.5,None,IT_CALA,2026-04-23
2026-01-09 22:00:00+00:00,10.25,63.75,1113.75,0.0,-53.5,1113.75,1060.25,None,IT_CALA,2026-04-23
2026-01-09 23:00:00+00:00,0.0,317.5,726.75,0.0,-317.5,726.75,409.25,None,IT_CALA,2026-04-23
2026-01-10 00:00:00+00:00,0.0,511.5,933.5,0.0,-511.5,933.5,422.0,None,IT_CALA,2026-04-23
2026-01-10 01:00:00+00:00,0.0,620.0,1063.25,0.0,-620.0,1063.25,443.25,None,IT_CALA,2026-04-23
