,SE_2_NO_3,NO_3_SE_2,SE_2_NO_4,NO_4_SE_2,SE_2_SE_1,SE_1_SE_2,SE_2_SE_3,SE_3_SE_2,SE_2_NO_3_net_export,SE_2_NO_4_net_export,SE_2_SE_1_net_export,SE_2_SE_3_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-22 02:00:00+00:00,118.25,0.0,0.0,0.0,0.0,596.0,4272.0,0.0,118.25,0.0,-596.0,4272.0,3794.25,None,SE_2,2026-04-23
2026-01-22 03:00:00+00:00,225.25,0.0,0.0,0.0,0.0,623.5,4167.75,0.0,225.25,0.0,-623.5,4167.75,3769.5,None,SE_2,2026-04-23
2026-01-22 04:00:00+00:00,98.25,0.0,0.0,136.0,0.0,567.25,4386.75,0.0,98.25,-136.0,-567.25,4386.75,3781.75,None,SE_2,2026-04-23
2026-01-22 05:00:00+00:00,0.0,0.0,0.0,661.0,0.0,571.75,5543.25,0.0,0.0,-661.0,-571.75,5543.25,4310.5,None,SE_2,2026-04-23
2026-01-22 06:00:00+00:00,0.0,0.0,0.0,865.5,0.0,659.75,6035.25,0.0,0.0,-865.5,-659.75,6035.25,4510.0,None,SE_2,2026-04-23
2026-01-22 07:00:00+00:00,0.0,0.0,0.0,801.25,0.0,691.5,5975.5,0.0,0.0,-801.25,-691.5,5975.5,4482.75,None,SE_2,2026-04-23
2026-01-22 08:00:00+00:00,0.0,0.0,0.0,690.0,0.0,681.25,5840.25,0.0,0.0,-690.0,-681.25,5840.25,4469.0,None,SE_2,2026-04-23
2026-01-22 09:00:00+00:00,107.75,0.0,0.0,122.5,0.0,679.5,5105.25,0.0,107.75,-122.5,-679.5,5105.25,4411.0,None,SE_2,2026-04-23
2026-01-22 10:00:00+00:00,164.75,0.0,0.0,0.0,0.0,603.5,4780.0,0.0,164.75,0.0,-603.5,4780.0,4341.25,None,SE_2,2026-04-23
2026-01-22 11:00:00+00:00,277.0,0.0,0.0,0.0,0.0,572.0,4594.5,0.0,277.0,0.0,-572.0,4594.5,4299.5,None,SE_2,2026-04-23
2026-01-22 12:00:00+00:00,366.0,0.0,0.0,0.0,0.0,570.25,4538.25,0.0,366.0,0.0,-570.25,4538.25,4334.0,None,SE_2,2026-04-23
2026-01-22 13:00:00+00:00,141.75,0.0,0.0,188.75,0.0,645.0,5114.75,0.0,141.75,-188.75,-645.0,5114.75,4422.75,None,SE_2,2026-04-23
2026-01-22 14:00:00+00:00,0.0,0.0,0.0,579.75,0.0,670.75,5758.5,0.0,0.0,-579.75,-670.75,5758.5,4508.0,None,SE_2,2026-04-23
2026-01-22 15:00:00+00:00,0.0,0.0,0.0,649.25,0.0,682.0,5821.75,0.0,0.0,-649.25,-682.0,5821.75,4490.5,None,SE_2,2026-04-23
2026-01-22 16:00:00+00:00,0.0,0.0,0.0,715.75,0.0,744.75,5993.25,0.0,0.0,-715.75,-744.75,5993.25,4532.75,None,SE_2,2026-04-23
2026-01-22 17:00:00+00:00,0.0,0.0,0.0,742.0,0.0,678.75,5965.25,0.0,0.0,-742.0,-678.75,5965.25,4544.5,None,SE_2,2026-04-23
2026-01-22 18:00:00+00:00,0.0,0.0,0.0,763.5,0.0,851.75,6174.25,0.0,0.0,-763.5,-851.75,6174.25,4559.0,None,SE_2,2026-04-23
2026-01-22 19:00:00+00:00,0.0,0.0,0.0,780.25,0.0,883.75,6233.75,0.0,0.0,-780.25,-883.75,6233.75,4569.75,None,SE_2,2026-04-23
2026-01-22 20:00:00+00:00,2.0,0.0,0.0,350.0,0.0,799.25,5741.5,0.0,2.0,-350.0,-799.25,5741.5,4594.25,None,SE_2,2026-04-23
2026-01-22 21:00:00+00:00,93.75,0.0,0.0,90.0,0.0,732.25,5326.5,0.0,93.75,-90.0,-732.25,5326.5,4598.0,None,SE_2,2026-04-23
2026-01-22 22:00:00+00:00,251.0,0.0,0.0,34.75,0.0,674.0,4858.5,0.0,251.0,-34.75,-674.0,4858.5,4400.75,None,SE_2,2026-04-23
2026-01-22 23:00:00+00:00,365.0,0.0,0.0,0.0,0.0,329.5,3888.75,0.0,365.0,0.0,-329.5,3888.75,3924.25,None,SE_2,2026-04-23
2026-01-23 00:00:00+00:00,233.0,0.0,0.0,0.0,0.0,347.75,3931.0,0.0,233.0,0.0,-347.75,3931.0,3816.25,None,SE_2,2026-04-23
2026-01-23 01:00:00+00:00,263.0,0.0,0.0,0.0,0.0,313.75,3849.75,0.0,263.0,0.0,-313.75,3849.75,3799.0,None,SE_2,2026-04-23
2026-01-23 02:00:00+00:00,175.75,0.0,0.0,11.0,0.0,314.0,3880.5,0.0,175.75,-11.0,-314.0,3880.5,3731.25,None,SE_2,2026-04-23
2026-01-23 03:00:00+00:00,548.5,0.0,0.0,0.0,0.0,192.75,3432.5,0.0,548.5,0.0,-192.75,3432.5,3788.25,None,SE_2,2026-04-23
2026-01-23 04:00:00+00:00,416.5,0.0,0.0,0.0,0.0,349.0,3739.25,0.0,416.5,0.0,-349.0,3739.25,3806.75,None,SE_2,2026-04-23
2026-01-23 05:00:00+00:00,31.75,0.0,0.0,252.75,0.0,820.0,5350.25,0.0,31.75,-252.75,-820.0,5350.25,4309.25,None,SE_2,2026-04-23
2026-01-23 06:00:00+00:00,0.0,0.0,0.0,766.0,0.0,933.25,6151.25,0.0,0.0,-766.0,-933.25,6151.25,4452.0,None,SE_2,2026-04-23
2026-01-23 07:00:00+00:00,0.0,0.0,0.0,649.0,0.0,1002.0,6096.75,0.0,0.0,-649.0,-1002.0,6096.75,4445.75,None,SE_2,2026-04-23
2026-01-23 08:00:00+00:00,0.0,0.0,0.0,597.5,0.0,945.5,5978.5,0.0,0.0,-597.5,-945.5,5978.5,4435.5,None,SE_2,2026-04-23
2026-01-23 09:00:00+00:00,0.0,0.0,0.0,441.75,0.0,797.5,5651.0,0.0,0.0,-441.75,-797.5,5651.0,4411.75,None,SE_2,2026-04-23
2026-01-23 10:00:00+00:00,0.0,0.0,0.0,428.75,0.0,565.0,5349.25,0.0,0.0,-428.75,-565.0,5349.25,4355.5,None,SE_2,2026-04-23
2026-01-23 11:00:00+00:00,0.0,0.0,0.0,417.0,0.0,458.75,5139.25,0.0,0.0,-417.0,-458.75,5139.25,4263.5,None,SE_2,2026-04-23
2026-01-23 12:00:00+00:00,0.0,0.0,0.0,428.75,0.0,374.25,5086.0,0.0,0.0,-428.75,-374.25,5086.0,4283.0,None,SE_2,2026-04-23
2026-01-23 13:00:00+00:00,0.0,0.0,0.0,530.0,0.0,539.25,5370.75,0.0,0.0,-530.0,-539.25,5370.75,4301.5,None,SE_2,2026-04-23
2026-01-23 14:00:00+00:00,0.0,0.0,0.0,522.5,0.0,689.0,5589.25,0.0,0.0,-522.5,-689.0,5589.25,4377.75,None,SE_2,2026-04-23
2026-01-23 15:00:00+00:00,0.0,0.0,0.0,573.5,0.0,863.5,5862.25,0.0,0.0,-573.5,-863.5,5862.25,4425.25,None,SE_2,2026-04-23
2026-01-23 16:00:00+00:00,0.0,0.0,0.0,568.5,0.0,1030.25,6067.0,0.0,0.0,-568.5,-1030.25,6067.0,4468.25,None,SE_2,2026-04-23
2026-01-23 17:00:00+00:00,0.0,0.0,0.0,404.75,0.0,1020.75,5936.75,0.0,0.0,-404.75,-1020.75,5936.75,4511.25,None,SE_2,2026-04-23
2026-01-23 18:00:00+00:00,0.0,0.0,0.0,452.5,0.0,926.5,5929.25,0.0,0.0,-452.5,-926.5,5929.25,4550.25,None,SE_2,2026-04-23
2026-01-23 19:00:00+00:00,0.0,0.0,0.0,475.5,0.0,842.25,5853.5,0.0,0.0,-475.5,-842.25,5853.5,4535.75,None,SE_2,2026-04-23
2026-01-23 20:00:00+00:00,55.75,0.0,0.0,271.0,0.0,765.25,5456.5,0.0,55.75,-271.0,-765.25,5456.5,4476.0,None,SE_2,2026-04-23
2026-01-23 21:00:00+00:00,10.25,0.0,0.0,73.5,0.0,770.0,5272.25,0.0,10.25,-73.5,-770.0,5272.25,4439.0,None,SE_2,2026-04-23
2026-01-23 22:00:00+00:00,330.5,0.0,0.0,62.0,0.0,377.75,4438.75,0.0,330.5,-62.0,-377.75,4438.75,4329.5,None,SE_2,2026-04-23
2026-01-23 23:00:00+00:00,0.0,0.0,0.0,369.0,0.0,657.5,5149.5,0.0,0.0,-369.0,-657.5,5149.5,4123.0,None,SE_2,2026-04-23
2026-01-24 00:00:00+00:00,0.0,0.0,0.0,621.25,0.0,738.5,5465.25,0.0,0.0,-621.25,-738.5,5465.25,4105.5,None,SE_2,2026-04-23
2026-01-24 01:00:00+00:00,15.5,0.0,0.0,327.75,0.0,800.0,5228.25,0.0,15.5,-327.75,-800.0,5228.25,4116.0,None,SE_2,2026-04-23
2026-01-24 02:00:00+00:00,12.5,0.0,0.0,1.75,0.0,822.5,4929.5,0.0,12.5,-1.75,-822.5,4929.5,4117.75,None,SE_2,2026-04-23
2026-01-24 03:00:00+00:00,0.0,0.0,0.0,206.25,0.0,845.25,5165.75,0.0,0.0,-206.25,-845.25,5165.75,4114.25,None,SE_2,2026-04-23
2026-01-24 04:00:00+00:00,0.0,0.0,0.0,86.75,0.0,920.0,5126.25,0.0,0.0,-86.75,-920.0,5126.25,4119.5,None,SE_2,2026-04-23
2026-01-24 05:00:00+00:00,0.0,0.0,0.0,438.0,0.0,876.0,5586.25,0.0,0.0,-438.0,-876.0,5586.25,4272.25,None,SE_2,2026-04-23
2026-01-24 06:00:00+00:00,0.0,0.0,0.0,224.5,0.0,1106.25,5722.5,0.0,0.0,-224.5,-1106.25,5722.5,4391.75,None,SE_2,2026-04-23
2026-01-24 07:00:00+00:00,0.0,0.0,0.0,164.25,0.0,1130.0,5674.0,0.0,0.0,-164.25,-1130.0,5674.0,4379.75,None,SE_2,2026-04-23
2026-01-24 08:00:00+00:00,0.0,0.0,0.0,109.0,0.0,1260.75,5950.75,0.0,0.0,-109.0,-1260.75,5950.75,4581.0,None,SE_2,2026-04-23
2026-01-24 09:00:00+00:00,0.0,0.0,0.0,113.25,0.0,1283.0,5962.75,0.0,0.0,-113.25,-1283.0,5962.75,4566.5,None,SE_2,2026-04-23
2026-01-24 10:00:00+00:00,0.0,0.0,0.0,58.75,0.0,1440.25,6073.0,0.0,0.0,-58.75,-1440.25,6073.0,4574.0,None,SE_2,2026-04-23
2026-01-24 11:00:00+00:00,0.0,0.0,0.0,68.75,0.0,1407.25,5993.25,0.0,0.0,-68.75,-1407.25,5993.25,4517.25,None,SE_2,2026-04-23
2026-01-24 12:00:00+00:00,0.0,0.0,0.0,29.25,0.0,1386.75,5932.0,0.0,0.0,-29.25,-1386.75,5932.0,4516.0,None,SE_2,2026-04-23
2026-01-24 13:00:00+00:00,0.0,0.0,0.0,43.0,0.0,1391.5,5968.75,0.0,0.0,-43.0,-1391.5,5968.75,4534.25,None,SE_2,2026-04-23
2026-01-24 14:00:00+00:00,0.0,0.0,0.0,80.75,0.0,1473.5,6145.75,0.0,0.0,-80.75,-1473.5,6145.75,4591.5,None,SE_2,2026-04-23
2026-01-24 15:00:00+00:00,0.0,0.0,0.0,148.5,0.0,1588.75,6317.75,0.0,0.0,-148.5,-1588.75,6317.75,4580.5,None,SE_2,2026-04-23
2026-01-24 16:00:00+00:00,0.0,0.0,0.0,217.25,0.0,1780.0,6644.75,0.0,0.0,-217.25,-1780.0,6644.75,4647.5,None,SE_2,2026-04-23
2026-01-24 17:00:00+00:00,0.0,0.0,0.0,160.0,0.0,1877.0,6713.0,0.0,0.0,-160.0,-1877.0,6713.0,4676.0,None,SE_2,2026-04-23
2026-01-24 18:00:00+00:00,0.0,0.0,0.0,274.0,0.0,1904.5,6884.75,0.0,0.0,-274.0,-1904.5,6884.75,4706.25,None,SE_2,2026-04-23
2026-01-24 19:00:00+00:00,0.0,0.0,0.0,178.5,0.0,1873.75,6759.25,0.0,0.0,-178.5,-1873.75,6759.25,4707.0,None,SE_2,2026-04-23
2026-01-24 20:00:00+00:00,0.0,0.0,0.0,145.5,0.0,1782.25,6592.25,0.0,0.0,-145.5,-1782.25,6592.25,4664.5,None,SE_2,2026-04-23
2026-01-24 21:00:00+00:00,0.0,0.0,0.0,162.75,0.0,1868.0,6736.5,0.0,0.0,-162.75,-1868.0,6736.5,4705.75,None,SE_2,2026-04-23
2026-01-24 22:00:00+00:00,0.0,0.0,0.0,180.5,0.0,1891.75,6754.75,0.0,0.0,-180.5,-1891.75,6754.75,4682.5,None,SE_2,2026-04-23
2026-01-24 23:00:00+00:00,0.0,0.0,0.0,84.75,0.0,2263.0,6655.75,0.0,0.0,-84.75,-2263.0,6655.75,4308.0,None,SE_2,2026-04-23
2026-01-25 00:00:00+00:00,19.0,0.0,0.0,0.0,0.0,2097.25,6447.0,0.0,19.0,0.0,-2097.25,6447.0,4368.75,None,SE_2,2026-04-23
2026-01-25 01:00:00+00:00,177.75,0.0,0.0,0.0,0.0,1788.5,5902.25,0.0,177.75,0.0,-1788.5,5902.25,4291.5,None,SE_2,2026-04-23
2026-01-25 02:00:00+00:00,386.25,0.0,0.0,0.0,0.0,1677.0,5527.75,0.0,386.25,0.0,-1677.0,5527.75,4237.0,None,SE_2,2026-04-23
2026-01-25 03:00:00+00:00,254.0,0.0,0.0,0.0,0.0,1739.5,5731.0,0.0,254.0,0.0,-1739.5,5731.0,4245.5,None,SE_2,2026-04-23
2026-01-25 04:00:00+00:00,154.25,0.0,0.0,0.0,0.0,1778.75,5852.75,0.0,154.25,0.0,-1778.75,5852.75,4228.25,None,SE_2,2026-04-23
2026-01-25 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,2141.75,6440.0,0.0,0.0,0.0,-2141.75,6440.0,4298.25,None,SE_2,2026-04-23
2026-01-25 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,2148.25,6540.0,0.0,0.0,0.0,-2148.25,6540.0,4391.75,None,SE_2,2026-04-23
2026-01-25 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,2194.0,6844.0,0.0,0.0,0.0,-2194.0,6844.0,4650.0,None,SE_2,2026-04-23
2026-01-25 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,2223.5,7016.25,0.0,0.0,0.0,-2223.5,7016.25,4792.75,None,SE_2,2026-04-23
2026-01-25 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,2219.5,7166.0,0.0,0.0,0.0,-2219.5,7166.0,4946.5,None,SE_2,2026-04-23
2026-01-25 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,2106.5,7010.0,0.0,0.0,0.0,-2106.5,7010.0,4903.5,None,SE_2,2026-04-23
2026-01-25 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1966.75,6861.25,0.0,0.0,0.0,-1966.75,6861.25,4894.5,None,SE_2,2026-04-23
2026-01-25 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1812.75,6683.75,0.0,0.0,0.0,-1812.75,6683.75,4871.0,None,SE_2,2026-04-23
2026-01-25 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1614.5,6462.75,0.0,0.0,0.0,-1614.5,6462.75,4848.25,None,SE_2,2026-04-23
2026-01-25 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1469.75,6261.25,0.0,0.0,0.0,-1469.75,6261.25,4791.5,None,SE_2,2026-04-23
2026-01-25 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1424.5,6195.75,0.0,0.0,0.0,-1424.5,6195.75,4771.25,None,SE_2,2026-04-23
2026-01-25 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1474.0,6208.25,0.0,0.0,0.0,-1474.0,6208.25,4734.25,None,SE_2,2026-04-23
2026-01-25 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1590.0,6315.75,0.0,0.0,0.0,-1590.0,6315.75,4725.75,None,SE_2,2026-04-23
2026-01-25 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1697.75,6404.75,0.0,0.0,0.0,-1697.75,6404.75,4707.0,None,SE_2,2026-04-23
2026-01-25 19:00:00+00:00,0.0,0.0,0.0,5.0,0.0,1724.75,6457.75,0.0,0.0,-5.0,-1724.75,6457.75,4728.0,None,SE_2,2026-04-23
2026-01-25 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1663.5,6376.25,0.0,0.0,0.0,-1663.5,6376.25,4712.75,None,SE_2,2026-04-23
2026-01-25 21:00:00+00:00,0.0,0.0,0.0,37.75,0.0,1649.25,6442.75,0.0,0.0,-37.75,-1649.25,6442.75,4755.75,None,SE_2,2026-04-23
2026-01-25 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1538.75,6335.75,0.0,0.0,0.0,-1538.75,6335.75,4797.0,None,SE_2,2026-04-23
2026-01-25 23:00:00+00:00,0.0,0.0,0.0,13.75,0.0,1742.5,6531.75,0.0,0.0,-13.75,-1742.5,6531.75,4775.5,None,SE_2,2026-04-23
2026-01-26 00:00:00+00:00,0.0,0.0,0.0,178.75,0.0,1786.25,6872.5,0.0,0.0,-178.75,-1786.25,6872.5,4907.5,None,SE_2,2026-04-23
2026-01-26 01:00:00+00:00,0.0,0.0,0.0,81.5,0.0,1756.5,6893.25,0.0,0.0,-81.5,-1756.5,6893.25,5055.25,None,SE_2,2026-04-23
2026-01-26 02:00:00+00:00,26.0,0.0,0.0,0.0,0.0,1703.5,6822.75,0.0,26.0,0.0,-1703.5,6822.75,5145.25,None,SE_2,2026-04-23
2026-01-26 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1793.0,6936.25,0.0,0.0,0.0,-1793.0,6936.25,5143.25,None,SE_2,2026-04-23
2026-01-26 04:00:00+00:00,307.25,0.0,0.0,0.0,0.0,1636.5,6504.75,0.0,307.25,0.0,-1636.5,6504.75,5175.5,None,SE_2,2026-04-23
2026-01-26 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,2041.75,7292.5,0.0,0.0,0.0,-2041.75,7292.5,5250.75,None,SE_2,2026-04-23
2026-01-26 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1734.75,6832.0,0.0,0.0,0.0,-1734.75,6832.0,5097.25,None,SE_2,2026-04-23
2026-01-26 07:00:00+00:00,0.0,0.0,0.0,39.75,0.0,1924.75,6963.0,0.0,0.0,-39.75,-1924.75,6963.0,4998.5,None,SE_2,2026-04-23
2026-01-26 08:00:00+00:00,4.5,0.0,0.0,0.0,0.0,1493.75,6415.25,0.0,4.5,0.0,-1493.75,6415.25,4926.0,None,SE_2,2026-04-23
2026-01-26 09:00:00+00:00,137.5,0.0,0.0,0.0,0.0,1566.25,6296.25,0.0,137.5,0.0,-1566.25,6296.25,4867.5,None,SE_2,2026-04-23
2026-01-26 10:00:00+00:00,2.75,0.0,0.0,43.25,0.0,1560.0,6359.0,0.0,2.75,-43.25,-1560.0,6359.0,4758.5,None,SE_2,2026-04-23
2026-01-26 11:00:00+00:00,0.0,0.0,0.0,221.25,0.0,1598.25,6549.5,0.0,0.0,-221.25,-1598.25,6549.5,4730.0,None,SE_2,2026-04-23
2026-01-26 12:00:00+00:00,0.0,0.0,0.0,203.75,0.0,1399.25,6256.0,0.0,0.0,-203.75,-1399.25,6256.0,4653.0,None,SE_2,2026-04-23
2026-01-26 13:00:00+00:00,0.0,0.0,0.0,260.25,0.0,1409.25,6282.25,0.0,0.0,-260.25,-1409.25,6282.25,4612.75,None,SE_2,2026-04-23
2026-01-26 14:00:00+00:00,0.0,0.0,0.0,342.25,0.0,1583.0,6518.75,0.0,0.0,-342.25,-1583.0,6518.75,4593.5,None,SE_2,2026-04-23
2026-01-26 15:00:00+00:00,0.0,0.0,0.0,339.75,0.0,1590.5,6551.0,0.0,0.0,-339.75,-1590.5,6551.0,4620.75,None,SE_2,2026-04-23
2026-01-26 16:00:00+00:00,0.0,0.0,0.0,348.0,0.0,1558.5,6473.75,0.0,0.0,-348.0,-1558.5,6473.75,4567.25,None,SE_2,2026-04-23
2026-01-26 17:00:00+00:00,0.0,0.0,0.0,311.25,0.0,1585.75,6395.75,0.0,0.0,-311.25,-1585.75,6395.75,4498.75,None,SE_2,2026-04-23
2026-01-26 18:00:00+00:00,0.0,0.0,0.0,242.25,0.0,1640.75,6413.75,0.0,0.0,-242.25,-1640.75,6413.75,4530.75,None,SE_2,2026-04-23
2026-01-26 19:00:00+00:00,0.0,0.0,0.0,118.75,0.0,1643.0,6304.0,0.0,0.0,-118.75,-1643.0,6304.0,4542.25,None,SE_2,2026-04-23
2026-01-26 20:00:00+00:00,0.0,0.0,0.0,63.75,0.0,1492.0,6095.0,0.0,0.0,-63.75,-1492.0,6095.0,4539.25,None,SE_2,2026-04-23
2026-01-26 21:00:00+00:00,0.0,0.0,0.0,50.0,0.0,1499.0,6028.25,0.0,0.0,-50.0,-1499.0,6028.25,4479.25,None,SE_2,2026-04-23
2026-01-26 22:00:00+00:00,0.0,0.0,0.0,134.0,0.0,1514.5,6132.5,0.0,0.0,-134.0,-1514.5,6132.5,4484.0,None,SE_2,2026-04-23
2026-01-26 23:00:00+00:00,0.0,0.0,0.0,75.25,0.0,1341.25,5586.25,0.0,0.0,-75.25,-1341.25,5586.25,4169.75,None,SE_2,2026-04-23
2026-01-27 00:00:00+00:00,0.0,0.0,0.0,90.25,0.0,1280.5,5425.75,0.0,0.0,-90.25,-1280.5,5425.75,4055.0,None,SE_2,2026-04-23
2026-01-27 01:00:00+00:00,0.0,0.0,0.0,89.0,0.0,1203.25,5259.25,0.0,0.0,-89.0,-1203.25,5259.25,3967.0,None,SE_2,2026-04-23
2026-01-27 02:00:00+00:00,0.0,0.0,0.0,102.75,0.0,1139.0,5267.25,0.0,0.0,-102.75,-1139.0,5267.25,4025.5,None,SE_2,2026-04-23
2026-01-27 03:00:00+00:00,0.0,0.0,0.0,81.25,0.0,1080.0,5273.25,0.0,0.0,-81.25,-1080.0,5273.25,4112.0,None,SE_2,2026-04-23
2026-01-27 04:00:00+00:00,0.0,0.0,0.0,54.75,0.0,1045.5,5376.25,0.0,0.0,-54.75,-1045.5,5376.25,4276.0,None,SE_2,2026-04-23
2026-01-27 05:00:00+00:00,0.0,0.0,0.0,17.75,0.0,1048.0,5672.75,0.0,0.0,-17.75,-1048.0,5672.75,4607.0,None,SE_2,2026-04-23
2026-01-27 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1164.0,5729.0,0.0,0.0,0.0,-1164.0,5729.0,4565.0,None,SE_2,2026-04-23
2026-01-27 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1181.0,5688.0,0.0,0.0,0.0,-1181.0,5688.0,4507.0,None,SE_2,2026-04-23
2026-01-27 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1213.0,5736.0,0.0,0.0,0.0,-1213.0,5736.0,4523.0,None,SE_2,2026-04-23
2026-01-27 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1223.25,5705.25,0.0,0.0,0.0,-1223.25,5705.25,4482.0,None,SE_2,2026-04-23
2026-01-27 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1110.75,5537.25,0.0,0.0,0.0,-1110.75,5537.25,4426.5,None,SE_2,2026-04-23
2026-01-27 11:00:00+00:00,0.0,0.0,0.0,12.5,0.0,1089.25,5460.25,0.0,0.0,-12.5,-1089.25,5460.25,4358.5,None,SE_2,2026-04-23
2026-01-27 12:00:00+00:00,0.0,0.0,0.0,10.75,0.0,1075.5,5434.25,0.0,0.0,-10.75,-1075.5,5434.25,4348.0,None,SE_2,2026-04-23
2026-01-27 13:00:00+00:00,0.0,0.0,0.0,141.5,0.0,1118.75,5601.0,0.0,0.0,-141.5,-1118.75,5601.0,4340.75,None,SE_2,2026-04-23
2026-01-27 14:00:00+00:00,0.0,0.0,0.0,247.0,0.0,1131.25,5718.25,0.0,0.0,-247.0,-1131.25,5718.25,4340.0,None,SE_2,2026-04-23
2026-01-27 15:00:00+00:00,0.0,0.0,0.0,419.75,0.0,1203.25,5929.0,0.0,0.0,-419.75,-1203.25,5929.0,4306.0,None,SE_2,2026-04-23
2026-01-27 16:00:00+00:00,0.0,0.0,0.0,613.5,0.0,1241.0,6167.75,0.0,0.0,-613.5,-1241.0,6167.75,4313.25,None,SE_2,2026-04-23
2026-01-27 17:00:00+00:00,0.0,0.0,0.0,649.0,0.0,1174.5,6136.0,0.0,0.0,-649.0,-1174.5,6136.0,4312.5,None,SE_2,2026-04-23
2026-01-27 18:00:00+00:00,0.0,0.0,0.0,674.0,0.0,1151.5,6165.75,0.0,0.0,-674.0,-1151.5,6165.75,4340.25,None,SE_2,2026-04-23
2026-01-27 19:00:00+00:00,0.0,0.0,0.0,580.5,0.0,1066.25,5987.75,0.0,0.0,-580.5,-1066.25,5987.75,4341.0,None,SE_2,2026-04-23
2026-01-27 20:00:00+00:00,0.0,0.0,0.0,779.0,0.0,904.0,5937.5,0.0,0.0,-779.0,-904.0,5937.5,4254.5,None,SE_2,2026-04-23
2026-01-27 21:00:00+00:00,0.0,0.0,0.0,877.5,0.0,945.0,6025.25,0.0,0.0,-877.5,-945.0,6025.25,4202.75,None,SE_2,2026-04-23
2026-01-27 22:00:00+00:00,0.0,0.0,0.0,1013.25,0.0,865.25,5874.75,0.0,0.0,-1013.25,-865.25,5874.75,3996.25,None,SE_2,2026-04-23
2026-01-27 23:00:00+00:00,0.0,0.0,0.0,527.0,0.0,649.25,4921.5,0.0,0.0,-527.0,-649.25,4921.5,3745.25,None,SE_2,2026-04-23
2026-01-28 00:00:00+00:00,0.0,0.0,0.0,616.0,0.0,671.25,4843.25,0.0,0.0,-616.0,-671.25,4843.25,3556.0,None,SE_2,2026-04-23
2026-01-28 01:00:00+00:00,0.0,0.0,0.0,654.75,0.0,708.0,4855.25,0.0,0.0,-654.75,-708.0,4855.25,3492.5,None,SE_2,2026-04-23
2026-01-28 02:00:00+00:00,0.0,0.0,0.0,611.75,0.0,690.0,4796.25,0.0,0.0,-611.75,-690.0,4796.25,3494.5,None,SE_2,2026-04-23
2026-01-28 03:00:00+00:00,0.0,0.0,0.0,568.25,0.0,665.0,4850.25,0.0,0.0,-568.25,-665.0,4850.25,3617.0,None,SE_2,2026-04-23
2026-01-28 04:00:00+00:00,0.0,0.0,0.0,442.0,0.0,562.5,4813.5,0.0,0.0,-442.0,-562.5,4813.5,3809.0,None,SE_2,2026-04-23
2026-01-28 05:00:00+00:00,0.0,0.0,0.0,234.25,0.0,588.5,5135.25,0.0,0.0,-234.25,-588.5,5135.25,4312.5,None,SE_2,2026-04-23
2026-01-28 06:00:00+00:00,0.0,0.0,0.0,105.75,0.0,810.75,5441.0,0.0,0.0,-105.75,-810.75,5441.0,4524.5,None,SE_2,2026-04-23
2026-01-28 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,897.5,5494.75,0.0,0.0,0.0,-897.5,5494.75,4597.25,None,SE_2,2026-04-23
2026-01-28 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,887.0,5572.5,0.0,0.0,0.0,-887.0,5572.5,4685.5,None,SE_2,2026-04-23
2026-01-28 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,938.25,5717.75,0.0,0.0,0.0,-938.25,5717.75,4779.5,None,SE_2,2026-04-23
2026-01-28 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,928.25,5739.25,0.0,0.0,0.0,-928.25,5739.25,4811.0,None,SE_2,2026-04-23
2026-01-28 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,864.5,5710.0,0.0,0.0,0.0,-864.5,5710.0,4845.5,None,SE_2,2026-04-23
2026-01-28 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,811.75,5672.25,0.0,0.0,0.0,-811.75,5672.25,4860.5,None,SE_2,2026-04-23
